PIN,Invesco India ETF,
Date,Price,Annualized Dividend
12/04/2009,20.37,0.055999999999999994
12/07/2009,19.99,0.055999999999999994
12/07/2009,19.89,0.055999999999999994
12/08/2009,19.96,0.055999999999999994
12/08/2009,19.87,0.055999999999999994
12/09/2009,20.05,0.055999999999999994
12/09/2009,20.16,0.055999999999999994
12/10/2009,20.22,0.055999999999999994
12/10/2009,20.34,0.055999999999999994
12/11/2009,20.25,0.055999999999999994
12/11/2009,20.08,0.055999999999999994
12/14/2009,20.12,0.055999999999999994
12/14/2009,20.11,0.055999999999999994
12/15/2009,19.93,0.055999999999999994
12/15/2009,19.92,0.055999999999999994
12/16/2009,19.92,0.055999999999999994
12/16/2009,19.94,0.055999999999999994
12/17/2009,19.9,0.055999999999999994
12/17/2009,19.73,0.055999999999999994
12/18/2009,19.74,0.131
12/18/2009,19.67,0.131
12/21/2009,19.68,0.131
12/21/2009,19.65,0.131
12/22/2009,19.61,0.131
12/22/2009,19.76,0.131
12/23/2009,20.28,0.131
12/23/2009,20.2,0.131
12/24/2009,20.42,0.131
12/24/2009,20.46,0.131
12/28/2009,20.58,0.131
12/28/2009,20.49,0.131
12/29/2009,20.54,0.131
12/29/2009,20.5,0.131
12/30/2009,20.41,0.131
12/30/2009,20.47,0.131
12/31/2009,20.65,0.131
12/31/2009,20.43,0.131
01/04/2010,20.92,0.131
01/04/2010,21.02,0.131
01/05/2010,21.13,0.131
01/05/2010,21.21,0.131
01/06/2010,21.37,0.131
01/06/2010,21.33,0.131
01/07/2010,21.29,0.131
01/07/2010,21.31,0.131
01/08/2010,21.2,0.131
01/08/2010,21.27,0.131
01/11/2010,21.47,0.131
01/11/2010,21.3,0.131
01/12/2010,21.19,0.131
01/12/2010,21.08,0.131
01/13/2010,21.33,0.131
01/13/2010,21.42,0.131
01/14/2010,21.45,0.131
01/14/2010,21.58,0.131
01/15/2010,21.44,0.131
01/15/2010,21.15,0.131
01/19/2010,21.15,0.131
01/19/2010,21.45,0.131
01/20/2010,21.03,0.131
01/20/2010,20.96,0.131
01/21/2010,20.76,0.131
01/21/2010,20.08,0.131
01/22/2010,20.04,0.131
01/22/2010,19.78,0.131
01/25/2010,20.12,0.131
01/25/2010,20.0,0.131
01/26/2010,19.98,0.131
01/26/2010,19.7,0.131
01/27/2010,19.47,0.131
01/27/2010,19.46,0.131
01/28/2010,19.54,0.131
01/28/2010,19.11,0.131
01/29/2010,19.45,0.131
01/29/2010,19.18,0.131
02/01/2010,19.49,0.131
02/01/2010,19.61,0.131
02/02/2010,19.43,0.131
02/02/2010,19.52,0.131
02/03/2010,19.65,0.131
02/03/2010,19.66,0.131
02/04/2010,19.29,0.131
02/04/2010,18.76,0.131
02/05/2010,18.59,0.131
02/05/2010,18.51,0.131
02/08/2010,18.66,0.131
02/08/2010,18.52,0.131
02/09/2010,18.88,0.131
02/09/2010,19.01,0.131
02/10/2010,18.81,0.131
02/10/2010,18.86,0.131
02/11/2010,19.06,0.131
02/11/2010,19.31,0.131
02/12/2010,19.1,0.131
02/12/2010,19.22,0.131
02/16/2010,19.34,0.131
02/16/2010,19.43,0.131
02/17/2010,19.51,0.131
02/17/2010,19.57,0.131
02/18/2010,19.4,0.131
02/18/2010,19.56,0.131
02/19/2010,19.36,0.131
02/19/2010,19.4,0.131
02/22/2010,19.4,0.131
02/22/2010,19.21,0.131
02/23/2010,19.28,0.131
02/23/2010,18.94,0.131
02/24/2010,19.25,0.131
02/24/2010,19.19,0.131
02/25/2010,18.89,0.131
02/25/2010,19.06,0.131
02/26/2010,19.37,0.131
02/26/2010,19.41,0.131
03/01/2010,19.56,0.131
03/01/2010,19.69,0.131
03/02/2010,19.9,0.131
03/02/2010,19.91,0.131
03/03/2010,20.19,0.131
03/03/2010,20.18,0.131
03/04/2010,20.25,0.131
03/04/2010,20.17,0.131
03/05/2010,20.36,0.131
03/05/2010,20.56,0.131
03/08/2010,20.51,0.131
03/08/2010,20.49,0.131
03/09/2010,20.3,0.131
03/09/2010,20.31,0.131
03/10/2010,20.36,0.131
03/10/2010,20.43,0.131
03/11/2010,20.31,0.131
03/11/2010,20.35,0.131
03/12/2010,20.36,0.131
03/12/2010,20.22,0.131
03/15/2010,20.22,0.131
03/15/2010,20.23,0.131
03/16/2010,20.55,0.131
03/16/2010,20.55,0.131
03/17/2010,20.66,0.131
03/17/2010,20.72,0.131
03/18/2010,20.7,0.131
03/18/2010,20.66,0.131
03/19/2010,20.51,0.131
03/19/2010,20.51,0.131
03/22/2010,20.49,0.131
03/22/2010,20.63,0.131
03/23/2010,20.6,0.131
03/23/2010,20.78,0.131
03/24/2010,20.62,0.131
03/24/2010,20.58,0.131
03/25/2010,20.7,0.131
03/25/2010,20.64,0.131
03/26/2010,20.77,0.131
03/26/2010,20.81,0.131
03/29/2010,21.15,0.131
03/29/2010,21.17,0.131
03/30/2010,21.09,0.131
03/30/2010,21.01,0.131
03/31/2010,21.03,0.131
03/31/2010,21.06,0.131
04/01/2010,21.19,0.131
04/01/2010,21.28,0.131
04/05/2010,21.58,0.131
04/05/2010,21.79,0.131
04/06/2010,21.67,0.131
04/06/2010,21.79,0.131
04/07/2010,21.66,0.131
04/07/2010,21.54,0.131
04/08/2010,21.41,0.131
04/08/2010,21.49,0.131
04/09/2010,21.61,0.131
04/09/2010,21.67,0.131
04/12/2010,21.56,0.131
04/12/2010,21.52,0.131
04/13/2010,21.41,0.131
04/13/2010,21.46,0.131
04/14/2010,21.62,0.131
04/14/2010,21.72,0.131
04/15/2010,21.47,0.131
04/15/2010,21.42,0.131
04/16/2010,21.33,0.131
04/16/2010,20.9,0.131
04/19/2010,20.8,0.131
04/19/2010,21.01,0.131
04/20/2010,21.08,0.131
04/20/2010,21.15,0.131
04/21/2010,21.14,0.131
04/21/2010,21.05,0.131
04/22/2010,21.04,0.131
04/22/2010,21.31,0.131
04/23/2010,21.23,0.131
04/23/2010,21.37,0.131
04/26/2010,21.34,0.131
04/26/2010,21.2,0.131
04/27/2010,21.12,0.131
04/27/2010,20.78,0.131
04/28/2010,20.97,0.131
04/28/2010,20.96,0.131
04/29/2010,21.03,0.131
04/29/2010,21.21,0.131
04/30/2010,21.27,0.131
04/30/2010,20.85,0.131
05/03/2010,21.05,0.131
05/03/2010,21.19,0.131
05/04/2010,20.65,0.131
05/04/2010,20.34,0.131
05/05/2010,20.31,0.131
05/05/2010,20.24,0.131
05/06/2010,20.05,0.131
05/06/2010,19.32,0.131
05/07/2010,19.58,0.131
05/07/2010,19.5,0.131
05/10/2010,20.56,0.131
05/10/2010,20.69,0.131
05/11/2010,20.23,0.131
05/11/2010,20.39,0.131
05/12/2010,20.48,0.131
05/12/2010,20.55,0.131
05/13/2010,20.45,0.131
05/13/2010,20.22,0.131
05/14/2010,20.08,0.131
05/14/2010,19.87,0.131
05/17/2010,19.93,0.131
05/17/2010,19.76,0.131
05/18/2010,19.97,0.131
05/18/2010,19.42,0.131
05/19/2010,19.05,0.131
05/19/2010,19.15,0.131
05/20/2010,18.67,0.131
05/20/2010,18.46,0.131
05/21/2010,18.37,0.131
05/21/2010,19.09,0.131
05/24/2010,18.94,0.131
05/24/2010,18.81,0.131
05/25/2010,18.21,0.131
05/25/2010,18.58,0.131
05/26/2010,18.71,0.131
05/26/2010,18.38,0.131
05/27/2010,19.05,0.131
05/27/2010,19.32,0.131
05/28/2010,19.46,0.131
05/28/2010,19.37,0.131
06/01/2010,19.22,0.131
06/01/2010,18.99,0.131
06/02/2010,19.27,0.131
06/02/2010,19.72,0.131
06/03/2010,19.75,0.131
06/03/2010,19.84,0.131
06/04/2010,19.4,0.131
06/04/2010,19.13,0.131
06/07/2010,19.32,0.131
06/07/2010,19.09,0.131
06/08/2010,19.27,0.131
06/08/2010,19.43,0.131
06/09/2010,19.47,0.131
06/09/2010,19.29,0.131
06/10/2010,19.79,0.131
06/10/2010,19.99,0.131
06/11/2010,19.59,0.131
06/11/2010,19.81,0.131
06/14/2010,20.25,0.131
06/14/2010,20.01,0.131
06/15/2010,20.2,0.131
06/15/2010,20.59,0.131
06/16/2010,20.31,0.131
06/16/2010,20.42,0.131
06/17/2010,20.58,0.131
06/17/2010,20.55,0.131
06/18/2010,20.6,0.131
06/18/2010,20.51,0.131
06/21/2010,20.9,0.131
06/21/2010,20.87,0.131
06/22/2010,20.87,0.131
06/22/2010,20.46,0.131
06/23/2010,20.66,0.131
06/23/2010,20.67,0.131
06/24/2010,20.59,0.131
06/24/2010,20.43,0.131
06/25/2010,20.59,0.11299999999999999
06/25/2010,20.96,0.11299999999999999
06/28/2010,21.02,0.11299999999999999
06/28/2010,21.13,0.11299999999999999
06/29/2010,20.78,0.11299999999999999
06/29/2010,20.45,0.11299999999999999
06/30/2010,20.87,0.11299999999999999
06/30/2010,20.72,0.11299999999999999
07/01/2010,20.71,0.11299999999999999
07/01/2010,20.69,0.11299999999999999
07/02/2010,20.64,0.11299999999999999
07/02/2010,20.53,0.11299999999999999
07/06/2010,20.68,0.11299999999999999
07/06/2010,20.64,0.11299999999999999
07/07/2010,20.58,0.11299999999999999
07/07/2010,20.8,0.11299999999999999
07/08/2010,20.76,0.11299999999999999
07/08/2010,20.78,0.11299999999999999
07/09/2010,20.7,0.11299999999999999
07/09/2010,21.05,0.11299999999999999
07/12/2010,21.0,0.11299999999999999
07/12/2010,20.92,0.11299999999999999
07/13/2010,21.03,0.11299999999999999
07/13/2010,21.19,0.11299999999999999
07/14/2010,20.86,0.11299999999999999
07/14/2010,20.81,0.11299999999999999
07/15/2010,20.77,0.11299999999999999
07/15/2010,20.8,0.11299999999999999
07/16/2010,20.7,0.11299999999999999
07/16/2010,20.35,0.11299999999999999
07/19/2010,20.52,0.11299999999999999
07/19/2010,20.67,0.11299999999999999
07/20/2010,20.45,0.11299999999999999
07/20/2010,20.77,0.11299999999999999
07/21/2010,20.63,0.11299999999999999
07/21/2010,20.41,0.11299999999999999
07/22/2010,20.71,0.11299999999999999
07/22/2010,20.89,0.11299999999999999
07/23/2010,20.8,0.11299999999999999
07/23/2010,20.93,0.11299999999999999
07/26/2010,20.72,0.11299999999999999
07/26/2010,20.86,0.11299999999999999
07/27/2010,20.92,0.11299999999999999
07/27/2010,20.8,0.11299999999999999
07/28/2010,20.74,0.11299999999999999
07/28/2010,20.64,0.11299999999999999
07/29/2010,20.86,0.11299999999999999
07/29/2010,20.72,0.11299999999999999
07/30/2010,20.54,0.11299999999999999
07/30/2010,20.82,0.11299999999999999
08/02/2010,21.04,0.11299999999999999
08/02/2010,21.25,0.11299999999999999
08/03/2010,21.26,0.11299999999999999
08/03/2010,21.16,0.11299999999999999
08/04/2010,21.29,0.11299999999999999
08/04/2010,21.28,0.11299999999999999
08/05/2010,21.16,0.11299999999999999
08/05/2010,21.07,0.11299999999999999
08/06/2010,21.06,0.11299999999999999
08/06/2010,21.1,0.11299999999999999
08/09/2010,21.24,0.11299999999999999
08/09/2010,21.19,0.11299999999999999
08/10/2010,20.97,0.11299999999999999
08/10/2010,20.96,0.11299999999999999
08/11/2010,20.61,0.11299999999999999
08/11/2010,20.44,0.11299999999999999
08/12/2010,20.44,0.11299999999999999
08/12/2010,20.62,0.11299999999999999
08/13/2010,20.8,0.11299999999999999
08/13/2010,20.8,0.11299999999999999
08/16/2010,20.67,0.11299999999999999
08/16/2010,20.74,0.11299999999999999
08/17/2010,20.78,0.11299999999999999
08/17/2010,20.81,0.11299999999999999
08/18/2010,20.93,0.11299999999999999
08/18/2010,20.98,0.11299999999999999
08/19/2010,21.11,0.11299999999999999
08/19/2010,20.98,0.11299999999999999
08/20/2010,21.01,0.11299999999999999
08/20/2010,21.01,0.11299999999999999
08/23/2010,21.13,0.11299999999999999
08/23/2010,20.98,0.11299999999999999
08/24/2010,20.81,0.11299999999999999
08/24/2010,20.71,0.11299999999999999
08/25/2010,20.57,0.11299999999999999
08/25/2010,20.62,0.11299999999999999
08/26/2010,20.71,0.11299999999999999
08/26/2010,20.55,0.11299999999999999
08/27/2010,20.58,0.11299999999999999
08/27/2010,20.71,0.11299999999999999
08/30/2010,20.65,0.11299999999999999
08/30/2010,20.36,0.11299999999999999
08/31/2010,20.44,0.11299999999999999
08/31/2010,20.47,0.11299999999999999
09/01/2010,20.83,0.11299999999999999
09/01/2010,21.13,0.11299999999999999
09/02/2010,20.92,0.11299999999999999
09/02/2010,20.95,0.11299999999999999
09/03/2010,21.02,0.11299999999999999
09/03/2010,21.15,0.11299999999999999
09/07/2010,21.19,0.11299999999999999
09/07/2010,21.22,0.11299999999999999
09/08/2010,21.36,0.11299999999999999
09/08/2010,21.54,0.11299999999999999
09/09/2010,21.66,0.11299999999999999
09/09/2010,21.61,0.11299999999999999
09/10/2010,21.65,0.11299999999999999
09/10/2010,21.75,0.11299999999999999
09/13/2010,21.95,0.11299999999999999
09/13/2010,22.2,0.11299999999999999
09/14/2010,22.21,0.11299999999999999
09/14/2010,22.3,0.11299999999999999
09/15/2010,22.32,0.11299999999999999
09/15/2010,22.54,0.11299999999999999
09/16/2010,22.29,0.11299999999999999
09/16/2010,22.35,0.11299999999999999
09/17/2010,22.64,0.121
09/17/2010,22.63,0.121
09/20/2010,23.04,0.121
09/20/2010,23.22,0.121
09/21/2010,23.26,0.121
09/21/2010,23.22,0.121
09/22/2010,23.18,0.121
09/22/2010,23.03,0.121
09/23/2010,22.9,0.121
09/23/2010,22.87,0.121
09/24/2010,23.49,0.121
09/24/2010,23.65,0.121
09/27/2010,23.61,0.121
09/27/2010,23.51,0.121
09/28/2010,23.61,0.121
09/28/2010,23.6,0.121
09/29/2010,23.5,0.121
09/29/2010,23.49,0.121
09/30/2010,23.54,0.121
09/30/2010,23.42,0.121
10/01/2010,24.09,0.121
10/01/2010,24.2,0.121
10/04/2010,24.13,0.121
10/04/2010,24.19,0.121
10/05/2010,24.22,0.121
10/05/2010,24.46,0.121
10/06/2010,24.46,0.121
10/06/2010,24.42,0.121
10/07/2010,24.3,0.121
10/07/2010,24.17,0.121
10/08/2010,24.18,0.121
10/08/2010,24.28,0.121
10/11/2010,24.2,0.121
10/11/2010,24.26,0.121
10/12/2010,24.02,0.121
10/12/2010,23.96,0.121
10/13/2010,24.28,0.121
10/13/2010,24.55,0.121
10/14/2010,24.32,0.121
10/14/2010,24.28,0.121
10/15/2010,24.15,0.121
10/15/2010,23.97,0.121
10/18/2010,24.06,0.121
10/18/2010,23.94,0.121
10/19/2010,23.63,0.121
10/19/2010,23.44,0.121
10/20/2010,23.55,0.121
10/20/2010,23.72,0.121
10/21/2010,23.94,0.121
10/21/2010,23.92,0.121
10/22/2010,23.9,0.121
10/22/2010,23.86,0.121
10/25/2010,24.02,0.121
10/25/2010,23.95,0.121
10/26/2010,23.68,0.121
10/26/2010,23.77,0.121
10/27/2010,23.59,0.121
10/27/2010,23.4,0.121
10/28/2010,23.56,0.121
10/28/2010,23.51,0.121
10/29/2010,23.5,0.121
10/29/2010,23.58,0.121
11/01/2010,23.72,0.121
11/01/2010,23.72,0.121
11/02/2010,23.69,0.121
11/02/2010,23.94,0.121
11/03/2010,23.89,0.121
11/03/2010,24.02,0.121
11/04/2010,24.42,0.121
11/04/2010,24.68,0.121
11/05/2010,24.56,0.121
11/05/2010,24.71,0.121
11/08/2010,24.31,0.121
11/08/2010,24.34,0.121
11/09/2010,24.45,0.121
11/09/2010,24.16,0.121
11/10/2010,24.36,0.121
11/10/2010,24.41,0.121
11/11/2010,24.01,0.121
11/11/2010,23.89,0.121
11/12/2010,23.38,0.121
11/12/2010,23.13,0.121
11/15/2010,23.35,0.121
11/15/2010,23.06,0.121
11/16/2010,22.71,0.121
11/16/2010,22.24,0.121
11/17/2010,22.37,0.121
11/17/2010,22.4,0.121
11/18/2010,22.76,0.121
11/18/2010,22.88,0.121
11/19/2010,22.34,0.121
11/19/2010,22.32,0.121
11/22/2010,22.48,0.121
11/22/2010,22.63,0.121
11/23/2010,22.08,0.121
11/23/2010,21.9,0.121
11/24/2010,22.06,0.121
11/24/2010,22.22,0.121
11/26/2010,21.49,0.121
11/26/2010,21.42,0.121
11/29/2010,21.52,0.121
11/29/2010,21.77,0.121
11/30/2010,21.68,0.121
11/30/2010,21.76,0.121
12/01/2010,22.61,0.121
12/01/2010,22.65,0.121
12/02/2010,22.69,0.121
12/02/2010,22.89,0.121
12/03/2010,22.81,0.121
12/03/2010,22.93,0.121
12/06/2010,23.01,0.121
12/06/2010,22.93,0.121
12/07/2010,23.24,0.121
12/07/2010,22.99,0.121
12/08/2010,22.72,0.121
12/08/2010,22.75,0.121
12/09/2010,22.25,0.121
12/09/2010,21.98,0.121
12/10/2010,22.4,0.121
12/10/2010,22.47,0.121
12/13/2010,22.62,0.121
12/13/2010,22.65,0.121
12/14/2010,22.83,0.121
12/14/2010,22.87,0.121
12/15/2010,22.62,0.121
12/15/2010,22.45,0.121
12/16/2010,22.65,0.121
12/16/2010,22.84,0.121
12/17/2010,22.85,0.235
12/17/2010,22.88,0.235
12/20/2010,22.74,0.235
12/20/2010,22.67,0.235
12/21/2010,22.98,0.235
12/21/2010,23.07,0.235
12/22/2010,23.01,0.235
12/22/2010,23.12,0.235
12/23/2010,23.02,0.235
12/23/2010,23.11,0.235
12/27/2010,23.05,0.235
12/27/2010,22.96,0.235
12/28/2010,22.99,0.235
12/28/2010,22.91,0.235
12/29/2010,23.29,0.235
12/29/2010,23.34,0.235
12/30/2010,23.44,0.235
12/30/2010,23.46,0.235
12/31/2010,23.55,0.235
12/31/2010,23.75,0.235
01/03/2011,23.92,0.235
01/03/2011,24.0,0.235
01/04/2011,23.81,0.235
01/04/2011,23.65,0.235
01/05/2011,23.46,0.235
01/05/2011,23.49,0.235
01/06/2011,23.38,0.235
01/06/2011,23.12,0.235
01/07/2011,22.83,0.235
01/07/2011,22.6,0.235
01/10/2011,22.21,0.235
01/10/2011,22.08,0.235
01/11/2011,22.32,0.235
01/11/2011,22.18,0.235
01/12/2011,22.58,0.235
01/12/2011,22.66,0.235
01/13/2011,22.26,0.235
01/13/2011,22.14,0.235
01/14/2011,21.81,0.235
01/14/2011,21.79,0.235
01/18/2011,21.92,0.235
01/18/2011,21.99,0.235
01/19/2011,21.85,0.235
01/19/2011,21.66,0.235
01/20/2011,21.71,0.235
01/20/2011,21.59,0.235
01/21/2011,21.73,0.235
01/21/2011,21.73,0.235
01/24/2011,21.86,0.235
01/24/2011,22.04,0.235
01/25/2011,21.59,0.235
01/25/2011,21.49,0.235
01/26/2011,21.58,0.235
01/26/2011,21.68,0.235
01/27/2011,21.43,0.235
01/27/2011,21.35,0.235
01/28/2011,21.0,0.235
01/28/2011,20.6,0.235
01/31/2011,20.8,0.235
01/31/2011,20.86,0.235
02/01/2011,20.61,0.235
02/01/2011,20.91,0.235
02/02/2011,20.86,0.235
02/02/2011,20.72,0.235
02/03/2011,21.03,0.235
02/03/2011,20.91,0.235
02/04/2011,20.73,0.235
02/04/2011,20.54,0.235
02/07/2011,20.71,0.235
02/07/2011,20.82,0.235
02/08/2011,20.51,0.235
02/08/2011,20.54,0.235
02/09/2011,20.29,0.235
02/09/2011,20.05,0.235
02/10/2011,19.95,0.235
02/10/2011,19.95,0.235
02/11/2011,20.16,0.235
02/11/2011,20.45,0.235
02/14/2011,20.71,0.235
02/14/2011,20.68,0.235
02/15/2011,20.72,0.235
02/15/2011,20.77,0.235
02/16/2011,20.75,0.235
02/16/2011,20.76,0.235
02/17/2011,20.94,0.235
02/17/2011,21.01,0.235
02/18/2011,20.8,0.235
02/18/2011,20.86,0.235
02/22/2011,20.84,0.235
02/22/2011,20.69,0.235
02/23/2011,20.73,0.235
02/23/2011,20.51,0.235
02/24/2011,20.19,0.235
02/24/2011,20.24,0.235
02/25/2011,20.27,0.235
02/25/2011,20.39,0.235
02/28/2011,20.44,0.235
02/28/2011,20.54,0.235
03/01/2011,21.07,0.235
03/01/2011,20.8,0.235
03/02/2011,20.83,0.235
03/02/2011,20.84,0.235
03/03/2011,21.11,0.235
03/03/2011,21.31,0.235
03/04/2011,21.2,0.235
03/04/2011,21.02,0.235
03/07/2011,20.94,0.235
03/07/2011,20.69,0.235
03/08/2011,21.05,0.235
03/08/2011,21.22,0.235
03/09/2011,21.17,0.235
03/09/2011,21.12,0.235
03/10/2011,20.88,0.235
03/10/2011,20.64,0.235
03/11/2011,20.73,0.235
03/11/2011,20.98,0.235
03/14/2011,21.02,0.235
03/14/2011,21.2,0.235
03/15/2011,20.67,0.235
03/15/2011,20.87,0.235
03/16/2011,20.99,0.235
03/16/2011,20.66,0.235
03/17/2011,20.87,0.235
03/17/2011,20.87,0.235
03/18/2011,20.77,0.235
03/18/2011,20.54,0.235
03/21/2011,20.68,0.235
03/21/2011,20.75,0.235
03/22/2011,20.76,0.235
03/22/2011,20.79,0.235
03/23/2011,20.94,0.235
03/23/2011,21.24,0.235
03/24/2011,21.28,0.235
03/24/2011,21.49,0.235
03/25/2011,21.7,0.235
03/25/2011,21.54,0.235
03/28/2011,21.64,0.235
03/28/2011,21.57,0.235
03/29/2011,21.85,0.235
03/29/2011,22.14,0.235
03/30/2011,22.21,0.235
03/30/2011,22.21,0.235
03/31/2011,22.4,0.235
03/31/2011,22.41,0.235
04/01/2011,22.5,0.235
04/01/2011,22.61,0.235
04/04/2011,22.9,0.235
04/04/2011,22.96,0.235
04/05/2011,22.87,0.235
04/05/2011,22.91,0.235
04/06/2011,22.92,0.235
04/06/2011,22.8,0.235
04/07/2011,22.74,0.235
04/07/2011,22.76,0.235
04/08/2011,22.75,0.235
04/08/2011,22.54,0.235
04/11/2011,22.43,0.235
04/11/2011,22.15,0.235
04/12/2011,22.09,0.235
04/12/2011,22.01,0.235
04/13/2011,22.59,0.235
04/13/2011,22.55,0.235
04/14/2011,22.47,0.235
04/14/2011,22.71,0.235
04/15/2011,22.41,0.235
04/15/2011,22.21,0.235
04/18/2011,21.87,0.235
04/18/2011,21.77,0.235
04/19/2011,22.14,0.235
04/19/2011,22.15,0.235
04/20/2011,22.66,0.235
04/20/2011,22.65,0.235
04/21/2011,22.65,0.235
04/21/2011,22.58,0.235
04/25/2011,22.52,0.235
04/25/2011,22.43,0.235
04/26/2011,22.5,0.235
04/26/2011,22.64,0.235
04/27/2011,22.51,0.235
04/27/2011,22.53,0.235
04/28/2011,22.36,0.235
04/28/2011,22.3,0.235
04/29/2011,22.3,0.235
04/29/2011,22.4,0.235
05/02/2011,22.15,0.235
05/02/2011,22.01,0.235
05/03/2011,21.63,0.235
05/03/2011,21.49,0.235
05/04/2011,21.58,0.235
05/04/2011,21.33,0.235
05/05/2011,21.13,0.235
05/05/2011,21.06,0.235
05/06/2011,21.44,0.235
05/06/2011,21.44,0.235
05/09/2011,21.51,0.235
05/09/2011,21.52,0.235
05/10/2011,21.55,0.235
05/10/2011,21.6,0.235
05/11/2011,21.57,0.235
05/11/2011,21.31,0.235
05/12/2011,21.2,0.235
05/12/2011,21.33,0.235
05/13/2011,21.42,0.235
05/13/2011,21.18,0.235
05/16/2011,21.14,0.235
05/16/2011,21.06,0.235
05/17/2011,20.85,0.235
05/17/2011,20.8,0.235
05/18/2011,20.77,0.235
05/18/2011,20.95,0.235
05/19/2011,20.9,0.235
05/19/2011,20.84,0.235
05/20/2011,20.97,0.235
05/20/2011,20.8,0.235
05/23/2011,20.53,0.235
05/23/2011,20.41,0.235
05/24/2011,20.47,0.235
05/24/2011,20.5,0.235
05/25/2011,20.3,0.235
05/25/2011,20.32,0.235
05/26/2011,20.56,0.235
05/26/2011,20.76,0.235
05/27/2011,20.91,0.235
05/27/2011,20.97,0.235
05/31/2011,21.29,0.235
05/31/2011,21.37,0.235
06/01/2011,21.37,0.235
06/01/2011,21.17,0.235
06/02/2011,21.43,0.235
06/02/2011,21.43,0.235
06/03/2011,21.03,0.235
06/03/2011,21.25,0.235
06/06/2011,21.28,0.235
06/06/2011,21.13,0.235
06/07/2011,21.45,0.235
06/07/2011,21.39,0.235
06/08/2011,21.36,0.235
06/08/2011,21.24,0.235
06/09/2011,21.35,0.235
06/09/2011,21.5,0.235
06/10/2011,21.15,0.235
06/10/2011,20.99,0.235
06/13/2011,21.21,0.235
06/13/2011,21.13,0.235
06/14/2011,21.25,0.235
06/14/2011,21.44,0.235
06/15/2011,21.07,0.235
06/15/2011,20.86,0.235
06/16/2011,20.93,0.235
06/16/2011,20.84,0.235
06/17/2011,20.9,0.235
06/17/2011,20.76,0.235
06/20/2011,20.38,0.235
06/20/2011,20.32,0.235
06/21/2011,20.42,0.235
06/21/2011,20.66,0.235
06/22/2011,20.42,0.235
06/22/2011,20.28,0.235
06/23/2011,20.31,0.235
06/23/2011,20.62,0.235
06/24/2011,20.93,0.235
06/24/2011,20.93,0.235
06/27/2011,21.19,0.235
06/27/2011,21.28,0.235
06/28/2011,21.3,0.235
06/28/2011,21.52,0.235
06/29/2011,21.53,0.235
06/29/2011,21.69,0.235
06/30/2011,21.63,0.235
06/30/2011,21.92,0.235
07/01/2011,21.65,0.235
07/01/2011,21.9,0.235
07/05/2011,21.91,0.235
07/05/2011,21.78,0.235
07/06/2011,21.66,0.235
07/06/2011,21.58,0.235
07/07/2011,22.1,0.235
07/07/2011,22.27,0.235
07/08/2011,21.79,0.235
07/08/2011,21.82,0.235
07/11/2011,21.57,0.235
07/11/2011,21.44,0.235
07/12/2011,21.33,0.235
07/12/2011,21.23,0.235
07/13/2011,21.5,0.235
07/13/2011,21.49,0.235
07/14/2011,21.58,0.235
07/14/2011,21.39,0.235
07/15/2011,21.51,0.235
07/15/2011,21.54,0.235
07/18/2011,21.34,0.235
07/18/2011,21.31,0.235
07/19/2011,21.62,0.235
07/19/2011,21.88,0.235
07/20/2011,21.52,0.235
07/20/2011,21.5,0.235
07/21/2011,21.55,0.235
07/21/2011,21.72,0.235
07/22/2011,21.71,0.235
07/22/2011,21.69,0.235
07/25/2011,21.84,0.235
07/25/2011,21.88,0.235
07/26/2011,21.66,0.235
07/26/2011,21.64,0.235
07/27/2011,21.73,0.235
07/27/2011,21.35,0.235
07/28/2011,21.44,0.235
07/28/2011,21.25,0.235
07/29/2011,21.16,0.235
07/29/2011,21.41,0.235
08/01/2011,21.54,0.235
08/01/2011,21.39,0.235
08/02/2011,21.26,0.235
08/02/2011,20.92,0.235
08/03/2011,21.04,0.235
08/03/2011,20.98,0.235
08/04/2011,20.59,0.235
08/04/2011,19.99,0.235
08/05/2011,20.31,0.235
08/05/2011,20.13,0.235
08/08/2011,19.58,0.235
08/08/2011,18.78,0.235
08/09/2011,19.5,0.235
08/09/2011,19.97,0.235
08/10/2011,19.39,0.235
08/10/2011,19.01,0.235
08/11/2011,19.38,0.235
08/11/2011,19.81,0.235
08/12/2011,19.53,0.235
08/12/2011,19.44,0.235
08/15/2011,19.55,0.235
08/15/2011,19.67,0.235
08/16/2011,19.21,0.235
08/16/2011,18.99,0.235
08/17/2011,19.16,0.235
08/17/2011,19.28,0.235
08/18/2011,18.62,0.235
08/18/2011,18.27,0.235
08/19/2011,18.2,0.235
08/19/2011,18.12,0.235
08/22/2011,18.6,0.235
08/22/2011,18.5,0.235
08/23/2011,18.71,0.235
08/23/2011,18.88,0.235
08/24/2011,18.66,0.235
08/24/2011,18.56,0.235
08/25/2011,18.42,0.235
08/25/2011,18.13,0.235
08/26/2011,17.86,0.235
08/26/2011,18.03,0.235
08/29/2011,18.52,0.235
08/29/2011,18.79,0.235
08/30/2011,18.74,0.235
08/30/2011,18.78,0.235
08/31/2011,19.1,0.235
08/31/2011,19.09,0.235
09/01/2011,19.0,0.235
09/01/2011,18.88,0.235
09/02/2011,18.86,0.235
09/02/2011,18.68,0.235
09/06/2011,18.67,0.235
09/06/2011,18.85,0.235
09/07/2011,19.03,0.235
09/07/2011,19.3,0.235
09/08/2011,18.93,0.235
