PIN,Invesco India ETF,
Date,Price,Annualized Dividend
09/08/2011,18.94,0.235
09/09/2011,18.63,0.235
09/09/2011,18.37,0.235
09/12/2011,18.08,0.235
09/12/2011,18.18,0.235
09/13/2011,18.08,0.235
09/13/2011,18.21,0.235
09/14/2011,18.29,0.235
09/14/2011,18.35,0.235
09/15/2011,18.56,0.235
09/15/2011,18.62,0.235
09/16/2011,18.73,0.235
09/16/2011,18.68,0.235
09/19/2011,18.22,0.235
09/19/2011,18.31,0.235
09/20/2011,18.44,0.235
09/20/2011,18.42,0.235
09/21/2011,18.41,0.235
09/21/2011,18.02,0.235
09/22/2011,17.11,0.235
09/22/2011,16.88,0.235
09/23/2011,16.96,0.189
09/23/2011,17.28,0.189
09/26/2011,17.06,0.189
09/26/2011,17.24,0.189
09/27/2011,17.69,0.189
09/27/2011,17.82,0.189
09/28/2011,17.66,0.189
09/28/2011,17.35,0.189
09/29/2011,17.8,0.189
09/29/2011,17.65,0.189
09/30/2011,17.37,0.189
09/30/2011,17.02,0.189
10/03/2011,17.17,0.189
10/03/2011,16.93,0.189
10/04/2011,16.8,0.189
10/04/2011,17.11,0.189
10/05/2011,16.91,0.189
10/05/2011,17.16,0.189
10/06/2011,17.11,0.189
10/06/2011,17.46,0.189
10/07/2011,17.41,0.189
10/07/2011,17.23,0.189
10/10/2011,17.67,0.189
10/10/2011,17.94,0.189
10/11/2011,17.48,0.189
10/11/2011,17.59,0.189
10/12/2011,17.99,0.189
10/12/2011,18.19,0.189
10/13/2011,17.86,0.189
10/13/2011,17.9,0.189
10/14/2011,18.21,0.189
10/14/2011,18.27,0.189
10/17/2011,17.94,0.189
10/17/2011,17.69,0.189
10/18/2011,17.62,0.189
10/18/2011,17.89,0.189
10/19/2011,17.98,0.189
10/19/2011,17.8,0.189
10/20/2011,17.59,0.189
10/20/2011,17.46,0.189
10/21/2011,17.67,0.189
10/21/2011,17.77,0.189
10/24/2011,17.73,0.189
10/24/2011,18.02,0.189
10/25/2011,18.12,0.189
10/25/2011,17.94,0.189
10/26/2011,18.21,0.189
10/26/2011,18.13,0.189
10/27/2011,18.79,0.189
10/27/2011,19.25,0.189
10/28/2011,18.91,0.189
10/28/2011,19.11,0.189
10/31/2011,18.73,0.189
10/31/2011,18.54,0.189
11/01/2011,18.16,0.189
11/01/2011,18.15,0.189
11/02/2011,18.51,0.189
11/02/2011,18.56,0.189
11/03/2011,18.65,0.189
11/03/2011,18.78,0.189
11/04/2011,18.49,0.189
11/04/2011,18.49,0.189
11/07/2011,18.47,0.189
11/07/2011,18.67,0.189
11/08/2011,18.55,0.189
11/08/2011,18.75,0.189
11/09/2011,18.07,0.189
11/09/2011,17.64,0.189
11/10/2011,17.78,0.189
11/10/2011,17.71,0.189
11/11/2011,17.96,0.189
11/11/2011,18.12,0.189
11/14/2011,17.68,0.189
11/14/2011,17.57,0.189
11/15/2011,17.32,0.189
11/15/2011,17.41,0.189
11/16/2011,17.17,0.189
11/16/2011,17.01,0.189
11/17/2011,16.91,0.189
11/17/2011,16.58,0.189
11/18/2011,16.68,0.189
11/18/2011,16.56,0.189
11/21/2011,16.06,0.189
11/21/2011,15.8,0.189
11/22/2011,15.89,0.189
11/22/2011,15.91,0.189
11/23/2011,15.67,0.189
11/23/2011,15.48,0.189
11/25/2011,15.64,0.189
11/25/2011,15.68,0.189
11/28/2011,16.3,0.189
11/28/2011,16.32,0.189
11/29/2011,15.97,0.189
11/29/2011,16.01,0.189
11/30/2011,16.53,0.189
11/30/2011,16.85,0.189
12/01/2011,16.58,0.189
12/01/2011,16.6,0.189
12/02/2011,17.06,0.189
12/02/2011,17.05,0.189
12/05/2011,17.04,0.189
12/05/2011,17.0,0.189
12/06/2011,16.92,0.189
12/06/2011,16.89,0.189
12/07/2011,16.82,0.189
12/07/2011,16.9,0.189
12/08/2011,16.38,0.189
12/08/2011,16.02,0.189
12/09/2011,16.22,0.189
12/09/2011,16.38,0.189
12/12/2011,15.66,0.189
12/12/2011,15.48,0.189
12/13/2011,15.66,0.189
12/13/2011,15.49,0.189
12/14/2011,15.21,0.189
12/14/2011,15.04,0.189
12/15/2011,15.45,0.189
12/15/2011,15.37,0.189
12/16/2011,15.25,0.189
12/16/2011,15.27,0.189
12/19/2011,15.16,0.189
12/19/2011,14.93,0.189
12/20/2011,15.14,0.189
12/20/2011,15.43,0.189
12/21/2011,15.52,0.189
12/21/2011,15.55,0.189
12/22/2011,15.66,0.189
12/22/2011,15.83,0.189
12/23/2011,15.55,0.0
12/23/2011,15.64,0.0
12/27/2011,15.61,0.0
12/27/2011,15.56,0.0
12/28/2011,15.52,0.0
12/28/2011,15.33,0.0
12/29/2011,15.27,0.0
12/29/2011,15.42,0.0
12/30/2011,15.31,0.0
12/30/2011,15.23,0.0
01/03/2012,15.62,0.0
01/03/2012,15.94,0.0
01/04/2012,15.68,0.0
01/04/2012,15.74,0.0
01/05/2012,15.65,0.0
01/05/2012,15.8,0.0
01/06/2012,15.85,0.0
01/06/2012,15.79,0.0
01/09/2012,15.82,0.0
01/09/2012,15.92,0.0
01/10/2012,16.46,0.0
01/10/2012,16.53,0.0
01/11/2012,16.32,0.0
01/11/2012,16.45,0.0
01/12/2012,16.29,0.0
01/12/2012,16.39,0.0
01/13/2012,16.35,0.0
01/13/2012,16.36,0.0
01/17/2012,17.02,0.0
01/17/2012,16.96,0.0
01/18/2012,17.06,0.0
01/18/2012,17.27,0.0
01/19/2012,17.36,0.0
01/19/2012,17.45,0.0
01/20/2012,17.35,0.0
01/20/2012,17.47,0.0
01/23/2012,17.56,0.0
01/23/2012,17.53,0.0
01/24/2012,17.54,0.0
01/24/2012,17.78,0.0
01/25/2012,17.75,0.0
01/25/2012,18.05,0.0
01/26/2012,18.14,0.0
01/26/2012,18.02,0.0
01/27/2012,18.08,0.0
01/27/2012,18.11,0.0
01/30/2012,17.53,0.0
01/30/2012,17.73,0.0
01/31/2012,18.16,0.0
01/31/2012,18.08,0.0
02/01/2012,18.34,0.0
02/01/2012,18.49,0.0
02/02/2012,18.5,0.0
02/02/2012,18.59,0.0
02/03/2012,18.93,0.0
02/03/2012,19.02,0.0
02/06/2012,18.83,0.0
02/06/2012,18.89,0.0
02/07/2012,18.57,0.0
02/07/2012,18.62,0.0
02/08/2012,18.69,0.0
02/08/2012,18.76,0.0
02/09/2012,18.85,0.0
02/09/2012,18.82,0.0
02/10/2012,18.58,0.0
02/10/2012,18.48,0.0
02/13/2012,18.88,0.0
02/13/2012,18.81,0.0
02/14/2012,18.68,0.0
02/14/2012,18.73,0.0
02/15/2012,19.15,0.0
02/15/2012,19.02,0.0
02/16/2012,19.02,0.0
02/16/2012,19.26,0.0
02/17/2012,19.28,0.0
02/17/2012,19.35,0.0
02/21/2012,19.46,0.0
02/21/2012,19.48,0.0
02/22/2012,19.17,0.0
02/22/2012,19.22,0.0
02/23/2012,19.04,0.0
02/23/2012,19.15,0.0
02/24/2012,19.01,0.0
02/24/2012,19.14,0.0
02/27/2012,18.55,0.0
02/27/2012,18.57,0.0
02/28/2012,18.76,0.0
02/28/2012,18.88,0.0
02/29/2012,19.03,0.0
02/29/2012,18.71,0.0
03/01/2012,18.69,0.0
03/01/2012,18.84,0.0
03/02/2012,18.66,0.0
03/02/2012,18.61,0.0
03/05/2012,18.37,0.0
03/05/2012,18.27,0.0
03/06/2012,17.88,0.0
03/06/2012,17.59,0.0
03/07/2012,17.73,0.0
03/07/2012,17.88,0.0
03/08/2012,18.16,0.0
03/08/2012,18.23,0.0
03/09/2012,18.53,0.0
03/09/2012,18.53,0.0
03/12/2012,18.23,0.0
03/12/2012,18.26,0.0
03/13/2012,18.55,0.0
03/13/2012,18.85,0.0
03/14/2012,18.63,0.0
03/14/2012,18.49,0.0
03/15/2012,18.25,0.0
03/15/2012,18.29,0.0
03/16/2012,18.02,0.018
03/16/2012,17.98,0.018
03/19/2012,17.77,0.018
03/19/2012,17.81,0.018
03/20/2012,17.73,0.018
03/20/2012,17.64,0.018
03/21/2012,17.99,0.018
03/21/2012,17.91,0.018
03/22/2012,17.35,0.018
03/22/2012,17.25,0.018
03/23/2012,17.4,0.018
03/23/2012,17.53,0.018
03/26/2012,17.32,0.018
03/26/2012,17.37,0.018
03/27/2012,17.49,0.018
03/27/2012,17.46,0.018
03/28/2012,17.26,0.018
03/28/2012,17.15,0.018
03/29/2012,17.05,0.018
03/29/2012,17.12,0.018
03/30/2012,17.53,0.018
03/30/2012,17.61,0.018
04/02/2012,17.64,0.018
04/02/2012,17.87,0.018
04/03/2012,17.96,0.018
04/03/2012,17.86,0.018
04/04/2012,17.63,0.018
04/04/2012,17.52,0.018
04/05/2012,17.6,0.018
04/05/2012,17.61,0.018
04/09/2012,17.31,0.018
04/09/2012,17.25,0.018
04/10/2012,17.2,0.018
04/10/2012,16.97,0.018
04/11/2012,17.24,0.018
04/11/2012,17.22,0.018
04/12/2012,17.27,0.018
04/12/2012,17.57,0.018
04/13/2012,17.09,0.018
04/13/2012,16.84,0.018
04/16/2012,16.97,0.018
04/16/2012,16.9,0.018
04/17/2012,17.21,0.018
04/17/2012,17.46,0.018
04/18/2012,17.17,0.018
04/18/2012,17.21,0.018
04/19/2012,17.17,0.018
04/19/2012,17.07,0.018
04/20/2012,17.1,0.018
04/20/2012,17.12,0.018
04/23/2012,16.66,0.018
04/23/2012,16.62,0.018
04/24/2012,16.69,0.018
04/24/2012,16.68,0.018
04/25/2012,16.63,0.018
04/25/2012,16.69,0.018
04/26/2012,16.54,0.018
04/26/2012,16.66,0.018
04/27/2012,16.65,0.018
04/27/2012,16.6,0.018
04/30/2012,16.65,0.018
04/30/2012,16.69,0.018
05/01/2012,16.66,0.018
05/01/2012,16.77,0.018
05/02/2012,16.51,0.018
05/02/2012,16.47,0.018
05/03/2012,16.39,0.018
05/03/2012,16.19,0.018
05/04/2012,16.02,0.018
05/04/2012,15.88,0.018
05/07/2012,16.25,0.018
05/07/2012,16.35,0.018
05/08/2012,15.96,0.018
05/08/2012,15.84,0.018
05/09/2012,15.67,0.018
05/09/2012,15.62,0.018
05/10/2012,15.85,0.018
05/10/2012,15.82,0.018
05/11/2012,15.58,0.018
05/11/2012,15.53,0.018
05/14/2012,15.35,0.018
05/14/2012,15.23,0.018
05/15/2012,15.39,0.018
05/15/2012,15.29,0.018
05/16/2012,15.19,0.018
05/16/2012,15.06,0.018
05/17/2012,15.08,0.018
05/17/2012,14.96,0.018
05/18/2012,15.18,0.018
05/18/2012,15.09,0.018
05/21/2012,14.98,0.018
05/21/2012,15.29,0.018
05/22/2012,14.89,0.018
05/22/2012,14.85,0.018
05/23/2012,14.61,0.018
05/23/2012,14.72,0.018
05/24/2012,14.98,0.018
05/24/2012,14.95,0.018
05/25/2012,14.97,0.018
05/25/2012,14.98,0.018
05/29/2012,15.19,0.018
05/29/2012,15.14,0.018
05/30/2012,14.85,0.018
05/30/2012,14.77,0.018
05/31/2012,14.86,0.018
05/31/2012,14.91,0.018
06/01/2012,14.68,0.018
06/01/2012,14.71,0.018
06/04/2012,14.87,0.018
06/04/2012,14.92,0.018
06/05/2012,14.86,0.018
06/05/2012,14.95,0.018
06/06/2012,15.25,0.018
06/06/2012,15.54,0.018
06/07/2012,15.72,0.018
06/07/2012,15.53,0.018
06/08/2012,15.41,0.018
06/08/2012,15.48,0.018
06/11/2012,15.28,0.018
06/11/2012,14.97,0.018
06/12/2012,15.31,0.018
06/12/2012,15.53,0.018
06/13/2012,15.51,0.018
06/13/2012,15.4,0.018
06/14/2012,15.3,0.018
06/14/2012,15.37,0.018
06/15/2012,15.5,0.052000000000000005
06/15/2012,15.77,0.052000000000000005
06/18/2012,15.18,0.052000000000000005
06/18/2012,15.29,0.052000000000000005
06/19/2012,15.49,0.052000000000000005
06/19/2012,15.52,0.052000000000000005
06/20/2012,15.45,0.052000000000000005
06/20/2012,15.35,0.052000000000000005
06/21/2012,15.42,0.052000000000000005
06/21/2012,15.04,0.052000000000000005
06/22/2012,15.24,0.052000000000000005
06/22/2012,15.17,0.052000000000000005
06/25/2012,15.09,0.052000000000000005
06/25/2012,15.01,0.052000000000000005
06/26/2012,15.13,0.052000000000000005
06/26/2012,15.19,0.052000000000000005
06/27/2012,15.23,0.052000000000000005
06/27/2012,15.33,0.052000000000000005
06/28/2012,15.22,0.052000000000000005
06/28/2012,15.23,0.052000000000000005
06/29/2012,16.05,0.052000000000000005
06/29/2012,16.22,0.052000000000000005
07/02/2012,16.05,0.052000000000000005
07/02/2012,16.12,0.052000000000000005
07/03/2012,16.4,0.052000000000000005
07/03/2012,16.59,0.052000000000000005
07/05/2012,16.12,0.052000000000000005
07/05/2012,16.11,0.052000000000000005
07/06/2012,15.98,0.052000000000000005
07/06/2012,15.89,0.052000000000000005
07/09/2012,15.8,0.052000000000000005
07/09/2012,15.85,0.052000000000000005
07/10/2012,16.15,0.052000000000000005
07/10/2012,16.02,0.052000000000000005
07/11/2012,15.98,0.052000000000000005
07/11/2012,15.95,0.052000000000000005
07/12/2012,15.63,0.052000000000000005
07/12/2012,15.62,0.052000000000000005
07/13/2012,15.83,0.052000000000000005
07/13/2012,15.97,0.052000000000000005
07/16/2012,15.75,0.052000000000000005
07/16/2012,15.8,0.052000000000000005
07/17/2012,15.79,0.052000000000000005
07/17/2012,15.76,0.052000000000000005
07/18/2012,15.7,0.052000000000000005
07/18/2012,15.79,0.052000000000000005
07/19/2012,15.89,0.052000000000000005
07/19/2012,15.92,0.052000000000000005
07/20/2012,15.68,0.052000000000000005
07/20/2012,15.61,0.052000000000000005
07/23/2012,15.26,0.052000000000000005
07/23/2012,15.24,0.052000000000000005
07/24/2012,15.31,0.052000000000000005
07/24/2012,15.29,0.052000000000000005
07/25/2012,15.26,0.052000000000000005
07/25/2012,15.21,0.052000000000000005
07/26/2012,15.32,0.052000000000000005
07/26/2012,15.36,0.052000000000000005
07/27/2012,15.43,0.052000000000000005
07/27/2012,15.52,0.052000000000000005
07/30/2012,15.52,0.052000000000000005
07/30/2012,15.66,0.052000000000000005
07/31/2012,15.6,0.052000000000000005
07/31/2012,15.52,0.052000000000000005
08/01/2012,15.6,0.052000000000000005
08/01/2012,15.61,0.052000000000000005
08/02/2012,15.38,0.052000000000000005
08/02/2012,15.35,0.052000000000000005
08/03/2012,15.62,0.052000000000000005
08/03/2012,15.85,0.052000000000000005
08/06/2012,15.89,0.052000000000000005
08/06/2012,15.92,0.052000000000000005
08/07/2012,16.05,0.052000000000000005
08/07/2012,16.13,0.052000000000000005
08/08/2012,15.99,0.052000000000000005
08/08/2012,16.05,0.052000000000000005
08/09/2012,15.96,0.052000000000000005
08/09/2012,15.9,0.052000000000000005
08/10/2012,15.91,0.052000000000000005
08/10/2012,16.05,0.052000000000000005
08/13/2012,16.03,0.052000000000000005
08/13/2012,15.92,0.052000000000000005
08/14/2012,16.0,0.052000000000000005
08/14/2012,15.99,0.052000000000000005
08/15/2012,16.0,0.052000000000000005
08/15/2012,15.95,0.052000000000000005
08/16/2012,15.97,0.052000000000000005
08/16/2012,16.01,0.052000000000000005
08/17/2012,15.97,0.052000000000000005
08/17/2012,15.94,0.052000000000000005
08/20/2012,15.95,0.052000000000000005
08/20/2012,16.05,0.052000000000000005
08/21/2012,16.29,0.052000000000000005
08/21/2012,16.32,0.052000000000000005
08/22/2012,16.2,0.052000000000000005
08/22/2012,16.34,0.052000000000000005
08/23/2012,16.27,0.052000000000000005
08/23/2012,16.19,0.052000000000000005
08/24/2012,16.16,0.052000000000000005
08/24/2012,16.24,0.052000000000000005
08/27/2012,16.11,0.052000000000000005
08/27/2012,16.0,0.052000000000000005
08/28/2012,15.98,0.052000000000000005
08/28/2012,15.92,0.052000000000000005
08/29/2012,15.85,0.052000000000000005
08/29/2012,15.8,0.052000000000000005
08/30/2012,15.88,0.052000000000000005
08/30/2012,15.88,0.052000000000000005
08/31/2012,15.9,0.052000000000000005
08/31/2012,15.82,0.052000000000000005
09/04/2012,15.86,0.052000000000000005
09/04/2012,15.79,0.052000000000000005
09/05/2012,15.66,0.052000000000000005
09/05/2012,15.73,0.052000000000000005
09/06/2012,15.8,0.052000000000000005
09/06/2012,16.05,0.052000000000000005
09/07/2012,16.18,0.052000000000000005
09/07/2012,16.29,0.052000000000000005
09/10/2012,16.19,0.052000000000000005
09/10/2012,16.14,0.052000000000000005
09/11/2012,16.29,0.052000000000000005
09/11/2012,16.39,0.052000000000000005
09/12/2012,16.4,0.052000000000000005
09/12/2012,16.46,0.052000000000000005
09/13/2012,16.38,0.052000000000000005
09/13/2012,16.75,0.052000000000000005
09/14/2012,17.12,0.052000000000000005
09/14/2012,17.22,0.052000000000000005
09/17/2012,17.18,0.052000000000000005
09/17/2012,17.08,0.052000000000000005
09/18/2012,17.11,0.052000000000000005
09/18/2012,16.95,0.052000000000000005
09/19/2012,16.91,0.052000000000000005
09/19/2012,17.03,0.052000000000000005
09/20/2012,16.85,0.052000000000000005
09/20/2012,16.93,0.052000000000000005
09/21/2012,17.61,0.129
09/21/2012,17.65,0.129
09/24/2012,17.55,0.129
09/24/2012,17.47,0.129
09/25/2012,17.51,0.129
09/25/2012,17.33,0.129
09/26/2012,17.35,0.129
09/26/2012,17.28,0.129
09/27/2012,17.43,0.129
09/27/2012,17.53,0.129
09/28/2012,17.66,0.129
09/28/2012,17.67,0.129
10/01/2012,17.88,0.129
10/01/2012,17.92,0.129
10/02/2012,17.97,0.129
10/02/2012,17.92,0.129
10/03/2012,18.02,0.129
10/03/2012,18.02,0.129
10/04/2012,18.36,0.129
10/04/2012,18.49,0.129
10/05/2012,18.25,0.129
10/05/2012,18.13,0.129
10/08/2012,17.72,0.129
10/08/2012,17.74,0.129
10/09/2012,17.77,0.129
10/09/2012,17.54,0.129
10/10/2012,17.37,0.129
10/10/2012,17.35,0.129
10/11/2012,17.67,0.129
10/11/2012,17.67,0.129
10/12/2012,17.48,0.129
10/12/2012,17.39,0.129
10/15/2012,17.43,0.129
10/15/2012,17.53,0.129
10/16/2012,17.44,0.129
10/16/2012,17.45,0.129
10/17/2012,17.39,0.129
10/17/2012,17.49,0.129
10/18/2012,17.29,0.129
10/18/2012,17.26,0.129
10/19/2012,17.15,0.129
10/19/2012,17.0,0.129
10/22/2012,17.23,0.129
10/22/2012,17.3,0.129
10/23/2012,17.09,0.129
10/23/2012,17.01,0.129
10/24/2012,17.07,0.129
10/24/2012,17.02,0.129
10/25/2012,17.18,0.129
10/25/2012,17.2,0.129
10/26/2012,17.05,0.129
10/26/2012,16.96,0.129
10/31/2012,16.79,0.129
10/31/2012,16.8,0.129
11/01/2012,16.99,0.129
11/01/2012,17.18,0.129
11/02/2012,17.19,0.129
11/02/2012,17.12,0.129
11/05/2012,16.86,0.129
11/05/2012,16.97,0.129
11/06/2012,16.99,0.129
11/06/2012,17.06,0.129
11/07/2012,17.01,0.129
11/07/2012,16.92,0.129
11/08/2012,17.02,0.129
11/08/2012,16.91,0.129
11/09/2012,16.72,0.129
11/09/2012,16.65,0.129
11/12/2012,16.69,0.129
11/12/2012,16.6,0.129
11/13/2012,16.55,0.129
11/13/2012,16.57,0.129
11/14/2012,16.7,0.129
11/14/2012,16.44,0.129
11/15/2012,16.5,0.129
11/15/2012,16.49,0.129
11/16/2012,16.39,0.129
11/16/2012,16.4,0.129
11/19/2012,16.48,0.129
11/19/2012,16.58,0.129
11/20/2012,16.33,0.129
11/20/2012,16.39,0.129
11/21/2012,16.43,0.129
11/21/2012,16.46,0.129
11/23/2012,16.37,0.129
11/23/2012,16.45,0.129
11/26/2012,16.35,0.129
11/26/2012,16.44,0.129
11/27/2012,16.64,0.129
11/27/2012,16.56,0.129
11/28/2012,16.44,0.129
11/28/2012,16.6,0.129
11/29/2012,16.96,0.129
11/29/2012,17.16,0.129
11/30/2012,17.31,0.129
11/30/2012,17.32,0.129
12/03/2012,17.29,0.129
12/03/2012,17.21,0.129
12/04/2012,17.22,0.129
12/04/2012,17.27,0.129
12/05/2012,17.32,0.129
12/05/2012,17.36,0.129
12/06/2012,17.41,0.129
12/06/2012,17.53,0.129
12/07/2012,17.41,0.129
12/07/2012,17.34,0.129
12/10/2012,17.32,0.129
12/10/2012,17.37,0.129
12/11/2012,17.26,0.129
12/11/2012,17.31,0.129
12/12/2012,17.23,0.129
12/12/2012,17.21,0.129
12/13/2012,17.15,0.129
12/13/2012,17.0,0.129
12/14/2012,17.1,0.129
12/14/2012,17.13,0.129
12/17/2012,17.05,0.129
12/17/2012,17.07,0.129
12/18/2012,17.05,0.129
12/18/2012,17.09,0.129
12/19/2012,17.18,0.129
12/19/2012,17.22,0.129
12/20/2012,17.06,0.129
12/20/2012,17.24,0.129
12/21/2012,16.9,0.215
12/21/2012,16.89,0.215
12/24/2012,16.99,0.215
12/24/2012,16.91,0.215
12/26/2012,17.09,0.215
12/26/2012,17.18,0.215
12/27/2012,17.06,0.215
12/27/2012,16.99,0.215
12/28/2012,17.11,0.215
12/28/2012,17.21,0.215
12/31/2012,17.22,0.215
12/31/2012,17.36,0.215
01/02/2013,17.59,0.215
01/02/2013,17.83,0.215
01/03/2013,17.59,0.215
01/03/2013,17.66,0.215
01/04/2013,17.53,0.215
01/04/2013,17.61,0.215
01/07/2013,17.4,0.215
01/07/2013,17.42,0.215
01/08/2013,17.55,0.215
01/08/2013,17.5,0.215
01/09/2013,17.54,0.215
01/09/2013,17.57,0.215
01/10/2013,17.63,0.215
01/10/2013,17.68,0.215
01/11/2013,17.65,0.215
01/11/2013,17.56,0.215
01/14/2013,17.92,0.215
01/14/2013,17.94,0.215
01/15/2013,17.91,0.215
01/15/2013,17.99,0.215
01/16/2013,17.76,0.215
01/16/2013,17.82,0.215
01/17/2013,18.14,0.215
01/17/2013,18.3,0.215
01/18/2013,18.48,0.215
01/18/2013,18.58,0.215
01/22/2013,18.47,0.215
01/22/2013,18.52,0.215
01/23/2013,18.43,0.215
01/23/2013,18.42,0.215
01/24/2013,18.26,0.215
01/24/2013,18.27,0.215
01/25/2013,18.47,0.215
01/25/2013,18.52,0.215
01/28/2013,18.35,0.215
01/28/2013,18.26,0.215
01/29/2013,18.36,0.215
01/29/2013,18.41,0.215
01/30/2013,18.52,0.215
01/30/2013,18.53,0.215
01/31/2013,18.49,0.215
01/31/2013,18.53,0.215
02/01/2013,18.51,0.215
02/01/2013,18.59,0.215
02/04/2013,18.22,0.215
02/04/2013,18.17,0.215
02/05/2013,18.33,0.215
02/05/2013,18.25,0.215
02/06/2013,18.2,0.215
02/06/2013,18.21,0.215
02/07/2013,18.08,0.215
02/07/2013,18.06,0.215
02/08/2013,17.96,0.215
02/08/2013,17.94,0.215
02/11/2013,17.84,0.215
02/11/2013,17.8,0.215
02/12/2013,17.93,0.215
02/12/2013,18.0,0.215
02/13/2013,17.96,0.215
02/13/2013,17.94,0.215
02/14/2013,17.74,0.215
02/14/2013,17.71,0.215
02/15/2013,17.67,0.215
02/15/2013,17.59,0.215
02/19/2013,17.86,0.215
02/19/2013,17.96,0.215
02/20/2013,17.87,0.215
02/20/2013,17.79,0.215
02/21/2013,17.53,0.215
02/21/2013,17.42,0.215
02/22/2013,17.62,0.215
02/22/2013,17.7,0.215
02/25/2013,17.83,0.215
02/25/2013,17.48,0.215
02/26/2013,17.48,0.215
02/26/2013,17.5,0.215
02/27/2013,17.62,0.215
02/27/2013,17.7,0.215
02/28/2013,17.15,0.215
02/28/2013,17.06,0.215
03/01/2013,17.0,0.215
03/01/2013,16.97,0.215
03/04/2013,16.9,0.215
03/04/2013,16.9,0.215
03/05/2013,17.21,0.215
03/05/2013,17.28,0.215
03/06/2013,17.33,0.215
03/06/2013,17.34,0.215
03/07/2013,17.53,0.215
03/07/2013,17.53,0.215
03/08/2013,17.73,0.215
03/08/2013,17.93,0.215
03/11/2013,17.86,0.215
03/11/2013,17.77,0.215
03/12/2013,17.73,0.215
03/12/2013,17.65,0.215
03/13/2013,17.49,0.215
03/13/2013,17.43,0.215
03/14/2013,17.6,0.215
03/14/2013,17.74,0.215
03/15/2013,17.68,0.215
03/15/2013,17.67,0.215
03/18/2013,17.45,0.215
03/18/2013,17.45,0.215
03/19/2013,17.19,0.215
03/19/2013,17.05,0.215
03/20/2013,16.99,0.215
03/20/2013,17.02,0.215
03/21/2013,16.95,0.215
03/21/2013,16.8,0.215
03/22/2013,16.84,0.197
03/22/2013,16.87,0.197
03/25/2013,16.91,0.197
03/25/2013,16.86,0.197
03/26/2013,16.89,0.197
03/26/2013,16.85,0.197
03/27/2013,16.83,0.197
03/27/2013,16.95,0.197
03/28/2013,16.92,0.197
03/28/2013,17.07,0.197
04/01/2013,17.08,0.197
04/01/2013,16.97,0.197
04/02/2013,17.27,0.197
04/02/2013,17.28,0.197
04/03/2013,17.13,0.197
04/03/2013,16.92,0.197
04/04/2013,16.7,0.197
04/04/2013,16.66,0.197
04/05/2013,16.64,0.197
04/05/2013,16.73,0.197
04/08/2013,16.72,0.197
04/08/2013,16.86,0.197
04/09/2013,16.65,0.197
04/09/2013,16.65,0.197
04/10/2013,16.83,0.197
04/10/2013,16.97,0.197
04/11/2013,16.91,0.197
04/11/2013,16.85,0.197
04/12/2013,16.46,0.197
04/12/2013,16.37,0.197
04/15/2013,16.5,0.197
04/15/2013,16.32,0.197
04/16/2013,16.96,0.197
04/16/2013,17.05,0.197
04/17/2013,16.88,0.197
04/17/2013,16.8,0.197
04/18/2013,17.13,0.197
04/18/2013,17.05,0.197
04/19/2013,17.17,0.197
04/19/2013,17.32,0.197
04/22/2013,17.23,0.197
04/22/2013,17.21,0.197
04/23/2013,17.23,0.197
04/23/2013,17.37,0.197
04/24/2013,17.4,0.197
04/24/2013,17.46,0.197
04/25/2013,17.42,0.197
04/25/2013,17.35,0.197
04/26/2013,17.13,0.197
04/26/2013,17.09,0.197
04/29/2013,17.29,0.197
04/29/2013,17.48,0.197
04/30/2013,17.63,0.197
04/30/2013,17.89,0.197
05/01/2013,17.84,0.197
05/01/2013,17.66,0.197
05/02/2013,17.81,0.197
05/02/2013,17.92,0.197
05/03/2013,17.78,0.197
05/03/2013,17.9,0.197
05/06/2013,17.83,0.197
05/06/2013,17.79,0.197
05/07/2013,17.86,0.197
05/07/2013,17.91,0.197
05/08/2013,17.95,0.197
05/08/2013,18.0,0.197
05/09/2013,17.82,0.197
05/09/2013,17.67,0.197
05/10/2013,17.61,0.197
05/10/2013,17.67,0.197
05/13/2013,17.46,0.197
05/13/2013,17.34,0.197
05/14/2013,17.51,0.197
05/14/2013,17.57,0.197
05/15/2013,17.82,0.197
05/15/2013,17.88,0.197
05/16/2013,17.92,0.197
05/16/2013,17.85,0.197
05/17/2013,17.91,0.197
05/17/2013,17.94,0.197
05/20/2013,17.83,0.197
05/20/2013,17.77,0.197
05/21/2013,17.63,0.197
05/21/2013,17.56,0.197
05/22/2013,17.49,0.197
05/22/2013,17.28,0.197
05/23/2013,16.98,0.197
05/23/2013,16.98,0.197
05/24/2013,16.95,0.197
05/24/2013,16.9,0.197
05/28/2013,17.34,0.197
05/28/2013,17.32,0.197
05/29/2013,17.15,0.197
05/29/2013,17.09,0.197
05/30/2013,17.1,0.197
05/30/2013,17.06,0.197
05/31/2013,16.93,0.197
05/31/2013,16.62,0.197
06/03/2013,16.7,0.197
06/03/2013,16.88,0.197
06/04/2013,16.82,0.197
06/04/2013,16.72,0.197
06/05/2013,16.75,0.197
06/05/2013,16.55,0.197
06/06/2013,16.56,0.197
06/06/2013,16.74,0.197
06/07/2013,16.52,0.197
06/07/2013,16.46,0.197
06/10/2013,16.2,0.197
06/10/2013,16.14,0.197
06/11/2013,15.82,0.197
06/11/2013,15.75,0.197
06/12/2013,15.97,0.197
06/12/2013,15.77,0.197
06/13/2013,15.67,0.197
06/13/2013,15.97,0.197
06/14/2013,16.09,0.197
