BCE,"BCE, Inc.",
Date,Price,Annualized Dividend
11/04/1988,0.46,1.8102399999999998
11/07/1988,0.45,1.8102399999999998
11/07/1988,0.44,1.8102399999999998
11/08/1988,0.45,1.8102399999999998
11/08/1988,0.44,1.8102399999999998
11/09/1988,0.44,1.8102399999999998
11/09/1988,0.45,1.8102399999999998
11/10/1988,0.45,1.8102399999999998
11/10/1988,0.45,1.8102399999999998
11/11/1988,0.45,1.8102399999999998
11/11/1988,0.45,1.8102399999999998
11/14/1988,0.45,1.8102399999999998
11/14/1988,0.45,1.8102399999999998
11/15/1988,0.44,1.8102399999999998
11/15/1988,0.44,1.8102399999999998
11/16/1988,0.44,1.8102399999999998
11/16/1988,0.44,1.8102399999999998
11/17/1988,0.44,1.8102399999999998
11/17/1988,0.44,1.8102399999999998
11/18/1988,0.44,1.8102399999999998
11/18/1988,0.44,1.8102399999999998
11/21/1988,0.45,1.8102399999999998
11/21/1988,0.46,1.8102399999999998
11/22/1988,0.47,1.8102399999999998
11/22/1988,0.46,1.8102399999999998
11/23/1988,0.46,1.8102399999999998
11/23/1988,0.46,1.8102399999999998
11/25/1988,0.46,1.8102399999999998
11/25/1988,0.47,1.8102399999999998
11/28/1988,0.47,1.8102399999999998
11/28/1988,0.47,1.8102399999999998
11/29/1988,0.47,1.8102399999999998
11/29/1988,0.47,1.8102399999999998
11/30/1988,0.47,1.8102399999999998
11/30/1988,0.48,1.8102399999999998
12/01/1988,0.48,1.8102399999999998
12/01/1988,0.48,1.8102399999999998
12/02/1988,0.47,1.8102399999999998
12/02/1988,0.48,1.8102399999999998
12/05/1988,0.47,1.8102399999999998
12/05/1988,0.48,1.8102399999999998
12/06/1988,0.48,1.8102399999999998
12/06/1988,0.48,1.8102399999999998
12/07/1988,0.48,1.8102399999999998
12/07/1988,0.48,1.8102399999999998
12/08/1988,0.47,1.8102399999999998
12/08/1988,0.47,1.8102399999999998
12/09/1988,0.48,1.85141
12/09/1988,0.48,1.85141
12/12/1988,0.48,1.85141
12/12/1988,0.48,1.85141
12/13/1988,0.47,1.85141
12/13/1988,0.47,1.85141
12/14/1988,0.47,1.85141
12/14/1988,0.47,1.85141
12/15/1988,0.47,1.85141
12/15/1988,0.47,1.85141
12/16/1988,0.47,1.85141
12/16/1988,0.47,1.85141
12/19/1988,0.47,1.85141
12/19/1988,0.47,1.85141
12/20/1988,0.47,1.85141
12/20/1988,0.47,1.85141
12/21/1988,0.47,1.85141
12/21/1988,0.47,1.85141
12/22/1988,0.47,1.85141
12/22/1988,0.47,1.85141
12/23/1988,0.47,1.85141
12/23/1988,0.47,1.85141
12/27/1988,0.47,1.85141
12/27/1988,0.47,1.85141
12/28/1988,0.47,1.85141
12/28/1988,0.47,1.85141
12/29/1988,0.47,1.85141
12/29/1988,0.47,1.85141
12/30/1988,0.47,1.85141
12/30/1988,0.47,1.85141
01/03/1989,0.47,1.85141
01/03/1989,0.47,1.85141
01/04/1989,0.47,1.85141
01/04/1989,0.47,1.85141
01/05/1989,0.47,1.85141
01/05/1989,0.48,1.85141
01/06/1989,0.47,1.85141
01/06/1989,0.47,1.85141
01/09/1989,0.47,1.85141
01/09/1989,0.47,1.85141
01/10/1989,0.47,1.85141
01/10/1989,0.47,1.85141
01/11/1989,0.47,1.85141
01/11/1989,0.47,1.85141
01/12/1989,0.47,1.85141
01/12/1989,0.47,1.85141
01/13/1989,0.47,1.85141
01/13/1989,0.47,1.85141
01/16/1989,0.47,1.85141
01/16/1989,0.47,1.85141
01/17/1989,0.47,1.85141
01/17/1989,0.47,1.85141
01/18/1989,0.47,1.85141
01/18/1989,0.47,1.85141
01/19/1989,0.48,1.85141
01/19/1989,0.48,1.85141
01/20/1989,0.48,1.85141
01/20/1989,0.48,1.85141
01/23/1989,0.47,1.85141
01/23/1989,0.47,1.85141
01/24/1989,0.47,1.85141
01/24/1989,0.47,1.85141
01/25/1989,0.47,1.85141
01/25/1989,0.48,1.85141
01/26/1989,0.47,1.85141
01/26/1989,0.47,1.85141
01/27/1989,0.47,1.85141
01/27/1989,0.47,1.85141
01/30/1989,0.47,1.85141
01/30/1989,0.47,1.85141
01/31/1989,0.47,1.85141
01/31/1989,0.47,1.85141
02/01/1989,0.47,1.85141
02/01/1989,0.47,1.85141
02/02/1989,0.47,1.85141
02/02/1989,0.47,1.85141
02/03/1989,0.47,1.85141
02/03/1989,0.47,1.85141
02/06/1989,0.47,1.85141
02/06/1989,0.48,1.85141
02/07/1989,0.48,1.85141
02/07/1989,0.48,1.85141
02/08/1989,0.49,1.85141
02/08/1989,0.5,1.85141
02/09/1989,0.49,1.85141
02/09/1989,0.49,1.85141
02/10/1989,0.49,1.85141
02/10/1989,0.48,1.85141
02/13/1989,0.48,1.85141
02/13/1989,0.48,1.85141
02/14/1989,0.49,1.85141
02/14/1989,0.49,1.85141
02/15/1989,0.49,1.85141
02/15/1989,0.49,1.85141
02/16/1989,0.49,1.85141
02/16/1989,0.49,1.85141
02/17/1989,0.48,1.85141
02/17/1989,0.48,1.85141
02/21/1989,0.48,1.85141
02/21/1989,0.48,1.85141
02/22/1989,0.48,1.85141
02/22/1989,0.47,1.85141
02/23/1989,0.48,1.85141
02/23/1989,0.48,1.85141
02/24/1989,0.48,1.85141
02/24/1989,0.47,1.85141
02/27/1989,0.47,1.85141
02/27/1989,0.47,1.85141
02/28/1989,0.47,1.85141
02/28/1989,0.47,1.85141
03/01/1989,0.47,1.85141
03/01/1989,0.47,1.85141
03/02/1989,0.47,1.85141
03/02/1989,0.48,1.85141
03/03/1989,0.48,1.85141
03/03/1989,0.48,1.85141
03/06/1989,0.48,1.85141
03/06/1989,0.48,1.85141
03/07/1989,0.48,1.85141
03/07/1989,0.48,1.85141
03/08/1989,0.48,1.85141
03/08/1989,0.48,1.85141
03/09/1989,0.48,1.87574
03/09/1989,0.48,1.87574
03/10/1989,0.48,1.87574
03/10/1989,0.48,1.87574
03/13/1989,0.48,1.87574
03/13/1989,0.48,1.87574
03/14/1989,0.48,1.87574
03/14/1989,0.48,1.87574
03/15/1989,0.48,1.87574
03/15/1989,0.48,1.87574
03/16/1989,0.48,1.87574
03/16/1989,0.48,1.87574
03/17/1989,0.48,1.87574
03/17/1989,0.48,1.87574
03/20/1989,0.48,1.87574
03/20/1989,0.48,1.87574
03/21/1989,0.48,1.87574
03/21/1989,0.48,1.87574
03/22/1989,0.48,1.87574
03/22/1989,0.49,1.87574
03/23/1989,0.49,1.87574
03/23/1989,0.48,1.87574
03/27/1989,0.48,1.87574
03/27/1989,0.48,1.87574
03/28/1989,0.49,1.87574
03/28/1989,0.48,1.87574
03/29/1989,0.49,1.87574
03/29/1989,0.48,1.87574
03/30/1989,0.48,1.87574
03/30/1989,0.48,1.87574
03/31/1989,0.48,1.87574
03/31/1989,0.48,1.87574
04/03/1989,0.48,1.87574
04/03/1989,0.49,1.87574
04/04/1989,0.49,1.87574
04/04/1989,0.49,1.87574
04/05/1989,0.49,1.87574
04/05/1989,0.49,1.87574
04/06/1989,0.49,1.87574
04/06/1989,0.48,1.87574
04/07/1989,0.48,1.87574
04/07/1989,0.49,1.87574
04/10/1989,0.49,1.87574
04/10/1989,0.49,1.87574
04/11/1989,0.49,1.87574
04/11/1989,0.49,1.87574
04/12/1989,0.49,1.87574
04/12/1989,0.49,1.87574
04/13/1989,0.49,1.87574
04/13/1989,0.49,1.87574
04/14/1989,0.49,1.87574
04/14/1989,0.49,1.87574
04/17/1989,0.49,1.87574
04/17/1989,0.49,1.87574
04/18/1989,0.49,1.87574
04/18/1989,0.49,1.87574
04/19/1989,0.49,1.87574
04/19/1989,0.49,1.87574
04/20/1989,0.49,1.87574
04/20/1989,0.49,1.87574
04/21/1989,0.49,1.87574
04/21/1989,0.49,1.87574
04/24/1989,0.48,1.87574
04/24/1989,0.48,1.87574
04/25/1989,0.48,1.87574
04/25/1989,0.48,1.87574
04/26/1989,0.48,1.87574
04/26/1989,0.48,1.87574
04/27/1989,0.48,1.87574
04/27/1989,0.48,1.87574
04/28/1989,0.49,1.87574
04/28/1989,0.49,1.87574
05/01/1989,0.49,1.87574
05/01/1989,0.49,1.87574
05/02/1989,0.49,1.87574
05/02/1989,0.49,1.87574
05/03/1989,0.49,1.87574
05/03/1989,0.48,1.87574
05/04/1989,0.49,1.87574
05/04/1989,0.49,1.87574
05/05/1989,0.49,1.87574
05/05/1989,0.49,1.87574
05/08/1989,0.49,1.87574
05/08/1989,0.49,1.87574
05/09/1989,0.48,1.87574
05/09/1989,0.48,1.87574
05/10/1989,0.48,1.87574
05/10/1989,0.48,1.87574
05/11/1989,0.49,1.87574
05/11/1989,0.49,1.87574
05/12/1989,0.49,1.87574
05/12/1989,0.49,1.87574
05/15/1989,0.49,1.87574
05/15/1989,0.5,1.87574
05/16/1989,0.5,1.87574
05/16/1989,0.5,1.87574
05/17/1989,0.5,1.87574
05/17/1989,0.5,1.87574
05/18/1989,0.49,1.87574
05/18/1989,0.5,1.87574
05/19/1989,0.5,1.87574
05/19/1989,0.5,1.87574
05/22/1989,0.5,1.87574
05/22/1989,0.5,1.87574
05/23/1989,0.5,1.87574
05/23/1989,0.5,1.87574
05/24/1989,0.5,1.87574
05/24/1989,0.5,1.87574
05/25/1989,0.49,1.87574
05/25/1989,0.5,1.87574
05/26/1989,0.5,1.87574
05/26/1989,0.5,1.87574
05/30/1989,0.5,1.87574
05/30/1989,0.5,1.87574
05/31/1989,0.5,1.87574
05/31/1989,0.5,1.87574
06/01/1989,0.5,1.87574
06/01/1989,0.5,1.87574
06/02/1989,0.5,1.87574
06/02/1989,0.51,1.87574
06/05/1989,0.51,1.87574
06/05/1989,0.51,1.87574
06/06/1989,0.51,1.87574
06/06/1989,0.51,1.87574
06/07/1989,0.51,1.87574
06/07/1989,0.51,1.87574
06/08/1989,0.51,1.87574
06/08/1989,0.52,1.87574
06/09/1989,0.53,1.8949600000000002
06/09/1989,0.54,1.8949600000000002
06/12/1989,0.53,1.8949600000000002
06/12/1989,0.54,1.8949600000000002
06/13/1989,0.53,1.8949600000000002
06/13/1989,0.53,1.8949600000000002
06/14/1989,0.53,1.8949600000000002
06/14/1989,0.53,1.8949600000000002
06/15/1989,0.53,1.8949600000000002
06/15/1989,0.53,1.8949600000000002
06/16/1989,0.53,1.8949600000000002
06/16/1989,0.53,1.8949600000000002
06/19/1989,0.53,1.8949600000000002
06/19/1989,0.53,1.8949600000000002
06/20/1989,0.53,1.8949600000000002
06/20/1989,0.53,1.8949600000000002
06/21/1989,0.53,1.8949600000000002
06/21/1989,0.52,1.8949600000000002
06/22/1989,0.52,1.8949600000000002
06/22/1989,0.52,1.8949600000000002
06/23/1989,0.52,1.8949600000000002
06/23/1989,0.53,1.8949600000000002
06/26/1989,0.53,1.8949600000000002
06/26/1989,0.53,1.8949600000000002
06/27/1989,0.53,1.8949600000000002
06/27/1989,0.53,1.8949600000000002
06/28/1989,0.53,1.8949600000000002
06/28/1989,0.53,1.8949600000000002
06/29/1989,0.53,1.8949600000000002
06/29/1989,0.53,1.8949600000000002
06/30/1989,0.53,1.8949600000000002
06/30/1989,0.53,1.8949600000000002
07/03/1989,0.53,1.8949600000000002
07/03/1989,0.53,1.8949600000000002
07/05/1989,0.53,1.8949600000000002
07/05/1989,0.54,1.8949600000000002
07/06/1989,0.54,1.8949600000000002
07/06/1989,0.54,1.8949600000000002
07/07/1989,0.54,1.8949600000000002
07/07/1989,0.55,1.8949600000000002
07/10/1989,0.55,1.8949600000000002
07/10/1989,0.55,1.8949600000000002
07/11/1989,0.55,1.8949600000000002
07/11/1989,0.55,1.8949600000000002
07/12/1989,0.55,1.8949600000000002
07/12/1989,0.55,1.8949600000000002
07/13/1989,0.55,1.8949600000000002
07/13/1989,0.55,1.8949600000000002
07/14/1989,0.55,1.8949600000000002
07/14/1989,0.55,1.8949600000000002
07/17/1989,0.55,1.8949600000000002
07/17/1989,0.56,1.8949600000000002
07/18/1989,0.56,1.8949600000000002
07/18/1989,0.55,1.8949600000000002
07/19/1989,0.56,1.8949600000000002
07/19/1989,0.56,1.8949600000000002
07/20/1989,0.56,1.8949600000000002
07/20/1989,0.56,1.8949600000000002
07/21/1989,0.56,1.8949600000000002
07/21/1989,0.56,1.8949600000000002
07/24/1989,0.56,1.8949600000000002
07/24/1989,0.56,1.8949600000000002
07/25/1989,0.57,1.8949600000000002
07/25/1989,0.57,1.8949600000000002
07/26/1989,0.57,1.8949600000000002
07/26/1989,0.57,1.8949600000000002
07/27/1989,0.57,1.8949600000000002
07/27/1989,0.57,1.8949600000000002
07/28/1989,0.57,1.8949600000000002
07/28/1989,0.56,1.8949600000000002
07/31/1989,0.56,1.8949600000000002
07/31/1989,0.56,1.8949600000000002
08/01/1989,0.57,1.8949600000000002
08/01/1989,0.57,1.8949600000000002
08/02/1989,0.57,1.8949600000000002
08/02/1989,0.57,1.8949600000000002
08/03/1989,0.57,1.8949600000000002
08/03/1989,0.57,1.8949600000000002
08/04/1989,0.57,1.8949600000000002
08/04/1989,0.57,1.8949600000000002
08/07/1989,0.57,1.8949600000000002
08/07/1989,0.58,1.8949600000000002
08/08/1989,0.58,1.8949600000000002
08/08/1989,0.58,1.8949600000000002
08/09/1989,0.58,1.8949600000000002
08/09/1989,0.58,1.8949600000000002
08/10/1989,0.58,1.8949600000000002
08/10/1989,0.58,1.8949600000000002
08/11/1989,0.58,1.8949600000000002
08/11/1989,0.58,1.8949600000000002
08/14/1989,0.57,1.8949600000000002
08/14/1989,0.57,1.8949600000000002
08/15/1989,0.57,1.8949600000000002
08/15/1989,0.57,1.8949600000000002
08/16/1989,0.57,1.8949600000000002
08/16/1989,0.57,1.8949600000000002
08/17/1989,0.57,1.8949600000000002
08/17/1989,0.57,1.8949600000000002
08/18/1989,0.57,1.8949600000000002
08/18/1989,0.57,1.8949600000000002
08/21/1989,0.57,1.8949600000000002
08/21/1989,0.56,1.8949600000000002
08/22/1989,0.56,1.8949600000000002
08/22/1989,0.56,1.8949600000000002
08/23/1989,0.56,1.8949600000000002
08/23/1989,0.56,1.8949600000000002
08/24/1989,0.56,1.8949600000000002
08/24/1989,0.57,1.8949600000000002
08/25/1989,0.57,1.8949600000000002
08/25/1989,0.57,1.8949600000000002
08/28/1989,0.57,1.8949600000000002
08/28/1989,0.57,1.8949600000000002
08/29/1989,0.57,1.8949600000000002
08/29/1989,0.58,1.8949600000000002
08/30/1989,0.58,1.8949600000000002
08/30/1989,0.57,1.8949600000000002
08/31/1989,0.57,1.8949600000000002
08/31/1989,0.57,1.8949600000000002
09/01/1989,0.57,1.8949600000000002
09/01/1989,0.57,1.8949600000000002
09/05/1989,0.57,1.8949600000000002
09/05/1989,0.57,1.8949600000000002
09/06/1989,0.57,1.8949600000000002
09/06/1989,0.57,1.8949600000000002
09/07/1989,0.57,1.8949600000000002
09/07/1989,0.57,1.8949600000000002
09/08/1989,0.57,1.8949600000000002
09/08/1989,0.57,1.8949600000000002
09/11/1989,0.57,1.92113
09/11/1989,0.58,1.92113
09/12/1989,0.57,1.92113
09/12/1989,0.57,1.92113
09/13/1989,0.57,1.92113
09/13/1989,0.57,1.92113
09/14/1989,0.57,1.92113
09/14/1989,0.57,1.92113
09/15/1989,0.57,1.92113
09/15/1989,0.57,1.92113
09/18/1989,0.57,1.92113
09/18/1989,0.57,1.92113
09/19/1989,0.57,1.92113
09/19/1989,0.57,1.92113
09/20/1989,0.57,1.92113
09/20/1989,0.57,1.92113
09/21/1989,0.57,1.92113
09/21/1989,0.57,1.92113
09/22/1989,0.57,1.92113
09/22/1989,0.57,1.92113
09/25/1989,0.57,1.92113
09/25/1989,0.57,1.92113
09/26/1989,0.57,1.92113
09/26/1989,0.58,1.92113
09/27/1989,0.58,1.92113
09/27/1989,0.57,1.92113
09/28/1989,0.58,1.92113
09/28/1989,0.57,1.92113
09/29/1989,0.58,1.92113
09/29/1989,0.58,1.92113
10/02/1989,0.58,1.92113
10/02/1989,0.58,1.92113
10/03/1989,0.58,1.92113
10/03/1989,0.59,1.92113
10/04/1989,0.58,1.92113
10/04/1989,0.59,1.92113
10/05/1989,0.59,1.92113
10/05/1989,0.59,1.92113
10/06/1989,0.59,1.92113
10/06/1989,0.61,1.92113
10/09/1989,0.61,1.92113
10/09/1989,0.61,1.92113
10/10/1989,0.61,1.92113
10/10/1989,0.6,1.92113
10/11/1989,0.6,1.92113
10/11/1989,0.6,1.92113
10/12/1989,0.6,1.92113
10/12/1989,0.6,1.92113
10/13/1989,0.6,1.92113
10/13/1989,0.58,1.92113
10/16/1989,0.58,1.92113
10/16/1989,0.59,1.92113
10/17/1989,0.59,1.92113
10/17/1989,0.59,1.92113
10/18/1989,0.59,1.92113
10/18/1989,0.59,1.92113
10/19/1989,0.59,1.92113
10/19/1989,0.6,1.92113
10/20/1989,0.6,1.92113
10/20/1989,0.6,1.92113
10/23/1989,0.6,1.92113
10/23/1989,0.6,1.92113
10/24/1989,0.6,1.92113
10/24/1989,0.6,1.92113
10/25/1989,0.59,1.92113
10/25/1989,0.59,1.92113
10/26/1989,0.59,1.92113
10/26/1989,0.59,1.92113
10/27/1989,0.59,1.92113
10/27/1989,0.59,1.92113
10/30/1989,0.59,1.92113
10/30/1989,0.59,1.92113
10/31/1989,0.6,1.92113
10/31/1989,0.6,1.92113
11/01/1989,0.59,1.92113
11/01/1989,0.6,1.92113
11/02/1989,0.6,1.92113
11/02/1989,0.6,1.92113
11/03/1989,0.59,1.92113
11/03/1989,0.6,1.92113
11/06/1989,0.6,1.92113
11/06/1989,0.6,1.92113
11/07/1989,0.6,1.92113
11/07/1989,0.6,1.92113
11/08/1989,0.6,1.92113
11/08/1989,0.6,1.92113
11/09/1989,0.6,1.92113
11/09/1989,0.6,1.92113
11/10/1989,0.6,1.92113
11/10/1989,0.6,1.92113
11/13/1989,0.6,1.92113
11/13/1989,0.6,1.92113
11/14/1989,0.61,1.92113
11/14/1989,0.61,1.92113
11/15/1989,0.61,1.92113
11/15/1989,0.62,1.92113
11/16/1989,0.62,1.92113
11/16/1989,0.62,1.92113
11/17/1989,0.62,1.92113
11/17/1989,0.62,1.92113
11/20/1989,0.62,1.92113
11/20/1989,0.61,1.92113
11/21/1989,0.61,1.92113
11/21/1989,0.61,1.92113
11/22/1989,0.61,1.92113
11/22/1989,0.62,1.92113
11/24/1989,0.62,1.92113
11/24/1989,0.62,1.92113
11/27/1989,0.62,1.92113
11/27/1989,0.63,1.92113
11/28/1989,0.63,1.92113
11/28/1989,0.63,1.92113
11/29/1989,0.62,1.92113
11/29/1989,0.63,1.92113
11/30/1989,0.63,1.92113
11/30/1989,0.63,1.92113
12/01/1989,0.63,1.92113
12/01/1989,0.63,1.92113
12/04/1989,0.63,1.92113
12/04/1989,0.64,1.92113
12/05/1989,0.64,1.92113
12/05/1989,0.64,1.92113
12/06/1989,0.64,1.92113
12/06/1989,0.63,1.92113
12/07/1989,0.63,1.92113
12/07/1989,0.64,1.92113
12/08/1989,0.64,1.92113
12/08/1989,0.63,1.92113
12/11/1989,0.64,1.92808
12/11/1989,0.64,1.92808
12/12/1989,0.64,1.92808
12/12/1989,0.64,1.92808
12/13/1989,0.65,2.24308
12/13/1989,0.66,2.24308
12/14/1989,0.66,2.24308
12/14/1989,0.66,2.24308
12/15/1989,0.66,2.24308
12/15/1989,0.66,2.24308
12/18/1989,0.66,2.24308
12/18/1989,0.65,2.24308
12/19/1989,0.65,2.24308
12/19/1989,0.65,2.24308
12/20/1989,0.65,2.24308
12/20/1989,0.65,2.24308
12/21/1989,0.65,2.24308
12/21/1989,0.66,2.24308
12/22/1989,0.66,2.24308
12/22/1989,0.67,2.24308
12/26/1989,0.67,2.24308
12/26/1989,0.67,2.24308
12/27/1989,0.67,2.24308
12/27/1989,0.67,2.24308
12/28/1989,0.67,2.24308
12/28/1989,0.67,2.24308
12/29/1989,0.67,2.24308
12/29/1989,0.68,2.24308
01/02/1990,0.68,2.24308
01/02/1990,0.68,2.24308
01/03/1990,0.68,2.24308
01/03/1990,0.69,2.24308
01/04/1990,0.69,2.24308
01/04/1990,0.68,2.24308
01/05/1990,0.68,2.24308
01/05/1990,0.67,2.24308
01/08/1990,0.67,2.24308
01/08/1990,0.68,2.24308
01/09/1990,0.68,2.24308
01/09/1990,0.67,2.24308
01/10/1990,0.68,2.24308
01/10/1990,0.67,2.24308
01/11/1990,0.68,2.24308
01/11/1990,0.67,2.24308
01/12/1990,0.66,2.24308
01/12/1990,0.67,2.24308
01/15/1990,0.67,2.24308
01/15/1990,0.67,2.24308
01/16/1990,0.66,2.24308
01/16/1990,0.67,2.24308
01/17/1990,0.67,2.24308
01/17/1990,0.66,2.24308
01/18/1990,0.66,2.24308
01/18/1990,0.66,2.24308
01/19/1990,0.66,2.24308
01/19/1990,0.66,2.24308
01/22/1990,0.66,2.24308
01/22/1990,0.65,2.24308
01/23/1990,0.65,2.24308
01/23/1990,0.65,2.24308
01/24/1990,0.64,2.24308
01/24/1990,0.64,2.24308
01/25/1990,0.63,2.24308
01/25/1990,0.63,2.24308
01/26/1990,0.63,2.24308
01/26/1990,0.63,2.24308
01/29/1990,0.63,2.24308
01/29/1990,0.63,2.24308
01/30/1990,0.62,2.24308
01/30/1990,0.62,2.24308
01/31/1990,0.62,2.24308
01/31/1990,0.63,2.24308
02/01/1990,0.63,2.24308
02/01/1990,0.63,2.24308
02/02/1990,0.63,2.24308
02/02/1990,0.62,2.24308
02/05/1990,0.62,2.24308
02/05/1990,0.63,2.24308
02/06/1990,0.63,2.24308
02/06/1990,0.63,2.24308
02/07/1990,0.63,2.24308
02/07/1990,0.63,2.24308
02/08/1990,0.64,2.24308
02/08/1990,0.64,2.24308
02/09/1990,0.64,2.24308
02/09/1990,0.64,2.24308
02/12/1990,0.64,2.24308
02/12/1990,0.63,2.24308
02/13/1990,0.63,2.24308
02/13/1990,0.63,2.24308
02/14/1990,0.63,2.24308
02/14/1990,0.63,2.24308
02/15/1990,0.62,2.24308
02/15/1990,0.62,2.24308
02/16/1990,0.62,2.24308
02/16/1990,0.62,2.24308
02/20/1990,0.62,2.24308
02/20/1990,0.62,2.24308
02/21/1990,0.61,2.24308
02/21/1990,0.62,2.24308
02/22/1990,0.63,2.24308
02/22/1990,0.62,2.24308
02/23/1990,0.62,2.24308
02/23/1990,0.62,2.24308
02/26/1990,0.62,2.24308
02/26/1990,0.62,2.24308
02/27/1990,0.62,2.24308
02/27/1990,0.62,2.24308
02/28/1990,0.62,2.24308
02/28/1990,0.63,2.24308
03/01/1990,0.62,2.24308
03/01/1990,0.63,2.24308
03/02/1990,0.63,2.24308
03/02/1990,0.63,2.24308
03/05/1990,0.63,2.24308
03/05/1990,0.63,2.24308
03/06/1990,0.64,2.24308
03/06/1990,0.64,2.24308
03/07/1990,0.64,2.24308
03/07/1990,0.65,2.24308
03/08/1990,0.65,2.24308
03/08/1990,0.65,2.24308
03/09/1990,0.66,2.25937
03/09/1990,0.66,2.25937
03/12/1990,0.66,2.25937
03/12/1990,0.66,2.25937
03/13/1990,0.67,2.57437
03/13/1990,0.67,2.57437
03/14/1990,0.67,2.57437
03/14/1990,0.66,2.57437
03/15/1990,0.66,2.57437
03/15/1990,0.66,2.57437
03/16/1990,0.66,2.57437
03/16/1990,0.65,2.57437
03/19/1990,0.65,2.57437
03/19/1990,0.65,2.57437
03/20/1990,0.65,2.57437
03/20/1990,0.65,2.57437
03/21/1990,0.65,2.57437
03/21/1990,0.65,2.57437
03/22/1990,0.65,2.57437
03/22/1990,0.65,2.57437
03/23/1990,0.65,2.57437
03/23/1990,0.65,2.57437
03/26/1990,0.65,2.57437
03/26/1990,0.65,2.57437
03/27/1990,0.64,2.57437
03/27/1990,0.63,2.57437
03/28/1990,0.63,2.57437
03/28/1990,0.63,2.57437
03/29/1990,0.63,2.57437
03/29/1990,0.63,2.57437
03/30/1990,0.63,2.57437
03/30/1990,0.63,2.57437
04/02/1990,0.63,2.57437
04/02/1990,0.63,2.57437
04/03/1990,0.63,2.57437
04/03/1990,0.63,2.57437
04/04/1990,0.63,2.57437
04/04/1990,0.64,2.57437
04/05/1990,0.64,2.57437
04/05/1990,0.64,2.57437
04/06/1990,0.64,2.57437
04/06/1990,0.64,2.57437
04/09/1990,0.64,2.57437
04/09/1990,0.64,2.57437
04/10/1990,0.64,2.57437
04/10/1990,0.64,2.57437
04/11/1990,0.64,2.57437
04/11/1990,0.63,2.57437
04/12/1990,0.63,2.57437
04/12/1990,0.63,2.57437
04/16/1990,0.63,2.57437
04/16/1990,0.63,2.57437
04/17/1990,0.63,2.57437
04/17/1990,0.63,2.57437
04/18/1990,0.63,2.57437
04/18/1990,0.62,2.57437
04/19/1990,0.61,2.57437
04/19/1990,0.6,2.57437
04/20/1990,0.6,2.57437
04/20/1990,0.59,2.57437
04/23/1990,0.59,2.57437
04/23/1990,0.59,2.57437
04/24/1990,0.59,2.57437
04/24/1990,0.59,2.57437
04/25/1990,0.59,2.57437
04/25/1990,0.6,2.57437
04/26/1990,0.59,2.57437
04/26/1990,0.59,2.57437
04/27/1990,0.59,2.57437
04/27/1990,0.59,2.57437
04/30/1990,0.59,2.57437
04/30/1990,0.59,2.57437
05/01/1990,0.59,2.57437
05/01/1990,0.59,2.57437
05/02/1990,0.59,2.57437
05/02/1990,0.59,2.57437
05/03/1990,0.59,2.57437
05/03/1990,0.58,2.57437
05/04/1990,0.59,2.57437
05/04/1990,0.59,2.57437
05/07/1990,0.59,2.57437
05/07/1990,0.6,2.57437
05/08/1990,0.6,2.57437
05/08/1990,0.6,2.57437
05/09/1990,0.6,2.57437
05/09/1990,0.6,2.57437
05/10/1990,0.6,2.57437
05/10/1990,0.6,2.57437
05/11/1990,0.6,2.57437
05/11/1990,0.6,2.57437
05/14/1990,0.6,2.57437
05/14/1990,0.61,2.57437
05/15/1990,0.6,2.57437
05/15/1990,0.6,2.57437
05/16/1990,0.6,2.57437
05/16/1990,0.6,2.57437
05/17/1990,0.6,2.57437
05/17/1990,0.61,2.57437
05/18/1990,0.61,2.57437
05/18/1990,0.6,2.57437
05/21/1990,0.61,2.57437
05/21/1990,0.61,2.57437
05/22/1990,0.61,2.57437
05/22/1990,0.6,2.57437
05/23/1990,0.6,2.57437
05/23/1990,0.6,2.57437
05/24/1990,0.6,2.57437
05/24/1990,0.59,2.57437
05/25/1990,0.59,2.57437
05/25/1990,0.59,2.57437
05/29/1990,0.59,2.57437
05/29/1990,0.6,2.57437
05/30/1990,0.6,2.57437
05/30/1990,0.6,2.57437
05/31/1990,0.6,2.57437
05/31/1990,0.61,2.57437
06/01/1990,0.61,2.57437
06/01/1990,0.61,2.57437
06/04/1990,0.61,2.57437
06/04/1990,0.62,2.57437
06/05/1990,0.62,2.57437
06/05/1990,0.62,2.57437
06/06/1990,0.62,2.57437
06/06/1990,0.62,2.57437
06/07/1990,0.62,2.57437
06/07/1990,0.62,2.57437
06/08/1990,0.62,2.57437
06/08/1990,0.62,2.57437
06/11/1990,0.63,2.59431
06/11/1990,0.63,2.59431
06/12/1990,0.63,2.59431
06/12/1990,0.63,2.59431
06/13/1990,0.64,2.90931
06/13/1990,0.64,2.90931
06/14/1990,0.64,2.90931
06/14/1990,0.64,2.90931
06/15/1990,0.64,2.90931
06/15/1990,0.64,2.90931
06/18/1990,0.64,2.90931
06/18/1990,0.64,2.90931
06/19/1990,0.64,2.90931
06/19/1990,0.64,2.90931
06/20/1990,0.64,2.90931
06/20/1990,0.63,2.90931
06/21/1990,0.63,2.90931
06/21/1990,0.63,2.90931
06/22/1990,0.63,2.90931
06/22/1990,0.63,2.90931
06/25/1990,0.63,2.90931
06/25/1990,0.62,2.90931
06/26/1990,0.63,2.90931
06/26/1990,0.63,2.90931
06/27/1990,0.63,2.90931
06/27/1990,0.63,2.90931
