EPD,Enterprise Products Partners L.,
Date,Price,Annualized Dividend
07/28/1998,0.25,0.0
07/28/1998,0.25,0.0
07/29/1998,0.25,0.0
07/29/1998,0.25,0.0
07/30/1998,0.25,0.0
07/30/1998,0.25,0.0
07/31/1998,0.25,0.0
07/31/1998,0.24,0.0
08/03/1998,0.24,0.0
08/03/1998,0.24,0.0
08/04/1998,0.24,0.0
08/04/1998,0.23,0.0
08/05/1998,0.23,0.0
08/05/1998,0.22,0.0
08/06/1998,0.22,0.0
08/06/1998,0.22,0.0
08/07/1998,0.23,0.0
08/07/1998,0.23,0.0
08/10/1998,0.23,0.0
08/10/1998,0.22,0.0
08/11/1998,0.22,0.0
08/11/1998,0.22,0.0
08/12/1998,0.22,0.0
08/12/1998,0.22,0.0
08/13/1998,0.22,0.0
08/13/1998,0.22,0.0
08/14/1998,0.22,0.0
08/14/1998,0.21,0.0
08/17/1998,0.21,0.0
08/17/1998,0.21,0.0
08/18/1998,0.21,0.0
08/18/1998,0.22,0.0
08/19/1998,0.22,0.0
08/19/1998,0.22,0.0
08/20/1998,0.22,0.0
08/20/1998,0.22,0.0
08/21/1998,0.22,0.0
08/21/1998,0.22,0.0
08/24/1998,0.22,0.0
08/24/1998,0.21,0.0
08/25/1998,0.22,0.0
08/25/1998,0.21,0.0
08/26/1998,0.21,0.0
08/26/1998,0.21,0.0
08/27/1998,0.21,0.0
08/27/1998,0.21,0.0
08/28/1998,0.2,0.0
08/28/1998,0.19,0.0
08/31/1998,0.19,0.0
08/31/1998,0.2,0.0
09/01/1998,0.19,0.0
09/01/1998,0.2,0.0
09/02/1998,0.2,0.0
09/02/1998,0.2,0.0
09/03/1998,0.19,0.0
09/03/1998,0.2,0.0
09/04/1998,0.2,0.0
09/04/1998,0.19,0.0
09/08/1998,0.19,0.0
09/08/1998,0.2,0.0
09/09/1998,0.2,0.0
09/09/1998,0.2,0.0
09/10/1998,0.19,0.0
09/10/1998,0.19,0.0
09/11/1998,0.19,0.0
09/11/1998,0.19,0.0
09/14/1998,0.19,0.0
09/14/1998,0.2,0.0
09/15/1998,0.2,0.0
09/15/1998,0.2,0.0
09/16/1998,0.2,0.0
09/16/1998,0.21,0.0
09/17/1998,0.2,0.0
09/17/1998,0.2,0.0
09/18/1998,0.2,0.0
09/18/1998,0.2,0.0
09/21/1998,0.2,0.0
09/21/1998,0.2,0.0
09/22/1998,0.2,0.0
09/22/1998,0.2,0.0
09/23/1998,0.2,0.0
09/23/1998,0.2,0.0
09/24/1998,0.2,0.0
09/24/1998,0.2,0.0
09/25/1998,0.2,0.0
09/25/1998,0.21,0.0
09/28/1998,0.21,0.0
09/28/1998,0.21,0.0
09/29/1998,0.21,0.0
09/29/1998,0.2,0.0
09/30/1998,0.21,0.0
09/30/1998,0.21,0.0
10/01/1998,0.21,0.0
10/01/1998,0.2,0.0
10/02/1998,0.2,0.0
10/02/1998,0.2,0.0
10/05/1998,0.2,0.0
10/05/1998,0.19,0.0
10/06/1998,0.19,0.0
10/06/1998,0.19,0.0
10/07/1998,0.19,0.0
10/07/1998,0.19,0.0
10/08/1998,0.19,0.0
10/08/1998,0.18,0.0
10/09/1998,0.19,0.0
10/09/1998,0.19,0.0
10/12/1998,0.19,0.0
10/12/1998,0.19,0.0
10/13/1998,0.19,0.0
10/13/1998,0.19,0.0
10/14/1998,0.19,0.0
10/14/1998,0.19,0.0
10/15/1998,0.19,0.0
10/15/1998,0.19,0.0
10/16/1998,0.19,0.0
10/16/1998,0.19,0.0
10/19/1998,0.2,0.0
10/19/1998,0.2,0.0
10/20/1998,0.21,0.0
10/20/1998,0.2,0.0
10/21/1998,0.2,0.0
10/21/1998,0.2,0.0
10/22/1998,0.2,0.0
10/22/1998,0.2,0.0
10/23/1998,0.2,0.0
10/23/1998,0.2,0.0
10/26/1998,0.2,0.0
10/26/1998,0.21,0.0
10/27/1998,0.2,0.0
10/27/1998,0.19,0.0
10/28/1998,0.21,0.32
10/28/1998,0.21,0.32
10/29/1998,0.21,0.32
10/29/1998,0.21,0.32
10/30/1998,0.21,0.32
10/30/1998,0.21,0.32
11/02/1998,0.21,0.32
11/02/1998,0.21,0.32
11/03/1998,0.2,0.32
11/03/1998,0.2,0.32
11/04/1998,0.2,0.32
11/04/1998,0.2,0.32
11/05/1998,0.2,0.32
11/05/1998,0.21,0.32
11/06/1998,0.2,0.32
11/06/1998,0.21,0.32
11/09/1998,0.21,0.32
11/09/1998,0.2,0.32
11/10/1998,0.2,0.32
11/10/1998,0.2,0.32
11/11/1998,0.2,0.32
11/11/1998,0.2,0.32
11/12/1998,0.2,0.32
11/12/1998,0.2,0.32
11/13/1998,0.2,0.32
11/13/1998,0.2,0.32
11/16/1998,0.2,0.32
11/16/1998,0.2,0.32
11/17/1998,0.2,0.32
11/17/1998,0.2,0.32
11/18/1998,0.2,0.32
11/18/1998,0.2,0.32
11/19/1998,0.2,0.32
11/19/1998,0.21,0.32
11/20/1998,0.21,0.32
11/20/1998,0.2,0.32
11/23/1998,0.2,0.32
11/23/1998,0.2,0.32
11/24/1998,0.2,0.32
11/24/1998,0.2,0.32
11/25/1998,0.2,0.32
11/25/1998,0.21,0.32
11/27/1998,0.21,0.32
11/27/1998,0.21,0.32
11/30/1998,0.21,0.32
11/30/1998,0.2,0.32
12/01/1998,0.2,0.32
12/01/1998,0.2,0.32
12/02/1998,0.2,0.32
12/02/1998,0.19,0.32
12/03/1998,0.19,0.32
12/03/1998,0.19,0.32
12/04/1998,0.19,0.32
12/04/1998,0.19,0.32
12/07/1998,0.19,0.32
12/07/1998,0.19,0.32
12/08/1998,0.19,0.32
12/08/1998,0.19,0.32
12/09/1998,0.19,0.32
12/09/1998,0.19,0.32
12/10/1998,0.19,0.32
12/10/1998,0.18,0.32
12/11/1998,0.19,0.32
12/11/1998,0.19,0.32
12/14/1998,0.19,0.32
12/14/1998,0.19,0.32
12/15/1998,0.19,0.32
12/15/1998,0.18,0.32
12/16/1998,0.18,0.32
12/16/1998,0.18,0.32
12/17/1998,0.18,0.32
12/17/1998,0.18,0.32
12/18/1998,0.18,0.32
12/18/1998,0.17,0.32
12/21/1998,0.17,0.32
12/21/1998,0.17,0.32
12/22/1998,0.17,0.32
12/22/1998,0.17,0.32
12/23/1998,0.17,0.32
12/23/1998,0.19,0.32
12/24/1998,0.19,0.32
12/24/1998,0.2,0.32
12/28/1998,0.2,0.32
12/28/1998,0.2,0.32
12/29/1998,0.2,0.32
12/29/1998,0.19,0.32
12/30/1998,0.19,0.32
12/30/1998,0.18,0.32
12/31/1998,0.18,0.32
12/31/1998,0.18,0.32
01/04/1999,0.19,0.32
01/04/1999,0.2,0.32
01/05/1999,0.2,0.32
01/05/1999,0.21,0.32
01/06/1999,0.21,0.32
01/06/1999,0.22,0.32
01/07/1999,0.22,0.32
01/07/1999,0.22,0.32
01/08/1999,0.22,0.32
01/08/1999,0.22,0.32
01/11/1999,0.22,0.32
01/11/1999,0.22,0.32
01/12/1999,0.21,0.32
01/12/1999,0.22,0.32
01/13/1999,0.22,0.32
01/13/1999,0.22,0.32
01/14/1999,0.22,0.32
01/14/1999,0.22,0.32
01/15/1999,0.22,0.32
01/15/1999,0.22,0.32
01/19/1999,0.22,0.32
01/19/1999,0.22,0.32
01/20/1999,0.22,0.32
01/20/1999,0.22,0.32
01/21/1999,0.22,0.32
01/21/1999,0.22,0.32
01/22/1999,0.22,0.32
01/22/1999,0.22,0.32
01/25/1999,0.23,0.32
01/25/1999,0.22,0.32
01/26/1999,0.22,0.32
01/26/1999,0.23,0.32
01/27/1999,0.25,0.77
01/27/1999,0.24,0.77
01/28/1999,0.24,0.77
01/28/1999,0.24,0.77
01/29/1999,0.24,0.77
01/29/1999,0.25,0.77
02/01/1999,0.25,0.77
02/01/1999,0.25,0.77
02/02/1999,0.25,0.77
02/02/1999,0.25,0.77
02/03/1999,0.25,0.77
02/03/1999,0.25,0.77
02/04/1999,0.25,0.77
02/04/1999,0.24,0.77
02/05/1999,0.24,0.77
02/05/1999,0.25,0.77
02/08/1999,0.24,0.77
02/08/1999,0.25,0.77
02/09/1999,0.25,0.77
02/09/1999,0.25,0.77
02/10/1999,0.25,0.77
02/10/1999,0.25,0.77
02/11/1999,0.24,0.77
02/11/1999,0.24,0.77
02/12/1999,0.24,0.77
02/12/1999,0.24,0.77
02/16/1999,0.24,0.77
02/16/1999,0.23,0.77
02/17/1999,0.24,0.77
02/17/1999,0.23,0.77
02/18/1999,0.23,0.77
02/18/1999,0.23,0.77
02/19/1999,0.23,0.77
02/19/1999,0.23,0.77
02/22/1999,0.23,0.77
02/22/1999,0.22,0.77
02/23/1999,0.22,0.77
02/23/1999,0.23,0.77
02/24/1999,0.23,0.77
02/24/1999,0.23,0.77
02/25/1999,0.23,0.77
02/25/1999,0.22,0.77
02/26/1999,0.22,0.77
02/26/1999,0.22,0.77
03/01/1999,0.22,0.77
03/01/1999,0.22,0.77
03/02/1999,0.22,0.77
03/02/1999,0.22,0.77
03/03/1999,0.22,0.77
03/03/1999,0.22,0.77
03/04/1999,0.22,0.77
03/04/1999,0.22,0.77
03/05/1999,0.22,0.77
03/05/1999,0.23,0.77
03/08/1999,0.23,0.77
03/08/1999,0.22,0.77
03/09/1999,0.23,0.77
03/09/1999,0.22,0.77
03/10/1999,0.23,0.77
03/10/1999,0.23,0.77
03/11/1999,0.23,0.77
03/11/1999,0.22,0.77
03/12/1999,0.22,0.77
03/12/1999,0.22,0.77
03/15/1999,0.22,0.77
03/15/1999,0.22,0.77
03/16/1999,0.22,0.77
03/16/1999,0.21,0.77
03/17/1999,0.21,0.77
03/17/1999,0.22,0.77
03/18/1999,0.22,0.77
03/18/1999,0.22,0.77
03/19/1999,0.22,0.77
03/19/1999,0.22,0.77
03/22/1999,0.22,0.77
03/22/1999,0.21,0.77
03/23/1999,0.21,0.77
03/23/1999,0.21,0.77
03/24/1999,0.21,0.77
03/24/1999,0.22,0.77
03/25/1999,0.22,0.77
03/25/1999,0.22,0.77
03/26/1999,0.22,0.77
03/26/1999,0.22,0.77
03/29/1999,0.22,0.77
03/29/1999,0.21,0.77
03/30/1999,0.22,0.77
03/30/1999,0.21,0.77
03/31/1999,0.21,0.77
03/31/1999,0.22,0.77
04/01/1999,0.22,0.77
04/01/1999,0.21,0.77
04/05/1999,0.22,0.77
04/05/1999,0.22,0.77
04/06/1999,0.22,0.77
04/06/1999,0.22,0.77
04/07/1999,0.22,0.77
04/07/1999,0.21,0.77
04/08/1999,0.21,0.77
04/08/1999,0.21,0.77
04/09/1999,0.21,0.77
04/09/1999,0.21,0.77
04/12/1999,0.21,0.77
04/12/1999,0.21,0.77
04/13/1999,0.21,0.77
04/13/1999,0.22,0.77
04/14/1999,0.22,0.77
04/14/1999,0.23,0.77
04/15/1999,0.23,0.77
04/15/1999,0.24,0.77
04/16/1999,0.24,0.77
04/16/1999,0.25,0.77
04/19/1999,0.25,0.77
04/19/1999,0.24,0.77
04/20/1999,0.24,0.77
04/20/1999,0.25,0.77
04/21/1999,0.25,0.77
04/21/1999,0.25,0.77
04/22/1999,0.25,0.77
04/22/1999,0.24,0.77
04/23/1999,0.25,0.77
04/23/1999,0.25,0.77
04/26/1999,0.25,0.77
04/26/1999,0.24,0.77
04/27/1999,0.24,0.77
04/27/1999,0.24,0.77
04/28/1999,0.27,1.22
04/28/1999,0.27,1.22
04/29/1999,0.28,1.22
04/29/1999,0.27,1.22
04/30/1999,0.27,1.22
04/30/1999,0.27,1.22
05/03/1999,0.27,1.22
05/03/1999,0.27,1.22
05/04/1999,0.27,1.22
05/04/1999,0.27,1.22
05/05/1999,0.27,1.22
05/05/1999,0.27,1.22
05/06/1999,0.27,1.22
05/06/1999,0.27,1.22
05/07/1999,0.27,1.22
05/07/1999,0.27,1.22
05/10/1999,0.27,1.22
05/10/1999,0.27,1.22
05/11/1999,0.28,1.22
05/11/1999,0.27,1.22
05/12/1999,0.27,1.22
05/12/1999,0.28,1.22
05/13/1999,0.28,1.22
05/13/1999,0.28,1.22
05/14/1999,0.28,1.22
05/14/1999,0.27,1.22
05/17/1999,0.27,1.22
05/17/1999,0.27,1.22
05/18/1999,0.27,1.22
05/18/1999,0.28,1.22
05/19/1999,0.27,1.22
05/19/1999,0.27,1.22
05/20/1999,0.27,1.22
05/20/1999,0.27,1.22
05/21/1999,0.27,1.22
05/21/1999,0.27,1.22
05/24/1999,0.27,1.22
05/24/1999,0.27,1.22
05/25/1999,0.27,1.22
05/25/1999,0.27,1.22
05/26/1999,0.27,1.22
05/26/1999,0.27,1.22
05/27/1999,0.27,1.22
05/27/1999,0.27,1.22
05/28/1999,0.27,1.22
05/28/1999,0.27,1.22
06/01/1999,0.27,1.22
06/01/1999,0.27,1.22
06/02/1999,0.27,1.22
06/02/1999,0.27,1.22
06/03/1999,0.27,1.22
06/03/1999,0.28,1.22
06/04/1999,0.28,1.22
06/04/1999,0.28,1.22
06/07/1999,0.28,1.22
06/07/1999,0.27,1.22
06/08/1999,0.28,1.22
06/08/1999,0.28,1.22
06/09/1999,0.27,1.22
06/09/1999,0.27,1.22
06/10/1999,0.27,1.22
06/10/1999,0.27,1.22
06/11/1999,0.27,1.22
06/11/1999,0.27,1.22
06/14/1999,0.27,1.22
06/14/1999,0.26,1.22
06/15/1999,0.26,1.22
06/15/1999,0.26,1.22
06/16/1999,0.26,1.22
06/16/1999,0.26,1.22
06/17/1999,0.26,1.22
06/17/1999,0.27,1.22
06/18/1999,0.27,1.22
06/18/1999,0.27,1.22
06/21/1999,0.27,1.22
06/21/1999,0.27,1.22
06/22/1999,0.27,1.22
06/22/1999,0.28,1.22
06/23/1999,0.28,1.22
06/23/1999,0.28,1.22
06/24/1999,0.28,1.22
06/24/1999,0.28,1.22
06/25/1999,0.28,1.22
06/25/1999,0.28,1.22
06/28/1999,0.28,1.22
06/28/1999,0.28,1.22
06/29/1999,0.28,1.22
06/29/1999,0.28,1.22
06/30/1999,0.28,1.22
06/30/1999,0.28,1.22
07/01/1999,0.28,1.22
07/01/1999,0.27,1.22
07/02/1999,0.28,1.22
07/02/1999,0.28,1.22
07/06/1999,0.28,1.22
07/06/1999,0.28,1.22
07/07/1999,0.28,1.22
07/07/1999,0.28,1.22
07/08/1999,0.29,1.22
07/08/1999,0.29,1.22
07/09/1999,0.3,1.22
07/09/1999,0.3,1.22
07/12/1999,0.3,1.22
07/12/1999,0.29,1.22
07/13/1999,0.3,1.22
07/13/1999,0.29,1.22
07/14/1999,0.3,1.22
07/14/1999,0.29,1.22
07/15/1999,0.29,1.22
07/15/1999,0.29,1.22
07/16/1999,0.3,1.22
07/16/1999,0.29,1.22
07/19/1999,0.3,1.22
07/19/1999,0.3,1.22
07/20/1999,0.3,1.22
07/20/1999,0.29,1.22
07/21/1999,0.29,1.22
07/21/1999,0.3,1.22
07/22/1999,0.29,1.22
07/22/1999,0.3,1.22
07/23/1999,0.3,1.22
07/23/1999,0.3,1.22
07/26/1999,0.3,1.22
07/26/1999,0.3,1.22
07/27/1999,0.3,1.22
07/27/1999,0.29,1.22
07/28/1999,0.31,1.67
07/28/1999,0.31,1.67
07/29/1999,0.3,1.67
07/29/1999,0.31,1.67
07/30/1999,0.31,1.67
07/30/1999,0.31,1.67
08/02/1999,0.31,1.67
08/02/1999,0.31,1.67
08/03/1999,0.31,1.67
08/03/1999,0.31,1.67
08/04/1999,0.31,1.67
08/04/1999,0.31,1.67
08/05/1999,0.31,1.67
08/05/1999,0.31,1.67
08/06/1999,0.31,1.67
08/06/1999,0.31,1.67
08/09/1999,0.31,1.67
08/09/1999,0.32,1.67
08/10/1999,0.32,1.67
08/10/1999,0.32,1.67
08/11/1999,0.32,1.67
08/11/1999,0.31,1.67
08/12/1999,0.32,1.67
08/12/1999,0.31,1.67
08/13/1999,0.31,1.67
08/13/1999,0.31,1.67
08/16/1999,0.32,1.67
08/16/1999,0.32,1.67
08/17/1999,0.32,1.67
08/17/1999,0.33,1.67
08/18/1999,0.32,1.67
08/18/1999,0.32,1.67
08/19/1999,0.32,1.67
08/19/1999,0.32,1.67
08/20/1999,0.32,1.67
08/20/1999,0.32,1.67
08/23/1999,0.32,1.67
08/23/1999,0.32,1.67
08/24/1999,0.32,1.67
08/24/1999,0.33,1.67
08/25/1999,0.32,1.67
08/25/1999,0.33,1.67
08/26/1999,0.33,1.67
08/26/1999,0.33,1.67
08/27/1999,0.33,1.67
08/27/1999,0.32,1.67
08/30/1999,0.32,1.67
08/30/1999,0.32,1.67
08/31/1999,0.32,1.67
08/31/1999,0.33,1.67
09/01/1999,0.34,1.67
09/01/1999,0.33,1.67
09/02/1999,0.33,1.67
09/02/1999,0.32,1.67
09/03/1999,0.32,1.67
09/03/1999,0.32,1.67
09/07/1999,0.33,1.67
09/07/1999,0.33,1.67
09/08/1999,0.33,1.67
09/08/1999,0.33,1.67
09/09/1999,0.32,1.67
09/09/1999,0.32,1.67
09/10/1999,0.33,1.67
09/10/1999,0.33,1.67
09/13/1999,0.34,1.67
09/13/1999,0.33,1.67
09/14/1999,0.33,1.67
09/14/1999,0.33,1.67
09/15/1999,0.33,1.67
09/15/1999,0.33,1.67
09/16/1999,0.33,1.67
09/16/1999,0.33,1.67
09/17/1999,0.34,1.67
09/17/1999,0.34,1.67
09/20/1999,0.34,1.67
09/20/1999,0.33,1.67
09/21/1999,0.33,1.67
09/21/1999,0.33,1.67
09/22/1999,0.33,1.67
09/22/1999,0.33,1.67
09/23/1999,0.33,1.67
09/23/1999,0.34,1.67
09/24/1999,0.34,1.67
09/24/1999,0.34,1.67
09/27/1999,0.34,1.67
09/27/1999,0.34,1.67
09/28/1999,0.34,1.67
09/28/1999,0.34,1.67
09/29/1999,0.34,1.67
09/29/1999,0.34,1.67
09/30/1999,0.34,1.67
09/30/1999,0.33,1.67
10/01/1999,0.33,1.67
10/01/1999,0.33,1.67
10/04/1999,0.33,1.67
10/04/1999,0.33,1.67
10/05/1999,0.33,1.67
10/05/1999,0.33,1.67
10/06/1999,0.33,1.67
10/06/1999,0.33,1.67
10/07/1999,0.33,1.67
10/07/1999,0.33,1.67
10/08/1999,0.33,1.67
10/08/1999,0.33,1.67
10/11/1999,0.33,1.67
10/11/1999,0.33,1.67
10/12/1999,0.33,1.67
10/12/1999,0.33,1.67
10/13/1999,0.33,1.67
10/13/1999,0.33,1.67
10/14/1999,0.33,1.67
10/14/1999,0.33,1.67
10/15/1999,0.33,1.67
10/15/1999,0.32,1.67
10/18/1999,0.32,1.67
10/18/1999,0.33,1.67
10/19/1999,0.33,1.67
10/19/1999,0.33,1.67
10/20/1999,0.33,1.67
10/20/1999,0.33,1.67
10/21/1999,0.33,1.67
10/21/1999,0.33,1.67
10/22/1999,0.33,1.67
10/22/1999,0.32,1.67
10/25/1999,0.32,1.67
10/25/1999,0.32,1.67
10/26/1999,0.32,1.67
10/26/1999,0.32,1.67
10/27/1999,0.34,1.8
10/27/1999,0.35,1.8
10/28/1999,0.36,1.8
10/28/1999,0.36,1.8
10/29/1999,0.36,1.8
10/29/1999,0.36,1.8
11/01/1999,0.36,1.8
11/01/1999,0.36,1.8
11/02/1999,0.36,1.8
11/02/1999,0.36,1.8
11/03/1999,0.36,1.8
11/03/1999,0.36,1.8
11/04/1999,0.37,1.8
11/04/1999,0.36,1.8
11/05/1999,0.36,1.8
11/05/1999,0.36,1.8
11/08/1999,0.37,1.8
11/08/1999,0.37,1.8
11/09/1999,0.37,1.8
11/09/1999,0.36,1.8
11/10/1999,0.36,1.8
11/10/1999,0.36,1.8
11/11/1999,0.36,1.8
11/11/1999,0.36,1.8
11/12/1999,0.36,1.8
11/12/1999,0.37,1.8
11/15/1999,0.36,1.8
11/15/1999,0.36,1.8
11/16/1999,0.36,1.8
11/16/1999,0.36,1.8
11/17/1999,0.36,1.8
11/17/1999,0.36,1.8
11/18/1999,0.37,1.8
11/18/1999,0.36,1.8
11/19/1999,0.37,1.8
11/19/1999,0.36,1.8
11/22/1999,0.36,1.8
11/22/1999,0.36,1.8
11/23/1999,0.36,1.8
11/23/1999,0.37,1.8
11/24/1999,0.37,1.8
11/24/1999,0.36,1.8
11/26/1999,0.37,1.8
11/26/1999,0.36,1.8
11/29/1999,0.36,1.8
11/29/1999,0.36,1.8
11/30/1999,0.35,1.8
11/30/1999,0.36,1.8
12/01/1999,0.36,1.8
12/01/1999,0.35,1.8
12/02/1999,0.35,1.8
12/02/1999,0.35,1.8
12/03/1999,0.35,1.8
12/03/1999,0.35,1.8
12/06/1999,0.35,1.8
12/06/1999,0.35,1.8
12/07/1999,0.35,1.8
12/07/1999,0.35,1.8
12/08/1999,0.35,1.8
12/08/1999,0.33,1.8
12/09/1999,0.33,1.8
12/09/1999,0.32,1.8
12/10/1999,0.33,1.8
12/10/1999,0.32,1.8
12/13/1999,0.32,1.8
12/13/1999,0.34,1.8
12/14/1999,0.33,1.8
12/14/1999,0.35,1.8
12/15/1999,0.35,1.8
12/15/1999,0.34,1.8
12/16/1999,0.34,1.8
12/16/1999,0.36,1.8
12/17/1999,0.36,1.8
12/17/1999,0.37,1.8
12/20/1999,0.36,1.8
12/20/1999,0.36,1.8
12/21/1999,0.37,1.8
12/21/1999,0.37,1.8
12/22/1999,0.35,1.8
12/22/1999,0.35,1.8
12/23/1999,0.35,1.8
12/23/1999,0.35,1.8
12/27/1999,0.35,1.8
12/27/1999,0.35,1.8
12/28/1999,0.35,1.8
12/28/1999,0.36,1.8
12/29/1999,0.36,1.8
12/29/1999,0.34,1.8
12/30/1999,0.34,1.8
12/30/1999,0.33,1.8
12/31/1999,0.34,1.8
12/31/1999,0.34,1.8
01/03/2000,0.35,1.8
01/03/2000,0.34,1.8
01/04/2000,0.34,1.8
01/04/2000,0.35,1.8
01/05/2000,0.35,1.8
01/05/2000,0.36,1.8
01/06/2000,0.36,1.8
01/06/2000,0.35,1.8
01/07/2000,0.35,1.8
01/07/2000,0.34,1.8
01/10/2000,0.34,1.8
01/10/2000,0.34,1.8
01/11/2000,0.35,1.8
01/11/2000,0.35,1.8
01/12/2000,0.35,1.8
01/12/2000,0.34,1.8
01/13/2000,0.34,1.8
01/13/2000,0.34,1.8
01/14/2000,0.34,1.8
01/14/2000,0.35,1.8
01/18/2000,0.35,1.8
01/18/2000,0.36,1.8
01/19/2000,0.37,1.8
01/19/2000,0.37,1.8
01/20/2000,0.37,1.8
01/20/2000,0.37,1.8
01/21/2000,0.36,1.8
01/21/2000,0.36,1.8
01/24/2000,0.37,1.8
01/24/2000,0.37,1.8
01/25/2000,0.38,1.8
01/25/2000,0.37,1.8
01/26/2000,0.38,1.8
01/26/2000,0.37,1.8
01/27/2000,0.41,1.85
01/27/2000,0.4,1.85
01/28/2000,0.41,1.85
01/28/2000,0.41,1.85
01/31/2000,0.41,1.85
01/31/2000,0.42,1.85
02/01/2000,0.42,1.85
02/01/2000,0.42,1.85
02/02/2000,0.42,1.85
02/02/2000,0.39,1.85
02/03/2000,0.4,1.85
02/03/2000,0.42,1.85
02/04/2000,0.42,1.85
02/04/2000,0.42,1.85
02/07/2000,0.42,1.85
02/07/2000,0.41,1.85
02/08/2000,0.4,1.85
02/08/2000,0.4,1.85
02/09/2000,0.4,1.85
02/09/2000,0.39,1.85
02/10/2000,0.4,1.85
02/10/2000,0.4,1.85
02/11/2000,0.41,1.85
02/11/2000,0.4,1.85
02/14/2000,0.4,1.85
02/14/2000,0.41,1.85
02/15/2000,0.41,1.85
02/15/2000,0.41,1.85
02/16/2000,0.41,1.85
02/16/2000,0.42,1.85
02/17/2000,0.42,1.85
02/17/2000,0.42,1.85
02/18/2000,0.42,1.85
02/18/2000,0.41,1.85
02/22/2000,0.41,1.85
02/22/2000,0.41,1.85
02/23/2000,0.41,1.85
02/23/2000,0.41,1.85
02/24/2000,0.41,1.85
02/24/2000,0.4,1.85
02/25/2000,0.41,1.85
02/25/2000,0.4,1.85
02/28/2000,0.41,1.85
02/28/2000,0.41,1.85
02/29/2000,0.41,1.85
02/29/2000,0.41,1.85
03/01/2000,0.42,1.85
03/01/2000,0.41,1.85
03/02/2000,0.41,1.85
03/02/2000,0.41,1.85
03/03/2000,0.42,1.85
03/03/2000,0.41,1.85
03/06/2000,0.41,1.85
03/06/2000,0.41,1.85
03/07/2000,0.41,1.85
03/07/2000,0.42,1.85
03/08/2000,0.41,1.85
03/08/2000,0.42,1.85
03/09/2000,0.42,1.85
03/09/2000,0.42,1.85
03/10/2000,0.42,1.85
03/10/2000,0.42,1.85
03/13/2000,0.42,1.85
03/13/2000,0.42,1.85
03/14/2000,0.42,1.85
03/14/2000,0.43,1.85
03/15/2000,0.42,1.85
03/15/2000,0.42,1.85
03/16/2000,0.42,1.85
03/16/2000,0.41,1.85
03/17/2000,0.41,1.85
03/17/2000,0.41,1.85
03/20/2000,0.41,1.85
03/20/2000,0.41,1.85
03/21/2000,0.41,1.85
03/21/2000,0.41,1.85
03/22/2000,0.41,1.85
03/22/2000,0.42,1.85
03/23/2000,0.42,1.85
03/23/2000,0.42,1.85
03/24/2000,0.42,1.85
03/24/2000,0.41,1.85
03/27/2000,0.42,1.85
03/27/2000,0.42,1.85
03/28/2000,0.42,1.85
03/28/2000,0.42,1.85
03/29/2000,0.42,1.85
03/29/2000,0.42,1.85
03/30/2000,0.41,1.85
03/30/2000,0.42,1.85
03/31/2000,0.41,1.85
03/31/2000,0.41,1.85
04/03/2000,0.41,1.85
04/03/2000,0.41,1.85
04/04/2000,0.41,1.85
04/04/2000,0.41,1.85
04/05/2000,0.41,1.85
04/05/2000,0.41,1.85
04/06/2000,0.41,1.85
04/06/2000,0.41,1.85
04/07/2000,0.4,1.85
04/07/2000,0.41,1.85
04/10/2000,0.41,1.85
04/10/2000,0.41,1.85
04/11/2000,0.41,1.85
04/11/2000,0.42,1.85
04/12/2000,0.42,1.85
04/12/2000,0.42,1.85
04/13/2000,0.42,1.85
04/13/2000,0.41,1.85
04/14/2000,0.41,1.85
04/14/2000,0.4,1.85
04/17/2000,0.41,1.85
04/17/2000,0.41,1.85
04/18/2000,0.41,1.85
04/18/2000,0.41,1.85
04/19/2000,0.42,1.85
04/19/2000,0.41,1.85
04/20/2000,0.42,1.85
04/20/2000,0.41,1.85
04/24/2000,0.42,1.85
04/24/2000,0.41,1.85
04/25/2000,0.41,1.85
04/25/2000,0.42,1.85
04/26/2000,0.45,1.9
04/26/2000,0.46,1.9
04/27/2000,0.46,1.9
04/27/2000,0.47,1.9
04/28/2000,0.47,1.9
04/28/2000,0.48,1.9
05/01/2000,0.47,1.9
05/01/2000,0.49,1.9
05/02/2000,0.49,1.9
05/02/2000,0.49,1.9
05/03/2000,0.49,1.9
05/03/2000,0.48,1.9
05/04/2000,0.48,1.9
05/04/2000,0.5,1.9
05/05/2000,0.49,1.9
05/05/2000,0.49,1.9
05/08/2000,0.49,1.9
05/08/2000,0.49,1.9
05/09/2000,0.49,1.9
05/09/2000,0.48,1.9
05/10/2000,0.48,1.9
05/10/2000,0.48,1.9
05/11/2000,0.49,1.9
05/11/2000,0.48,1.9
05/12/2000,0.48,1.9
05/12/2000,0.48,1.9
05/15/2000,0.48,1.9
05/15/2000,0.48,1.9
05/16/2000,0.48,1.9
05/16/2000,0.48,1.9
05/17/2000,0.48,1.9
05/17/2000,0.49,1.9
05/18/2000,0.49,1.9
05/18/2000,0.49,1.9
05/19/2000,0.49,1.9
05/19/2000,0.49,1.9
05/22/2000,0.48,1.9
05/22/2000,0.49,1.9
05/23/2000,0.48,1.9
05/23/2000,0.49,1.9
05/24/2000,0.49,1.9
05/24/2000,0.49,1.9
05/25/2000,0.49,1.9
05/25/2000,0.5,1.9
05/26/2000,0.5,1.9
05/26/2000,0.5,1.9
05/30/2000,0.5,1.9
05/30/2000,0.5,1.9
05/31/2000,0.5,1.9
