FF,FutureFuel Corp.,
Date,Price,Annualized Dividend
09/30/2015,7.8,0.3
10/01/2015,7.83,0.3
10/01/2015,7.9,0.3
10/02/2015,7.96,0.3
10/02/2015,9.31,0.3
10/05/2015,9.44,0.3
10/05/2015,9.25,0.3
10/06/2015,9.24,0.3
10/06/2015,9.78,0.3
10/07/2015,9.84,0.3
10/07/2015,10.11,0.3
10/08/2015,10.15,0.3
10/08/2015,9.86,0.3
10/09/2015,9.81,0.3
10/09/2015,9.86,0.3
10/12/2015,9.88,0.3
10/12/2015,10.14,0.3
10/13/2015,10.12,0.3
10/13/2015,10.51,0.3
10/14/2015,10.46,0.3
10/14/2015,10.42,0.3
10/15/2015,10.53,0.3
10/15/2015,10.68,0.3
10/16/2015,10.72,0.3
10/16/2015,10.65,0.3
10/19/2015,10.55,0.3
10/19/2015,10.97,0.3
10/20/2015,10.97,0.3
10/20/2015,11.29,0.3
10/21/2015,11.29,0.3
10/21/2015,11.1,0.3
10/22/2015,11.21,0.3
10/22/2015,11.27,0.3
10/23/2015,11.37,0.3
10/23/2015,11.66,0.3
10/26/2015,11.53,0.3
10/26/2015,11.47,0.3
10/27/2015,11.4,0.3
10/27/2015,11.09,0.3
10/28/2015,11.1,0.3
10/28/2015,11.7,0.3
10/29/2015,11.66,0.3
10/29/2015,12.02,0.3
10/30/2015,11.98,0.3
10/30/2015,12.17,0.3
11/02/2015,12.19,0.3
11/02/2015,12.42,0.3
11/03/2015,12.41,0.3
11/03/2015,12.5,0.3
11/04/2015,12.49,0.3
11/04/2015,12.16,0.3
11/05/2015,12.14,0.3
11/05/2015,12.1,0.3
11/06/2015,12.03,0.3
11/06/2015,12.07,0.3
11/09/2015,12.13,0.3
11/09/2015,12.03,0.3
11/10/2015,11.24,0.3
11/10/2015,11.26,0.3
11/11/2015,11.32,0.3
11/11/2015,11.42,0.3
11/12/2015,11.5,0.3
11/12/2015,11.28,0.3
11/13/2015,11.19,0.3
11/13/2015,11.52,0.3
11/16/2015,11.47,0.3
11/16/2015,11.75,0.3
11/17/2015,11.73,0.3
11/17/2015,11.46,0.3
11/18/2015,11.43,0.3
11/18/2015,11.48,0.3
11/19/2015,11.36,0.3
11/19/2015,11.36,0.3
11/20/2015,11.35,0.3
11/20/2015,11.21,0.3
11/23/2015,11.12,0.3
11/23/2015,11.23,0.3
11/24/2015,11.13,0.3
11/24/2015,11.24,0.3
11/25/2015,11.09,0.3
11/25/2015,11.25,0.3
11/27/2015,11.22,0.24
11/27/2015,11.52,0.24
11/30/2015,11.51,0.24
11/30/2015,11.36,0.24
12/01/2015,11.36,0.24
12/01/2015,11.43,0.24
12/02/2015,11.42,0.24
12/02/2015,11.44,0.24
12/03/2015,11.44,0.24
12/03/2015,11.22,0.24
12/04/2015,11.2,0.24
12/04/2015,11.43,0.24
12/07/2015,11.37,0.24
12/07/2015,11.24,0.24
12/08/2015,11.17,0.24
12/08/2015,11.06,0.24
12/09/2015,11.05,0.24
12/09/2015,10.97,0.24
12/10/2015,10.87,0.24
12/10/2015,10.8,0.24
12/11/2015,10.63,0.24
12/11/2015,10.58,0.24
12/14/2015,10.54,0.24
12/14/2015,10.67,0.24
12/15/2015,10.81,0.24
12/15/2015,10.78,0.24
12/16/2015,10.95,0.24
12/16/2015,11.0,0.24
12/17/2015,10.98,0.24
12/17/2015,10.85,0.24
12/18/2015,10.79,0.24
12/18/2015,11.17,0.24
12/21/2015,11.29,0.24
12/21/2015,11.15,0.24
12/22/2015,11.15,0.24
12/22/2015,11.32,0.24
12/23/2015,11.36,0.24
12/23/2015,11.28,0.24
12/24/2015,11.27,0.24
12/24/2015,11.28,0.24
12/28/2015,11.27,0.24
12/28/2015,11.14,0.24
12/29/2015,11.19,0.24
12/29/2015,11.24,0.24
12/30/2015,11.15,0.24
12/30/2015,10.86,0.24
12/31/2015,10.85,0.24
12/31/2015,10.71,0.24
01/04/2016,10.45,0.24
01/04/2016,10.31,0.24
01/05/2016,10.38,0.24
01/05/2016,10.37,0.24
01/06/2016,10.18,0.24
01/06/2016,9.97,0.24
01/07/2016,9.69,0.24
01/07/2016,9.8,0.24
01/08/2016,9.83,0.24
01/08/2016,9.57,0.24
01/11/2016,9.54,0.24
01/11/2016,9.45,0.24
01/12/2016,9.56,0.24
01/12/2016,9.41,0.24
01/13/2016,9.41,0.24
01/13/2016,8.99,0.24
01/14/2016,9.05,0.24
01/14/2016,9.32,0.24
01/15/2016,9.02,0.24
01/15/2016,9.33,0.24
01/19/2016,9.46,0.24
01/19/2016,9.12,0.24
01/20/2016,8.97,0.24
01/20/2016,9.32,0.24
01/21/2016,9.22,0.24
01/21/2016,9.24,0.24
01/22/2016,9.43,0.24
01/22/2016,9.35,0.24
01/25/2016,9.24,0.24
01/25/2016,9.13,0.24
01/26/2016,9.12,0.24
01/26/2016,9.01,0.24
01/27/2016,9.0,0.24
01/27/2016,9.25,0.24
01/28/2016,9.32,0.24
01/28/2016,9.45,0.24
01/29/2016,9.46,0.24
01/29/2016,9.93,0.24
02/01/2016,9.83,0.24
02/01/2016,9.94,0.24
02/02/2016,9.79,0.24
02/02/2016,9.5,0.24
02/03/2016,9.6,0.24
02/03/2016,9.69,0.24
02/04/2016,9.67,0.24
02/04/2016,9.68,0.24
02/05/2016,9.69,0.24
02/05/2016,9.5,0.24
02/08/2016,9.37,0.24
02/08/2016,9.35,0.24
02/09/2016,9.22,0.24
02/09/2016,9.5,0.24
02/10/2016,9.45,0.24
02/10/2016,9.34,0.24
02/11/2016,9.16,0.24
02/11/2016,9.29,0.24
02/12/2016,9.42,0.24
02/12/2016,9.33,0.24
02/16/2016,9.47,0.24
02/16/2016,9.48,0.24
02/17/2016,9.52,0.24
02/17/2016,9.42,0.24
02/18/2016,9.45,0.24
02/18/2016,9.32,0.24
02/19/2016,9.29,0.24
02/19/2016,9.57,0.24
02/22/2016,9.64,0.24
02/22/2016,9.64,0.24
02/23/2016,9.64,0.24
02/23/2016,9.67,0.24
02/24/2016,9.55,0.24
02/24/2016,10.07,0.24
02/25/2016,10.03,0.24
02/25/2016,10.01,0.24
02/26/2016,10.01,0.24
02/26/2016,10.05,0.24
02/29/2016,10.02,0.24
02/29/2016,10.22,0.24
03/01/2016,10.27,0.24
03/01/2016,10.59,0.24
03/02/2016,10.55,0.24
03/02/2016,10.52,0.24
03/03/2016,10.55,0.24
03/03/2016,10.77,0.24
03/04/2016,10.8,0.24
03/04/2016,10.87,0.24
03/07/2016,10.85,0.24
03/07/2016,11.59,0.24
03/08/2016,11.45,0.24
03/08/2016,11.24,0.24
03/09/2016,11.32,0.24
03/09/2016,11.44,0.24
03/10/2016,11.53,0.24
03/10/2016,11.25,0.24
03/11/2016,11.25,0.24
03/11/2016,10.29,0.24
03/14/2016,10.2,0.24
03/14/2016,9.69,0.24
03/15/2016,9.68,0.24
03/15/2016,9.35,0.24
03/16/2016,9.36,0.24
03/16/2016,9.48,0.24
03/17/2016,9.47,0.24
03/17/2016,9.78,0.24
03/18/2016,9.83,0.24
03/18/2016,9.4,0.24
03/21/2016,9.36,0.24
03/21/2016,9.35,0.24
03/22/2016,9.24,0.24
03/22/2016,9.25,0.24
03/23/2016,9.28,0.24
03/23/2016,9.27,0.24
03/24/2016,9.24,0.24
03/24/2016,9.42,0.24
03/28/2016,9.41,0.24
03/28/2016,9.08,0.24
03/29/2016,9.04,0.24
03/29/2016,9.15,0.24
03/30/2016,9.16,0.24
03/30/2016,9.16,0.24
03/31/2016,9.16,0.24
03/31/2016,9.39,0.24
04/01/2016,9.31,0.24
04/01/2016,9.04,0.24
04/04/2016,8.96,0.24
04/04/2016,9.01,0.24
04/05/2016,8.96,0.24
04/05/2016,8.41,0.24
04/06/2016,8.45,0.24
04/06/2016,8.17,0.24
04/07/2016,8.1,0.24
04/07/2016,8.15,0.24
04/08/2016,8.26,0.24
04/08/2016,8.17,0.24
04/11/2016,8.2,0.24
04/11/2016,8.19,0.24
04/12/2016,8.26,0.24
04/12/2016,8.48,0.24
04/13/2016,8.57,0.24
04/13/2016,8.59,0.24
04/14/2016,8.56,0.24
04/14/2016,8.64,0.24
04/15/2016,8.61,0.24
04/15/2016,8.72,0.24
04/18/2016,8.72,0.24
04/18/2016,8.89,0.24
04/19/2016,8.94,0.24
04/19/2016,9.0,0.24
04/20/2016,9.07,0.24
04/20/2016,8.99,0.24
04/21/2016,9.01,0.24
04/21/2016,9.01,0.24
04/22/2016,9.0,0.24
04/22/2016,8.98,0.24
04/25/2016,8.93,0.24
04/25/2016,8.95,0.24
04/26/2016,8.93,0.24
04/26/2016,9.0,0.24
04/27/2016,8.98,0.24
04/27/2016,9.05,0.24
04/28/2016,9.1,0.24
04/28/2016,9.34,0.24
04/29/2016,9.33,0.24
04/29/2016,8.96,0.24
05/02/2016,9.01,0.24
05/02/2016,9.37,0.24
05/03/2016,9.26,0.24
05/03/2016,9.05,0.24
05/04/2016,9.02,0.24
05/04/2016,9.09,0.24
05/05/2016,9.16,0.24
05/05/2016,8.92,0.24
05/06/2016,8.88,0.24
05/06/2016,9.04,0.24
05/09/2016,9.02,0.24
05/09/2016,8.96,0.24
05/10/2016,8.95,0.24
05/10/2016,9.12,0.24
05/11/2016,9.24,0.24
05/11/2016,9.86,0.24
05/12/2016,9.84,0.24
05/12/2016,8.74,0.24
05/13/2016,8.72,0.24
05/13/2016,8.55,0.24
05/16/2016,8.58,0.24
05/16/2016,8.66,0.24
05/17/2016,8.61,0.24
05/17/2016,8.42,0.24
05/18/2016,8.4,0.24
05/18/2016,8.65,0.24
05/19/2016,8.68,0.24
05/19/2016,8.56,0.24
05/20/2016,8.61,0.24
05/20/2016,8.84,0.24
05/23/2016,8.8,0.24
05/23/2016,8.84,0.24
05/24/2016,8.9,0.24
05/24/2016,9.04,0.24
05/25/2016,9.03,0.24
05/25/2016,8.9,0.24
05/26/2016,8.97,0.24
05/26/2016,8.9,0.24
05/27/2016,8.89,0.24
05/27/2016,9.0,0.24
05/31/2016,9.02,0.24
05/31/2016,8.92,0.24
06/01/2016,8.85,0.24
06/01/2016,9.01,0.24
06/02/2016,9.0,0.24
06/02/2016,8.96,0.24
06/03/2016,8.92,0.24
06/03/2016,8.83,0.24
06/06/2016,8.81,0.24
06/06/2016,8.84,0.24
06/07/2016,8.81,0.24
06/07/2016,8.85,0.24
06/08/2016,8.89,0.24
06/08/2016,8.75,0.24
06/09/2016,8.75,0.24
06/09/2016,8.47,0.24
06/10/2016,8.44,0.24
06/10/2016,8.57,0.24
06/13/2016,8.62,0.24
06/13/2016,8.64,0.24
06/14/2016,8.62,0.24
06/14/2016,8.79,0.24
06/15/2016,8.85,0.24
06/15/2016,8.79,0.24
06/16/2016,8.76,0.24
06/16/2016,8.52,0.24
06/17/2016,8.5,0.24
06/17/2016,8.37,0.24
06/20/2016,8.48,0.24
06/20/2016,8.56,0.24
06/21/2016,8.61,0.24
06/21/2016,8.32,0.24
06/22/2016,8.38,0.24
06/22/2016,8.26,0.24
06/23/2016,8.32,0.24
06/23/2016,8.71,0.24
06/24/2016,8.36,0.24
06/24/2016,8.36,0.24
06/27/2016,8.25,0.24
06/27/2016,7.89,0.24
06/28/2016,8.02,0.24
06/28/2016,7.87,0.24
06/29/2016,7.99,0.24
06/29/2016,8.25,0.24
06/30/2016,8.25,0.24
06/30/2016,8.72,0.24
07/01/2016,8.76,0.24
07/01/2016,8.65,0.24
07/05/2016,8.54,0.24
07/05/2016,8.64,0.24
07/06/2016,8.61,0.24
07/06/2016,8.67,0.24
07/07/2016,8.63,0.24
07/07/2016,8.6,0.24
07/08/2016,8.64,0.24
07/08/2016,8.96,0.24
07/11/2016,9.01,0.24
07/11/2016,8.96,0.24
07/12/2016,9.05,0.24
07/12/2016,9.17,0.24
07/13/2016,9.23,0.24
07/13/2016,9.21,0.24
07/14/2016,9.33,0.24
07/14/2016,9.21,0.24
07/15/2016,9.29,0.24
07/15/2016,9.24,0.24
07/18/2016,9.24,0.24
07/18/2016,9.21,0.24
07/19/2016,9.21,0.24
07/19/2016,9.21,0.24
07/20/2016,9.28,0.24
07/20/2016,9.17,0.24
07/21/2016,9.25,0.24
07/21/2016,9.14,0.24
07/22/2016,9.12,0.24
07/22/2016,9.16,0.24
07/25/2016,9.2,0.24
07/25/2016,8.88,0.24
07/26/2016,8.88,0.24
07/26/2016,9.0,0.24
07/27/2016,9.07,0.24
07/27/2016,9.39,0.24
07/28/2016,9.34,0.24
07/28/2016,9.26,0.24
07/29/2016,9.26,0.24
07/29/2016,9.18,0.24
08/01/2016,9.23,0.24
08/01/2016,9.21,0.24
08/02/2016,9.22,0.24
08/02/2016,9.21,0.24
08/03/2016,9.16,0.24
08/03/2016,9.19,0.24
08/04/2016,9.21,0.24
08/04/2016,9.17,0.24
08/05/2016,9.27,0.24
08/05/2016,9.38,0.24
08/08/2016,9.42,0.24
08/08/2016,9.29,0.24
08/09/2016,9.34,0.24
08/09/2016,9.3,0.24
08/10/2016,9.43,0.24
08/10/2016,9.14,0.24
08/11/2016,9.17,0.24
08/11/2016,9.45,0.24
08/12/2016,9.43,0.24
08/12/2016,9.5,0.24
08/15/2016,9.55,0.24
08/15/2016,9.44,0.24
08/16/2016,9.41,0.24
08/16/2016,9.49,0.24
08/17/2016,9.44,0.24
08/17/2016,9.62,0.24
08/18/2016,9.56,0.24
08/18/2016,9.59,0.24
08/19/2016,9.58,0.24
08/19/2016,9.47,0.24
08/22/2016,9.47,0.24
08/22/2016,9.57,0.24
08/23/2016,9.61,0.24
08/23/2016,9.52,0.24
08/24/2016,9.5,0.24
08/24/2016,9.47,0.24
08/25/2016,9.45,0.24
08/25/2016,9.47,0.24
08/26/2016,9.49,0.24
08/26/2016,9.47,0.24
08/29/2016,9.45,0.24
08/29/2016,9.47,0.24
08/30/2016,9.45,0.24
08/30/2016,9.49,0.24
08/31/2016,9.44,0.24
08/31/2016,9.41,0.24
09/01/2016,9.42,0.24
09/01/2016,9.32,0.24
09/02/2016,9.4,0.24
09/02/2016,9.42,0.24
09/06/2016,9.44,0.24
09/06/2016,9.28,0.24
09/07/2016,9.28,0.24
09/07/2016,9.22,0.24
09/08/2016,9.24,0.24
09/08/2016,9.16,0.24
09/09/2016,9.12,0.24
09/09/2016,8.77,0.24
09/12/2016,8.72,0.24
09/12/2016,8.83,0.24
09/13/2016,8.7,0.24
09/13/2016,8.5,0.24
09/14/2016,8.57,0.24
09/14/2016,8.41,0.24
09/15/2016,8.43,0.24
09/15/2016,8.41,0.24
09/16/2016,8.37,0.24
09/16/2016,8.49,0.24
09/19/2016,8.55,0.24
09/19/2016,8.8,0.24
09/20/2016,8.82,0.24
09/20/2016,8.69,0.24
09/21/2016,8.69,0.24
09/21/2016,8.89,0.24
09/22/2016,8.97,0.24
09/22/2016,9.18,0.24
09/23/2016,9.16,0.24
09/23/2016,9.11,0.24
09/26/2016,9.11,0.24
09/26/2016,8.77,0.24
09/27/2016,8.76,0.24
09/27/2016,8.91,0.24
09/28/2016,8.91,0.24
09/28/2016,9.05,0.24
09/29/2016,9.08,0.24
09/29/2016,8.88,0.24
09/30/2016,8.91,0.24
09/30/2016,9.08,0.24
10/03/2016,9.07,0.24
10/03/2016,9.15,0.24
10/04/2016,9.15,0.24
10/04/2016,9.12,0.24
10/05/2016,9.17,0.24
10/05/2016,9.23,0.24
10/06/2016,9.28,0.24
10/06/2016,9.41,0.24
10/07/2016,9.44,0.24
10/07/2016,9.34,0.24
10/10/2016,9.4,0.24
10/10/2016,9.62,0.24
10/11/2016,9.61,0.24
10/11/2016,9.4,0.24
10/12/2016,9.43,0.24
10/12/2016,9.52,0.24
10/13/2016,9.41,0.24
10/13/2016,9.18,0.24
10/14/2016,9.24,0.24
10/14/2016,9.24,0.24
10/17/2016,9.23,0.24
10/17/2016,9.29,0.24
10/18/2016,9.39,0.24
10/18/2016,9.32,0.24
10/19/2016,9.36,0.24
10/19/2016,9.38,0.24
10/20/2016,9.32,0.24
10/20/2016,9.42,0.24
10/21/2016,9.32,0.24
10/21/2016,9.36,0.24
10/24/2016,9.42,0.24
10/24/2016,9.33,0.24
10/25/2016,9.35,0.24
10/25/2016,9.24,0.24
10/26/2016,9.19,0.24
10/26/2016,9.0,0.24
10/27/2016,9.07,0.24
10/27/2016,8.9,0.24
10/28/2016,8.87,0.24
10/28/2016,8.76,0.24
10/31/2016,8.79,0.24
10/31/2016,8.83,0.24
11/01/2016,8.82,0.24
11/01/2016,8.76,0.24
11/02/2016,8.74,0.24
11/02/2016,8.66,0.24
11/03/2016,8.59,0.24
11/03/2016,8.6,0.24
11/04/2016,8.62,0.24
11/04/2016,8.61,0.24
11/07/2016,8.79,0.24
11/07/2016,8.92,0.24
11/08/2016,8.94,0.24
11/08/2016,9.16,0.24
11/09/2016,8.72,0.24
11/09/2016,9.48,0.24
11/10/2016,9.06,0.24
11/10/2016,9.57,0.24
11/11/2016,9.57,0.24
11/11/2016,10.04,0.24
11/14/2016,10.07,0.24
11/14/2016,10.57,0.24
11/15/2016,10.56,0.24
11/15/2016,10.88,0.24
11/16/2016,10.95,0.24
11/16/2016,11.1,0.24
11/17/2016,11.1,0.24
11/17/2016,10.98,0.24
11/18/2016,11.06,0.24
11/18/2016,10.9,0.24
11/21/2016,10.92,0.24
11/21/2016,11.08,0.24
11/22/2016,11.22,0.24
11/22/2016,11.18,0.24
11/23/2016,11.15,0.24
11/23/2016,11.26,0.24
11/25/2016,11.13,0.24
11/25/2016,11.38,0.24
11/28/2016,11.4,0.24
11/28/2016,11.03,0.24
11/29/2016,11.08,0.24
11/29/2016,11.09,0.24
11/30/2016,11.23,0.24
11/30/2016,11.1,0.24
12/01/2016,11.73,0.24
12/01/2016,12.01,0.24
12/02/2016,12.02,0.24
12/02/2016,11.89,0.24
12/05/2016,12.21,0.24
12/05/2016,12.16,0.24
12/06/2016,12.33,0.24
12/06/2016,12.5,0.24
12/07/2016,12.79,0.24
12/07/2016,12.65,0.24
12/08/2016,12.8,0.24
12/08/2016,13.22,0.24
12/09/2016,13.41,0.24
12/09/2016,13.1,0.24
12/12/2016,13.22,0.24
12/12/2016,12.75,0.24
12/13/2016,12.98,0.24
12/13/2016,12.92,0.24
12/14/2016,12.88,2.5300000000000002
12/14/2016,12.59,2.5300000000000002
12/15/2016,12.51,2.5300000000000002
12/15/2016,12.91,2.5300000000000002
12/16/2016,12.97,2.5300000000000002
12/16/2016,13.33,2.5300000000000002
12/19/2016,13.41,2.5300000000000002
12/19/2016,13.29,2.5300000000000002
12/20/2016,13.3,2.5300000000000002
12/20/2016,13.6,2.5300000000000002
12/21/2016,13.54,2.5300000000000002
12/21/2016,13.36,2.5300000000000002
12/22/2016,13.59,2.5300000000000002
12/22/2016,13.03,2.5300000000000002
12/23/2016,13.05,2.5300000000000002
12/23/2016,13.13,2.5300000000000002
12/27/2016,13.05,2.5300000000000002
12/27/2016,13.27,2.5300000000000002
12/28/2016,13.26,2.5300000000000002
12/28/2016,13.43,2.5300000000000002
12/29/2016,13.41,2.5300000000000002
12/29/2016,13.42,2.5300000000000002
12/30/2016,13.42,2.5300000000000002
12/30/2016,13.12,2.5300000000000002
01/03/2017,13.27,2.5300000000000002
01/03/2017,13.17,2.5300000000000002
01/04/2017,13.27,2.5300000000000002
01/04/2017,13.42,2.5300000000000002
01/05/2017,13.34,2.5300000000000002
01/05/2017,13.01,2.5300000000000002
01/06/2017,13.1,2.5300000000000002
01/06/2017,12.99,2.5300000000000002
01/09/2017,12.93,2.5300000000000002
01/09/2017,12.78,2.5300000000000002
01/10/2017,12.89,2.5300000000000002
01/10/2017,13.0,2.5300000000000002
01/11/2017,13.0,2.5300000000000002
01/11/2017,13.02,2.5300000000000002
01/12/2017,12.96,2.5300000000000002
01/12/2017,12.66,2.5300000000000002
01/13/2017,12.76,2.5300000000000002
01/13/2017,12.75,2.5300000000000002
01/17/2017,12.73,2.5300000000000002
01/17/2017,12.56,2.5300000000000002
01/18/2017,12.56,2.5300000000000002
01/18/2017,12.66,2.5300000000000002
01/19/2017,12.7,2.5300000000000002
01/19/2017,12.55,2.5300000000000002
01/20/2017,12.59,2.5300000000000002
01/20/2017,12.59,2.5300000000000002
01/23/2017,12.59,2.5300000000000002
01/23/2017,12.61,2.5300000000000002
01/24/2017,12.6,2.5300000000000002
01/24/2017,12.84,2.5300000000000002
01/25/2017,12.85,2.5300000000000002
01/25/2017,12.75,2.5300000000000002
01/26/2017,12.75,2.5300000000000002
01/26/2017,12.71,2.5300000000000002
01/27/2017,12.71,2.5300000000000002
01/27/2017,12.66,2.5300000000000002
01/30/2017,12.56,2.5300000000000002
01/30/2017,12.29,2.5300000000000002
01/31/2017,12.36,2.5300000000000002
01/31/2017,12.26,2.5300000000000002
02/01/2017,12.34,2.5300000000000002
02/01/2017,12.47,2.5300000000000002
02/02/2017,12.34,2.5300000000000002
02/02/2017,12.12,2.5300000000000002
02/03/2017,12.16,2.5300000000000002
02/03/2017,12.4,2.5300000000000002
02/06/2017,12.27,2.5300000000000002
02/06/2017,12.25,2.5300000000000002
02/07/2017,12.3,2.5300000000000002
02/07/2017,12.36,2.5300000000000002
02/08/2017,12.26,2.5300000000000002
02/08/2017,12.17,2.5300000000000002
02/09/2017,12.14,2.5300000000000002
02/09/2017,12.24,2.5300000000000002
02/10/2017,12.35,2.5300000000000002
02/10/2017,12.47,2.5300000000000002
02/13/2017,12.52,2.5300000000000002
02/13/2017,12.39,2.5300000000000002
02/14/2017,12.34,2.5300000000000002
02/14/2017,12.43,2.5300000000000002
02/15/2017,12.44,2.5300000000000002
02/15/2017,12.46,2.5300000000000002
02/16/2017,12.44,2.5300000000000002
02/16/2017,12.46,2.5300000000000002
02/17/2017,12.46,2.5300000000000002
02/17/2017,12.54,2.5300000000000002
02/21/2017,12.63,2.5300000000000002
02/21/2017,12.56,2.5300000000000002
02/22/2017,12.57,2.5300000000000002
02/22/2017,12.52,2.5300000000000002
02/23/2017,12.59,2.5300000000000002
02/23/2017,12.48,2.5300000000000002
02/24/2017,12.46,2.5300000000000002
02/24/2017,12.85,2.5300000000000002
02/27/2017,12.9,2.5300000000000002
02/27/2017,12.99,2.5300000000000002
02/28/2017,12.95,2.5300000000000002
02/28/2017,12.55,2.5300000000000002
03/01/2017,12.79,2.5300000000000002
03/01/2017,12.92,2.5300000000000002
03/02/2017,12.91,2.5300000000000002
03/02/2017,12.78,2.5300000000000002
03/03/2017,12.77,2.5300000000000002
03/03/2017,12.76,2.5300000000000002
03/06/2017,12.69,2.5300000000000002
03/06/2017,12.47,2.5300000000000002
03/07/2017,12.42,2.5300000000000002
03/07/2017,12.46,2.5300000000000002
03/08/2017,12.52,2.5300000000000002
03/08/2017,12.47,2.5300000000000002
03/09/2017,12.48,2.5300000000000002
03/09/2017,12.29,2.5300000000000002
03/10/2017,12.39,2.5300000000000002
03/10/2017,12.27,2.5300000000000002
03/13/2017,12.27,2.5300000000000002
03/13/2017,12.46,2.5300000000000002
03/14/2017,12.34,2.5300000000000002
03/14/2017,12.38,2.5300000000000002
03/15/2017,12.47,2.5300000000000002
03/15/2017,12.53,2.5300000000000002
03/16/2017,12.59,2.5300000000000002
03/16/2017,12.57,2.5300000000000002
03/17/2017,12.57,2.5300000000000002
03/17/2017,13.43,2.5300000000000002
03/20/2017,13.49,2.5300000000000002
03/20/2017,13.53,2.5300000000000002
03/21/2017,13.53,2.5300000000000002
03/21/2017,12.73,2.5300000000000002
03/22/2017,12.72,2.5300000000000002
03/22/2017,12.91,2.5300000000000002
03/23/2017,12.94,2.5300000000000002
03/23/2017,13.16,2.5300000000000002
03/24/2017,13.19,2.5300000000000002
03/24/2017,12.81,2.5300000000000002
03/27/2017,12.66,2.5300000000000002
03/27/2017,12.99,2.5300000000000002
03/28/2017,12.94,2.5300000000000002
03/28/2017,13.06,2.5300000000000002
03/29/2017,13.04,2.5300000000000002
03/29/2017,13.26,2.5300000000000002
03/30/2017,13.26,2.5300000000000002
03/30/2017,13.49,2.5300000000000002
03/31/2017,13.47,2.5300000000000002
03/31/2017,13.45,2.5300000000000002
04/03/2017,13.45,2.5300000000000002
04/03/2017,13.35,2.5300000000000002
04/04/2017,13.36,2.5300000000000002
04/04/2017,13.53,2.5300000000000002
04/05/2017,13.66,2.5300000000000002
04/05/2017,13.31,2.5300000000000002
04/06/2017,13.31,2.5300000000000002
04/06/2017,13.29,2.5300000000000002
04/07/2017,13.26,2.5300000000000002
04/07/2017,13.54,2.5300000000000002
04/10/2017,13.6,2.5300000000000002
04/10/2017,13.46,2.5300000000000002
04/11/2017,13.41,2.5300000000000002
04/11/2017,13.85,2.5300000000000002
04/12/2017,13.78,2.5300000000000002
04/12/2017,13.49,2.5300000000000002
04/13/2017,13.46,2.5300000000000002
04/13/2017,13.32,2.5300000000000002
04/17/2017,13.32,2.5300000000000002
04/17/2017,13.6,2.5300000000000002
04/18/2017,13.51,2.5300000000000002
04/18/2017,13.67,2.5300000000000002
04/19/2017,13.74,2.5300000000000002
04/19/2017,13.67,2.5300000000000002
04/20/2017,13.74,2.5300000000000002
04/20/2017,13.93,2.5300000000000002
04/21/2017,13.9,2.5300000000000002
04/21/2017,14.04,2.5300000000000002
04/24/2017,14.33,2.5300000000000002
04/24/2017,14.33,2.5300000000000002
04/25/2017,14.5,2.5300000000000002
04/25/2017,14.73,2.5300000000000002
04/26/2017,14.68,2.5300000000000002
04/26/2017,14.66,2.5300000000000002
04/27/2017,14.7,2.5300000000000002
04/27/2017,14.99,2.5300000000000002
04/28/2017,14.97,2.5300000000000002
04/28/2017,14.66,2.5300000000000002
05/01/2017,14.65,2.5300000000000002
05/01/2017,14.76,2.5300000000000002
05/02/2017,14.82,2.5300000000000002
05/02/2017,14.71,2.5300000000000002
05/03/2017,14.64,2.5300000000000002
05/03/2017,14.7,2.5300000000000002
05/04/2017,14.77,2.5300000000000002
05/04/2017,14.63,2.5300000000000002
05/05/2017,14.72,2.5300000000000002
05/05/2017,15.32,2.5300000000000002
05/08/2017,15.3,2.5300000000000002
05/08/2017,15.44,2.5300000000000002
05/09/2017,15.43,2.5300000000000002
05/09/2017,15.51,2.5300000000000002
05/10/2017,14.7,2.5300000000000002
05/10/2017,14.43,2.5300000000000002
05/11/2017,14.31,2.5300000000000002
05/11/2017,14.24,2.5300000000000002
05/12/2017,14.2,2.5300000000000002
05/12/2017,14.23,2.5300000000000002
05/15/2017,14.27,2.5300000000000002
05/15/2017,14.21,2.5300000000000002
05/16/2017,14.21,2.5300000000000002
05/16/2017,13.94,2.5300000000000002
05/17/2017,13.94,2.5300000000000002
05/17/2017,13.41,2.5300000000000002
05/18/2017,13.35,2.5300000000000002
05/18/2017,13.39,2.5300000000000002
05/19/2017,13.38,2.5300000000000002
05/19/2017,13.31,2.5300000000000002
05/22/2017,13.31,2.5300000000000002
05/22/2017,13.36,2.5300000000000002
05/23/2017,13.44,2.5300000000000002
05/23/2017,13.38,2.5300000000000002
05/24/2017,13.35,2.5300000000000002
05/24/2017,13.23,2.5300000000000002
05/25/2017,13.23,2.5300000000000002
05/25/2017,13.17,2.5300000000000002
05/26/2017,13.12,2.5300000000000002
05/26/2017,13.22,2.5300000000000002
05/30/2017,13.21,2.5300000000000002
05/30/2017,13.04,2.5300000000000002
05/31/2017,13.07,2.5300000000000002
05/31/2017,12.9,2.5300000000000002
06/01/2017,12.97,2.5300000000000002
06/01/2017,13.01,2.5300000000000002
06/02/2017,13.01,2.5300000000000002
06/02/2017,13.42,2.5300000000000002
06/05/2017,13.36,2.5300000000000002
06/05/2017,13.42,2.5300000000000002
06/06/2017,13.26,2.5300000000000002
06/06/2017,13.47,2.5300000000000002
06/07/2017,13.43,2.5300000000000002
06/07/2017,13.39,2.5300000000000002
06/08/2017,13.38,2.5300000000000002
