FF,FutureFuel Corp.,
Date,Price,Annualized Dividend
06/08/2017,13.61,2.5300000000000002
06/09/2017,13.66,2.5300000000000002
06/09/2017,14.08,2.5300000000000002
06/12/2017,14.08,2.5300000000000002
06/12/2017,14.09,2.5300000000000002
06/13/2017,14.12,2.5300000000000002
06/13/2017,14.22,2.5300000000000002
06/14/2017,14.25,2.5300000000000002
06/14/2017,13.97,2.5300000000000002
06/15/2017,13.81,2.5300000000000002
06/15/2017,14.09,2.5300000000000002
06/16/2017,13.88,2.5300000000000002
06/16/2017,14.04,2.5300000000000002
06/19/2017,14.13,2.5300000000000002
06/19/2017,14.13,2.5300000000000002
06/20/2017,14.12,2.5300000000000002
06/20/2017,14.13,2.5300000000000002
06/21/2017,14.14,2.5300000000000002
06/21/2017,13.96,2.5300000000000002
06/22/2017,14.01,2.5300000000000002
06/22/2017,14.04,2.5300000000000002
06/23/2017,14.06,2.5300000000000002
06/23/2017,14.13,2.5300000000000002
06/26/2017,14.1,2.5300000000000002
06/26/2017,14.13,2.5300000000000002
06/27/2017,14.13,2.5300000000000002
06/27/2017,14.11,2.5300000000000002
06/28/2017,14.14,2.5300000000000002
06/28/2017,14.28,2.5300000000000002
06/29/2017,14.29,2.5300000000000002
06/29/2017,14.4,2.5300000000000002
06/30/2017,14.42,2.5300000000000002
06/30/2017,14.37,2.5300000000000002
07/03/2017,14.41,2.5300000000000002
07/03/2017,14.38,2.5300000000000002
07/05/2017,14.36,2.5300000000000002
07/05/2017,14.08,2.5300000000000002
07/06/2017,13.98,2.5300000000000002
07/06/2017,14.15,2.5300000000000002
07/07/2017,14.17,2.5300000000000002
07/07/2017,14.38,2.5300000000000002
07/10/2017,14.29,2.5300000000000002
07/10/2017,14.19,2.5300000000000002
07/11/2017,14.24,2.5300000000000002
07/11/2017,14.12,2.5300000000000002
07/12/2017,14.17,2.5300000000000002
07/12/2017,14.22,2.5300000000000002
07/13/2017,14.21,2.5300000000000002
07/13/2017,14.34,2.5300000000000002
07/14/2017,14.32,2.5300000000000002
07/14/2017,14.32,2.5300000000000002
07/17/2017,14.29,2.5300000000000002
07/17/2017,14.32,2.5300000000000002
07/18/2017,14.22,2.5300000000000002
07/18/2017,14.25,2.5300000000000002
07/19/2017,14.24,2.5300000000000002
07/19/2017,14.25,2.5300000000000002
07/20/2017,14.22,2.5300000000000002
07/20/2017,14.03,2.5300000000000002
07/21/2017,14.31,2.5300000000000002
07/21/2017,14.06,2.5300000000000002
07/24/2017,14.07,2.5300000000000002
07/24/2017,14.13,2.5300000000000002
07/25/2017,14.16,2.5300000000000002
07/25/2017,14.22,2.5300000000000002
07/26/2017,14.21,2.5300000000000002
07/26/2017,13.92,2.5300000000000002
07/27/2017,13.92,2.5300000000000002
07/27/2017,13.95,2.5300000000000002
07/28/2017,13.96,2.5300000000000002
07/28/2017,14.11,2.5300000000000002
07/31/2017,14.08,2.5300000000000002
07/31/2017,13.87,2.5300000000000002
08/01/2017,13.87,2.5300000000000002
08/01/2017,14.18,2.5300000000000002
08/02/2017,14.14,2.5300000000000002
08/02/2017,13.99,2.5300000000000002
08/03/2017,14.02,2.5300000000000002
08/03/2017,13.87,2.5300000000000002
08/04/2017,13.95,2.5300000000000002
08/04/2017,13.89,2.5300000000000002
08/07/2017,13.88,2.5300000000000002
08/07/2017,14.19,2.5300000000000002
08/08/2017,14.18,2.5300000000000002
08/08/2017,14.13,2.5300000000000002
08/09/2017,13.96,2.5300000000000002
08/09/2017,13.88,2.5300000000000002
08/10/2017,13.81,2.5300000000000002
08/10/2017,12.48,2.5300000000000002
08/11/2017,12.38,2.5300000000000002
08/11/2017,12.49,2.5300000000000002
08/14/2017,12.51,2.5300000000000002
08/14/2017,12.79,2.5300000000000002
08/15/2017,12.78,2.5300000000000002
08/15/2017,12.85,2.5300000000000002
08/16/2017,12.89,2.5300000000000002
08/16/2017,12.69,2.5300000000000002
08/17/2017,12.67,2.5300000000000002
08/17/2017,12.41,2.5300000000000002
08/18/2017,12.29,2.5300000000000002
08/18/2017,12.58,2.5300000000000002
08/21/2017,12.55,2.5300000000000002
08/21/2017,12.46,2.5300000000000002
08/22/2017,12.48,2.5300000000000002
08/22/2017,12.71,2.5300000000000002
08/23/2017,12.62,2.5300000000000002
08/23/2017,12.55,2.5300000000000002
08/24/2017,12.58,2.5300000000000002
08/24/2017,12.62,2.5300000000000002
08/25/2017,12.67,2.5300000000000002
08/25/2017,12.84,2.5300000000000002
08/28/2017,12.84,2.5300000000000002
08/28/2017,12.68,2.5300000000000002
08/29/2017,12.59,2.5300000000000002
08/29/2017,12.66,2.5300000000000002
08/30/2017,12.63,2.5300000000000002
08/30/2017,12.94,2.5300000000000002
08/31/2017,13.0,2.5300000000000002
08/31/2017,12.9,2.5300000000000002
09/01/2017,12.93,2.5300000000000002
09/01/2017,13.05,2.5300000000000002
09/05/2017,13.05,2.5300000000000002
09/05/2017,13.13,2.5300000000000002
09/06/2017,13.17,2.5300000000000002
09/06/2017,13.23,2.5300000000000002
09/07/2017,13.16,2.5300000000000002
09/07/2017,13.33,2.5300000000000002
09/08/2017,13.28,2.5300000000000002
09/08/2017,13.6,2.5300000000000002
09/11/2017,13.73,2.5300000000000002
09/11/2017,13.88,2.5300000000000002
09/12/2017,13.91,2.5300000000000002
09/12/2017,13.74,2.5300000000000002
09/13/2017,13.71,2.5300000000000002
09/13/2017,14.12,2.5300000000000002
09/14/2017,14.09,2.5300000000000002
09/14/2017,14.17,2.5300000000000002
09/15/2017,14.21,2.5300000000000002
09/15/2017,14.31,2.5300000000000002
09/18/2017,14.29,2.5300000000000002
09/18/2017,14.27,2.5300000000000002
09/19/2017,14.25,2.5300000000000002
09/19/2017,14.38,2.5300000000000002
09/20/2017,14.35,2.5300000000000002
09/20/2017,14.37,2.5300000000000002
09/21/2017,14.31,2.5300000000000002
09/21/2017,14.35,2.5300000000000002
09/22/2017,14.36,2.5300000000000002
09/22/2017,14.64,2.5300000000000002
09/25/2017,14.57,2.5300000000000002
09/25/2017,14.67,2.5300000000000002
09/26/2017,14.73,2.5300000000000002
09/26/2017,14.84,2.5300000000000002
09/27/2017,14.91,2.5300000000000002
09/27/2017,15.2,2.5300000000000002
09/28/2017,15.19,2.5300000000000002
09/28/2017,15.25,2.5300000000000002
09/29/2017,15.2,2.5300000000000002
09/29/2017,15.06,2.5300000000000002
10/02/2017,15.07,2.5300000000000002
10/02/2017,15.48,2.5300000000000002
10/03/2017,15.5,2.5300000000000002
10/03/2017,15.52,2.5300000000000002
10/04/2017,15.5,2.5300000000000002
10/04/2017,15.27,2.5300000000000002
10/05/2017,15.3,2.5300000000000002
10/05/2017,15.15,2.5300000000000002
10/06/2017,15.04,2.5300000000000002
10/06/2017,14.84,2.5300000000000002
10/09/2017,14.91,2.5300000000000002
10/09/2017,14.84,2.5300000000000002
10/10/2017,14.97,2.5300000000000002
10/10/2017,14.82,2.5300000000000002
10/11/2017,14.8,2.5300000000000002
10/11/2017,14.68,2.5300000000000002
10/12/2017,14.6,2.5300000000000002
10/12/2017,14.73,2.5300000000000002
10/13/2017,14.77,2.5300000000000002
10/13/2017,14.72,2.5300000000000002
10/16/2017,14.74,2.5300000000000002
10/16/2017,14.79,2.5300000000000002
10/17/2017,14.78,2.5300000000000002
10/17/2017,14.63,2.5300000000000002
10/18/2017,14.69,2.5300000000000002
10/18/2017,14.62,2.5300000000000002
10/19/2017,14.54,2.5300000000000002
10/19/2017,14.34,2.5300000000000002
10/20/2017,14.49,2.5300000000000002
10/20/2017,14.59,2.5300000000000002
10/23/2017,14.66,2.5300000000000002
10/23/2017,14.43,2.5300000000000002
10/24/2017,14.54,2.5300000000000002
10/24/2017,14.49,2.5300000000000002
10/25/2017,14.46,2.5300000000000002
10/25/2017,14.67,2.5300000000000002
10/26/2017,14.75,2.5300000000000002
10/26/2017,14.61,2.5300000000000002
10/27/2017,14.68,2.5300000000000002
10/27/2017,14.57,2.5300000000000002
10/30/2017,14.6,2.5300000000000002
10/30/2017,14.16,2.5300000000000002
10/31/2017,14.28,2.5300000000000002
10/31/2017,14.52,2.5300000000000002
11/01/2017,14.69,2.5300000000000002
11/01/2017,14.49,2.5300000000000002
11/02/2017,14.45,2.5300000000000002
11/02/2017,14.5,2.5300000000000002
11/03/2017,14.5,2.5300000000000002
11/03/2017,14.43,2.5300000000000002
11/06/2017,14.39,2.5300000000000002
11/06/2017,14.4,2.5300000000000002
11/07/2017,14.35,2.5300000000000002
11/07/2017,14.17,2.5300000000000002
11/08/2017,14.11,2.5300000000000002
11/08/2017,14.19,2.5300000000000002
11/09/2017,14.02,2.5300000000000002
11/09/2017,13.66,2.5300000000000002
11/10/2017,13.59,2.5300000000000002
11/10/2017,13.78,2.5300000000000002
11/13/2017,13.71,2.5300000000000002
11/13/2017,13.55,2.5300000000000002
11/14/2017,13.46,2.5300000000000002
11/14/2017,13.61,2.5300000000000002
11/15/2017,13.53,2.5300000000000002
11/15/2017,13.6,2.5300000000000002
11/16/2017,13.63,2.5300000000000002
11/16/2017,13.91,2.5300000000000002
11/17/2017,13.84,2.5300000000000002
11/17/2017,13.86,2.5300000000000002
11/20/2017,13.87,2.5300000000000002
11/20/2017,14.04,2.5300000000000002
11/21/2017,14.14,2.5300000000000002
11/21/2017,14.38,2.5300000000000002
11/22/2017,14.36,2.5300000000000002
11/22/2017,14.35,2.5300000000000002
11/24/2017,14.43,2.5300000000000002
11/24/2017,14.8,2.5300000000000002
11/27/2017,14.75,2.5300000000000002
11/27/2017,14.41,2.5300000000000002
11/28/2017,14.41,2.5300000000000002
11/28/2017,14.78,2.5300000000000002
11/29/2017,14.85,2.5300000000000002
11/29/2017,14.75,2.5300000000000002
11/30/2017,14.83,2.5900000000000003
11/30/2017,14.47,2.5900000000000003
12/01/2017,14.46,2.5900000000000003
12/01/2017,14.1,2.5900000000000003
12/04/2017,14.28,2.5900000000000003
12/04/2017,14.22,2.5900000000000003
12/05/2017,14.22,2.5900000000000003
12/05/2017,14.1,2.5900000000000003
12/06/2017,14.07,2.5900000000000003
12/06/2017,14.12,2.5900000000000003
12/07/2017,14.13,2.5900000000000003
12/07/2017,14.03,2.5900000000000003
12/08/2017,14.11,2.5900000000000003
12/08/2017,13.79,2.5900000000000003
12/11/2017,13.8,2.5900000000000003
12/11/2017,13.85,2.5900000000000003
12/12/2017,13.84,2.5900000000000003
12/12/2017,13.95,2.5900000000000003
12/13/2017,13.95,2.5900000000000003
12/13/2017,13.88,2.5900000000000003
12/14/2017,13.91,2.5900000000000003
12/14/2017,13.68,2.5900000000000003
12/15/2017,13.75,2.5900000000000003
12/15/2017,13.77,2.5900000000000003
12/18/2017,13.86,2.5900000000000003
12/18/2017,13.97,2.5900000000000003
12/19/2017,13.97,2.5900000000000003
12/19/2017,13.89,2.5900000000000003
12/20/2017,13.97,0.3
12/20/2017,13.77,0.3
12/21/2017,13.79,0.3
12/21/2017,13.99,0.3
12/22/2017,13.89,0.3
12/22/2017,13.71,0.3
12/26/2017,13.64,0.3
12/26/2017,13.71,0.3
12/27/2017,13.67,0.3
12/27/2017,13.76,0.3
12/28/2017,13.74,0.3
12/28/2017,13.78,0.3
12/29/2017,13.86,0.3
12/29/2017,13.59,0.3
01/02/2018,13.6,0.3
01/02/2018,13.57,0.3
01/03/2018,13.52,0.3
01/03/2018,13.1,0.3
01/04/2018,13.13,0.3
01/04/2018,13.26,0.3
01/05/2018,13.26,0.3
01/05/2018,13.45,0.3
01/08/2018,13.47,0.3
01/08/2018,13.5,0.3
01/09/2018,13.51,0.3
01/09/2018,13.12,0.3
01/10/2018,13.05,0.3
01/10/2018,13.13,0.3
01/11/2018,13.17,0.3
01/11/2018,13.83,0.3
01/12/2018,13.83,0.3
01/12/2018,13.66,0.3
01/16/2018,13.74,0.3
01/16/2018,13.48,0.3
01/17/2018,13.5,0.3
01/17/2018,13.96,0.3
01/18/2018,13.9,0.3
01/18/2018,13.46,0.3
01/19/2018,13.44,0.3
01/19/2018,13.89,0.3
01/22/2018,13.87,0.3
01/22/2018,13.45,0.3
01/23/2018,13.42,0.3
01/23/2018,13.38,0.3
01/24/2018,13.44,0.3
01/24/2018,13.3,0.3
01/25/2018,13.39,0.3
01/25/2018,13.6,0.3
01/26/2018,13.61,0.3
01/26/2018,13.35,0.3
01/29/2018,13.31,0.3
01/29/2018,13.28,0.3
01/30/2018,13.13,0.3
01/30/2018,13.12,0.3
01/31/2018,13.19,0.3
01/31/2018,12.92,0.3
02/01/2018,12.87,0.3
02/01/2018,12.93,0.3
02/02/2018,12.81,0.3
02/02/2018,12.67,0.3
02/05/2018,12.54,0.3
02/05/2018,12.03,0.3
02/06/2018,11.76,0.3
02/06/2018,12.18,0.3
02/07/2018,12.15,0.3
02/07/2018,12.2,0.3
02/08/2018,12.18,0.3
02/08/2018,11.79,0.3
02/09/2018,11.89,0.3
02/09/2018,12.07,0.3
02/12/2018,12.05,0.3
02/12/2018,12.1,0.3
02/13/2018,12.08,0.3
02/13/2018,12.24,0.3
02/14/2018,12.08,0.3
02/14/2018,12.32,0.3
02/15/2018,12.41,0.3
02/15/2018,12.32,0.3
02/16/2018,12.27,0.3
02/16/2018,12.38,0.3
02/20/2018,12.32,0.3
02/20/2018,12.35,0.3
02/21/2018,12.37,0.3
02/21/2018,12.35,0.3
02/22/2018,12.43,0.3
02/22/2018,12.22,0.3
02/23/2018,12.31,0.3
02/23/2018,12.31,0.3
02/26/2018,12.33,0.3
02/26/2018,12.23,0.3
02/27/2018,12.19,0.3
02/27/2018,11.91,0.3
02/28/2018,11.92,0.3
02/28/2018,11.62,0.3
03/01/2018,11.58,0.3
03/01/2018,11.67,0.3
03/02/2018,11.54,0.3
03/02/2018,11.9,0.3
03/05/2018,11.83,0.3
03/05/2018,12.11,0.3
03/06/2018,12.19,0.3
03/06/2018,12.32,0.3
03/07/2018,12.2,0.3
03/07/2018,12.47,0.3
03/08/2018,12.5,0.3
03/08/2018,12.59,0.3
03/09/2018,12.64,0.3
03/09/2018,12.94,0.3
03/12/2018,12.94,0.3
03/12/2018,13.05,0.3
03/13/2018,13.09,0.3
03/13/2018,12.98,0.3
03/14/2018,13.04,0.3
03/14/2018,12.82,0.3
03/15/2018,12.9,0.3
03/15/2018,12.92,0.3
03/16/2018,12.9,0.3
03/16/2018,13.13,0.3
03/19/2018,12.84,0.3
03/19/2018,12.72,0.3
03/20/2018,12.73,0.3
03/20/2018,12.54,0.3
03/21/2018,12.53,0.3
03/21/2018,12.69,0.3
03/22/2018,12.57,0.3
03/22/2018,12.41,0.3
03/23/2018,12.41,0.3
03/23/2018,11.99,0.3
03/26/2018,12.18,0.3
03/26/2018,12.37,0.3
03/27/2018,12.43,0.3
03/27/2018,11.97,0.3
03/28/2018,11.98,0.3
03/28/2018,11.96,0.3
03/29/2018,12.04,0.3
03/29/2018,11.62,0.3
04/02/2018,11.63,0.3
04/02/2018,11.43,0.3
04/03/2018,11.52,0.3
04/03/2018,11.42,0.3
04/04/2018,11.24,0.3
04/04/2018,11.39,0.3
04/05/2018,11.42,0.3
04/05/2018,11.51,0.3
04/06/2018,11.49,0.3
04/06/2018,11.12,0.3
04/09/2018,11.23,0.3
04/09/2018,11.13,0.3
04/10/2018,11.27,0.3
04/10/2018,11.43,0.3
04/11/2018,11.33,0.3
04/11/2018,11.63,0.3
04/12/2018,11.67,0.3
04/12/2018,11.59,0.3
04/13/2018,11.61,0.3
04/13/2018,11.6,0.3
04/16/2018,11.67,0.3
04/16/2018,11.8,0.3
04/17/2018,11.87,0.3
04/17/2018,11.89,0.3
04/18/2018,11.92,0.3
04/18/2018,11.92,0.3
04/19/2018,11.92,0.3
04/19/2018,11.84,0.3
04/20/2018,11.8,0.3
04/20/2018,11.74,0.3
04/23/2018,11.8,0.3
04/23/2018,11.59,0.3
04/24/2018,11.62,0.3
04/24/2018,11.46,0.3
04/25/2018,11.43,0.3
04/25/2018,11.45,0.3
04/26/2018,11.45,0.3
04/26/2018,11.47,0.3
04/27/2018,11.49,0.3
04/27/2018,11.31,0.3
04/30/2018,11.32,0.3
04/30/2018,11.34,0.3
05/01/2018,11.32,0.3
05/01/2018,11.37,0.3
05/02/2018,11.31,0.3
05/02/2018,11.52,0.3
05/03/2018,11.51,0.3
05/03/2018,11.25,0.3
05/04/2018,11.18,0.3
05/04/2018,11.35,0.3
05/07/2018,11.37,0.3
05/07/2018,11.31,0.3
05/08/2018,11.23,0.3
05/08/2018,11.33,0.3
05/09/2018,11.39,0.3
05/09/2018,11.45,0.3
05/10/2018,11.48,0.3
05/10/2018,11.12,0.3
05/11/2018,11.14,0.3
05/11/2018,11.19,0.3
05/14/2018,11.22,0.3
05/14/2018,11.53,0.3
05/15/2018,11.52,0.3
05/15/2018,12.31,0.3
05/16/2018,12.3,0.3
05/16/2018,12.4,0.3
05/17/2018,12.42,0.3
05/17/2018,12.99,0.3
05/18/2018,13.06,0.3
05/18/2018,13.09,0.3
05/21/2018,13.18,0.3
05/21/2018,13.1,0.3
05/22/2018,13.19,0.3
05/22/2018,13.08,0.3
05/23/2018,13.06,0.3
05/23/2018,13.31,0.3
05/24/2018,13.31,0.3
05/24/2018,13.56,0.3
05/25/2018,13.54,0.3
05/25/2018,13.4,0.3
05/29/2018,13.33,0.3
05/29/2018,13.31,0.3
05/30/2018,13.4,0.3
05/30/2018,13.46,0.3
05/31/2018,13.45,0.3
05/31/2018,13.11,0.3
06/01/2018,13.17,0.3
06/01/2018,13.06,0.3
06/04/2018,13.15,0.3
06/04/2018,13.3,0.3
06/05/2018,13.33,0.3
06/05/2018,13.51,0.3
06/06/2018,13.51,0.3
06/06/2018,13.61,0.3
06/07/2018,13.61,0.3
06/07/2018,13.56,0.3
06/08/2018,13.52,0.3
06/08/2018,13.51,0.3
06/11/2018,13.52,0.3
06/11/2018,13.82,0.3
06/12/2018,13.79,0.3
06/12/2018,13.73,0.3
06/13/2018,13.74,0.3
06/13/2018,13.59,0.3
06/14/2018,13.6,0.3
06/14/2018,13.51,0.3
06/15/2018,13.5,0.3
06/15/2018,13.61,0.3
06/18/2018,13.51,0.3
06/18/2018,13.86,0.3
06/19/2018,13.79,0.3
06/19/2018,13.81,0.3
06/20/2018,13.9,0.3
06/20/2018,14.01,0.3
06/21/2018,14.01,0.3
06/21/2018,13.9,0.3
06/22/2018,13.95,0.3
06/22/2018,14.02,0.3
06/25/2018,13.9,0.3
06/25/2018,13.93,0.3
06/26/2018,13.98,0.3
06/26/2018,14.34,0.3
06/27/2018,14.32,0.3
06/27/2018,14.09,0.3
06/28/2018,14.06,0.3
06/28/2018,13.83,0.3
06/29/2018,13.86,0.3
06/29/2018,13.63,0.3
07/02/2018,13.6,0.3
07/02/2018,13.74,0.3
07/03/2018,13.7,0.3
07/03/2018,13.89,0.3
07/05/2018,13.97,0.3
07/05/2018,14.15,0.3
07/06/2018,14.11,0.3
07/06/2018,14.04,0.3
07/09/2018,14.1,0.3
07/09/2018,13.91,0.3
07/10/2018,13.96,0.3
07/10/2018,13.86,0.3
07/11/2018,13.83,0.3
07/11/2018,13.36,0.3
07/12/2018,13.47,0.3
07/12/2018,13.37,0.3
07/13/2018,13.31,0.3
07/13/2018,13.4,0.3
07/16/2018,13.39,0.3
07/16/2018,13.29,0.3
07/17/2018,13.26,0.3
07/17/2018,13.38,0.3
07/18/2018,13.35,0.3
07/18/2018,13.2,0.3
07/19/2018,13.18,0.3
07/19/2018,13.23,0.3
07/20/2018,13.2,0.3
07/20/2018,13.12,0.3
07/23/2018,13.15,0.3
07/23/2018,13.12,0.3
07/24/2018,13.15,0.3
07/24/2018,12.99,0.3
07/25/2018,12.96,0.3
07/25/2018,12.98,0.3
07/26/2018,12.97,0.3
07/26/2018,13.36,0.3
07/27/2018,13.38,0.3
07/27/2018,13.07,0.3
07/30/2018,13.07,0.3
07/30/2018,13.05,0.3
07/31/2018,13.11,0.3
07/31/2018,13.39,0.3
08/01/2018,13.42,0.3
08/01/2018,13.35,0.3
08/02/2018,13.33,0.3
08/02/2018,13.52,0.3
08/03/2018,13.51,0.3
08/03/2018,13.61,0.3
08/06/2018,13.62,0.3
08/06/2018,13.69,0.3
08/07/2018,13.69,0.3
08/07/2018,13.82,0.3
08/08/2018,13.82,0.3
08/08/2018,13.5,0.3
08/09/2018,13.48,0.3
08/09/2018,13.04,0.3
08/10/2018,13.21,0.3
08/10/2018,13.05,0.3
08/13/2018,13.08,0.3
08/13/2018,13.07,0.3
08/14/2018,13.09,0.3
08/14/2018,13.23,0.3
08/15/2018,13.14,0.3
08/15/2018,13.16,0.3
08/16/2018,13.33,0.3
08/16/2018,13.76,0.3
08/17/2018,13.71,0.3
08/17/2018,14.1,0.3
08/20/2018,14.17,0.3
08/20/2018,14.18,0.3
08/21/2018,14.18,0.3
08/21/2018,14.34,0.3
08/22/2018,14.34,0.3
08/22/2018,14.59,0.3
08/23/2018,14.55,0.3
08/23/2018,14.68,0.3
08/24/2018,14.71,0.3
08/24/2018,14.78,0.3
08/27/2018,14.85,0.3
08/27/2018,14.59,0.3
08/28/2018,14.61,0.3
08/28/2018,14.49,0.3
08/29/2018,14.5,0.3
08/29/2018,14.41,0.3
08/30/2018,14.37,0.3
08/30/2018,14.41,0.3
08/31/2018,14.37,0.3
08/31/2018,14.49,0.3
09/04/2018,14.49,0.3
09/04/2018,14.49,0.3
09/05/2018,14.52,0.3
09/05/2018,14.96,0.3
09/06/2018,14.97,0.3
09/06/2018,15.03,0.3
09/07/2018,14.94,0.3
09/07/2018,14.49,0.3
09/10/2018,14.58,0.3
09/10/2018,14.73,0.3
09/11/2018,14.67,0.3
09/11/2018,14.78,0.3
09/12/2018,14.76,0.3
09/12/2018,15.05,0.3
09/13/2018,15.13,0.3
09/13/2018,15.6,0.3
09/14/2018,15.68,0.3
09/14/2018,15.5,0.3
09/17/2018,15.55,0.3
09/17/2018,17.56,0.3
09/18/2018,17.96,0.3
09/18/2018,17.04,0.3
09/19/2018,16.99,0.3
09/19/2018,17.15,0.3
09/20/2018,17.26,0.3
09/20/2018,17.26,0.3
09/21/2018,17.24,0.3
09/21/2018,16.88,0.3
09/24/2018,16.81,0.3
09/24/2018,16.91,0.3
09/25/2018,16.96,0.3
09/25/2018,17.28,0.3
09/26/2018,17.29,0.3
09/26/2018,17.47,0.3
09/27/2018,17.76,0.3
09/27/2018,17.44,0.3
09/28/2018,17.41,0.3
09/28/2018,18.12,0.3
10/01/2018,18.24,0.3
10/01/2018,18.01,0.3
10/02/2018,18.02,0.3
10/02/2018,17.5,0.3
10/03/2018,17.51,0.3
10/03/2018,17.46,0.3
10/04/2018,17.45,0.3
10/04/2018,17.11,0.3
10/05/2018,16.61,0.3
10/05/2018,16.86,0.3
10/08/2018,16.79,0.3
10/08/2018,17.21,0.3
10/09/2018,17.17,0.3
10/09/2018,16.44,0.3
10/10/2018,16.33,0.3
10/10/2018,16.11,0.3
10/11/2018,16.02,0.3
10/11/2018,16.32,0.3
10/12/2018,16.53,0.3
10/12/2018,15.58,0.3
10/15/2018,15.58,0.3
10/15/2018,16.01,0.3
10/16/2018,16.06,0.3
10/16/2018,16.28,0.3
10/17/2018,16.27,0.3
10/17/2018,16.01,0.3
10/18/2018,15.98,0.3
10/18/2018,15.82,0.3
10/19/2018,15.81,0.3
10/19/2018,15.68,0.3
10/22/2018,15.78,0.3
10/22/2018,15.78,0.3
10/23/2018,15.58,0.3
10/23/2018,15.73,0.3
10/24/2018,15.63,0.3
10/24/2018,15.72,0.3
10/25/2018,15.84,0.3
10/25/2018,16.05,0.3
10/26/2018,15.85,0.3
10/26/2018,15.99,0.3
10/29/2018,16.2,0.3
10/29/2018,15.61,0.3
10/30/2018,15.64,0.3
10/30/2018,16.21,0.3
10/31/2018,16.39,0.3
10/31/2018,16.02,0.3
11/01/2018,16.15,0.3
11/01/2018,16.47,0.3
11/02/2018,16.51,0.3
11/02/2018,16.68,0.3
11/05/2018,16.76,0.3
11/05/2018,16.26,0.3
11/06/2018,16.22,0.3
11/06/2018,16.44,0.3
11/07/2018,16.52,0.3
11/07/2018,16.62,0.3
11/08/2018,16.56,0.3
11/08/2018,16.53,0.3
11/09/2018,16.49,0.3
11/09/2018,16.17,0.3
11/12/2018,16.17,0.3
11/12/2018,17.33,0.3
11/13/2018,17.4,0.3
11/13/2018,17.55,0.3
11/14/2018,17.64,0.3
11/14/2018,17.59,0.3
11/15/2018,17.54,0.3
11/15/2018,17.1,0.3
11/16/2018,17.04,0.3
11/16/2018,17.2,0.3
11/19/2018,17.21,0.3
11/19/2018,17.28,0.3
11/20/2018,17.13,0.3
11/20/2018,17.44,0.3
11/21/2018,17.38,0.3
11/21/2018,16.97,0.3
11/23/2018,16.92,0.3
11/23/2018,16.99,0.3
11/26/2018,17.05,0.3
11/26/2018,17.01,0.3
11/27/2018,16.94,0.3
11/27/2018,17.04,0.3
11/28/2018,17.12,0.3
11/28/2018,17.28,0.3
11/29/2018,17.18,0.3
11/29/2018,17.15,0.3
11/30/2018,17.05,0.24
11/30/2018,16.93,0.24
12/03/2018,17.08,0.24
12/03/2018,16.67,0.24
12/04/2018,16.62,0.24
12/04/2018,16.03,0.24
12/06/2018,15.87,0.24
12/06/2018,15.87,0.24
12/07/2018,15.85,0.24
12/07/2018,15.31,0.24
12/10/2018,15.42,0.24
12/10/2018,15.84,0.24
12/11/2018,16.07,0.24
12/11/2018,15.82,0.24
12/12/2018,16.02,0.24
12/12/2018,15.4,0.24
12/13/2018,15.45,0.24
12/13/2018,15.24,0.24
12/14/2018,15.12,0.24
12/14/2018,15.33,0.24
12/17/2018,15.33,0.24
12/17/2018,15.04,0.24
12/18/2018,15.25,0.24
12/18/2018,15.47,0.24
12/19/2018,15.53,0.24
12/19/2018,15.49,0.24
12/20/2018,15.37,0.24
12/20/2018,15.26,0.24
12/21/2018,15.26,0.24
12/21/2018,14.9,0.24
12/24/2018,14.79,0.24
12/24/2018,14.77,0.24
12/26/2018,14.95,0.24
12/26/2018,15.35,0.24
12/27/2018,15.18,0.24
12/27/2018,15.3,0.24
12/28/2018,15.21,0.24
12/28/2018,15.26,0.24
12/31/2018,15.31,0.24
12/31/2018,15.55,0.24
01/02/2019,15.55,0.24
01/02/2019,16.08,0.24
01/03/2019,15.96,0.24
01/03/2019,15.34,0.24
01/04/2019,15.39,0.24
01/04/2019,15.97,0.24
01/07/2019,15.93,0.24
01/07/2019,15.69,0.24
01/08/2019,15.83,0.24
01/08/2019,16.24,0.24
01/09/2019,16.27,0.24
01/09/2019,16.27,0.24
01/10/2019,16.14,0.24
01/10/2019,15.95,0.24
01/11/2019,15.81,0.24
01/11/2019,16.26,0.24
01/14/2019,16.11,0.24
01/14/2019,16.14,0.24
01/15/2019,16.14,0.24
01/15/2019,16.31,0.24
01/16/2019,16.42,0.24
01/16/2019,16.31,0.24
01/17/2019,16.23,0.24
01/17/2019,16.7,0.24
01/18/2019,16.76,0.24
01/18/2019,16.75,0.24
01/22/2019,16.67,0.24
01/22/2019,16.62,0.24
01/23/2019,16.66,0.24
01/23/2019,16.49,0.24
01/24/2019,16.46,0.24
01/24/2019,16.37,0.24
01/25/2019,16.41,0.24
01/25/2019,16.57,0.24
01/28/2019,16.49,0.24
01/28/2019,16.56,0.24
01/29/2019,16.58,0.24
01/29/2019,17.42,0.24
01/30/2019,17.57,0.24
01/30/2019,17.51,0.24
01/31/2019,17.42,0.24
01/31/2019,17.95,0.24
02/01/2019,17.95,0.24
02/01/2019,17.83,0.24
02/04/2019,17.91,0.24
02/04/2019,17.67,0.24
02/05/2019,17.68,0.24
02/05/2019,17.67,0.24
02/06/2019,17.71,0.24
02/06/2019,17.41,0.24
02/07/2019,17.35,0.24
02/07/2019,17.25,0.24
02/08/2019,17.2,0.24
02/08/2019,17.08,0.24
