BNS,Bank Nova Scotia Halifax Pfd 3,
Date,Price,Annualized Dividend
10/12/2004,14.45,1.6057000000000001
10/13/2004,14.47,1.6057000000000001
10/13/2004,14.49,1.6057000000000001
10/14/2004,14.54,1.6057000000000001
10/14/2004,14.85,1.6057000000000001
10/15/2004,14.94,1.6057000000000001
10/15/2004,15.2,1.6057000000000001
10/18/2004,15.24,1.6057000000000001
10/18/2004,15.06,1.6057000000000001
10/19/2004,15.14,1.6057000000000001
10/19/2004,14.89,1.6057000000000001
10/20/2004,14.98,1.6057000000000001
10/20/2004,15.15,1.6057000000000001
10/21/2004,15.36,1.6057000000000001
10/21/2004,15.27,1.6057000000000001
10/22/2004,15.27,1.6057000000000001
10/22/2004,15.18,1.6057000000000001
10/25/2004,15.27,1.6057000000000001
10/25/2004,15.24,1.6057000000000001
10/26/2004,15.3,1.6057000000000001
10/26/2004,15.39,1.6057000000000001
10/27/2004,15.46,1.6057000000000001
10/27/2004,15.45,1.6057000000000001
10/28/2004,15.57,1.6057000000000001
10/28/2004,15.57,1.6057000000000001
10/29/2004,15.72,1.6057000000000001
10/29/2004,15.73,1.6057000000000001
11/01/2004,15.66,1.6057000000000001
11/01/2004,15.49,1.6057000000000001
11/02/2004,15.47,1.6057000000000001
11/02/2004,15.54,1.6057000000000001
11/03/2004,15.83,1.6057000000000001
11/03/2004,15.59,1.6057000000000001
11/04/2004,15.71,1.6057000000000001
11/04/2004,15.6,1.6057000000000001
11/05/2004,15.72,1.6057000000000001
11/05/2004,15.79,1.6057000000000001
11/08/2004,15.77,1.6057000000000001
11/08/2004,15.81,1.6057000000000001
11/09/2004,15.81,1.6057000000000001
11/09/2004,15.7,1.6057000000000001
11/10/2004,15.7,1.6057000000000001
11/10/2004,15.61,1.6057000000000001
11/11/2004,15.61,1.6057000000000001
11/11/2004,15.66,1.6057000000000001
11/12/2004,15.65,1.6057000000000001
11/12/2004,15.52,1.6057000000000001
11/15/2004,15.54,1.6057000000000001
11/15/2004,15.5,1.6057000000000001
11/16/2004,15.58,1.6057000000000001
11/16/2004,15.49,1.6057000000000001
11/17/2004,15.69,1.6057000000000001
11/17/2004,15.55,1.6057000000000001
11/18/2004,15.5,1.6057000000000001
11/18/2004,15.25,1.6057000000000001
11/19/2004,15.29,1.6057000000000001
11/19/2004,15.21,1.6057000000000001
11/22/2004,15.33,1.6057000000000001
11/22/2004,15.4,1.6057000000000001
11/23/2004,15.31,1.6057000000000001
11/23/2004,15.18,1.6057000000000001
11/24/2004,15.25,1.6057000000000001
11/24/2004,15.02,1.6057000000000001
11/26/2004,15.27,1.6057000000000001
11/26/2004,15.35,1.6057000000000001
11/29/2004,15.33,1.6057000000000001
11/29/2004,15.21,1.6057000000000001
11/30/2004,15.18,1.6057000000000001
11/30/2004,15.24,1.6057000000000001
12/01/2004,15.34,1.6057000000000001
12/01/2004,15.72,1.6057000000000001
12/02/2004,15.74,1.6057000000000001
12/02/2004,15.82,1.6057000000000001
12/03/2004,15.66,1.6057000000000001
12/03/2004,15.8,1.6057000000000001
12/06/2004,15.73,1.6057000000000001
12/06/2004,15.81,1.6057000000000001
12/07/2004,15.76,1.6057000000000001
12/07/2004,15.79,1.6057000000000001
12/08/2004,15.48,1.6057000000000001
12/08/2004,15.69,1.6057000000000001
12/09/2004,15.59,1.6057000000000001
12/09/2004,15.48,1.6057000000000001
12/10/2004,15.26,1.6057000000000001
12/10/2004,15.34,1.6057000000000001
12/13/2004,15.29,1.6057000000000001
12/13/2004,15.34,1.6057000000000001
12/14/2004,15.29,1.6057000000000001
12/14/2004,15.47,1.6057000000000001
12/15/2004,15.44,1.6057000000000001
12/15/2004,15.6,1.6057000000000001
12/16/2004,15.55,1.6057000000000001
12/16/2004,15.5,1.6057000000000001
12/17/2004,15.47,1.6057000000000001
12/17/2004,15.54,1.6057000000000001
12/20/2004,15.63,1.6057000000000001
12/20/2004,15.72,1.6057000000000001
12/21/2004,15.71,1.6057000000000001
12/21/2004,15.83,1.6057000000000001
12/22/2004,15.72,1.6057000000000001
12/22/2004,15.75,1.6057000000000001
12/23/2004,15.82,1.6057000000000001
12/23/2004,15.77,1.6057000000000001
12/27/2004,15.87,1.6057000000000001
12/27/2004,16.01,1.6057000000000001
12/28/2004,16.01,1.6057000000000001
12/28/2004,16.21,1.6057000000000001
12/29/2004,16.22,1.6057000000000001
12/29/2004,16.33,1.6057000000000001
12/30/2004,16.3,1.6057000000000001
12/30/2004,16.66,1.6057000000000001
12/31/2004,16.7,1.4855
12/31/2004,16.5,1.4855
01/03/2005,16.57,1.4855
01/03/2005,16.53,1.4855
01/04/2005,16.43,1.4855
01/04/2005,16.43,1.4855
01/05/2005,16.42,1.4855
01/05/2005,16.24,1.4855
01/06/2005,16.19,1.4855
01/06/2005,15.97,1.4855
01/07/2005,16.08,1.4855
01/07/2005,15.86,1.4855
01/10/2005,15.95,1.4855
01/10/2005,15.91,1.4855
01/11/2005,15.95,1.4855
01/11/2005,15.96,1.4855
01/12/2005,16.08,1.4855
01/12/2005,16.14,1.4855
01/13/2005,16.0,1.4855
01/13/2005,15.99,1.4855
01/14/2005,15.83,1.4855
01/14/2005,15.98,1.4855
01/18/2005,15.85,1.4855
01/18/2005,15.84,1.4855
01/19/2005,15.84,1.4855
01/19/2005,15.81,1.4855
01/20/2005,15.7,1.4855
01/20/2005,15.78,1.4855
01/21/2005,15.88,1.4855
01/21/2005,15.94,1.4855
01/24/2005,15.98,1.4855
01/24/2005,15.92,1.4855
01/25/2005,15.84,1.4855
01/25/2005,15.81,1.4855
01/26/2005,15.89,1.4855
01/26/2005,15.81,1.4855
01/27/2005,15.73,1.4855
01/27/2005,15.61,1.4855
01/28/2005,15.66,1.4855
01/28/2005,15.54,1.4855
01/31/2005,15.59,1.4855
01/31/2005,15.55,1.4855
02/01/2005,15.49,1.4855
02/01/2005,15.44,1.4855
02/02/2005,15.42,1.4855
02/02/2005,15.35,1.4855
02/03/2005,15.3,1.4855
02/03/2005,15.27,1.4855
02/04/2005,15.19,1.4855
02/04/2005,15.11,1.4855
02/07/2005,15.1,1.4855
02/07/2005,15.23,1.4855
02/08/2005,15.3,1.4855
02/08/2005,15.39,1.4855
02/09/2005,15.39,1.4855
02/09/2005,15.43,1.4855
02/10/2005,15.47,1.4855
02/10/2005,15.68,1.4855
02/11/2005,15.68,1.4855
02/11/2005,15.8,1.4855
02/14/2005,15.88,1.4855
02/14/2005,15.97,1.4855
02/15/2005,16.02,1.4855
02/15/2005,15.94,1.4855
02/16/2005,15.94,1.4855
02/16/2005,15.89,1.4855
02/17/2005,15.93,1.4855
02/17/2005,15.96,1.4855
02/18/2005,15.9,1.4855
02/18/2005,16.08,1.4855
02/22/2005,16.15,1.4855
02/22/2005,15.96,1.4855
02/23/2005,15.87,1.4855
02/23/2005,16.04,1.4855
02/24/2005,15.85,1.4855
02/24/2005,15.89,1.4855
02/25/2005,15.98,1.4855
02/25/2005,15.8,1.4855
02/28/2005,15.92,1.4855
02/28/2005,15.86,1.4855
03/01/2005,15.91,1.4855
03/01/2005,15.81,1.4855
03/02/2005,15.68,1.4855
03/02/2005,15.96,1.4855
03/03/2005,15.92,1.4855
03/03/2005,16.04,1.4855
03/04/2005,16.14,1.4855
03/04/2005,16.22,1.4855
03/07/2005,16.23,1.4855
03/07/2005,16.28,1.4855
03/08/2005,16.43,1.4855
03/08/2005,16.49,1.4855
03/09/2005,16.61,1.4855
03/09/2005,16.57,1.4855
03/10/2005,16.62,1.4855
03/10/2005,16.44,1.4855
03/11/2005,16.41,1.4855
03/11/2005,16.32,1.4855
03/14/2005,16.24,1.4855
03/14/2005,16.36,1.4855
03/15/2005,16.47,1.4855
03/15/2005,16.43,1.4855
03/16/2005,16.48,1.4855
03/16/2005,16.29,1.4855
03/17/2005,16.28,1.4855
03/17/2005,16.37,1.4855
03/18/2005,16.28,1.4855
03/18/2005,16.25,1.4855
03/21/2005,16.06,1.4855
03/21/2005,16.13,1.4855
03/22/2005,16.22,1.4855
03/22/2005,16.18,1.4855
03/23/2005,16.07,1.4855
03/23/2005,15.93,1.4855
03/24/2005,15.96,1.4855
03/24/2005,15.95,1.4855
03/28/2005,15.95,1.4855
03/28/2005,15.9,1.4855
03/29/2005,16.0,1.4855
03/29/2005,15.98,1.4855
03/30/2005,16.02,1.4855
03/30/2005,15.89,1.4855
03/31/2005,16.02,1.4855
03/31/2005,15.92,1.4855
04/01/2005,15.93,1.3656
04/01/2005,15.78,1.3656
04/04/2005,15.76,1.3656
04/04/2005,15.71,1.3656
04/05/2005,15.72,1.3656
04/05/2005,15.91,1.3656
04/06/2005,15.88,1.3656
04/06/2005,15.95,1.3656
04/07/2005,15.95,1.3656
04/07/2005,15.76,1.3656
04/08/2005,15.71,1.3656
04/08/2005,15.85,1.3656
04/11/2005,15.91,1.3656
04/11/2005,15.86,1.3656
04/12/2005,15.91,1.3656
04/12/2005,15.88,1.3656
04/13/2005,15.83,1.3656
04/13/2005,15.89,1.3656
04/14/2005,15.87,1.3656
04/14/2005,15.74,1.3656
04/15/2005,15.74,1.3656
04/15/2005,15.58,1.3656
04/18/2005,15.47,1.3656
04/18/2005,15.51,1.3656
04/19/2005,15.56,1.3656
04/19/2005,15.67,1.3656
04/20/2005,15.62,1.3656
04/20/2005,15.68,1.3656
04/21/2005,15.74,1.3656
04/21/2005,15.57,1.3656
04/22/2005,15.65,1.3656
04/22/2005,15.62,1.3656
04/25/2005,15.56,1.3656
04/25/2005,15.57,1.3656
04/26/2005,15.58,1.3656
04/26/2005,15.52,1.3656
04/27/2005,15.45,1.3656
04/27/2005,15.49,1.3656
04/28/2005,15.47,1.3656
04/28/2005,15.61,1.3656
04/29/2005,15.67,1.3656
04/29/2005,15.63,1.3656
05/02/2005,15.66,1.3656
05/02/2005,15.77,1.3656
05/03/2005,15.74,1.3656
05/03/2005,15.71,1.3656
05/04/2005,15.74,1.3656
05/04/2005,15.9,1.3656
05/05/2005,15.85,1.3656
05/05/2005,15.74,1.3656
05/06/2005,15.81,1.3656
05/06/2005,15.84,1.3656
05/09/2005,15.89,1.3656
05/09/2005,15.88,1.3656
05/10/2005,15.87,1.3656
05/10/2005,15.88,1.3656
05/11/2005,15.86,1.3656
05/11/2005,15.69,1.3656
05/12/2005,15.7,1.3656
05/12/2005,15.7,1.3656
05/13/2005,15.61,1.3656
05/13/2005,15.28,1.3656
05/16/2005,15.27,1.3656
05/16/2005,15.38,1.3656
05/17/2005,15.38,1.3656
05/17/2005,15.43,1.3656
05/18/2005,15.43,1.3656
05/18/2005,15.56,1.3656
05/19/2005,15.54,1.3656
05/19/2005,15.57,1.3656
05/20/2005,15.55,1.3656
05/20/2005,15.43,1.3656
05/23/2005,15.51,1.3656
05/23/2005,15.65,1.3656
05/24/2005,15.59,1.3656
05/24/2005,15.63,1.3656
05/25/2005,15.62,1.3656
05/25/2005,15.42,1.3656
05/26/2005,15.45,1.3656
05/26/2005,15.34,1.3656
05/27/2005,15.36,1.3656
05/27/2005,15.49,1.3656
05/31/2005,15.54,1.3656
05/31/2005,15.62,1.3656
06/01/2005,15.67,1.3656
06/01/2005,15.66,1.3656
06/02/2005,15.62,1.3656
06/02/2005,15.48,1.3656
06/03/2005,15.61,1.3656
06/03/2005,15.57,1.3656
06/06/2005,15.58,1.3656
06/06/2005,15.62,1.3656
06/07/2005,15.72,1.3656
06/07/2005,15.76,1.3656
06/08/2005,15.79,1.3656
06/08/2005,15.72,1.3656
06/09/2005,15.68,1.3656
06/09/2005,15.65,1.3656
06/10/2005,15.77,1.3656
06/10/2005,15.71,1.3656
06/13/2005,15.63,1.3656
06/13/2005,15.63,1.3656
06/14/2005,15.61,1.3656
06/14/2005,15.62,1.3656
06/15/2005,15.71,1.3656
06/15/2005,15.79,1.3656
06/16/2005,15.81,1.3656
06/16/2005,15.95,1.3656
06/17/2005,16.04,1.3656
06/17/2005,16.06,1.3656
06/20/2005,15.9,1.3656
06/20/2005,16.0,1.3656
06/21/2005,15.99,1.3656
06/21/2005,16.11,1.3656
06/22/2005,16.09,1.3656
06/22/2005,16.24,1.3656
06/23/2005,16.3,1.3656
06/23/2005,16.24,1.3656
06/24/2005,16.31,1.3656
06/24/2005,16.44,1.3656
06/27/2005,16.47,1.3656
06/27/2005,16.45,1.3656
06/28/2005,16.5,1.3656
06/28/2005,16.6,1.3656
06/29/2005,16.71,1.3656
06/29/2005,16.68,1.3656
06/30/2005,16.83,1.0414
06/30/2005,16.48,1.0414
07/01/2005,16.55,1.0414
07/01/2005,16.37,1.0414
07/05/2005,16.11,1.0414
07/05/2005,16.2,1.0414
07/06/2005,16.25,1.0414
07/06/2005,16.32,1.0414
07/07/2005,16.31,1.0414
07/07/2005,16.62,1.0414
07/08/2005,16.65,1.0414
07/08/2005,16.8,1.0414
07/11/2005,16.9,1.0414
07/11/2005,16.91,1.0414
07/12/2005,17.03,1.0414
07/12/2005,16.95,1.0414
07/13/2005,16.97,1.0414
07/13/2005,16.88,1.0414
07/14/2005,16.94,1.0414
07/14/2005,16.78,1.0414
07/15/2005,16.72,1.0414
07/15/2005,16.57,1.0414
07/18/2005,16.64,1.0414
07/18/2005,16.76,1.0414
07/19/2005,16.77,1.0414
07/19/2005,16.81,1.0414
07/20/2005,16.87,1.0414
07/20/2005,16.87,1.0414
07/21/2005,17.0,1.0414
07/21/2005,17.06,1.0414
07/22/2005,17.1,1.0414
07/22/2005,17.1,1.0414
07/25/2005,17.18,1.0414
07/25/2005,17.12,1.0414
07/26/2005,17.03,1.0414
07/26/2005,17.01,1.0414
07/27/2005,17.02,1.0414
07/27/2005,16.97,1.0414
07/28/2005,17.0,1.0414
07/28/2005,16.99,1.0414
07/29/2005,17.05,1.0414
07/29/2005,16.92,1.0414
08/01/2005,16.96,1.0414
08/01/2005,17.0,1.0414
08/02/2005,17.3,1.0414
08/02/2005,17.28,1.0414
08/03/2005,17.22,1.0414
08/03/2005,17.26,1.0414
08/04/2005,17.32,1.0414
08/04/2005,17.05,1.0414
08/05/2005,16.85,1.0414
08/05/2005,16.87,1.0414
08/08/2005,16.94,1.0414
08/08/2005,16.84,1.0414
08/09/2005,16.88,1.0414
08/09/2005,16.96,1.0414
08/10/2005,17.04,1.0414
08/10/2005,17.12,1.0414
08/11/2005,17.22,1.0414
08/11/2005,17.16,1.0414
08/12/2005,17.26,1.0414
08/12/2005,17.28,1.0414
08/15/2005,17.26,1.0414
08/15/2005,17.27,1.0414
08/16/2005,17.28,1.0414
08/16/2005,17.3,1.0414
08/17/2005,17.2,1.0414
08/17/2005,17.15,1.0414
08/18/2005,17.16,1.0414
08/18/2005,16.8,1.0414
08/19/2005,16.8,1.0414
08/19/2005,16.97,1.0414
08/22/2005,17.09,1.0414
08/22/2005,16.97,1.0414
08/23/2005,17.02,1.0414
08/23/2005,16.75,1.0414
08/24/2005,16.81,1.0414
08/24/2005,16.91,1.0414
08/25/2005,16.93,1.0414
08/25/2005,17.11,1.0414
08/26/2005,17.12,1.0414
08/26/2005,16.87,1.0414
08/29/2005,16.88,1.0414
08/29/2005,17.05,1.0414
08/30/2005,17.0,1.0414
08/30/2005,17.06,1.0414
08/31/2005,16.98,1.0414
08/31/2005,17.11,1.0414
09/01/2005,16.96,1.0414
09/01/2005,17.23,1.0414
09/02/2005,17.04,1.0414
09/02/2005,17.03,1.0414
09/06/2005,16.97,1.0414
09/06/2005,17.13,1.0414
09/07/2005,17.14,1.0414
09/07/2005,17.1,1.0414
09/08/2005,17.14,1.0414
09/08/2005,17.19,1.0414
09/09/2005,17.31,1.0414
09/09/2005,17.48,1.0414
09/12/2005,17.42,1.0414
09/12/2005,17.48,1.0414
09/13/2005,17.59,1.0414
09/13/2005,17.58,1.0414
09/14/2005,17.57,1.0414
09/14/2005,17.64,1.0414
09/15/2005,17.57,1.0414
09/15/2005,17.68,1.0414
09/16/2005,17.74,1.0414
09/16/2005,17.72,1.0414
09/19/2005,17.74,1.0414
09/19/2005,17.91,1.0414
09/20/2005,17.9,1.0414
09/20/2005,17.88,1.0414
09/21/2005,17.93,1.0414
09/21/2005,17.93,1.0414
09/22/2005,17.96,1.0414
09/22/2005,17.94,1.0414
09/23/2005,17.9,1.0414
09/23/2005,17.98,1.0414
09/26/2005,17.87,1.0414
09/26/2005,18.11,1.0414
09/27/2005,18.06,1.0414
09/27/2005,18.5,1.0414
09/28/2005,18.57,1.0414
09/28/2005,18.37,1.0414
09/29/2005,18.38,1.0414
09/29/2005,18.41,1.0414
09/30/2005,18.52,1.0941
09/30/2005,18.68,1.0941
10/03/2005,18.67,1.0941
10/03/2005,18.86,1.0941
10/04/2005,18.88,1.0941
10/04/2005,18.46,1.0941
10/05/2005,18.41,1.0941
10/05/2005,18.15,1.0941
10/06/2005,18.18,1.0941
10/06/2005,17.98,1.0941
10/07/2005,18.07,1.0941
10/07/2005,18.04,1.0941
10/10/2005,18.13,1.0941
10/10/2005,18.01,1.0941
10/11/2005,18.02,1.0941
10/11/2005,17.84,1.0941
10/12/2005,17.91,1.0941
10/12/2005,17.92,1.0941
10/13/2005,17.79,1.0941
10/13/2005,17.84,1.0941
10/14/2005,17.79,1.0941
10/14/2005,17.72,1.0941
10/17/2005,17.68,1.0941
10/17/2005,17.81,1.0941
10/18/2005,17.75,1.0941
10/18/2005,17.76,1.0941
10/19/2005,17.74,1.0941
10/19/2005,18.05,1.0941
10/20/2005,18.02,1.0941
10/20/2005,17.9,1.0941
10/21/2005,17.86,1.0941
10/21/2005,17.76,1.0941
10/24/2005,17.83,1.0941
10/24/2005,17.87,1.0941
10/25/2005,17.95,1.0941
10/25/2005,17.83,1.0941
10/26/2005,17.91,1.0941
10/26/2005,17.95,1.0941
10/27/2005,17.96,1.0941
10/27/2005,17.91,1.0941
10/28/2005,17.93,1.0941
10/28/2005,17.96,1.0941
10/31/2005,17.92,1.0941
10/31/2005,18.17,1.0941
11/01/2005,18.12,1.0941
11/01/2005,18.4,1.0941
11/02/2005,18.39,1.0941
11/02/2005,18.36,1.0941
11/03/2005,18.33,1.0941
11/03/2005,18.28,1.0941
11/04/2005,18.27,1.0941
11/04/2005,18.31,1.0941
11/07/2005,18.28,1.0941
11/07/2005,18.35,1.0941
11/08/2005,18.34,1.0941
11/08/2005,18.25,1.0941
11/09/2005,18.17,1.0941
11/09/2005,18.43,1.0941
11/10/2005,18.45,1.0941
11/10/2005,18.5,1.0941
11/11/2005,18.46,1.0941
11/11/2005,18.54,1.0941
11/14/2005,18.42,1.0941
11/14/2005,18.48,1.0941
11/15/2005,18.47,1.0941
11/15/2005,18.42,1.0941
11/16/2005,18.37,1.0941
11/16/2005,18.5,1.0941
11/17/2005,18.53,1.0941
11/17/2005,18.87,1.0941
11/18/2005,18.91,1.0941
11/18/2005,18.8,1.0941
11/21/2005,18.93,1.0941
11/21/2005,19.09,1.0941
11/22/2005,19.14,1.0941
11/22/2005,19.5,1.0941
11/23/2005,19.53,1.0941
11/23/2005,19.68,1.0941
11/25/2005,19.99,1.0941
11/25/2005,20.12,1.0941
11/28/2005,20.16,1.0941
11/28/2005,20.09,1.0941
11/29/2005,20.38,1.0941
11/29/2005,19.65,1.0941
11/30/2005,19.75,1.0941
11/30/2005,19.17,1.0941
12/01/2005,19.16,1.0941
12/01/2005,19.31,1.0941
12/02/2005,19.33,1.0941
12/02/2005,19.43,1.0941
12/05/2005,19.44,1.0941
12/05/2005,19.68,1.0941
12/06/2005,19.71,1.0941
12/06/2005,19.95,1.0941
12/07/2005,19.95,1.0941
12/07/2005,20.05,1.0941
12/08/2005,20.13,1.0941
12/08/2005,19.86,1.0941
12/09/2005,19.84,1.0941
12/09/2005,19.8,1.0941
12/12/2005,19.98,1.0941
12/12/2005,19.83,1.0941
12/13/2005,19.83,1.0941
12/13/2005,19.69,1.0941
12/14/2005,19.73,1.0941
12/14/2005,19.61,1.0941
12/15/2005,19.56,1.0941
12/15/2005,19.38,1.0941
12/16/2005,19.58,1.0941
12/16/2005,19.61,1.0941
12/19/2005,19.7,1.0941
12/19/2005,19.66,1.0941
12/20/2005,19.66,1.0941
12/20/2005,19.71,1.0941
12/21/2005,19.71,1.0941
12/21/2005,20.0,1.0941
12/22/2005,20.05,1.0941
12/22/2005,19.9,1.0941
12/23/2005,19.86,1.0941
12/23/2005,19.91,1.0941
12/27/2005,19.94,1.0941
12/27/2005,19.87,1.0941
12/28/2005,19.92,1.0941
12/28/2005,20.08,1.0941
12/29/2005,20.01,1.137
12/29/2005,20.19,1.137
12/30/2005,20.15,1.137
12/30/2005,19.94,1.137
01/03/2006,20.06,1.137
01/03/2006,20.34,1.137
01/04/2006,20.44,1.137
01/04/2006,20.61,1.137
01/05/2006,20.43,1.137
01/05/2006,20.28,1.137
01/06/2006,20.28,1.137
01/06/2006,20.1,1.137
01/09/2006,19.93,1.137
01/09/2006,19.87,1.137
01/10/2006,19.87,1.137
01/10/2006,19.9,1.137
01/11/2006,19.94,1.137
01/11/2006,20.1,1.137
01/12/2006,20.12,1.137
01/12/2006,19.97,1.137
01/13/2006,20.01,1.137
01/13/2006,19.86,1.137
01/17/2006,19.96,1.137
01/17/2006,19.9,1.137
01/18/2006,19.76,1.137
01/18/2006,19.68,1.137
01/19/2006,19.72,1.137
01/19/2006,19.89,1.137
01/20/2006,19.98,1.137
01/20/2006,20.1,1.137
01/23/2006,20.21,1.137
01/23/2006,20.27,1.137
01/24/2006,20.25,1.137
01/24/2006,20.22,1.137
01/25/2006,20.33,1.137
01/25/2006,20.34,1.137
01/26/2006,20.38,1.137
01/26/2006,20.44,1.137
01/27/2006,20.45,1.137
01/27/2006,20.4,1.137
01/30/2006,20.48,1.137
01/30/2006,20.41,1.137
01/31/2006,20.45,1.137
01/31/2006,19.78,1.137
02/01/2006,20.36,1.137
02/01/2006,20.48,1.137
02/02/2006,20.44,1.137
02/02/2006,20.5,1.137
02/03/2006,20.44,1.137
02/03/2006,20.62,1.137
02/06/2006,20.54,1.137
02/06/2006,20.64,1.137
02/07/2006,20.59,1.137
02/07/2006,20.61,1.137
02/08/2006,20.59,1.137
02/08/2006,20.41,1.137
02/09/2006,20.59,1.137
02/09/2006,20.63,1.137
02/10/2006,20.6,1.137
02/10/2006,20.51,1.137
02/13/2006,20.48,1.137
02/13/2006,20.36,1.137
02/14/2006,20.39,1.137
02/14/2006,20.4,1.137
02/15/2006,20.44,1.137
02/15/2006,20.46,1.137
02/16/2006,20.46,1.137
02/16/2006,20.51,1.137
02/17/2006,20.6,1.137
02/17/2006,20.62,1.137
02/21/2006,20.66,1.137
02/21/2006,20.62,1.137
02/22/2006,20.64,1.137
02/22/2006,20.81,1.137
02/23/2006,20.79,1.137
02/23/2006,20.93,1.137
02/24/2006,20.93,1.137
02/24/2006,20.99,1.137
02/27/2006,21.12,1.137
02/27/2006,21.43,1.137
02/28/2006,21.53,1.137
02/28/2006,21.11,1.137
03/01/2006,21.34,1.137
03/01/2006,21.11,1.137
03/02/2006,21.23,1.137
03/02/2006,21.26,1.137
03/03/2006,21.27,1.137
03/03/2006,20.96,1.137
03/06/2006,21.01,1.137
03/06/2006,20.63,1.137
03/07/2006,20.51,1.137
03/07/2006,20.38,1.137
03/08/2006,20.3,1.137
03/08/2006,20.28,1.137
03/09/2006,20.35,1.137
03/09/2006,20.44,1.137
03/10/2006,20.46,1.137
03/10/2006,20.68,1.137
03/13/2006,20.71,1.137
03/13/2006,20.72,1.137
03/14/2006,20.69,1.137
03/14/2006,20.96,1.137
03/15/2006,20.91,1.137
03/15/2006,20.92,1.137
03/16/2006,20.9,1.137
03/16/2006,20.85,1.137
03/17/2006,20.9,1.137
03/17/2006,20.53,1.137
03/20/2006,20.5,1.137
03/20/2006,20.53,1.137
03/21/2006,20.56,1.137
03/21/2006,20.65,1.137
03/22/2006,20.55,1.137
03/22/2006,20.49,1.137
03/23/2006,20.44,1.137
03/23/2006,20.35,1.137
03/24/2006,20.32,1.137
03/24/2006,20.41,1.137
03/27/2006,20.39,1.137
03/27/2006,20.42,1.137
03/28/2006,20.4,1.137
03/28/2006,20.41,1.137
03/29/2006,20.41,1.137
03/29/2006,20.48,1.137
03/30/2006,20.67,1.137
03/30/2006,20.76,1.137
03/31/2006,20.63,1.1825
03/31/2006,20.35,1.1825
04/03/2006,20.29,1.1825
04/03/2006,20.22,1.1825
04/04/2006,20.25,1.1825
04/04/2006,20.31,1.1825
04/05/2006,20.23,1.1825
04/05/2006,20.33,1.1825
04/06/2006,20.3,1.1825
04/06/2006,20.44,1.1825
04/07/2006,20.48,1.1825
04/07/2006,20.48,1.1825
04/10/2006,20.5,1.1825
04/10/2006,20.33,1.1825
04/11/2006,20.4,1.1825
04/11/2006,20.32,1.1825
04/12/2006,20.33,1.1825
04/12/2006,20.03,1.1825
04/13/2006,19.96,1.1825
04/13/2006,20.11,1.1825
04/17/2006,20.16,1.1825
04/17/2006,20.37,1.1825
04/18/2006,20.49,1.1825
04/18/2006,20.5,1.1825
04/19/2006,20.5,1.1825
04/19/2006,20.54,1.1825
04/20/2006,20.42,1.1825
04/20/2006,20.5,1.1825
04/21/2006,20.62,1.1825
04/21/2006,20.6,1.1825
04/24/2006,20.64,1.1825
04/24/2006,20.59,1.1825
04/25/2006,20.65,1.1825
04/25/2006,20.79,1.1825
04/26/2006,20.91,1.1825
04/26/2006,20.96,1.1825
04/27/2006,20.95,1.1825
04/27/2006,21.15,1.1825
04/28/2006,21.15,1.1825
04/28/2006,21.18,1.1825
05/01/2006,21.19,1.1825
05/01/2006,21.06,1.1825
05/02/2006,21.04,1.1825
05/02/2006,21.11,1.1825
05/03/2006,21.12,1.1825
05/03/2006,20.86,1.1825
05/04/2006,20.84,1.1825
05/04/2006,20.68,1.1825
05/05/2006,20.68,1.1825
05/05/2006,20.98,1.1825
05/08/2006,20.96,1.1825
05/08/2006,20.69,1.1825
05/09/2006,20.66,1.1825
05/09/2006,20.6,1.1825
05/10/2006,20.56,1.1825
05/10/2006,20.64,1.1825
05/11/2006,20.64,1.1825
05/11/2006,20.05,1.1825
05/12/2006,20.05,1.1825
05/12/2006,20.12,1.1825
05/15/2006,19.88,1.1825
05/15/2006,20.17,1.1825
05/16/2006,20.3,1.1825
05/16/2006,19.97,1.1825
05/17/2006,19.95,1.1825
05/17/2006,19.75,1.1825
05/18/2006,19.73,1.1825
05/18/2006,19.44,1.1825
05/19/2006,19.41,1.1825
05/19/2006,19.43,1.1825
05/22/2006,19.3,1.1825
05/22/2006,19.42,1.1825
05/23/2006,19.37,1.1825
05/23/2006,18.96,1.1825
05/24/2006,18.97,1.1825
05/24/2006,19.11,1.1825
05/25/2006,19.45,1.1825
05/25/2006,19.61,1.1825
05/26/2006,19.81,1.1825
05/26/2006,19.69,1.1825
05/30/2006,20.24,1.1825
05/30/2006,20.35,1.1825
05/31/2006,20.59,1.1825
05/31/2006,20.41,1.1825
06/01/2006,20.36,1.1825
06/01/2006,20.59,1.1825
06/02/2006,20.66,1.1825
06/02/2006,20.68,1.1825
06/05/2006,20.66,1.1825
06/05/2006,20.43,1.1825
06/06/2006,20.41,1.1825
06/06/2006,20.55,1.1825
06/07/2006,20.55,1.1825
06/07/2006,20.61,1.1825
06/08/2006,20.34,1.1825
06/08/2006,20.24,1.1825
06/09/2006,20.42,1.1825
06/09/2006,20.49,1.1825
06/12/2006,20.62,1.1825
06/12/2006,20.8,1.1825
06/13/2006,20.72,1.1825
06/13/2006,20.23,1.1825
06/14/2006,20.27,1.1825
06/14/2006,20.41,1.1825
06/15/2006,20.4,1.1825
06/15/2006,20.44,1.1825
06/16/2006,20.43,1.1825
06/16/2006,20.23,1.1825
06/19/2006,20.17,1.1825
06/19/2006,20.42,1.1825
06/20/2006,20.43,1.1825
06/20/2006,20.34,1.1825
06/21/2006,20.6,1.1825
