BNS,Bank Nova Scotia Halifax Pfd 3,
Date,Price,Annualized Dividend
04/26/2016,42.17,3.3419999999999996
04/27/2016,42.32,3.3419999999999996
04/27/2016,42.36,3.3419999999999996
04/28/2016,42.24,3.3419999999999996
04/28/2016,42.44,3.3419999999999996
04/29/2016,42.41,3.3419999999999996
04/29/2016,42.84,3.3419999999999996
05/02/2016,42.91,3.3419999999999996
05/02/2016,42.48,3.3419999999999996
05/03/2016,41.58,3.3419999999999996
05/03/2016,40.74,3.3419999999999996
05/04/2016,40.18,3.3419999999999996
05/04/2016,39.8,3.3419999999999996
05/05/2016,39.96,3.3419999999999996
05/05/2016,39.29,3.3419999999999996
05/06/2016,39.03,3.3419999999999996
05/06/2016,39.31,3.3419999999999996
05/09/2016,38.91,3.3419999999999996
05/09/2016,38.9,3.3419999999999996
05/10/2016,39.06,3.3419999999999996
05/10/2016,39.44,3.3419999999999996
05/11/2016,39.4,3.3419999999999996
05/11/2016,39.9,3.3419999999999996
05/12/2016,40.38,3.3419999999999996
05/12/2016,40.06,3.3419999999999996
05/13/2016,39.71,3.3419999999999996
05/13/2016,39.55,3.3419999999999996
05/16/2016,39.62,3.3419999999999996
05/16/2016,39.91,3.3419999999999996
05/17/2016,39.71,3.3419999999999996
05/17/2016,39.76,3.3419999999999996
05/18/2016,39.47,3.3419999999999996
05/18/2016,39.66,3.3419999999999996
05/19/2016,39.2,3.3419999999999996
05/19/2016,39.11,3.3419999999999996
05/20/2016,39.27,3.3419999999999996
05/20/2016,39.29,3.3419999999999996
05/23/2016,39.2,3.3419999999999996
05/23/2016,39.44,3.3419999999999996
05/24/2016,39.37,3.3419999999999996
05/24/2016,39.62,3.3419999999999996
05/25/2016,39.92,3.3419999999999996
05/25/2016,40.57,3.3419999999999996
05/26/2016,41.0,3.3419999999999996
05/26/2016,40.65,3.3419999999999996
05/27/2016,40.34,3.3419999999999996
05/27/2016,40.75,3.3419999999999996
05/31/2016,40.39,3.3419999999999996
05/31/2016,39.97,3.3419999999999996
06/01/2016,39.77,3.3419999999999996
06/01/2016,40.59,3.3419999999999996
06/02/2016,40.27,3.3419999999999996
06/02/2016,40.83,3.3419999999999996
06/03/2016,41.14,3.3419999999999996
06/03/2016,41.3,3.3419999999999996
06/06/2016,41.5,3.3419999999999996
06/06/2016,42.01,3.3419999999999996
06/07/2016,42.14,3.3419999999999996
06/07/2016,42.92,3.3419999999999996
06/08/2016,43.06,3.3419999999999996
06/08/2016,43.01,3.3419999999999996
06/09/2016,42.72,3.3419999999999996
06/09/2016,42.59,3.3419999999999996
06/10/2016,42.25,3.3419999999999996
06/10/2016,41.76,3.3419999999999996
06/13/2016,41.41,3.3419999999999996
06/13/2016,41.47,3.3419999999999996
06/14/2016,41.23,3.3419999999999996
06/14/2016,41.05,3.3419999999999996
06/15/2016,40.98,3.3419999999999996
06/15/2016,40.61,3.3419999999999996
06/16/2016,40.13,3.3419999999999996
06/16/2016,40.49,3.3419999999999996
06/17/2016,40.73,3.3419999999999996
06/17/2016,40.86,3.3419999999999996
06/20/2016,41.76,3.3419999999999996
06/20/2016,41.49,3.3419999999999996
06/21/2016,41.59,3.3419999999999996
06/21/2016,41.57,3.3419999999999996
06/22/2016,41.73,3.3419999999999996
06/22/2016,41.28,3.3419999999999996
06/23/2016,41.88,3.3419999999999996
06/23/2016,41.98,3.3419999999999996
06/24/2016,39.89,3.3419999999999996
06/24/2016,40.24,3.3419999999999996
06/27/2016,39.82,3.3419999999999996
06/27/2016,39.24,3.3419999999999996
06/28/2016,39.71,3.3419999999999996
06/28/2016,39.98,3.3419999999999996
06/29/2016,40.39,3.3419999999999996
06/29/2016,40.65,3.3419999999999996
06/30/2016,40.89,3.3819999999999997
06/30/2016,40.62,3.3819999999999997
07/01/2016,41.23,3.5599999999999996
07/01/2016,41.56,3.5599999999999996
07/05/2016,41.23,3.5599999999999996
07/05/2016,40.92,3.5599999999999996
07/06/2016,40.71,3.5599999999999996
07/06/2016,40.97,3.5599999999999996
07/07/2016,41.23,3.5599999999999996
07/07/2016,40.65,3.5599999999999996
07/08/2016,40.9,3.5599999999999996
07/08/2016,40.88,3.5599999999999996
07/11/2016,41.16,3.5599999999999996
07/11/2016,41.0,3.5599999999999996
07/12/2016,41.49,3.5599999999999996
07/12/2016,41.71,3.5599999999999996
07/13/2016,41.79,3.5599999999999996
07/13/2016,42.1,3.5599999999999996
07/14/2016,42.56,3.5599999999999996
07/14/2016,42.52,3.5599999999999996
07/15/2016,42.65,3.5599999999999996
07/15/2016,42.7,3.5599999999999996
07/18/2016,42.63,3.5599999999999996
07/18/2016,42.57,3.5599999999999996
07/19/2016,42.32,3.5599999999999996
07/19/2016,42.35,3.5599999999999996
07/20/2016,42.28,3.5599999999999996
07/20/2016,42.47,3.5599999999999996
07/21/2016,42.47,3.5599999999999996
07/21/2016,42.27,3.5599999999999996
07/22/2016,42.4,3.5599999999999996
07/22/2016,42.25,3.5599999999999996
07/25/2016,42.09,3.5599999999999996
07/25/2016,41.87,3.5599999999999996
07/26/2016,41.93,3.5599999999999996
07/26/2016,42.25,3.5599999999999996
07/27/2016,42.28,3.5599999999999996
07/27/2016,42.29,3.5599999999999996
07/28/2016,42.29,3.5599999999999996
07/28/2016,42.43,3.5599999999999996
07/29/2016,42.34,3.5599999999999996
07/29/2016,42.71,3.5599999999999996
08/01/2016,42.59,3.5599999999999996
08/01/2016,42.03,3.5599999999999996
08/02/2016,42.35,3.5599999999999996
08/02/2016,42.16,3.5599999999999996
08/03/2016,42.28,3.5599999999999996
08/03/2016,42.27,3.5599999999999996
08/04/2016,42.32,3.5599999999999996
08/04/2016,42.29,3.5599999999999996
08/05/2016,41.97,3.5599999999999996
08/05/2016,42.36,3.5599999999999996
08/08/2016,42.44,3.5599999999999996
08/08/2016,42.61,3.5599999999999996
08/09/2016,42.7,3.5599999999999996
08/09/2016,42.88,3.5599999999999996
08/10/2016,43.21,3.5599999999999996
08/10/2016,42.98,3.5599999999999996
08/11/2016,43.16,3.5599999999999996
08/11/2016,43.4,3.5599999999999996
08/12/2016,43.4,3.5599999999999996
08/12/2016,43.35,3.5599999999999996
08/15/2016,43.46,3.5599999999999996
08/15/2016,43.48,3.5599999999999996
08/16/2016,43.62,3.5599999999999996
08/16/2016,43.53,3.5599999999999996
08/17/2016,43.47,3.5599999999999996
08/17/2016,43.65,3.5599999999999996
08/18/2016,43.72,3.5599999999999996
08/18/2016,43.82,3.5599999999999996
08/19/2016,43.43,3.5599999999999996
08/19/2016,43.45,3.5599999999999996
08/22/2016,43.19,3.5599999999999996
08/22/2016,43.3,3.5599999999999996
08/23/2016,43.58,3.5599999999999996
08/23/2016,43.92,3.5599999999999996
08/24/2016,44.11,3.5599999999999996
08/24/2016,44.63,3.5599999999999996
08/25/2016,44.54,3.5599999999999996
08/25/2016,44.79,3.5599999999999996
08/26/2016,44.94,3.5599999999999996
08/26/2016,44.58,3.5599999999999996
08/29/2016,44.43,3.5599999999999996
08/29/2016,44.46,3.5599999999999996
08/30/2016,44.86,3.5599999999999996
08/30/2016,44.97,3.5599999999999996
08/31/2016,45.01,3.5599999999999996
08/31/2016,44.77,3.5599999999999996
09/01/2016,44.7,3.5599999999999996
09/01/2016,45.1,3.5599999999999996
09/02/2016,45.52,3.5599999999999996
09/02/2016,45.7,3.5599999999999996
09/06/2016,46.0,3.5599999999999996
09/06/2016,46.22,3.5599999999999996
09/07/2016,46.32,3.5599999999999996
09/07/2016,46.09,3.5599999999999996
09/08/2016,46.02,3.5599999999999996
09/08/2016,45.75,3.5599999999999996
09/09/2016,45.34,3.5599999999999996
09/09/2016,44.99,3.5599999999999996
09/12/2016,44.57,3.5599999999999996
09/12/2016,44.88,3.5599999999999996
09/13/2016,44.34,3.5599999999999996
09/13/2016,43.82,3.5599999999999996
09/14/2016,43.91,3.5599999999999996
09/14/2016,43.89,3.5599999999999996
09/15/2016,44.05,3.5599999999999996
09/15/2016,44.8,3.5599999999999996
09/16/2016,44.46,3.5599999999999996
09/16/2016,44.5,3.5599999999999996
09/19/2016,44.8,3.5599999999999996
09/19/2016,44.59,3.5599999999999996
09/20/2016,44.74,3.5599999999999996
09/20/2016,44.84,3.5599999999999996
09/21/2016,45.13,3.5599999999999996
09/21/2016,45.4,3.5599999999999996
09/22/2016,45.88,3.5599999999999996
09/22/2016,45.79,3.5599999999999996
09/23/2016,45.36,3.5599999999999996
09/23/2016,44.99,3.5599999999999996
09/26/2016,44.81,3.5599999999999996
09/26/2016,44.8,3.5599999999999996
09/27/2016,44.62,3.5599999999999996
09/27/2016,44.66,3.5599999999999996
09/28/2016,44.76,3.5599999999999996
09/28/2016,45.42,3.5599999999999996
09/29/2016,45.68,3.5599999999999996
09/29/2016,45.14,3.5599999999999996
09/30/2016,45.54,3.5999999999999996
09/30/2016,45.2,3.5999999999999996
10/03/2016,45.24,3.5999999999999996
10/03/2016,45.18,3.5999999999999996
10/04/2016,44.97,3.5999999999999996
10/04/2016,44.89,3.5999999999999996
10/05/2016,45.0,3.5999999999999996
10/05/2016,45.16,3.5999999999999996
10/06/2016,45.03,3.5999999999999996
10/06/2016,45.02,3.5999999999999996
10/07/2016,44.91,3.5999999999999996
10/07/2016,44.63,3.5999999999999996
10/10/2016,44.86,3.5999999999999996
10/10/2016,45.06,3.5999999999999996
10/11/2016,44.98,3.5999999999999996
10/11/2016,45.01,3.5999999999999996
10/12/2016,44.92,3.5999999999999996
10/12/2016,45.04,3.5999999999999996
10/13/2016,44.75,3.5999999999999996
10/13/2016,45.35,3.5999999999999996
10/14/2016,45.62,3.5999999999999996
10/14/2016,45.56,3.5999999999999996
10/17/2016,45.53,3.5999999999999996
10/17/2016,45.55,3.5999999999999996
10/18/2016,45.93,3.5999999999999996
10/18/2016,46.0,3.5999999999999996
10/19/2016,46.11,3.5999999999999996
10/19/2016,46.06,3.5999999999999996
10/20/2016,45.81,3.5999999999999996
10/20/2016,45.82,3.5999999999999996
10/21/2016,45.41,3.5999999999999996
10/21/2016,45.6,3.5999999999999996
10/24/2016,45.62,3.5999999999999996
10/24/2016,45.73,3.5999999999999996
10/25/2016,45.85,3.5999999999999996
10/25/2016,45.86,3.5999999999999996
10/26/2016,45.65,3.5999999999999996
10/26/2016,45.74,3.5999999999999996
10/27/2016,45.92,3.5999999999999996
10/27/2016,46.02,3.5999999999999996
10/28/2016,45.93,3.5999999999999996
10/28/2016,45.93,3.5999999999999996
10/31/2016,45.87,3.5999999999999996
10/31/2016,45.85,3.5999999999999996
11/01/2016,46.27,3.5999999999999996
11/01/2016,45.88,3.5999999999999996
11/02/2016,45.66,3.5999999999999996
11/02/2016,45.44,3.5999999999999996
11/03/2016,45.49,3.5999999999999996
11/03/2016,45.64,3.5999999999999996
11/04/2016,45.48,3.5999999999999996
11/04/2016,45.11,3.5999999999999996
11/07/2016,45.73,3.5999999999999996
11/07/2016,45.79,3.5999999999999996
11/08/2016,45.73,3.5999999999999996
11/08/2016,46.3,3.5999999999999996
11/09/2016,45.39,3.5999999999999996
11/09/2016,45.65,3.5999999999999996
11/10/2016,45.53,3.5999999999999996
11/10/2016,45.38,3.5999999999999996
11/11/2016,45.04,3.5999999999999996
11/11/2016,44.74,3.5999999999999996
11/14/2016,44.87,3.5999999999999996
11/14/2016,43.99,3.5999999999999996
11/15/2016,44.02,3.5999999999999996
11/15/2016,44.67,3.5999999999999996
11/16/2016,44.47,3.5999999999999996
11/16/2016,44.8,3.5999999999999996
11/17/2016,44.93,3.5999999999999996
11/17/2016,45.24,3.5999999999999996
11/18/2016,45.18,3.5999999999999996
11/18/2016,45.44,3.5999999999999996
11/21/2016,45.88,3.5999999999999996
11/21/2016,46.23,3.5999999999999996
11/22/2016,46.48,3.5999999999999996
11/22/2016,46.08,3.5999999999999996
11/23/2016,45.75,3.5999999999999996
11/23/2016,45.91,3.5999999999999996
11/25/2016,46.03,3.5999999999999996
11/25/2016,46.01,3.5999999999999996
11/28/2016,46.38,3.5999999999999996
11/28/2016,46.01,3.5999999999999996
11/29/2016,46.52,3.5999999999999996
11/29/2016,46.81,3.5999999999999996
11/30/2016,47.25,3.5999999999999996
11/30/2016,47.13,3.5999999999999996
12/01/2016,47.35,3.5999999999999996
12/01/2016,47.46,3.5999999999999996
12/02/2016,47.31,3.5999999999999996
12/02/2016,47.77,3.5999999999999996
12/05/2016,47.83,3.5999999999999996
12/05/2016,47.76,3.5999999999999996
12/06/2016,47.88,3.5999999999999996
12/06/2016,47.94,3.5999999999999996
12/07/2016,47.94,3.5999999999999996
12/07/2016,48.71,3.5999999999999996
12/08/2016,48.73,3.5999999999999996
12/08/2016,49.27,3.5999999999999996
12/09/2016,49.36,3.5999999999999996
12/09/2016,49.74,3.5999999999999996
12/12/2016,49.91,3.5999999999999996
12/12/2016,49.71,3.5999999999999996
12/13/2016,49.91,3.5999999999999996
12/13/2016,50.07,3.5999999999999996
12/14/2016,50.07,3.5999999999999996
12/14/2016,49.21,3.5999999999999996
12/15/2016,48.92,3.5999999999999996
12/15/2016,48.91,3.5999999999999996
12/16/2016,48.93,3.5999999999999996
12/16/2016,48.57,3.5999999999999996
12/19/2016,48.67,3.5999999999999996
12/19/2016,48.35,3.5999999999999996
12/20/2016,48.52,3.5999999999999996
12/20/2016,48.46,3.5999999999999996
12/21/2016,48.38,3.5999999999999996
12/21/2016,48.23,3.5999999999999996
12/22/2016,48.04,3.5999999999999996
12/22/2016,48.17,3.5999999999999996
12/23/2016,47.97,3.5999999999999996
12/23/2016,47.93,3.5999999999999996
12/27/2016,47.97,3.5999999999999996
12/27/2016,48.02,3.5999999999999996
12/28/2016,47.89,3.5999999999999996
12/28/2016,47.95,3.5999999999999996
12/29/2016,48.19,3.6400000000000006
12/29/2016,48.25,3.6400000000000006
12/30/2016,48.44,3.6400000000000006
12/30/2016,48.13,3.6400000000000006
01/03/2017,48.49,3.6400000000000006
01/03/2017,48.73,3.6400000000000006
01/04/2017,49.07,3.6400000000000006
01/04/2017,49.65,3.6400000000000006
01/05/2017,49.58,3.6400000000000006
01/05/2017,49.95,3.6400000000000006
01/06/2017,50.04,3.6400000000000006
01/06/2017,50.03,3.6400000000000006
01/09/2017,49.85,3.6400000000000006
01/09/2017,49.86,3.6400000000000006
01/10/2017,50.02,3.6400000000000006
01/10/2017,50.29,3.6400000000000006
01/11/2017,50.17,3.6400000000000006
01/11/2017,50.95,3.6400000000000006
01/12/2017,51.14,3.6400000000000006
01/12/2017,50.8,3.6400000000000006
01/13/2017,50.8,3.6400000000000006
01/13/2017,51.09,3.6400000000000006
01/17/2017,51.11,3.6400000000000006
01/17/2017,50.77,3.6400000000000006
01/18/2017,50.64,3.6400000000000006
01/18/2017,49.84,3.6400000000000006
01/19/2017,49.86,3.6400000000000006
01/19/2017,49.82,3.6400000000000006
01/20/2017,49.9,3.6400000000000006
01/20/2017,50.19,3.6400000000000006
01/23/2017,50.15,3.6400000000000006
01/23/2017,50.52,3.6400000000000006
01/24/2017,50.64,3.6400000000000006
01/24/2017,51.2,3.6400000000000006
01/25/2017,51.52,3.6400000000000006
01/25/2017,51.77,3.6400000000000006
01/26/2017,51.78,3.6400000000000006
01/26/2017,51.87,3.6400000000000006
01/27/2017,51.9,3.6400000000000006
01/27/2017,51.76,3.6400000000000006
01/30/2017,51.58,3.6400000000000006
01/30/2017,51.55,3.6400000000000006
01/31/2017,51.8,3.6400000000000006
01/31/2017,51.67,3.6400000000000006
02/01/2017,51.66,3.6400000000000006
02/01/2017,51.63,3.6400000000000006
02/02/2017,51.73,3.6400000000000006
02/02/2017,51.6,3.6400000000000006
02/03/2017,51.88,3.6400000000000006
02/03/2017,52.01,3.6400000000000006
02/06/2017,51.79,3.6400000000000006
02/06/2017,51.67,3.6400000000000006
02/07/2017,51.44,3.6400000000000006
02/07/2017,51.91,3.6400000000000006
02/08/2017,51.82,3.6400000000000006
02/08/2017,52.24,3.6400000000000006
02/09/2017,52.41,3.6400000000000006
02/09/2017,52.49,3.6400000000000006
02/10/2017,52.71,3.6400000000000006
02/10/2017,53.03,3.6400000000000006
02/13/2017,53.19,3.6400000000000006
02/13/2017,53.22,3.6400000000000006
02/14/2017,53.26,3.6400000000000006
02/14/2017,53.38,3.6400000000000006
02/15/2017,53.35,3.6400000000000006
02/15/2017,53.88,3.6400000000000006
02/16/2017,54.01,3.6400000000000006
02/16/2017,54.18,3.6400000000000006
02/17/2017,53.97,3.6400000000000006
02/17/2017,53.99,3.6400000000000006
02/21/2017,54.03,3.6400000000000006
02/21/2017,53.84,3.6400000000000006
02/22/2017,53.52,3.6400000000000006
02/22/2017,53.76,3.6400000000000006
02/23/2017,54.0,3.6400000000000006
02/23/2017,53.81,3.6400000000000006
02/24/2017,53.48,3.6400000000000006
02/24/2017,52.97,3.6400000000000006
02/27/2017,53.0,3.6400000000000006
02/27/2017,52.69,3.6400000000000006
02/28/2017,51.71,3.6400000000000006
02/28/2017,50.29,3.6400000000000006
03/01/2017,50.61,3.6400000000000006
03/01/2017,51.05,3.6400000000000006
03/02/2017,50.99,3.6400000000000006
03/02/2017,50.74,3.6400000000000006
03/03/2017,50.72,3.6400000000000006
03/03/2017,51.69,3.6400000000000006
03/06/2017,51.63,3.6400000000000006
03/06/2017,51.67,3.6400000000000006
03/07/2017,51.66,3.6400000000000006
03/07/2017,51.53,3.6400000000000006
03/08/2017,51.52,3.6400000000000006
03/08/2017,50.89,3.6400000000000006
03/09/2017,50.84,3.6400000000000006
03/09/2017,50.61,3.6400000000000006
03/10/2017,50.94,3.6400000000000006
03/10/2017,50.7,3.6400000000000006
03/13/2017,50.74,3.6400000000000006
03/13/2017,51.24,3.6400000000000006
03/14/2017,50.76,3.6400000000000006
03/14/2017,50.66,3.6400000000000006
03/15/2017,50.74,3.6400000000000006
03/15/2017,50.78,3.6400000000000006
03/16/2017,50.91,3.6400000000000006
03/16/2017,50.82,3.6400000000000006
03/17/2017,50.88,3.6400000000000006
03/17/2017,50.45,3.6400000000000006
03/20/2017,50.25,3.6400000000000006
03/20/2017,50.02,3.6400000000000006
03/21/2017,50.41,3.6400000000000006
03/21/2017,49.35,3.6400000000000006
03/22/2017,48.96,3.6400000000000006
03/22/2017,49.88,3.6400000000000006
03/23/2017,49.85,3.6400000000000006
03/23/2017,50.12,3.6400000000000006
03/24/2017,50.23,3.6400000000000006
03/24/2017,50.25,3.6400000000000006
03/27/2017,49.86,3.6400000000000006
03/27/2017,50.64,3.6400000000000006
03/28/2017,50.63,3.6400000000000006
03/28/2017,51.02,3.6400000000000006
03/29/2017,51.04,3.6400000000000006
03/29/2017,51.4,3.6400000000000006
03/30/2017,51.6,3.6400000000000006
03/30/2017,51.47,3.6400000000000006
03/31/2017,51.43,3.6799999999999997
03/31/2017,51.28,3.6799999999999997
04/03/2017,51.19,3.6799999999999997
04/03/2017,51.07,3.6799999999999997
04/04/2017,50.62,3.6799999999999997
04/04/2017,50.99,3.6799999999999997
04/05/2017,51.25,3.6799999999999997
04/05/2017,50.94,3.6799999999999997
04/06/2017,51.08,3.6799999999999997
04/06/2017,51.39,3.6799999999999997
04/07/2017,51.44,3.6799999999999997
04/07/2017,50.99,3.6799999999999997
04/10/2017,51.11,3.6799999999999997
04/10/2017,51.01,3.6799999999999997
04/11/2017,50.98,3.6799999999999997
04/11/2017,50.86,3.6799999999999997
04/12/2017,50.83,3.6799999999999997
04/12/2017,50.63,3.6799999999999997
04/13/2017,50.63,3.6799999999999997
04/13/2017,49.91,3.6799999999999997
04/17/2017,50.17,3.6799999999999997
04/17/2017,50.73,3.6799999999999997
04/18/2017,50.5,3.6799999999999997
04/18/2017,50.11,3.6799999999999997
04/19/2017,50.07,3.6799999999999997
04/19/2017,49.6,3.6799999999999997
04/20/2017,49.68,3.6799999999999997
04/20/2017,49.89,3.6799999999999997
04/21/2017,49.87,3.6799999999999997
04/21/2017,49.81,3.6799999999999997
04/24/2017,50.44,3.6799999999999997
04/24/2017,50.54,3.6799999999999997
04/25/2017,50.5,3.6799999999999997
04/25/2017,50.59,3.6799999999999997
04/26/2017,50.6,3.6799999999999997
04/26/2017,49.79,3.6799999999999997
04/27/2017,49.89,3.6799999999999997
04/27/2017,48.43,3.6799999999999997
04/28/2017,48.36,3.6799999999999997
04/28/2017,48.7,3.6799999999999997
05/01/2017,48.83,3.6799999999999997
05/01/2017,48.5,3.6799999999999997
05/02/2017,48.34,3.6799999999999997
05/02/2017,48.34,3.6799999999999997
05/03/2017,48.2,3.6799999999999997
05/03/2017,48.27,3.6799999999999997
05/04/2017,48.55,3.6799999999999997
05/04/2017,47.85,3.6799999999999997
05/05/2017,47.98,3.6799999999999997
05/05/2017,49.19,3.6799999999999997
05/08/2017,49.31,3.6799999999999997
05/08/2017,48.98,3.6799999999999997
05/09/2017,48.88,3.6799999999999997
05/09/2017,48.41,3.6799999999999997
05/10/2017,48.42,3.6799999999999997
05/10/2017,49.01,3.6799999999999997
05/11/2017,48.21,3.6799999999999997
05/11/2017,48.47,3.6799999999999997
05/12/2017,48.26,3.6799999999999997
05/12/2017,48.06,3.6799999999999997
05/15/2017,48.47,3.6799999999999997
05/15/2017,48.57,3.6799999999999997
05/16/2017,48.89,3.6799999999999997
05/16/2017,48.75,3.6799999999999997
05/17/2017,48.23,3.6799999999999997
05/17/2017,47.71,3.6799999999999997
05/18/2017,47.64,3.6799999999999997
05/18/2017,47.85,3.6799999999999997
05/19/2017,48.2,3.6799999999999997
05/19/2017,48.84,3.6799999999999997
05/22/2017,49.1,3.6799999999999997
05/22/2017,49.04,3.6799999999999997
05/23/2017,49.59,3.6799999999999997
05/23/2017,49.34,3.6799999999999997
05/24/2017,49.43,3.6799999999999997
05/24/2017,49.35,3.6799999999999997
05/25/2017,49.61,3.6799999999999997
05/25/2017,49.17,3.6799999999999997
05/26/2017,49.24,3.6799999999999997
05/26/2017,49.38,3.6799999999999997
05/30/2017,49.63,3.6799999999999997
05/30/2017,49.79,3.6799999999999997
05/31/2017,49.96,3.6799999999999997
05/31/2017,49.46,3.6799999999999997
06/01/2017,49.71,3.6799999999999997
06/01/2017,49.67,3.6799999999999997
06/02/2017,49.68,3.6799999999999997
06/02/2017,49.73,3.6799999999999997
06/05/2017,49.69,3.6799999999999997
06/05/2017,49.86,3.6799999999999997
06/06/2017,49.63,3.6799999999999997
06/06/2017,49.89,3.6799999999999997
06/07/2017,49.92,3.6799999999999997
06/07/2017,49.67,3.6799999999999997
06/08/2017,49.75,3.6799999999999997
06/08/2017,50.46,3.6799999999999997
06/09/2017,50.55,3.6799999999999997
06/09/2017,51.11,3.6799999999999997
06/12/2017,51.09,3.6799999999999997
06/12/2017,51.11,3.6799999999999997
06/13/2017,51.6,3.6799999999999997
06/13/2017,51.36,3.6799999999999997
06/14/2017,51.44,3.6799999999999997
06/14/2017,51.14,3.6799999999999997
06/15/2017,50.8,3.6799999999999997
06/15/2017,51.21,3.6799999999999997
06/16/2017,51.27,3.6799999999999997
06/16/2017,51.65,3.6799999999999997
06/19/2017,51.68,3.6799999999999997
06/19/2017,52.07,3.6799999999999997
06/20/2017,51.87,3.6799999999999997
06/20/2017,52.01,3.6799999999999997
06/21/2017,52.0,3.6799999999999997
06/21/2017,51.93,3.6799999999999997
06/22/2017,52.01,3.6799999999999997
06/22/2017,52.7,3.6799999999999997
06/23/2017,52.49,3.6799999999999997
06/23/2017,52.47,3.6799999999999997
06/26/2017,52.75,3.6799999999999997
06/26/2017,52.46,3.6799999999999997
06/27/2017,52.68,3.6799999999999997
06/27/2017,52.66,3.6799999999999997
06/28/2017,52.99,3.6799999999999997
06/28/2017,53.46,3.6799999999999997
06/29/2017,53.87,3.0
06/29/2017,53.45,3.0
06/30/2017,53.47,3.0
06/30/2017,53.31,3.0
07/03/2017,53.35,3.0
07/03/2017,53.92,3.0
07/05/2017,53.22,3.0
07/05/2017,53.8,3.0
07/06/2017,53.68,3.0
07/06/2017,53.58,3.0
07/07/2017,53.97,3.0
07/07/2017,53.88,3.0
07/10/2017,53.78,3.0
07/10/2017,53.96,3.0
07/11/2017,53.85,3.0
07/11/2017,53.95,3.0
07/12/2017,53.92,3.0
07/12/2017,54.74,3.0
07/13/2017,54.63,3.0
07/13/2017,54.7,3.0
07/14/2017,54.59,3.0
07/14/2017,54.98,3.0
07/17/2017,54.91,3.0
07/17/2017,54.67,3.0
07/18/2017,55.06,3.0
07/18/2017,54.79,3.0
07/19/2017,54.96,3.0
07/19/2017,55.07,3.0
07/20/2017,55.05,3.0
07/20/2017,55.16,3.0
07/21/2017,55.12,3.0
07/21/2017,55.01,3.0
07/24/2017,54.99,3.0
07/24/2017,55.4,3.0
07/25/2017,55.59,3.0
07/25/2017,55.35,3.0
07/26/2017,55.41,3.0
07/26/2017,55.18,3.0
07/27/2017,55.18,3.0
07/27/2017,54.78,3.0
07/28/2017,54.95,3.0
07/28/2017,55.28,3.0
07/31/2017,55.22,3.0
07/31/2017,55.24,3.0
08/01/2017,55.37,3.0
08/01/2017,54.99,3.0
08/02/2017,54.9,3.0
08/02/2017,55.12,3.0
08/03/2017,55.03,3.0
08/03/2017,54.97,3.0
08/04/2017,55.08,3.0
08/04/2017,54.85,3.0
08/07/2017,54.83,3.0
08/07/2017,54.7,3.0
08/08/2017,54.44,3.0
08/08/2017,54.64,3.0
08/09/2017,54.28,3.0
08/09/2017,54.44,3.0
08/10/2017,54.32,3.0
08/10/2017,53.63,3.0
08/11/2017,53.69,3.0
08/11/2017,53.55,3.0
08/14/2017,53.87,3.0
08/14/2017,53.98,3.0
08/15/2017,54.01,3.0
08/15/2017,54.05,3.0
08/16/2017,54.31,3.0
08/16/2017,54.37,3.0
08/17/2017,54.26,3.0
08/17/2017,54.11,3.0
08/18/2017,54.34,3.0
08/18/2017,54.28,3.0
08/21/2017,54.24,3.0
08/21/2017,54.42,3.0
08/22/2017,54.57,3.0
08/22/2017,54.38,3.0
08/23/2017,54.12,3.0
08/23/2017,54.61,3.0
08/24/2017,54.81,3.0
08/24/2017,54.86,3.0
08/25/2017,54.94,3.0
08/25/2017,55.15,3.0
08/28/2017,55.3,3.0
08/28/2017,54.88,3.0
08/29/2017,54.5,3.0
08/29/2017,54.74,3.0
08/30/2017,54.65,3.0
08/30/2017,54.6,3.0
08/31/2017,55.04,3.0
08/31/2017,55.09,3.0
09/01/2017,55.5,3.0
09/01/2017,55.59,3.0
09/05/2017,55.47,3.0
09/05/2017,54.88,3.0
09/06/2017,54.86,3.0
09/06/2017,55.53,3.0
09/07/2017,55.76,3.0
09/07/2017,55.58,3.0
09/08/2017,55.52,3.0
09/08/2017,55.59,3.0
09/11/2017,55.91,3.0
09/11/2017,56.13,3.0
09/12/2017,56.07,3.0
09/12/2017,56.11,3.0
09/13/2017,56.17,3.0
09/13/2017,56.04,3.0
09/14/2017,56.06,3.0
09/14/2017,56.25,3.0
09/15/2017,56.23,3.0
09/15/2017,56.0,3.0
09/18/2017,56.06,3.0
09/18/2017,55.62,3.0
09/19/2017,55.74,3.0
09/19/2017,55.85,3.0
09/20/2017,56.07,3.0
09/20/2017,56.05,3.0
09/21/2017,56.15,3.0
09/21/2017,57.01,3.0
09/22/2017,57.08,3.0
09/22/2017,57.3,3.0
09/25/2017,57.28,3.0
09/25/2017,57.09,3.0
09/26/2017,57.15,3.0
09/26/2017,56.85,3.0
09/27/2017,57.02,3.0
09/27/2017,56.8,3.0
09/28/2017,57.09,3.0
09/28/2017,57.07,3.0
09/29/2017,57.08,3.0
09/29/2017,56.96,3.0
10/02/2017,57.26,3.05
10/02/2017,57.34,3.05
10/03/2017,57.41,3.05
10/03/2017,57.75,3.05
10/04/2017,57.81,3.05
10/04/2017,58.08,3.05
10/05/2017,57.87,3.05
10/05/2017,57.82,3.05
10/06/2017,57.7,3.05
