BCH-USD,BitcoinCash USD,
Date,Price,Dividend,Annualized Dividend
10/02/2017,415.8689880371094,0.0,0.0
10/03/2017,421.7860107421875,0.0,0.0
10/04/2017,404.1990051269531,0.0,0.0
10/05/2017,358.4219970703125,0.0,0.0
10/06/2017,355.43499755859375,0.0,0.0
10/07/2017,363.60198974609375,0.0,0.0
10/08/2017,360.0899963378906,0.0,0.0
10/09/2017,342.7560119628906,0.0,0.0
10/10/2017,313.2239990234375,0.0,0.0
10/11/2017,320.2019958496094,0.0,0.0
10/12/2017,315.46600341796875,0.0,0.0
10/13/2017,314.1510009765625,0.0,0.0
10/14/2017,321.5419921875,0.0,0.0
10/15/2017,322.4200134277344,0.0,0.0
10/16/2017,315.26300048828125,0.0,0.0
10/17/2017,313.70098876953125,0.0,0.0
10/18/2017,373.6510009765625,0.0,0.0
10/19/2017,339.2659912109375,0.0,0.0
10/20/2017,330.90399169921875,0.0,0.0
10/21/2017,326.75201416015625,0.0,0.0
10/22/2017,323.5039978027344,0.0,0.0
10/23/2017,330.6679992675781,0.0,0.0
10/24/2017,315.8970031738281,0.0,0.0
10/25/2017,326.5889892578125,0.0,0.0
10/26/2017,332.1099853515625,0.0,0.0
10/27/2017,338.3030090332031,0.0,0.0
10/28/2017,369.5409851074219,0.0,0.0
10/29/2017,420.468994140625,0.0,0.0
10/30/2017,458.4519958496094,0.0,0.0
10/31/2017,449.3689880371094,0.0,0.0
11/01/2017,438.2980041503906,0.0,0.0
11/02/2017,527.677001953125,0.0,0.0
11/03/2017,587.3179931640625,0.0,0.0
11/04/2017,635.3469848632812,0.0,0.0
11/05/2017,619.9110107421875,0.0,0.0
11/06/2017,630.3060302734375,0.0,0.0
11/07/2017,602.6840209960938,0.0,0.0
11/08/2017,615.2429809570312,0.0,0.0
11/09/2017,622.31201171875,0.0,0.0
11/10/2017,651.7750244140625,0.0,0.0
11/11/2017,1001.6400146484375,0.0,0.0
11/12/2017,1346.969970703125,0.0,0.0
11/13/2017,1381.8199462890625,0.0,0.0
11/14/2017,1346.72998046875,0.0,0.0
11/15/2017,1269.7900390625,0.0,0.0
11/16/2017,1202.1700439453125,0.0,0.0
11/17/2017,909.1580200195312,0.0,0.0
11/18/2017,1197.4300537109375,0.0,0.0
11/19/2017,1260.949951171875,0.0,0.0
11/20/2017,1172.4300537109375,0.0,0.0
11/21/2017,1220.780029296875,0.0,0.0
11/22/2017,1175.06005859375,0.0,0.0
11/23/2017,1302.22998046875,0.0,0.0
11/24/2017,1651.8599853515625,0.0,0.0
11/25/2017,1634.0,0.0,0.0
11/26/2017,1571.3900146484375,0.0,0.0
11/27/2017,1722.9300537109375,0.0,0.0
11/28/2017,1621.1700439453125,0.0,0.0
11/29/2017,1541.6300048828125,0.0,0.0
11/30/2017,1380.3599853515625,0.0,0.0
12/01/2017,1381.81005859375,0.0,0.0
12/02/2017,1462.06005859375,0.0,0.0
12/03/2017,1435.3599853515625,0.0,0.0
12/04/2017,1560.1600341796875,0.0,0.0
12/05/2017,1580.1600341796875,0.0,0.0
12/06/2017,1498.489990234375,0.0,0.0
12/07/2017,1430.7099609375,0.0,0.0
12/08/2017,1329.1600341796875,0.0,0.0
12/09/2017,1464.6300048828125,0.0,0.0
12/10/2017,1411.8399658203125,0.0,0.0
12/11/2017,1320.0,0.0,0.0
12/12/2017,1427.3800048828125,0.0,0.0
12/13/2017,1616.989990234375,0.0,0.0
12/14/2017,1600.6700439453125,0.0,0.0
12/15/2017,1974.6600341796875,0.0,0.0
12/16/2017,1824.8499755859375,0.0,0.0
12/17/2017,1812.3299560546875,0.0,0.0
12/18/2017,1869.2099609375,0.0,0.0
12/19/2017,2199.06005859375,0.0,0.0
12/20/2017,2825.030029296875,0.0,0.0
12/21/2017,3909.0,0.0,0.0
12/22/2017,3324.0,0.0,0.0
12/23/2017,2746.949951171875,0.0,0.0
12/24/2017,3260.550048828125,0.0,0.0
12/25/2017,2929.35009765625,0.0,0.0
12/26/2017,2947.739990234375,0.0,0.0
12/27/2017,3108.320068359375,0.0,0.0
12/28/2017,2888.639892578125,0.0,0.0
12/29/2017,2587.300048828125,0.0,0.0
12/30/2017,2791.550048828125,0.0,0.0
12/31/2017,2376.9599609375,0.0,0.0
01/01/2018,2534.820068359375,0.0,0.0
01/02/2018,2434.5,0.0,0.0
01/03/2018,2700.550048828125,0.0,0.0
01/04/2018,2608.8701171875,0.0,0.0
01/05/2018,2400.739990234375,0.0,0.0
01/06/2018,2583.7099609375,0.0,0.0
01/07/2018,2784.679931640625,0.0,0.0
01/08/2018,2786.60009765625,0.0,0.0
01/09/2018,2412.360107421875,0.0,0.0
01/10/2018,2390.02001953125,0.0,0.0
01/11/2018,2891.550048828125,0.0,0.0
01/12/2018,2475.89990234375,0.0,0.0
01/13/2018,2617.659912109375,0.0,0.0
01/14/2018,2687.10009765625,0.0,0.0
01/15/2018,2541.580078125,0.0,0.0
01/16/2018,2406.860107421875,0.0,0.0
01/17/2018,1767.5799560546875,0.0,0.0
01/18/2018,1752.27001953125,0.0,0.0
01/19/2018,1740.1700439453125,0.0,0.0
01/20/2018,1784.260009765625,0.0,0.0
01/21/2018,2033.699951171875,0.0,0.0
01/22/2018,1794.4599609375,0.0,0.0
01/23/2018,1623.1400146484375,0.0,0.0
01/24/2018,1622.1500244140625,0.0,0.0
01/25/2018,1661.0400390625,0.0,0.0
01/26/2018,1637.18994140625,0.0,0.0
01/27/2018,1602.5,0.0,0.0
01/28/2018,1636.4100341796875,0.0,0.0
01/29/2018,1745.3599853515625,0.0,0.0
01/30/2018,1657.68994140625,0.0,0.0
01/31/2018,1470.739990234375,0.0,0.0
02/01/2018,1491.1199951171875,0.0,0.0
02/02/2018,1272.5,0.0,0.0
02/03/2018,1194.22998046875,0.0,0.0
02/04/2018,1273.1700439453125,0.0,0.0
02/05/2018,1159.8900146484375,0.0,0.0
02/06/2018,890.9660034179688,0.0,0.0
02/07/2018,971.0759887695312,0.0,0.0
02/08/2018,951.5670166015625,0.0,0.0
02/09/2018,1273.8699951171875,0.0,0.0
02/10/2018,1311.989990234375,0.0,0.0
02/11/2018,1255.5899658203125,0.0,0.0
02/12/2018,1222.4300537109375,0.0,0.0
02/13/2018,1285.22998046875,0.0,0.0
02/14/2018,1229.1800537109375,0.0,0.0
02/15/2018,1358.6500244140625,0.0,0.0
02/16/2018,1373.1600341796875,0.0,0.0
02/17/2018,1548.47998046875,0.0,0.0
02/18/2018,1552.0999755859375,0.0,0.0
02/19/2018,1483.3399658203125,0.0,0.0
02/20/2018,1543.27001953125,0.0,0.0
02/21/2018,1412.8499755859375,0.0,0.0
02/22/2018,1304.6600341796875,0.0,0.0
02/23/2018,1217.3599853515625,0.0,0.0
02/24/2018,1266.56005859375,0.0,0.0
02/25/2018,1191.3499755859375,0.0,0.0
02/26/2018,1177.5799560546875,0.0,0.0
02/27/2018,1255.449951171875,0.0,0.0
02/28/2018,1243.260009765625,0.0,0.0
03/01/2018,1204.8399658203125,0.0,0.0
03/02/2018,1284.949951171875,0.0,0.0
03/03/2018,1274.6700439453125,0.0,0.0
03/04/2018,1267.8599853515625,0.0,0.0
03/05/2018,1287.0999755859375,0.0,0.0
03/06/2018,1264.18994140625,0.0,0.0
03/07/2018,1205.8399658203125,0.0,0.0
03/08/2018,1094.6400146484375,0.0,0.0
03/09/2018,1034.68994140625,0.0,0.0
03/10/2018,1071.1500244140625,0.0,0.0
03/11/2018,1002.5499877929688,0.0,0.0
03/12/2018,1143.93994140625,0.0,0.0
03/13/2018,1051.0699462890625,0.0,0.0
03/14/2018,1071.5,0.0,0.0
03/15/2018,949.7680053710938,0.0,0.0
03/16/2018,943.6010131835938,0.0,0.0
03/17/2018,974.7039794921875,0.0,0.0
03/18/2018,948.2760009765625,0.0,0.0
03/19/2018,942.5980224609375,0.0,0.0
03/20/2018,998.1699829101562,0.0,0.0
03/21/2018,1066.030029296875,0.0,0.0
03/22/2018,1033.260009765625,0.0,0.0
03/23/2018,1011.8300170898438,0.0,0.0
03/24/2018,1028.1199951171875,0.0,0.0
03/25/2018,973.60302734375,0.0,0.0
03/26/2018,967.89501953125,0.0,0.0
03/27/2018,916.989990234375,0.0,0.0
03/28/2018,876.3590087890625,0.0,0.0
03/29/2018,861.6099853515625,0.0,0.0
03/30/2018,712.405029296875,0.0,0.0
03/31/2018,697.6220092773438,0.0,0.0
04/01/2018,688.0139770507812,0.0,0.0
04/02/2018,644.4580078125,0.0,0.0
04/03/2018,664.1500244140625,0.0,0.0
04/04/2018,710.4710083007812,0.0,0.0
04/05/2018,648.6279907226562,0.0,0.0
04/06/2018,641.8619995117188,0.0,0.0
04/07/2018,611.2030029296875,0.0,0.0
04/08/2018,640.8920288085938,0.0,0.0
04/09/2018,656.0910034179688,0.0,0.0
04/10/2018,637.697021484375,0.0,0.0
04/11/2018,648.8980102539062,0.0,0.0
04/12/2018,666.3900146484375,0.0,0.0
04/13/2018,735.7780151367188,0.0,0.0
04/14/2018,738.719970703125,0.0,0.0
04/15/2018,741.906982421875,0.0,0.0
04/16/2018,781.1209716796875,0.0,0.0
04/17/2018,766.697998046875,0.0,0.0
04/18/2018,758.25,0.0,0.0
04/19/2018,890.6619873046875,0.0,0.0
04/20/2018,970.14697265625,0.0,0.0
04/21/2018,1126.8599853515625,0.0,0.0
04/22/2018,1147.47998046875,0.0,0.0
04/23/2018,1194.7099609375,0.0,0.0
04/24/2018,1434.010009765625,0.0,0.0
04/25/2018,1426.7099609375,0.0,0.0
04/26/2018,1289.5400390625,0.0,0.0
04/27/2018,1422.06005859375,0.0,0.0
04/28/2018,1337.9599609375,0.0,0.0
04/29/2018,1393.989990234375,0.0,0.0
04/30/2018,1440.9599609375,0.0,0.0
05/01/2018,1348.6400146484375,0.0,0.0
05/02/2018,1353.5400390625,0.0,0.0
05/03/2018,1459.550048828125,0.0,0.0
05/04/2018,1501.4000244140625,0.0,0.0
05/05/2018,1516.739990234375,0.0,0.0
05/06/2018,1758.8299560546875,0.0,0.0
05/07/2018,1766.6600341796875,0.0,0.0
05/08/2018,1673.0699462890625,0.0,0.0
05/09/2018,1607.8699951171875,0.0,0.0
05/10/2018,1646.1500244140625,0.0,0.0
05/11/2018,1527.489990234375,0.0,0.0
05/12/2018,1376.050048828125,0.0,0.0
05/13/2018,1474.760009765625,0.0,0.0
05/14/2018,1489.3299560546875,0.0,0.0
05/15/2018,1430.280029296875,0.0,0.0
05/16/2018,1341.8900146484375,0.0,0.0
05/17/2018,1290.219970703125,0.0,0.0
05/18/2018,1202.199951171875,0.0,0.0
05/19/2018,1206.6099853515625,0.0,0.0
05/20/2018,1183.199951171875,0.0,0.0
05/21/2018,1296.030029296875,0.0,0.0
05/22/2018,1233.699951171875,0.0,0.0
05/23/2018,1142.25,0.0,0.0
05/24/2018,1005.010009765625,0.0,0.0
05/25/2018,1072.739990234375,0.0,0.0
05/26/2018,1015.6799926757812,0.0,0.0
05/27/2018,1009.2000122070312,0.0,0.0
05/28/2018,996.6480102539062,0.0,0.0
05/29/2018,896.8499755859375,0.0,0.0
05/30/2018,990.0700073242188,0.0,0.0
05/31/2018,983.573974609375,0.0,0.0
06/01/2018,995.6610107421875,0.0,0.0
06/02/2018,1003.3300170898438,0.0,0.0
06/03/2018,1083.1300048828125,0.0,0.0
06/04/2018,1170.780029296875,0.0,0.0
06/05/2018,1110.0699462890625,0.0,0.0
06/06/2018,1157.3299560546875,0.0,0.0
06/07/2018,1135.1500244140625,0.0,0.0
06/08/2018,1145.3399658203125,0.0,0.0
06/09/2018,1117.3499755859375,0.0,0.0
06/10/2018,1087.4599609375,0.0,0.0
06/11/2018,937.6320190429688,0.0,0.0
06/12/2018,957.1400146484375,0.0,0.0
06/13/2018,876.8909912109375,0.0,0.0
06/14/2018,844.3599853515625,0.0,0.0
06/15/2018,896.4299926757812,0.0,0.0
06/16/2018,847.1649780273438,0.0,0.0
06/17/2018,853.0590209960938,0.0,0.0
06/18/2018,849.8070068359375,0.0,0.0
06/19/2018,885.9940185546875,0.0,0.0
06/20/2018,905.7050170898438,0.0,0.0
06/21/2018,890.6409912109375,0.0,0.0
06/22/2018,874.9650268554688,0.0,0.0
06/23/2018,755.2410278320312,0.0,0.0
06/24/2018,764.6229858398438,0.0,0.0
06/25/2018,748.625,0.0,0.0
06/26/2018,757.25,0.0,0.0
06/27/2018,698.2849731445312,0.0,0.0
06/28/2018,714.7009887695312,0.0,0.0
06/29/2018,662.9990234375,0.0,0.0
06/30/2018,717.0419921875,0.0,0.0
07/01/2018,749.1790161132812,0.0,0.0
07/02/2018,739.2459716796875,0.0,0.0
07/03/2018,775.0670166015625,0.0,0.0
07/04/2018,757.926025390625,0.0,0.0
07/05/2018,763.2949829101562,0.0,0.0
07/06/2018,748.47998046875,0.0,0.0
07/07/2018,736.7589721679688,0.0,0.0
07/08/2018,775.7760009765625,0.0,0.0
07/09/2018,751.5689697265625,0.0,0.0
07/10/2018,732.8560180664062,0.0,0.0
07/11/2018,688.8690185546875,0.0,0.0
07/12/2018,706.9760131835938,0.0,0.0
07/13/2018,686.6480102539062,0.0,0.0
07/14/2018,696.416015625,0.0,0.0
07/15/2018,702.9949951171875,0.0,0.0
07/16/2018,724.47802734375,0.0,0.0
07/17/2018,803.1160278320312,0.0,0.0
07/18/2018,849.7689819335938,0.0,0.0
07/19/2018,828.427001953125,0.0,0.0
07/20/2018,823.39501953125,0.0,0.0
07/21/2018,767.8770141601562,0.0,0.0
07/22/2018,788.4710083007812,0.0,0.0
07/23/2018,789.6890258789062,0.0,0.0
07/24/2018,785.5969848632812,0.0,0.0
07/25/2018,863.197998046875,0.0,0.0
07/26/2018,830.739013671875,0.0,0.0
07/27/2018,804.3499755859375,0.0,0.0
07/28/2018,821.4920043945312,0.0,0.0
07/29/2018,821.0139770507812,0.0,0.0
07/30/2018,828.5469970703125,0.0,0.0
07/31/2018,816.72998046875,0.0,0.0
08/01/2018,779.9500122070312,0.0,0.0
08/02/2018,767.6749877929688,0.0,0.0
08/03/2018,732.7990112304688,0.0,0.0
08/04/2018,723.27197265625,0.0,0.0
08/05/2018,696.0650024414062,0.0,0.0
08/06/2018,711.0120239257812,0.0,0.0
08/07/2018,692.6290283203125,0.0,0.0
08/08/2018,660.0540161132812,0.0,0.0
08/09/2018,590.5230102539062,0.0,0.0
08/10/2018,610.35302734375,0.0,0.0
08/11/2018,571.8930053710938,0.0,0.0
08/12/2018,564.4439697265625,0.0,0.0
08/13/2018,571.0230102539062,0.0,0.0
08/14/2018,534.9819946289062,0.0,0.0
08/15/2018,513.2459716796875,0.0,0.0
08/16/2018,512.8660278320312,0.0,0.0
08/17/2018,516.5609741210938,0.0,0.0
08/18/2018,597.6699829101562,0.0,0.0
08/19/2018,554.9310302734375,0.0,0.0
08/20/2018,570.1129760742188,0.0,0.0
08/21/2018,514.0640258789062,0.0,0.0
08/22/2018,535.1519775390625,0.0,0.0
08/23/2018,519.1209716796875,0.0,0.0
08/24/2018,531.5540161132812,0.0,0.0
08/25/2018,534.989013671875,0.0,0.0
08/26/2018,536.489013671875,0.0,0.0
08/27/2018,523.0170288085938,0.0,0.0
08/28/2018,545.0759887695312,0.0,0.0
08/29/2018,564.406005859375,0.0,0.0
08/30/2018,554.0709838867188,0.0,0.0
08/31/2018,538.6220092773438,0.0,0.0
09/01/2018,543.9619750976562,0.0,0.0
09/02/2018,616.0260009765625,0.0,0.0
09/03/2018,648.3280029296875,0.0,0.0
09/04/2018,627.323974609375,0.0,0.0
09/05/2018,626.197998046875,0.0,0.0
09/06/2018,529.9520263671875,0.0,0.0
09/07/2018,518.7670288085938,0.0,0.0
09/08/2018,501.8219909667969,0.0,0.0
09/09/2018,474.6289978027344,0.0,0.0
09/10/2018,484.218994140625,0.0,0.0
09/11/2018,468.3489990234375,0.0,0.0
09/12/2018,440.50799560546875,0.0,0.0
09/13/2018,433.5379943847656,0.0,0.0
09/14/2018,467.12799072265625,0.0,0.0
09/15/2018,447.5790100097656,0.0,0.0
09/16/2018,448.5090026855469,0.0,0.0
09/17/2018,450.37799072265625,0.0,0.0
09/18/2018,418.55499267578125,0.0,0.0
09/19/2018,433.1919860839844,0.0,0.0
09/20/2018,429.80499267578125,0.0,0.0
09/21/2018,457.5159912109375,0.0,0.0
09/22/2018,500.3500061035156,0.0,0.0
09/23/2018,487.7099914550781,0.0,0.0
09/24/2018,487.9150085449219,0.0,0.0
09/25/2018,462.1099853515625,0.0,0.0
09/26/2018,444.802001953125,0.0,0.0
09/27/2018,514.7670288085938,0.0,0.0
09/28/2018,568.4320068359375,0.0,0.0
09/29/2018,538.9940185546875,0.0,0.0
09/30/2018,536.5640258789062,0.0,0.0
10/01/2018,531.6380004882812,0.0,0.0
10/02/2018,531.1530151367188,0.0,0.0
