PSX,Phillips 66,
Date,Price,Annualized Dividend
08/15/2013,44.94869563123187,1.188
08/15/2013,44.08474349975586,1.188
08/16/2013,43.8841839235205,1.188
08/16/2013,43.4290657043457,1.188
08/19/2013,43.413632234899765,1.188
08/19/2013,42.68852996826172,1.188
08/20/2013,42.6036711067615,1.188
08/20/2013,43.97673797607422,1.188
08/21/2013,43.760762098549364,1.188
08/21/2013,44.70185470581055,1.188
08/22/2013,44.72499053389004,1.188
08/22/2013,44.82527160644531,1.188
08/23/2013,45.087543143631805,1.188
08/23/2013,44.82527160644531,1.188
08/26/2013,44.8715591005702,1.188
08/26/2013,44.84070587158203,1.188
08/27/2013,44.51671553079672,1.188
08/27/2013,44.04616928100586,1.188
08/28/2013,44.12331945278149,1.188
08/28/2013,44.76356887817383,1.188
08/29/2013,44.64013935429567,1.188
08/29/2013,44.52443313598633,1.188
08/30/2013,44.70184959104132,1.188
08/30/2013,44.04616928100586,1.188
09/03/2013,44.555284556120526,1.188
09/03/2013,44.82527160644531,1.188
09/04/2013,44.67871065577018,1.188
09/04/2013,45.534950256347656,1.188
09/05/2013,45.26496450430031,1.188
09/05/2013,44.586143493652344,1.188
09/06/2013,44.67099138539283,1.188
09/06/2013,44.29301071166992,1.188
09/09/2013,44.02303671690663,1.188
09/09/2013,44.33159255981445,1.188
09/10/2013,44.3084522156251,1.188
09/10/2013,43.80705261230469,1.188
09/11/2013,43.83789777209197,1.188
09/11/2013,43.915035247802734,1.188
09/12/2013,43.96131871073495,1.188
09/12/2013,43.544769287109375,1.188
09/13/2013,43.69133613885133,1.188
09/13/2013,44.06931686401367,1.188
09/16/2013,44.44729138146867,1.188
09/16/2013,43.83789825439453,1.188
09/17/2013,43.74534024638425,1.188
09/17/2013,43.23622512817383,1.188
09/18/2013,43.23622723825923,1.188
09/18/2013,44.16189193725586,1.188
09/19/2013,45.002683422267154,1.188
09/19/2013,44.85612106323242,1.188
09/20/2013,44.90240772029789,1.188
09/20/2013,44.68642044067383,1.188
09/23/2013,44.532160010089385,1.188
09/23/2013,44.285316467285156,1.188
09/24/2013,44.15418092915028,1.188
09/24/2013,44.56301498413086,1.188
09/25/2013,44.601576933289614,1.188
09/25/2013,44.778995513916016,1.188
09/26/2013,44.748134618325615,1.188
09/26/2013,45.110687255859375,1.188
09/27/2013,44.81756496653751,1.188
09/27/2013,45.149261474609375,1.188
09/30/2013,44.74812868746775,1.188
09/30/2013,44.601566314697266,1.188
10/01/2013,44.470430059689185,1.188
10/01/2013,44.66327667236328,1.188
10/02/2013,44.42415288427508,1.188
10/02/2013,45.650657653808594,1.188
10/03/2013,45.40381541650081,1.188
10/03/2013,45.94378662109375,1.188
10/04/2013,45.511802417113984,1.188
10/04/2013,45.64293670654297,1.188
10/07/2013,45.326666548173314,1.188
10/07/2013,44.66327667236328,1.188
10/08/2013,44.67870144294639,1.188
10/08/2013,43.88417434692383,1.188
10/09/2013,43.83018676788473,1.188
10/09/2013,43.89189910888672,1.188
10/10/2013,44.48585808893296,1.188
10/10/2013,45.18010711669922,1.188
10/11/2013,45.16468414040481,1.188
10/11/2013,46.22919845581055,1.188
10/14/2013,45.95149224977031,1.188
10/14/2013,46.6534538269043,1.188
10/15/2013,46.584040377089494,1.188
10/15/2013,45.89750671386719,1.188
10/16/2013,46.29862586108215,1.188
10/16/2013,46.846309661865234,1.188
10/17/2013,46.72289252144896,0.938
10/17/2013,47.99568176269531,0.938
10/18/2013,48.21937490850085,0.938
10/18/2013,48.967620849609375,0.938
10/21/2013,49.19132656177821,0.938
10/21/2013,49.299320220947266,0.938
10/22/2013,49.63099703387023,0.938
10/22/2013,50.04754638671875,0.938
10/23/2013,49.6541619974324,0.938
10/23/2013,49.877864837646484,0.938
10/24/2013,49.78529011372874,0.938
10/24/2013,48.77477264404297,0.938
10/25/2013,48.84420196279568,0.938
10/25/2013,48.905914306640625,0.938
10/28/2013,49.19131993215534,0.938
10/28/2013,48.81333923339844,0.938
10/29/2013,48.89820177368088,0.938
10/29/2013,49.476741790771484,0.938
10/30/2013,49.445880032015836,0.938
10/30/2013,50.31755065917969,0.938
10/31/2013,50.12470828942001,0.938
10/31/2013,49.700443267822266,0.938
11/01/2013,49.73129151450718,0.938
11/01/2013,49.469017028808594,0.938
11/04/2013,49.58472428888175,0.938
11/04/2013,49.70814895629883,0.938
11/05/2013,49.56158978036198,0.938
11/05/2013,49.5770149230957,0.938
11/06/2013,49.94727120529496,0.938
11/06/2013,49.64643096923828,0.938
11/07/2013,49.58472840218966,0.938
11/07/2013,49.24531936645508,0.938
11/08/2013,49.30702531120742,0.938
11/08/2013,50.417823791503906,0.938
11/11/2013,50.25584353550306,0.938
11/11/2013,50.51811218261719,0.938
