ENB,Enbridge Inc,
Date,Price,Dividend,Annualized Dividend
06/13/1990,0.6350934505462646,0.0,0.0
06/15/1990,0.6390138268470764,0.0,0.0
06/19/1990,0.6390135081575268,0.0,0.0
06/22/1990,0.654695451259613,0.0,0.0
06/25/1990,0.658615231513977,0.0,0.0
06/26/1990,0.658615231513977,0.0,0.0
07/12/1990,0.6703761219978333,0.0,0.0
07/16/1990,0.6742970943450928,0.0,0.0
07/17/1990,0.6742970943450928,0.0,0.0
07/20/1990,0.658615231513977,0.0,0.0
07/23/1990,0.6625356292633605,0.0,0.0
07/24/1990,0.6664561629295349,0.0,0.0
07/25/1990,0.6664561629295349,0.0,0.0
07/26/1990,0.658615231513977,0.0,0.0
08/01/1990,0.6742970943450928,0.0,0.0
08/07/1990,0.6684166789054871,0.0,0.0
08/08/1990,0.6684166789054871,0.0,0.0
08/09/1990,0.6664325594902039,0.038063,0.038063
08/10/1990,0.6664325594902039,0.0,0.038063
08/13/1990,0.6664325594902039,0.0,0.038063
08/14/1990,0.678333044052124,0.0,0.038063
08/15/1990,0.678333044052124,0.0,0.038063
08/17/1990,0.6862671375274658,0.0,0.038063
08/20/1990,0.6743667697692378,0.0,0.038063
08/21/1990,0.6763502359390259,0.0,0.038063
08/31/1990,0.6664326006293609,0.0,0.038063
09/04/1990,0.6644493341445923,0.0,0.038063
09/06/1990,0.6703996062278748,0.0,0.038063
09/07/1990,0.6703996062278748,0.0,0.038063
09/18/1990,0.6604822307431697,0.0,0.038063
09/19/1990,0.6545318365097046,0.0,0.038063
09/20/1990,0.654532308525515,0.0,0.038063
09/21/1990,0.6703994897726017,0.0,0.038063
09/25/1990,0.6584992408752441,0.0,0.038063
09/26/1990,0.6624658279866642,0.0,0.038063
09/28/1990,0.6584990120922845,0.0,0.038063
10/05/1990,0.6624661087989807,0.0,0.038063
10/08/1990,0.6624661087989807,0.0,0.038063
10/17/1990,0.6584992408752441,0.0,0.038063
10/22/1990,0.654532370353473,0.0,0.038063
10/23/1990,0.6565154325630674,0.0,0.038063
10/24/1990,0.6584992408752441,0.0,0.038063
11/05/1990,0.6664325594902039,0.0,0.038063
11/09/1990,0.6584992408752441,0.0,0.038063
11/14/1990,0.6624661087989807,0.0,0.038063
11/16/1990,0.6664327840801192,0.0,0.038063
11/19/1990,0.6664327840801192,0.0,0.038063
11/21/1990,0.6664324688128079,0.0,0.038063
11/23/1990,0.6664329697478442,0.0,0.038063
11/26/1990,0.6565158367156982,0.0,0.038063
11/30/1990,0.6545318365097046,0.0,0.038063
12/03/1990,0.6584988977042664,0.0,0.038063
