PEIX,"Pacific Ethanol, Inc.",
Date,Price,Annualized Dividend
12/14/2006,1845.9,0.0
12/15/2006,1860.6,0.0
12/15/2006,1796.55,0.0
12/18/2006,1794.45,0.0
12/18/2006,1753.5,0.0
12/19/2006,1732.5,0.0
12/19/2006,1755.6,0.0
12/20/2006,1751.4,0.0
12/20/2006,1768.2,0.0
12/21/2006,1758.75,0.0
12/21/2006,1740.9,0.0
12/22/2006,1731.45,0.0
12/22/2006,1724.1,0.0
12/26/2006,1710.45,0.0
12/26/2006,1705.2,0.0
12/27/2006,1698.9,0.0
12/27/2006,1701.0,0.0
12/28/2006,1685.25,0.0
12/28/2006,1680.0,0.0
12/29/2006,1672.65,0.0
12/29/2006,1615.95,0.0
01/03/2007,1608.6,0.0
01/03/2007,1575.0,0.0
01/04/2007,1575.0,0.0
01/04/2007,1513.05,0.0
01/05/2007,1538.25,0.0
01/05/2007,1493.1,0.0
01/08/2007,1509.9,0.0
01/08/2007,1527.75,0.0
01/09/2007,1515.15,0.0
01/09/2007,1522.5,0.0
01/10/2007,1535.1,0.0
01/10/2007,1541.4,0.0
01/11/2007,1560.3,0.0
01/11/2007,1556.1,0.0
01/12/2007,1600.2,0.0
01/12/2007,1608.6,0.0
01/16/2007,1627.5,0.0
01/16/2007,1590.75,0.0
01/17/2007,1592.85,0.0
01/17/2007,1628.55,0.0
01/18/2007,1639.05,0.0
01/18/2007,1589.7,0.0
01/19/2007,1580.25,0.0
01/19/2007,1641.15,0.0
01/22/2007,1673.7,0.0
01/22/2007,1766.1,0.0
01/23/2007,1846.95,0.0
01/23/2007,1874.25,0.0
01/24/2007,1908.9,0.0
01/24/2007,1735.65,0.0
01/25/2007,1766.1,0.0
01/25/2007,1669.5,0.0
01/26/2007,1670.55,0.0
01/26/2007,1706.25,0.0
01/29/2007,1732.5,0.0
01/29/2007,1691.55,0.0
01/30/2007,1704.15,0.0
01/30/2007,1726.2,0.0
01/31/2007,1706.25,0.0
01/31/2007,1723.05,0.0
02/01/2007,1772.4,0.0
02/01/2007,1770.3,0.0
02/02/2007,1800.75,0.0
02/02/2007,1791.3,0.0
02/05/2007,1803.9,0.0
02/05/2007,1801.8,0.0
02/06/2007,1820.7,0.0
02/06/2007,1777.65,0.0
02/07/2007,1797.6,0.0
02/07/2007,1779.75,0.0
02/08/2007,1777.65,0.0
02/08/2007,1756.65,0.0
02/09/2007,1755.6,0.0
02/09/2007,1729.35,0.0
02/12/2007,1726.2,0.0
02/12/2007,1684.2,0.0
02/13/2007,1695.75,0.0
02/13/2007,1704.15,0.0
02/14/2007,1716.75,0.0
02/14/2007,1664.25,0.0
02/15/2007,1664.25,0.0
02/15/2007,1678.95,0.0
02/16/2007,1691.55,0.0
02/16/2007,1724.1,0.0
02/20/2007,1770.3,0.0
02/20/2007,1748.25,0.0
02/21/2007,1762.95,0.0
02/21/2007,1766.1,0.0
02/22/2007,1774.5,0.0
02/22/2007,1823.85,0.0
02/23/2007,1831.2,0.0
02/23/2007,1810.2,0.0
02/26/2007,1832.25,0.0
02/26/2007,1859.55,0.0
02/27/2007,1762.95,0.0
02/27/2007,1732.5,0.0
02/28/2007,1708.35,0.0
02/28/2007,1740.9,0.0
03/01/2007,1698.9,0.0
03/01/2007,1677.9,0.0
03/02/2007,1665.3,0.0
03/02/2007,1623.3,0.0
03/05/2007,1563.45,0.0
03/05/2007,1549.8,0.0
03/06/2007,1585.5,0.0
03/06/2007,1600.2,0.0
03/07/2007,1625.4,0.0
03/07/2007,1604.4,0.0
03/08/2007,1638.0,0.0
03/08/2007,1630.65,0.0
03/09/2007,1651.65,0.0
03/09/2007,1629.6,0.0
03/12/2007,1638.0,0.0
03/12/2007,1645.35,0.0
03/13/2007,1642.2,0.0
03/13/2007,1606.5,0.0
03/14/2007,1580.25,0.0
03/14/2007,1599.15,0.0
03/15/2007,1576.05,0.0
03/15/2007,1621.2,0.0
03/16/2007,1622.25,0.0
03/16/2007,1591.8,0.0
03/19/2007,1586.55,0.0
03/19/2007,1597.05,0.0
03/20/2007,1593.9,0.0
03/20/2007,1625.4,0.0
03/21/2007,1625.4,0.0
03/21/2007,1654.8,0.0
03/22/2007,1659.0,0.0
03/22/2007,1698.9,0.0
03/23/2007,1694.7,0.0
03/23/2007,1711.5,0.0
03/26/2007,1706.25,0.0
03/26/2007,1707.3,0.0
03/27/2007,1705.2,0.0
03/27/2007,1688.4,0.0
03/28/2007,1701.0,0.0
03/28/2007,1695.75,0.0
03/29/2007,1723.05,0.0
03/29/2007,1781.85,0.0
03/30/2007,1838.55,0.0
03/30/2007,1788.15,0.0
04/02/2007,1785.0,0.0
04/02/2007,1688.4,0.0
04/03/2007,1688.4,0.0
04/03/2007,1674.75,0.0
04/04/2007,1669.5,0.0
04/04/2007,1732.5,0.0
04/05/2007,1735.65,0.0
04/05/2007,1710.45,0.0
04/09/2007,1699.95,0.0
04/09/2007,1730.4,0.0
04/10/2007,1737.75,0.0
04/10/2007,1697.85,0.0
04/11/2007,1697.85,0.0
04/11/2007,1677.9,0.0
04/12/2007,1676.85,0.0
04/12/2007,1698.9,0.0
04/13/2007,1692.6,0.0
04/13/2007,1718.85,0.0
04/16/2007,1719.9,0.0
04/16/2007,1695.75,0.0
04/17/2007,1695.75,0.0
04/17/2007,1648.5,0.0
04/18/2007,1627.5,0.0
04/18/2007,1626.45,0.0
04/19/2007,1607.55,0.0
04/19/2007,1589.7,0.0
04/20/2007,1611.75,0.0
04/20/2007,1594.95,0.0
04/23/2007,1592.85,0.0
04/23/2007,1600.2,0.0
04/24/2007,1617.0,0.0
04/24/2007,1588.65,0.0
04/25/2007,1598.1,0.0
04/25/2007,1585.5,0.0
04/26/2007,1580.25,0.0
04/26/2007,1575.0,0.0
04/27/2007,1558.2,0.0
04/27/2007,1576.05,0.0
04/30/2007,1573.95,0.0
04/30/2007,1554.0,0.0
05/01/2007,1548.75,0.0
05/01/2007,1516.2,0.0
05/02/2007,1518.3,0.0
05/02/2007,1551.9,0.0
05/03/2007,1543.5,0.0
05/03/2007,1544.55,0.0
05/04/2007,1552.95,0.0
05/04/2007,1531.95,0.0
05/07/2007,1533.0,0.0
05/07/2007,1501.5,0.0
05/08/2007,1488.9,0.0
05/08/2007,1466.85,0.0
05/09/2007,1454.25,0.0
05/09/2007,1452.15,0.0
05/10/2007,1660.05,0.0
05/10/2007,1584.45,0.0
05/11/2007,1594.95,0.0
05/11/2007,1615.95,0.0
05/14/2007,1614.9,0.0
05/14/2007,1607.55,0.0
05/15/2007,1623.3,0.0
05/15/2007,1579.2,0.0
05/16/2007,1584.45,0.0
05/16/2007,1552.95,0.0
05/17/2007,1544.55,0.0
05/17/2007,1539.3,0.0
05/18/2007,1543.5,0.0
05/18/2007,1509.9,0.0
05/21/2007,1506.75,0.0
05/21/2007,1491.0,0.0
05/22/2007,1491.0,0.0
05/22/2007,1514.1,0.0
05/23/2007,1514.1,0.0
05/23/2007,1507.8,0.0
05/24/2007,1504.65,0.0
05/24/2007,1487.85,0.0
05/25/2007,1492.05,0.0
05/25/2007,1481.55,0.0
05/29/2007,1475.25,0.0
05/29/2007,1497.3,0.0
05/30/2007,1495.2,0.0
05/30/2007,1487.85,0.0
05/31/2007,1453.2,0.0
05/31/2007,1413.3,0.0
06/01/2007,1403.85,0.0
06/01/2007,1396.5,0.0
06/04/2007,1388.1,0.0
06/04/2007,1386.0,0.0
06/05/2007,1398.6,0.0
06/05/2007,1382.85,0.0
06/06/2007,1379.7,0.0
06/06/2007,1361.85,0.0
06/07/2007,1367.1,0.0
06/07/2007,1337.7,0.0
06/08/2007,1329.3,0.0
06/08/2007,1333.5,0.0
06/11/2007,1327.2,0.0
06/11/2007,1331.4,0.0
06/12/2007,1330.35,0.0
06/12/2007,1313.55,0.0
06/13/2007,1303.05,0.0
06/13/2007,1312.5,0.0
06/14/2007,1312.5,0.0
06/14/2007,1318.8,0.0
06/15/2007,1337.7,0.0
06/15/2007,1337.7,0.0
06/18/2007,1359.75,0.0
06/18/2007,1339.8,0.0
06/19/2007,1344.0,0.0
06/19/2007,1327.2,0.0
06/20/2007,1324.05,0.0
06/20/2007,1296.75,0.0
06/21/2007,1309.35,0.0
06/21/2007,1286.25,0.0
06/22/2007,1298.85,0.0
06/22/2007,1347.15,0.0
06/25/2007,1362.9,0.0
06/25/2007,1334.55,0.0
06/26/2007,1335.6,0.0
06/26/2007,1326.15,0.0
06/27/2007,1304.1,0.0
06/27/2007,1323.0,0.0
06/28/2007,1323.0,0.0
06/28/2007,1353.45,0.0
06/29/2007,1365.0,0.0
06/29/2007,1386.0,0.0
07/02/2007,1382.85,0.0
07/02/2007,1419.6,0.0
07/03/2007,1426.95,0.0
07/03/2007,1430.1,0.0
07/05/2007,1454.25,0.0
07/05/2007,1527.75,0.0
07/06/2007,1528.8,0.0
07/06/2007,1515.15,0.0
07/09/2007,1545.6,0.0
07/09/2007,1560.3,0.0
07/10/2007,1555.05,0.0
07/10/2007,1533.0,0.0
07/11/2007,1542.45,0.0
07/11/2007,1528.8,0.0
07/12/2007,1531.95,0.0
07/12/2007,1516.2,0.0
07/13/2007,1509.9,0.0
07/13/2007,1485.75,0.0
07/16/2007,1470.0,0.0
07/16/2007,1470.0,0.0
07/17/2007,1475.25,0.0
07/17/2007,1461.6,0.0
07/18/2007,1459.5,0.0
07/18/2007,1432.2,0.0
07/19/2007,1417.5,0.0
07/19/2007,1410.15,0.0
07/20/2007,1423.8,0.0
07/20/2007,1404.9,0.0
07/23/2007,1394.4,0.0
07/23/2007,1399.65,0.0
07/24/2007,1391.25,0.0
07/24/2007,1375.5,0.0
07/25/2007,1376.55,0.0
07/25/2007,1353.45,0.0
07/26/2007,1344.0,0.0
07/26/2007,1339.8,0.0
07/27/2007,1330.35,0.0
07/27/2007,1293.6,0.0
07/30/2007,1290.45,0.0
07/30/2007,1313.55,0.0
07/31/2007,1323.0,0.0
07/31/2007,1319.85,0.0
08/01/2007,1292.55,0.0
08/01/2007,1311.45,0.0
08/02/2007,1312.5,0.0
08/02/2007,1311.45,0.0
08/03/2007,1307.25,0.0
08/03/2007,1262.1,0.0
08/06/2007,1263.15,0.0
08/06/2007,1214.85,0.0
08/07/2007,1204.35,0.0
08/07/2007,1262.1,0.0
08/08/2007,1311.45,0.0
08/08/2007,1340.85,0.0
08/09/2007,1338.75,0.0
08/09/2007,1365.0,0.0
08/10/2007,1312.5,0.0
08/10/2007,1346.1,0.0
08/13/2007,1365.0,0.0
08/13/2007,1325.1,0.0
08/14/2007,1323.0,0.0
08/14/2007,1314.6,0.0
08/15/2007,1306.2,0.0
08/15/2007,1289.4,0.0
08/16/2007,1260.0,0.0
08/16/2007,1220.1,0.0
08/17/2007,1286.25,0.0
08/17/2007,1241.1,0.0
08/20/2007,1247.4,0.0
08/20/2007,1247.4,0.0
08/21/2007,1236.9,0.0
08/21/2007,1243.2,0.0
08/22/2007,1248.45,0.0
08/22/2007,1257.9,0.0
08/23/2007,1249.5,0.0
08/23/2007,1229.55,0.0
08/24/2007,1223.25,0.0
08/24/2007,1229.55,0.0
08/27/2007,1223.25,0.0
08/27/2007,1219.05,0.0
08/28/2007,1215.9,0.0
08/28/2007,1199.1,0.0
08/29/2007,1195.95,0.0
08/29/2007,1195.95,0.0
08/30/2007,1233.75,0.0
08/30/2007,1208.55,0.0
08/31/2007,1223.25,0.0
08/31/2007,1213.8,0.0
09/04/2007,1213.8,0.0
09/04/2007,1245.3,0.0
09/05/2007,1241.1,0.0
09/05/2007,1220.1,0.0
09/06/2007,1218.0,0.0
09/06/2007,1250.55,0.0
09/07/2007,1237.95,0.0
09/07/2007,1203.3,0.0
09/10/2007,1203.3,0.0
09/10/2007,1191.75,0.0
09/11/2007,1191.75,0.0
09/11/2007,1191.75,0.0
09/12/2007,1185.45,0.0
09/12/2007,1165.5,0.0
09/13/2007,1156.05,0.0
09/13/2007,1161.3,0.0
09/14/2007,1156.05,0.0
09/14/2007,1130.85,0.0
09/17/2007,1114.05,0.0
09/17/2007,1093.05,0.0
09/18/2007,1090.95,0.0
09/18/2007,1130.85,0.0
09/19/2007,1135.05,0.0
09/19/2007,1172.85,0.0
09/20/2007,1120.35,0.0
09/20/2007,1074.15,0.0
09/21/2007,1069.95,0.0
09/21/2007,1043.7,0.0
09/24/2007,1020.6,0.0
09/24/2007,966.0,0.0
09/25/2007,934.5,0.0
09/25/2007,900.9,0.0
09/26/2007,900.9,0.0
09/26/2007,913.5,0.0
09/27/2007,921.9,0.0
09/27/2007,995.4,0.0
09/28/2007,987.0,0.0
09/28/2007,1010.1,0.0
10/01/2007,984.9,0.0
10/01/2007,967.05,0.0
10/02/2007,963.9,0.0
10/02/2007,934.5,0.0
10/03/2007,936.6,0.0
10/03/2007,919.8,0.0
10/04/2007,925.05,0.0
10/04/2007,976.5,0.0
10/05/2007,984.9,0.0
10/05/2007,956.55,0.0
10/08/2007,950.25,0.0
10/08/2007,942.9,0.0
10/09/2007,941.85,0.0
10/09/2007,993.3,0.0
10/10/2007,997.5,0.0
10/10/2007,979.65,0.0
10/11/2007,979.65,0.0
10/11/2007,988.05,0.0
10/12/2007,995.4,0.0
10/12/2007,948.15,0.0
10/15/2007,951.3,0.0
10/15/2007,943.95,0.0
10/16/2007,945.0,0.0
10/16/2007,940.8,0.0
10/17/2007,955.5,0.0
10/17/2007,932.4,0.0
10/18/2007,926.1,0.0
10/18/2007,927.15,0.0
10/19/2007,914.55,0.0
10/19/2007,866.25,0.0
10/22/2007,856.8,0.0
10/22/2007,851.55,0.0
10/23/2007,854.7,0.0
10/23/2007,834.75,0.0
10/24/2007,829.5,0.0
10/24/2007,808.5,0.0
10/25/2007,807.45,0.0
10/25/2007,790.65,0.0
10/26/2007,794.85,0.0
10/26/2007,798.0,0.0
10/29/2007,813.75,0.0
10/29/2007,823.2,0.0
10/30/2007,825.3,0.0
10/30/2007,813.75,0.0
10/31/2007,811.65,0.0
10/31/2007,843.15,0.0
11/01/2007,837.9,0.0
11/01/2007,788.55,0.0
11/02/2007,805.35,0.0
11/02/2007,842.1,0.0
11/05/2007,823.2,0.0
11/05/2007,843.15,0.0
11/06/2007,837.9,0.0
11/06/2007,836.85,0.0
11/07/2007,846.3,0.0
11/07/2007,831.6,0.0
11/08/2007,829.5,0.0
11/08/2007,821.1,0.0
11/09/2007,787.5,0.0
11/09/2007,723.45,0.0
11/12/2007,765.45,0.0
11/12/2007,683.55,0.0
11/13/2007,680.4,0.0
11/13/2007,673.05,0.0
11/14/2007,672.0,0.0
11/14/2007,648.9,0.0
11/15/2007,640.5,0.0
11/15/2007,612.15,0.0
11/16/2007,617.4,0.0
11/16/2007,598.5,0.0
11/19/2007,577.5,0.0
11/19/2007,465.15,0.0
11/20/2007,472.5,0.0
11/20/2007,495.6,0.0
11/21/2007,485.1,0.0
11/21/2007,451.5,0.0
11/23/2007,451.5,0.0
11/23/2007,443.1,0.0
11/26/2007,457.8,0.0
11/26/2007,489.3,0.0
11/27/2007,501.9,0.0
11/27/2007,487.2,0.0
11/28/2007,493.5,0.0
11/28/2007,492.45,0.0
11/29/2007,488.25,0.0
11/29/2007,695.1,0.0
11/30/2007,661.5,0.0
11/30/2007,641.55,0.0
12/03/2007,646.8,0.0
12/03/2007,600.6,0.0
12/04/2007,592.2,0.0
12/04/2007,603.75,0.0
12/05/2007,617.4,0.0
12/05/2007,590.1,0.0
12/06/2007,590.1,0.0
12/06/2007,633.15,0.0
12/07/2007,631.05,0.0
12/07/2007,641.55,0.0
12/10/2007,619.5,0.0
12/10/2007,628.95,0.0
12/11/2007,637.35,0.0
12/11/2007,672.0,0.0
12/12/2007,682.5,0.0
12/12/2007,666.75,0.0
12/13/2007,673.05,0.0
12/13/2007,634.2,0.0
12/14/2007,672.0,0.0
12/14/2007,695.1,0.0
12/17/2007,698.25,0.0
12/17/2007,744.45,0.0
12/18/2007,787.5,0.0
12/18/2007,811.65,0.0
12/19/2007,840.0,0.0
12/19/2007,960.75,0.0
12/20/2007,982.8,0.0
12/20/2007,959.7,0.0
12/21/2007,991.2,0.0
12/21/2007,936.6,0.0
12/24/2007,932.4,0.0
12/24/2007,927.15,0.0
12/26/2007,927.15,0.0
12/26/2007,913.5,0.0
12/27/2007,894.6,0.0
12/27/2007,913.5,0.0
12/28/2007,913.5,0.0
12/28/2007,904.05,0.0
12/31/2007,905.1,0.0
12/31/2007,862.05,0.0
01/02/2008,891.45,0.0
01/02/2008,852.6,0.0
01/03/2008,847.35,0.0
01/03/2008,926.1,0.0
01/04/2008,927.15,0.0
01/04/2008,929.25,0.0
01/07/2008,934.5,0.0
01/07/2008,861.0,0.0
01/08/2008,855.75,0.0
01/08/2008,814.8,0.0
01/09/2008,820.05,0.0
01/09/2008,792.75,0.0
01/10/2008,787.5,0.0
01/10/2008,753.9,0.0
01/11/2008,743.4,0.0
01/11/2008,728.7,0.0
01/14/2008,739.2,0.0
01/14/2008,745.5,0.0
01/15/2008,735.0,0.0
01/15/2008,697.2,0.0
01/16/2008,682.5,0.0
01/16/2008,645.75,0.0
01/17/2008,640.5,0.0
01/17/2008,579.6,0.0
01/18/2008,578.55,0.0
01/18/2008,573.3,0.0
01/22/2008,506.1,0.0
01/22/2008,525.0,0.0
01/23/2008,535.5,0.0
01/23/2008,557.55,0.0
01/24/2008,561.75,0.0
01/24/2008,563.85,0.0
01/25/2008,581.7,0.0
01/25/2008,562.8,0.0
01/28/2008,556.5,0.0
01/28/2008,592.2,0.0
01/29/2008,623.7,0.0
01/29/2008,584.85,0.0
01/30/2008,630.0,0.0
01/30/2008,652.05,0.0
01/31/2008,663.6,0.0
01/31/2008,637.35,0.0
02/01/2008,634.2,0.0
02/01/2008,605.85,0.0
02/04/2008,640.5,0.0
02/04/2008,639.45,0.0
02/05/2008,651.0,0.0
02/05/2008,662.55,0.0
02/06/2008,662.55,0.0
02/06/2008,659.4,0.0
02/07/2008,649.95,0.0
02/07/2008,634.2,0.0
02/08/2008,630.0,0.0
02/08/2008,617.4,0.0
02/11/2008,624.75,0.0
02/11/2008,626.85,0.0
02/12/2008,623.7,0.0
02/12/2008,605.85,0.0
02/13/2008,606.9,0.0
02/13/2008,647.85,0.0
02/14/2008,647.85,0.0
02/14/2008,617.4,0.0
02/15/2008,611.1,0.0
02/15/2008,611.1,0.0
02/19/2008,637.35,0.0
02/19/2008,634.2,0.0
02/20/2008,639.45,0.0
02/20/2008,625.8,0.0
02/21/2008,638.4,0.0
02/21/2008,615.3,0.0
02/22/2008,624.75,0.0
02/22/2008,578.55,0.0
02/25/2008,577.5,0.0
02/25/2008,609.0,0.0
02/26/2008,600.6,0.0
02/26/2008,590.1,0.0
02/27/2008,589.05,0.0
02/27/2008,583.8,0.0
02/28/2008,590.1,0.0
02/28/2008,560.7,0.0
02/29/2008,556.5,0.0
02/29/2008,518.7,0.0
03/03/2008,519.75,0.0
03/03/2008,510.3,0.0
03/04/2008,521.85,0.0
03/04/2008,481.95,0.0
03/05/2008,520.8,0.0
03/05/2008,500.85,0.0
03/06/2008,489.3,0.0
03/06/2008,446.25,0.0
03/07/2008,471.45,0.0
03/07/2008,473.55,0.0
03/10/2008,475.65,0.0
03/10/2008,491.4,0.0
03/11/2008,485.1,0.0
03/11/2008,483.0,0.0
03/12/2008,483.0,0.0
03/12/2008,549.15,0.0
03/13/2008,541.8,0.0
03/13/2008,563.85,0.0
03/14/2008,564.9,0.0
03/14/2008,498.75,0.0
03/17/2008,480.9,0.0
03/17/2008,450.45,0.0
03/18/2008,496.65,0.0
03/18/2008,519.75,0.0
03/19/2008,468.3,0.0
03/19/2008,454.65,0.0
03/20/2008,598.5,0.0
03/20/2008,474.6,0.0
03/24/2008,477.75,0.0
03/24/2008,518.7,0.0
03/25/2008,522.9,0.0
03/25/2008,480.9,0.0
03/26/2008,477.75,0.0
03/26/2008,475.65,0.0
03/27/2008,480.9,0.0
03/27/2008,470.4,0.0
03/28/2008,483.0,0.0
03/28/2008,509.25,0.0
03/31/2008,484.05,0.0
03/31/2008,462.0,0.0
04/01/2008,470.4,0.0
04/01/2008,480.9,0.0
04/02/2008,472.5,0.0
04/02/2008,468.3,0.0
04/03/2008,469.35,0.0
04/03/2008,459.9,0.0
04/04/2008,457.8,0.0
04/04/2008,471.45,0.0
04/07/2008,472.5,0.0
04/07/2008,456.75,0.0
04/08/2008,449.4,0.0
04/08/2008,450.45,0.0
04/09/2008,450.45,0.0
04/09/2008,447.3,0.0
04/10/2008,447.3,0.0
04/10/2008,441.0,0.0
04/11/2008,437.85,0.0
04/11/2008,421.05,0.0
04/14/2008,424.2,0.0
04/14/2008,395.85,0.0
04/15/2008,396.9,0.0
04/15/2008,372.75,0.0
04/16/2008,372.75,0.0
04/16/2008,378.0,0.0
04/17/2008,383.25,0.0
04/17/2008,379.05,0.0
04/18/2008,380.1,0.0
04/18/2008,381.15,0.0
04/21/2008,370.65,0.0
04/21/2008,380.1,0.0
04/22/2008,378.0,0.0
04/22/2008,349.65,0.0
04/23/2008,359.1,0.0
04/23/2008,334.95,0.0
04/24/2008,332.85,0.0
04/24/2008,338.1,0.0
04/25/2008,336.0,0.0
04/25/2008,413.7,0.0
04/28/2008,415.8,0.0
04/28/2008,390.6,0.0
04/29/2008,380.1,0.0
04/29/2008,364.35,0.0
04/30/2008,369.6,0.0
04/30/2008,360.15,0.0
05/01/2008,361.2,0.0
05/01/2008,346.5,0.0
05/02/2008,348.6,0.0
05/02/2008,365.4,0.0
05/05/2008,373.8,0.0
05/05/2008,357.0,0.0
05/06/2008,355.95,0.0
05/06/2008,346.5,0.0
05/07/2008,345.45,0.0
05/07/2008,333.9,0.0
05/08/2008,333.9,0.0
05/08/2008,328.65,0.0
05/09/2008,329.7,0.0
05/09/2008,338.1,0.0
05/12/2008,362.25,0.0
05/12/2008,341.25,0.0
05/13/2008,346.5,0.0
05/13/2008,331.8,0.0
05/14/2008,341.25,0.0
05/14/2008,334.95,0.0
05/15/2008,334.95,0.0
05/15/2008,338.1,0.0
05/16/2008,344.4,0.0
05/16/2008,336.0,0.0
05/19/2008,399.0,0.0
05/19/2008,539.7,0.0
05/20/2008,598.5,0.0
05/20/2008,593.25,0.0
05/21/2008,557.55,0.0
05/21/2008,580.65,0.0
05/22/2008,576.45,0.0
05/22/2008,543.9,0.0
05/23/2008,538.65,0.0
05/23/2008,438.9,0.0
05/27/2008,446.25,0.0
05/27/2008,432.6,0.0
05/28/2008,430.5,0.0
05/28/2008,376.95,0.0
05/29/2008,383.25,0.0
05/29/2008,367.5,0.0
05/30/2008,378.0,0.0
05/30/2008,371.7,0.0
06/02/2008,372.75,0.0
06/02/2008,361.2,0.0
06/03/2008,366.45,0.0
06/03/2008,346.5,0.0
06/04/2008,346.5,0.0
06/04/2008,331.8,0.0
06/05/2008,332.85,0.0
06/05/2008,340.2,0.0
06/06/2008,334.95,0.0
06/06/2008,329.7,0.0
06/09/2008,347.55,0.0
06/09/2008,323.4,0.0
06/10/2008,321.3,0.0
06/10/2008,309.75,0.0
06/11/2008,309.75,0.0
06/11/2008,291.9,0.0
06/12/2008,289.8,0.0
06/12/2008,248.85,0.0
06/13/2008,256.2,0.0
06/13/2008,242.55,0.0
06/16/2008,243.6,0.0
06/16/2008,254.1,0.0
06/17/2008,254.1,0.0
06/17/2008,261.45,0.0
06/18/2008,261.45,0.0
06/18/2008,232.05,0.0
06/19/2008,237.3,0.0
06/19/2008,227.85,0.0
06/20/2008,227.85,0.0
06/20/2008,235.2,0.0
06/23/2008,236.25,0.0
06/23/2008,216.3,0.0
06/24/2008,213.15,0.0
06/24/2008,194.25,0.0
06/25/2008,195.3,0.0
06/25/2008,204.75,0.0
06/26/2008,204.75,0.0
06/26/2008,210.0,0.0
06/27/2008,216.3,0.0
06/27/2008,210.0,0.0
06/30/2008,208.95,0.0
06/30/2008,190.05,0.0
07/01/2008,189.0,0.0
07/01/2008,165.9,0.0
07/02/2008,168.0,0.0
07/02/2008,152.25,0.0
07/03/2008,153.3,0.0
07/03/2008,154.35,0.0
07/07/2008,166.95,0.0
07/07/2008,157.5,0.0
07/08/2008,160.65,0.0
07/08/2008,161.7,0.0
07/09/2008,158.55,0.0
07/09/2008,168.0,0.0
07/10/2008,177.45,0.0
07/10/2008,166.95,0.0
07/11/2008,164.85,0.0
07/11/2008,175.35,0.0
07/14/2008,176.4,0.0
07/14/2008,161.7,0.0
07/15/2008,159.6,0.0
07/15/2008,164.85,0.0
07/16/2008,162.75,0.0
07/16/2008,181.65,0.0
07/17/2008,195.3,0.0
07/17/2008,198.45,0.0
07/18/2008,210.0,0.0
07/18/2008,232.05,0.0
07/21/2008,236.25,0.0
07/21/2008,223.65,0.0
07/22/2008,212.1,0.0
07/22/2008,202.65,0.0
07/23/2008,210.0,0.0
07/23/2008,210.0,0.0
07/24/2008,198.45,0.0
07/24/2008,192.15,0.0
07/25/2008,195.3,0.0
07/25/2008,195.3,0.0
07/28/2008,198.45,0.0
07/28/2008,189.0,0.0
07/29/2008,191.1,0.0
07/29/2008,196.35,0.0
07/30/2008,193.2,0.0
07/30/2008,199.5,0.0
07/31/2008,197.4,0.0
07/31/2008,196.35,0.0
08/01/2008,191.1,0.0
08/01/2008,200.55,0.0
08/04/2008,200.55,0.0
08/04/2008,202.65,0.0
08/05/2008,205.8,0.0
08/05/2008,205.8,0.0
08/06/2008,210.0,0.0
08/06/2008,197.4,0.0
08/07/2008,207.9,0.0
08/07/2008,221.55,0.0
08/08/2008,229.95,0.0
08/08/2008,248.85,0.0
08/11/2008,210.0,0.0
08/11/2008,215.25,0.0
08/12/2008,215.25,0.0
08/12/2008,219.45,0.0
08/13/2008,233.1,0.0
08/13/2008,228.9,0.0
08/14/2008,228.9,0.0
08/14/2008,228.9,0.0
08/15/2008,236.25,0.0
08/15/2008,229.95,0.0
08/18/2008,231.0,0.0
08/18/2008,227.85,0.0
08/19/2008,229.95,0.0
08/19/2008,219.45,0.0
08/20/2008,223.65,0.0
08/20/2008,210.0,0.0
08/21/2008,212.1,0.0
08/21/2008,214.2,0.0
08/22/2008,215.25,0.0
08/22/2008,208.95,0.0
08/25/2008,204.75,0.0
08/25/2008,215.25,0.0
08/26/2008,211.05,0.0
08/26/2008,205.8,0.0
08/27/2008,204.75,0.0
08/27/2008,211.05,0.0
08/28/2008,214.2,0.0
08/28/2008,213.15,0.0
08/29/2008,215.25,0.0
08/29/2008,216.3,0.0
09/02/2008,219.45,0.0
09/02/2008,214.2,0.0
09/03/2008,213.15,0.0
09/03/2008,210.0,0.0
09/04/2008,212.1,0.0
09/04/2008,201.6,0.0
09/05/2008,206.85,0.0
09/05/2008,184.8,0.0
09/08/2008,199.5,0.0
09/08/2008,182.7,0.0
09/09/2008,180.6,0.0
09/09/2008,159.6,0.0
09/10/2008,165.9,0.0
09/10/2008,148.05,0.0
09/11/2008,150.15,0.0
09/11/2008,162.75,0.0
09/12/2008,162.75,0.0
09/12/2008,173.25,0.0
09/15/2008,170.1,0.0
09/15/2008,157.5,0.0
09/16/2008,158.55,0.0
09/16/2008,166.95,0.0
09/17/2008,157.5,0.0
09/17/2008,147.0,0.0
09/18/2008,147.0,0.0
09/18/2008,156.45,0.0
09/19/2008,163.8,0.0
09/19/2008,156.45,0.0
09/22/2008,158.55,0.0
09/22/2008,151.2,0.0
09/23/2008,151.2,0.0
09/23/2008,145.95,0.0
09/24/2008,148.05,0.0
09/24/2008,143.85,0.0
09/25/2008,143.85,0.0
09/25/2008,147.0,0.0
09/26/2008,135.45,0.0
09/26/2008,144.9,0.0
09/29/2008,142.8,0.0
09/29/2008,218.4,0.0
09/30/2008,174.3,0.0
09/30/2008,145.95,0.0
10/01/2008,147.0,0.0
10/01/2008,148.05,0.0
10/02/2008,149.1,0.0
10/02/2008,144.9,0.0
