MSFT,Microsoft Corporation,
Date,Price,Dividend,Annualized Dividend
06/01/1993,1.841654184599374,0.0,0.0
06/02/1993,1.8961122035980225,0.0,0.0
06/03/1993,1.8961117040236006,0.0,0.0
06/04/1993,1.8614568710327148,0.0,0.0
06/07/1993,1.8664081559619057,0.0,0.0
06/08/1993,1.8416536394087397,0.0,0.0
06/09/1993,1.8367036461990172,0.0,0.0
06/10/1993,1.8069999785444133,0.0,0.0
06/11/1993,1.8169007224791163,0.0,0.0
06/14/1993,1.8020481847977992,0.0,0.0
06/15/1993,1.8416537839013176,0.0,0.0
06/16/1993,1.836703419290668,0.0,0.0
06/17/1993,1.8119498578655462,0.0,0.0
06/18/1993,1.792148151397705,0.0,0.0
06/21/1993,1.7574928370069858,0.0,0.0
06/22/1993,1.76739385088457,0.0,0.0
06/23/1993,1.7426404852510553,0.0,0.0
06/24/1993,1.7475911618967075,0.0,0.0
06/25/1993,1.7525415420532227,0.0,0.0
06/28/1993,1.7574928936893919,0.0,0.0
06/29/1993,1.7871962981179208,0.0,0.0
06/30/1993,1.76739385088457,0.0,0.0
07/01/1993,1.7475915966771902,0.0,0.0
07/02/1993,1.7277885675430298,0.0,0.0
07/06/1993,1.7178873485444306,0.0,0.0
07/07/1993,1.6262991169217111,0.0,0.0
07/08/1993,1.6634296219766813,0.0,0.0
07/09/1993,1.6832317421698064,0.0,0.0
07/12/1993,1.6782815850887733,0.0,0.0
07/13/1993,1.663428913187187,0.0,0.0
07/14/1993,1.6436273685417075,0.0,0.0
07/15/1993,1.6683802046484084,0.0,0.0
07/16/1993,1.6485769772792356,0.0,0.0
07/19/1993,1.5743172751341756,0.0,0.0
07/20/1993,1.5693662071039538,0.0,0.0
07/21/1993,1.5545143281357199,0.0,0.0
07/22/1993,1.5990708493962995,0.0,0.0
07/23/1993,1.5248103050991486,0.0,0.0
07/26/1993,1.5495641231536865,0.0,0.0
07/27/1993,1.5545145383733787,0.0,0.0
07/28/1993,1.5050076727806463,0.0,0.0
07/29/1993,1.5446129629883585,0.0,0.0
07/30/1993,1.4455996300723102,0.0,0.0
08/02/1993,1.480255353377853,0.0,0.0
08/03/1993,1.4455993175506592,0.0,0.0
08/04/1993,1.4505503023106965,0.0,0.0
08/05/1993,1.4555008135446272,0.0,0.0
08/06/1993,1.4802542919964123,0.0,0.0
08/09/1993,1.4505503023106965,0.0,0.0
08/10/1993,1.445599401500863,0.0,0.0
08/11/1993,1.4109454367479233,0.0,0.0
08/12/1993,1.4356982627430477,0.0,0.0
08/13/1993,1.4654019828310776,0.0,0.0
08/16/1993,1.5000573708229124,0.0,0.0
08/17/1993,1.544613421988691,0.0,0.0
08/18/1993,1.5396630401096296,0.0,0.0
08/19/1993,1.5297613214495223,0.0,0.0
08/20/1993,1.455500809397301,0.0,0.0
08/23/1993,1.4951064509230776,0.0,0.0
08/24/1993,1.5149087985160314,0.0,0.0
08/25/1993,1.4852048730910847,0.0,0.0
08/26/1993,1.455500797179255,0.0,0.0
08/27/1993,1.430747780787107,0.0,0.0
08/30/1993,1.435697746579956,0.0,0.0
08/31/1993,1.460451423454436,0.0,0.0
09/01/1993,1.4901552290436852,0.0,0.0
09/02/1993,1.529761933004703,0.0,0.0
09/03/1993,1.514908485431032,0.0,0.0
09/07/1993,1.500057263063747,0.0,0.0
09/08/1993,1.465402401533703,0.0,0.0
09/09/1993,1.4852049075482663,0.0,0.0
09/10/1993,1.5248108613185394,0.0,0.0
09/13/1993,1.5545144206155959,0.0,0.0
09/14/1993,1.505007441826512,0.0,0.0
09/15/1993,1.5000576359904694,0.0,0.0
09/16/1993,1.5198599757191005,0.0,0.0
09/17/1993,1.4951062586746717,0.0,0.0
09/20/1993,1.5099581621149412,0.0,0.0
09/21/1993,1.4951062586746717,0.0,0.0
09/22/1993,1.5050079496300066,0.0,0.0
09/23/1993,1.5297614280036516,0.0,0.0
09/24/1993,1.5545141711831092,0.0,0.0
09/27/1993,1.6188732791706053,0.0,0.0
09/28/1993,1.6287754865189916,0.0,0.0
09/29/1993,1.6584786796198847,0.0,0.0
09/30/1993,1.6386765095203097,0.0,0.0
10/01/1993,1.6337251263420756,0.0,0.0
10/04/1993,1.6337251187934927,0.0,0.0
10/05/1993,1.6386762059377475,0.0,0.0
10/06/1993,1.6485778739461956,0.0,0.0
10/07/1993,1.683232302795891,0.0,0.0
10/08/1993,1.668380403217254,0.0,0.0
10/11/1993,1.6733313444114868,0.0,0.0
10/12/1993,1.6683810949325562,0.0,0.0
10/13/1993,1.658478935892697,0.0,0.0
10/14/1993,1.658479642010263,0.0,0.0
10/15/1993,1.628775368826123,0.0,0.0
10/18/1993,1.6040208784930678,0.0,0.0
10/19/1993,1.623823858348077,0.0,0.0
10/20/1993,1.5941195892698972,0.0,0.0
10/21/1993,1.5594654698230992,0.0,0.0
10/22/1993,1.5693670762138714,0.0,0.0
10/25/1993,1.5941193103790283,0.0,0.0
10/26/1993,1.5941199491608817,0.0,0.0
10/27/1993,1.5743180145771807,0.0,0.0
10/28/1993,1.5792680431698074,0.0,0.0
10/29/1993,1.5743169706530373,0.0,0.0
11/01/1993,1.589169493106339,0.0,0.0
11/02/1993,1.608972113028866,0.0,0.0
11/03/1993,1.5842185050818571,0.0,0.0
11/04/1993,1.5594658472310508,0.0,0.0
11/05/1993,1.5099586949830959,0.0,0.0
11/08/1993,1.5644157737683337,0.0,0.0
11/09/1993,1.5644158703904085,0.0,0.0
11/10/1993,1.5842188977389335,0.0,0.0
11/11/1993,1.6089724050337468,0.0,0.0
11/12/1993,1.6188737864527036,0.0,0.0
11/15/1993,1.62382339690783,0.0,0.0
11/16/1993,1.6040209313443667,0.0,0.0
11/17/1993,1.6386767370125082,0.0,0.0
11/18/1993,1.5990707480389386,0.0,0.0
11/19/1993,1.579267955116356,0.0,0.0
11/22/1993,1.5792683744984026,0.0,0.0
11/23/1993,1.539662632053015,0.0,0.0
11/24/1993,1.5347118090930643,0.0,0.0
11/26/1993,1.564415693283081,0.0,0.0
11/29/1993,1.5644158507293127,0.0,0.0
11/30/1993,1.5545141711831092,0.0,0.0
12/01/1993,1.594119746992193,0.0,0.0
12/02/1993,1.6238248316953419,0.0,0.0
12/03/1993,1.6584794776008713,0.0,0.0
12/06/1993,1.6832323555716417,0.0,0.0
12/07/1993,1.68323246359128,0.0,0.0
12/08/1993,1.643626491466682,0.0,0.0
12/09/1993,1.653527355819712,0.0,0.0
12/10/1993,1.6089724195763309,0.0,0.0
12/13/1993,1.6139230020715385,0.0,0.0
12/14/1993,1.6040209919214248,0.0,0.0
12/15/1993,1.5842183588740222,0.0,0.0
12/16/1993,1.5842182636260986,0.0,0.0
12/17/1993,1.5941193103790283,0.0,0.0
12/20/1993,1.604021033135856,0.0,0.0
12/21/1993,1.6238241571368595,0.0,0.0
12/22/1993,1.6287742544550474,0.0,0.0
12/23/1993,1.6040212394541025,0.0,0.0
12/27/1993,1.5990702936327557,0.0,0.0
12/28/1993,1.594119375137721,0.0,0.0
12/29/1993,1.6386761911545458,0.0,0.0
12/30/1993,1.618873797171116,0.0,0.0
12/31/1993,1.604020864881967,0.0,0.0
01/03/1994,1.5941196998436415,0.0,0.0
01/04/1994,1.5891689314564883,0.0,0.0
01/05/1994,1.5891691878494132,0.0,0.0
01/06/1994,1.6362001159381319,0.0,0.0
01/07/1994,1.6683799853908685,0.0,0.0
01/10/1994,1.6832325959639753,0.0,0.0
01/11/1994,1.683231727883038,0.0,0.0
01/12/1994,1.68323246359128,0.0,0.0
01/13/1994,1.6782814199637666,0.0,0.0
01/14/1994,1.6931336637629968,0.0,0.0
01/17/1994,1.6881831497324957,0.0,0.0
01/18/1994,1.6881827259300481,0.0,0.0
01/19/1994,1.658478935892697,0.0,0.0
01/20/1994,1.6485776840489827,0.0,0.0
01/21/1994,1.7079858779907227,0.0,0.0
01/24/1994,1.7030344540934268,0.0,0.0
01/25/1994,1.688183841641458,0.0,0.0
01/26/1994,1.6832328473017486,0.0,0.0
01/27/1994,1.663430107921728,0.0,0.0
01/28/1994,1.6733309887741614,0.0,0.0
01/31/1994,1.688183841641458,0.0,0.0
02/01/1994,1.6832328546091362,0.0,0.0
02/02/1994,1.6782823310282073,0.0,0.0
02/03/1994,1.668380403217254,0.0,0.0
02/04/1994,1.663429646244057,0.0,0.0
02/07/1994,1.5792685278941978,0.0,0.0
02/08/1994,1.5941200081547313,0.0,0.0
02/09/1994,1.5545147898641771,0.0,0.0
02/10/1994,1.5792683700841244,0.0,0.0
02/11/1994,1.5693668940447627,0.0,0.0
02/14/1994,1.5644160026963465,0.0,0.0
02/15/1994,1.579267978668213,0.0,0.0
02/16/1994,1.5891696270653184,0.0,0.0
02/17/1994,1.5644162047991685,0.0,0.0
02/18/1994,1.5545141711831092,0.0,0.0
02/22/1994,1.5842185830170255,0.0,0.0
02/23/1994,1.5792678455727807,0.0,0.0
02/24/1994,1.5842193857380433,0.0,0.0
02/25/1994,1.5891692094812895,0.0,0.0
02/28/1994,1.6089724090848794,0.0,0.0
03/01/1994,1.6436265862608055,0.0,0.0
03/02/1994,1.6188730837495648,0.0,0.0
03/03/1994,1.6436264088124406,0.0,0.0
03/04/1994,1.6040209531784058,0.0,0.0
03/07/1994,1.608972430229187,0.0,0.0
03/08/1994,1.6089719372983067,0.0,0.0
03/09/1994,1.6089722244576243,0.0,0.0
03/10/1994,1.613922605129745,0.0,0.0
03/11/1994,1.604021836034683,0.0,0.0
03/14/1994,1.6337250958847664,0.0,0.0
03/15/1994,1.6634296219766813,0.0,0.0
03/16/1994,1.6832321647293558,0.0,0.0
03/17/1994,1.6782817688021296,0.0,0.0
03/18/1994,1.6733307990544772,0.0,0.0
03/21/1994,1.6832320461707044,0.0,0.0
03/22/1994,1.6287749556832243,0.0,0.0
03/23/1994,1.6881831466768094,0.0,0.0
03/24/1994,1.6980844712901242,0.0,0.0
03/25/1994,1.7228385543823241,0.0,0.0
03/28/1994,1.7327389414917134,0.0,0.0
03/29/1994,1.7129364584431503,0.0,0.0
03/30/1994,1.6386764182726832,0.0,0.0
03/31/1994,1.6535280677047202,0.0,0.0
04/04/1994,1.6337253215044913,0.0,0.0
04/05/1994,1.688183491164633,0.0,0.0
04/06/1994,1.7327385002307678,0.0,0.0
04/07/1994,1.7673946971247458,0.0,0.0
04/08/1994,1.777295870716914,0.0,0.0
04/11/1994,1.722838044166565,0.0,0.0
04/12/1994,1.7178872467571313,0.0,0.0
04/13/1994,1.6782819743386364,0.0,0.0
04/14/1994,1.6733309363088564,0.0,0.0
04/15/1994,1.653528255179201,0.0,0.0
04/18/1994,1.6782814065148608,0.0,0.0
04/19/1994,1.7228374795867685,0.0,0.0
04/20/1994,1.7525417385154596,0.0,0.0
04/21/1994,1.7723442713419595,0.0,0.0
04/22/1994,1.8218514689346907,0.0,0.0
04/25/1994,1.8218512659747288,0.0,0.0
04/26/1994,1.8713582024854607,0.0,0.0
04/28/1994,1.8862106285474218,0.0,0.0
04/29/1994,1.8218510550421638,0.0,0.0
05/02/1994,1.8367039839867323,0.0,0.0
05/03/1994,1.8862103073980325,0.0,0.0
05/04/1994,1.856506400207905,0.0,0.0
05/05/1994,1.886210314958503,0.0,0.0
05/06/1994,1.8466047682817688,0.0,0.0
05/09/1994,1.8169005324425407,0.0,0.0
05/10/1994,1.841654138362154,0.0,0.0
05/11/1994,1.8614565930902,0.0,0.0
05/12/1994,1.851555306444723,0.0,0.0
05/13/1994,1.9307663866892997,0.0,0.0
05/16/1994,1.9060133987994432,0.0,0.0
05/17/1994,1.881259354323785,0.0,0.0
05/18/1994,1.8862103371906465,0.0,0.0
05/19/1994,1.9258157332683072,0.0,0.0
05/20/1994,1.9406672470339026,0.0,0.0
05/23/1994,1.9406674626763203,0.0,0.0
05/24/1994,2.0297804848641787,0.0,0.0
05/25/1994,2.019878155844552,0.0,0.0
05/26/1994,2.089188826771883,0.0,0.0
05/27/1994,2.0495821042999625,0.0,0.0
05/31/1994,2.069384824397952,0.0,0.0
06/01/1994,2.1188925954530826,0.0,0.0
06/02/1994,2.1089912362075878,0.0,0.0
06/03/1994,2.079286512022409,0.0,0.0
06/06/1994,2.084237636543949,0.0,0.0
06/07/1994,2.1386954192481524,0.0,0.0
06/08/1994,2.1238439199030905,0.0,0.0
06/09/1994,2.054534018189574,0.0,0.0
06/10/1994,2.069385518858377,0.0,0.0
06/13/1994,2.0842374963595507,0.0,0.0
06/14/1994,2.1040409907089717,0.0,0.0
06/15/1994,2.1238429398254253,0.0,0.0
06/16/1994,2.148596844300587,0.0,0.0
06/17/1994,2.1188925954530826,0.0,0.0
06/20/1994,2.079286497329997,0.0,0.0
06/21/1994,2.064435318399495,0.0,0.0
06/22/1994,2.089188021363564,0.0,0.0
06/23/1994,2.0396813370293083,0.0,0.0
06/24/1994,1.9802736513542405,0.0,0.0
06/27/1994,1.97037180796291,0.0,0.0
06/28/1994,2.0594835964474116,0.0,0.0
06/29/1994,2.0347304344177246,0.0,0.0
06/30/1994,2.049582576813398,0.0,0.0
07/01/1994,2.044633693354056,0.0,0.0
07/05/1994,1.9951255793645797,0.0,0.0
07/06/1994,1.923339923182172,0.0,0.0
07/07/1994,1.9208648709201297,0.0,0.0
07/08/1994,1.9753232693916343,0.0,0.0
07/11/1994,1.9654217301266752,0.0,0.0
07/12/1994,1.9109640953441462,0.0,0.0
07/13/1994,1.910964073556842,0.0,0.0
07/14/1994,1.9555206645918728,0.0,0.0
07/15/1994,1.930766679158082,0.0,0.0
07/18/1994,2.03968079255359,0.0,0.0
07/19/1994,2.0050268591969393,0.0,0.0
07/20/1994,1.980273479053826,0.0,0.0
07/21/1994,1.9258162919996098,0.0,0.0
07/22/1994,1.9208647334653375,0.0,0.0
07/25/1994,2.0050272006235312,0.0,0.0
07/26/1994,2.024829508883043,0.0,0.0
07/27/1994,1.9951260059051767,0.0,0.0
07/28/1994,1.9604709148406982,0.0,0.0
07/29/1994,1.9753226256824155,0.0,0.0
08/01/1994,2.0446323470395105,0.0,0.0
08/02/1994,2.128793390536762,0.0,0.0
08/03/1994,2.128793654469095,0.0,0.0
08/04/1994,2.1188924369088844,0.0,0.0
08/05/1994,2.0842373208189593,0.0,0.0
08/08/1994,2.074336744910706,0.0,0.0
08/09/1994,2.0990892258759972,0.0,0.0
08/10/1994,2.118892285104478,0.0,0.0
08/11/1994,2.133744228037,0.0,0.0
08/12/1994,2.1931524115879424,0.0,0.0
08/15/1994,2.1981019867782865,0.0,0.0
08/16/1994,2.1733500957489014,0.0,0.0
08/17/1994,2.193152507716643,0.0,0.0
08/18/1994,2.212956020270671,0.0,0.0
08/19/1994,2.212955558957707,0.0,0.0
08/22/1994,2.178300077557935,0.0,0.0
08/23/1994,2.163449180939465,0.0,0.0
08/24/1994,2.1981042960299506,0.0,0.0
08/25/1994,2.2129549918777482,0.0,0.0
08/26/1994,2.2327597780906254,0.0,0.0
08/29/1994,2.27236379977471,0.0,0.0
08/30/1994,2.2575119302803475,0.0,0.0
08/31/1994,2.3119691220484757,0.0,0.0
09/01/1994,2.257511477734337,0.0,0.0
09/02/1994,2.2377084898097173,0.0,0.0
09/06/1994,2.2129553794775023,0.0,0.0
09/07/1994,2.22780878972533,0.0,0.0
09/08/1994,2.257510755717239,0.0,0.0
09/09/1994,2.222858405691846,0.0,0.0
09/12/1994,2.2624624629652583,0.0,0.0
09/13/1994,2.232757710436606,0.0,0.0
09/14/1994,2.2872158061256913,0.0,0.0
09/15/1994,2.282264931312763,0.0,0.0
09/16/1994,2.2971183965167845,0.0,0.0
09/19/1994,2.262463895286963,0.0,0.0
09/20/1994,2.2525608394741345,0.0,0.0
09/21/1994,2.2302830949470405,0.0,0.0
09/22/1994,2.2674139403460316,0.0,0.0
09/23/1994,2.2525608394741345,0.0,0.0
09/26/1994,2.2179059928082867,0.0,0.0
09/27/1994,2.1981031071823254,0.0,0.0
09/28/1994,2.242660815215538,0.0,0.0
09/29/1994,2.252560918760191,0.0,0.0
09/30/1994,2.2377087454735096,0.0,0.0
10/03/1994,2.222856600794083,0.0,0.0
10/04/1994,2.2179060849276455,0.0,0.0
10/05/1994,2.1733505488057063,0.0,0.0
10/06/1994,2.198103031980882,0.0,0.0
10/07/1994,2.1634486524347603,0.0,0.0
10/10/1994,2.1535475858870323,0.0,0.0
10/11/1994,2.1832516694464514,0.0,0.0
10/12/1994,2.212956010669489,0.0,0.0
10/13/1994,2.242660258773021,0.0,0.0
10/14/1994,2.2674129996332435,0.0,0.0
10/17/1994,2.217906099985537,0.0,0.0
10/18/1994,2.188201291577163,0.0,0.0
10/19/1994,2.2426599562240526,0.0,0.0
10/20/1994,2.3070183657016887,0.0,0.0
10/21/1994,2.346623198491378,0.0,0.0
10/24/1994,2.3565244799863674,0.0,0.0
10/25/1994,2.3268216378610576,0.0,0.0
10/26/1994,2.371377524527831,0.0,0.0
10/27/1994,2.4208842097960908,0.0,0.0
10/28/1994,2.440687727433815,0.0,0.0
10/31/1994,2.4654407387688044,0.0,0.0
11/01/1994,2.4852428436279297,0.0,0.0
11/02/1994,2.4852434756263855,0.0,0.0
11/03/1994,2.4951447856368825,0.0,0.0
11/04/1994,2.4802928739197485,0.0,0.0
11/07/1994,2.4357354021803235,0.0,0.0
11/08/1994,2.450588607948866,0.0,0.0
11/09/1994,2.544650473314173,0.0,0.0
11/10/1994,2.5149482122869693,0.0,0.0
11/11/1994,2.465439796447754,0.0,0.0
11/14/1994,2.4852429896362067,0.0,0.0
11/15/1994,2.5545523007243274,0.0,0.0
11/16/1994,2.5644539364070416,0.0,0.0
11/17/1994,2.5595038621021087,0.0,0.0
11/18/1994,2.5397019386291504,0.0,0.0
11/21/1994,2.5545521589714713,0.0,0.0
11/22/1994,2.505046065776579,0.0,0.0
11/23/1994,2.4406874037121,0.0,0.0
11/25/1994,2.445637067159017,0.0,0.0
11/28/1994,2.4753408630984017,0.0,0.0
11/29/1994,2.5198991968243685,0.0,0.0
11/30/1994,2.544650810883198,0.0,0.0
12/01/1994,2.4802923763660374,0.0,0.0
12/02/1994,2.485243156493417,0.0,0.0
12/05/1994,2.509995992988452,0.0,0.0
12/06/1994,2.5050449534555828,0.0,0.0
12/07/1994,2.5149475809127564,0.0,0.0
12/08/1994,2.5000950354039086,0.0,0.0
12/09/1994,2.4753418848361015,0.0,0.0
12/12/1994,2.5000956058502197,0.0,0.0
12/13/1994,2.509996560570808,0.0,0.0
12/14/1994,2.4753417893360727,0.0,0.0
12/15/1994,2.509996318829508,0.0,0.0
12/16/1994,2.519897300799806,0.0,0.0
12/19/1994,2.5099971400981174,0.0,0.0
12/20/1994,2.4802924945198934,0.0,0.0
12/21/1994,2.3862295800108253,0.0,0.0
12/22/1994,2.435735799087267,0.0,0.0
12/23/1994,2.4010812440862153,0.0,0.0
12/27/1994,2.415932733826186,0.0,0.0
12/28/1994,2.406032004317299,0.0,0.0
12/29/1994,2.410983289733468,0.0,0.0
12/30/1994,2.4505882284615677,0.0,0.0
01/03/1995,2.435736035372628,0.0,0.0
01/04/1995,2.386228973902566,0.0,0.0
01/05/1995,2.4109830148196325,0.0,0.0
01/06/1995,2.371377228512837,0.0,0.0
01/09/1995,2.4109829945557815,0.0,0.0
01/10/1995,2.401081623346563,0.0,0.0
01/11/1995,2.420884764866892,0.0,0.0
01/12/1995,2.4258346557617188,0.0,0.0
01/13/1995,2.455538745895325,0.0,0.0
01/16/1995,2.5050468383049216,0.0,0.0
01/17/1995,2.5644539364070416,0.0,0.0
01/18/1995,2.5694047286742374,0.0,0.0
01/19/1995,2.5545521589714713,0.0,0.0
01/20/1995,2.49019376952375,0.0,0.0
01/23/1995,2.4159326568714445,0.0,0.0
01/24/1995,2.495143522868205,0.0,0.0
01/25/1995,2.4406875594344277,0.0,0.0
01/26/1995,2.410982932258499,0.0,0.0
01/27/1995,2.3812788341464732,0.0,0.0
01/30/1995,2.381279309018714,0.0,0.0
01/31/1995,2.3416728188036613,0.0,0.0
02/01/1995,2.3515756979378026,0.0,0.0
02/02/1995,2.326821482787698,0.0,0.0
02/03/1995,2.35652527280237,0.0,0.0
02/06/1995,2.3812785146683138,0.0,0.0
02/07/1995,2.406032004317299,0.0,0.0
02/08/1995,2.4258340387568262,0.0,0.0
02/09/1995,2.4604891129046984,0.0,0.0
02/10/1995,2.4555392265319824,0.0,0.0
02/13/1995,2.4555392265319824,0.0,0.0
02/14/1995,2.4604891129046984,0.0,0.0
02/15/1995,2.3812782631705476,0.0,0.0
02/16/1995,2.410982608795166,0.0,0.0
02/17/1995,2.406031304539107,0.0,0.0
02/21/1995,2.3961298415850396,0.0,0.0
02/22/1995,2.366426844907001,0.0,0.0
02/23/1995,2.4258345904680803,0.0,0.0
02/24/1995,2.4307856408983697,0.0,0.0
02/27/1995,2.430786191250782,0.0,0.0
02/28/1995,2.4505889882914036,0.0,0.0
03/01/1995,2.5000955093951793,0.0,0.0
03/02/1995,2.5050450184765984,0.0,0.0
03/03/1995,2.5198981761932373,0.0,0.0
03/06/1995,2.5050460211583228,0.0,0.0
03/07/1995,2.5496021132185414,0.0,0.0
03/08/1995,2.60405928288063,0.0,0.0
03/09/1995,2.7129736076089586,0.0,0.0
03/10/1995,2.6882211809235055,0.0,0.0
03/13/1995,2.717924659921967,0.0,0.0
03/14/1995,2.7476309120337605,0.0,0.0
03/15/1995,2.8416923808713332,0.0,0.0
03/16/1995,2.7723825127768547,0.0,0.0
03/17/1995,2.7921854864605056,0.0,0.0
03/20/1995,2.7773336489041363,0.0,0.0
03/21/1995,2.821889180720908,0.0,0.0
03/22/1995,2.7921856351677974,0.0,0.0
03/23/1995,2.8268415455197498,0.0,0.0
03/24/1995,2.9011000139936765,0.0,0.0
03/27/1995,2.881297269912615,0.0,0.0
03/28/1995,2.886248583544393,0.0,0.0
03/29/1995,2.915952351902844,0.0,0.0
03/30/1995,2.871396002332558,0.0,0.0
03/31/1995,2.8416922299961587,0.0,0.0
04/03/1995,2.8119877202170236,0.0,0.0
04/04/1995,2.782283241179629,0.0,0.0
04/05/1995,2.7674322075988336,0.0,0.0
04/06/1995,2.7971359745646622,0.0,0.0
04/07/1995,2.782285245032018,0.0,0.0
04/10/1995,2.7525801651654174,0.0,0.0
04/11/1995,2.8367415251597574,0.0,0.0
04/12/1995,2.8565444180397463,0.0,0.0
04/13/1995,2.841691495632303,0.0,0.0
04/17/1995,2.9902123705850214,0.0,0.0
04/18/1995,3.0644713776770653,0.0,0.0
04/19/1995,3.0347685014988213,0.0,0.0
04/20/1995,3.029817500383751,0.0,0.0
04/21/1995,2.995163107087137,0.0,0.0
04/24/1995,2.985262744030888,0.0,0.0
04/25/1995,3.0743738700150516,0.0,0.0
04/26/1995,3.1585360536825227,0.0,0.0
04/27/1995,3.1535862450611036,0.0,0.0
04/28/1995,3.123881997633178,0.0,0.0
05/01/1995,3.2426985858001123,0.0,0.0
05/02/1995,3.252599309900852,0.0,0.0
05/03/1995,3.178338381881277,0.0,0.0
05/04/1995,3.2278449535369873,0.0,0.0
05/05/1995,3.2228943322299983,0.0,0.0
05/08/1995,3.1634883880615234,0.0,0.0
05/09/1995,3.1684370687330485,0.0,0.0
05/10/1995,3.173387751036098,0.0,0.0
05/11/1995,3.1337833092556027,0.0,0.0
05/12/1995,3.2228952947874348,0.0,0.0
05/15/1995,3.1931905419835536,0.0,0.0
05/16/1995,3.2278455759785603,0.0,0.0
05/17/1995,3.376365895188132,0.0,0.0
05/18/1995,3.391217306713587,0.0,0.0
05/19/1995,3.336759508542598,0.0,0.0
05/22/1995,3.3813167170424943,0.0,0.0
05/23/1995,3.465477625528971,0.0,0.0
05/24/1995,3.529839064449188,0.0,0.0
05/25/1995,3.480330678897645,0.0,0.0
05/26/1995,3.5323144071997374,0.0,0.0
05/30/1995,3.485279933515802,0.0,0.0
05/31/1995,3.2971553795199458,0.0,0.0
06/01/1995,3.366464476771409,0.0,0.0
06/02/1995,3.3169577322001995,0.0,0.0
06/05/1995,3.272402014451116,0.0,0.0
06/06/1995,3.3615141830074164,0.0,0.0
06/07/1995,3.282304093126792,0.0,0.0
06/08/1995,3.3318099975585938,0.0,0.0
06/09/1995,3.3169578771558825,0.0,0.0
06/12/1995,3.351612073678042,0.0,0.0
06/13/1995,3.331809361348831,0.0,0.0
06/14/1995,3.3021061859991456,0.0,0.0
06/15/1995,3.3268592439533626,0.0,0.0
06/16/1995,3.366465143773748,0.0,0.0
06/19/1995,3.4555753963484066,0.0,0.0
06/20/1995,3.5793448943083983,0.0,0.0
06/21/1995,3.638751647610435,0.0,0.0
06/22/1995,3.5892468042677774,0.0,0.0
06/23/1995,3.5941964896080747,0.0,0.0
06/26/1995,3.6040985033040593,0.0,0.0
06/27/1995,3.544689623249334,0.0,0.0
06/28/1995,3.435773547120309,0.0,0.0
06/29/1995,3.485280370301542,0.0,0.0
06/30/1995,3.5496401732737097,0.0,0.0
07/03/1995,3.599146763199773,0.0,0.0
07/05/1995,3.6288494966819456,0.0,0.0
07/06/1995,3.589245762269841,0.0,0.0
07/07/1995,3.6783567425105272,0.0,0.0
07/10/1995,3.8021231899238757,0.0,0.0
07/11/1995,3.9209409698921163,0.0,0.0
07/12/1995,3.8318281326043286,0.0,0.0
07/13/1995,3.965498447418213,0.0,0.0
07/14/1995,3.891237224354321,0.0,0.0
07/17/1995,4.267488318845767,0.0,0.0
07/18/1995,4.237783416539597,0.0,0.0
07/19/1995,3.841729726740923,0.0,0.0
07/20/1995,3.772420181335316,0.0,0.0
07/21/1995,3.7229158671005913,0.0,0.0
07/24/1995,3.668456468830121,0.0,0.0
07/25/1995,3.7823214672343752,0.0,0.0
07/26/1995,3.8664846505175396,0.0,0.0
07/27/1995,3.821927309036255,0.0,0.0
07/28/1995,3.8021256871087745,0.0,0.0
07/31/1995,3.6882584686368944,0.0,0.0
08/01/1995,3.5941957688198407,0.0,0.0
08/02/1995,3.604096080479997,0.0,0.0
08/03/1995,3.4852814444684364,0.0,0.0
08/04/1995,3.61894955912776,0.0,0.0
08/07/1995,3.7427164129531585,0.0,0.0
08/08/1995,3.7278641707745073,0.0,0.0
08/09/1995,3.8714341394641854,0.0,0.0
08/10/1995,3.841730644825431,0.0,0.0
08/11/1995,3.7526177464371515,0.0,0.0
08/14/1995,3.8367796476056713,0.0,0.0
08/15/1995,3.9308417796799326,0.0,0.0
08/16/1995,3.896187843922161,0.0,0.0
08/17/1995,3.9159905103340575,0.0,0.0
08/18/1995,3.9481701228053456,0.0,0.0
08/21/1995,3.861532457291134,0.0,0.0
08/22/1995,3.767469686528998,0.0,0.0
08/23/1995,3.9605448182364613,0.0,0.0
08/24/1995,3.8862861845124383,0.0,0.0
08/25/1995,3.8169764697858053,0.0,0.0
08/28/1995,3.7377659386058304,0.0,0.0
08/29/1995,3.569444064945835,0.0,0.0
08/30/1995,3.678358613154157,0.0,0.0
08/31/1995,3.6981599166126635,0.0,0.0
09/01/1995,3.633802611847774,0.0,0.0
09/05/1995,3.5991471106143234,0.0,0.0
09/06/1995,3.772420010464714,0.0,0.0
09/07/1995,3.732814486590368,0.0,0.0
09/08/1995,3.7130128338698944,0.0,0.0
09/11/1995,3.77737092935558,0.0,0.0
09/12/1995,3.8714349480418413,0.0,0.0
09/13/1995,3.807075262069702,0.0,0.0
09/14/1995,3.8070751848981796,0.0,0.0
09/15/1995,3.752618747357015,0.0,0.0
09/18/1995,3.6932117511396823,0.0,0.0
09/19/1995,3.643703270593439,0.0,0.0
09/20/1995,3.7031111109188117,0.0,0.0
09/21/1995,3.6139986711753123,0.0,0.0
09/22/1995,3.559542642654305,0.0,0.0
09/25/1995,3.5842960379397524,0.0,0.0
09/26/1995,3.5793444349700683,0.0,0.0
09/27/1995,3.4852810806441354,0.0,0.0
09/28/1995,3.524885813395182,0.0,0.0
