ELP,Companhia Paranaense de Energia,
Date,Price,Annualized Dividend
07/09/1999,1.6680273321958687,0.165
07/09/1999,1.6552942991256714,0.165
07/12/1999,1.6298285732750133,0.165
07/12/1999,1.5152312517166138,0.165
07/13/1999,1.4897652329024622,0.165
07/13/1999,1.5024982690811157,0.165
07/14/1999,1.5279640135217887,0.165
07/14/1999,1.5534300804138184,0.165
07/15/1999,1.5279644727706907,0.165
07/15/1999,1.527964472770691,0.165
07/16/1999,1.553430358902747,0.165
07/16/1999,1.5152312517166138,0.165
07/19/1999,1.5024982028537328,0.165
07/19/1999,1.4897651672363281,0.165
07/20/1999,1.4260999891493056,0.165
07/20/1999,1.4897651672363281,0.165
07/21/1999,1.47703218460083,0.165
07/21/1999,1.47703218460083,0.165
07/22/1999,1.4897652206749752,0.165
07/22/1999,1.47703218460083,0.165
07/23/1999,1.4515661001205444,0.165
07/23/1999,1.4515661001205444,0.165
07/26/1999,1.4260998122189024,0.165
07/26/1999,1.387900710105896,0.165
07/27/1999,1.400633692741394,0.165
07/27/1999,1.400633692741394,0.165
07/28/1999,1.4260997598821468,0.165
07/28/1999,1.400633692741394,0.165
07/29/1999,1.4006339041691906,0.165
07/29/1999,1.3497017621994019,0.165
07/30/1999,1.3497016079928899,0.165
07/30/1999,1.387900710105896,0.165
08/02/1999,1.3751672744750976,0.165
08/02/1999,1.2733030319213867,0.165
08/03/1999,1.2987695259623009,0.165
08/03/1999,1.286036491394043,0.165
08/04/1999,1.2733036821538752,0.165
08/04/1999,1.2605706453323364,0.165
08/05/1999,1.286036491394043,0.165
08/05/1999,1.286036491394043,0.165
08/06/1999,1.2605700016021728,0.165
08/06/1999,1.2733030319213867,0.165
08/09/1999,1.2605706453323364,0.165
08/09/1999,1.2605706453323364,0.165
08/10/1999,1.2733034941614891,0.165
08/10/1999,1.2478374242782593,0.165
08/11/1999,1.2351043893366445,0.165
08/11/1999,1.2478374242782593,0.165
08/12/1999,1.2733034941614891,0.165
08/12/1999,1.2478374242782593,0.165
08/13/1999,1.2733036821538752,0.165
08/13/1999,1.2605706453323364,0.165
08/16/1999,1.2478376085107976,0.165
08/16/1999,1.2605706453323364,0.165
08/17/1999,1.2733033547798793,0.165
08/17/1999,1.222371220588684,0.165
08/18/1999,1.209638237953186,0.165
08/18/1999,1.209638237953186,0.165
08/19/1999,1.2223713185527536,0.165
08/19/1999,1.286036491394043,0.165
08/20/1999,1.260570614383771,0.165
08/20/1999,1.3242357969284058,0.165
08/23/1999,1.3369688334373326,0.165
08/23/1999,1.3242357969284058,0.165
08/24/1999,1.3115029414494834,0.165
08/24/1999,1.336969017982483,0.165
08/25/1999,1.3369686748379859,0.165
08/25/1999,1.3624347448349,0.165
08/26/1999,1.3879006591710177,0.165
08/26/1999,1.400633692741394,0.165
08/27/1999,1.3751676256006415,0.165
08/27/1999,1.400633692741394,0.165
08/30/1999,1.3751676760682272,0.165
08/30/1999,1.387900710105896,0.165
08/31/1999,1.3751676256006415,0.165
08/31/1999,1.400633692741394,0.165
09/01/1999,1.4133669922226355,0.165
09/01/1999,1.4515661001205444,0.165
09/02/1999,1.4261000281886052,0.165
09/02/1999,1.4515661001205444,0.165
09/03/1999,1.4515662086861474,0.165
09/03/1999,1.4261001348495483,0.165
09/07/1999,1.4388331717678478,0.165
09/07/1999,1.4261001348495483,0.165
09/08/1999,1.4515661124525399,0.165
09/08/1999,1.47703218460083,0.165
09/09/1999,1.47703218460083,0.165
09/09/1999,1.47703218460083,0.165
09/10/1999,1.4897652329024622,0.165
09/10/1999,1.5024982690811157,0.165
09/13/1999,1.4897651672363283,0.165
09/13/1999,1.4897651672363281,0.165
09/14/1999,1.4897652206749752,0.165
09/14/1999,1.47703218460083,0.165
09/15/1999,1.4388331174850464,0.165
09/15/1999,1.4388331174850464,0.165
09/16/1999,1.45156588029424,0.165
09/16/1999,1.387900710105896,0.165
09/17/1999,1.3879006591710177,0.165
09/17/1999,1.400633692741394,0.165
09/20/1999,1.3751679871763502,0.165
09/20/1999,1.4261001348495483,0.165
09/21/1999,1.4261001348495483,0.165
09/21/1999,1.4261001348495483,0.165
09/22/1999,1.5024983563593455,0.165
09/22/1999,1.4261001348495483,0.165
09/23/1999,1.4388331717678478,0.165
09/23/1999,1.4261001348495483,0.165
09/24/1999,1.4133669396616377,0.165
09/24/1999,1.3497017621994019,0.165
09/27/1999,1.362434692956783,0.165
09/27/1999,1.375167727470398,0.165
09/28/1999,1.3751678331842963,0.165
09/28/1999,1.3497017621994019,0.165
09/29/1999,1.3497016584431683,0.165
09/29/1999,1.375167727470398,0.165
09/30/1999,1.3751681327819825,0.165
09/30/1999,1.336969017982483,0.165
10/01/1999,1.2987695259623009,0.165
10/01/1999,1.286036491394043,0.165
10/04/1999,1.2860368649164837,0.165
10/04/1999,1.336969017982483,0.165
10/05/1999,1.3115027604194789,0.165
10/05/1999,1.3242357969284058,0.165
10/06/1999,1.2987694718422147,0.165
10/06/1999,1.387900710105896,0.165
10/07/1999,1.4006337964976274,0.165
10/07/1999,1.375167727470398,0.165
10/08/1999,1.362434692956783,0.165
10/08/1999,1.375167727470398,0.165
10/11/1999,1.375167779833357,0.165
10/11/1999,1.3624347448349,0.165
10/12/1999,1.336969017982483,0.165
10/12/1999,1.336969017982483,0.165
10/13/1999,1.3115026557220604,0.165
10/13/1999,1.3497017621994019,0.165
10/14/1999,1.3497017621994019,0.165
10/14/1999,1.3497017621994019,0.165
10/15/1999,1.336969017982483,0.165
10/15/1999,1.336969017982483,0.165
10/18/1999,1.3369687267069545,0.165
10/18/1999,1.3497017621994019,0.165
10/19/1999,1.3369688334373326,0.165
10/19/1999,1.3242357969284058,0.165
10/20/1999,1.3242356912145075,0.165
10/20/1999,1.3497017621994019,0.165
10/21/1999,1.3497018699462597,0.165
10/21/1999,1.3242357969284058,0.165
10/22/1999,1.3369687267069545,0.165
10/22/1999,1.3497017621994019,0.165
