BIP,Brookfield Infrastructure Partn,
Date,Price,Annualized Dividend
04/11/2018,38.41,1.775
04/12/2018,38.14,1.775
04/12/2018,38.17,1.775
04/13/2018,38.18,1.775
04/13/2018,38.0,1.775
04/16/2018,37.98,1.775
04/16/2018,37.94,1.775
04/17/2018,37.97,1.775
04/17/2018,37.9,1.775
04/18/2018,37.85,1.775
04/18/2018,37.8,1.775
04/19/2018,37.82,1.775
04/19/2018,37.78,1.775
04/20/2018,37.77,1.775
04/20/2018,38.05,1.775
04/23/2018,38.05,1.775
04/23/2018,37.87,1.775
04/24/2018,37.87,1.775
04/24/2018,37.82,1.775
04/25/2018,37.72,1.775
04/25/2018,37.59,1.775
04/26/2018,37.58,1.775
04/26/2018,37.68,1.775
04/27/2018,37.51,1.775
04/27/2018,37.74,1.775
04/30/2018,37.67,1.775
04/30/2018,37.69,1.775
05/01/2018,37.41,1.775
05/01/2018,37.38,1.775
05/02/2018,37.35,1.775
05/02/2018,36.5,1.775
05/03/2018,36.48,1.775
05/03/2018,36.84,1.775
05/04/2018,36.92,1.775
05/04/2018,36.5,1.775
05/07/2018,36.47,1.775
05/07/2018,36.35,1.775
05/08/2018,36.25,1.775
05/08/2018,35.88,1.775
05/09/2018,35.91,1.775
05/09/2018,35.92,1.775
05/10/2018,35.97,1.775
05/10/2018,36.14,1.775
05/11/2018,36.08,1.775
05/11/2018,36.04,1.775
05/14/2018,36.03,1.775
05/14/2018,35.87,1.775
05/15/2018,35.74,1.775
05/15/2018,35.05,1.775
05/16/2018,35.09,1.775
05/16/2018,35.34,1.775
05/17/2018,35.31,1.775
05/17/2018,35.57,1.775
05/18/2018,35.43,1.775
05/18/2018,35.42,1.775
05/21/2018,35.59,1.775
05/21/2018,35.38,1.775
05/22/2018,35.31,1.775
05/22/2018,35.33,1.775
05/23/2018,35.23,1.775
05/23/2018,35.68,1.775
05/24/2018,35.68,1.775
05/24/2018,35.39,1.775
05/25/2018,35.34,1.775
05/25/2018,35.17,1.775
05/29/2018,34.96,1.775
05/29/2018,34.75,1.775
05/30/2018,34.97,1.8099999999999998
05/30/2018,35.56,1.8099999999999998
05/31/2018,35.43,1.8099999999999998
05/31/2018,35.58,1.8099999999999998
06/01/2018,35.72,1.8099999999999998
06/01/2018,35.44,1.8099999999999998
06/04/2018,35.42,1.8099999999999998
06/04/2018,35.2,1.8099999999999998
06/05/2018,35.15,1.8099999999999998
06/05/2018,35.42,1.8099999999999998
06/06/2018,35.44,1.8099999999999998
06/06/2018,35.33,1.8099999999999998
06/07/2018,35.34,1.8099999999999998
06/07/2018,35.22,1.8099999999999998
06/08/2018,35.21,1.8099999999999998
06/08/2018,35.32,1.8099999999999998
06/11/2018,35.19,1.8099999999999998
06/11/2018,35.29,1.8099999999999998
06/12/2018,35.29,1.8099999999999998
06/12/2018,35.5,1.8099999999999998
06/13/2018,35.49,1.8099999999999998
06/13/2018,35.83,1.8099999999999998
06/14/2018,35.84,1.8099999999999998
06/14/2018,36.33,1.8099999999999998
06/15/2018,36.4,1.8099999999999998
06/15/2018,36.18,1.8099999999999998
06/18/2018,36.19,1.8099999999999998
06/18/2018,36.53,1.8099999999999998
06/19/2018,36.3,1.8099999999999998
06/19/2018,36.58,1.8099999999999998
06/20/2018,36.7,1.8099999999999998
06/20/2018,37.07,1.8099999999999998
06/21/2018,37.03,1.8099999999999998
06/21/2018,36.28,1.8099999999999998
06/22/2018,36.42,1.8099999999999998
06/22/2018,36.17,1.8099999999999998
06/25/2018,36.0,1.8099999999999998
06/25/2018,35.42,1.8099999999999998
06/26/2018,35.45,1.8099999999999998
06/26/2018,35.6,1.8099999999999998
06/27/2018,35.6,1.8099999999999998
06/27/2018,35.7,1.8099999999999998
06/28/2018,35.59,1.8099999999999998
06/28/2018,35.43,1.8099999999999998
06/29/2018,35.57,1.8099999999999998
06/29/2018,35.86,1.8099999999999998
07/02/2018,35.93,1.8099999999999998
07/02/2018,35.86,1.8099999999999998
07/03/2018,36.08,1.8099999999999998
07/03/2018,36.17,1.8099999999999998
07/05/2018,37.41,1.8099999999999998
07/05/2018,38.17,1.8099999999999998
07/06/2018,38.1,1.8099999999999998
07/06/2018,38.01,1.8099999999999998
07/09/2018,38.25,1.8099999999999998
07/09/2018,37.83,1.8099999999999998
07/10/2018,38.06,1.8099999999999998
07/10/2018,37.58,1.8099999999999998
07/11/2018,37.67,1.8099999999999998
07/11/2018,37.13,1.8099999999999998
07/12/2018,37.24,1.8099999999999998
07/12/2018,37.34,1.8099999999999998
07/13/2018,37.36,1.8099999999999998
07/13/2018,37.6,1.8099999999999998
07/16/2018,38.02,1.8099999999999998
07/16/2018,37.53,1.8099999999999998
07/17/2018,37.47,1.8099999999999998
07/17/2018,37.14,1.8099999999999998
07/18/2018,37.23,1.8099999999999998
07/18/2018,37.13,1.8099999999999998
07/19/2018,36.9,1.8099999999999998
07/19/2018,36.99,1.8099999999999998
07/20/2018,37.36,1.8099999999999998
07/20/2018,37.21,1.8099999999999998
07/23/2018,37.36,1.8099999999999998
07/23/2018,36.98,1.8099999999999998
07/24/2018,36.99,1.8099999999999998
07/24/2018,37.09,1.8099999999999998
07/25/2018,37.3,1.8099999999999998
07/25/2018,38.08,1.8099999999999998
07/26/2018,37.87,1.8099999999999998
07/26/2018,38.29,1.8099999999999998
07/27/2018,38.2,1.8099999999999998
07/27/2018,38.26,1.8099999999999998
07/30/2018,38.34,1.8099999999999998
07/30/2018,38.23,1.8099999999999998
07/31/2018,38.49,1.8099999999999998
07/31/2018,38.24,1.8099999999999998
08/01/2018,38.17,1.8099999999999998
08/01/2018,38.26,1.8099999999999998
08/02/2018,38.94,1.8099999999999998
08/02/2018,38.14,1.8099999999999998
08/03/2018,37.84,1.8099999999999998
08/03/2018,38.57,1.8099999999999998
08/06/2018,38.57,1.8099999999999998
08/06/2018,38.56,1.8099999999999998
08/07/2018,38.56,1.8099999999999998
08/07/2018,38.59,1.8099999999999998
08/08/2018,38.51,1.8099999999999998
08/08/2018,38.54,1.8099999999999998
08/09/2018,38.44,1.8099999999999998
08/09/2018,38.29,1.8099999999999998
08/10/2018,38.28,1.8099999999999998
08/10/2018,38.01,1.8099999999999998
08/13/2018,38.12,1.8099999999999998
08/13/2018,37.65,1.8099999999999998
08/14/2018,37.69,1.8099999999999998
08/14/2018,37.88,1.8099999999999998
08/15/2018,37.94,1.8099999999999998
08/15/2018,37.48,1.8099999999999998
08/16/2018,37.55,1.8099999999999998
08/16/2018,37.41,1.8099999999999998
08/17/2018,37.62,1.8099999999999998
08/17/2018,37.42,1.8099999999999998
08/20/2018,37.42,1.8099999999999998
08/20/2018,37.67,1.8099999999999998
08/21/2018,37.69,1.8099999999999998
08/21/2018,37.41,1.8099999999999998
08/22/2018,37.57,1.8099999999999998
08/22/2018,37.59,1.8099999999999998
08/23/2018,37.4,1.8099999999999998
08/23/2018,37.4,1.8099999999999998
08/24/2018,37.44,1.8099999999999998
08/24/2018,37.73,1.8099999999999998
08/27/2018,37.83,1.8099999999999998
08/27/2018,37.82,1.8099999999999998
08/28/2018,37.98,1.8099999999999998
08/28/2018,38.12,1.8099999999999998
08/29/2018,38.12,1.8099999999999998
08/29/2018,37.92,1.8099999999999998
08/30/2018,37.99,1.845
08/30/2018,37.53,1.845
08/31/2018,37.36,1.845
08/31/2018,36.85,1.845
09/04/2018,36.66,1.845
09/04/2018,36.57,1.845
09/05/2018,36.55,1.845
09/05/2018,36.49,1.845
09/06/2018,36.75,1.845
09/06/2018,36.62,1.845
09/07/2018,36.63,1.845
09/07/2018,36.59,1.845
09/10/2018,36.6,1.845
09/10/2018,36.28,1.845
09/11/2018,36.26,1.845
09/11/2018,36.68,1.845
09/12/2018,36.63,1.845
09/12/2018,37.28,1.845
09/13/2018,37.28,1.845
09/13/2018,37.27,1.845
09/14/2018,37.3,1.845
09/14/2018,37.49,1.845
09/17/2018,37.66,1.845
09/17/2018,37.47,1.845
09/18/2018,37.43,1.845
09/18/2018,37.33,1.845
09/19/2018,37.13,1.845
09/19/2018,37.28,1.845
09/20/2018,37.34,1.845
09/20/2018,36.93,1.845
09/21/2018,36.87,1.845
09/21/2018,36.79,1.845
09/24/2018,36.82,1.845
09/24/2018,36.43,1.845
09/25/2018,36.55,1.845
09/25/2018,36.79,1.845
09/26/2018,36.94,1.845
09/26/2018,37.34,1.845
09/27/2018,37.5,1.845
09/27/2018,37.73,1.845
09/28/2018,37.89,1.845
09/28/2018,37.68,1.845
10/01/2018,38.23,1.845
10/01/2018,37.85,1.845
10/02/2018,37.98,1.845
10/02/2018,37.91,1.845
10/03/2018,37.99,1.845
10/03/2018,37.8,1.845
10/04/2018,37.64,1.845
10/04/2018,37.49,1.845
10/05/2018,37.54,1.845
10/05/2018,37.4,1.845
10/08/2018,37.19,1.845
10/08/2018,37.05,1.845
10/09/2018,37.03,1.845
10/09/2018,37.3,1.845
10/10/2018,37.27,1.845
10/10/2018,36.66,1.845
10/11/2018,36.61,1.845
10/11/2018,36.96,1.845
10/12/2018,37.13,1.845
10/12/2018,37.63,1.845
10/15/2018,37.76,1.845
10/15/2018,37.27,1.845
10/16/2018,37.52,1.845
10/16/2018,38.05,1.845
10/17/2018,37.85,1.845
10/17/2018,37.93,1.845
10/18/2018,37.8,1.845
10/18/2018,37.44,1.845
10/19/2018,37.63,1.845
10/19/2018,37.36,1.845
10/22/2018,37.38,1.845
10/22/2018,37.23,1.845
10/23/2018,37.02,1.845
10/23/2018,36.79,1.845
10/24/2018,36.6,1.845
10/24/2018,36.62,1.845
10/25/2018,36.64,1.845
10/25/2018,36.02,1.845
10/26/2018,35.93,1.845
10/26/2018,35.5,1.845
10/29/2018,35.62,1.845
10/29/2018,35.26,1.845
10/30/2018,35.25,1.845
10/30/2018,35.15,1.845
10/31/2018,35.15,1.845
10/31/2018,35.26,1.845
11/01/2018,35.7,1.845
11/01/2018,36.6,1.845
11/02/2018,35.67,1.845
11/02/2018,36.69,1.845
11/05/2018,36.95,1.845
11/05/2018,37.32,1.845
11/06/2018,37.3,1.845
11/06/2018,37.87,1.845
11/07/2018,38.14,1.845
11/07/2018,37.9,1.845
11/08/2018,37.97,1.845
11/08/2018,38.01,1.845
11/09/2018,38.02,1.845
11/09/2018,38.1,1.845
11/12/2018,38.03,1.845
11/12/2018,37.94,1.845
11/13/2018,37.99,1.845
11/13/2018,38.01,1.845
11/14/2018,38.22,1.845
11/14/2018,38.09,1.845
11/15/2018,37.93,1.845
11/15/2018,38.16,1.845
11/16/2018,38.17,1.845
11/16/2018,38.04,1.845
11/19/2018,38.2,1.845
11/19/2018,37.52,1.845
11/20/2018,37.36,1.845
11/20/2018,36.54,1.845
11/21/2018,36.71,1.845
11/21/2018,37.37,1.845
11/23/2018,37.32,1.845
11/23/2018,37.69,1.845
11/26/2018,38.04,1.845
11/26/2018,37.41,1.845
11/27/2018,37.44,1.845
11/27/2018,36.93,1.845
11/28/2018,37.01,1.845
11/28/2018,37.03,1.845
11/29/2018,37.23,1.88
11/29/2018,36.93,1.88
11/30/2018,36.94,1.88
11/30/2018,36.5,1.88
12/03/2018,37.03,1.88
12/03/2018,37.42,1.88
12/04/2018,37.4,1.88
12/04/2018,37.31,1.88
12/06/2018,36.85,1.88
12/06/2018,36.84,1.88
12/07/2018,36.93,1.88
12/07/2018,36.22,1.88
12/10/2018,36.12,1.88
12/10/2018,35.18,1.88
12/11/2018,35.36,1.88
12/11/2018,35.74,1.88
12/12/2018,36.1,1.88
12/12/2018,36.76,1.88
12/13/2018,36.7,1.88
12/13/2018,36.23,1.88
12/14/2018,36.16,1.88
12/14/2018,35.86,1.88
12/17/2018,35.72,1.88
12/17/2018,34.54,1.88
12/18/2018,34.6,1.88
12/18/2018,33.87,1.88
12/19/2018,33.95,1.88
12/19/2018,32.89,1.88
12/20/2018,32.81,1.88
12/20/2018,31.68,1.88
12/21/2018,31.8,1.88
12/21/2018,31.67,1.88
12/24/2018,31.61,1.88
12/24/2018,31.1,1.88
12/26/2018,31.05,1.88
12/26/2018,32.36,1.88
12/27/2018,31.86,1.88
12/27/2018,32.46,1.88
12/28/2018,32.46,1.88
12/28/2018,32.33,1.88
12/31/2018,32.4,1.88
12/31/2018,33.02,1.88
01/02/2019,32.99,1.88
01/02/2019,33.43,1.88
01/03/2019,33.54,1.88
01/03/2019,33.86,1.88
01/04/2019,34.42,1.88
01/04/2019,34.51,1.88
01/07/2019,34.83,1.88
01/07/2019,35.17,1.88
01/08/2019,35.44,1.88
01/08/2019,35.44,1.88
01/09/2019,35.75,1.88
01/09/2019,35.48,1.88
01/10/2019,35.39,1.88
01/10/2019,35.7,1.88
01/11/2019,35.6,1.88
01/11/2019,35.62,1.88
01/14/2019,35.43,1.88
01/14/2019,35.31,1.88
01/15/2019,35.35,1.88
01/15/2019,36.43,1.88
01/16/2019,36.64,1.88
01/16/2019,36.09,1.88
01/17/2019,35.92,1.88
01/17/2019,36.95,1.88
01/18/2019,37.06,1.88
01/18/2019,37.46,1.88
01/22/2019,37.5,1.88
01/22/2019,36.9,1.88
01/23/2019,37.08,1.88
01/23/2019,36.72,1.88
01/24/2019,36.82,1.88
01/24/2019,36.66,1.88
01/25/2019,36.81,1.88
01/25/2019,37.29,1.88
01/28/2019,37.16,1.88
01/28/2019,36.67,1.88
01/29/2019,36.7,1.88
01/29/2019,36.65,1.88
01/30/2019,36.79,1.88
01/30/2019,37.0,1.88
01/31/2019,37.16,1.88
01/31/2019,37.45,1.88
02/01/2019,37.76,1.88
02/01/2019,37.39,1.88
02/04/2019,37.28,1.88
02/04/2019,36.83,1.88
02/05/2019,36.82,1.88
02/05/2019,36.69,1.88
02/06/2019,36.82,1.88
02/06/2019,37.49,1.88
02/07/2019,37.39,1.88
02/07/2019,37.44,1.88
02/08/2019,37.39,1.88
02/08/2019,37.69,1.88
02/11/2019,37.8,1.88
02/11/2019,38.02,1.88
02/12/2019,38.57,1.88
02/12/2019,38.4,1.88
02/13/2019,38.51,1.88
02/13/2019,38.66,1.88
02/14/2019,38.55,1.88
02/14/2019,38.41,1.88
02/15/2019,38.64,1.88
02/15/2019,38.59,1.88
02/19/2019,38.69,1.88
02/19/2019,38.84,1.88
02/20/2019,38.82,1.88
02/20/2019,39.47,1.88
02/21/2019,39.49,1.88
02/21/2019,38.76,1.88
02/22/2019,38.87,1.88
02/22/2019,39.07,1.88
02/25/2019,39.1,1.88
02/25/2019,39.14,1.88
02/26/2019,39.21,1.88
02/26/2019,39.15,1.88
02/27/2019,39.21,1.9124999999999999
02/27/2019,38.7,1.9124999999999999
02/28/2019,38.68,1.9124999999999999
02/28/2019,38.75,1.9124999999999999
03/01/2019,38.92,1.9124999999999999
03/01/2019,38.74,1.9124999999999999
03/04/2019,38.82,1.9124999999999999
03/04/2019,38.85,1.9124999999999999
03/05/2019,38.78,1.9124999999999999
03/05/2019,38.53,1.9124999999999999
03/06/2019,38.5,1.9124999999999999
03/06/2019,38.99,1.9124999999999999
03/07/2019,38.99,1.9124999999999999
03/07/2019,39.08,1.9124999999999999
03/08/2019,38.9,1.9124999999999999
03/08/2019,39.09,1.9124999999999999
03/11/2019,39.93,1.9124999999999999
03/11/2019,40.16,1.9124999999999999
03/12/2019,40.19,1.9124999999999999
03/12/2019,40.17,1.9124999999999999
03/13/2019,40.35,1.9124999999999999
03/13/2019,40.32,1.9124999999999999
03/14/2019,40.38,1.9124999999999999
03/14/2019,40.4,1.9124999999999999
03/15/2019,40.41,1.9124999999999999
03/15/2019,39.03,1.9124999999999999
03/18/2019,39.7,1.9124999999999999
03/18/2019,39.92,1.9124999999999999
03/19/2019,40.01,1.9124999999999999
03/19/2019,39.68,1.9124999999999999
03/20/2019,39.51,1.9124999999999999
03/20/2019,39.24,1.9124999999999999
03/21/2019,39.22,1.9124999999999999
03/21/2019,39.28,1.9124999999999999
03/22/2019,39.3,1.9124999999999999
03/22/2019,39.05,1.9124999999999999
03/25/2019,39.03,1.9124999999999999
03/25/2019,39.18,1.9124999999999999
03/26/2019,39.28,1.9124999999999999
03/26/2019,39.35,1.9124999999999999
03/27/2019,39.53,1.9124999999999999
03/27/2019,39.86,1.9124999999999999
03/28/2019,39.86,1.9124999999999999
03/28/2019,39.91,1.9124999999999999
03/29/2019,40.42,1.9124999999999999
03/29/2019,40.54,1.9124999999999999
04/01/2019,40.74,1.9124999999999999
04/01/2019,40.04,1.9124999999999999
04/02/2019,39.94,1.9124999999999999
04/02/2019,40.23,1.9124999999999999
04/03/2019,40.23,1.9124999999999999
04/03/2019,39.95,1.9124999999999999
04/04/2019,39.96,1.9124999999999999
04/04/2019,40.36,1.9124999999999999
04/05/2019,40.32,1.9124999999999999
04/05/2019,40.31,1.9124999999999999
04/08/2019,40.31,1.9124999999999999
04/08/2019,40.37,1.9124999999999999
04/09/2019,40.51,1.9124999999999999
04/09/2019,39.97,1.9124999999999999
04/10/2019,40.09,1.9124999999999999
04/10/2019,40.01,1.9124999999999999
04/11/2019,40.09,1.9124999999999999
04/11/2019,39.88,1.9124999999999999
04/12/2019,39.97,1.9124999999999999
04/12/2019,40.12,1.9124999999999999
04/15/2019,40.24,1.9124999999999999
04/15/2019,40.06,1.9124999999999999
04/16/2019,40.06,1.9124999999999999
04/16/2019,40.46,1.9124999999999999
04/17/2019,40.57,1.9124999999999999
04/17/2019,40.27,1.9124999999999999
04/18/2019,40.28,1.9124999999999999
04/18/2019,40.04,1.9124999999999999
04/22/2019,40.04,1.9124999999999999
04/22/2019,40.03,1.9124999999999999
04/23/2019,39.94,1.9124999999999999
04/23/2019,40.31,1.9124999999999999
04/24/2019,40.37,1.9124999999999999
04/24/2019,40.32,1.9124999999999999
04/25/2019,39.93,1.9124999999999999
04/25/2019,40.19,1.9124999999999999
04/26/2019,40.26,1.9124999999999999
04/26/2019,40.12,1.9124999999999999
04/29/2019,40.26,1.9124999999999999
04/29/2019,40.16,1.9124999999999999
04/30/2019,40.14,1.9124999999999999
04/30/2019,40.07,1.9124999999999999
05/01/2019,40.12,1.9124999999999999
05/01/2019,40.08,1.9124999999999999
05/02/2019,40.13,1.9124999999999999
05/02/2019,39.8,1.9124999999999999
05/03/2019,40.02,1.9124999999999999
05/03/2019,40.38,1.9124999999999999
05/06/2019,40.22,1.9124999999999999
05/06/2019,40.33,1.9124999999999999
05/07/2019,40.18,1.9124999999999999
05/07/2019,39.97,1.9124999999999999
05/08/2019,39.82,1.9124999999999999
05/08/2019,39.97,1.9124999999999999
05/09/2019,39.84,1.9124999999999999
05/09/2019,40.1,1.9124999999999999
05/10/2019,40.27,1.9124999999999999
05/10/2019,40.13,1.9124999999999999
05/13/2019,39.83,1.9124999999999999
05/13/2019,40.33,1.9124999999999999
05/14/2019,40.38,1.9124999999999999
05/14/2019,40.7,1.9124999999999999
05/15/2019,40.58,1.9124999999999999
05/15/2019,40.82,1.9124999999999999
05/16/2019,40.87,1.9124999999999999
05/16/2019,40.64,1.9124999999999999
05/17/2019,40.39,1.9124999999999999
05/17/2019,40.59,1.9124999999999999
05/20/2019,40.59,1.9124999999999999
05/20/2019,40.35,1.9124999999999999
05/21/2019,40.52,1.9124999999999999
05/21/2019,40.3,1.9124999999999999
05/22/2019,40.33,1.9124999999999999
05/22/2019,40.37,1.9124999999999999
05/23/2019,40.2,1.9124999999999999
05/23/2019,40.59,1.9124999999999999
05/24/2019,40.84,1.9124999999999999
05/24/2019,40.67,1.9124999999999999
05/28/2019,41.26,1.9124999999999999
05/28/2019,41.19,1.9124999999999999
05/29/2019,41.15,1.9124999999999999
05/29/2019,40.82,1.9124999999999999
05/30/2019,41.0,1.9449999999999998
05/30/2019,40.83,1.9449999999999998
05/31/2019,40.57,1.9449999999999998
05/31/2019,40.47,1.9449999999999998
06/03/2019,40.66,1.9449999999999998
06/03/2019,40.61,1.9449999999999998
06/04/2019,40.67,1.9449999999999998
06/04/2019,41.02,1.9449999999999998
06/05/2019,41.04,1.9449999999999998
06/05/2019,40.84,1.9449999999999998
06/06/2019,40.86,1.9449999999999998
06/06/2019,41.44,1.9449999999999998
06/07/2019,41.75,1.9449999999999998
06/07/2019,42.03,1.9449999999999998
06/10/2019,42.28,1.9449999999999998
06/10/2019,42.05,1.9449999999999998
06/11/2019,42.17,1.9449999999999998
06/11/2019,41.93,1.9449999999999998
06/12/2019,42.0,1.9449999999999998
06/12/2019,41.6,1.9449999999999998
06/13/2019,41.65,1.9449999999999998
06/13/2019,41.76,1.9449999999999998
06/14/2019,41.7,1.9449999999999998
06/14/2019,41.7,1.9449999999999998
06/17/2019,41.65,1.9449999999999998
06/17/2019,41.81,1.9449999999999998
06/18/2019,41.73,1.9449999999999998
06/18/2019,41.65,1.9449999999999998
06/19/2019,41.65,1.9449999999999998
06/19/2019,41.65,1.9449999999999998
06/20/2019,41.94,1.9449999999999998
06/20/2019,41.77,1.9449999999999998
06/21/2019,41.77,1.9449999999999998
06/21/2019,41.54,1.9449999999999998
06/24/2019,41.66,1.9449999999999998
06/24/2019,41.55,1.9449999999999998
06/25/2019,41.65,1.9449999999999998
06/25/2019,41.15,1.9449999999999998
06/26/2019,41.27,1.9449999999999998
06/26/2019,41.56,1.9449999999999998
06/27/2019,41.71,1.9449999999999998
06/27/2019,42.05,1.9449999999999998
06/28/2019,42.23,1.9449999999999998
06/28/2019,42.08,1.9449999999999998
07/01/2019,42.25,1.9449999999999998
07/01/2019,42.45,1.9449999999999998
07/02/2019,42.46,1.9449999999999998
07/02/2019,42.61,1.9449999999999998
07/03/2019,42.79,1.9449999999999998
07/03/2019,42.99,1.9449999999999998
07/05/2019,42.72,1.9449999999999998
07/05/2019,42.96,1.9449999999999998
07/08/2019,42.82,1.9449999999999998
07/08/2019,43.23,1.9449999999999998
07/09/2019,43.08,1.9449999999999998
07/09/2019,43.29,1.9449999999999998
07/10/2019,43.46,1.9449999999999998
07/10/2019,43.69,1.9449999999999998
07/11/2019,43.66,1.9449999999999998
07/11/2019,43.07,1.9449999999999998
07/12/2019,41.59,1.9449999999999998
07/12/2019,42.31,1.9449999999999998
07/15/2019,42.33,1.9449999999999998
07/15/2019,42.69,1.9449999999999998
07/16/2019,42.88,1.9449999999999998
07/16/2019,42.86,1.9449999999999998
07/17/2019,43.03,1.9449999999999998
07/17/2019,42.91,1.9449999999999998
07/18/2019,42.97,1.9449999999999998
07/18/2019,42.96,1.9449999999999998
07/19/2019,43.07,1.9449999999999998
07/19/2019,42.76,1.9449999999999998
07/22/2019,42.86,1.9449999999999998
07/22/2019,42.9,1.9449999999999998
07/23/2019,42.89,1.9449999999999998
07/23/2019,43.03,1.9449999999999998
07/24/2019,43.07,1.9449999999999998
07/24/2019,43.16,1.9449999999999998
07/25/2019,43.37,1.9449999999999998
07/25/2019,43.16,1.9449999999999998
07/26/2019,43.16,1.9449999999999998
07/26/2019,43.31,1.9449999999999998
07/29/2019,43.31,1.9449999999999998
07/29/2019,43.29,1.9449999999999998
07/30/2019,43.22,1.9449999999999998
07/30/2019,43.56,1.9449999999999998
07/31/2019,43.61,1.9449999999999998
07/31/2019,43.39,1.9449999999999998
08/01/2019,43.37,1.9449999999999998
08/01/2019,43.44,1.9449999999999998
08/02/2019,43.17,1.9449999999999998
08/02/2019,43.53,1.9449999999999998
08/05/2019,43.22,1.9449999999999998
08/05/2019,43.06,1.9449999999999998
08/06/2019,43.32,1.9449999999999998
08/06/2019,43.17,1.9449999999999998
08/07/2019,42.98,1.9449999999999998
08/07/2019,43.12,1.9449999999999998
08/08/2019,43.33,1.9449999999999998
08/08/2019,43.27,1.9449999999999998
08/09/2019,43.28,1.9449999999999998
08/09/2019,43.33,1.9449999999999998
08/12/2019,43.3,1.9449999999999998
08/12/2019,43.18,1.9449999999999998
08/13/2019,43.0,1.9449999999999998
08/13/2019,43.71,1.9449999999999998
08/14/2019,43.22,1.9449999999999998
08/14/2019,43.32,1.9449999999999998
08/15/2019,43.3,1.9449999999999998
08/15/2019,43.56,1.9449999999999998
08/16/2019,43.78,1.9449999999999998
08/16/2019,43.92,1.9449999999999998
08/19/2019,44.31,1.9449999999999998
08/19/2019,43.81,1.9449999999999998
08/20/2019,43.88,1.9449999999999998
08/20/2019,44.13,1.9449999999999998
08/21/2019,44.31,1.9449999999999998
08/21/2019,44.64,1.9449999999999998
08/22/2019,44.78,1.9449999999999998
08/22/2019,45.22,1.9449999999999998
08/23/2019,45.22,1.9449999999999998
08/23/2019,44.85,1.9449999999999998
08/26/2019,44.93,1.9449999999999998
08/26/2019,45.17,1.9449999999999998
08/27/2019,45.31,1.9449999999999998
08/27/2019,45.83,1.9449999999999998
08/28/2019,45.98,1.9449999999999998
08/28/2019,46.35,1.9449999999999998
08/29/2019,46.58,1.9769999999999999
08/29/2019,46.56,1.9769999999999999
08/30/2019,46.66,1.9769999999999999
08/30/2019,46.55,1.9769999999999999
09/03/2019,46.44,1.9769999999999999
09/03/2019,46.29,1.9769999999999999
09/04/2019,46.52,1.9769999999999999
09/04/2019,46.81,1.9769999999999999
09/05/2019,46.88,1.9769999999999999
09/05/2019,47.47,1.9769999999999999
09/06/2019,47.48,1.9769999999999999
09/06/2019,47.87,1.9769999999999999
09/09/2019,47.9,1.9769999999999999
09/09/2019,47.61,1.9769999999999999
09/10/2019,47.61,1.9769999999999999
09/10/2019,46.82,1.9769999999999999
09/11/2019,46.89,1.9769999999999999
09/11/2019,47.21,1.9769999999999999
09/12/2019,47.26,1.9769999999999999
09/12/2019,46.9,1.9769999999999999
09/13/2019,46.9,1.9769999999999999
09/13/2019,46.99,1.9769999999999999
09/16/2019,46.98,1.9769999999999999
09/16/2019,46.9,1.9769999999999999
09/17/2019,46.92,1.9769999999999999
09/17/2019,46.72,1.9769999999999999
09/18/2019,46.87,1.9769999999999999
09/18/2019,46.95,1.9769999999999999
09/19/2019,47.22,1.9769999999999999
09/19/2019,47.05,1.9769999999999999
09/20/2019,47.02,1.9769999999999999
09/20/2019,47.26,1.9769999999999999
09/23/2019,47.44,1.9769999999999999
09/23/2019,47.46,1.9769999999999999
09/24/2019,47.7,1.9769999999999999
09/24/2019,47.4,1.9769999999999999
09/25/2019,47.23,1.9769999999999999
09/25/2019,47.43,1.9769999999999999
09/26/2019,47.89,1.9769999999999999
09/26/2019,48.83,1.9769999999999999
09/27/2019,48.98,1.9769999999999999
09/27/2019,48.58,1.9769999999999999
09/30/2019,48.68,1.9769999999999999
09/30/2019,49.14,1.9769999999999999
10/01/2019,49.17,1.9769999999999999
10/01/2019,48.46,1.9769999999999999
10/02/2019,48.05,1.9769999999999999
10/02/2019,48.1,1.9769999999999999
10/03/2019,47.97,1.9769999999999999
10/03/2019,47.87,1.9769999999999999
10/04/2019,47.94,1.9769999999999999
10/04/2019,47.98,1.9769999999999999
10/07/2019,48.21,1.9769999999999999
10/07/2019,47.99,1.9769999999999999
10/08/2019,47.68,1.9769999999999999
10/08/2019,48.07,1.9769999999999999
10/09/2019,48.09,1.9769999999999999
10/09/2019,48.51,1.9769999999999999
10/10/2019,48.53,1.9769999999999999
10/10/2019,48.33,1.9769999999999999
10/11/2019,48.53,1.9769999999999999
10/11/2019,47.96,1.9769999999999999
10/14/2019,48.02,1.9769999999999999
10/14/2019,47.38,1.9769999999999999
10/15/2019,47.58,1.9769999999999999
10/15/2019,47.42,1.9769999999999999
10/16/2019,47.34,1.9769999999999999
10/16/2019,47.6,1.9769999999999999
10/17/2019,47.84,1.9769999999999999
10/17/2019,48.0,1.9769999999999999
10/18/2019,48.24,1.9769999999999999
10/18/2019,48.29,1.9769999999999999
10/21/2019,48.29,1.9769999999999999
10/21/2019,48.19,1.9769999999999999
10/22/2019,48.22,1.9769999999999999
10/22/2019,48.19,1.9769999999999999
10/23/2019,48.16,1.9769999999999999
10/23/2019,48.51,1.9769999999999999
10/24/2019,48.57,1.9769999999999999
