BIP,Brookfield Infrastructure Partn,
Date,Price,Annualized Dividend
07/20/2016,26.55,2.1999999999999997
07/20/2016,27.02,2.1999999999999997
07/21/2016,27.02,2.1999999999999997
07/21/2016,26.55,2.1999999999999997
07/22/2016,26.57,2.1999999999999997
07/22/2016,26.41,2.1999999999999997
07/25/2016,26.41,2.1999999999999997
07/25/2016,26.24,2.1999999999999997
07/26/2016,26.22,2.1999999999999997
07/26/2016,26.13,2.1999999999999997
07/27/2016,26.26,2.1999999999999997
07/27/2016,25.81,2.1999999999999997
07/28/2016,25.76,2.1999999999999997
07/28/2016,25.74,2.1999999999999997
07/29/2016,25.85,2.1999999999999997
07/29/2016,26.59,2.1999999999999997
08/01/2016,26.66,2.1999999999999997
08/01/2016,26.15,2.1999999999999997
08/02/2016,26.15,2.1999999999999997
08/02/2016,26.37,2.1999999999999997
08/03/2016,26.28,2.1999999999999997
08/03/2016,26.61,2.1999999999999997
08/04/2016,26.89,2.1999999999999997
08/04/2016,27.41,2.1999999999999997
08/05/2016,27.58,2.1999999999999997
08/05/2016,27.65,2.1999999999999997
08/08/2016,27.71,2.1999999999999997
08/08/2016,27.89,2.1999999999999997
08/09/2016,28.02,2.1999999999999997
08/09/2016,28.0,2.1999999999999997
08/10/2016,28.28,2.1999999999999997
08/10/2016,28.29,2.1999999999999997
08/11/2016,28.36,2.1999999999999997
08/11/2016,28.32,2.1999999999999997
08/12/2016,28.49,2.1999999999999997
08/12/2016,28.25,2.1999999999999997
08/15/2016,28.36,2.1999999999999997
08/15/2016,28.27,2.1999999999999997
08/16/2016,28.44,2.1999999999999997
08/16/2016,28.14,2.1999999999999997
08/17/2016,28.14,2.1999999999999997
08/17/2016,28.25,2.1999999999999997
08/18/2016,28.24,2.1999999999999997
08/18/2016,28.28,2.1999999999999997
08/19/2016,28.18,2.1999999999999997
08/19/2016,27.74,2.1999999999999997
08/22/2016,27.74,2.1999999999999997
08/22/2016,27.61,2.1999999999999997
08/23/2016,27.84,2.1999999999999997
08/23/2016,27.88,2.1999999999999997
08/24/2016,28.07,2.1999999999999997
08/24/2016,27.72,2.1999999999999997
08/25/2016,27.65,2.1999999999999997
08/25/2016,27.63,2.1999999999999997
08/26/2016,27.83,2.1999999999999997
08/26/2016,27.5,2.1999999999999997
08/29/2016,27.88,2.26
08/29/2016,27.85,2.26
08/30/2016,27.79,2.26
08/30/2016,27.8,2.26
08/31/2016,27.68,2.26
08/31/2016,27.59,2.26
09/01/2016,27.45,2.26
09/01/2016,27.65,2.26
09/02/2016,27.98,2.26
09/02/2016,28.03,2.26
09/06/2016,28.08,2.26
09/06/2016,28.26,2.26
09/07/2016,28.28,2.26
09/07/2016,28.21,2.26
09/08/2016,28.29,2.26
09/08/2016,28.54,2.26
09/09/2016,28.29,2.26
09/09/2016,27.43,2.26
09/12/2016,27.23,2.26
09/12/2016,27.52,2.26
09/13/2016,27.24,2.26
09/13/2016,26.94,2.26
09/14/2016,27.05,2.26
09/14/2016,27.38,2.26
09/15/2016,27.61,2.26
09/15/2016,28.36,2.26
09/16/2016,28.17,2.26
09/16/2016,28.26,2.26
09/19/2016,28.49,2.26
09/19/2016,29.32,2.26
09/20/2016,29.54,2.26
09/20/2016,28.74,2.26
09/21/2016,28.98,2.26
09/21/2016,28.96,2.26
09/22/2016,29.27,2.26
09/22/2016,29.41,2.26
09/23/2016,29.53,2.26
09/23/2016,29.85,2.26
09/26/2016,29.59,2.26
09/26/2016,29.68,2.26
09/27/2016,29.69,2.26
09/27/2016,29.32,2.26
09/28/2016,29.2,2.26
09/28/2016,29.54,2.26
09/29/2016,29.53,2.26
09/29/2016,29.64,2.26
09/30/2016,29.91,2.26
09/30/2016,29.9,2.26
10/03/2016,30.02,2.26
10/03/2016,29.84,2.26
10/04/2016,29.94,2.26
10/04/2016,29.06,2.26
10/05/2016,29.26,2.26
10/05/2016,29.22,2.26
10/06/2016,29.13,2.26
10/06/2016,28.87,2.26
10/07/2016,28.84,2.26
10/07/2016,28.85,2.26
10/10/2016,28.85,2.26
10/10/2016,29.18,2.26
10/11/2016,29.23,2.26
10/11/2016,28.62,2.26
10/12/2016,28.64,2.26
10/12/2016,29.01,2.26
10/13/2016,29.05,2.26
10/13/2016,29.26,2.26
10/14/2016,29.21,2.26
10/14/2016,29.37,2.26
10/17/2016,29.39,2.26
10/17/2016,29.38,2.26
10/18/2016,29.56,2.26
10/18/2016,29.34,2.26
10/19/2016,29.31,2.26
10/19/2016,29.6,2.26
10/20/2016,29.77,2.26
10/20/2016,29.64,2.26
10/21/2016,29.73,2.26
10/21/2016,29.61,2.26
10/24/2016,29.64,2.26
10/24/2016,29.49,2.26
10/25/2016,29.43,2.26
10/25/2016,29.44,2.26
10/26/2016,29.43,2.26
10/26/2016,29.5,2.26
10/27/2016,29.69,2.26
10/27/2016,29.49,2.26
10/28/2016,29.35,2.26
10/28/2016,29.24,2.26
10/31/2016,29.07,2.26
10/31/2016,29.2,2.26
11/01/2016,29.3,2.26
11/01/2016,28.74,2.26
11/02/2016,28.8,2.26
11/02/2016,28.42,2.26
11/03/2016,28.48,2.26
11/03/2016,28.67,2.26
11/04/2016,28.15,2.26
11/04/2016,27.69,2.26
11/07/2016,27.93,2.26
11/07/2016,28.87,2.26
11/08/2016,28.92,2.26
11/08/2016,29.1,2.26
11/09/2016,28.12,2.26
11/09/2016,29.33,2.26
11/10/2016,29.78,2.26
11/10/2016,28.04,2.26
11/11/2016,27.92,2.26
11/11/2016,27.86,2.26
11/14/2016,28.08,2.26
11/14/2016,26.9,2.26
11/15/2016,26.87,2.26
11/15/2016,27.42,2.26
11/16/2016,27.39,2.26
11/16/2016,27.55,2.26
11/17/2016,27.43,2.26
11/17/2016,27.72,2.26
11/18/2016,27.88,2.26
11/18/2016,27.81,2.26
11/21/2016,27.9,2.26
11/21/2016,28.5,2.26
11/22/2016,28.56,2.26
11/22/2016,28.48,2.26
11/23/2016,28.6,2.26
11/23/2016,28.53,2.26
11/25/2016,28.64,2.26
11/25/2016,28.52,2.26
11/28/2016,28.85,2.12
11/28/2016,28.66,2.12
11/29/2016,27.21,2.12
11/29/2016,27.68,2.12
11/30/2016,27.69,2.12
11/30/2016,27.52,2.12
12/01/2016,27.79,2.12
12/01/2016,27.83,2.12
12/02/2016,27.89,2.12
12/02/2016,27.95,2.12
12/05/2016,27.95,2.12
12/05/2016,27.94,2.12
12/06/2016,27.94,2.12
12/06/2016,27.99,2.12
12/07/2016,28.01,2.12
12/07/2016,28.35,2.12
12/08/2016,28.35,2.12
12/08/2016,28.55,2.12
12/09/2016,28.64,2.12
12/09/2016,28.59,2.12
12/12/2016,28.62,2.12
12/12/2016,28.55,2.12
12/13/2016,28.54,2.12
12/13/2016,28.36,2.12
12/14/2016,28.42,2.12
12/14/2016,28.19,2.12
12/15/2016,28.0,2.12
12/15/2016,28.26,2.12
12/16/2016,28.33,2.12
12/16/2016,28.99,2.12
12/19/2016,29.04,2.12
12/19/2016,29.18,2.12
12/20/2016,29.18,2.12
12/20/2016,29.02,2.12
12/21/2016,28.95,2.12
12/21/2016,28.97,2.12
12/22/2016,28.91,2.12
12/22/2016,29.24,2.12
12/23/2016,29.13,2.12
12/23/2016,29.33,2.12
12/27/2016,29.52,2.12
12/27/2016,29.16,2.12
12/28/2016,28.97,2.12
12/28/2016,28.97,2.12
12/29/2016,28.9,2.12
12/29/2016,29.14,2.12
12/30/2016,29.35,2.12
12/30/2016,29.24,2.12
01/03/2017,29.44,2.12
01/03/2017,29.21,2.12
01/04/2017,29.49,2.12
01/04/2017,29.69,2.12
01/05/2017,29.81,2.12
01/05/2017,29.95,2.12
01/06/2017,30.07,2.12
01/06/2017,30.23,2.12
01/09/2017,30.31,2.12
01/09/2017,29.92,2.12
01/10/2017,29.78,2.12
01/10/2017,29.77,2.12
01/11/2017,29.66,2.12
01/11/2017,29.98,2.12
01/12/2017,30.11,2.12
01/12/2017,30.03,2.12
01/13/2017,30.03,2.12
01/13/2017,30.24,2.12
01/17/2017,30.83,2.12
01/17/2017,31.28,2.12
01/18/2017,31.42,2.12
01/18/2017,30.94,2.12
01/19/2017,31.01,2.12
01/19/2017,30.98,2.12
01/20/2017,30.92,2.12
01/20/2017,31.02,2.12
01/23/2017,31.25,2.12
01/23/2017,30.57,2.12
01/24/2017,30.57,2.12
01/24/2017,31.12,2.12
01/25/2017,31.39,2.12
01/25/2017,31.27,2.12
01/26/2017,31.49,2.12
01/26/2017,30.96,2.12
01/27/2017,30.83,2.12
01/27/2017,31.08,2.12
01/30/2017,30.91,2.12
01/30/2017,30.08,2.12
01/31/2017,30.04,2.12
01/31/2017,30.53,2.12
02/01/2017,30.59,2.12
02/01/2017,30.25,2.12
02/02/2017,30.67,2.12
02/02/2017,30.23,2.12
02/03/2017,30.42,2.12
02/03/2017,30.84,2.12
02/06/2017,31.13,2.12
02/06/2017,30.6,2.12
02/07/2017,30.57,2.12
02/07/2017,30.84,2.12
02/08/2017,30.8,2.12
02/08/2017,31.18,2.12
02/09/2017,31.36,2.12
02/09/2017,31.89,2.12
02/10/2017,32.14,2.12
02/10/2017,31.5,2.12
02/13/2017,31.57,2.12
02/13/2017,31.87,2.12
02/14/2017,31.88,2.12
02/14/2017,32.01,2.12
02/15/2017,31.89,2.12
02/15/2017,32.03,2.12
02/16/2017,32.21,2.12
02/16/2017,31.73,2.12
02/17/2017,31.87,2.12
02/17/2017,31.68,2.12
02/21/2017,32.13,2.12
02/21/2017,32.36,2.12
02/22/2017,32.23,2.12
02/22/2017,32.1,2.12
02/23/2017,32.31,2.12
02/23/2017,32.24,2.12
02/24/2017,32.46,1.9849999999999999
02/24/2017,32.25,1.9849999999999999
02/27/2017,32.29,1.9849999999999999
02/27/2017,32.37,1.9849999999999999
02/28/2017,32.28,1.9849999999999999
02/28/2017,31.89,1.9849999999999999
03/01/2017,32.06,1.9849999999999999
03/01/2017,31.82,1.9849999999999999
03/02/2017,31.73,1.9849999999999999
03/02/2017,31.5,1.9849999999999999
03/03/2017,31.43,1.9849999999999999
03/03/2017,31.66,1.9849999999999999
03/06/2017,31.75,1.9849999999999999
03/06/2017,31.4,1.9849999999999999
03/07/2017,31.24,1.9849999999999999
03/07/2017,31.41,1.9849999999999999
03/08/2017,31.38,1.9849999999999999
03/08/2017,31.38,1.9849999999999999
03/09/2017,31.26,1.9849999999999999
03/09/2017,31.43,1.9849999999999999
03/10/2017,31.51,1.9849999999999999
03/10/2017,31.72,1.9849999999999999
03/13/2017,31.8,1.9849999999999999
03/13/2017,32.02,1.9849999999999999
03/14/2017,31.98,1.9849999999999999
03/14/2017,32.02,1.9849999999999999
03/15/2017,32.02,1.9849999999999999
03/15/2017,32.32,1.9849999999999999
03/16/2017,32.51,1.9849999999999999
03/16/2017,32.46,1.9849999999999999
03/17/2017,32.48,1.9849999999999999
03/17/2017,32.48,1.9849999999999999
03/20/2017,32.48,1.9849999999999999
03/20/2017,32.48,1.9849999999999999
03/21/2017,32.6,1.9849999999999999
03/21/2017,32.69,1.9849999999999999
03/22/2017,32.71,1.9849999999999999
03/22/2017,33.27,1.9849999999999999
03/23/2017,33.24,1.9849999999999999
03/23/2017,33.22,1.9849999999999999
03/24/2017,33.25,1.9849999999999999
03/24/2017,33.85,1.9849999999999999
03/27/2017,33.8,1.9849999999999999
03/27/2017,34.15,1.9849999999999999
03/28/2017,34.26,1.9849999999999999
03/28/2017,34.28,1.9849999999999999
03/29/2017,34.38,1.9849999999999999
03/29/2017,34.41,1.9849999999999999
03/30/2017,34.43,1.9849999999999999
03/30/2017,34.19,1.9849999999999999
03/31/2017,34.29,1.9849999999999999
03/31/2017,34.18,1.9849999999999999
04/03/2017,34.09,1.9849999999999999
04/03/2017,34.06,1.9849999999999999
04/04/2017,34.11,1.9849999999999999
04/04/2017,33.89,1.9849999999999999
04/05/2017,33.93,1.9849999999999999
04/05/2017,33.84,1.9849999999999999
04/06/2017,33.79,1.9849999999999999
04/06/2017,33.65,1.9849999999999999
04/07/2017,33.65,1.9849999999999999
04/07/2017,33.58,1.9849999999999999
04/10/2017,33.47,1.9849999999999999
04/10/2017,33.91,1.9849999999999999
04/11/2017,33.91,1.9849999999999999
04/11/2017,34.02,1.9849999999999999
04/12/2017,33.95,1.9849999999999999
04/12/2017,34.38,1.9849999999999999
04/13/2017,34.39,1.9849999999999999
04/13/2017,34.55,1.9849999999999999
04/17/2017,34.62,1.9849999999999999
04/17/2017,34.84,1.9849999999999999
04/18/2017,34.83,1.9849999999999999
04/18/2017,34.3,1.9849999999999999
04/19/2017,34.26,1.9849999999999999
04/19/2017,34.04,1.9849999999999999
04/20/2017,34.15,1.9849999999999999
04/20/2017,34.05,1.9849999999999999
04/21/2017,34.27,1.9849999999999999
04/21/2017,34.09,1.9849999999999999
04/24/2017,35.18,1.9849999999999999
04/24/2017,34.77,1.9849999999999999
04/25/2017,34.91,1.9849999999999999
04/25/2017,35.02,1.9849999999999999
04/26/2017,35.09,1.9849999999999999
04/26/2017,34.58,1.9849999999999999
04/27/2017,34.74,1.9849999999999999
04/27/2017,34.57,1.9849999999999999
04/28/2017,34.6,1.9849999999999999
04/28/2017,34.8,1.9849999999999999
05/01/2017,35.02,1.9849999999999999
05/01/2017,34.74,1.9849999999999999
05/02/2017,34.76,1.9849999999999999
05/02/2017,34.78,1.9849999999999999
05/03/2017,34.79,1.9849999999999999
05/03/2017,34.6,1.9849999999999999
05/04/2017,34.65,1.9849999999999999
05/04/2017,34.39,1.9849999999999999
05/05/2017,34.61,1.9849999999999999
05/05/2017,35.43,1.9849999999999999
05/08/2017,35.67,1.9849999999999999
05/08/2017,35.36,1.9849999999999999
05/09/2017,35.49,1.9849999999999999
05/09/2017,35.07,1.9849999999999999
05/10/2017,35.22,1.9849999999999999
05/10/2017,35.03,1.9849999999999999
05/11/2017,35.03,1.9849999999999999
05/11/2017,34.87,1.9849999999999999
05/12/2017,34.94,1.9849999999999999
05/12/2017,35.24,1.9849999999999999
05/15/2017,35.42,1.9849999999999999
05/15/2017,35.68,1.9849999999999999
05/16/2017,36.2,1.9849999999999999
05/16/2017,35.77,1.9849999999999999
05/17/2017,35.62,1.9849999999999999
05/17/2017,34.93,1.9849999999999999
05/18/2017,34.83,1.9849999999999999
05/18/2017,34.48,1.9849999999999999
05/19/2017,34.55,1.9849999999999999
05/19/2017,35.01,1.9849999999999999
05/22/2017,35.02,1.9849999999999999
05/22/2017,35.43,1.9849999999999999
05/23/2017,35.43,1.9849999999999999
05/23/2017,35.41,1.9849999999999999
05/24/2017,35.59,1.9849999999999999
05/24/2017,35.84,1.9849999999999999
05/25/2017,35.91,1.9849999999999999
05/25/2017,35.56,1.9849999999999999
05/26/2017,35.91,1.85
05/26/2017,35.83,1.85
05/30/2017,35.97,1.85
05/30/2017,35.97,1.85
05/31/2017,36.09,1.85
05/31/2017,36.19,1.85
06/01/2017,36.19,1.85
06/01/2017,36.56,1.85
06/02/2017,36.86,1.85
06/02/2017,36.46,1.85
06/05/2017,36.5,1.85
06/05/2017,36.23,1.85
06/06/2017,36.23,1.85
06/06/2017,36.15,1.85
06/07/2017,36.34,1.85
06/07/2017,35.88,1.85
06/08/2017,35.89,1.85
06/08/2017,35.82,1.85
06/09/2017,35.82,1.85
06/09/2017,35.88,1.85
06/12/2017,35.85,1.85
06/12/2017,35.56,1.85
06/13/2017,35.48,1.85
06/13/2017,35.65,1.85
06/14/2017,35.72,1.85
06/14/2017,35.23,1.85
06/15/2017,34.98,1.85
06/15/2017,35.5,1.85
06/16/2017,35.89,1.85
06/16/2017,35.96,1.85
06/19/2017,35.9,1.85
06/19/2017,36.5,1.85
06/20/2017,36.37,1.85
06/20/2017,36.2,1.85
06/21/2017,36.16,1.85
06/21/2017,36.09,1.85
06/22/2017,36.26,1.85
06/22/2017,36.31,1.85
06/23/2017,36.35,1.85
06/23/2017,36.56,1.85
06/26/2017,36.72,1.85
06/26/2017,36.68,1.85
06/27/2017,36.78,1.85
06/27/2017,36.67,1.85
06/28/2017,36.68,1.85
06/28/2017,36.74,1.85
06/29/2017,36.66,1.85
06/29/2017,36.62,1.85
06/30/2017,36.54,1.85
06/30/2017,36.56,1.85
07/03/2017,36.64,1.85
07/03/2017,36.79,1.85
07/05/2017,37.04,1.85
07/05/2017,37.02,1.85
07/06/2017,36.77,1.85
07/06/2017,36.33,1.85
07/07/2017,36.41,1.85
07/07/2017,36.08,1.85
07/10/2017,36.07,1.85
07/10/2017,35.99,1.85
07/11/2017,35.96,1.85
07/11/2017,35.83,1.85
07/12/2017,36.01,1.85
07/12/2017,36.22,1.85
07/13/2017,36.39,1.85
07/13/2017,35.92,1.85
07/14/2017,35.85,1.85
07/14/2017,36.08,1.85
07/17/2017,36.15,1.85
07/17/2017,35.72,1.85
07/18/2017,35.72,1.85
07/18/2017,35.53,1.85
07/19/2017,35.52,1.85
07/19/2017,35.56,1.85
07/20/2017,35.61,1.85
07/20/2017,35.99,1.85
07/21/2017,36.16,1.85
07/21/2017,36.14,1.85
07/24/2017,36.13,1.85
07/24/2017,36.22,1.85
07/25/2017,36.32,1.85
07/25/2017,36.23,1.85
07/26/2017,36.32,1.85
07/26/2017,36.31,1.85
07/27/2017,36.28,1.85
07/27/2017,36.07,1.85
07/28/2017,36.01,1.85
07/28/2017,35.98,1.85
07/31/2017,35.89,1.85
07/31/2017,36.15,1.85
08/01/2017,36.36,1.85
08/01/2017,36.44,1.85
08/02/2017,36.45,1.85
08/02/2017,36.57,1.85
08/03/2017,36.19,1.85
08/03/2017,35.97,1.85
08/04/2017,36.15,1.85
08/04/2017,35.97,1.85
08/07/2017,36.9,1.85
08/07/2017,37.13,1.85
08/08/2017,37.13,1.85
08/08/2017,38.5,1.85
08/09/2017,38.06,1.85
08/09/2017,38.68,1.85
08/10/2017,38.48,1.85
08/10/2017,37.93,1.85
08/11/2017,37.65,1.85
08/11/2017,37.99,1.85
08/14/2017,38.24,1.85
08/14/2017,38.65,1.85
08/15/2017,38.66,1.85
08/15/2017,39.04,1.85
08/16/2017,39.14,1.85
08/16/2017,39.55,1.85
08/17/2017,39.55,1.85
08/17/2017,39.34,1.85
08/18/2017,39.32,1.85
08/18/2017,39.5,1.85
08/21/2017,39.41,1.85
08/21/2017,39.89,1.85
08/22/2017,39.47,1.85
08/22/2017,39.54,1.85
08/23/2017,39.45,1.85
08/23/2017,39.26,1.85
08/24/2017,39.28,1.85
08/24/2017,39.13,1.85
08/25/2017,39.17,1.85
08/25/2017,39.13,1.85
08/28/2017,39.16,1.85
08/28/2017,39.11,1.85
08/29/2017,39.12,1.695
08/29/2017,39.38,1.695
08/30/2017,39.31,1.695
08/30/2017,39.41,1.695
08/31/2017,39.51,1.695
08/31/2017,39.83,1.695
09/01/2017,40.04,1.695
09/01/2017,39.17,1.695
09/05/2017,39.32,1.695
09/05/2017,38.92,1.695
09/06/2017,39.08,1.695
09/06/2017,38.19,1.695
09/07/2017,38.19,1.695
09/07/2017,38.48,1.695
09/08/2017,38.55,1.695
09/08/2017,39.13,1.695
09/11/2017,39.78,1.695
09/11/2017,39.57,1.695
09/12/2017,37.31,1.695
09/12/2017,37.72,1.695
09/13/2017,37.96,1.695
09/13/2017,37.53,1.695
09/14/2017,37.79,1.695
09/14/2017,38.0,1.695
09/15/2017,38.0,1.695
09/15/2017,38.02,1.695
09/18/2017,38.86,1.695
09/18/2017,39.46,1.695
09/19/2017,39.44,1.695
09/19/2017,39.41,1.695
09/20/2017,39.42,1.695
09/20/2017,39.3,1.695
09/21/2017,39.26,1.695
09/21/2017,38.63,1.695
09/22/2017,38.57,1.695
09/22/2017,38.45,1.695
09/25/2017,38.45,1.695
09/25/2017,38.76,1.695
09/26/2017,38.64,1.695
09/26/2017,38.78,1.695
09/27/2017,38.94,1.695
09/27/2017,38.81,1.695
09/28/2017,38.81,1.695
09/28/2017,38.76,1.695
09/29/2017,38.81,1.695
09/29/2017,38.94,1.695
10/02/2017,39.01,1.695
10/02/2017,38.21,1.695
10/03/2017,38.31,1.695
10/03/2017,38.56,1.695
10/04/2017,38.56,1.695
10/04/2017,38.92,1.695
10/05/2017,38.88,1.695
10/05/2017,38.85,1.695
10/06/2017,38.72,1.695
10/06/2017,38.89,1.695
10/09/2017,38.8,1.695
10/09/2017,38.79,1.695
10/10/2017,38.8,1.695
10/10/2017,38.79,1.695
10/11/2017,38.79,1.695
10/11/2017,39.0,1.695
10/12/2017,38.92,1.695
10/12/2017,38.79,1.695
10/13/2017,38.99,1.695
10/13/2017,38.96,1.695
10/16/2017,38.95,1.695
10/16/2017,39.38,1.695
10/17/2017,39.42,1.695
10/17/2017,39.32,1.695
10/18/2017,39.47,1.695
10/18/2017,39.99,1.695
10/19/2017,39.79,1.695
10/19/2017,39.35,1.695
10/20/2017,39.36,1.695
10/20/2017,39.28,1.695
10/23/2017,39.22,1.695
10/23/2017,39.02,1.695
10/24/2017,39.29,1.695
10/24/2017,38.98,1.695
10/25/2017,38.97,1.695
10/25/2017,38.44,1.695
10/26/2017,38.54,1.695
10/26/2017,38.25,1.695
10/27/2017,38.26,1.695
10/27/2017,38.36,1.695
10/30/2017,38.36,1.695
10/30/2017,38.33,1.695
10/31/2017,38.31,1.695
10/31/2017,38.24,1.695
11/01/2017,38.28,1.695
11/01/2017,38.34,1.695
11/02/2017,38.21,1.695
11/02/2017,38.11,1.695
11/03/2017,38.3,1.695
11/03/2017,38.18,1.695
11/06/2017,38.18,1.695
11/06/2017,38.98,1.695
11/07/2017,38.99,1.695
11/07/2017,39.07,1.695
11/08/2017,39.04,1.695
11/08/2017,39.34,1.695
11/09/2017,39.06,1.695
11/09/2017,39.22,1.695
11/10/2017,39.09,1.695
11/10/2017,39.23,1.695
11/13/2017,39.19,1.695
11/13/2017,39.5,1.695
11/14/2017,39.69,1.695
11/14/2017,39.51,1.695
11/15/2017,39.35,1.695
11/15/2017,39.42,1.695
11/16/2017,39.6,1.695
11/16/2017,39.77,1.695
11/17/2017,39.74,1.695
11/17/2017,39.66,1.695
11/20/2017,39.61,1.695
11/20/2017,39.06,1.695
11/21/2017,38.9,1.695
11/21/2017,38.96,1.695
11/22/2017,39.05,1.695
11/22/2017,39.11,1.695
11/24/2017,39.13,1.695
11/24/2017,39.09,1.695
11/27/2017,39.26,1.695
11/27/2017,39.62,1.695
11/28/2017,39.7,1.695
11/28/2017,39.66,1.695
11/29/2017,39.7,1.74
11/29/2017,39.9,1.74
11/30/2017,39.95,1.74
11/30/2017,39.05,1.74
12/01/2017,39.0,1.74
12/01/2017,39.71,1.74
12/04/2017,39.54,1.74
12/04/2017,39.8,1.74
12/05/2017,39.59,1.74
12/05/2017,39.97,1.74
12/06/2017,39.86,1.74
12/06/2017,40.03,1.74
12/07/2017,39.93,1.74
12/07/2017,40.1,1.74
12/08/2017,39.95,1.74
12/08/2017,40.08,1.74
12/11/2017,39.95,1.74
12/11/2017,40.0,1.74
12/12/2017,39.92,1.74
12/12/2017,40.16,1.74
12/13/2017,40.01,1.74
12/13/2017,40.7,1.74
12/14/2017,40.48,1.74
12/14/2017,41.02,1.74
12/15/2017,41.13,1.74
12/15/2017,40.46,1.74
12/18/2017,40.3,1.74
12/18/2017,40.26,1.74
12/19/2017,40.26,1.74
12/19/2017,40.06,1.74
12/20/2017,40.07,1.74
12/20/2017,40.2,1.74
12/21/2017,40.26,1.74
12/21/2017,39.64,1.74
12/22/2017,39.56,1.74
12/22/2017,40.02,1.74
12/26/2017,40.2,1.74
12/26/2017,40.11,1.74
12/27/2017,40.46,1.74
12/27/2017,41.68,1.74
12/28/2017,40.84,1.74
12/28/2017,40.91,1.74
12/29/2017,41.2,1.74
12/29/2017,40.85,1.74
01/02/2018,40.85,1.74
01/02/2018,40.69,1.74
01/03/2018,40.72,1.74
01/03/2018,40.06,1.74
01/04/2018,40.02,1.74
01/04/2018,39.81,1.74
01/05/2018,40.1,1.74
01/05/2018,39.94,1.74
01/08/2018,40.01,1.74
01/08/2018,39.78,1.74
01/09/2018,39.96,1.74
01/09/2018,39.73,1.74
01/10/2018,39.41,1.74
01/10/2018,38.98,1.74
01/11/2018,39.12,1.74
01/11/2018,39.39,1.74
01/12/2018,39.38,1.74
01/12/2018,39.81,1.74
01/16/2018,39.92,1.74
01/16/2018,39.79,1.74
01/17/2018,39.79,1.74
01/17/2018,39.4,1.74
01/18/2018,39.31,1.74
01/18/2018,39.1,1.74
01/19/2018,39.12,1.74
01/19/2018,39.15,1.74
01/22/2018,39.04,1.74
01/22/2018,38.9,1.74
01/23/2018,38.74,1.74
01/23/2018,39.19,1.74
01/24/2018,39.41,1.74
01/24/2018,39.33,1.74
01/25/2018,39.34,1.74
01/25/2018,39.1,1.74
01/26/2018,39.26,1.74
01/26/2018,39.54,1.74
01/29/2018,39.54,1.74
01/29/2018,38.98,1.74
01/30/2018,38.72,1.74
01/30/2018,38.71,1.74
01/31/2018,38.8,1.74
01/31/2018,39.12,1.74
02/01/2018,39.08,1.74
02/01/2018,38.52,1.74
02/02/2018,37.97,1.74
02/02/2018,37.64,1.74
02/05/2018,37.01,1.74
02/05/2018,37.68,1.74
02/06/2018,36.98,1.74
02/06/2018,37.38,1.74
02/07/2018,37.47,1.74
02/07/2018,37.1,1.74
02/08/2018,37.29,1.74
02/08/2018,36.83,1.74
02/09/2018,36.83,1.74
02/09/2018,36.93,1.74
02/12/2018,37.33,1.74
02/12/2018,37.05,1.74
02/13/2018,37.06,1.74
02/13/2018,37.28,1.74
02/14/2018,37.15,1.74
02/14/2018,37.07,1.74
02/15/2018,37.33,1.74
02/15/2018,37.9,1.74
02/16/2018,37.92,1.74
02/16/2018,38.2,1.74
02/20/2018,38.2,1.74
02/20/2018,38.21,1.74
02/21/2018,38.25,1.74
02/21/2018,37.43,1.74
02/22/2018,37.41,1.74
02/22/2018,36.76,1.74
02/23/2018,36.86,1.74
02/23/2018,36.56,1.74
02/26/2018,36.72,1.74
02/26/2018,36.79,1.74
02/27/2018,36.89,1.775
02/27/2018,37.22,1.775
02/28/2018,37.13,1.775
02/28/2018,37.21,1.775
03/01/2018,37.16,1.775
03/01/2018,37.47,1.775
03/02/2018,37.31,1.775
03/02/2018,37.46,1.775
03/05/2018,37.35,1.775
03/05/2018,37.21,1.775
03/06/2018,37.42,1.775
03/06/2018,37.79,1.775
03/07/2018,37.72,1.775
03/07/2018,37.77,1.775
03/08/2018,37.77,1.775
03/08/2018,37.84,1.775
03/09/2018,37.87,1.775
03/09/2018,38.06,1.775
03/12/2018,38.09,1.775
03/12/2018,37.39,1.775
03/13/2018,37.46,1.775
03/13/2018,37.62,1.775
03/14/2018,37.7,1.775
03/14/2018,37.7,1.775
03/15/2018,37.76,1.775
03/15/2018,37.35,1.775
03/16/2018,37.51,1.775
03/16/2018,37.82,1.775
03/19/2018,37.53,1.775
03/19/2018,37.39,1.775
03/20/2018,37.39,1.775
03/20/2018,37.09,1.775
03/21/2018,37.18,1.775
03/21/2018,37.35,1.775
03/22/2018,37.32,1.775
03/22/2018,37.98,1.775
03/23/2018,38.13,1.775
03/23/2018,38.08,1.775
03/26/2018,38.18,1.775
03/26/2018,37.77,1.775
03/27/2018,37.68,1.775
03/27/2018,37.77,1.775
03/28/2018,37.83,1.775
03/28/2018,37.86,1.775
03/29/2018,38.17,1.775
03/29/2018,38.41,1.775
04/02/2018,38.54,1.775
04/02/2018,38.08,1.775
04/03/2018,38.4,1.775
04/03/2018,38.5,1.775
04/04/2018,38.27,1.775
04/04/2018,38.44,1.775
04/05/2018,38.49,1.775
04/05/2018,38.71,1.775
04/06/2018,38.49,1.775
04/06/2018,38.37,1.775
04/09/2018,38.15,1.775
04/09/2018,38.07,1.775
04/10/2018,38.2,1.775
04/10/2018,38.21,1.775
04/11/2018,38.07,1.775
