CHL,China Mobile Limited,
Date,Price,Annualized Dividend
02/20/1998,4.333998680114746,0.0
02/23/1998,4.333999523205306,0.0
02/23/1998,4.3501410484313965,0.0
02/24/1998,4.358211994171143,0.0
02/24/1998,4.358211994171143,0.0
02/25/1998,4.390493448229804,0.0
02/25/1998,4.45505952835083,0.0
02/26/1998,4.495414331981114,0.0
02/26/1998,4.519626617431641,0.0
02/27/1998,4.648758519401949,0.0
02/27/1998,4.632616996765137,0.0
03/02/1998,4.6164754741283245,0.0
03/02/1998,4.632616996765137,0.0
03/03/1998,4.624546235446731,0.0
03/03/1998,4.632616996765137,0.0
03/04/1998,4.640688980575156,0.0
03/04/1998,4.559981346130371,0.0
03/05/1998,4.5438386852859605,0.0
03/05/1998,4.551909446716309,0.0
03/06/1998,4.551910289184786,0.0
03/06/1998,4.568051815032959,0.0
03/09/1998,4.600334235600062,0.0
03/09/1998,4.519626617431641,0.0
03/10/1998,4.535768471907897,0.0
03/10/1998,4.576122283935547,0.0
03/11/1998,4.616476535797119,0.0
03/11/1998,4.616476535797119,0.0
03/12/1998,4.616476690241721,0.0
03/12/1998,4.559981346130371,0.0
03/13/1998,4.584193119249846,0.0
03/13/1998,4.600334644317627,0.0
03/16/1998,4.6729717571447,0.0
03/16/1998,4.737537860870361,0.0
03/17/1998,4.810174687488659,0.0
03/17/1998,4.777891635894775,0.0
03/18/1998,4.826315586873406,0.0
03/18/1998,4.834386348724365,0.0
03/19/1998,5.036156903406617,0.0
03/19/1998,5.068439960479736,0.0
03/20/1998,5.157217685133219,0.0
03/20/1998,5.16528844833374,0.0
03/23/1998,5.358987674887057,0.0
03/23/1998,5.310563087463379,0.0
03/24/1998,5.423552437611689,0.0
03/24/1998,5.504260063171387,0.0
03/25/1998,5.439693780716308,0.0
03/25/1998,5.391269207000732,0.0
03/26/1998,5.375128381223563,0.0
03/26/1998,5.358986854553223,0.0
03/27/1998,5.326704616604605,0.0
03/27/1998,5.310563087463379,0.0
03/30/1998,5.133005181507528,0.0
03/30/1998,5.0926513671875,0.0
03/31/1998,5.237925085302901,0.0
03/31/1998,5.302491188049316,0.0
04/01/1998,5.318633852033992,0.0
04/01/1998,5.310563087463379,0.0
04/02/1998,5.245994828892046,0.0
04/02/1998,5.27827787399292,0.0
04/03/1998,5.197571284419572,0.0
04/03/1998,5.0926513671875,0.0
04/06/1998,5.116863869130611,0.0
04/06/1998,5.16528844833374,0.0
04/07/1998,5.116862729715463,0.0
04/07/1998,5.0522966384887695,0.0
04/08/1998,5.197572231292725,0.0
04/08/1998,5.197572231292725,0.0
04/09/1998,5.407410177073085,0.0
04/09/1998,5.367056369781494,0.0
04/13/1998,5.383199214935303,0.0
04/13/1998,5.383199214935303,0.0
04/14/1998,5.375127349426454,0.0
04/14/1998,5.334773540496826,0.0
04/15/1998,5.3105609640254,0.0
04/15/1998,5.342844009399414,0.0
04/16/1998,5.342844183995173,0.0
04/16/1998,5.245995044708252,0.0
04/17/1998,5.326704025268555,0.0
04/17/1998,5.326704025268555,0.0
04/20/1998,5.326704025268555,0.0
04/20/1998,5.326704025268555,0.0
04/21/1998,5.342844302282752,0.0
04/21/1998,5.334773540496826,0.0
04/22/1998,5.213712654172367,0.0
04/22/1998,5.254066467285156,0.0
04/23/1998,5.165287310342087,0.0
04/23/1998,5.157216548919678,0.0
04/24/1998,5.165287310342087,0.0
04/24/1998,5.157216548919678,0.0
04/27/1998,4.95544878222797,0.0
04/27/1998,4.898953437805176,0.0
04/28/1998,5.116862355134426,0.0
04/28/1998,5.036154747009277,0.0
04/29/1998,4.971590224502539,0.0
04/29/1998,4.979660987854004,0.0
04/30/1998,4.987732887268066,0.0
04/30/1998,4.987732887268066,0.0
05/01/1998,4.955448188217989,0.0
05/01/1998,4.915094375610352,0.0
05/04/1998,4.777891818427718,0.0
05/04/1998,4.7859625816345215,0.0
05/05/1998,4.600334866729305,0.0
05/05/1998,4.568051815032959,0.0
05/06/1998,4.568051373894839,0.0
05/06/1998,4.527697563171387,0.0
05/07/1998,4.616476535797119,0.0
05/07/1998,4.616476535797119,0.0
05/08/1998,4.753679127501162,0.0
05/08/1998,4.810174465179443,0.0
05/11/1998,4.818246710724032,0.0
05/11/1998,4.769822120666504,0.0
05/12/1998,4.648758395315276,0.0
05/12/1998,4.5438385009765625,0.0
05/13/1998,4.535768508911133,0.0
05/13/1998,4.535768508911133,0.0
05/14/1998,4.584192718718897,0.0
05/14/1998,4.624546527862549,0.0
05/15/1998,4.713325837079217,0.0
05/15/1998,4.664901256561279,0.0
05/18/1998,4.672971358538914,0.0
05/18/1998,4.656829833984375,0.0
05/19/1998,4.713326586707163,0.0
05/19/1998,4.761751174926758,0.0
05/20/1998,4.947378158569336,0.0
05/20/1998,4.947378158569336,0.0
05/21/1998,4.955448188217989,0.0
05/21/1998,4.915094375610352,0.0
05/22/1998,4.947377463839701,0.0
05/22/1998,4.8747406005859375,0.0
05/26/1998,4.882811327908663,0.0
05/26/1998,4.810174465179443,0.0
05/27/1998,4.6810426411928825,0.0
05/27/1998,4.616476535797119,0.0
05/28/1998,4.5922638087466074,0.0
05/28/1998,4.576122283935547,0.0
05/29/1998,4.584193119249846,0.0
05/29/1998,4.600334644317627,0.0
06/01/1998,4.471201820512,0.0
06/01/1998,4.4469895362854,0.0
06/02/1998,4.44699074169537,0.0
06/02/1998,4.479273796081543,0.0
06/03/1998,4.551910033853877,0.0
06/03/1998,4.535768508911133,0.0
06/04/1998,4.519626617431641,0.0
06/04/1998,4.519626617431641,0.0
06/05/1998,4.5519097447395325,0.0
06/05/1998,4.648758888244629,0.0
06/08/1998,4.503486451811594,0.0
06/08/1998,4.495415687561035,0.0
06/09/1998,4.3904947878709475,0.0
06/09/1998,4.325928688049316,0.0
06/10/1998,4.180655479431152,0.0
06/10/1998,4.180655479431152,0.0
06/11/1998,4.1403021812438965,0.0
06/11/1998,4.1403021812438965,0.0
06/12/1998,4.156442825184312,0.0
06/12/1998,4.16451358795166,0.0
06/15/1998,4.003098309782036,0.0
06/15/1998,3.8901076316833496,0.0
06/16/1998,3.87396617771424,0.0
06/16/1998,3.9143199920654297,0.0
06/17/1998,4.083805116495691,0.0
06/17/1998,4.293644905090332,0.0
06/18/1998,4.261362294204362,0.0
06/18/1998,4.229079246520996,0.0
06/19/1998,4.406635560487445,0.0
06/19/1998,4.293644905090332,0.0
06/22/1998,4.245220338491569,0.0
06/22/1998,4.293644905090332,0.0
06/23/1998,4.325929261648676,0.0
06/23/1998,4.414707660675049,0.0
06/24/1998,4.390494428362165,0.0
06/24/1998,4.519626617431641,0.0
06/25/1998,4.519626657727739,0.0
06/25/1998,4.584192752838135,0.0
06/26/1998,4.5519097447395325,0.0
06/26/1998,4.648758888244629,0.0
06/29/1998,4.358211736210057,0.0
06/29/1998,4.430848598480225,0.0
06/30/1998,4.471201712140985,0.0
06/30/1998,4.463130950927734,0.0
07/01/1998,4.5519097447395325,0.0
07/01/1998,4.648758888244629,0.0
07/02/1998,4.608405629653392,0.0
07/02/1998,4.568051815032959,0.0
07/06/1998,4.479273135911687,0.0
07/06/1998,4.471202373504639,0.0
07/07/1998,4.455061505291913,0.0
07/07/1998,4.479273796081543,0.0
07/08/1998,4.438919978098826,0.0
07/08/1998,4.479273796081543,0.0
07/09/1998,4.342070804553085,0.0
07/09/1998,4.309787750244141,0.0
07/10/1998,4.1967960908839,0.0
07/10/1998,4.24522066116333,0.0
07/13/1998,4.1645144747014635,0.0
07/13/1998,4.1403021812438965,0.0
07/14/1998,4.091877613323892,0.0
07/14/1998,4.204868316650391,0.0
07/15/1998,4.229079029776833,0.0
07/15/1998,4.261362075805664,0.0
07/16/1998,4.293645890553792,0.0
07/16/1998,4.358211994171143,0.0
07/17/1998,4.293646070300541,0.0
07/17/1998,4.366282939910889,0.0
07/20/1998,4.309786980174413,0.0
07/20/1998,4.31785774230957,0.0
07/21/1998,4.309788874023553,0.0
07/21/1998,4.253293514251709,0.0
07/22/1998,4.188726329428005,0.0
07/22/1998,4.099947929382324,0.0
07/23/1998,3.9385322968652643,0.0
07/23/1998,3.9466030597686768,0.0
07/24/1998,4.027310918526821,0.0
07/24/1998,4.051523208618164,0.0
07/27/1998,3.90624937069149,0.0
07/27/1998,3.96274471282959,0.0
07/28/1998,3.890109057206988,0.0
07/28/1998,3.857825994491577,0.0
07/29/1998,3.865894345794549,0.0
07/29/1998,3.825540542602539,0.0
07/30/1998,3.817469859773008,0.0
07/30/1998,3.849752902984619,0.0
07/31/1998,3.849754598120163,0.0
07/31/1998,3.7448346614837646,0.0
08/03/1998,3.6318432007517134,0.0
08/03/1998,3.615701675415039,0.0
08/04/1998,3.478498873653182,0.0
08/04/1998,3.3493666648864746,0.0
08/05/1998,3.349366570311884,0.0
08/05/1998,3.3977911472320557,0.0
08/06/1998,3.325153166907174,0.0
08/06/1998,3.389719247817993,0.0
08/07/1998,3.22830564626689,0.0
08/07/1998,3.2525179386138916,0.0
08/10/1998,3.1637387633015637,0.0
08/10/1998,3.123384952545166,0.0
08/11/1998,2.97004085405646,0.0
08/11/1998,2.961970090866089,0.0
08/12/1998,3.034606767518539,0.0
08/12/1998,3.058819055557251,0.0
08/13/1998,3.1637395674807167,0.0
08/13/1998,3.1798810958862305,0.0
08/14/1998,3.5349941487078897,0.0
08/14/1998,3.46235728263855,0.0
08/17/1998,3.4220030705134072,0.0
08/17/1998,3.4865691661834717,0.0
08/18/1998,3.5592067375611722,0.0
08/18/1998,3.591489791870117,0.0
08/19/1998,3.6964094083033876,0.0
08/19/1998,3.7044801712036133,0.0
08/20/1998,3.728692034967081,0.0
08/20/1998,3.696408987045288,0.0
08/21/1998,3.470427067233966,0.0
08/21/1998,3.357436418533325,0.0
08/24/1998,3.5511349867901485,0.0
08/24/1998,3.5269227027893066,0.0
08/25/1998,3.6237730528289527,0.0
08/25/1998,3.6641268730163574,0.0
08/26/1998,3.518853893903928,0.0
08/26/1998,3.4542877674102783,0.0
08/27/1998,3.518852208849923,0.0
08/27/1998,3.3816492557525635,0.0
08/28/1998,3.4139327692698282,0.0
08/28/1998,3.3493666648864746,0.0
08/31/1998,3.3170830762904626,0.0
08/31/1998,2.9700403213500977,0.0
09/01/1998,3.1314560714645765,0.0
09/01/1998,3.2444467544555664,0.0
09/02/1998,3.551136105559593,0.0
09/02/1998,3.470428466796875,0.0
09/03/1998,3.438145188118914,0.0
09/03/1998,3.3655083179473877,0.0
09/04/1998,3.647985251708709,0.0
09/04/1998,3.575348377227783,0.0
09/08/1998,3.9385308721458094,0.0
09/08/1998,4.019238471984863,0.0
09/09/1998,3.922390015853914,0.0
09/09/1998,3.8820362091064453,0.0
09/10/1998,3.809400137316143,0.0
09/10/1998,3.8013293743133545,0.0
09/11/1998,3.793258611310566,0.0
09/11/1998,3.8013293743133545,0.0
09/14/1998,3.890106229625121,0.0
09/14/1998,3.922389268875122,0.0
09/15/1998,3.9950279066980006,0.0
09/15/1998,4.01116943359375,0.0
09/16/1998,4.043451859837487,0.0
09/16/1998,4.06766414642334,0.0
09/17/1998,3.9062502539254784,0.0
09/17/1998,3.9708163738250732,0.0
09/18/1998,4.051521511920485,0.0
09/18/1998,4.019238471984863,0.0
09/21/1998,3.938532280676144,0.0
09/21/1998,3.9143199920654297,0.0
09/22/1998,3.94660311546482,0.0
09/22/1998,3.9385323524475098,0.0
09/23/1998,3.9627448529065012,0.0
09/23/1998,4.01116943359375,0.0
09/24/1998,4.0676649366106306,0.0
09/24/1998,3.954674243927002,0.0
09/25/1998,4.075735681810626,0.0
09/25/1998,4.05959415435791,0.0
09/28/1998,4.188726700053496,0.0
09/28/1998,4.116089820861816,0.0
09/29/1998,4.06766556155297,0.0
09/29/1998,4.00309944152832,0.0
09/30/1998,3.9708156168460844,0.0
09/30/1998,3.8739664554595947,0.0
10/01/1998,3.8416831167335186,0.0
10/01/1998,3.7771170139312744,0.0
10/02/1998,3.809400776336933,0.0
10/02/1998,3.7448346614837646,0.0
10/05/1998,3.7771164956300156,0.0
10/05/1998,3.712550401687622,0.0
10/06/1998,3.7448339625301523,0.0
10/06/1998,3.7771170139312744,0.0
10/07/1998,3.8739659963560498,0.0
10/07/1998,3.9062490463256836,0.0
10/08/1998,3.9708144748257292,0.0
10/08/1998,4.14837121963501,0.0
10/09/1998,4.301715842375518,0.0
10/09/1998,4.551909446716309,0.0
10/12/1998,4.64875928859255,0.0
10/12/1998,4.729466915130615,0.0
10/13/1998,4.576121950149536,0.0
10/13/1998,4.519626617431641,0.0
10/14/1998,4.50348487813422,0.0
10/14/1998,4.551909446716309,0.0
10/15/1998,4.5519100643644395,0.0
10/15/1998,4.810174465179443,0.0
10/16/1998,4.850528092744971,0.0
10/16/1998,4.802103519439697,0.0
10/19/1998,4.769820762403084,0.0
10/19/1998,4.794033050537109,0.0
10/20/1998,4.697183384321122,0.0
10/20/1998,4.624546527862549,0.0
10/21/1998,4.6487586712015085,0.0
10/21/1998,4.681041717529297,0.0
10/22/1998,4.6326175096374405,0.0
10/22/1998,4.592263698577881,0.0
10/23/1998,4.656829833984375,0.0
10/23/1998,4.656829833984375,0.0
10/26/1998,4.7294667317317085,0.0
10/26/1998,4.721395969390869,0.0
10/27/1998,4.882811740116164,0.0
10/27/1998,4.7859625816345215,0.0
10/28/1998,4.777891818427718,0.0
10/28/1998,4.7859625816345215,0.0
10/29/1998,4.777891698636507,0.0
10/29/1998,4.907023906707764,0.0
10/30/1998,4.890882270062556,0.0
10/30/1998,4.923165321350098,0.0
11/02/1998,4.955448922286415,0.0
11/02/1998,4.947378158569336,0.0
11/03/1998,5.036155628481121,0.0
11/03/1998,5.116863250732422,0.0
11/04/1998,5.133005395531654,0.0
11/04/1998,5.16528844833374,0.0
11/05/1998,4.971590336745347,0.0
11/05/1998,4.96351957321167,0.0
11/06/1998,4.96351957321167,0.0
11/06/1998,4.96351957321167,0.0
11/09/1998,4.955448412304082,0.0
11/09/1998,4.882811546325684,0.0
11/10/1998,4.874739939498269,0.0
11/10/1998,4.866669178009033,0.0
11/11/1998,4.979661238942169,0.0
11/11/1998,5.01194429397583,0.0
11/12/1998,5.036155883789062,0.0
11/12/1998,5.04422664642334,0.0
11/13/1998,5.036155883789062,0.0
11/13/1998,5.04422664642334,0.0
11/16/1998,5.165288044171607,0.0
11/16/1998,5.189500331878662,0.0
11/17/1998,5.165286647115008,0.0
11/17/1998,5.149145126342773,0.0
11/18/1998,5.116864546089415,0.0
11/18/1998,5.068439960479736,0.0
11/19/1998,5.149146337004094,0.0
11/19/1998,5.181429386138916,0.0
11/20/1998,5.213712435273738,0.0
11/20/1998,5.181429386138916,0.0
11/23/1998,5.181430004261158,0.0
11/23/1998,5.229854583740234,0.0
11/24/1998,5.149146951275107,0.0
11/24/1998,5.229854583740234,0.0
11/25/1998,5.262137341021757,0.0
11/25/1998,5.237925052642822,0.0
11/27/1998,5.16528739638001,0.0
11/27/1998,5.286348819732666,0.0
11/30/1998,5.157217839317864,0.0
11/30/1998,5.108793258666992,0.0
12/01/1998,5.036155663527452,0.0
12/01/1998,4.9715895652771,0.0
12/02/1998,5.003872837116516,0.0
12/02/1998,4.939306735992432,0.0
12/03/1998,4.842458195882301,0.0
12/03/1998,4.7133259773254395,0.0
12/04/1998,4.761750110097834,0.0
12/04/1998,4.777891635894775,0.0
12/07/1998,4.9796600409916465,0.0
12/07/1998,5.084579944610596,0.0
12/08/1998,5.06844072234072,0.0
12/08/1998,4.9958038330078125,0.0
12/09/1998,5.03615633131426,0.0
12/09/1998,4.979660987854004,0.0
12/10/1998,4.979660327558394,0.0
12/10/1998,4.9715895652771,0.0
12/11/1998,4.874739939498269,0.0
12/11/1998,4.866669178009033,0.0
12/14/1998,4.8101757631463515,0.0
12/14/1998,4.761751174926758,0.0
12/15/1998,4.7940327215194705,0.0
12/15/1998,4.842457294464111,0.0
12/16/1998,4.842456261716296,0.0
12/16/1998,4.818243980407715,0.0
12/17/1998,4.8424571105753245,0.0
12/17/1998,4.834386348724365,0.0
12/18/1998,4.955448484734485,0.0
12/18/1998,4.907023906707764,0.0
12/21/1998,4.939307777686448,0.0
12/21/1998,5.028086185455322,0.0
12/22/1998,4.6810429660355695,0.0
12/22/1998,4.672972202301025,0.0
12/23/1998,4.422778050959324,0.0
12/23/1998,4.503485679626465,0.0
12/24/1998,4.471202046530587,0.0
12/24/1998,4.519626617431641,0.0
12/28/1998,4.535769508813828,0.0
12/28/1998,4.495415687561035,0.0
12/29/1998,4.559980467171736,0.0
12/29/1998,4.584192752838135,0.0
12/30/1998,4.535768361400358,0.0
12/30/1998,4.487343788146973,0.0
12/31/1998,4.455060739311383,0.0
12/31/1998,4.487343788146973,0.0
01/04/1999,4.414707590551937,0.0
01/04/1999,4.390495300292969,0.0
01/05/1999,4.5196266969045,0.0
01/05/1999,4.648758888244629,0.0
01/06/1999,4.842459288860561,0.0
01/06/1999,4.9958038330078125,0.0
01/07/1999,4.995802421122789,0.0
01/07/1999,5.16528844833374,0.0
01/08/1999,5.245996080338955,0.0
01/08/1999,5.16528844833374,0.0
01/11/1999,5.1330068461921945,0.0
01/11/1999,4.9958038330078125,0.0
01/12/1999,5.036156000856494,0.0
01/12/1999,4.923165321350098,0.0
01/13/1999,4.745608440438228,0.0
01/13/1999,4.729466915130615,0.0
01/14/1999,4.729466915130615,0.0
01/14/1999,4.729466915130615,0.0
01/15/1999,4.737538453375939,0.0
01/15/1999,4.890882968902588,0.0
01/19/1999,4.842457739082543,0.0
01/19/1999,4.777891635894775,0.0
01/20/1999,4.947377609815754,0.0
01/20/1999,4.923165321350098,0.0
01/21/1999,4.842457592283906,0.0
01/21/1999,4.729466915130615,0.0
01/22/1999,4.66490037172613,0.0
01/22/1999,4.584192752838135,0.0
01/25/1999,4.5922633726700495,0.0
01/25/1999,4.640687942504883,0.0
01/26/1999,4.6164758404095965,0.0
01/26/1999,4.648758888244629,0.0
01/27/1999,4.705254371223581,0.0
01/27/1999,4.697183609008789,0.0
01/28/1999,4.568051373894839,0.0
01/28/1999,4.527697563171387,0.0
01/29/1999,4.600335009448178,0.0
01/29/1999,4.616476535797119,0.0
02/01/1999,4.632617399279165,0.0
02/01/1999,4.608405113220215,0.0
02/02/1999,4.584193494110926,0.0
02/02/1999,4.511556625366211,0.0
02/03/1999,4.543839271382505,0.0
02/03/1999,4.535768508911133,0.0
02/04/1999,4.5599804265158514,0.0
02/04/1999,4.519626617431641,0.0
02/05/1999,4.487343935801466,0.0
02/05/1999,4.430848598480225,0.0
02/08/1999,4.446988768335702,0.0
02/08/1999,4.45505952835083,0.0
02/09/1999,4.600334866729305,0.0
02/09/1999,4.568051815032959,0.0
02/10/1999,4.592263340127879,0.0
02/10/1999,4.681041717529297,0.0
02/11/1999,4.672972940551448,0.0
02/11/1999,4.769822120666504,0.0
02/12/1999,4.745609645520227,0.0
02/12/1999,4.761751174926758,0.0
02/16/1999,4.761750004582889,0.0
02/16/1999,4.689113140106201,0.0
02/17/1999,4.689112512339717,0.0
02/17/1999,4.640687942504883,0.0
02/18/1999,4.656829650203387,0.0
02/18/1999,4.648758888244629,0.0
02/19/1999,4.535768731093321,0.0
02/19/1999,4.503485679626465,0.0
02/22/1999,4.495414116703873,0.0
02/22/1999,4.551909446716309,0.0
02/23/1999,4.551910441335497,0.0
02/23/1999,4.511556625366211,0.0
02/24/1999,4.584192306491452,0.0
02/24/1999,4.5438385009765625,0.0
02/25/1999,4.5519092620795405,0.0
02/25/1999,4.5438385009765625,0.0
02/26/1999,4.600334015298397,0.0
02/26/1999,4.551909446716309,0.0
03/01/1999,4.5599814320469765,0.0
03/01/1999,4.479273796081543,0.0
03/02/1999,4.487343752447934,0.0
03/02/1999,4.527697563171387,0.0
03/03/1999,4.519627205359893,0.0
03/03/1999,4.503485679626465,0.0
03/04/1999,4.503485312564767,0.0
03/04/1999,4.487343788146973,0.0
03/05/1999,4.729468295618564,0.0
03/05/1999,4.769822120666504,0.0
03/08/1999,4.656829833984375,0.0
03/08/1999,4.656829833984375,0.0
03/09/1999,4.616475657587467,0.0
03/09/1999,4.640687942504883,0.0
03/10/1999,4.745608364975693,0.0
03/10/1999,4.810174465179443,0.0
03/11/1999,4.810173219971521,0.0
03/11/1999,4.818243980407715,0.0
03/12/1999,4.810174871254932,0.0
03/12/1999,4.7859625816345215,0.0
03/15/1999,4.7859624386646065,0.0
03/15/1999,4.737537860870361,0.0
03/16/1999,4.713324983914693,0.0
03/16/1999,4.648758888244629,0.0
03/17/1999,4.471201712140985,0.0
03/17/1999,4.463130950927734,0.0
03/18/1999,4.390495300292969,0.0
03/18/1999,4.390495300292969,0.0
03/19/1999,4.5034858621723535,0.0
03/19/1999,4.511556625366211,0.0
03/22/1999,4.559980611750149,0.0
03/22/1999,4.527697563171387,0.0
03/23/1999,4.455061149597168,0.0
03/23/1999,4.358211994171143,0.0
03/24/1999,4.309787750244141,0.0
03/24/1999,4.309787750244141,0.0
03/25/1999,4.29364571014008,0.0
03/25/1999,4.3501410484313965,0.0
03/26/1999,4.3259286146897535,0.0
03/26/1999,4.301716327667236,0.0
03/29/1999,4.196796991955313,0.0
03/29/1999,4.2855753898620605,0.0
03/30/1999,4.23715082374779,0.0
03/30/1999,4.180655479431152,0.0
03/31/1999,4.293646223089668,0.0
03/31/1999,4.309787750244141,0.0
04/01/1999,4.374353842935789,0.0
