NEXTX,Shelton Green Alpha Fd,
Date,Price,Dividend,Annualized Dividend
06/22/2018,16.76044464111328,0.0,0.511
06/25/2018,16.520864486694336,0.0,0.511
06/27/2018,16.291271209716797,0.0,0.511
06/28/2018,16.401077270507812,0.0,0.511
06/29/2018,16.46097183227539,0.0,0.511
07/02/2018,16.550813674926758,0.0,0.511
07/09/2018,17.109827041625977,0.0,0.511
07/11/2018,16.99003791809082,0.0,0.511
07/13/2018,16.96009063720703,0.0,0.511
07/17/2018,16.950109481811523,0.0,0.511
07/26/2018,16.86026573181152,0.0,0.511
07/27/2018,16.610706329345703,0.0,0.511
08/02/2018,16.910179138183594,0.0,0.511
08/06/2018,17.02996826171875,0.0,0.511
08/09/2018,17.179702758789062,0.0,0.511
08/14/2018,16.790390014648438,0.0,0.511
08/17/2018,16.600725173950195,0.0,0.511
08/22/2018,16.94012451171875,0.0,0.511
08/29/2018,17.259563446044922,0.0,0.511
08/30/2018,17.129791259765625,0.0,0.511
09/06/2018,16.71053123474121,0.0,0.511
09/07/2018,16.570777893066406,0.0,0.511
09/10/2018,16.640653610229492,0.0,0.511
09/17/2018,16.700550079345703,0.0,0.511
09/20/2018,17.06989860534668,0.0,0.511
09/27/2018,16.630672454833984,0.0,0.511
10/04/2018,16.24135971069336,0.0,0.511
10/05/2018,15.941887855529785,0.0,0.511
10/08/2018,15.852045059204102,0.0,0.511
10/09/2018,15.782169342041014,0.0,0.511
10/10/2018,15.303013801574709,0.0,0.511
10/11/2018,15.103365898132324,0.0,0.511
10/12/2018,15.332960128784181,0.0,0.511
10/15/2018,15.43278503417969,0.0,0.511
10/16/2018,15.872010231018066,0.0,0.511
10/17/2018,15.712291717529297,0.0,0.511
10/18/2018,15.422801971435547,0.0,0.511
10/19/2018,15.31299591064453,0.0,0.511
10/22/2018,15.193207740783691,0.0,0.511
10/23/2018,15.113348007202148,0.0,0.511
10/24/2018,14.604246139526369,0.0,0.511
10/25/2018,14.873770713806154,0.0,0.511
10/26/2018,14.63419246673584,0.0,0.511
10/29/2018,14.564315795898438,0.0,0.511
10/30/2018,14.903717994689941,0.0,0.511
10/31/2018,15.12333011627197,0.0,0.511
11/01/2018,15.502661705017088,0.0,0.511
11/02/2018,15.452749252319334,0.0,0.511
11/05/2018,15.532608985900877,0.0,0.511
11/06/2018,15.622450828552246,0.0,0.511
11/07/2018,15.91193962097168,0.0,0.511
11/08/2018,15.732256889343263,0.0,0.511
11/12/2018,15.133313179016115,0.0,0.511
11/13/2018,15.093383789062502,0.0,0.511
11/14/2018,15.053453445434572,0.0,0.511
11/15/2018,15.402837753295898,0.0,0.511
11/16/2018,15.492679595947266,0.0,0.511
11/19/2018,15.233137130737305,0.0,0.511
11/20/2018,15.013524055480957,0.0,0.511
11/26/2018,15.542591094970703,0.0,0.511
11/27/2018,15.672362327575684,0.0,0.511
11/28/2018,16.041711807250977,0.0,0.511
11/30/2018,15.722274780273438,0.0,0.511
12/03/2018,16.031726837158203,0.0,0.511
12/04/2018,15.482696533203123,0.0,0.511
12/06/2018,15.522625923156738,0.0,0.047
12/07/2018,15.223154067993164,0.0,0.047
12/10/2018,15.27306652069092,0.0,0.047
12/11/2018,15.213171958923342,0.0,0.047
12/13/2018,15.382872581481934,0.0,0.047
12/14/2018,15.043470382690431,0.0,0.047
12/17/2018,14.654158592224121,0.0,0.047
12/19/2018,14.354685783386232,0.0,0.047
12/20/2018,14.055213928222658,0.0,0.047
12/21/2018,13.67588233947754,0.0,0.047
12/24/2018,13.346463203430176,0.0,0.047
12/26/2018,13.995320320129395,0.0,0.047
12/27/2018,14.045230865478514,0.0,0.047
12/28/2018,14.085160255432127,0.0,0.047
12/31/2018,14.175003051757814,0.0,0.047
01/02/2019,14.274827003479004,0.0,0.047
01/03/2019,13.965373039245604,0.0,0.047
01/04/2019,14.544351577758789,0.0,0.0
01/07/2019,14.80389404296875,0.0,0.0
01/08/2019,14.863788604736326,0.0,0.0
01/09/2019,15.183224678039553,0.0,0.0
01/14/2019,15.2031888961792,0.0,0.0
01/15/2019,15.352926254272461,0.0,0.0
01/16/2019,15.372889518737795,0.0,0.0
01/18/2019,15.612468719482424,0.0,0.0
01/22/2019,15.283049583435059,0.0,0.0
01/23/2019,15.322978973388672,0.0,0.0
01/24/2019,15.702308654785158,0.0,0.0
01/28/2019,16.011764526367188,0.0,0.0
01/29/2019,15.991799354553223,0.0,0.0
01/30/2019,16.251340866088867,0.0,0.0
02/01/2019,16.321218490600586,0.0,0.0
02/05/2019,16.45098876953125,0.0,0.0
02/07/2019,16.351163864135742,0.0,0.0
02/22/2019,17.698787689208984,0.0,0.0
02/26/2019,17.60894775390625,0.0,0.0
02/27/2019,17.598962783813477,0.0,0.0
02/28/2019,17.549053192138672,0.0,0.0
03/01/2019,17.63889503479004,0.0,0.0
03/04/2019,17.559036254882812,0.0,0.0
03/05/2019,17.479175567626953,0.0,0.0
03/07/2019,17.000022888183594,0.0,0.0
03/08/2019,17.0100040435791,0.0,0.0
03/13/2019,17.618928909301758,0.0,0.0
03/15/2019,17.688806533813477,0.0,0.0
03/18/2019,17.748701095581055,0.0,0.0
03/20/2019,17.84852409362793,0.0,0.0
03/21/2019,17.768665313720703,0.0,0.0
03/29/2019,17.20475959777832,0.015,0.015
04/01/2019,17.504495620727536,0.0,0.015
04/02/2019,17.534467697143555,0.0,0.015
04/03/2019,17.804229736328125,0.0,0.015
04/04/2019,17.814220428466797,0.0,0.015
04/05/2019,18.004053115844727,0.0,0.015
04/08/2019,18.04401779174805,0.0,0.015
04/09/2019,17.86417579650879,0.0,0.015
04/10/2019,18.093975067138672,0.0,0.015
04/11/2019,18.01404571533203,0.0,0.015
04/12/2019,18.13393783569336,0.0,0.015
04/15/2019,18.113954544067383,0.0,0.015
04/16/2019,18.303787231445312,0.0,0.015
04/17/2019,18.24384117126465,0.0,0.015
04/18/2019,18.213867187499996,0.0,0.015
04/22/2019,18.223857879638672,0.0,0.015
04/23/2019,18.4136905670166,0.0,0.015
04/24/2019,18.493619918823242,0.0,0.015
04/25/2019,18.363733291625977,0.0,0.015
04/26/2019,18.45365333557129,0.0,0.015
05/01/2019,18.073991775512695,0.0,0.015
05/03/2019,18.443662643432617,0.0,0.015
05/07/2019,18.123947143554684,0.0,0.015
05/08/2019,17.844196319580078,0.0,0.015
05/09/2019,17.6243896484375,0.0,0.015
05/10/2019,17.644371032714844,0.0,0.015
05/13/2019,16.96497344970703,0.0,0.015
05/14/2019,17.224742889404297,0.0,0.015
05/15/2019,17.404584884643555,0.0,0.015
05/16/2019,17.514488220214844,0.0,0.015
05/17/2019,17.254716873168945,0.0,0.015
05/20/2019,16.974964141845703,0.0,0.015
05/21/2019,17.414575576782227,0.0,0.015
05/22/2019,17.324655532836914,0.0,0.015
05/23/2019,16.88504409790039,0.0,0.015
05/24/2019,16.954980850219727,0.0,0.015
05/29/2019,16.755159378051758,0.0,0.015
05/30/2019,16.865060806274414,0.0,0.015
05/31/2019,16.61528205871582,0.0,0.015
06/03/2019,16.72518539428711,0.0,0.015
06/04/2019,17.174787521362305,0.0,0.015
06/06/2019,17.18478012084961,0.0,0.015
06/07/2019,17.46453094482422,0.0,0.015
06/10/2019,17.724300384521484,0.0,0.015
06/11/2019,17.754274368286133,0.0,0.015
06/12/2019,17.564441680908203,0.0,0.015
06/17/2019,17.674345016479492,0.0,0.015
06/18/2019,18.153921127319336,0.0,0.015
06/19/2019,18.293796539306637,0.0,0.015
06/20/2019,18.423681259155273,0.0,0.015
06/21/2019,18.343753814697262,0.0,0.015
06/25/2019,18.024036407470703,0.0,0.015
06/28/2019,18.61351203918457,0.0,0.015
07/01/2019,18.92323875427246,0.0,0.015
07/02/2019,18.95321273803711,0.0,0.015
07/03/2019,19.033140182495117,0.0,0.015
07/05/2019,18.99317741394043,0.0,0.015
07/08/2019,18.87328338623047,0.0,0.015
07/11/2019,18.793354034423828,0.0,0.015
07/12/2019,18.863290786743164,0.0,0.015
07/17/2019,18.91324806213379,0.0,0.015
07/18/2019,19.053123474121094,0.0,0.015
07/22/2019,19.133052825927734,0.0,0.015
07/23/2019,19.173017501831055,0.0,0.015
07/24/2019,19.302902221679688,0.0,0.015
07/25/2019,19.023151397705078,0.0,0.015
07/26/2019,19.242956161499023,0.0,0.015
07/29/2019,19.272930145263672,0.0,0.015
07/30/2019,19.332876205444336,0.0,0.015
07/31/2019,19.083097457885742,0.0,0.015
08/01/2019,19.202991485595703,0.0,0.015
08/02/2019,19.043132781982422,0.0,0.015
08/06/2019,18.503610610961914,0.0,0.015
08/07/2019,18.843311309814453,0.0,0.015
08/08/2019,19.013160705566406,0.0,0.015
08/09/2019,18.623504638671875,0.0,0.015
08/12/2019,18.40369987487793,0.0,0.015
08/13/2019,18.653478622436523,0.0,0.015
08/14/2019,18.05400848388672,0.0,0.015
08/15/2019,18.034025192260742,0.0,0.015
08/16/2019,18.37372589111328,0.0,0.015
08/19/2019,18.583539962768555,0.0,0.015
08/21/2019,18.663469314575195,0.0,0.015
08/22/2019,18.543575286865234,0.0,0.015
08/23/2019,17.964088439941406,0.0,0.015
08/26/2019,18.233850479125977,0.0,0.015
08/28/2019,18.14392852783203,0.0,0.015
09/04/2019,18.463645935058597,0.0,0.015
09/05/2019,18.743398666381836,0.0,0.015
09/09/2019,18.52359390258789,0.0,0.015
09/10/2019,18.573549270629883,0.0,0.015
09/11/2019,18.94322013854981,0.0,0.015
09/12/2019,18.903257369995117,0.0,0.015
09/13/2019,18.933231353759766,0.0,0.015
09/16/2019,19.003168106079098,0.0,0.015
09/17/2019,19.23296546936035,0.0,0.015
09/19/2019,19.31289291381836,0.0,0.015
09/20/2019,19.21298217773438,0.0,0.015
09/23/2019,19.28291893005371,0.0,0.015
09/24/2019,18.89326477050781,0.0,0.015
09/27/2019,18.313777923583984,0.0,0.015
10/01/2019,17.984071731567383,0.0,0.015
10/03/2019,17.874168395996094,0.0,0.015
10/08/2019,17.764266967773438,0.0,0.015
10/09/2019,17.904142379760742,0.0,0.015
10/10/2019,17.974079132080078,0.0,0.015
10/18/2019,18.183895111083984,0.0,0.015
10/21/2019,18.383716583251953,0.0,0.015
10/24/2019,18.51360321044922,0.0,0.015
10/28/2019,18.763381958007812,0.0,0.015
10/29/2019,18.713424682617188,0.0,0.015
10/30/2019,18.703433990478516,0.0,0.015
10/31/2019,18.72341537475586,0.0,0.015
11/01/2019,18.96320343017578,0.0,0.015
11/06/2019,18.813335418701172,0.0,0.015
11/12/2019,18.973194122314453,0.0,0.015
11/14/2019,18.883274078369137,0.0,0.015
11/15/2019,19.12306213378906,0.0,0.015
11/25/2019,19.292911529541016,0.0,0.015
11/27/2019,19.47275161743164,0.0,0.015
11/29/2019,19.432788848876953,0.0,0.015
12/04/2019,19.402814865112305,0.0,0.015
12/05/2019,19.352859497070312,0.0,0.015
12/06/2019,19.58265495300293,0.0,0.015
12/09/2019,19.46276092529297,0.0,0.015
12/10/2019,19.512718200683597,0.0,0.015
12/11/2019,19.712539672851562,0.0,0.015
12/12/2019,20.01227569580078,0.0,0.015
12/13/2019,19.982301712036133,0.0,0.015
12/16/2019,20.202106475830078,0.0,0.015
12/17/2019,20.302017211914062,0.0,0.015
12/18/2019,20.312009811401367,0.0,0.015
12/19/2019,20.391937255859375,0.0,0.015
12/20/2019,20.451885223388672,0.0,0.015
12/23/2019,20.541805267333988,0.0,0.015
12/24/2019,20.6317253112793,0.0,0.015
12/26/2019,20.671689987182614,0.0,0.015
12/27/2019,20.52182388305664,0.0,0.015
12/30/2019,20.32200050354004,0.0,0.015
12/31/2019,20.360000610351562,0.018,0.033
01/02/2020,20.540000915527344,0.0,0.033
01/03/2020,20.360000610351562,0.0,0.033
01/06/2020,20.329999923706055,0.0,0.033
01/07/2020,20.450000762939453,0.0,0.033
01/08/2020,20.600000381469727,0.0,0.033
01/09/2020,20.639999389648438,0.0,0.033
01/10/2020,20.559999465942383,0.0,0.033
01/13/2020,20.959999084472656,0.0,0.033
01/14/2020,21.209999084472656,0.0,0.033
01/15/2020,21.09000015258789,0.0,0.033
01/16/2020,21.299999237060547,0.0,0.033
01/17/2020,21.290000915527344,0.0,0.033
01/22/2020,21.31999969482422,0.0,0.033
01/23/2020,21.329999923706055,0.0,0.033
01/24/2020,21.079999923706055,0.0,0.033
01/27/2020,20.549999237060547,0.0,0.033
01/28/2020,20.889999389648438,0.0,0.033
01/29/2020,20.8700008392334,0.0,0.033
01/30/2020,20.8799991607666,0.0,0.033
01/31/2020,20.520000457763672,0.0,0.033
02/03/2020,20.969999313354492,0.0,0.033
02/04/2020,21.639999389648438,0.0,0.033
02/05/2020,21.799999237060547,0.0,0.033
02/06/2020,21.93000030517578,0.0,0.033
02/07/2020,21.700000762939453,0.0,0.033
02/10/2020,22.079999923706055,0.0,0.033
02/11/2020,22.459999084472656,0.0,0.033
02/12/2020,22.8799991607666,0.0,0.033
02/13/2020,22.729999542236328,0.0,0.033
02/14/2020,22.559999465942383,0.0,0.033
02/18/2020,22.6299991607666,0.0,0.033
02/19/2020,23.260000228881836,0.0,0.033
02/20/2020,23.239999771118164,0.0,0.033
02/21/2020,22.690000534057617,0.0,0.033
02/24/2020,21.889999389648438,0.0,0.033
02/26/2020,21.280000686645508,0.0,0.033
02/28/2020,20.469999313354492,0.0,0.033
03/02/2020,21.059999465942383,0.0,0.033
03/03/2020,20.75,0.0,0.033
03/04/2020,21.479999542236328,0.0,0.033
03/06/2020,20.530000686645508,0.0,0.033
03/09/2020,18.479999542236328,0.0,0.033
03/10/2020,19.25,0.0,0.033
03/11/2020,18.219999313354492,0.0,0.033
03/12/2020,16.239999771118164,0.0,0.033
03/13/2020,16.93000030517578,0.0,0.033
03/16/2020,14.670000076293945,0.0,0.033
03/17/2020,15.649999618530273,0.0,0.033
03/18/2020,14.289999961853027,0.0,0.033
03/19/2020,14.880000114440918,0.0,0.033
03/20/2020,14.649999618530273,0.0,0.033
03/23/2020,14.5600004196167,0.0,0.033
03/24/2020,16.1200008392334,0.0,0.033
03/25/2020,16.639999389648438,0.0,0.033
03/26/2020,17.34000015258789,0.0,0.033
03/27/2020,16.489999771118164,0.0,0.033
03/30/2020,16.739999771118164,0.0,0.033
03/31/2020,16.6299991607666,0.0,0.033
04/01/2020,15.640000343322754,0.0,0.033
04/02/2020,15.949999809265137,0.0,0.033
04/03/2020,15.770000457763672,0.0,0.018
04/06/2020,16.829999923706055,0.0,0.018
04/07/2020,16.969999313354492,0.0,0.018
04/08/2020,17.530000686645508,0.0,0.018
04/09/2020,17.739999771118164,0.0,0.018
04/13/2020,17.790000915527344,0.0,0.018
04/14/2020,18.459999084472656,0.0,0.018
04/15/2020,18.0,0.0,0.018
04/16/2020,18.18000030517578,0.0,0.018
04/17/2020,18.799999237060547,0.0,0.018
04/20/2020,18.68000030517578,0.0,0.018
04/21/2020,17.959999084472656,0.0,0.018
04/22/2020,18.59000015258789,0.0,0.018
04/23/2020,18.510000228881836,0.0,0.018
04/24/2020,18.75,0.0,0.018
04/27/2020,19.200000762939453,0.0,0.018
04/28/2020,19.18000030517578,0.0,0.018
04/29/2020,19.920000076293945,0.0,0.018
04/30/2020,19.329999923706055,0.0,0.018
05/01/2020,18.579999923706055,0.0,0.018
05/04/2020,18.93000030517578,0.0,0.018
05/05/2020,19.1200008392334,0.0,0.018
05/06/2020,19.34000015258789,0.0,0.018
05/07/2020,19.65999984741211,0.0,0.018
05/08/2020,20.299999237060547,0.0,0.018
05/11/2020,20.6299991607666,0.0,0.018
05/12/2020,20.100000381469727,0.0,0.018
05/13/2020,19.670000076293945,0.0,0.018
05/14/2020,19.739999771118164,0.0,0.018
05/15/2020,19.850000381469727,0.0,0.018
05/18/2020,21.110000610351562,0.0,0.018
05/19/2020,20.93000030517578,0.0,0.018
05/20/2020,21.360000610351562,0.0,0.018
05/21/2020,21.010000228881836,0.0,0.018
05/22/2020,21.030000686645508,0.0,0.018
05/26/2020,21.06999969482422,0.0,0.018
05/27/2020,21.020000457763672,0.0,0.018
05/28/2020,20.780000686645508,0.0,0.018
05/29/2020,21.219999313354492,0.0,0.018
06/01/2020,21.59000015258789,0.0,0.018
06/02/2020,21.600000381469727,0.0,0.018
06/03/2020,22.049999237060547,0.0,0.018
06/05/2020,22.3700008392334,0.0,0.018
06/08/2020,22.68000030517578,0.0,0.018
06/09/2020,22.469999313354492,0.0,0.018
06/10/2020,22.450000762939453,0.0,0.018
06/12/2020,21.43000030517578,0.0,0.018
06/15/2020,21.920000076293945,0.0,0.018
06/16/2020,22.280000686645508,0.0,0.018
06/17/2020,22.100000381469727,0.0,0.018
06/18/2020,22.260000228881836,0.0,0.018
06/19/2020,22.350000381469727,0.0,0.018
06/22/2020,22.719999313354492,0.0,0.018
06/23/2020,23.020000457763672,0.0,0.018
06/24/2020,22.5,0.0,0.018
06/25/2020,22.700000762939453,0.0,0.018
06/26/2020,22.15999984741211,0.0,0.018
06/29/2020,22.579999923706055,0.0,0.018
06/30/2020,23.030000686645508,0.0,0.018
07/01/2020,23.229999542236328,0.0,0.018
07/02/2020,23.59000015258789,0.0,0.018
07/06/2020,24.459999084472656,0.0,0.018
07/07/2020,24.440000534057617,0.0,0.018
07/08/2020,25.100000381469727,0.0,0.018
07/09/2020,25.229999542236328,0.0,0.018
07/10/2020,25.15999984741211,0.0,0.018
07/13/2020,24.93000030517578,0.0,0.018
07/14/2020,25.639999389648438,0.0,0.018
07/15/2020,26.200000762939453,0.0,0.018
07/16/2020,25.81999969482422,0.0,0.018
07/17/2020,26.43000030517578,0.0,0.018
07/20/2020,26.979999542236328,0.0,0.018
07/21/2020,26.549999237060547,0.0,0.018
07/22/2020,26.809999465942383,0.0,0.018
07/23/2020,26.360000610351562,0.0,0.018
07/24/2020,25.809999465942383,0.0,0.018
07/27/2020,26.799999237060547,0.0,0.018
07/28/2020,26.020000457763672,0.0,0.018
07/29/2020,26.260000228881836,0.0,0.018
07/31/2020,26.170000076293945,0.0,0.018
08/03/2020,26.989999771118164,0.0,0.018
08/04/2020,27.469999313354492,0.0,0.018
08/05/2020,27.729999542236328,0.0,0.018
08/06/2020,27.479999542236328,0.0,0.018
08/07/2020,27.559999465942383,0.0,0.018
08/11/2020,27.100000381469727,0.0,0.018
08/12/2020,27.920000076293945,0.0,0.018
08/13/2020,28.1200008392334,0.0,0.018
08/14/2020,28.010000228881836,0.0,0.018
08/17/2020,28.549999237060547,0.0,0.018
08/18/2020,28.649999618530273,0.0,0.018
08/19/2020,28.75,0.0,0.018
08/20/2020,28.6299991607666,0.0,0.018
08/21/2020,28.700000762939453,0.0,0.018
08/24/2020,28.84000015258789,0.0,0.018
08/25/2020,29.1200008392334,0.0,0.018
08/26/2020,29.469999313354492,0.0,0.018
08/27/2020,29.18000030517578,0.0,0.018
08/28/2020,29.6200008392334,0.0,0.018
08/31/2020,29.649999618530273,0.0,0.018
09/01/2020,29.739999771118164,0.0,0.018
09/02/2020,30.030000686645508,0.0,0.018
09/03/2020,28.309999465942383,0.0,0.018
09/04/2020,27.850000381469727,0.0,0.018
09/08/2020,26.40999984741211,0.0,0.018
09/09/2020,27.40999984741211,0.0,0.018
09/11/2020,27.079999923706055,0.0,0.018
09/14/2020,28.059999465942383,0.0,0.018
09/15/2020,28.739999771118164,0.0,0.018
09/16/2020,28.760000228881836,0.0,0.018
09/17/2020,28.15999984741211,0.0,0.018
09/18/2020,28.219999313354492,0.0,0.018
09/21/2020,28.260000228881836,0.0,0.018
09/22/2020,28.350000381469727,0.0,0.018
09/23/2020,27.860000610351562,0.0,0.018
09/24/2020,27.940000534057617,0.0,0.018
09/25/2020,28.719999313354492,0.0,0.018
09/28/2020,29.510000228881836,0.0,0.018
09/29/2020,29.860000610351562,0.0,0.018
09/30/2020,30.110000610351562,0.0,0.018
10/01/2020,30.959999084472656,0.0,0.018
10/02/2020,30.479999542236328,0.0,0.018
10/05/2020,32.0099983215332,0.0,0.018
10/06/2020,31.8700008392334,0.0,0.018
10/07/2020,33.529998779296875,0.0,0.018
10/08/2020,33.619998931884766,0.0,0.018
10/09/2020,34.5099983215332,0.0,0.018
10/12/2020,34.56999969482422,0.0,0.018
10/13/2020,34.939998626708984,0.0,0.018
10/14/2020,35.150001525878906,0.0,0.018
10/15/2020,34.72999954223633,0.0,0.018
10/16/2020,34.83000183105469,0.0,0.018
10/19/2020,34.93000030517578,0.0,0.018
10/20/2020,35.529998779296875,0.0,0.018
10/22/2020,33.7599983215332,0.0,0.018
10/23/2020,33.630001068115234,0.0,0.018
10/26/2020,33.040000915527344,0.0,0.018
10/27/2020,32.810001373291016,0.0,0.018
10/28/2020,32.15999984741211,0.0,0.018
10/29/2020,32.84000015258789,0.0,0.018
10/30/2020,32.0,0.0,0.018
11/02/2020,32.68000030517578,0.0,0.018
11/03/2020,33.220001220703125,0.0,0.018
11/04/2020,33.11000061035156,0.0,0.018
11/05/2020,35.560001373291016,0.0,0.018
11/06/2020,35.63999938964844,0.0,0.018
11/10/2020,34.540000915527344,0.0,0.018
11/11/2020,36.040000915527344,0.0,0.018
11/12/2020,35.68000030517578,0.0,0.018
11/13/2020,36.060001373291016,0.0,0.018
11/16/2020,36.560001373291016,0.0,0.018
11/17/2020,36.70000076293945,0.0,0.018
11/18/2020,36.5,0.0,0.018
11/19/2020,37.08000183105469,0.0,0.018
11/20/2020,37.459999084472656,0.0,0.018
11/23/2020,38.40999984741211,0.0,0.018
11/24/2020,38.689998626708984,0.0,0.018
11/25/2020,39.31999969482422,0.0,0.018
11/27/2020,40.61000061035156,0.0,0.018
11/30/2020,40.36000061035156,0.0,0.018
12/01/2020,39.97999954223633,0.0,0.018
12/02/2020,39.959999084472656,0.0,0.018
12/03/2020,40.189998626708984,0.0,0.018
12/04/2020,40.66999816894531,0.0,0.018
12/07/2020,41.25,0.0,0.018
12/08/2020,42.0,0.0,0.018
12/09/2020,40.880001068115234,0.0,0.018
12/10/2020,41.540000915527344,0.0,0.018
12/11/2020,41.16999816894531,0.0,0.018
12/14/2020,41.599998474121094,0.0,0.018
12/15/2020,42.63999938964844,0.0,0.018
12/16/2020,42.33000183105469,0.0,0.018
12/17/2020,42.540000915527344,0.0,0.018
12/18/2020,43.150001525878906,0.0,0.018
12/21/2020,44.18000030517578,0.0,0.018
12/22/2020,45.13999938964844,0.0,0.018
12/23/2020,44.939998626708984,0.0,0.018
12/24/2020,44.529998779296875,0.0,0.018
12/28/2020,43.900001525878906,0.0,0.018
12/29/2020,43.060001373291016,0.0,0.018
12/30/2020,43.5,0.0,0.018
01/04/2021,43.709999084472656,0.0,0.018
01/05/2021,44.36000061035156,0.0,0.0
01/06/2021,45.86000061035156,0.0,0.0
01/07/2021,47.93000030517578,0.0,0.0
01/08/2021,47.9900016784668,0.0,0.0
01/11/2021,47.2400016784668,0.0,0.0
01/12/2021,47.86000061035156,0.0,0.0
01/13/2021,47.65999984741211,0.0,0.0
01/14/2021,48.4900016784668,0.0,0.0
01/15/2021,47.08000183105469,0.0,0.0
01/19/2021,48.63999938964844,0.0,0.0
01/20/2021,48.7599983215332,0.0,0.0
01/21/2021,49.72999954223633,0.0,0.0
01/22/2021,49.65999984741211,0.0,0.0
01/25/2021,49.560001373291016,0.0,0.0
01/26/2021,49.20000076293945,0.0,0.0
01/27/2021,48.02000045776367,0.0,0.0
01/28/2021,48.34000015258789,0.0,0.0
01/29/2021,47.310001373291016,0.0,0.0
02/01/2021,48.060001373291016,0.0,0.0
02/02/2021,48.97999954223633,0.0,0.0
02/03/2021,48.88999938964844,0.0,0.0
02/04/2021,48.66999816894531,0.0,0.0
02/05/2021,49.13999938964844,0.0,0.0
02/08/2021,50.369998931884766,0.0,0.0
02/09/2021,50.380001068115234,0.0,0.0
02/10/2021,49.619998931884766,0.0,0.0
02/11/2021,50.130001068115234,0.0,0.0
02/12/2021,50.470001220703125,0.0,0.0
02/16/2021,49.84000015258789,0.0,0.0
02/17/2021,48.880001068115234,0.0,0.0
02/18/2021,47.529998779296875,0.0,0.0
02/19/2021,48.22999954223633,0.0,0.0
02/22/2021,45.810001373291016,0.0,0.0
02/23/2021,45.150001525878906,0.0,0.0
02/24/2021,46.02000045776367,0.0,0.0
02/25/2021,44.02000045776367,0.0,0.0
02/26/2021,44.290000915527344,0.0,0.0
03/01/2021,45.900001525878906,0.0,0.0
03/02/2021,44.560001373291016,0.0,0.0
03/03/2021,42.459999084472656,0.0,0.0
03/04/2021,40.70000076293945,0.0,0.0
03/05/2021,40.65999984741211,0.0,0.0
03/08/2021,39.33000183105469,0.0,0.0
03/09/2021,42.61000061035156,0.0,0.0
03/10/2021,42.45000076293945,0.0,0.0
03/11/2021,44.68000030517578,0.0,0.0
03/12/2021,44.400001525878906,0.0,0.0
03/15/2021,44.97999954223633,0.0,0.0
03/18/2021,42.529998779296875,0.0,0.0
03/19/2021,43.18000030517578,0.0,0.0
03/22/2021,44.16999816894531,0.0,0.0
03/23/2021,43.02000045776367,0.0,0.0
03/24/2021,41.58000183105469,0.0,0.0
03/25/2021,42.029998779296875,0.0,0.0
03/26/2021,43.09000015258789,0.0,0.0
03/29/2021,41.869998931884766,0.0,0.0
03/30/2021,42.9900016784668,0.0,0.0
03/31/2021,44.310001373291016,0.0,0.0
04/01/2021,44.880001068115234,0.0,0.0
04/06/2021,44.90999984741211,0.0,0.0
04/07/2021,43.84000015258789,0.0,0.0
04/08/2021,44.20000076293945,0.0,0.0
04/09/2021,44.040000915527344,0.0,0.0
04/12/2021,43.619998931884766,0.0,0.0
04/13/2021,44.29999923706055,0.0,0.0
04/14/2021,44.15999984741211,0.0,0.0
04/15/2021,44.150001525878906,0.0,0.0
04/16/2021,44.22999954223633,0.0,0.0
04/19/2021,43.15999984741211,0.0,0.0
04/20/2021,42.959999084472656,0.0,0.0
04/22/2021,44.599998474121094,0.0,0.0
04/23/2021,45.36000061035156,0.0,0.0
04/26/2021,46.27000045776367,0.0,0.0
04/27/2021,46.08000183105469,0.0,0.0
04/28/2021,45.5,0.0,0.0
04/29/2021,44.84000015258789,0.0,0.0
04/30/2021,44.06999969482422,0.0,0.0
05/03/2021,43.61000061035156,0.0,0.0
05/04/2021,42.11000061035156,0.0,0.0
05/05/2021,41.90999984741211,0.0,0.0
05/06/2021,41.27000045776367,0.0,0.0
05/07/2021,41.810001373291016,0.0,0.0
05/10/2021,40.18000030517578,0.0,0.0
05/11/2021,40.33000183105469,0.0,0.0
05/12/2021,38.869998931884766,0.0,0.0
05/13/2021,38.900001525878906,0.0,0.0
05/14/2021,40.43000030517578,0.0,0.0
05/17/2021,40.130001068115234,0.0,0.0
05/18/2021,40.38999938964844,0.0,0.0
05/19/2021,40.63999938964844,0.0,0.0
05/20/2021,41.849998474121094,0.0,0.0
05/21/2021,41.56999969482422,0.0,0.0
05/26/2021,42.810001373291016,0.0,0.0
05/27/2021,42.86000061035156,0.0,0.0
05/28/2021,43.0099983215332,0.0,0.0
06/01/2021,43.22999954223633,0.0,0.0
06/02/2021,43.369998931884766,0.0,0.0
06/03/2021,42.560001373291016,0.0,0.0
06/04/2021,43.38999938964844,0.0,0.0
06/07/2021,43.63999938964844,0.0,0.0
06/08/2021,43.720001220703125,0.0,0.0
06/09/2021,43.83000183105469,0.0,0.0
06/10/2021,44.470001220703125,0.0,0.0
06/11/2021,44.81999969482422,0.0,0.0
06/14/2021,45.08000183105469,0.0,0.0
06/15/2021,43.970001220703125,0.0,0.0
06/16/2021,43.77000045776367,0.0,0.0
06/17/2021,44.099998474121094,0.0,0.0
06/18/2021,43.47999954223633,0.0,0.0
06/21/2021,43.91999816894531,0.0,0.0
06/24/2021,44.91999816894531,0.0,0.0
06/25/2021,45.43000030517578,0.0,0.0
06/28/2021,47.630001068115234,0.0,0.0
06/29/2021,48.2599983215332,0.0,0.0
