ADA-USD,Cardano USD,
Date,Price,Dividend,Annualized Dividend
02/03/2018,0.40096500515937805,0.0,0.0
02/04/2018,0.4338650107383728,0.0,0.0
02/05/2018,0.38504400849342346,0.0,0.0
02/06/2018,0.3312090039253235,0.0,0.0
02/07/2018,0.36726701259613037,0.0,0.0
02/08/2018,0.3444640040397644,0.0,0.0
02/09/2018,0.35284799337387085,0.0,0.0
02/10/2018,0.3866710066795349,0.0,0.0
02/11/2018,0.40510401129722595,0.0,0.0
02/12/2018,0.37259501218795776,0.0,0.0
02/13/2018,0.383435994386673,0.0,0.0
02/14/2018,0.3737660050392151,0.0,0.0
02/15/2018,0.3946709930896759,0.0,0.0
02/16/2018,0.4101420044898987,0.0,0.0
02/17/2018,0.40240299701690674,0.0,0.0
02/18/2018,0.41835498809814453,0.0,0.0
02/19/2018,0.386929988861084,0.0,0.0
02/20/2018,0.3909420073032379,0.0,0.0
02/21/2018,0.37559300661087036,0.0,0.0
02/22/2018,0.362650990486145,0.0,0.0
02/23/2018,0.3347580134868622,0.0,0.0
02/24/2018,0.34366801381111145,0.0,0.0
02/25/2018,0.3221519887447357,0.0,0.0
02/26/2018,0.3452720046043396,0.0,0.0
02/27/2018,0.33913201093673706,0.0,0.0
02/28/2018,0.3344860076904297,0.0,0.0
03/01/2018,0.3119730055332184,0.0,0.0
03/02/2018,0.304423987865448,0.0,0.0
03/03/2018,0.2929520010948181,0.0,0.0
03/04/2018,0.2962850034236908,0.0,0.0
03/05/2018,0.2998969852924347,0.0,0.0
03/06/2018,0.29594698548316956,0.0,0.0
03/07/2018,0.2846739888191223,0.0,0.0
03/08/2018,0.2481600046157837,0.0,0.0
03/09/2018,0.22128599882125854,0.0,0.0
03/10/2018,0.22521600127220154,0.0,0.0
03/11/2018,0.20972099900245667,0.0,0.0
03/12/2018,0.22410400211811066,0.0,0.0
03/13/2018,0.22311000525951385,0.0,0.0
03/14/2018,0.22342999279499054,0.0,0.0
03/15/2018,0.19875499606132507,0.0,0.0
03/16/2018,0.18678799271583557,0.0,0.0
03/17/2018,0.1787700057029724,0.0,0.0
03/18/2018,0.15393100678920746,0.0,0.0
03/19/2018,0.16074900329113007,0.0,0.0
03/20/2018,0.19344699382781982,0.0,0.0
03/21/2018,0.2053149938583374,0.0,0.0
03/22/2018,0.2154030054807663,0.0,0.0
03/23/2018,0.20229800045490265,0.0,0.0
03/24/2018,0.1888439953327179,0.0,0.0
03/25/2018,0.18839600682258606,0.0,0.0
03/26/2018,0.18396000564098358,0.0,0.0
03/27/2018,0.16821500658988953,0.0,0.0
03/28/2018,0.15519599616527557,0.0,0.0
03/29/2018,0.16014300286769867,0.0,0.0
03/30/2018,0.14665399491786957,0.0,0.0
03/31/2018,0.14711500704288483,0.0,0.0
04/01/2018,0.15659700334072113,0.0,0.0
04/02/2018,0.1516910046339035,0.0,0.0
04/03/2018,0.15786400437355042,0.0,0.0
04/04/2018,0.17115800082683563,0.0,0.0
04/05/2018,0.15559199452400208,0.0,0.0
04/06/2018,0.14839400351047516,0.0,0.0
04/07/2018,0.14488500356674194,0.0,0.0
04/08/2018,0.148825004696846,0.0,0.0
04/09/2018,0.15709400177001953,0.0,0.0
04/10/2018,0.15323999524116516,0.0,0.0
04/11/2018,0.15676100552082062,0.0,0.0
04/12/2018,0.1667570024728775,0.0,0.0
04/13/2018,0.21163199841976166,0.0,0.0
04/14/2018,0.1986750066280365,0.0,0.0
04/15/2018,0.20138899981975555,0.0,0.0
04/16/2018,0.22188900411128998,0.0,0.0
04/17/2018,0.25508999824523926,0.0,0.0
04/18/2018,0.24273400008678436,0.0,0.0
04/19/2018,0.26749300956726074,0.0,0.0
04/20/2018,0.27098599076271057,0.0,0.0
04/21/2018,0.30229198932647705,0.0,0.0
04/22/2018,0.28748801350593567,0.0,0.0
04/23/2018,0.28555798530578613,0.0,0.0
04/24/2018,0.28853899240493774,0.0,0.0
04/25/2018,0.3128049969673157,0.0,0.0
04/26/2018,0.27079498767852783,0.0,0.0
04/27/2018,0.29458901286125183,0.0,0.0
04/28/2018,0.2871299982070923,0.0,0.0
04/29/2018,0.3606700003147125,0.0,0.0
04/30/2018,0.3642970025539398,0.0,0.0
05/01/2018,0.34295299649238586,0.0,0.0
05/02/2018,0.35760200023651123,0.0,0.0
05/03/2018,0.3719260096549988,0.0,0.0
05/04/2018,0.3707770109176636,0.0,0.0
05/05/2018,0.3613179922103882,0.0,0.0
05/06/2018,0.36593300104141235,0.0,0.0
05/07/2018,0.349947988986969,0.0,0.0
05/08/2018,0.3355950117111206,0.0,0.0
05/09/2018,0.3284260034561157,0.0,0.0
05/10/2018,0.3238790035247803,0.0,0.0
05/11/2018,0.2967970073223114,0.0,0.0
05/12/2018,0.2626489996910095,0.0,0.0
05/13/2018,0.27164000272750854,0.0,0.0
05/14/2018,0.28585198521614075,0.0,0.0
05/15/2018,0.2742690145969391,0.0,0.0
05/16/2018,0.25908198952674866,0.0,0.0
05/17/2018,0.25735199451446533,0.0,0.0
05/18/2018,0.2428160011768341,0.0,0.0
05/19/2018,0.24619899690151215,0.0,0.0
05/20/2018,0.2431430071592331,0.0,0.0
05/21/2018,0.25613000988960266,0.0,0.0
05/22/2018,0.24939699470996857,0.0,0.0
05/23/2018,0.22439299523830414,0.0,0.0
05/24/2018,0.20332400500774384,0.0,0.0
05/25/2018,0.20905999839305878,0.0,0.0
05/26/2018,0.19976100325584412,0.0,0.0
05/27/2018,0.1963540017604828,0.0,0.0
05/28/2018,0.1936960071325302,0.0,0.0
05/29/2018,0.17547500133514404,0.0,0.0
05/30/2018,0.203685000538826,0.0,0.0
05/31/2018,0.2103929966688156,0.0,0.0
06/01/2018,0.22453300654888153,0.0,0.0
06/02/2018,0.22270099818706512,0.0,0.0
06/03/2018,0.22769999504089355,0.0,0.0
06/04/2018,0.2281550019979477,0.0,0.0
06/05/2018,0.21424700319766998,0.0,0.0
06/06/2018,0.22056500613689423,0.0,0.0
06/07/2018,0.21610499918460846,0.0,0.0
06/08/2018,0.21083100140094757,0.0,0.0
06/09/2018,0.2052599936723709,0.0,0.0
06/10/2018,0.2015170007944107,0.0,0.0
06/11/2018,0.1762620061635971,0.0,0.0
06/12/2018,0.18134799599647522,0.0,0.0
06/13/2018,0.1661359965801239,0.0,0.0
06/14/2018,0.1602499932050705,0.0,0.0
06/15/2018,0.17221799492835999,0.0,0.0
06/16/2018,0.16274100542068481,0.0,0.0
06/17/2018,0.16313700377941132,0.0,0.0
06/18/2018,0.16112199425697327,0.0,0.0
06/19/2018,0.16470199823379517,0.0,0.0
06/20/2018,0.1667809933423996,0.0,0.0
06/21/2018,0.1620510071516037,0.0,0.0
06/22/2018,0.15846000611782074,0.0,0.0
06/23/2018,0.14033399522304535,0.0,0.0
06/24/2018,0.13835500180721283,0.0,0.0
06/25/2018,0.13232100009918213,0.0,0.0
06/26/2018,0.1356229931116104,0.0,0.0
06/27/2018,0.12655100226402283,0.0,0.0
06/28/2018,0.12739300727844238,0.0,0.0
06/29/2018,0.11939699947834015,0.0,0.0
06/30/2018,0.12603600323200226,0.0,0.0
07/01/2018,0.138264000415802,0.0,0.0
07/02/2018,0.14259099960327148,0.0,0.0
07/03/2018,0.15852199494838715,0.0,0.0
07/04/2018,0.1501999944448471,0.0,0.0
07/05/2018,0.15159699320793152,0.0,0.0
07/06/2018,0.1487489938735962,0.0,0.0
07/07/2018,0.14625699818134308,0.0,0.0
07/08/2018,0.1499529927968979,0.0,0.0
07/09/2018,0.14534500241279602,0.0,0.0
07/10/2018,0.13972899317741394,0.0,0.0
07/11/2018,0.12880100309848785,0.0,0.0
07/12/2018,0.13155999779701233,0.0,0.0
07/13/2018,0.1272989958524704,0.0,0.0
07/14/2018,0.1383650004863739,0.0,0.0
07/15/2018,0.1370290070772171,0.0,0.0
07/16/2018,0.14227700233459473,0.0,0.0
07/17/2018,0.1549150049686432,0.0,0.0
07/18/2018,0.1702989935874939,0.0,0.0
07/19/2018,0.17898599803447723,0.0,0.0
07/20/2018,0.17989300191402435,0.0,0.0
07/21/2018,0.16199399530887604,0.0,0.0
07/22/2018,0.16387400031089783,0.0,0.0
07/23/2018,0.16952599585056305,0.0,0.0
07/24/2018,0.16473600268363953,0.0,0.0
07/25/2018,0.17236000299453735,0.0,0.0
07/26/2018,0.17241600155830383,0.0,0.0
07/27/2018,0.164450004696846,0.0,0.0
07/28/2018,0.16622799634933472,0.0,0.0
07/29/2018,0.1641629934310913,0.0,0.0
07/30/2018,0.16323399543762207,0.0,0.0
07/31/2018,0.1540669947862625,0.0,0.0
08/01/2018,0.1430860012769699,0.0,0.0
08/02/2018,0.1413159966468811,0.0,0.0
08/03/2018,0.13141599297523499,0.0,0.0
08/04/2018,0.1307709962129593,0.0,0.0
08/05/2018,0.12729200720787048,0.0,0.0
08/06/2018,0.13091899454593658,0.0,0.0
08/07/2018,0.13092300295829773,0.0,0.0
08/08/2018,0.12559400498867035,0.0,0.0
08/09/2018,0.11450699716806412,0.0,0.0
08/10/2018,0.1240909993648529,0.0,0.0
08/11/2018,0.11644399911165237,0.0,0.0
08/12/2018,0.1124970018863678,0.0,0.0
08/13/2018,0.11318299919366837,0.0,0.0
08/14/2018,0.10277900099754333,0.0,0.0
08/15/2018,0.095489002764225,0.0,0.0
08/16/2018,0.09503600001335144,0.0,0.0
08/17/2018,0.09568200260400772,0.0,0.0
08/18/2018,0.10984700173139572,0.0,0.0
08/19/2018,0.09974399954080582,0.0,0.0
08/20/2018,0.10224299877882004,0.0,0.0
08/21/2018,0.09316100180149078,0.0,0.0
08/22/2018,0.0950160026550293,0.0,0.0
08/23/2018,0.09020499885082245,0.0,0.0
08/24/2018,0.09284599870443344,0.0,0.0
08/25/2018,0.09430500119924545,0.0,0.0
08/26/2018,0.09426199644804001,0.0,0.0
08/27/2018,0.09317799657583237,0.0,0.0
08/28/2018,0.10056500136852264,0.0,0.0
08/29/2018,0.10561099648475647,0.0,0.0
08/30/2018,0.1052049994468689,0.0,0.0
08/31/2018,0.1009019985795021,0.0,0.0
09/01/2018,0.10187699645757675,0.0,0.0
09/02/2018,0.10690300166606903,0.0,0.0
09/03/2018,0.10464999824762344,0.0,0.0
09/04/2018,0.10348399728536606,0.0,0.0
09/05/2018,0.1052670031785965,0.0,0.0
09/06/2018,0.08752500265836716,0.0,0.0
09/07/2018,0.08852100372314453,0.0,0.0
09/08/2018,0.0841199979186058,0.0,0.0
09/09/2018,0.0784429982304573,0.0,0.0
09/10/2018,0.07727699726819992,0.0,0.0
09/11/2018,0.0741799995303154,0.0,0.0
09/12/2018,0.0707940012216568,0.0,0.0
09/13/2018,0.06705299764871597,0.0,0.0
09/14/2018,0.07009399682283401,0.0,0.0
09/15/2018,0.0679280012845993,0.0,0.0
09/16/2018,0.06915300339460373,0.0,0.0
09/17/2018,0.0698539987206459,0.0,0.0
09/18/2018,0.06356800347566605,0.0,0.0
09/19/2018,0.06914599984884262,0.0,0.0
09/20/2018,0.07243900001049042,0.0,0.0
09/21/2018,0.08177799731492996,0.0,0.0
09/22/2018,0.08765999972820282,0.0,0.0
09/23/2018,0.08348800241947174,0.0,0.0
09/24/2018,0.08970600366592407,0.0,0.0
09/25/2018,0.0823030024766922,0.0,0.0
09/26/2018,0.08099199831485748,0.0,0.0
09/27/2018,0.07946600019931793,0.0,0.0
09/28/2018,0.0864029973745346,0.0,0.0
09/29/2018,0.08371199667453766,0.0,0.0
09/30/2018,0.08436799794435501,0.0,0.0
10/01/2018,0.08529199659824371,0.0,0.0
10/02/2018,0.08460400253534317,0.0,0.0
10/03/2018,0.08203200250864029,0.0,0.0
10/04/2018,0.08081799745559692,0.0,0.0
10/05/2018,0.08138100057840347,0.0,0.0
10/06/2018,0.08330900222063065,0.0,0.0
10/07/2018,0.08145400136709213,0.0,0.0
10/08/2018,0.08453100174665451,0.0,0.0
10/09/2018,0.08677300065755844,0.0,0.0
10/10/2018,0.08634500205516815,0.0,0.0
10/11/2018,0.08452499657869339,0.0,0.0
10/12/2018,0.07033900171518326,0.0,0.0
10/13/2018,0.07263699918985367,0.0,0.0
10/14/2018,0.07306300103664398,0.0,0.0
10/15/2018,0.07043600082397461,0.0,0.0
10/16/2018,0.07478799670934677,0.0,0.0
10/17/2018,0.07586000114679337,0.0,0.0
10/18/2018,0.07753600180149078,0.0,0.0
10/19/2018,0.07502199709415436,0.0,0.0
10/20/2018,0.07578899711370468,0.0,0.0
10/21/2018,0.07630500197410583,0.0,0.0
10/22/2018,0.07575400173664093,0.0,0.0
10/23/2018,0.07586400210857391,0.0,0.0
10/24/2018,0.07461199909448624,0.0,0.0
10/25/2018,0.0742890015244484,0.0,0.0
10/26/2018,0.07374799996614456,0.0,0.0
10/27/2018,0.07368700206279755,0.0,0.0
10/28/2018,0.0730300024151802,0.0,0.0
10/29/2018,0.07304199784994125,0.0,0.0
10/30/2018,0.06963200122117996,0.0,0.0
10/31/2018,0.06972300261259079,0.0,0.0
11/01/2018,0.06969799846410751,0.0,0.0
11/02/2018,0.07081399857997894,0.0,0.0
11/03/2018,0.07256100326776505,0.0,0.0
11/04/2018,0.07149200141429901,0.0,0.0
11/05/2018,0.07596100121736526,0.0,0.0
11/06/2018,0.07633700221776962,0.0,0.0
11/07/2018,0.08101999759674072,0.0,0.0
11/08/2018,0.07839100062847137,0.0,0.0
11/09/2018,0.07632400095462799,0.0,0.0
11/10/2018,0.07416699826717377,0.0,0.0
11/11/2018,0.07516500353813171,0.0,0.0
11/12/2018,0.07681799679994583,0.0,0.0
11/13/2018,0.07588300108909607,0.0,0.0
11/14/2018,0.07343900203704834,0.0,0.0
11/15/2018,0.06484699994325638,0.0,0.0
11/16/2018,0.06324200332164764,0.0,0.0
11/17/2018,0.06106200069189072,0.0,0.0
11/18/2018,0.06080299988389015,0.0,0.0
11/19/2018,0.06190299987792969,0.0,0.0
11/20/2018,0.052657999098300934,0.0,0.0
11/21/2018,0.045148998498916626,0.0,0.0
11/22/2018,0.047885000705718994,0.0,0.0
11/23/2018,0.04406199976801872,0.0,0.0
11/24/2018,0.04341999813914299,0.0,0.0
11/25/2018,0.038628000766038895,0.0,0.0
11/26/2018,0.03776099905371666,0.0,0.0
11/27/2018,0.03568200021982193,0.0,0.0
11/28/2018,0.03650999814271927,0.0,0.0
11/29/2018,0.04226899892091751,0.0,0.0
11/30/2018,0.04198399931192398,0.0,0.0
12/01/2018,0.03899100050330162,0.0,0.0
12/02/2018,0.041349999606609344,0.0,0.0
12/03/2018,0.041873998939991,0.0,0.0
12/04/2018,0.03855700045824051,0.0,0.0
12/05/2018,0.03765900060534477,0.0,0.0
12/06/2018,0.034318000078201294,0.0,0.0
12/07/2018,0.030796999111771584,0.0,0.0
12/08/2018,0.029812000691890717,0.0,0.0
12/09/2018,0.030642999336123466,0.0,0.0
12/10/2018,0.03165299817919731,0.0,0.0
12/11/2018,0.03011699952185154,0.0,0.0
12/12/2018,0.02943900041282177,0.0,0.0
12/13/2018,0.03063499927520752,0.0,0.0
12/14/2018,0.029234999790787697,0.0,0.0
12/15/2018,0.028395000845193863,0.0,0.0
12/16/2018,0.028202999383211136,0.0,0.0
12/17/2018,0.02917500026524067,0.0,0.0
12/18/2018,0.03282000124454498,0.0,0.0
12/19/2018,0.03486299887299538,0.0,0.0
12/20/2018,0.03421200066804886,0.0,0.0
12/21/2018,0.03907899931073189,0.0,0.0
12/22/2018,0.040658000856637955,0.0,0.0
12/23/2018,0.04220300167798996,0.0,0.0
12/24/2018,0.04428600147366524,0.0,0.0
12/25/2018,0.04567499831318855,0.0,0.0
12/26/2018,0.04160299897193909,0.0,0.0
12/27/2018,0.04122500121593475,0.0,0.0
12/28/2018,0.03701699897646904,0.0,0.0
12/29/2018,0.04187300056219101,0.0,0.0
12/30/2018,0.04159700125455856,0.0,0.0
12/31/2018,0.04323200136423111,0.0,0.0
01/01/2019,0.04098400101065636,0.0,0.0
01/02/2019,0.04256799817085266,0.0,0.0
01/03/2019,0.04510600119829178,0.0,0.0
01/04/2019,0.042628999799489975,0.0,0.0
01/05/2019,0.04365900158882141,0.0,0.0
01/06/2019,0.04470900073647499,0.0,0.0
01/07/2019,0.04926599934697151,0.0,0.0
01/08/2019,0.04814000055193901,0.0,0.0
01/09/2019,0.04856700077652931,0.0,0.0
01/10/2019,0.052048999816179276,0.0,0.0
01/11/2019,0.044321998953819275,0.0,0.0
01/12/2019,0.04415399953722954,0.0,0.0
01/13/2019,0.04381199926137924,0.0,0.0
01/14/2019,0.04024900123476982,0.0,0.0
01/15/2019,0.0441569983959198,0.0,0.0
01/16/2019,0.042768001556396484,0.0,0.0
01/17/2019,0.044867999851703644,0.0,0.0
01/18/2019,0.04530800133943558,0.0,0.0
01/19/2019,0.04427500069141388,0.0,0.0
01/20/2019,0.045673999935388565,0.0,0.0
01/21/2019,0.04354099929332733,0.0,0.0
01/22/2019,0.04288899898529053,0.0,0.0
01/23/2019,0.04354799911379814,0.0,0.0
01/24/2019,0.04293699935078621,0.0,0.0
01/25/2019,0.04309700056910515,0.0,0.0
01/26/2019,0.04268699884414673,0.0,0.0
01/27/2019,0.0426659993827343,0.0,0.0
01/28/2019,0.04113699868321419,0.0,0.0
01/29/2019,0.0387130007147789,0.0,0.0
01/30/2019,0.0381769984960556,0.0,0.0
01/31/2019,0.039698999375104904,0.0,0.0
02/01/2019,0.038440998643636703,0.0,0.0
02/02/2019,0.03859800100326538,0.0,0.0
02/03/2019,0.03925900161266327,0.0,0.0
02/04/2019,0.03813000023365021,0.0,0.0
02/05/2019,0.03782400116324425,0.0,0.0
02/06/2019,0.03799299895763397,0.0,0.0
02/07/2019,0.03665100038051605,0.0,0.0
02/08/2019,0.0363989993929863,0.0,0.0
02/09/2019,0.04077500104904175,0.0,0.0
02/10/2019,0.04104999825358391,0.0,0.0
02/11/2019,0.042771998792886734,0.0,0.0
02/12/2019,0.041680000722408295,0.0,0.0
02/13/2019,0.04175499826669693,0.0,0.0
02/14/2019,0.0411360003054142,0.0,0.0
02/15/2019,0.040536001324653625,0.0,0.0
02/16/2019,0.04061900079250336,0.0,0.0
02/17/2019,0.041026998311281204,0.0,0.0
02/18/2019,0.041467998176813126,0.0,0.0
02/19/2019,0.04568200185894966,0.0,0.0
02/20/2019,0.04617699980735779,0.0,0.0
02/21/2019,0.04758400097489357,0.0,0.0
02/22/2019,0.04504099860787392,0.0,0.0
02/23/2019,0.0459819994866848,0.0,0.0
02/24/2019,0.04872699826955795,0.0,0.0
02/25/2019,0.04216799885034561,0.0,0.0
02/26/2019,0.04396500065922737,0.0,0.0
02/27/2019,0.04332900047302246,0.0,0.0
02/28/2019,0.04324499890208244,0.0,0.0
03/01/2019,0.043111998587846756,0.0,0.0
03/02/2019,0.043216999620199203,0.0,0.0
03/03/2019,0.04285300150513649,0.0,0.0
03/04/2019,0.04230299964547157,0.0,0.0
03/05/2019,0.040598999708890915,0.0,0.0
03/06/2019,0.043184999376535416,0.0,0.0
03/07/2019,0.04284999892115593,0.0,0.0
03/08/2019,0.042952001094818115,0.0,0.0
03/09/2019,0.04268600046634674,0.0,0.0
03/10/2019,0.04675399884581566,0.0,0.0
03/11/2019,0.04569699987769127,0.0,0.0
03/12/2019,0.04766499996185303,0.0,0.0
03/13/2019,0.04736600071191788,0.0,0.0
03/14/2019,0.046574998646974564,0.0,0.0
03/15/2019,0.047986000776290894,0.0,0.0
03/16/2019,0.05011200159788132,0.0,0.0
03/17/2019,0.051600001752376556,0.0,0.0
03/18/2019,0.050310999155044556,0.0,0.0
03/19/2019,0.050457000732421875,0.0,0.0
03/20/2019,0.05271900072693825,0.0,0.0
03/21/2019,0.053957000374794006,0.0,0.0
03/22/2019,0.05290599912405014,0.0,0.0
03/23/2019,0.057992998510599136,0.0,0.0
03/24/2019,0.06372299790382385,0.0,0.0
03/25/2019,0.06185000017285347,0.0,0.0
03/26/2019,0.059206001460552216,0.0,0.0
03/27/2019,0.06223199889063835,0.0,0.0
03/28/2019,0.06759300082921982,0.0,0.0
03/29/2019,0.06576299667358398,0.0,0.0
03/30/2019,0.07125700265169144,0.0,0.0
03/31/2019,0.07173900306224823,0.0,0.0
04/01/2019,0.06965100020170212,0.0,0.0
04/02/2019,0.07231000065803528,0.0,0.0
04/03/2019,0.08543699979782104,0.0,0.0
04/04/2019,0.09051799774169922,0.0,0.0
04/05/2019,0.08735500276088715,0.0,0.0
04/06/2019,0.09121400117874146,0.0,0.0
04/07/2019,0.09016100317239761,0.0,0.0
04/08/2019,0.09046600013971329,0.0,0.0
04/09/2019,0.08698900043964386,0.0,0.0
04/10/2019,0.0837789997458458,0.0,0.0
04/11/2019,0.08992899954319,0.0,0.0
04/12/2019,0.0835840031504631,0.0,0.0
04/13/2019,0.08348499983549118,0.0,0.0
04/14/2019,0.08373100310564041,0.0,0.0
04/15/2019,0.08464299887418747,0.0,0.0
04/16/2019,0.08226499706506729,0.0,0.0
04/17/2019,0.08378499746322632,0.0,0.0
04/18/2019,0.08306600153446198,0.0,0.0
04/19/2019,0.08173900097608566,0.0,0.0
04/20/2019,0.0795150026679039,0.0,0.0
04/21/2019,0.076555997133255,0.0,0.0
04/22/2019,0.07410100102424622,0.0,0.0
04/23/2019,0.07806699723005295,0.0,0.0
04/24/2019,0.07452400028705597,0.0,0.0
04/25/2019,0.07264299690723419,0.0,0.0
04/26/2019,0.06934700161218643,0.0,0.0
04/27/2019,0.06921099871397018,0.0,0.0
04/28/2019,0.07018899917602539,0.0,0.0
04/29/2019,0.0686199963092804,0.0,0.0
04/30/2019,0.06466100364923477,0.0,0.0
05/01/2019,0.07033800333738327,0.0,0.0
05/02/2019,0.06902000308036804,0.0,0.0
05/03/2019,0.06857500225305557,0.0,0.0
05/04/2019,0.06985799968242645,0.0,0.0
