AMZN,"Amazon.com, Inc.",
Date,Price,Dividend,Annualized Dividend
04/09/2003,26.350000381469727,0.0,0.0
04/10/2003,25.43000030517578,0.0,0.0
04/11/2003,25.850000381469727,0.0,0.0
04/14/2003,24.799999237060547,0.0,0.0
04/15/2003,24.889999389648438,0.0,0.0
04/16/2003,25.299999237060547,0.0,0.0
04/17/2003,24.469999313354492,0.0,0.0
04/21/2003,25.030000686645508,0.0,0.0
04/22/2003,25.09000015258789,0.0,0.0
04/23/2003,26.399999618530273,0.0,0.0
04/24/2003,25.399999618530273,0.0,0.0
04/25/2003,28.0,0.0,0.0
04/28/2003,28.639999389648438,0.0,0.0
04/29/2003,28.90999984741211,0.0,0.0
04/30/2003,28.600000381469727,0.0,0.0
05/01/2003,28.68000030517578,0.0,0.0
05/02/2003,28.6299991607666,0.0,0.0
05/05/2003,29.469999313354492,0.0,0.0
05/06/2003,29.8700008392334,0.0,0.0
05/07/2003,30.65999984741211,0.0,0.0
05/08/2003,30.360000610351562,0.0,0.0
05/09/2003,30.459999084472656,0.0,0.0
05/12/2003,30.829999923706055,0.0,0.0
05/13/2003,31.549999237060547,0.0,0.0
05/14/2003,33.13999938964844,0.0,0.0
05/15/2003,32.63999938964844,0.0,0.0
05/16/2003,32.5099983215332,0.0,0.0
05/19/2003,32.70000076293945,0.0,0.0
05/20/2003,31.559999465942383,0.0,0.0
05/21/2003,31.34000015258789,0.0,0.0
05/22/2003,31.75,0.0,0.0
05/23/2003,33.029998779296875,0.0,0.0
05/27/2003,32.54999923706055,0.0,0.0
05/28/2003,34.880001068115234,0.0,0.0
05/29/2003,34.88999938964844,0.0,0.0
05/30/2003,35.61000061035156,0.0,0.0
06/02/2003,36.5,0.0,0.0
06/03/2003,34.709999084472656,0.0,0.0
06/04/2003,35.0,0.0,0.0
06/05/2003,35.15999984741211,0.0,0.0
06/06/2003,36.040000915527344,0.0,0.0
06/09/2003,34.470001220703125,0.0,0.0
06/10/2003,34.02000045776367,0.0,0.0
06/11/2003,33.970001220703125,0.0,0.0
06/12/2003,35.29999923706055,0.0,0.0
06/13/2003,35.400001525878906,0.0,0.0
06/16/2003,34.56999969482422,0.0,0.0
06/17/2003,35.93000030517578,0.0,0.0
06/18/2003,35.5,0.0,0.0
06/19/2003,35.79999923706055,0.0,0.0
06/20/2003,35.79999923706055,0.0,0.0
06/23/2003,35.47999954223633,0.0,0.0
06/24/2003,35.369998931884766,0.0,0.0
06/25/2003,35.29999923706055,0.0,0.0
06/26/2003,35.209999084472656,0.0,0.0
06/27/2003,36.689998626708984,0.0,0.0
06/30/2003,36.630001068115234,0.0,0.0
07/01/2003,36.33000183105469,0.0,0.0
07/02/2003,37.599998474121094,0.0,0.0
07/03/2003,37.02000045776367,0.0,0.0
07/07/2003,38.29999923706055,0.0,0.0
07/08/2003,38.7599983215332,0.0,0.0
07/09/2003,40.540000915527344,0.0,0.0
07/10/2003,39.119998931884766,0.0,0.0
07/11/2003,38.29999923706055,0.0,0.0
07/14/2003,38.5,0.0,0.0
07/15/2003,39.61000061035156,0.0,0.0
07/16/2003,38.52000045776367,0.0,0.0
07/17/2003,37.150001525878906,0.0,0.0
07/18/2003,36.31999969482422,0.0,0.0
07/21/2003,34.709999084472656,0.0,0.0
07/22/2003,35.70000076293945,0.0,0.0
07/23/2003,37.75,0.0,0.0
07/24/2003,41.04999923706055,0.0,0.0
07/25/2003,40.7400016784668,0.0,0.0
07/28/2003,41.4900016784668,0.0,0.0
07/29/2003,41.9900016784668,0.0,0.0
07/30/2003,41.150001525878906,0.0,0.0
07/31/2003,41.349998474121094,0.0,0.0
08/01/2003,41.40999984741211,0.0,0.0
08/04/2003,39.70000076293945,0.0,0.0
08/05/2003,39.2400016784668,0.0,0.0
08/06/2003,38.619998931884766,0.0,0.0
08/07/2003,39.0,0.0,0.0
08/08/2003,39.130001068115234,0.0,0.0
08/11/2003,38.9900016784668,0.0,0.0
08/12/2003,38.95000076293945,0.0,0.0
08/13/2003,40.25,0.0,0.0
08/14/2003,39.91999816894531,0.0,0.0
08/15/2003,40.22999954223633,0.0,0.0
08/18/2003,40.47999954223633,0.0,0.0
08/19/2003,43.45000076293945,0.0,0.0
08/20/2003,43.060001373291016,0.0,0.0
08/21/2003,44.220001220703125,0.0,0.0
08/22/2003,46.36000061035156,0.0,0.0
08/25/2003,44.849998474121094,0.0,0.0
08/26/2003,45.650001525878906,0.0,0.0
08/27/2003,45.77000045776367,0.0,0.0
08/28/2003,45.939998626708984,0.0,0.0
08/29/2003,45.81999969482422,0.0,0.0
09/02/2003,46.52000045776367,0.0,0.0
09/03/2003,47.58000183105469,0.0,0.0
09/04/2003,46.20000076293945,0.0,0.0
09/05/2003,46.95000076293945,0.0,0.0
09/08/2003,46.5,0.0,0.0
09/09/2003,47.099998474121094,0.0,0.0
09/10/2003,46.2599983215332,0.0,0.0
09/11/2003,46.20000076293945,0.0,0.0
09/12/2003,44.849998474121094,0.0,0.0
09/15/2003,45.36000061035156,0.0,0.0
09/16/2003,45.400001525878906,0.0,0.0
09/17/2003,46.209999084472656,0.0,0.0
09/18/2003,46.15999984741211,0.0,0.0
09/19/2003,47.869998931884766,0.0,0.0
09/22/2003,46.560001373291016,0.0,0.0
09/23/2003,47.40999984741211,0.0,0.0
09/24/2003,50.349998474121094,0.0,0.0
09/25/2003,49.65999984741211,0.0,0.0
09/26/2003,49.900001525878906,0.0,0.0
09/29/2003,48.880001068115234,0.0,0.0
09/30/2003,49.650001525878906,0.0,0.0
10/01/2003,48.369998931884766,0.0,0.0
10/02/2003,48.939998626708984,0.0,0.0
10/03/2003,51.130001068115234,0.0,0.0
10/06/2003,52.88999938964844,0.0,0.0
10/07/2003,54.0,0.0,0.0
10/08/2003,55.439998626708984,0.0,0.0
10/09/2003,57.40999984741211,0.0,0.0
10/10/2003,57.70000076293945,0.0,0.0
10/13/2003,57.939998626708984,0.0,0.0
10/14/2003,58.099998474121094,0.0,0.0
10/15/2003,60.38999938964844,0.0,0.0
10/16/2003,58.15999984741211,0.0,0.0
10/17/2003,59.29999923706055,0.0,0.0
10/20/2003,59.560001373291016,0.0,0.0
10/21/2003,59.72999954223633,0.0,0.0
10/22/2003,56.04999923706055,0.0,0.0
10/23/2003,52.97999954223633,0.0,0.0
10/24/2003,54.54999923706055,0.0,0.0
10/27/2003,54.900001525878906,0.0,0.0
10/28/2003,55.189998626708984,0.0,0.0
10/29/2003,56.650001525878906,0.0,0.0
10/30/2003,57.400001525878906,0.0,0.0
10/31/2003,55.900001525878906,0.0,0.0
11/03/2003,54.79999923706055,0.0,0.0
11/04/2003,56.70000076293945,0.0,0.0
11/05/2003,56.130001068115234,0.0,0.0
11/06/2003,56.810001373291016,0.0,0.0
11/07/2003,55.61000061035156,0.0,0.0
11/10/2003,53.95000076293945,0.0,0.0
11/11/2003,51.84000015258789,0.0,0.0
11/12/2003,52.56999969482422,0.0,0.0
11/13/2003,54.040000915527344,0.0,0.0
11/14/2003,54.43000030517578,0.0,0.0
11/17/2003,51.91999816894531,0.0,0.0
11/18/2003,50.72999954223633,0.0,0.0
11/19/2003,48.709999084472656,0.0,0.0
11/20/2003,49.099998474121094,0.0,0.0
11/21/2003,49.0,0.0,0.0
11/24/2003,49.279998779296875,0.0,0.0
11/25/2003,51.349998474121094,0.0,0.0
11/26/2003,52.83000183105469,0.0,0.0
11/28/2003,52.84000015258789,0.0,0.0
12/01/2003,54.400001525878906,0.0,0.0
12/02/2003,54.5,0.0,0.0
12/03/2003,54.099998474121094,0.0,0.0
12/04/2003,51.45000076293945,0.0,0.0
12/05/2003,51.20000076293945,0.0,0.0
12/08/2003,51.54999923706055,0.0,0.0
12/09/2003,51.16999816894531,0.0,0.0
12/10/2003,49.45000076293945,0.0,0.0
12/11/2003,49.2599983215332,0.0,0.0
12/12/2003,50.9900016784668,0.0,0.0
12/15/2003,52.04999923706055,0.0,0.0
12/16/2003,49.599998474121094,0.0,0.0
12/17/2003,49.470001220703125,0.0,0.0
12/18/2003,47.61000061035156,0.0,0.0
12/19/2003,48.79999923706055,0.0,0.0
12/22/2003,48.97999954223633,0.0,0.0
12/23/2003,50.02000045776367,0.0,0.0
12/24/2003,52.29999923706055,0.0,0.0
12/26/2003,54.13999938964844,0.0,0.0
12/29/2003,53.790000915527344,0.0,0.0
12/30/2003,53.18000030517578,0.0,0.0
12/31/2003,52.81999969482422,0.0,0.0
01/02/2004,52.7599983215332,0.0,0.0
01/05/2004,52.0,0.0,0.0
01/06/2004,53.11000061035156,0.0,0.0
01/07/2004,52.18000030517578,0.0,0.0
01/08/2004,52.09000015258789,0.0,0.0
01/09/2004,49.77000045776367,0.0,0.0
01/12/2004,51.61000061035156,0.0,0.0
01/13/2004,52.66999816894531,0.0,0.0
01/14/2004,54.619998931884766,0.0,0.0
01/15/2004,54.72999954223633,0.0,0.0
01/16/2004,56.27000045776367,0.0,0.0
01/20/2004,55.56999969482422,0.0,0.0
01/21/2004,56.15999984741211,0.0,0.0
01/22/2004,56.810001373291016,0.0,0.0
01/23/2004,57.099998474121094,0.0,0.0
01/26/2004,56.79999923706055,0.0,0.0
01/27/2004,56.72999954223633,0.0,0.0
01/28/2004,53.63999938964844,0.0,0.0
01/29/2004,52.040000915527344,0.0,0.0
01/30/2004,49.4900016784668,0.0,0.0
02/02/2004,50.650001525878906,0.0,0.0
02/03/2004,48.189998626708984,0.0,0.0
02/04/2004,44.810001373291016,0.0,0.0
02/05/2004,46.029998779296875,0.0,0.0
02/06/2004,46.11000061035156,0.0,0.0
02/09/2004,46.75,0.0,0.0
02/10/2004,45.849998474121094,0.0,0.0
02/11/2004,45.86000061035156,0.0,0.0
02/12/2004,46.93000030517578,0.0,0.0
02/13/2004,47.290000915527344,0.0,0.0
02/17/2004,46.13999938964844,0.0,0.0
02/18/2004,45.36000061035156,0.0,0.0
02/19/2004,45.150001525878906,0.0,0.0
02/20/2004,44.79999923706055,0.0,0.0
02/23/2004,45.18000030517578,0.0,0.0
02/24/2004,43.91999816894531,0.0,0.0
02/25/2004,42.5,0.0,0.0
02/26/2004,43.20000076293945,0.0,0.0
02/27/2004,43.56999969482422,0.0,0.0
03/01/2004,43.02000045776367,0.0,0.0
03/02/2004,42.72999954223633,0.0,0.0
03/03/2004,41.86000061035156,0.0,0.0
03/04/2004,43.119998931884766,0.0,0.0
03/05/2004,43.790000915527344,0.0,0.0
03/08/2004,43.959999084472656,0.0,0.0
03/09/2004,43.41999816894531,0.0,0.0
03/10/2004,42.720001220703125,0.0,0.0
03/11/2004,41.09000015258789,0.0,0.0
03/12/2004,41.349998474121094,0.0,0.0
03/15/2004,42.2599983215332,0.0,0.0
03/16/2004,41.290000915527344,0.0,0.0
03/17/2004,43.040000915527344,0.0,0.0
03/18/2004,42.529998779296875,0.0,0.0
03/19/2004,43.029998779296875,0.0,0.0
03/22/2004,41.75,0.0,0.0
03/23/2004,41.31999969482422,0.0,0.0
03/24/2004,40.310001373291016,0.0,0.0
03/25/2004,40.0,0.0,0.0
03/26/2004,42.0099983215332,0.0,0.0
03/29/2004,41.970001220703125,0.0,0.0
03/30/2004,42.709999084472656,0.0,0.0
03/31/2004,43.849998474121094,0.0,0.0
04/01/2004,43.45000076293945,0.0,0.0
04/02/2004,46.0,0.0,0.0
04/05/2004,45.66999816894531,0.0,0.0
04/06/2004,46.310001373291016,0.0,0.0
04/07/2004,46.20000076293945,0.0,0.0
04/08/2004,47.84000015258789,0.0,0.0
04/12/2004,48.15999984741211,0.0,0.0
04/13/2004,47.9900016784668,0.0,0.0
04/14/2004,46.08000183105469,0.0,0.0
04/15/2004,46.97999954223633,0.0,0.0
04/16/2004,47.04999923706055,0.0,0.0
04/19/2004,45.349998474121094,0.0,0.0
04/20/2004,47.65999984741211,0.0,0.0
04/21/2004,45.20000076293945,0.0,0.0
04/22/2004,45.95000076293945,0.0,0.0
04/23/2004,46.0,0.0,0.0
04/26/2004,46.33000183105469,0.0,0.0
04/27/2004,47.59000015258789,0.0,0.0
04/28/2004,47.619998931884766,0.0,0.0
04/29/2004,46.900001525878906,0.0,0.0
04/30/2004,46.060001373291016,0.0,0.0
05/03/2004,43.47999954223633,0.0,0.0
05/04/2004,44.40999984741211,0.0,0.0
05/05/2004,43.97999954223633,0.0,0.0
05/06/2004,43.59000015258789,0.0,0.0
05/07/2004,42.959999084472656,0.0,0.0
05/10/2004,41.22999954223633,0.0,0.0
05/11/2004,41.91999816894531,0.0,0.0
05/12/2004,42.34000015258789,0.0,0.0
05/13/2004,42.459999084472656,0.0,0.0
05/14/2004,43.70000076293945,0.0,0.0
05/17/2004,42.2400016784668,0.0,0.0
05/18/2004,42.20000076293945,0.0,0.0
05/19/2004,42.380001068115234,0.0,0.0
05/20/2004,41.650001525878906,0.0,0.0
05/21/2004,41.27000045776367,0.0,0.0
05/24/2004,41.290000915527344,0.0,0.0
05/25/2004,41.75,0.0,0.0
05/26/2004,43.86000061035156,0.0,0.0
05/27/2004,45.27000045776367,0.0,0.0
05/28/2004,47.27000045776367,0.0,0.0
06/01/2004,47.869998931884766,0.0,0.0
06/02/2004,50.4900016784668,0.0,0.0
06/03/2004,49.849998474121094,0.0,0.0
06/04/2004,50.04999923706055,0.0,0.0
06/07/2004,51.689998626708984,0.0,0.0
06/08/2004,51.29999923706055,0.0,0.0
06/09/2004,51.619998931884766,0.0,0.0
06/10/2004,50.400001525878906,0.0,0.0
06/14/2004,49.34000015258789,0.0,0.0
06/15/2004,49.709999084472656,0.0,0.0
06/16/2004,50.09000015258789,0.0,0.0
06/17/2004,50.5099983215332,0.0,0.0
06/18/2004,49.439998626708984,0.0,0.0
06/21/2004,49.45000076293945,0.0,0.0
06/22/2004,49.66999816894531,0.0,0.0
06/23/2004,48.77000045776367,0.0,0.0
06/24/2004,51.0,0.0,0.0
06/25/2004,51.04999923706055,0.0,0.0
06/28/2004,52.380001068115234,0.0,0.0
06/29/2004,53.220001220703125,0.0,0.0
06/30/2004,53.61000061035156,0.0,0.0
07/01/2004,53.79999923706055,0.0,0.0
07/02/2004,52.619998931884766,0.0,0.0
07/06/2004,52.54999923706055,0.0,0.0
07/07/2004,50.790000915527344,0.0,0.0
07/08/2004,48.5099983215332,0.0,0.0
07/09/2004,49.869998931884766,0.0,0.0
07/12/2004,48.220001220703125,0.0,0.0
07/13/2004,49.11000061035156,0.0,0.0
07/14/2004,48.95000076293945,0.0,0.0
07/15/2004,49.5099983215332,0.0,0.0
07/16/2004,48.9900016784668,0.0,0.0
07/19/2004,47.2599983215332,0.0,0.0
07/20/2004,46.13999938964844,0.0,0.0
07/21/2004,47.31999969482422,0.0,0.0
07/22/2004,43.709999084472656,0.0,0.0
07/23/2004,42.470001220703125,0.0,0.0
07/26/2004,40.22999954223633,0.0,0.0
07/27/2004,39.20000076293945,0.0,0.0
07/28/2004,39.290000915527344,0.0,0.0
07/29/2004,38.310001373291016,0.0,0.0
07/30/2004,38.5,0.0,0.0
08/02/2004,38.45000076293945,0.0,0.0
08/03/2004,38.31999969482422,0.0,0.0
08/04/2004,36.81999969482422,0.0,0.0
08/05/2004,37.40999984741211,0.0,0.0
08/06/2004,35.25,0.0,0.0
08/09/2004,35.34000015258789,0.0,0.0
08/10/2004,35.689998626708984,0.0,0.0
08/11/2004,36.400001525878906,0.0,0.0
08/12/2004,36.25,0.0,0.0
08/13/2004,36.560001373291016,0.0,0.0
08/16/2004,36.13999938964844,0.0,0.0
08/17/2004,38.56999969482422,0.0,0.0
08/18/2004,37.91999816894531,0.0,0.0
08/19/2004,40.2599983215332,0.0,0.0
08/20/2004,38.459999084472656,0.0,0.0
08/23/2004,39.88999938964844,0.0,0.0
08/24/2004,39.720001220703125,0.0,0.0
08/25/2004,39.060001373291016,0.0,0.0
08/26/2004,40.18000030517578,0.0,0.0
08/27/2004,40.31999969482422,0.0,0.0
08/30/2004,39.880001068115234,0.0,0.0
08/31/2004,38.380001068115234,0.0,0.0
09/01/2004,38.22999954223633,0.0,0.0
09/02/2004,38.040000915527344,0.0,0.0
09/03/2004,39.0099983215332,0.0,0.0
09/07/2004,39.150001525878906,0.0,0.0
09/08/2004,38.4900016784668,0.0,0.0
09/09/2004,38.2400016784668,0.0,0.0
09/10/2004,38.130001068115234,0.0,0.0
09/13/2004,39.130001068115234,0.0,0.0
09/14/2004,40.20000076293945,0.0,0.0
09/15/2004,42.04999923706055,0.0,0.0
09/16/2004,42.38999938964844,0.0,0.0
09/17/2004,42.849998474121094,0.0,0.0
09/20/2004,42.709999084472656,0.0,0.0
09/21/2004,43.56999969482422,0.0,0.0
09/22/2004,43.150001525878906,0.0,0.0
09/23/2004,41.33000183105469,0.0,0.0
09/24/2004,41.810001373291016,0.0,0.0
09/27/2004,40.90999984741211,0.0,0.0
09/28/2004,40.150001525878906,0.0,0.0
09/29/2004,39.45000076293945,0.0,0.0
09/30/2004,40.54999923706055,0.0,0.0
10/01/2004,41.290000915527344,0.0,0.0
10/04/2004,41.36000061035156,0.0,0.0
10/05/2004,40.84000015258789,0.0,0.0
10/06/2004,40.72999954223633,0.0,0.0
10/07/2004,41.41999816894531,0.0,0.0
10/08/2004,40.939998626708984,0.0,0.0
10/11/2004,39.83000183105469,0.0,0.0
10/12/2004,39.54999923706055,0.0,0.0
10/13/2004,41.41999816894531,0.0,0.0
10/14/2004,39.45000076293945,0.0,0.0
10/15/2004,39.290000915527344,0.0,0.0
10/18/2004,38.22999954223633,0.0,0.0
10/19/2004,39.7400016784668,0.0,0.0
10/20/2004,38.11000061035156,0.0,0.0
10/21/2004,39.29999923706055,0.0,0.0
10/22/2004,36.220001220703125,0.0,0.0
10/25/2004,34.0,0.0,0.0
10/26/2004,34.150001525878906,0.0,0.0
10/27/2004,33.630001068115234,0.0,0.0
10/28/2004,34.2400016784668,0.0,0.0
10/29/2004,34.36000061035156,0.0,0.0
11/01/2004,34.220001220703125,0.0,0.0
11/02/2004,35.4900016784668,0.0,0.0
11/03/2004,37.18000030517578,0.0,0.0
11/04/2004,35.70000076293945,0.0,0.0
11/05/2004,37.29999923706055,0.0,0.0
11/08/2004,36.75,0.0,0.0
11/09/2004,37.18000030517578,0.0,0.0
11/10/2004,38.0,0.0,0.0
11/11/2004,38.09000015258789,0.0,0.0
11/12/2004,39.04999923706055,0.0,0.0
11/15/2004,40.459999084472656,0.0,0.0
11/16/2004,40.5,0.0,0.0
11/17/2004,40.400001525878906,0.0,0.0
11/18/2004,39.72999954223633,0.0,0.0
11/19/2004,39.150001525878906,0.0,0.0
11/22/2004,38.439998626708984,0.0,0.0
11/23/2004,38.18000030517578,0.0,0.0
11/24/2004,38.869998931884766,0.0,0.0
11/26/2004,38.95000076293945,0.0,0.0
11/29/2004,39.599998474121094,0.0,0.0
11/30/2004,38.970001220703125,0.0,0.0
12/01/2004,40.0,0.0,0.0
12/02/2004,39.63999938964844,0.0,0.0
12/03/2004,40.36000061035156,0.0,0.0
12/06/2004,39.72999954223633,0.0,0.0
12/07/2004,39.45000076293945,0.0,0.0
12/08/2004,38.31999969482422,0.0,0.0
12/09/2004,38.400001525878906,0.0,0.0
12/10/2004,39.540000915527344,0.0,0.0
12/13/2004,39.33000183105469,0.0,0.0
12/14/2004,40.150001525878906,0.0,0.0
12/15/2004,40.34000015258789,0.0,0.0
12/16/2004,40.86000061035156,0.0,0.0
12/17/2004,40.15999984741211,0.0,0.0
12/20/2004,39.93000030517578,0.0,0.0
12/21/2004,38.84000015258789,0.0,0.0
12/22/2004,38.61000061035156,0.0,0.0
12/23/2004,39.34000015258789,0.0,0.0
12/27/2004,39.52000045776367,0.0,0.0
12/28/2004,43.900001525878906,0.0,0.0
12/29/2004,44.75,0.0,0.0
12/30/2004,45.0,0.0,0.0
12/31/2004,45.130001068115234,0.0,0.0
01/03/2005,44.95000076293945,0.0,0.0
01/04/2005,42.66999816894531,0.0,0.0
01/05/2005,41.56999969482422,0.0,0.0
01/06/2005,41.810001373291016,0.0,0.0
01/07/2005,41.380001068115234,0.0,0.0
01/10/2005,41.939998626708984,0.0,0.0
01/11/2005,41.400001525878906,0.0,0.0
01/12/2005,41.4900016784668,0.0,0.0
01/13/2005,42.45000076293945,0.0,0.0
01/14/2005,42.900001525878906,0.0,0.0
01/18/2005,44.290000915527344,0.0,0.0
01/19/2005,44.470001220703125,0.0,0.0
01/20/2005,41.709999084472656,0.0,0.0
01/21/2005,41.9900016784668,0.0,0.0
01/24/2005,41.439998626708984,0.0,0.0
01/25/2005,40.63999938964844,0.0,0.0
01/26/2005,41.18000030517578,0.0,0.0
01/27/2005,41.27000045776367,0.0,0.0
01/28/2005,42.09000015258789,0.0,0.0
01/31/2005,42.439998626708984,0.0,0.0
02/01/2005,43.0,0.0,0.0
02/02/2005,43.04999923706055,0.0,0.0
02/03/2005,34.900001525878906,0.0,0.0
02/04/2005,35.650001525878906,0.0,0.0
02/07/2005,35.81999969482422,0.0,0.0
02/08/2005,35.540000915527344,0.0,0.0
02/09/2005,36.45000076293945,0.0,0.0
02/10/2005,36.06999969482422,0.0,0.0
02/11/2005,35.56999969482422,0.0,0.0
02/14/2005,35.650001525878906,0.0,0.0
02/15/2005,36.209999084472656,0.0,0.0
02/16/2005,35.93000030517578,0.0,0.0
02/17/2005,35.7400016784668,0.0,0.0
02/18/2005,35.61000061035156,0.0,0.0
02/22/2005,35.02000045776367,0.0,0.0
02/23/2005,34.95000076293945,0.0,0.0
02/24/2005,33.65999984741211,0.0,0.0
02/25/2005,34.720001220703125,0.0,0.0
02/28/2005,34.720001220703125,0.0,0.0
03/01/2005,35.060001373291016,0.0,0.0
03/02/2005,35.38999938964844,0.0,0.0
03/03/2005,35.5,0.0,0.0
03/04/2005,35.84000015258789,0.0,0.0
03/07/2005,35.939998626708984,0.0,0.0
03/08/2005,36.310001373291016,0.0,0.0
03/09/2005,35.7400016784668,0.0,0.0
03/10/2005,35.310001373291016,0.0,0.0
03/11/2005,34.810001373291016,0.0,0.0
03/14/2005,34.66999816894531,0.0,0.0
03/15/2005,34.58000183105469,0.0,0.0
03/16/2005,33.880001068115234,0.0,0.0
03/17/2005,33.58000183105469,0.0,0.0
03/18/2005,34.150001525878906,0.0,0.0
03/21/2005,34.209999084472656,0.0,0.0
03/22/2005,33.70000076293945,0.0,0.0
03/23/2005,33.09000015258789,0.0,0.0
03/24/2005,33.400001525878906,0.0,0.0
03/28/2005,33.099998474121094,0.0,0.0
03/29/2005,33.279998779296875,0.0,0.0
03/30/2005,33.59000015258789,0.0,0.0
03/31/2005,34.4900016784668,0.0,0.0
04/01/2005,34.630001068115234,0.0,0.0
04/04/2005,34.0,0.0,0.0
04/05/2005,35.22999954223633,0.0,0.0
04/06/2005,35.099998474121094,0.0,0.0
04/07/2005,34.68000030517578,0.0,0.0
04/08/2005,34.75,0.0,0.0
04/11/2005,34.599998474121094,0.0,0.0
04/12/2005,34.400001525878906,0.0,0.0
04/13/2005,34.349998474121094,0.0,0.0
04/14/2005,34.2599983215332,0.0,0.0
04/15/2005,33.959999084472656,0.0,0.0
04/18/2005,32.900001525878906,0.0,0.0
04/19/2005,33.18000030517578,0.0,0.0
04/20/2005,33.099998474121094,0.0,0.0
04/21/2005,33.5,0.0,0.0
04/22/2005,33.4900016784668,0.0,0.0
04/25/2005,33.130001068115234,0.0,0.0
04/26/2005,33.43000030517578,0.0,0.0
04/27/2005,30.84000015258789,0.0,0.0
04/28/2005,31.65999984741211,0.0,0.0
04/29/2005,32.86000061035156,0.0,0.0
05/02/2005,32.29999923706055,0.0,0.0
05/03/2005,32.939998626708984,0.0,0.0
05/04/2005,33.349998474121094,0.0,0.0
05/05/2005,33.959999084472656,0.0,0.0
05/06/2005,34.2400016784668,0.0,0.0
05/09/2005,34.400001525878906,0.0,0.0
05/10/2005,34.400001525878906,0.0,0.0
05/11/2005,34.29999923706055,0.0,0.0
05/12/2005,33.70000076293945,0.0,0.0
05/13/2005,33.9900016784668,0.0,0.0
05/16/2005,34.029998779296875,0.0,0.0
05/17/2005,34.45000076293945,0.0,0.0
05/18/2005,34.810001373291016,0.0,0.0
05/19/2005,35.369998931884766,0.0,0.0
05/20/2005,35.45000076293945,0.0,0.0
05/23/2005,35.56999969482422,0.0,0.0
05/24/2005,35.47999954223633,0.0,0.0
05/25/2005,35.27000045776367,0.0,0.0
05/26/2005,35.279998779296875,0.0,0.0
05/27/2005,35.220001220703125,0.0,0.0
05/31/2005,35.36000061035156,0.0,0.0
06/01/2005,35.56999969482422,0.0,0.0
06/02/2005,36.33000183105469,0.0,0.0
06/03/2005,36.459999084472656,0.0,0.0
06/06/2005,35.540000915527344,0.0,0.0
06/07/2005,35.90999984741211,0.0,0.0
06/08/2005,35.400001525878906,0.0,0.0
06/09/2005,34.93000030517578,0.0,0.0
06/10/2005,35.25,0.0,0.0
06/13/2005,34.66999816894531,0.0,0.0
06/14/2005,34.81999969482422,0.0,0.0
06/15/2005,35.34000015258789,0.0,0.0
06/16/2005,35.20000076293945,0.0,0.0
06/17/2005,35.88999938964844,0.0,0.0
06/20/2005,35.04999923706055,0.0,0.0
06/21/2005,35.599998474121094,0.0,0.0
06/22/2005,35.5,0.0,0.0
06/23/2005,35.13999938964844,0.0,0.0
06/24/2005,35.29999923706055,0.0,0.0
06/27/2005,34.90999984741211,0.0,0.0
06/28/2005,34.599998474121094,0.0,0.0
06/29/2005,33.70000076293945,0.0,0.0
06/30/2005,33.470001220703125,0.0,0.0
07/01/2005,33.2400016784668,0.0,0.0
07/05/2005,33.5,0.0,0.0
07/06/2005,34.0099983215332,0.0,0.0
07/07/2005,33.79999923706055,0.0,0.0
07/08/2005,34.11000061035156,0.0,0.0
07/11/2005,34.720001220703125,0.0,0.0
07/12/2005,35.4900016784668,0.0,0.0
07/13/2005,36.27000045776367,0.0,0.0
07/14/2005,37.189998626708984,0.0,0.0
07/15/2005,37.349998474121094,0.0,0.0
07/18/2005,36.95000076293945,0.0,0.0
07/19/2005,37.380001068115234,0.0,0.0
07/20/2005,37.4900016784668,0.0,0.0
07/21/2005,38.959999084472656,0.0,0.0
07/22/2005,37.88999938964844,0.0,0.0
07/25/2005,38.0,0.0,0.0
07/26/2005,38.220001220703125,0.0,0.0
07/27/2005,42.0099983215332,0.0,0.0
07/28/2005,43.540000915527344,0.0,0.0
07/29/2005,45.310001373291016,0.0,0.0
08/01/2005,44.880001068115234,0.0,0.0
08/02/2005,44.900001525878906,0.0,0.0
08/03/2005,46.0099983215332,0.0,0.0
08/04/2005,45.54999923706055,0.0,0.0
08/05/2005,45.25,0.0,0.0
08/08/2005,45.31999969482422,0.0,0.0
08/09/2005,45.7599983215332,0.0,0.0
08/10/2005,45.38999938964844,0.0,0.0
08/11/2005,44.619998931884766,0.0,0.0
08/12/2005,44.630001068115234,0.0,0.0
08/15/2005,43.93000030517578,0.0,0.0
08/16/2005,44.900001525878906,0.0,0.0
08/17/2005,44.189998626708984,0.0,0.0
08/18/2005,43.880001068115234,0.0,0.0
08/19/2005,43.599998474121094,0.0,0.0
08/22/2005,43.61000061035156,0.0,0.0
08/23/2005,43.7400016784668,0.0,0.0
08/24/2005,43.31999969482422,0.0,0.0
08/25/2005,42.540000915527344,0.0,0.0
08/26/2005,42.29999923706055,0.0,0.0
08/29/2005,41.90999984741211,0.0,0.0
08/30/2005,42.38999938964844,0.0,0.0
08/31/2005,42.439998626708984,0.0,0.0
09/01/2005,42.52000045776367,0.0,0.0
09/02/2005,42.0,0.0,0.0
09/06/2005,41.54999923706055,0.0,0.0
09/07/2005,43.5,0.0,0.0
09/08/2005,43.45000076293945,0.0,0.0
09/09/2005,42.9900016784668,0.0,0.0
09/12/2005,42.720001220703125,0.0,0.0
09/13/2005,44.16999816894531,0.0,0.0
09/14/2005,43.880001068115234,0.0,0.0
