FSLR,"First Solar, Inc.",
Date,Price,Annualized Dividend
05/15/2015,56.349998474121094,0.0
05/15/2015,56.720001220703125,0.0
05/18/2015,56.81999969482422,0.0
05/18/2015,56.18000030517578,0.0
05/19/2015,56.18000030517578,0.0
05/19/2015,55.279998779296875,0.0
05/20/2015,55.40999984741211,0.0
05/20/2015,54.91999816894531,0.0
05/21/2015,55.20000076293945,0.0
05/21/2015,55.88999938964844,0.0
05/22/2015,55.75,0.0
05/22/2015,55.06999969482422,0.0
05/26/2015,53.029998779296875,0.0
05/26/2015,51.060001373291016,0.0
05/27/2015,51.04999923706055,0.0
05/27/2015,51.279998779296875,0.0
05/28/2015,51.2400016784668,0.0
05/28/2015,50.75,0.0
05/29/2015,50.52000045776367,0.0
05/29/2015,49.709999084472656,0.0
06/01/2015,49.7599983215332,0.0
06/01/2015,49.900001525878906,0.0
06/02/2015,49.79999923706055,0.0
06/02/2015,50.95000076293945,0.0
06/03/2015,50.970001220703125,0.0
06/03/2015,50.83000183105469,0.0
06/04/2015,50.599998474121094,0.0
06/04/2015,49.66999816894531,0.0
06/05/2015,49.869998931884766,0.0
06/05/2015,51.29999923706055,0.0
06/08/2015,51.04999923706055,0.0
06/08/2015,49.849998474121094,0.0
06/09/2015,49.95000076293945,0.0
06/09/2015,49.16999816894531,0.0
06/10/2015,49.47999954223633,0.0
06/10/2015,50.290000915527344,0.0
06/11/2015,50.369998931884766,0.0
06/11/2015,50.43000030517578,0.0
06/12/2015,50.290000915527344,0.0
06/12/2015,50.47999954223633,0.0
06/15/2015,50.08000183105469,0.0
06/15/2015,53.47999954223633,0.0
06/16/2015,53.369998931884766,0.0
06/16/2015,52.150001525878906,0.0
06/17/2015,52.459999084472656,0.0
06/17/2015,51.7599983215332,0.0
06/18/2015,52.130001068115234,0.0
06/18/2015,51.97999954223633,0.0
06/19/2015,52.040000915527344,0.0
06/19/2015,51.029998779296875,0.0
06/22/2015,51.15999984741211,0.0
06/22/2015,51.11000061035156,0.0
06/23/2015,51.290000915527344,0.0
06/23/2015,51.4900016784668,0.0
06/24/2015,51.25,0.0
06/24/2015,51.36000061035156,0.0
06/25/2015,51.630001068115234,0.0
06/25/2015,50.970001220703125,0.0
06/26/2015,50.95000076293945,0.0
06/26/2015,49.95000076293945,0.0
06/29/2015,48.95000076293945,0.0
06/29/2015,47.84000015258789,0.0
06/30/2015,48.41999816894531,0.0
06/30/2015,46.97999954223633,0.0
07/01/2015,47.31999969482422,0.0
07/01/2015,46.040000915527344,0.0
07/02/2015,46.029998779296875,0.0
07/02/2015,45.16999816894531,0.0
07/06/2015,44.880001068115234,0.0
07/06/2015,44.189998626708984,0.0
07/07/2015,44.0,0.0
07/07/2015,45.119998931884766,0.0
07/08/2015,44.68000030517578,0.0
07/08/2015,43.27000045776367,0.0
07/09/2015,44.5,0.0
07/09/2015,43.650001525878906,0.0
07/10/2015,44.310001373291016,0.0
07/10/2015,44.029998779296875,0.0
07/13/2015,44.54999923706055,0.0
07/13/2015,46.0099983215332,0.0
07/14/2015,46.439998626708984,0.0
07/14/2015,45.810001373291016,0.0
07/15/2015,45.720001220703125,0.0
07/15/2015,44.4900016784668,0.0
07/16/2015,44.7599983215332,0.0
07/16/2015,44.7599983215332,0.0
07/17/2015,44.619998931884766,0.0
07/17/2015,43.95000076293945,0.0
07/20/2015,44.4900016784668,0.0
07/20/2015,43.279998779296875,0.0
07/21/2015,43.11000061035156,0.0
07/21/2015,43.47999954223633,0.0
07/22/2015,43.099998474121094,0.0
07/22/2015,42.5,0.0
07/23/2015,42.56999969482422,0.0
07/23/2015,42.7400016784668,0.0
07/24/2015,42.91999816894531,0.0
07/24/2015,42.970001220703125,0.0
07/27/2015,42.43000030517578,0.0
07/27/2015,42.27000045776367,0.0
07/28/2015,42.5,0.0
07/28/2015,43.380001068115234,0.0
07/29/2015,43.5099983215332,0.0
07/29/2015,45.540000915527344,0.0
07/30/2015,45.88999938964844,0.0
07/30/2015,45.310001373291016,0.0
07/31/2015,45.310001373291016,0.0
07/31/2015,44.29999923706055,0.0
08/03/2015,44.70000076293945,0.0
08/03/2015,43.689998626708984,0.0
08/04/2015,43.70000076293945,0.0
08/04/2015,44.5,0.0
08/05/2015,50.119998931884766,0.0
08/05/2015,51.91999816894531,0.0
08/06/2015,52.45000076293945,0.0
08/06/2015,51.20000076293945,0.0
08/07/2015,51.310001373291016,0.0
08/07/2015,52.08000183105469,0.0
08/10/2015,52.5,0.0
08/10/2015,53.47999954223633,0.0
08/11/2015,52.77000045776367,0.0
08/11/2015,51.439998626708984,0.0
08/12/2015,50.77000045776367,0.0
08/12/2015,51.880001068115234,0.0
08/13/2015,51.619998931884766,0.0
08/13/2015,51.11000061035156,0.0
08/14/2015,51.189998626708984,0.0
08/14/2015,51.5099983215332,0.0
08/17/2015,51.09000015258789,0.0
08/17/2015,51.7400016784668,0.0
08/18/2015,51.66999816894531,0.0
08/18/2015,51.630001068115234,0.0
08/19/2015,51.06999969482422,0.0
08/19/2015,49.939998626708984,0.0
08/20/2015,49.369998931884766,0.0
08/20/2015,47.90999984741211,0.0
08/21/2015,47.290000915527344,0.0
08/21/2015,45.27000045776367,0.0
08/24/2015,40.79999923706055,0.0
08/24/2015,43.61000061035156,0.0
08/25/2015,45.9900016784668,0.0
08/25/2015,44.380001068115234,0.0
08/26/2015,45.709999084472656,0.0
08/26/2015,46.09000015258789,0.0
08/27/2015,47.470001220703125,0.0
08/27/2015,47.84000015258789,0.0
08/28/2015,47.349998474121094,0.0
08/28/2015,47.79999923706055,0.0
08/31/2015,47.5,0.0
08/31/2015,47.84000015258789,0.0
09/01/2015,46.93000030517578,0.0
09/01/2015,47.2599983215332,0.0
09/02/2015,48.0,0.0
09/02/2015,47.959999084472656,0.0
09/03/2015,48.0099983215332,0.0
09/03/2015,48.290000915527344,0.0
09/04/2015,47.47999954223633,0.0
09/04/2015,46.939998626708984,0.0
09/08/2015,47.720001220703125,0.0
09/08/2015,49.11000061035156,0.0
09/09/2015,49.7599983215332,0.0
09/09/2015,47.72999954223633,0.0
09/10/2015,48.36000061035156,0.0
09/10/2015,48.220001220703125,0.0
09/11/2015,47.81999969482422,0.0
09/11/2015,48.790000915527344,0.0
09/14/2015,48.369998931884766,0.0
09/14/2015,46.20000076293945,0.0
09/15/2015,46.20000076293945,0.0
09/15/2015,46.58000183105469,0.0
09/16/2015,46.650001525878906,0.0
09/16/2015,47.7599983215332,0.0
09/17/2015,47.95000076293945,0.0
09/17/2015,46.91999816894531,0.0
09/18/2015,46.189998626708984,0.0
09/18/2015,45.33000183105469,0.0
09/21/2015,45.56999969482422,0.0
09/21/2015,45.13999938964844,0.0
09/22/2015,44.279998779296875,0.0
09/22/2015,44.41999816894531,0.0
09/23/2015,44.619998931884766,0.0
09/23/2015,43.369998931884766,0.0
09/24/2015,43.099998474121094,0.0
09/24/2015,43.63999938964844,0.0
09/25/2015,44.209999084472656,0.0
09/25/2015,43.290000915527344,0.0
09/28/2015,43.0,0.0
09/28/2015,40.810001373291016,0.0
09/29/2015,41.0099983215332,0.0
09/29/2015,41.02000045776367,0.0
09/30/2015,41.4900016784668,0.0
09/30/2015,42.75,0.0
10/01/2015,42.560001373291016,0.0
10/01/2015,42.68000030517578,0.0
10/02/2015,42.2400016784668,0.0
10/02/2015,45.459999084472656,0.0
10/05/2015,45.88999938964844,0.0
10/05/2015,46.65999984741211,0.0
10/06/2015,46.77000045776367,0.0
10/06/2015,48.880001068115234,0.0
10/07/2015,49.86000061035156,0.0
10/07/2015,49.90999984741211,0.0
10/08/2015,49.849998474121094,0.0
10/08/2015,51.119998931884766,0.0
10/09/2015,51.119998931884766,0.0
10/09/2015,51.20000076293945,0.0
10/12/2015,51.209999084472656,0.0
10/12/2015,50.83000183105469,0.0
10/13/2015,50.459999084472656,0.0
10/13/2015,50.58000183105469,0.0
10/14/2015,50.810001373291016,0.0
10/14/2015,51.95000076293945,0.0
10/15/2015,52.2599983215332,0.0
10/15/2015,52.47999954223633,0.0
10/16/2015,52.54999923706055,0.0
10/16/2015,52.04999923706055,0.0
10/19/2015,51.70000076293945,0.0
10/19/2015,51.189998626708984,0.0
10/20/2015,51.119998931884766,0.0
10/20/2015,51.77000045776367,0.0
10/21/2015,51.869998931884766,0.0
10/21/2015,49.939998626708984,0.0
10/22/2015,50.54999923706055,0.0
10/22/2015,49.88999938964844,0.0
10/23/2015,50.310001373291016,0.0
10/23/2015,50.43000030517578,0.0
10/26/2015,50.970001220703125,0.0
10/26/2015,50.56999969482422,0.0
10/27/2015,50.189998626708984,0.0
10/27/2015,49.15999984741211,0.0
10/28/2015,49.38999938964844,0.0
10/28/2015,50.849998474121094,0.0
10/29/2015,51.349998474121094,0.0
10/29/2015,50.9900016784668,0.0
10/30/2015,56.900001525878906,0.0
10/30/2015,57.06999969482422,0.0
11/02/2015,56.650001525878906,0.0
11/02/2015,57.779998779296875,0.0
11/03/2015,57.439998626708984,0.0
11/03/2015,58.349998474121094,0.0
11/04/2015,58.400001525878906,0.0
11/04/2015,58.65999984741211,0.0
11/05/2015,58.939998626708984,0.0
11/05/2015,58.33000183105469,0.0
11/06/2015,58.189998626708984,0.0
11/06/2015,59.66999816894531,0.0
11/09/2015,59.40999984741211,0.0
11/09/2015,58.38999938964844,0.0
11/10/2015,58.52000045776367,0.0
11/10/2015,55.869998931884766,0.0
11/11/2015,56.02000045776367,0.0
11/11/2015,54.75,0.0
11/12/2015,54.40999984741211,0.0
11/12/2015,53.91999816894531,0.0
11/13/2015,53.720001220703125,0.0
11/13/2015,52.720001220703125,0.0
11/16/2015,52.779998779296875,0.0
11/16/2015,54.18000030517578,0.0
11/17/2015,54.54999923706055,0.0
11/17/2015,52.75,0.0
11/18/2015,53.06999969482422,0.0
11/18/2015,53.939998626708984,0.0
11/19/2015,53.400001525878906,0.0
11/19/2015,53.279998779296875,0.0
11/20/2015,53.400001525878906,0.0
11/20/2015,54.439998626708984,0.0
11/23/2015,54.31999969482422,0.0
11/23/2015,54.880001068115234,0.0
11/24/2015,54.59000015258789,0.0
11/24/2015,56.16999816894531,0.0
11/25/2015,56.040000915527344,0.0
11/25/2015,56.400001525878906,0.0
11/27/2015,56.16999816894531,0.0
11/27/2015,56.099998474121094,0.0
11/30/2015,56.18000030517578,0.0
11/30/2015,56.5099983215332,0.0
12/01/2015,56.599998474121094,0.0
12/01/2015,58.18000030517578,0.0
12/02/2015,58.060001373291016,0.0
12/02/2015,59.66999816894531,0.0
12/03/2015,60.0,0.0
12/03/2015,59.459999084472656,0.0
12/04/2015,59.060001373291016,0.0
12/04/2015,59.84000015258789,0.0
12/07/2015,59.290000915527344,0.0
12/07/2015,59.31999969482422,0.0
12/08/2015,58.43000030517578,0.0
12/08/2015,59.06999969482422,0.0
12/09/2015,59.459999084472656,0.0
12/09/2015,58.849998474121094,0.0
12/10/2015,54.31999969482422,0.0
12/10/2015,54.349998474121094,0.0
12/11/2015,53.95000076293945,0.0
12/11/2015,55.2599983215332,0.0
