VOO,Vanguard S&P 500 ETF,
Date,Price,Annualized Dividend
04/08/2013,123.33116149902344,2.936
04/09/2013,123.58983945042203,2.936
04/09/2013,123.779541015625,2.936
04/10/2013,124.12452589405615,2.936
04/10/2013,125.29730224609375,2.936
04/11/2013,125.31458340003255,2.936
04/11/2013,125.71125030517578,2.936
04/12/2013,125.31454582644766,2.936
04/12/2013,125.43527221679688,2.936
04/15/2013,124.76266784322114,2.936
04/15/2013,122.57234191894531,2.936
04/16/2013,123.45191982342415,2.936
04/16/2013,124.29700469970703,2.936
04/17/2013,123.43465270905236,2.936
04/17/2013,122.46884155273438,2.936
04/18/2013,122.69306619033404,2.936
04/18/2013,121.46855163574219,2.936
04/19/2013,121.95141925693878,2.936
04/19/2013,122.76201629638672,2.936
04/22/2013,123.00350834639136,2.936
04/22/2013,123.31394958496094,2.936
04/23/2013,123.91758118479652,2.936
04/23/2013,124.62470245361328,2.936
04/24/2013,124.62466155850777,2.936
04/24/2013,124.65914916992188,2.936
04/25/2013,125.02132955137873,2.936
04/25/2013,125.21104431152344,2.936
04/26/2013,125.00411565288152,2.936
04/26/2013,124.93512725830078,2.936
04/29/2013,125.29729433798104,2.936
04/29/2013,125.74571228027344,2.936
04/30/2013,125.78023102083223,2.936
04/30/2013,126.14241027832031,2.936
05/01/2013,125.83194663966204,2.936
05/01/2013,125.00411224365234,2.936
05/02/2013,125.34902577385513,2.936
05/02/2013,126.1251220703125,2.936
05/03/2013,127.26341702804164,2.936
05/03/2013,127.31515502929688,2.936
05/06/2013,127.53935259724648,2.936
05/06/2013,127.71183013916016,2.936
05/07/2013,128.03954165176592,2.936
05/07/2013,128.3672332763672,2.936
05/08/2013,128.29824706010953,2.936
05/08/2013,129.03985595703125,2.936
05/09/2013,128.95357588700463,2.936
05/09/2013,128.66038513183594,2.936
05/10/2013,128.7811188807523,2.936
05/10/2013,129.1088104248047,2.936
05/13/2013,128.90191415492185,2.936
05/13/2013,129.0916290283203,2.936
05/14/2013,129.29854500794625,2.936
05/14/2013,130.45407104492188,2.936
05/15/2013,130.29888618845735,2.936
05/15/2013,131.19570922851562,2.936
05/16/2013,130.95425081237966,2.936
05/16/2013,130.59207153320312,2.936
05/17/2013,131.0922532098033,2.936
05/17/2013,131.8338623046875,2.936
05/20/2013,131.73037309173412,2.936
05/20/2013,131.8338623046875,2.936
05/21/2013,131.98903623115032,2.936
05/21/2013,132.00628662109375,2.936
05/22/2013,132.21329069858433,2.936
05/22/2013,131.12673950195312,2.936
05/23/2013,129.6434636786907,2.936
05/23/2013,130.66102600097656,2.936
05/24/2013,129.8677039451646,2.936
05/24/2013,130.48858642578125,2.936
05/28/2013,132.05799353556026,2.936
05/28/2013,131.41986083984375,2.936
05/29/2013,130.64375803661648,2.936
05/29/2013,130.4195556640625,2.936
05/30/2013,130.57479129424823,2.936
05/30/2013,130.98870849609375,2.936
05/31/2013,130.62659331198228,2.936
05/31/2013,129.0743865966797,2.936
06/03/2013,129.4020671713728,2.936
06/03/2013,129.74700927734375,2.936
06/04/2013,129.85043675964698,2.936
06/04/2013,129.35028076171875,2.936
06/05/2013,128.81561974470867,2.936
06/05/2013,127.36688995361328,2.936
06/06/2013,127.33243354806984,2.936
06/06/2013,128.3672332763672,2.936
06/07/2013,129.41926463629665,2.936
06/07/2013,130.16087341308594,2.936
06/10/2013,130.6093021397927,2.936
06/10/2013,130.10914611816406,2.936
06/11/2013,128.9363398215079,2.936
06/11/2013,128.78111267089844,2.936
06/12/2013,129.71247381521434,2.936
06/12/2013,127.78083801269531,2.936
06/13/2013,127.64286233382985,2.936
06/13/2013,129.62623596191406,2.936
06/14/2013,129.50553688574436,2.936
06/14/2013,128.83291625976562,2.936
06/17/2013,129.76418661812872,2.936
06/17/2013,129.86767578125,2.936
06/18/2013,129.95387747566068,2.936
06/18/2013,130.86795043945312,2.936
06/19/2013,130.79901814062202,2.936
06/19/2013,129.1260986328125,2.936
06/20/2013,127.81535152593516,2.936
06/20/2013,125.84922790527344,2.936
06/21/2013,126.72882957247255,2.936
06/21/2013,126.24591064453125,2.936
06/24/2013,124.97875269114833,3.034
06/24/2013,124.6494140625,3.034
06/25/2013,125.82813063221613,3.034
06/25/2013,125.89746856689453,3.034
06/26/2013,126.9201409790792,3.034
06/26/2013,127.07614135742188,3.034
06/27/2013,127.90824509367614,3.034
06/27/2013,127.92558288574219,3.034
06/28/2013,127.54417842950936,3.034
06/28/2013,127.1281509399414,3.034
07/01/2013,128.04686536574425,3.034
07/01/2013,128.08152770996094,3.034
07/02/2013,127.89089202880861,3.034
07/02/2013,127.8908920288086,3.034
07/03/2013,127.45754726046277,3.034
07/03/2013,128.01223754882812,3.034
07/05/2013,129.03490203770795,3.034
07/05/2013,129.43357849121094,3.034
07/08/2013,130.10964965820312,3.034
07/08/2013,130.10964965820312,3.034
07/09/2013,130.9590698593604,3.034
07/09/2013,131.0977325439453,3.034
07/10/2013,131.02835648085156,3.034
07/10/2013,131.1323699951172,3.034
07/11/2013,132.67509225465838,3.034
07/11/2013,132.9871063232422,3.034
07/12/2013,132.9524058582798,3.034
07/12/2013,133.02174377441406,3.034
07/15/2013,133.33378763777412,3.034
07/15/2013,133.5071258544922,3.034
07/16/2013,133.57643973853283,3.034
07/16/2013,133.00442504882812,3.034
07/17/2013,133.50713950397105,3.034
07/17/2013,133.33380126953125,3.034
07/18/2013,133.62842321577634,3.034
07/18/2013,134.09645080566406,3.034
07/19/2013,133.81911407119682,3.034
07/19/2013,134.33914184570312,3.034
07/22/2013,134.5124949597878,3.034
07/22/2013,134.5818328857422,3.034
07/23/2013,134.8418415097278,3.034
07/23/2013,134.3044891357422,3.034
07/24/2013,134.8418460224571,3.034
07/24/2013,133.8018035888672,3.034
07/25/2013,133.52445154223508,3.034
07/25/2013,134.0444793701172,3.034
07/26/2013,133.5417757823269,3.034
07/26/2013,134.21780395507812,3.034
07/29/2013,133.92318162262276,3.034
07/29/2013,133.8191680908203,3.034
07/30/2013,134.3045298928358,3.034
07/30/2013,133.8365020751953,3.034
07/31/2013,134.13118607753347,3.034
07/31/2013,133.87118530273438,3.034
08/01/2013,134.9285516837784,3.034
08/01/2013,135.50057983398438,3.034
08/02/2013,135.22322005451966,3.034
08/02/2013,135.7085723876953,3.034
08/05/2013,135.50057962246973,3.034
08/05/2013,135.62191772460938,3.034
08/06/2013,135.30988005571993,3.034
08/06/2013,134.80718994140625,3.034
08/07/2013,134.33914184570312,3.034
08/07/2013,134.33914184570312,3.034
08/08/2013,134.96320360267688,3.034
08/08/2013,134.80718994140625,3.034
08/09/2013,134.65121121105147,3.034
08/09/2013,134.42587280273438,3.034
08/12/2013,133.76710449634965,3.034
08/12/2013,134.25245666503906,3.034
08/13/2013,134.477815226505,3.034
08/13/2013,134.77249145507812,3.034
08/14/2013,134.61648432087776,3.034
08/14/2013,134.00978088378906,3.034
08/15/2013,132.88308242605325,3.034
08/15/2013,132.05104064941406,3.034
08/16/2013,131.84306173609392,3.034
08/16/2013,131.6697235107422,3.034
08/19/2013,131.47904500488073,3.034
08/19/2013,130.8376922607422,3.034
08/20/2013,131.04565202313532,3.034
08/20/2013,131.357666015625,3.034
08/21/2013,131.09768549676258,3.034
08/21/2013,130.68167114257812,3.034
08/22/2013,130.90699655043898,3.034
08/22/2013,131.82571411132812,3.034
08/23/2013,132.24169542049202,3.034
08/23/2013,132.259033203125,3.034
08/26/2013,132.43241387075423,3.034
08/26/2013,131.84304809570312,3.034
08/27/2013,130.50835739682702,3.034
08/27/2013,129.6763153076172,3.034
08/28/2013,129.6069595603202,3.034
08/28/2013,130.10964965820312,3.034
08/29/2013,129.81498259584578,3.034
08/29/2013,130.3176727294922,3.034
08/30/2013,130.56034017520744,3.034
08/30/2013,129.74563598632812,3.034
09/03/2013,131.14972789074287,3.034
09/03/2013,130.50836181640625,3.034
09/04/2013,130.54302232641783,3.034
09/04/2013,131.60040283203125,3.034
09/05/2013,131.65235156467662,3.034
09/05/2013,131.56568908691406,3.034
09/06/2013,132.20709109353984,3.034
09/06/2013,131.79107666015625,3.034
09/09/2013,132.17237548029016,3.034
09/09/2013,133.09107971191406,3.034
09/10/2013,133.8884370740635,3.034
09/10/2013,134.09645080566406,3.034
09/11/2013,133.90579142827676,3.034
09/11/2013,134.51248168945312,3.034
09/12/2013,134.47784279288456,3.034
09/12/2013,134.18316650390625,3.034
09/13/2013,134.26983424186164,3.034
09/13/2013,134.46051025390625,3.034
09/16/2013,135.91654279446857,3.034
09/16/2013,135.27517700195312,3.034
09/17/2013,135.34454274156727,3.034
09/17/2013,135.82989501953125,3.034
09/18/2013,135.79525109361248,3.034
09/18/2013,137.45933532714844,3.034
09/19/2013,137.77131338174217,3.034
09/19/2013,137.23394775390625,3.034
09/20/2013,137.51129721441325,3.034
09/20/2013,136.15924072265625,3.034
09/23/2013,136.02513117553795,3.134
09/23/2013,135.65928649902344,3.134
09/24/2013,135.57217319781572,3.134
09/24/2013,135.3631134033203,3.134
09/25/2013,135.36312836404707,3.134
09/25/2013,134.92759704589844,3.134
09/26/2013,135.11921837270705,3.134
09/26/2013,135.4676513671875,3.134
09/27/2013,134.75334228879439,3.134
09/27/2013,134.89271545410156,3.134
09/30/2013,133.6209577429199,3.134
09/30/2013,134.1436004638672,3.134
10/01/2013,134.17845236309236,3.134
10/01/2013,135.1714630126953,3.134
10/02/2013,134.30041598674845,3.134
10/02/2013,134.9972686767578,3.134
10/03/2013,134.6662436178898,3.134
10/03/2013,133.79518127441406,3.134
10/04/2013,133.86487008530054,3.134
10/04/2013,134.77078247070312,3.134
10/07/2013,133.58610452100208,3.134
10/07/2013,133.62094116210938,3.134
10/08/2013,133.5686779140536,3.134
10/08/2013,132.07044982910156,3.134
10/09/2013,132.31434618792122,3.134
10/09/2013,132.07044982910156,3.134
10/10/2013,133.44673291637093,3.134
10/10/2013,135.0494842529297,3.134
10/11/2013,134.78817883447897,3.134
10/11/2013,135.8508758544922,3.134
10/14/2013,135.0320900249171,3.134
10/14/2013,136.44320678710938,3.134
10/15/2013,136.0424954315665,3.134
10/15/2013,135.43275451660156,3.134
10/16/2013,136.19929694659413,3.134
10/16/2013,137.2794189453125,3.134
10/17/2013,136.756805777954,3.134
10/17/2013,138.22018432617188,3.134
10/18/2013,138.70799293358462,3.134
10/18/2013,139.14352416992188,3.134
10/21/2013,139.23059221788776,3.134
10/21/2013,139.2131805419922,3.134
10/22/2013,139.59643571209958,3.134
10/22/2013,139.9622802734375,3.134
10/23/2013,139.5093532918354,3.134
10/23/2013,139.31771850585938,3.134
10/24/2013,139.56160066665223,3.134
10/24/2013,139.77066040039062,3.134
10/25/2013,140.06683305086435,3.134
10/25/2013,140.41525268554688,3.134
10/28/2013,140.37174239156442,3.134
10/28/2013,140.58950805664062,3.134
10/29/2013,140.92918522643978,3.134
10/29/2013,141.4518280029297,3.134
10/30/2013,141.57378268369928,3.134
10/30/2013,140.65916442871094,3.134
10/31/2013,140.58941733065762,3.134
10/31/2013,140.136474609375,3.134
11/01/2013,140.48495456476726,3.134
11/01/2013,140.53721618652344,3.134
11/04/2013,141.03369203567277,3.134
11/04/2013,141.17306518554688,3.134
11/05/2013,140.53723231188687,3.134
11/05/2013,140.7462921142578,3.134
11/06/2013,141.29501291641918,3.134
11/06/2013,141.3995361328125,3.134
11/07/2013,141.67828230739406,3.134
11/07/2013,139.58773803710938,3.134
11/08/2013,139.56159375592162,3.134
11/08/2013,141.50405883789062,3.134
11/11/2013,141.3560180931326,3.134
11/11/2013,141.47796630859375,3.134
11/12/2013,141.19050711505034,3.134
11/12/2013,141.22535705566406,3.134
11/13/2013,140.52851296461913,3.134
11/13/2013,142.31419372558594,3.134
11/14/2013,142.51451076760037,3.134
11/14/2013,143.10682678222656,3.134
11/15/2013,143.28976482044567,3.134
11/15/2013,143.7252960205078,3.134
11/18/2013,143.96924553455838,3.134
11/18/2013,143.19400024414062,3.134
11/19/2013,143.09809200386158,3.134
11/19/2013,142.91517639160156,3.134
11/20/2013,143.15042916045957,3.134
11/20/2013,142.46229553222656,3.134
11/21/2013,142.85422612353167,3.134
11/21/2013,143.57720947265625,3.134
11/22/2013,143.64692669768127,3.134
11/22/2013,144.30892944335938,3.134
11/25/2013,144.53535615668588,3.134
11/25/2013,144.22178649902344,3.134
11/26/2013,144.23921312942664,3.134
11/26/2013,144.15211486816406,3.134
11/27/2013,144.33505337460497,3.134
11/27/2013,144.5441131591797,3.134
11/29/2013,144.68347016676603,3.134
11/29/2013,144.3350372314453,3.134
12/02/2013,144.55281863128033,3.134
12/02/2013,144.10858154296875,3.134
12/03/2013,143.62946358486883,3.134
12/03/2013,143.5510711669922,3.134
12/04/2013,142.94132211453052,3.134
12/04/2013,143.38555908203125,3.134
12/05/2013,143.20262126473844,3.134
12/05/2013,142.83677673339844,3.134
12/06/2013,144.20438322539718,3.134
12/06/2013,144.4569854736328,3.134
12/09/2013,144.81412519367242,3.134
12/09/2013,144.78799438476562,3.134
12/10/2013,144.43955041055492,3.134
12/10/2013,144.2914581298828,3.134
12/11/2013,144.30892890902038,3.134
12/11/2013,142.65391540527344,3.134
12/12/2013,142.54067154122737,3.134
12/12/2013,142.18353271484375,3.134
12/13/2013,142.44480018155755,3.134
12/13/2013,142.13992309570312,3.134
12/16/2013,142.81938124692564,3.134
12/16/2013,143.0458526611328,3.134
12/17/2013,143.14168459166075,3.134
12/17/2013,142.5406494140625,3.134
12/18/2013,142.7845714866055,3.134
12/18/2013,145.02320861816406,3.134
12/19/2013,144.6224746408717,3.134
12/19/2013,144.8925018310547,3.134
12/20/2013,144.9796136782455,3.134
12/20/2013,145.6241912841797,3.134
12/23/2013,146.39945925809977,3.134
12/23/2013,147.16598510742188,3.134
12/24/2013,146.46012252522928,3.108
12/24/2013,146.8279571533203,3.108
12/26/2013,147.09066693474625,3.108
12/26/2013,147.51104736328125,3.108
12/27/2013,147.76507477763045,3.108
12/27/2013,147.5198516845703,3.108
12/30/2013,147.53734354613516,3.108
12/30/2013,147.45851135253906,3.108
12/31/2013,147.71249843749558,3.108
12/31/2013,148.14163208007812,3.108
01/02/2014,147.598624475702,3.108
01/02/2014,146.81040954589844,3.108
01/03/2014,147.02937480757234,3.108
01/03/2014,146.67904663085938,3.108
01/06/2014,147.23082674418842,3.108
01/06/2014,146.3112335205078,3.108
01/07/2014,146.89800590307456,3.108
01/07/2014,147.22206115722656,3.108
01/08/2014,147.19576843895913,3.108
01/08/2014,147.28334045410156,3.108
01/09/2014,147.72130187160522,3.108
01/09/2014,147.37098693847656,3.108
01/10/2014,147.6161248233779,3.108
01/10/2014,147.71246337890625,3.108
01/13/2014,147.38841360839535,3.108
01/13/2014,145.8382568359375,3.108
01/14/2014,146.28491616977536,3.108
01/14/2014,147.3533935546875,3.108
01/15/2014,147.68621031908376,3.108
01/15/2014,148.18540954589844,3.108
01/16/2014,147.85261087863827,3.108
01/16/2014,147.95770263671875,3.108
01/17/2014,147.7475082288988,3.108
01/17/2014,147.31837463378906,3.108
01/21/2014,148.20297330459002,3.108
01/21/2014,147.7825927734375,3.108
01/22/2014,148.06282487699397,3.108
01/22/2014,147.87014770507812,3.108
01/23/2014,147.14321977180722,3.108
01/23/2014,146.67904663085938,3.108
01/24/2014,145.70687220919433,3.108
01/24/2014,143.52613830566406,3.108
01/27/2014,143.692578213808,3.108
01/27/2014,142.82553100585938,3.108
01/28/2014,142.9656758731131,3.108
01/28/2014,143.71009826660156,3.108
01/29/2014,142.53652052165174,3.108
01/29/2014,142.2124786376953,3.108
01/30/2014,143.53493100859603,3.108
01/30/2014,143.80642700195312,3.108
01/31/2014,142.01102786386662,3.108
01/31/2014,142.91310119628906,3.108
02/03/2014,142.77298152303382,3.108
02/03/2014,139.7864990234375,3.108
02/04/2014,140.38201745970156,3.108
02/04/2014,140.7323455810547,3.108
02/05/2014,140.21564621318248,3.108
02/05/2014,140.4958953857422,3.108
02/06/2014,140.92504387860717,3.108
02/06/2014,142.37887573242188,3.108
02/07/2014,143.0795049200931,3.108
02/07/2014,144.21804809570312,3.108
02/10/2014,144.19176353438556,3.108
02/10/2014,144.44573974609375,3.108
02/11/2014,144.61212946145028,3.108
02/11/2014,146.03968811035156,3.108
02/12/2014,146.2499137354147,3.108
02/12/2014,146.17108154296875,3.108
02/13/2014,145.12010091817987,3.108
02/13/2014,146.88922119140625,3.108
02/14/2014,146.74913843661014,3.108
02/14/2014,147.66873168945312,3.108
02/18/2014,147.78258826504285,3.108
02/18/2014,147.88768005371094,3.108
02/19/2014,147.50231202007646,3.108
02/19/2014,146.87173461914062,3.108
02/20/2014,147.0731427870045,3.108
02/20/2014,147.70372009277344,3.108
02/21/2014,148.0277744651528,3.108
02/21/2014,147.6336669921875,3.108
02/24/2014,147.89640462333327,3.108
02/24/2014,148.3343048095703,3.108
02/25/2014,148.51820809071896,3.108
02/25/2014,148.28173828125,3.108
02/26/2014,148.52696128230994,3.108
02/26/2014,148.28173828125,3.108
02/27/2014,148.14161008662884,3.108
02/27/2014,149.10499572753906,3.108
02/28/2014,149.07873907793615,3.108
02/28/2014,149.4378204345703,3.108
03/03/2014,148.1766923488518,3.108
03/03/2014,148.4131622314453,3.108
03/04/2014,149.9107229571169,3.108
03/04/2014,150.5325469970703,3.108
03/05/2014,150.63768724657814,3.108
03/05/2014,150.55886840820312,3.108
03/06/2014,151.1105796085366,3.108
03/06/2014,151.04052734375,3.108
03/07/2014,151.58353991349173,3.108
03/07/2014,151.00550842285156,3.108
03/10/2014,150.84787344782563,3.108
03/10/2014,151.0317840576172,3.108
03/11/2014,151.2770141809812,3.108
03/11/2014,150.1997833251953,3.108
03/12/2014,149.54289811908436,3.108
03/12/2014,150.30484008789062,3.108
03/13/2014,150.76028937345336,3.108
03/13/2014,148.64085388183594,3.108
03/14/2014,148.31679030689293,3.108
03/14/2014,148.21168518066406,3.108
03/17/2014,148.9386033434339,3.108
03/17/2014,149.54290771484375,3.108
03/18/2014,149.8231384965096,3.108
03/18/2014,150.60260009765625,3.108
03/19/2014,150.66391132465426,3.108
03/19/2014,149.77935791015625,3.108
03/20/2014,149.48156628666877,3.108
03/20/2014,150.62887573242188,3.108
03/21/2014,151.34704631955373,3.108
03/21/2014,150.1296844482422,3.108
03/24/2014,150.61269382279053,3.217
03/24/2014,149.49534606933594,3.217
03/25/2014,150.25197881713268,3.217
03/25/2014,150.2255859375,3.217
03/26/2014,150.78867735366902,3.217
03/26/2014,149.1170654296875,3.217
03/27/2014,148.96747916068742,3.217
03/27/2014,148.81790161132812,3.217
03/28/2014,149.24026247119963,3.217
03/28/2014,149.47779846191406,3.217
03/31/2014,150.48068449745284,3.217
03/31/2014,150.75343322753906,3.217
04/01/2014,151.21095096799343,3.217
04/01/2014,151.76522827148438,3.217
04/02/2014,151.9587958720382,3.217
04/02/2014,152.28431701660156,3.217
04/03/2014,152.49549115389496,3.217
04/03/2014,152.0467987060547,3.217
04/04/2014,152.88256965816603,3.217
04/04/2014,150.21678161621094,3.217
04/07/2014,149.8824731438905,3.217
04/07/2014,148.59796142578125,3.217
04/08/2014,148.50118858098412,3.217
04/08/2014,149.21383666992188,3.217
04/09/2014,149.63610232484558,3.217
04/09/2014,150.82382202148438,3.217
04/10/2014,150.81504926819252,3.217
04/10/2014,147.60379028320312,3.217
04/11/2014,146.85595400584214,3.217
04/11/2014,146.27528381347656,3.217
04/14/2014,147.4366391621094,3.217
04/14/2014,147.45423889160156,3.217
04/15/2014,147.78855071310232,3.217
04/15/2014,148.47479248046875,3.217
04/16/2014,149.49534653397603,3.217
04/16/2014,150.0408172607422,3.217
04/17/2014,149.87366078184021,3.217
04/17/2014,150.21678161621094,3.217
04/21/2014,150.31358680996908,3.217
04/21/2014,150.7710723876953,3.217
04/22/2014,150.94704499488685,3.217
04/22/2014,151.43092346191406,3.217
04/23/2014,151.4045046957057,3.217
04/23/2014,151.0701904296875,3.217
04/24/2014,151.8796091740218,3.217
04/24/2014,151.40451049804688,3.217
04/25/2014,150.9294879808185,3.217
04/25/2014,150.19046020507812,3.217
04/28/2014,150.78862861454644,3.217
04/28/2014,150.64785766601562,3.217
04/29/2014,151.1405370736695,3.217
04/29/2014,151.36929321289062,3.217
04/30/2014,151.10539386136756,3.217
04/30/2014,151.84442138671875,3.217
05/01/2014,151.76522523863738,3.217
05/01/2014,151.85321044921875,3.217
05/02/2014,151.81801559092742,3.217
05/02/2014,151.60687255859375,3.217
05/05/2014,150.8766503000061,3.217
05/05/2014,151.92359924316406,3.217
05/06/2014,151.56285692705933,3.217
05/06/2014,150.60386657714844,3.217
05/07/2014,151.08780993021077,3.217
05/07/2014,151.49252319335938,3.217
05/08/2014,151.29013769690218,3.217
05/08/2014,151.30772399902344,3.217
05/09/2014,151.30772832162816,3.217
05/09/2014,151.57167053222656,3.217
05/12/2014,152.1699467159808,3.217
05/12/2014,153.00575256347656,3.217
05/13/2014,153.1641164554758,3.217
05/13/2014,153.1465301513672,3.217
05/14/2014,153.00574058664404,3.217
05/14/2014,152.407470703125,3.217
05/15/2014,152.11718277135293,3.217
05/15/2014,151.0350341796875,3.217
05/16/2014,151.14935025082949,3.217
05/16/2014,151.6244354248047,3.217
05/19/2014,151.30771841165057,3.217
05/19/2014,152.14352416992188,3.217
05/20/2014,152.08193935988956,3.217
05/20/2014,151.1405487060547,3.217
05/21/2014,151.64207925113405,3.217
05/21/2014,152.4514923095703,3.217
05/22/2014,152.51310664958342,3.217
05/22/2014,152.86502075195312,3.217
05/23/2014,153.00572817750214,3.217
05/23/2014,153.4984130859375,3.217
05/27/2014,154.04392719435162,3.217
05/27/2014,154.40464782714844,3.217
05/28/2014,154.4222491437569,3.217
05/28/2014,154.2462921142578,3.217
05/29/2014,154.68616889316257,3.217
05/29/2014,155.12606811523438,3.217
05/30/2014,154.98532451773426,3.217
05/30/2014,155.3284454345703,3.217
06/02/2014,155.57476549674683,3.217
06/02/2014,155.53956604003906,3.217
06/03/2014,155.15247310427745,3.217
06/03/2014,155.4427947998047,3.217
06/04/2014,155.1700421606564,3.217
06/04/2014,155.7243194580078,3.217
06/05/2014,155.93549128813316,3.217
06/05/2014,156.78009033203125,3.217
06/06/2014,157.149588027281,3.217
06/06/2014,157.5279083251953,3.217
06/09/2014,157.5191611639943,3.217
06/09/2014,157.6863250732422,3.217
06/10/2014,157.51030961137562,3.217
06/10/2014,157.72146606445312,3.217
06/11/2014,157.16720428926203,3.217
06/11/2014,157.21119689941406,3.217
06/12/2014,156.97364565687363,3.217
06/12/2014,156.0410614013672,3.217
06/13/2014,156.36654284571122,3.217
06/13/2014,156.53370666503906,3.217
06/16/2014,156.33139798132888,3.217
06/16/2014,156.6657257080078,3.217
06/17/2014,156.45458939245836,3.217
06/17/2014,157.07923889160156,3.217
06/18/2014,157.12320292316545,3.217
06/18/2014,158.2493438720703,3.217
06/19/2014,158.3988937487962,3.217
06/19/2014,158.44288635253906,3.217
06/20/2014,158.81242931904097,3.217
06/20/2014,158.7596435546875,3.217
06/23/2014,158.8117599888638,3.2880000000000003
06/23/2014,158.6880340576172,3.2880000000000003
06/24/2014,158.44944674361508,3.2880000000000003
06/24/2014,157.75128173828125,3.2880000000000003
06/25/2014,157.43310508902536,3.2880000000000003
06/25/2014,158.42291259765625,3.2880000000000003
06/26/2014,158.51131573427853,3.2880000000000003
06/26/2014,158.34339904785156,3.2880000000000003
06/27/2014,158.00758874980968,3.2880000000000003
06/27/2014,158.6173858642578,3.2880000000000003
06/30/2014,158.57313537597656,3.2880000000000003
06/30/2014,158.57313537597656,3.2880000000000003
07/01/2014,158.97084741715642,3.2880000000000003
07/01/2014,159.6866912841797,3.2880000000000003
07/02/2014,159.66901779155233,3.2880000000000003
07/02/2014,159.8015899658203,3.2880000000000003
07/03/2014,160.23462662255903,3.2880000000000003
07/03/2014,160.60580444335938,3.2880000000000003
07/07/2014,160.296473205342,3.2880000000000003
07/07/2014,160.08436584472656,3.2880000000000003
07/08/2014,159.75744162617642,3.2880000000000003
07/08/2014,159.05043029785156,3.2880000000000003
07/09/2014,159.3950414870301,3.2880000000000003
07/09/2014,159.71319580078125,3.2880000000000003
07/10/2014,158.2019541152096,3.2880000000000003
07/10/2014,159.1033935546875,3.2880000000000003
07/11/2014,159.02390909652922,3.2880000000000003
07/11/2014,159.3155517578125,3.2880000000000003
07/14/2014,160.13739526677608,3.2880000000000003
07/14/2014,160.10205078125,3.2880000000000003
07/15/2014,160.18160858680415,3.2880000000000003
07/15/2014,159.82810974121094,3.2880000000000003
07/16/2014,160.5350651318384,3.2880000000000003
07/16/2014,160.43785095214844,3.2880000000000003
07/17/2014,159.92532787509808,3.2880000000000003
07/17/2014,158.5554962158203,3.2880000000000003
07/18/2014,159.094556768646,3.2880000000000003
07/18/2014,160.22576904296875,3.2880000000000003
07/21/2014,159.70436936758662,3.2880000000000003
07/21/2014,159.88111877441406,3.2880000000000003
07/22/2014,160.47322841880037,3.2880000000000003
07/22/2014,160.59695434570312,3.2880000000000003
07/23/2014,160.84444629484088,3.2880000000000003
07/23/2014,160.9770050048828,3.2880000000000003
07/24/2014,161.16260068405956,3.2880000000000003
07/24/2014,160.9770050048828,3.2880000000000003
07/25/2014,160.5351322986802,3.2880000000000003
07/25/2014,160.20814514160156,3.2880000000000003
07/28/2014,160.2699911011316,3.2880000000000003
07/28/2014,160.27882385253906,3.2880000000000003
07/29/2014,160.5792871148643,3.2880000000000003
07/29/2014,159.5983123779297,3.2880000000000003
07/30/2014,160.15508583230533,3.2880000000000003
07/30/2014,159.5983123779297,3.2880000000000003
07/31/2014,158.50244577409796,3.2880000000000003
07/31/2014,156.3902587890625,3.2880000000000003
08/01/2014,156.00139063925297,3.2880000000000003
08/01/2014,156.01022338867188,3.2880000000000003
08/04/2014,156.2577239489695,3.2880000000000003
08/04/2014,157.10614013671875,3.2880000000000003
08/05/2014,156.46096715013877,3.2880000000000003
08/05/2014,155.51535034179688,3.2880000000000003
08/06/2014,154.83482009850562,3.2880000000000003
08/06/2014,155.61253356933594,3.2880000000000003
08/07/2014,156.33725692851607,3.2880000000000003
08/07/2014,154.77301025390625,3.2880000000000003
08/08/2014,155.09115326970377,3.2880000000000003
08/08/2014,156.56703186035156,3.2880000000000003
08/11/2014,157.19447802996837,3.2880000000000003
08/11/2014,157.00889587402344,3.2880000000000003
08/12/2014,156.8410127300925,3.2880000000000003
08/12/2014,156.82333374023438,3.2880000000000003
08/13/2014,157.44193802923184,3.2880000000000003
08/13/2014,157.92800903320312,3.2880000000000003
08/14/2014,158.12248196995782,3.2880000000000003
08/14/2014,158.6173858642578,3.2880000000000003
08/15/2014,159.20944399606176,3.2880000000000003
08/15/2014,158.57313537597656,3.2880000000000003
08/18/2014,159.48344654077346,3.2880000000000003
08/18/2014,159.8899688720703,3.2880000000000003
08/19/2014,160.31418846740272,3.2880000000000003
08/19/2014,160.7384033203125,3.2880000000000003
08/20/2014,160.54394340571181,3.2880000000000003
08/20/2014,161.1802520751953,3.2880000000000003
08/21/2014,161.35698942636583,3.2880000000000003
08/21/2014,161.63978576660156,3.2880000000000003
08/22/2014,161.55141579157234,3.2880000000000003
08/22/2014,161.3834991455078,3.2880000000000003
08/25/2014,162.20540450935988,3.2880000000000003
08/25/2014,162.22308349609375,3.2880000000000003
08/26/2014,162.36446934645116,3.2880000000000003
08/26/2014,162.3556365966797,3.2880000000000003
08/27/2014,162.44400999774217,3.2880000000000003
08/27/2014,162.32911682128906,3.2880000000000003
08/28/2014,161.74583758671255,3.2880000000000003
08/28/2014,162.20538330078125,3.2880000000000003
08/29/2014,162.4616987174517,3.2880000000000003
08/29/2014,162.6031036376953,3.2880000000000003
09/02/2014,162.8770838036995,3.2880000000000003
09/02/2014,162.55892944335938,3.2880000000000003
