NALFX,New Alternatives Fund- Class A,
Date,Price,Annualized Dividend
12/31/1982,8.132161140441895,0.0
12/31/1982,8.132161140441895,0.0
01/03/1983,8.132161140441895,0.0
01/03/1983,8.132161140441895,0.0
01/04/1983,8.132161140441895,0.0
01/04/1983,8.132161140441895,0.0
01/05/1983,8.132161140441895,0.0
01/05/1983,8.132161140441895,0.0
01/06/1983,8.132161140441895,0.0
01/06/1983,8.132161140441895,0.0
01/07/1983,8.132161140441895,0.0
01/07/1983,8.132161140441895,0.0
01/10/1983,8.132161140441895,0.0
01/10/1983,8.132161140441895,0.0
01/11/1983,8.132161140441895,0.0
01/11/1983,8.132161140441895,0.0
01/12/1983,8.132161140441895,0.0
01/12/1983,8.132161140441895,0.0
01/13/1983,8.132161140441895,0.0
01/13/1983,8.132161140441895,0.0
01/14/1983,8.132161140441895,0.0
01/14/1983,8.132161140441895,0.0
01/17/1983,8.132161140441895,0.0
01/17/1983,8.132161140441895,0.0
01/18/1983,8.132161140441895,0.0
01/18/1983,8.132161140441895,0.0
01/19/1983,8.132161140441895,0.0
01/19/1983,8.132161140441895,0.0
01/20/1983,8.132161140441895,0.0
01/20/1983,8.132161140441895,0.0
01/21/1983,8.132161140441895,0.0
01/21/1983,8.132161140441895,0.0
01/24/1983,8.132161140441895,0.0
01/24/1983,8.132161140441895,0.0
01/25/1983,8.132161140441895,0.0
01/25/1983,8.132161140441895,0.0
01/26/1983,8.132161140441895,0.0
01/26/1983,8.132161140441895,0.0
01/27/1983,8.132161140441895,0.0
01/27/1983,8.132161140441895,0.0
01/28/1983,8.132161140441895,0.0
01/28/1983,8.132161140441895,0.0
01/31/1983,8.5800199508667,0.0
01/31/1983,8.5800199508667,0.0
02/01/1983,8.5800199508667,0.0
02/01/1983,8.5800199508667,0.0
02/02/1983,8.5800199508667,0.0
02/02/1983,8.5800199508667,0.0
02/03/1983,8.5800199508667,0.0
02/03/1983,8.5800199508667,0.0
02/04/1983,8.5800199508667,0.0
02/04/1983,8.5800199508667,0.0
02/07/1983,8.5800199508667,0.0
02/07/1983,8.5800199508667,0.0
02/08/1983,8.5800199508667,0.0
02/08/1983,8.5800199508667,0.0
02/09/1983,8.5800199508667,0.0
02/09/1983,8.5800199508667,0.0
02/10/1983,8.5800199508667,0.0
02/10/1983,8.5800199508667,0.0
02/11/1983,8.5800199508667,0.0
02/11/1983,8.5800199508667,0.0
02/14/1983,8.5800199508667,0.0
02/14/1983,8.5800199508667,0.0
02/15/1983,8.5800199508667,0.0
02/15/1983,8.5800199508667,0.0
02/16/1983,8.5800199508667,0.0
02/16/1983,8.5800199508667,0.0
02/17/1983,8.5800199508667,0.0
02/17/1983,8.5800199508667,0.0
02/18/1983,8.5800199508667,0.0
02/18/1983,8.5800199508667,0.0
02/22/1983,8.5800199508667,0.0
02/22/1983,8.5800199508667,0.0
02/23/1983,8.5800199508667,0.0
02/23/1983,8.5800199508667,0.0
02/24/1983,8.5800199508667,0.0
02/24/1983,8.5800199508667,0.0
02/25/1983,8.5800199508667,0.0
02/25/1983,8.5800199508667,0.0
02/28/1983,8.827521324157715,0.0
02/28/1983,8.827521324157715,0.0
03/01/1983,8.827521324157715,0.0
03/01/1983,8.827521324157715,0.0
03/02/1983,8.827521324157715,0.0
03/02/1983,8.827521324157715,0.0
03/03/1983,8.827521324157715,0.0
03/03/1983,8.827521324157715,0.0
03/04/1983,8.827521324157715,0.0
03/04/1983,8.827521324157715,0.0
03/07/1983,8.827521324157715,0.0
03/07/1983,8.827521324157715,0.0
03/08/1983,8.827521324157715,0.0
03/08/1983,8.827521324157715,0.0
03/09/1983,8.827521324157715,0.0
03/09/1983,8.827521324157715,0.0
03/10/1983,8.827521324157715,0.0
03/10/1983,8.827521324157715,0.0
03/11/1983,8.827521324157715,0.0
03/11/1983,8.827521324157715,0.0
03/14/1983,8.827521324157715,0.0
03/14/1983,8.827521324157715,0.0
03/15/1983,8.827521324157715,0.0
03/15/1983,8.827521324157715,0.0
03/16/1983,8.827521324157715,0.0
03/16/1983,8.827521324157715,0.0
03/17/1983,8.827521324157715,0.0
03/17/1983,8.827521324157715,0.0
03/18/1983,8.827521324157715,0.0
03/18/1983,8.827521324157715,0.0
03/21/1983,8.827521324157715,0.0
03/21/1983,8.827521324157715,0.0
03/22/1983,8.827521324157715,0.0
03/22/1983,8.827521324157715,0.0
03/23/1983,8.827521324157715,0.0
03/23/1983,8.827521324157715,0.0
03/24/1983,8.827521324157715,0.0
03/24/1983,8.827521324157715,0.0
03/25/1983,8.827521324157715,0.0
03/25/1983,8.827521324157715,0.0
03/28/1983,8.827521324157715,0.0
03/28/1983,8.827521324157715,0.0
03/29/1983,8.827521324157715,0.0
03/29/1983,8.827521324157715,0.0
03/30/1983,8.827521324157715,0.0
03/30/1983,8.827521324157715,0.0
03/31/1983,8.898233413696289,0.0
03/31/1983,8.898233413696289,0.0
04/04/1983,8.898233413696289,0.0
04/04/1983,8.898233413696289,0.0
04/05/1983,8.898233413696289,0.0
04/05/1983,8.898233413696289,0.0
04/06/1983,8.898233413696289,0.0
04/06/1983,8.898233413696289,0.0
04/07/1983,8.898233413696289,0.0
04/07/1983,8.898233413696289,0.0
04/08/1983,8.898233413696289,0.0
04/08/1983,8.898233413696289,0.0
04/11/1983,8.898233413696289,0.0
04/11/1983,8.898233413696289,0.0
04/12/1983,8.898233413696289,0.0
04/12/1983,8.898233413696289,0.0
04/13/1983,8.898233413696289,0.0
04/13/1983,8.898233413696289,0.0
04/14/1983,8.898233413696289,0.0
04/14/1983,8.898233413696289,0.0
04/15/1983,8.898233413696289,0.0
04/15/1983,8.898233413696289,0.0
04/18/1983,8.898233413696289,0.0
04/18/1983,8.898233413696289,0.0
04/19/1983,8.898233413696289,0.0
04/19/1983,8.898233413696289,0.0
04/20/1983,8.898233413696289,0.0
04/20/1983,8.898233413696289,0.0
04/21/1983,8.898233413696289,0.0
04/21/1983,8.898233413696289,0.0
04/22/1983,8.898233413696289,0.0
04/22/1983,8.898233413696289,0.0
04/25/1983,8.898233413696289,0.0
04/25/1983,8.898233413696289,0.0
04/26/1983,8.898233413696289,0.0
04/26/1983,8.898233413696289,0.0
04/27/1983,8.898233413696289,0.0
04/27/1983,8.898233413696289,0.0
04/28/1983,8.898233413696289,0.0
04/28/1983,8.898233413696289,0.0
04/29/1983,9.184502601623535,0.18
04/29/1983,9.184502601623535,0.18
05/02/1983,9.184502601623535,0.18
05/02/1983,9.184502601623535,0.18
05/03/1983,9.184502601623535,0.18
05/03/1983,9.184502601623535,0.18
05/04/1983,9.184502601623535,0.18
05/04/1983,9.184502601623535,0.18
05/05/1983,9.184502601623535,0.18
05/05/1983,9.184502601623535,0.18
05/06/1983,9.184502601623535,0.18
05/06/1983,9.184502601623535,0.18
05/09/1983,9.184502601623535,0.18
05/09/1983,9.184502601623535,0.18
05/10/1983,9.184502601623535,0.18
05/10/1983,9.184502601623535,0.18
05/11/1983,9.184502601623535,0.18
05/11/1983,9.184502601623535,0.18
05/12/1983,9.184502601623535,0.18
05/12/1983,9.184502601623535,0.18
05/13/1983,9.184502601623535,0.18
05/13/1983,9.184502601623535,0.18
05/16/1983,9.184502601623535,0.18
05/16/1983,9.184502601623535,0.18
05/17/1983,9.184502601623535,0.18
05/17/1983,9.184502601623535,0.18
05/18/1983,9.184502601623535,0.18
05/18/1983,9.184502601623535,0.18
05/19/1983,9.184502601623535,0.18
05/19/1983,9.184502601623535,0.18
05/20/1983,9.184502601623535,0.18
05/20/1983,9.184502601623535,0.18
05/23/1983,9.184502601623535,0.18
05/23/1983,9.184502601623535,0.18
05/24/1983,9.184502601623535,0.18
05/24/1983,9.184502601623535,0.18
05/25/1983,9.184502601623535,0.18
05/25/1983,9.184502601623535,0.18
05/26/1983,9.184502601623535,0.18
05/26/1983,9.184502601623535,0.18
05/27/1983,9.184502601623535,0.18
05/27/1983,9.184502601623535,0.18
05/31/1983,9.440953254699707,0.18
05/31/1983,9.440953254699707,0.18
06/01/1983,9.440953254699707,0.18
06/01/1983,9.440953254699707,0.18
06/02/1983,9.440953254699707,0.18
06/02/1983,9.440953254699707,0.18
06/03/1983,9.440953254699707,0.18
06/03/1983,9.440953254699707,0.18
06/06/1983,9.440953254699707,0.18
06/06/1983,9.440953254699707,0.18
06/07/1983,9.440953254699707,0.18
06/07/1983,9.440953254699707,0.18
06/08/1983,9.440953254699707,0.18
06/08/1983,9.440953254699707,0.18
06/09/1983,9.440953254699707,0.18
06/09/1983,9.440953254699707,0.18
06/10/1983,9.440953254699707,0.18
06/10/1983,9.440953254699707,0.18
06/13/1983,9.440953254699707,0.18
06/13/1983,9.440953254699707,0.18
06/14/1983,9.440953254699707,0.18
06/14/1983,9.440953254699707,0.18
06/15/1983,9.440953254699707,0.18
06/15/1983,9.440953254699707,0.18
06/16/1983,9.440953254699707,0.18
06/16/1983,9.440953254699707,0.18
06/17/1983,9.440953254699707,0.18
06/17/1983,9.440953254699707,0.18
06/20/1983,9.440953254699707,0.18
06/20/1983,9.440953254699707,0.18
06/21/1983,9.440953254699707,0.18
06/21/1983,9.440953254699707,0.18
06/22/1983,9.440953254699707,0.18
06/22/1983,9.440953254699707,0.18
06/23/1983,9.440953254699707,0.18
06/23/1983,9.440953254699707,0.18
06/24/1983,9.440953254699707,0.18
06/24/1983,9.440953254699707,0.18
06/27/1983,9.440953254699707,0.18
06/27/1983,9.440953254699707,0.18
06/28/1983,9.440953254699707,0.18
06/28/1983,9.440953254699707,0.18
06/29/1983,9.440953254699707,0.18
06/29/1983,9.440953254699707,0.18
06/30/1983,9.440953254699707,0.18
06/30/1983,9.440953254699707,0.18
07/01/1983,9.440953254699707,0.18
07/01/1983,9.440953254699707,0.18
07/05/1983,9.440953254699707,0.18
07/05/1983,9.440953254699707,0.18
07/06/1983,9.440953254699707,0.18
07/06/1983,9.440953254699707,0.18
07/07/1983,9.440953254699707,0.18
07/07/1983,9.440953254699707,0.18
07/08/1983,9.440953254699707,0.18
07/08/1983,9.440953254699707,0.18
07/11/1983,9.440953254699707,0.18
07/11/1983,9.440953254699707,0.18
07/12/1983,9.440953254699707,0.18
07/12/1983,9.440953254699707,0.18
07/13/1983,9.440953254699707,0.18
07/13/1983,9.440953254699707,0.18
07/14/1983,9.440953254699707,0.18
07/14/1983,9.440953254699707,0.18
07/15/1983,9.440953254699707,0.18
07/15/1983,9.440953254699707,0.18
07/18/1983,9.440953254699707,0.18
07/18/1983,9.440953254699707,0.18
07/19/1983,9.440953254699707,0.18
07/19/1983,9.440953254699707,0.18
07/20/1983,9.440953254699707,0.18
07/20/1983,9.440953254699707,0.18
07/21/1983,9.440953254699707,0.18
07/21/1983,9.440953254699707,0.18
07/22/1983,9.440953254699707,0.18
07/22/1983,9.440953254699707,0.18
07/25/1983,9.440953254699707,0.18
07/25/1983,9.440953254699707,0.18
07/26/1983,9.440953254699707,0.18
07/26/1983,9.440953254699707,0.18
07/27/1983,9.440953254699707,0.18
07/27/1983,9.440953254699707,0.18
07/28/1983,9.440953254699707,0.18
07/28/1983,9.440953254699707,0.18
07/29/1983,9.196433067321777,0.18
07/29/1983,9.196433067321777,0.18
08/01/1983,9.196433067321777,0.18
08/01/1983,9.196433067321777,0.18
08/02/1983,9.196433067321777,0.18
08/02/1983,9.196433067321777,0.18
08/03/1983,9.196433067321777,0.18
08/03/1983,9.196433067321777,0.18
08/04/1983,9.196433067321777,0.18
08/04/1983,9.196433067321777,0.18
08/05/1983,9.196433067321777,0.18
08/05/1983,9.196433067321777,0.18
08/08/1983,9.196433067321777,0.18
08/08/1983,9.196433067321777,0.18
08/09/1983,9.196433067321777,0.18
08/09/1983,9.196433067321777,0.18
08/10/1983,9.196433067321777,0.18
08/10/1983,9.196433067321777,0.18
08/11/1983,9.196433067321777,0.18
08/11/1983,9.196433067321777,0.18
08/12/1983,9.196433067321777,0.18
08/12/1983,9.196433067321777,0.18
08/15/1983,9.196433067321777,0.18
08/15/1983,9.196433067321777,0.18
08/16/1983,9.196433067321777,0.18
08/16/1983,9.196433067321777,0.18
08/17/1983,9.196433067321777,0.18
08/17/1983,9.196433067321777,0.18
08/18/1983,9.196433067321777,0.18
08/18/1983,9.196433067321777,0.18
08/19/1983,9.196433067321777,0.18
08/19/1983,9.196433067321777,0.18
08/22/1983,9.196433067321777,0.18
08/22/1983,9.196433067321777,0.18
08/23/1983,9.196433067321777,0.18
08/23/1983,9.196433067321777,0.18
08/24/1983,9.196433067321777,0.18
08/24/1983,9.196433067321777,0.18
08/25/1983,9.196433067321777,0.18
08/25/1983,9.196433067321777,0.18
08/26/1983,9.196433067321777,0.18
08/26/1983,9.196433067321777,0.18
08/29/1983,9.196433067321777,0.18
08/29/1983,9.196433067321777,0.18
08/30/1983,9.196433067321777,0.18
08/30/1983,9.196433067321777,0.18
08/31/1983,9.071189880371094,0.18
08/31/1983,9.071189880371094,0.18
09/01/1983,9.071189880371094,0.18
09/01/1983,9.071189880371094,0.18
09/02/1983,9.071189880371094,0.18
09/02/1983,9.071189880371094,0.18
09/06/1983,9.071189880371094,0.18
09/06/1983,9.071189880371094,0.18
09/07/1983,9.071189880371094,0.18
09/07/1983,9.071189880371094,0.18
09/08/1983,9.071189880371094,0.18
09/08/1983,9.071189880371094,0.18
09/09/1983,9.071189880371094,0.18
09/09/1983,9.071189880371094,0.18
09/12/1983,9.071189880371094,0.18
09/12/1983,9.071189880371094,0.18
09/13/1983,9.071189880371094,0.18
09/13/1983,9.071189880371094,0.18
09/14/1983,9.071189880371094,0.18
09/14/1983,9.071189880371094,0.18
09/15/1983,9.071189880371094,0.18
09/15/1983,9.071189880371094,0.18
09/16/1983,9.071189880371094,0.18
09/16/1983,9.071189880371094,0.18
09/19/1983,9.071189880371094,0.18
09/19/1983,9.071189880371094,0.18
09/20/1983,9.071189880371094,0.18
09/20/1983,9.071189880371094,0.18
09/21/1983,9.071189880371094,0.18
09/21/1983,9.071189880371094,0.18
09/22/1983,9.071189880371094,0.18
09/22/1983,9.071189880371094,0.18
09/23/1983,9.071189880371094,0.18
09/23/1983,9.071189880371094,0.18
09/26/1983,9.071189880371094,0.18
09/26/1983,9.071189880371094,0.18
09/27/1983,9.071189880371094,0.18
09/27/1983,9.071189880371094,0.18
09/28/1983,9.071189880371094,0.18
09/28/1983,9.071189880371094,0.18
09/29/1983,9.071189880371094,0.18
09/29/1983,9.071189880371094,0.18
09/30/1983,9.184502601623535,0.18
09/30/1983,9.184502601623535,0.18
10/03/1983,9.184502601623535,0.18
10/03/1983,9.184502601623535,0.18
10/04/1983,9.184502601623535,0.18
10/04/1983,9.184502601623535,0.18
10/05/1983,9.184502601623535,0.18
10/05/1983,9.184502601623535,0.18
10/06/1983,9.184502601623535,0.18
10/06/1983,9.184502601623535,0.18
10/07/1983,9.184502601623535,0.18
10/07/1983,9.184502601623535,0.18
10/10/1983,9.184502601623535,0.18
10/10/1983,9.184502601623535,0.18
10/11/1983,9.184502601623535,0.18
10/11/1983,9.184502601623535,0.18
10/12/1983,9.184502601623535,0.18
10/12/1983,9.184502601623535,0.18
10/13/1983,9.184502601623535,0.18
10/13/1983,9.184502601623535,0.18
10/14/1983,9.184502601623535,0.18
10/14/1983,9.184502601623535,0.18
10/17/1983,9.184502601623535,0.18
10/17/1983,9.184502601623535,0.18
10/18/1983,9.184502601623535,0.18
10/18/1983,9.184502601623535,0.18
10/19/1983,9.184502601623535,0.18
10/19/1983,9.184502601623535,0.18
10/20/1983,9.184502601623535,0.18
10/20/1983,9.184502601623535,0.18
10/21/1983,9.184502601623535,0.18
10/21/1983,9.184502601623535,0.18
10/24/1983,9.184502601623535,0.18
10/24/1983,9.184502601623535,0.18
10/25/1983,9.184502601623535,0.18
10/25/1983,9.184502601623535,0.18
10/26/1983,9.184502601623535,0.18
10/26/1983,9.184502601623535,0.18
10/27/1983,9.184502601623535,0.18
10/27/1983,9.184502601623535,0.18
10/28/1983,9.184502601623535,0.18
10/28/1983,9.184502601623535,0.18
10/31/1983,8.99962329864502,0.18
10/31/1983,8.99962329864502,0.18
11/01/1983,8.99962329864502,0.18
11/01/1983,8.99962329864502,0.18
11/02/1983,8.99962329864502,0.18
11/02/1983,8.99962329864502,0.18
11/03/1983,8.99962329864502,0.18
11/03/1983,8.99962329864502,0.18
11/04/1983,8.99962329864502,0.18
11/04/1983,8.99962329864502,0.18
11/07/1983,8.99962329864502,0.18
11/07/1983,8.99962329864502,0.18
11/08/1983,8.99962329864502,0.18
11/08/1983,8.99962329864502,0.18
11/09/1983,8.99962329864502,0.18
11/09/1983,8.99962329864502,0.18
11/10/1983,8.99962329864502,0.18
11/10/1983,8.99962329864502,0.18
11/11/1983,8.99962329864502,0.18
11/11/1983,8.99962329864502,0.18
11/14/1983,8.99962329864502,0.18
11/14/1983,8.99962329864502,0.18
11/15/1983,8.99962329864502,0.18
11/15/1983,8.99962329864502,0.18
11/16/1983,8.99962329864502,0.18
11/16/1983,8.99962329864502,0.18
11/17/1983,8.99962329864502,0.18
11/17/1983,8.99962329864502,0.18
11/18/1983,8.99962329864502,0.18
11/18/1983,8.99962329864502,0.18
11/21/1983,8.99962329864502,0.18
11/21/1983,8.99962329864502,0.18
11/22/1983,8.99962329864502,0.18
11/22/1983,8.99962329864502,0.18
11/23/1983,8.99962329864502,0.18
11/23/1983,8.99962329864502,0.18
11/25/1983,8.99962329864502,0.18
11/25/1983,8.99962329864502,0.18
11/28/1983,8.99962329864502,0.18
11/28/1983,8.99962329864502,0.18
11/29/1983,8.99962329864502,0.18
11/29/1983,8.99962329864502,0.18
11/30/1983,9.256072044372559,0.18
11/30/1983,9.256072044372559,0.18
12/01/1983,9.256072044372559,0.18
12/01/1983,9.256072044372559,0.18
12/02/1983,9.256072044372559,0.18
12/02/1983,9.256072044372559,0.18
12/05/1983,9.256072044372559,0.18
12/05/1983,9.256072044372559,0.18
12/06/1983,9.256072044372559,0.18
12/06/1983,9.256072044372559,0.18
12/07/1983,9.256072044372559,0.18
12/07/1983,9.256072044372559,0.18
12/08/1983,9.256072044372559,0.18
12/08/1983,9.256072044372559,0.18
12/09/1983,9.256072044372559,0.18
12/09/1983,9.256072044372559,0.18
12/12/1983,9.256072044372559,0.18
12/12/1983,9.256072044372559,0.18
12/13/1983,9.256072044372559,0.18
12/13/1983,9.256072044372559,0.18
12/14/1983,9.256072044372559,0.18
12/14/1983,9.256072044372559,0.18
12/15/1983,9.256072044372559,0.18
12/15/1983,9.256072044372559,0.18
12/16/1983,9.256072044372559,0.18
12/16/1983,9.256072044372559,0.18
12/19/1983,9.256072044372559,0.18
12/19/1983,9.256072044372559,0.18
12/20/1983,9.256072044372559,0.18
12/20/1983,9.256072044372559,0.18
12/21/1983,9.256072044372559,0.18
12/21/1983,9.256072044372559,0.18
12/22/1983,9.256072044372559,0.18
12/22/1983,9.256072044372559,0.18
12/23/1983,9.256072044372559,0.18
12/23/1983,9.256072044372559,0.18
12/27/1983,9.256072044372559,0.18
12/27/1983,9.256072044372559,0.18
12/28/1983,9.256072044372559,0.18
12/28/1983,9.256072044372559,0.18
12/29/1983,9.256072044372559,0.18
12/29/1983,9.256072044372559,0.18
12/30/1983,9.118903160095215,0.18
12/30/1983,9.118903160095215,0.18
01/03/1984,9.118903160095215,0.18
01/03/1984,9.118903160095215,0.18
01/04/1984,9.118903160095215,0.18
01/04/1984,9.118903160095215,0.18
01/05/1984,9.118903160095215,0.18
01/05/1984,9.118903160095215,0.18
01/06/1984,9.118903160095215,0.18
01/06/1984,9.118903160095215,0.18
01/09/1984,9.118903160095215,0.18
01/09/1984,9.118903160095215,0.18
01/10/1984,9.118903160095215,0.18
01/10/1984,9.118903160095215,0.18
01/11/1984,9.118903160095215,0.18
01/11/1984,9.118903160095215,0.18
01/12/1984,9.118903160095215,0.18
01/12/1984,9.118903160095215,0.18
01/13/1984,9.118903160095215,0.18
01/13/1984,9.118903160095215,0.18
01/16/1984,9.118903160095215,0.18
01/16/1984,9.118903160095215,0.18
01/17/1984,9.118903160095215,0.18
01/17/1984,9.118903160095215,0.18
01/18/1984,9.118903160095215,0.18
01/18/1984,9.118903160095215,0.18
01/19/1984,9.118903160095215,0.18
01/19/1984,9.118903160095215,0.18
01/20/1984,9.118903160095215,0.18
01/20/1984,9.118903160095215,0.18
01/23/1984,9.118903160095215,0.18
01/23/1984,9.118903160095215,0.18
01/24/1984,9.118903160095215,0.18
01/24/1984,9.118903160095215,0.18
01/25/1984,9.118903160095215,0.18
01/25/1984,9.118903160095215,0.18
01/26/1984,9.118903160095215,0.18
01/26/1984,9.118903160095215,0.18
01/27/1984,9.118903160095215,0.18
01/27/1984,9.118903160095215,0.18
01/30/1984,9.118903160095215,0.18
01/30/1984,9.118903160095215,0.18
01/31/1984,8.916126251220703,0.18
01/31/1984,8.916126251220703,0.18
02/01/1984,8.916126251220703,0.18
02/01/1984,8.916126251220703,0.18
02/02/1984,8.916126251220703,0.18
02/02/1984,8.916126251220703,0.18
02/03/1984,8.916126251220703,0.18
02/03/1984,8.916126251220703,0.18
02/06/1984,8.916126251220703,0.18
02/06/1984,8.916126251220703,0.18
02/07/1984,8.916126251220703,0.18
02/07/1984,8.916126251220703,0.18
02/08/1984,8.916126251220703,0.18
02/08/1984,8.916126251220703,0.18
02/09/1984,8.916126251220703,0.18
02/09/1984,8.916126251220703,0.18
02/10/1984,8.916126251220703,0.18
02/10/1984,8.916126251220703,0.18
