XLM-USD,Stellar USD,
Date,Price,Dividend,Annualized Dividend
05/10/2015,0.0028359999414533377,0.0,0.0
05/11/2015,0.0027860000263899565,0.0,0.0
05/12/2015,0.002971000038087368,0.0,0.0
05/13/2015,0.00279000005684793,0.0,0.0
05/14/2015,0.0028089999686926603,0.0,0.0
05/15/2015,0.002848000032827258,0.0,0.0
05/16/2015,0.0028780000284314156,0.0,0.0
05/17/2015,0.002598999999463558,0.0,0.0
05/18/2015,0.0025760000571608543,0.0,0.0
05/19/2015,0.0025110000278800726,0.0,0.0
05/20/2015,0.002652999944984913,0.0,0.0
05/21/2015,0.002722000004723668,0.0,0.0
05/22/2015,0.0027650000993162394,0.0,0.0
05/23/2015,0.0030960000585764647,0.0,0.0
05/24/2015,0.003028000006452203,0.0,0.0
05/25/2015,0.0031349998898804188,0.0,0.0
05/26/2015,0.0031789999920874834,0.0,0.0
05/27/2015,0.003192000091075897,0.0,0.0
05/28/2015,0.003166999900713563,0.0,0.0
05/29/2015,0.0035500000230968,0.0,0.0
05/30/2015,0.003611000021919608,0.0,0.0
05/31/2015,0.003252000082284212,0.0,0.0
06/01/2015,0.0033970000222325325,0.0,0.0
06/02/2015,0.003094000043347478,0.0,0.0
06/03/2015,0.0032289999071508646,0.0,0.0
06/04/2015,0.0030300000216811895,0.0,0.0
06/05/2015,0.0031560000497847795,0.0,0.0
06/06/2015,0.003155000042170286,0.0,0.0
06/07/2015,0.0031349998898804188,0.0,0.0
06/08/2015,0.0030849999748170376,0.0,0.0
06/09/2015,0.0031250000465661287,0.0,0.0
06/10/2015,0.0032059999648481607,0.0,0.0
06/11/2015,0.0031610000878572464,0.0,0.0
06/12/2015,0.0031030001118779182,0.0,0.0
06/13/2015,0.0030849999748170376,0.0,0.0
06/14/2015,0.0032319999299943447,0.0,0.0
06/15/2015,0.003258999902755022,0.0,0.0
06/16/2015,0.003461000043898821,0.0,0.0
06/17/2015,0.003746999893337488,0.0,0.0
06/18/2015,0.0036009999457746744,0.0,0.0
06/19/2015,0.003774000098928809,0.0,0.0
06/20/2015,0.0037330000195652246,0.0,0.0
06/21/2015,0.0036689999978989363,0.0,0.0
06/22/2015,0.003527000080794096,0.0,0.0
06/23/2015,0.0036810000892728567,0.0,0.0
06/24/2015,0.003507999936118722,0.0,0.0
06/25/2015,0.003425000002607703,0.0,0.0
06/26/2015,0.0034759999252855778,0.0,0.0
06/27/2015,0.003407000098377466,0.0,0.0
06/28/2015,0.0035540000535547733,0.0,0.0
06/29/2015,0.00342700001783669,0.0,0.0
06/30/2015,0.003502999898046255,0.0,0.0
07/01/2015,0.003469000104814768,0.0,0.0
07/02/2015,0.0034580000210553408,0.0,0.0
07/03/2015,0.003401000052690506,0.0,0.0
07/04/2015,0.0032649999484419823,0.0,0.0
07/05/2015,0.003194000106304884,0.0,0.0
07/06/2015,0.0031169999856501818,0.0,0.0
07/07/2015,0.0032289999071508646,0.0,0.0
07/08/2015,0.0031399999279528856,0.0,0.0
07/09/2015,0.0032140000257641077,0.0,0.0
07/10/2015,0.003060000017285347,0.0,0.0
07/11/2015,0.0031139999628067017,0.0,0.0
07/12/2015,0.003080999944359064,0.0,0.0
07/13/2015,0.003183000022545457,0.0,0.0
07/14/2015,0.0032190000638365746,0.0,0.0
07/15/2015,0.003074999898672104,0.0,0.0
07/16/2015,0.0029949999880045652,0.0,0.0
07/17/2015,0.002830999903380871,0.0,0.0
07/18/2015,0.0028510000556707382,0.0,0.0
07/19/2015,0.0028979999478906393,0.0,0.0
07/20/2015,0.0028719999827444553,0.0,0.0
07/21/2015,0.0029899999499320984,0.0,0.0
07/22/2015,0.0030640000477433205,0.0,0.0
07/23/2015,0.0031129999551922083,0.0,0.0
07/24/2015,0.003037000074982643,0.0,0.0
07/25/2015,0.0030930000357329845,0.0,0.0
07/26/2015,0.002939000027254224,0.0,0.0
07/27/2015,0.0030159999150782824,0.0,0.0
07/28/2015,0.002945000072941184,0.0,0.0
07/29/2015,0.002727000042796135,0.0,0.0
07/30/2015,0.0028230000752955675,0.0,0.0
07/31/2015,0.002810999983921647,0.0,0.0
08/01/2015,0.002644999884068966,0.0,0.0
08/02/2015,0.0026400000788271427,0.0,0.0
08/03/2015,0.002725000027567148,0.0,0.0
08/04/2015,0.002626999979838729,0.0,0.0
08/05/2015,0.0026310000102967024,0.0,0.0
08/06/2015,0.0026340000331401825,0.0,0.0
08/07/2015,0.0025239998940378428,0.0,0.0
08/08/2015,0.002432999899610877,0.0,0.0
08/09/2015,0.0024210000410676003,0.0,0.0
08/10/2015,0.0023449999280273914,0.0,0.0
08/11/2015,0.0024659999180585146,0.0,0.0
08/12/2015,0.0023960000835359097,0.0,0.0
08/13/2015,0.0023789999540895224,0.0,0.0
08/14/2015,0.002265000017359853,0.0,0.0
08/15/2015,0.0023129999171942472,0.0,0.0
08/16/2015,0.0022700000554323196,0.0,0.0
08/17/2015,0.0021440000273287296,0.0,0.0
08/18/2015,0.0021699999924749136,0.0,0.0
08/19/2015,0.0018700000364333391,0.0,0.0
08/20/2015,0.0017969999462366104,0.0,0.0
08/21/2015,0.00202700006775558,0.0,0.0
08/22/2015,0.0019940000493079424,0.0,0.0
08/23/2015,0.002001000102609396,0.0,0.0
08/24/2015,0.0019710001070052385,0.0,0.0
08/25/2015,0.0018820000113919377,0.0,0.0
08/26/2015,0.0018560000462457538,0.0,0.0
08/27/2015,0.00203399988822639,0.0,0.0
08/28/2015,0.002005999907851219,0.0,0.0
08/29/2015,0.0023560000117868185,0.0,0.0
08/30/2015,0.0025770000647753477,0.0,0.0
08/31/2015,0.0023640000727027655,0.0,0.0
09/01/2015,0.002478000009432435,0.0,0.0
09/02/2015,0.002435999922454357,0.0,0.0
09/03/2015,0.002423000056296587,0.0,0.0
09/04/2015,0.0023769999388605356,0.0,0.0
09/05/2015,0.002320999978110194,0.0,0.0
09/06/2015,0.0024170000106096268,0.0,0.0
09/07/2015,0.002526999916881323,0.0,0.0
09/08/2015,0.0024510000366717577,0.0,0.0
09/09/2015,0.002300000051036477,0.0,0.0
09/10/2015,0.002194999950006604,0.0,0.0
09/11/2015,0.002208000048995018,0.0,0.0
09/12/2015,0.002230999991297722,0.0,0.0
09/13/2015,0.002239000052213669,0.0,0.0
09/14/2015,0.0021569998934865,0.0,0.0
09/15/2015,0.0021389999892562628,0.0,0.0
09/16/2015,0.0021830000914633274,0.0,0.0
09/17/2015,0.0021520000882446766,0.0,0.0
09/18/2015,0.0022279999684542418,0.0,0.0
09/19/2015,0.0022440000902861357,0.0,0.0
09/20/2015,0.0022950000129640102,0.0,0.0
09/21/2015,0.002222999930381775,0.0,0.0
09/22/2015,0.002142000012099743,0.0,0.0
09/23/2015,0.0021379999816417694,0.0,0.0
09/24/2015,0.0020729999523609877,0.0,0.0
09/25/2015,0.0020580000709742308,0.0,0.0
09/26/2015,0.002056000055745244,0.0,0.0
09/27/2015,0.0020699999295175076,0.0,0.0
09/28/2015,0.002067999914288521,0.0,0.0
09/29/2015,0.0020910000894218683,0.0,0.0
09/30/2015,0.0020749999675899744,0.0,0.0
10/01/2015,0.0019839999731630087,0.0,0.0
10/02/2015,0.002182000083848834,0.0,0.0
10/03/2015,0.0020759999752044678,0.0,0.0
10/04/2015,0.002056000055745244,0.0,0.0
10/05/2015,0.002051000017672777,0.0,0.0
10/06/2015,0.0020230000372976065,0.0,0.0
10/07/2015,0.002076999982818961,0.0,0.0
10/08/2015,0.0020759999752044678,0.0,0.0
10/09/2015,0.001996000064536929,0.0,0.0
10/10/2015,0.0020979999098926783,0.0,0.0
10/11/2015,0.0020840000361204147,0.0,0.0
10/12/2015,0.0021089999936521053,0.0,0.0
10/13/2015,0.0020310000982135534,0.0,0.0
10/14/2015,0.0021009999327361584,0.0,0.0
10/15/2015,0.0019109999993816018,0.0,0.0
10/16/2015,0.0019369999645277858,0.0,0.0
10/17/2015,0.001934999949298799,0.0,0.0
10/18/2015,0.001984999980777502,0.0,0.0
10/19/2015,0.001972000114619732,0.0,0.0
10/20/2015,0.0019409999949857593,0.0,0.0
10/21/2015,0.0018700000364333391,0.0,0.0
10/22/2015,0.0019759999122470617,0.0,0.0
10/23/2015,0.0019580000080168247,0.0,0.0
10/24/2015,0.001955999992787838,0.0,0.0
10/25/2015,0.0019249999895691872,0.0,0.0
10/26/2015,0.0018889999482780695,0.0,0.0
10/27/2015,0.0018400000408291817,0.0,0.0
10/28/2015,0.0019970000721514225,0.0,0.0
10/29/2015,0.0020469999872148037,0.0,0.0
10/30/2015,0.0020699999295175076,0.0,0.0
10/31/2015,0.0021669999696314335,0.0,0.0
11/01/2015,0.00215999991632998,0.0,0.0
11/02/2015,0.0021269998978823423,0.0,0.0
11/03/2015,0.0021979999728500843,0.0,0.0
11/04/2015,0.002196999965235591,0.0,0.0
11/05/2015,0.0021830000914633274,0.0,0.0
11/06/2015,0.002007999923080206,0.0,0.0
11/07/2015,0.001918999943882227,0.0,0.0
11/08/2015,0.002013999968767166,0.0,0.0
11/09/2015,0.0019460000330582261,0.0,0.0
11/10/2015,0.0020310000982135534,0.0,0.0
11/11/2015,0.002041999949142337,0.0,0.0
11/12/2015,0.0019630000460892916,0.0,0.0
11/13/2015,0.0020699999295175076,0.0,0.0
11/14/2015,0.001978999935090542,0.0,0.0
11/15/2015,0.0019809999503195286,0.0,0.0
11/16/2015,0.001986999996006489,0.0,0.0
11/17/2015,0.001921999966725707,0.0,0.0
11/18/2015,0.0020149999763816595,0.0,0.0
11/19/2015,0.0019099999917671084,0.0,0.0
11/20/2015,0.0019310000352561474,0.0,0.0
11/21/2015,0.0018939999863505363,0.0,0.0
11/22/2015,0.0019099999917671084,0.0,0.0
11/23/2015,0.001972000114619732,0.0,0.0
11/24/2015,0.0019000000320374966,0.0,0.0
11/25/2015,0.0018680000212043524,0.0,0.0
11/26/2015,0.0019079999765381217,0.0,0.0
11/27/2015,0.001914000022225082,0.0,0.0
11/28/2015,0.001765000051818788,0.0,0.0
11/29/2015,0.0017430000007152557,0.0,0.0
11/30/2015,0.0017399999778717756,0.0,0.0
12/01/2015,0.0017209999496117234,0.0,0.0
12/02/2015,0.0017379999626427889,0.0,0.0
12/03/2015,0.0017679999582469463,0.0,0.0
12/04/2015,0.0017130000051110983,0.0,0.0
12/05/2015,0.002010999945923686,0.0,0.0
12/06/2015,0.001863999990746379,0.0,0.0
12/07/2015,0.001917000045068562,0.0,0.0
12/08/2015,0.0019660000689327717,0.0,0.0
12/09/2015,0.0022960000205785036,0.0,0.0
12/10/2015,0.0020630001090466976,0.0,0.0
12/11/2015,0.0020260000601410866,0.0,0.0
12/12/2015,0.0021349999587982893,0.0,0.0
12/13/2015,0.0019859999883919954,0.0,0.0
12/14/2015,0.0020649998914450407,0.0,0.0
12/15/2015,0.0019829999655485153,0.0,0.0
12/16/2015,0.0018700000364333391,0.0,0.0
12/17/2015,0.00184599997010082,0.0,0.0
12/18/2015,0.0018570000538602471,0.0,0.0
12/19/2015,0.0018489999929443002,0.0,0.0
12/20/2015,0.0018420000560581684,0.0,0.0
12/21/2015,0.0017470000311732292,0.0,0.0
12/22/2015,0.0017810000572353601,0.0,0.0
12/23/2015,0.0017259999876841903,0.0,0.0
12/24/2015,0.0017430000007152557,0.0,0.0
12/25/2015,0.001756999990902841,0.0,0.0
12/26/2015,0.001829999964684248,0.0,0.0
12/27/2015,0.00164899998344481,0.0,0.0
12/28/2015,0.0017219999572262168,0.0,0.0
12/29/2015,0.0017709999810904264,0.0,0.0
12/30/2015,0.0017450000159442425,0.0,0.0
12/31/2015,0.0017640000442042947,0.0,0.0
01/01/2016,0.0017519999528303742,0.0,0.0
01/02/2016,0.0017500000540167093,0.0,0.0
01/03/2016,0.0017529999604448676,0.0,0.0
01/04/2016,0.0017450000159442425,0.0,0.0
01/05/2016,0.0017480000387877226,0.0,0.0
01/06/2016,0.0017209999496117234,0.0,0.0
01/07/2016,0.0016690000193193555,0.0,0.0
01/08/2016,0.0017359999474138021,0.0,0.0
01/09/2016,0.0016820000018924475,0.0,0.0
01/10/2016,0.001749000046402216,0.0,0.0
01/11/2016,0.0017659999430179596,0.0,0.0
01/12/2016,0.0017359999474138021,0.0,0.0
01/13/2016,0.001740999985486269,0.0,0.0
01/14/2016,0.0018240000354126096,0.0,0.0
01/15/2016,0.001927000004798174,0.0,0.0
01/16/2016,0.0017369999550282955,0.0,0.0
01/17/2016,0.0017480000387877226,0.0,0.0
01/18/2016,0.0017140000127255917,0.0,0.0
01/19/2016,0.001711999997496605,0.0,0.0
01/20/2016,0.0018129999516531825,0.0,0.0
01/21/2016,0.001816999982111156,0.0,0.0
01/22/2016,0.0017330000409856439,0.0,0.0
01/23/2016,0.001702000037766993,0.0,0.0
01/24/2016,0.0016949999844655395,0.0,0.0
01/25/2016,0.0017229999648407102,0.0,0.0
01/26/2016,0.001711999997496605,0.0,0.0
01/27/2016,0.0019030000548809767,0.0,0.0
01/28/2016,0.002237000036984682,0.0,0.0
01/29/2016,0.001908999984152615,0.0,0.0
01/30/2016,0.0018870000494644046,0.0,0.0
01/31/2016,0.0017350000562146306,0.0,0.0
02/01/2016,0.0017760000191628933,0.0,0.0
02/02/2016,0.0017930000321939588,0.0,0.0
02/03/2016,0.0017960000550374389,0.0,0.0
02/04/2016,0.0018070000223815441,0.0,0.0
02/05/2016,0.0018029999919235706,0.0,0.0
02/06/2016,0.0018350000027567148,0.0,0.0
02/07/2016,0.001863999990746379,0.0,0.0
02/08/2016,0.0018390000332146883,0.0,0.0
02/09/2016,0.0018530000234022737,0.0,0.0
02/10/2016,0.0018279999494552612,0.0,0.0
02/11/2016,0.0018439999548718333,0.0,0.0
02/12/2016,0.0018779999809339643,0.0,0.0
02/13/2016,0.002331000054255128,0.0,0.0
02/14/2016,0.0021979999728500843,0.0,0.0
02/15/2016,0.002191999927163124,0.0,0.0
02/16/2016,0.0021899999119341373,0.0,0.0
02/17/2016,0.002644000109285116,0.0,0.0
02/18/2016,0.00215999991632998,0.0,0.0
02/19/2016,0.0021180000621825457,0.0,0.0
02/20/2016,0.0021100000012665987,0.0,0.0
02/21/2016,0.0020570000633597374,0.0,0.0
02/22/2016,0.0021550001110881567,0.0,0.0
02/23/2016,0.0019839999731630087,0.0,0.0
02/24/2016,0.0019039999460801482,0.0,0.0
02/25/2016,0.0019440000178292394,0.0,0.0
02/26/2016,0.0019759999122470617,0.0,0.0
02/27/2016,0.0019549999851733446,0.0,0.0
02/28/2016,0.002002999885007739,0.0,0.0
02/29/2016,0.0019809999503195286,0.0,0.0
03/01/2016,0.0019490000559017062,0.0,0.0
03/02/2016,0.0019099999917671084,0.0,0.0
03/03/2016,0.001888000057078898,0.0,0.0
03/04/2016,0.0018909999635070562,0.0,0.0
03/05/2016,0.0019130000146105886,0.0,0.0
03/06/2016,0.0018240000354126096,0.0,0.0
03/07/2016,0.0019399999873712659,0.0,0.0
03/08/2016,0.0023479999508708715,0.0,0.0
03/09/2016,0.002216000109910965,0.0,0.0
03/10/2016,0.002228999976068735,0.0,0.0
03/11/2016,0.0023739999160170555,0.0,0.0
03/12/2016,0.0025549998972564936,0.0,0.0
03/13/2016,0.0022780001163482666,0.0,0.0
03/14/2016,0.002188999904319644,0.0,0.0
03/15/2016,0.002139999996870756,0.0,0.0
03/16/2016,0.002196999965235591,0.0,0.0
03/17/2016,0.0021379999816417694,0.0,0.0
03/18/2016,0.0021460000425577164,0.0,0.0
03/19/2016,0.001984999980777502,0.0,0.0
03/20/2016,0.001998000079765916,0.0,0.0
03/21/2016,0.002088000066578388,0.0,0.0
03/22/2016,0.002073999959975481,0.0,0.0
03/23/2016,0.002078999998047948,0.0,0.0
03/24/2016,0.002174000022932887,0.0,0.0
03/25/2016,0.002087000058963895,0.0,0.0
03/26/2016,0.0020749999675899744,0.0,0.0
03/27/2016,0.002059000078588724,0.0,0.0
03/28/2016,0.0020310000982135534,0.0,0.0
03/29/2016,0.0021120000164955854,0.0,0.0
03/30/2016,0.002087000058963895,0.0,0.0
03/31/2016,0.0020389999262988567,0.0,0.0
04/01/2016,0.0020260000601410866,0.0,0.0
04/02/2016,0.0020469999872148037,0.0,0.0
04/03/2016,0.0020890000741928816,0.0,0.0
04/04/2016,0.002205000026151538,0.0,0.0
04/05/2016,0.0022990000434219837,0.0,0.0
