GCEJX,Goldman Sachs Clean Energy Inco,
Date,Price,Annualized Dividend
10/08/2020,12.787327766418457,0.0
10/09/2020,12.857203483581543,0.0
10/09/2020,12.857203483581543,0.0
10/12/2020,12.93706226348877,0.0
10/12/2020,12.93706226348877,0.0
10/13/2020,12.907115936279297,0.0
10/13/2020,12.907115936279297,0.0
10/14/2020,12.957026481628416,0.0
10/14/2020,12.957026481628418,0.0
10/15/2020,12.907115936279297,0.0
10/15/2020,12.907115936279297,0.0
10/16/2020,13.006937980651854,0.0
10/16/2020,13.006937980651855,0.0
10/19/2020,12.847221374511719,0.0
10/19/2020,12.847221374511719,0.0
10/20/2020,12.897132873535156,0.0
10/20/2020,12.897132873535156,0.0
10/21/2020,12.807291984558105,0.0
10/21/2020,12.807291984558105,0.0
10/22/2020,12.767362594604492,0.0
10/22/2020,12.767362594604492,0.0
10/23/2020,12.787327766418459,0.0
10/23/2020,12.787327766418457,0.0
10/26/2020,12.667539596557617,0.0
10/26/2020,12.667539596557617,0.0
10/27/2020,12.647575378417969,0.0
10/27/2020,12.647575378417969,0.0
10/28/2020,12.348106384277346,0.0
10/28/2020,12.348106384277344,0.0
10/29/2020,12.457911491394043,0.0
10/29/2020,12.457911491394043,0.0
10/30/2020,12.358088493347168,0.0
10/30/2020,12.358088493347168,0.0
11/02/2020,12.657558441162111,0.0
11/02/2020,12.65755844116211,0.0
11/03/2020,12.857203483581543,0.0
11/03/2020,12.857203483581543,0.0
11/04/2020,12.737416267395018,0.0
11/04/2020,12.73741626739502,0.0
11/05/2020,13.046867370605469,0.0
11/05/2020,13.046867370605469,0.0
11/06/2020,13.186619758605957,0.0
11/06/2020,13.186619758605957,0.0
11/09/2020,13.186619758605957,0.0
11/09/2020,13.186619758605957,0.0
11/10/2020,13.10676097869873,0.0
11/10/2020,13.10676097869873,0.0
11/11/2020,13.336354255676271,0.0
11/11/2020,13.33635425567627,0.0
11/12/2020,13.22654914855957,0.0
11/12/2020,13.22654914855957,0.0
11/13/2020,13.136708259582521,0.0
11/13/2020,13.13670825958252,0.0
11/16/2020,13.116744041442873,0.0
11/16/2020,13.116744041442871,0.0
11/17/2020,13.10676097869873,0.0
11/17/2020,13.10676097869873,0.0
11/18/2020,13.006937980651854,0.0
11/18/2020,13.006937980651855,0.0
11/19/2020,12.996956825256346,0.0
11/19/2020,12.996956825256348,0.0
11/20/2020,13.126725196838377,0.0
11/20/2020,13.126725196838379,0.0
11/23/2020,13.176636695861818,0.0
11/23/2020,13.176636695861816,0.0
11/24/2020,13.346336364746094,0.0
11/24/2020,13.346336364746094,0.0
11/25/2020,13.536000251770021,0.0
11/25/2020,13.53600025177002,0.0
11/27/2020,13.699999809265137,0.024
11/27/2020,13.699999809265137,0.024
11/30/2020,13.609999656677246,0.024
11/30/2020,13.609999656677246,0.024
12/01/2020,13.600000381469727,0.024
12/01/2020,13.600000381469727,0.024
12/02/2020,13.470000267028809,0.024
12/02/2020,13.470000267028809,0.024
12/03/2020,13.489999771118164,0.024
12/03/2020,13.489999771118164,0.024
12/04/2020,13.520000457763672,0.024
12/04/2020,13.520000457763672,0.024
12/07/2020,13.510000228881836,0.024
12/07/2020,13.510000228881836,0.024
12/08/2020,13.600000381469727,0.024
12/08/2020,13.600000381469727,0.024
12/09/2020,13.420000076293945,0.024
12/09/2020,13.420000076293945,0.024
12/10/2020,13.510000228881836,0.024
12/10/2020,13.510000228881836,0.024
12/11/2020,13.550000190734863,0.024
12/11/2020,13.550000190734863,0.024
12/14/2020,13.609999656677246,0.024
12/14/2020,13.609999656677246,0.024
12/15/2020,13.84000015258789,0.024
12/15/2020,13.84000015258789,0.024
12/16/2020,13.729999542236328,0.024
12/16/2020,13.729999542236328,0.024
12/17/2020,13.84000015258789,0.024
12/17/2020,13.84000015258789,0.024
12/18/2020,13.850000381469727,0.024
12/18/2020,13.850000381469727,0.024
12/21/2020,13.84000015258789,0.024
12/21/2020,13.84000015258789,0.024
12/22/2020,14.130000114440918,0.024
12/22/2020,14.130000114440918,0.024
12/23/2020,14.34000015258789,0.024
12/23/2020,14.34000015258789,0.024
12/24/2020,14.489999771118164,0.024
12/24/2020,14.489999771118164,0.024
12/28/2020,14.4399995803833,0.024
12/28/2020,14.4399995803833,0.024
12/29/2020,14.520000457763672,0.024
12/29/2020,14.520000457763672,0.024
12/30/2020,14.59000015258789,0.024
12/30/2020,14.59000015258789,0.024
12/31/2020,14.600000381469727,0.024
12/31/2020,14.600000381469727,0.024
01/04/2021,14.75,0.024
01/04/2021,14.75,0.024
01/05/2021,14.930000305175781,0.024
01/05/2021,14.930000305175781,0.024
01/06/2021,15.670000076293945,0.024
01/06/2021,15.670000076293945,0.024
01/07/2021,15.9399995803833,0.024
01/07/2021,15.9399995803833,0.024
01/08/2021,16.149999618530273,0.024
01/08/2021,16.149999618530273,0.024
01/11/2021,15.850000381469727,0.024
01/11/2021,15.850000381469727,0.024
01/12/2021,15.829999923706055,0.024
01/12/2021,15.829999923706055,0.024
01/13/2021,15.789999961853027,0.024
01/13/2021,15.789999961853027,0.024
01/14/2021,15.65999984741211,0.024
01/14/2021,15.65999984741211,0.024
01/15/2021,15.449999809265137,0.024
01/15/2021,15.449999809265137,0.024
01/19/2021,15.579999923706055,0.024
01/19/2021,15.579999923706055,0.024
01/20/2021,15.739999771118164,0.024
01/20/2021,15.739999771118164,0.024
01/21/2021,15.989999771118164,0.024
01/21/2021,15.989999771118164,0.024
01/22/2021,16.020000457763672,0.024
01/22/2021,16.020000457763672,0.024
01/25/2021,15.970000267028809,0.024
01/25/2021,15.970000267028809,0.024
01/26/2021,15.670000076293945,0.024
01/26/2021,15.670000076293945,0.024
01/27/2021,15.0,0.024
01/27/2021,15.0,0.024
01/28/2021,15.220000267028809,0.024
01/28/2021,15.220000267028809,0.024
01/29/2021,15.109999656677246,0.024
01/29/2021,15.109999656677246,0.024
