NEP,"NextEra Energy Partners, LP",
Date,Price,Annualized Dividend
07/02/2015,31.132695874291233,0.588
07/02/2015,31.308317184448242,0.588
07/06/2015,31.156636623519027,0.588
07/06/2015,31.140670776367188,0.588
07/07/2015,31.356210964424516,0.588
07/07/2015,32.01079559326172,0.588
07/08/2015,31.930963598262554,0.588
07/08/2015,31.970876693725586,0.588
07/09/2015,32.47378762070608,0.588
07/09/2015,31.914995193481445,0.588
07/10/2015,32.18641547366243,0.588
07/10/2015,31.986846923828125,0.588
07/13/2015,32.05071237130555,0.588
07/13/2015,31.899038314819336,0.588
07/14/2015,31.986845426370973,0.588
07/14/2015,31.922985076904297,0.588
07/15/2015,31.938947092985504,0.588
07/15/2015,31.459983825683594,0.588
07/16/2015,31.539812811491093,0.588
07/16/2015,31.00497055053711,0.588
07/17/2015,30.91715577730965,0.588
07/17/2015,30.222658157348633,0.588
07/20/2015,30.222660317221678,0.588
07/20/2015,29.584041595458984,0.588
07/21/2015,29.480267718866205,0.588
07/21/2015,28.68199348449707,0.588
07/22/2015,28.594178547676904,0.588
07/22/2015,28.41057586669922,0.588
07/23/2015,28.386625974411658,0.588
07/23/2015,28.314781188964844,0.588
07/24/2015,28.01941562477086,0.588
07/24/2015,27.692123413085938,0.588
07/27/2015,28.498385448998594,0.588
07/27/2015,28.418556213378906,0.588
07/28/2015,28.290827250365766,0.588
07/28/2015,28.522327423095703,0.588
07/29/2015,28.394614334394888,0.588
07/29/2015,28.554269790649414,0.588
07/30/2015,28.43452202268162,0.588
07/30/2015,28.546279907226562,0.588
07/31/2015,28.681996174354136,0.588
07/31/2015,28.4824275970459,0.588
08/03/2015,28.88156016185555,0.588
08/03/2015,26.30313491821289,0.588
08/04/2015,26.742187471677745,0.588
08/04/2015,26.039705276489258,0.588
08/05/2015,26.3350647512187,0.588
08/05/2015,26.1754093170166,0.588
08/06/2015,26.343046795005844,0.588
08/06/2015,24.187705993652344,0.588
08/07/2015,24.272181589076812,0.823
08/07/2015,24.30436134338379,0.823
08/10/2015,24.690525181101833,0.823
08/10/2015,24.95601463317871,0.823
08/11/2015,24.795110882720532,0.823
08/11/2015,23.612476348876953,0.823
08/12/2015,23.29067616026425,0.823
08/12/2015,24.368724822998047,0.823
08/13/2015,24.82729859419114,0.823
08/13/2015,24.762937545776367,0.823
08/14/2015,24.93992482351772,0.823
08/14/2015,24.827293395996094,0.823
08/17/2015,24.803159713745114,0.823
08/17/2015,24.803159713745117,0.823
08/18/2015,24.867516294604506,0.823
08/18/2015,25.293909072875977,0.823
08/19/2015,25.124964664180208,0.823
08/19/2015,24.819250106811523,0.823
08/20/2015,24.698571633019224,0.823
08/20/2015,24.360675811767578,0.823
08/21/2015,23.71706324386722,0.823
08/21/2015,23.3872127532959,0.823
08/24/2015,22.41375295376402,0.823
08/24/2015,21.97931480407715,0.823
08/25/2015,22.526390122449072,0.823
08/25/2015,20.378337860107422,0.823
08/26/2015,21.206985374973467,0.823
08/26/2015,21.28743553161621,0.823
08/27/2015,21.86668458888173,0.823
08/27/2015,23.282629013061523,0.823
08/28/2015,23.60442815173669,0.823
08/28/2015,24.931875228881836,0.823
08/31/2015,24.835338732176815,0.823
08/31/2015,24.280223846435547,0.823
09/01/2015,23.998648041900914,0.823
09/01/2015,22.89646339416504,0.823
09/02/2015,22.92864329239418,0.823
09/02/2015,23.330900192260742,0.823
09/03/2015,23.4435312305438,0.823
09/03/2015,25.157146453857422,0.823
09/04/2015,24.85947368601907,0.823
09/04/2015,23.97450828552246,0.823
09/08/2015,24.336539623440665,0.823
09/08/2015,23.556161880493164,0.823
09/09/2015,23.821651798781016,0.823
09/09/2015,22.807964324951172,0.823
09/10/2015,20.981718347521625,0.823
09/10/2015,21.062170028686523,0.823
09/11/2015,21.28743413049814,0.823
09/11/2015,20.909313201904297,0.823
09/14/2015,20.90931088152511,0.823
09/14/2015,20.836904525756836,0.823
09/15/2015,20.8771317931882,0.823
09/15/2015,20.893220901489258,0.823
09/16/2015,20.893222461395048,0.823
09/16/2015,21.013900756835938,0.823
09/17/2015,21.0621742381121,0.823
09/17/2015,21.134580612182617,0.823
09/18/2015,20.772546516632097,0.823
09/18/2015,20.788637161254883,0.823
09/21/2015,20.9897630347516,0.823
09/21/2015,20.458784103393555,0.823
09/22/2015,20.11284357850526,0.823
09/22/2015,19.799083709716797,0.823
09/23/2015,19.968033919545523,0.823
09/23/2015,18.133743286132812,0.823
09/24/2015,18.077418823865667,0.823
09/24/2015,18.56012725830078,0.823
09/25/2015,18.680807402765847,0.823
09/25/2015,18.761259078979492,0.823
09/28/2015,18.584267699601607,0.823
09/28/2015,17.996973037719727,0.823
09/29/2015,17.739529024065167,0.823
09/29/2015,16.01786994934082,0.823
09/30/2015,16.492531504938373,0.823
09/30/2015,17.53839874267578,0.823
10/01/2015,17.844115641827898,0.823
10/01/2015,16.967195510864258,0.823
10/02/2015,16.894785090824996,0.823
10/02/2015,18.439451217651367,0.823
10/05/2015,18.745169916899254,0.823
10/05/2015,19.33246612548828,0.823
10/06/2015,19.268102165278144,0.823
10/06/2015,19.549680709838867,0.823
10/07/2015,19.654269186680324,0.823
10/07/2015,20.24156379699707,0.823
10/08/2015,20.06457295027276,0.823
10/08/2015,20.161113739013672,0.823
10/09/2015,20.12089109578147,0.823
10/09/2015,20.22547721862793,0.823
10/12/2015,20.22547124085579,0.823
10/12/2015,19.791034698486328,0.823
10/13/2015,19.62209179434733,0.823
10/13/2015,19.147428512573242,0.823
10/14/2015,19.115244420294964,0.823
10/14/2015,19.356597900390625,0.823
10/15/2015,19.372690648180818,0.823
10/15/2015,20.161113739013672,0.823
10/16/2015,20.128934552291007,0.823
10/16/2015,20.322017669677734,0.823
10/19/2015,20.531192193952453,0.823
10/19/2015,19.927806854248047,0.823
10/20/2015,19.758860321090054,0.823
10/20/2015,20.00826072692871,0.823
10/21/2015,20.096758477567487,0.823
10/21/2015,19.718637466430664,0.823
10/22/2015,19.93585366264838,0.823
10/22/2015,19.758859634399414,0.823
10/23/2015,19.90366668058134,0.823
10/23/2015,20.128931045532227,0.823
10/26/2015,20.016300081471627,0.823
10/26/2015,19.750810623168945,0.823
10/27/2015,19.61404417005442,0.823
10/27/2015,19.268104553222656,0.823
10/28/2015,18.881940075435455,0.823
10/28/2015,20.00826072692871,0.823
