ARR,"ARMOUR Residential REIT, Inc.",
Date,Price,Dividend,Annualized Dividend
06/09/2009,15.080649024968686,0.0,0.0
06/10/2009,15.018779754638672,0.0,0.0
06/11/2009,15.065181338616242,0.0,0.0
06/12/2009,15.065195083618162,0.0,0.0
06/15/2009,15.03424978210751,0.0,0.0
06/16/2009,15.080643616801943,0.0,0.0
06/17/2009,15.049727383153485,0.0,0.0
06/18/2009,15.065183684549629,0.0,0.0
06/19/2009,15.049715995788576,0.0,0.0
06/22/2009,15.096119926585322,0.0,0.0
06/23/2009,15.080652236938475,0.0,0.0
06/24/2009,15.080652236938475,0.0,0.0
06/25/2009,15.111586570739746,0.0,0.0
06/26/2009,15.096111297607422,0.0,0.0
06/29/2009,15.096111297607422,0.0,0.0
06/30/2009,15.096111297607422,0.0,0.0
07/01/2009,15.111586570739746,0.0,0.0
07/02/2009,15.096111297607422,0.0,0.0
07/06/2009,15.096123115575676,0.0,0.0
07/07/2009,15.142524719238281,0.0,0.0
07/08/2009,15.111590808490005,0.0,0.0
07/09/2009,15.096123115575676,0.0,0.0
07/10/2009,15.142524719238281,0.0,0.0
07/13/2009,15.142524719238281,0.0,0.0
07/14/2009,15.142521812008454,0.0,0.0
07/15/2009,15.142524719238281,0.0,0.0
07/16/2009,15.111587907199215,0.0,0.0
07/17/2009,15.157989501953125,0.0,0.0
07/20/2009,15.14251689072067,0.0,0.0
07/21/2009,15.173452260556077,0.0,0.0
07/22/2009,15.297190789738462,0.0,0.0
07/23/2009,15.297196052845525,0.0,0.0
07/24/2009,15.235326766967773,0.0,0.0
07/28/2009,15.235326766967773,0.0,0.0
07/29/2009,15.266261100769043,0.0,0.0
07/30/2009,15.266255419903054,0.0,0.0
07/31/2009,15.188921883749849,0.0,0.0
08/03/2009,15.173458099365233,0.0,0.0
08/04/2009,15.173458099365233,0.0,0.0
08/05/2009,15.204392480781424,0.0,0.0
08/06/2009,15.188921883749849,0.0,0.0
08/07/2009,15.219857215881348,0.0,0.0
08/10/2009,15.219857215881348,0.0,0.0
08/11/2009,15.219857215881348,0.0,0.0
08/12/2009,15.235326766967773,0.0,0.0
08/13/2009,15.235326766967773,0.0,0.0
08/14/2009,15.235327194502164,0.0,0.0
08/17/2009,15.281724929809572,0.0,0.0
08/18/2009,15.250787734985352,0.0,0.0
08/19/2009,15.250787734985352,0.0,0.0
08/20/2009,15.250787734985352,0.0,0.0
08/24/2009,15.250793410095518,0.0,0.0
08/25/2009,15.297196482116094,0.0,0.0
08/26/2009,15.250787734985352,0.0,0.0
08/27/2009,15.297197815041415,0.0,0.0
08/28/2009,15.312664031982422,0.0,0.0
08/31/2009,15.312662697709449,0.0,0.0
09/01/2009,15.266261100769043,0.0,0.0
09/02/2009,15.297192616574472,0.0,0.0
09/03/2009,15.266261100769043,0.0,0.0
09/04/2009,15.281724929809572,0.0,0.0
09/08/2009,15.281724929809572,0.0,0.0
09/09/2009,15.281724929809572,0.0,0.0
09/10/2009,15.281724929809572,0.0,0.0
09/14/2009,15.2817205670094,0.0,0.0
09/15/2009,15.328122138977053,0.0,0.0
09/16/2009,15.328122138977053,0.0,0.0
09/17/2009,15.312654456628042,0.0,0.0
09/18/2009,15.312664031982422,0.0,0.0
09/21/2009,15.312668002029772,0.0,0.0
09/22/2009,15.374531317031638,0.0,0.0
09/23/2009,15.32812972210819,0.0,0.0
09/24/2009,15.374533653259277,0.0,0.0
09/25/2009,15.328122138977053,0.0,0.0
09/29/2009,15.312664031982422,0.0,0.0
09/30/2009,15.359066009521486,0.0,0.0
10/01/2009,15.374532225356305,0.0,0.0
10/02/2009,15.312662032107006,0.0,0.0
10/05/2009,15.297190789738462,0.0,0.0
10/06/2009,15.219857215881348,0.0,0.0
10/07/2009,15.173458099365233,0.0,0.0
10/09/2009,15.15799241215261,0.0,0.0
10/12/2009,15.142518699085063,0.0,0.0
10/14/2009,15.281724929809572,0.0,0.0
10/15/2009,15.328126515024474,0.0,0.0
10/16/2009,15.235329401643874,0.0,0.0
10/19/2009,14.848641546001302,0.0,0.0
10/20/2009,15.142523398859387,0.0,0.0
10/21/2009,14.941453879629195,0.0,0.0
10/22/2009,14.956903997630475,0.0,0.0
10/23/2009,14.956910484308656,0.0,0.0
10/26/2009,15.0033086810686,0.0,0.0
10/27/2009,14.492898953734226,0.0,0.0
10/28/2009,14.461959401865336,0.0,0.0
10/29/2009,15.080662784082842,0.0,0.0
10/30/2009,15.04971742203595,0.0,0.0
11/02/2009,14.771305819401906,0.0,0.0
11/03/2009,14.925984450489006,0.0,0.0
11/04/2009,14.05980207229898,0.0,0.0
11/05/2009,13.487520679156379,0.0,0.0
11/06/2009,13.518459014570471,0.0,0.0
11/09/2009,13.286449432373047,0.0,0.0
11/10/2009,13.147239685058594,0.0,0.0
11/11/2009,13.1472326701305,0.0,0.0
11/12/2009,13.147240111816048,0.0,0.0
11/13/2009,12.992565954485684,0.0,0.0
11/16/2009,13.379243859359015,0.0,0.0
11/17/2009,13.61126708984375,0.0,0.0
11/18/2009,13.673125211200333,0.0,0.0
11/19/2009,13.502979381149393,0.0,0.0
11/20/2009,13.843272831758538,0.0,0.0
11/23/2009,13.193637318176775,0.0,0.0
11/24/2009,12.049059382558362,0.0,0.0
11/25/2009,11.832514770204922,0.0,0.0
11/27/2009,12.049056053161623,0.0,0.0
11/30/2009,11.677834319137357,0.0,0.0
12/01/2009,11.260221246742368,0.0,0.0
12/02/2009,11.724241548151623,0.0,0.0
12/03/2009,11.75517527382124,0.0,0.0
12/04/2009,11.631436963733213,0.0,0.0
12/07/2009,11.22928660014753,0.0,0.0
12/08/2009,11.523168831367583,0.0,0.0
12/09/2009,11.507693690939387,0.0,0.0
12/10/2009,11.507697412330181,0.0,0.0
12/11/2009,11.538634663044498,0.0,0.0
12/14/2009,11.693309732620763,0.0,0.0
12/15/2009,11.832511254438886,0.0,0.0
12/16/2009,11.770642326102593,0.0,0.0
12/17/2009,11.77064197432088,0.0,0.0
12/18/2009,11.909849111574864,0.0,0.0
12/21/2009,11.987184812987287,0.0,0.0
12/22/2009,11.770641065105776,0.0,0.0
12/23/2009,11.770641065105776,0.0,0.0
12/24/2009,12.064526353883181,0.0,0.0
12/28/2009,11.67784031742315,0.0,0.0
12/29/2009,12.095454910122513,0.0,0.0
12/30/2009,12.373869513341198,0.0,0.0
12/31/2009,12.45120411521566,0.0,0.0
01/04/2010,12.961632039278742,0.0,0.0
01/05/2010,12.915226064813575,0.0,0.0
01/06/2010,12.822422269041024,0.0,0.0
01/07/2010,12.760552115802115,0.0,0.0
01/08/2010,12.6986795290774,0.0,0.0
01/11/2010,12.915226064813575,0.0,0.0
01/12/2010,12.683215141296387,0.0,0.0
01/13/2010,12.66774745137922,0.0,0.0
01/14/2010,12.683215141296387,0.0,0.0
01/15/2010,12.683205507072726,0.0,0.0
01/19/2010,11.631435488735233,0.0,0.0
01/20/2010,12.683215612075553,0.0,0.0
01/21/2010,12.172799529821907,0.0,0.0
01/22/2010,11.909845817321317,0.0,0.0
01/25/2010,11.677846124872465,0.0,0.0
01/26/2010,11.445830393605695,0.0,0.0
01/27/2010,11.399424509496075,0.0,0.0
01/28/2010,11.430358743017885,0.0,0.0
01/29/2010,11.059147857076072,0.0,0.0
02/01/2010,12.373868669782366,0.0,0.0
02/02/2010,10.82713508605957,0.0,0.0
02/03/2010,10.82713508605957,0.0,0.0
02/04/2010,10.82713508605957,0.0,0.0
02/05/2010,10.672459541264315,0.0,0.0
02/08/2010,10.579655690094393,0.0,0.0
02/09/2010,10.579662322998047,0.0,0.0
02/10/2010,10.579662322998047,0.0,0.0
02/11/2010,10.672465381389221,0.0,0.0
02/12/2010,10.378585815429688,0.0,0.0
02/16/2010,10.672464370727539,0.0,0.0
02/17/2010,10.363112449645996,0.0,0.0
02/18/2010,10.053765702302034,0.0,0.0
02/19/2010,9.744420051574707,0.0,0.0
02/22/2010,9.821760177612305,0.0,0.0
02/23/2010,10.74980354309082,0.0,0.0
02/24/2010,10.626059532165527,0.0,0.0
02/25/2010,10.672460165765237,0.0,0.0
02/26/2010,10.440450017860355,0.0,0.0
03/01/2010,10.595124900993142,0.0,0.0
03/04/2010,10.672464370727539,0.0,0.0
03/05/2010,10.687930383447961,0.0,0.0
03/08/2010,11.523163488895522,0.0,0.0
03/09/2010,13.147233847415809,0.0,0.0
03/10/2010,13.069900512695312,0.0,0.0
03/11/2010,13.800517305109478,3.2,3.2
03/12/2010,13.556973973340364,0.0,3.2
03/15/2010,13.313435060943442,0.0,3.2
03/16/2010,13.313434600830078,0.0,3.2
03/17/2010,13.703093816455404,0.0,3.2
03/18/2010,13.313431805741178,0.0,3.2
03/19/2010,12.972482681274416,0.0,3.2
03/22/2010,12.972484621132253,0.0,3.2
03/23/2010,12.988720893859863,0.0,3.2
03/24/2010,13.069901466369629,0.0,3.2
03/25/2010,13.232268226422034,0.0,3.2
03/26/2010,13.313448099568493,0.0,3.2
03/29/2010,12.988716985858755,0.0,3.2
03/30/2010,13.313434600830078,0.0,3.2
03/31/2010,13.183546572243548,0.0,3.2
04/01/2010,13.053673744201662,0.0,3.2
04/05/2010,13.232256889343262,0.0,3.2
04/06/2010,13.3134401397243,0.0,3.2
04/07/2010,13.313437273554552,0.0,3.2
04/08/2010,13.394617080688477,0.0,3.2
04/09/2010,13.475799788945574,0.0,3.2
04/12/2010,13.638152215801403,0.0,3.2
04/13/2010,13.638158537493107,0.0,3.2
04/14/2010,13.167316524178522,0.0,3.2
04/15/2010,13.183555603027344,0.0,3.2
04/16/2010,13.638158798217773,0.0,3.2
04/19/2010,13.459560029730035,0.0,3.2
04/20/2010,13.232256889343262,0.0,3.2
04/21/2010,13.313434600830078,0.0,3.2
04/22/2010,13.47580621336812,0.0,3.2
04/23/2010,13.638154953714217,0.0,3.2
04/26/2010,13.313434600830078,0.0,3.2
04/27/2010,13.313434600830078,0.0,3.2
04/28/2010,13.313441026522392,0.0,3.2
04/29/2010,13.508270560814966,0.0,3.2
04/30/2010,13.313434600830078,0.0,3.2
05/03/2010,13.313437273554552,0.0,3.2
05/04/2010,13.394616892397849,0.0,3.2
05/05/2010,13.654391224816209,0.0,3.2
05/06/2010,13.394619964334938,0.0,3.2
05/07/2010,13.394618421792984,0.0,3.2
05/10/2010,13.151082038879395,0.0,3.2
05/11/2010,13.151082038879395,0.0,3.2
05/12/2010,13.26473000862461,0.0,3.2
05/13/2010,13.394619964334938,0.0,3.2
05/14/2010,13.800516128540039,0.0,3.2
05/17/2010,13.394617003765774,0.0,3.2
05/18/2010,12.631528926753456,0.0,3.2
05/19/2010,12.501648497252438,0.0,3.2
05/20/2010,12.56658854267558,0.0,3.2
05/21/2010,12.176930656098504,0.0,3.2
05/24/2010,12.111984472714287,0.0,3.2
05/25/2010,11.60867331916066,0.0,3.2
05/26/2010,12.176922547436702,0.0,3.2
05/27/2010,12.095743950476995,0.0,3.2
05/28/2010,12.176923751831055,0.0,3.2
06/01/2010,12.948707368553537,3.2,6.4
06/02/2010,12.005418899064873,0.0,6.4
06/03/2010,12.005416979441836,0.0,6.4
06/04/2010,11.988264377568797,0.0,6.4
06/07/2010,12.176929390798831,0.0,6.4
06/08/2010,11.816758847785229,0.0,6.4
06/09/2010,11.662409419951542,0.0,6.4
06/10/2010,11.593812234578204,0.0,6.4
06/11/2010,11.559510231018068,0.0,6.4
06/15/2010,11.765312560105404,0.0,6.4
06/16/2010,11.57665361534928,0.0,6.4
06/17/2010,11.576651285296517,0.0,6.4
06/18/2010,11.576661232798136,0.0,6.4
06/21/2010,11.593805438962642,0.0,6.4
06/22/2010,11.645253597859133,0.0,6.4
06/23/2010,11.35369564574361,0.0,6.4
06/24/2010,11.250793322893555,0.0,6.4
06/25/2010,11.405147799423471,0.0,6.4
06/28/2010,11.216493533296005,0.0,6.4
06/29/2010,11.02783742121857,0.0,6.4
06/30/2010,10.976380095404584,0.0,6.4
07/01/2010,10.890630360395605,0.0,6.4
07/02/2010,10.97638297606085,0.0,6.4
07/06/2010,10.804880953073308,0.0,6.4
07/07/2010,10.547618504958947,0.0,6.4
07/08/2010,10.71912384033203,0.0,6.4
07/09/2010,10.736271669535244,0.0,6.4
07/12/2010,11.027831518015224,0.0,6.4
07/13/2010,10.787719052928646,0.0,6.4
07/14/2010,10.873472943680316,0.0,6.4
07/15/2010,10.49616955465122,0.0,6.4
07/16/2010,10.496165868180105,0.0,6.4
07/19/2010,10.667670964174004,0.0,6.4
07/20/2010,10.633371782500664,0.0,6.4
07/21/2010,11.31939704615691,0.0,6.4
07/22/2010,11.405151968286201,0.0,6.4
07/23/2010,11.233639722483435,0.0,6.4
