ARR,"ARMOUR Residential REIT, Inc.",
Date,Price,Dividend,Annualized Dividend
07/26/2010,11.473750950285467,0.0,6.4
07/27/2010,11.353702609641298,0.0,6.4
07/28/2010,11.37085062876512,0.0,6.4
07/29/2010,11.182195205146542,0.0,6.4
07/30/2010,11.096437341354779,0.0,6.4
08/02/2010,11.14788946770825,0.0,6.4
08/03/2010,11.387994516847286,0.0,6.4
08/04/2010,11.319399378717922,0.0,6.4
08/05/2010,11.525206532980512,0.0,6.4
08/06/2010,11.833911635457532,0.0,6.4
08/09/2010,11.593804938738094,0.0,6.4
08/10/2010,11.748160665421217,0.0,6.4
08/11/2010,12.005418903844827,0.0,6.4
08/12/2010,12.074019296757173,0.0,6.4
08/13/2010,11.919670075698761,0.0,6.4
08/16/2010,12.108322608428645,0.0,6.4
08/17/2010,12.262675498875675,0.0,6.4
08/18/2010,12.108319988927724,0.0,6.4
08/19/2010,12.176924719776375,0.0,6.4
08/20/2010,12.211230819816764,0.0,6.4
08/23/2010,12.10832214355469,0.0,6.4
08/24/2010,12.056870807296916,0.0,6.4
08/25/2010,12.056875601823759,0.0,6.4
08/26/2010,12.125470870727801,0.0,6.4
08/27/2010,12.159774297616705,0.0,6.4
08/30/2010,12.176928457554347,0.0,6.4
08/31/2010,12.43418359168948,0.0,6.4
09/01/2010,12.434181947114983,0.0,6.4
09/02/2010,12.485631760204589,0.0,6.4
09/03/2010,12.862947463989258,0.0,6.4
09/07/2010,12.88010148821883,0.0,6.4
09/08/2010,12.86294384122439,0.0,6.4
09/09/2010,12.81149482925203,0.0,6.4
09/10/2010,12.691446267967624,0.0,6.4
09/13/2010,12.262673860353583,0.0,6.4
09/14/2010,12.691441783477071,0.0,6.4
09/15/2010,13.188805670444175,0.0,6.4
09/16/2010,13.000147057857891,0.0,6.4
09/17/2010,13.37746581838473,0.0,6.4
09/20/2010,13.15450451831288,0.0,6.4
09/21/2010,13.193907791187138,2.88,9.280000000000001
09/22/2010,12.995910503934997,0.0,9.280000000000001
09/23/2010,12.599905894188684,0.0,9.280000000000001
09/24/2010,12.887904186817813,0.0,9.280000000000001
09/27/2010,12.815910291744135,0.0,9.280000000000001
09/28/2010,12.617913885658709,0.0,9.280000000000001
09/29/2010,12.527909470955098,0.0,9.280000000000001
09/30/2010,12.887906054963116,0.0,9.280000000000001
10/01/2010,12.743912900562737,0.0,9.280000000000001
10/04/2010,12.86990476656778,0.0,9.280000000000001
10/05/2010,12.815913088874431,0.0,9.280000000000001
10/06/2010,12.851913019633265,0.0,9.280000000000001
10/07/2010,12.779910113790375,0.0,9.280000000000001
10/08/2010,12.8699069012745,0.0,9.280000000000001
10/11/2010,13.265900133594876,0.0,9.280000000000001
10/12/2010,12.959902295082303,0.0,9.280000000000001
10/13/2010,13.229909032128534,0.0,9.280000000000001
10/14/2010,13.139906938865833,0.0,9.280000000000001
10/15/2010,13.013902267061173,0.0,9.280000000000001
10/18/2010,12.959902295082303,0.0,9.280000000000001
10/19/2010,13.067912214126256,0.0,9.280000000000001
10/20/2010,13.103907998928603,0.0,9.280000000000001
10/21/2010,13.013902820549918,0.0,9.280000000000001
10/22/2010,13.21191301476512,0.0,9.280000000000001
10/25/2010,13.229901001051047,0.0,9.280000000000001
10/26/2010,13.229905128479004,0.0,9.280000000000001
10/27/2010,13.229905406732858,0.0,9.280000000000001
10/28/2010,13.139904992553019,0.0,9.280000000000001
10/29/2010,13.355903344843997,0.0,9.280000000000001
11/01/2010,13.265906273239374,0.0,9.280000000000001
11/02/2010,13.139901629478242,0.0,9.280000000000001
11/03/2010,13.139901717503601,0.0,9.280000000000001
11/04/2010,13.049910439111335,0.0,9.280000000000001
11/05/2010,13.13991016477043,0.0,9.280000000000001
11/08/2010,13.103903668358402,0.0,9.280000000000001
11/09/2010,13.229900527004045,0.0,9.280000000000001
11/10/2010,13.229900527004045,0.0,9.280000000000001
11/11/2010,13.17590423901047,0.0,9.280000000000001
11/12/2010,13.265905766810391,0.0,9.280000000000001
11/15/2010,13.481900647528539,0.0,9.280000000000001
11/16/2010,13.301908256993189,0.0,9.280000000000001
11/17/2010,13.12190483467703,0.0,9.280000000000001
11/18/2010,13.247903017095107,0.0,9.280000000000001
11/19/2010,13.319902420043945,0.0,9.280000000000001
11/22/2010,13.319903051737256,0.0,9.280000000000001
11/23/2010,13.319900501839513,0.0,9.280000000000001
11/24/2010,13.499900738084374,0.0,9.280000000000001
11/26/2010,13.48190542140361,0.0,9.280000000000001
11/29/2010,13.589900016784668,0.0,9.280000000000001
11/30/2010,13.553898956875315,0.0,9.280000000000001
12/01/2010,13.46390460374361,0.0,9.280000000000001
12/02/2010,13.48190542140361,0.0,9.280000000000001
12/03/2010,13.481908685478771,0.0,9.280000000000001
12/06/2010,13.517900616980027,0.0,9.280000000000001
12/07/2010,13.607895459851731,0.0,9.280000000000001
12/08/2010,13.751901402482893,0.0,9.280000000000001
12/09/2010,13.751907456602025,0.0,9.280000000000001
12/10/2010,13.679901443959665,0.0,9.280000000000001
12/13/2010,14.38189697647023,0.0,9.280000000000001
12/14/2010,14.56189637886121,0.0,9.280000000000001
12/15/2010,14.543897087437053,0.0,9.280000000000001
12/16/2010,14.526070720950909,2.88,12.16
12/17/2010,14.073305027794929,0.0,12.16
12/20/2010,14.299680933572771,0.0,12.16
12/21/2010,14.431731695913713,0.0,12.16
12/22/2010,14.50719679659946,0.0,12.16
12/23/2010,14.431731695913713,0.0,12.16
12/27/2010,14.563799985233914,0.0,12.16
12/28/2010,14.601530758497047,0.0,12.16
12/29/2010,14.582651711383605,0.0,12.16
12/30/2010,14.469470740078647,0.0,12.16
12/31/2010,14.601521344256048,0.0,12.16
01/03/2011,14.809039115905762,0.0,12.16
01/04/2011,14.809039029273062,0.0,12.16
01/05/2011,14.997696607036286,0.0,12.16
01/06/2011,14.97882366572188,0.0,12.16
01/07/2011,15.167475405747902,0.0,12.16
01/10/2011,15.186341285705566,0.0,12.16
01/11/2011,15.318397101354991,0.0,12.16
01/12/2011,15.376985149741863,0.96,13.120000000000001
01/13/2011,15.376980392613067,0.0,13.120000000000001
01/14/2011,15.319537162780762,0.0,13.120000000000001
01/18/2011,15.376983880067055,0.0,13.120000000000001
01/19/2011,15.35783363370583,0.0,13.120000000000001
01/20/2011,15.147190909324722,0.0,13.120000000000001
01/21/2011,14.476958087030532,0.0,13.120000000000001
01/24/2011,14.611004339505097,0.0,13.120000000000001
01/25/2011,14.745052848221706,0.0,13.120000000000001
01/26/2011,14.706753073496186,0.0,13.120000000000001
01/27/2011,14.89825161468322,0.0,13.120000000000001
01/28/2011,14.936546133776842,0.0,13.120000000000001
01/31/2011,15.070591472946731,0.0,13.120000000000001
02/01/2011,14.974850576568612,0.0,13.120000000000001
02/02/2011,15.108885099876304,0.0,13.120000000000001
02/03/2011,14.61100041616491,0.0,13.120000000000001
02/04/2011,14.53440457252772,0.0,13.120000000000001
02/07/2011,14.649306297302248,0.0,13.120000000000001
02/08/2011,14.630152147679965,0.0,13.120000000000001
02/09/2011,14.74505015886852,0.0,13.120000000000001
02/10/2011,14.687598837431368,0.0,13.120000000000001
02/11/2011,14.670298070115049,0.96,14.080000000000002
02/14/2011,14.573015157425356,0.0,14.080000000000002
02/15/2011,14.456266621697026,0.0,14.080000000000002
02/16/2011,14.300624670077848,0.0,14.080000000000002
02/17/2011,14.047685707363222,0.0,14.080000000000002
02/18/2011,14.086599931831657,0.0,14.080000000000002
02/22/2011,14.242255554553234,0.0,14.080000000000002
02/23/2011,14.06714064697462,0.0,14.080000000000002
02/24/2011,13.853114216658708,0.0,14.080000000000002
02/25/2011,14.04768880750616,0.0,14.080000000000002
02/28/2011,14.26171000667708,0.0,14.080000000000002
03/01/2011,14.475728913423337,0.0,14.080000000000002
03/02/2011,14.456279043221995,0.0,14.080000000000002
03/03/2011,14.514646692190802,0.0,14.080000000000002
03/04/2011,14.456271843362545,0.0,14.080000000000002
03/07/2011,14.436815776087824,0.0,14.080000000000002
03/08/2011,14.534106498162506,0.0,14.080000000000002
03/09/2011,14.55355840841492,0.0,14.080000000000002
03/10/2011,14.59247162898163,0.0,14.080000000000002
03/11/2011,14.690705687125282,0.96,11.840000000000003
03/14/2011,14.552295886894623,0.0,11.840000000000003
03/15/2011,14.394114368462498,0.0,11.840000000000003
03/16/2011,14.473211809390516,0.0,11.840000000000003
03/17/2011,14.413890561939368,0.0,11.840000000000003
03/18/2011,14.591845475675868,0.0,11.840000000000003
03/21/2011,14.51275123080549,0.0,11.840000000000003
03/22/2011,14.670931669535454,0.0,11.840000000000003
03/23/2011,14.71047592163086,0.0,11.840000000000003
03/24/2011,14.829107350626458,0.0,11.840000000000003
03/25/2011,14.888415931130165,0.0,11.840000000000003
03/28/2011,14.769790506387881,0.0,11.840000000000003
03/29/2011,14.829102646656589,0.0,11.840000000000003
03/30/2011,14.88842384319912,0.0,11.840000000000003
03/31/2011,14.927967883664135,0.0,11.840000000000003
04/01/2011,15.066376311199159,0.0,11.840000000000003
04/04/2011,15.283866882324219,0.0,11.840000000000003
04/05/2011,15.362948797475285,0.0,11.840000000000003
04/06/2011,15.362954026414313,0.0,11.840000000000003
04/07/2011,15.145459175109863,0.0,11.840000000000003
04/08/2011,14.413887869705444,0.0,11.840000000000003
04/11/2011,14.275489586973858,0.0,11.840000000000003
04/12/2011,14.413895841667056,0.0,11.840000000000003
04/13/2011,14.374677658081055,0.96,12.800000000000004
04/14/2011,14.414886474609375,0.0,12.800000000000004
04/15/2011,14.495304535910277,0.0,12.800000000000004
04/18/2011,14.53551764672569,0.0,12.800000000000004
04/19/2011,14.575724561278658,0.0,12.800000000000004
04/20/2011,14.656144593084818,0.0,12.800000000000004
04/21/2011,14.736556942528122,0.0,12.800000000000004
04/25/2011,14.857183488574808,0.0,12.800000000000004
04/26/2011,14.837082368602143,0.0,12.800000000000004
04/27/2011,14.87728354705239,0.0,12.800000000000004
04/28/2011,14.977808543380759,0.0,12.800000000000004
04/29/2011,14.937596321105957,0.0,12.800000000000004
05/02/2011,15.038121248817111,0.0,12.800000000000004
05/03/2011,15.058227044576052,0.0,12.800000000000004
05/04/2011,14.977814855599542,0.0,12.800000000000004
05/05/2011,15.31959065873472,0.0,12.800000000000004
05/06/2011,15.33968835345211,0.0,12.800000000000004
05/09/2011,15.279378321787526,0.0,12.800000000000004
05/10/2011,15.440220887409886,0.0,12.800000000000004
05/11/2011,15.481709346712739,0.96,13.760000000000005
05/12/2011,15.563403243725102,0.0,13.760000000000005
05/13/2011,15.542970691703747,0.0,13.760000000000005
05/16/2011,15.502128689461225,0.0,13.760000000000005
05/17/2011,15.440858799742694,0.0,13.760000000000005
05/18/2011,15.542983031840455,0.0,13.760000000000005
05/19/2011,15.563394512352025,0.0,13.760000000000005
05/20/2011,15.583835449263155,0.0,13.760000000000005
05/23/2011,15.563403243725102,0.0,13.760000000000005
05/24/2011,15.563401378765494,0.0,13.760000000000005
05/25/2011,15.440855078562352,0.0,13.760000000000005
05/26/2011,15.440848213897844,0.0,13.760000000000005
05/27/2011,15.604249815928814,0.0,13.760000000000005
05/31/2011,15.726789576957598,0.0,13.760000000000005
06/01/2011,15.073213428853787,0.0,13.760000000000005
06/02/2011,15.318302923984314,0.0,13.760000000000005
06/03/2011,15.359157457898199,0.0,13.760000000000005
06/06/2011,15.502132477933102,0.0,13.760000000000005
06/07/2011,15.481696980049238,0.0,10.560000000000002
06/08/2011,15.624669835846362,0.0,10.560000000000002
06/09/2011,15.82891365019091,0.0,10.560000000000002
06/10/2011,15.86976160438544,0.0,10.560000000000002
06/13/2011,15.851277656597901,0.96,11.520000000000003
06/14/2011,15.830529087239936,0.0,11.520000000000003
06/15/2011,15.87203231156698,0.0,11.520000000000003
06/16/2011,15.830530425062905,0.0,11.520000000000003
06/17/2011,15.685296667736221,0.0,11.520000000000003
06/20/2011,15.498566627502441,0.0,11.520000000000003
06/21/2011,15.58156187813276,0.0,11.520000000000003
06/22/2011,15.394831466102884,0.0,11.520000000000003
06/23/2011,15.436326441254556,0.0,11.520000000000003
06/24/2011,15.353335251218997,0.0,11.520000000000003
06/27/2011,15.187365192749317,0.0,11.520000000000003
06/28/2011,15.270356178283691,0.0,11.520000000000003
06/29/2011,15.311838234438358,0.0,11.520000000000003
06/30/2011,15.291092057670232,0.0,11.520000000000003
07/01/2011,15.270347249733454,0.0,11.520000000000003
07/05/2011,15.39482921662202,0.0,11.520000000000003
07/06/2011,15.560810384760535,0.0,11.520000000000003
07/07/2011,15.789041373125404,0.0,11.520000000000003
07/08/2011,15.851281891466444,0.0,11.520000000000003
07/11/2011,15.913521849777355,0.0,11.520000000000003
07/12/2011,15.830530425062905,0.0,11.520000000000003
07/13/2011,15.831872164541572,0.96,12.480000000000004
07/14/2011,15.789695737337782,0.0,12.480000000000004
07/15/2011,15.578895007998723,0.0,12.480000000000004
07/18/2011,15.557814832937947,0.0,12.480000000000004
07/19/2011,15.536729280042291,0.0,12.480000000000004
07/20/2011,15.789712066898323,0.0,12.480000000000004
07/21/2011,15.895114069769257,0.0,12.480000000000004
07/22/2011,15.916197646625621,0.0,12.480000000000004
07/25/2011,15.768623181546717,0.0,12.480000000000004
07/26/2011,15.684302180389087,0.0,12.480000000000004
07/27/2011,15.431326409176599,0.0,12.480000000000004
07/28/2011,15.347010478740309,0.0,12.480000000000004
07/29/2011,15.283758721707551,0.0,12.480000000000004
08/01/2011,15.895114458967294,0.0,12.480000000000004
08/02/2011,15.874028316762416,0.0,12.480000000000004
08/03/2011,15.895099382481641,0.0,12.480000000000004
08/04/2011,15.958356586115295,0.0,12.480000000000004
08/05/2011,15.51565242360495,0.0,12.480000000000004
08/08/2011,14.819968681149804,0.0,12.480000000000004
08/09/2011,15.030780988506248,0.0,12.480000000000004
08/10/2011,15.810779766815125,0.0,12.480000000000004
08/11/2011,15.812164217387435,0.96,13.440000000000005
08/12/2011,16.176404779767324,0.0,13.440000000000005
08/15/2011,16.133549868308023,0.0,13.440000000000005
08/16/2011,16.0692758653356,0.0,13.440000000000005
08/17/2011,16.11212453682612,0.0,13.440000000000005
08/18/2011,16.00499804208886,0.0,13.440000000000005
08/19/2011,15.79073545084567,0.0,13.440000000000005
08/22/2011,16.00499507385696,0.0,13.440000000000005
08/23/2011,15.983575198235572,0.0,13.440000000000005
08/24/2011,16.133544660218114,0.0,13.440000000000005
08/25/2011,16.02642833192401,0.0,13.440000000000005
08/26/2011,15.576481154575555,0.0,13.440000000000005
08/29/2011,15.897863474721193,0.0,13.440000000000005
08/30/2011,15.876438362997492,0.0,13.440000000000005
08/31/2011,16.0264263900863,0.0,13.440000000000005
09/01/2011,15.962139550895092,0.0,13.440000000000005
09/02/2011,15.597911918507608,0.0,13.440000000000005
09/06/2011,15.447935615941477,0.0,13.440000000000005
09/07/2011,15.855021396447578,0.0,13.440000000000005
09/08/2011,15.919289485880874,0.0,13.440000000000005
09/09/2011,15.855012131999166,0.0,13.440000000000005
09/12/2011,15.919295320653456,0.0,13.440000000000005
09/13/2011,15.9624964891365,0.96,14.400000000000006
09/14/2011,15.89716625213623,0.0,14.400000000000006
09/15/2011,15.897170814067943,0.0,14.400000000000006
09/16/2011,15.984276836356301,0.0,14.400000000000006
09/19/2011,15.722953337447217,0.0,14.400000000000006
09/20/2011,15.831831448071139,0.0,14.400000000000006
09/21/2011,15.635843369489733,0.0,14.400000000000006
09/22/2011,15.156739604106836,0.0,14.400000000000006
09/23/2011,14.873651092163191,0.0,14.400000000000006
09/26/2011,14.960751500367868,0.0,14.400000000000006
09/27/2011,15.00431158135722,0.0,11.520000000000003
09/28/2011,15.0043113311813,0.0,11.520000000000003
09/29/2011,15.047861285934816,0.0,11.520000000000003
09/30/2011,14.873644538571687,0.0,11.520000000000003
10/03/2011,14.808314519221195,0.0,11.520000000000003
10/04/2011,12.173311001291555,0.0,11.520000000000003
10/05/2011,13.893684124504176,0.0,11.520000000000003
10/06/2011,14.416340238745494,0.0,11.520000000000003
10/07/2011,15.30919656105545,0.0,11.520000000000003
10/10/2011,15.13497383408672,0.0,11.520000000000003
10/11/2011,15.352740290293355,0.0,11.520000000000003
10/12/2011,15.243506769330146,0.88,12.400000000000004
10/13/2011,15.044391953187297,0.0,12.400000000000004
10/14/2011,15.06651496887207,0.0,12.400000000000004
10/17/2011,14.9780179042688,0.0,12.400000000000004
10/18/2011,15.022266068706957,0.0,12.400000000000004
10/19/2011,15.066519818074726,0.0,12.400000000000004
10/20/2011,14.933769739830643,0.0,12.400000000000004
10/21/2011,15.044394086632755,0.0,12.400000000000004
10/24/2011,14.933770598015961,0.0,12.400000000000004
10/25/2011,15.44262530023466,0.0,12.400000000000004
10/26/2011,15.332001678243808,0.0,12.400000000000004
10/27/2011,15.641740151896004,0.0,12.400000000000004
10/28/2011,15.730243228421358,0.0,12.400000000000004
10/31/2011,15.92935981527956,0.0,12.400000000000004
11/01/2011,15.575379574361047,0.0,12.400000000000004
11/02/2011,15.929359360179545,0.0,12.400000000000004
11/03/2011,15.973607995962452,0.0,12.400000000000004
11/04/2011,15.862983483942184,0.0,12.400000000000004
11/07/2011,15.951475355383833,0.0,12.400000000000004
11/08/2011,16.062106220581008,0.0,12.400000000000004
11/09/2011,15.862980956068354,0.0,12.400000000000004
11/10/2011,15.864370005669596,0.88,13.280000000000005
11/11/2011,15.729545775613316,0.0,13.280000000000005
11/14/2011,15.54977802084589,0.0,13.280000000000005
11/15/2011,15.459892512573289,0.0,13.280000000000005
11/16/2011,15.504833860638259,0.0,13.280000000000005
11/17/2011,15.662131483357225,0.0,13.280000000000005
11/18/2011,15.61718708474674,0.0,13.280000000000005
11/21/2011,15.549778549278523,0.0,13.280000000000005
11/22/2011,15.504833860638259,0.0,13.280000000000005
11/23/2011,15.684603088715654,0.0,13.280000000000005
11/25/2011,15.504837036132812,0.0,13.280000000000005
11/28/2011,15.729549206005167,0.0,13.280000000000005
11/29/2011,15.864365318868277,0.0,13.280000000000005
11/30/2011,15.976724309803785,0.0,13.280000000000005
12/01/2011,16.044131433569998,0.0,13.280000000000005
12/02/2011,16.044131433569998,0.0,13.280000000000005
12/05/2011,16.021663665771484,0.0,13.280000000000005
12/06/2011,16.021668240169795,0.0,13.280000000000005
12/07/2011,16.156492807100165,0.0,13.280000000000005
12/08/2011,15.617189373846227,0.0,13.280000000000005
12/09/2011,15.684599412668915,0.0,13.280000000000005
12/12/2011,15.8643685751222,0.0,13.280000000000005
12/13/2011,15.932495526350158,0.88,11.280000000000003
12/14/2011,15.749876639686253,0.0,11.280000000000003
12/15/2011,15.841191543716219,0.0,11.280000000000003
12/16/2011,15.841192663667119,0.0,11.280000000000003
12/19/2011,16.115096289117055,0.0,11.280000000000003
12/20/2011,15.864020032303122,0.0,11.280000000000003
12/21/2011,16.023795614565277,0.0,11.280000000000003
12/22/2011,15.909665580490977,0.0,11.280000000000003
12/23/2011,15.90966712996989,0.0,11.280000000000003
12/27/2011,15.909665813645304,0.0,11.280000000000003
12/28/2011,16.023791662003273,0.0,11.280000000000003
12/29/2011,16.069448585409376,0.0,11.280000000000003
12/30/2011,16.04661621079894,0.0,11.280000000000003
01/03/2012,16.160749323052656,0.0,11.280000000000003
01/04/2012,16.22923015540486,0.0,11.280000000000003
01/05/2012,16.320531136467988,0.0,11.280000000000003
01/06/2012,16.366188049316406,0.0,11.280000000000003
01/09/2012,16.434661865234375,0.0,11.280000000000003
01/10/2012,16.137927893187342,0.0,11.280000000000003
01/11/2012,16.207125784826914,0.88,11.200000000000003
01/12/2012,16.29986697611194,0.0,11.200000000000003
01/13/2012,16.369426579217063,0.0,11.200000000000003
01/17/2012,16.39261150495907,0.0,11.200000000000003
01/18/2012,16.392621890232807,0.0,11.200000000000003
01/19/2012,16.346241671161938,0.0,11.200000000000003
01/20/2012,16.299877302628882,0.0,11.200000000000003
01/23/2012,16.32305934189573,0.0,11.200000000000003
01/24/2012,16.415803909301758,0.0,11.200000000000003
01/25/2012,16.392618320251476,0.0,11.200000000000003
01/26/2012,16.508536502374128,0.0,11.200000000000003
01/27/2012,16.554916664645855,0.0,11.200000000000003
01/30/2012,16.601286082551294,0.0,11.200000000000003
01/31/2012,16.694033617291417,0.0,11.200000000000003
02/01/2012,16.71721729599561,0.0,11.200000000000003
02/02/2012,16.763587796237488,0.0,11.200000000000003
02/03/2012,16.230312476196296,0.0,11.200000000000003
02/06/2012,16.29986858732916,0.0,11.200000000000003
02/07/2012,16.299877302628882,0.0,11.200000000000003
02/08/2012,16.36942481994629,0.0,11.200000000000003
02/09/2012,16.46217140689441,0.0,11.200000000000003
02/10/2012,16.415798329832135,0.0,11.200000000000003
02/13/2012,16.532454546162633,0.88,11.120000000000003
02/14/2012,16.603106555618396,0.0,11.120000000000003
02/15/2012,16.57956406333749,0.0,11.120000000000003
02/16/2012,16.508913140415046,0.0,11.120000000000003
02/17/2012,16.53246307373047,0.0,11.120000000000003
02/21/2012,16.603116162483666,0.0,11.120000000000003
02/22/2012,16.65020751953125,0.0,11.120000000000003
02/23/2012,16.650210427832015,0.0,11.120000000000003
02/24/2012,16.720858516859284,0.0,11.120000000000003
02/27/2012,16.744414309590457,0.0,11.120000000000003
02/28/2012,16.6502123516358,0.0,11.120000000000003
02/29/2012,16.65020751953125,0.0,11.120000000000003
03/01/2012,16.626659379576537,0.0,11.120000000000003
03/02/2012,16.67376708984375,0.0,11.120000000000003
03/05/2012,16.720870917420996,0.0,11.120000000000003
03/06/2012,16.76796230018205,0.0,11.120000000000003
03/07/2012,16.62665392221564,0.0,11.120000000000003
03/08/2012,16.720858516859284,0.0,11.120000000000003
03/09/2012,16.17920110565649,0.0,11.120000000000003
03/12/2012,16.296950398151715,0.0,11.120000000000003
03/13/2012,16.36913361094171,0.88,11.040000000000003
03/14/2012,16.369132343956597,0.0,11.040000000000003
03/15/2012,16.058016561841594,0.0,11.040000000000003
03/16/2012,16.129823743139244,0.0,11.040000000000003
03/19/2012,15.986234939801367,0.0,11.040000000000003
03/20/2012,15.890496582189652,0.0,11.040000000000003
03/21/2012,16.010160537565515,0.0,11.040000000000003
03/22/2012,16.05802283656751,0.0,11.040000000000003
03/23/2012,15.962303236186608,0.0,11.040000000000003
03/26/2012,16.105880078981432,0.0,11.040000000000003
03/27/2012,16.01016616821289,0.0,11.040000000000003
03/28/2012,16.034090809318258,0.0,11.040000000000003
03/29/2012,15.962291389469648,0.0,11.040000000000003
03/30/2012,16.01016260913214,0.0,11.040000000000003
04/02/2012,16.225540984111408,0.0,11.040000000000003
04/03/2012,16.393066489967204,0.0,11.040000000000003
04/04/2012,16.393063882665533,0.0,11.040000000000003
04/05/2012,16.36914246871801,0.0,11.040000000000003
04/09/2012,16.27340777681917,0.0,11.040000000000003
04/10/2012,16.464852851957094,0.0,11.040000000000003
04/11/2012,16.32127069388044,0.0,11.040000000000003
04/12/2012,16.441638636170023,0.8,10.880000000000003
04/13/2012,16.417343163584388,0.0,10.880000000000003
04/16/2012,16.393067779674027,0.0,10.880000000000003
04/17/2012,16.465917025796877,0.0,10.880000000000003
04/18/2012,16.393068313598633,0.0,10.880000000000003
04/19/2012,16.393067779674027,0.0,10.880000000000003
04/20/2012,16.417352158731056,0.0,10.880000000000003
04/23/2012,16.417346163358182,0.0,10.880000000000003
04/24/2012,16.587355418650837,0.0,10.880000000000003
04/25/2012,16.733067106456904,0.0,10.880000000000003
04/26/2012,16.781639099121094,0.0,10.880000000000003
04/27/2012,16.830210282011684,0.0,10.880000000000003
04/30/2012,16.903069091731876,0.0,10.880000000000003
05/01/2012,16.951639477513304,0.0,10.880000000000003
05/02/2012,16.927359163213538,0.0,10.880000000000003
05/03/2012,17.000207604416453,0.0,10.880000000000003
05/04/2012,17.048789753210002,0.0,10.880000000000003
05/07/2012,16.97593116760254,0.0,10.880000000000003
05/08/2012,17.000219345092773,0.0,10.880000000000003
05/09/2012,17.000214169168647,0.0,10.880000000000003
05/10/2012,17.1216452804936,0.0,10.880000000000003
05/11/2012,17.14663249616272,0.8,10.720000000000002
05/14/2012,16.99881362915039,0.0,10.720000000000002
05/15/2012,17.023441717603422,0.0,10.720000000000002
05/16/2012,16.826363918239345,0.0,10.720000000000002
05/17/2012,16.99881859443127,0.0,10.720000000000002
05/18/2012,16.752460412746856,0.0,10.720000000000002
05/21/2012,16.67854830780777,0.0,10.720000000000002
05/22/2012,16.94953780905582,0.0,10.720000000000002
05/23/2012,16.826357003774792,0.0,10.720000000000002
05/24/2012,16.974177103837107,0.0,10.720000000000002
05/25/2012,16.998811119678038,0.0,10.720000000000002
05/29/2012,17.146633754508347,0.0,10.720000000000002
05/30/2012,17.195899296779274,0.0,10.720000000000002
05/31/2012,17.220541042526243,0.0,10.720000000000002
06/01/2012,17.097360610961914,0.0,10.720000000000002
06/04/2012,17.14662742614746,0.0,10.720000000000002
06/05/2012,17.171262865888124,0.0,10.720000000000002
06/06/2012,17.29444382897356,0.0,10.720000000000002
06/07/2012,17.343721309775308,0.0,10.720000000000002
06/08/2012,17.26981293352858,0.0,10.720000000000002
06/11/2012,17.368360457970212,0.0,10.720000000000002
06/12/2012,17.34372329711914,0.0,10.720000000000002
06/13/2012,17.293727392880548,0.8,10.560000000000002
06/14/2012,17.31871916786492,0.0,10.560000000000002
06/15/2012,17.468664649080893,0.0,10.560000000000002
06/18/2012,17.46866774902758,0.0,10.560000000000002
06/19/2012,17.4186828220089,0.0,10.560000000000002
06/20/2012,17.518650539620356,0.0,10.560000000000002
06/21/2012,17.44368149359017,0.0,10.560000000000002
06/22/2012,17.443676708277295,0.0,10.560000000000002
06/25/2012,17.46866774902758,0.0,10.560000000000002
06/26/2012,17.468664649080893,0.0,10.560000000000002
06/27/2012,17.543640848105618,0.0,10.560000000000002
06/28/2012,17.59362268333312,0.0,10.560000000000002
06/29/2012,17.71858047431279,0.0,10.560000000000002
07/02/2012,17.768563201245005,0.0,10.560000000000002
07/03/2012,18.043464135060926,0.0,10.560000000000002
07/05/2012,18.193409399483727,0.0,10.560000000000002
07/06/2012,18.293373537046563,0.0,10.560000000000002
07/09/2012,18.518290265142326,0.0,10.560000000000002
07/10/2012,18.093446204158894,0.0,10.560000000000002
07/11/2012,18.293376672905588,0.0,10.560000000000002
07/12/2012,18.343698501586914,0.8,10.4
07/13/2012,18.470385263085795,0.0,10.4
07/16/2012,18.495722427732993,0.0,10.4
07/17/2012,18.647739443836453,0.0,10.4
07/18/2012,18.698408741011704,0.0,10.4
07/19/2012,18.723744709594452,0.0,10.4
07/20/2012,18.647745710047467,0.0,10.4
07/23/2012,18.723749847503672,0.0,10.4
07/24/2012,18.90110650882297,0.0,10.4
07/25/2012,18.92643676515646,0.0,10.4
07/26/2012,19.10379985456587,0.0,10.4
07/27/2012,19.179810234724698,0.0,10.4
07/30/2012,19.458511409826432,0.0,10.4
07/31/2012,19.711871247207185,0.0,10.4
08/01/2012,19.382495880126953,0.0,10.4
08/02/2012,19.559864690700234,0.0,10.4
08/03/2012,18.9264393250675,0.0,10.4
08/06/2012,19.07846186803574,0.0,10.4
08/07/2012,18.95177966803657,0.0,10.4
08/08/2012,18.82510121075174,0.0,10.4
08/09/2012,18.9264393250675,0.0,10.4
08/10/2012,19.053120228980877,0.0,10.4
08/13/2012,19.05416327461017,0.8,10.24
08/14/2012,19.131195687764386,0.0,10.24
08/15/2012,19.182552836226616,0.0,10.24
08/16/2012,19.156868725651556,0.0,10.24
08/17/2012,18.951432675197587,0.0,10.24
08/20/2012,18.925755811133897,0.0,10.24
08/21/2012,18.900074087987175,0.0,10.24
08/22/2012,18.720320510495434,0.0,10.24
08/23/2012,18.617598247750983,0.0,10.24
08/24/2012,18.771685140804486,0.0,10.24
08/27/2012,18.82304401190071,0.0,10.24
08/28/2012,18.823038921766738,0.0,10.24
