PEGI,Pattern Energy Group Inc.,
Date,Price,Annualized Dividend
05/04/2017,17.49,1.6119999999999999
05/05/2017,17.53,1.6119999999999999
05/05/2017,17.7,1.6119999999999999
05/08/2017,17.78,1.6119999999999999
05/08/2017,17.64,1.6119999999999999
05/09/2017,17.79,1.6119999999999999
05/09/2017,17.33,1.6119999999999999
05/10/2017,17.37,1.6119999999999999
05/10/2017,17.42,1.6119999999999999
05/11/2017,17.43,1.6119999999999999
05/11/2017,17.61,1.6119999999999999
05/12/2017,17.61,1.6119999999999999
05/12/2017,17.63,1.6119999999999999
05/15/2017,17.57,1.6119999999999999
05/15/2017,17.89,1.6119999999999999
05/16/2017,17.98,1.6119999999999999
05/16/2017,17.97,1.6119999999999999
05/17/2017,17.89,1.6119999999999999
05/17/2017,17.68,1.6119999999999999
05/18/2017,17.79,1.6119999999999999
05/18/2017,17.72,1.6119999999999999
05/19/2017,17.78,1.6119999999999999
05/19/2017,17.79,1.6119999999999999
05/22/2017,17.81,1.6119999999999999
05/22/2017,17.96,1.6119999999999999
05/23/2017,18.05,1.6119999999999999
05/23/2017,18.04,1.6119999999999999
05/24/2017,18.04,1.6119999999999999
05/24/2017,18.46,1.6119999999999999
05/25/2017,18.53,1.6119999999999999
05/25/2017,18.51,1.6119999999999999
05/26/2017,18.59,1.6119999999999999
05/26/2017,18.49,1.6119999999999999
05/30/2017,18.42,1.6119999999999999
05/30/2017,18.33,1.6119999999999999
05/31/2017,18.35,1.6119999999999999
05/31/2017,18.25,1.6119999999999999
06/01/2017,18.27,1.6119999999999999
06/01/2017,18.56,1.6119999999999999
06/02/2017,18.59,1.6119999999999999
06/02/2017,18.5,1.6119999999999999
06/05/2017,18.46,1.6119999999999999
06/05/2017,18.5,1.6119999999999999
06/06/2017,18.46,1.6119999999999999
06/06/2017,18.47,1.6119999999999999
06/07/2017,18.54,1.6119999999999999
06/07/2017,18.36,1.6119999999999999
06/08/2017,18.37,1.6119999999999999
06/08/2017,18.6,1.6119999999999999
06/09/2017,18.59,1.6119999999999999
06/09/2017,18.66,1.6119999999999999
06/12/2017,18.65,1.6119999999999999
06/12/2017,18.64,1.6119999999999999
06/13/2017,18.6,1.6119999999999999
06/13/2017,18.77,1.6119999999999999
06/14/2017,18.8,1.6119999999999999
06/14/2017,18.63,1.6119999999999999
06/15/2017,18.62,1.6119999999999999
06/15/2017,18.8,1.6119999999999999
06/16/2017,18.76,1.6119999999999999
06/16/2017,19.16,1.6119999999999999
06/19/2017,19.21,1.6119999999999999
06/19/2017,19.67,1.6119999999999999
06/20/2017,19.79,1.6119999999999999
06/20/2017,19.62,1.6119999999999999
06/21/2017,19.71,1.6119999999999999
06/21/2017,19.6,1.6119999999999999
06/22/2017,19.71,1.6119999999999999
06/22/2017,20.06,1.6119999999999999
06/23/2017,20.1,1.6119999999999999
06/23/2017,20.15,1.6119999999999999
06/26/2017,20.21,1.6119999999999999
06/26/2017,20.36,1.6119999999999999
06/27/2017,20.36,1.6119999999999999
06/27/2017,20.28,1.6119999999999999
06/28/2017,20.43,1.64
06/28/2017,20.34,1.64
06/29/2017,20.34,1.64
06/29/2017,19.67,1.64
06/30/2017,19.8,1.64
06/30/2017,19.61,1.64
07/03/2017,19.66,1.64
07/03/2017,19.62,1.64
07/05/2017,19.63,1.64
07/05/2017,19.5,1.64
07/06/2017,19.4,1.64
07/06/2017,19.31,1.64
07/07/2017,19.3,1.64
07/07/2017,19.34,1.64
07/10/2017,19.37,1.64
07/10/2017,19.64,1.64
07/11/2017,19.67,1.64
07/11/2017,19.6,1.64
07/12/2017,19.77,1.64
07/12/2017,19.86,1.64
07/13/2017,19.87,1.64
07/13/2017,19.56,1.64
07/14/2017,19.59,1.64
07/14/2017,19.69,1.64
07/17/2017,19.71,1.64
07/17/2017,19.94,1.64
07/18/2017,19.92,1.64
07/18/2017,20.0,1.64
07/19/2017,20.04,1.64
07/19/2017,20.27,1.64
07/20/2017,20.3,1.64
07/20/2017,20.28,1.64
07/21/2017,20.41,1.64
07/21/2017,20.36,1.64
07/24/2017,20.36,1.64
07/24/2017,20.51,1.64
07/25/2017,20.51,1.64
07/25/2017,20.51,1.64
07/26/2017,20.67,1.64
07/26/2017,20.66,1.64
07/27/2017,20.7,1.64
07/27/2017,20.67,1.64
07/28/2017,20.59,1.64
07/28/2017,20.71,1.64
07/31/2017,20.77,1.64
07/31/2017,20.64,1.64
08/01/2017,20.71,1.64
08/01/2017,20.74,1.64
08/02/2017,20.75,1.64
08/02/2017,20.64,1.64
08/03/2017,20.64,1.64
08/03/2017,20.61,1.64
08/04/2017,20.63,1.64
08/04/2017,20.73,1.64
08/07/2017,20.73,1.64
08/07/2017,20.39,1.64
08/08/2017,20.44,1.64
08/08/2017,19.76,1.64
08/09/2017,19.62,1.64
08/09/2017,19.25,1.64
08/10/2017,19.2,1.64
08/10/2017,19.39,1.64
08/11/2017,19.48,1.64
08/11/2017,19.62,1.64
08/14/2017,19.68,1.64
08/14/2017,19.85,1.64
08/15/2017,19.86,1.64
08/15/2017,19.85,1.64
08/16/2017,19.82,1.64
08/16/2017,19.84,1.64
08/17/2017,19.76,1.64
08/17/2017,19.54,1.64
08/18/2017,19.54,1.64
08/18/2017,20.11,1.64
08/21/2017,20.13,1.64
08/21/2017,20.18,1.64
08/22/2017,20.27,1.64
08/22/2017,20.4,1.64
08/23/2017,20.39,1.64
08/23/2017,20.47,1.64
08/24/2017,20.51,1.64
08/24/2017,20.48,1.64
08/25/2017,20.47,1.64
08/25/2017,20.27,1.64
08/28/2017,20.28,1.64
08/28/2017,20.31,1.64
08/29/2017,20.22,1.64
08/29/2017,20.53,1.64
08/30/2017,20.57,1.64
08/30/2017,20.43,1.64
08/31/2017,20.49,1.64
08/31/2017,20.66,1.64
09/01/2017,20.64,1.64
09/01/2017,20.63,1.64
09/05/2017,20.68,1.64
09/05/2017,20.77,1.64
09/06/2017,20.85,1.64
09/06/2017,20.81,1.64
09/07/2017,20.9,1.64
09/07/2017,20.86,1.64
09/08/2017,20.92,1.64
09/08/2017,20.92,1.64
09/11/2017,20.97,1.64
09/11/2017,21.14,1.64
09/12/2017,21.21,1.64
09/12/2017,21.13,1.64
09/13/2017,21.1,1.64
09/13/2017,21.29,1.64
09/14/2017,21.27,1.64
09/14/2017,21.51,1.64
09/15/2017,21.62,1.64
09/15/2017,21.63,1.64
09/18/2017,21.63,1.64
09/18/2017,21.62,1.64
09/19/2017,21.66,1.64
09/19/2017,21.63,1.64
09/20/2017,21.67,1.64
09/20/2017,21.61,1.64
09/21/2017,21.64,1.64
09/21/2017,21.65,1.64
09/22/2017,21.35,1.64
09/22/2017,21.3,1.64
09/25/2017,21.38,1.64
09/25/2017,21.0,1.64
09/26/2017,21.09,1.64
09/26/2017,21.15,1.64
09/27/2017,21.22,1.64
09/27/2017,20.92,1.64
09/28/2017,20.93,1.66
09/28/2017,21.02,1.66
09/29/2017,20.96,1.66
09/29/2017,20.15,1.66
10/02/2017,20.17,1.66
10/02/2017,20.39,1.66
10/03/2017,20.36,1.66
10/03/2017,20.34,1.66
10/04/2017,20.31,1.66
10/04/2017,20.19,1.66
10/05/2017,20.2,1.66
10/05/2017,20.16,1.66
10/06/2017,20.15,1.66
10/06/2017,20.22,1.66
10/09/2017,20.25,1.66
10/09/2017,20.25,1.66
10/10/2017,20.36,1.66
10/10/2017,20.59,1.66
10/11/2017,20.55,1.66
10/11/2017,20.26,1.66
10/12/2017,20.25,1.66
10/12/2017,20.43,1.66
10/13/2017,20.52,1.66
10/13/2017,20.66,1.66
10/16/2017,20.82,1.66
10/16/2017,20.28,1.66
10/17/2017,20.23,1.66
10/17/2017,20.51,1.66
10/18/2017,20.51,1.66
10/18/2017,20.51,1.66
10/19/2017,19.59,1.66
10/19/2017,19.8,1.66
10/20/2017,19.93,1.66
10/20/2017,19.83,1.66
10/23/2017,19.86,1.66
10/23/2017,19.26,1.66
10/24/2017,19.18,1.66
10/24/2017,19.59,1.66
10/25/2017,19.64,1.66
10/25/2017,18.96,1.66
10/26/2017,19.01,1.66
10/26/2017,19.04,1.66
10/27/2017,19.12,1.66
10/27/2017,19.27,1.66
10/30/2017,19.23,1.66
10/30/2017,19.13,1.66
10/31/2017,19.2,1.66
10/31/2017,19.29,1.66
11/01/2017,19.31,1.66
11/01/2017,19.28,1.66
11/02/2017,19.37,1.66
11/02/2017,18.52,1.66
11/03/2017,18.57,1.66
11/03/2017,18.99,1.66
11/06/2017,19.09,1.66
11/06/2017,18.92,1.66
11/07/2017,18.92,1.66
11/07/2017,18.66,1.66
11/08/2017,18.61,1.66
11/08/2017,18.64,1.66
11/09/2017,18.28,1.66
11/09/2017,18.04,1.66
11/10/2017,17.83,1.66
11/10/2017,17.49,1.66
11/13/2017,17.39,1.66
11/13/2017,17.39,1.66
11/14/2017,17.35,1.66
11/14/2017,17.65,1.66
11/15/2017,17.6,1.66
11/15/2017,17.93,1.66
11/16/2017,17.92,1.66
11/16/2017,18.39,1.66
11/17/2017,18.39,1.66
11/17/2017,18.51,1.66
11/20/2017,18.49,1.66
11/20/2017,18.2,1.66
11/21/2017,18.23,1.66
11/21/2017,18.18,1.66
11/22/2017,18.19,1.66
11/22/2017,18.2,1.66
11/24/2017,18.38,1.66
11/24/2017,18.41,1.66
11/27/2017,18.57,1.66
11/27/2017,18.4,1.66
11/28/2017,18.41,1.66
11/28/2017,18.81,1.66
11/29/2017,18.82,1.66
11/29/2017,18.66,1.66
11/30/2017,18.76,1.66
11/30/2017,18.85,1.66
12/01/2017,18.9,1.66
12/01/2017,18.33,1.66
12/04/2017,18.49,1.66
12/04/2017,17.65,1.66
12/05/2017,17.65,1.66
12/05/2017,17.68,1.66
12/06/2017,18.08,1.66
12/06/2017,17.6,1.66
12/07/2017,17.66,1.66
12/07/2017,17.84,1.66
12/08/2017,17.98,1.66
12/08/2017,17.9,1.66
12/11/2017,17.96,1.66
12/11/2017,17.9,1.66
12/12/2017,17.74,1.66
12/12/2017,17.61,1.66
12/13/2017,17.69,1.66
12/13/2017,17.9,1.66
12/14/2017,18.01,1.66
12/14/2017,18.27,1.66
12/15/2017,18.32,1.66
12/15/2017,18.03,1.66
12/18/2017,18.06,1.66
12/18/2017,17.98,1.66
12/19/2017,17.97,1.66
12/19/2017,18.05,1.66
12/20/2017,18.06,1.66
12/20/2017,18.19,1.66
12/21/2017,18.25,1.66
12/21/2017,18.06,1.66
12/22/2017,18.06,1.66
12/22/2017,18.22,1.66
12/26/2017,18.16,1.66
12/26/2017,18.21,1.66
12/27/2017,18.21,1.66
12/27/2017,18.44,1.66
12/28/2017,18.5,1.674
12/28/2017,18.4,1.674
12/29/2017,18.48,1.674
12/29/2017,18.32,1.674
01/02/2018,18.49,1.674
01/02/2018,18.58,1.674
01/03/2018,18.62,1.674
01/03/2018,18.36,1.674
01/04/2018,18.48,1.674
01/04/2018,18.37,1.674
01/05/2018,18.48,1.674
01/05/2018,18.28,1.674
01/08/2018,18.34,1.674
01/08/2018,18.44,1.674
01/09/2018,18.46,1.674
01/09/2018,18.29,1.674
01/10/2018,18.32,1.674
01/10/2018,18.19,1.674
01/11/2018,18.19,1.674
01/11/2018,18.25,1.674
01/12/2018,18.26,1.674
01/12/2018,18.33,1.674
01/16/2018,18.59,1.674
01/16/2018,18.03,1.674
01/17/2018,18.08,1.674
01/17/2018,18.02,1.674
01/18/2018,17.98,1.674
01/18/2018,18.05,1.674
01/19/2018,18.1,1.674
01/19/2018,18.23,1.674
01/22/2018,18.22,1.674
01/22/2018,18.44,1.674
01/23/2018,18.54,1.674
01/23/2018,18.66,1.674
01/24/2018,18.66,1.674
01/24/2018,18.4,1.674
01/25/2018,18.36,1.674
01/25/2018,18.46,1.674
01/26/2018,18.48,1.674
01/26/2018,18.26,1.674
01/29/2018,18.29,1.674
01/29/2018,17.88,1.674
01/30/2018,17.76,1.674
01/30/2018,17.59,1.674
01/31/2018,17.68,1.674
01/31/2018,17.58,1.674
02/01/2018,17.55,1.674
02/01/2018,17.45,1.674
02/02/2018,17.45,1.674
02/02/2018,17.39,1.674
02/05/2018,17.34,1.674
02/05/2018,16.64,1.674
02/06/2018,16.45,1.674
02/06/2018,16.23,1.674
02/07/2018,16.2,1.674
02/07/2018,15.95,1.674
02/08/2018,15.96,1.674
02/08/2018,15.7,1.674
02/09/2018,15.75,1.674
02/09/2018,15.98,1.674
02/12/2018,16.0,1.674
02/12/2018,16.22,1.674
02/13/2018,16.15,1.674
02/13/2018,15.76,1.674
02/14/2018,15.63,1.674
02/14/2018,15.83,1.674
02/15/2018,15.94,1.674
02/15/2018,16.29,1.674
02/16/2018,16.28,1.674
02/16/2018,16.44,1.674
02/20/2018,16.44,1.674
02/20/2018,16.05,1.674
02/21/2018,16.02,1.674
02/21/2018,16.02,1.674
02/22/2018,16.03,1.674
02/22/2018,16.05,1.674
02/23/2018,16.13,1.674
02/23/2018,16.12,1.674
02/26/2018,16.16,1.674
02/26/2018,16.06,1.674
02/27/2018,16.16,1.674
02/27/2018,16.25,1.674
02/28/2018,16.28,1.674
02/28/2018,15.83,1.674
03/01/2018,15.47,1.674
03/01/2018,14.53,1.674
03/02/2018,14.66,1.674
03/02/2018,14.45,1.674
03/05/2018,14.49,1.674
03/05/2018,14.66,1.674
03/06/2018,14.68,1.674
03/06/2018,14.54,1.674
03/07/2018,14.53,1.674
03/07/2018,14.87,1.674
03/08/2018,15.0,1.674
03/08/2018,15.08,1.674
03/09/2018,15.18,1.674
03/09/2018,15.3,1.674
03/12/2018,15.35,1.674
03/12/2018,15.66,1.674
03/13/2018,15.71,1.674
03/13/2018,15.76,1.674
03/14/2018,15.77,1.674
03/14/2018,15.82,1.674
03/15/2018,15.86,1.674
03/15/2018,15.59,1.674
03/16/2018,15.55,1.674
03/16/2018,15.52,1.674
03/19/2018,15.53,1.674
03/19/2018,15.6,1.674
03/20/2018,15.57,1.674
03/20/2018,15.57,1.674
03/21/2018,15.59,1.674
03/21/2018,15.52,1.674
03/22/2018,15.48,1.674
03/22/2018,15.47,1.674
03/23/2018,15.47,1.674
03/23/2018,15.32,1.674
03/26/2018,15.47,1.674
03/26/2018,15.58,1.674
03/27/2018,15.64,1.674
03/27/2018,15.36,1.674
03/28/2018,15.4,1.682
03/28/2018,15.26,1.682
03/29/2018,15.26,1.682
03/29/2018,15.09,1.682
04/02/2018,15.09,1.682
04/02/2018,14.95,1.682
04/03/2018,15.03,1.682
04/03/2018,14.91,1.682
04/04/2018,14.82,1.682
04/04/2018,15.16,1.682
04/05/2018,15.2,1.682
04/05/2018,15.34,1.682
04/06/2018,15.33,1.682
04/06/2018,14.98,1.682
04/09/2018,15.1,1.682
04/09/2018,15.41,1.682
04/10/2018,15.57,1.682
04/10/2018,15.44,1.682
04/11/2018,15.42,1.682
04/11/2018,15.48,1.682
04/12/2018,15.54,1.682
04/12/2018,15.34,1.682
04/13/2018,15.39,1.682
04/13/2018,15.2,1.682
04/16/2018,15.31,1.682
04/16/2018,15.36,1.682
04/17/2018,15.38,1.682
04/17/2018,15.52,1.682
04/18/2018,15.52,1.682
04/18/2018,15.55,1.682
04/19/2018,15.5,1.682
04/19/2018,15.48,1.682
04/20/2018,15.51,1.682
04/20/2018,15.63,1.682
04/23/2018,15.68,1.682
04/23/2018,15.62,1.682
04/24/2018,15.67,1.682
04/24/2018,15.6,1.682
04/25/2018,15.46,1.682
04/25/2018,15.64,1.682
04/26/2018,15.71,1.682
04/26/2018,15.92,1.682
04/27/2018,15.99,1.682
04/27/2018,15.86,1.682
04/30/2018,15.89,1.682
04/30/2018,15.87,1.682
05/01/2018,15.84,1.682
05/01/2018,15.84,1.682
05/02/2018,15.78,1.682
05/02/2018,15.91,1.682
05/03/2018,15.85,1.682
05/03/2018,15.59,1.682
05/04/2018,15.59,1.682
05/04/2018,15.65,1.682
05/07/2018,15.72,1.682
05/07/2018,15.86,1.682
05/08/2018,15.88,1.682
05/08/2018,15.7,1.682
05/09/2018,15.74,1.682
05/09/2018,15.62,1.682
05/10/2018,15.92,1.682
05/10/2018,16.23,1.682
05/11/2018,16.26,1.682
05/11/2018,15.94,1.682
05/14/2018,15.94,1.682
05/14/2018,15.92,1.682
05/15/2018,15.92,1.682
05/15/2018,15.9,1.682
05/16/2018,15.92,1.682
05/16/2018,15.82,1.682
05/17/2018,15.78,1.682
05/17/2018,15.23,1.682
05/18/2018,15.3,1.682
05/18/2018,15.36,1.682
05/21/2018,15.45,1.682
05/21/2018,15.41,1.682
05/22/2018,15.46,1.682
05/22/2018,15.59,1.682
05/23/2018,15.55,1.682
05/23/2018,15.78,1.682
05/24/2018,15.78,1.682
05/24/2018,15.85,1.682
05/25/2018,15.81,1.682
05/25/2018,16.06,1.682
05/29/2018,15.85,1.682
05/29/2018,16.19,1.682
05/30/2018,16.19,1.682
05/30/2018,16.24,1.682
05/31/2018,16.24,1.682
05/31/2018,16.22,1.682
06/01/2018,16.27,1.682
06/01/2018,16.1,1.682
06/04/2018,16.12,1.682
06/04/2018,16.16,1.682
06/05/2018,16.22,1.682
06/05/2018,16.12,1.682
06/06/2018,16.15,1.682
06/06/2018,15.84,1.682
06/07/2018,15.89,1.682
06/07/2018,16.02,1.682
06/08/2018,16.03,1.682
06/08/2018,15.94,1.682
06/11/2018,16.02,1.682
06/11/2018,15.78,1.682
06/12/2018,15.84,1.682
06/12/2018,16.33,1.682
06/13/2018,16.33,1.682
06/13/2018,16.4,1.682
06/14/2018,16.45,1.682
06/14/2018,16.62,1.682
06/15/2018,16.62,1.682
06/15/2018,16.89,1.682
06/18/2018,16.88,1.682
06/18/2018,16.75,1.682
06/19/2018,16.62,1.682
06/19/2018,17.0,1.682
06/20/2018,17.03,1.682
06/20/2018,16.71,1.682
06/21/2018,16.71,1.682
06/21/2018,16.43,1.682
06/22/2018,16.52,1.682
06/22/2018,16.62,1.682
06/25/2018,16.63,1.682
06/25/2018,16.93,1.682
06/26/2018,17.02,1.682
06/26/2018,16.77,1.682
06/27/2018,16.76,1.682
06/27/2018,16.61,1.682
06/28/2018,16.69,1.686
06/28/2018,16.57,1.686
06/29/2018,16.66,1.686
06/29/2018,16.74,1.686
07/02/2018,16.7,1.686
07/02/2018,16.61,1.686
07/03/2018,16.68,1.686
07/03/2018,16.6,1.686
07/05/2018,16.63,1.686
07/05/2018,16.92,1.686
07/06/2018,17.23,1.686
07/06/2018,17.05,1.686
07/09/2018,17.04,1.686
07/09/2018,16.94,1.686
07/10/2018,16.96,1.686
07/10/2018,17.01,1.686
07/11/2018,17.03,1.686
07/11/2018,17.26,1.686
07/12/2018,17.28,1.686
07/12/2018,16.65,1.686
07/13/2018,16.07,1.686
07/13/2018,15.26,1.686
07/16/2018,15.77,1.686
07/16/2018,16.04,1.686
07/17/2018,15.34,1.686
07/17/2018,15.9,1.686
07/18/2018,15.97,1.686
07/18/2018,15.88,1.686
07/19/2018,15.96,1.686
07/19/2018,16.04,1.686
07/20/2018,16.07,1.686
07/20/2018,15.62,1.686
07/23/2018,15.98,1.686
07/23/2018,15.89,1.686
07/24/2018,16.08,1.686
07/24/2018,15.96,1.686
07/25/2018,15.99,1.686
07/25/2018,16.08,1.686
07/26/2018,16.11,1.686
07/26/2018,16.39,1.686
07/27/2018,16.36,1.686
07/27/2018,16.45,1.686
07/30/2018,16.58,1.686
07/30/2018,16.67,1.686
07/31/2018,16.68,1.686
07/31/2018,16.58,1.686
08/01/2018,16.58,1.686
08/01/2018,16.44,1.686
08/02/2018,16.47,1.686
08/02/2018,16.45,1.686
08/03/2018,16.47,1.686
08/03/2018,16.34,1.686
08/06/2018,16.34,1.686
08/06/2018,16.49,1.686
08/07/2018,16.46,1.686
08/07/2018,16.46,1.686
08/08/2018,16.49,1.686
08/08/2018,16.15,1.686
08/09/2018,16.69,1.686
08/09/2018,16.62,1.686
08/10/2018,16.61,1.686
08/10/2018,16.76,1.686
08/13/2018,16.83,1.686
08/13/2018,16.75,1.686
08/14/2018,16.79,1.686
08/14/2018,17.12,1.686
08/15/2018,17.12,1.686
08/15/2018,17.39,1.686
08/16/2018,17.42,1.686
08/16/2018,17.78,1.686
08/17/2018,17.71,1.686
08/17/2018,17.93,1.686
08/20/2018,17.94,1.686
08/20/2018,18.46,1.686
08/21/2018,18.45,1.686
08/21/2018,18.36,1.686
08/22/2018,18.31,1.686
08/22/2018,17.96,1.686
08/23/2018,17.96,1.686
08/23/2018,17.83,1.686
08/24/2018,17.88,1.686
08/24/2018,17.98,1.686
08/27/2018,18.01,1.686
08/27/2018,18.21,1.686
08/28/2018,18.28,1.686
08/28/2018,18.14,1.686
08/29/2018,18.16,1.686
08/29/2018,18.24,1.686
08/30/2018,18.28,1.686
08/30/2018,18.28,1.686
08/31/2018,18.28,1.686
08/31/2018,18.2,1.686
09/04/2018,18.17,1.686
09/04/2018,17.99,1.686
09/05/2018,17.98,1.686
09/05/2018,18.0,1.686
09/06/2018,18.06,1.686
09/06/2018,18.0,1.686
09/07/2018,17.99,1.686
09/07/2018,17.5,1.686
09/10/2018,17.61,1.686
09/10/2018,17.54,1.686
09/11/2018,17.61,1.686
09/11/2018,17.96,1.686
09/12/2018,17.96,1.686
09/12/2018,18.09,1.686
09/13/2018,18.12,1.686
09/13/2018,18.29,1.686
09/14/2018,18.29,1.686
09/14/2018,17.85,1.686
09/17/2018,18.02,1.686
09/17/2018,18.26,1.686
09/18/2018,18.23,1.686
09/18/2018,18.51,1.686
09/19/2018,18.53,1.686
09/19/2018,18.26,1.686
09/20/2018,18.41,1.686
09/20/2018,18.29,1.686
09/21/2018,18.32,1.686
09/21/2018,18.37,1.686
09/24/2018,18.41,1.686
09/24/2018,18.11,1.686
09/25/2018,18.15,1.686
09/25/2018,17.67,1.686
09/26/2018,17.75,1.686
09/26/2018,17.51,1.686
09/27/2018,17.67,1.688
09/27/2018,17.93,1.688
09/28/2018,17.96,1.688
09/28/2018,18.13,1.688
10/01/2018,18.18,1.688
10/01/2018,17.96,1.688
10/02/2018,17.92,1.688
10/02/2018,18.29,1.688
10/03/2018,18.3,1.688
10/03/2018,18.46,1.688
10/04/2018,18.4,1.688
10/04/2018,17.44,1.688
10/05/2018,17.46,1.688
10/05/2018,17.25,1.688
10/08/2018,17.25,1.688
10/08/2018,17.25,1.688
10/09/2018,17.25,1.688
10/09/2018,16.53,1.688
10/10/2018,16.45,1.688
10/10/2018,16.06,1.688
10/11/2018,16.04,1.688
10/11/2018,16.22,1.688
10/12/2018,16.4,1.688
10/12/2018,16.71,1.688
10/15/2018,16.76,1.688
10/15/2018,16.86,1.688
10/16/2018,16.95,1.688
10/16/2018,17.22,1.688
10/17/2018,17.23,1.688
10/17/2018,17.1,1.688
10/18/2018,17.12,1.688
10/18/2018,17.22,1.688
10/19/2018,17.18,1.688
10/19/2018,17.27,1.688
10/22/2018,17.31,1.688
10/22/2018,17.28,1.688
10/23/2018,16.94,1.688
10/23/2018,16.19,1.688
10/24/2018,16.2,1.688
10/24/2018,16.13,1.688
10/25/2018,16.14,1.688
10/25/2018,16.33,1.688
10/26/2018,16.29,1.688
10/26/2018,15.79,1.688
10/29/2018,15.8,1.688
10/29/2018,15.98,1.688
10/30/2018,16.02,1.688
10/30/2018,16.43,1.688
10/31/2018,16.56,1.688
10/31/2018,16.35,1.688
11/01/2018,16.48,1.688
11/01/2018,16.71,1.688
11/02/2018,16.94,1.688
11/02/2018,16.96,1.688
11/05/2018,16.52,1.688
11/05/2018,17.93,1.688
11/06/2018,18.02,1.688
11/06/2018,18.44,1.688
11/07/2018,18.56,1.688
11/07/2018,19.03,1.688
11/08/2018,19.09,1.688
11/08/2018,18.79,1.688
11/09/2018,18.71,1.688
11/09/2018,18.75,1.688
11/12/2018,18.61,1.688
11/12/2018,18.34,1.688
11/13/2018,18.43,1.688
11/13/2018,18.68,1.688
11/14/2018,18.6,1.688
11/14/2018,17.6,1.688
11/15/2018,17.6,1.688
11/15/2018,17.84,1.688
11/16/2018,17.86,1.688
11/16/2018,18.45,1.688
11/19/2018,18.38,1.688
11/19/2018,18.51,1.688
11/20/2018,18.54,1.688
11/20/2018,18.25,1.688
11/21/2018,18.28,1.688
11/21/2018,18.45,1.688
11/23/2018,18.3,1.688
11/23/2018,18.57,1.688
11/26/2018,18.57,1.688
11/26/2018,19.13,1.688
11/27/2018,18.55,1.688
11/27/2018,19.02,1.688
11/28/2018,19.04,1.688
11/28/2018,19.14,1.688
11/29/2018,19.27,1.688
11/29/2018,19.16,1.688
11/30/2018,19.12,1.688
11/30/2018,18.88,1.688
12/03/2018,19.0,1.688
12/03/2018,19.15,1.688
12/04/2018,19.13,1.688
12/04/2018,18.96,1.688
12/06/2018,18.92,1.688
12/06/2018,19.35,1.688
12/07/2018,19.33,1.688
12/07/2018,19.3,1.688
12/10/2018,19.17,1.688
12/10/2018,19.43,1.688
12/11/2018,19.6,1.688
12/11/2018,19.25,1.688
12/12/2018,19.34,1.688
12/12/2018,19.16,1.688
12/13/2018,19.17,1.688
12/13/2018,19.08,1.688
12/14/2018,19.06,1.688
12/14/2018,19.03,1.688
12/17/2018,18.93,1.688
12/17/2018,17.78,1.688
12/18/2018,17.71,1.688
12/18/2018,17.17,1.688
12/19/2018,17.18,1.688
12/19/2018,17.12,1.688
12/20/2018,17.02,1.688
12/20/2018,17.14,1.688
12/21/2018,17.06,1.688
12/21/2018,16.69,1.688
12/24/2018,16.63,1.688
12/24/2018,15.99,1.688
12/26/2018,16.17,1.688
12/26/2018,17.03,1.688
12/27/2018,17.41,1.688
12/27/2018,17.15,1.688
12/28/2018,17.14,1.688
12/28/2018,17.12,1.688
12/31/2018,17.37,1.688
12/31/2018,17.38,1.688
01/02/2019,17.18,1.688
01/02/2019,17.41,1.688
01/03/2019,17.35,1.688
01/03/2019,17.37,1.688
01/04/2019,17.47,1.688
01/04/2019,18.22,1.688
01/07/2019,18.27,1.688
01/07/2019,18.46,1.688
01/08/2019,18.48,1.688
01/08/2019,18.46,1.688
01/09/2019,18.53,1.688
01/09/2019,18.34,1.688
01/10/2019,18.34,1.688
01/10/2019,18.89,1.688
01/11/2019,18.88,1.688
01/11/2019,18.88,1.688
01/14/2019,18.68,1.688
01/14/2019,18.2,1.688
01/15/2019,18.31,1.688
01/15/2019,18.44,1.688
01/16/2019,18.43,1.688
01/16/2019,18.93,1.688
01/17/2019,18.93,1.688
01/17/2019,18.89,1.688
01/18/2019,18.99,1.688
01/18/2019,18.73,1.688
01/22/2019,18.48,1.688
01/22/2019,18.72,1.688
01/23/2019,18.75,1.688
01/23/2019,19.05,1.688
01/24/2019,19.08,1.688
01/24/2019,19.44,1.688
01/25/2019,19.44,1.688
01/25/2019,19.3,1.688
01/28/2019,19.15,1.688
01/28/2019,19.67,1.688
01/29/2019,19.61,1.688
01/29/2019,19.64,1.688
01/30/2019,19.86,1.688
01/30/2019,19.55,1.688
01/31/2019,19.49,1.688
01/31/2019,19.86,1.688
02/01/2019,19.73,1.688
02/01/2019,19.81,1.688
02/04/2019,19.33,1.688
02/04/2019,19.66,1.688
02/05/2019,19.66,1.688
02/05/2019,19.54,1.688
02/06/2019,19.56,1.688
02/06/2019,19.51,1.688
02/07/2019,19.5,1.688
02/07/2019,19.79,1.688
02/08/2019,19.75,1.688
02/08/2019,19.82,1.688
02/11/2019,19.66,1.688
02/11/2019,19.74,1.688
02/12/2019,19.8,1.688
02/12/2019,19.61,1.688
02/13/2019,19.6,1.688
02/13/2019,19.19,1.688
02/14/2019,19.22,1.688
02/14/2019,19.51,1.688
02/15/2019,19.57,1.688
02/15/2019,19.59,1.688
02/19/2019,19.57,1.688
02/19/2019,19.68,1.688
02/20/2019,19.66,1.688
02/20/2019,19.64,1.688
02/21/2019,19.59,1.688
02/21/2019,19.71,1.688
02/22/2019,19.79,1.688
