IRCP,IRSA Propiedades Comerciales S.,
Date,Price,Annualized Dividend
03/11/2004,1.1761142015457153,0.199
03/11/2004,1.1761142015457153,0.199
03/12/2004,1.1761142015457153,0.199
03/12/2004,1.1761142015457153,0.199
03/15/2004,1.1761142015457153,0.199
03/15/2004,1.1761142015457153,0.199
03/16/2004,1.2869404076071764,0.199
03/16/2004,1.1761142015457153,0.199
03/17/2004,1.2417053274720928,0.199
03/17/2004,1.1896849870681763,0.199
03/18/2004,1.1896849870681763,0.199
03/18/2004,1.1896849870681763,0.199
03/19/2004,1.1896849870681763,0.199
03/19/2004,1.1896849870681763,0.199
03/22/2004,1.1896849870681763,0.199
03/22/2004,1.1896849870681763,0.199
03/23/2004,1.1896849870681763,0.199
03/23/2004,1.1896849870681763,0.199
03/24/2004,1.2417054176330569,0.199
03/24/2004,1.2417054176330566,0.199
03/25/2004,1.2417054176330569,0.199
03/25/2004,1.2417054176330566,0.199
03/26/2004,1.2417054176330569,0.199
03/26/2004,1.2417054176330566,0.199
03/29/2004,1.2055171728134155,0.199
03/29/2004,1.2055171728134155,0.199
03/30/2004,1.2055171728134155,0.199
03/30/2004,1.2055171728134155,0.199
03/31/2004,1.2055174062748832,0.199
03/31/2004,1.1964703798294067,0.199
04/01/2004,1.1964703798294067,0.199
04/01/2004,1.1964703798294067,0.199
04/02/2004,1.1964703798294067,0.199
04/02/2004,1.1964703798294067,0.199
04/05/2004,1.1964703798294067,0.199
04/05/2004,1.1964703798294067,0.199
04/06/2004,1.1964703798294067,0.199
04/06/2004,1.1964703798294067,0.199
04/07/2004,1.1964703798294067,0.199
04/07/2004,1.1964703798294067,0.199
04/08/2004,1.196470401384194,0.199
04/08/2004,1.0336238145828247,0.199
04/12/2004,1.3547933443601006,0.199
04/12/2004,1.2371819019317627,0.199
04/13/2004,1.2643232344764774,0.199
04/13/2004,1.180638074874878,0.199
04/14/2004,1.180637976041919,0.199
04/14/2004,1.124094009399414,0.199
04/15/2004,1.0720733954599382,0.199
04/15/2004,1.1308791637420654,0.199
04/16/2004,1.1308791637420654,0.199
04/16/2004,1.1308791637420654,0.199
04/19/2004,1.1308791637420654,0.199
04/19/2004,1.1308791637420654,0.199
04/20/2004,1.1308791637420654,0.199
04/20/2004,1.1308791637420654,0.199
04/21/2004,1.1512349843978882,0.199
04/21/2004,1.1512349843978882,0.199
04/22/2004,1.219087976276948,0.199
04/22/2004,1.0471943616867065,0.199
04/23/2004,1.0471943616867065,0.199
04/23/2004,1.0471943616867065,0.199
04/26/2004,1.1693289925132375,0.199
04/26/2004,1.0494557619094849,0.199
04/27/2004,1.264322853020167,0.199
04/27/2004,1.0494557619094849,0.199
04/28/2004,1.0494557619094849,0.199
04/28/2004,1.0494557619094849,0.199
04/29/2004,1.0494557619094849,0.199
04/29/2004,1.0494557619094849,0.199
04/30/2004,1.0494561152434014,0.199
04/30/2004,1.0404090881347656,0.199
05/03/2004,1.0404090881347656,0.199
05/03/2004,1.0404090881347656,0.199
05/04/2004,1.0404090881347656,0.199
05/04/2004,1.0404090881347656,0.199
05/05/2004,1.0404090881347656,0.199
05/05/2004,1.0404090881347656,0.199
05/06/2004,1.0404090881347656,0.199
05/06/2004,1.0404090881347656,0.199
05/07/2004,1.0404090881347656,0.199
05/07/2004,1.0404090881347656,0.199
05/10/2004,1.0404090881347656,0.199
05/10/2004,1.0404090881347656,0.199
05/11/2004,1.0404090881347656,0.199
05/11/2004,1.0404090881347656,0.199
05/12/2004,1.108261620847411,0.199
05/12/2004,1.008744239807129,0.199
05/13/2004,0.9748180773909907,0.199
05/13/2004,1.017791509628296,0.199
05/14/2004,1.0177913175129116,0.199
05/14/2004,1.006482481956482,0.199
05/17/2004,0.9612476825714112,0.199
05/17/2004,0.9612476825714111,0.199
05/18/2004,1.0404089899201887,0.199
05/18/2004,0.9725562930107117,0.199
05/19/2004,0.9725562930107116,0.199
05/19/2004,0.9725562930107117,0.199
05/20/2004,0.9906504423462954,0.199
05/20/2004,0.945415198802948,0.199
05/21/2004,0.9454151988029481,0.199
05/21/2004,0.945415198802948,0.199
05/24/2004,1.040408791275871,0.199
05/24/2004,0.9635090827941895,0.199
05/25/2004,0.9635090827941896,0.199
05/25/2004,0.9635090827941895,0.199
05/26/2004,1.0585031509399414,0.199
05/26/2004,1.0585031509399414,0.199
05/27/2004,1.0177915203631758,0.199
05/27/2004,1.0404090881347656,0.199
05/28/2004,1.0404090881347656,0.199
05/28/2004,1.0404090881347656,0.199
06/01/2004,1.0404090881347656,0.199
06/01/2004,1.0404090881347656,0.199
06/02/2004,1.0404090881347656,0.199
06/02/2004,1.0404090881347656,0.199
06/03/2004,1.0404090881347656,0.199
06/03/2004,1.0404090881347656,0.199
06/04/2004,1.0404090881347656,0.199
06/04/2004,1.0404090881347656,0.199
06/07/2004,1.0404090881347656,0.199
06/07/2004,1.0404090881347656,0.199
06/08/2004,1.0404090881347656,0.199
06/08/2004,1.0404090881347656,0.199
06/09/2004,1.0788590398957936,0.199
06/09/2004,1.0856443643569946,0.199
06/10/2004,1.0856443643569946,0.199
06/10/2004,1.0856443643569946,0.199
06/14/2004,1.0743353366851807,0.199
06/14/2004,1.0743353366851807,0.199
06/15/2004,1.0743353366851807,0.199
06/15/2004,1.0743353366851807,0.199
06/16/2004,1.0856443643569946,0.199
06/16/2004,1.0856443643569946,0.199
06/17/2004,1.0856443643569946,0.199
06/17/2004,1.0856443643569946,0.199
06/18/2004,1.0856443643569946,0.199
06/18/2004,1.0856443643569946,0.199
06/21/2004,1.0856443643569946,0.199
06/21/2004,1.0856443643569946,0.199
06/22/2004,1.0856443643569946,0.199
06/22/2004,1.0856443643569946,0.199
06/23/2004,1.0856443643569946,0.199
06/23/2004,1.0856443643569946,0.199
06/24/2004,1.0856443643569946,0.199
06/24/2004,1.0856443643569946,0.199
06/25/2004,1.0856443643569946,0.199
06/25/2004,1.0856443643569946,0.199
06/28/2004,1.0856443643569946,0.199
06/28/2004,1.0856443643569946,0.199
06/29/2004,1.0856443643569946,0.199
06/29/2004,1.0856443643569946,0.199
06/30/2004,1.0856443643569946,0.199
06/30/2004,1.0856443643569946,0.199
07/01/2004,1.0856443643569946,0.199
07/01/2004,1.0856443643569946,0.199
07/02/2004,1.0856443643569946,0.199
07/02/2004,1.0856443643569946,0.199
07/06/2004,1.0856443643569946,0.199
07/06/2004,1.0856443643569946,0.199
07/07/2004,1.0856443643569946,0.199
07/07/2004,1.0856443643569946,0.199
07/08/2004,1.0856443643569946,0.199
07/08/2004,1.0856443643569946,0.199
07/09/2004,1.0856443643569946,0.199
07/09/2004,1.0856443643569946,0.199
07/12/2004,0.9001799331925547,0.199
07/12/2004,1.0833823680877686,0.199
07/13/2004,1.0833823680877686,0.199
07/13/2004,1.0833823680877686,0.199
07/14/2004,1.0833823680877686,0.199
07/14/2004,1.0833823680877686,0.199
07/15/2004,1.0833823624714474,0.199
07/15/2004,1.0743353366851807,0.199
07/16/2004,1.0743353366851807,0.199
07/16/2004,1.0743353366851807,0.199
07/19/2004,1.0743353366851807,0.199
07/19/2004,1.0743353366851807,0.199
07/20/2004,1.0743353366851807,0.199
07/20/2004,1.0743353366851807,0.199
07/21/2004,1.0743353366851807,0.199
07/21/2004,1.0743353366851807,0.199
07/22/2004,1.0743353366851807,0.199
07/22/2004,1.0743353366851807,0.199
07/23/2004,1.0743353366851807,0.199
07/23/2004,1.0743353366851807,0.199
07/26/2004,1.0743353366851807,0.199
07/26/2004,1.0743353366851807,0.199
07/27/2004,1.0743353366851807,0.199
07/27/2004,1.0743353366851807,0.199
07/28/2004,1.5832311630249025,0.199
07/28/2004,0.8481595516204834,0.199
07/29/2004,0.983864995715248,0.199
07/29/2004,0.9386298656463623,0.199
07/30/2004,0.8685153293092567,0.199
07/30/2004,0.9725562930107117,0.199
08/02/2004,0.9047034382820129,0.199
08/02/2004,0.9047034382820129,0.199
08/03/2004,0.9047034382820129,0.199
08/03/2004,0.9047034382820129,0.199
08/04/2004,0.9047034382820129,0.199
08/04/2004,0.9047034382820129,0.199
08/05/2004,0.9047034382820129,0.199
08/05/2004,0.9047034382820129,0.199
08/06/2004,0.9047034382820129,0.199
08/06/2004,0.9047034382820129,0.199
08/09/2004,0.9047034382820129,0.199
08/09/2004,0.9047034382820129,0.199
08/10/2004,0.9047034382820129,0.199
08/10/2004,0.9047034382820129,0.199
08/11/2004,0.9047034382820129,0.199
08/11/2004,0.9047034382820129,0.199
08/12/2004,0.9047034382820129,0.199
08/12/2004,0.9047034382820129,0.199
08/13/2004,0.9047034382820129,0.199
08/13/2004,0.9047034382820129,0.199
08/16/2004,0.9047034382820129,0.199
08/16/2004,0.9047034382820129,0.199
08/17/2004,0.9047034382820129,0.199
08/17/2004,0.9047034382820129,0.199
08/18/2004,0.9047034382820129,0.199
08/18/2004,0.9047034382820129,0.199
08/19/2004,0.8323271783183195,0.199
08/19/2004,0.9047034382820129,0.199
08/20/2004,0.9047034382820129,0.199
08/20/2004,0.9047034382820129,0.199
08/23/2004,1.1082618876095138,0.199
08/23/2004,1.017791509628296,0.199
08/24/2004,1.0200530574628828,0.199
08/24/2004,1.1308791637420654,0.199
08/25/2004,1.504069216147478,0.199
08/25/2004,1.3118197917938232,0.199
08/26/2004,1.3118197917938232,0.199
08/26/2004,1.3118197917938232,0.199
08/27/2004,1.1444498791021804,0.199
08/27/2004,1.3005112409591675,0.199
08/30/2004,1.3005112409591675,0.199
08/30/2004,1.3005112409591675,0.199
08/31/2004,1.1489731982631515,0.199
08/31/2004,1.1828995943069458,0.199
09/01/2004,1.0856438954477785,0.199
09/01/2004,1.0946909189224243,0.199
09/02/2004,1.1218320574046978,0.199
09/02/2004,1.1761142015457153,0.199
09/03/2004,1.1761142015457153,0.199
09/03/2004,1.1761142015457153,0.199
09/07/2004,1.1761142015457153,0.199
09/07/2004,1.1761142015457153,0.199
09/08/2004,1.2439672084991618,0.199
09/08/2004,1.042670726776123,0.199
09/09/2004,1.1308791637420654,0.199
09/09/2004,1.1308791637420654,0.199
09/10/2004,1.1308791637420654,0.199
09/10/2004,1.1308791637420654,0.199
09/13/2004,1.1308791637420654,0.199
09/13/2004,1.1308791637420654,0.199
09/14/2004,1.1308791637420654,0.199
09/14/2004,1.1308791637420654,0.199
09/15/2004,1.1308791637420654,0.199
09/15/2004,1.1308791637420654,0.199
09/16/2004,1.1308791637420654,0.199
09/16/2004,1.1308791637420654,0.199
09/17/2004,1.1308791637420654,0.199
09/17/2004,1.1308791637420654,0.199
09/20/2004,1.1987321376800535,0.199
09/20/2004,1.1987321376800537,0.199
09/21/2004,1.2665848602994174,0.199
09/21/2004,1.2439672946929932,0.199
09/22/2004,1.2439669895710208,0.199
09/22/2004,1.1761142015457153,0.199
09/23/2004,1.1761142015457153,0.199
09/23/2004,1.1761142015457153,0.199
09/24/2004,1.3118197917938232,0.199
09/24/2004,1.3118197917938232,0.199
09/27/2004,1.3118197917938232,0.199
09/27/2004,1.3118197917938232,0.199
09/28/2004,1.1987320447858938,0.199
09/28/2004,1.3186051845550537,0.199
09/29/2004,1.3186051845550537,0.199
09/29/2004,1.3186051845550537,0.199
09/30/2004,1.3186051845550537,0.199
09/30/2004,1.3186051845550537,0.199
10/01/2004,1.289202123641247,0.199
10/01/2004,1.3118197917938232,0.199
10/04/2004,1.2892025203635564,0.199
10/04/2004,1.295987844467163,0.199
10/05/2004,1.1014765311723334,0.199
10/05/2004,1.3570553064346313,0.199
10/06/2004,1.3570549124009061,0.199
10/06/2004,1.3118197917938232,0.199
10/07/2004,1.3344377279281616,0.199
10/07/2004,1.3344377279281616,0.199
10/08/2004,1.2665847539901733,0.199
10/08/2004,1.2665847539901733,0.199
10/11/2004,1.2665847539901733,0.199
10/11/2004,1.2665847539901733,0.199
10/12/2004,1.2665847539901733,0.199
10/12/2004,1.2665847539901733,0.199
10/13/2004,1.3570551166714109,0.199
10/13/2004,1.2665847539901733,0.199
10/14/2004,1.2665847539901733,0.199
10/14/2004,1.2665847539901733,0.199
10/15/2004,1.2665847539901733,0.199
10/15/2004,1.2665847539901733,0.199
10/18/2004,1.3118197917938232,0.199
10/18/2004,1.3118197917938232,0.199
10/19/2004,1.3118197917938232,0.199
10/19/2004,1.3118197917938232,0.199
10/20/2004,1.3118197917938232,0.199
10/20/2004,1.3118197917938232,0.199
10/21/2004,1.3547935724760518,0.199
10/21/2004,1.2892025709152222,0.199
10/22/2004,1.3027728796005247,0.199
10/22/2004,1.302772879600525,0.199
10/25/2004,1.4316933310326856,0.199
10/25/2004,1.3570553064346313,0.199
10/26/2004,1.37967274610949,0.199
10/26/2004,1.4362167119979858,0.199
10/27/2004,1.4362168444068384,0.199
10/27/2004,1.3570553064346313,0.199
10/28/2004,1.3570553064346313,0.199
10/28/2004,1.3570553064346313,0.199
10/29/2004,1.325390644967972,0.199
10/29/2004,1.4249080419540405,0.199
11/01/2004,1.3774109140282962,0.199
11/01/2004,1.4135990142822266,0.199
11/02/2004,1.3570553017491123,0.199
11/02/2004,1.3480082750320435,0.199
11/03/2004,1.4249080545476556,0.199
11/03/2004,1.4475256204605103,0.199
11/04/2004,1.3570551461768152,0.199
11/04/2004,1.3774110078811646,0.199
11/05/2004,1.3819346476832397,0.199
11/05/2004,1.390981674194336,0.199
11/08/2004,1.4000284671783447,0.199
11/08/2004,1.4000284671783447,0.199
11/09/2004,1.4316932703969814,0.199
11/09/2004,1.4475256204605103,0.199
11/10/2004,1.4475256755583141,0.199
11/10/2004,1.4497873783111572,0.199
11/11/2004,1.4430021047592163,0.199
11/11/2004,1.4430021047592163,0.199
11/12/2004,1.5100629083331736,0.511
11/12/2004,1.5290873050689697,0.511
11/15/2004,1.5861608060010732,0.511
11/15/2004,1.5671364068984985,0.511
11/16/2004,1.5671364068984983,0.511
11/16/2004,1.5671364068984985,0.511
11/17/2004,1.5671364068984983,0.511
11/17/2004,1.5671364068984985,0.511
11/18/2004,1.5671364068984983,0.511
11/18/2004,1.5671364068984985,0.511
11/19/2004,1.5457337776203413,0.511
11/19/2004,1.569514274597168,0.511
11/22/2004,1.6265878727443006,0.511
11/22/2004,1.540977954864502,0.511
11/23/2004,1.540977954864502,0.511
11/23/2004,1.540977954864502,0.511
11/24/2004,1.4981731325933552,0.511
11/24/2004,1.4886609315872192,0.511
11/26/2004,1.3174405941281686,0.511
11/26/2004,1.5576238632202148,0.511
11/29/2004,1.6384777923074165,0.511
11/29/2004,1.9190878868103027,0.511
11/30/2004,1.6693922646602752,0.312
11/30/2004,1.8429900407791138,0.312
12/01/2004,1.8192098288170802,0.312
12/01/2004,1.8976855278015137,0.312
12/02/2004,1.8976855278015137,0.312
12/02/2004,1.8976855278015137,0.312
12/03/2004,1.8976855278015137,0.312
12/03/2004,1.8976855278015137,0.312
12/06/2004,1.8905516409305585,0.312
12/06/2004,1.9238444566726685,0.312
12/07/2004,2.080795700348446,0.312
12/07/2004,2.0451250076293945,0.312
12/08/2004,1.7787828838650068,0.312
12/08/2004,1.9333562850952148,0.312
12/09/2004,1.9333562850952148,0.312
12/09/2004,1.9333562850952148,0.312
12/10/2004,1.9618932008743288,0.312
12/10/2004,1.9618932008743286,0.312
12/13/2004,1.9618932008743288,0.312
12/13/2004,1.9618932008743286,0.312
12/14/2004,1.966649214550192,0.312
12/14/2004,2.0189661979675293,0.312
12/15/2004,2.040368551734138,0.312
12/15/2004,1.9547587633132935,0.312
12/16/2004,1.9048198104659422,0.312
12/16/2004,1.7526243925094604,0.312
12/17/2004,1.9024415016174316,0.312
12/17/2004,1.9024415016174316,0.312
12/20/2004,1.9000632411123544,0.312
12/20/2004,1.7288435697555542,0.312
12/21/2004,1.6884170770645144,0.312
12/21/2004,1.6884170770645142,0.312
12/22/2004,1.8310999299663675,0.312
12/22/2004,1.971405029296875,0.312
12/23/2004,2.121222682282605,0.312
12/23/2004,1.9880516529083252,0.312
12/27/2004,1.988051307122812,0.312
12/27/2004,1.985673427581787,0.312
12/28/2004,1.9690269104848055,0.312
12/28/2004,1.98091721534729,0.312
12/29/2004,1.973783656206572,0.312
12/29/2004,2.0213446617126465,0.312
12/30/2004,2.018966056571306,0.312
12/30/2004,1.8548805713653564,0.312
12/31/2004,1.9571366464625248,0.312
12/31/2004,1.7645145654678345,0.312
01/03/2005,1.9500029737470272,0.312
01/03/2005,1.7502466440200806,0.312
01/04/2005,1.8049415418957488,0.312
01/04/2005,1.7978073358535767,0.312
01/05/2005,1.8311000533329085,0.312
01/05/2005,1.7811609506607056,0.312
01/06/2005,1.7550028056698093,0.312
01/06/2005,1.7098197937011719,0.312
01/07/2005,1.8739050626754759,0.312
01/07/2005,1.873905062675476,0.312
01/10/2005,1.8905516858485838,0.312
01/10/2005,1.8144540786743164,0.312
01/11/2005,1.8953070584596532,0.312
01/11/2005,1.900063157081604,0.312
01/12/2005,1.8905513271783991,0.312
01/12/2005,1.8025634288787842,0.312
01/13/2005,1.8025634288787842,0.312
01/13/2005,1.8025634288787842,0.312
01/14/2005,1.8025634288787842,0.312
01/14/2005,1.8025634288787842,0.312
01/18/2005,1.8025634288787842,0.312
01/18/2005,1.8025634288787842,0.312
01/19/2005,1.7978069800124912,0.312
01/19/2005,1.900063157081604,0.312
01/20/2005,1.9000631570816042,0.312
01/20/2005,1.900063157081604,0.312
01/21/2005,1.9000631570816042,0.312
01/21/2005,1.900063157081604,0.312
01/24/2005,1.9000631570816042,0.312
01/24/2005,1.900063157081604,0.312
01/25/2005,1.9000631570816042,0.312
01/25/2005,1.900063157081604,0.312
01/26/2005,1.902441720476113,0.312
01/26/2005,2.0926859378814697,0.312
01/27/2005,2.1212228095128083,0.312
01/27/2005,2.0689055919647217,0.312
01/28/2005,1.797807207749509,0.312
01/28/2005,2.0879294872283936,0.312
01/31/2005,2.118844355942532,0.312
01/31/2005,1.876283049583435,0.312
02/01/2005,2.1212226020038387,0.312
02/01/2005,2.128356695175171,0.312
02/02/2005,2.1093320846557617,0.312
02/02/2005,2.1093320846557617,0.312
02/03/2005,2.1093320846557617,0.312
02/03/2005,2.1093320846557617,0.312
02/04/2005,2.130734579262336,0.312
02/04/2005,2.2115883827209473,0.312
02/07/2005,2.2757959247910238,0.312
02/07/2005,2.7989675998687744,0.312
02/08/2005,3.1485409554410273,0.312
02/08/2005,2.722869634628296,0.312
02/09/2005,2.7252479246244303,0.312
02/09/2005,2.5944550037384033,0.312
02/10/2005,2.568296191103395,0.312
02/10/2005,2.8465282917022705,0.312
02/11/2005,2.496954757568106,0.312
02/11/2005,2.963052988052368,0.312
02/14/2005,2.853662855839269,0.312
02/14/2005,3.0082361698150635,0.312
02/15/2005,3.0106134103725393,0.312
02/15/2005,2.7323813438415527,0.312
02/16/2005,2.744272399861083,0.312
02/16/2005,3.124760866165161,0.312
02/17/2005,3.207991868994681,0.312
02/17/2005,2.993967294692993,0.312
02/18/2005,2.989211636330917,0.312
02/18/2005,2.8536627292633057,0.312
02/22/2005,3.091467764481245,0.312
02/22/2005,3.0748214721679688,0.312
02/23/2005,3.0748214721679683,0.312
02/23/2005,3.0748214721679688,0.312
02/24/2005,3.0748214721679683,0.312
02/24/2005,3.0748214721679688,0.312
02/25/2005,2.7942111759425496,0.312
02/25/2005,2.955918788909912,0.312
02/28/2005,2.9131136006118337,0.312
02/28/2005,2.8156135082244873,0.312
03/01/2005,2.796589178914891,0.312
03/01/2005,2.8512842655181885,0.312
03/02/2005,2.7133569621355837,0.312
03/02/2005,2.820369243621826,0.312
03/03/2005,2.7133571795104374,0.312
03/03/2005,2.8298816680908203,0.312
03/04/2005,2.9226253699704015,0.312
03/04/2005,2.8607959747314453,0.312
03/07/2005,2.8298817992503937,0.312
03/07/2005,2.8275039196014404,0.312
03/08/2005,2.8275039196014404,0.312
03/08/2005,2.8275039196014404,0.312
03/09/2005,2.734760046005249,0.312
03/09/2005,2.734760046005249,0.312
03/10/2005,2.7347594499664596,0.312
03/10/2005,2.7323813438415527,0.312
03/11/2005,2.734760046005249,0.312
03/11/2005,2.734760046005249,0.312
03/14/2005,2.7347598508297577,0.312
03/14/2005,2.970186948776245,0.312
03/15/2005,2.953540867828768,0.312
03/15/2005,2.734760046005249,0.312
03/16/2005,2.732381939362036,0.312
03/16/2005,2.734760046005249,0.312
03/17/2005,2.727625755543739,0.312
03/17/2005,2.7942111492156982,0.312
03/18/2005,2.9678084850311275,0.312
03/18/2005,2.967808485031128,0.312
03/21/2005,2.9606744710700945,0.312
03/21/2005,2.7157351970672607,0.312
03/22/2005,2.7157351970672607,0.312
03/22/2005,2.7157351970672607,0.312
03/23/2005,2.71335768699646,0.312
03/23/2005,2.71335768699646,0.312
03/24/2005,2.9083567132257815,0.312
03/24/2005,2.7585396766662598,0.312
03/28/2005,2.7537848677770795,0.312
03/28/2005,2.694333553314209,0.312
03/29/2005,1.5695146470119372,0.312
03/29/2005,2.496955156326294,0.312
03/30/2005,2.3804295198948036,0.312
