EFC,Ellington Financial Inc.,
Date,Price,Dividend,Annualized Dividend
04/26/2013,10.006263981986836,0.0,3.6199999999999997
04/29/2013,10.010174976728845,0.0,3.6199999999999997
04/30/2013,10.139209080361303,0.0,3.6199999999999997
05/01/2013,10.119660010847078,0.0,3.6199999999999997
05/02/2013,10.084464713256653,0.0,3.6199999999999997
05/03/2013,10.170493211664937,0.0,3.6199999999999997
05/06/2013,10.147031784057617,0.0,3.6199999999999997
05/07/2013,10.326904852051346,0.0,3.6199999999999997
05/08/2013,10.401193090609592,0.0,3.6199999999999997
05/09/2013,9.892866797246636,0.0,3.6199999999999997
05/10/2013,9.920237541883072,0.0,3.6199999999999997
05/13/2013,9.931968857293185,0.0,3.6199999999999997
05/14/2013,9.81466081555299,0.0,3.6199999999999997
05/15/2013,9.775562097530553,0.0,3.6199999999999997
05/16/2013,9.873320170578744,0.0,3.6199999999999997
05/17/2013,9.97107344860412,0.0,3.6199999999999997
05/20/2013,9.971067428588867,0.0,3.6199999999999997
05/21/2013,9.971070369279534,0.0,3.6199999999999997
05/22/2013,9.896775111718407,0.0,3.6199999999999997
05/23/2013,9.795110702958418,0.0,3.6199999999999997
05/24/2013,9.732545700825728,0.0,3.6199999999999997
05/28/2013,9.888957565869559,0.0,3.6199999999999997
05/29/2013,9.77712746409831,0.77,3.69
05/30/2013,9.861832425875361,0.0,3.69
05/31/2013,9.760994955308819,0.0,3.69
06/03/2013,9.426216645191744,0.0,3.69
06/04/2013,9.127740767935645,0.0,3.69
06/05/2013,9.430249323926084,0.0,3.69
06/06/2013,9.281012855191797,0.0,3.69
06/07/2013,9.34151377446567,0.0,3.69
06/10/2013,9.361682742784708,0.0,3.69
06/11/2013,9.410081489936816,0.0,3.69
06/12/2013,9.281011174915037,0.0,3.69
06/13/2013,9.047069366447902,0.0,3.69
06/14/2013,9.373783428761419,0.0,3.69
06/17/2013,9.49478878322875,0.0,3.69
06/18/2013,9.506886181646511,0.0,3.69
06/19/2013,9.543187729621568,0.0,3.69
06/20/2013,9.397982413388688,0.0,3.69
06/21/2013,9.297146450802922,0.0,3.69
06/24/2013,9.043038328366825,0.0,3.69
06/25/2013,8.913965541212683,0.0,3.69
06/26/2013,9.01076689318202,0.0,3.69
06/27/2013,9.176141630707091,0.0,3.69
06/28/2013,9.321349603391921,0.0,3.69
07/01/2013,9.224541312766714,0.0,3.69
07/02/2013,9.192275473511984,0.0,3.69
07/03/2013,9.07933856350529,0.0,3.69
07/05/2013,9.083371863679575,0.0,3.69
07/08/2013,8.86153145883223,0.0,3.69
07/09/2013,8.970433462190632,0.0,3.69
07/10/2013,9.067235946655273,0.0,3.69
07/11/2013,9.180173920495086,0.0,3.69
07/12/2013,9.333447448212251,0.0,3.69
07/15/2013,9.309246393648117,0.0,3.69
07/16/2013,9.345548751569371,0.0,3.69
07/17/2013,9.22857490715469,0.0,3.69
07/18/2013,9.236646331642612,0.0,3.69
07/19/2013,9.236640868716826,0.0,3.69
07/22/2013,9.123705430705655,0.0,3.69
07/23/2013,9.240675637178724,0.0,3.69
07/24/2013,9.325378821001488,0.0,3.69
07/25/2013,9.216474543477608,0.0,3.69
07/26/2013,9.216476273842439,0.0,3.69
07/29/2013,9.236642038223442,0.0,3.69
07/30/2013,9.22454672796539,0.0,3.69
07/31/2013,9.25681092983133,0.0,3.69
08/01/2013,9.192276724237026,0.0,3.69
08/02/2013,9.055136996809356,0.0,3.69
08/05/2013,9.119671056333017,0.0,3.69
08/06/2013,9.196310033193429,0.0,3.69
08/07/2013,9.111605309043403,0.0,3.69
08/08/2013,9.111603935994362,0.0,3.69
08/09/2013,9.192276642191182,0.0,3.69
08/12/2013,9.244706435989368,0.0,3.69
08/13/2013,9.184206830216871,0.0,3.69
08/14/2013,9.216475331524434,0.0,3.69
08/15/2013,9.176139018202601,0.0,3.69
08/16/2013,9.107572406810228,0.0,3.69
08/19/2013,9.143872808468256,0.0,3.69
08/20/2013,8.946235187976908,0.0,3.69
08/21/2013,9.034971409147152,0.0,3.69
08/22/2013,9.155974503699126,0.0,3.69
08/23/2013,9.083370165760838,0.0,3.69
08/26/2013,9.03496949574965,0.0,3.69
08/27/2013,8.998667915252252,0.0,3.69
08/28/2013,9.041894417400394,0.77,3.76
08/29/2013,9.125420570373535,0.0,3.76
08/30/2013,9.0920104982056,0.0,3.76
09/03/2013,9.1128922226873,0.0,3.76
09/04/2013,8.916603541514231,0.0,3.76
09/05/2013,8.874837875366211,0.0,3.76
09/06/2013,8.895720384182765,0.0,3.76
09/09/2013,8.950013567638331,0.0,3.76
09/10/2013,9.104539521680293,0.0,3.76
09/11/2013,9.10453872833827,0.0,3.76
09/12/2013,9.225655654368289,0.0,3.76
09/13/2013,9.221479164214763,0.0,3.76
09/16/2013,9.334239282190554,0.0,3.76
09/17/2013,9.36347644267262,0.0,3.76
09/18/2013,9.284126674413276,0.0,3.76
09/19/2013,9.34676872260362,0.0,3.76
09/20/2013,9.34259251713687,0.0,3.76
09/23/2013,9.242357672747705,0.0,3.76
09/24/2013,9.242360236013177,0.0,3.76
09/25/2013,9.409418803287597,0.0,3.76
09/26/2013,9.392706370078526,0.0,3.76
09/27/2013,9.492944663132302,0.0,3.76
09/30/2013,9.334238322486481,0.0,3.76
10/01/2013,9.409417500908814,0.0,3.76
10/02/2013,9.426123216121992,0.0,3.76
10/03/2013,9.538882600275917,0.0,3.76
10/04/2013,9.522180108194899,0.0,3.76
10/07/2013,9.484590085574801,0.0,3.76
10/08/2013,9.476240158081055,0.0,3.76
10/09/2013,9.472062908640936,0.0,3.76
10/10/2013,9.513823076157738,0.0,3.76
10/11/2013,9.522179310201667,0.0,3.76
10/14/2013,9.484588345498537,0.0,3.76
10/15/2013,9.664177244205987,0.0,3.76
10/16/2013,9.597354991603499,0.0,3.76
10/17/2013,9.563943566877471,0.0,3.76
10/18/2013,9.697589675070429,0.0,3.76
10/21/2013,9.705940082134079,0.0,3.76
10/22/2013,9.881351011529071,0.0,3.76
10/23/2013,9.939820289611816,0.0,3.76
10/24/2013,9.973230213153517,0.0,3.76
10/25/2013,9.914760083206069,0.0,3.76
10/28/2013,9.87717373020785,0.0,3.76
10/29/2013,9.735172721813218,0.0,3.76
10/30/2013,9.563939785518016,0.0,3.76
10/31/2013,9.547238545333535,0.0,3.76
11/01/2013,9.522179703685369,0.0,3.76
11/04/2013,9.501296043395996,0.0,3.76
11/05/2013,9.501295417958664,0.0,3.76
11/06/2013,9.472063904937086,0.0,3.76
11/07/2013,9.701763182576743,0.0,3.76
11/08/2013,9.605706468828272,0.0,3.76
11/11/2013,9.659996887520437,0.0,3.76
11/12/2013,9.63911829144391,0.0,3.76
11/13/2013,9.618237141560526,0.0,3.76
11/14/2013,9.710115174480432,0.0,3.76
11/15/2013,9.735173131165544,0.0,3.76
11/18/2013,9.81452686912135,0.0,3.76
11/19/2013,9.923112772987926,0.0,3.76
11/20/2013,9.973228641233552,0.0,3.76
11/21/2013,9.877171834903743,0.0,3.76
11/22/2013,9.960700638491282,0.0,3.76
11/25/2013,10.027520528857016,0.0,3.76
11/26/2013,10.019032029545732,0.77,3.83
11/27/2013,10.014717642208085,0.0,3.83
11/29/2013,10.09670110489556,0.0,3.83
12/02/2013,9.96725329068173,0.0,3.83
12/03/2013,9.962935569801399,0.0,3.83
12/04/2013,9.859382433254485,0.0,3.83
12/05/2013,9.967251190607287,0.0,3.83
12/06/2013,9.872328617638384,0.0,3.83
12/09/2013,9.716992172277706,0.0,3.83
12/10/2013,10.05786483893045,0.0,3.83
12/11/2013,10.010403982701774,0.0,3.83
12/12/2013,9.8852737553347,0.0,3.83
12/13/2013,9.868009067768286,0.0,3.83
12/16/2013,9.699735380251393,0.0,3.83
12/17/2013,9.768771061019862,0.0,3.83
12/18/2013,9.811918461782396,0.0,3.83
12/19/2013,9.820549307595437,0.0,3.83
12/20/2013,9.837810789678315,0.0,3.83
12/23/2013,9.829181728622563,0.0,3.83
12/24/2013,9.781712803591963,0.0,3.83
12/26/2013,9.833494504756755,0.0,3.83
12/27/2013,9.794662265637466,0.0,3.83
12/30/2013,9.898216404517408,0.0,3.83
12/31/2013,9.837805878294887,0.0,3.83
01/02/2014,9.807603137774365,0.0,3.83
01/03/2014,9.988830060784057,0.0,3.83
01/06/2014,10.053547514786933,0.0,3.83
01/07/2014,10.15710829857987,0.0,3.83
01/08/2014,10.088066046850479,0.0,3.83
01/09/2014,10.152791638911125,0.0,3.83
01/10/2014,10.170050171809724,0.0,3.83
01/13/2014,10.165739283912002,0.0,3.83
01/14/2014,10.096700130345562,0.0,3.83
01/15/2014,10.05354995909218,0.0,3.83
01/16/2014,10.165736497988,0.0,3.83
01/17/2014,10.139848260630384,0.0,3.83
01/21/2014,10.135532920284005,0.0,3.83
01/22/2014,10.217513039662165,0.0,3.83
01/23/2014,10.217513644215119,0.0,3.83
01/24/2014,10.221826288109254,0.0,3.83
01/27/2014,10.178678604231665,0.0,3.83
01/28/2014,10.001772369116415,0.0,3.83
01/29/2014,10.096698799892971,0.0,3.83
01/30/2014,10.139845708969906,0.0,3.83
01/31/2014,10.13984749430233,0.0,3.83
02/03/2014,10.208884428840767,0.0,3.83
02/04/2014,10.325385392730524,0.0,3.83
02/05/2014,10.390107302623619,0.0,3.83
02/06/2014,10.334016440536246,0.0,3.83
02/07/2014,10.377158125649341,0.0,3.83
02/10/2014,10.321068378137037,0.0,3.83
02/11/2014,10.480716759252191,0.0,3.83
02/12/2014,10.54112429529159,0.0,3.83
02/13/2014,10.40736407778949,0.0,3.83
02/14/2014,10.614476762353393,0.0,3.83
02/18/2014,10.653312384108443,0.0,3.83
02/19/2014,10.700776822501401,0.0,3.83
02/20/2014,10.60585046499637,0.0,3.83
02/21/2014,10.571330463109367,0.0,3.83
02/24/2014,10.631737746626392,0.0,3.83
02/25/2014,10.679200019506272,0.0,3.83
02/26/2014,10.613362098331208,0.77,3.08
02/27/2014,10.71134948730469,0.0,3.08
02/28/2014,10.689082417698861,0.0,3.08
03/03/2014,10.68907642364502,0.0,3.08
03/04/2014,10.68907883055946,0.0,3.08
03/05/2014,10.77370144185176,0.0,3.08
03/06/2014,10.836057391109005,0.0,3.08
03/07/2014,10.88059543532347,0.0,3.08
03/10/2014,10.689083782737946,0.0,3.08
03/11/2014,10.729160528193006,0.0,3.08
03/12/2014,10.680174797338715,0.0,3.08
03/13/2014,10.778157665996169,0.0,3.08
03/14/2014,10.702443313556463,0.0,3.08
03/17/2014,10.880594037367342,0.0,3.08
03/18/2014,10.889501297493496,0.0,3.08
03/19/2014,10.87613843110313,0.0,3.08
03/20/2014,10.689080908541957,0.0,3.08
03/21/2014,10.711344993064358,0.0,3.08
03/24/2014,10.666810256125792,0.0,3.08
03/25/2014,10.729164820826414,0.0,3.08
03/26/2014,10.64453988385833,0.0,3.08
03/27/2014,10.555470213795372,0.0,3.08
03/28/2014,10.546559768990289,0.0,3.08
03/31/2014,10.680172938058492,0.0,3.08
04/01/2014,10.577737637203583,0.0,3.08
04/02/2014,10.404037429681031,0.0,3.08
04/03/2014,10.323873029967753,0.0,3.08
04/04/2014,10.24370457459915,0.0,3.08
04/07/2014,10.083363809885372,0.0,3.08
04/08/2014,10.13235730065963,0.0,3.08
04/09/2014,10.243704475506224,0.0,3.08
04/10/2014,10.35504577062059,0.0,3.08
04/11/2014,10.279334567231299,0.0,3.08
04/14/2014,10.306053437848725,0.0,3.08
04/15/2014,10.301599837025403,0.0,3.08
04/16/2014,10.306055569170766,0.0,3.08
04/17/2014,10.323872733407164,0.0,3.08
04/21/2014,10.363956210180806,0.0,3.08
04/22/2014,10.404038891464753,0.0,3.08
04/23/2014,10.359499429483703,0.0,3.08
04/24/2014,10.363955925606238,0.0,3.08
04/25/2014,10.421852852523209,0.0,3.08
04/28/2014,10.35504536893477,0.0,3.08
04/29/2014,10.386222387106388,0.0,3.08
04/30/2014,10.395128971124281,0.0,3.08
05/01/2014,10.564375423548947,0.0,3.08
05/02/2014,10.564374509123768,0.0,3.08
05/05/2014,10.644539104399033,0.0,3.08
05/06/2014,10.65790248655566,0.0,3.08
05/07/2014,10.733614660555652,0.0,3.08
05/08/2014,10.889500076404666,0.0,3.08
05/09/2014,10.831599514204289,0.0,3.08
05/12/2014,10.880593324484343,0.0,3.08
05/13/2014,10.778155276821805,0.0,3.08
05/14/2014,10.738069760144109,0.0,3.08
05/15/2014,10.795967551884319,0.0,3.08
05/16/2014,10.791516132326068,0.0,3.08
05/19/2014,10.804877728896113,0.0,3.08
05/20/2014,10.87613824385133,0.0,3.08
05/21/2014,10.791515399604362,0.0,3.08
05/22/2014,10.862775855646564,0.0,3.08
05/23/2014,10.867235125093497,0.0,3.08
05/27/2014,11.000844949616523,0.0,3.08
05/28/2014,11.031880242928812,0.77,3.08
05/29/2014,11.031880366900472,0.0,3.08
05/30/2014,11.018089417356153,0.0,3.08
06/02/2014,10.926158620039047,0.0,3.08
06/03/2014,10.972124464384834,0.0,3.08
06/04/2014,10.852608210694813,0.0,3.08
06/05/2014,10.972121739632344,0.0,3.08
06/06/2014,11.100827162711639,0.0,3.08
06/09/2014,11.146792562192342,0.0,3.08
06/10/2014,11.054858333845914,0.0,3.08
06/11/2014,10.990509818458204,0.0,3.08
06/12/2014,11.022687154444766,0.0,3.08
06/13/2014,10.949136871172072,0.0,3.08
06/16/2014,10.972123808632935,0.0,3.08
06/17/2014,11.077845417482813,0.0,3.08
06/18/2014,11.110018740270183,0.0,3.08
06/19/2014,11.059457877899042,0.0,3.08
06/20/2014,11.059454878835822,0.0,3.08
06/23/2014,11.036474379704647,0.0,3.08
06/24/2014,11.008893189611545,0.0,3.08
06/25/2014,10.985913108214978,0.0,3.08
06/26/2014,11.013491443881202,0.0,3.08
06/27/2014,11.031879582458833,0.0,3.08
06/30/2014,10.939942962904752,0.0,3.08
07/01/2014,11.054862337354534,0.0,3.08
07/02/2014,10.990509940932581,0.0,3.08
07/03/2014,11.013492074869864,0.0,3.08
07/07/2014,10.949138926035856,0.0,3.08
07/08/2014,10.848014697972307,0.0,3.08
07/09/2014,10.802048683166502,0.0,3.08
07/10/2014,10.802048039702344,0.0,3.08
07/11/2014,10.953732683353817,0.0,3.08
07/14/2014,10.926157210535195,0.0,3.08
07/15/2014,10.870997394958293,0.0,3.08
07/16/2014,10.903173368064383,0.0,3.08
07/17/2014,10.898576646632035,0.0,3.08
07/18/2014,10.944540977478027,0.0,3.08
07/21/2014,10.930753696658472,0.0,3.08
07/22/2014,11.01808545021413,0.0,3.08
07/23/2014,11.07784511845908,0.0,3.08
07/24/2014,10.97671915751202,0.0,3.08
07/25/2014,10.926157986312907,0.0,3.08
07/28/2014,10.944540807720267,0.0,3.08
07/29/2014,10.967528059055788,0.0,3.08
07/30/2014,10.985910415649414,0.0,3.08
07/31/2014,10.98131509703627,0.0,3.08
08/01/2014,10.893979916744406,0.0,3.08
08/04/2014,10.91236351936459,0.0,3.08
08/05/2014,11.022687154444766,0.0,3.08
08/06/2014,10.990509940932581,0.0,3.08
08/07/2014,11.031879447928349,0.0,3.08
08/08/2014,11.045669747561513,0.0,3.08
08/11/2014,11.022685437720375,0.0,3.08
08/12/2014,11.169775628201911,0.0,3.08
08/13/2014,11.261709026992472,0.0,3.08
08/14/2014,11.33525367363125,0.0,3.08
08/15/2014,11.36742766267937,0.0,3.08
08/18/2014,11.42259392026951,0.0,3.08
08/19/2014,11.482347511173046,0.0,3.08
08/20/2014,11.468555322388857,0.0,3.08
08/21/2014,11.49154549463794,0.0,3.08
08/22/2014,11.560487545464301,0.0,3.08
08/25/2014,11.675405479513989,0.0,3.08
08/26/2014,11.716773932088616,0.0,3.08
08/27/2014,11.801372493937356,0.77,3.08
08/28/2014,11.753974107915845,0.0,3.08
08/29/2014,11.768195171937151,0.0,3.08
09/02/2014,11.75397499096342,0.0,3.08
09/03/2014,11.152059555053711,0.0,3.08
09/04/2014,11.142578465255422,0.0,3.08
09/05/2014,11.090447280430526,0.0,3.08
09/08/2014,11.057270195750814,0.0,3.08
09/09/2014,11.066749490339264,0.0,3.08
09/10/2014,11.00039352792404,0.0,3.08
09/11/2014,10.910341586960184,0.0,3.08
09/12/2014,10.93404302774191,0.0,3.08
09/15/2014,10.881911126293772,0.0,3.08
09/16/2014,10.862950533935752,0.0,3.08
09/17/2014,10.806079055185304,0.0,3.08
09/18/2014,10.791856472960298,0.0,3.08
09/19/2014,10.829772142089489,0.0,3.08
09/22/2014,10.829774031944652,0.0,3.08
09/23/2014,10.739721939008339,0.0,3.08
09/24/2014,10.668629977865894,0.0,3.08
09/25/2014,10.564360077159632,0.0,3.08
09/26/2014,10.635450995433944,0.0,3.08
09/29/2014,10.54539937075512,0.0,3.08
09/30/2014,10.531184196472168,0.0,3.08
10/01/2014,10.53591972481888,0.0,3.08
10/02/2014,10.630713957872409,0.0,3.08
10/03/2014,10.83451326931968,0.0,3.08
10/06/2014,10.725502386124111,0.0,3.08
10/07/2014,10.607016854639147,0.0,3.08
10/08/2014,10.630714161257496,0.0,3.08
10/09/2014,10.70654488330532,0.0,3.08
10/10/2014,10.592800369257615,0.0,3.08
10/13/2014,10.554882349333138,0.0,3.08
10/14/2014,10.379519960016989,0.0,3.08
10/15/2014,10.246814573864965,0.0,3.08
10/16/2014,10.279991172778207,0.0,3.08
10/17/2014,10.592800369257615,0.0,3.08
10/20/2014,10.588059440822475,0.0,3.08
10/21/2014,10.616493857301684,0.0,3.08
10/22/2014,10.663886281430518,0.0,3.08
10/23/2014,10.749201296029465,0.0,3.08
10/24/2014,10.701806524884166,0.0,3.08
10/27/2014,10.75868470030392,0.0,3.08
10/28/2014,10.872425590532782,0.0,3.08
10/29/2014,10.886646334796565,0.0,3.08
10/30/2014,10.815555410917272,0.0,3.08
10/31/2014,10.796595281503858,0.0,3.08
11/03/2014,10.701803692062262,0.0,3.08
11/04/2014,10.663892807174232,0.0,3.08
11/05/2014,10.588059295665497,0.0,3.08
11/06/2014,10.49326669861866,0.0,3.08
11/07/2014,10.351082801818848,0.0,3.08
11/10/2014,10.3652986929396,0.0,3.08
11/11/2014,10.355822709167251,0.0,3.08
11/12/2014,10.36056076038372,0.0,3.08
11/13/2014,10.294207059396914,0.0,3.08
11/14/2014,10.308425903320312,0.0,3.08
11/17/2014,10.28946661340679,0.0,3.08
11/18/2014,10.284728611633378,0.0,3.08
11/19/2014,10.360562402436917,0.0,3.08
11/20/2014,10.308428423895137,0.0,3.08
11/21/2014,10.417436408868014,0.0,3.08
11/24/2014,10.540664186754684,0.0,3.08
11/25/2014,10.640194164824253,0.0,3.08
11/26/2014,10.577230674992155,0.77,3.08
11/28/2014,10.577230098521751,0.0,3.08
12/01/2014,10.542872954161131,0.0,3.08
12/02/2014,10.41034824152008,0.0,3.08
12/03/2014,10.390715457440479,0.0,3.08
12/04/2014,10.449614218924124,0.0,3.08
12/05/2014,10.38089971418571,0.0,3.08
12/08/2014,10.09131296491274,0.0,3.08
12/09/2014,9.787004836958156,0.0,3.08
12/10/2014,10.022600183959359,0.0,3.08
12/11/2014,9.831180128886707,0.0,3.08
12/12/2014,9.791912138961132,0.0,3.08
12/15/2014,9.782096640466808,0.0,3.08
12/16/2014,9.742831295407449,0.0,3.08
12/17/2014,9.742829849989302,0.0,3.08
12/18/2014,9.914616061156346,0.0,3.08
12/19/2014,9.939162578431251,0.0,3.08
12/22/2014,10.05204963763274,0.0,3.08
12/23/2014,10.21893253376678,0.0,3.08
12/24/2014,10.179666168701894,0.0,3.08
12/26/2014,9.904804230352878,0.0,3.08
12/29/2014,9.840995279114885,0.0,3.08
12/30/2014,9.840994548641063,0.0,3.08
12/31/2014,9.816453042335878,0.0,3.08
01/02/2015,9.83608641619363,0.0,3.08
01/05/2015,9.860631491776003,0.0,3.08
01/06/2015,9.904803054101388,0.0,3.08
01/07/2015,9.919526840823078,0.0,3.08
01/08/2015,10.106039110757138,0.0,3.08
01/09/2015,10.086405745472073,0.0,3.08
01/12/2015,9.85081328672095,0.0,3.08
01/13/2015,9.801728406666463,0.0,3.08
01/14/2015,9.87535196997611,0.0,3.08
01/15/2015,9.919529711673228,0.0,3.08
01/16/2015,9.870445463913462,0.0,3.08
01/20/2015,9.91462304017438,0.0,3.08
01/21/2015,9.904805624784084,0.0,3.08
01/22/2015,9.929340138770122,0.0,3.08
01/23/2015,9.939160190444015,0.0,3.08
01/26/2015,10.017694475129128,0.0,3.08
01/27/2015,10.253286656895954,0.0,3.08
01/28/2015,10.39071566102991,0.0,3.08
01/29/2015,10.297460778035722,0.0,3.08
01/30/2015,10.258195079555339,0.0,3.08
02/02/2015,10.238562656762271,0.0,3.08
02/03/2015,10.272918494914624,0.0,3.08
02/04/2015,10.380900392311343,0.0,3.08
02/05/2015,10.479063907749886,0.0,3.08
02/06/2015,10.498697948495199,0.0,3.08
02/09/2015,10.371083710887191,0.0,3.08
02/10/2015,10.115854486477305,0.0,3.08
02/11/2015,9.92443481335781,0.0,3.08
02/12/2015,9.914619365504493,0.0,3.08
02/13/2015,10.2140241924717,0.0,3.08
02/17/2015,10.233653501141928,0.0,3.08
02/18/2015,10.209107191916885,0.0,3.08
02/19/2015,10.243467673374614,0.0,3.08
02/20/2015,10.199294379580053,0.0,3.08
02/23/2015,10.218926155642086,0.0,3.08
02/24/2015,10.27291694001936,0.0,3.08
02/25/2015,10.246808927550882,0.65,2.96
02/26/2015,10.196154716507696,0.0,2.96
02/27/2015,10.246808056217532,0.0,2.96
03/02/2015,10.337981759273758,0.0,2.96
03/03/2015,10.206287077422417,0.0,2.96
03/04/2015,10.216418299127072,0.0,2.96
03/05/2015,10.216422854537205,0.0,2.96
03/06/2015,10.241743896070341,0.0,2.96
03/09/2015,10.069526931235911,0.0,2.96
03/10/2015,9.988486125450486,0.0,2.96
03/11/2015,10.104984522250025,0.0,2.96
03/12/2015,10.069528721109691,0.0,2.96
03/13/2015,10.130308643348618,0.0,2.96
03/16/2015,10.029009601336313,0.0,2.96
03/17/2015,10.14043975266611,0.0,2.96
03/18/2015,10.079660591709269,0.0,2.96
03/19/2015,10.074593010580719,0.0,2.96
03/20/2015,10.17589507902949,0.0,2.96
03/23/2015,10.140441097425684,0.0,2.96
03/24/2015,10.221483734461588,0.0,2.96
03/25/2015,10.145507102448523,0.0,2.96
03/26/2015,10.079656331944513,0.0,2.96
03/27/2015,10.084721907273172,0.0,2.96
03/30/2015,10.104983258180853,0.0,2.96
03/31/2015,10.074595788935115,0.0,2.96
04/01/2015,10.064461756753323,0.0,2.96
04/02/2015,10.054334026060785,0.0,2.96
04/06/2015,10.054330948221367,0.0,2.96
04/07/2015,10.074592624637878,0.0,2.96
04/08/2015,10.130309946047388,0.0,2.96
04/09/2015,10.226548080573357,0.0,2.96
04/10/2015,10.21641627483736,0.0,2.96
04/13/2015,10.216418233367891,0.0,2.96
04/14/2015,10.191093214900901,0.0,2.96
04/15/2015,10.236677169799805,0.0,2.96
04/16/2015,10.206287756642453,0.0,2.96
04/17/2015,10.206286997111903,0.0,2.96
04/20/2015,10.196160316467285,0.0,2.96
04/21/2015,10.20628547668457,0.0,2.96
04/22/2015,10.206287612391199,0.0,2.96
04/23/2015,10.160699011788935,0.0,2.96
04/24/2015,10.216416477993247,0.0,2.96
04/27/2015,10.272135283681047,0.0,2.96
04/28/2015,10.216418605770883,0.0,2.96
04/29/2015,10.216421407601217,0.0,2.96
04/30/2015,10.20628829324833,0.0,2.96
05/01/2015,10.196156455381177,0.0,2.96
05/04/2015,10.206290862034251,0.0,2.96
05/05/2015,10.201224223937,0.0,2.96
05/06/2015,10.206288151639729,0.0,2.96
05/07/2015,10.064464569091797,0.0,2.96
05/08/2015,10.186025178906462,0.0,2.96
05/11/2015,10.27213531669078,0.0,2.96
05/12/2015,10.20628829324833,0.0,2.96
05/13/2015,10.246806930167885,0.0,2.96
05/14/2015,10.191093214900901,0.0,2.96
05/15/2015,10.206290274138619,0.0,2.96
05/18/2015,10.180961835481305,0.0,2.96
05/19/2015,10.251874757133603,0.0,2.96
05/20/2015,10.327853976665235,0.0,2.96
05/21/2015,10.429153714272612,0.0,2.96
05/22/2015,10.429154590774132,0.0,2.96
05/26/2015,10.40889033076347,0.0,2.96
05/27/2015,10.413957703307586,0.0,2.96
05/28/2015,10.359077094309761,0.65,2.84
05/29/2015,10.35907281920814,0.0,2.84
06/01/2015,10.332917529214289,0.0,2.84
06/02/2015,10.254435053431743,0.0,2.84
06/03/2015,10.228277152306942,0.0,2.84
06/04/2015,10.186423013688339,0.0,2.84
06/05/2015,10.102714253217965,0.0,2.84
06/08/2015,10.060860262184447,0.0,2.84
06/09/2015,9.93006691007032,0.0,2.84
06/10/2015,9.935295582423686,0.0,2.84
06/11/2015,9.940526329462038,0.0,2.84
06/12/2015,10.055626396401554,0.0,2.84
06/15/2015,10.191653620875728,0.0,2.84
06/16/2015,10.223046356167357,0.0,2.84
06/17/2015,10.280596578956821,0.0,2.84
06/18/2015,10.155032657214392,0.0,2.84
06/19/2015,10.066089685177557,0.0,2.84
06/22/2015,10.07655548971236,0.0,2.84
06/23/2015,10.07132166033319,0.0,2.84
06/24/2015,10.071322322901047,0.0,2.84
06/25/2015,10.071322989609916,0.0,2.84
06/26/2015,10.02946614675156,0.0,2.84
06/29/2015,9.86728192558776,0.0,2.84
06/30/2015,9.689398884731746,0.0,2.84
07/01/2015,9.658006005379207,0.0,2.84
07/02/2015,9.7574111214969,0.0,2.84
07/06/2015,9.752178074329406,0.0,2.84
07/07/2015,9.79926674371144,0.0,2.84
07/08/2015,9.804497109494937,0.0,2.84
07/09/2015,9.877742179093191,0.0,2.84
07/10/2015,9.88820791490978,0.0,2.84
07/13/2015,9.903905587722857,0.0,2.84
07/14/2015,9.83588707129031,0.0,2.84
07/15/2015,9.882974742593523,0.0,2.84
07/16/2015,9.862047020213206,0.0,2.84
07/17/2015,9.809732477414908,0.0,2.84
07/20/2015,9.694632257539453,0.0,2.84
07/21/2015,9.595226208789683,0.0,2.84
07/22/2015,9.574296122001366,0.0,2.84
07/23/2015,9.548136671384174,0.0,2.84
07/24/2015,9.417342900418834,0.0,2.84
07/27/2015,9.33886432647705,0.0,2.84
07/28/2015,9.29700672016002,0.0,2.84
07/29/2015,9.61092229881615,0.0,2.84
07/30/2015,9.67370133786933,0.0,2.84
07/31/2015,9.80449837970377,0.0,2.84
08/03/2015,9.569064175345718,0.0,2.84
08/04/2015,9.652775069109822,0.0,2.84
08/05/2015,9.553369216818016,0.0,2.84
08/06/2015,9.600458424292748,0.0,2.84
08/07/2015,9.626613797858662,0.0,2.84
08/10/2015,9.584758348290839,0.0,2.84
08/11/2015,9.55860360546331,0.0,2.84
08/12/2015,9.610920356837267,0.0,2.84
08/13/2015,9.631848700586083,0.0,2.84
08/14/2015,9.762646194932866,0.0,2.84
08/17/2015,9.757410349428344,0.0,2.84
08/18/2015,9.841118929984644,0.0,2.84
08/19/2015,9.862050250950755,0.0,2.84
08/20/2015,9.783574104309082,0.0,2.84
08/21/2015,9.757410294516863,0.0,2.84
08/24/2015,9.0511123447983,0.0,2.84
08/25/2015,9.443500210541423,0.0,2.84
08/26/2015,9.658007025926224,0.0,2.84
08/27/2015,9.914366743834522,0.0,2.84
08/28/2015,9.525060554789473,0.65,2.7199999999999998
08/31/2015,9.855751008670104,0.0,2.7199999999999998
09/01/2015,9.622640623494146,0.0,2.7199999999999998
09/02/2015,9.75816854864091,0.0,2.7199999999999998
09/03/2015,9.698540032072646,0.0,2.7199999999999998
09/04/2015,9.48710857982367,0.0,2.7199999999999998
09/08/2015,9.758172684243155,0.0,2.7199999999999998
09/09/2015,9.839489917475532,0.0,2.7199999999999998
09/10/2015,9.866597238784463,0.0,2.7199999999999998
09/11/2015,9.801537887122608,0.0,2.7199999999999998
