EFC,Ellington Financial Inc.,
Date,Price,Dividend,Annualized Dividend
12/21/2010,6.519227479943509,0.0,0.8
12/22/2010,6.463979634331676,0.0,0.8
12/23/2010,6.504689587639253,0.0,0.8
12/27/2010,6.455258602590329,0.0,0.8
12/28/2010,6.51341603363038,0.0,0.8
12/29/2010,6.478522777557373,0.0,0.8
12/30/2010,6.478523043439872,0.0,0.8
12/31/2010,6.469795313788441,0.0,0.8
01/03/2011,6.551215460280552,0.0,0.8
01/04/2011,6.446535411795532,0.0,0.8
01/05/2011,6.469797935783747,0.0,0.8
01/06/2011,6.4552592858635185,0.0,0.8
01/07/2011,6.4552606001803685,0.0,0.8
01/10/2011,6.478518832973589,0.0,0.8
01/11/2011,6.527953583264375,0.0,0.8
01/12/2011,6.498875524468296,0.0,0.8
01/13/2011,6.455258902589239,0.0,0.8
01/14/2011,6.478523043439872,0.0,0.8
01/18/2011,6.487246013680459,0.0,0.8
01/19/2011,6.50178340410095,0.0,0.8
01/20/2011,6.542489755129116,0.0,0.8
01/21/2011,6.600647304859356,0.0,0.8
01/24/2011,6.4959695385351255,0.0,0.8
01/25/2011,6.475611632148423,0.0,0.8
01/26/2011,6.522135855267374,0.0,0.8
01/27/2011,6.466890122030814,0.0,0.8
01/28/2011,6.542490399249296,0.0,0.8
01/31/2011,6.466890122030814,0.0,0.8
02/01/2011,6.484334707188233,0.0,0.8
02/02/2011,6.469798147678375,0.0,0.8
02/03/2011,6.42036537495086,0.0,0.8
02/04/2011,6.5802930970464395,0.0,0.8
02/07/2011,6.551215588563063,0.0,0.8
02/08/2011,6.56575292706911,0.0,0.8
02/09/2011,6.571570773256327,0.0,0.8
02/10/2011,6.615183743624189,0.0,0.8
02/11/2011,6.64717353625602,0.0,0.8
02/14/2011,7.190926260397316,0.0,0.8
02/15/2011,7.1240471880248295,0.0,0.8
02/16/2011,7.161849101026088,0.0,0.8
02/17/2011,7.11823150273833,0.0,0.8
02/18/2011,7.060077066441156,0.0,0.8
02/22/2011,7.0193666251406,0.0,0.8
02/23/2011,7.089151923608067,0.0,0.8
02/24/2011,7.033904623510352,0.0,0.8
02/25/2011,6.954052917951586,1.31,2.1100000000000003
02/28/2011,7.083229931947168,0.0,2.1100000000000003
03/01/2011,7.283147068652752,0.0,2.1100000000000003
03/02/2011,7.200105990675049,0.0,2.1100000000000003
03/03/2011,7.206256887618969,0.0,2.1100000000000003
03/04/2011,7.21240842965715,0.0,2.1100000000000003
03/07/2011,7.126289640026586,0.0,2.1100000000000003
03/08/2011,7.252388877534959,0.0,2.1100000000000003
03/09/2011,7.24009041641281,0.0,2.1100000000000003
03/10/2011,7.19702969397016,0.0,2.1100000000000003
03/11/2011,7.2124055747411795,0.0,2.1100000000000003
03/14/2011,7.203180367080812,0.0,2.1100000000000003
03/15/2011,7.135517457593513,0.0,2.1100000000000003
03/16/2011,7.172423343803679,0.0,2.1100000000000003
03/17/2011,7.110910343191466,0.0,2.1100000000000003
03/18/2011,7.1324406366620465,0.0,2.1100000000000003
03/21/2011,7.197029245227262,0.0,2.1100000000000003
03/22/2011,7.0986064515666625,0.0,2.1100000000000003
03/23/2011,7.067850374191894,0.0,2.1100000000000003
03/24/2011,7.077081142028273,0.0,2.1100000000000003
03/25/2011,7.074001264682,0.0,2.1100000000000003
03/28/2011,7.104760258750932,0.0,2.1100000000000003
03/29/2011,7.120137905883736,0.0,2.1100000000000003
03/30/2011,7.113984895024618,0.0,2.1100000000000003
03/31/2011,7.10783890823386,0.0,2.1100000000000003
04/01/2011,7.11706439278835,0.0,2.1100000000000003
04/04/2011,7.09553507128258,0.0,2.1100000000000003
04/05/2011,6.997109551175743,0.0,2.1100000000000003
04/06/2011,6.950976868386667,0.0,2.1100000000000003
04/07/2011,6.929447158474772,0.0,2.1100000000000003
04/08/2011,6.997111999544209,0.0,2.1100000000000003
04/11/2011,6.92021977361225,0.0,2.1100000000000003
04/12/2011,6.889461747472392,0.0,2.1100000000000003
04/13/2011,6.843330067962294,0.0,2.1100000000000003
04/14/2011,6.824875300642392,0.0,2.1100000000000003
04/15/2011,6.923294340455507,0.0,2.1100000000000003
04/18/2011,6.997112713935267,0.0,2.1100000000000003
04/19/2011,6.920222306422017,0.0,2.1100000000000003
04/20/2011,7.0186421604380795,0.0,2.1100000000000003
04/21/2011,6.926370188496137,0.0,2.1100000000000003
