GECC,Great Elm Capital Corp.,
Date,Price,Annualized Dividend
03/03/2017,6.693582057952881,0.323903
03/06/2017,6.615751034010249,0.323903
03/06/2017,6.585814952850342,0.323903
03/07/2017,6.640893148132194,0.323903
03/07/2017,6.615747928619385,0.323903
03/08/2017,6.591798957883119,0.323903
03/08/2017,6.615747928619385,0.323903
03/09/2017,6.585814980957474,0.323903
03/09/2017,6.639699459075928,0.323903
03/10/2017,6.633709907531738,0.323903
03/10/2017,6.633709907531738,0.323903
03/13/2017,6.6031772387015,0.323903
03/13/2017,6.591801166534424,0.323903
03/14/2017,6.587610782919017,0.323903
03/14/2017,6.591801166534424,0.323903
03/15/2017,6.587010164780781,0.323903
03/15/2017,6.600780487060547,0.323903
03/16/2017,6.587013461889096,0.323903
03/16/2017,6.597790241241455,0.323903
03/17/2017,6.555880546569824,0.323903
03/17/2017,6.555880546569824,0.323903
03/20/2017,6.531929047743155,0.323903
03/20/2017,6.543903827667236,0.323903
03/21/2017,6.432545173883026,0.323903
03/21/2017,6.549892902374268,0.323903
03/22/2017,6.585813181273078,0.323903
03/22/2017,6.533127307891846,0.323903
03/23/2017,6.525942255851405,0.323903
03/23/2017,6.519955158233643,0.323903
03/24/2017,6.447511277058717,0.323903
03/24/2017,6.519955158233643,0.323903
03/27/2017,6.513371050927851,0.323903
03/27/2017,6.50199556350708,0.323903
03/28/2017,6.58581297552789,0.323903
03/28/2017,6.5798258781433105,0.323903
03/29/2017,6.599735629030353,0.404879
03/29/2017,6.64799690246582,0.404879
03/30/2017,7.003924245197814,0.404879
03/30/2017,6.798813819885254,0.404879
03/31/2017,6.877239137120187,0.404879
03/31/2017,6.865173816680908,0.404879
04/03/2017,6.847074593522969,0.404879
04/03/2017,6.889303207397461,0.404879
04/04/2017,6.853108586099962,0.404879
04/04/2017,6.877239227294922,0.404879
04/05/2017,6.88749524919643,0.404879
04/05/2017,6.865173816680908,0.404879
04/06/2017,6.93756583028232,0.404879
04/06/2017,6.877239227294922,0.404879
04/07/2017,6.877238384477122,0.404879
04/07/2017,6.828977108001709,0.404879
04/10/2017,6.8295803739576515,0.404879
04/10/2017,6.828977108001709,0.404879
04/11/2017,6.822943687438965,0.404879
04/11/2017,6.822943687438965,0.404879
04/12/2017,6.835009594914827,0.404879
04/12/2017,6.822943687438965,0.404879
04/13/2017,6.822944539695392,0.404879
04/13/2017,6.841042518615723,0.404879
04/17/2017,6.82294292508874,0.404879
04/17/2017,6.816910266876221,0.404879
04/18/2017,6.816913799186355,0.404879
04/18/2017,6.8108811378479,0.404879
04/19/2017,6.841044444540173,0.404879
04/19/2017,6.8108811378479,0.404879
04/20/2017,6.816910266876221,0.404879
04/20/2017,6.816910266876221,0.404879
04/21/2017,6.816911028552396,0.404879
04/21/2017,6.822943687438965,0.404879
04/24/2017,6.804844950451182,0.404879
04/24/2017,6.816910266876221,0.404879
04/25/2017,6.822943687438965,0.404879
04/25/2017,6.822943687438965,0.404879
04/26/2017,6.867308851967419,0.485855
04/26/2017,6.866701126098633,0.485855
04/27/2017,6.867307186126709,0.485855
04/27/2017,6.867307186126709,0.485855
04/28/2017,6.867310494546985,0.485855
04/28/2017,6.861233234405518,0.485855
05/01/2017,6.861231389205278,0.485855
05/01/2017,6.873385906219482,0.485855
05/02/2017,6.861232371344035,0.485855
05/02/2017,6.879464149475098,0.485855
05/03/2017,6.879463164726585,0.485855
05/03/2017,6.873385906219482,0.485855
05/04/2017,6.873385271204027,0.485855
05/04/2017,6.84299898147583,0.485855
05/05/2017,6.897694951154686,0.485855
05/05/2017,6.782227039337158,0.485855
05/08/2017,6.703221014882586,0.485855
05/08/2017,6.624216079711914,0.485855
05/09/2017,6.632726582700495,0.485855
05/09/2017,6.7093000411987305,0.485855
05/10/2017,6.677696365483437,0.485855
05/10/2017,6.703220844268799,0.485855
05/11/2017,6.573169659891204,0.485855
05/11/2017,6.563446044921875,0.485855
05/12/2017,6.563446044921875,0.485855
05/12/2017,6.563446044921875,0.485855
05/15/2017,6.599909442304326,0.485855
05/15/2017,6.533059597015381,0.485855
05/16/2017,6.478362584731394,0.485855
05/16/2017,6.550682544708252,0.485855
05/17/2017,6.539137803540654,0.485855
05/17/2017,6.411514759063721,0.485855
05/18/2017,6.418197890879501,0.485855
05/18/2017,6.332508563995361,0.485855
05/19/2017,6.316709476334166,0.485855
05/19/2017,6.308201313018799,0.485855
05/22/2017,6.299084855882401,0.485855
05/22/2017,6.289968967437744,0.485855
05/23/2017,6.296043872833252,0.485855
05/23/2017,6.296043872833252,0.485855
05/24/2017,6.296043872833252,0.485855
05/24/2017,6.296043872833252,0.485855
05/25/2017,6.296045707887686,0.485855
05/25/2017,6.375050067901611,0.485855
05/26/2017,6.4234445251765395,0.566831
05/26/2017,6.4136433601379395,0.566831
05/30/2017,6.346260350497564,0.566831
05/30/2017,6.4136433601379395,0.566831
05/31/2017,6.432020864709138,0.566831
05/31/2017,6.364637851715088,0.566831
06/01/2017,6.315629407542719,0.566831
06/01/2017,6.327880859375,0.566831
06/02/2017,6.364636698413331,0.566831
06/02/2017,6.358510971069336,0.566831
06/05/2017,6.3217551334588595,0.566831
06/05/2017,6.327880859375,0.566831
06/06/2017,6.3095069289962025,0.566831
06/06/2017,6.34013557434082,0.566831
06/07/2017,6.33094372233307,0.566831
06/07/2017,6.327880859375,0.566831
06/08/2017,6.3278841162029735,0.566831
06/08/2017,6.34013557434082,0.566831
06/09/2017,6.3340072084967955,0.566831
06/09/2017,6.419767379760742,0.566831
06/12/2017,6.376888196949065,0.566831
06/12/2017,6.370761871337891,0.566831
06/13/2017,6.3646364667811905,0.566831
06/13/2017,6.395265102386475,0.566831
06/14/2017,6.354837284989116,0.566831
06/14/2017,6.364637851715088,0.566831
06/15/2017,6.389139051770589,0.566831
06/15/2017,6.370761871337891,0.566831
06/16/2017,6.4197672961420915,0.566831
06/16/2017,6.402003288269043,0.566831
06/19/2017,6.450396611155255,0.566831
06/19/2017,6.419767379760742,0.566831
06/20/2017,6.468774831123804,0.566831
06/20/2017,6.352385997772217,0.566831
06/21/2017,6.3578997862327915,0.566831
06/21/2017,6.401392459869385,0.566831
06/22/2017,6.352385243725342,0.566831
06/22/2017,6.358510971069336,0.566831
06/23/2017,6.342584832858399,0.566831
06/23/2017,6.352385997772217,0.566831
06/26/2017,6.334008813558809,0.566831
06/26/2017,6.352385997772217,0.566831
06/27/2017,6.335844542264849,0.566831
06/27/2017,6.386075496673584,0.566831
06/28/2017,6.449060367527658,0.647807
06/28/2017,6.625662803649902,0.647807
06/29/2017,6.613313775192362,0.647807
06/29/2017,6.681238174438477,0.647807
06/30/2017,6.613311697688814,0.647807
06/30/2017,6.557738304138184,0.647807
07/03/2017,6.576263961880891,0.647807
07/03/2017,6.6565375328063965,0.647807
07/05/2017,6.613311806105133,0.647807
07/05/2017,6.576262474060059,0.647807
07/06/2017,6.5577377576369065,0.647807
07/06/2017,6.631836414337158,0.647807
07/07/2017,6.607136917430954,0.647807
07/07/2017,6.576262474060059,0.647807
07/10/2017,6.5886147351339295,0.647807
07/10/2017,6.644189357757568,0.647807
07/11/2017,6.650361757039196,0.647807
07/11/2017,6.625662803649902,0.647807
07/12/2017,6.625663582934349,0.647807
07/12/2017,6.6380133628845215,0.647807
07/13/2017,6.644187160704136,0.647807
07/13/2017,6.5886125564575195,0.647807
07/14/2017,6.594788295628524,0.647807
07/14/2017,6.570089340209961,0.647807
07/17/2017,6.594788950384058,0.647807
07/17/2017,6.5330400466918945,0.647807
07/18/2017,6.526864738455233,0.647807
07/18/2017,6.6133131980896,0.647807
07/19/2017,6.623809059861298,0.647807
07/19/2017,6.631836414337158,0.647807
07/20/2017,6.607138308115716,0.647807
07/20/2017,6.6133131980896,0.647807
07/21/2017,6.607139408139756,0.647807
07/21/2017,6.644189357757568,0.647807
07/24/2017,6.64418685308196,0.647807
07/24/2017,6.576262474060059,0.647807
07/25/2017,6.563914683183485,0.647807
07/25/2017,6.6380133628845215,0.647807
07/26/2017,6.625663278061993,0.647807
07/26/2017,6.600963115692139,0.647807
07/27/2017,6.63394639836516,0.7287830000000001
07/27/2017,6.652616024017334,0.7287830000000001
07/28/2017,6.652616010444696,0.7287830000000001
07/28/2017,6.665062427520752,0.7287830000000001
07/31/2017,6.671286251187064,0.7287830000000001
07/31/2017,6.658839225769043,0.7287830000000001
08/01/2017,6.590383017251425,0.7287830000000001
08/01/2017,6.627722263336182,0.7287830000000001
08/02/2017,6.621500671721505,0.7287830000000001
08/02/2017,6.577937602996826,0.7287830000000001
08/03/2017,6.584160818755245,0.7287830000000001
08/03/2017,6.668174743652344,0.7287830000000001
08/04/2017,6.646392801906668,0.7287830000000001
08/04/2017,6.665062427520752,0.7287830000000001
08/07/2017,6.6588368098397535,0.7287830000000001
08/07/2017,6.702399253845215,0.7287830000000001
08/08/2017,6.677509307861327,0.7287830000000001
08/08/2017,6.677509307861328,0.7287830000000001
08/09/2017,6.665062434313413,0.7287830000000001
08/09/2017,6.658839225769043,0.7287830000000001
08/10/2017,6.65261586592073,0.7287830000000001
08/10/2017,6.677509307861328,0.7287830000000001
08/11/2017,6.652615484239389,0.7287830000000001
08/11/2017,6.714847564697266,0.7287830000000001
08/14/2017,6.752188690019556,0.7287830000000001
08/14/2017,6.745965480804443,0.7287830000000001
08/15/2017,6.752185512466232,0.7287830000000001
08/15/2017,6.702399253845215,0.7287830000000001
08/16/2017,6.658838686049376,0.7287830000000001
08/16/2017,6.721070766448975,0.7287830000000001
08/17/2017,6.689953713196304,0.7287830000000001
08/17/2017,6.808194637298584,0.7287830000000001
08/18/2017,6.708622724462317,0.7287830000000001
08/18/2017,6.808194637298584,0.7287830000000001
08/21/2017,6.795749658213485,0.7287830000000001
08/21/2017,6.80197286605835,0.7287830000000001
08/22/2017,6.758412829662029,0.7287830000000001
08/22/2017,6.764636039733887,0.7287830000000001
08/23/2017,6.677507443558792,0.7287830000000001
08/23/2017,6.789524555206299,0.7287830000000001
08/24/2017,6.745962571981595,0.7287830000000001
08/24/2017,6.808194637298584,0.7287830000000001
08/25/2017,6.77085857534063,0.7287830000000001
08/25/2017,6.814421653747559,0.7287830000000001
08/28/2017,6.790771073738183,0.7287830000000001
08/28/2017,6.820642471313477,0.7287830000000001
08/29/2017,6.7598182281268,0.8097590000000001
08/29/2017,6.9604811668396,0.8097590000000001
08/30/2017,6.925361466809152,0.8097590000000001
08/30/2017,6.991830825805664,0.8097590000000001
08/31/2017,7.002493960436242,0.8097590000000001
08/31/2017,7.010645866394043,0.8097590000000001
09/01/2017,6.962361143379544,0.8097590000000001
09/01/2017,6.935397148132324,0.8097590000000001
09/05/2017,6.929125910831387,0.8097590000000001
09/05/2017,6.791170597076416,0.8097590000000001
09/06/2017,6.772358417510986,0.8097590000000001
09/06/2017,6.772358417510986,0.8097590000000001
09/07/2017,6.753548194340289,0.8097590000000001
09/07/2017,6.835067272186279,0.8097590000000001
09/08/2017,6.866419224764706,0.8097590000000001
09/08/2017,6.847607135772705,0.8097590000000001
09/11/2017,6.847609281749455,0.8097590000000001
09/11/2017,6.835067272186279,0.8097590000000001
09/12/2017,6.829421350148139,0.8097590000000001
09/12/2017,6.885230541229248,0.8097590000000001
09/13/2017,6.860148528434039,0.8097590000000001
09/13/2017,6.847607135772705,0.8097590000000001
09/14/2017,6.860147865603001,0.8097590000000001
09/14/2017,6.8099822998046875,0.8097590000000001
09/15/2017,6.816253440600484,0.8097590000000001
09/15/2017,6.709650993347168,0.8097590000000001
09/18/2017,6.728463694721155,0.8097590000000001
09/18/2017,6.709650993347168,0.8097590000000001
09/19/2017,6.7786287352128385,0.8097590000000001
09/19/2017,6.759816646575928,0.8097590000000001
09/20/2017,6.741005997386307,0.8097590000000001
09/20/2017,6.728464603424072,0.8097590000000001
09/21/2017,6.7096518806548495,0.8097590000000001
09/21/2017,6.6281328201293945,0.8097590000000001
09/22/2017,6.646944622141706,0.8097590000000001
09/22/2017,6.634403228759766,0.8097590000000001
09/25/2017,6.646944622141706,0.8097590000000001
09/25/2017,6.634403228759766,0.8097590000000001
09/26/2017,6.603050645246763,0.8097590000000001
09/26/2017,6.6281328201293945,0.8097590000000001
09/27/2017,6.628132731202059,0.8097590000000001
09/27/2017,6.609320640563965,0.8097590000000001
09/28/2017,6.636497454307931,0.8907350000000002
09/28/2017,6.604895114898682,0.8907350000000002
09/29/2017,6.585937175998453,0.8907350000000002
09/29/2017,6.598577499389648,0.8907350000000002
10/02/2017,6.598576097919694,0.8907350000000002
10/02/2017,6.6238579750061035,0.8907350000000002
10/03/2017,6.604896960289424,0.8907350000000002
10/03/2017,6.548012733459473,0.8907350000000002
10/04/2017,6.566974142402789,0.8907350000000002
10/04/2017,6.548012733459473,0.8907350000000002
10/05/2017,6.565708118438046,0.8907350000000002
10/05/2017,6.535369873046875,0.8907350000000002
10/06/2017,6.522729405109082,0.8907350000000002
10/06/2017,6.529049873352051,0.8907350000000002
10/09/2017,6.478486052734325,0.8907350000000002
10/09/2017,6.472165584564209,0.8907350000000002
10/10/2017,6.4468832192887255,0.8907350000000002
10/10/2017,6.459524154663086,0.8907350000000002
10/11/2017,6.358396697607794,0.8907350000000002
10/11/2017,6.377357482910156,0.8907350000000002
10/12/2017,6.345755762181864,0.8907350000000002
10/12/2017,6.377357482910156,0.8907350000000002
10/13/2017,6.3527101128049575,0.8907350000000002
10/13/2017,6.446885108947754,0.8907350000000002
10/16/2017,6.4532055291556185,0.8907350000000002
10/16/2017,6.402641773223877,0.8907350000000002
10/17/2017,6.440562777876335,0.8907350000000002
10/17/2017,6.377357482910156,0.8907350000000002
10/18/2017,6.395058710807056,0.8907350000000002
10/18/2017,6.484809398651123,0.8907350000000002
10/19/2017,6.440566101826583,0.8907350000000002
10/19/2017,6.484809398651123,0.8907350000000002
10/20/2017,6.484807061475302,0.8907350000000002
10/20/2017,6.522729873657227,0.8907350000000002
10/23/2017,6.52272882259479,0.8907350000000002
10/23/2017,6.4532036781311035,0.8907350000000002
10/24/2017,6.472166575210723,0.8907350000000002
10/24/2017,6.5037689208984375,0.8907350000000002
10/25/2017,6.491127982623352,0.8907350000000002
10/25/2017,6.5037689208984375,0.8907350000000002
10/26/2017,6.503768935658628,0.8907350000000002
10/26/2017,6.516409873962402,0.8907350000000002
10/27/2017,6.491126493098985,0.8907350000000002
10/27/2017,6.459524154663086,0.8907350000000002
10/30/2017,6.571676232779571,0.9717110000000002
10/30/2017,6.372225761413574,0.9717110000000002
10/31/2017,6.378597968620722,0.9717110000000002
10/31/2017,6.384970188140869,0.9717110000000002
11/01/2017,6.652603269898685,0.9717110000000002
11/01/2017,6.525158882141113,0.9717110000000002
11/02/2017,6.442321576695164,0.9717110000000002
11/02/2017,6.410460472106934,0.9717110000000002
11/03/2017,6.416831285741604,0.9717110000000002
11/03/2017,6.384970188140869,0.9717110000000002
11/06/2017,6.404087640739764,0.9717110000000002
11/06/2017,6.314876556396484,0.9717110000000002
11/07/2017,6.2492438035933695,0.9717110000000002
11/07/2017,6.104593753814697,0.9717110000000002
11/08/2017,6.168315571559344,0.9717110000000002
11/08/2017,5.913427352905273,0.9717110000000002
11/09/2017,5.926170566468005,0.9717110000000002
11/09/2017,5.945287227630615,0.9717110000000002
11/10/2017,5.926170566468005,0.9717110000000002
11/10/2017,5.945287227630615,0.9717110000000002
11/13/2017,5.932542760350639,0.9717110000000002
11/13/2017,6.053615570068359,0.9717110000000002
11/14/2017,5.971411270119776,0.9717110000000002
11/14/2017,6.136451721191406,0.9717110000000002
11/15/2017,6.117337563906024,0.9717110000000002
11/15/2017,6.161942481994629,0.9717110000000002
11/16/2017,6.193802725775622,0.9717110000000002
11/16/2017,6.237771034240723,0.9717110000000002
11/17/2017,6.238410071007838,0.9717110000000002
11/17/2017,6.302131652832031,0.9717110000000002
11/20/2017,6.244782119272619,0.9717110000000002
11/20/2017,6.327620983123779,0.9717110000000002
11/21/2017,6.3403646637512745,0.9717110000000002
11/21/2017,6.372225761413574,0.9717110000000002
11/22/2017,6.404086402828169,0.9717110000000002
11/22/2017,6.346736431121826,0.9717110000000002
11/24/2017,6.4104590786083335,0.9717110000000002
11/24/2017,6.372225761413574,0.9717110000000002
11/27/2017,6.4104603094755115,0.9717110000000002
11/27/2017,6.550649166107178,0.9717110000000002
11/28/2017,6.576137919205561,0.9717110000000002
11/28/2017,6.455065727233887,0.9717110000000002
11/29/2017,6.5405158578489235,1.0526870000000002
11/29/2017,6.534090995788574,1.0526870000000002
11/30/2017,6.598339220086383,1.0526870000000002
11/30/2017,6.546940326690674,1.0526870000000002
12/01/2017,6.546940077566381,1.0526870000000002
12/01/2017,6.408163070678711,1.0526870000000002
12/04/2017,6.405594359991719,1.0526870000000002
12/04/2017,6.4312944412231445,1.0526870000000002
12/05/2017,6.354193583034601,1.0526870000000002
12/05/2017,6.482690811157227,1.0526870000000002
12/06/2017,6.412017355384224,1.0526870000000002
12/06/2017,6.341343879699707,1.0526870000000002
12/07/2017,6.3092201343535805,1.0526870000000002
12/07/2017,6.18714714050293,1.0526870000000002
12/08/2017,5.743831762559133,1.0526870000000002
12/08/2017,6.103625297546387,1.0526870000000002
12/11/2017,6.103625531750117,1.0526870000000002
12/11/2017,6.116474628448486,1.0526870000000002
12/12/2017,6.090776087661706,1.0526870000000002
12/12/2017,6.360620975494385,1.0526870000000002
12/13/2017,6.315646580559641,1.0526870000000002
12/13/2017,6.379895210266113,1.0526870000000002
12/14/2017,6.328495218842048,1.0526870000000002
12/14/2017,6.334919452667236,1.0526870000000002
12/15/2017,6.367044067898103,1.0526870000000002
12/15/2017,6.309220314025879,1.0526870000000002
12/18/2017,6.251396489578169,1.0526870000000002
12/18/2017,6.347768783569336,1.0526870000000002
12/19/2017,6.277096188516976,1.0526870000000002
12/19/2017,6.264246463775635,1.0526870000000002
12/20/2017,6.28994624750582,1.0526870000000002
12/20/2017,6.219272136688232,1.0526870000000002
12/21/2017,6.283521570285926,1.0526870000000002
12/21/2017,6.270671844482422,1.0526870000000002
12/22/2017,6.270029669893708,1.0526870000000002
12/22/2017,6.2449727058410645,1.0526870000000002
12/26/2017,6.219272859837387,1.0526870000000002
12/26/2017,6.257822036743164,1.0526870000000002
12/27/2017,6.296371598841995,1.0526870000000002
12/27/2017,6.540516376495361,1.0526870000000002
12/28/2017,6.615195071526373,1.1668340000000001
12/28/2017,6.562326431274414,1.1668340000000001
12/29/2017,6.575542516813241,1.1668340000000001
12/29/2017,6.502848148345947,1.1668340000000001
01/02/2018,6.5424979720863545,1.1668340000000001
01/02/2018,6.621800899505615,1.1668340000000001
01/03/2018,6.661453029833476,1.1668340000000001
01/03/2018,6.767190933227539,1.1668340000000001
01/04/2018,6.773798425572979,1.1668340000000001
01/04/2018,6.707712650299072,1.1668340000000001
01/05/2018,6.747366231812099,1.1668340000000001
01/05/2018,6.727540493011475,1.1668340000000001
01/08/2018,6.747365167703763,1.1668340000000001
01/08/2018,6.701105117797852,1.1668340000000001
01/09/2018,6.687887028381181,1.1668340000000001
01/09/2018,6.734147071838379,1.1668340000000001
01/10/2018,6.707714067714994,1.1668340000000001
01/10/2018,6.674671173095703,1.1668340000000001
01/11/2018,6.720929916564893,1.1668340000000001
01/11/2018,6.734147071838379,1.1668340000000001
01/12/2018,6.899362348506446,1.1668340000000001
01/12/2018,6.846493721008301,1.1668340000000001
01/16/2018,6.846493721008301,1.1668340000000001
01/16/2018,6.846493721008301,1.1668340000000001
01/17/2018,6.820060351796421,1.1668340000000001
01/17/2018,6.829973220825195,1.1668340000000001
01/18/2018,6.839884281158447,1.1668340000000001
01/18/2018,6.839884281158447,1.1668340000000001
01/19/2018,6.8464938911528845,1.1668340000000001
01/19/2018,6.800233840942383,1.1668340000000001
01/22/2018,6.806841595216047,1.1668340000000001
01/22/2018,6.794285297393799,1.1668340000000001
01/23/2018,6.787017728822055,1.1668340000000001
01/23/2018,6.793626308441162,1.1668340000000001
01/24/2018,6.787017728822055,1.1668340000000001
01/24/2018,6.793626308441162,1.1668340000000001
01/25/2018,6.8597102898564515,1.1668340000000001
01/25/2018,6.820058822631836,1.1668340000000001
01/26/2018,6.820058822631836,1.1668340000000001
01/26/2018,6.820058822631836,1.1668340000000001
01/29/2018,6.806843990900461,1.1668340000000001
01/29/2018,6.827330589294434,1.1668340000000001
01/30/2018,6.828661175138633,1.1668340000000001
01/30/2018,6.8219990730285645,1.1668340000000001
01/31/2018,6.822002118604183,1.1668340000000001
01/31/2018,6.682097911834717,1.1668340000000001
02/01/2018,6.82199876049902,1.1668340000000001
02/01/2018,6.669435977935791,1.1668340000000001
02/02/2018,6.712073954512764,1.1668340000000001
02/02/2018,6.608811378479004,1.1668340000000001
02/05/2018,6.602151009022431,1.1668340000000001
02/05/2018,6.38896369934082,1.1668340000000001
02/06/2018,6.2757068852682725,1.1668340000000001
02/06/2018,6.362314224243164,1.1668340000000001
02/07/2018,6.322343660015185,1.1668340000000001
02/07/2018,6.402288913726807,1.1668340000000001
02/08/2018,6.395625848654256,1.1668340000000001
02/08/2018,6.002561092376709,1.1668340000000001
02/09/2018,6.122476938296482,1.1668340000000001
02/09/2018,6.095828533172607,1.1668340000000001
02/12/2018,6.089166793616612,1.1668340000000001
02/12/2018,6.069180488586426,1.1668340000000001
02/13/2018,6.089168350238248,1.1668340000000001
