TAN,Invesco Solar ETF,
Date,Price,Dividend,Annualized Dividend
09/01/2010,55.41824495564305,0.0,0.0
09/02/2010,56.310884544818116,0.0,0.0
09/03/2010,57.87301563273948,0.0,0.0
09/07/2010,57.57547480243757,0.0,0.0
09/08/2010,57.50107955932617,0.0,0.0
09/09/2010,58.31933688219948,0.0,0.0
09/10/2010,57.8730250343768,0.0,0.0
09/13/2010,58.542505552693406,0.0,0.0
09/14/2010,58.24495919713817,0.0,0.0
09/15/2010,58.76565933227539,0.0,0.0
09/16/2010,58.84005331974913,0.0,0.0
09/17/2010,59.43515890485993,0.0,0.0
09/20/2010,59.50952768583686,0.0,0.0
09/21/2010,59.583910243466704,0.0,0.0
09/22/2010,59.50953999822715,0.0,0.0
09/23/2010,59.0632087132651,0.0,0.0
09/24/2010,60.25339364205961,0.0,0.0
09/27/2010,61.07165504884328,0.0,0.0
09/28/2010,61.36920928955078,0.0,0.0
09/29/2010,61.14604446345086,0.0,0.0
09/30/2010,63.82398465639739,0.0,0.0
10/01/2010,64.71662578552768,0.0,0.0
10/04/2010,63.60081355326875,0.0,0.0
10/05/2010,62.931322568569435,0.0,0.0
10/06/2010,62.55940246582032,0.0,0.0
10/07/2010,63.452044638560416,0.0,0.0
10/08/2010,63.526426224035326,0.0,0.0
10/11/2010,64.04713557679719,0.0,0.0
10/12/2010,64.7909979755764,0.0,0.0
10/13/2010,66.05558857503874,0.0,0.0
10/14/2010,67.0226087592545,0.0,0.0
10/15/2010,68.95667566368678,0.0,0.0
10/18/2010,65.75803975764056,0.0,0.0
10/19/2010,65.08854401970522,0.0,0.0
10/20/2010,63.45204705938394,0.0,0.0
10/21/2010,63.74958659930802,0.0,0.0
10/22/2010,63.30326843106544,0.0,0.0
10/25/2010,63.6008191995396,0.0,0.0
10/26/2010,63.972744585738035,0.0,0.0
10/27/2010,63.30327277022714,0.0,0.0
10/28/2010,65.16294097364532,0.0,0.0
10/29/2010,63.600820545479046,0.0,0.0
11/01/2010,63.60081130338003,0.0,0.0
11/02/2010,62.63378500917788,0.0,0.0
11/03/2010,63.00572421304284,0.0,0.0
11/04/2010,64.49345397949219,0.0,0.0
11/05/2010,64.86539297111348,0.0,0.0
11/08/2010,64.49345356047792,0.0,0.0
11/09/2010,66.57628986447357,0.0,0.0
11/10/2010,64.04713599535702,0.0,0.0
11/11/2010,61.59237780677164,0.0,0.0
11/12/2010,60.6253313299463,0.0,0.0
11/15/2010,60.17901176772607,0.0,0.0
11/16/2010,58.765664307652564,0.0,0.0
11/17/2010,55.79018513051992,0.0,0.0
11/18/2010,55.19509670809057,0.0,0.0
11/19/2010,55.12070604018131,0.0,0.0
11/22/2010,55.120694743486794,0.0,0.0
11/23/2010,53.781747541850116,0.0,0.0
11/24/2010,53.93051748406398,0.0,0.0
11/26/2010,53.93051229283592,0.0,0.0
11/29/2010,53.78175251124079,0.0,0.0
11/30/2010,51.99645409588303,0.0,0.0
12/01/2010,52.59155029972388,0.0,0.0
12/02/2010,52.59155143181782,0.0,0.0
12/03/2010,53.93052123880668,0.0,0.0
12/06/2010,54.97192993035045,0.0,0.0
12/07/2010,56.236514804997796,0.0,0.0
12/08/2010,54.67438862555743,0.0,0.0
12/09/2010,55.5670166015625,0.0,0.0
12/10/2010,55.56702107664608,0.0,0.0
12/13/2010,56.385287072846275,0.0,0.0
12/14/2010,56.08773137070326,0.0,0.0
12/15/2010,55.790185559686364,0.0,0.0
12/16/2010,55.26947943123775,0.0,0.0
12/17/2010,54.67438669074072,0.0,0.0
12/20/2010,54.30245127522345,0.0,0.0
12/21/2010,54.823153406543334,0.0,0.0
12/22/2010,55.04631641889054,0.0,0.0
12/23/2010,54.823159400143325,0.0,0.0
12/27/2010,54.141835274723164,0.29,0.29
12/28/2010,55.560722443324096,0.0,0.29
12/29/2010,54.29118493897198,0.0,0.29
12/30/2010,54.291188479745884,0.0,0.29
12/31/2010,54.51523208618164,0.0,0.29
01/03/2011,55.03797195263944,0.0,0.29
01/04/2011,55.41137050880549,0.0,0.29
01/05/2011,54.81394672744278,0.0,0.29
01/06/2011,55.41137050880549,0.0,0.29
01/07/2011,55.85943557042971,0.0,0.29
01/10/2011,56.008791456035546,0.0,0.29
01/11/2011,58.249142700847,0.0,0.29
01/12/2011,58.323826526625034,0.0,0.29
01/13/2011,59.51867692971691,0.0,0.29
01/14/2011,58.697209399599906,0.0,0.29
01/18/2011,59.07060044942205,0.0,0.29
01/19/2011,61.75902506106013,0.0,0.29
01/20/2011,58.92125880242997,0.0,0.29
01/21/2011,60.56418836294243,0.0,0.29
01/24/2011,60.56417252713436,0.0,0.29
01/25/2011,62.13241733768774,0.0,0.29
01/26/2011,61.38563989461536,0.0,0.29
01/27/2011,60.04144178064314,0.0,0.29
01/28/2011,60.489500910947726,0.0,0.29
01/31/2011,58.92125376725804,0.0,0.29
02/01/2011,60.26545282327835,0.0,0.29
02/02/2011,61.310954341465184,0.0,0.29
02/03/2011,64.14872936602958,0.0,0.29
02/04/2011,62.580492133931095,0.0,0.29
02/07/2011,62.8045383998796,0.0,0.29
02/08/2011,62.9538851406103,0.0,0.29
02/09/2011,62.43113342329427,0.0,0.29
02/10/2011,61.460318780355976,0.0,0.29
02/11/2011,61.23628045907313,0.0,0.29
02/14/2011,63.476641734853644,0.0,0.29
02/15/2011,64.8208471309235,0.0,0.29
02/16/2011,65.26891690908029,0.0,0.29
02/17/2011,66.09037458617803,0.0,0.29
02/18/2011,67.95733998616537,0.0,0.29
02/22/2011,66.23973174001672,0.0,0.29
02/23/2011,64.82085255929181,0.0,0.29
02/24/2011,63.700677440900265,0.0,0.29
02/25/2011,64.89552560652133,0.0,0.29
02/28/2011,63.70067479481111,0.0,0.29
03/01/2011,61.31097245051881,0.0,0.29
03/02/2011,60.63884955844035,0.0,0.29
03/03/2011,61.53499214932787,0.0,0.29
03/04/2011,60.71352967412157,0.0,0.29
03/07/2011,60.78822122793115,0.0,0.29
03/08/2011,58.62253644276567,0.0,0.29
03/09/2011,58.69721826297331,0.0,0.29
03/10/2011,57.05428998554972,0.0,0.29
03/11/2011,55.0379753112793,0.0,0.29
03/14/2011,57.875761442079344,0.0,0.29
03/15/2011,59.74272056444157,0.0,0.29
03/16/2011,63.02856644963489,0.0,0.29
03/17/2011,61.75902733251537,0.0,0.29
03/18/2011,61.75903243116207,0.0,0.29
03/21/2011,61.310961639225326,0.0,0.29
03/22/2011,61.98307196494261,0.0,0.29
03/23/2011,61.161613639155746,0.0,0.29
03/24/2011,61.983074938599025,0.0,0.29
03/25/2011,61.759026768164276,0.0,0.29
03/28/2011,63.77534338157941,0.0,0.29
03/29/2011,64.07406320405806,0.0,0.29
03/30/2011,65.34359051870541,0.0,0.29
03/31/2011,65.4929501458259,0.0,0.29
04/01/2011,66.38908835874005,0.0,0.29
04/04/2011,65.8663394879746,0.0,0.29
04/05/2011,64.89552086489955,0.0,0.29
04/06/2011,65.04488238710653,0.0,0.29
04/07/2011,64.52212771666562,0.0,0.29
04/08/2011,64.4474535426379,0.0,0.29
04/11/2011,64.22341445711385,0.0,0.29
04/12/2011,63.10325192460119,0.0,0.29
04/13/2011,63.47663218318556,0.0,0.29
04/14/2011,62.8045321475385,0.0,0.29
04/15/2011,62.80453471924974,0.0,0.29
04/18/2011,60.937564253791614,0.0,0.29
04/19/2011,60.265454803235535,0.0,0.29
04/20/2011,61.08693090494797,0.0,0.29
04/21/2011,61.68435008070943,0.0,0.29
04/25/2011,61.53499677229937,0.0,0.29
04/26/2011,61.23628942232629,0.0,0.29
04/27/2011,61.83370928898029,0.0,0.29
04/28/2011,62.1324271080153,0.0,0.29
04/29/2011,66.23973409593799,0.0,0.29
05/02/2011,65.71699488440225,0.0,0.29
05/03/2011,63.92470079351757,0.0,0.29
05/04/2011,61.75902389226614,0.0,0.29
05/05/2011,59.668044295172145,0.0,0.29
05/06/2011,60.86289394048997,0.0,0.29
05/09/2011,60.86289596557618,0.0,0.29
05/10/2011,61.23628132577023,0.0,0.29
05/11/2011,61.385649719774364,0.0,0.29
05/12/2011,60.19077620648129,0.0,0.29
05/13/2011,60.86287840410291,0.0,0.29
05/16/2011,59.145287500589546,0.0,0.29
05/17/2011,57.95043540430261,0.0,0.29
05/18/2011,57.427691665300024,0.0,0.29
05/19/2011,57.27833275769057,0.0,0.29
05/20/2011,56.232826764724045,0.0,0.29
05/23/2011,54.73925844700801,0.0,0.29
05/24/2011,54.44056000325362,0.0,0.29
05/25/2011,53.17101645387759,0.0,0.29
05/26/2011,52.050835115244986,0.0,0.29
05/27/2011,52.64826175891157,0.0,0.29
05/31/2011,55.33669072657564,0.0,0.29
06/01/2011,55.112666807740275,0.0,0.29
06/02/2011,53.7684440612793,0.0,0.29
06/03/2011,53.09634442347558,0.0,0.29
06/06/2011,53.39505392417164,0.0,0.29
06/07/2011,53.02166366577149,0.0,0.29
06/08/2011,52.20019466094369,0.0,0.29
06/09/2011,50.85598212849407,0.0,0.29
06/10/2011,50.03451884876598,0.0,0.29
06/13/2011,49.81048658076262,0.0,0.29
06/14/2011,50.78130749688633,0.0,0.29
06/15/2011,50.109200263304686,0.0,0.29
06/16/2011,49.885169982910156,0.0,0.29
06/17/2011,50.93065817415773,0.0,0.29
06/20/2011,50.40791293083291,0.0,0.29
06/21/2011,51.08002629540479,0.0,0.29
06/22/2011,51.005340453855766,0.0,0.29
06/23/2011,51.00534495602335,0.0,0.29
06/24/2011,51.22937286470443,0.0,0.29
06/27/2011,51.15470399223286,0.0,0.29
06/28/2011,51.15470001919937,0.0,0.29
06/29/2011,52.05083411097115,0.0,0.29
06/30/2011,53.171005978233644,0.0,0.29
07/01/2011,53.02165662785855,0.0,0.29
07/05/2011,53.8431144091085,0.0,0.29
07/06/2011,53.544407080509124,0.0,0.29
07/07/2011,53.619090033718194,0.0,0.29
07/08/2011,51.52809272476925,0.0,0.29
07/11/2011,51.37873635520471,0.0,0.29
07/12/2011,49.43709689608256,0.0,0.29
07/13/2011,49.36241679385846,0.0,0.29
07/14/2011,49.36242243677312,0.0,0.29
07/15/2011,49.06370061020544,0.0,0.29
07/18/2011,48.466278364542184,0.0,0.29
07/19/2011,48.98902335870389,0.0,0.29
07/20/2011,49.959845757203134,0.0,0.29
07/21/2011,50.10919823322247,0.0,0.29
07/22/2011,50.6319592576969,0.0,0.29
07/25/2011,50.03452449343906,0.0,0.29
07/26/2011,50.557270227339004,0.0,0.29
07/27/2011,49.73580877094015,0.0,0.29
07/28/2011,48.09288248930333,0.0,0.29
07/29/2011,47.6448165324319,0.0,0.29
08/01/2011,49.287745492768074,0.0,0.29
08/02/2011,47.794165459686745,0.0,0.29
08/03/2011,47.34610598989249,0.0,0.29
08/04/2011,45.777853215224894,0.0,0.29
08/05/2011,43.014750603959286,0.0,0.29
08/08/2011,39.20615251850128,0.0,0.29
08/09/2011,39.65422937363725,0.0,0.29
08/10/2011,40.251658431130224,0.0,0.29
08/11/2011,40.2516548888028,0.0,0.29
08/12/2011,43.01475629148441,0.0,0.29
08/15/2011,43.014749542367355,0.0,0.29
08/16/2011,43.014747855074354,0.0,0.29
08/17/2011,42.64136118118618,0.0,0.29
08/18/2011,40.17697362557635,0.0,0.29
08/19/2011,37.93661804658183,0.0,0.29
08/22/2011,37.488547463736516,0.0,0.29
08/23/2011,37.18984234533416,0.0,0.29
08/24/2011,39.355508266242644,0.0,0.29
08/25/2011,39.80358167208818,0.0,0.29
08/26/2011,39.05679984713286,0.0,0.29
08/29/2011,40.84908496294702,0.0,0.29
08/30/2011,40.99844211214868,0.0,0.29
08/31/2011,41.52118657001828,0.0,0.29
09/01/2011,40.4756936001906,0.0,0.29
09/02/2011,38.68340518583689,0.0,0.29
09/06/2011,37.3392014514765,0.0,0.29
09/07/2011,37.11516571044922,0.0,0.29
09/08/2011,36.5924156923828,0.0,0.29
09/09/2011,35.32287740282909,0.0,0.29
09/12/2011,34.202702818169755,0.0,0.29
09/13/2011,33.82931590102006,0.0,0.29
09/14/2011,35.02416638793603,0.0,0.29
09/15/2011,34.72545212965745,0.0,0.29
09/16/2011,34.05334961571769,0.0,0.29
09/19/2011,32.78381290094448,0.0,0.29
09/20/2011,31.3649280334978,0.0,0.29
09/21/2011,29.722003790880603,0.0,0.29
09/22/2011,27.033578500911915,0.0,0.29
09/23/2011,26.43615478129415,0.0,0.29
09/26/2011,27.556326013505785,0.0,0.29
09/27/2011,28.07907210465682,0.0,0.29
09/28/2011,26.958899411338198,0.0,0.29
09/29/2011,26.361473357742952,0.0,0.29
09/30/2011,25.017261741738846,0.0,0.29
10/03/2011,23.673049514829234,0.0,0.29
10/04/2011,21.208663821624032,0.0,0.29
10/05/2011,23.224980588400182,0.0,0.29
10/06/2011,24.345156085322497,0.0,0.29
10/07/2011,26.137440622838557,0.0,0.29
10/10/2011,25.09193774162392,0.0,0.29
10/11/2011,25.017262021022077,0.0,0.29
10/12/2011,24.56919560261404,0.0,0.29
10/13/2011,25.540012258601298,0.0,0.29
10/14/2011,26.212111982990717,0.0,0.29
10/17/2011,25.465333966133528,0.0,0.29
10/18/2011,24.49451097236083,0.0,0.29
10/19/2011,25.241297128624268,0.0,0.29
10/20/2011,23.897085978277392,0.0,0.29
10/21/2011,24.718543819047984,0.0,0.29
10/24/2011,24.494514375143,0.0,0.29
10/25/2011,25.913403828142062,0.0,0.29
10/26/2011,24.793227499703587,0.0,0.29
10/27/2011,26.21211640906356,0.0,0.29
10/28/2011,27.48165170339581,0.0,0.29
10/31/2011,27.63100771222796,0.0,0.29
11/01/2011,24.7185473051498,0.0,0.29
11/02/2011,25.46533203125,0.0,0.29
11/03/2011,25.7640489050871,0.0,0.29
11/04/2011,25.76404534656253,0.0,0.29
11/07/2011,26.66018662401997,0.0,0.29
11/08/2011,26.062763655082858,0.0,0.29
11/09/2011,24.867906897572748,0.0,0.29
11/10/2011,24.49451030867436,0.0,0.29
11/11/2011,24.195800692507717,0.0,0.29
11/14/2011,23.97176228968578,0.0,0.29
11/15/2011,23.29965884470266,0.0,0.29
11/16/2011,23.150306015764805,0.0,0.29
11/17/2011,22.851586963720788,0.0,0.29
11/18/2011,22.328839468411942,0.0,0.29
11/21/2011,21.208662033081055,0.0,0.29
11/22/2011,20.611239461682676,0.0,0.29
11/23/2011,21.133987426757812,0.0,0.29
11/25/2011,20.90995179176397,0.0,0.29
11/28/2011,21.507375717163086,0.0,0.29
11/29/2011,21.656736273514596,0.0,0.29
11/30/2011,22.179481835549417,0.0,0.29
12/01/2011,22.702229697625413,0.0,0.29
12/02/2011,23.150300311102846,0.0,0.29
12/05/2011,23.224980167920307,0.0,0.29
12/06/2011,22.62755303260642,0.0,0.29
12/07/2011,22.77690887451172,0.0,0.29
12/08/2011,22.32883920455606,0.0,0.29
12/09/2011,22.030127212476465,0.0,0.29
12/12/2011,21.7314088678241,0.0,0.29
12/13/2011,21.582055782287817,0.0,0.29
12/14/2011,20.31252257523911,0.0,0.29
12/15/2011,19.78977379432091,0.0,0.29
12/16/2011,19.491060769994494,0.0,0.29
12/19/2011,19.416379994916237,0.0,0.29
12/20/2011,19.26702538178899,0.0,0.29
12/21/2011,19.939131184772304,0.0,0.29
12/22/2011,20.23784524750955,0.0,0.29
12/23/2011,21.328076884732596,2.11,2.11
12/27/2011,20.843348326071137,0.0,2.11
12/28/2011,20.52019550879183,0.0,2.11
12/29/2011,19.954680204088376,0.0,2.11
12/30/2011,20.035466429980012,0.0,2.11
01/03/2012,20.762564744641953,0.0,2.11
01/04/2012,21.00492775570036,0.0,2.11
01/05/2012,20.68177614952863,0.0,2.11
01/06/2012,20.924138060124037,0.0,2.11
01/09/2012,20.681775329179743,0.0,2.11
01/10/2012,21.48965562100547,0.0,2.11
01/11/2012,21.73202086708751,0.0,2.11
01/12/2012,25.12512315182399,0.0,2.11
01/13/2012,24.640394776055686,0.0,2.11
01/17/2012,24.640395876198845,0.0,2.11
01/18/2012,24.55960715706031,0.0,2.11
01/19/2012,26.094582430520582,0.0,2.11
01/20/2012,23.994089838807962,0.0,2.11
01/23/2012,24.236452781547932,0.0,2.11
01/24/2012,23.590145833951635,0.0,2.11
01/25/2012,23.832512730092585,0.0,2.11
01/26/2012,24.074877278589195,0.0,2.11
01/27/2012,24.317240741806394,0.0,2.11
01/30/2012,25.04433631896973,0.0,2.11
01/31/2012,25.367489216822253,0.0,2.11
02/01/2012,25.367488737483658,0.0,2.11
02/02/2012,25.286700729078802,0.0,2.11
02/03/2012,26.175374014387263,0.0,2.11
02/06/2012,26.013794908056266,0.0,2.11
02/07/2012,26.90246128808135,0.0,2.11
02/08/2012,27.225617662844254,0.0,2.11
02/09/2012,28.35665151333486,0.0,2.11
02/10/2012,28.760588300537126,0.0,2.11
02/13/2012,28.59901783505378,0.0,2.11
02/14/2012,26.902464393324408,0.0,2.11
02/15/2012,26.094578473234147,0.0,2.11
02/16/2012,25.569459960713527,0.0,2.11
02/17/2012,26.57931024449187,0.0,2.11
02/21/2012,27.20137699210155,0.0,2.11
02/22/2012,26.942853658911247,0.0,2.11
02/23/2012,25.464432663470458,0.0,2.11
02/24/2012,24.9797070716855,0.0,2.11
02/27/2012,23.87290759589201,0.0,2.11
02/28/2012,24.438425418197216,0.0,2.11
02/29/2012,24.074875940374035,0.0,2.11
03/01/2012,23.436651017288625,0.0,2.11
03/02/2012,22.94384217966745,0.0,2.11
03/05/2012,22.669161331782764,0.0,2.11
03/06/2012,21.30384272733198,0.0,2.11
03/07/2012,21.198816608578444,0.0,2.11
03/08/2012,20.851426589117988,0.0,2.11
03/09/2012,21.38463210419033,0.0,2.11
03/12/2012,21.683545408772694,0.0,2.11
03/13/2012,21.47349584735756,0.0,2.11
03/14/2012,21.990544656015768,0.0,2.11
03/15/2012,21.723941571542962,0.0,2.11
03/16/2012,22.03901531456685,0.0,2.11
03/19/2012,22.168273783763254,0.0,2.11
03/20/2012,21.570444696713505,0.0,2.11
03/21/2012,22.01478005164749,0.0,2.11
03/22/2012,20.924136028806174,0.0,2.11
03/23/2012,21.19881908647752,0.0,2.11
03/26/2012,21.55428554632868,0.0,2.11
03/27/2012,21.40886670799988,0.0,2.11
03/28/2012,20.972611279597388,0.0,2.11
03/29/2012,19.978913644039338,0.0,2.11
03/30/2012,20.269755551799733,0.0,2.11
04/02/2012,19.995072995383577,0.0,2.11
04/03/2012,19.712313282431953,0.0,2.11
04/04/2012,18.864041670801587,0.0,2.11
04/05/2012,18.548965097758124,0.0,2.11
04/09/2012,18.330837258030876,0.0,2.11
04/10/2012,18.0076858656408,0.0,2.11
04/11/2012,18.225814285068363,0.0,2.11
04/12/2012,18.6620693763426,0.0,2.11
04/13/2012,18.565123301548958,0.0,2.11
04/16/2012,18.50049107969826,0.0,2.11
04/17/2012,18.589359488125943,0.0,2.11
04/18/2012,19.066007514898782,0.0,2.11
04/19/2012,18.573200688462475,0.0,2.11
04/20/2012,18.62975260191215,0.0,2.11
04/23/2012,17.91881776176948,0.0,2.11
04/24/2012,17.77339882677675,0.0,2.11
04/25/2012,18.104629090743053,0.0,2.11
04/26/2012,17.878423861536668,0.0,2.11
04/27/2012,17.951132048348278,0.0,2.11
04/30/2012,17.773398884127836,0.0,2.11
05/01/2012,18.58936167285497,0.0,2.11
05/02/2012,18.45201771918907,0.0,2.11
05/03/2012,18.508572333080565,0.0,2.11
05/04/2012,17.991528822643403,0.0,2.11
05/07/2012,17.619900245162064,0.0,2.11
05/08/2012,17.442167976463026,0.0,2.11
05/09/2012,16.965518120399256,0.0,2.11
05/10/2012,17.183645371108316,0.0,2.11
05/11/2012,16.577736446081822,0.0,2.11
05/14/2012,16.44039371397861,0.0,2.11
05/15/2012,16.254581632355663,0.0,2.11
05/16/2012,16.133399554013288,0.0,2.11
05/17/2012,15.648670509723322,0.0,2.11
05/18/2012,14.873103469233104,0.0,2.11
05/21/2012,14.12985289333515,0.0,2.11
05/22/2012,14.606501719785918,0.0,2.11
05/23/2012,13.935958441030445,0.0,2.11
05/24/2012,14.453004205211533,0.0,2.11
05/25/2012,14.073301720655605,0.0,2.11
05/29/2012,14.291426797938163,0.0,2.11
05/30/2012,14.412610722070756,0.0,2.11
05/31/2012,14.32374237333252,0.0,2.11
06/01/2012,13.766305923461914,0.0,2.11
06/04/2012,13.822857645535345,0.0,2.11
06/05/2012,13.523942290211718,0.0,2.11
06/06/2012,14.016749136792237,0.0,2.11
06/07/2012,14.469162371068668,0.0,2.11
06/08/2012,13.968274940780773,0.0,2.11
06/11/2012,14.226798146602766,0.0,2.11
06/12/2012,13.92788121199175,0.0,2.11
06/13/2012,14.566109841739658,0.0,2.11
06/14/2012,14.388374830038941,0.0,2.11
06/15/2012,14.347979101910326,0.0,2.11
06/18/2012,14.889263365638293,0.0,2.11
06/19/2012,15.470936044575092,0.0,2.11
06/20/2012,15.59211850748658,0.0,2.11
06/21/2012,15.511329245994075,0.0,2.11
06/22/2012,15.163940326843734,0.0,2.11
06/25/2012,15.083154421219538,0.0,2.11
06/26/2012,14.743842340583212,0.0,2.11
06/27/2012,14.501479479440388,0.0,2.11
06/28/2012,14.283350871095134,0.0,2.11
06/29/2012,14.646896184878141,0.0,2.11
07/02/2012,14.881180062781294,0.0,2.11
07/03/2012,15.131625287515515,0.0,2.11
07/05/2012,15.236651144736859,0.0,2.11
07/06/2012,14.77615774442272,0.0,2.11
07/09/2012,14.598423725833474,0.0,2.11
07/10/2012,14.420690277518656,0.0,2.11
07/11/2012,13.919803739532323,0.0,2.11
07/12/2012,13.871330538439961,0.0,2.11
07/13/2012,13.733991120939985,0.0,2.11
07/16/2012,13.61280805872607,0.0,2.11
07/17/2012,13.742069667218528,0.0,2.11
07/18/2012,13.305813406330468,0.0,2.11
07/19/2012,13.378521745310417,0.0,2.11
07/20/2012,13.532019889753863,0.0,2.11
07/23/2012,13.13615680281858,0.0,2.11
07/24/2012,12.926108654028493,0.0,2.11
07/25/2012,12.611034064727681,0.0,2.11
07/26/2012,12.877636890136365,0.0,2.11
07/27/2012,13.798622191724926,0.0,2.11
07/30/2012,12.594876556803419,0.0,2.11
07/31/2012,12.449457649929938,0.0,2.11
08/01/2012,12.627193227156425,0.0,2.11
08/02/2012,12.635270297896001,0.0,2.11
08/03/2012,12.804926621148258,0.0,2.11
08/06/2012,12.73221797202913,0.0,2.11
08/07/2012,13.354286278275445,0.0,2.11
08/08/2012,13.750148345571079,0.0,2.11
08/09/2012,13.70975237728113,0.0,2.11
08/10/2012,13.717830826935682,0.0,2.11
08/13/2012,13.661280907220075,0.0,2.11
08/14/2012,13.556256952816717,0.0,2.11
08/15/2012,13.338127754666235,0.0,2.11
08/16/2012,13.604730365488502,0.0,2.11
08/17/2012,14.081379195773765,0.0,2.11
08/20/2012,14.186404590275083,0.0,2.11
08/21/2012,14.525713691021371,0.0,2.11
08/22/2012,14.541871696058136,0.0,2.11
08/23/2012,14.638818016275703,0.0,2.11
08/24/2012,14.501478827663787,0.0,2.11
08/27/2012,14.428768815158659,0.0,2.11
08/28/2012,14.331822875821196,0.0,2.11
08/29/2012,14.356059516435963,0.0,2.11
08/30/2012,13.976355203252455,0.0,2.11
08/31/2012,13.540099376175345,0.0,2.11
09/04/2012,13.418916344567728,0.0,2.11
09/05/2012,13.257339317454317,0.0,2.11
09/06/2012,13.281576120007678,0.0,2.11
09/07/2012,13.515861540178047,0.0,2.11
09/10/2012,13.59664968877028,0.0,2.11
09/11/2012,13.952118531587779,0.0,2.11
09/12/2012,14.194483854147286,0.0,2.11
09/13/2012,14.315665487260276,0.0,2.11
09/14/2012,14.679211870356323,0.0,2.11
09/17/2012,14.832708584404198,0.0,2.11
09/18/2012,14.461082818424991,0.0,2.11
09/19/2012,14.687291225418603,0.0,2.11
09/20/2012,14.703447499673356,0.0,2.11
09/21/2012,14.501477536591265,0.0,2.11
09/24/2012,14.17024697921085,0.0,2.11
09/25/2012,14.485321073875037,0.0,2.11
09/26/2012,13.709753482749289,0.0,2.11
09/27/2012,13.742070147571042,0.0,2.11
09/28/2012,13.733989623613885,0.0,2.11
10/01/2012,13.61280760817998,0.0,2.11
10/02/2012,13.604727000612826,0.0,2.11
10/03/2012,13.33812729776622,0.0,2.11
10/04/2012,13.475468318976759,0.0,2.11
10/05/2012,13.572413535053181,0.0,2.11
10/08/2012,13.273499060544102,0.0,2.11
10/09/2012,13.136157003621744,0.0,2.11
10/10/2012,13.0553698257255,0.0,2.11
10/11/2012,13.07152784466797,0.0,2.11
10/12/2012,12.901871519220506,0.0,2.11
10/15/2012,12.788767767474791,0.0,2.11
10/16/2012,12.675663704063249,0.0,2.11
10/17/2012,12.853397638818752,0.0,2.11
10/18/2012,13.006897682866951,0.0,2.11
10/19/2012,12.62719220092343,0.0,2.11
10/22/2012,12.223250831678147,0.0,2.11
10/23/2012,11.964729310703067,0.0,2.11
10/24/2012,12.239407956136102,0.0,2.11
10/25/2012,12.037437522731505,0.0,2.11
10/26/2012,11.883940612568658,0.0,2.11
10/31/2012,11.940494080103724,0.0,2.11
11/01/2012,11.956650377235757,0.0,2.11
11/02/2012,12.085911684653599,0.0,2.11
11/05/2012,11.97280663728338,0.0,2.11
11/06/2012,12.061674764881051,0.0,2.11
11/07/2012,12.506009414021092,0.0,2.11
11/08/2012,12.021280597169321,0.0,2.11
11/09/2012,11.754679252845428,0.0,2.11
11/12/2012,11.722364455289133,0.0,2.11
11/13/2012,11.786995661530934,0.0,2.11
11/14/2012,11.56886634110803,0.0,2.11
11/15/2012,10.987191865529624,0.0,2.11
11/16/2012,10.559014651891832,0.0,2.11
11/19/2012,10.510541901321725,0.0,2.11
11/20/2012,10.462068048569064,0.0,2.11
11/21/2012,10.292412857707683,0.0,2.11
11/23/2012,10.405517222893188,0.0,2.11
11/26/2012,10.502462482206843,0.0,2.11
11/27/2012,10.81753668170497,0.0,2.11
11/28/2012,10.849852350949922,0.0,2.11
11/29/2012,11.51231618979054,0.0,2.11
11/30/2012,11.568867340877343,0.0,2.11
12/03/2012,11.714286701875277,0.0,2.11
12/04/2012,11.471920129972656,0.0,2.11
12/05/2012,11.625419467559817,0.0,2.11
12/06/2012,11.560789108276367,0.0,2.11
12/07/2012,11.706206508578191,0.0,2.11
12/10/2012,12.093990753697563,0.0,2.11
12/11/2012,12.25556768128602,0.0,2.11
12/12/2012,12.570641582467951,0.0,2.11
12/13/2012,13.54817837705455,0.0,2.11
12/14/2012,13.483547168920262,0.0,2.11
12/17/2012,13.725910621278773,0.0,2.11
12/18/2012,13.467389730660123,0.0,2.11
12/19/2012,13.57241342944223,0.0,2.11
12/20/2012,14.186404562764942,0.0,2.11
12/21/2012,13.475468563878186,0.0,2.11
12/24/2012,14.286848711398394,1.424,1.424
12/26/2012,13.553961966102168,0.0,1.424
12/27/2012,13.730560656270764,0.0,1.424
12/28/2012,13.421512529589545,0.0,1.424
12/31/2012,13.545133418339114,0.0,1.424
01/02/2013,14.242697736184246,0.0,1.424
01/03/2013,15.081541747520383,0.0,1.424
01/04/2013,16.229433366279803,0.0,1.424
01/07/2013,16.30007341452119,0.0,1.424
01/08/2013,15.849749246354467,0.0,1.424
01/09/2013,16.273585572410525,0.0,1.424
01/10/2013,16.97998088251009,0.0,1.424
01/11/2013,16.750399663300133,0.0,1.424
01/14/2013,16.7415693246061,0.0,1.424
01/15/2013,16.42369321171585,0.0,1.424
01/16/2013,16.30890526895445,0.0,1.424
01/17/2013,16.344224348226994,0.0,1.424
01/18/2013,16.27358506560104,0.0,1.424
01/22/2013,16.194115199834894,0.0,1.424
01/23/2013,16.85636023308164,0.0,1.424
01/24/2013,16.794554540472866,0.0,1.424
01/25/2013,16.485504869306425,0.0,1.424
01/28/2013,16.229435269322867,0.0,1.424
01/29/2013,15.93804707238076,0.0,1.424
01/30/2013,15.726130816187773,0.0,1.424
