FENY,Fidelity MSCI Energy Index ETF,
Date,Price,Annualized Dividend
10/28/2019,14.32437515258789,0.5640000000000001
10/29/2019,14.269526163268285,0.5640000000000001
10/29/2019,14.406645774841309,0.5640000000000001
10/30/2019,14.424927409090508,0.5640000000000001
10/30/2019,14.086700439453125,0.5640000000000001
10/31/2019,14.050135767568486,0.5640000000000001
10/31/2019,14.031853675842285,0.5640000000000001
11/01/2019,14.104984425421879,0.5640000000000001
11/01/2019,14.37922191619873,0.5640000000000001
11/04/2019,14.525481175482787,0.5640000000000001
11/04/2019,14.836283683776855,0.5640000000000001
11/05/2019,14.891134024810889,0.5640000000000001
11/05/2019,14.909415245056152,0.5640000000000001
11/06/2019,14.854568935616799,0.5640000000000001
11/06/2019,14.55290699005127,0.5640000000000001
11/07/2019,14.690025309717834,0.5640000000000001
11/07/2019,14.772296905517578,0.5640000000000001
11/08/2019,14.671741340136695,0.5640000000000001
11/08/2019,14.708307266235352,0.5640000000000001
11/11/2019,14.598612630055504,0.5640000000000001
11/11/2019,14.616894721984863,0.5640000000000001
11/12/2019,14.653461267430611,0.5640000000000001
11/12/2019,14.525483131408691,0.5640000000000001
11/13/2019,14.470635130460717,0.5640000000000001
11/13/2019,14.443211555480957,0.5640000000000001
11/14/2019,14.434069937421933,0.5640000000000001
11/14/2019,14.37922191619873,0.5640000000000001
11/15/2019,14.434068667033346,0.5640000000000001
11/15/2019,14.516340255737305,0.5640000000000001
11/18/2019,14.415787347253596,0.5640000000000001
11/18/2019,14.30609130859375,0.5640000000000001
11/19/2019,14.26038510091373,0.5640000000000001
11/19/2019,14.086700439453125,0.5640000000000001
11/20/2019,14.077558058787995,0.5640000000000001
11/20/2019,14.232959747314453,0.5640000000000001
11/21/2019,14.278667854288804,0.5640000000000001
11/21/2019,14.452352523803711,0.5640000000000001
11/22/2019,14.4980584201588,0.5640000000000001
11/22/2019,14.415787696838379,0.5640000000000001
11/25/2019,14.39750450401487,0.5640000000000001
11/25/2019,14.452352523803711,0.5640000000000001
11/26/2019,14.47063509746069,0.5640000000000001
11/26/2019,14.296951293945312,0.5640000000000001
11/27/2019,14.315232050146045,0.5640000000000001
11/27/2019,14.351797103881836,0.5640000000000001
11/29/2019,14.232961526129454,0.5640000000000001
11/29/2019,14.187255859375,0.5640000000000001
12/02/2019,14.260384858659805,0.5640000000000001
12/02/2019,14.205536842346191,0.5640000000000001
12/03/2019,14.114124626484706,0.5640000000000001
12/03/2019,13.995288848876953,0.5640000000000001
12/04/2019,14.104984546409963,0.5640000000000001
12/04/2019,14.214679718017578,0.5640000000000001
12/05/2019,14.260385160006326,0.5640000000000001
12/05/2019,14.150689125061035,0.5640000000000001
12/06/2019,14.159830341146849,0.5640000000000001
12/06/2019,14.43406867980957,0.5640000000000001
12/09/2019,14.360938133731675,0.5640000000000001
12/09/2019,14.4249267578125,0.5640000000000001
12/10/2019,14.443211041875621,0.5640000000000001
12/10/2019,14.452352523803711,0.5640000000000001
12/11/2019,14.424927198438894,0.5640000000000001
12/11/2019,14.43406867980957,0.5640000000000001
12/12/2019,14.44321033314773,0.5640000000000001
12/12/2019,14.726590156555176,0.5640000000000001
12/13/2019,14.763154137149307,0.5640000000000001
12/13/2019,14.598611831665039,0.5640000000000001
12/16/2019,14.680882735448487,0.5640000000000001
12/16/2019,14.80886173248291,0.5640000000000001
12/17/2019,14.863709009322898,0.5640000000000001
12/17/2019,14.854567527770996,0.5640000000000001
12/18/2019,14.827143651494591,0.5640000000000001
12/18/2019,14.909415245056152,0.5640000000000001
12/19/2019,14.936839176554162,0.5640000000000001
12/19/2019,14.918556213378906,0.5640000000000001
12/20/2019,15.022882274837759,1.03
12/20/2019,15.041850090026855,1.03
12/23/2019,15.041849498424495,1.03
12/23/2019,15.222047805786133,1.03
12/24/2019,15.222048041239606,1.03
12/24/2019,15.203081130981445,1.03
12/26/2019,15.307406121675953,1.03
12/26/2019,15.23153305053711,1.03
12/27/2019,15.25998498266863,1.03
12/27/2019,15.146175384521484,1.03
12/30/2019,15.165143659472875,1.03
12/30/2019,15.08927059173584,1.03
12/31/2019,15.003913332574285,1.03
12/31/2019,15.184112548828125,1.03
01/02/2020,15.269468958825751,1.03
01/02/2020,15.297920227050781,1.03
01/03/2020,15.52554122659018,1.03
01/03/2020,15.297920227050781,1.03
01/06/2020,15.364312543540242,1.03
01/06/2020,15.43070125579834,1.03
01/07/2020,15.373795440028488,1.03
01/07/2020,15.383279800415039,1.03
01/08/2020,15.373794143510558,1.03
01/08/2020,15.08927059173584,1.03
01/09/2020,15.070303961209447,1.03
01/09/2020,15.174629211425781,1.03
01/10/2020,15.174628088000508,1.03
01/10/2020,15.07978630065918,1.03
01/13/2020,15.070303916931152,1.03
01/13/2020,15.070303916931152,1.03
01/14/2020,15.051334057867324,1.03
01/14/2020,15.08927059173584,1.03
01/15/2020,15.032366121880289,1.03
01/15/2020,14.994429588317871,1.03
01/16/2020,15.032366121880289,1.03
01/16/2020,14.994429588317871,1.03
01/17/2020,15.032366911582823,1.03
01/17/2020,14.899588584899902,1.03
01/21/2020,14.814230768589093,1.03
01/21/2020,14.605579376220703,1.03
01/22/2020,14.56764325591524,1.03
01/22/2020,14.44434928894043,1.03
01/23/2020,14.368476659935332,1.03
01/23/2020,14.396929740905762,1.03
01/24/2020,14.340023192184264,1.03
01/24/2020,14.207244873046875,1.03
01/27/2020,13.979626112767445,1.03
01/27/2020,13.818395614624023,1.03
01/28/2020,13.875301292103224,1.03
01/28/2020,13.884785652160645,1.03
01/29/2020,13.960659026201734,1.03
01/29/2020,13.733038902282715,1.03
01/30/2020,13.619227441202709,1.03
01/30/2020,13.846847534179688,1.03
01/31/2020,13.609744613411554,1.03
01/31/2020,13.429545402526855,1.03
02/03/2020,13.382124987469949,1.03
02/03/2020,13.258831024169922,1.03
02/04/2020,13.439030033115351,1.03
02/04/2020,13.287283897399902,1.03
02/05/2020,13.505418294111044,1.03
02/05/2020,13.789942741394043,1.03
02/06/2020,13.837364111805204,1.03
02/06/2020,13.61922836303711,1.03
02/07/2020,13.5623249189799,1.03
02/07/2020,13.514904022216797,1.03
02/10/2020,13.457998601176941,1.03
02/10/2020,13.420062065124512,1.03
02/11/2020,13.571808883897809,1.03
02/11/2020,13.562324523925781,1.03
02/12/2020,13.789943951394049,1.03
02/12/2020,13.761491775512695,1.03
02/13/2020,13.676133854189128,1.03
02/13/2020,13.704586029052734,1.03
02/14/2020,13.742521225509487,1.03
02/14/2020,13.638195991516113,1.03
02/18/2020,13.5338716506958,1.03
02/18/2020,13.5338716506958,1.03
02/19/2020,13.609745076499923,1.03
02/19/2020,13.714070320129395,1.03
02/20/2020,13.761491470896768,1.03
02/20/2020,13.68561840057373,1.03
02/21/2020,13.60974492440775,1.03
02/21/2020,13.50541877746582,1.03
02/24/2020,13.088116555308345,1.03
02/24/2020,12.869980812072754,1.03
02/25/2020,12.888949601522913,1.03
02/25/2020,12.300932884216309,1.03
02/26/2020,12.376806207328967,1.03
02/26/2020,11.931051254272461,1.03
02/27/2020,11.627557907747624,1.03
02/27/2020,11.267160415649414,1.03
02/28/2020,10.906764190073696,1.03
02/28/2020,11.447360038757324,1.03
03/02/2020,11.637043999116676,1.03
03/02/2020,11.741369247436523,1.03
03/03/2020,11.788789441184678,1.03
03/03/2020,11.37148666381836,1.03
03/04/2020,11.62755814302607,1.03
03/04/2020,11.580137252807617,1.03
03/05/2020,11.286129975050798,1.03
03/05/2020,11.172320365905762,1.03
03/06/2020,10.830890699800923,1.03
03/06/2020,10.489461898803711,1.03
03/09/2020,8.734894851513696,1.03
03/09/2020,8.383981704711914,1.03
03/10/2020,9.228070816013696,1.03
03/10/2020,8.715927124023438,1.03
03/11/2020,8.440886270031665,1.03
03/11/2020,8.241719245910645,1.03
03/12/2020,7.701123518737341,1.03
03/12/2020,7.274337291717529,1.03
