FSLEX,Fidelity Select Environmental a,
Date,Price,Dividend,Annualized Dividend
09/18/1997,15.178864479064943,0.0,0.0
09/19/1997,15.196807861328127,0.0,0.0
09/22/1997,15.232687950134277,0.0,0.0
09/23/1997,15.169892311096191,0.0,0.0
09/26/1997,15.16092300415039,0.0,0.0
09/29/1997,15.286514282226564,0.0,0.0
09/30/1997,15.295487403869629,0.0,0.0
10/01/1997,15.358285903930664,0.0,0.0
10/03/1997,15.421073913574219,0.0,0.0
10/06/1997,15.618439674377443,0.0,0.0
10/07/1997,15.600503921508789,0.0,0.0
10/08/1997,15.49284553527832,0.0,0.0
10/09/1997,15.456964492797852,0.0,0.0
10/13/1997,15.3313684463501,0.0,0.0
10/14/1997,15.34034252166748,0.0,0.0
10/15/1997,15.313426971435545,0.0,0.0
10/16/1997,15.187834739685059,0.0,0.0
10/17/1997,14.999444007873533,0.0,0.0
10/24/1997,14.9366455078125,0.0,0.0
10/27/1997,13.994694709777832,0.0,0.0
10/28/1997,14.434272766113283,0.0,0.0
11/03/1997,14.32662296295166,0.0,0.0
11/04/1997,14.353534698486328,0.0,0.0
11/05/1997,14.470158576965332,0.0,0.0
11/07/1997,14.20102787017822,0.0,0.0
11/11/1997,14.254854202270506,0.0,0.0
11/13/1997,14.12028980255127,0.0,0.0
11/14/1997,14.192059516906738,0.0,0.0
11/18/1997,14.129262924194336,0.0,0.0
12/01/1997,14.245885848999023,0.0,0.0
12/02/1997,14.23691177368164,0.0,0.0
12/04/1997,14.290740966796873,0.0,0.0
12/05/1997,14.461188316345215,0.0,0.0
12/08/1997,14.479130744934084,0.0,0.0
12/09/1997,14.416329383850098,0.0,0.0
12/10/1997,14.380450248718262,0.0,0.0
12/18/1997,14.16514492034912,0.0,0.0
12/23/1997,14.281768798828127,0.0,0.0
12/30/1997,14.586782455444338,0.0,0.0
12/31/1997,14.793111801147461,0.0,0.0
01/02/1998,14.658547401428224,0.0,0.0
01/05/1998,14.631635665893556,0.0,0.0
01/06/1998,14.532951354980469,0.0,0.0
01/07/1998,14.407360076904297,0.0,0.0
01/09/1998,13.869104385375978,0.0,0.0
01/12/1998,13.815277099609377,0.0,0.0
01/13/1998,14.021610260009766,0.0,0.0
01/28/1998,13.824251174926758,0.0,0.0
02/10/1998,14.066463470458984,0.0,0.0
02/19/1998,14.263828277587892,0.0,0.0
02/24/1998,14.308682441711428,0.0,0.0
02/27/1998,14.766199111938477,0.0,0.0
03/03/1998,14.739286422729492,0.0,0.0
03/04/1998,14.802083969116211,0.0,0.0
03/05/1998,14.712372779846191,0.0,0.0
03/10/1998,14.757230758666992,0.0,0.0
03/11/1998,15.142979621887207,0.0,0.0
03/12/1998,15.223715782165526,0.0,0.0
03/16/1998,15.501816749572756,0.0,0.0
03/17/1998,15.564617156982424,0.0,0.0
03/18/1998,15.546677589416504,0.0,0.0
03/19/1998,15.591526985168459,0.0,0.0
03/23/1998,15.430049896240233,0.0,0.0
03/24/1998,15.51976203918457,0.0,0.0
03/25/1998,15.510787010192871,0.0,0.0
03/30/1998,15.367254257202147,0.0,0.0
03/31/1998,15.528730392456056,0.0,0.0
04/01/1998,15.699180603027344,0.0,0.0
04/02/1998,15.815805435180664,0.0,0.0
04/03/1998,15.75300407409668,0.0,0.0
04/06/1998,15.717123985290527,0.0,0.0
04/08/1998,15.48387622833252,0.0,0.0
04/09/1998,15.555644989013672,0.0,0.0
04/14/1998,15.824769020080568,0.0,0.0
04/15/1998,15.851683616638185,0.0,0.0
04/20/1998,15.806830406188965,0.0,0.0
04/21/1998,15.779915809631348,0.0,0.0
04/22/1998,15.735066413879396,0.0,0.0
04/27/1998,15.107098579406738,0.0,0.0
05/04/1998,15.761977195739748,0.0,0.0
05/05/1998,15.842716217041014,0.0,0.0
05/06/1998,15.672266006469725,0.0,0.0
05/08/1998,15.681233406066896,0.0,0.0
05/11/1998,15.573586463928223,0.0,0.0
05/15/1998,15.412112236022947,0.0,0.0
05/22/1998,15.080182075500487,0.0,0.0
05/26/1998,14.918706893920898,0.0,0.0
05/28/1998,14.855910301208496,0.0,0.0
05/29/1998,14.891792297363281,0.0,0.0
06/02/1998,14.775171279907228,0.0,0.0
06/03/1998,14.78414249420166,0.0,0.0
06/04/1998,14.828997611999512,0.0,0.0
06/08/1998,15.071212768554688,0.0,0.0
06/10/1998,15.026354789733885,0.0,0.0
06/12/1998,14.649574279785156,0.0,0.0
06/18/1998,14.488099098205566,0.0,0.0
06/25/1998,14.577809333801268,0.0,0.0
07/01/1998,14.811055183410645,0.0,0.0
07/06/1998,14.604722976684572,0.0,0.0
07/07/1998,14.506040573120117,0.0,0.0
07/10/1998,14.541926383972168,0.0,0.0
07/14/1998,14.640604019165039,0.0,0.0
07/15/1998,14.613696098327638,0.0,0.0
07/22/1998,14.174115180969237,0.0,0.0
07/24/1998,14.012638092041016,0.0,0.0
07/28/1998,13.770421981811523,0.0,0.0
07/31/1998,13.40261173248291,0.0,0.0
08/03/1998,13.29496383666992,0.0,0.0
08/05/1998,12.936123847961424,0.0,0.0
08/11/1998,12.729792594909666,0.0,0.0
08/13/1998,12.882296562194826,0.0,0.0
08/14/1998,12.756704330444338,0.0,0.0
08/25/1998,12.326099395751955,0.0,0.0
08/31/1998,10.78309440612793,0.0,0.0
09/04/1998,11.043251037597656,0.0,0.0
09/29/1998,11.868577957153322,0.0,0.0
01/20/1999,12.469633102416992,0.0,0.0
04/27/1999,12.137707710266115,0.0,0.0
04/29/1999,12.505516052246094,0.0,0.0
05/07/1999,12.738762855529785,0.0,0.0
05/13/1999,12.864356994628906,0.0,0.0
05/19/1999,12.80156135559082,0.0,0.0
05/28/1999,12.792587280273438,0.0,0.0
06/03/1999,12.90024185180664,0.0,0.0
06/04/1999,12.94509506225586,0.0,0.0
06/07/1999,12.980978965759277,0.0,0.0
06/18/1999,13.250107765197754,0.0,0.0
06/24/1999,13.429527282714844,0.0,0.0
06/28/1999,13.37570095062256,0.0,0.0
06/30/1999,13.573060989379885,0.0,0.0
07/01/1999,13.734535217285154,0.0,0.0
07/02/1999,13.743509292602539,0.0,0.0
07/06/1999,13.653800964355469,0.0,0.0
07/12/1999,12.70287799835205,0.0,0.0
07/13/1999,12.837443351745605,0.0,0.0
07/29/1999,12.012115478515625,0.0,0.0
10/18/1999,8.737715721130371,0.0,0.0
10/19/1999,8.58520793914795,0.0,0.0
10/21/1999,8.450644493103027,0.0,0.0
10/22/1999,8.576236724853516,0.0,0.0
10/25/1999,8.531381607055664,0.0,0.0
10/28/1999,8.71080207824707,0.0,0.0
11/08/1999,8.692859649658203,0.0,0.0
11/09/1999,8.62109088897705,0.0,0.0
11/10/1999,8.55829906463623,0.0,0.0
11/11/1999,8.495499610900879,0.0,0.0
11/12/1999,8.567264556884766,0.0,0.0
11/15/1999,8.486526489257812,0.0,0.0
11/26/1999,8.603150367736816,0.0,0.0
11/29/1999,8.549320220947266,0.0,0.0
12/01/1999,8.612123489379883,0.0,0.0
12/06/1999,8.648006439208984,0.0,0.0
12/08/1999,8.522411346435547,0.0,0.0
12/09/1999,8.40578842163086,0.0,0.0
12/14/1999,8.441671371459961,0.0,0.0
12/17/1999,8.540353775024414,0.0,0.0
12/20/1999,8.378874778747559,0.0,0.0
12/21/1999,8.369905471801758,0.0,0.0
12/27/1999,8.477557182312012,0.0,0.0
01/04/2000,8.674918174743652,0.0,0.0
01/10/2000,8.701828956604004,0.0,0.0
01/13/2000,8.773599624633789,0.0,0.0
02/09/2000,8.845366477966309,0.0,0.0
02/28/2000,8.513439178466797,0.0,0.0
04/14/2000,8.504467964172363,0.0,0.0
05/16/2000,9.320829391479492,0.0,0.0
08/24/2000,10.415283203125,0.0,0.0
11/06/2000,10.944571495056152,0.0,0.0
05/21/2001,13.187309265136719,0.0,0.0
05/22/2001,13.124515533447266,0.0,0.0
06/06/2001,12.828473091125488,0.0,0.0
06/07/2001,12.855382919311523,0.0,0.0
06/21/2001,12.344040870666504,0.0,0.0
09/25/2001,9.437451362609863,0.0,0.0
10/01/2001,9.42847728729248,0.0,0.0
07/19/2002,8.39681625366211,0.0,0.0
07/22/2002,8.190484046936035,0.0,0.0
07/23/2002,7.867533206939698,0.0,0.0
07/24/2002,8.25328254699707,0.0,0.0
07/25/2002,8.280194282531738,0.0,0.0
07/26/2002,8.36093521118164,0.0,0.0
09/24/2002,8.459617614746094,0.0,0.0
10/04/2002,8.43270206451416,0.0,0.0
10/08/2002,8.325051307678223,0.0,0.0
10/09/2002,8.13665771484375,0.0,0.0
10/22/2002,8.665946006774902,0.0,0.0
12/15/2004,12.631112098693846,0.0,0.0
02/15/2005,12.379924774169922,0.0,0.0
06/07/2005,12.765675544738771,0.0,0.0
07/05/2005,13.223194122314453,0.0,0.0
07/08/2005,13.39364433288574,0.0,0.0
07/11/2005,13.546146392822266,0.0,0.0
07/13/2005,13.411584854125977,0.0,0.0
07/14/2005,13.357757568359375,0.0,0.0
07/15/2005,13.384672164916992,0.0,0.0
07/18/2005,13.32187557220459,0.0,0.0
07/20/2005,13.698657035827637,0.0,0.0
07/21/2005,13.537178993225098,0.0,0.0
07/22/2005,13.752480506896973,0.0,0.0
07/25/2005,13.662771224975586,0.0,0.0
07/27/2005,13.860133171081545,0.0,0.0
08/09/2005,13.887043952941896,0.0,0.0
08/12/2005,13.896016120910645,0.0,0.0
08/15/2005,13.931900978088379,0.0,0.0
08/18/2005,13.591001510620119,0.0,0.0
08/19/2005,13.58203411102295,0.0,0.0
08/23/2005,13.599975585937502,0.0,0.0
08/26/2005,13.528207778930664,0.0,0.0
09/19/2005,14.03955078125,0.0,0.0
09/22/2005,13.797336578369142,0.0,0.0
09/27/2005,13.878072738647461,0.0,0.0
09/28/2005,13.913957595825194,0.0,0.0
10/05/2005,13.779393196105957,0.0,0.0
10/10/2005,13.555121421813965,0.0,0.0
10/31/2005,13.47438049316406,0.0,0.0
11/02/2005,13.635859489440918,0.0,0.0
11/08/2005,13.483351707458496,0.0,0.0
11/09/2005,13.510266304016113,0.0,0.0
11/16/2005,13.465413093566895,0.0,0.0
11/28/2005,13.707624435424806,0.0,0.0
12/14/2005,14.371476173400877,0.0,0.0
12/30/2005,14.030583381652834,0.0,0.0
01/11/2006,14.595753669738768,0.0,0.0
01/13/2006,14.550894737243652,0.0,0.0
01/17/2006,14.515013694763182,0.0,0.0
01/23/2006,14.622664451599121,0.0,0.0
01/25/2006,14.703401565551756,0.0,0.0
01/27/2006,15.017388343811035,0.0,0.0
02/01/2006,15.05327033996582,0.0,0.0
02/02/2006,14.963560104370117,0.0,0.0
02/08/2006,15.089153289794922,0.0,0.0
02/09/2006,15.098125457763672,0.0,0.0
02/10/2006,15.125035285949707,0.0,0.0
02/13/2006,15.008416175842285,0.0,0.0
02/14/2006,15.134010314941404,0.0,0.0
02/24/2006,15.65432357788086,0.0,0.0
02/27/2006,15.726093292236326,0.0,0.0
03/01/2006,15.609467506408691,0.0,0.0
03/02/2006,15.636384010314941,0.0,0.0
03/06/2006,15.627410888671875,0.0,0.0
03/09/2006,15.465934753417969,0.0,0.0
03/14/2006,15.977283477783205,0.0,0.0
03/15/2006,16.022132873535156,0.0,0.0
03/16/2006,16.09390640258789,0.0,0.0
03/17/2006,16.156700134277344,0.0,0.0
03/20/2006,16.084930419921875,0.0,0.0
03/21/2006,15.995214462280273,0.0,0.0
03/22/2006,16.12081527709961,0.0,0.0
03/23/2006,16.165672302246094,0.0,0.0
03/24/2006,16.2733154296875,0.0,0.0
03/27/2006,16.291261672973633,0.0,0.0
03/28/2006,16.28229331970215,0.0,0.0
03/29/2006,16.398914337158203,0.0,0.0
03/30/2006,16.425823211669922,0.0,0.0
03/31/2006,16.524507522583008,0.0,0.0
04/03/2006,16.48862075805664,0.0,0.0
04/04/2006,16.54245376586914,0.0,0.0
04/05/2006,16.60524559020996,0.0,0.0
04/06/2006,16.59627914428711,0.0,0.0
04/07/2006,16.416854858398438,0.0,0.0
04/10/2006,16.38096809387207,0.0,0.0
04/11/2006,16.363027572631836,0.0,0.0
04/12/2006,16.434795379638672,0.0,0.0
04/13/2006,16.551420211791992,0.0,0.0
04/17/2006,16.50656509399414,0.0,0.0
04/18/2006,16.7487850189209,0.0,0.0
04/19/2006,16.847463607788086,0.0,0.0
04/20/2006,16.83848762512207,0.0,0.0
04/21/2006,16.89232063293457,0.0,0.0
04/25/2006,16.87437629699707,0.0,0.0
04/26/2006,16.919235229492188,0.0,0.0
04/27/2006,16.79363250732422,0.0,0.0
04/28/2006,16.775693893432617,0.0,0.0
05/01/2006,16.694955825805664,0.0,0.0
05/02/2006,16.784664154052734,0.0,0.0
05/03/2006,16.659067153930664,0.0,0.0
05/04/2006,17.008935928344727,0.0,0.0
05/05/2006,17.1704158782959,0.0,0.0
05/08/2006,17.18836212158203,0.0,0.0
05/09/2006,17.089679718017578,0.0,0.0
05/10/2006,16.937171936035156,0.0,0.0
05/11/2006,16.58730125427246,0.0,0.0
05/16/2006,16.058013916015625,0.0,0.0
05/18/2006,15.663297653198242,0.0,0.0
05/23/2006,15.474904060363768,0.0,0.0
06/01/2006,15.923451423645021,0.0,0.0
06/02/2006,15.98624897003174,0.0,0.0
06/05/2006,15.645356178283693,0.0,0.0
06/09/2006,15.241662025451662,0.0,0.0
06/13/2006,14.667515754699707,0.0,0.0
06/19/2006,14.676487922668457,0.0,0.0
06/22/2006,14.873851776123047,0.0,0.0
07/07/2006,15.062241554260254,0.0,0.0
07/12/2006,14.86487865447998,0.0,0.0
07/14/2006,14.389420509338379,0.0,0.0
07/20/2006,14.452216148376467,0.0,0.0
07/24/2006,14.559867858886717,0.0,0.0
07/31/2006,14.694430351257322,0.0,0.0
08/07/2006,14.568839073181154,0.0,0.0
08/18/2006,14.721343040466309,0.0,0.0
09/07/2006,14.362506866455078,0.0,0.0
10/12/2006,15.394164085388182,0.0,0.0
11/06/2006,15.277543067932127,0.0,0.0
11/07/2006,15.304457664489746,0.0,0.0
11/09/2006,15.447991371154785,0.0,0.0
11/16/2006,15.797858238220213,0.0,0.0
11/20/2006,15.690212249755861,0.0,0.0
11/28/2006,15.259603500366211,0.0,0.0
11/29/2006,15.385196685791016,0.0,0.0
12/01/2006,15.322398185729982,0.0,0.0
12/04/2006,15.582554817199707,0.0,0.0
12/20/2006,15.403139114379881,0.0,0.0
12/22/2006,15.268574714660646,0.0,0.0
01/09/2007,15.205780982971193,0.0,0.0
01/11/2007,15.376229286193846,0.0,0.0
01/12/2007,15.439021110534668,0.0,0.0
02/01/2007,15.744032859802244,0.0,0.0
02/02/2007,15.788888931274414,0.0,0.0
02/14/2007,15.878603935241701,0.0,0.0
02/15/2007,15.860654830932617,0.0,0.0
02/16/2007,15.932423591613768,0.0,0.0
02/20/2007,15.896543502807615,0.0,0.0
02/23/2007,16.04904556274414,0.0,0.0
03/05/2007,14.94561767578125,0.0,0.0
03/21/2007,15.53770351409912,0.0,0.0
04/17/2007,15.914480209350586,0.0,0.0
04/24/2007,15.941398620605469,0.0,0.0
04/30/2007,16.066986083984375,0.0,0.0
05/02/2007,16.138751983642578,0.0,0.0
05/03/2007,16.183616638183594,0.0,0.0
05/04/2007,16.174638748168945,0.0,0.0
05/07/2007,16.255380630493164,0.0,0.0
05/08/2007,16.10287094116211,0.0,0.0
05/11/2007,16.03110122680664,0.0,0.0
05/14/2007,15.959342002868652,0.0,0.0
05/17/2007,15.968305587768556,0.0,0.0
05/22/2007,16.22846031188965,0.0,0.0
05/29/2007,16.237438201904297,0.0,0.0
06/04/2007,16.479656219482422,0.0,0.0
06/05/2007,16.372005462646484,0.0,0.0
06/06/2007,16.192575454711914,0.0,0.0
06/13/2007,16.21052360534668,0.0,0.0
06/14/2007,16.246408462524414,0.0,0.0
06/15/2007,16.33612060546875,0.0,0.0
06/19/2007,16.389944076538086,0.0,0.0
06/20/2007,16.407888412475586,0.0,0.0
06/22/2007,16.300228118896484,0.0,0.0
06/27/2007,16.219497680664062,0.0,0.0
06/29/2007,16.26434898376465,0.0,0.0
07/02/2007,16.47068214416504,0.0,0.0
07/03/2007,16.515533447265625,0.0,0.0
07/06/2007,16.443769454956055,0.0,0.0
07/09/2007,16.461713790893555,0.0,0.0
07/12/2007,16.68598747253418,0.0,0.0
07/16/2007,16.632160186767578,0.0,0.0
07/17/2007,16.623191833496094,0.0,0.0
07/18/2007,16.56936264038086,0.0,0.0
07/19/2007,16.61421775817871,0.0,0.0
07/31/2007,15.833742141723635,0.0,0.0
08/02/2007,16.040077209472656,0.0,0.0
08/08/2007,16.3450870513916,0.0,0.0
08/09/2007,16.013164520263672,0.0,0.0
08/10/2007,15.887572288513184,0.0,0.0
08/13/2007,15.950368881225586,0.0,0.0
08/31/2007,16.00419044494629,0.0,0.0
09/06/2007,16.07596206665039,0.0,0.0
09/10/2007,15.770946502685549,0.0,0.0
09/18/2007,16.497596740722656,0.0,0.0
09/20/2007,16.712894439697266,0.0,0.0
09/21/2007,16.820547103881836,0.0,0.0
09/24/2007,16.81157684326172,0.0,0.0
09/25/2007,16.856433868408203,0.0,0.0
09/26/2007,17.080707550048828,0.0,0.0
09/27/2007,17.13452911376953,0.0,0.0
09/28/2007,17.062763214111328,0.0,0.0
10/01/2007,17.385719299316406,0.0,0.0
10/02/2007,17.349836349487305,0.0,0.0
10/03/2007,17.233211517333984,0.0,0.0
10/04/2007,17.287036895751953,0.0,0.0
10/05/2007,17.484405517578125,0.0,0.0
10/08/2007,17.466463088989258,0.0,0.0
10/09/2007,17.565139770507812,0.0,0.0
10/11/2007,17.36777687072754,0.0,0.0
10/15/2007,17.39469337463379,0.0,0.0
10/16/2007,17.197330474853516,0.0,0.0
10/17/2007,17.313953399658203,0.0,0.0
10/18/2007,17.29601287841797,0.0,0.0
10/19/2007,16.990999221801758,0.0,0.0
10/23/2007,17.376745223999023,0.0,0.0
10/25/2007,17.609994888305664,0.0,0.0
10/26/2007,17.556167602539062,0.0,0.0
10/29/2007,17.72662353515625,0.0,0.0
10/31/2007,17.708677291870117,0.0,0.0
11/02/2007,17.251157760620117,0.0,0.0
11/05/2007,17.304977416992188,0.0,0.0
11/07/2007,17.179384231567383,0.0,0.0
11/13/2007,17.125560760498047,0.0,0.0
11/15/2007,16.98202896118164,0.0,0.0
11/16/2007,17.044822692871094,0.0,0.0
11/20/2007,16.57832908630371,0.0,0.0
11/23/2007,16.560388565063477,0.0,0.0
11/27/2007,16.650102615356445,0.0,0.0
11/28/2007,17.107622146606445,0.0,0.0
12/03/2007,17.206300735473633,0.0,0.0
12/05/2007,17.2601261138916,0.0,0.0
12/07/2007,17.565170288085938,0.07,0.07
12/10/2007,17.673206329345703,0.0,0.07
12/11/2007,17.313085556030273,0.0,0.07
12/12/2007,17.394105911254883,0.0,0.07
12/13/2007,17.3400936126709,0.0,0.07
12/14/2007,17.07900047302246,0.0,0.07
12/17/2007,16.745882034301758,0.0,0.07
12/18/2007,16.943950653076172,0.0,0.07
12/19/2007,16.93494987487793,0.0,0.07
12/20/2007,17.26806640625,0.0,0.07
12/21/2007,17.628192901611328,0.0,0.07
12/24/2007,17.68221092224121,0.0,0.07
12/26/2007,17.736228942871094,0.0,0.07
12/27/2007,17.58317756652832,0.0,0.07
12/31/2007,17.430126190185547,0.0,0.07
01/03/2008,17.33108901977539,0.0,0.07
01/04/2008,16.826908111572266,0.0,0.07
01/07/2008,16.88092803955078,0.0,0.07
01/08/2008,16.610837936401367,0.0,0.07
01/09/2008,16.583824157714844,0.0,0.07
01/10/2008,16.718870162963867,0.0,0.07
01/11/2008,16.484786987304688,0.0,0.07
01/14/2008,16.637842178344727,0.0,0.07
01/15/2008,16.277719497680664,0.0,0.07
01/16/2008,16.151676177978516,0.0,0.07
01/17/2008,15.620488166809082,0.0,0.07
01/18/2008,15.557464599609373,0.0,0.07
01/22/2008,15.152322769165037,0.0,0.07
01/23/2008,15.368398666381836,0.0,0.07
01/24/2008,15.503444671630861,0.0,0.07
01/25/2008,15.422416687011717,0.0,0.07
01/28/2008,15.6384916305542,0.0,0.07
01/29/2008,15.728523254394531,0.0,0.07
01/30/2008,15.692514419555664,0.0,0.07
01/31/2008,15.935599327087402,0.0,0.07
02/01/2008,16.241710662841797,0.0,0.07
02/04/2008,16.29572868347168,0.0,0.07
02/05/2008,15.683508872985842,0.0,0.07
02/06/2008,15.575472831726076,0.0,0.07
02/07/2008,15.548460960388185,0.0,0.07
02/11/2008,15.647496223449705,0.0,0.07
02/12/2008,15.809554100036621,0.0,0.07
02/13/2008,16.178682327270508,0.0,0.07
02/14/2008,16.007627487182617,0.0,0.07
02/15/2008,15.899585723876953,0.0,0.07
02/19/2008,15.953607559204102,0.0,0.07
02/20/2008,15.998620986938477,0.0,0.07
02/21/2008,15.917593002319336,0.0,0.07
02/22/2008,16.034639358520508,0.0,0.07
02/25/2008,16.28671646118164,0.0,0.07
02/26/2008,16.385757446289062,0.0,0.07
02/27/2008,16.394763946533203,0.0,0.07
02/28/2008,16.367753982543945,0.0,0.07
02/29/2008,15.944602012634277,0.0,0.07
03/03/2008,15.962611198425293,0.0,0.07
03/05/2008,16.09765625,0.0,0.07
03/07/2008,15.413417816162108,0.0,0.07
03/10/2008,15.026280403137205,0.0,0.07
03/11/2008,15.395410537719727,0.0,0.07
03/12/2008,15.449423789978027,0.0,0.07
03/13/2008,15.52145290374756,0.0,0.07
03/14/2008,15.21534538269043,0.0,0.07
03/17/2008,15.044285774230957,0.0,0.07
03/20/2008,15.323382377624512,0.0,0.07
03/25/2008,15.836564064025879,0.0,0.07
03/26/2008,15.800552368164062,0.0,0.07
03/28/2008,15.593480110168455,0.0,0.07
03/31/2008,15.602485656738283,0.0,0.07
04/01/2008,16.01662826538086,0.0,0.07
04/02/2008,16.133670806884766,0.0,0.07
04/03/2008,16.18768882751465,0.0,0.07
04/04/2008,16.340740203857422,0.0,0.07
04/07/2008,16.259708404541016,0.0,0.07
04/08/2008,16.268714904785156,0.0,0.07
04/10/2008,16.142671585083008,0.0,0.07
04/11/2008,15.890579223632812,0.0,0.07
04/15/2008,16.061641693115234,0.0,0.07
04/16/2008,16.502796173095703,0.0,0.07
04/17/2008,16.403764724731445,0.0,0.07
04/18/2008,16.763891220092773,0.0,0.07
04/21/2008,16.700868606567383,0.0,0.07
04/22/2008,16.574819564819336,0.0,0.07
04/23/2008,16.628841400146484,0.0,0.07
04/25/2008,16.73688316345215,0.0,0.07
04/28/2008,16.646846771240234,0.0,0.07
04/29/2008,16.56582260131836,0.0,0.07
04/30/2008,16.5388126373291,0.0,0.07
05/01/2008,16.83591651916504,0.0,0.07
05/05/2008,16.6828670501709,0.0,0.07
05/08/2008,16.673856735229492,0.0,0.07
05/12/2008,16.7548885345459,0.0,0.07
05/13/2008,16.8629207611084,0.0,0.07
05/14/2008,16.808910369873047,0.0,0.07
05/16/2008,17.024980545043945,0.0,0.07
05/19/2008,16.925945281982422,0.0,0.07
05/20/2008,16.916942596435547,0.0,0.07
05/22/2008,16.844919204711914,0.0,0.07
05/28/2008,17.124013900756836,0.0,0.07
05/29/2008,17.205047607421875,0.0,0.07
05/30/2008,17.304073333740234,0.0,0.07
06/02/2008,17.169036865234375,0.0,0.07
06/03/2008,17.13301658630371,0.0,0.07
06/04/2008,17.259061813354492,0.0,0.07
06/06/2008,17.295072555541992,0.0,0.07
06/09/2008,17.27707290649414,0.0,0.07
06/10/2008,17.151023864746094,0.0,0.07
06/11/2008,16.772890090942383,0.0,0.07
06/12/2008,16.907941818237305,0.0,0.07
06/16/2008,17.115013122558594,0.0,0.07
06/17/2008,17.160022735595703,0.0,0.07
06/18/2008,16.871925354003906,0.0,0.07
06/20/2008,16.619836807250977,0.0,0.07
06/26/2008,16.070648193359375,0.0,0.07
06/27/2008,15.86357307434082,0.0,0.07
06/30/2008,15.773544311523436,0.0,0.07
07/02/2008,15.242355346679686,0.0,0.07
07/03/2008,15.314380645751951,0.0,0.07
07/07/2008,15.125313758850096,0.0,0.07
07/08/2008,15.386404991149902,0.0,0.07
07/10/2008,15.305375099182129,0.0,0.07
07/14/2008,15.332385063171387,0.0,0.07
07/15/2008,15.179329872131348,0.0,0.07
07/16/2008,15.611485481262205,0.0,0.07
07/18/2008,15.755537986755373,0.0,0.07
07/21/2008,15.980611801147461,0.0,0.07
07/22/2008,16.11566162109375,0.0,0.07
07/23/2008,16.124662399291992,0.0,0.07
07/24/2008,15.791551589965819,0.0,0.07
07/28/2008,15.67450714111328,0.0,0.07
07/29/2008,15.908586502075194,0.0,0.07
07/30/2008,16.05263328552246,0.0,0.07
08/01/2008,15.98961925506592,0.0,0.07
08/04/2008,15.854569435119629,0.0,0.07
08/07/2008,16.043638229370117,0.0,0.07
08/11/2008,16.439773559570312,0.0,0.07
08/14/2008,16.33173370361328,0.0,0.07
08/15/2008,16.376754760742188,0.0,0.07
08/18/2008,16.232702255249023,0.0,0.07
08/20/2008,16.196685791015625,0.0,0.07
08/21/2008,16.214698791503906,0.0,0.07
08/26/2008,16.079648971557617,0.0,0.07
08/28/2008,16.421764373779297,0.0,0.07
09/03/2008,15.971605300903322,0.0,0.07
09/05/2008,15.46743679046631,0.0,0.07
09/08/2008,15.719523429870605,0.0,0.07
09/15/2008,15.251359939575195,0.0,0.07
09/16/2008,15.377399444580076,0.0,0.07
09/17/2008,14.720168113708496,0.0,0.07
09/23/2008,15.053288459777832,0.0,0.07
09/24/2008,14.999268531799316,0.0,0.07
09/25/2008,15.28736877441406,0.0,0.07
09/26/2008,15.188336372375488,0.0,0.07
09/29/2008,14.26101016998291,0.0,0.07
09/30/2008,14.540107727050783,0.0,0.07
10/01/2008,14.342041015624998,0.0,0.07
10/02/2008,13.657797813415527,0.0,0.07
10/03/2008,13.585773468017578,0.0,0.07
10/06/2008,12.919540405273438,0.0,0.07
10/07/2008,12.235298156738281,0.0,0.07
10/08/2008,12.136262893676758,0.0,0.07
10/09/2008,11.352989196777342,0.0,0.07
10/10/2008,11.470029830932617,0.0,0.07
10/13/2008,13.063590049743652,0.0,0.07
10/14/2008,12.757482528686523,0.0,0.07
10/15/2008,11.587072372436523,0.0,0.07
10/16/2008,12.010218620300295,0.0,0.07
10/20/2008,12.52340030670166,0.0,0.07
10/21/2008,12.055234909057617,0.0,0.07
10/22/2008,11.316975593566895,0.0,0.07
10/23/2008,11.271960258483888,0.0,0.07
10/24/2008,10.830804824829102,0.0,0.07
10/27/2008,10.209587097167967,0.0,0.07
10/28/2008,10.83980941772461,0.0,0.07
10/29/2008,11.046879768371582,0.0,0.07
10/30/2008,11.812151908874513,0.0,0.07
10/31/2008,12.028223991394043,0.0,0.07
11/04/2008,12.433366775512695,0.0,0.07
11/05/2008,11.929191589355467,0.0,0.07
11/07/2008,11.821151733398438,0.0,0.07
11/10/2008,11.70411205291748,0.0,0.07
11/11/2008,11.497038841247559,0.0,0.07
11/12/2008,10.956849098205566,0.0,0.07
11/13/2008,11.839158058166504,0.0,0.07
11/14/2008,11.298967361450195,0.0,0.07
11/17/2008,11.118906021118164,0.0,0.07
11/19/2008,10.578715324401855,0.0,0.07
11/20/2008,9.966499328613281,0.0,0.07
11/21/2008,10.452670097351074,0.0,0.07
11/24/2008,10.983860969543457,0.0,0.07
11/25/2008,11.127908706665039,0.0,0.07
11/26/2008,11.334980964660645,0.0,0.07
11/28/2008,11.515047073364258,0.0,0.07
12/01/2008,10.515694618225098,0.0,0.07
12/03/2008,11.028875350952148,0.0,0.07
12/04/2008,10.776785850524902,0.0,0.07
12/05/2008,11.129676818847656,0.06,0.06
12/08/2008,11.5730562210083,0.0,0.06
12/09/2008,11.428279876708984,0.0,0.06
12/10/2008,11.60020065307617,0.0,0.06
12/11/2008,11.174921035766603,0.0,0.06
12/12/2008,11.40113353729248,0.0,0.06
12/15/2008,11.26540470123291,0.0,0.06
