NHI,"National Health Investors, Inc.",
Date,Price,Dividend,Annualized Dividend
12/14/2005,9.969294734636696,0.0,1.9249999999999998
12/15/2005,10.07052089995162,0.0,1.9249999999999998
12/16/2005,9.991787496943301,0.0,1.9249999999999998
12/19/2005,9.995535526785892,0.0,1.9249999999999998
12/20/2005,9.939297001579467,0.0,1.9249999999999998
12/21/2005,10.018034897511658,0.0,1.9249999999999998
12/22/2005,9.999292024884909,0.0,1.9249999999999998
12/23/2005,10.123010288641643,0.0,1.9249999999999998
12/27/2005,10.048032977083814,0.0,1.9249999999999998
12/28/2005,10.033673341862034,0.45,1.8
12/29/2005,9.96503081158848,0.0,1.8
12/30/2005,9.953585542240928,0.0,1.8
01/03/2006,9.938330656085752,0.0,1.8
01/04/2006,9.9078254493956,0.0,1.8
01/05/2006,9.884945694909366,0.0,1.8
01/06/2006,9.95358647294132,0.0,1.8
01/09/2006,9.995543311128067,0.0,1.8
01/10/2006,10.12520123641784,0.0,1.8
01/11/2006,10.201474147540733,0.0,1.8
01/12/2006,10.182406404420437,0.0,1.8
01/13/2006,10.22054216961575,0.0,1.8
01/17/2006,10.136640662506581,0.0,1.8
01/18/2006,10.018421832076891,0.0,1.8
01/19/2006,10.144270636009596,0.0,1.8
01/20/2006,10.289184871696586,0.0,1.8
01/23/2006,10.113761617595427,0.0,1.8
01/24/2006,10.197660254294428,0.0,1.8
01/25/2006,10.285374763831308,0.0,1.8
01/26/2006,10.228170257322885,0.0,1.8
01/27/2006,10.296813729804942,0.0,1.8
01/30/2006,10.4493582358229,0.0,1.8
01/31/2006,10.29681557699629,0.0,1.8
02/01/2006,10.430293124881862,0.0,1.8
02/02/2006,10.476060525871173,0.0,1.8
02/03/2006,10.182408504944975,0.0,1.8
02/06/2006,10.048927026476388,0.0,1.8
02/07/2006,10.197660960076469,0.0,1.8
02/08/2006,9.980285709198936,0.0,1.8
02/09/2006,9.968840792000861,0.0,1.8
02/10/2006,9.961217738620268,0.0,1.8
02/13/2006,9.953591279294708,0.0,1.8
02/14/2006,10.018422039048382,0.0,1.8
02/15/2006,10.067998652124215,0.0,1.8
02/16/2006,10.25867850564784,0.0,1.8
02/17/2006,10.373088912853605,0.0,1.8
02/21/2006,10.224355897526433,0.0,1.8
02/22/2006,10.159523736579638,0.0,1.8
02/23/2006,10.258678451179604,0.0,1.8
02/24/2006,10.18240737915039,0.0,1.8
02/27/2006,10.22817323621311,0.0,1.8
02/28/2006,10.186218521822747,0.0,1.8
03/01/2006,10.140457110407835,0.0,1.8
03/02/2006,10.041300919802909,0.0,1.8
03/03/2006,9.923081104522238,0.0,1.8
03/06/2006,9.97265825836468,0.0,1.8
03/07/2006,9.972656367742715,0.0,1.8
03/08/2006,9.896383243012124,0.0,1.8
03/09/2006,9.91545103642473,0.0,1.8
03/10/2006,9.949770787351333,0.0,1.8
03/13/2006,10.090877695139886,0.0,1.8
03/14/2006,10.006978644561507,0.0,1.8
03/15/2006,10.170968989750985,0.0,1.8
03/16/2006,10.121391877034744,0.0,1.8
03/17/2006,10.277746400005574,0.0,1.8
03/20/2006,10.163342509317905,0.0,1.8
03/21/2006,10.087064010807165,0.0,1.8
03/22/2006,9.839182751523616,0.0,1.8
03/23/2006,9.92689706837126,0.0,1.8
03/24/2006,9.957400353525436,0.0,1.8
03/27/2006,9.953587609501517,0.0,1.8
03/28/2006,9.8773155286694,0.0,1.8
03/29/2006,10.155470556041006,0.48,1.83
03/30/2006,10.093306804105712,0.0,1.83
03/31/2006,10.101078140094758,0.0,1.83
04/03/2006,9.867976570425771,0.0,1.83
04/04/2006,9.627105009631457,0.0,1.83
04/05/2006,9.537749333121061,0.0,1.83
04/06/2006,9.634874506788481,0.0,1.83
04/07/2006,9.49112516391453,0.0,1.83
04/10/2006,9.378463539850967,0.0,1.83
04/11/2006,9.440620512083566,0.0,1.83
04/12/2006,9.098739613765858,0.0,1.83
04/13/2006,9.394003049051385,0.0,1.83
04/17/2006,9.324074610628118,0.0,1.83
04/18/2006,9.207522059409856,0.0,1.83
04/19/2006,9.460047308570353,0.0,1.83
04/20/2006,9.518321170087859,0.0,1.83
04/21/2006,9.541634159580996,0.0,1.83
04/24/2006,9.460048626185468,0.0,1.83
04/25/2006,9.37069256962074,0.0,1.83
04/26/2006,9.362921650224791,0.0,1.83
04/27/2006,9.20752287001103,0.0,1.83
04/28/2006,9.122048029245766,0.0,1.83
05/01/2006,9.316300800630502,0.0,1.83
05/02/2006,9.176439518746328,0.0,1.83
05/03/2006,9.211402893477338,0.0,1.83
05/04/2006,9.304649317134919,0.0,1.83
05/05/2006,9.506668827782397,0.0,1.83
05/08/2006,9.460044009756528,0.0,1.83
05/09/2006,9.44062028940403,0.0,1.83
05/10/2006,9.421199443091913,0.0,1.83
05/11/2006,9.514441045007137,0.0,1.83
05/12/2006,9.17255513147918,0.0,1.83
05/15/2006,9.090969151855681,0.0,1.83
05/16/2006,9.246371868914832,0.0,1.83
05/17/2006,9.191980010777595,0.0,1.83
05/18/2006,9.238598958121276,0.0,1.83
05/19/2006,9.21140625278571,0.0,1.83
05/22/2006,9.300762326632471,0.0,1.83
05/23/2006,9.343491640831155,0.0,1.83
05/24/2006,9.129818477344136,0.0,1.83
05/25/2006,9.343497244595152,0.0,1.83
05/26/2006,9.557178412170805,0.0,1.83
05/30/2006,9.615448860663921,0.0,1.83
05/31/2006,9.728114584484384,0.0,1.83
06/01/2006,10.326409807976527,0.0,1.83
06/02/2006,10.629443469926457,0.0,1.83
06/05/2006,10.664411409061394,0.0,1.83
06/06/2006,10.229282159462645,0.0,1.83
06/07/2006,10.345831567448483,0.0,1.83
06/08/2006,10.334177878033023,0.0,1.83
06/09/2006,10.481807899804432,0.0,1.83
06/12/2006,10.21762821826095,0.0,1.83
06/13/2006,10.120501278367877,0.0,1.83
06/14/2006,10.081653548003812,0.0,1.83
06/15/2006,10.209857208548245,0.0,1.83
06/16/2006,10.450727524909585,0.0,1.83
06/19/2006,10.35360254677027,0.0,1.83
06/20/2006,10.217627520356729,0.0,1.83
06/21/2006,10.101077305780052,0.0,1.83
06/22/2006,10.132156833594305,0.0,1.83
06/23/2006,10.042802775295424,0.0,1.83
06/26/2006,10.058342187783477,0.0,1.83
06/27/2006,10.143812958623293,0.0,1.83
06/28/2006,10.153417765183292,0.48,1.8599999999999999
06/29/2006,10.113833454711157,0.0,1.8599999999999999
06/30/2006,10.509675073491803,0.0,1.8599999999999999
07/03/2006,10.60863940774939,0.0,1.8599999999999999
07/05/2006,10.62447259257545,0.0,1.8599999999999999
07/06/2006,10.513636269471352,0.0,1.8599999999999999
07/07/2006,10.410715872790425,0.0,1.8599999999999999
07/10/2006,10.252373947318498,0.0,1.8599999999999999
07/11/2006,10.37509029035926,0.0,1.8599999999999999
07/12/2006,10.489884345183476,0.0,1.8599999999999999
07/13/2006,10.260295862666375,0.0,1.8599999999999999
07/14/2006,10.0504949672651,0.0,1.8599999999999999
07/17/2006,9.955497452663126,0.0,1.8599999999999999
07/18/2006,9.797155381981534,0.0,1.8599999999999999
07/19/2006,9.81299161500306,0.0,1.8599999999999999
07/20/2006,10.212795134135217,0.0,1.8599999999999999
07/21/2006,9.836744159748285,0.0,1.8599999999999999
07/24/2006,9.757570970080423,0.0,1.8599999999999999
07/25/2006,10.070290405165245,0.0,1.8599999999999999
07/26/2006,9.999039976746255,0.0,1.8599999999999999
07/27/2006,10.026747050145486,0.0,1.8599999999999999
07/28/2006,10.02278820730219,0.0,1.8599999999999999
07/31/2006,10.00299499782692,0.0,1.8599999999999999
08/01/2006,10.018829974287314,0.0,1.8599999999999999
08/02/2006,10.03466621573836,0.0,1.8599999999999999
08/03/2006,10.018829109177357,0.0,1.8599999999999999
08/04/2006,10.430510048980468,0.0,1.8599999999999999
08/07/2006,10.335508338008717,0.0,1.8599999999999999
08/08/2006,10.29196226830576,0.0,1.8599999999999999
08/09/2006,10.165291621266945,0.0,1.8599999999999999
08/10/2006,10.054455648949123,0.0,1.8599999999999999
08/11/2006,10.311756166021228,0.0,1.8599999999999999
08/14/2006,10.21279383602229,0.0,1.8599999999999999
08/15/2006,10.410714187320124,0.0,1.8599999999999999
08/16/2006,10.48196776164798,0.0,1.8599999999999999
08/17/2006,10.497802570245618,0.0,1.8599999999999999
08/18/2006,10.545303344726562,0.0,1.8599999999999999
08/21/2006,10.505718361767357,0.0,1.8599999999999999
08/22/2006,10.509676177884238,0.0,1.8599999999999999
08/23/2006,10.596761492405133,0.0,1.8599999999999999
08/24/2006,10.489885650657005,0.0,1.8599999999999999
08/25/2006,10.497804486804766,0.0,1.8599999999999999
08/28/2006,10.470092312788502,0.0,1.8599999999999999
08/29/2006,10.668017513190874,0.0,1.8599999999999999
08/30/2006,10.786770985632254,0.0,1.8599999999999999
08/31/2006,10.921358435161503,0.0,1.8599999999999999
09/01/2006,10.838223929772834,0.0,1.8599999999999999
09/05/2006,10.739268308238902,0.0,1.8599999999999999
09/06/2006,10.826354000690397,0.0,1.8599999999999999
09/07/2006,10.747183340937697,0.0,1.8599999999999999
09/08/2006,10.687811038171589,0.0,1.8599999999999999
09/11/2006,10.782812258237806,0.0,1.8599999999999999
09/12/2006,10.88573106152956,0.0,1.8599999999999999
09/13/2006,11.091569892561076,0.0,1.8599999999999999
09/14/2006,11.146989346829125,0.0,1.8599999999999999
09/15/2006,11.162825096676588,0.0,1.8599999999999999
09/18/2006,11.19053140277879,0.0,1.8599999999999999
09/19/2006,11.15490798302394,0.0,1.8599999999999999
09/20/2006,11.22219645494953,0.0,1.8599999999999999
09/21/2006,11.37261755582415,0.0,1.8599999999999999
09/22/2006,11.234073505465151,0.0,1.8599999999999999
09/25/2006,11.238033308317547,0.0,1.8599999999999999
09/26/2006,11.317202397672157,0.0,1.8599999999999999
09/27/2006,11.429522112590885,0.48,1.89
09/28/2006,11.506012115822603,0.0,1.89
09/29/2006,11.4174477298423,0.0,1.89
10/02/2006,11.39328922520125,0.0,1.89
10/03/2006,11.32082475290531,0.0,1.89
10/04/2006,11.332899494723204,0.0,1.89
10/05/2006,11.522118102720853,0.0,1.89
10/06/2006,11.715358040808088,0.0,1.89
10/09/2006,11.546271783414795,0.0,1.89
10/10/2006,11.727434992627863,0.0,1.89
10/11/2006,12.04951043130313,0.0,1.89
10/12/2006,12.367555836543223,0.0,1.89
10/13/2006,12.693655882372443,0.0,1.89
10/16/2006,12.693656585442229,0.0,1.89
10/17/2006,12.560798724246355,0.0,1.89
10/18/2006,12.653396821610148,0.0,1.89
10/19/2006,12.621192657094216,0.0,1.89
10/20/2006,12.834556984211021,0.0,1.89
10/23/2006,12.673525932894714,0.0,1.89
10/24/2006,12.681575324951476,0.0,1.89
10/25/2006,12.681573263658938,0.0,1.89
10/26/2006,12.7540432461286,0.0,1.89
10/27/2006,12.818453759118611,0.0,1.89
10/30/2006,12.75404187759781,0.0,1.89
10/31/2006,13.019752033702428,0.0,1.89
11/01/2006,12.935208213103893,0.0,1.89
11/02/2006,12.560799648342382,0.0,1.89
11/03/2006,12.649370761400496,0.0,1.89
11/06/2006,12.802348043593549,0.0,1.89
11/07/2006,13.060009189861306,0.0,1.89
11/08/2006,12.83455854944947,0.0,1.89
11/09/2006,13.080142465675214,0.0,1.89
11/10/2006,12.697679333148365,0.0,1.89
11/13/2006,12.874816846301057,0.0,1.89
11/14/2006,12.963387375479405,0.0,1.89
11/15/2006,13.160653155301233,0.0,1.89
11/16/2006,13.112343743814264,0.0,1.89
11/17/2006,13.160655570387378,0.0,1.89
11/20/2006,13.011699738559198,0.0,1.89
11/21/2006,13.217019347354276,0.0,1.89
11/22/2006,13.26532629348307,0.0,1.89
11/24/2006,13.225073406786784,0.0,1.89
11/27/2006,13.20493739091705,0.0,1.89
11/28/2006,12.826509502491895,0.0,1.89
11/29/2006,13.08014301755037,0.0,1.89
11/30/2006,13.084165658523789,0.0,1.89
12/01/2006,13.426362717329136,0.0,1.89
12/04/2006,13.25727625186202,0.0,1.89
12/05/2006,13.341821432213546,0.0,1.89
12/06/2006,13.297533438661963,0.0,1.89
12/07/2006,13.188840306274804,0.0,1.89
12/08/2006,13.16871114691622,0.0,1.89
12/11/2006,13.088187563328047,0.0,1.89
12/12/2006,13.25728164828772,0.0,1.89
12/13/2006,13.305595178732245,0.0,1.89
12/14/2006,13.374034253124155,0.0,1.89
12/15/2006,13.37000215751471,0.0,1.89
12/18/2006,13.305588562564223,0.0,1.89
12/19/2006,13.172733973444004,0.0,1.89
12/20/2006,13.245204124009842,0.0,1.89
12/21/2006,13.317665856402675,0.0,1.89
12/22/2006,13.422339673450393,0.0,1.89
12/26/2006,13.329512292593966,0.93,2.37
12/27/2006,13.619462272109416,0.0,2.37
12/28/2006,13.756153799030931,0.0,2.37
12/29/2006,13.669168472290039,0.0,2.37
01/03/2007,13.743733515331119,0.0,2.37
01/04/2007,13.689882605395518,0.0,2.37
01/05/2007,13.739584266804682,0.0,2.37
01/08/2007,13.474486906449783,0.0,2.37
01/09/2007,13.433066804924255,0.0,2.37
01/10/2007,13.362650930749973,0.0,2.37
01/11/2007,13.457921753830345,0.0,2.37
01/12/2007,13.404071647829259,0.0,2.37
01/16/2007,13.462062600187709,0.0,2.37
01/17/2007,13.29637504383225,0.0,2.37
01/18/2007,13.337794599664784,0.0,2.37
01/19/2007,13.292236267852308,0.0,2.37
01/22/2007,13.424779513752696,0.0,2.37
01/23/2007,13.246667011634532,0.0,2.37
01/24/2007,13.24666937616745,0.0,2.37
01/25/2007,13.308801151426962,0.0,2.37
01/26/2007,13.325374783653936,0.0,2.37
01/29/2007,13.321229177732572,0.0,2.37
01/30/2007,13.337794280170215,0.0,2.37
01/31/2007,13.275668533538104,0.0,2.37
02/01/2007,13.44135433972227,0.0,2.37
02/02/2007,13.38750306218946,0.0,2.37
02/05/2007,13.325370129177408,0.0,2.37
02/06/2007,13.32951061967531,0.0,2.37
02/07/2007,13.300519511299788,0.0,2.37
02/08/2007,13.354363667443078,0.0,2.37
02/09/2007,13.304658876529267,0.0,2.37
02/12/2007,13.462063397547997,0.0,2.37
02/13/2007,13.412357363034092,0.0,2.37
02/14/2007,13.391643468818716,0.0,2.37
02/15/2007,13.308803032386123,0.0,2.37
02/16/2007,13.33365463198752,0.0,2.37
02/20/2007,13.267376851663673,0.0,2.37
02/21/2007,13.263238187723953,0.0,2.37
02/22/2007,13.39164720900003,0.0,2.37
02/23/2007,13.358506848904323,0.0,2.37
02/26/2007,13.259095881680286,0.0,2.37
02/27/2007,12.401666389422974,0.0,2.37
02/28/2007,12.629480839706222,0.0,2.37
03/01/2007,12.509364840789877,0.0,2.37
03/02/2007,12.534210847563756,0.0,2.37
03/05/2007,12.095144468690524,0.0,2.37
03/06/2007,11.75549004018431,0.0,2.37
03/07/2007,11.954313707538672,0.0,2.37
03/08/2007,12.024727555504697,0.0,2.37
03/09/2007,12.322965065638225,0.0,2.37
03/12/2007,12.37267106329176,0.0,2.37
03/13/2007,12.36024552333872,0.0,2.37
03/14/2007,11.892176686059102,0.0,2.37
03/15/2007,12.082718266186305,0.0,2.37
03/16/2007,12.153136885568356,0.0,2.37
03/19/2007,12.078579202486091,0.0,2.37
03/20/2007,12.339534136459811,0.0,2.37
03/21/2007,12.418233400861121,0.0,2.37
03/22/2007,12.583922023977902,0.0,2.37
03/23/2007,12.617052694086807,0.0,2.37
03/26/2007,12.550782799100206,0.0,2.37
03/27/2007,12.530067008812503,0.0,2.37
03/28/2007,13.249477968015459,0.5,2.39
03/29/2007,12.916774988934616,0.0,2.39
03/30/2007,13.022060619845568,0.0,2.39
04/02/2007,13.25790678849007,0.0,2.39
04/03/2007,13.30002142644222,0.0,2.39
04/04/2007,13.316865172440291,0.0,2.39
04/05/2007,13.691692463696592,0.0,2.39
04/09/2007,13.771717005781571,0.0,2.39
04/10/2007,13.603251403947525,0.0,2.39
04/11/2007,13.662212994956556,0.0,2.39
04/12/2007,13.603250660229842,0.0,2.39
04/13/2007,13.792766121246478,0.0,2.39
04/16/2007,14.037038572571017,0.0,2.39
04/17/2007,13.973873122031648,0.0,2.39
04/18/2007,14.466609719710256,0.0,2.39
04/19/2007,14.416074489670358,0.0,2.39
04/20/2007,14.656135681900452,0.0,2.39
04/23/2007,14.508732172356524,0.0,2.39
04/24/2007,14.538215741468628,0.0,2.39
04/25/2007,14.651924714326295,0.0,2.39
04/26/2007,14.715095670862322,0.0,2.39
04/27/2007,14.63928831658981,0.0,2.39
04/30/2007,14.550845665448362,0.0,2.39
05/01/2007,14.256037653157431,0.0,2.39
05/02/2007,14.277098912233381,0.0,2.39
05/03/2007,14.491884519996889,0.0,2.39
05/04/2007,14.504520931625828,0.0,2.39
05/07/2007,14.453980064185908,0.0,2.39
05/08/2007,14.289727282957527,0.0,2.39
05/09/2007,14.40344355336903,0.0,2.39
05/10/2007,14.555055881524902,0.0,2.39
05/11/2007,14.529792579397618,0.0,2.39
05/14/2007,14.664559101197325,0.0,2.39
05/15/2007,14.369750354130371,0.0,2.39
05/16/2007,14.416079112874021,0.0,2.39
05/17/2007,14.42449437146795,0.0,2.39
05/18/2007,14.302368602218682,0.0,2.39
05/21/2007,14.239193225190917,0.0,2.39
05/22/2007,14.550844386138296,0.0,2.39
05/23/2007,14.72351961813872,0.0,2.39
05/24/2007,14.677191681141034,0.0,2.39
05/25/2007,14.550844386138296,0.0,2.39
05/29/2007,14.69403667652452,0.0,2.39
05/30/2007,14.694041274867505,0.0,2.39
05/31/2007,14.858285360044826,0.0,2.39
06/01/2007,14.950943946838379,0.0,2.39
06/04/2007,14.870924655131349,0.0,2.39
06/05/2007,14.824597515104704,0.0,2.39
06/06/2007,14.61402317856896,0.0,2.39
06/07/2007,14.576114707401059,0.0,2.39
06/08/2007,14.571903101238023,0.0,2.39
06/11/2007,14.54242167516498,0.0,2.39
06/12/2007,14.466618165698282,0.0,2.39
06/13/2007,14.293943660767285,0.0,2.39
06/14/2007,14.403444915716525,0.0,2.39
06/15/2007,14.849861296045358,0.0,2.39
06/18/2007,14.449763929442343,0.0,2.39
06/19/2007,14.260244706700314,0.0,2.39
06/20/2007,14.382384108526537,0.0,2.39
06/21/2007,14.02440507190273,0.0,2.39
06/22/2007,14.03282513264046,0.0,2.39
06/25/2007,14.062307800959708,0.0,2.39
06/26/2007,13.889634132385254,0.0,2.39
06/27/2007,13.876807185416995,0.5,2.41
06/28/2007,13.863975935448861,0.0,2.41
06/29/2007,13.825491813766952,0.0,2.41
07/02/2007,13.568908892396388,0.0,2.41
07/03/2007,13.662982322630004,0.0,2.41
07/05/2007,13.812661302876004,0.0,2.41
07/06/2007,14.022197150999537,0.0,2.41
07/09/2007,14.107730786619193,0.0,2.41
07/10/2007,13.96661235044458,0.0,2.41
07/11/2007,14.107731598263644,0.0,2.41
07/12/2007,14.325828163992787,0.0,2.41
07/13/2007,14.176149161817051,0.0,2.41
07/16/2007,14.090624859050116,0.0,2.41
07/17/2007,14.11200304092775,0.0,2.41
07/18/2007,14.10772937704813,0.0,2.41
07/19/2007,14.513984398824915,0.0,2.41
07/20/2007,14.753462716350484,0.0,2.41
07/23/2007,14.770565194796953,0.0,2.41
07/24/2007,14.300168892460926,0.0,2.41
07/25/2007,13.97516581532812,0.0,2.41
07/26/2007,13.80410409703989,0.0,2.41
07/27/2007,13.568903644295656,0.0,2.41
07/30/2007,13.12416243256337,0.0,2.41
07/31/2007,13.363641301425,0.0,2.41
08/01/2007,13.496211719787505,0.0,2.41
08/02/2007,14.090625342884357,0.0,2.41
08/03/2007,13.778448681801281,0.0,2.41
08/06/2007,12.829095082138473,0.0,2.41
08/07/2007,12.427120687964502,0.0,2.41
08/08/2007,13.12844009676855,0.0,2.41
08/09/2007,13.385022821233065,0.0,2.41
08/10/2007,13.171207332069434,0.0,2.41
08/13/2007,13.248177358182676,0.0,2.41
08/14/2007,13.017255040262086,0.0,2.41
08/15/2007,12.4955359010072,0.0,2.41
08/16/2007,12.392907852281203,0.0,2.41
08/17/2007,12.957389203596735,0.0,2.41
08/20/2007,13.538973776945356,0.0,2.41
08/21/2007,13.491931532671735,0.0,2.41
08/22/2007,13.265289836658962,0.0,2.41
08/23/2007,13.500485009978274,0.0,2.41
08/24/2007,13.115612940640677,0.0,2.41
08/27/2007,13.119891854339903,0.0,2.41
08/28/2007,12.726462447998806,0.0,2.41
08/29/2007,12.859030681290056,0.0,2.41
08/30/2007,12.786329262663262,0.0,2.41
08/31/2007,13.068568064885499,0.0,2.41
09/04/2007,12.859028643276622,0.0,2.41
09/05/2007,12.722189740557683,0.0,2.41
09/06/2007,12.675146388278982,0.0,2.41
09/07/2007,12.491257135969597,0.0,2.41
09/10/2007,12.555408812115928,0.0,2.41
09/11/2007,12.692253757914568,0.0,2.41
09/12/2007,12.525473952833826,0.0,2.41
09/13/2007,12.542577948999087,0.0,2.41
09/14/2007,12.43139469258925,0.0,2.41
09/17/2007,12.735017924482644,0.0,2.41
09/18/2007,12.653763654092705,0.0,2.41
09/19/2007,13.11988715771283,0.0,2.41
09/20/2007,13.45772435810519,0.0,2.41
09/21/2007,13.757067201621993,0.0,2.41
09/24/2007,13.958059420848397,0.0,2.41
09/25/2007,13.804106376808237,0.0,2.41
09/26/2007,13.900483844108225,0.5,2.43
09/27/2007,13.665914278246671,0.0,2.43
09/28/2007,13.53559374238096,0.0,2.43
10/01/2007,13.370528400977635,0.0,2.43
10/02/2007,13.81360583633702,0.0,2.43
10/03/2007,13.97433155477804,0.0,2.43
10/04/2007,13.709349604132274,0.0,2.43
10/05/2007,14.004735933672285,0.0,2.43
10/08/2007,14.356595817755444,0.0,2.43
10/09/2007,14.247993335030044,0.0,2.43
10/10/2007,14.291433395773865,0.0,2.43
10/11/2007,14.022108683915375,0.0,2.43
10/12/2007,13.63985076838662,0.0,2.43
10/15/2007,14.022114284766708,0.0,2.43
10/16/2007,13.896140540683138,0.0,2.43
10/17/2007,13.857040191154312,0.0,2.43
10/18/2007,13.830983314265183,0.0,2.43
10/19/2007,13.883107224406839,0.0,2.43
10/22/2007,13.118583805557575,0.0,2.43
10/23/2007,13.21849552821677,0.0,2.43
10/24/2007,12.918758774728518,0.0,2.43
10/25/2007,12.792791830771073,0.0,2.43
10/26/2007,13.009984061605957,0.0,2.43
10/29/2007,12.7623793365237,0.0,2.43
10/30/2007,12.592971330207773,0.0,2.43
10/31/2007,12.684188600587891,0.0,2.43
11/01/2007,12.48871936836572,0.0,2.43
11/02/2007,12.162923100957165,0.0,2.43
11/05/2007,12.076046889909483,0.0,2.43
11/06/2007,11.902289724577281,0.0,2.43
11/07/2007,12.258488890182342,0.0,2.43
11/08/2007,11.95007488891252,0.0,2.43
11/09/2007,11.95876119416697,0.0,2.43
11/12/2007,12.449622827858745,0.0,2.43
11/13/2007,12.714595768667863,0.0,2.43
11/14/2007,12.779759472975286,0.0,2.43
11/15/2007,12.553870899920739,0.0,2.43
11/16/2007,12.401834681364777,0.0,2.43
11/19/2007,12.597310231978772,0.0,2.43
11/20/2007,12.410525505935306,0.0,2.43
11/21/2007,12.471338672732989,0.0,2.43
11/23/2007,12.51043903322053,0.0,2.43
11/26/2007,12.697224003806632,0.0,2.43
11/27/2007,11.858848768538165,0.0,2.43
11/28/2007,12.284553757852448,0.0,2.43
11/29/2007,12.645098521041342,0.0,2.43
11/30/2007,12.749346442433923,0.0,2.43
12/03/2007,12.301930005313638,0.0,2.43
12/04/2007,12.219392960824504,0.0,2.43
12/05/2007,12.28890093887107,0.0,2.43
12/06/2007,12.362743513844489,0.0,2.43
12/07/2007,12.853606369873935,0.0,2.43
12/10/2007,13.114235198969036,0.0,2.43
12/11/2007,13.274962614502293,0.0,2.43
12/12/2007,13.457406575333271,0.0,2.43
12/13/2007,12.957857300414478,0.0,2.43
12/14/2007,12.910072237967965,0.0,2.43
12/17/2007,12.688536586511612,0.0,2.43
12/18/2007,12.727635281880154,0.0,2.43
12/19/2007,12.91876081274452,0.0,2.43
12/20/2007,13.20980022548809,0.0,2.43
12/21/2007,13.318397969979708,0.0,2.43
12/24/2007,13.487809812942437,0.0,2.43
12/26/2007,13.505188300674963,0.0,2.43
12/27/2007,13.482594702849049,1.35,2.85
12/28/2007,13.109968755283893,0.0,2.85
12/31/2007,12.673729866308005,0.0,2.85
01/02/2008,12.710080054624306,0.0,2.85
01/03/2008,12.86004135519449,0.0,2.85
01/04/2008,12.505590422170823,0.0,2.85
01/07/2008,12.723710163051607,0.0,2.85
01/08/2008,12.864583036932897,0.0,2.85
01/09/2008,12.605565173019185,0.0,2.85
01/10/2008,12.79187519935445,0.0,2.85
01/11/2008,12.905479372539057,0.0,2.85
01/14/2008,12.882763862609863,0.0,2.85
01/15/2008,12.7873368306818,0.0,2.85
01/16/2008,13.032719180054464,0.0,2.85
01/17/2008,13.26902045379979,0.0,2.85
01/18/2008,13.032718871481098,0.0,2.85
01/22/2008,12.473781898203953,0.0,2.85
01/23/2008,12.805508932745907,0.0,2.85
01/24/2008,13.827954262058343,0.0,2.85
01/25/2008,13.405340983282938,0.0,2.85
01/28/2008,13.000910417616652,0.0,2.85
01/29/2008,13.782508060361657,0.0,2.85
01/30/2008,13.51894556788703,0.0,2.85
01/31/2008,12.855494203824872,0.0,2.85
02/01/2008,13.491677725320152,0.0,2.85
02/04/2008,13.67799239992264,0.0,2.85
02/05/2008,13.214484533959405,0.0,2.85
02/06/2008,13.337176093563064,0.0,2.85
02/07/2008,13.33263563436068,0.0,2.85
02/08/2008,13.655271873276648,0.0,2.85
02/11/2008,13.646183242483083,0.0,2.85
02/12/2008,13.491680077891655,0.0,2.85
02/13/2008,13.74615895637823,0.0,2.85
02/14/2008,14.246012858473494,0.0,2.85
02/15/2008,13.727978822983461,0.0,2.85
02/19/2008,13.92791809490225,0.0,2.85
02/20/2008,13.896116147605882,0.0,2.85
02/21/2008,14.177859892269325,0.0,2.85
02/22/2008,13.637095667161624,0.0,2.85
02/25/2008,13.755244481946287,0.0,2.85
02/26/2008,13.946100106817518,0.0,2.85
02/27/2008,13.859757892877145,0.0,2.85
02/28/2008,14.268732291465698,0.0,2.85
02/29/2008,13.814318767385242,0.0,2.85
03/03/2008,13.723437369935604,0.0,2.85
03/04/2008,13.578015849953239,0.0,2.85
03/05/2008,13.791594294866616,0.0,2.85
03/06/2008,13.650728917188918,0.0,2.85
03/07/2008,13.209938945826684,0.0,2.85
03/10/2008,13.314458812072386,0.0,2.85
03/11/2008,13.614374035886499,0.0,2.85
03/12/2008,13.900653555226766,0.0,2.85
03/13/2008,13.79614065722407,0.0,2.85
03/14/2008,14.09605513502914,0.0,2.85
03/17/2008,13.514401214326663,0.0,2.85
03/18/2008,14.359621944620377,0.0,2.85
03/19/2008,14.541383168265815,0.0,2.85
03/20/2008,14.614092562493289,0.0,2.85
03/24/2008,14.977626597614949,0.0,2.85
03/25/2008,14.9231037597583,0.0,2.85
03/26/2008,14.827672494832488,0.0,2.85
03/27/2008,15.186103426646389,0.63,2.98
03/28/2008,15.125876216017417,0.0,2.98
03/31/2008,14.708929702758788,0.0,2.98
04/01/2008,14.523623576231168,0.0,2.98
04/02/2008,14.857180334692957,0.0,2.98
04/03/2008,14.783049703172228,0.0,2.98
04/04/2008,15.088815292779195,0.0,2.98
04/07/2008,14.75062354463012,0.0,2.98
04/08/2008,14.569951728539628,0.0,2.98
04/09/2008,14.509720086275086,0.0,2.98
04/10/2008,14.227124642399358,0.0,2.98
04/11/2008,14.34757776560396,0.0,2.98
04/14/2008,13.898203645901685,0.0,2.98
04/15/2008,14.273455404617273,0.0,2.98
04/16/2008,14.361476740321788,0.0,2.98
04/17/2008,14.477294406537238,0.0,2.98
04/18/2008,14.736722728024576,0.0,2.98
04/21/2008,14.217866153995946,0.0,2.98
04/22/2008,14.060347150399256,0.0,2.98
