NHI,"National Health Investors, Inc.",
Date,Price,Dividend,Annualized Dividend
01/31/1997,6.88650941848755,0.0,2.84
02/03/1997,6.9088012820384535,0.0,2.84
02/04/1997,6.775082547547387,0.0,2.84
02/05/1997,6.841939003638971,0.0,2.84
02/06/1997,6.841942268532592,0.0,2.84
02/07/1997,6.864229724150915,0.0,2.84
02/10/1997,6.864225449904897,0.0,2.84
02/11/1997,6.841940992756894,0.0,2.84
02/12/1997,6.819652557373046,0.0,2.84
02/13/1997,6.819654540011758,0.0,2.84
02/14/1997,6.797368087266621,0.0,2.84
02/18/1997,6.797366111107121,0.0,2.84
02/19/1997,6.797369354731077,0.0,2.84
02/20/1997,6.86422872543335,0.0,2.84
02/21/1997,6.864222980240017,0.0,2.84
02/24/1997,6.886513636426527,0.0,2.84
02/25/1997,6.931087847727879,0.0,2.84
02/26/1997,6.997942843271731,0.0,2.84
02/27/1997,7.087092399597167,0.0,2.84
02/28/1997,7.087088611975829,0.0,2.84
03/03/1997,7.109379538331931,0.0,2.84
03/04/1997,6.931084663637223,0.0,2.84
03/05/1997,6.9088012820384535,0.0,2.84
03/06/1997,6.797366111107121,0.0,2.84
03/07/1997,6.841942912813217,0.0,2.84
03/10/1997,7.02023458480835,0.0,2.84
03/11/1997,7.0202330373368165,0.0,2.84
03/12/1997,7.042521043807741,0.0,2.84
03/13/1997,7.020234541047978,0.0,2.84
03/14/1997,7.042520999908447,0.0,2.84
03/17/1997,7.0648066258659,0.0,2.84
03/18/1997,6.975659444017809,0.0,2.84
03/19/1997,6.953372955322266,0.0,2.84
03/20/1997,6.953372992119989,0.0,2.84
03/21/1997,6.931084663637223,0.0,2.84
03/24/1997,6.90880264443761,0.0,2.84
03/25/1997,6.885570552964873,0.74,2.88
03/26/1997,6.862847739144375,0.0,2.88
03/27/1997,6.908295208255186,0.0,2.88
03/31/1997,6.817397204312411,0.0,2.88
04/01/1997,6.749223290459585,0.0,2.88
04/02/1997,6.749223379239644,0.0,2.88
04/03/1997,6.612873982243977,0.0,2.88
04/04/1997,6.612875432184298,0.0,2.88
04/07/1997,6.635598635103922,0.0,2.88
04/08/1997,6.658325639711757,0.0,2.88
04/09/1997,6.681050398915084,0.0,2.88
04/10/1997,6.635601076473485,0.0,2.88
04/11/1997,6.612879405419031,0.0,2.88
04/14/1997,6.521979929695666,0.0,2.88
04/15/1997,6.476530592206498,0.0,2.88
04/16/1997,6.476530592206498,0.0,2.88
04/17/1997,6.453804528334116,0.0,2.88
04/18/1997,6.453801016971983,0.0,2.88
04/21/1997,6.6128743790291455,0.0,2.88
04/22/1997,6.726499461808731,0.0,2.88
04/23/1997,6.771948782496628,0.0,2.88
04/24/1997,6.817398103184525,0.0,2.88
04/25/1997,6.7719489441436975,0.0,2.88
04/28/1997,6.726498574921579,0.0,2.88
04/29/1997,6.72649949349013,0.0,2.88
04/30/1997,6.79467347484307,0.0,2.88
05/01/1997,6.726500336910007,0.0,2.88
05/02/1997,6.817395857983482,0.0,2.88
05/05/1997,6.703774961484533,0.0,2.88
05/06/1997,6.703774961484533,0.0,2.88
05/07/1997,6.703774961484533,0.0,2.88
05/08/1997,6.68104931782868,0.0,2.88
05/09/1997,6.6810503005981445,0.0,2.88
05/12/1997,6.726497650146484,0.0,2.88
05/13/1997,6.726499461808731,0.0,2.88
05/14/1997,6.771947803497315,0.0,2.88
05/15/1997,6.794671931803621,0.0,2.88
05/16/1997,6.862848316712237,0.0,2.88
05/19/1997,6.817398990111494,0.0,2.88
05/20/1997,6.8628491229698305,0.0,2.88
05/21/1997,6.931019863545499,0.0,2.88
05/22/1997,6.908296616557408,0.0,2.88
05/23/1997,6.885573788939929,0.0,2.88
05/27/1997,6.931020231807933,0.0,2.88
05/28/1997,6.95374593640318,0.0,2.88
05/29/1997,6.8855719566345215,0.0,2.88
05/30/1997,6.885570552964873,0.0,2.88
06/02/1997,6.840121242384247,0.0,2.88
06/03/1997,6.885571088790894,0.0,2.88
06/04/1997,6.862847423872421,0.0,2.88
06/05/1997,6.817397204312411,0.0,2.88
06/06/1997,6.726497650146484,0.0,2.88
06/09/1997,6.726497650146484,0.0,2.88
06/10/1997,6.703775673609636,0.0,2.88
06/11/1997,6.862847296711636,0.0,2.88
06/12/1997,6.8855719566345215,0.0,2.88
06/13/1997,6.885573788939929,0.0,2.88
06/16/1997,6.976472230586209,0.0,2.88
06/17/1997,7.090095447127227,0.0,2.88
06/18/1997,7.090096787561344,0.0,2.88
06/19/1997,7.180993487999874,0.0,2.88
06/20/1997,7.203713893890381,0.0,2.88
06/23/1997,7.203713893890381,0.0,2.88
06/24/1997,7.226438543397922,0.0,2.88
06/25/1997,7.201863765716553,0.74,2.92
06/26/1997,7.2250213623046875,0.0,2.92
06/27/1997,7.317650801057269,0.0,2.92
06/30/1997,7.294493678269113,0.0,2.92
07/01/1997,7.271335124208977,0.0,2.92
07/02/1997,7.2481789604211455,0.0,2.92
07/03/1997,7.225021839141845,0.0,2.92
07/07/1997,7.225020883934291,0.0,2.92
07/08/1997,7.155550481437088,0.0,2.92
07/09/1997,7.178709988447691,0.0,2.92
07/10/1997,7.178707122802734,0.0,2.92
07/11/1997,7.155550480661748,0.0,2.92
07/14/1997,7.132393358594777,0.0,2.92
07/15/1997,7.132393359365107,0.0,2.92
07/16/1997,7.109236237300639,0.0,2.92
07/17/1997,7.155550481437088,0.0,2.92
07/18/1997,7.143969529624877,0.0,2.92
07/21/1997,7.12081241607666,0.0,2.92
07/22/1997,7.132390003578336,0.0,2.92
07/23/1997,7.097657682072317,0.0,2.92
07/24/1997,7.086081518915487,0.0,2.92
07/25/1997,7.062919616699218,0.0,2.92
07/28/1997,7.016610131475138,0.0,2.92
07/29/1997,7.051343435590917,0.0,2.92
07/30/1997,7.155550003051758,0.0,2.92
07/31/1997,7.1787066535344195,0.0,2.92
08/01/1997,7.2944946168725044,0.0,2.92
08/04/1997,7.329223670182183,0.0,2.92
08/05/1997,7.363959327386838,0.0,2.92
08/06/1997,7.4102783203125,0.0,2.92
08/07/1997,7.398702155868961,0.0,2.92
08/08/1997,7.340806481194875,0.0,2.92
08/11/1997,7.317651757754279,0.0,2.92
08/12/1997,7.3060712814331055,0.0,2.92
08/13/1997,7.30607319484644,0.0,2.92
08/14/1997,7.282917036416051,0.0,2.92
08/15/1997,7.248178965065472,0.0,2.92
08/18/1997,7.178709503149257,0.0,2.92
08/19/1997,7.178709970048687,0.0,2.92
08/20/1997,7.213445194293527,0.0,2.92
08/21/1997,7.190288066864014,0.0,2.92
08/22/1997,7.190285206607684,0.0,2.92
08/25/1997,7.20186518711649,0.0,2.92
08/26/1997,7.248180365336806,0.0,2.92
08/27/1997,7.340809337747921,0.0,2.92
08/28/1997,7.363966009385635,0.0,2.92
08/29/1997,7.259757521060797,0.0,2.92
09/02/1997,7.25975799408688,0.0,2.92
09/03/1997,7.225023758008284,0.0,2.92
09/04/1997,7.190285206607684,0.0,2.92
09/05/1997,7.213442802429199,0.0,2.92
09/08/1997,7.201864717862544,0.0,2.92
09/09/1997,7.2250242141869885,0.0,2.92
09/10/1997,7.248180380307245,0.0,2.92
09/11/1997,7.282913685601855,0.0,2.92
09/12/1997,7.271336075625841,0.0,2.92
09/15/1997,7.340809337747921,0.0,2.92
09/16/1997,7.3639655135747955,0.0,2.92
09/17/1997,7.3639655135747955,0.0,2.92
09/18/1997,7.329230305524278,0.0,2.92
09/19/1997,7.248178008246043,0.0,2.92
09/22/1997,7.271336081700447,0.0,2.92
09/23/1997,7.225021839141845,0.0,2.92
09/24/1997,7.225023239568957,0.0,2.92
09/25/1997,7.362519638987775,0.74,2.96
09/26/1997,7.362514019012452,0.0,2.96
09/29/1997,7.362519213867187,0.0,2.96
09/30/1997,7.374315878969297,0.0,2.96
10/01/1997,7.315320194541633,0.0,2.96
10/02/1997,7.268127968640831,0.0,2.96
10/03/1997,7.244528111378858,0.0,2.96
10/06/1997,7.409714823444998,0.0,2.96
10/07/1997,7.445108526376119,0.0,2.96
10/08/1997,7.5513021779614835,0.0,2.96
10/09/1997,7.610295150015089,0.0,2.96
10/10/1997,7.692885173873089,0.0,2.96
10/13/1997,7.763680886426356,0.0,2.96
10/14/1997,7.775480897688284,0.0,2.96
10/15/1997,7.645696273898192,0.0,2.96
10/16/1997,7.622092384943509,0.0,2.96
10/17/1997,7.598494575702198,0.0,2.96
10/20/1997,7.598495006561279,0.0,2.96
10/21/1997,7.574896517965861,0.0,2.96
10/22/1997,7.504104795631456,0.0,2.96
10/23/1997,7.645690627720046,0.0,2.96
10/24/1997,7.610294725307303,0.0,2.96
10/27/1997,7.551301730899361,0.0,2.96
10/28/1997,7.386117055213037,0.0,2.96
10/29/1997,7.52770673254001,0.0,2.96
10/30/1997,7.504104904901413,0.0,2.96
10/31/1997,7.4687083303643185,0.0,2.96
11/03/1997,7.433312641354059,0.0,2.96
11/04/1997,7.52770673254001,0.0,2.96
11/05/1997,7.504108905792236,0.0,2.96
11/06/1997,7.5277039129903,0.0,2.96
11/07/1997,7.5041065551221555,0.0,2.96
11/10/1997,7.362518125367395,0.0,2.96
11/11/1997,7.338919162750244,0.0,2.96
11/12/1997,7.350721836090088,0.0,2.96
11/13/1997,7.362518164529755,0.0,2.96
11/14/1997,7.456908414318303,0.0,2.96
11/17/1997,7.362514188212733,0.0,2.96
11/18/1997,7.315324835707952,0.0,2.96
11/19/1997,7.279921881614193,0.0,2.96
11/20/1997,7.291727013657281,0.0,2.96
11/21/1997,7.33892292463569,0.0,2.96
11/24/1997,7.315321545692006,0.0,2.96
11/25/1997,7.409712268362364,0.0,2.96
11/26/1997,7.468709368217649,0.0,2.96
11/28/1997,7.492309992418349,0.0,2.96
12/01/1997,7.551299953757788,0.0,2.96
12/02/1997,7.563097861840231,0.0,2.96
12/03/1997,7.610296174520399,0.0,2.96
12/04/1997,7.787280355591371,0.0,2.96
12/05/1997,7.775481022680866,0.0,2.96
12/08/1997,7.78727970587084,0.0,2.96
12/09/1997,7.751881979304128,0.0,2.96
12/10/1997,7.77547808769054,0.0,2.96
12/11/1997,7.834474369437394,0.0,2.96
12/12/1997,7.881668228493598,0.0,2.96
12/15/1997,7.8698729235072475,0.0,2.96
12/16/1997,8.259234912153604,0.0,2.96
12/17/1997,8.141243798392159,0.0,2.96
12/18/1997,7.9524648548227495,0.0,2.96
12/19/1997,7.976059960259332,0.0,2.96
12/22/1997,7.976059141613188,0.0,2.96
12/23/1997,7.928865666579637,0.0,2.96
12/24/1997,7.987858865525988,0.0,2.96
12/26/1997,7.914299610703507,0.74,2.96
12/29/1997,7.974352207468517,0.0,2.96
12/30/1997,8.094447245964638,0.0,2.96
12/31/1997,8.046409606933594,0.0,2.96
01/02/1998,8.058416366577148,0.0,2.96
01/05/1998,8.046406804182846,0.0,2.96
01/06/1998,8.034400040356081,0.0,2.96
01/07/1998,8.03439802181221,0.0,2.96
01/08/1998,7.998371547326109,0.0,2.96
01/09/1998,7.974348007823547,0.0,2.96
01/12/1998,7.938320811254433,0.0,2.96
01/13/1998,7.998371340623542,0.0,2.96
01/14/1998,8.034399198634285,0.0,2.96
01/15/1998,8.118464966734013,0.0,2.96
01/16/1998,8.034397415308288,0.0,2.96
01/20/1998,8.070427894592285,0.0,2.96
01/21/1998,8.070421785921663,0.0,2.96
01/22/1998,7.926311949769894,0.0,2.96
01/23/1998,7.998370794816451,0.0,2.96
01/26/1998,7.950328696724827,0.0,2.96
01/27/1998,7.878275137236624,0.0,2.96
01/28/1998,7.950330373752548,0.0,2.96
01/29/1998,7.998369603622251,0.0,2.96
01/30/1998,7.902290051354943,0.0,2.96
02/02/1998,8.118464966734013,0.0,2.96
02/03/1998,7.998369002560956,0.0,2.96
02/04/1998,7.830232681578188,0.0,2.96
02/05/1998,7.866261776970939,0.0,2.96
02/06/1998,7.854251800233336,0.0,2.96
02/09/1998,7.842242657041257,0.0,2.96
02/10/1998,7.818225186273276,0.0,2.96
02/11/1998,8.022388187437567,0.0,2.96
02/12/1998,7.902293091867029,0.0,2.96
02/13/1998,7.878271759913073,0.0,2.96
02/17/1998,7.9143026558364316,0.0,2.96
02/18/1998,7.854252638693826,0.0,2.96
02/19/1998,7.878273429579408,0.0,2.96
02/20/1998,7.842243078084202,0.0,2.96
02/23/1998,7.878270918888484,0.0,2.96
02/24/1998,7.842244740114867,0.0,2.96
02/25/1998,7.866263808824964,0.0,2.96
02/26/1998,7.806214396255331,0.0,2.96
02/27/1998,7.890283527897625,0.0,2.96
03/02/1998,7.878273429579408,0.0,2.96
03/03/1998,7.854249773798762,0.0,2.96
03/04/1998,7.998370502676282,0.0,2.96
03/05/1998,8.046402673463565,0.0,2.96
03/06/1998,7.974352251727055,0.0,2.96
03/09/1998,7.950328288749199,0.0,2.96
03/10/1998,7.938323280038356,0.0,2.96
03/11/1998,7.890285015106202,0.0,2.96
03/12/1998,7.842242240905763,0.0,2.96
03/13/1998,7.806213977146734,0.0,2.96
03/16/1998,7.8182235371115745,0.0,2.96
03/17/1998,7.830234536473055,0.0,2.96
03/18/1998,7.722150491856199,0.0,2.96
03/19/1998,7.746168136596681,0.0,2.96
03/20/1998,7.74616706426926,0.0,2.96
03/23/1998,7.722151225229662,0.0,2.96
03/24/1998,7.686120510101318,0.0,2.96
03/25/1998,7.710137497428005,0.0,2.96
03/26/1998,7.828275313288529,0.74,2.96
03/27/1998,7.877204081017202,0.0,2.96
03/30/1998,7.730425269740403,0.0,2.96
03/31/1998,7.6814982306282475,0.0,2.96
04/01/1998,7.803813457489015,0.0,2.96
04/02/1998,7.754889178466797,0.0,2.96
04/03/1998,7.718194033212708,0.0,2.96
04/06/1998,7.608110352241492,0.0,2.96
04/07/1998,7.522488255779464,0.0,2.96
04/08/1998,7.5102542407360975,0.0,2.96
04/09/1998,7.5347182308035485,0.0,2.96
04/13/1998,7.559183597564697,0.0,2.96
04/14/1998,7.559180070507911,0.0,2.96
04/15/1998,7.583645568847657,0.0,2.96
04/16/1998,7.6692673736572265,0.0,2.96
04/17/1998,7.632571170204564,0.0,2.96
04/20/1998,7.644804056817696,0.0,2.96
04/21/1998,7.485790252685547,0.0,2.96
04/22/1998,7.461325245977238,0.0,2.96
04/23/1998,7.2900807287556555,0.0,2.96
04/24/1998,7.265619365536437,0.0,2.96
04/27/1998,7.143302673708796,0.0,2.96
04/28/1998,7.094374041299562,0.0,2.96
04/29/1998,7.143305161804932,0.0,2.96
04/30/1998,6.849743584274803,0.0,2.96
05/01/1998,6.531716365918816,0.0,2.96
05/04/1998,6.654034801074939,0.0,2.96
05/05/1998,6.654035267076995,0.0,2.96
05/06/1998,6.556183183302573,0.0,2.96
05/07/1998,6.678497350473198,0.0,2.96
05/08/1998,6.825282573699951,0.0,2.96
05/11/1998,6.776355494037533,0.0,2.96
05/12/1998,6.923133279929382,0.0,2.96
05/13/1998,6.849745952100309,0.0,2.96
05/14/1998,6.874208975529325,0.0,2.96
05/15/1998,6.654038581295289,0.0,2.96
05/18/1998,6.764122766202634,0.0,2.96
05/19/1998,6.77635145187378,0.0,2.96
05/20/1998,6.764120578765869,0.0,2.96
05/21/1998,6.7885816352708,0.0,2.96
05/22/1998,6.825276671137129,0.0,2.96
05/26/1998,6.849743229878188,0.0,2.96
05/27/1998,6.702962262412162,0.0,2.96
05/28/1998,6.800812165927043,0.0,2.96
05/29/1998,6.910897254943848,0.0,2.96
06/01/1998,6.898672455235531,0.0,2.96
06/02/1998,6.98429016412144,0.0,2.96
06/03/1998,6.947592284616116,0.0,2.96
06/04/1998,6.898668265084498,0.0,2.96
06/05/1998,6.7518903766978875,0.0,2.96
06/08/1998,6.702963508789968,0.0,2.96
06/09/1998,6.605106437445994,0.0,2.96
06/10/1998,6.727427397018824,0.0,2.96
06/11/1998,6.678498164314186,0.0,2.96
06/12/1998,6.6418046951293945,0.0,2.96
06/15/1998,6.629571437835693,0.0,2.96
06/16/1998,6.641803119455316,0.0,2.96
06/17/1998,6.617342868108767,0.0,2.96
06/18/1998,6.568416118621826,0.0,2.96
06/19/1998,6.543948980752895,0.0,2.96
06/22/1998,6.543950269638262,0.0,2.96
06/23/1998,6.507256405061062,0.0,2.96
06/24/1998,6.580643080270269,0.0,2.96
06/25/1998,6.65122623588649,0.74,2.96
06/26/1998,6.538704872131348,0.0,2.96
06/29/1998,6.5387034272789055,0.0,2.96
06/30/1998,6.651222437732624,0.0,2.96
07/01/1998,6.626221993390251,0.0,2.96
07/02/1998,6.588713976263089,0.0,2.96
07/06/1998,6.551206286809619,0.0,2.96
07/07/1998,6.488696658678647,0.0,2.96
07/08/1998,6.6137172333279945,0.0,2.96
07/09/1998,6.688729868399516,0.0,2.96
07/10/1998,6.651222437732624,0.0,2.96
07/13/1998,6.6262223078654365,0.0,2.96
07/14/1998,6.501195220654951,0.0,2.96
07/15/1998,6.626218374302324,0.0,2.96
07/16/1998,6.626219987428563,0.0,2.96
07/17/1998,6.776245960135585,0.0,2.96
07/20/1998,6.676226940680677,0.0,2.96
07/21/1998,6.351168662247688,0.0,2.96
07/22/1998,6.001106073826919,0.0,2.96
07/23/1998,6.07611953302757,0.0,2.96
07/24/1998,6.076119459891806,0.0,2.96
07/27/1998,6.151132012201734,0.0,2.96
07/28/1998,6.026110282311073,0.0,2.96
07/29/1998,5.863580627280449,0.0,2.96
07/30/1998,5.963595428709256,0.0,2.96
07/31/1998,5.938593433513683,0.0,2.96
08/03/1998,5.713553738064236,0.0,2.96
08/04/1998,5.638538952143687,0.0,2.96
08/05/1998,5.350986963350987,0.0,2.96
08/06/1998,5.138448505950489,0.0,2.96
08/07/1998,5.22596110763221,0.0,2.96
08/10/1998,5.7885667689303135,0.0,2.96
08/11/1998,5.826073195483233,0.0,2.96
08/12/1998,5.5010109990495755,0.0,2.96
08/13/1998,5.488512742983121,0.0,2.96
08/14/1998,5.488509716707117,0.0,2.96
08/17/1998,5.288473840133386,0.0,2.96
08/18/1998,5.45100471530718,0.0,2.96
08/19/1998,5.638539058328472,0.0,2.96
08/20/1998,5.62603759765625,0.0,2.96
08/21/1998,5.576028432435189,0.0,2.96
08/24/1998,5.5260167047877005,0.0,2.96
08/25/1998,5.613534769461305,0.0,2.96
08/26/1998,5.713550195359348,0.0,2.96
08/27/1998,5.701047762651378,0.0,2.96
08/28/1998,5.476006031036377,0.0,2.96
08/31/1998,5.526018219174079,0.0,2.96
09/01/1998,5.32597846854223,0.0,2.96
09/02/1998,5.513515280139061,0.0,2.96
09/03/1998,5.350986926193411,0.0,2.96
09/04/1998,5.526016719897405,0.0,2.96
09/08/1998,5.451002649827436,0.0,2.96
09/09/1998,5.451002918269838,0.0,2.96
09/10/1998,5.400993717184794,0.0,2.96
09/11/1998,5.363485813140869,0.0,2.96
09/14/1998,5.313476171667718,0.0,2.96
09/15/1998,5.501013317623653,0.0,2.96
09/16/1998,5.551021791691155,0.0,2.96
09/17/1998,5.526018541664618,0.0,2.96
09/18/1998,5.738557119431568,0.0,2.96
09/21/1998,5.788564261328229,0.0,2.96
09/22/1998,5.888585334942664,0.0,2.96
09/23/1998,6.2011396302951605,0.0,2.96
09/24/1998,6.4261818991767035,0.0,2.96
09/25/1998,6.373241424560547,0.74,2.96
09/28/1998,6.245263562657526,0.0,2.96
09/29/1998,6.219670133512528,0.0,2.96
09/30/1998,6.245264376363447,0.0,2.96
10/01/1998,6.322049597120777,0.0,2.96
10/02/1998,6.168477365661365,0.0,2.96
10/05/1998,6.130084638471727,0.0,2.96
10/06/1998,5.8741318432558245,0.0,2.96
10/07/1998,5.963714574567598,0.0,2.96
10/08/1998,5.49019956796971,0.0,2.96
10/09/1998,5.874129756500846,0.0,2.96
10/12/1998,5.86133353741138,0.0,2.96
10/13/1998,5.912523891524099,0.0,2.96
10/14/1998,5.810143304351192,0.0,2.96
10/15/1998,5.72055928089789,0.0,2.96
10/16/1998,5.7589508888479894,0.0,2.96
10/19/1998,5.810142700014443,0.0,2.96
10/20/1998,5.976512302414642,0.0,2.96
10/21/1998,6.142880481222401,0.0,2.96
10/22/1998,5.835738490047327,0.0,2.96
10/23/1998,5.720559015679866,0.0,2.96
10/26/1998,6.0277037650724,0.0,2.96
10/27/1998,6.066097259521484,0.0,2.96
10/28/1998,5.6309757144769765,0.0,2.96
10/29/1998,5.554189547896385,0.0,2.96
10/30/1998,5.682167679137507,0.0,2.96
11/02/1998,5.6821654708930724,0.0,2.96
11/03/1998,5.669367800913584,0.0,2.96
11/04/1998,5.733357747395833,0.0,2.96
11/05/1998,5.835736603716056,0.0,2.96
11/06/1998,5.835737532219,0.0,2.96
11/09/1998,5.78454780153814,0.0,2.96
11/10/1998,5.771750129410843,0.0,2.96
11/11/1998,5.758953094482422,0.0,2.96
11/12/1998,5.733356332673669,0.0,2.96
11/13/1998,5.758953094482422,0.0,2.96
11/16/1998,5.758951490770006,0.0,2.96
11/17/1998,5.682164802638164,0.0,2.96
11/18/1998,5.630973005948001,0.0,2.96
11/19/1998,5.643774666937228,0.0,2.96
11/20/1998,5.630975253964117,0.0,2.96
11/23/1998,5.618176706011978,0.0,2.96
11/24/1998,5.451806843563278,0.0,2.96
11/25/1998,5.400618707629996,0.0,2.96
11/27/1998,5.502998026731972,0.0,2.96
11/30/1998,5.439011415220657,0.0,2.96
12/01/1998,5.426214056955257,0.0,2.96
12/02/1998,5.451809406280518,0.0,2.96
12/03/1998,5.45181051517817,0.0,2.96
12/04/1998,5.464607080943148,0.0,2.96
12/07/1998,5.4518090891388225,0.0,2.96
12/08/1998,5.400616668095098,0.0,2.96
12/09/1998,5.413413837622692,0.0,2.96
12/10/1998,5.375023358304736,0.0,2.96
12/11/1998,5.451809406280518,0.0,2.96
12/14/1998,5.502997875213623,0.0,2.96
12/15/1998,5.464607080943148,0.0,2.96
12/16/1998,5.4902024302684085,0.0,2.96
12/17/1998,5.4902003569023625,0.0,2.96
12/18/1998,5.464605017243144,0.0,2.96
12/21/1998,5.477405869709524,0.0,2.96
12/22/1998,5.45181051517817,0.0,2.96
12/23/1998,5.4646048667819,0.0,2.96
12/24/1998,5.464605189032024,0.0,2.96
12/28/1998,5.487013291621554,0.74,2.96
12/29/1998,5.434380501146154,0.0,2.96
12/30/1998,5.3685868549346925,0.0,2.96
12/31/1998,5.263322274896162,0.0,2.96
01/04/1999,5.237005250495777,0.0,2.96
01/05/1999,5.27648363275043,0.0,2.96
01/06/1999,5.447538998891722,0.0,2.96
01/07/1999,5.552807341230676,0.0,2.96
01/08/1999,5.57912209560054,0.0,2.96
01/11/1999,5.579120957707784,0.0,2.96
01/12/1999,5.434379454316764,0.0,2.96
01/13/1999,5.289638112918496,0.0,2.96
01/14/1999,5.381746239262848,0.0,2.96
01/15/1999,5.28963802461315,0.0,2.96
01/19/1999,5.394904733561784,0.0,2.96
01/20/1999,5.565962350508745,0.0,2.96
01/21/1999,5.579120653937845,0.0,2.96
01/22/1999,5.579120653937845,0.0,2.96
01/25/1999,5.579120653937845,0.0,2.96
01/26/1999,5.605437260796042,0.0,2.96
01/27/1999,5.579120653937845,0.0,2.96
01/28/1999,5.6054388375117865,0.0,2.96
01/29/1999,5.723864143544977,0.0,2.96
02/01/1999,5.82913029615858,0.0,2.96
02/02/1999,5.894920297686974,0.0,2.96
02/03/1999,5.842285809817014,0.0,2.96
02/04/1999,5.671228973143692,0.0,2.96
02/05/1999,5.763337996270922,0.0,2.96
02/08/1999,5.684387224651099,0.0,2.96
02/09/1999,5.710703688228832,0.0,2.96
02/10/1999,5.592281715228007,0.0,2.96
02/11/1999,5.631753974613623,0.0,2.96
02/12/1999,5.618594544758729,0.0,2.96
02/16/1999,5.500168986379364,0.0,2.96
02/17/1999,5.342271238788405,0.0,2.96
02/18/1999,5.223847496627581,0.0,2.96
02/19/1999,5.3159570456737315,0.0,2.96
02/22/1999,5.289640485215246,0.0,2.96
02/23/1999,5.3422693982536416,0.0,2.96
02/24/1999,5.329114020890887,0.0,2.96
02/25/1999,5.394905552012997,0.0,2.96
02/26/1999,5.368589401245117,0.0,2.96
03/01/1999,5.394906015957103,0.0,2.96
03/02/1999,5.329112935244591,0.0,2.96
03/03/1999,5.276481108449812,0.0,2.96
03/04/1999,5.237005250495777,0.0,2.96
03/05/1999,5.26332185979475,0.0,2.96
03/08/1999,5.223846895526154,0.0,2.96
03/09/1999,5.184372901916504,0.0,2.96
03/10/1999,5.158057656570081,0.0,2.96
03/11/1999,5.158054273153089,0.0,2.96
03/12/1999,5.131739218023759,0.0,2.96
03/15/1999,5.2370056317356095,0.0,2.96
03/16/1999,5.223843804933613,0.0,2.96
03/17/1999,5.079107693621987,0.0,2.96
03/18/1999,5.039630873665136,0.0,2.96
03/19/1999,5.039630873665136,0.0,2.96
03/22/1999,5.052788257598877,0.0,2.96
03/23/1999,5.013314521831015,0.0,2.96
03/24/1999,4.82909709292977,0.0,2.96
03/25/1999,5.052789804886799,0.0,2.96
03/26/1999,5.155885747961096,0.74,2.96
03/29/1999,5.047341041246164,0.0,2.96
03/30/1999,4.830251693725586,0.0,2.96
03/31/1999,4.830248727354892,0.0,2.96
04/01/1999,4.721705913543701,0.0,2.96
04/05/1999,4.721706908995291,0.0,2.96
04/06/1999,4.341798241458721,0.0,2.96
04/07/1999,4.396070071629115,0.0,2.96
04/08/1999,4.55888671875,0.0,2.96
04/09/1999,4.586023133941913,0.0,2.96
04/12/1999,4.681002695210042,0.0,2.96
04/13/1999,4.681000619170964,0.0,2.96
04/14/1999,4.626728069214593,0.0,2.96
04/15/1999,4.558887400525681,0.0,2.96
04/16/1999,4.463910099988926,0.0,2.96
04/19/1999,4.558888975331482,0.0,2.96
04/20/1999,4.816683007057787,0.0,2.96
04/21/1999,5.047341463042468,0.0,2.96
04/22/1999,5.0202020839362484,0.0,2.96
04/23/1999,5.210154925205911,0.0,2.96
04/26/1999,5.2237252169048665,0.0,2.96
04/27/1999,5.291566739555534,0.0,2.96
04/28/1999,5.345839003273718,0.0,2.96
04/29/1999,5.4272442099488805,0.0,2.96
04/30/1999,5.454385280609132,0.0,2.96
05/03/1999,5.400112790254812,0.0,2.96
05/04/1999,5.481519313868631,0.0,2.96
05/05/1999,5.5629252910614015,0.0,2.96
05/06/1999,5.400110611187414,0.0,2.96
05/07/1999,5.508657062754911,0.0,2.96
05/10/1999,5.535792673440804,0.0,2.96
05/11/1999,5.53579385076935,0.0,2.96
05/12/1999,5.3865414597661365,0.0,2.96
05/13/1999,5.386541748046875,0.0,2.96
05/14/1999,5.21015709945836,0.0,2.96
05/17/1999,5.291567626483938,0.0,2.96
05/18/1999,5.074478030520978,0.0,2.96
05/19/1999,5.1287486999833805,0.0,2.96
05/20/1999,5.155886396876635,0.0,2.96
05/21/1999,5.427244186401367,0.0,2.96
05/24/1999,5.467951215878882,0.0,2.96
05/25/1999,5.318701936765705,0.0,2.96
05/26/1999,5.264433181684244,0.0,2.96
05/27/1999,5.264428131262877,0.0,2.96
05/28/1999,5.169451419830322,0.0,2.96
06/01/1999,5.088045545246291,0.0,2.96
06/02/1999,4.993068045312231,0.0,2.96
06/03/1999,4.938793272192789,0.0,2.96
06/04/1999,4.898089121447669,0.0,2.96
06/07/1999,4.884521867975843,0.0,2.96
06/08/1999,4.857386570659879,0.0,2.96
06/09/1999,4.925225167978005,0.0,2.96
06/10/1999,4.965931521959542,0.0,2.96
06/11/1999,4.938795566558838,0.0,2.96
06/14/1999,4.925225158807644,0.0,2.96
06/15/1999,4.911659327182141,0.0,2.96
06/16/1999,4.938795566558838,0.0,2.96
06/17/1999,4.9252274468704895,0.0,2.96
06/18/1999,4.938795566558838,0.0,2.96
06/21/1999,4.938793572046424,0.0,2.96
06/22/1999,5.074477308843978,0.0,2.96
06/23/1999,5.033770371508855,0.0,2.96
06/24/1999,5.020204325939747,0.0,2.96
