ABR,Arbor Realty Trust,
Date,Price,Dividend,Annualized Dividend
06/30/2006,8.078462864164342,0.0,2.6399999999999997
07/03/2006,8.14022966806627,0.0,2.6399999999999997
07/05/2006,8.254011854070932,0.0,2.6399999999999997
07/06/2006,8.205247081354388,0.0,2.6399999999999997
07/07/2006,8.25726118587167,0.0,2.6399999999999997
07/10/2006,8.143480012738781,0.0,2.6399999999999997
07/11/2006,8.169488176212232,0.0,2.6399999999999997
07/12/2006,8.185742961910728,0.0,2.6399999999999997
07/13/2006,8.12397703786723,0.0,2.6399999999999997
07/14/2006,8.133728248963774,0.0,2.6399999999999997
07/17/2006,8.221503034711004,0.0,2.6399999999999997
07/18/2006,8.25726176114049,0.0,2.6399999999999997
07/19/2006,8.289771525365826,0.0,2.6399999999999997
07/20/2006,8.436062448015575,0.0,2.6399999999999997
07/21/2006,8.39055235894004,0.0,2.6399999999999997
07/24/2006,8.293020187032846,0.0,2.6399999999999997
07/25/2006,8.315779716827166,0.0,2.6399999999999997
07/26/2006,8.045953003415798,0.0,2.6399999999999997
07/27/2006,8.146729965332396,0.0,2.6399999999999997
07/28/2006,8.257261321014209,0.0,2.6399999999999997
07/31/2006,8.273517896955994,0.0,2.6399999999999997
08/01/2006,8.306026710555702,0.0,2.6399999999999997
08/02/2006,8.403554182745465,0.0,2.6399999999999997
08/03/2006,8.37681412164122,0.57,3.2099999999999995
08/04/2006,8.459919013971728,0.0,3.2099999999999995
08/07/2006,8.526399083720538,0.0,3.2099999999999995
08/08/2006,8.499806668616163,0.0,3.2099999999999995
08/09/2006,8.37681200448985,0.0,3.2099999999999995
08/10/2006,8.144123905836935,0.0,3.2099999999999995
08/11/2006,8.200631896133354,0.0,3.2099999999999995
08/14/2006,8.177366977945802,0.0,3.2099999999999995
08/15/2006,8.193985586654478,0.0,3.2099999999999995
08/16/2006,8.310330741532576,0.0,3.2099999999999995
08/17/2006,8.363516986064706,0.0,2.64
08/18/2006,8.363517407653173,0.0,2.64
08/21/2006,8.230549636159639,0.0,2.64
08/22/2006,8.27708471390182,0.0,2.64
08/23/2006,8.40008005269727,0.0,2.64
08/24/2006,8.200635587913844,0.0,2.64
08/25/2006,8.316978807409614,0.0,2.64
08/28/2006,8.270440526081439,0.0,2.64
08/29/2006,8.386784496460232,0.0,2.64
08/30/2006,8.346896574082564,0.0,2.64
08/31/2006,8.390109539206323,0.0,2.64
09/01/2006,8.376813819868364,0.0,2.64
09/05/2006,8.313655942001947,0.0,2.64
09/06/2006,8.343571609108208,0.0,2.64
09/07/2006,8.293709379244044,0.0,2.64
09/08/2006,8.23387431093878,0.0,2.64
09/11/2006,8.290383637309565,0.0,2.64
09/12/2006,8.376811405790033,0.0,2.64
09/13/2006,8.51310210828338,0.0,2.64
09/14/2006,8.552993194303818,0.0,2.64
09/15/2006,8.543019649118834,0.0,2.64
09/18/2006,8.543018802946769,0.0,2.64
09/19/2006,8.559641190662761,0.0,2.64
09/20/2006,8.55631762923772,0.0,2.64
09/21/2006,8.55964178395541,0.0,2.64
09/22/2006,8.543020529128137,0.0,2.64
09/25/2006,8.552989859657572,0.0,2.64
09/26/2006,8.586231995434883,0.0,2.64
09/27/2006,8.469887329727324,0.0,2.64
09/28/2006,8.622800722323136,0.0,2.64
09/29/2006,8.5430211372136,0.0,2.64
10/02/2006,8.496480105294353,0.0,2.64
10/03/2006,8.243845267823033,0.0,2.64
10/04/2006,8.410054376621119,0.0,2.64
10/05/2006,8.622798744233,0.0,2.64
10/06/2006,8.656040897994199,0.0,2.64
10/09/2006,8.616151419162085,0.0,2.64
10/10/2006,8.80894911852733,0.0,2.64
10/11/2006,8.808950652183938,0.0,2.64
10/12/2006,8.86546264306952,0.0,2.64
10/13/2006,8.898700602574833,0.0,2.64
10/16/2006,9.008399835332964,0.0,2.64
10/17/2006,8.975156535598229,0.0,2.64
10/18/2006,8.991780038775902,0.0,2.64
10/19/2006,9.001750651183755,0.0,2.64
10/20/2006,8.975155596923333,0.0,2.64
10/23/2006,9.051609641680102,0.0,2.64
10/24/2006,9.058260666877063,0.0,2.64
10/25/2006,9.104797422291092,0.0,2.64
10/26/2006,9.30756811742153,0.0,2.64
10/27/2006,9.267678551315731,0.0,2.64
10/30/2006,9.241086784724168,0.0,2.64
10/31/2006,9.357430744154339,0.0,1.9899999999999998
11/01/2006,9.257709900392818,0.0,1.9899999999999998
11/02/2006,9.31421897358697,0.0,1.9899999999999998
11/03/2006,9.457155447808242,0.0,1.9899999999999998
11/06/2006,9.350712462794057,0.58,2.57
11/07/2006,9.286224896248894,0.0,2.57
11/08/2006,9.432173959155293,0.0,2.57
11/09/2006,9.472903694244502,0.0,2.57
11/10/2006,9.306590431086533,0.0,2.57
11/13/2006,9.503446357397245,0.0,2.57
11/14/2006,9.662969725805729,0.0,2.57
11/15/2006,9.707093160301072,0.0,2.57
11/16/2006,9.713881473372124,0.0,2.57
11/17/2006,9.741033208845494,0.0,2.57
11/20/2006,9.737639989051921,0.0,2.57
11/21/2006,9.673151077824285,0.0,2.57
11/22/2006,9.625637475220744,0.0,2.57
11/24/2006,9.520417855524531,0.0,2.57
11/27/2006,9.734245704342298,0.0,2.57
11/28/2006,9.588302612304688,0.0,2.57
11/29/2006,9.656181401836006,0.0,2.57
11/30/2006,9.564542226773154,0.0,2.57
12/01/2006,9.557752030720215,0.0,2.57
12/04/2006,9.622237581635305,0.0,2.57
12/05/2006,9.876794968527346,0.0,2.57
12/06/2006,9.808919179134426,0.0,2.57
12/07/2006,9.734243655293037,0.0,2.57
12/08/2006,9.734247247396322,0.0,2.57
12/11/2006,9.74442872726599,0.0,2.57
12/12/2006,9.805518911967907,0.0,2.57
12/13/2006,9.900555548493728,0.0,2.57
12/14/2006,9.734246452852556,0.0,2.57
12/15/2006,9.795338319599926,0.0,2.57
12/18/2006,9.476294990461122,0.0,2.57
12/19/2006,9.737640426620297,0.0,2.57
12/20/2006,9.941287200164863,0.0,2.57
12/21/2006,9.961650087197377,0.0,2.57
12/22/2006,9.842857945316783,0.0,2.57
12/26/2006,9.819098119009238,0.0,2.57
12/27/2006,10.039712663112637,0.0,2.57
12/28/2006,10.100807736322748,0.0,2.57
12/29/2006,10.182263673547109,0.0,2.57
01/03/2007,10.284088423384418,0.0,2.57
01/04/2007,10.18226393244233,0.0,2.57
01/05/2007,10.199236837073217,0.0,2.57
01/08/2007,10.032925861180898,0.0,2.57
01/09/2007,10.189051288301581,0.0,2.57
01/10/2007,10.097413570043253,0.0,2.57
01/11/2007,10.209418919417658,0.0,2.57
01/12/2007,10.368940564509378,0.0,2.57
01/16/2007,10.321421739788347,0.0,2.57
01/17/2007,10.250149134631435,0.0,2.57
01/18/2007,10.365547377928388,0.0,2.57
01/19/2007,10.314635204923453,0.0,2.57
01/22/2007,10.545433469196674,0.0,2.57
01/23/2007,10.535248324200609,0.0,2.57
01/24/2007,10.667621537189031,0.0,2.57
01/25/2007,10.660833204006666,0.0,1.87
01/26/2007,10.589554825476641,0.0,1.87
01/29/2007,10.62010671574542,0.0,1.87
01/30/2007,10.701563781300356,0.0,1.87
01/31/2007,10.810171539806394,0.0,1.87
02/01/2007,10.79594583759074,0.6,2.47
02/02/2007,11.031165406626437,0.0,2.47
02/05/2007,10.948145402117648,0.0,2.47
02/06/2007,10.972361242953344,0.0,2.47
02/07/2007,11.311355038901581,0.0,2.47
02/08/2007,11.325191483324886,0.0,2.47
02/09/2007,11.242171251183224,0.0,2.47
02/12/2007,11.311353697367792,0.0,2.47
02/13/2007,11.245630304118643,0.0,2.47
02/14/2007,11.380539953657713,0.0,2.47
02/15/2007,11.242174095705925,0.0,2.47
02/16/2007,11.453180658468764,0.0,2.47
02/20/2007,11.761040651244961,0.0,2.47
02/21/2007,11.802550893829144,0.0,2.47
02/22/2007,11.56387324597001,0.0,2.47
02/23/2007,11.560407628557783,0.0,2.47
02/26/2007,11.415129203766346,0.0,2.47
02/27/2007,10.809779167175293,0.0,2.47
02/28/2007,10.674874316830444,0.0,2.47
03/01/2007,10.56418272168151,0.0,2.47
03/02/2007,10.809781414894829,0.0,2.47
03/05/2007,10.031477548492058,0.0,2.47
03/06/2007,9.927703546462856,0.0,2.47
03/07/2007,10.152546380781164,0.0,2.47
03/08/2007,10.294370623558608,0.0,2.47
03/09/2007,10.488082455055673,0.0,2.47
03/12/2007,10.43965478669523,0.0,2.47
03/13/2007,10.429278249754162,0.0,2.47
03/14/2007,9.989968571769001,0.0,2.47
03/15/2007,9.99342445938575,0.0,2.47
03/16/2007,10.242485008002358,0.0,2.47
03/19/2007,10.328964953786913,0.0,2.47
03/20/2007,10.463868165250313,0.0,2.47
03/21/2007,10.49845696793201,0.0,2.47
03/22/2007,10.56072564390781,0.0,2.47
03/23/2007,10.567639154181267,0.0,2.47
03/26/2007,10.574562327160377,0.0,2.47
03/27/2007,10.584936601245909,0.0,2.47
03/28/2007,10.44657253845301,0.0,2.47
03/29/2007,10.346257185463301,0.0,2.47
03/30/2007,10.418901396845941,0.0,2.47
04/02/2007,10.522674570079667,0.0,2.47
04/03/2007,10.53305250055236,0.0,2.47
04/04/2007,10.325504513672918,0.0,2.47
04/05/2007,10.332418435646586,0.0,2.47
04/09/2007,10.356632013029555,0.0,2.47
04/10/2007,10.467326162883111,0.0,2.47
04/11/2007,10.65066363918759,0.0,2.47
04/12/2007,10.48116421297462,0.0,2.47
04/13/2007,10.571101397155195,0.0,2.47
04/16/2007,10.785565856146492,0.0,2.47
04/17/2007,10.923936119490431,0.0,2.47
04/18/2007,10.986197483806228,0.0,2.47
04/19/2007,10.833996049921089,0.0,2.47
04/20/2007,11.06921699237414,0.0,2.47
04/23/2007,10.948143688812785,0.0,2.47
04/24/2007,11.08305480020418,0.0,2.47
04/25/2007,10.986197477677706,0.0,2.47
04/26/2007,10.913556320516077,0.0,2.47
04/27/2007,10.97236013572254,0.0,2.47
04/30/2007,10.941226798594979,0.0,2.47
05/01/2007,10.737138475214925,0.0,2.47
05/02/2007,10.678338473556877,0.0,2.47
05/03/2007,10.719847233379376,0.0,1.75
05/04/2007,10.598774894635824,0.0,1.75
05/07/2007,10.67141749069297,0.0,1.75
05/08/2007,10.463865527569226,0.0,1.75
05/09/2007,10.194055553730404,0.0,1.75
05/10/2007,10.349716455601877,0.0,1.75
05/11/2007,10.283993715563495,0.0,1.75
05/14/2007,10.413372911262716,0.62,2.37
05/15/2007,10.208495080696217,0.0,2.37
05/16/2007,9.841130023402316,0.0,2.37
05/17/2007,10.049542590129914,0.0,2.37
05/18/2007,9.798744247471289,0.0,2.37
05/21/2007,9.643317304729432,0.0,2.37
05/22/2007,9.96123360194046,0.0,2.37
05/23/2007,10.081331898088877,0.0,2.37
05/24/2007,10.053071286074712,0.0,2.37
05/25/2007,9.89058254129748,0.0,2.37
05/29/2007,9.950633610398944,0.0,2.37
05/30/2007,9.922375365284013,0.0,2.37
05/31/2007,10.29680434661701,0.0,2.37
06/01/2007,10.049540122471853,0.0,2.37
06/04/2007,10.187304117320306,0.0,2.37
06/05/2007,10.190833526673156,0.0,2.37
06/06/2007,10.007152518988377,0.0,2.37
06/07/2007,9.766953025960166,0.0,2.37
06/08/2007,9.721031176563276,0.0,2.37
06/11/2007,9.770482453482684,0.0,2.37
06/12/2007,9.685704720601667,0.0,2.37
06/13/2007,9.607996478851476,0.0,2.37
06/14/2007,9.625656518847618,0.0,2.37
06/15/2007,9.749291071142142,0.0,2.37
06/18/2007,9.770485458766142,0.0,2.37
06/19/2007,9.713968251879166,0.0,2.37
06/20/2007,9.788145338629072,0.0,2.37
06/21/2007,9.39605376507732,0.0,2.37
06/22/2007,9.134661820274745,0.0,2.37
06/25/2007,9.173515674743367,0.0,2.37
06/26/2007,9.109934023322797,0.0,2.37
06/27/2007,9.085207894146665,0.0,2.37
06/28/2007,9.261826445946644,0.0,2.37
06/29/2007,9.321876974647916,0.0,2.37
07/02/2007,9.131128915606656,0.0,2.37
07/03/2007,9.30421496522405,0.0,2.37
07/05/2007,9.26888655523121,0.0,2.37
07/06/2007,9.297149158804777,0.0,2.37
07/09/2007,9.208841229768716,0.0,2.37
07/10/2007,9.141722461629339,0.0,2.37
07/11/2007,8.901526912825014,0.0,2.37
07/12/2007,8.90152327238463,0.0,2.37
07/13/2007,8.940378598326753,0.0,2.37
07/16/2007,8.908594107255322,0.0,2.37
07/17/2007,8.897994018602356,0.0,2.37
07/18/2007,8.823812529017571,0.0,2.37
07/19/2007,8.841476061617614,0.0,2.37
07/20/2007,8.802619806358713,0.0,2.37
07/23/2007,8.618938820408761,0.0,2.37
07/24/2007,8.406997683964915,0.0,2.37
07/25/2007,8.230378388098918,0.0,2.37
07/26/2007,7.983116674182338,0.0,2.37
07/27/2007,7.788836853318353,0.0,2.37
07/30/2007,7.707590950841439,0.0,2.37
07/31/2007,7.506249977063529,0.0,2.37
08/01/2007,6.799776925438531,0.0,2.37
08/02/2007,6.541914696118442,0.0,2.37
08/03/2007,7.184802346633775,0.0,2.37
08/06/2007,6.824504261718161,0.0,2.37
08/07/2007,6.757388490338716,0.0,2.37
08/08/2007,6.79977701380859,0.0,2.37
08/09/2007,6.711467668796106,0.0,1.7999999999999998
08/10/2007,6.806843899496588,0.0,1.7999999999999998
08/13/2007,6.707005764012774,0.62,2.42
08/14/2007,6.670454165779433,0.0,2.42
08/15/2007,5.771312956718021,0.0,2.42
08/16/2007,5.9759973310187275,0.0,2.42
08/17/2007,6.995751871896849,0.0,2.42
08/20/2007,6.948238317382669,0.0,2.42
08/21/2007,7.03596076965332,0.0,2.42
08/22/2007,6.940930554297678,0.0,2.42
08/23/2007,7.408773741430292,0.0,2.42
08/24/2007,7.302776665673315,0.0,2.42
08/27/2007,7.127333503539072,0.0,2.42
08/28/2007,7.087132217725476,0.0,2.42
08/29/2007,6.853210351591973,0.0,2.42
08/30/2007,6.838586186062347,0.0,2.42
08/31/2007,7.152921282686804,0.0,2.42
09/04/2007,7.350295601490466,0.0,2.42
09/05/2007,7.441671478137209,0.0,2.42
09/06/2007,7.182160072930601,0.0,2.42
09/07/2007,6.948239027100303,0.0,2.42
09/10/2007,6.849554739684732,0.0,2.42
09/11/2007,6.655835801234934,0.0,2.42
09/12/2007,6.802035910218379,0.0,2.42
09/13/2007,6.900721868341993,0.0,2.42
09/14/2007,6.87513728821916,0.0,2.42
09/17/2007,7.291811651709719,0.0,2.42
09/18/2007,7.196780968708735,0.0,2.42
09/19/2007,7.613456157834975,0.0,2.42
09/20/2007,7.8327589412939815,0.0,2.42
09/21/2007,7.507460382827958,0.0,2.42
09/24/2007,7.328363712754946,0.0,2.42
09/25/2007,7.127337096237028,0.0,2.42
09/26/2007,7.123681929848158,0.0,2.42
09/27/2007,7.105407381855352,0.0,2.42
09/28/2007,7.178508222156995,0.0,2.42
10/01/2007,6.973823599859072,0.0,2.42
10/02/2007,7.379535009350374,0.0,2.42
10/03/2007,7.540353556782563,0.0,2.42
10/04/2007,7.620765966125093,0.0,2.42
10/05/2007,7.668281812688011,0.0,2.42
10/08/2007,7.474565063667,0.0,2.42
10/09/2007,7.328361236271111,0.0,2.42
10/10/2007,7.273537082380492,0.0,2.42
10/11/2007,7.34664078307798,0.0,2.42
10/12/2007,7.222366637479184,0.0,2.42
10/15/2007,6.99575609032976,0.0,2.42
10/16/2007,6.787415522302901,0.0,2.42
10/17/2007,6.816657555035286,0.0,2.42
10/18/2007,6.6960420209800615,0.0,2.42
10/19/2007,6.615629879747461,0.0,2.42
10/22/2007,6.568114815556328,0.0,2.42
10/23/2007,6.908032082534748,0.0,2.42
10/24/2007,6.7910715710966825,0.0,2.42
10/25/2007,6.707005991172592,0.0,2.42
10/26/2007,6.871480958147057,0.0,2.42
10/29/2007,6.875138614003663,0.0,2.42
10/30/2007,6.853207974169109,0.0,2.42
10/31/2007,6.71066260751257,0.0,2.42
11/01/2007,6.805693420467448,0.0,2.42
11/02/2007,6.688728619372407,0.0,2.42
11/05/2007,5.972341502618328,0.0,2.42
11/06/2007,6.103925252312525,0.0,2.42
11/07/2007,6.487701543843313,0.0,2.42
11/08/2007,6.187987866444667,0.0,2.42
11/09/2007,6.341501973232805,0.0,2.42
11/12/2007,6.601009871714274,0.0,1.8399999999999999
11/13/2007,7.032159279309603,0.62,2.46
11/14/2007,7.009475786890983,0.0,2.46
11/15/2007,6.69567357489954,0.0,2.46
11/16/2007,6.672988552885498,0.0,2.46
11/19/2007,6.627620664424523,0.0,2.46
11/20/2007,6.6351802411986815,0.0,2.46
11/21/2007,6.2684504025938335,0.0,2.46
11/23/2007,6.245766775269425,0.0,2.46
11/26/2007,6.58225171284502,0.0,2.46
11/27/2007,6.393214914880026,0.0,2.46
11/28/2007,6.321380244320068,0.0,2.46
11/29/2007,6.294916121789156,0.0,2.46
11/30/2007,6.65786857211717,0.0,2.46
12/03/2007,6.44614644051621,0.0,2.46
12/04/2007,6.510419054639346,0.0,2.46
12/05/2007,6.472610882523456,0.0,2.46
12/06/2007,6.555787007928064,0.0,2.46
12/07/2007,6.733480561359586,0.0,2.46
12/10/2007,6.839340015564839,0.0,2.46
12/11/2007,7.206070235554378,0.0,2.46
12/12/2007,6.850685086154503,0.0,2.46
12/13/2007,6.737261180883503,0.0,2.46
12/14/2007,6.752386188486621,0.0,2.46
12/17/2007,6.608716243804642,0.0,2.46
12/18/2007,6.3138206449280805,0.0,2.46
12/19/2007,6.42724140761424,0.0,2.46
12/20/2007,6.457488206922048,0.0,2.46
12/21/2007,6.517980688191196,0.0,2.46
12/24/2007,6.525541887137051,0.0,2.46
12/26/2007,6.695672502035462,0.0,2.46
12/27/2007,6.680550205167094,0.0,2.46
12/28/2007,6.52176181462637,0.0,2.46
12/31/2007,6.19661688263446,0.0,2.46
01/02/2008,6.132344320828102,0.0,2.46
01/03/2008,6.17771300420361,0.0,2.46
01/04/2008,6.030264306785611,0.0,2.46
01/07/2008,6.052949496448829,0.0,2.46
01/08/2008,5.981113195342997,0.0,2.46
01/09/2008,5.580357586937344,0.0,2.46
01/10/2008,5.448032204877855,0.0,2.46
01/11/2008,5.633287901661369,0.0,2.46
01/14/2008,5.788298342054612,0.0,2.46
01/15/2008,6.015142398462399,0.0,2.46
01/16/2008,5.988676431300867,0.0,2.46
01/17/2008,6.083194405017292,0.0,2.46
01/18/2008,5.935746373484409,0.0,2.46
01/22/2008,5.345953149261125,0.0,2.46
01/23/2008,5.466935839404022,0.0,2.46
01/24/2008,6.389433842096812,0.0,2.46
01/25/2008,6.412118020564641,0.0,2.46
01/28/2008,6.604936560672174,0.0,2.46
01/29/2008,6.805315254807035,0.0,2.46
01/30/2008,6.604935762773587,0.0,2.46
01/31/2008,6.5217622218108335,0.0,2.46
02/01/2008,6.748604980254529,0.0,2.46
02/04/2008,7.092651908266273,0.0,2.46
02/05/2008,6.903614098934364,0.0,2.46
02/06/2008,6.873367067814188,0.0,2.46
02/07/2008,6.631401826127561,0.0,1.8599999999999999
02/08/2008,6.767509699668138,0.0,1.8599999999999999
02/11/2008,6.563348929405653,0.0,1.8599999999999999
02/12/2008,6.521760465782396,0.0,1.8599999999999999
02/13/2008,6.460309777420965,0.62,2.48
02/14/2008,6.468150530832302,0.0,2.48
02/15/2008,6.146703696894137,0.0,2.48
02/19/2008,6.264305570103952,0.0,2.48
02/20/2008,6.21334547602288,0.0,2.48
02/21/2008,6.393665860065552,0.0,2.48
02/22/2008,6.256466273209206,0.0,2.48
02/25/2008,6.346629269367146,0.0,2.48
02/26/2008,6.503432362647981,0.0,2.48
02/27/2008,6.460311113540591,0.0,2.48
02/28/2008,6.546552814128643,0.0,2.48
02/29/2008,6.272146624817286,0.0,2.48
03/03/2008,6.272146300348703,0.0,2.48
03/04/2008,6.213345786046317,0.0,2.48
03/05/2008,5.860536062298201,0.0,2.48
03/06/2008,5.586131064915432,0.0,2.48
03/07/2008,5.429325443287543,0.0,2.48
03/10/2008,5.409726492588883,0.0,2.48
03/11/2008,5.684133570067923,0.0,2.48
03/12/2008,5.707653763211959,0.0,2.48
03/13/2008,5.821336769789472,0.0,2.48
03/14/2008,5.899737563695163,0.0,2.48
03/17/2008,5.727254975178671,0.0,2.48
03/18/2008,5.727253773697864,0.0,2.48
03/19/2008,5.978138804970306,0.0,2.48
03/20/2008,6.370149305792251,0.0,2.48
03/24/2008,6.64455421345082,0.0,2.48
03/25/2008,6.546553696013506,0.0,2.48
03/26/2008,6.350549326960166,0.0,2.48
03/27/2008,6.0996623039245605,0.0,2.48
03/28/2008,6.072222360668697,0.0,2.48
03/31/2008,5.938938591177701,0.0,2.48
04/01/2008,6.076142510009199,0.0,2.48
04/02/2008,6.146704034511056,0.0,2.48
04/03/2008,6.370148019475306,0.0,2.48
04/04/2008,6.440710338834163,0.0,2.48
04/07/2008,6.56615324525331,0.0,2.48
04/08/2008,6.722957032846823,0.0,2.48
04/09/2008,6.997362236355734,0.0,2.48
04/10/2008,6.550473511157938,0.0,2.48
04/11/2008,6.660234028584428,0.0,2.48
04/14/2008,6.213344027070335,0.0,2.48
04/15/2008,6.389748795972384,0.0,2.48
04/16/2008,6.542633199325462,0.0,2.48
04/17/2008,6.738638002413855,0.0,2.48
04/18/2008,6.8209591406745815,0.0,2.48
04/21/2008,6.726877457861957,0.0,2.48
04/22/2008,6.719037561468909,0.0,2.48
04/23/2008,6.566153149644349,0.0,2.48
04/24/2008,6.734716405352953,0.0,2.48
04/25/2008,6.860162035121073,0.0,2.48
04/28/2008,6.762156712375276,0.0,2.48
04/29/2008,6.844480067824346,0.0,2.48
04/30/2008,7.0444055133308074,0.0,2.48
05/01/2008,6.820957388520193,0.0,2.48
05/02/2008,7.048322895318334,0.0,2.48
05/05/2008,6.766078199078876,0.0,2.48
05/06/2008,6.585755598556499,0.0,2.48
05/07/2008,6.538712690518885,0.0,2.48
05/08/2008,6.487750923188043,0.0,2.48
05/09/2008,6.468147807400536,0.0,2.48
05/12/2008,6.660236651773818,0.0,2.48
05/13/2008,6.826923205836878,0.62,2.48
05/14/2008,6.749667978422735,0.0,2.48
05/15/2008,6.505703306779252,0.0,2.48
05/16/2008,6.53010002556186,0.0,2.48
05/19/2008,6.302400112152099,0.0,2.48
05/20/2008,6.237344672159052,0.0,2.48
05/21/2008,6.3024009207716,0.0,2.48
05/22/2008,6.1153623859910775,0.0,2.48
05/23/2008,5.895793942378803,0.0,2.48
05/27/2008,5.956783732024411,0.0,2.48
05/28/2008,5.80227456742164,0.0,2.48
05/29/2008,5.696556175278596,0.0,2.48
05/30/2008,5.68436066237023,0.0,2.48
06/02/2008,5.761615133189537,0.0,2.48
06/03/2008,5.741285136783627,0.0,2.48
06/04/2008,5.672159725693714,0.0,2.48
06/05/2008,5.631500348266374,0.0,2.48
06/06/2008,5.692491299895653,0.0,2.48
06/09/2008,5.6640281434617155,0.0,2.48
06/10/2008,5.444459850863892,0.0,2.48
06/11/2008,5.151706020714799,0.0,2.48
06/12/2008,4.509265252396529,0.0,2.48
06/13/2008,4.964663635932922,0.0,2.48
06/16/2008,4.842684197696774,0.0,2.48
06/17/2008,4.940269800228815,0.0,2.48
06/18/2008,4.879277551349346,0.0,2.48
06/19/2008,4.529596282673454,0.0,2.48
06/20/2008,4.318160393520684,0.0,2.48
06/23/2008,4.208376851265697,0.0,2.48
06/24/2008,4.066064437876875,0.0,2.48
06/25/2008,4.005074040682001,0.0,2.48
06/26/2008,3.996941641272659,0.0,2.48
06/27/2008,3.907487772726735,0.0,2.48
06/30/2008,4.029470104909314,0.0,2.48
07/01/2008,3.659458778222732,0.0,2.48
07/02/2008,3.671656762568763,0.0,2.48
07/03/2008,3.4561549272154544,0.0,2.48
07/07/2008,3.2528527676990286,0.0,2.48
07/08/2008,3.3301071582733774,0.0,2.48
07/09/2008,3.8586953275971942,0.0,2.48
07/10/2008,3.8099031490327753,0.0,2.48
07/11/2008,3.309777463977977,0.0,2.48
07/14/2008,3.496816229579547,0.0,2.48
07/15/2008,3.2975781529606154,0.0,2.48
07/16/2008,3.37889987605298,0.0,2.48
07/17/2008,3.504947726304694,0.0,2.48
07/18/2008,3.964413694527214,0.0,2.48
07/21/2008,3.858695911058819,0.0,2.48
07/22/2008,4.106726755368484,0.0,2.48
07/23/2008,4.493001548645531,0.0,2.48
07/24/2008,4.452341583768705,0.0,2.48
07/25/2008,4.204310967826123,0.0,2.48
07/28/2008,4.346623571733637,0.0,2.48
07/29/2008,4.590586644267946,0.0,2.48
07/30/2008,4.936204615909474,0.0,2.48
07/31/2008,4.497069317140455,0.0,2.48
08/01/2008,4.440142464414485,0.0,2.48
08/04/2008,4.46047361507983,0.0,2.48
08/05/2008,4.305962930885395,0.0,2.48
08/06/2008,4.517397827571582,0.0,2.48
08/07/2008,4.497068052184185,0.0,2.48
08/08/2008,4.6271824243523705,0.0,2.48
08/11/2008,4.472671391542907,0.0,2.48
08/12/2008,4.765429043231558,0.0,2.48
08/13/2008,4.785755950655686,0.62,2.48
08/14/2008,4.6398253016034445,0.0,2.48
08/15/2008,4.622656006752362,0.0,2.48
08/18/2008,4.3136221136577495,0.0,2.48
08/19/2008,4.50247591115807,0.0,2.48
08/20/2008,4.335082175450011,0.0,2.48
08/21/2008,4.395171329598953,0.0,2.48
08/22/2008,4.167687725629722,0.0,2.48
08/25/2008,4.197732029328365,0.0,2.48
08/26/2008,3.79426919347137,0.0,2.48
08/27/2008,3.755640726265953,0.0,2.48
08/28/2008,3.7127179309516656,0.0,2.48
08/29/2008,3.7213040729806064,0.0,2.48
09/02/2008,3.961662854082639,0.0,2.48
09/03/2008,3.862944635521311,0.0,2.48
09/04/2008,4.034630314890561,0.0,2.48
09/05/2008,3.8672361646917675,0.0,2.48
09/08/2008,4.232069836740803,0.0,2.48
09/09/2008,4.090428307465823,0.0,2.48
09/10/2008,3.8286063142604725,0.0,2.48
09/11/2008,3.84148247666822,0.0,2.48
09/12/2008,3.6311676822576255,0.0,2.48
09/15/2008,3.532447797059087,0.0,2.48
09/16/2008,3.4637734615611486,0.0,2.48
09/17/2008,3.4337274043000603,0.0,2.48
09/18/2008,3.2491644876025036,0.0,2.48
09/19/2008,4.382295105106228,0.0,2.48
09/22/2008,4.532520883900003,0.0,2.48
09/23/2008,4.034630722958983,0.0,2.48
09/24/2008,4.0346318282630085,0.0,2.48
09/25/2008,4.184856767454968,0.0,2.48
09/26/2008,4.05609084956578,0.0,2.48
09/29/2008,4.352249428665094,0.0,2.48
09/30/2008,4.4338022677065965,0.0,2.48
10/01/2008,4.202023299082592,0.0,2.48
10/02/2008,4.236361936344911,0.0,2.48
10/03/2008,4.1247657107038425,0.0,2.48
10/06/2008,3.944494593088532,0.0,2.48
10/07/2008,3.717011380576608,0.0,2.48
10/08/2008,2.789903596302798,0.0,2.48
10/09/2008,2.871455316667812,0.0,2.48
10/10/2008,1.970100979222133,0.0,2.48
10/13/2008,3.210536383740929,0.0,2.48
10/14/2008,2.7383982532512823,0.0,2.48
10/15/2008,2.3778566603718874,0.0,2.48
10/16/2008,2.0902822503846306,0.0,2.48
10/17/2008,2.356395120066168,0.0,2.48
10/20/2008,2.4937450042769482,0.0,2.48
10/21/2008,2.2319231448630292,0.0,2.48
10/22/2008,2.0902821407795558,0.0,2.48
10/23/2008,2.04306773065057,0.0,2.48
10/24/2008,1.7640773784894537,0.0,2.48
10/27/2008,1.8241683913309763,0.0,2.48
10/28/2008,1.6739421062942086,0.0,2.48
10/29/2008,1.729740378382023,0.0,2.48
10/30/2008,1.5065485104799259,0.0,2.48
10/31/2008,1.4679189981105925,0.0,2.48
11/03/2008,1.7254481478809862,0.0,2.48
11/04/2008,2.0945746369111995,0.0,2.48
11/05/2008,2.167541294719756,0.0,2.48
11/06/2008,2.1203271718977845,0.0,2.48
11/07/2008,1.8885505199432373,0.0,2.48
