VYM,Vanguard High Dividend Yield ET,
Date,Price,Annualized Dividend
05/02/2007,35.10919189453125,0.443
05/03/2007,35.22599682802488,0.443
05/03/2007,35.284393310546875,0.443
05/04/2007,35.34925842285156,0.443
05/04/2007,35.34925842285156,0.443
05/07/2007,35.485524636579676,0.443
05/07/2007,35.44010543823242,0.443
05/08/2007,35.342777246942305,0.443
05/08/2007,35.394683837890625,0.443
05/09/2007,35.40118015954676,0.443
05/09/2007,35.5504150390625,0.443
05/10/2007,35.388198356068685,0.443
05/10/2007,35.11568069458008,0.443
05/11/2007,35.148118334519296,0.443
05/11/2007,35.29735565185547,0.443
05/14/2007,35.44010486071923,0.443
05/14/2007,35.264915466308594,0.443
05/15/2007,35.336286709569485,0.443
05/15/2007,35.36872863769531,0.443
05/16/2007,35.563386669597676,0.443
05/16/2007,35.680179595947266,0.443
05/17/2007,35.660709715364824,0.443
05/17/2007,35.67368698120117,0.443
05/18/2007,35.75154248854654,0.443
05/18/2007,35.8553581237793,0.443
05/21/2007,35.90726717897567,0.443
05/21/2007,35.8553581237793,0.443
05/22/2007,35.83590068776024,0.443
05/22/2007,35.88780975341797,0.443
05/23/2007,35.88133000480224,0.443
05/23/2007,35.83591079711914,0.443
05/24/2007,35.80346702436887,0.443
05/24/2007,35.50499725341797,0.443
05/25/2007,35.59582626583578,0.443
05/25/2007,35.58933639526367,0.443
05/29/2007,35.69964566334119,0.443
05/29/2007,35.686668395996094,0.443
05/30/2007,35.58286259130894,0.443
05/30/2007,35.88133239746094,0.443
05/31/2007,35.991627485477906,0.443
05/31/2007,35.92025375366211,0.443
06/01/2007,36.00461238111179,0.443
06/01/2007,35.97216796875,0.443
06/04/2007,35.939710057803886,0.443
06/04/2007,36.04352569580078,0.443
06/05/2007,35.93323110117821,0.443
06/05/2007,35.82292556762695,0.443
06/06/2007,35.62827617725311,0.443
06/06/2007,35.5504150390625,0.443
06/07/2007,35.453090397309325,0.443
06/07/2007,34.92752456665039,0.443
06/08/2007,34.8042324798165,0.443
06/08/2007,35.42063903808594,0.443
06/11/2007,35.30384271122774,0.443
06/11/2007,35.33628463745117,0.443
06/12/2007,35.27140443530165,0.443
06/12/2007,34.97293472290039,0.443
06/13/2007,35.11568464369118,0.443
06/13/2007,35.37522506713867,0.443
06/14/2007,35.576360199028436,0.443
06/14/2007,35.6347541809082,0.443
06/15/2007,35.90079365777509,0.443
06/15/2007,35.84888458251953,0.443
06/18/2007,35.90078917872117,0.443
06/18/2007,35.771018981933594,0.443
06/19/2007,35.699651430249425,0.443
06/19/2007,35.868350982666016,0.443
06/20/2007,35.92026460973716,0.443
06/20/2007,35.43362808227539,0.443
06/21/2007,35.20651232925298,0.443
06/21/2007,35.45307540893555,0.443
06/22/2007,35.35575961124576,0.443
06/22/2007,35.03782272338867,0.443
06/25/2007,35.0874022770171,0.739
06/25/2007,34.95039367675781,0.739
06/26/2007,35.07434962776562,0.739
06/26/2007,34.904720306396484,0.739
06/27/2007,34.81338649869495,0.739
06/27/2007,35.23093795776367,0.739
06/28/2007,35.23093924054382,0.739
06/28/2007,35.296180725097656,0.739
06/29/2007,35.46582147644923,0.739
06/29/2007,35.17875289916992,0.739
07/02/2007,35.387517363727895,0.739
07/02/2007,35.544097900390625,0.739
07/03/2007,35.622393258596944,0.739
07/03/2007,35.56367492675781,0.739
07/05/2007,35.726791393500385,0.739
07/05/2007,35.628929138183594,0.739
07/06/2007,35.52453237263746,0.739
07/06/2007,35.60934829711914,0.739
07/09/2007,35.72026190330756,0.739
07/09/2007,35.73331069946289,0.739
07/10/2007,35.47233572186319,0.739
07/10/2007,35.243988037109375,0.739
07/11/2007,35.30270898647884,0.739
07/11/2007,35.40709686279297,0.739
07/12/2007,35.668069380993906,0.739
07/12/2007,36.11824417114258,0.739
07/13/2007,36.17694736649618,0.739
07/13/2007,36.29438400268555,0.739
07/16/2007,36.28787489157157,0.739
07/16/2007,36.26177978515625,0.739
07/17/2007,36.30744798454241,0.739
07/17/2007,36.17043685913086,0.739
07/18/2007,36.13127507432379,0.739
07/18/2007,36.052982330322266,0.739
07/19/2007,36.20957820466197,0.739
07/19/2007,36.190006256103516,0.739
07/20/2007,36.11171579747216,0.739
07/20/2007,35.69416427612305,0.739
07/23/2007,35.935569718152415,0.739
07/23/2007,35.94861602783203,0.739
07/24/2007,35.668066510982136,0.739
07/24/2007,35.19832229614258,0.739
07/25/2007,35.4658125689287,0.739
07/25/2007,35.243988037109375,0.739
07/26/2007,34.96996154663989,0.739
07/26/2007,34.598079681396484,0.739
07/27/2007,34.3827868838312,0.739
07/27/2007,34.09571838378906,0.739
07/30/2007,33.89346842895215,0.739
07/30/2007,34.31101989746094,0.739
07/31/2007,34.56546368203381,0.739
07/31/2007,33.991329193115234,0.739
08/01/2007,34.01741814232362,0.739
08/01/2007,34.27838897705078,0.739
08/02/2007,34.25230793526434,0.739
08/02/2007,34.43498611450195,0.739
08/03/2007,34.448021575000425,0.739
08/03/2007,33.57377243041992,0.739
08/06/2007,33.63902193870274,0.739
08/06/2007,34.33711624145508,0.739
08/07/2007,34.25230429206096,0.739
08/07/2007,34.74162292480469,0.739
08/08/2007,35.11350889229609,0.739
08/08/2007,35.18527603149414,0.739
08/09/2007,34.669854276216746,0.739
08/09/2007,34.239253997802734,0.739
08/10/2007,33.83475005878539,0.739
08/10/2007,34.271873474121094,0.739
08/13/2007,34.421929437603424,0.739
08/13/2007,33.991329193115234,0.739
08/14/2007,34.0435138612017,0.739
08/14/2007,33.5998649597168,0.739
08/15/2007,33.599874945247876,0.739
08/15/2007,33.27366256713867,0.739
08/16/2007,33.08446401815263,0.739
08/16/2007,33.6390266418457,0.739
08/17/2007,34.539374055471505,0.739
08/17/2007,34.46760940551758,0.739
08/20/2007,34.27840173682871,0.739
08/20/2007,34.382789611816406,0.739
08/21/2007,34.31754180602635,0.739
08/21/2007,34.33711624145508,0.739
08/22/2007,34.643758171316065,0.739
08/22/2007,34.65028381347656,0.739
08/23/2007,34.78728223660975,0.739
08/23/2007,34.66332244873047,0.739
08/24/2007,34.70900983081644,0.739
08/24/2007,34.96997833251953,0.739
08/27/2007,34.780775659120486,0.739
08/27/2007,34.68291091918945,0.739
08/28/2007,34.40888958741847,0.739
08/28/2007,33.91957092285156,0.739
08/29/2007,34.08919421567596,0.739
08/29/2007,34.51979446411133,0.739
08/30/2007,34.35667802738741,0.739
08/30/2007,34.350154876708984,0.739
08/31/2007,34.689434044097396,0.739
08/31/2007,34.64376449584961,0.739
09/04/2007,34.637213736333834,0.739
09/04/2007,34.98299789428711,0.739
09/05/2007,34.68290200644685,0.739
09/05/2007,34.61766052246094,0.739
09/06/2007,34.60461807224138,0.739
09/06/2007,34.70248031616211,0.739
09/07/2007,34.42193214961378,0.739
09/07/2007,34.239253997802734,0.739
09/10/2007,34.25229639527141,0.739
09/10/2007,34.16095733642578,0.739
09/11/2007,34.291448046161754,0.739
09/11/2007,34.53936767578125,0.739
09/12/2007,34.48064188277989,0.739
09/12/2007,34.70899200439453,0.739
09/13/2007,34.89167151416768,0.739
09/13/2007,34.904720306396484,0.739
09/14/2007,34.80033758296234,0.739
09/14/2007,35.00911331176758,0.739
09/17/2007,34.911253606785536,0.739
09/17/2007,34.846012115478516,0.739
09/18/2007,34.996068681129266,0.739
09/18/2007,35.857269287109375,0.739
09/19/2007,36.16390094340154,0.739
09/19/2007,36.059513092041016,0.739
09/20/2007,36.0399486685079,0.739
09/20/2007,35.83769607543945,0.739
09/21/2007,36.03994873968645,0.739
09/21/2007,35.96818161010742,0.739
09/24/2007,35.92615338764712,1.085
09/24/2007,35.670101165771484,1.085
09/25/2007,35.56505153164699,1.085
09/25/2007,35.670101165771484,1.085
09/26/2007,35.775155543891145,1.085
09/26/2007,35.919593811035156,1.085
09/27/2007,35.893337721083,1.085
09/27/2007,35.95242691040039,1.085
09/28/2007,35.91959054504812,1.085
09/28/2007,35.88019943237305,1.085
10/01/2007,35.906474030050305,1.085
10/01/2007,36.261009216308594,1.085
10/02/2007,36.267567700992956,1.085
10/02/2007,36.25443649291992,1.085
10/03/2007,36.22817946385031,1.085
10/03/2007,36.169090270996094,1.085
10/04/2007,36.241299418818166,1.085
10/04/2007,36.24786376953125,1.085
10/05/2007,36.431703622008875,1.085
10/05/2007,36.50392150878906,1.085
10/08/2007,36.41856183780845,1.085
10/08/2007,36.313514709472656,1.085
10/09/2007,36.46452352987619,1.085
10/09/2007,36.54330825805664,1.085
10/10/2007,36.48422650474403,1.085
10/10/2007,36.46453094482422,1.085
10/11/2007,36.622113528079915,1.085
10/11/2007,36.37919235229492,1.085
10/12/2007,36.41857555642902,1.085
10/12/2007,36.366050720214844,1.085
10/15/2007,37.11450184466547,1.085
10/15/2007,36.103424072265625,1.085
10/16/2007,35.96555465983223,1.085
10/16/2007,35.83424758911133,1.085
10/17/2007,36.04434121156931,1.085
10/17/2007,35.663543701171875,1.085
10/18/2007,35.67666979994236,1.085
10/18/2007,35.69636535644531,1.085
10/19/2007,35.63728558195577,1.085
10/19/2007,34.90851974487305,1.085
10/22/2007,34.790345271352614,1.085
10/22/2007,35.08578872680664,1.085
10/23/2007,35.31557984155159,1.085
10/23/2007,35.15144348144531,1.085
10/24/2007,35.19739558669371,1.085
10/24/2007,35.14487075805664,1.085
10/25/2007,35.17112903805198,1.085
10/25/2007,35.29587173461914,1.085
10/26/2007,35.45343901988553,1.085
10/26/2007,35.6504020690918,1.085
10/29/2007,35.78828859101943,1.085
10/29/2007,35.84737777709961,1.085
10/30/2007,35.611020153805825,1.085
10/30/2007,35.5978889465332,1.085
10/31/2007,35.6307151025554,1.085
10/31/2007,35.76858901977539,1.085
11/01/2007,35.17768734616484,1.085
11/01/2007,34.816585540771484,1.085
11/02/2007,34.764071167305154,1.085
11/02/2007,34.66558837890625,1.085
11/05/2007,34.33732190673397,1.085
11/05/2007,34.521156311035156,1.085
11/06/2007,34.58680639007132,1.085
11/06/2007,34.81003189086914,1.085
11/07/2007,34.494879986173245,1.085
11/07/2007,33.83176803588867,1.085
11/08/2007,33.98935644686319,1.085
11/08/2007,34.06157684326172,1.085
11/09/2007,33.66763203001572,1.085
11/09/2007,33.81207275390625,1.085
11/12/2007,34.02217628918741,1.085
11/12/2007,33.62825012207031,1.085
11/13/2007,34.02219199062591,1.085
11/13/2007,34.46864318847656,1.085
11/14/2007,34.69842271752408,1.085
11/14/2007,34.32419204711914,1.085
11/15/2007,34.3044977391408,1.085
11/15/2007,33.9499626159668,1.085
11/16/2007,33.98934915426486,1.085
11/16/2007,33.91056442260742,1.085
11/19/2007,33.86460511518734,1.085
11/19/2007,33.3393669128418,1.085
11/20/2007,33.405028478198574,1.085
11/20/2007,33.496944427490234,1.085
11/21/2007,33.28685092910337,1.085
11/21/2007,32.932315826416016,1.085
11/23/2007,33.31312475793339,1.085
11/23/2007,33.4050407409668,1.085
11/26/2007,33.43129221211424,1.085
11/26/2007,32.715660095214844,1.085
11/27/2007,32.99796265733055,1.085
11/27/2007,33.18179702758789,1.085
11/28/2007,33.45754476643437,1.085
11/28/2007,33.98278045654297,1.085
11/29/2007,33.976214313460204,1.085
11/29/2007,34.12065505981445,1.085
11/30/2007,34.53428547906192,1.085
11/30/2007,34.54741668701172,1.085
12/03/2007,34.38326111147699,1.085
12/03/2007,34.337303161621094,1.085
12/04/2007,34.087838990496536,1.085
12/04/2007,34.11410140991211,1.085
12/05/2007,34.58679225958951,1.085
12/05/2007,34.56709671020508,1.085
12/06/2007,34.65245831347895,1.085
12/06/2007,34.99386215209961,1.085
12/07/2007,35.12517042909628,1.085
12/07/2007,35.05951690673828,1.085
12/10/2007,35.11860522045571,1.085
12/10/2007,35.24991226196289,1.085
12/11/2007,35.32870680516549,1.085
12/11/2007,34.521156311035156,1.085
12/12/2007,34.91507962871439,1.085
12/12/2007,34.606502532958984,1.085
12/13/2007,34.409543983861305,1.085
12/13/2007,34.64590072631836,1.085
12/14/2007,34.855802917821805,1.532
12/14/2007,34.2135124206543,1.532
12/17/2007,33.882437720422494,1.532
12/17/2007,33.76325225830078,1.532
12/18/2007,33.935411772201675,1.532
12/18/2007,34.05459976196289,1.532
12/19/2007,34.00161396515079,1.532
12/19/2007,33.85594177246094,1.532
12/20/2007,33.736758086317174,1.532
12/20/2007,33.92878341674805,1.532
12/21/2007,34.27972769812609,1.532
12/21/2007,34.37242889404297,1.532
12/24/2007,34.85579948898017,1.532
12/24/2007,34.544586181640625,1.532
12/26/2007,34.43202990664249,1.532
12/26/2007,34.59756851196289,1.532
12/27/2007,34.45850573601909,1.532
12/27/2007,34.15391540527344,1.532
12/28/2007,35.12066799589554,1.357
12/28/2007,34.074462890625,1.357
12/31/2007,33.7500042213655,1.357
12/31/2007,33.836082458496094,1.357
01/02/2008,34.0347383277084,1.357
01/02/2008,33.41231155395508,1.357
01/03/2008,33.70365138055815,1.357
01/03/2008,33.45865249633789,1.357
01/04/2008,33.140825347937025,1.357
01/04/2008,32.8759651184082,1.357
01/07/2008,33.14744002234347,1.357
01/07/2008,33.11433029174805,1.357
01/08/2008,33.39242860725522,1.357
01/08/2008,32.55811309814453,1.357
01/09/2008,32.690563280526526,1.357
01/09/2008,32.89583206176758,1.357
01/10/2008,32.77000237312972,1.357
01/10/2008,33.372562408447266,1.357
01/11/2008,33.02823929381289,1.357
01/11/2008,32.84283447265625,1.357
01/14/2008,33.008392383584706,1.357
01/14/2008,32.99515151977539,1.357
01/15/2008,32.644199001912504,1.357
01/15/2008,32.26015090942383,1.357
01/16/2008,32.25353623980544,1.357
01/16/2008,32.49853515625,1.357
01/17/2008,32.26015526071263,1.357
01/17/2008,31.266923904418945,1.357
01/18/2008,31.458946224793724,1.357
01/18/2008,30.942466735839844,1.357
01/22/2008,33.10771452542961,1.357
01/22/2008,30.783554077148438,1.357
01/23/2008,30.174371476073624,1.357
01/23/2008,31.756919860839844,1.357
01/24/2008,32.001924203252244,1.357
01/24/2008,31.882736206054688,1.357
01/25/2008,32.02840342229761,1.357
01/25/2008,31.359628677368164,1.357
01/28/2008,31.260298539749986,1.357
01/28/2008,32.0085334777832,1.357
01/29/2008,32.23367542140099,1.357
01/29/2008,32.313133239746094,1.357
01/30/2008,32.12110376469347,1.357
01/30/2008,31.935701370239258,1.357
01/31/2008,31.684084382205363,1.357
01/31/2008,32.730289459228516,1.357
02/01/2008,32.95539926225452,1.357
02/01/2008,33.24674606323242,1.357
02/04/2008,33.34607288247406,1.357
02/04/2008,32.84283447265625,1.357
02/05/2008,32.53826969165503,1.357
02/05/2008,31.849628448486328,1.357
02/06/2008,32.01515353318326,1.357
02/06/2008,31.631105422973633,1.357
02/07/2008,31.86947735118282,1.357
02/07/2008,31.975421905517578,1.357
02/08/2008,31.717188845697997,1.357
02/08/2008,31.578134536743164,1.357
02/11/2008,31.51853959640702,1.357
02/11/2008,31.717187881469727,1.357
02/12/2008,31.909214592197745,1.357
02/12/2008,31.935701370239258,1.357
02/13/2008,32.24028123138747,1.357
02/13/2008,32.332984924316406,1.357
02/14/2008,32.7633833087194,1.357
02/14/2008,31.869476318359375,1.357
02/15/2008,31.783397908903982,1.357
02/15/2008,31.955556869506836,1.357
02/19/2008,33.505007898786275,1.357
02/19/2008,31.856245040893555,1.357
02/20/2008,31.551649991680215,1.357
02/20/2008,31.96218490600586,1.357
02/21/2008,32.12773863151638,1.357
02/21/2008,31.58477210998535,1.357
02/22/2008,32.13435306598851,1.357
02/22/2008,31.882736206054688,1.357
02/25/2008,31.902595833454757,1.357
02/25/2008,32.27340316772461,1.357
02/26/2008,32.16746064586023,1.357
02/26/2008,32.44556427001953,1.357
02/27/2008,32.372727779180906,1.357
02/27/2008,32.34624099731445,1.357
02/28/2008,32.07474599778932,1.357
02/28/2008,32.00191116333008,1.357
02/29/2008,31.770157038961937,1.357
02/29/2008,31.16097640991211,1.357
03/03/2008,31.247073732876068,1.357
03/03/2008,31.16761589050293,1.357
03/04/2008,30.896108216051946,1.357
03/04/2008,31.081510543823242,1.357
03/05/2008,31.29340453348947,1.357
03/05/2008,31.18083953857422,1.357
03/06/2008,31.055030937496387,1.357
03/06/2008,30.459091186523438,1.357
03/07/2008,30.30017800240266,1.357
03/07/2008,30.26045036315918,1.357
03/10/2008,30.200849571725957,1.357
03/10/2008,29.90287971496582,1.357
03/11/2008,30.52530832088243,1.357
03/11/2008,30.909358978271484,1.357
03/12/2008,31.094764153288935,1.357
03/12/2008,30.81003761291504,1.357
03/13/2008,30.46571191382779,1.357
03/13/2008,30.876249313354492,1.357
03/14/2008,31.213942227035275,1.357
03/14/2008,30.33989906311035,1.357
03/17/2008,29.796942530183124,1.357
03/17/2008,30.247207641601562,1.357
03/18/2008,31.41259757722825,1.357
03/18/2008,31.194087982177734,1.357
03/19/2008,32.05487822016949,1.357
03/19/2008,30.902729034423828,1.357
03/20/2008,31.061659344188467,1.357
03/20/2008,31.856245040893555,1.357
03/24/2008,32.015152359409264,1.357
03/24/2008,32.12771987915039,1.357
03/25/2008,32.16842443102125,1.46
03/25/2008,32.17509841918945,1.46
03/26/2008,32.36859990603683,1.46
03/26/2008,31.721363067626953,1.46
03/27/2008,31.48782185045627,1.46
03/27/2008,31.721363067626953,1.46
03/28/2008,31.68133091062075,1.46
03/28/2008,31.247615814208984,1.46
03/31/2008,30.860599466718728,1.46
03/31/2008,31.47447395324707,1.46
04/01/2008,32.17510032039986,1.46
04/01/2008,32.58879852294922,1.46
04/02/2008,32.475367468088194,1.46
04/02/2008,32.4420051574707,1.46
04/03/2008,32.108376960533455,1.46
04/03/2008,32.4420051574707,1.46
04/04/2008,32.922420719042975,1.46
04/04/2008,32.37527084350586,1.46
04/07/2008,32.66885485273666,1.46
04/07/2008,32.42864227294922,1.46
04/08/2008,33.062543907404084,1.46
04/08/2008,32.30187225341797,1.46
04/09/2008,32.121716541733164,1.46
04/09/2008,31.961576461791992,1.46
04/10/2008,31.881493506989404,1.46
04/10/2008,31.99492835998535,1.46
04/11/2008,31.594585565545,1.46
04/11/2008,31.3944091796875,1.46
04/14/2008,31.26762830610728,1.46
04/14/2008,31.07412338256836,1.46
04/15/2008,31.381052863975523,1.46
04/15/2008,31.2742919921875,1.46
04/16/2008,31.28098095877868,1.46
04/16/2008,31.841476440429688,1.46
04/17/2008,31.934882365394426,1.46
04/17/2008,31.914865493774414,1.46
04/18/2008,32.29520474492114,1.46
04/18/2008,32.248497009277344,1.46
04/21/2008,32.462027719604265,1.46
04/21/2008,32.08169174194336,1.46
04/22/2008,31.90152406157941,1.46
04/22/2008,31.834796905517578,1.46
04/23/2008,31.83479280192863,1.46
04/23/2008,31.821447372436523,1.46
04/24/2008,31.94155983211276,1.46
04/24/2008,32.19511795043945,1.46
04/25/2008,32.52208228616898,1.46
04/25/2008,32.415321350097656,1.46
04/28/2008,32.52206952895343,1.46
04/28/2008,32.488704681396484,1.46
04/29/2008,32.36193259335565,1.46
04/29/2008,32.29520797729492,1.46
04/30/2008,32.51538082562608,1.46
04/30/2008,32.16840744018555,1.46
05/01/2008,32.33523969023482,1.46
05/01/2008,32.8356819152832,1.46
05/02/2008,33.129282329198745,1.46
05/02/2008,32.99583053588867,1.46
05/05/2008,32.96913706868339,1.46
