VYM,Vanguard High Dividend Yield ET,
Date,Price,Annualized Dividend
03/16/2010,28.03868293762207,1.1680000000000001
03/17/2010,28.123922341613202,1.1680000000000001
03/17/2010,28.202064514160156,1.1680000000000001
03/18/2010,28.244687745634295,1.1680000000000001
03/18/2010,28.223377227783203,1.1680000000000001
03/19/2010,28.109718322753903,1.1680000000000001
03/19/2010,28.109718322753906,1.1680000000000001
03/22/2010,27.96054352138509,1.1680000000000001
03/22/2010,28.244693756103516,1.1680000000000001
03/23/2010,28.30862072437715,1.1680000000000001
03/23/2010,28.486215591430664,1.1680000000000001
03/24/2010,28.379659734410268,1.1680000000000001
03/24/2010,28.287309646606445,1.1680000000000001
03/25/2010,28.45092724556087,1.0870000000000002
03/25/2010,28.186567306518555,1.0870000000000002
03/26/2010,28.23657870014961,1.0870000000000002
03/26/2010,28.193708419799805,1.0870000000000002
03/29/2010,28.30088858278272,1.0870000000000002
03/29/2010,28.350902557373047,1.0870000000000002
03/30/2010,28.4080595514208,1.0870000000000002
03/30/2010,28.35804557800293,1.0870000000000002
03/31/2010,28.2723068669987,1.0870000000000002
03/31/2010,28.27945327758789,1.0870000000000002
04/01/2010,28.436633589707405,1.0870000000000002
04/01/2010,28.465213775634766,1.0870000000000002
04/05/2010,28.579527868418076,1.0870000000000002
04/05/2010,28.636688232421875,1.0870000000000002
04/06/2010,28.579538386448704,1.0870000000000002
04/06/2010,28.658132553100586,1.0870000000000002
04/07/2010,28.62240566832066,1.0870000000000002
04/07/2010,28.479507446289062,1.0870000000000002
04/08/2010,28.408060816258683,1.0870000000000002
04/08/2010,28.55810546875,1.0870000000000002
04/09/2010,28.65813459022644,1.0870000000000002
04/09/2010,28.77959632873535,1.0870000000000002
04/12/2010,28.836749792630528,1.0870000000000002
04/12/2010,28.85103988647461,1.0870000000000002
04/13/2010,28.829603724771083,1.0870000000000002
04/13/2010,28.87961769104004,1.0870000000000002
04/14/2010,28.986802923259503,1.0870000000000002
04/14/2010,29.122554779052734,1.0870000000000002
04/15/2010,29.079681436021296,1.0870000000000002
04/15/2010,29.158275604248047,1.0870000000000002
04/16/2010,29.086823038623763,1.0870000000000002
04/16/2010,28.843896865844727,1.0870000000000002
04/19/2010,28.729575845278692,1.0870000000000002
04/19/2010,28.95821189880371,1.0870000000000002
04/20/2010,29.129695411155186,1.0870000000000002
04/20/2010,29.158275604248047,1.0870000000000002
04/21/2010,29.22258547472739,1.0870000000000002
04/21/2010,29.122554779052734,1.0870000000000002
04/22/2010,28.908196144553752,1.0870000000000002
04/22/2010,29.115398406982422,1.0870000000000002
04/23/2010,29.101117248922897,1.0870000000000002
04/23/2010,29.279739379882812,1.0870000000000002
04/26/2010,29.322606234136106,1.0870000000000002
04/26/2010,29.208288192749023,1.0870000000000002
04/27/2010,29.10825765600337,1.0870000000000002
04/27/2010,28.629549026489258,1.0870000000000002
04/28/2010,28.722435281976836,1.0870000000000002
04/28/2010,28.786739349365234,1.0870000000000002
04/29/2010,28.9796499317987,1.0870000000000002
04/29/2010,29.14398193359375,1.0870000000000002
04/30/2010,29.179704054395426,1.0870000000000002
04/30/2010,28.758155822753906,1.0870000000000002
05/03/2010,28.922498838818967,1.0870000000000002
05/03/2010,29.122554779052734,1.0870000000000002
05/04/2010,28.87247344430341,1.0870000000000002
05/04/2010,28.536663055419922,1.0870000000000002
05/05/2010,28.36519165037301,1.0870000000000002
05/05/2010,28.3294677734375,1.0870000000000002
05/06/2010,28.208005565845433,1.0870000000000002
05/06/2010,27.436359405517578,1.0870000000000002
05/07/2010,27.37919886835751,1.0870000000000002
05/07/2010,27.12198257446289,1.0870000000000002
05/10/2010,28.15083729143001,1.0870000000000002
05/10/2010,28.179414749145508,1.0870000000000002
05/11/2010,27.857887021160042,1.0870000000000002
05/11/2010,28.143680572509766,1.0870000000000002
05/12/2010,28.229431330068874,1.0870000000000002
05/12/2010,28.465213775634766,1.0870000000000002
05/13/2010,28.42948726443925,1.0870000000000002
05/13/2010,28.179414749145508,1.0870000000000002
05/14/2010,27.929338864968233,1.0870000000000002
05/14/2010,27.686412811279297,1.0870000000000002
05/17/2010,27.75787162780762,1.0870000000000002
05/17/2010,27.757871627807617,1.0870000000000002
05/18/2010,28.029388606298614,1.0870000000000002
05/18/2010,27.44350814819336,1.0870000000000002
05/19/2010,27.34347415610653,1.0870000000000002
05/19/2010,27.30060386657715,1.0870000000000002
05/20/2010,26.85047686005311,1.0870000000000002
05/20/2010,26.336044311523438,1.0870000000000002
05/21/2010,25.97880628905654,1.0870000000000002
05/21/2010,26.54325294494629,1.0870000000000002
05/24/2010,26.44322089928506,1.0870000000000002
05/24/2010,26.221731185913086,1.0870000000000002
05/25/2010,25.58583442483701,1.0870000000000002
05/25/2010,26.171714782714844,1.0870000000000002
05/26/2010,26.250307685783966,1.0870000000000002
05/26/2010,25.971654891967773,1.0870000000000002
05/27/2010,26.33604120524843,1.0870000000000002
05/27/2010,26.800457000732422,1.0870000000000002
05/28/2010,26.814746484384923,1.0870000000000002
05/28/2010,26.493228912353516,1.0870000000000002
06/01/2010,26.27174297994549,1.0870000000000002
06/01/2010,26.157424926757812,1.0870000000000002
06/02/2010,26.178856525804527,1.0870000000000002
06/02/2010,26.757593154907227,1.0870000000000002
06/03/2010,26.84332680656163,1.0870000000000002
06/03/2010,26.829036712646484,1.0870000000000002
06/04/2010,26.407492421464763,1.0870000000000002
06/04/2010,25.893062591552734,1.0870000000000002
06/07/2010,26.007378037764592,1.0870000000000002
06/07/2010,25.607263565063477,1.0870000000000002
06/08/2010,25.63584452534288,1.0870000000000002
06/08/2010,25.935928344726562,1.0870000000000002
06/09/2010,26.114550825423947,1.0870000000000002
06/09/2010,25.86448097229004,1.0870000000000002
06/10/2010,26.207436357299716,1.0870000000000002
06/10/2010,26.536100387573242,1.0870000000000002
06/11/2010,26.378913990501626,1.0870000000000002
06/11/2010,26.614696502685547,1.0870000000000002
06/14/2010,26.90762987457925,1.0870000000000002
06/14/2010,26.5932559967041,1.0870000000000002
06/15/2010,26.843329242412988,1.0870000000000002
06/15/2010,27.171993255615234,1.0870000000000002
06/16/2010,27.021947786655947,1.0870000000000002
06/16/2010,27.157699584960938,1.0870000000000002
06/17/2010,27.229156735021622,1.0870000000000002
06/17/2010,27.214866638183594,1.0870000000000002
06/18/2010,27.286309667559284,1.0870000000000002
06/18/2010,27.236295700073242,1.0870000000000002
06/21/2010,27.56496177810457,1.0870000000000002
06/21/2010,27.143413543701172,1.0870000000000002
06/22/2010,27.171997223020913,1.0870000000000002
06/22/2010,26.743305206298828,1.0870000000000002
06/23/2010,26.771871178715994,1.0870000000000002
06/23/2010,26.62897300720215,1.0870000000000002
06/24/2010,26.544772584807134,1.08
06/24/2010,26.24247169494629,1.08
06/25/2010,26.328847987898556,1.08
06/25/2010,26.25687026977539,1.08
06/28/2010,26.37921948962605,1.08
06/28/2010,26.249662399291992,1.08
06/29/2010,25.875386545586316,1.08
06/29/2010,25.565889358520508,1.08
06/30/2010,25.565899423917543,1.08
06/30/2010,25.349971771240234,1.08
07/01/2010,25.393144582786647,1.08
07/01/2010,25.299577713012695,1.08
07/02/2010,25.371564200569463,1.08
07/02/2010,25.220415115356445,1.08
07/06/2010,25.501118588472487,1.08
07/06/2010,25.321178436279297,1.08
07/07/2010,25.378758135963345,1.08
07/07/2010,26.040939331054688,1.08
07/08/2010,26.27845259131508,1.08
07/08/2010,26.328838348388672,1.08
07/09/2010,26.32163767122068,1.08
07/09/2010,26.451194763183594,1.08
07/12/2010,26.41521257364768,1.08
07/12/2010,26.494386672973633,1.08
07/13/2010,26.775095293714465,1.08
07/13/2010,26.890256881713867,1.08
07/14/2010,26.753496089016487,1.08
07/14/2010,26.82547378540039,1.08
07/15/2010,26.81827689631114,1.08
07/15/2010,26.854267120361328,1.08
07/16/2010,26.753496039898742,1.08
07/16/2010,26.228071212768555,1.08
07/19/2010,26.336042432122834,1.08
07/19/2010,26.343238830566406,1.08
07/20/2010,26.120116408512594,1.08
07/20/2010,26.667133331298828,1.08
07/21/2010,26.868663782100906,1.08
07/21/2010,26.35763168334961,1.08
07/22/2010,26.674320908456334,1.08
07/22/2010,26.904644012451172,1.08
07/23/2010,26.90465604107834,1.08
07/23/2010,27.134979248046875,1.08
07/26/2010,27.264537706856323,1.08
07/26/2010,27.437278747558594,1.08
07/27/2010,27.624408043968284,1.08
07/27/2010,27.48045539855957,1.08
07/28/2010,27.444473744497376,1.08
07/28/2010,27.314916610717773,1.08
07/29/2010,27.48765620879666,1.08
07/29/2010,27.192554473876953,1.08
07/30/2010,27.005413335306116,1.08
07/30/2010,27.199748992919922,1.08
08/02/2010,27.631608928147614,1.08
08/02/2010,27.717979431152344,1.08
08/03/2010,27.66039318716887,1.08
08/03/2010,27.617206573486328,1.08
08/04/2010,27.725179234620672,1.08
08/04/2010,27.76836585998535,1.08
08/05/2010,27.624418988289367,1.08
08/05/2010,27.696393966674805,1.08
08/06/2010,27.41567866611329,1.08
08/06/2010,27.6460018157959,1.08
08/09/2010,27.811553144208542,1.08
08/09/2010,27.81875228881836,1.08
08/10/2010,27.566836782343167,1.08
08/10/2010,27.689197540283203,1.08
08/11/2010,27.23574230251995,1.08
08/11/2010,27.034210205078125,1.08
08/12/2010,26.731912047889796,1.08
08/12/2010,26.940643310546875,1.08
08/13/2010,26.85426142882337,1.08
08/13/2010,26.86145782470703,1.08
08/16/2010,26.767898487841073,1.08
08/16/2010,26.84707260131836,1.08
08/17/2010,27.14936947041983,1.08
08/17/2010,27.178157806396484,1.08
08/18/2010,27.228542009489182,1.08
08/18/2010,27.206947326660156,1.08
08/19/2010,27.13497496695366,1.08
08/19/2010,26.75349998474121,1.08
08/20/2010,26.688726082370767,1.08
08/20/2010,26.659934997558594,1.08
08/23/2010,26.832670659968926,1.08
08/23/2010,26.609546661376953,1.08
08/24/2010,26.415212341025953,1.08
08/24/2010,26.307247161865234,1.08
08/25/2010,26.16329825873692,1.08
08/25/2010,26.39362144470215,1.08
08/26/2010,26.559168445756782,1.08
08/26/2010,26.264066696166992,1.08
08/27/2010,26.451208314617926,1.08
08/27/2010,26.645544052124023,1.08
08/30/2010,26.587952952172962,1.08
08/30/2010,26.271259307861328,1.08
08/31/2010,26.17769082185701,1.08
08/31/2010,26.2928524017334,1.08
09/01/2010,26.638340867762533,1.08
09/01/2010,26.97662925720215,1.08
09/02/2010,27.077393638371372,1.08
09/02/2010,27.170963287353516,1.08
09/03/2010,27.379696631384338,1.08
09/03/2010,27.451671600341797,1.08
09/07/2010,27.386896663782107,1.08
09/07/2010,27.163772583007812,1.08
09/08/2010,27.214152121192637,1.08
09/08/2010,27.2861270904541,1.08
09/09/2010,27.63161447760065,1.08
09/09/2010,27.437278747558594,1.08
09/10/2010,27.530839170145867,1.08
09/10/2010,27.552431106567383,1.08
09/13/2010,27.854730285662058,1.08
09/13/2010,27.8331356048584,1.08
09/14/2010,27.782748399683328,1.08
09/14/2010,27.797143936157227,1.08
09/15/2010,27.761159456190803,1.08
09/15/2010,27.890716552734375,1.08
09/16/2010,27.840341129896956,1.08
09/16/2010,27.883527755737305,1.08
09/17/2010,27.99870201084439,1.08
09/17/2010,27.912328720092773,1.08
09/20/2010,28.02747474996944,1.08
09/20/2010,28.308183670043945,1.08
09/21/2010,28.372966476840645,1.08
09/21/2010,28.25780487060547,1.08
09/22/2010,28.264997164871417,1.08
09/22/2010,28.14983558654785,1.08
09/23/2010,27.94830863102042,1.08
09/23/2010,27.926713943481445,1.08
09/24/2010,28.235534836529432,1.0990000000000002
09/24/2010,28.409513473510742,1.0990000000000002
09/27/2010,28.474745481230524,1.0990000000000002
09/27/2010,28.28626823425293,1.0990000000000002
09/28/2010,28.351512068529605,1.0990000000000002
09/28/2010,28.438501358032227,1.0990000000000002
09/29/2010,28.402256824109866,1.0990000000000002
09/29/2010,28.3225154876709,1.0990000000000002
09/30/2010,28.518242362499148,1.0990000000000002
09/30/2010,28.242773056030273,1.0990000000000002
10/01/2010,28.38775347925238,1.0990000000000002
10/01/2010,28.36600685119629,1.0990000000000002
10/04/2010,28.3370148353255,1.0990000000000002
10/04/2010,28.141286849975586,1.0990000000000002
10/05/2010,28.4312585261129,1.0990000000000002
10/05/2010,28.684978485107422,1.0990000000000002
10/06/2010,28.68497284270089,1.0990000000000002
10/06/2010,28.757463455200195,1.0990000000000002
10/07/2010,28.909697160430685,1.0990000000000002
10/07/2010,28.69947052001953,1.0990000000000002
10/08/2010,28.786463874003363,1.0990000000000002
10/08/2010,28.8662052154541,1.0990000000000002
10/11/2010,28.95319645755157,1.0990000000000002
10/11/2010,28.858959197998047,1.0990000000000002
10/12/2010,28.815465098289618,1.0990000000000002
10/12/2010,28.93869972229004,1.0990000000000002
10/13/2010,29.09092992028501,1.0990000000000002
10/13/2010,29.08367919921875,1.0990000000000002
10/14/2010,29.083671523500865,1.0990000000000002
10/14/2010,29.047426223754883,1.0990000000000002
10/15/2010,29.221410302640216,1.0990000000000002
10/15/2010,29.00393295288086,1.0990000000000002
10/18/2010,29.03292212679492,1.0990000000000002
10/18/2010,29.170658111572266,1.0990000000000002
10/19/2010,28.916944377769692,1.0990000000000002
10/19/2010,28.808208465576172,1.0990000000000002
10/20/2010,28.909692114532856,1.0990000000000002
10/20/2010,29.098169326782227,1.0990000000000002
10/21/2010,29.221414459847782,1.0990000000000002
10/21/2010,29.156171798706055,1.0990000000000002
10/22/2010,29.206915783445204,1.0990000000000002
10/22/2010,29.156171798706055,1.0990000000000002
10/25/2010,29.388147115497496,1.0990000000000002
10/25/2010,29.221416473388672,1.0990000000000002
10/26/2010,29.15617380775131,1.0990000000000002
10/26/2010,29.221416473388672,1.0990000000000002
10/27/2010,29.119926484050158,1.0990000000000002
10/27/2010,29.11267852783203,1.0990000000000002
10/28/2010,29.272150755904164,1.0990000000000002
10/28/2010,29.16341209411621,1.0990000000000002
10/29/2010,29.148908723516655,1.0990000000000002
10/29/2010,29.170658111572266,1.0990000000000002
11/01/2010,29.31565647086003,1.0990000000000002
11/01/2010,29.141677856445312,1.0990000000000002
11/02/2010,29.35188862864366,1.0990000000000002
11/02/2010,29.3591365814209,1.0990000000000002
11/03/2010,29.43888950028999,1.0990000000000002
11/03/2010,29.417142868041992,1.0990000000000002
11/04/2010,29.728862138838533,1.0990000000000002
11/04/2010,29.931840896606445,1.0990000000000002
11/05/2010,29.99707975301541,1.0990000000000002
11/05/2010,29.975330352783203,1.0990000000000002
11/08/2010,29.902835777603052,1.0990000000000002
11/08/2010,29.873838424682617,1.0990000000000002
11/09/2010,29.997080419382314,1.0990000000000002
11/09/2010,29.71436309814453,1.0990000000000002
11/10/2010,29.765112814477224,1.0990000000000002
11/10/2010,29.757862091064453,1.0990000000000002
11/11/2010,29.61287234726668,1.0990000000000002
11/11/2010,29.71436309814453,1.0990000000000002
11/12/2010,29.554874201070604,1.0990000000000002
11/12/2010,29.424388885498047,1.0990000000000002
11/15/2010,29.554880938205784,1.0990000000000002
11/15/2010,29.438894271850586,1.0990000000000002
11/16/2010,29.315643788336867,1.0990000000000002
11/16/2010,29.025678634643555,1.0990000000000002
11/17/2010,29.07642260567336,1.0990000000000002
11/17/2010,29.025678634643555,1.0990000000000002
11/18/2010,29.293904485001228,1.0990000000000002
11/18/2010,29.40989112854004,1.0990000000000002
11/19/2010,29.366404708884172,1.0990000000000002
11/19/2010,29.475143432617188,1.0990000000000002
11/22/2010,29.373646838206188,1.0990000000000002
11/22/2010,29.417142868041992,1.0990000000000002
11/23/2010,29.170677001869386,1.0990000000000002
11/23/2010,29.040191650390625,1.0990000000000002
11/24/2010,29.228660872757217,1.0990000000000002
11/24/2010,29.38814353942871,1.0990000000000002
11/26/2010,29.20692246930633,1.0990000000000002
11/26/2010,29.17792510986328,1.0990000000000002
11/29/2010,29.054688549237955,1.0990000000000002
11/29/2010,29.141677856445312,1.0990000000000002
11/30/2010,28.931445265486296,1.0990000000000002
11/30/2010,29.011186599731445,1.0990000000000002
12/01/2010,29.460624096918078,1.0990000000000002
12/01/2010,29.64185333251953,1.0990000000000002
12/02/2010,29.714353042672087,1.0990000000000002
12/02/2010,29.960824966430664,1.0990000000000002
12/03/2010,29.852087265954708,1.0990000000000002
12/03/2010,30.026065826416016,1.0990000000000002
12/06/2010,29.997076954610073,1.0990000000000002
12/06/2010,29.98257827758789,1.0990000000000002
12/07/2010,30.265286141358942,1.0990000000000002
12/07/2010,30.07680892944336,1.0990000000000002
12/08/2010,30.127555891041066,1.0990000000000002
12/08/2010,30.163801193237305,1.0990000000000002
12/09/2010,30.337794220955534,1.0990000000000002
12/09/2010,30.250804901123047,1.0990000000000002
12/10/2010,30.352288373944987,1.0990000000000002
12/10/2010,30.432029724121094,1.0990000000000002
12/13/2010,30.577014703365933,1.0990000000000002
12/13/2010,30.453777313232422,1.0990000000000002
12/14/2010,30.540763892358846,1.0990000000000002
12/14/2010,30.577009201049805,1.0990000000000002
12/15/2010,30.548013616573964,1.0990000000000002
12/15/2010,30.475522994995117,1.0990000000000002
12/16/2010,30.526267287056115,1.0990000000000002
12/16/2010,30.67125129699707,1.0990000000000002
12/17/2010,30.671255079511116,1.0990000000000002
12/17/2010,30.678503036499023,1.0990000000000002
12/20/2010,30.772738351173984,1.0990000000000002
12/20/2010,30.685749053955078,1.0990000000000002
12/21/2010,30.729252843820372,1.0990000000000002
12/21/2010,30.743751525878906,1.0990000000000002
12/22/2010,30.818953957079774,1.091
12/22/2010,30.840862274169922,1.091
12/23/2010,30.826265848335797,1.091
12/23/2010,30.83357048034668,1.091
12/27/2010,30.804357528686523,1.091
12/27/2010,30.804357528686523,1.091
12/28/2010,30.89928817008374,1.091
12/28/2010,30.85546875,1.091
12/29/2010,30.93580435983284,1.091
12/29/2010,30.877378463745117,1.091
12/30/2010,30.89199360692951,1.091
12/30/2010,30.83357048034668,1.091
12/31/2010,30.81165937021488,1.091
12/31/2010,30.83357048034668,1.091
01/03/2011,31.074575955742784,1.091
01/03/2011,31.023454666137695,1.091
01/04/2011,31.132988481468054,1.091
01/04/2011,31.038047790527344,1.091
01/05/2011,30.97961948185303,1.091
01/05/2011,31.074560165405273,1.091
01/06/2011,31.096474203100282,1.091
01/06/2011,31.030746459960938,1.091
01/07/2011,31.096483252340004,1.091
01/07/2011,30.994237899780273,1.091
01/10/2011,30.921204130533866,1.091
01/10/2011,30.884689331054688,1.091
01/11/2011,30.994244157420123,1.091
01/11/2011,30.94312286376953,1.091
01/12/2011,31.14031216824431,1.091
01/12/2011,31.184131622314453,1.091
01/13/2011,31.19871380315925,1.091
01/13/2011,31.118379592895508,1.091
01/14/2011,31.045353295395962,1.091
01/14/2011,31.242536544799805,1.091
01/18/2011,31.30827140077661,1.091
01/18/2011,31.33748435974121,1.091
01/19/2011,31.337484039373088,1.091
01/19/2011,31.1549072265625,1.091
01/20/2011,31.147593427311378,1.091
01/20/2011,31.176803588867188,1.091
01/21/2011,31.381292334722314,1.091
01/21/2011,31.308259963989258,1.091
01/24/2011,31.33747950236548,1.091
01/24/2011,31.48354148864746,1.091
01/25/2011,31.432420208564572,1.091
01/25/2011,31.512754440307617,1.091
01/26/2011,31.63690046037931,1.091
01/26/2011,31.600385665893555,1.091
01/27/2011,31.60037994734664,1.091
01/27/2011,31.614986419677734,1.091
01/28/2011,31.593082204774564,1.091
01/28/2011,31.162200927734375,1.091
01/31/2011,31.286358394770673,1.091
01/31/2011,31.279056549072266,1.091
02/01/2011,31.425109232223672,1.091
02/01/2011,31.7391414642334,1.091
02/02/2011,31.622304384219895,1.091
02/02/2011,31.688032150268555,1.091
02/03/2011,31.651505404526066,1.091
02/03/2011,31.7391414642334,1.091
02/04/2011,31.782964192087373,1.091
02/04/2011,31.804872512817383,1.091
02/07/2011,31.9071273636003,1.091
02/07/2011,31.950946807861328,1.091
02/08/2011,31.885210893452516,1.091
02/08/2011,32.06048583984375,1.091
02/09/2011,32.0239611409397,1.091
02/09/2011,32.00935745239258,1.091
02/10/2011,31.870610636347184,1.091
02/10/2011,31.99476432800293,1.091
02/11/2011,31.90711818901248,1.091
02/11/2011,32.10430145263672,1.091
02/14/2011,32.11891121866513,1.091
02/14/2011,32.1700325012207,1.091
02/15/2011,32.09699249082772,1.091
02/15/2011,32.0823860168457,1.091
02/16/2011,32.191943085577186,1.091
02/16/2011,32.23575973510742,1.091
02/17/2011,32.15541687627147,1.091
02/17/2011,32.42563247680664,1.091
02/18/2011,32.46214574002217,1.091
02/18/2011,32.53517532348633,1.091
02/22/2011,32.25767625054015,1.091
02/22/2011,32.14082717895508,1.091
02/23/2011,32.104306317752894,1.091
02/23/2011,32.01667022705078,1.091
02/24/2011,32.02397069095706,1.091
02/24/2011,31.965547561645508,1.091
02/25/2011,32.1043123664413,1.091
02/25/2011,32.14082717895508,1.091
02/28/2011,32.27956722204529,1.091
02/28/2011,32.374507904052734,1.091
03/01/2011,32.520583698005844,1.091
03/01/2011,31.99476432800293,1.091
03/02/2011,31.972846461516855,1.091
03/02/2011,32.05318069458008,1.091
03/03/2011,32.33070595296794,1.091
03/03/2011,32.48406982421875,1.091
03/04/2011,32.51327724637114,1.091
03/04/2011,32.279579162597656,1.091
03/07/2011,32.571690358693175,1.091
03/07/2011,32.0823860168457,1.091
03/08/2011,32.19924009025627,1.091
03/08/2011,32.352603912353516,1.091
03/09/2011,32.3014755387009,1.091
03/09/2011,32.374507904052734,1.091
03/10/2011,32.15542290547194,1.091
03/10/2011,31.85599708557129,1.091
03/11/2011,31.70994213628727,1.091
03/11/2011,31.99476432800293,1.091
03/14/2011,31.8194833167712,1.091
03/14/2011,31.8267879486084,1.091
03/15/2011,31.03805368688235,1.091
03/15/2011,31.454328536987305,1.091
03/16/2011,31.373984088644086,1.091
03/16/2011,30.8992862701416,1.091
03/17/2011,31.34478726043339,1.091
03/17/2011,31.249849319458008,1.091
03/18/2011,31.60769288994345,1.091
03/18/2011,31.417814254760742,1.091
03/21/2011,31.855994662567582,1.091
03/21/2011,31.907115936279297,1.091
03/22/2011,31.929031386144285,1.091
03/22/2011,31.841392517089844,1.091
03/23/2011,31.797571543711538,1.091
03/23/2011,31.907115936279297,1.091
03/24/2011,32.075099402069625,1.091
03/24/2011,32.14082717895508,1.091
03/25/2011,32.25849260955954,1.1720000000000002
03/25/2011,32.265846252441406,1.1720000000000002
03/28/2011,32.35410967812067,1.1720000000000002
03/28/2011,32.22172164916992,1.1720000000000002
03/29/2011,32.192295855263175,1.1720000000000002
03/29/2011,32.398231506347656,1.1720000000000002
03/30/2011,32.58210445404287,1.1720000000000002
03/30/2011,32.65565490722656,1.1720000000000002
03/31/2011,32.6850883414744,1.1720000000000002
03/31/2011,32.60418701171875,1.1720000000000002
04/01/2011,32.824818420204615,1.1720000000000002
04/01/2011,32.77333450317383,1.1720000000000002
04/04/2011,32.87630204897559,1.1720000000000002
04/04/2011,32.84688186645508,1.1720000000000002
04/05/2011,32.82482179684656,1.1720000000000002
04/05/2011,32.88365936279297,1.1720000000000002
04/06/2011,33.03075743155387,1.1720000000000002
04/06/2011,33.00869369506836,1.1720000000000002
04/07/2011,32.95721116161323,1.1720000000000002
04/07/2011,32.942501068115234,1.1720000000000002
04/08/2011,33.08960122318793,1.1720000000000002
04/08/2011,32.86159896850586,1.1720000000000002
04/11/2011,32.868945600513946,1.1720000000000002
04/11/2011,32.84688186645508,1.1720000000000002
04/12/2011,32.685079832599165,1.1720000000000002
04/12/2011,32.56740188598633,1.1720000000000002
04/13/2011,32.70714637648277,1.1720000000000002
04/13/2011,32.56740188598633,1.1720000000000002
04/14/2011,32.412951276665936,1.1720000000000002
04/14/2011,32.66301727294922,1.1720000000000002
04/15/2011,32.70714447648327,1.1720000000000002
04/15/2011,32.86894989013672,1.1720000000000002
04/18/2011,32.56740710466124,1.1720000000000002
04/18/2011,32.50121307373047,1.1720000000000002
04/19/2011,32.53798901181731,1.1720000000000002
04/19/2011,32.64095687866211,1.1720000000000002
04/20/2011,33.07489379692556,1.1720000000000002
04/20/2011,33.11166763305664,1.1720000000000002
04/21/2011,33.26610989842018,1.1720000000000002
04/21/2011,33.15578842163086,1.1720000000000002
04/25/2011,33.155786936849346,1.1720000000000002
04/25/2011,33.13372039794922,1.1720000000000002
04/26/2011,33.27346753575356,1.1720000000000002
04/26/2011,33.50882339477539,1.1720000000000002
04/27/2011,33.57501924727791,1.1720000000000002
04/27/2011,33.72211456298828,1.1720000000000002
04/28/2011,33.72210568130449,1.1720000000000002
04/28/2011,33.87656021118164,1.1720000000000002
04/29/2011,33.920706611997986,1.1720000000000002
04/29/2011,33.913352966308594,1.1720000000000002
05/02/2011,34.097219023122896,1.1720000000000002
05/02/2011,33.90599060058594,1.1720000000000002
05/03/2011,33.86186615232446,1.1720000000000002
05/03/2011,33.82509231567383,1.1720000000000002
05/04/2011,33.788301691280445,1.1720000000000002
05/04/2011,33.670623779296875,1.1720000000000002
05/05/2011,33.53823343014862,1.1720000000000002
05/05/2011,33.31023406982422,1.1720000000000002
05/06/2011,33.62650717653538,1.1720000000000002
05/06/2011,33.42792510986328,1.1720000000000002
05/09/2011,33.4867724040202,1.1720000000000002
05/09/2011,33.56767654418945,1.1720000000000002
05/10/2011,33.655925678799136,1.1720000000000002
05/10/2011,33.78096008300781,1.1720000000000002
05/11/2011,33.80301220339663,1.1720000000000002
05/11/2011,33.560302734375,1.1720000000000002
05/12/2011,33.47204344496456,1.1720000000000002
05/12/2011,33.78830337524414,1.1720000000000002
05/13/2011,33.83243396572502,1.1720000000000002
05/13/2011,33.5897216796875,1.1720000000000002
05/16/2011,33.50883717963726,1.1720000000000002
05/16/2011,33.48677062988281,1.1720000000000002
05/17/2011,33.391139229235634,1.1720000000000002
05/17/2011,33.442623138427734,1.1720000000000002
05/18/2011,33.50882523294292,1.1720000000000002
05/18/2011,33.72211456298828,1.1720000000000002
05/19/2011,33.82507876833876,1.1720000000000002
05/19/2011,33.81772232055664,1.1720000000000002
05/20/2011,33.75152987037918,1.1720000000000002
05/20/2011,33.5897216796875,1.1720000000000002
05/23/2011,33.236689902442635,1.1720000000000002
05/23/2011,33.251399993896484,1.1720000000000002
05/24/2011,33.354365383068796,1.1720000000000002
05/24/2011,33.185203552246094,1.1720000000000002
05/25/2011,33.09693955789516,1.1720000000000002
05/25/2011,33.24403762817383,1.1720000000000002
05/26/2011,33.18519910547126,1.1720000000000002
05/26/2011,33.32494354248047,1.1720000000000002
05/27/2011,33.42056717998715,1.1720000000000002
05/27/2011,33.40585708618164,1.1720000000000002
05/31/2011,33.7294661025254,1.1720000000000002
05/31/2011,33.71475601196289,1.1720000000000002
06/01/2011,33.67062933046868,1.1720000000000002
06/01/2011,33.148433685302734,1.1720000000000002
06/02/2011,33.15579032905574,1.1720000000000002
06/02/2011,32.98662567138672,1.1720000000000002
06/03/2011,32.62623248499904,1.1720000000000002
06/03/2011,32.6850700378418,1.1720000000000002
06/06/2011,32.57474902135388,1.1720000000000002
06/06/2011,32.44971466064453,1.1720000000000002
06/07/2011,32.62624209178174,1.1720000000000002
06/07/2011,32.4717903137207,1.1720000000000002
06/08/2011,32.44971466064453,1.1720000000000002
06/08/2011,32.44971466064453,1.1720000000000002
06/09/2011,32.53797612303109,1.1720000000000002
06/09/2011,32.61887741088867,1.1720000000000002
06/10/2011,32.51591373784845,1.1720000000000002
06/10/2011,32.162879943847656,1.1720000000000002
06/13/2011,32.28056989352712,1.1720000000000002
06/13/2011,32.273216247558594,1.1720000000000002
06/14/2011,32.57476284916704,1.1720000000000002
06/14/2011,32.64095687866211,1.1720000000000002
06/15/2011,32.442366082888654,1.1720000000000002
06/15/2011,32.162879943847656,1.1720000000000002
06/16/2011,32.17759093098227,1.1720000000000002
06/16/2011,32.3320426940918,1.1720000000000002
