FNARX,Fidelity Select Portfolio Natur,
Date,Price,Annualized Dividend
05/23/1997,9.561760902404785,0.0
05/23/1997,9.561760902404785,0.0
05/27/1997,9.525574684143066,0.0
05/27/1997,9.525574684143066,0.0
05/28/1997,9.516529083251953,0.0
05/28/1997,9.516529083251953,0.0
05/29/1997,9.552716255187988,0.0
05/29/1997,9.552716255187988,0.0
05/30/1997,9.570806503295898,0.0
05/30/1997,9.570806503295898,0.0
06/02/1997,9.643175125122069,0.0
06/02/1997,9.64317512512207,0.0
06/03/1997,9.688407897949219,0.0
06/03/1997,9.688407897949219,0.0
06/04/1997,9.625083923339844,0.0
06/04/1997,9.625083923339844,0.0
06/05/1997,9.670313835144043,0.0
06/05/1997,9.670313835144043,0.0
06/06/1997,9.697452545166016,0.0
06/06/1997,9.697452545166016,0.0
06/09/1997,9.606992721557617,0.0
06/09/1997,9.606992721557617,0.0
06/10/1997,9.597945213317871,0.0
06/10/1997,9.597945213317871,0.0
06/11/1997,9.588900566101074,0.0
06/11/1997,9.588900566101074,0.0
06/12/1997,9.634129524230957,0.0
06/12/1997,9.634129524230957,0.0
06/13/1997,9.670313835144043,0.0
06/13/1997,9.670313835144043,0.0
06/16/1997,9.652222633361816,0.0
06/16/1997,9.652222633361816,0.0
06/17/1997,9.643175125122069,0.0
06/17/1997,9.64317512512207,0.0
06/18/1997,9.579854011535645,0.0
06/18/1997,9.579854011535645,0.0
06/19/1997,9.579854011535645,0.0
06/19/1997,9.579854011535645,0.0
06/20/1997,9.516529083251953,0.0
06/20/1997,9.516529083251953,0.0
06/23/1997,9.444162368774414,0.0
06/23/1997,9.444162368774414,0.0
06/24/1997,9.534622192382812,0.0
06/24/1997,9.534622192382812,0.0
06/25/1997,9.498438835144043,0.0
06/25/1997,9.498438835144043,0.0
06/26/1997,9.507487297058105,0.0
06/26/1997,9.507487297058105,0.0
06/27/1997,9.534622192382812,0.0
06/27/1997,9.534622192382812,0.0
06/30/1997,9.625083923339844,0.0
06/30/1997,9.625083923339844,0.0
07/01/1997,9.679361343383789,0.0
07/01/1997,9.679361343383789,0.0
07/02/1997,9.751729965209961,0.0
07/02/1997,9.751729965209961,0.0
07/03/1997,9.778868675231934,0.0
07/03/1997,9.778868675231934,0.0
07/07/1997,9.66126823425293,0.0
07/07/1997,9.66126823425293,0.0
07/08/1997,9.724593162536621,0.0
07/08/1997,9.724593162536621,0.0
07/09/1997,9.597945213317871,0.0
07/09/1997,9.597945213317871,0.0
07/10/1997,9.715543746948242,0.0
07/10/1997,9.715543746948242,0.0
07/11/1997,9.778868675231934,0.0
07/11/1997,9.778868675231934,0.0
07/14/1997,9.697452545166016,0.0
07/14/1997,9.697452545166016,0.0
07/15/1997,9.706501007080078,0.0
07/15/1997,9.706501007080078,0.0
07/16/1997,9.815054893493652,0.0
07/16/1997,9.815054893493652,0.0
07/17/1997,9.914559364318848,0.0
07/17/1997,9.914559364318848,0.0
07/18/1997,9.851240158081055,0.0
07/18/1997,9.851240158081055,0.0
07/21/1997,9.787915229797363,0.0
07/21/1997,9.787915229797363,0.0
07/22/1997,9.914559364318848,0.0
07/22/1997,9.914559364318848,0.0
07/23/1997,9.905517578125,0.0
07/23/1997,9.905517578125,0.0
07/24/1997,9.896469116210938,0.0
07/24/1997,9.896469116210938,0.0
07/25/1997,9.905517578125,0.0
07/25/1997,9.905517578125,0.0
07/28/1997,9.977884292602539,0.0
07/28/1997,9.977884292602539,0.0
07/29/1997,10.023114204406738,0.0
07/29/1997,10.023114204406738,0.0
07/30/1997,10.167854309082031,0.0
07/30/1997,10.167854309082031,0.0
07/31/1997,10.19499111175537,0.0
07/31/1997,10.194991111755371,0.0
08/01/1997,10.149760246276854,0.0
08/01/1997,10.149760246276855,0.0
08/04/1997,10.176898002624512,0.0
08/04/1997,10.176898002624512,0.0
08/05/1997,10.231175422668457,0.0
08/05/1997,10.231175422668457,0.0
08/06/1997,10.339728355407715,0.0
08/06/1997,10.339728355407715,0.0
08/07/1997,10.312591552734375,0.0
08/07/1997,10.312591552734375,0.0
08/08/1997,10.204036712646486,0.0
08/08/1997,10.204036712646484,0.0
08/11/1997,10.249269485473633,0.0
08/11/1997,10.249269485473633,0.0
08/12/1997,10.24022102355957,0.0
08/12/1997,10.24022102355957,0.0
08/13/1997,10.231175422668457,0.0
08/13/1997,10.231175422668457,0.0
08/14/1997,10.158804893493652,0.0
08/14/1997,10.158804893493652,0.0
08/15/1997,10.050251960754395,0.0
08/15/1997,10.050251960754395,0.0
08/18/1997,10.095479965209963,0.0
08/18/1997,10.095479965209961,0.0
08/19/1997,10.19499111175537,0.0
08/19/1997,10.194991111755371,0.0
08/20/1997,10.303544998168945,0.0
08/20/1997,10.303544998168945,0.0
08/21/1997,10.25831413269043,0.0
08/21/1997,10.25831413269043,0.0
08/22/1997,10.249269485473633,0.0
08/22/1997,10.249269485473633,0.0
08/25/1997,10.249269485473633,0.0
08/25/1997,10.249269485473633,0.0
08/26/1997,10.267358779907227,0.0
08/26/1997,10.267358779907227,0.0
08/27/1997,10.339728355407715,0.0
08/27/1997,10.339728355407715,0.0
08/28/1997,10.312591552734375,0.0
08/28/1997,10.312591552734375,0.0
08/29/1997,10.24022102355957,0.0
08/29/1997,10.24022102355957,0.0
09/02/1997,10.421144485473633,0.0
09/02/1997,10.421144485473633,0.0
09/03/1997,10.439233779907227,0.0
09/03/1997,10.439233779907227,0.0
09/04/1997,10.448282241821289,0.0
09/04/1997,10.448282241821289,0.0
09/05/1997,10.439233779907227,0.0
09/05/1997,10.439233779907227,0.0
09/08/1997,10.430190086364746,0.0
09/08/1997,10.430190086364746,0.0
09/09/1997,10.448282241821289,0.0
09/09/1997,10.448282241821289,0.0
09/10/1997,10.394003868103027,0.0
09/10/1997,10.394003868103027,0.0
09/11/1997,10.321639060974121,0.0
09/11/1997,10.321639060974121,0.0
09/12/1997,10.439233779907227,0.0
09/12/1997,10.439233779907227,0.0
09/15/1997,10.475418090820312,0.0
09/15/1997,10.475418090820312,0.0
09/16/1997,10.565880775451662,0.0
09/16/1997,10.56588077545166,0.0
09/17/1997,10.611112594604492,0.0
09/17/1997,10.611112594604492,0.0
09/18/1997,10.71061897277832,0.0
09/18/1997,10.71061897277832,0.0
09/19/1997,10.746801376342773,0.0
09/19/1997,10.746801376342773,0.0
09/22/1997,10.728713035583496,0.0
09/22/1997,10.728713035583496,0.0
09/23/1997,10.692529678344727,0.0
09/23/1997,10.692529678344727,0.0
09/24/1997,10.692529678344727,0.0
09/24/1997,10.692529678344727,0.0
09/25/1997,10.746801376342773,0.0
09/25/1997,10.746801376342773,0.0
09/26/1997,10.792037963867188,0.0
09/26/1997,10.792037963867188,0.0
09/29/1997,10.8915433883667,0.0
09/29/1997,10.8915433883667,0.0
09/30/1997,10.991049766540526,0.0
09/30/1997,10.991049766540527,0.0
10/01/1997,11.036280632019043,0.0
10/01/1997,11.036280632019043,0.0
10/02/1997,11.027234077453613,0.0
10/02/1997,11.027234077453613,0.0
10/03/1997,11.0634183883667,0.0
10/03/1997,11.0634183883667,0.0
10/06/1997,11.171971321105957,0.0
10/06/1997,11.171971321105957,0.0
10/07/1997,11.226250648498535,0.0
10/07/1997,11.226250648498535,0.0
10/08/1997,11.153879165649414,0.0
10/08/1997,11.153879165649414,0.0
10/09/1997,11.181020736694336,0.0
10/09/1997,11.181020736694336,0.0
10/10/1997,11.199113845825194,0.0
10/10/1997,11.199113845825195,0.0
10/13/1997,11.16292953491211,0.0
10/13/1997,11.16292953491211,0.0
10/14/1997,11.099605560302734,0.0
10/14/1997,11.099605560302734,0.0
10/15/1997,11.090559005737305,0.0
10/15/1997,11.090559005737305,0.0
10/16/1997,11.018187522888184,0.0
10/16/1997,11.018187522888184,0.0
10/17/1997,10.86440372467041,0.0
10/17/1997,10.86440372467041,0.0
10/20/1997,11.00009822845459,0.0
10/20/1997,11.00009822845459,0.0
10/21/1997,11.126742362976074,0.0
10/21/1997,11.126742362976074,0.0
10/22/1997,11.090559005737305,0.0
10/22/1997,11.090559005737305,0.0
10/23/1997,10.945820808410645,0.0
10/23/1997,10.945820808410645,0.0
10/24/1997,10.773943901062012,0.0
10/24/1997,10.773943901062012,0.0
10/27/1997,9.986929893493652,0.0
10/27/1997,9.986929893493652,0.0
10/28/1997,10.249269485473633,0.0
10/28/1997,10.249269485473633,0.0
10/29/1997,10.3759126663208,0.0
10/29/1997,10.3759126663208,0.0
10/30/1997,10.312591552734375,0.0
10/30/1997,10.312591552734375,0.0
10/31/1997,10.394003868103027,0.0
10/31/1997,10.394003868103027,0.0
11/03/1997,10.574927330017088,0.0
11/03/1997,10.57492733001709,0.0
11/04/1997,10.629203796386719,0.0
11/04/1997,10.629203796386719,0.0
11/05/1997,10.638253211975098,0.0
11/05/1997,10.638253211975098,0.0
11/06/1997,10.538742065429688,0.0
11/06/1997,10.538742065429688,0.0
11/07/1997,10.312591552734375,0.0
11/07/1997,10.312591552734375,0.0
11/10/1997,10.303544998168945,0.0
11/10/1997,10.303544998168945,0.0
11/11/1997,10.249269485473633,0.0
11/11/1997,10.249269485473633,0.0
11/12/1997,9.995973587036133,0.0
11/12/1997,9.995973587036133,0.0
11/13/1997,9.95979118347168,0.0
11/13/1997,9.95979118347168,0.0
11/14/1997,9.968836784362793,0.0
11/14/1997,9.968836784362793,0.0
11/17/1997,10.131669044494629,0.0
11/17/1997,10.131669044494629,0.0
11/18/1997,9.95979118347168,0.0
11/18/1997,9.95979118347168,0.0
11/19/1997,9.905517578125,0.0
11/19/1997,9.905517578125,0.0
11/20/1997,9.986929893493652,0.0
11/20/1997,9.986929893493652,0.0
11/21/1997,10.032158851623535,0.0
11/21/1997,10.032158851623535,0.0
11/24/1997,9.824098587036133,0.0
11/24/1997,9.824098587036133,0.0
11/25/1997,9.66126823425293,0.0
11/25/1997,9.66126823425293,0.0
11/26/1997,9.543669700622559,0.0
11/26/1997,9.543669700622559,0.0
11/28/1997,9.543669700622559,0.0
11/28/1997,9.543669700622559,0.0
12/01/1997,9.453207015991213,0.0
12/01/1997,9.453207015991211,0.0
12/02/1997,9.570806503295898,0.0
12/02/1997,9.570806503295898,0.0
12/03/1997,9.634129524230957,0.0
12/03/1997,9.634129524230957,0.0
12/04/1997,9.525574684143066,0.0
12/04/1997,9.525574684143066,0.0
12/05/1997,9.634129524230957,0.0
12/05/1997,9.634129524230957,0.0
12/08/1997,9.652222633361816,0.0
12/08/1997,9.652222633361816,0.0
12/09/1997,9.570806503295898,0.0
12/09/1997,9.570806503295898,0.0
12/10/1997,9.516529083251953,0.0
12/10/1997,9.516529083251953,0.0
12/11/1997,9.317517280578615,0.0
12/11/1997,9.317517280578613,0.0
12/12/1997,9.100408554077148,0.0
12/12/1997,9.100408554077148,0.0
12/15/1997,9.082315444946289,0.0
12/15/1997,9.082315444946289,0.0
12/16/1997,9.118500709533691,0.0
12/16/1997,9.118500709533691,0.0
12/17/1997,9.190871238708496,0.0
12/17/1997,9.190871238708496,0.0
12/18/1997,9.091363906860352,0.0
12/18/1997,9.091363906860352,0.0
12/19/1997,8.982808113098145,0.0
12/19/1997,8.982808113098145,0.0
12/22/1997,8.973761558532715,0.0
12/22/1997,8.973761558532715,0.0
12/23/1997,8.90139102935791,0.0
12/23/1997,8.90139102935791,0.0
12/24/1997,9.000899314880371,0.0
12/24/1997,9.000899314880371,0.0
12/26/1997,9.000899314880371,0.0
12/26/1997,9.000899314880371,0.0
12/29/1997,9.136595726013184,0.0
12/29/1997,9.136595726013184,0.0
12/30/1997,9.263237953186035,0.0
12/30/1997,9.263237953186035,0.0
12/31/1997,9.389883041381836,0.0
12/31/1997,9.389883041381836,0.0
01/02/1998,9.344653129577637,0.0
01/02/1998,9.344653129577637,0.0
01/05/1998,9.18182373046875,0.0
01/05/1998,9.18182373046875,0.0
01/06/1998,8.910440444946289,0.0
01/06/1998,8.910440444946289,0.0
01/07/1998,8.964718818664553,0.0
01/07/1998,8.96471881866455,0.0
01/08/1998,8.73856258392334,0.0
01/08/1998,8.73856258392334,0.0
01/09/1998,8.44003963470459,0.0
01/09/1998,8.44003963470459,0.0
01/12/1998,8.385763168334961,0.0
01/12/1998,8.385763168334961,0.0
01/13/1998,8.575735092163086,0.0
01/13/1998,8.575735092163086,0.0
01/14/1998,8.639057159423828,0.0
01/14/1998,8.639057159423828,0.0
01/15/1998,8.62096118927002,0.0
01/15/1998,8.62096118927002,0.0
01/16/1998,8.819976806640625,0.0
01/16/1998,8.819976806640625,0.0
01/20/1998,8.973761558532715,0.0
01/20/1998,8.973761558532715,0.0
01/21/1998,8.964718818664553,0.0
01/21/1998,8.96471881866455,0.0
01/22/1998,8.792839050292969,0.0
01/22/1998,8.792839050292969,0.0
01/23/1998,8.792839050292969,0.0
01/23/1998,8.792839050292969,0.0
01/26/1998,8.86520767211914,0.0
01/26/1998,8.86520767211914,0.0
01/27/1998,8.973761558532715,0.0
01/27/1998,8.973761558532715,0.0
01/28/1998,9.091363906860352,0.0
01/28/1998,9.091363906860352,0.0
01/29/1998,9.145641326904297,0.0
01/29/1998,9.145641326904297,0.0
01/30/1998,9.100408554077148,0.0
01/30/1998,9.100408554077148,0.0
02/02/1998,9.18182373046875,0.0
02/02/1998,9.18182373046875,0.0
02/03/1998,9.199919700622559,0.0
02/03/1998,9.199919700622559,0.0
02/04/1998,9.326562881469727,0.0
02/04/1998,9.326562881469727,0.0
02/05/1998,9.362743377685547,0.0
02/05/1998,9.362743377685547,0.0
02/06/1998,9.389883041381836,0.0
02/06/1998,9.389883041381836,0.0
02/09/1998,9.3537015914917,0.0
02/09/1998,9.3537015914917,0.0
02/10/1998,9.407976150512695,0.0
02/10/1998,9.407976150512695,0.0
02/11/1998,9.362743377685547,0.0
02/11/1998,9.362743377685547,0.0
02/12/1998,9.344653129577637,0.0
02/12/1998,9.344653129577637,0.0
02/13/1998,9.371790885925293,0.0
02/13/1998,9.371790885925293,0.0
02/17/1998,9.272282600402832,0.0
02/17/1998,9.272282600402832,0.0
02/18/1998,9.3537015914917,0.0
02/18/1998,9.3537015914917,0.0
02/19/1998,9.290375709533691,0.0
02/19/1998,9.290375709533691,0.0
02/20/1998,9.344653129577637,0.0
02/20/1998,9.344653129577637,0.0
02/23/1998,9.208961486816406,0.0
02/23/1998,9.208961486816406,0.0
02/24/1998,9.154684066772461,0.0
02/24/1998,9.154684066772461,0.0
02/25/1998,9.190871238708496,0.0
02/25/1998,9.190871238708496,0.0
02/26/1998,9.362743377685547,0.0
02/26/1998,9.362743377685547,0.0
02/27/1998,9.46225357055664,0.0
02/27/1998,9.46225357055664,0.0
03/02/1998,9.552716255187988,0.0
03/02/1998,9.552716255187988,0.0
03/03/1998,9.634129524230957,0.0
03/03/1998,9.634129524230957,0.0
03/04/1998,9.552716255187988,0.0
03/04/1998,9.552716255187988,0.0
03/05/1998,9.507487297058105,0.0
03/05/1998,9.507487297058105,0.0
03/06/1998,9.561760902404785,0.0
03/06/1998,9.561760902404785,0.0
03/09/1998,9.46225357055664,0.0
03/09/1998,9.46225357055664,0.0
03/10/1998,9.543669700622559,0.0
03/10/1998,9.543669700622559,0.0
03/11/1998,9.561760902404785,0.0
03/11/1998,9.561760902404785,0.0
03/12/1998,9.534622192382812,0.0
03/12/1998,9.534622192382812,0.0
03/13/1998,9.507487297058105,0.0
03/13/1998,9.507487297058105,0.0
03/16/1998,9.525574684143066,0.0
03/16/1998,9.525574684143066,0.0
03/17/1998,9.389883041381836,0.0
03/17/1998,9.389883041381836,0.0
03/18/1998,9.489391326904299,0.0
03/18/1998,9.489391326904297,0.0
03/19/1998,9.597945213317871,0.0
03/19/1998,9.597945213317871,0.0
03/20/1998,9.769822120666502,0.0
03/20/1998,9.769822120666504,0.0
03/23/1998,9.995973587036133,0.0
03/23/1998,9.995973587036133,0.0
03/24/1998,9.92360782623291,0.0
03/24/1998,9.92360782623291,0.0
03/25/1998,9.878375053405762,0.0
03/25/1998,9.878375053405762,0.0
03/26/1998,9.968836784362793,0.0
03/26/1998,9.968836784362793,0.0
03/27/1998,9.95979118347168,0.0
03/27/1998,9.95979118347168,0.0
03/30/1998,9.905517578125,0.0
03/30/1998,9.905517578125,0.0
03/31/1998,9.842191696166992,0.0
03/31/1998,9.842191696166992,0.0
04/01/1998,9.977884292602539,0.0
04/01/1998,9.977884292602539,0.0
04/02/1998,10.06834602355957,0.0
04/02/1998,10.06834602355957,0.0
04/03/1998,10.131669044494629,0.0
04/03/1998,10.131669044494629,0.0
04/06/1998,10.131669044494629,0.0
04/06/1998,10.131669044494629,0.0
04/07/1998,9.995973587036133,0.0
04/07/1998,9.995973587036133,0.0
04/08/1998,9.941697120666504,0.0
04/08/1998,9.941697120666504,0.0
04/09/1998,9.977884292602539,0.0
04/09/1998,9.977884292602539,0.0
04/13/1998,9.941697120666504,0.0
04/13/1998,9.941697120666504,0.0
04/14/1998,9.995973587036133,0.0
04/14/1998,9.995973587036133,0.0
04/15/1998,10.07738971710205,0.0
04/15/1998,10.07738971710205,0.0
04/16/1998,10.08643627166748,0.0
04/16/1998,10.08643627166748,0.0
04/17/1998,10.158804893493652,0.0
04/17/1998,10.158804893493652,0.0
04/20/1998,10.185942649841309,0.0
04/20/1998,10.185942649841309,0.0
04/21/1998,10.285451889038086,0.0
04/21/1998,10.285451889038086,0.0
04/22/1998,10.24022102355957,0.0
04/22/1998,10.24022102355957,0.0
04/23/1998,10.176898002624512,0.0
04/23/1998,10.176898002624512,0.0
04/24/1998,10.059297561645508,0.0
04/24/1998,10.059297561645508,0.0
04/27/1998,9.92360782623291,0.0
04/27/1998,9.92360782623291,0.0
04/28/1998,9.977884292602539,0.0
04/28/1998,9.977884292602539,0.0
04/29/1998,10.104527473449707,0.0
04/29/1998,10.104527473449707,0.0
04/30/1998,10.204036712646486,0.0
04/30/1998,10.204036712646484,0.0
05/01/1998,10.366865158081055,0.0
05/01/1998,10.366865158081055,0.0
05/04/1998,10.321639060974121,0.0
05/04/1998,10.321639060974121,0.0
05/05/1998,10.285451889038086,0.0
05/05/1998,10.285451889038086,0.0
05/06/1998,10.25831413269043,0.0
05/06/1998,10.25831413269043,0.0
05/07/1998,10.1226224899292,0.0
05/07/1998,10.1226224899292,0.0
05/08/1998,10.204036712646486,0.0
05/08/1998,10.204036712646484,0.0
05/11/1998,10.222129821777344,0.0
05/11/1998,10.222129821777344,0.0
05/12/1998,10.231175422668457,0.0
05/12/1998,10.231175422668457,0.0
05/13/1998,10.249269485473633,0.0
05/13/1998,10.249269485473633,0.0
05/14/1998,10.267358779907227,0.0
05/14/1998,10.267358779907227,0.0
05/15/1998,10.19499111175537,0.0
05/15/1998,10.194991111755371,0.0
05/18/1998,9.995973587036133,0.0
05/18/1998,9.995973587036133,0.0
05/19/1998,9.995973587036133,0.0
05/19/1998,9.995973587036133,0.0
05/20/1998,9.92360782623291,0.0
05/20/1998,9.92360782623291,0.0
05/21/1998,9.887423515319824,0.0
05/21/1998,9.887423515319824,0.0
05/22/1998,9.869329452514648,0.0
05/22/1998,9.869329452514648,0.0
05/26/1998,9.679361343383789,0.0
05/26/1998,9.679361343383789,0.0
05/27/1998,9.625083923339844,0.0
05/27/1998,9.625083923339844,0.0
05/28/1998,9.697452545166016,0.0
05/28/1998,9.697452545166016,0.0
05/29/1998,9.66126823425293,0.0
05/29/1998,9.66126823425293,0.0
06/01/1998,9.489391326904299,0.0
06/01/1998,9.489391326904297,0.0
06/02/1998,9.516529083251953,0.0
06/02/1998,9.516529083251953,0.0
06/03/1998,9.453207015991213,0.0
06/03/1998,9.453207015991211,0.0
06/04/1998,9.588900566101074,0.0
06/04/1998,9.588900566101074,0.0
06/05/1998,9.715543746948242,0.0
06/05/1998,9.715543746948242,0.0
06/08/1998,9.643175125122069,0.0
06/08/1998,9.64317512512207,0.0
06/09/1998,9.498438835144043,0.0
06/09/1998,9.498438835144043,0.0
06/10/1998,9.344653129577637,0.0
06/10/1998,9.344653129577637,0.0
06/11/1998,9.082315444946289,0.0
06/11/1998,9.082315444946289,0.0
06/12/1998,9.118500709533691,0.0
06/12/1998,9.118500709533691,0.0
06/15/1998,8.829024314880371,0.0
06/15/1998,8.829024314880371,0.0
06/16/1998,8.964718818664553,0.0
06/16/1998,8.96471881866455,0.0
06/17/1998,9.199919700622559,0.0
06/17/1998,9.199919700622559,0.0
06/18/1998,9.046133041381836,0.0
06/18/1998,9.046133041381836,0.0
06/19/1998,9.064223289489746,0.0
06/19/1998,9.064223289489746,0.0
06/22/1998,9.172776222229004,0.0
06/22/1998,9.172776222229004,0.0
06/23/1998,9.245147705078125,0.0
06/23/1998,9.245147705078125,0.0
06/24/1998,9.290375709533691,0.0
06/24/1998,9.290375709533691,0.0
06/25/1998,9.254188537597656,0.0
06/25/1998,9.254188537597656,0.0
06/26/1998,9.227055549621582,0.0
06/26/1998,9.227055549621582,0.0
06/29/1998,9.227055549621582,0.0
06/29/1998,9.227055549621582,0.0
06/30/1998,9.254188537597656,0.0
06/30/1998,9.254188537597656,0.0
07/01/1998,9.371790885925293,0.0
07/01/1998,9.371790885925293,0.0
07/02/1998,9.39892864227295,0.0
07/02/1998,9.39892864227295,0.0
07/06/1998,9.371790885925293,0.0
07/06/1998,9.371790885925293,0.0
07/07/1998,9.371790885925293,0.0
07/07/1998,9.371790885925293,0.0
07/08/1998,9.272282600402832,0.0
07/08/1998,9.272282600402832,0.0
07/09/1998,9.118500709533691,0.0
07/09/1998,9.118500709533691,0.0
07/10/1998,9.082315444946289,0.0
07/10/1998,9.082315444946289,0.0
07/13/1998,8.946623802185059,0.0
07/13/1998,8.946623802185059,0.0
07/14/1998,9.118500709533691,0.0
07/14/1998,9.118500709533691,0.0
07/15/1998,9.154684066772461,0.0
07/15/1998,9.154684066772461,0.0
07/16/1998,9.199919700622559,0.0
07/16/1998,9.199919700622559,0.0
07/17/1998,9.163729667663574,0.0
07/17/1998,9.163729667663574,0.0
07/20/1998,9.073271751403809,0.0
07/20/1998,9.073271751403809,0.0
07/21/1998,9.009944915771484,0.0
07/21/1998,9.009944915771484,0.0
07/22/1998,9.046133041381836,0.0
07/22/1998,9.046133041381836,0.0
07/23/1998,8.792839050292969,0.0
07/23/1998,8.792839050292969,0.0
07/24/1998,8.73856258392334,0.0
07/24/1998,8.73856258392334,0.0
07/27/1998,8.72047233581543,0.0
07/27/1998,8.72047233581543,0.0
07/28/1998,8.60287094116211,0.0
07/28/1998,8.60287094116211,0.0
07/29/1998,8.593826293945312,0.0
07/29/1998,8.593826293945312,0.0
07/30/1998,8.72047233581543,0.0
07/30/1998,8.72047233581543,0.0
07/31/1998,8.512408256530762,0.0
07/31/1998,8.512408256530762,0.0
08/03/1998,8.349575996398926,0.0
08/03/1998,8.349575996398926,0.0
08/04/1998,8.141518592834473,0.0
08/04/1998,8.141518592834473,0.0
08/05/1998,7.969641208648682,0.0
08/05/1998,7.969641208648682,0.0
08/06/1998,7.9425039291381845,0.0
08/06/1998,7.942503929138184,0.0
08/07/1998,8.051060676574707,0.0
08/07/1998,8.051060676574707,0.0
08/10/1998,7.933459281921388,0.0
08/10/1998,7.933459281921387,0.0
08/11/1998,7.861085891723632,0.0
08/11/1998,7.861085891723633,0.0
08/12/1998,7.915365695953369,0.0
