QCLN,First Trust NASDAQ Clean Edge G,
Date,Price,Dividend,Annualized Dividend
12/24/2007,29.63256119051756,0.0,0.0
12/26/2007,29.150277999681357,0.0,0.0
12/27/2007,29.63256199688847,0.0,0.0
12/28/2007,29.678929731515296,0.0,0.0
12/31/2007,28.862770202337273,0.0,0.0
01/02/2008,29.92006989357854,0.0,0.0
01/03/2008,28.575246810913086,0.0,0.0
01/04/2008,28.09296701360408,0.0,0.0
01/07/2008,27.276794422828342,0.0,0.0
01/08/2008,26.19165354893291,0.0,0.0
01/09/2008,25.54243498598997,0.0,0.0
01/10/2008,25.078697902464018,0.0,0.0
01/11/2008,25.07870004595863,0.0,0.0
01/14/2008,24.791182075412266,0.0,0.0
01/15/2008,24.336724594898694,0.0,0.0
01/16/2008,22.667289177802676,0.0,0.0
01/17/2008,22.593088885414147,0.0,0.0
01/18/2008,21.83256560003677,0.0,0.0
01/22/2008,19.50462285456441,0.0,0.0
01/23/2008,21.00712073876196,0.0,0.0
01/24/2008,21.303906709515797,0.0,0.0
01/25/2008,22.027334050929294,0.0,0.0
01/28/2008,22.231371878176933,0.0,0.0
01/29/2008,22.277746863309623,0.0,0.0
01/30/2008,22.444692945444533,0.0,0.0
01/31/2008,21.70272160998059,0.0,0.0
02/01/2008,22.12935647982154,0.0,0.0
02/04/2008,23.399986359135415,0.0,0.0
02/05/2008,22.92696779441256,0.0,0.0
02/06/2008,21.795469583108567,0.0,0.0
02/07/2008,20.682503695565014,0.0,0.0
02/08/2008,21.136962253854907,0.0,0.0
02/11/2008,21.378108355257694,0.0,0.0
02/12/2008,21.81401645863697,0.0,0.0
02/13/2008,22.25919951876125,0.0,0.0
02/14/2008,23.33505763766466,0.0,0.0
02/15/2008,22.268474354179485,0.0,0.0
02/19/2008,22.73220434959153,0.0,0.0
02/20/2008,21.29463132993515,0.0,0.0
02/21/2008,22.036597643394835,0.0,0.0
02/22/2008,21.64706716905522,0.0,0.0
02/25/2008,21.48940237619701,0.0,0.0
02/26/2008,21.860389534023508,0.0,0.0
02/27/2008,21.97168781677255,0.0,0.0
02/28/2008,21.897485764916233,0.0,0.0
02/29/2008,21.396656025230353,0.0,0.0
03/03/2008,20.895824616531826,0.0,0.0
03/04/2008,20.803074385162336,0.0,0.0
03/05/2008,20.90509755002563,0.0,0.0
03/06/2008,21.07204425491816,0.0,0.0
03/07/2008,20.098200679114147,0.0,0.0
03/10/2008,19.95908306034944,0.0,0.0
03/11/2008,19.523168578703764,0.0,0.0
03/12/2008,20.311523437500004,0.0,0.0
03/13/2008,20.03327444347159,0.0,0.0
03/14/2008,20.97929434148166,0.0,0.0
03/17/2008,19.47679836218954,0.0,0.0
03/18/2008,19.50462728487262,0.0,0.0
03/19/2008,20.497014819132506,0.0,0.0
03/20/2008,19.476801122409476,0.0,0.0
03/24/2008,20.302244649589934,0.0,0.0
03/25/2008,21.183339338822563,0.0,0.0
03/26/2008,21.480129297154296,0.0,0.0
03/27/2008,21.554325547889228,0.0,0.0
03/28/2008,21.4523005955462,0.0,0.0
03/31/2008,21.350276979298837,0.0,0.0
04/01/2008,21.7119968379185,0.0,0.0
04/02/2008,22.2313733093375,0.0,0.0
04/03/2008,22.37977065587742,0.0,0.0
04/04/2008,22.964072641843604,0.0,0.0
04/07/2008,24.114132811991354,0.0,0.0
04/08/2008,22.926970862149876,0.0,0.0
04/09/2008,23.87299083900593,0.0,0.0
04/10/2008,23.00117055704759,0.0,0.0
04/11/2008,22.769301633547673,0.0,0.0
04/14/2008,22.444698270642963,0.0,0.0
04/15/2008,22.760027420672998,0.0,0.0
04/16/2008,23.38143250339207,0.0,0.0
04/17/2008,23.81734518990262,0.0,0.0
04/18/2008,23.826623168056198,0.0,0.0
04/21/2008,23.659674325090776,0.0,0.0
04/22/2008,24.09558988861791,0.0,0.0
04/23/2008,23.409257003824223,0.0,0.0
04/24/2008,23.743151811806893,0.0,0.0
04/25/2008,23.61330223083496,0.0,0.0
04/28/2008,23.62256921625992,0.0,0.0
04/29/2008,23.613297426191306,0.0,0.0
04/30/2008,23.965735216422,0.0,0.0
05/01/2008,23.372163454474148,0.0,0.0
05/02/2008,23.68750368563289,0.0,0.0
05/05/2008,23.464904084228877,0.0,0.0
05/06/2008,23.09391363686333,0.0,0.0
05/07/2008,24.021384824373342,0.0,0.0
05/08/2008,23.891538808368114,0.0,0.0
05/09/2008,23.65039843957401,0.0,0.0
05/12/2008,24.049213295035837,0.0,0.0
05/13/2008,24.540759301829134,0.0,0.0
05/14/2008,25.02304923442173,0.0,0.0
05/15/2008,24.781909454985662,0.0,0.0
05/16/2008,25.75574930639631,0.0,0.0
05/19/2008,26.03398337745467,0.0,0.0
05/20/2008,25.737202897837786,0.0,0.0
05/21/2008,25.69082156740638,0.0,0.0
05/22/2008,24.308899883937787,0.0,0.0
05/23/2008,24.726263432639797,0.0,0.0
05/27/2008,25.05087392517551,0.0,0.0
05/28/2008,24.93030106536026,0.0,0.0
05/29/2008,24.856102386861764,0.0,0.0
05/30/2008,25.162170626005626,0.0,0.0
06/02/2008,25.245639463949054,0.0,0.0
06/03/2008,24.948854850678597,0.0,0.0
06/04/2008,24.64278802969727,0.0,0.0
06/05/2008,24.800451776694086,0.0,0.0
06/06/2008,25.013772617550508,0.0,0.0
06/09/2008,24.624236199557835,0.0,0.0
06/10/2008,24.401653898048288,0.0,0.0
06/11/2008,23.798793900166732,0.0,0.0
06/12/2008,23.724596927113907,0.0,0.0
06/13/2008,23.566924153710843,0.0,0.0
06/16/2008,24.2346954118543,0.0,0.0
06/17/2008,25.152898368066847,0.0,0.0
06/18/2008,24.698430822281264,0.0,0.0
06/19/2008,24.78191059564484,0.0,0.0
06/20/2008,24.98594984250401,0.0,0.0
06/23/2008,24.614967637521953,0.0,0.0
06/24/2008,24.503665428411743,0.0,0.0
06/25/2008,24.392374708169328,0.0,0.0
06/26/2008,24.095586735289892,0.0,0.0
06/27/2008,23.24231563902534,0.0,0.0
06/30/2008,23.03827202805701,0.0,0.0
07/01/2008,22.314839837367174,0.0,0.0
07/02/2008,22.491070363190364,0.0,0.0
07/03/2008,21.368839650812742,0.0,0.0
07/07/2008,21.489400341306826,0.0,0.0
07/08/2008,21.155511080563265,0.0,0.0
07/09/2008,21.600699547376845,0.0,0.0
07/10/2008,20.765976375896134,0.0,0.0
07/11/2008,20.932922907989166,0.0,0.0
07/14/2008,22.23137655026659,0.0,0.0
07/15/2008,21.69344151437425,0.0,0.0
07/16/2008,21.600700305514874,0.0,0.0
07/17/2008,22.463242474249384,0.0,0.0
07/18/2008,22.361222289715318,0.0,0.0
07/21/2008,22.60236702338648,0.0,0.0
07/22/2008,22.444688535302205,0.0,0.0
07/23/2008,22.46324319873003,0.0,0.0
07/24/2008,21.684169762633978,0.0,0.0
07/25/2008,21.29462772154787,0.0,0.0
07/28/2008,21.647069862558443,0.0,0.0
07/29/2008,21.229707679537714,0.0,0.0
07/30/2008,21.906759930209944,0.0,0.0
07/31/2008,22.157169724426414,0.0,0.0
08/01/2008,21.647070442399706,0.0,0.0
08/04/2008,21.51722688163055,0.0,0.0
08/05/2008,20.849454822728493,0.0,0.0
08/06/2008,21.276086465818565,0.0,0.0
08/07/2008,21.628524427332586,0.0,0.0
08/08/2008,21.433748729489707,0.0,0.0
08/11/2008,21.470853805541992,0.0,0.0
08/12/2008,21.192610749764665,0.0,0.0
08/13/2008,21.619248914834177,0.0,0.0
08/14/2008,21.851115748481533,0.0,0.0
08/15/2008,22.695110820692058,0.0,0.0
08/18/2008,22.973350841379823,0.0,0.0
08/19/2008,22.14789974974181,0.0,0.0
08/20/2008,22.194278973612068,0.0,0.0
08/21/2008,22.917696060828497,0.0,0.0
08/22/2008,23.14029274621881,0.0,0.0
08/25/2008,23.455630499340007,0.0,0.0
08/26/2008,22.99190172542634,0.0,0.0
08/27/2008,23.010444367908523,0.0,0.0
08/28/2008,23.27941052599708,0.0,0.0
08/29/2008,23.205212987924916,0.0,0.0
09/02/2008,23.186673395988198,0.0,0.0
09/03/2008,22.240645245687734,0.0,0.0
09/04/2008,21.396652393551516,0.0,0.0
09/05/2008,20.41354266510009,0.0,0.0
09/08/2008,21.331736105150945,0.0,0.0
09/09/2008,20.228043274216905,0.0,0.0
09/10/2008,18.920324436735164,0.0,0.0
09/11/2008,18.66063429535691,0.0,0.0
09/12/2008,19.16145807620088,0.0,0.0
09/15/2008,19.476793989350526,0.0,0.0
09/16/2008,17.63113865683139,0.0,0.0
09/17/2008,18.864673330483843,0.0,0.0
09/18/2008,17.88155970008937,0.0,0.0
09/19/2008,20.190949770956163,0.0,0.0
09/22/2008,19.606639896795905,0.0,0.0
09/23/2008,19.597371360592604,0.0,0.0
09/24/2008,19.013067088573553,0.0,0.0
09/25/2008,19.003791138836856,0.0,0.0
09/26/2008,19.01306345198231,0.0,0.0
09/29/2008,19.921983788379826,0.0,0.0
09/30/2008,16.675854549713794,0.0,0.0
10/01/2008,17.306529612115288,0.0,0.0
10/02/2008,17.352900126866274,0.0,0.0
10/03/2008,16.36051126286906,0.0,0.0
10/06/2008,14.997131637761411,0.0,0.0
10/07/2008,14.19951673396895,0.0,0.0
10/08/2008,12.353855500396891,0.0,0.0
10/09/2008,13.003081961849066,0.0,0.0
10/10/2008,11.667529891777352,0.0,0.0
10/13/2008,12.938157961562553,0.0,0.0
10/14/2008,14.83946692004624,0.0,0.0
10/15/2008,13.448268430247582,0.0,0.0
10/16/2008,11.639705087819115,0.0,0.0
10/17/2008,12.33530405543502,0.0,0.0
10/20/2008,12.928881352295189,0.0,0.0
10/21/2008,12.585721573981258,0.0,0.0
10/22/2008,12.112712210196987,0.0,0.0
10/23/2008,11.630428831730706,0.0,0.0
10/24/2008,10.202128971473542,0.0,0.0
10/27/2008,10.239229842092742,0.0,0.0
10/28/2008,10.20213309975544,0.0,0.0
10/29/2008,10.702962414895719,0.0,0.0
10/30/2008,11.880849998185568,0.0,0.0
10/31/2008,11.630433489813376,0.0,0.0
11/03/2008,12.07561369512613,0.0,0.0
11/04/2008,13.123653624405705,0.0,0.0
11/05/2008,13.45754367823152,0.0,0.0
11/06/2008,12.177638013804124,0.0,0.0
11/07/2008,11.138873870247046,0.0,0.0
11/10/2008,11.658257054604212,0.0,0.0
11/11/2008,10.610220079218674,0.0,0.0
11/12/2008,10.202132196360237,0.0,0.0
11/13/2008,9.237567390040162,0.0,0.0
11/14/2008,10.248507061179696,0.0,0.0
11/17/2008,9.525083048307916,0.0,0.0
11/18/2008,9.237568035903385,0.0,0.0
11/19/2008,9.098448264999272,0.0,0.0
11/20/2008,7.864917701712076,0.0,0.0
11/21/2008,7.429008587899285,0.0,0.0
11/24/2008,8.124604116991902,0.0,0.0
11/25/2008,8.922229067132816,0.0,0.0
11/26/2008,9.061350470299601,0.0,0.0
11/28/2008,9.701304193235304,0.0,0.0
12/01/2008,9.256119169842274,0.0,0.0
12/02/2008,8.80165972057084,0.0,0.0
12/03/2008,8.643988593793221,0.0,0.0
12/04/2008,9.367414731790412,0.0,0.0
12/05/2008,8.810933175269547,0.0,0.0
12/08/2008,9.738398119188377,0.0,0.0
12/09/2008,9.654928152405773,0.0,0.0
12/10/2008,9.62710254079377,0.0,0.0
12/11/2008,9.636381145537065,0.0,0.0
12/12/2008,9.10772257701613,0.0,0.0
12/15/2008,9.840419351117804,0.0,0.0
12/16/2008,9.6549261622008,0.0,0.0
12/17/2008,9.951715222896915,0.0,0.0
12/18/2008,10.638041533787707,0.0,0.0
12/19/2008,10.127934756419316,0.0,0.0
12/22/2008,10.23923291314643,0.0,0.0
12/23/2008,9.960988796714041,0.0,0.0
12/24/2008,9.70130048234568,0.0,0.0
12/26/2008,9.80331980032629,0.0,0.0
12/29/2008,9.933168246297065,0.0,0.0
12/30/2008,9.840418552903959,0.0,0.0
12/31/2008,10.137210286433534,0.0,0.0
01/02/2009,10.396899681602,0.0,0.0
01/05/2009,10.944107076694285,0.0,0.0
01/06/2009,11.120325311383075,0.0,0.0
01/07/2009,11.352191596893139,0.0,0.0
01/08/2009,10.814260212509206,0.0,0.0
01/09/2009,11.352192378445876,0.0,0.0
01/12/2009,10.96265492616778,0.0,0.0
01/13/2009,10.276326740438565,0.0,0.0
01/14/2009,10.063013343533033,0.0,0.0
01/15/2009,9.590003075496881,0.0,0.0
01/16/2009,10.369076565706674,0.0,0.0
01/20/2009,10.285608544247568,0.0,0.0
01/21/2009,9.766223822653716,0.0,0.0
01/22/2009,9.951719048348206,0.0,0.0
01/23/2009,9.228293352383087,0.0,0.0
01/26/2009,9.794046661816477,0.0,0.0
01/27/2009,9.905342542765563,0.0,0.0
01/28/2009,10.36907783061642,0.0,0.0
01/29/2009,10.313429525009727,0.0,0.0
01/30/2009,10.313428957098177,0.0,0.0
02/02/2009,10.016641104806583,0.0,0.0
02/03/2009,9.96098972286992,0.0,0.0
02/04/2009,10.294878138928498,0.0,0.0
02/05/2009,10.127936815227967,0.0,0.0
02/06/2009,10.517470683762381,0.0,0.0
02/09/2009,10.777159002725668,0.0,0.0
02/10/2009,10.786435623152094,0.0,0.0
02/11/2009,10.461823332511376,0.0,0.0
02/12/2009,9.988817406957706,0.0,0.0
02/13/2009,10.471097946166992,0.0,0.0
02/17/2009,10.526747631010812,0.0,0.0
02/18/2009,9.794050745397316,0.0,0.0
02/19/2009,9.71057564193197,0.0,0.0
02/20/2009,9.024252804746538,0.0,0.0
02/23/2009,9.21901828405207,0.0,0.0
02/24/2009,8.643988490239975,0.0,0.0
02/25/2009,8.81093422612739,0.0,0.0
02/26/2009,8.940779310752335,0.0,0.0
02/27/2009,8.57906672412979,0.0,0.0
03/02/2009,8.393570851255912,0.0,0.0
03/03/2009,7.883465454157147,0.0,0.0
03/04/2009,8.096783801410563,0.0,0.0
03/05/2009,8.14315658797271,0.0,0.0
03/06/2009,8.068958902169042,0.0,0.0
03/09/2009,7.753620496525466,0.0,0.0
03/10/2009,7.874191215922258,0.0,0.0
03/11/2009,8.486320507328086,0.0,0.0
03/12/2009,8.439949400630557,0.0,0.0
03/13/2009,8.96860402762739,0.0,0.0
03/16/2009,9.107722715372423,0.0,0.0
03/17/2009,8.699638309345039,0.0,0.0
03/18/2009,8.76456117850865,0.0,0.0
03/19/2009,9.265391745970579,0.0,0.0
03/20/2009,9.385963607251728,0.0,0.0
03/23/2009,9.163367389604863,0.0,0.0
03/24/2009,9.497254394754426,0.0,0.0
03/25/2009,9.710574733599428,0.0,0.0
03/26/2009,9.747674241160627,0.0,0.0
03/27/2009,10.341251931685239,0.0,0.0
03/30/2009,9.905343212149694,0.0,0.0
03/31/2009,9.868243051345626,0.0,0.0
04/01/2009,9.849695635909404,0.0,0.0
04/02/2009,10.489649015313304,0.0,0.0
04/03/2009,10.536017818158134,0.0,0.0
04/06/2009,10.545293510114378,0.0,0.0
04/07/2009,10.415447157378955,0.0,0.0
04/08/2009,10.165031703102107,0.0,0.0
04/09/2009,10.693691858963186,0.0,0.0
04/13/2009,10.64731607355718,0.0,0.0
04/14/2009,10.69369294097641,0.0,0.0
04/15/2009,10.80498646558518,0.0,0.0
04/16/2009,10.69369320413338,0.0,0.0
04/17/2009,11.009026526703543,0.0,0.0
04/20/2009,10.89773334927029,0.0,0.0
04/21/2009,10.563847567867453,0.0,0.0
04/22/2009,10.638044134914418,0.0,0.0
04/23/2009,10.96265419749786,0.0,0.0
04/24/2009,10.749339367542754,0.0,0.0
04/27/2009,10.925558556851815,0.0,0.0
04/28/2009,10.925557240096145,0.0,0.0
04/29/2009,10.934833695799636,0.0,0.0
04/30/2009,11.333642347324025,0.0,0.0
05/01/2009,11.927221643234349,0.0,0.0
05/04/2009,11.732451084100624,0.0,0.0
05/05/2009,12.706291895427121,0.0,0.0
05/06/2009,12.826864242553711,0.0,0.0
05/07/2009,13.09582956008834,0.0,0.0
05/08/2009,12.650643178829638,0.0,0.0
05/11/2009,12.428050550120764,0.0,0.0
05/12/2009,12.121989192413634,0.0,0.0
05/13/2009,12.029243152319289,0.0,0.0
05/14/2009,11.175972477753279,0.0,0.0
05/15/2009,11.417112449671688,0.0,0.0
05/18/2009,11.528410235345367,0.0,0.0
05/19/2009,11.760274779037543,0.0,0.0
05/20/2009,12.381681226893612,0.0,0.0
05/21/2009,12.19618441633931,0.0,0.0
05/22/2009,12.094167331395761,0.0,0.0
05/26/2009,12.001418531199574,0.0,0.0
05/27/2009,12.353856299601224,0.0,0.0
05/28/2009,12.659918994806365,0.0,0.0
05/29/2009,12.687741981506957,0.0,0.0
06/01/2009,13.420444530167753,0.0,0.0
06/02/2009,13.48536340150736,0.0,0.0
06/03/2009,13.448266809223512,0.0,0.0
06/04/2009,13.272048509160303,0.0,0.0
06/05/2009,13.772880624405719,0.0,0.0
06/08/2009,13.457538604736326,0.0,0.0
06/09/2009,13.782154354809814,0.0,0.0
06/10/2009,14.097492218017578,0.0,0.0
06/11/2009,14.227337766848555,0.0,0.0
06/12/2009,13.921275988812154,0.0,0.0
06/15/2009,13.541013587881208,0.0,0.0
06/16/2009,13.596661956470117,0.0,0.0
06/17/2009,13.012357113336005,0.0,0.0
06/18/2009,12.919608510618792,0.0,0.0
06/19/2009,12.938156228665415,0.0,0.0
06/22/2009,12.901058351217278,0.0,0.0
06/23/2009,12.418777906458455,0.0,0.0
06/24/2009,12.48369948565642,0.0,0.0
06/25/2009,12.520799512671031,0.0,0.0
06/26/2009,12.808312637770436,0.0,0.0
06/29/2009,12.984532379273672,0.0,0.0
06/30/2009,13.095828169641532,0.0,0.0
07/01/2009,13.003083067796977,0.0,0.0
07/02/2009,12.761942613272113,0.0,0.0
07/06/2009,12.539348426561984,0.0,0.0
07/07/2009,12.2425596440281,0.0,0.0
07/08/2009,11.815924626902499,0.0,0.0
07/09/2009,11.676804497115045,0.0,0.0
07/10/2009,11.723180362883806,0.0,0.0
07/13/2009,11.778827265012776,0.0,0.0
07/14/2009,12.010693946940197,0.0,0.0
07/15/2009,12.35385508131442,0.0,0.0
07/16/2009,12.483702988596184,0.0,0.0
07/17/2009,12.81758855141251,0.0,0.0
07/20/2009,12.984530582011379,0.0,0.0
07/21/2009,13.077279440126548,0.0,0.0
07/22/2009,13.114377357614122,0.0,0.0
07/23/2009,13.355521196741615,0.0,0.0
07/24/2009,13.596660604920661,0.0,0.0
07/27/2009,13.995468004603024,0.0,0.0
07/28/2009,13.828527865065459,0.0,0.0
07/29/2009,13.59666077581575,0.0,0.0
07/30/2009,13.819253775912372,0.0,0.0
07/31/2009,13.670857034247986,0.0,0.0
08/03/2009,13.976922147002345,0.0,0.0
08/04/2009,13.89345070016648,0.0,0.0
08/05/2009,14.023296716664127,0.0,0.0
08/06/2009,14.162415649980227,0.0,0.0
08/07/2009,14.106768848328533,0.0,0.0
08/10/2009,13.782154446064018,0.0,0.0
08/11/2009,13.912000237543351,0.0,0.0
08/12/2009,13.578110728509953,0.0,0.0
08/13/2009,13.847074910250754,0.0,0.0
08/14/2009,13.772880384840596,0.0,0.0
08/17/2009,13.114373975397132,0.0,0.0
08/18/2009,13.049454412449503,0.0,0.0
08/19/2009,12.947435924119565,0.0,0.0
08/20/2009,12.993811953104737,0.0,0.0
08/21/2009,13.420441205887897,0.0,0.0
08/24/2009,13.411169347043014,0.0,0.0
08/25/2009,13.290597358261765,0.0,0.0
08/26/2009,13.364794427185549,0.0,0.0
08/27/2009,13.448263562413937,0.0,0.0
08/28/2009,13.550289313053856,0.0,0.0
08/31/2009,13.485364166370164,0.0,0.0
09/01/2009,13.216401469470924,0.0,0.0
09/02/2009,12.771214403986344,0.0,0.0
09/03/2009,12.956708560365708,0.0,0.0
09/04/2009,13.160753009564862,0.0,0.0
09/08/2009,13.53173480834448,0.0,0.0
09/09/2009,13.837799040880062,0.0,0.0
09/10/2009,14.162415274120859,0.0,0.0
09/11/2009,14.282983995971476,0.0,0.0
09/14/2009,14.078947465577212,0.0,0.0
09/15/2009,14.041841804437166,0.0,0.0
09/16/2009,14.33863383657915,0.0,0.0
09/17/2009,14.644699598371753,0.0,0.0
09/18/2009,14.922934527470767,0.0,0.0
09/21/2009,14.70034408569336,0.0,0.0
09/22/2009,14.858015689795385,0.0,0.0
09/23/2009,14.885841613573257,0.0,0.0
09/24/2009,14.737446621707761,0.0,0.0
09/25/2009,14.134588014020508,0.0,0.0
09/28/2009,14.1438641583793,0.0,0.0
09/29/2009,14.273709787106085,0.0,0.0
09/30/2009,14.375730387046962,0.0,0.0
10/01/2009,14.218060783603914,0.0,0.0
10/02/2009,13.364792823791506,0.0,0.0
10/05/2009,13.429715302981274,0.0,0.0
10/06/2009,13.735782514083025,0.0,0.0
10/07/2009,13.884176254272463,0.0,0.0
10/08/2009,13.976922500688024,0.0,0.0
10/09/2009,13.930547287436346,0.0,0.0
10/12/2009,14.422105349787083,0.0,0.0
10/13/2009,14.524123512806444,0.0,0.0
10/14/2009,14.533402585370938,0.0,0.0
10/15/2009,14.375730783926501,0.0,0.0
10/16/2009,14.190239138277285,0.0,0.0
10/19/2009,14.097492308665494,0.0,0.0
10/20/2009,14.320083404763677,0.0,0.0
10/21/2009,14.227336500318895,0.0,0.0
10/22/2009,14.078944044689216,0.0,0.0
10/23/2009,14.116042598805123,0.0,0.0
10/26/2009,13.782152840235208,0.0,0.0
10/27/2009,13.541013784625239,0.0,0.0
10/28/2009,13.29059898715871,0.0,0.0
10/29/2009,12.743392012706437,0.0,0.0
10/30/2009,13.058729176808434,0.0,0.0
11/02/2009,12.576452328472362,0.0,0.0
11/03/2009,12.585724222999799,0.0,0.0
11/04/2009,12.836137982432408,0.0,0.0
11/05/2009,12.817589276589645,0.0,0.0
11/06/2009,13.040179659385787,0.0,0.0
11/09/2009,13.105104251390959,0.0,0.0
11/10/2009,13.14219908630591,0.0,0.0
11/11/2009,13.262774055224517,0.0,0.0
11/12/2009,13.225672786471439,0.0,0.0
11/13/2009,12.984533866890905,0.0,0.0
11/16/2009,13.327695486091605,0.0,0.0
11/17/2009,13.6244833150729,0.0,0.0
11/18/2009,13.568837562136256,0.0,0.0
11/19/2009,13.55028600001108,0.0,0.0
11/20/2009,13.262775162243976,0.0,0.0
11/23/2009,13.355520952419889,0.0,0.0
11/24/2009,13.26277360572176,0.0,0.0
11/25/2009,13.355518203151068,0.0,0.0
11/27/2009,13.37406875134804,0.0,0.0
11/30/2009,13.253497123718262,0.0,0.0
12/01/2009,13.541013384464982,0.0,0.0
12/02/2009,13.643038217483939,0.0,0.0
12/03/2009,13.967646994109444,0.0,0.0
12/04/2009,14.153141256144782,0.0,0.0
12/07/2009,14.125312390804101,0.0,0.0
12/08/2009,14.190240463578087,0.0,0.0
12/09/2009,14.190238351478115,0.0,0.0
12/10/2009,14.273710922948172,0.0,0.0
12/11/2009,14.282989541526636,0.0,0.0
12/14/2009,14.153141993553858,0.0,0.0
12/15/2009,14.440653827768454,0.0,0.0
12/16/2009,14.561226287204148,0.0,0.0
12/17/2009,14.626148569784261,0.0,0.0
12/18/2009,14.496303187037306,0.0,0.0
12/21/2009,14.65397196048367,0.0,0.0
12/22/2009,14.960037788135208,0.0,0.0
12/23/2009,14.895111374745724,0.0,0.0
12/24/2009,15.09915931861497,0.0,0.0
12/28/2009,15.052781377346035,0.0,0.0
12/29/2009,15.08060508647063,0.0,0.0
12/30/2009,14.839464499723002,0.0,0.0
12/31/2009,15.062056861478952,0.0,0.0
01/04/2010,15.303200268452024,0.0,0.0
01/05/2010,15.28465256840828,0.0,0.0
01/06/2010,15.497961014078808,0.0,0.0
01/07/2010,15.40521579933872,0.0,0.0
01/08/2010,15.238277837212221,0.0,0.0
01/11/2010,15.618539467171312,0.0,0.0
01/12/2010,15.525790917509033,0.0,0.0
01/13/2010,15.303199142265433,0.0,0.0
01/14/2010,15.099153638908765,0.0,0.0
01/15/2010,14.70961967772557,0.0,0.0
01/19/2010,14.412831721925007,0.0,0.0
01/20/2010,14.385007253667643,0.0,0.0
01/21/2010,14.496303403487904,0.0,0.0
01/22/2010,14.004744811338217,0.0,0.0
01/25/2010,13.559564134757467,0.0,0.0
01/26/2010,13.633761405944824,0.0,0.0
01/27/2010,13.494636207901557,0.0,0.0
01/28/2010,13.735782397465574,0.0,0.0
01/29/2010,13.401889772761335,0.0,0.0
02/01/2010,13.077282362154381,0.0,0.0
02/02/2010,13.559562591085912,0.0,0.0
02/03/2010,13.420441309644364,0.0,0.0
02/04/2010,13.531737715433374,0.0,0.0
02/05/2010,12.873237575934782,0.0,0.0
02/08/2010,12.984533105714828,0.0,0.0
02/09/2010,13.077280024610827,0.0,0.0
02/10/2010,12.947435181123563,0.0,0.0
02/11/2010,13.058730954227627,0.0,0.0
02/12/2010,13.290597824007126,0.0,0.0
02/16/2010,13.69868591569204,0.0,0.0
02/17/2010,13.949102225588158,0.0,0.0
02/18/2010,13.865626697009732,0.0,0.0
02/19/2010,13.819251102530377,0.0,0.0
02/22/2010,13.717232198837698,0.0,0.0
02/23/2010,13.541013286516826,0.0,0.0
02/24/2010,13.336971428161686,0.0,0.0
02/25/2010,13.114379097040002,0.0,0.0
02/26/2010,13.39261837390921,0.0,0.0
03/01/2010,13.392618790248317,0.0,0.0
03/02/2010,13.531738505725354,0.0,0.0
03/03/2010,13.754330288469708,0.0,0.0
03/04/2010,13.8099782297825,0.0,0.0
03/05/2010,13.856350226864622,0.0,0.0
03/08/2010,13.976919043876975,0.0,0.0
03/09/2010,13.79142761230469,0.0,0.0
03/10/2010,13.856349911806548,0.0,0.0
03/11/2010,14.060394809201142,0.0,0.0
03/12/2010,14.31080955060784,0.0,0.0
03/15/2010,14.30153402721535,0.0,0.0
03/16/2010,14.171688939510476,0.0,0.0
03/17/2010,14.27371171426113,0.0,0.0
03/18/2010,14.273712606784613,0.0,0.0
03/19/2010,13.958372116088867,0.0,0.0
03/22/2010,13.930552906886236,0.0,0.0
03/23/2010,14.125316013191496,0.0,0.0
03/24/2010,14.357182171806633,0.0,0.0
03/25/2010,14.320083102027583,0.0,0.0
03/26/2010,14.245885454229267,0.0,0.0
03/29/2010,14.385008667558994,0.0,0.0
03/30/2010,14.496303904480985,0.0,0.0
03/31/2010,14.524127613910782,0.0,0.0
04/01/2010,14.59832558308316,0.0,0.0
04/05/2010,14.59832093345396,0.0,0.0
04/06/2010,14.811643585093464,0.0,0.0
04/07/2010,14.77454665887652,0.0,0.0
04/08/2010,14.85801849790785,0.0,0.0
04/09/2010,14.858012032684199,0.0,0.0
04/12/2010,14.867289295225849,0.0,0.0
04/13/2010,14.960037890988811,0.0,0.0
04/14/2010,15.219729510329953,0.0,0.0
04/15/2010,15.5536114973721,0.0,0.0
04/16/2010,15.702010090682622,0.0,0.0
04/19/2010,15.293924826934772,0.0,0.0
04/20/2010,15.293925342698046,0.0,0.0
04/21/2010,15.451595441616883,0.0,0.0
04/22/2010,14.96003687300084,0.0,0.0
04/23/2010,15.423769928026282,0.0,0.0
04/26/2010,15.358846664428713,0.0,0.0
04/27/2010,15.349573406194292,0.0,0.0
04/28/2010,15.089882738322919,0.0,0.0
04/29/2010,15.080605982130024,0.0,0.0
04/30/2010,15.497968428383656,0.0,0.0
05/03/2010,15.08988662404943,0.0,0.0
05/04/2010,14.87656768230674,0.0,0.0
05/05/2010,14.412831354572198,0.0,0.0
05/06/2010,14.440655052447134,0.0,0.0
05/07/2010,13.56883933317417,0.0,0.0
05/10/2010,13.865622787876449,0.0,0.0
05/11/2010,13.96765154655898,0.0,0.0
05/12/2010,14.310809996038884,0.0,0.0
05/13/2010,14.440651098130145,0.0,0.0
05/14/2010,14.199516187894911,0.0,0.0
05/17/2010,13.967646492022167,0.0,0.0
05/18/2010,13.958374875415295,0.0,0.0
05/19/2010,13.216398281556934,0.0,0.0
05/20/2010,12.826864186015076,0.0,0.0
