F,Ford Motor Company,
Date,Price,Annualized Dividend
10/29/1981,0.16,0.04868
10/30/1981,0.16,0.04868
11/02/1981,0.16,0.04868
11/03/1981,0.17,0.04868
11/04/1981,0.17,0.04868
11/05/1981,0.17,0.04868
11/06/1981,0.16,0.04868
11/09/1981,0.16,0.04868
11/10/1981,0.17,0.04868
11/11/1981,0.16,0.04868
11/12/1981,0.16,0.04868
11/13/1981,0.17,0.04868
11/16/1981,0.16,0.04868
11/17/1981,0.17,0.04868
11/18/1981,0.17,0.04868
11/19/1981,0.17,0.04868
11/20/1981,0.16,0.04868
11/23/1981,0.16,0.04868
11/24/1981,0.16,0.04868
11/25/1981,0.16,0.04868
11/27/1981,0.16,0.04868
11/30/1981,0.16,0.04868
12/01/1981,0.16,0.04868
12/02/1981,0.18,0.04868
12/03/1981,0.18,0.04868
12/04/1981,0.18,0.04868
12/07/1981,0.19,0.04868
12/08/1981,0.18,0.04868
12/09/1981,0.18,0.04868
12/10/1981,0.18,0.04868
12/11/1981,0.18,0.04868
12/14/1981,0.18,0.04868
12/15/1981,0.17,0.04868
12/16/1981,0.17,0.04868
12/17/1981,0.17,0.04868
12/18/1981,0.17,0.04868
12/21/1981,0.18,0.04868
12/22/1981,0.17,0.04868
12/23/1981,0.17,0.04868
12/24/1981,0.17,0.04868
12/28/1981,0.17,0.04868
12/29/1981,0.17,0.04868
12/30/1981,0.17,0.04868
12/31/1981,0.16,0.04868
01/04/1982,0.17,0.04868
01/05/1982,0.17,0.04868
01/06/1982,0.17,0.04868
01/07/1982,0.17,0.04868
01/08/1982,0.18,0.04868
01/11/1982,0.18,0.04868
01/12/1982,0.17,0.04868
01/13/1982,0.18,0.04868
01/14/1982,0.18,0.04868
01/15/1982,0.17,0.04868
01/18/1982,0.17,0.04868
01/19/1982,0.18,0.04868
01/20/1982,0.17,0.04868
01/21/1982,0.17,0.04868
01/22/1982,0.17,0.04868
01/25/1982,0.17,0.04868
01/26/1982,0.17,0.04868
01/27/1982,0.17,0.04868
01/28/1982,0.18,0.04868
01/29/1982,0.18,0.04868
02/01/1982,0.18,0.03651
02/02/1982,0.18,0.03651
02/03/1982,0.18,0.03651
02/04/1982,0.18,0.03651
02/05/1982,0.18,0.03651
02/08/1982,0.18,0.03651
02/09/1982,0.17,0.03651
02/10/1982,0.17,0.03651
02/11/1982,0.17,0.03651
02/12/1982,0.18,0.03651
02/16/1982,0.18,0.03651
02/17/1982,0.18,0.03651
02/18/1982,0.17,0.03651
02/19/1982,0.17,0.03651
02/22/1982,0.17,0.03651
02/23/1982,0.18,0.03651
02/24/1982,0.18,0.03651
02/25/1982,0.19,0.03651
02/26/1982,0.19,0.03651
03/01/1982,0.19,0.03651
03/02/1982,0.2,0.03651
03/03/1982,0.2,0.03651
03/04/1982,0.2,0.03651
03/05/1982,0.2,0.03651
03/08/1982,0.21,0.03651
03/09/1982,0.21,0.03651
03/10/1982,0.21,0.03651
03/11/1982,0.21,0.03651
03/12/1982,0.2,0.03651
03/15/1982,0.19,0.03651
03/16/1982,0.19,0.03651
03/17/1982,0.19,0.03651
03/18/1982,0.19,0.03651
03/19/1982,0.2,0.03651
03/22/1982,0.21,0.03651
03/23/1982,0.21,0.03651
03/24/1982,0.21,0.03651
03/25/1982,0.21,0.03651
03/26/1982,0.21,0.03651
03/29/1982,0.2,0.03651
03/30/1982,0.21,0.03651
03/31/1982,0.21,0.03651
04/01/1982,0.21,0.03651
04/02/1982,0.21,0.03651
04/05/1982,0.21,0.03651
04/06/1982,0.21,0.03651
04/07/1982,0.21,0.03651
04/08/1982,0.21,0.03651
04/12/1982,0.21,0.03651
04/13/1982,0.21,0.03651
04/14/1982,0.21,0.03651
04/15/1982,0.21,0.03651
04/16/1982,0.21,0.03651
04/19/1982,0.21,0.03651
04/20/1982,0.21,0.03651
04/21/1982,0.21,0.03651
04/22/1982,0.22,0.03651
04/23/1982,0.22,0.03651
04/26/1982,0.23,0.03651
04/27/1982,0.23,0.03651
04/28/1982,0.22,0.03651
04/29/1982,0.22,0.03651
04/30/1982,0.22,0.03651
05/03/1982,0.22,0.02434
05/04/1982,0.24,0.02434
05/05/1982,0.24,0.02434
05/06/1982,0.24,0.02434
05/07/1982,0.24,0.02434
05/10/1982,0.23,0.02434
05/11/1982,0.23,0.02434
05/12/1982,0.24,0.02434
05/13/1982,0.24,0.02434
05/14/1982,0.24,0.02434
05/17/1982,0.23,0.02434
05/18/1982,0.23,0.02434
05/19/1982,0.23,0.02434
05/20/1982,0.23,0.02434
05/21/1982,0.23,0.02434
05/24/1982,0.23,0.02434
05/25/1982,0.23,0.02434
05/26/1982,0.22,0.02434
05/27/1982,0.23,0.02434
05/28/1982,0.22,0.02434
06/01/1982,0.22,0.02434
06/02/1982,0.22,0.02434
06/03/1982,0.22,0.02434
06/04/1982,0.22,0.02434
06/07/1982,0.22,0.02434
06/08/1982,0.22,0.02434
06/09/1982,0.21,0.02434
06/10/1982,0.21,0.02434
06/11/1982,0.22,0.02434
06/14/1982,0.22,0.02434
06/15/1982,0.22,0.02434
06/16/1982,0.23,0.02434
06/17/1982,0.23,0.02434
06/18/1982,0.23,0.02434
06/21/1982,0.22,0.02434
06/22/1982,0.23,0.02434
06/23/1982,0.23,0.02434
06/24/1982,0.24,0.02434
06/25/1982,0.23,0.02434
06/28/1982,0.23,0.02434
06/29/1982,0.24,0.02434
06/30/1982,0.24,0.02434
07/01/1982,0.23,0.02434
07/02/1982,0.22,0.02434
07/06/1982,0.22,0.02434
07/07/1982,0.23,0.02434
07/08/1982,0.22,0.02434
07/09/1982,0.23,0.02434
07/12/1982,0.23,0.02434
07/13/1982,0.23,0.02434
07/14/1982,0.23,0.02434
07/15/1982,0.23,0.02434
07/16/1982,0.23,0.02434
07/19/1982,0.24,0.02434
07/20/1982,0.23,0.02434
07/21/1982,0.24,0.02434
07/22/1982,0.24,0.02434
07/23/1982,0.23,0.02434
07/26/1982,0.24,0.02434
07/27/1982,0.24,0.02434
07/28/1982,0.23,0.02434
07/29/1982,0.22,0.02434
07/30/1982,0.22,0.02434
08/02/1982,0.23,0.01217
08/03/1982,0.23,0.01217
08/04/1982,0.22,0.01217
08/05/1982,0.22,0.01217
08/06/1982,0.22,0.01217
08/09/1982,0.22,0.01217
08/10/1982,0.22,0.01217
08/11/1982,0.22,0.01217
08/12/1982,0.22,0.01217
08/13/1982,0.22,0.01217
08/16/1982,0.23,0.01217
08/17/1982,0.23,0.01217
08/18/1982,0.24,0.01217
08/19/1982,0.24,0.01217
08/20/1982,0.25,0.01217
08/23/1982,0.26,0.01217
08/24/1982,0.27,0.01217
08/25/1982,0.27,0.01217
08/26/1982,0.28,0.01217
08/27/1982,0.27,0.01217
08/30/1982,0.27,0.01217
08/31/1982,0.27,0.01217
09/01/1982,0.27,0.01217
09/02/1982,0.28,0.01217
09/03/1982,0.29,0.01217
09/07/1982,0.28,0.01217
09/08/1982,0.27,0.01217
09/09/1982,0.27,0.01217
09/10/1982,0.26,0.01217
09/13/1982,0.26,0.01217
09/14/1982,0.27,0.01217
09/15/1982,0.27,0.01217
09/16/1982,0.27,0.01217
09/17/1982,0.27,0.01217
09/20/1982,0.26,0.01217
09/21/1982,0.26,0.01217
09/22/1982,0.27,0.01217
09/23/1982,0.26,0.01217
09/24/1982,0.26,0.01217
09/27/1982,0.25,0.01217
09/28/1982,0.26,0.01217
09/29/1982,0.26,0.01217
09/30/1982,0.25,0.01217
10/01/1982,0.25,0.01217
10/04/1982,0.26,0.01217
10/05/1982,0.26,0.01217
10/06/1982,0.27,0.01217
10/07/1982,0.29,0.01217
10/08/1982,0.28,0.01217
10/11/1982,0.3,0.01217
10/12/1982,0.3,0.01217
10/13/1982,0.3,0.01217
10/14/1982,0.29,0.01217
10/15/1982,0.28,0.01217
10/18/1982,0.28,0.01217
10/19/1982,0.3,0.01217
10/20/1982,0.31,0.01217
10/21/1982,0.31,0.01217
10/22/1982,0.31,0.01217
10/25/1982,0.29,0.01217
10/26/1982,0.29,0.01217
10/27/1982,0.29,0.01217
10/28/1982,0.29,0.01217
10/29/1982,0.3,0.01217
11/01/1982,0.31,0.0
11/02/1982,0.31,0.0
11/03/1982,0.32,0.0
11/04/1982,0.33,0.0
11/05/1982,0.32,0.0
11/08/1982,0.31,0.0
11/09/1982,0.31,0.0
11/10/1982,0.32,0.0
11/11/1982,0.31,0.0
11/12/1982,0.31,0.0
11/15/1982,0.3,0.0
11/16/1982,0.29,0.0
11/17/1982,0.3,0.0
11/18/1982,0.31,0.0
11/19/1982,0.32,0.0
11/22/1982,0.31,0.0
11/23/1982,0.3,0.0
11/24/1982,0.3,0.0
11/26/1982,0.31,0.0
11/29/1982,0.31,0.0
11/30/1982,0.32,0.0
12/01/1982,0.33,0.0
12/02/1982,0.33,0.0
12/03/1982,0.33,0.0
12/06/1982,0.33,0.0
12/07/1982,0.35,0.0
12/08/1982,0.35,0.0
12/09/1982,0.35,0.0
12/10/1982,0.34,0.0
12/13/1982,0.34,0.0
12/14/1982,0.35,0.0
12/15/1982,0.35,0.0
12/16/1982,0.35,0.0
12/17/1982,0.36,0.0
12/20/1982,0.37,0.0
12/21/1982,0.39,0.0
12/22/1982,0.4,0.0
12/23/1982,0.39,0.0
12/27/1982,0.4,0.0
12/28/1982,0.4,0.0
12/29/1982,0.4,0.0
12/30/1982,0.39,0.0
12/31/1982,0.38,0.0
01/03/1983,0.38,0.0
01/04/1983,0.37,0.0
01/05/1983,0.38,0.0
01/06/1983,0.39,0.0
01/07/1983,0.39,0.0
01/10/1983,0.39,0.0
01/11/1983,0.39,0.0
01/12/1983,0.39,0.0
01/13/1983,0.38,0.0
01/14/1983,0.38,0.0
01/17/1983,0.39,0.0
01/18/1983,0.38,0.0
01/19/1983,0.37,0.0
01/20/1983,0.37,0.0
01/21/1983,0.36,0.0
01/24/1983,0.34,0.0
01/25/1983,0.36,0.0
01/26/1983,0.37,0.0
01/27/1983,0.38,0.0
01/28/1983,0.39,0.0
01/31/1983,0.39,0.0
02/01/1983,0.39,0.0
02/02/1983,0.39,0.0
02/03/1983,0.39,0.0
02/04/1983,0.38,0.0
02/07/1983,0.39,0.0
02/08/1983,0.39,0.0
02/09/1983,0.38,0.0
02/10/1983,0.39,0.0
02/11/1983,0.4,0.0
02/14/1983,0.41,0.0
02/15/1983,0.42,0.0
02/16/1983,0.41,0.0
02/17/1983,0.4,0.0
02/18/1983,0.4,0.0
02/22/1983,0.39,0.0
02/23/1983,0.39,0.0
02/24/1983,0.39,0.0
02/25/1983,0.39,0.0
02/28/1983,0.38,0.0
03/01/1983,0.39,0.0
03/02/1983,0.4,0.0
03/03/1983,0.41,0.0
03/04/1983,0.41,0.0
03/07/1983,0.4,0.0
03/08/1983,0.39,0.0
03/09/1983,0.39,0.0
03/10/1983,0.4,0.0
03/11/1983,0.39,0.0
03/14/1983,0.39,0.0
03/15/1983,0.38,0.0
03/16/1983,0.39,0.0
03/17/1983,0.39,0.0
03/18/1983,0.39,0.0
03/21/1983,0.4,0.0
03/22/1983,0.4,0.0
03/23/1983,0.4,0.0
03/24/1983,0.41,0.0
03/25/1983,0.4,0.0
03/28/1983,0.39,0.0
03/29/1983,0.39,0.0
03/30/1983,0.4,0.0
03/31/1983,0.4,0.0
04/04/1983,0.39,0.0
04/05/1983,0.4,0.0
04/06/1983,0.39,0.0
04/07/1983,0.39,0.0
04/08/1983,0.38,0.0
04/11/1983,0.38,0.0
04/12/1983,0.39,0.0
04/13/1983,0.4,0.0
04/14/1983,0.42,0.0
04/15/1983,0.44,0.0
04/18/1983,0.43,0.0
04/19/1983,0.44,0.0
04/20/1983,0.43,0.0
04/21/1983,0.45,0.0
04/22/1983,0.45,0.0
04/25/1983,0.47,0.0
04/26/1983,0.47,0.0
04/27/1983,0.48,0.0
04/28/1983,0.48,0.0
04/29/1983,0.5,0.0
05/02/1983,0.5,0.0
05/03/1983,0.49,0.0
05/04/1983,0.49,0.0
05/05/1983,0.49,0.0
05/06/1983,0.5,0.0
05/09/1983,0.5,0.0
05/10/1983,0.51,0.0
05/11/1983,0.51,0.0
05/12/1983,0.49,0.0
05/13/1983,0.49,0.0
05/16/1983,0.5,0.0
05/17/1983,0.49,0.0
05/18/1983,0.5,0.0
05/19/1983,0.48,0.0
05/20/1983,0.49,0.0
05/23/1983,0.47,0.0
05/24/1983,0.49,0.0
05/25/1983,0.49,0.0
05/26/1983,0.49,0.0
05/27/1983,0.48,0.0
05/31/1983,0.47,0.0
06/01/1983,0.46,0.0
06/02/1983,0.48,0.0
06/03/1983,0.5,0.0
06/06/1983,0.51,0.0
06/07/1983,0.52,0.0
06/08/1983,0.51,0.0
06/09/1983,0.52,0.0
06/10/1983,0.52,0.0
06/13/1983,0.52,0.0
06/14/1983,0.54,0.0
06/15/1983,0.54,0.0
06/16/1983,0.55,0.0
06/17/1983,0.55,0.0
06/20/1983,0.54,0.0
06/21/1983,0.55,0.0
06/22/1983,0.57,0.0
06/23/1983,0.58,0.0
06/24/1983,0.57,0.0
06/27/1983,0.58,0.0
06/28/1983,0.56,0.0
06/29/1983,0.54,0.0
06/30/1983,0.56,0.0
07/01/1983,0.56,0.0
07/05/1983,0.54,0.0
07/06/1983,0.53,0.0
07/07/1983,0.53,0.0
07/08/1983,0.53,0.0
07/11/1983,0.55,0.0
07/12/1983,0.56,0.0
07/13/1983,0.55,0.0
07/14/1983,0.56,0.0
07/15/1983,0.57,0.0
07/18/1983,0.56,0.0
07/19/1983,0.56,0.0
07/20/1983,0.57,0.0
07/21/1983,0.58,0.0
07/22/1983,0.58,0.0
07/25/1983,0.58,0.0
07/26/1983,0.6,0.0
07/27/1983,0.63,0.01217
07/28/1983,0.62,0.01217
07/29/1983,0.6,0.01217
08/01/1983,0.59,0.01217
08/02/1983,0.59,0.01217
08/03/1983,0.57,0.01217
08/04/1983,0.56,0.01217
08/05/1983,0.54,0.01217
08/08/1983,0.56,0.01217
08/09/1983,0.54,0.01217
08/10/1983,0.54,0.01217
08/11/1983,0.56,0.01217
08/12/1983,0.56,0.01217
08/15/1983,0.56,0.01217
08/16/1983,0.56,0.01217
08/17/1983,0.55,0.01217
08/18/1983,0.57,0.01217
08/19/1983,0.56,0.01217
08/22/1983,0.57,0.01217
08/23/1983,0.55,0.01217
08/24/1983,0.54,0.01217
08/25/1983,0.52,0.01217
08/26/1983,0.52,0.01217
08/29/1983,0.54,0.01217
08/30/1983,0.54,0.01217
08/31/1983,0.54,0.01217
09/01/1983,0.58,0.01217
09/02/1983,0.58,0.01217
09/06/1983,0.61,0.01217
09/07/1983,0.61,0.01217
09/08/1983,0.6,0.01217
09/09/1983,0.62,0.01217
09/12/1983,0.62,0.01217
09/13/1983,0.6,0.01217
09/14/1983,0.59,0.01217
09/15/1983,0.6,0.01217
09/16/1983,0.59,0.01217
09/19/1983,0.61,0.01217
09/20/1983,0.62,0.01217
09/21/1983,0.63,0.01217
09/22/1983,0.62,0.01217
09/23/1983,0.63,0.01217
09/26/1983,0.64,0.01217
09/27/1983,0.64,0.01217
09/28/1983,0.63,0.01217
09/29/1983,0.63,0.01217
09/30/1983,0.62,0.01217
10/03/1983,0.61,0.01217
10/04/1983,0.6,0.01217
10/05/1983,0.63,0.01217
10/06/1983,0.63,0.01217
10/07/1983,0.65,0.01217
10/10/1983,0.65,0.01217
10/11/1983,0.66,0.01217
10/12/1983,0.65,0.01217
10/13/1983,0.66,0.01217
10/14/1983,0.67,0.01217
10/17/1983,0.68,0.01217
10/18/1983,0.68,0.01217
10/19/1983,0.66,0.01217
10/20/1983,0.65,0.01217
10/21/1983,0.66,0.01217
10/24/1983,0.65,0.01217
10/25/1983,0.68,0.01217
10/26/1983,0.68,0.03042
10/27/1983,0.68,0.03042
10/28/1983,0.68,0.03042
10/31/1983,0.66,0.03042
11/01/1983,0.66,0.03042
11/02/1983,0.65,0.03042
11/03/1983,0.65,0.03042
11/04/1983,0.64,0.03042
11/07/1983,0.63,0.03042
11/08/1983,0.64,0.03042
11/09/1983,0.63,0.03042
11/10/1983,0.65,0.03042
11/11/1983,0.66,0.03042
11/14/1983,0.66,0.03042
11/15/1983,0.64,0.03042
11/16/1983,0.64,0.03042
11/17/1983,0.64,0.03042
11/18/1983,0.65,0.03042
11/21/1983,0.65,0.03042
11/22/1983,0.66,0.03042
11/23/1983,0.65,0.03042
11/25/1983,0.64,0.03042
11/28/1983,0.63,0.03042
11/29/1983,0.63,0.03042
11/30/1983,0.63,0.03042
12/01/1983,0.61,0.03042
12/02/1983,0.63,0.03042
12/05/1983,0.62,0.03042
12/06/1983,0.63,0.03042
12/07/1983,0.61,0.03042
12/08/1983,0.62,0.03042
12/09/1983,0.61,0.03042
12/12/1983,0.63,0.03042
12/13/1983,0.62,0.03042
12/14/1983,0.62,0.03042
12/15/1983,0.61,0.03042
12/16/1983,0.6,0.03042
12/19/1983,0.61,0.03042
12/20/1983,0.62,0.03042
12/21/1983,0.64,0.03042
12/22/1983,0.65,0.03042
12/23/1983,0.65,0.03042
12/27/1983,0.65,0.03042
12/28/1983,0.66,0.03042
12/29/1983,0.66,0.03042
12/30/1983,0.64,0.03042
01/03/1984,0.63,0.03042
01/04/1984,0.63,0.03042
01/05/1984,0.67,0.03042
01/06/1984,0.67,0.03042
01/09/1984,0.67,0.03042
01/10/1984,0.69,0.03042
01/11/1984,0.67,0.03042
01/12/1984,0.69,0.03042
01/13/1984,0.69,0.03042
01/16/1984,0.68,0.03042
01/17/1984,0.68,0.03042
01/18/1984,0.69,0.03042
01/19/1984,0.68,0.03042
01/20/1984,0.67,0.03042
01/23/1984,0.66,0.03042
01/24/1984,0.65,0.03042
01/25/1984,0.66,0.04867
01/26/1984,0.65,0.04867
01/27/1984,0.65,0.04867
01/30/1984,0.65,0.04867
01/31/1984,0.63,0.04867
02/01/1984,0.62,0.04867
02/02/1984,0.6,0.04867
02/03/1984,0.62,0.04867
02/06/1984,0.58,0.04867
02/07/1984,0.57,0.04867
02/08/1984,0.58,0.04867
02/09/1984,0.57,0.04867
02/10/1984,0.56,0.04867
02/13/1984,0.56,0.04867
02/14/1984,0.57,0.04867
02/15/1984,0.6,0.04867
02/16/1984,0.59,0.04867
02/17/1984,0.59,0.04867
02/21/1984,0.57,0.04867
02/22/1984,0.55,0.04867
02/23/1984,0.54,0.04867
02/24/1984,0.55,0.04867
02/27/1984,0.57,0.04867
02/28/1984,0.59,0.04867
02/29/1984,0.56,0.04867
03/01/1984,0.55,0.04867
03/02/1984,0.58,0.04867
03/05/1984,0.59,0.04867
03/06/1984,0.59,0.04867
03/07/1984,0.57,0.04867
03/08/1984,0.57,0.04867
03/09/1984,0.56,0.04867
03/12/1984,0.57,0.04867
03/13/1984,0.58,0.04867
03/14/1984,0.57,0.04867
03/15/1984,0.58,0.04867
03/16/1984,0.61,0.04867
03/19/1984,0.58,0.04867
03/20/1984,0.58,0.04867
03/21/1984,0.57,0.04867
03/22/1984,0.56,0.04867
03/23/1984,0.54,0.04867
03/26/1984,0.56,0.04867
03/27/1984,0.54,0.04867
03/28/1984,0.55,0.04867
03/29/1984,0.56,0.04867
03/30/1984,0.55,0.04867
04/02/1984,0.56,0.04867
04/03/1984,0.54,0.04867
04/04/1984,0.54,0.04867
04/05/1984,0.53,0.04867
04/06/1984,0.5,0.04867
04/09/1984,0.51,0.04867
04/10/1984,0.51,0.04867
04/11/1984,0.51,0.04867
04/12/1984,0.51,0.04867
04/13/1984,0.53,0.04867
04/16/1984,0.53,0.04867
04/17/1984,0.53,0.04867
04/18/1984,0.54,0.04867
04/19/1984,0.53,0.04867
04/23/1984,0.53,0.04867
04/24/1984,0.52,0.04867
04/25/1984,0.52,0.04867
04/26/1984,0.53,0.073
04/27/1984,0.54,0.073
04/30/1984,0.55,0.073
05/01/1984,0.56,0.073
05/02/1984,0.58,0.073
05/03/1984,0.56,0.073
05/04/1984,0.55,0.073
05/07/1984,0.54,0.073
05/08/1984,0.53,0.073
05/09/1984,0.54,0.073
05/10/1984,0.53,0.073
05/11/1984,0.53,0.073
05/14/1984,0.53,0.073
05/15/1984,0.54,0.073
05/16/1984,0.53,0.073
05/17/1984,0.53,0.073
05/18/1984,0.52,0.073
05/21/1984,0.52,0.073
05/22/1984,0.52,0.073
05/23/1984,0.54,0.073
05/24/1984,0.54,0.073
05/25/1984,0.55,0.073
05/29/1984,0.56,0.073
05/30/1984,0.54,0.073
05/31/1984,0.56,0.073
06/01/1984,0.56,0.073
06/04/1984,0.59,0.073
06/05/1984,0.58,0.073
06/06/1984,0.58,0.073
06/07/1984,0.58,0.073
06/08/1984,0.57,0.073
06/11/1984,0.57,0.073
06/12/1984,0.55,0.073
06/13/1984,0.55,0.073
06/14/1984,0.56,0.073
06/15/1984,0.54,0.073
06/18/1984,0.53,0.073
06/19/1984,0.56,0.073
06/20/1984,0.54,0.073
06/21/1984,0.56,0.073
06/22/1984,0.54,0.073
06/25/1984,0.55,0.073
06/26/1984,0.54,0.073
06/27/1984,0.54,0.073
06/28/1984,0.54,0.073
06/29/1984,0.54,0.073
07/02/1984,0.55,0.073
07/03/1984,0.56,0.073
07/05/1984,0.57,0.073
07/06/1984,0.56,0.073
07/09/1984,0.56,0.073
07/10/1984,0.58,0.073
07/11/1984,0.58,0.073
07/12/1984,0.56,0.073
07/13/1984,0.56,0.073
07/16/1984,0.57,0.073
07/17/1984,0.58,0.073
07/18/1984,0.59,0.073
07/19/1984,0.58,0.073
07/20/1984,0.59,0.073
07/23/1984,0.57,0.073
07/24/1984,0.57,0.073
07/25/1984,0.55,0.073
07/26/1984,0.57,0.073
07/27/1984,0.58,0.08516
07/30/1984,0.59,0.08516
07/31/1984,0.59,0.08516
08/01/1984,0.61,0.08516
08/02/1984,0.63,0.08516
08/03/1984,0.66,0.08516
08/06/1984,0.66,0.08516
08/07/1984,0.68,0.08516
08/08/1984,0.7,0.08516
08/09/1984,0.68,0.08516
08/10/1984,0.72,0.08516
08/13/1984,0.68,0.08516
08/14/1984,0.7,0.08516
08/15/1984,0.68,0.08516
08/16/1984,0.67,0.08516
08/17/1984,0.68,0.08516
08/20/1984,0.68,0.08516
08/21/1984,0.69,0.08516
08/22/1984,0.71,0.08516
08/23/1984,0.69,0.08516
08/24/1984,0.7,0.08516
08/27/1984,0.69,0.08516
08/28/1984,0.68,0.08516
08/29/1984,0.68,0.08516
08/30/1984,0.66,0.08516
08/31/1984,0.65,0.08516
09/04/1984,0.66,0.08516
09/05/1984,0.66,0.08516
09/06/1984,0.66,0.08516
09/07/1984,0.68,0.08516
09/10/1984,0.66,0.08516
09/11/1984,0.67,0.08516
09/12/1984,0.66,0.08516
09/13/1984,0.67,0.08516
09/14/1984,0.7,0.08516
09/17/1984,0.69,0.08516
09/18/1984,0.71,0.08516
09/19/1984,0.7,0.08516
09/20/1984,0.7,0.08516
09/21/1984,0.7,0.08516
09/24/1984,0.7,0.08516
09/25/1984,0.7,0.08516
09/26/1984,0.71,0.08516
09/27/1984,0.73,0.08516
09/28/1984,0.73,0.08516
10/01/1984,0.69,0.08516
10/02/1984,0.69,0.08516
10/03/1984,0.69,0.08516
10/04/1984,0.68,0.08516
10/05/1984,0.68,0.08516
10/08/1984,0.68,0.08516
10/09/1984,0.68,0.08516
10/10/1984,0.68,0.08516
10/11/1984,0.69,0.08516
10/12/1984,0.72,0.08516
10/15/1984,0.72,0.08516
10/16/1984,0.73,0.08516
10/17/1984,0.72,0.08516
10/18/1984,0.73,0.08516
10/19/1984,0.79,0.08516
10/22/1984,0.77,0.08516
10/23/1984,0.77,0.08516
10/24/1984,0.77,0.08516
10/25/1984,0.77,0.08516
10/26/1984,0.75,0.09124
10/29/1984,0.73,0.09124
10/30/1984,0.72,0.09124
10/31/1984,0.73,0.09124
11/01/1984,0.73,0.09124
11/02/1984,0.74,0.09124
11/05/1984,0.74,0.09124
11/06/1984,0.74,0.09124
11/07/1984,0.74,0.09124
11/08/1984,0.73,0.09124
11/09/1984,0.75,0.09124
11/12/1984,0.73,0.09124
11/13/1984,0.73,0.09124
11/14/1984,0.73,0.09124
11/15/1984,0.73,0.09124
11/16/1984,0.72,0.09124
11/19/1984,0.7,0.09124
11/20/1984,0.69,0.09124
11/21/1984,0.69,0.09124
11/23/1984,0.69,0.09124
11/26/1984,0.72,0.12165000000000001
11/27/1984,0.72,0.12165000000000001
11/28/1984,0.73,0.12165000000000001
11/29/1984,0.72,0.12165000000000001
11/30/1984,0.71,0.12165000000000001
12/03/1984,0.7,0.12165000000000001
12/04/1984,0.7,0.12165000000000001
12/05/1984,0.7,0.12165000000000001
12/06/1984,0.68,0.12165000000000001
12/07/1984,0.67,0.12165000000000001
12/10/1984,0.67,0.12165000000000001
12/11/1984,0.67,0.12165000000000001
12/12/1984,0.67,0.12165000000000001
12/13/1984,0.66,0.12165000000000001
12/14/1984,0.67,0.12165000000000001
12/17/1984,0.68,0.12165000000000001
12/18/1984,0.72,0.12165000000000001
12/19/1984,0.72,0.12165000000000001
12/20/1984,0.71,0.12165000000000001
12/21/1984,0.7,0.12165000000000001
12/24/1984,0.71,0.12165000000000001
12/26/1984,0.7,0.12165000000000001
12/27/1984,0.71,0.12165000000000001
12/28/1984,0.71,0.12165000000000001
12/31/1984,0.71,0.12165000000000001
01/02/1985,0.71,0.12165000000000001
01/03/1985,0.7,0.12165000000000001
01/04/1985,0.68,0.12165000000000001
01/07/1985,0.68,0.12165000000000001
01/08/1985,0.68,0.12165000000000001
01/09/1985,0.69,0.12165000000000001
01/10/1985,0.7,0.12165000000000001
01/11/1985,0.72,0.12165000000000001
01/14/1985,0.72,0.12165000000000001
01/15/1985,0.75,0.12165000000000001
01/16/1985,0.75,0.12165000000000001
01/17/1985,0.75,0.12165000000000001
01/18/1985,0.75,0.12165000000000001
01/21/1985,0.75,0.12165000000000001
01/22/1985,0.78,0.12165000000000001
01/23/1985,0.77,0.12165000000000001
01/24/1985,0.81,0.13380999999999998
01/25/1985,0.78,0.13380999999999998
01/28/1985,0.78,0.13380999999999998
01/29/1985,0.76,0.13380999999999998
01/30/1985,0.78,0.13380999999999998
01/31/1985,0.77,0.13380999999999998
02/01/1985,0.76,0.13380999999999998
02/04/1985,0.75,0.13380999999999998
02/05/1985,0.77,0.13380999999999998
02/06/1985,0.73,0.13380999999999998
02/07/1985,0.72,0.13380999999999998
02/08/1985,0.72,0.13380999999999998
02/11/1985,0.72,0.13380999999999998
02/12/1985,0.71,0.13380999999999998
02/13/1985,0.72,0.13380999999999998
02/14/1985,0.73,0.13380999999999998
02/15/1985,0.73,0.13380999999999998
02/19/1985,0.72,0.13380999999999998
02/20/1985,0.71,0.13380999999999998
02/21/1985,0.7,0.13380999999999998
02/22/1985,0.7,0.13380999999999998
02/25/1985,0.69,0.13380999999999998
02/26/1985,0.69,0.13380999999999998
02/27/1985,0.69,0.13380999999999998
02/28/1985,0.7,0.13380999999999998
03/01/1985,0.71,0.13380999999999998
03/04/1985,0.72,0.13380999999999998
03/05/1985,0.71,0.13380999999999998
03/06/1985,0.71,0.13380999999999998
03/07/1985,0.7,0.13380999999999998
03/08/1985,0.7,0.13380999999999998
03/11/1985,0.7,0.13380999999999998
03/12/1985,0.69,0.13380999999999998
03/13/1985,0.7,0.13380999999999998
03/14/1985,0.69,0.13380999999999998
03/15/1985,0.69,0.13380999999999998
03/18/1985,0.68,0.13380999999999998
03/19/1985,0.68,0.13380999999999998
03/20/1985,0.68,0.13380999999999998
03/21/1985,0.67,0.13380999999999998
03/22/1985,0.68,0.13380999999999998
03/25/1985,0.67,0.13380999999999998
03/26/1985,0.68,0.13380999999999998
03/27/1985,0.67,0.13380999999999998
03/28/1985,0.68,0.13380999999999998
03/29/1985,0.68,0.13380999999999998
04/01/1985,0.67,0.13380999999999998
