F,Ford Motor Company,
Date,Price,Annualized Dividend
06/01/1972,0.27,0.0
06/02/1972,0.27,0.0
06/05/1972,0.27,0.0
06/06/1972,0.27,0.0
06/07/1972,0.27,0.0
06/08/1972,0.26,0.0
06/09/1972,0.26,0.0
06/12/1972,0.26,0.0
06/13/1972,0.26,0.0
06/14/1972,0.26,0.0
06/15/1972,0.27,0.0
06/16/1972,0.27,0.0
06/19/1972,0.27,0.0
06/20/1972,0.27,0.0
06/21/1972,0.27,0.0
06/22/1972,0.26,0.0
06/23/1972,0.26,0.0
06/26/1972,0.26,0.0
06/27/1972,0.26,0.0
06/28/1972,0.26,0.0
06/29/1972,0.26,0.0
06/30/1972,0.26,0.0
07/03/1972,0.26,0.0
07/05/1972,0.26,0.0
07/06/1972,0.26,0.0
07/07/1972,0.26,0.0
07/10/1972,0.26,0.0
07/11/1972,0.26,0.0
07/12/1972,0.25,0.0
07/13/1972,0.25,0.0
07/14/1972,0.25,0.0
07/17/1972,0.25,0.0
07/18/1972,0.25,0.0
07/19/1972,0.25,0.0
07/20/1972,0.26,0.0
07/21/1972,0.25,0.0
07/24/1972,0.26,0.0
07/25/1972,0.27,0.0219
07/26/1972,0.26,0.0219
07/27/1972,0.26,0.0219
07/28/1972,0.26,0.0219
07/31/1972,0.27,0.0219
08/01/1972,0.27,0.0219
08/02/1972,0.27,0.0219
08/03/1972,0.27,0.0219
08/04/1972,0.27,0.0219
08/07/1972,0.27,0.0219
08/08/1972,0.28,0.0219
08/09/1972,0.27,0.0219
08/10/1972,0.27,0.0219
08/11/1972,0.27,0.0219
08/14/1972,0.27,0.0219
08/15/1972,0.27,0.0219
08/16/1972,0.27,0.0219
08/17/1972,0.26,0.0219
08/18/1972,0.27,0.0219
08/21/1972,0.27,0.0219
08/22/1972,0.27,0.0219
08/23/1972,0.28,0.0219
08/24/1972,0.29,0.0219
08/25/1972,0.28,0.0219
08/28/1972,0.28,0.0219
08/29/1972,0.28,0.0219
08/30/1972,0.27,0.0219
08/31/1972,0.27,0.0219
09/01/1972,0.28,0.0219
09/05/1972,0.28,0.0219
09/06/1972,0.27,0.0219
09/07/1972,0.27,0.0219
09/08/1972,0.27,0.0219
09/11/1972,0.27,0.0219
09/12/1972,0.27,0.0219
09/13/1972,0.27,0.0219
09/14/1972,0.27,0.0219
09/15/1972,0.27,0.0219
09/18/1972,0.27,0.0219
09/19/1972,0.27,0.0219
09/20/1972,0.27,0.0219
09/21/1972,0.26,0.0219
09/22/1972,0.26,0.0219
09/25/1972,0.26,0.0219
09/26/1972,0.26,0.0219
09/27/1972,0.26,0.0219
09/28/1972,0.27,0.0219
09/29/1972,0.27,0.0219
10/02/1972,0.27,0.0219
10/03/1972,0.27,0.0219
10/04/1972,0.27,0.0219
10/05/1972,0.27,0.0219
10/06/1972,0.27,0.0219
10/09/1972,0.27,0.0219
10/10/1972,0.27,0.0219
10/11/1972,0.27,0.0219
10/12/1972,0.27,0.0219
10/13/1972,0.27,0.0219
10/16/1972,0.26,0.0219
10/17/1972,0.26,0.0219
10/18/1972,0.26,0.0219
10/19/1972,0.26,0.0219
10/20/1972,0.26,0.0219
10/23/1972,0.27,0.0219
10/24/1972,0.27,0.0219
10/25/1972,0.27,0.0438
10/26/1972,0.27,0.0438
10/27/1972,0.27,0.0438
10/30/1972,0.27,0.0438
10/31/1972,0.27,0.0438
11/01/1972,0.28,0.0438
11/02/1972,0.28,0.0438
11/03/1972,0.29,0.0438
11/06/1972,0.3,0.0438
11/08/1972,0.3,0.0438
11/09/1972,0.3,0.0438
11/10/1972,0.31,0.0438
11/13/1972,0.31,0.0438
11/14/1972,0.31,0.0438
11/15/1972,0.31,0.0438
11/16/1972,0.31,0.0438
11/17/1972,0.32,0.0438
11/20/1972,0.32,0.0438
11/21/1972,0.32,0.0438
11/22/1972,0.33,0.0438
11/24/1972,0.32,0.0438
11/27/1972,0.32,0.0438
11/28/1972,0.32,0.0438
11/29/1972,0.31,0.0438
11/30/1972,0.31,0.0438
12/01/1972,0.31,0.0438
12/04/1972,0.32,0.0438
12/05/1972,0.32,0.0438
12/06/1972,0.32,0.0438
12/07/1972,0.32,0.0438
12/08/1972,0.32,0.0438
12/11/1972,0.32,0.0438
12/12/1972,0.32,0.0438
12/13/1972,0.32,0.0438
12/14/1972,0.32,0.0438
12/15/1972,0.32,0.0438
12/18/1972,0.31,0.0438
12/19/1972,0.31,0.0438
12/20/1972,0.31,0.0438
12/21/1972,0.31,0.0438
12/22/1972,0.31,0.0438
12/26/1972,0.31,0.0438
12/27/1972,0.32,0.0438
12/29/1972,0.33,0.0438
01/02/1973,0.33,0.0438
01/03/1973,0.33,0.0438
01/04/1973,0.32,0.0438
01/05/1973,0.33,0.0438
01/08/1973,0.33,0.0438
01/09/1973,0.33,0.0438
01/10/1973,0.33,0.0438
01/11/1973,0.33,0.0438
01/12/1973,0.33,0.0438
01/15/1973,0.33,0.0438
01/16/1973,0.33,0.0438
01/17/1973,0.32,0.0438
01/18/1973,0.32,0.0438
01/19/1973,0.32,0.0438
01/22/1973,0.32,0.0438
01/23/1973,0.31,0.06651
01/24/1973,0.31,0.06651
01/26/1973,0.31,0.06651
01/29/1973,0.31,0.06651
01/30/1973,0.31,0.06651
01/31/1973,0.31,0.06651
02/01/1973,0.31,0.06651
02/02/1973,0.3,0.06651
02/05/1973,0.3,0.06651
02/06/1973,0.29,0.06651
02/07/1973,0.29,0.06651
02/08/1973,0.29,0.06651
02/09/1973,0.29,0.06651
02/12/1973,0.29,0.06651
02/13/1973,0.3,0.06651
02/14/1973,0.3,0.06651
02/15/1973,0.29,0.06651
02/16/1973,0.29,0.06651
02/20/1973,0.29,0.06651
02/21/1973,0.29,0.06651
02/22/1973,0.29,0.06651
02/23/1973,0.29,0.06651
02/26/1973,0.28,0.06651
02/27/1973,0.28,0.06651
02/28/1973,0.27,0.06651
03/01/1973,0.28,0.06651
03/02/1973,0.27,0.06651
03/05/1973,0.28,0.06651
03/06/1973,0.28,0.06651
03/07/1973,0.28,0.06651
03/08/1973,0.28,0.06651
03/09/1973,0.28,0.06651
03/12/1973,0.28,0.06651
03/13/1973,0.27,0.06651
03/14/1973,0.27,0.06651
03/15/1973,0.27,0.06651
03/16/1973,0.27,0.06651
03/19/1973,0.27,0.06651
03/20/1973,0.26,0.06651
03/21/1973,0.26,0.06651
03/22/1973,0.26,0.06651
03/23/1973,0.26,0.06651
03/26/1973,0.26,0.06651
03/27/1973,0.26,0.06651
03/28/1973,0.26,0.06651
03/29/1973,0.26,0.06651
03/30/1973,0.27,0.06651
04/02/1973,0.27,0.06651
04/03/1973,0.26,0.06651
04/04/1973,0.26,0.06651
04/05/1973,0.26,0.06651
04/06/1973,0.26,0.06651
04/09/1973,0.26,0.06651
04/10/1973,0.27,0.06651
04/11/1973,0.27,0.06651
04/12/1973,0.28,0.06651
04/13/1973,0.27,0.06651
04/16/1973,0.27,0.06651
04/17/1973,0.26,0.06651
04/18/1973,0.27,0.06651
04/19/1973,0.27,0.06651
04/23/1973,0.27,0.06651
04/24/1973,0.27,0.08922
04/25/1973,0.26,0.08922
04/26/1973,0.26,0.08922
04/27/1973,0.26,0.08922
04/30/1973,0.26,0.08922
05/01/1973,0.26,0.08922
05/02/1973,0.26,0.08922
05/03/1973,0.26,0.08922
05/04/1973,0.27,0.08922
05/07/1973,0.27,0.08922
05/08/1973,0.27,0.08922
05/09/1973,0.27,0.08922
05/10/1973,0.26,0.08922
05/11/1973,0.26,0.08922
05/14/1973,0.25,0.08922
05/15/1973,0.24,0.08922
05/16/1973,0.25,0.08922
05/17/1973,0.25,0.08922
05/18/1973,0.24,0.08922
05/21/1973,0.24,0.08922
05/22/1973,0.24,0.08922
05/23/1973,0.24,0.08922
05/24/1973,0.25,0.08922
05/25/1973,0.26,0.08922
05/29/1973,0.26,0.08922
05/30/1973,0.25,0.08922
05/31/1973,0.25,0.08922
06/01/1973,0.24,0.08922
06/04/1973,0.24,0.08922
06/05/1973,0.24,0.08922
06/06/1973,0.24,0.08922
06/07/1973,0.24,0.08922
06/08/1973,0.24,0.08922
06/11/1973,0.25,0.08922
06/12/1973,0.25,0.08922
06/13/1973,0.25,0.08922
06/14/1973,0.24,0.08922
06/15/1973,0.24,0.08922
06/18/1973,0.24,0.08922
06/19/1973,0.24,0.08922
06/20/1973,0.23,0.08922
06/21/1973,0.23,0.08922
06/22/1973,0.23,0.08922
06/25/1973,0.23,0.08922
06/26/1973,0.23,0.08922
06/27/1973,0.23,0.08922
06/28/1973,0.23,0.08922
06/29/1973,0.23,0.08922
07/02/1973,0.23,0.08922
07/03/1973,0.23,0.08922
07/05/1973,0.23,0.08922
07/06/1973,0.23,0.08922
07/09/1973,0.22,0.08922
07/10/1973,0.23,0.08922
07/11/1973,0.23,0.08922
07/12/1973,0.24,0.08922
07/13/1973,0.23,0.08922
07/16/1973,0.23,0.08922
07/17/1973,0.23,0.08922
07/18/1973,0.23,0.08922
07/19/1973,0.23,0.08922
07/20/1973,0.23,0.08922
07/23/1973,0.24,0.08922
07/24/1973,0.24,0.09975999999999999
07/25/1973,0.24,0.09975999999999999
07/26/1973,0.24,0.09975999999999999
07/27/1973,0.24,0.09975999999999999
07/30/1973,0.25,0.09975999999999999
07/31/1973,0.25,0.09975999999999999
08/01/1973,0.24,0.09975999999999999
08/02/1973,0.24,0.09975999999999999
08/03/1973,0.24,0.09975999999999999
08/06/1973,0.24,0.09975999999999999
08/07/1973,0.24,0.09975999999999999
08/08/1973,0.23,0.09975999999999999
08/09/1973,0.23,0.09975999999999999
08/10/1973,0.23,0.09975999999999999
08/13/1973,0.23,0.09975999999999999
08/14/1973,0.23,0.09975999999999999
08/15/1973,0.23,0.09975999999999999
08/16/1973,0.23,0.09975999999999999
08/17/1973,0.23,0.09975999999999999
08/20/1973,0.23,0.09975999999999999
08/21/1973,0.23,0.09975999999999999
08/22/1973,0.23,0.09975999999999999
08/23/1973,0.23,0.09975999999999999
08/24/1973,0.23,0.09975999999999999
08/27/1973,0.23,0.09975999999999999
08/28/1973,0.23,0.09975999999999999
08/29/1973,0.23,0.09975999999999999
08/30/1973,0.23,0.09975999999999999
08/31/1973,0.24,0.09975999999999999
09/04/1973,0.24,0.09975999999999999
09/05/1973,0.24,0.09975999999999999
09/06/1973,0.24,0.09975999999999999
09/07/1973,0.24,0.09975999999999999
09/10/1973,0.24,0.09975999999999999
09/11/1973,0.24,0.09975999999999999
09/12/1973,0.24,0.09975999999999999
09/13/1973,0.24,0.09975999999999999
09/14/1973,0.24,0.09975999999999999
09/17/1973,0.24,0.09975999999999999
09/18/1973,0.24,0.09975999999999999
09/19/1973,0.24,0.09975999999999999
09/20/1973,0.24,0.09975999999999999
09/21/1973,0.24,0.09975999999999999
09/24/1973,0.25,0.09975999999999999
09/25/1973,0.25,0.09975999999999999
09/26/1973,0.26,0.09975999999999999
09/27/1973,0.27,0.09975999999999999
09/28/1973,0.26,0.09975999999999999
10/01/1973,0.26,0.09975999999999999
10/02/1973,0.26,0.09975999999999999
10/03/1973,0.26,0.09975999999999999
10/04/1973,0.26,0.09975999999999999
10/05/1973,0.26,0.09975999999999999
10/08/1973,0.26,0.09975999999999999
10/09/1973,0.27,0.09975999999999999
10/10/1973,0.27,0.09975999999999999
10/11/1973,0.26,0.09975999999999999
10/12/1973,0.27,0.09975999999999999
10/15/1973,0.26,0.09975999999999999
10/16/1973,0.26,0.09975999999999999
10/17/1973,0.25,0.09975999999999999
10/18/1973,0.25,0.09975999999999999
10/19/1973,0.24,0.09975999999999999
10/22/1973,0.24,0.09975999999999999
10/23/1973,0.24,0.10381
10/24/1973,0.24,0.10381
10/25/1973,0.24,0.10381
10/26/1973,0.24,0.10381
10/29/1973,0.24,0.10381
10/30/1973,0.24,0.10381
10/31/1973,0.24,0.10381
11/01/1973,0.23,0.10381
11/02/1973,0.22,0.10381
11/05/1973,0.22,0.10381
11/06/1973,0.22,0.10381
11/07/1973,0.22,0.10381
11/08/1973,0.22,0.10381
11/09/1973,0.21,0.10381
11/12/1973,0.21,0.10381
11/13/1973,0.2,0.10381
11/14/1973,0.2,0.10381
11/15/1973,0.2,0.10381
11/16/1973,0.19,0.10381
11/19/1973,0.2,0.10381
11/20/1973,0.19,0.10381
11/21/1973,0.19,0.10381
11/23/1973,0.19,0.10381
11/26/1973,0.19,0.10381
11/27/1973,0.19,0.10381
11/28/1973,0.19,0.10381
11/29/1973,0.19,0.10381
11/30/1973,0.19,0.10381
12/03/1973,0.18,0.10381
12/04/1973,0.18,0.10381
12/05/1973,0.18,0.10381
12/06/1973,0.17,0.10381
12/07/1973,0.19,0.10381
12/10/1973,0.19,0.10381
12/11/1973,0.19,0.10381
12/12/1973,0.18,0.10381
12/13/1973,0.18,0.10381
12/14/1973,0.18,0.10381
12/17/1973,0.18,0.10381
12/18/1973,0.18,0.10381
12/19/1973,0.18,0.10381
12/20/1973,0.18,0.10381
12/21/1973,0.18,0.10381
12/24/1973,0.18,0.10381
12/26/1973,0.18,0.10381
12/27/1973,0.18,0.10381
12/28/1973,0.18,0.10381
12/31/1973,0.18,0.10381
01/02/1974,0.18,0.10381
01/03/1974,0.18,0.10381
01/04/1974,0.18,0.10381
01/07/1974,0.18,0.10381
01/08/1974,0.18,0.10381
01/09/1974,0.18,0.10381
01/10/1974,0.17,0.10381
01/11/1974,0.17,0.10381
01/14/1974,0.18,0.10381
01/15/1974,0.18,0.10381
01/16/1974,0.19,0.10381
01/17/1974,0.19,0.10381
01/18/1974,0.2,0.10381
01/21/1974,0.19,0.10381
01/22/1974,0.2,0.10381
01/23/1974,0.2,0.10381
01/24/1974,0.2,0.10381
01/25/1974,0.2,0.10705
01/28/1974,0.2,0.10705
01/29/1974,0.2,0.10705
01/30/1974,0.2,0.10705
01/31/1974,0.2,0.10705
02/01/1974,0.2,0.10705
02/04/1974,0.2,0.10705
02/05/1974,0.19,0.10705
02/06/1974,0.2,0.10705
02/07/1974,0.2,0.10705
02/08/1974,0.2,0.10705
02/11/1974,0.2,0.10705
02/12/1974,0.2,0.10705
02/13/1974,0.2,0.10705
02/14/1974,0.2,0.10705
02/15/1974,0.2,0.10705
02/19/1974,0.2,0.10705
02/20/1974,0.19,0.10705
02/21/1974,0.2,0.10705
02/22/1974,0.2,0.10705
02/25/1974,0.2,0.10705
02/26/1974,0.2,0.10705
02/27/1974,0.21,0.10705
02/28/1974,0.21,0.10705
03/01/1974,0.21,0.10705
03/04/1974,0.21,0.10705
03/05/1974,0.21,0.10705
03/06/1974,0.22,0.10705
03/07/1974,0.22,0.10705
03/08/1974,0.22,0.10705
03/11/1974,0.23,0.10705
03/12/1974,0.23,0.10705
03/13/1974,0.23,0.10705
03/14/1974,0.23,0.10705
03/15/1974,0.23,0.10705
03/18/1974,0.23,0.10705
03/19/1974,0.23,0.10705
03/20/1974,0.23,0.10705
03/21/1974,0.23,0.10705
03/22/1974,0.23,0.10705
03/25/1974,0.23,0.10705
03/26/1974,0.23,0.10705
03/27/1974,0.23,0.10705
03/28/1974,0.22,0.10705
03/29/1974,0.22,0.10705
04/01/1974,0.22,0.10705
04/02/1974,0.22,0.10705
04/03/1974,0.22,0.10705
04/04/1974,0.22,0.10705
04/05/1974,0.22,0.10705
04/08/1974,0.22,0.10705
04/09/1974,0.22,0.10705
04/10/1974,0.22,0.10705
04/11/1974,0.22,0.10705
04/15/1974,0.22,0.10705
04/16/1974,0.23,0.10705
04/17/1974,0.23,0.10705
04/18/1974,0.23,0.10705
04/19/1974,0.23,0.10705
04/22/1974,0.23,0.10705
04/23/1974,0.23,0.10705
04/24/1974,0.23,0.11029
04/25/1974,0.22,0.11029
04/26/1974,0.22,0.11029
04/29/1974,0.22,0.11029
04/30/1974,0.22,0.11029
05/01/1974,0.22,0.11029
05/02/1974,0.23,0.11029
05/03/1974,0.23,0.11029
05/06/1974,0.23,0.11029
05/07/1974,0.23,0.11029
05/08/1974,0.24,0.11029
05/09/1974,0.23,0.11029
05/10/1974,0.24,0.11029
05/13/1974,0.23,0.11029
05/14/1974,0.23,0.11029
05/15/1974,0.23,0.11029
05/16/1974,0.23,0.11029
05/17/1974,0.22,0.11029
05/20/1974,0.22,0.11029
05/21/1974,0.22,0.11029
05/22/1974,0.22,0.11029
05/23/1974,0.22,0.11029
05/24/1974,0.23,0.11029
05/28/1974,0.23,0.11029
05/29/1974,0.23,0.11029
05/30/1974,0.23,0.11029
05/31/1974,0.23,0.11029
06/03/1974,0.23,0.11029
06/04/1974,0.24,0.11029
06/05/1974,0.24,0.11029
06/06/1974,0.24,0.11029
06/07/1974,0.24,0.11029
06/10/1974,0.24,0.11029
06/11/1974,0.24,0.11029
06/12/1974,0.24,0.11029
06/13/1974,0.24,0.11029
06/14/1974,0.24,0.11029
06/17/1974,0.24,0.11029
06/18/1974,0.24,0.11029
06/19/1974,0.24,0.11029
06/20/1974,0.24,0.11029
06/21/1974,0.24,0.11029
06/24/1974,0.24,0.11029
06/25/1974,0.24,0.11029
06/26/1974,0.24,0.11029
06/27/1974,0.23,0.11029
06/28/1974,0.23,0.11029
07/01/1974,0.22,0.11029
07/02/1974,0.22,0.11029
07/03/1974,0.22,0.11029
07/05/1974,0.22,0.11029
07/08/1974,0.22,0.11029
07/09/1974,0.22,0.11029
07/10/1974,0.22,0.11029
07/11/1974,0.21,0.11029
07/12/1974,0.21,0.11029
07/15/1974,0.22,0.11029
07/16/1974,0.22,0.11029
07/17/1974,0.22,0.11029
07/18/1974,0.22,0.11029
07/19/1974,0.22,0.11029
07/22/1974,0.22,0.11029
07/23/1974,0.22,0.11029
07/24/1974,0.22,0.11029
07/25/1974,0.22,0.1038
07/26/1974,0.21,0.1038
07/29/1974,0.21,0.1038
07/30/1974,0.21,0.1038
07/31/1974,0.2,0.1038
08/01/1974,0.2,0.1038
08/02/1974,0.2,0.1038
08/05/1974,0.2,0.1038
08/06/1974,0.21,0.1038
08/07/1974,0.21,0.1038
08/08/1974,0.21,0.1038
08/09/1974,0.21,0.1038
08/12/1974,0.2,0.1038
08/13/1974,0.2,0.1038
08/14/1974,0.19,0.1038
08/15/1974,0.19,0.1038
08/16/1974,0.19,0.1038
08/19/1974,0.18,0.1038
08/20/1974,0.18,0.1038
08/21/1974,0.18,0.1038
08/22/1974,0.18,0.1038
08/23/1974,0.18,0.1038
08/26/1974,0.18,0.1038
08/27/1974,0.18,0.1038
08/28/1974,0.18,0.1038
08/29/1974,0.17,0.1038
08/30/1974,0.17,0.1038
09/03/1974,0.18,0.1038
09/04/1974,0.18,0.1038
09/05/1974,0.18,0.1038
09/06/1974,0.18,0.1038
09/09/1974,0.18,0.1038
09/10/1974,0.18,0.1038
09/11/1974,0.18,0.1038
09/12/1974,0.18,0.1038
09/13/1974,0.18,0.1038
09/16/1974,0.17,0.1038
09/17/1974,0.18,0.1038
09/18/1974,0.18,0.1038
09/19/1974,0.18,0.1038
09/20/1974,0.18,0.1038
09/23/1974,0.18,0.1038
09/24/1974,0.18,0.1038
09/25/1974,0.18,0.1038
09/26/1974,0.17,0.1038
09/27/1974,0.17,0.1038
09/30/1974,0.17,0.1038
10/01/1974,0.17,0.1038
10/02/1974,0.17,0.1038
10/03/1974,0.17,0.1038
10/04/1974,0.16,0.1038
10/07/1974,0.16,0.1038
10/08/1974,0.16,0.1038
10/09/1974,0.16,0.1038
10/10/1974,0.16,0.1038
10/11/1974,0.16,0.1038
10/14/1974,0.17,0.1038
10/15/1974,0.17,0.1038
10/16/1974,0.17,0.1038
10/17/1974,0.16,0.1038
10/18/1974,0.16,0.1038
10/21/1974,0.16,0.1038
10/22/1974,0.15,0.1038
10/23/1974,0.15,0.1038
10/24/1974,0.14,0.1038
10/25/1974,0.15,0.1038
10/28/1974,0.14,0.1038
10/29/1974,0.14,0.1038
10/30/1974,0.15,0.1038
10/31/1974,0.15,0.1038
11/01/1974,0.15,0.1038
11/04/1974,0.15,0.1038
11/05/1974,0.15,0.1038
11/06/1974,0.15,0.1038
11/07/1974,0.16,0.1038
11/08/1974,0.16,0.1038
11/11/1974,0.16,0.1038
11/12/1974,0.16,0.1038
11/13/1974,0.16,0.1038
11/14/1974,0.16,0.1038
11/15/1974,0.15,0.1038
11/18/1974,0.14,0.1038
11/19/1974,0.14,0.1038
11/20/1974,0.14,0.1038
11/21/1974,0.14,0.1038
11/22/1974,0.14,0.1038
11/25/1974,0.15,0.1038
11/26/1974,0.14,0.1038
11/27/1974,0.15,0.1038
11/29/1974,0.15,0.1038
12/02/1974,0.15,0.1038
12/03/1974,0.14,0.1038
12/04/1974,0.14,0.1038
12/05/1974,0.14,0.1038
12/06/1974,0.14,0.1038
12/09/1974,0.14,0.1038
12/10/1974,0.14,0.1038
12/11/1974,0.15,0.1038
12/12/1974,0.15,0.1038
12/13/1974,0.16,0.1038
12/16/1974,0.16,0.1038
12/17/1974,0.16,0.1038
12/18/1974,0.16,0.1038
12/19/1974,0.16,0.1038
12/20/1974,0.16,0.1038
12/23/1974,0.16,0.1038
12/24/1974,0.16,0.1038
12/26/1974,0.16,0.1038
12/27/1974,0.16,0.1038
12/30/1974,0.16,0.1038
12/31/1974,0.16,0.1038
01/02/1975,0.16,0.1038
01/03/1975,0.16,0.1038
01/06/1975,0.16,0.1038
01/07/1975,0.17,0.1038
01/08/1975,0.16,0.1038
01/09/1975,0.16,0.1038
01/10/1975,0.17,0.1038
01/13/1975,0.17,0.1038
01/14/1975,0.17,0.1038
01/15/1975,0.17,0.1038
01/16/1975,0.17,0.1038
01/17/1975,0.17,0.1038
01/20/1975,0.17,0.1038
01/21/1975,0.17,0.1038
01/22/1975,0.17,0.1038
01/23/1975,0.17,0.1038
01/24/1975,0.17,0.1038
01/27/1975,0.18,0.1038
01/28/1975,0.18,0.1038
01/29/1975,0.18,0.1038
01/30/1975,0.18,0.1038
01/31/1975,0.18,0.1038
02/03/1975,0.18,0.1038
02/04/1975,0.17,0.1038
02/05/1975,0.17,0.1038
02/06/1975,0.17,0.1038
02/07/1975,0.17,0.1038
02/10/1975,0.17,0.1038
02/11/1975,0.17,0.1038
02/12/1975,0.17,0.1038
02/13/1975,0.17,0.1038
02/14/1975,0.17,0.1038
02/18/1975,0.17,0.1038
02/19/1975,0.17,0.1038
02/20/1975,0.17,0.1038
02/21/1975,0.16,0.1038
02/24/1975,0.17,0.1038
02/25/1975,0.16,0.1038
02/26/1975,0.16,0.1038
02/27/1975,0.16,0.1038
02/28/1975,0.16,0.1038
03/03/1975,0.16,0.1038
03/04/1975,0.16,0.1038
03/05/1975,0.17,0.1038
03/06/1975,0.17,0.1038
03/07/1975,0.17,0.1038
03/10/1975,0.17,0.1038
03/11/1975,0.18,0.1038
03/12/1975,0.18,0.1038
03/13/1975,0.18,0.1038
03/14/1975,0.18,0.1038
03/17/1975,0.18,0.1038
03/18/1975,0.18,0.1038
03/19/1975,0.18,0.1038
03/20/1975,0.18,0.1038
03/21/1975,0.18,0.1038
03/24/1975,0.18,0.1038
03/25/1975,0.18,0.1038
03/26/1975,0.18,0.1038
03/27/1975,0.18,0.1038
03/31/1975,0.18,0.1038
04/01/1975,0.18,0.1038
04/02/1975,0.18,0.1038
04/03/1975,0.18,0.1038
04/04/1975,0.17,0.1038
04/07/1975,0.17,0.1038
04/08/1975,0.17,0.1038
04/09/1975,0.17,0.1038
04/10/1975,0.17,0.1038
04/11/1975,0.18,0.1038
04/14/1975,0.18,0.1038
04/15/1975,0.18,0.1038
04/16/1975,0.18,0.1038
04/17/1975,0.18,0.1038
04/18/1975,0.18,0.1038
04/21/1975,0.18,0.1038
04/22/1975,0.18,0.1038
04/23/1975,0.18,0.1038
04/24/1975,0.18,0.09731000000000001
04/25/1975,0.18,0.09731000000000001
04/28/1975,0.18,0.09731000000000001
04/29/1975,0.18,0.09731000000000001
04/30/1975,0.18,0.09731000000000001
05/01/1975,0.18,0.09731000000000001
05/02/1975,0.18,0.09731000000000001
05/05/1975,0.18,0.09731000000000001
05/06/1975,0.18,0.09731000000000001
05/07/1975,0.18,0.09731000000000001
05/08/1975,0.18,0.09731000000000001
05/09/1975,0.18,0.09731000000000001
05/12/1975,0.18,0.09731000000000001
05/13/1975,0.18,0.09731000000000001
05/14/1975,0.19,0.09731000000000001
05/15/1975,0.19,0.09731000000000001
05/16/1975,0.19,0.09731000000000001
05/19/1975,0.19,0.09731000000000001
05/20/1975,0.19,0.09731000000000001
05/21/1975,0.18,0.09731000000000001
05/22/1975,0.18,0.09731000000000001
05/23/1975,0.18,0.09731000000000001
05/27/1975,0.18,0.09731000000000001
05/28/1975,0.18,0.09731000000000001
05/29/1975,0.18,0.09731000000000001
05/30/1975,0.18,0.09731000000000001
06/02/1975,0.18,0.09731000000000001
06/03/1975,0.18,0.09731000000000001
06/04/1975,0.18,0.09731000000000001
06/05/1975,0.18,0.09731000000000001
06/06/1975,0.18,0.09731000000000001
06/09/1975,0.18,0.09731000000000001
06/10/1975,0.18,0.09731000000000001
06/11/1975,0.17,0.09731000000000001
06/12/1975,0.17,0.09731000000000001
06/13/1975,0.17,0.09731000000000001
06/16/1975,0.18,0.09731000000000001
06/17/1975,0.18,0.09731000000000001
06/18/1975,0.18,0.09731000000000001
06/19/1975,0.18,0.09731000000000001
06/20/1975,0.18,0.09731000000000001
06/23/1975,0.18,0.09731000000000001
06/24/1975,0.18,0.09731000000000001
06/25/1975,0.19,0.09731000000000001
06/26/1975,0.19,0.09731000000000001
06/27/1975,0.2,0.09731000000000001
06/30/1975,0.2,0.09731000000000001
07/01/1975,0.2,0.09731000000000001
07/02/1975,0.2,0.09731000000000001
07/03/1975,0.2,0.09731000000000001
07/07/1975,0.2,0.09731000000000001
07/08/1975,0.2,0.09731000000000001
07/09/1975,0.2,0.09731000000000001
07/10/1975,0.21,0.09731000000000001
07/11/1975,0.21,0.09731000000000001
07/14/1975,0.2,0.09731000000000001
07/15/1975,0.2,0.09731000000000001
07/16/1975,0.21,0.09731000000000001
07/17/1975,0.2,0.09731000000000001
07/18/1975,0.2,0.09731000000000001
07/21/1975,0.2,0.09731000000000001
07/22/1975,0.2,0.09731000000000001
07/23/1975,0.2,0.09731000000000001
07/24/1975,0.19,0.09731000000000001
07/25/1975,0.19,0.09082000000000001
07/28/1975,0.19,0.09082000000000001
07/29/1975,0.19,0.09082000000000001
07/30/1975,0.19,0.09082000000000001
07/31/1975,0.19,0.09082000000000001
08/01/1975,0.19,0.09082000000000001
08/04/1975,0.19,0.09082000000000001
08/05/1975,0.19,0.09082000000000001
08/06/1975,0.19,0.09082000000000001
08/07/1975,0.19,0.09082000000000001
08/08/1975,0.19,0.09082000000000001
08/11/1975,0.19,0.09082000000000001
08/12/1975,0.2,0.09082000000000001
08/13/1975,0.2,0.09082000000000001
08/14/1975,0.19,0.09082000000000001
08/15/1975,0.2,0.09082000000000001
08/18/1975,0.19,0.09082000000000001
08/19/1975,0.19,0.09082000000000001
08/20/1975,0.19,0.09082000000000001
08/21/1975,0.19,0.09082000000000001
08/22/1975,0.19,0.09082000000000001
08/25/1975,0.19,0.09082000000000001
08/26/1975,0.19,0.09082000000000001
08/27/1975,0.19,0.09082000000000001
08/28/1975,0.19,0.09082000000000001
08/29/1975,0.2,0.09082000000000001
09/02/1975,0.2,0.09082000000000001
09/03/1975,0.19,0.09082000000000001
09/04/1975,0.19,0.09082000000000001
09/05/1975,0.19,0.09082000000000001
09/08/1975,0.19,0.09082000000000001
09/09/1975,0.19,0.09082000000000001
09/10/1975,0.18,0.09082000000000001
09/11/1975,0.18,0.09082000000000001
09/12/1975,0.18,0.09082000000000001
09/15/1975,0.18,0.09082000000000001
09/16/1975,0.18,0.09082000000000001
09/17/1975,0.18,0.09082000000000001
09/18/1975,0.18,0.09082000000000001
09/19/1975,0.18,0.09082000000000001
