ACRE,Ares Commercial Real Estate Cor,
Date,Price,Dividend,Annualized Dividend
12/17/2012,7.599788847085691,0.0,0.12
12/18/2012,7.669985529979014,0.0,0.12
12/19/2012,7.744861745496615,0.0,0.12
12/20/2012,7.796337299929234,0.0,0.12
12/21/2012,7.815055996870803,0.0,0.12
12/24/2012,7.726141940268432,0.0,0.12
12/26/2012,7.74486139106506,0.0,0.12
12/27/2012,7.773514307624338,0.25,0.37
12/28/2012,7.783017500995491,0.0,0.37
12/31/2012,7.787766094398571,0.0,0.37
01/02/2013,7.930316376198676,0.0,0.37
01/03/2013,7.949321024399273,0.0,0.37
01/04/2013,7.958823512582218,0.0,0.37
01/07/2013,8.001587848766544,0.0,0.37
01/08/2013,8.106119232029263,0.0,0.37
01/09/2013,8.053853474041844,0.0,0.37
01/10/2013,8.091865205686457,0.0,0.37
01/11/2013,8.125127164095243,0.0,0.37
01/14/2013,8.210654107630567,0.0,0.37
01/15/2013,8.186896986669945,0.0,0.37
01/16/2013,8.15363831126369,0.0,0.37
01/17/2013,8.300932369453115,0.0,0.37
01/18/2013,8.381708066687285,0.0,0.37
01/22/2013,8.229659516688217,0.0,0.37
01/23/2013,8.31518790133794,0.0,0.37
01/24/2013,8.229660560105206,0.0,0.37
01/25/2013,8.158388896893454,0.0,0.37
01/28/2013,8.239163078632657,0.0,0.37
01/29/2013,8.0681067045369,0.0,0.37
01/30/2013,8.291432256410102,0.0,0.37
01/31/2013,8.215405931289492,0.0,0.37
02/01/2013,8.281928576124791,0.0,0.37
02/04/2013,8.315188773478704,0.0,0.37
02/05/2013,8.31518843272948,0.0,0.37
02/06/2013,8.172643190899155,0.0,0.37
02/07/2013,8.172642863731413,0.0,0.37
02/08/2013,8.077613631214534,0.0,0.37
02/11/2013,8.153636508336275,0.0,0.37
02/12/2013,8.077611334034755,0.0,0.37
02/13/2013,8.02059354325132,0.0,0.37
02/14/2013,8.049103032279945,0.0,0.37
02/15/2013,8.139382581183792,0.0,0.37
02/19/2013,8.158388078701298,0.0,0.37
02/20/2013,8.034848287087382,0.0,0.37
02/21/2013,8.034846895989698,0.0,0.37
02/22/2013,8.139381572667098,0.0,0.37
02/25/2013,8.082364047317991,0.0,0.37
02/26/2013,7.935067080617004,0.0,0.37
02/27/2013,7.968327543994179,0.0,0.37
02/28/2013,7.925563478665393,0.0,0.37
03/01/2013,8.077612097823064,0.0,0.37
03/04/2013,8.068108632858854,0.0,0.37
03/05/2013,8.144133606088552,0.0,0.37
03/06/2013,8.039599241907412,0.0,0.37
03/07/2013,8.063356560261749,0.0,0.37
03/08/2013,8.039599520007618,0.0,0.37
03/11/2013,8.058604282098807,0.0,0.37
03/12/2013,8.120377242717874,0.0,0.37
03/13/2013,8.201151889063095,0.0,0.37
03/14/2013,8.125126502790764,0.0,0.37
03/15/2013,8.172642169157719,0.0,0.37
03/18/2013,7.954071007306032,0.0,0.37
03/19/2013,8.011091696549013,0.0,0.37
03/20/2013,7.982581075129197,0.0,0.37
03/21/2013,7.968325868810996,0.0,0.37
03/22/2013,8.001587265555624,0.0,0.37
03/25/2013,8.039600298856017,0.0,0.37
03/26/2013,8.087114596080399,0.0,0.37
03/27/2013,8.001586801947939,0.0,0.37
03/28/2013,8.101368030487889,0.0,0.37
04/01/2013,8.053854176690177,0.0,0.37
04/02/2013,7.987333614594007,0.0,0.37
04/03/2013,8.077611052174632,0.0,0.37
04/04/2013,8.00137385520257,0.25,0.62
04/05/2013,7.977256796466731,0.0,0.62
04/08/2013,7.895268549948676,0.0,0.62
04/09/2013,7.957965285791733,0.0,0.62
04/10/2013,7.982081125830529,0.0,0.62
04/11/2013,8.044780658438116,0.0,0.62
04/12/2013,8.054426869248429,0.0,0.62
04/15/2013,8.001374411022,0.0,0.62
04/16/2013,7.8952673174517845,0.0,0.62
04/17/2013,7.769870118711697,0.0,0.62
04/18/2013,7.832567802568787,0.0,0.62
04/19/2013,7.837392987579575,0.0,0.62
04/22/2013,7.861505398913919,0.0,0.62
04/23/2013,7.962789351913167,0.0,0.62
04/24/2013,8.035131858916074,0.0,0.62
04/25/2013,8.150882935525376,0.0,0.62
04/26/2013,8.05924553045154,0.0,0.62
04/29/2013,8.049604300996375,0.0,0.62
04/30/2013,8.05442678811104,0.0,0.62
05/01/2013,8.073718082099465,0.0,0.62
05/02/2013,7.933851377210663,0.0,0.62
05/03/2013,8.030311267893715,0.0,0.62
05/06/2013,8.001373781622314,0.0,0.62
05/07/2013,8.078541469306703,0.0,0.62
05/08/2013,8.136419998673988,0.0,0.62
05/09/2013,8.15088526242687,0.0,0.62
05/10/2013,8.150886432809807,0.0,0.62
05/13/2013,8.039956831451633,0.0,0.62
05/14/2013,8.13641721272633,0.0,0.62
05/15/2013,8.14123817987394,0.0,0.62
05/16/2013,8.141241090927007,0.0,0.62
05/17/2013,8.107478144901053,0.0,0.62
05/20/2013,8.189470474672538,0.0,0.62
05/21/2013,8.078541011497846,0.0,0.62
05/22/2013,8.12677068943172,0.0,0.62
05/23/2013,8.0061949073686,0.0,0.62
05/24/2013,8.160533849207543,0.0,0.62
05/28/2013,8.165356435688562,0.0,0.62
05/29/2013,8.102654736729606,0.0,0.62
05/30/2013,8.059249108871487,0.0,0.62
05/31/2013,7.929029438247304,0.0,0.62
06/03/2013,7.808454176984062,0.0,0.62
06/04/2013,7.813275855002782,0.0,0.62
06/05/2013,7.692698252505852,0.0,0.62
06/06/2013,7.639646642478496,0.0,0.62
06/07/2013,7.827744674723502,0.0,0.62
06/10/2013,7.890445941039616,0.0,0.62
06/11/2013,7.711994796630375,0.0,0.62
06/12/2013,7.765044496515475,0.0,0.62
06/13/2013,7.62035583729563,0.0,0.62
06/14/2013,7.639646831190023,0.0,0.62
06/17/2013,7.774692852285295,0.0,0.62
06/18/2013,7.514249126958181,0.0,0.62
06/19/2013,7.441905525297522,0.0,0.62
06/20/2013,7.022302877079249,0.0,0.62
06/21/2013,6.351903154786714,0.0,0.62
06/24/2013,6.269912190681438,0.0,0.62
06/25/2013,6.202391135474934,0.0,0.62
06/26/2013,6.227561939682476,0.25,0.81
06/27/2013,6.3013486155047636,0.0,0.81
06/28/2013,6.247239391358525,0.0,0.81
07/01/2013,6.3062686382618045,0.0,0.81
07/02/2013,6.375134946766369,0.0,0.81
07/03/2013,6.493193701798786,0.0,0.81
07/05/2013,6.370215234168958,0.0,0.81
07/08/2013,6.163614845232465,0.0,0.81
07/09/2013,6.202967185658482,0.0,0.81
07/10/2013,6.24231906428783,0.0,0.81
07/11/2013,6.335781905335001,0.0,0.81
07/12/2013,6.350540005420052,0.0,0.81
07/15/2013,6.257076860075917,0.0,0.81
07/16/2013,6.345618508035217,0.0,0.81
07/17/2013,6.419408138722212,0.0,0.81
07/18/2013,6.41448711233486,0.0,0.81
07/19/2013,6.384973446468907,0.0,0.81
07/22/2013,6.409568379471795,0.0,0.81
07/23/2013,6.458760018445661,0.0,0.81
07/24/2013,6.424326742317632,0.0,0.81
07/25/2013,6.394811497619146,0.0,0.81
07/26/2013,6.448921563752133,0.0,0.81
07/29/2013,6.488274966984555,0.0,0.81
07/30/2013,6.453840241188581,0.0,0.81
07/31/2013,6.512868932326589,0.0,0.81
08/01/2013,6.488274037124564,0.0,0.81
08/02/2013,6.453840371243272,0.0,0.81
08/05/2013,6.404648623715144,0.0,0.81
08/06/2013,6.4341641631014905,0.0,0.81
08/07/2013,6.375135730770552,0.0,0.81
08/08/2013,6.261996604779008,0.0,0.81
08/09/2013,6.316107036276497,0.0,0.81
08/12/2013,6.3505398005688285,0.0,0.81
08/13/2013,6.286589809316743,0.0,0.81
08/14/2013,6.212805938015485,0.0,0.81
08/15/2013,6.232480049133301,0.0,0.81
08/16/2013,6.25215773305624,0.0,0.81
08/19/2013,6.222644328373087,0.0,0.81
08/20/2013,6.168533192520724,0.0,0.81
08/21/2013,6.104585271488849,0.0,0.81
08/22/2013,6.0258793643177615,0.0,0.81
08/23/2013,6.148857232582566,0.0,0.81
08/26/2013,6.153777480212385,0.0,0.81
08/27/2013,6.055394509683521,0.0,0.81
08/28/2013,6.001283645629883,0.0,0.81
08/29/2013,6.075071527224022,0.0,0.81
08/30/2013,6.281672954559326,0.0,0.81
09/03/2013,6.321023719542978,0.0,0.81
09/04/2013,6.242318192851011,0.0,0.81
09/05/2013,6.365296945484207,0.0,0.81
09/06/2013,6.306268355121636,0.0,0.81
09/09/2013,6.242319177769162,0.0,0.81
09/10/2013,6.271835115340152,0.0,0.81
09/11/2013,6.271833803063967,0.0,0.81
09/12/2013,6.3702156275307145,0.0,0.81
09/13/2013,6.261996717432303,0.0,0.81
09/16/2013,6.316105648102253,0.0,0.81
09/17/2013,6.212803730055645,0.0,0.81
09/18/2013,6.252158176722487,0.0,0.81
09/19/2013,6.355457160648764,0.0,0.81
09/20/2013,6.227561918867554,0.0,0.81
09/23/2013,6.193129481153148,0.0,0.81
09/24/2013,6.227561918867554,0.0,0.81
09/25/2013,6.232481148600913,0.0,0.81
09/26/2013,6.232580184936523,0.25,1.0
09/27/2013,6.187416655358422,0.0,1.0
09/30/2013,6.187416896529952,0.0,1.0
10/01/2013,6.257671943226664,0.0,1.0
10/02/2013,6.252653232400558,0.0,1.0
10/03/2013,6.272724389718782,0.0,1.0
10/04/2013,6.277745092491553,0.0,1.0
10/07/2013,6.3379623434192895,0.0,1.0
10/08/2013,6.2877809118819545,0.0,1.0
10/09/2013,6.197454762998018,0.0,1.0
10/10/2013,6.212508357291779,0.0,1.0
10/11/2013,6.242617712402352,0.0,1.0
10/14/2013,6.247635426278755,0.0,1.0
10/15/2013,6.257672092670817,0.0,1.0
10/16/2013,6.237599264537215,0.0,1.0
10/17/2013,6.202471523535032,0.0,1.0
10/18/2013,6.297818016399033,0.0,1.0
10/21/2013,6.287780042168128,0.0,1.0
10/22/2013,6.307853575185981,0.0,1.0
10/23/2013,6.282761211229073,0.0,1.0
10/24/2013,6.3931628962693186,0.0,1.0
10/25/2013,6.438325525567728,0.0,1.0
10/28/2013,6.413236827796952,0.0,1.0
10/29/2013,6.358034741561706,0.0,1.0
10/30/2013,6.317890009773598,0.0,1.0
10/31/2013,6.242616713119466,0.0,1.0
11/01/2013,6.22254554027188,0.0,1.0
11/04/2013,6.302837162071212,0.0,1.0
11/05/2013,6.34799861907959,0.0,1.0
11/06/2013,6.3931616302143786,0.0,1.0
11/07/2013,6.553745555939702,0.0,1.0
11/08/2013,6.433307444423439,0.0,1.0
11/11/2013,6.5236347288231045,0.0,1.0
11/12/2013,6.553745331942594,0.0,1.0
11/13/2013,6.548728498169886,0.0,1.0
11/14/2013,6.774545567563186,0.0,1.0
11/15/2013,6.864871339897136,0.0,1.0
11/18/2013,6.79963467408141,0.0,1.0
11/19/2013,6.603925356322652,0.0,1.0
11/20/2013,6.5938891163303746,0.0,1.0
11/21/2013,6.608943523298642,0.0,1.0
11/22/2013,6.623999516788317,0.0,1.0
11/25/2013,6.669160970033505,0.0,1.0
11/26/2013,6.578836296321222,0.0,1.0
11/27/2013,6.649088805093865,0.0,1.0
11/29/2013,6.618982754639115,0.0,1.0
12/02/2013,6.56378173828125,0.0,1.0
12/03/2013,6.533672624833151,0.0,1.0
12/04/2013,6.518615771701892,0.0,1.0
12/05/2013,6.568798133320553,0.0,1.0
12/06/2013,6.518617735572754,0.0,1.0
12/09/2013,6.548724769058899,0.0,1.0
12/10/2013,6.548726178698919,0.0,1.0
12/11/2013,6.433308096889813,0.0,1.0
12/12/2013,6.498545001993046,0.0,1.0
12/13/2013,6.478469911029401,0.0,1.0
12/16/2013,6.443344398147698,0.0,1.0
12/17/2013,6.483489279351221,0.0,1.0
12/18/2013,6.488509426681924,0.0,1.0
12/19/2013,6.4483626562830905,0.0,1.0
12/20/2013,6.423270630906352,0.0,1.0
12/23/2013,6.513597789416657,0.0,1.0
12/24/2013,6.4784737733806015,0.0,1.0
12/26/2013,6.618982754639115,0.0,1.0
12/27/2013,6.563391255785161,0.25,1.0
12/30/2013,6.701514201078131,0.0,1.0
12/31/2013,6.594084904205599,0.0,1.0
01/02/2014,6.701514194631031,0.0,1.0
01/03/2014,6.752668911188866,0.0,1.0
01/06/2014,6.819174231195475,0.0,1.0
01/07/2014,6.829405470163282,0.0,1.0
01/08/2014,6.829403591000956,0.0,1.0
01/09/2014,6.941948767132368,0.0,1.0
01/10/2014,6.890793487323727,0.0,1.0
01/13/2014,6.860098151822025,0.0,1.0
01/14/2014,6.865213800880363,0.0,1.0
01/15/2014,6.783363297029028,0.0,1.0
01/16/2014,6.808943165651335,0.0,1.0
01/17/2014,6.798711511259642,0.0,1.0
01/21/2014,6.7833634504398574,0.0,1.0
01/22/2014,6.834520011824308,0.0,1.0
01/23/2014,6.793594682907745,0.0,1.0
01/24/2014,6.865215994786909,0.0,1.0
01/27/2014,6.860100116228145,0.0,1.0
01/28/2014,6.803828030758863,0.0,1.0
01/29/2014,6.793594513993775,0.0,1.0
01/30/2014,6.824289853483303,0.0,1.0
01/31/2014,6.844750292455401,0.0,1.0
02/03/2014,6.819175211678318,0.0,1.0
02/04/2014,6.696398361982122,0.0,1.0
02/05/2014,6.716861036652957,0.0,1.0
02/06/2014,6.778247691716655,0.0,1.0
02/07/2014,6.854982358918955,0.0,1.0
02/10/2014,6.788478231485913,0.0,1.0
02/11/2014,6.803826453343226,0.0,1.0
02/12/2014,6.860097265641881,0.0,1.0
02/13/2014,6.947066624212025,0.0,1.0
02/14/2014,6.941948617997405,0.0,1.0
02/18/2014,6.89079269742142,0.0,1.0
02/19/2014,6.9061392713857765,0.0,1.0
02/20/2014,6.91125594221707,0.0,1.0
02/21/2014,6.875445144843091,0.0,1.0
02/24/2014,6.844751685626747,0.0,1.0
02/25/2014,6.860098407864005,0.0,1.0
02/26/2014,6.834520758766171,0.0,1.0
02/27/2014,6.824289069484987,0.0,1.0
02/28/2014,6.906141273059059,0.0,1.0
03/03/2014,6.926603105274153,0.0,1.0
03/04/2014,6.982874187326385,0.0,1.0
03/05/2014,7.008453572771475,0.0,1.0
03/06/2014,7.095421228822516,0.0,1.0
03/07/2014,7.01868342514331,0.0,1.0
03/10/2014,6.977758560225235,0.0,1.0
03/11/2014,6.911256105821569,0.0,1.0
03/12/2014,6.844751109920511,0.0,1.0
03/13/2014,6.911256105821569,0.0,1.0
03/14/2014,6.839634517494406,0.0,1.0
03/17/2014,6.778247635889706,0.0,1.0
03/18/2014,6.8600979487692095,0.0,1.0
03/19/2014,6.8805607728647,0.0,1.0
03/20/2014,6.86521492971999,0.0,1.0
03/21/2014,6.8549835408393625,0.0,1.0
03/24/2014,6.819172904679406,0.0,1.0
03/25/2014,6.834519589376128,0.0,1.0
03/26/2014,6.814058189646848,0.0,1.0
03/27/2014,6.768511354385937,0.25,1.25
03/28/2014,6.805012852962226,0.0,1.25
03/31/2014,6.898876769239059,0.0,1.25
04/01/2014,6.99795381492426,0.0,1.25
04/02/2014,6.930163806699826,0.0,1.25
04/03/2014,6.914519190144212,0.0,1.25
04/04/2014,6.862375186742226,0.0,1.25
04/07/2014,6.778940195948485,0.0,1.25
04/08/2014,6.752867702826602,0.0,1.25
04/09/2014,6.763296627048014,0.0,1.25
04/10/2014,6.778942584400179,0.0,1.0
04/11/2014,6.669433631540565,0.0,1.0
04/14/2014,6.737225985683343,0.0,1.0
04/15/2014,6.7111520520441,0.0,1.0
04/16/2014,6.726794242858887,0.0,1.0
04/17/2014,6.653790192349847,0.0,1.0
04/21/2014,6.778939723968506,0.0,1.0
04/22/2014,6.7685107652074255,0.0,1.0
04/23/2014,6.737223597240662,0.0,1.0
04/24/2014,6.742439693288444,0.0,1.0
04/25/2014,6.669435024261475,0.0,1.0
04/28/2014,6.685079046694833,0.0,1.0
04/29/2014,6.674650056256617,0.0,1.0
04/30/2014,6.544285437913508,0.0,1.0
05/01/2014,6.632932090075329,0.0,1.0
05/02/2014,6.5495009922012,0.0,1.0
05/05/2014,6.554715109676682,0.0,1.0
05/06/2014,6.528640736179696,0.0,1.0
05/07/2014,6.471280483889778,0.0,1.0
05/08/2014,6.361774985098192,0.0,1.0
05/09/2014,6.403489731240902,0.0,1.0
05/12/2014,6.512997800936029,0.0,1.0
05/13/2014,6.659006563391198,0.0,1.0
05/14/2014,6.617288024588075,0.0,1.0
05/15/2014,6.549499509407546,0.0,1.0
05/16/2014,6.533856365143236,0.0,1.0
05/19/2014,6.471281636357408,0.0,1.0
05/20/2014,6.539068626352351,0.0,1.0
05/21/2014,6.502569222221656,0.0,1.0
05/22/2014,6.51821231842041,0.0,1.0
05/23/2014,6.523426047740241,0.0,1.0
05/27/2014,6.528640806660636,0.0,1.0
05/28/2014,6.559929772999854,0.0,1.0
05/29/2014,6.533856792546635,0.0,1.0
05/30/2014,6.502569723410843,0.0,1.0
06/02/2014,6.5547146261910125,0.0,1.0
06/03/2014,6.51299709519784,0.0,1.0
06/04/2014,6.486923663054796,0.0,1.0
06/05/2014,6.471280607065244,0.0,1.0
06/06/2014,6.518212400594954,0.0,1.0
06/09/2014,6.591216560402262,0.0,1.0
06/10/2014,6.55992746961688,0.0,1.0
06/11/2014,6.5599283274880635,0.0,1.0
06/12/2014,6.507783868095798,0.0,1.0
06/13/2014,6.512997122875972,0.0,1.0
06/16/2014,6.507783941075271,0.0,1.0
06/17/2014,6.523426118164885,0.0,1.0
06/18/2014,6.580787738887617,0.0,1.0
06/19/2014,6.664220308997828,0.0,1.0
06/20/2014,6.643360585409557,0.0,1.0
06/23/2014,6.648576740085894,0.0,1.0
06/24/2014,6.664218323890989,0.0,1.0
06/25/2014,6.591216025614592,0.0,1.0
06/26/2014,6.581529804373773,0.25,1.0
06/27/2014,6.608132232278862,0.0,1.0
06/30/2014,6.618773343869818,0.0,1.0
07/01/2014,6.602812000534024,0.0,1.0
07/02/2014,6.645376249855091,0.0,1.0
07/03/2014,6.7251850910416975,0.0,1.0
07/07/2014,6.629414081573486,0.0,1.0
07/08/2014,6.6294140698263435,0.0,1.0
07/09/2014,6.677299603356772,0.0,1.0
07/10/2014,6.671979726280729,0.0,1.0
07/11/2014,6.741147286784685,0.0,1.0
07/14/2014,6.783709535715178,0.0,1.0
07/15/2014,6.773068775143284,0.0,1.0
07/16/2014,6.783710144203819,0.0,1.0
07/17/2014,6.783710649315436,0.0,1.0
07/18/2014,6.7039013911993,0.0,1.0
07/21/2014,6.730504587638242,0.0,1.0
07/22/2014,6.762429499309809,0.0,1.0
07/23/2014,6.746467966767959,0.0,1.0
07/24/2014,6.773068821796391,0.0,1.0
07/25/2014,6.6613369388968335,0.0,1.0
07/28/2014,6.624092936588469,0.0,1.0
07/29/2014,6.602811088534361,0.0,1.0
07/30/2014,6.629413799585772,0.0,1.0
07/31/2014,6.491080023626128,0.0,1.0
08/01/2014,6.523004332719103,0.0,1.0
08/04/2014,6.496399975523161,0.0,1.0
08/05/2014,6.53896558652135,0.0,1.0
08/06/2014,6.501720834594829,0.0,1.0
08/07/2014,6.645375538449188,0.0,1.0
08/08/2014,6.512362695752465,0.0,1.0
08/11/2014,6.523002603804131,0.0,1.0
08/12/2014,6.570889141775664,0.0,1.0
08/13/2014,6.570888042449951,0.0,1.0
08/14/2014,6.586849559771204,0.0,1.0
08/15/2014,6.650695842196424,0.0,1.0
08/18/2014,6.586849212646484,0.0,1.0
08/19/2014,6.746466478341184,0.0,1.0
08/20/2014,6.629414236057229,0.0,1.0
08/21/2014,6.592169891089756,0.0,1.0
08/22/2014,6.565567006281222,0.0,1.0
08/25/2014,6.59217096214691,0.0,1.0
08/26/2014,6.618773531501835,0.0,1.0
08/27/2014,6.671979557981736,0.0,1.0
08/28/2014,6.629415135555053,0.0,1.0
08/29/2014,6.666656704928589,0.0,1.0
09/02/2014,6.719862827463108,0.0,1.0
09/03/2014,6.703903128505718,0.0,1.0
09/04/2014,6.693259943849425,0.0,1.0
09/05/2014,6.666659338526043,0.0,1.0
09/08/2014,6.677298060770039,0.0,1.0
09/09/2014,6.677299176042447,0.0,1.0
09/10/2014,6.629414819191005,0.0,1.0
09/11/2014,6.624092698598035,0.0,1.0
09/12/2014,6.650695601607772,0.0,1.0
09/15/2014,6.618772652098814,0.0,1.0
09/16/2014,6.5496052517227685,0.0,1.0
09/17/2014,6.581528674408967,0.0,1.0
09/18/2014,6.581528424881599,0.0,1.0
09/19/2014,6.549604957816926,0.0,1.0
