PBW,Invesco WilderHill Clean Energy,
Date,Price,Dividend,Annualized Dividend
07/23/2007,89.46917441422748,0.0,0.185
07/24/2007,88.46028251329204,0.0,0.185
07/25/2007,88.62170037661085,0.0,0.185
07/26/2007,86.76533915439047,0.0,0.185
07/27/2007,85.47394372222406,0.0,0.185
07/30/2007,85.5949850937557,0.0,0.185
07/31/2007,88.58135490908525,0.0,0.185
08/01/2007,85.15108275964052,0.0,0.185
08/02/2007,86.88639944004196,0.0,0.185
08/03/2007,85.71606047693331,0.0,0.185
08/06/2007,83.01223241668454,0.0,0.185
08/07/2007,83.57722948339699,0.0,0.185
08/08/2007,88.74276003726126,0.0,0.185
08/09/2007,90.72020799112398,0.0,0.185
08/10/2007,90.47806842758014,0.0,0.185
08/13/2007,90.76057243131305,0.0,0.185
08/14/2007,87.57246751051683,0.0,0.185
08/15/2007,83.57723662851537,0.0,0.185
08/16/2007,80.71192825147706,0.0,0.185
08/17/2007,83.21396996756243,0.0,0.185
08/20/2007,83.33507405806039,0.0,0.185
08/21/2007,82.89116419960118,0.0,0.185
08/22/2007,84.34396402749671,0.0,0.185
08/23/2007,85.03001526424262,0.0,0.185
08/24/2007,82.44721888252762,0.0,0.185
08/27/2007,83.738641953644,0.0,0.185
08/28/2007,81.55940771561643,0.0,0.185
08/29/2007,80.7119419736005,0.0,0.185
08/30/2007,82.52795192109048,0.0,0.185
08/31/2007,84.34399124086391,0.0,0.185
09/04/2007,86.88638988834113,0.0,0.185
09/05/2007,88.58135774802257,0.0,0.185
09/06/2007,86.48283692137717,0.0,0.185
09/07/2007,83.25436542336374,0.0,0.185
09/10/2007,84.54573790746493,0.0,0.185
09/11/2007,84.70717929275312,0.0,0.185
09/12/2007,85.51426972184031,0.0,0.185
09/13/2007,84.9089509931731,0.0,0.185
09/14/2007,83.65791387702114,0.0,0.185
09/17/2007,83.94041680717925,0.0,0.185
09/18/2007,84.30361401140777,0.0,0.185
09/19/2007,88.1374398691676,0.0,0.185
09/20/2007,87.57245715305423,0.0,0.185
09/21/2007,88.78314459185293,0.0,0.185
09/24/2007,91.20450308072165,0.0,0.185
09/25/2007,90.23595611916183,0.0,0.185
09/26/2007,92.61694812567787,0.0,0.185
09/27/2007,93.3029935601003,0.0,0.185
09/28/2007,92.77837661212699,0.0,0.185
10/01/2007,92.77836906167795,0.0,0.185
10/02/2007,93.22227677766858,0.0,0.185
10/03/2007,94.02939498543967,0.0,0.185
10/04/2007,94.15046383985872,0.0,0.185
10/05/2007,94.95760071117768,0.0,0.185
10/08/2007,95.76472236399032,0.0,0.185
10/09/2007,96.97538182520557,0.0,0.185
10/10/2007,96.3296779350325,0.0,0.185
10/11/2007,98.71069198361565,0.0,0.185
10/12/2007,97.8632056887314,0.0,0.185
10/15/2007,97.25788324041501,0.0,0.185
10/16/2007,94.83651452145334,0.0,0.185
10/17/2007,96.97536429608847,0.0,0.185
10/18/2007,95.68400791413872,0.0,0.185
10/19/2007,97.74214351108016,0.0,0.185
10/22/2007,93.38371248008761,0.0,0.185
10/23/2007,96.773588014441,0.0,0.185
10/24/2007,96.57181934911841,0.0,0.185
10/25/2007,97.17716409555779,0.0,0.185
10/26/2007,97.37894850423388,0.0,0.185
10/29/2007,100.72849489900833,0.0,0.185
10/30/2007,101.49526420537372,0.0,0.185
10/31/2007,101.0109877940324,0.0,0.185
11/01/2007,100.84956805281755,0.0,0.185
11/02/2007,99.75993948143181,0.0,0.185
11/05/2007,97.33859720234064,0.0,0.185
11/06/2007,99.71959193627279,0.0,0.185
11/07/2007,103.5130724313875,0.0,0.185
11/08/2007,105.12730780239856,0.0,0.185
11/09/2007,100.40566246743842,0.0,0.185
11/12/2007,96.89467229091626,0.0,0.185
11/13/2007,92.81871634014581,0.0,0.185
11/14/2007,98.10536752562074,0.0,0.185
11/15/2007,95.96649181686058,0.0,0.185
11/16/2007,95.19971293147914,0.0,0.185
11/19/2007,95.84543762880709,0.0,0.185
11/20/2007,93.26261594399651,0.0,0.185
11/21/2007,88.9445517605968,0.0,0.185
11/23/2007,88.33921613351164,0.0,0.185
11/26/2007,89.63062009446114,0.0,0.185
11/27/2007,89.26740247748022,0.0,0.185
11/28/2007,88.78311846333165,0.0,0.185
11/29/2007,93.74690843121147,0.0,0.185
11/30/2007,100.1231566233484,0.0,0.185
12/03/2007,98.06498794555665,0.0,0.185
12/04/2007,96.12792060026369,0.0,0.185
12/05/2007,96.85431694632801,0.0,0.185
12/06/2007,98.62998430948588,0.0,0.185
12/07/2007,100.80920175924909,0.0,0.185
12/10/2007,104.40087568703468,0.0,0.185
12/11/2007,103.71483487740939,0.0,0.185
12/12/2007,103.9166122594277,0.0,0.185
12/13/2007,103.14986423160474,0.0,0.185
12/14/2007,104.40090545325488,0.0,0.185
12/17/2007,105.77299234457593,0.0,0.185
12/18/2007,103.59375717106741,0.0,0.185
12/19/2007,105.36944369783724,0.0,0.185
12/20/2007,107.46792842965512,0.0,0.185
12/21/2007,108.96112815371313,0.0,0.0
12/24/2007,111.46316454579618,0.0,0.0
12/26/2007,114.20737315069542,0.0,0.0
12/27/2007,115.9830725003482,0.0,0.0
12/28/2007,114.81273273053229,0.0,0.0
12/31/2007,113.0370546143573,0.0,0.0
01/02/2008,113.56167595915213,0.0,0.0
01/03/2008,111.82640659062722,0.0,0.0
01/04/2008,110.61568969326848,0.0,0.0
01/07/2008,107.46793145964357,0.0,0.0
01/08/2008,104.27981439017273,0.0,0.0
01/09/2008,102.10057371318524,0.0,0.0
01/10/2008,99.84066135910453,0.0,0.0
01/11/2008,101.17239680783304,0.0,0.0
01/14/2008,98.91245132607065,0.0,0.0
01/15/2008,98.50892758427452,0.0,0.0
01/16/2008,91.76944805625787,0.0,0.0
01/17/2008,91.24485504279757,0.0,0.0
01/18/2008,87.04781465873232,0.0,0.0
01/22/2008,74.65853757910641,0.0,0.0
01/23/2008,81.84190080477056,0.0,0.0
01/24/2008,85.75644570547577,0.0,0.0
01/25/2008,89.18667909895997,0.0,0.0
01/28/2008,86.11962974723495,0.0,0.0
01/29/2008,88.98489103805827,0.0,0.0
01/30/2008,88.6216972565741,0.0,0.0
01/31/2008,85.91787118541393,0.0,0.0
02/01/2008,88.9848821831701,0.0,0.0
02/04/2008,90.35699157520597,0.0,0.0
02/05/2008,89.83237614719488,0.0,0.0
02/06/2008,86.72495732834358,0.0,0.0
02/07/2008,82.56830460337133,0.0,0.0
02/08/2008,84.66681322865479,0.0,0.0
02/11/2008,85.23179993019762,0.0,0.0
02/12/2008,89.50954158328437,0.0,0.0
02/13/2008,89.8727478770042,0.0,0.0
02/14/2008,93.14156474923205,0.0,0.0
02/15/2008,90.39735745061576,0.0,0.0
02/19/2008,88.90417364195969,0.0,0.0
02/20/2008,84.94931953449323,0.0,0.0
02/21/2008,88.33920523011406,0.0,0.0
02/22/2008,86.24070963412743,0.0,0.0
02/25/2008,86.15998104917932,0.0,0.0
02/26/2008,86.60392770962575,0.0,0.0
02/27/2008,87.85494970427143,0.0,0.0
02/28/2008,85.79677889083024,0.0,0.0
02/29/2008,84.7475064361971,0.0,0.0
03/03/2008,82.85079085903983,0.0,0.0
03/04/2008,81.92262973179153,0.0,0.0
03/05/2008,82.12439817433162,0.0,0.0
03/06/2008,83.65794212229032,0.0,0.0
03/07/2008,80.6715817404826,0.0,0.0
03/10/2008,78.41163434718743,0.0,0.0
03/11/2008,77.68523448458433,0.0,0.0
03/12/2008,80.59086195639296,0.0,0.0
03/13/2008,79.29948566456794,0.0,0.0
03/14/2008,81.96297158918,0.0,0.0
03/17/2008,76.19206477519234,0.0,0.0
03/18/2008,76.71668676819584,0.0,0.0
03/19/2008,78.25022120887796,0.0,0.0
03/20/2008,75.02173699553421,0.0,0.0
03/24/2008,78.33093027975903,0.0,0.0
03/25/2008,79.78376190868316,0.0,0.0
03/26/2008,81.64013025639476,0.0,0.0
03/27/2008,82.5279466371353,0.0,0.0
03/28/2008,80.71194099440844,0.0,0.0
03/31/2008,79.38017727446751,0.0,0.0
04/01/2008,80.55050751011906,0.0,0.0
04/02/2008,82.32615360121616,0.0,0.0
04/03/2008,83.37544335467037,0.0,0.0
04/04/2008,84.26323731489565,0.0,0.0
04/07/2008,89.02528699774855,0.0,0.0
04/08/2008,84.74752101873227,0.0,0.0
04/09/2008,86.03892599579228,0.0,0.0
04/10/2008,84.30361644424687,0.0,0.0
04/11/2008,84.14219715284266,0.0,0.0
04/14/2008,83.41577629778375,0.0,0.0
04/15/2008,84.66681322865479,0.0,0.0
04/16/2008,85.99856971307156,0.0,0.0
04/17/2008,87.97598403336137,0.0,0.0
04/18/2008,88.29883429281948,0.0,0.0
04/21/2008,87.45136946540482,0.0,0.0
04/22/2008,89.14632298808482,0.0,0.0
04/23/2008,87.77423899193734,0.0,0.0
04/24/2008,86.88639569080017,0.0,0.0
04/25/2008,86.40213603862762,0.0,0.0
04/28/2008,86.4424769961013,0.0,0.0
04/29/2008,86.48284604323025,0.0,0.0
04/30/2008,85.63535916998164,0.0,0.0
05/01/2008,84.42467498288042,0.0,0.0
05/02/2008,85.67573139889234,0.0,0.0
05/05/2008,84.70717760127424,0.0,0.0
05/06/2008,83.37541880470728,0.0,0.0
05/07/2008,86.44247249119277,0.0,0.0
05/08/2008,85.31250826816596,0.0,0.0
05/09/2008,85.79680054873585,0.0,0.0
05/12/2008,85.7160475388119,0.0,0.0
05/13/2008,87.12852912221219,0.0,0.0
05/14/2008,88.78314331873952,0.0,0.0
05/15/2008,91.1641422120143,0.0,0.0
05/16/2008,92.53624919943964,0.0,0.0
05/19/2008,93.7469125367204,0.0,0.0
05/20/2008,92.81873676797673,0.0,0.0
05/21/2008,93.50477908742387,0.0,0.0
05/22/2008,91.93089077650016,0.0,0.0
05/23/2008,89.59025467394119,0.0,0.0
05/27/2008,89.95344868896426,0.0,0.0
05/28/2008,90.03413949290643,0.0,0.0
05/29/2008,89.75167899468161,0.0,0.0
05/30/2008,90.55878555266194,0.0,0.0
06/02/2008,90.43772284300509,0.0,0.0
06/03/2008,89.38847771090803,0.0,0.0
06/04/2008,88.90419749267456,0.0,0.0
06/05/2008,89.0656119527863,0.0,0.0
06/06/2008,89.59025678242723,0.0,0.0
06/09/2008,88.66205486434842,0.0,0.0
06/10/2008,85.83714208791072,0.0,0.0
06/11/2008,85.19143945225288,0.0,0.0
06/12/2008,85.35286514172975,0.0,0.0
06/13/2008,85.2318168060639,0.0,0.0
06/16/2008,86.20034845841828,0.0,0.0
06/17/2008,89.7920233702712,0.0,0.0
06/18/2008,88.25849455868725,0.0,0.0
06/19/2008,89.10598650172173,0.0,0.0
06/20/2008,89.91311653873588,0.0,0.0
06/23/2008,89.22705376734085,0.0,0.0
06/24/2008,87.77421819797271,0.0,0.0
06/25/2008,86.96710030959318,0.0,0.0
06/26/2008,85.75643399866617,0.0,0.0
06/27/2008,82.56832254824978,0.0,0.0
06/30/2008,80.55052478982451,0.0,0.0
07/01/2008,78.53270478046507,0.0,0.0
07/02/2008,78.00808810086389,0.0,0.0
07/03/2008,74.57782773811567,0.0,0.0
07/07/2008,73.20573814125258,0.0,0.0
07/08/2008,73.32678262668567,0.0,0.0
07/09/2008,74.53748777424806,0.0,0.0
07/10/2008,73.32678301729722,0.0,0.0
07/11/2008,73.32679337584746,0.0,0.0
07/14/2008,73.4074819524838,0.0,0.0
07/15/2008,74.33567669620992,0.0,0.0
07/16/2008,74.57784277418948,0.0,0.0
07/17/2008,78.25023213575068,0.0,0.0
07/18/2008,77.76593367631946,0.0,0.0
07/21/2008,78.37130015521437,0.0,0.0
07/22/2008,77.68521917145088,0.0,0.0
07/23/2008,79.66268606507458,0.0,0.0
07/24/2008,80.18728164908445,0.0,0.0
07/25/2008,75.42529969143405,0.0,0.0
07/28/2008,76.0306459174135,0.0,0.0
07/29/2008,76.03062242986181,0.0,0.0
07/30/2008,78.53269785289193,0.0,0.0
07/31/2008,79.5415999229606,0.0,0.0
08/01/2008,76.67634582519531,0.0,0.0
08/04/2008,76.67632832715718,0.0,0.0
08/05/2008,73.36715556056512,0.0,0.0
08/06/2008,73.93214007161167,0.0,0.0
08/07/2008,74.98139036664004,0.0,0.0
08/08/2008,74.65854543320677,0.0,0.0
08/11/2008,75.14280915463125,0.0,0.0
08/12/2008,75.82885524709747,0.0,0.0
08/13/2008,76.5552810163156,0.0,0.0
08/14/2008,78.00808067945515,0.0,0.0
08/15/2008,81.11549869452587,0.0,0.0
08/18/2008,80.30838780879576,0.0,0.0
08/19/2008,78.2098561411995,0.0,0.0
08/20/2008,79.1380508915694,0.0,0.0
08/21/2008,80.06624184434195,0.0,0.0
08/22/2008,80.75228905464209,0.0,0.0
08/25/2008,81.3979788284875,0.0,0.0
08/26/2008,80.55050428508683,0.0,0.0
08/27/2008,79.2994803160842,0.0,0.0
08/28/2008,80.06623555959752,0.0,0.0
08/29/2008,80.7523000906418,0.0,0.0
09/02/2008,80.18731467345883,0.0,0.0
09/03/2008,77.28167329915364,0.0,0.0
09/04/2008,75.62709681655039,0.0,0.0
09/05/2008,72.31789692371919,0.0,0.0
09/08/2008,74.2146176513117,0.0,0.0
09/09/2008,71.06686580170977,0.0,0.0
09/10/2008,66.74876643123137,0.0,0.0
09/11/2008,66.18379160716815,0.0,0.0
09/12/2008,66.78912184467816,0.0,0.0
09/15/2008,64.9730980816533,0.0,0.0
09/16/2008,62.30961366568109,0.0,0.0
09/17/2008,63.5606493539368,0.0,0.0
09/18/2008,62.67280713902268,0.0,0.0
09/19/2008,70.21938409314124,0.0,0.0
09/22/2008,69.1297808532164,0.0,0.0
09/23/2008,67.43482915555856,0.0,0.0
09/24/2008,70.38080455399825,0.0,0.0
09/25/2008,66.86983958232517,0.0,0.0
09/26/2008,66.22413633457805,0.0,0.0
09/29/2008,64.56953346971218,0.0,0.0
09/30/2008,59.7671952131548,0.0,0.0
10/01/2008,60.04969447533098,0.0,0.0
10/02/2008,59.32327365875245,0.0,0.0
10/03/2008,55.65087156378604,0.0,0.0
10/06/2008,50.24317244541498,0.0,0.0
10/07/2008,46.449717932616984,0.0,0.0
10/08/2008,40.75952862995427,0.0,0.0
10/09/2008,41.48593412628491,0.0,0.0
10/10/2008,37.24856088929292,0.0,0.0
10/13/2008,45.198678681344695,0.0,0.0
10/14/2008,50.00104181409937,0.0,0.0
10/15/2008,44.79511974362709,0.0,0.0
10/16/2008,41.566654205322266,0.0,0.0
10/17/2008,40.39632047692791,0.0,0.0
10/20/2008,45.31976295428532,0.0,0.0
10/21/2008,43.74586527549273,0.0,0.0
10/22/2008,40.71916686159471,0.0,0.0
10/23/2008,40.27525096722121,0.0,0.0
10/24/2008,35.028971206021666,0.0,0.0
10/27/2008,34.42364770310328,0.0,0.0
10/28/2008,34.907915306814076,0.0,0.0
10/29/2008,35.069344437523185,0.0,0.0
10/30/2008,37.329268223417685,0.0,0.0
10/31/2008,39.14528034703551,0.0,0.0
11/03/2008,41.40522801670326,0.0,0.0
11/04/2008,45.92509682544137,0.0,0.0
11/05/2008,44.79512149753897,0.0,0.0
11/06/2008,40.678810583810936,0.0,0.0
11/07/2008,38.90314892709323,0.0,0.0
11/10/2008,42.17197993362672,0.0,0.0
11/11/2008,37.329284562004936,0.0,0.0
11/12/2008,35.230754160416524,0.0,0.0
11/13/2008,31.961920848410568,0.0,0.0
11/14/2008,34.06042926215322,0.0,0.0
11/17/2008,32.36549313412543,0.0,0.0
11/18/2008,31.961928341871044,0.0,0.0
11/19/2008,30.912667609660815,0.0,0.0
11/20/2008,27.52276866607542,0.0,0.0
11/21/2008,25.58568215605812,0.0,0.0
11/24/2008,28.289535835592996,0.0,0.0
11/25/2008,30.95303994880353,0.0,0.0
11/26/2008,30.428394301619846,0.0,0.0
11/28/2008,33.818303429811536,0.0,0.0
12/01/2008,33.45509541672509,0.0,0.0
12/02/2008,30.549460519095962,0.0,0.0
12/03/2008,30.145899477958203,0.0,0.0
12/04/2008,31.92156321291559,0.0,0.0
12/05/2008,30.266969521568374,0.0,0.0
12/08/2008,33.253312801888015,0.0,0.0
12/09/2008,34.867553182124105,0.0,0.0
12/10/2008,34.26222642431967,0.0,0.0
12/11/2008,33.89902308042265,0.0,0.0
12/12/2008,32.405847808226774,0.0,0.0
12/15/2008,34.50434418560011,0.0,0.0
12/16/2008,34.544708251953125,0.0,0.0
12/17/2008,34.06043498958025,0.0,0.0
12/18/2008,35.27111369064259,0.0,0.0
12/19/2008,34.66577692070531,0.0,0.0
12/22/2008,35.31147488475551,0.0,0.0
12/23/2008,33.899006228253164,0.0,0.0
12/24/2008,33.61651918861788,0.0,0.0
12/26/2008,33.697232888335954,0.0,0.0
12/29/2008,34.66577508338848,0.0,0.0
12/30/2008,33.3743809418811,0.0,0.0
12/31/2008,33.899016020489974,0.0,0.0
01/02/2009,34.5043433294948,0.0,0.0
01/05/2009,37.00641978403415,0.0,0.0
01/06/2009,38.05568939120838,0.0,0.0
01/07/2009,37.36962356160583,0.0,0.0
01/08/2009,35.674668080360725,0.0,0.0
01/09/2009,37.20820008825964,0.0,0.0
01/12/2009,36.19930315008732,0.0,0.0
01/13/2009,34.02007882795824,0.0,0.0
01/14/2009,33.0918967805793,0.0,0.0
01/15/2009,31.961930779520188,0.0,0.0
01/16/2009,33.293664397262944,0.0,0.0
01/20/2009,33.09189039457204,0.0,0.0
01/21/2009,31.3969464191921,0.0,0.0
01/22/2009,31.275890812208843,0.0,0.0
01/23/2009,29.58092551495442,0.0,0.0
01/26/2009,30.912672836828232,0.0,0.0
01/27/2009,31.639073120042745,0.0,0.0
01/28/2009,33.172598781270565,0.0,0.0
01/29/2009,33.29366502882559,0.0,0.0
01/30/2009,32.64797994245323,0.0,0.0
02/02/2009,31.31623882920308,0.0,0.0
02/03/2009,31.67943841964468,0.0,0.0
02/04/2009,32.325125978213634,0.0,0.0
02/05/2009,32.123359350902845,0.0,0.0
02/06/2009,32.76904822784809,0.0,0.0
02/09/2009,33.7375821092374,0.0,0.0
02/10/2009,33.97972918142288,0.0,0.0
02/11/2009,33.13225558484698,0.0,0.0
02/12/2009,31.80050548264772,0.0,0.0
02/13/2009,32.52690573119911,0.0,0.0
02/17/2009,31.47765476267757,0.0,0.0
02/18/2009,30.509113500163753,0.0,0.0
02/19/2009,30.428404500853407,0.0,0.0
02/20/2009,28.49131345984052,0.0,0.0
02/23/2009,28.410597447904582,0.0,0.0
02/24/2009,26.634936693288612,0.0,0.0
02/25/2009,28.531668782940507,0.0,0.0
02/26/2009,28.128101128880786,0.0,0.0
02/27/2009,26.75600524056172,0.0,0.0
03/02/2009,25.948888021174863,0.0,0.0
03/03/2009,24.98034640217842,0.0,0.0
03/04/2009,25.061052657281625,0.0,0.0
03/05/2009,24.81891670227051,0.0,0.0
03/06/2009,24.09251459406095,0.0,0.0
03/09/2009,23.76966372927923,0.0,0.0
03/10/2009,24.052159423398592,0.0,0.0
03/11/2009,26.352443677172204,0.0,0.0
03/12/2009,26.594576777139924,0.0,0.0
03/13/2009,27.643841568607964,0.0,0.0
03/16/2009,28.49130536194363,0.0,0.0
03/17/2009,27.24028042547668,0.0,0.0
03/18/2009,27.240271220080132,0.0,0.0
03/19/2009,27.805260284988993,0.0,0.0
03/20/2009,28.28953505571179,0.0,0.0
03/23/2009,29.2177215008347,0.0,0.0
03/24/2009,29.258079394063106,0.0,0.0
03/25/2009,30.024843079096172,0.0,0.0
03/26/2009,30.1862607382241,0.0,0.0
03/27/2009,33.37438989617175,0.0,0.0
03/30/2009,31.31624618457012,0.0,0.0
03/31/2009,31.59872061761684,0.0,0.0
04/01/2009,30.509105013324458,0.0,0.0
04/02/2009,33.13224343596749,0.0,0.0
04/03/2009,33.334022175332535,0.0,0.0
04/06/2009,34.54470741556093,0.0,0.0
04/07/2009,32.93047145761329,0.0,0.0
04/08/2009,31.800511086910706,0.0,0.0
04/09/2009,33.576156651748924,0.0,0.0
04/13/2009,34.262214575228995,0.0,0.0
04/14/2009,34.342927423197736,0.0,0.0
04/15/2009,34.90791692255427,0.0,0.0
04/16/2009,35.271120851919974,0.0,0.0
04/17/2009,35.83610330147125,0.0,0.0
04/20/2009,34.78683976194714,0.0,0.0
04/21/2009,33.33402839577083,0.0,0.0
04/22/2009,33.13225779270699,0.0,0.0
04/23/2009,34.54470725891443,0.0,0.0
04/24/2009,34.78684278010497,0.0,0.0
04/27/2009,33.81831127579927,0.0,0.0
04/28/2009,33.53580810591354,0.0,0.0
04/29/2009,34.34292219997322,0.0,0.0
04/30/2009,36.239662170410156,0.0,0.0
05/01/2009,36.522141185020814,0.0,0.0
05/04/2009,37.28891306200881,0.0,0.0
05/05/2009,39.50848350869236,0.0,0.0
05/06/2009,40.23489385803558,0.0,0.0
05/07/2009,40.27525494721049,0.0,0.0
05/08/2009,39.30671420690285,0.0,0.0
05/11/2009,39.02422412660174,0.0,0.0
05/12/2009,38.782083815861725,0.0,0.0
05/13/2009,37.20820438842626,0.0,0.0
05/14/2009,35.271113198655954,0.0,0.0
05/15/2009,35.75538117655786,0.0,0.0
05/18/2009,35.95717009703359,0.0,0.0
05/19/2009,36.48178995549465,0.0,0.0
05/20/2009,38.297817824574935,0.0,0.0
05/21/2009,38.1363921266921,0.0,0.0
05/22/2009,37.813529225449635,0.0,0.0
05/26/2009,37.0871410037476,0.0,0.0
05/27/2009,38.782075032925675,0.0,0.0
05/28/2009,39.42777426431326,0.0,0.0
05/29/2009,39.95241570474886,0.0,0.0
06/01/2009,41.284151459526804,0.0,0.0
06/02/2009,42.53519295901233,0.0,0.0
06/03/2009,42.69661421836885,0.0,0.0
06/04/2009,41.72807307911791,0.0,0.0
06/05/2009,44.270493974141544,0.0,0.0
06/08/2009,43.301953025858005,0.0,0.0
06/09/2009,43.42301788916098,0.0,0.0
06/10/2009,45.84437427570992,0.0,0.0
06/11/2009,45.40045928955078,0.0,0.0
06/12/2009,44.795117098173435,0.0,0.0
06/15/2009,43.907294781122765,0.0,0.0
06/16/2009,43.059813559565264,0.0,0.0
06/17/2009,41.849133351327424,0.0,0.0
06/18/2009,41.6473489287296,0.0,0.0
06/19/2009,41.68771809434174,0.0,0.0
06/22/2009,41.60699650074521,0.0,0.0
06/23/2009,39.508496776764424,0.0,0.0
06/24/2009,39.62956045742013,0.0,0.0
06/25/2009,39.95240693933823,0.0,0.0
06/26/2009,41.32451281090517,0.0,0.0
06/29/2009,41.72806696575588,0.0,0.0
06/30/2009,41.44557480586858,0.0,0.0
07/01/2009,40.880592680429665,0.0,0.0
07/02/2009,41.32450943385247,0.0,0.0
07/06/2009,39.871687008994265,0.0,0.0
07/07/2009,38.459237030767305,0.0,0.0
07/08/2009,37.5310508713075,0.0,0.0
07/09/2009,36.36071847853443,0.0,0.0
07/10/2009,36.03788269489124,0.0,0.0
07/13/2009,36.11858199072666,0.0,0.0
07/14/2009,36.885348936489066,0.0,0.0
07/15/2009,37.57140973422156,0.0,0.0
07/16/2009,38.8224429039479,0.0,0.0
07/17/2009,39.66991854170052,0.0,0.0
07/20/2009,39.46813952628928,0.0,0.0
07/21/2009,40.23489346325452,0.0,0.0
07/22/2009,39.95241570474886,0.0,0.0
07/23/2009,40.35597188656746,0.0,0.0
07/24/2009,41.7280647480137,0.0,0.0
07/27/2009,43.38266199048347,0.0,0.0
07/28/2009,42.93874532990827,0.0,0.0
07/29/2009,42.29306388180703,0.0,0.0
07/30/2009,43.059819658229294,0.0,0.0
07/31/2009,43.423019211795406,0.0,0.0
08/03/2009,43.05981402003094,0.0,0.0
08/04/2009,43.05981539903546,0.0,0.0
08/05/2009,43.82658226156829,0.0,0.0
08/06/2009,43.78622861079884,0.0,0.0
08/07/2009,42.85804569350459,0.0,0.0
08/10/2009,43.14052408324542,0.0,0.0
08/11/2009,43.30195688864088,0.0,0.0
08/12/2009,42.01054934733545,0.0,0.0
08/13/2009,42.33341512479252,0.0,0.0
08/14/2009,41.8491361382253,0.0,0.0
08/17/2009,40.1945407060484,0.0,0.0
08/18/2009,39.50849533081055,0.0,0.0
08/19/2009,38.943510966085306,0.0,0.0
08/20/2009,40.19454223949032,0.0,0.0
08/21/2009,40.840240106110684,0.0,0.0
08/24/2009,40.96130512728549,0.0,0.0
08/25/2009,41.04201694843195,0.0,0.0
08/26/2009,39.992778952835785,0.0,0.0
08/27/2009,40.35596991304177,0.0,0.0
08/28/2009,40.67881393432617,0.0,0.0
08/31/2009,40.517393786267924,0.0,0.0
09/01/2009,39.46814952774484,0.0,0.0
09/02/2009,38.1767428707813,0.0,0.0
09/03/2009,38.903155779507784,0.0,0.0
09/04/2009,39.669911453648425,0.0,0.0
09/08/2009,40.517400330326595,0.0,0.0
09/09/2009,41.92986349926054,0.0,0.0
09/10/2009,42.33340825870286,0.0,0.0
09/11/2009,42.979106610145145,0.0,0.0
09/14/2009,42.09126901678527,0.0,0.0
09/15/2009,43.0598160500522,0.0,0.0
09/16/2009,44.39156612501874,0.0,0.0
09/17/2009,44.63369230170085,0.0,0.0
09/18/2009,45.11797746890054,0.0,0.0
09/21/2009,45.15832453265656,0.0,0.0
09/22/2009,45.521519733387684,0.0,0.0
09/23/2009,45.96543778693252,0.0,0.0
09/24/2009,45.07761091946853,0.0,0.0
09/25/2009,43.34230837633232,0.0,0.0
09/28/2009,43.62480116091903,0.0,0.0
09/29/2009,44.4722758802984,0.0,0.0
09/30/2009,44.4319195595327,0.0,0.0
10/01/2009,43.584452953153445,0.0,0.0
10/02/2009,41.08237349341279,0.0,0.0
10/05/2009,41.76841944354472,0.0,0.0
10/06/2009,42.41411657833861,0.0,0.0
10/07/2009,42.89839238926283,0.0,0.0
10/08/2009,43.382666438843486,0.0,0.0
10/09/2009,43.82658242591166,0.0,0.0
10/12/2009,44.31085096988293,0.0,0.0
10/13/2009,44.512631881469844,0.0,0.0
10/14/2009,44.55298440442192,0.0,0.0
10/15/2009,44.230132691235355,0.0,0.0
10/16/2009,44.5126333132742,0.0,0.0
10/19/2009,44.39155887073931,0.0,0.0
10/20/2009,44.71441315045329,0.0,0.0
10/21/2009,44.06870338584195,0.0,0.0
10/22/2009,43.5844448586205,0.0,0.0
10/23/2009,43.907293963020834,0.0,0.0
10/26/2009,43.05982495908841,0.0,0.0
10/27/2009,42.2123449825863,0.0,0.0
10/28/2009,41.364862471473685,0.0,0.0
10/29/2009,39.26635548121085,0.0,0.0
10/30/2009,40.51738820371251,0.0,0.0
11/02/2009,39.06458993441459,0.0,0.0
11/03/2009,38.33816281050348,0.0,0.0
11/04/2009,39.50849764333937,0.0,0.0
11/05/2009,39.2259984448922,0.0,0.0
11/06/2009,40.11383470934675,0.0,0.0
11/09/2009,40.31561434734397,0.0,0.0
11/10/2009,40.840245757777225,0.0,0.0
11/11/2009,40.79988098144532,0.0,0.0
11/12/2009,40.51738744623473,0.0,0.0
11/13/2009,39.79098494973691,0.0,0.0
11/16/2009,40.79988180823327,0.0,0.0
11/17/2009,41.84913119256193,0.0,0.0
11/18/2009,41.56663410918239,0.0,0.0
11/19/2009,41.48593456743034,0.0,0.0
11/20/2009,40.71916300549043,0.0,0.0
11/23/2009,41.1630859375,0.0,0.0
11/24/2009,40.840245757777225,0.0,0.0
11/25/2009,40.63846025760437,0.0,0.0
11/27/2009,39.99276242883661,0.0,0.0
11/30/2009,40.35598341939377,0.0,0.0
12/01/2009,40.920939437832466,0.0,0.0
12/02/2009,41.808779256393336,0.0,0.0
12/03/2009,42.21233541263514,0.0,0.0
12/04/2009,42.93874573297063,0.0,0.0
12/07/2009,42.1719895312433,0.0,0.0
12/08/2009,42.93875331690174,0.0,0.0
12/09/2009,42.45447505233885,0.0,0.0
12/10/2009,42.97910561130378,0.0,0.0
12/11/2009,42.89839314201428,0.0,0.0
12/14/2009,43.14052163118822,0.0,0.0
12/15/2009,43.140517556912975,0.0,0.0
