VNQ,Vanguard Real Estate ETF,
10/15/2015,62.59695040663894,3.1289999999999996
10/15/2015,63.38719940185547,3.1289999999999996
10/16/2015,63.42709226780916,3.1289999999999996
10/16/2015,63.866119384765625,3.1289999999999996
10/19/2015,63.84217597659949,3.1289999999999996
10/19/2015,64.7601318359375,3.1289999999999996
10/20/2015,64.64041509776558,3.1289999999999996
10/20/2015,64.73619842529297,3.1289999999999996
10/21/2015,64.85593428070015,3.1289999999999996
10/21/2015,64.49673461914062,3.1289999999999996
10/22/2015,64.62444932989683,3.1289999999999996
10/22/2015,65.0634765625,3.1289999999999996
10/23/2015,65.08740699000197,3.1289999999999996
10/23/2015,64.432861328125,3.1289999999999996
10/26/2015,64.45680677683121,3.1289999999999996
10/26/2015,64.4168930053711,3.1289999999999996
10/27/2015,64.4089199110977,3.1289999999999996
10/27/2015,64.39295196533203,3.1289999999999996
10/28/2015,64.39296926445105,3.1289999999999996
10/28/2015,64.44884490966797,3.1289999999999996
10/29/2015,64.25726327751723,3.1289999999999996
10/29/2015,64.36103057861328,3.1289999999999996
10/30/2015,64.36901777999155,3.1289999999999996
10/30/2015,63.770347595214844,3.1289999999999996
11/02/2015,63.91400983610384,3.1289999999999996
11/02/2015,65.12731170654297,3.1289999999999996
11/03/2015,64.98365678368037,3.1289999999999996
11/03/2015,64.47278594970703,3.1289999999999996
11/04/2015,64.51268698254978,3.1289999999999996
11/04/2015,64.18541717529297,3.1289999999999996
11/05/2015,64.2093780159357,3.1289999999999996
11/05/2015,64.44086456298828,3.1289999999999996
11/06/2015,63.40316308601029,3.1289999999999996
11/06/2015,62.43730926513672,3.1289999999999996
11/09/2015,62.03820104654397,3.1289999999999996
11/09/2015,61.3676872253418,3.1289999999999996
11/10/2015,61.35970035350154,3.1289999999999996
11/10/2015,62.07012176513672,3.1289999999999996
11/11/2015,62.07012645976486,3.1289999999999996
11/11/2015,62.141963958740234,3.1289999999999996
11/12/2015,61.97433494783582,3.1289999999999996
11/12/2015,61.718902587890625,3.1289999999999996
11/13/2015,61.75083535692445,3.1289999999999996
11/13/2015,61.0164680480957,3.1289999999999996
11/16/2015,60.88076192151442,3.1289999999999996
11/16/2015,61.718902587890625,3.1289999999999996
11/17/2015,61.55127567261295,3.1289999999999996
11/17/2015,61.718902587890625,3.1289999999999996
11/18/2015,61.790737360011406,3.1289999999999996
11/18/2015,62.261688232421875,3.1289999999999996
11/19/2015,62.34151487359932,3.1289999999999996
11/19/2015,62.45326614379883,3.1289999999999996
11/20/2015,62.84441278256193,3.1289999999999996
11/20/2015,63.23554229736328,3.1289999999999996
11/23/2015,63.267463777812566,3.1289999999999996
11/23/2015,63.37123107910156,3.1289999999999996
11/24/2015,63.02798480764919,3.1289999999999996
11/24/2015,63.03596878051758,3.1289999999999996
11/25/2015,63.067898389686086,3.1289999999999996
11/25/2015,63.29140090942383,3.1289999999999996
11/27/2015,63.26745032817068,3.1289999999999996
11/27/2015,63.8421745300293,3.1289999999999996
11/30/2015,64.07366853626314,3.1289999999999996
11/30/2015,63.37123107910156,3.1289999999999996
12/01/2015,63.459032358813786,3.1289999999999996
12/01/2015,64.24927520751953,3.1289999999999996
12/02/2015,64.06568055634976,3.1289999999999996
12/02/2015,62.94017791748047,3.1289999999999996
12/03/2015,62.844402307886405,3.1289999999999996
12/03/2015,61.95038604736328,3.1289999999999996
12/04/2015,62.00626668070587,3.1289999999999996
12/04/2015,63.13176345825195,3.1289999999999996
12/07/2015,63.027979905804784,3.1289999999999996
12/07/2015,62.95614242553711,3.1289999999999996
12/08/2015,62.612921634705266,3.1289999999999996
12/08/2015,62.90028381347656,3.1289999999999996
12/09/2015,62.68474646499388,3.1289999999999996
12/09/2015,62.549049377441406,3.1289999999999996
12/10/2015,62.652823161372446,3.1289999999999996
12/10/2015,62.10205078125,3.1289999999999996
12/11/2015,61.958373233235186,3.1289999999999996
12/11/2015,61.99030303955078,3.1289999999999996
12/14/2015,62.07811124882262,3.1289999999999996
12/14/2015,62.27766799926758,3.1289999999999996
12/15/2015,62.557029072975034,3.1289999999999996
12/15/2015,62.95614242553711,3.1289999999999996
12/16/2015,63.21955742927398,3.1289999999999996
12/16/2015,64.18541717529297,3.1289999999999996
12/17/2015,64.26523273109464,3.1289999999999996
12/17/2015,63.866119384765625,3.1289999999999996
12/18/2015,63.79428691214378,3.1289999999999996
12/18/2015,63.123779296875,3.1289999999999996
12/21/2015,63.459036522495225,3.1289999999999996
12/21/2015,63.37123107910156,3.1289999999999996
12/22/2015,63.51491574117385,3.1289999999999996
12/22/2015,63.62666702270508,3.1289999999999996
12/23/2015,63.778822916797026,3.1239999999999997
12/23/2015,64.28063201904297,3.1239999999999997
12/24/2015,64.15922439993417,3.1239999999999997
12/24/2015,64.28063201904297,3.1239999999999997
12/28/2015,64.07020382555446,3.1239999999999997
12/28/2015,64.63676452636719,3.1239999999999997
12/29/2015,64.75008131813554,3.1239999999999997
12/29/2015,65.32473754882812,3.1239999999999997
12/30/2015,65.27617007712408,3.1239999999999997
12/30/2015,65.09810638427734,3.1239999999999997
12/31/2015,65.06572477259198,3.1239999999999997
12/31/2015,64.53153991699219,3.1239999999999997
01/04/2016,63.99735856875557,3.1239999999999997
01/04/2016,63.75454330444336,3.1239999999999997
01/05/2016,63.77883368936106,3.1239999999999997
01/05/2016,64.98480224609375,3.1239999999999997
01/06/2016,64.40205936556349,3.1239999999999997
01/06/2016,64.80674743652344,3.1239999999999997
01/07/2016,64.02162667424977,3.1239999999999997
01/07/2016,63.544097900390625,3.1239999999999997
01/08/2016,63.973079004746324,3.1239999999999997
01/08/2016,62.69426345825195,3.1239999999999997
01/11/2016,62.750928398568185,3.1239999999999997
01/11/2016,63.05039978027344,3.1239999999999997
01/12/2016,63.38221727324965,3.1239999999999997
01/12/2016,62.62949752807617,3.1239999999999997
01/13/2016,62.83186155902344,3.1239999999999997
01/13/2016,61.731109619140625,3.1239999999999997
01/14/2016,61.65016644639455,3.1239999999999997
01/14/2016,61.58541488647461,3.1239999999999997
01/15/2016,60.8165112300949,3.1239999999999997
01/15/2016,61.16454315185547,3.1239999999999997
01/19/2016,61.447829050428915,3.1239999999999997
01/19/2016,61.48830032348633,3.1239999999999997
01/20/2016,60.78413811242878,3.1239999999999997
01/20/2016,59.8371696472168,3.1239999999999997
01/21/2016,60.120449577330945,3.1239999999999997
01/21/2016,60.169010162353516,3.1239999999999997
01/22/2016,60.75175513007476,3.1239999999999997
01/22/2016,61.844417572021484,3.1239999999999997
01/25/2016,61.71492891289317,3.1239999999999997
01/25/2016,61.455928802490234,3.1239999999999997
01/26/2016,61.73920380111052,3.1239999999999997
01/26/2016,62.742828369140625,3.1239999999999997
01/27/2016,62.66187106474232,3.1239999999999997
01/27/2016,61.528743743896484,3.1239999999999997
01/28/2016,61.88488695803195,3.1239999999999997
01/28/2016,61.059326171875,3.1239999999999997
01/29/2016,61.431629852642324,3.1239999999999997
01/29/2016,62.313846588134766,3.1239999999999997
02/01/2016,61.933448290880676,3.1239999999999997
02/01/2016,62.4190788269043,3.1239999999999997
02/02/2016,62.11960025895216,3.1239999999999997
02/02/2016,61.85250473022461,3.1239999999999997
02/03/2016,62.16816197395012,3.1239999999999997
02/03/2016,62.265289306640625,3.1239999999999997
02/04/2016,62.22481759957075,3.1239999999999997
02/04/2016,62.297664642333984,3.1239999999999997
02/05/2016,62.1681593652142,3.1239999999999997
02/05/2016,61.11597442626953,3.1239999999999997
