SIX,Six Flags Entertainment Corpora,
Date,Price,Annualized Dividend
10/07/2013,23.96,3.1500000000000004
10/07/2013,23.8,3.1500000000000004
10/08/2013,23.89,3.1500000000000004
10/08/2013,23.4,3.1500000000000004
10/09/2013,23.41,3.1500000000000004
10/09/2013,23.19,3.1500000000000004
10/10/2013,23.41,3.1500000000000004
10/10/2013,23.7,3.1500000000000004
10/11/2013,23.74,3.1500000000000004
10/11/2013,24.14,3.1500000000000004
10/14/2013,23.99,3.1500000000000004
10/14/2013,24.29,3.1500000000000004
10/15/2013,24.25,3.1500000000000004
10/15/2013,24.08,3.1500000000000004
10/16/2013,24.15,3.1500000000000004
10/16/2013,24.36,3.1500000000000004
10/17/2013,24.24,3.1500000000000004
10/17/2013,24.76,3.1500000000000004
10/18/2013,24.86,3.1500000000000004
10/18/2013,25.25,3.1500000000000004
10/21/2013,25.27,3.1500000000000004
10/21/2013,25.42,3.1500000000000004
10/22/2013,25.4,3.1500000000000004
10/22/2013,25.63,3.1500000000000004
10/23/2013,24.69,3.1500000000000004
10/23/2013,25.48,3.1500000000000004
10/24/2013,25.77,3.1500000000000004
10/24/2013,27.16,3.1500000000000004
10/25/2013,27.16,3.1500000000000004
10/25/2013,26.97,3.1500000000000004
10/28/2013,27.04,3.1500000000000004
10/28/2013,27.43,3.1500000000000004
10/29/2013,27.57,3.1500000000000004
10/29/2013,27.58,3.1500000000000004
10/30/2013,27.6,3.1500000000000004
10/30/2013,27.49,3.1500000000000004
10/31/2013,27.49,3.1500000000000004
10/31/2013,27.31,3.1500000000000004
11/01/2013,27.31,3.1500000000000004
11/01/2013,26.75,3.1500000000000004
11/04/2013,26.86,3.1500000000000004
11/04/2013,26.94,3.1500000000000004
11/05/2013,26.91,3.1500000000000004
11/05/2013,27.02,3.1500000000000004
11/06/2013,27.13,3.1500000000000004
11/06/2013,26.82,3.1500000000000004
11/07/2013,26.84,3.1500000000000004
11/07/2013,26.55,3.1500000000000004
11/08/2013,26.56,3.1500000000000004
11/08/2013,26.58,3.1500000000000004
11/11/2013,26.67,3.1500000000000004
11/11/2013,26.85,3.1500000000000004
11/12/2013,26.83,3.1500000000000004
11/12/2013,26.79,3.1500000000000004
11/13/2013,26.74,3.1500000000000004
11/13/2013,27.57,3.1500000000000004
11/14/2013,27.59,3.1500000000000004
11/14/2013,27.83,3.1500000000000004
11/15/2013,27.83,3.1500000000000004
11/15/2013,27.78,3.1500000000000004
11/18/2013,27.88,3.1500000000000004
11/18/2013,27.87,3.1500000000000004
11/19/2013,27.89,3.1500000000000004
11/19/2013,27.89,3.1500000000000004
11/20/2013,28.09,3.1500000000000004
11/20/2013,27.83,3.1500000000000004
11/21/2013,27.84,2.7199999999999998
11/21/2013,27.28,2.7199999999999998
11/22/2013,27.37,2.7199999999999998
11/22/2013,27.48,2.7199999999999998
11/25/2013,27.57,2.7199999999999998
11/25/2013,27.42,2.7199999999999998
11/26/2013,27.26,2.7199999999999998
11/26/2013,27.45,2.7199999999999998
11/27/2013,27.31,2.7199999999999998
11/27/2013,27.37,2.7199999999999998
11/29/2013,27.39,2.7199999999999998
11/29/2013,27.36,2.7199999999999998
12/02/2013,27.38,2.7199999999999998
12/02/2013,27.04,2.7199999999999998
12/03/2013,26.85,2.7199999999999998
12/03/2013,27.23,2.7199999999999998
12/04/2013,27.14,2.7199999999999998
12/04/2013,27.02,2.7199999999999998
12/05/2013,27.05,2.7199999999999998
12/05/2013,26.91,2.7199999999999998
12/06/2013,27.17,2.7199999999999998
12/06/2013,27.39,2.7199999999999998
12/09/2013,27.48,2.7199999999999998
12/09/2013,27.26,2.7199999999999998
12/10/2013,27.21,2.7199999999999998
12/10/2013,26.71,2.7199999999999998
12/11/2013,26.78,2.7199999999999998
12/11/2013,26.41,2.7199999999999998
12/12/2013,26.45,2.7199999999999998
12/12/2013,26.36,2.7199999999999998
12/13/2013,26.46,2.7199999999999998
12/13/2013,26.45,2.7199999999999998
12/16/2013,26.51,2.7199999999999998
12/16/2013,26.03,2.7199999999999998
12/17/2013,26.08,2.7199999999999998
12/17/2013,25.82,2.7199999999999998
12/18/2013,25.93,2.7199999999999998
12/18/2013,26.24,2.7199999999999998
12/19/2013,26.26,2.7199999999999998
12/19/2013,26.2,2.7199999999999998
12/20/2013,26.31,2.7199999999999998
12/20/2013,26.36,2.7199999999999998
12/23/2013,26.47,2.7199999999999998
12/23/2013,26.71,2.7199999999999998
12/24/2013,26.65,2.7199999999999998
12/24/2013,26.72,2.7199999999999998
12/26/2013,26.8,2.7199999999999998
12/26/2013,26.95,2.7199999999999998
12/27/2013,26.93,2.7199999999999998
12/27/2013,26.76,2.7199999999999998
12/30/2013,26.79,2.7199999999999998
12/30/2013,26.89,2.7199999999999998
12/31/2013,26.84,2.7199999999999998
12/31/2013,27.07,2.7199999999999998
01/02/2014,26.97,2.7199999999999998
01/02/2014,27.04,2.7199999999999998
01/03/2014,27.13,2.7199999999999998
01/03/2014,26.92,2.7199999999999998
01/06/2014,27.01,2.7199999999999998
01/06/2014,26.83,2.7199999999999998
01/07/2014,26.98,2.7199999999999998
01/07/2014,27.12,2.7199999999999998
01/08/2014,27.09,2.7199999999999998
01/08/2014,27.12,2.7199999999999998
01/09/2014,27.12,2.7199999999999998
01/09/2014,27.36,2.7199999999999998
01/10/2014,27.39,2.7199999999999998
01/10/2014,27.45,2.7199999999999998
01/13/2014,27.49,2.7199999999999998
01/13/2014,27.15,2.7199999999999998
01/14/2014,27.19,2.7199999999999998
01/14/2014,27.19,2.7199999999999998
01/15/2014,27.2,2.7199999999999998
01/15/2014,26.7,2.7199999999999998
01/16/2014,26.68,2.7199999999999998
01/16/2014,27.67,2.7199999999999998
01/17/2014,27.56,2.7199999999999998
01/17/2014,27.37,2.7199999999999998
01/21/2014,27.6,2.7199999999999998
01/21/2014,27.42,2.7199999999999998
01/22/2014,27.56,2.7199999999999998
01/22/2014,27.48,2.7199999999999998
01/23/2014,27.43,2.7199999999999998
01/23/2014,27.3,2.7199999999999998
01/24/2014,27.2,2.7199999999999998
01/24/2014,26.83,2.7199999999999998
01/27/2014,26.87,2.7199999999999998
01/27/2014,26.81,2.7199999999999998
01/28/2014,26.76,2.7199999999999998
01/28/2014,26.6,2.7199999999999998
01/29/2014,26.37,2.7199999999999998
01/29/2014,26.1,2.7199999999999998
01/30/2014,26.32,2.7199999999999998
01/30/2014,26.06,2.7199999999999998
01/31/2014,25.85,2.7199999999999998
01/31/2014,26.39,2.7199999999999998
02/03/2014,26.36,2.7199999999999998
02/03/2014,25.28,2.7199999999999998
02/04/2014,25.31,2.7199999999999998
02/04/2014,25.33,2.7199999999999998
02/05/2014,25.29,2.7199999999999998
02/05/2014,24.99,2.7199999999999998
02/06/2014,25.1,2.7199999999999998
02/06/2014,25.74,2.7199999999999998
02/07/2014,25.81,2.7199999999999998
02/07/2014,26.07,2.7199999999999998
02/10/2014,26.01,2.7199999999999998
02/10/2014,26.24,2.7199999999999998
02/11/2014,26.32,2.7199999999999998
02/11/2014,27.2,2.7199999999999998
02/12/2014,27.3,2.7199999999999998
02/12/2014,27.2,2.7199999999999998
02/13/2014,26.99,2.7199999999999998
02/13/2014,27.63,2.7199999999999998
02/14/2014,27.62,2.7199999999999998
02/14/2014,27.92,2.7199999999999998
02/18/2014,28.06,2.7199999999999998
02/18/2014,28.12,2.7199999999999998
02/19/2014,29.2,2.7199999999999998
02/19/2014,29.42,2.7199999999999998
02/20/2014,29.56,2.7199999999999998
02/20/2014,29.32,2.7199999999999998
02/21/2014,29.28,2.7199999999999998
02/21/2014,29.39,2.7199999999999998
02/24/2014,29.39,2.29
02/24/2014,29.69,2.29
02/25/2014,29.74,2.29
02/25/2014,29.74,2.29
02/26/2014,29.76,2.29
02/26/2014,30.0,2.29
02/27/2014,30.06,2.29
02/27/2014,30.15,2.29
02/28/2014,30.23,2.29
02/28/2014,30.35,2.29
03/03/2014,30.13,2.29
03/03/2014,30.21,2.29
03/04/2014,30.44,2.29
03/04/2014,30.61,2.29
03/05/2014,30.59,2.29
03/05/2014,31.02,2.29
03/06/2014,31.09,2.29
03/06/2014,31.26,2.29
03/07/2014,31.31,2.29
03/07/2014,31.29,2.29
03/10/2014,31.34,2.29
03/10/2014,31.31,2.29
03/11/2014,31.42,2.29
03/11/2014,31.59,2.29
03/12/2014,31.6,2.29
03/12/2014,31.34,2.29
03/13/2014,31.57,2.29
03/13/2014,31.44,2.29
03/14/2014,31.36,2.29
03/14/2014,31.4,2.29
03/17/2014,31.48,2.29
03/17/2014,31.58,2.29
03/18/2014,31.62,2.29
03/18/2014,31.78,2.29
03/19/2014,31.66,2.29
03/19/2014,31.26,2.29
03/20/2014,31.23,2.29
03/20/2014,31.49,2.29
03/21/2014,31.63,2.29
03/21/2014,31.23,2.29
03/24/2014,31.41,2.29
03/24/2014,30.94,2.29
03/25/2014,31.06,2.29
03/25/2014,30.91,2.29
03/26/2014,31.11,2.29
03/26/2014,30.5,2.29
03/27/2014,30.51,2.29
03/27/2014,29.97,2.29
03/28/2014,30.11,2.29
03/28/2014,29.77,2.29
03/31/2014,29.99,2.29
03/31/2014,29.87,2.29
04/01/2014,29.98,2.29
04/01/2014,30.34,2.29
04/02/2014,30.36,2.29
04/02/2014,30.2,2.29
04/03/2014,30.25,2.29
04/03/2014,30.09,2.29
04/04/2014,30.59,2.29
04/04/2014,29.74,2.29
04/07/2014,29.56,2.29
04/07/2014,28.75,2.29
04/08/2014,28.78,2.29
04/08/2014,29.36,2.29
04/09/2014,29.45,2.29
04/09/2014,29.35,2.29
04/10/2014,29.39,2.29
04/10/2014,28.85,2.29
04/11/2014,28.58,2.29
04/11/2014,28.92,2.29
04/14/2014,29.05,2.29
04/14/2014,29.46,2.29
04/15/2014,29.48,2.29
04/15/2014,29.71,2.29
04/16/2014,29.78,2.29
04/16/2014,29.85,2.29
04/17/2014,29.83,2.29
04/17/2014,29.84,2.29
04/21/2014,29.71,2.29
04/21/2014,29.74,2.29
04/22/2014,29.8,2.29
04/22/2014,30.11,2.29
04/23/2014,29.74,2.29
04/23/2014,29.69,2.29
04/24/2014,29.8,2.29
04/24/2014,29.59,2.29
04/25/2014,29.54,2.29
04/25/2014,29.65,2.29
04/28/2014,29.66,2.29
04/28/2014,29.53,2.29
04/29/2014,29.65,2.29
04/29/2014,29.86,2.29
04/30/2014,29.76,2.29
04/30/2014,29.86,2.29
05/01/2014,29.79,2.29
05/01/2014,29.77,2.29
05/02/2014,29.77,2.29
05/02/2014,29.91,2.29
05/05/2014,29.8,2.29
05/05/2014,29.92,2.29
05/06/2014,29.96,2.29
05/06/2014,29.89,2.29
05/07/2014,29.97,2.29
05/07/2014,30.61,2.29
05/08/2014,30.45,2.29
05/08/2014,30.27,2.29
05/09/2014,30.23,2.29
05/09/2014,30.5,2.29
05/12/2014,30.45,2.29
05/12/2014,30.47,2.29
05/13/2014,30.47,2.29
05/13/2014,30.24,2.29
05/14/2014,30.21,2.29
05/14/2014,30.24,2.29
05/15/2014,30.19,2.29
05/15/2014,30.16,2.29
05/16/2014,30.16,2.29
05/16/2014,29.83,2.29
05/19/2014,29.74,2.29
05/19/2014,29.78,2.29
05/20/2014,29.76,2.29
05/20/2014,29.66,2.29
05/21/2014,29.71,2.29
05/21/2014,30.27,2.29
05/22/2014,30.36,2.29
05/22/2014,30.44,2.29
05/23/2014,30.41,2.76
05/23/2014,30.44,2.76
05/27/2014,30.53,2.76
05/27/2014,31.02,2.76
05/28/2014,30.91,2.76
05/28/2014,30.59,2.76
05/29/2014,30.62,2.76
05/29/2014,30.47,2.76
05/30/2014,30.41,2.76
05/30/2014,30.45,2.76
06/02/2014,30.47,2.76
06/02/2014,30.59,2.76
06/03/2014,30.38,1.8599999999999999
06/03/2014,30.44,1.8599999999999999
06/04/2014,30.35,1.8599999999999999
06/04/2014,31.2,1.8599999999999999
06/05/2014,31.17,1.8599999999999999
06/05/2014,31.11,1.8599999999999999
06/06/2014,31.11,1.8599999999999999
06/06/2014,31.14,1.8599999999999999
06/09/2014,31.06,1.8599999999999999
06/09/2014,31.41,1.8599999999999999
06/10/2014,31.45,1.8599999999999999
06/10/2014,31.36,1.8599999999999999
06/11/2014,31.21,1.8599999999999999
06/11/2014,31.38,1.8599999999999999
06/12/2014,31.25,1.8599999999999999
06/12/2014,30.81,1.8599999999999999
06/13/2014,30.74,1.8599999999999999
06/13/2014,30.63,1.8599999999999999
06/16/2014,30.6,1.8599999999999999
06/16/2014,30.76,1.8599999999999999
06/17/2014,30.71,1.8599999999999999
06/17/2014,30.76,1.8599999999999999
06/18/2014,30.75,1.8599999999999999
06/18/2014,31.08,1.8599999999999999
06/19/2014,31.08,1.8599999999999999
06/19/2014,31.26,1.8599999999999999
06/20/2014,31.35,1.8599999999999999
06/20/2014,31.4,1.8599999999999999
06/23/2014,31.4,1.8599999999999999
06/23/2014,31.84,1.8599999999999999
06/24/2014,31.62,1.8599999999999999
06/24/2014,32.08,1.8599999999999999
06/25/2014,32.06,1.8599999999999999
06/25/2014,32.36,1.8599999999999999
06/26/2014,32.4,1.8599999999999999
06/26/2014,32.22,1.8599999999999999
06/27/2014,32.2,1.8599999999999999
06/27/2014,32.23,1.8599999999999999
06/30/2014,32.16,1.8599999999999999
06/30/2014,32.02,1.8599999999999999
07/01/2014,32.03,1.8599999999999999
07/01/2014,31.99,1.8599999999999999
07/02/2014,31.85,1.8599999999999999
07/02/2014,31.69,1.8599999999999999
07/03/2014,31.76,1.8599999999999999
07/03/2014,31.75,1.8599999999999999
07/07/2014,31.78,1.8599999999999999
07/07/2014,31.69,1.8599999999999999
07/08/2014,31.7,1.8599999999999999
07/08/2014,31.63,1.8599999999999999
07/09/2014,31.62,1.8599999999999999
07/09/2014,31.15,1.8599999999999999
07/10/2014,30.84,1.8599999999999999
07/10/2014,31.3,1.8599999999999999
07/11/2014,31.26,1.8599999999999999
07/11/2014,31.43,1.8599999999999999
07/14/2014,31.5,1.8599999999999999
07/14/2014,31.29,1.8599999999999999
07/15/2014,31.37,1.8599999999999999
07/15/2014,30.84,1.8599999999999999
07/16/2014,30.92,1.8599999999999999
07/16/2014,30.67,1.8599999999999999
07/17/2014,30.58,1.8599999999999999
07/17/2014,30.32,1.8599999999999999
07/18/2014,30.49,1.8599999999999999
07/18/2014,30.86,1.8599999999999999
07/21/2014,29.25,1.8599999999999999
07/21/2014,29.59,1.8599999999999999
07/22/2014,29.75,1.8599999999999999
07/22/2014,30.4,1.8599999999999999
07/23/2014,30.56,1.8599999999999999
07/23/2014,29.85,1.8599999999999999
07/24/2014,29.94,1.8599999999999999
07/24/2014,29.44,1.8599999999999999
07/25/2014,29.34,1.8599999999999999
07/25/2014,29.33,1.8599999999999999
07/28/2014,29.19,1.8599999999999999
07/28/2014,29.43,1.8599999999999999
07/29/2014,29.46,1.8599999999999999
07/29/2014,29.53,1.8599999999999999
07/30/2014,29.62,1.8599999999999999
07/30/2014,29.46,1.8599999999999999
07/31/2014,29.3,1.8599999999999999
07/31/2014,28.77,1.8599999999999999
08/01/2014,28.77,1.8599999999999999
08/01/2014,28.82,1.8599999999999999
08/04/2014,28.92,1.8599999999999999
08/04/2014,28.81,1.8599999999999999
08/05/2014,28.84,1.8599999999999999
08/05/2014,28.05,1.8599999999999999
08/06/2014,27.86,1.8599999999999999
08/06/2014,27.52,1.8599999999999999
08/07/2014,27.67,1.8599999999999999
08/07/2014,27.34,1.8599999999999999
08/08/2014,27.22,1.8599999999999999
08/08/2014,27.75,1.8599999999999999
08/11/2014,27.81,1.8599999999999999
08/11/2014,27.76,1.8599999999999999
08/12/2014,27.67,1.8599999999999999
08/12/2014,27.79,1.8599999999999999
08/13/2014,27.57,1.8599999999999999
08/13/2014,27.59,1.8599999999999999
08/14/2014,27.52,1.8599999999999999
08/14/2014,27.74,1.8599999999999999
08/15/2014,27.85,1.8599999999999999
08/15/2014,27.73,1.8599999999999999
08/18/2014,27.95,1.8599999999999999
08/18/2014,28.25,1.8599999999999999
08/19/2014,28.28,1.8599999999999999
08/19/2014,28.54,1.8599999999999999
08/20/2014,28.43,1.8599999999999999
08/20/2014,28.62,1.8599999999999999
08/21/2014,28.58,1.8599999999999999
08/21/2014,28.46,1.8599999999999999
08/22/2014,28.52,1.8599999999999999
08/22/2014,28.25,1.8599999999999999
08/25/2014,28.3,1.8599999999999999
08/25/2014,28.17,1.8599999999999999
08/26/2014,27.92,1.8599999999999999
08/26/2014,28.23,1.8599999999999999
08/27/2014,28.1,1.8599999999999999
08/27/2014,27.97,1.8599999999999999
08/28/2014,27.91,1.8599999999999999
08/28/2014,27.85,1.8599999999999999
08/29/2014,27.72,1.88
08/29/2014,27.81,1.88
09/02/2014,27.66,1.88
09/02/2014,27.29,1.88
09/03/2014,27.41,1.88
09/03/2014,26.92,1.88
09/04/2014,26.99,1.88
09/04/2014,26.46,1.88
09/05/2014,26.52,1.88
09/05/2014,26.81,1.88
09/08/2014,26.72,1.88
09/08/2014,26.72,1.88
09/09/2014,26.76,1.88
09/09/2014,26.49,1.88
09/10/2014,26.38,1.88
09/10/2014,26.82,1.88
09/11/2014,26.68,1.88
09/11/2014,27.05,1.88
09/12/2014,27.06,1.88
09/12/2014,27.08,1.88
09/15/2014,27.07,1.88
09/15/2014,26.65,1.88
09/16/2014,26.6,1.88
09/16/2014,26.55,1.88
09/17/2014,26.48,1.88
09/17/2014,26.23,1.88
09/18/2014,26.33,1.88
09/18/2014,26.61,1.88
09/19/2014,26.67,1.88
09/19/2014,26.38,1.88
09/22/2014,26.3,1.88
09/22/2014,26.37,1.88
09/23/2014,26.35,1.88
09/23/2014,25.99,1.88
09/24/2014,25.96,1.88
09/24/2014,26.17,1.88
09/25/2014,26.06,1.88
09/25/2014,25.8,1.88
09/26/2014,25.84,1.88
09/26/2014,26.37,1.88
09/29/2014,26.14,1.88
09/29/2014,26.35,1.88
09/30/2014,26.37,1.88
09/30/2014,26.22,1.88
10/01/2014,26.15,1.88
10/01/2014,25.93,1.88
10/02/2014,25.93,1.88
10/02/2014,25.8,1.88
10/03/2014,25.99,1.88
10/03/2014,26.49,1.88
10/06/2014,26.57,1.88
10/06/2014,26.19,1.88
10/07/2014,26.03,1.88
10/07/2014,25.92,1.88
10/08/2014,26.09,1.88
10/08/2014,27.06,1.88
10/09/2014,27.04,1.88
10/09/2014,26.92,1.88
10/10/2014,26.89,1.88
10/10/2014,26.8,1.88
10/13/2014,26.79,1.88
10/13/2014,26.6,1.88
10/14/2014,26.67,1.88
10/14/2014,26.52,1.88
10/15/2014,26.14,1.88
10/15/2014,26.33,1.88
10/16/2014,25.77,1.88
10/16/2014,25.27,1.88
10/17/2014,25.53,1.88
10/17/2014,25.8,1.88
10/20/2014,25.68,1.88
10/20/2014,25.31,1.88
10/21/2014,25.32,1.88
10/21/2014,26.3,1.88
10/22/2014,29.53,1.88
10/22/2014,29.65,1.88
10/23/2014,29.73,1.88
10/23/2014,29.78,1.88
10/24/2014,29.95,1.88
10/24/2014,30.04,1.88
10/27/2014,30.01,1.88
10/27/2014,30.39,1.88
10/28/2014,30.49,1.88
10/28/2014,30.74,1.88
10/29/2014,30.78,1.88
10/29/2014,30.68,1.88
10/30/2014,30.57,1.88
10/30/2014,30.66,1.88
10/31/2014,30.93,1.88
10/31/2014,30.72,1.88
11/03/2014,30.67,1.88
11/03/2014,30.48,1.88
11/04/2014,30.42,1.88
11/04/2014,30.53,1.88
11/05/2014,30.68,1.88
11/05/2014,30.45,1.88
11/06/2014,30.53,1.88
11/06/2014,30.41,1.88
11/07/2014,30.48,1.88
11/07/2014,30.53,1.88
11/10/2014,30.65,1.88
11/10/2014,30.44,1.88
11/11/2014,30.4,1.88
11/11/2014,30.7,1.88
11/12/2014,30.49,1.88
11/12/2014,31.16,1.88
11/13/2014,31.25,1.88
11/13/2014,30.9,1.88
11/14/2014,30.83,1.88
11/14/2014,30.85,1.88
11/17/2014,30.72,1.88
11/17/2014,30.79,1.88
11/18/2014,30.89,1.88
11/18/2014,31.1,1.88
11/19/2014,31.11,1.88
11/19/2014,30.58,1.88
11/20/2014,30.51,1.88
11/20/2014,29.81,1.88
11/21/2014,30.13,1.93
11/21/2014,30.48,1.93
11/24/2014,30.58,1.93
11/24/2014,30.68,1.93
11/25/2014,30.72,1.93
11/25/2014,30.83,1.93
11/26/2014,30.8,1.93
11/26/2014,31.12,1.93
11/28/2014,31.34,1.93
11/28/2014,31.41,1.93
12/01/2014,31.26,1.93
12/01/2014,31.34,1.93
12/02/2014,31.54,1.93
12/02/2014,31.31,1.93
12/03/2014,31.26,1.93
12/03/2014,31.61,1.93
12/04/2014,31.51,1.93
12/04/2014,32.11,1.93
12/05/2014,32.09,1.93
12/05/2014,32.22,1.93
12/08/2014,32.21,1.93
12/08/2014,32.33,1.93
12/09/2014,31.97,1.93
12/09/2014,32.48,1.93
12/10/2014,32.39,1.93
12/10/2014,31.97,1.93
12/11/2014,32.18,1.93
12/11/2014,32.29,1.93
12/12/2014,32.0,1.93
12/12/2014,31.85,1.93
12/15/2014,32.08,1.93
12/15/2014,32.27,1.93
12/16/2014,32.12,1.93
12/16/2014,31.79,1.93
12/17/2014,31.9,1.93
12/17/2014,32.34,1.93
12/18/2014,32.56,1.93
12/18/2014,32.43,1.93
12/19/2014,32.42,1.93
12/19/2014,32.41,1.93
12/22/2014,32.37,1.93
12/22/2014,32.43,1.93
12/23/2014,32.56,1.93
12/23/2014,32.88,1.93
12/24/2014,32.9,1.93
12/24/2014,33.0,1.93
12/26/2014,33.1,1.93
12/26/2014,33.27,1.93
12/29/2014,33.35,1.93
12/29/2014,33.41,1.93
12/30/2014,33.35,1.93
12/30/2014,33.4,1.93
12/31/2014,33.4,1.93
12/31/2014,33.34,1.93
01/02/2015,33.32,1.93
01/02/2015,33.49,1.93
01/05/2015,33.52,1.93
01/05/2015,33.55,1.93
01/06/2015,33.57,1.93
01/06/2015,33.14,1.93
01/07/2015,33.24,1.93
01/07/2015,33.19,1.93
01/08/2015,33.28,1.93
01/08/2015,33.73,1.93
01/09/2015,33.63,1.93
01/09/2015,33.45,1.93
01/12/2015,33.45,1.93
01/12/2015,33.78,1.93
01/13/2015,33.92,1.93
01/13/2015,34.01,1.93
01/14/2015,33.62,1.93
01/14/2015,33.62,1.93
01/15/2015,33.71,1.93
01/15/2015,33.21,1.93
01/16/2015,33.14,1.93
01/16/2015,33.25,1.93
01/20/2015,33.39,1.93
01/20/2015,33.33,1.93
01/21/2015,33.26,1.93
01/21/2015,33.26,1.93
01/22/2015,33.46,1.93
01/22/2015,33.58,1.93
01/23/2015,33.51,1.93
01/23/2015,33.4,1.93
01/26/2015,33.31,1.93
01/26/2015,33.83,1.93
01/27/2015,33.55,1.93
01/27/2015,34.21,1.93
01/28/2015,34.38,1.93
01/28/2015,33.84,1.93
01/29/2015,33.89,1.93
01/29/2015,33.88,1.93
01/30/2015,33.61,1.93
01/30/2015,33.19,1.93
02/02/2015,33.55,1.93
02/02/2015,33.99,1.93
02/03/2015,33.96,1.93
02/03/2015,34.17,1.93
02/04/2015,34.05,1.93
02/04/2015,34.11,1.93
02/05/2015,34.19,1.93
02/05/2015,34.63,1.93
02/06/2015,34.6,1.93
02/06/2015,34.57,1.93
02/09/2015,34.4,1.93
02/09/2015,34.57,1.93
02/10/2015,34.8,1.93
02/10/2015,35.18,1.93
02/11/2015,35.1,1.93
02/11/2015,34.78,1.93
02/12/2015,34.85,2.45
02/12/2015,35.3,2.45
02/13/2015,35.41,2.45
02/13/2015,35.26,2.45
02/17/2015,34.95,2.45
02/17/2015,35.48,2.45
02/18/2015,35.56,2.45
02/18/2015,36.2,2.45
02/19/2015,37.87,2.45
02/19/2015,37.2,2.45
02/20/2015,37.22,2.45
02/20/2015,36.84,2.45
02/23/2015,36.89,2.45
02/23/2015,37.58,2.45
02/24/2015,37.58,2.45
02/24/2015,36.97,2.45
02/25/2015,36.87,2.45
02/25/2015,36.27,2.45
02/26/2015,36.24,2.45
02/26/2015,35.99,2.45
02/27/2015,36.08,2.45
02/27/2015,35.4,2.45
03/02/2015,35.77,1.98
03/02/2015,36.52,1.98
03/03/2015,36.47,1.98
03/03/2015,36.7,1.98
03/04/2015,36.67,1.98
03/04/2015,36.69,1.98
03/05/2015,36.7,1.98
03/05/2015,36.55,1.98
03/06/2015,36.54,1.98
03/06/2015,35.93,1.98
03/09/2015,36.0,1.98
03/09/2015,36.49,1.98
03/10/2015,36.24,1.98
03/10/2015,36.42,1.98
03/11/2015,36.44,1.98
03/11/2015,36.63,1.98
03/12/2015,36.64,1.98
03/12/2015,37.38,1.98
03/13/2015,37.34,1.98
03/13/2015,37.2,1.98
03/16/2015,37.12,1.98
03/16/2015,35.89,1.98
03/17/2015,35.89,1.98
03/17/2015,36.29,1.98
03/18/2015,36.34,1.98
03/18/2015,36.99,1.98
03/19/2015,36.89,1.98
03/19/2015,37.07,1.98
03/20/2015,37.29,1.98
03/20/2015,37.18,1.98
03/23/2015,37.17,1.98
03/23/2015,37.44,1.98
03/24/2015,37.36,1.98
03/24/2015,37.6,1.98
03/25/2015,37.63,1.98
03/25/2015,37.4,1.98
03/26/2015,37.26,1.98
03/26/2015,37.43,1.98
03/27/2015,37.49,1.98
03/27/2015,37.96,1.98
03/30/2015,38.07,1.98
03/30/2015,37.76,1.98
03/31/2015,37.53,1.98
03/31/2015,37.84,1.98
04/01/2015,37.81,1.98
04/01/2015,37.28,1.98
04/02/2015,37.38,1.98
04/02/2015,37.72,1.98
04/06/2015,37.73,1.98
04/06/2015,38.39,1.98
04/07/2015,38.46,1.98
04/07/2015,37.67,1.98
04/08/2015,37.71,1.98
04/08/2015,37.9,1.98
04/09/2015,37.9,1.98
04/09/2015,37.71,1.98
04/10/2015,37.75,1.98
04/10/2015,38.21,1.98
04/13/2015,38.1,1.98
04/13/2015,37.53,1.98
04/14/2015,37.36,1.98
04/14/2015,37.38,1.98
04/15/2015,37.46,1.98
04/15/2015,37.54,1.98
04/16/2015,37.52,1.98
04/16/2015,37.79,1.98
04/17/2015,37.74,1.98
04/17/2015,37.67,1.98
04/20/2015,37.74,1.98
04/20/2015,38.16,1.98
04/21/2015,38.17,1.98
04/21/2015,37.99,1.98
04/22/2015,38.49,1.98
04/22/2015,39.06,1.98
04/23/2015,39.12,1.98
04/23/2015,38.99,1.98
04/24/2015,39.12,1.98
04/24/2015,39.92,1.98
04/27/2015,39.31,1.98
04/27/2015,38.07,1.98
04/28/2015,38.08,1.98
04/28/2015,37.78,1.98
04/29/2015,37.62,1.98
04/29/2015,36.94,1.98
04/30/2015,36.88,1.98
04/30/2015,36.75,1.98
05/01/2015,36.74,1.98
05/01/2015,37.26,1.98
05/04/2015,37.22,1.98
05/04/2015,36.83,1.98
05/05/2015,36.88,1.98
05/05/2015,36.7,1.98
05/06/2015,36.86,1.98
05/06/2015,36.42,1.98
05/07/2015,36.47,1.98
05/07/2015,36.45,1.98
05/08/2015,36.8,1.98
05/08/2015,37.13,1.98
05/11/2015,36.99,1.98
05/11/2015,37.08,1.98
05/12/2015,36.89,1.98
05/12/2015,37.38,1.98
05/13/2015,37.52,1.98
05/13/2015,37.31,1.98
05/14/2015,37.46,1.98
05/14/2015,38.21,1.98
05/15/2015,38.84,1.98
05/15/2015,38.99,1.98
05/18/2015,38.91,1.98
05/18/2015,38.67,1.98
05/19/2015,38.78,1.98
05/19/2015,38.96,1.98
05/20/2015,39.04,1.98
05/20/2015,38.76,1.98
05/21/2015,38.99,1.98
05/21/2015,38.92,1.98
05/22/2015,38.92,2.0300000000000002
05/22/2015,38.68,2.0300000000000002
05/26/2015,38.47,2.0300000000000002
05/26/2015,38.25,2.0300000000000002
05/27/2015,38.4,2.0300000000000002
05/27/2015,38.83,2.0300000000000002
