SIX,Six Flags Entertainment Corpora,
Date,Price,Annualized Dividend
03/07/2012,14.22,0.78
03/08/2012,14.34,0.78
03/08/2012,14.39,0.78
03/09/2012,14.43,0.78
03/09/2012,14.56,0.78
03/12/2012,14.52,0.78
03/12/2012,14.56,0.78
03/13/2012,14.72,0.78
03/13/2012,14.72,0.78
03/14/2012,14.66,0.78
03/14/2012,14.57,0.78
03/15/2012,14.56,0.78
03/15/2012,14.65,0.78
03/16/2012,14.7,0.78
03/16/2012,14.63,0.78
03/19/2012,14.5,0.78
03/19/2012,14.7,0.78
03/20/2012,14.6,0.78
03/20/2012,14.5,0.78
03/21/2012,14.55,0.78
03/21/2012,14.51,0.78
03/22/2012,14.43,0.78
03/22/2012,14.62,0.78
03/23/2012,14.65,0.78
03/23/2012,14.8,0.78
03/26/2012,14.91,0.78
03/26/2012,14.89,0.78
03/27/2012,14.94,0.78
03/27/2012,14.81,0.78
03/28/2012,14.8,0.78
03/28/2012,14.76,0.78
03/29/2012,14.69,0.78
03/29/2012,14.74,0.78
03/30/2012,14.85,0.78
03/30/2012,14.69,0.78
04/02/2012,14.67,0.78
04/02/2012,14.61,0.78
04/03/2012,14.61,0.78
04/03/2012,14.44,0.78
04/04/2012,14.31,0.78
04/04/2012,14.35,0.78
04/05/2012,14.28,0.78
04/05/2012,14.47,0.78
04/09/2012,14.29,0.78
04/09/2012,14.34,0.78
04/10/2012,14.34,0.78
04/10/2012,14.17,0.78
04/11/2012,14.29,0.78
04/11/2012,14.15,0.78
04/12/2012,14.14,0.78
04/12/2012,14.15,0.78
04/13/2012,14.11,0.78
04/13/2012,14.07,0.78
04/16/2012,14.09,0.78
04/16/2012,14.16,0.78
04/17/2012,14.14,0.78
04/17/2012,14.31,0.78
04/18/2012,14.28,0.78
04/18/2012,14.37,0.78
04/19/2012,14.37,0.78
04/19/2012,14.44,0.78
04/20/2012,14.63,0.78
04/20/2012,14.45,0.78
04/23/2012,14.29,0.78
04/23/2012,14.29,0.78
04/24/2012,14.32,0.78
04/24/2012,14.42,0.78
04/25/2012,14.53,0.78
04/25/2012,15.08,0.78
04/26/2012,15.04,0.78
04/26/2012,14.9,0.78
04/27/2012,14.98,0.78
04/27/2012,15.05,0.78
04/30/2012,15.05,0.78
04/30/2012,15.05,0.78
05/01/2012,15.02,0.78
05/01/2012,14.9,0.78
05/02/2012,14.81,0.78
05/02/2012,15.2,0.78
05/03/2012,15.16,0.78
05/03/2012,15.12,0.78
05/04/2012,15.07,0.78
05/04/2012,14.89,0.78
05/07/2012,14.83,0.78
05/07/2012,14.97,0.78
05/08/2012,14.87,0.78
05/08/2012,14.82,0.78
05/09/2012,14.68,0.78
05/09/2012,14.72,0.78
05/10/2012,14.82,0.78
05/10/2012,14.77,0.78
05/11/2012,14.71,0.78
05/11/2012,14.8,0.78
05/14/2012,14.71,0.78
05/14/2012,14.59,0.78
05/15/2012,14.56,0.78
05/15/2012,14.56,0.78
05/16/2012,14.6,0.78
05/16/2012,14.52,0.78
05/17/2012,14.52,0.78
05/17/2012,13.97,0.78
05/18/2012,13.95,0.78
05/18/2012,13.84,0.78
05/21/2012,13.84,0.78
05/21/2012,13.84,0.78
05/22/2012,13.83,0.78
05/22/2012,13.73,0.78
05/23/2012,13.69,0.78
05/23/2012,13.97,0.78
05/24/2012,14.25,1.3199999999999998
05/24/2012,14.51,1.3199999999999998
05/25/2012,14.46,1.3199999999999998
05/25/2012,14.62,1.3199999999999998
05/29/2012,14.73,1.3199999999999998
05/29/2012,14.8,1.3199999999999998
05/30/2012,14.69,1.3199999999999998
05/30/2012,14.63,1.3199999999999998
05/31/2012,14.64,1.3199999999999998
05/31/2012,14.73,1.3199999999999998
06/01/2012,14.1,1.3199999999999998
06/01/2012,14.23,1.3199999999999998
06/04/2012,14.28,1.3199999999999998
06/04/2012,14.4,1.3199999999999998
06/05/2012,14.44,1.3199999999999998
06/05/2012,15.36,1.3199999999999998
06/06/2012,15.51,1.3199999999999998
06/06/2012,16.0,1.3199999999999998
06/07/2012,16.22,1.3199999999999998
06/07/2012,15.92,1.3199999999999998
06/08/2012,15.89,1.3199999999999998
06/08/2012,16.06,1.3199999999999998
06/11/2012,16.2,1.3199999999999998
06/11/2012,15.82,1.3199999999999998
06/12/2012,15.92,1.3199999999999998
06/12/2012,16.33,1.3199999999999998
06/13/2012,16.25,1.3199999999999998
06/13/2012,16.13,1.3199999999999998
06/14/2012,16.15,1.3199999999999998
06/14/2012,16.2,1.3199999999999998
06/15/2012,16.16,1.3199999999999998
06/15/2012,16.34,1.3199999999999998
06/18/2012,16.28,1.3199999999999998
06/18/2012,16.45,1.3199999999999998
06/19/2012,16.54,1.3199999999999998
06/19/2012,16.54,1.3199999999999998
06/20/2012,16.6,1.3199999999999998
06/20/2012,16.56,1.3199999999999998
06/21/2012,16.54,1.3199999999999998
06/21/2012,16.39,1.3199999999999998
06/22/2012,16.48,1.3199999999999998
06/22/2012,16.38,1.3199999999999998
06/25/2012,16.19,1.3199999999999998
06/25/2012,16.65,1.3199999999999998
06/26/2012,16.64,1.3199999999999998
06/26/2012,16.88,1.3199999999999998
06/27/2012,16.86,1.3199999999999998
06/27/2012,17.11,1.3199999999999998
06/28/2012,17.02,1.3199999999999998
06/28/2012,17.15,1.3199999999999998
06/29/2012,17.43,1.3199999999999998
06/29/2012,17.49,1.3199999999999998
07/02/2012,17.58,1.3199999999999998
07/02/2012,17.59,1.3199999999999998
07/03/2012,17.64,1.3199999999999998
07/03/2012,17.57,1.3199999999999998
07/05/2012,17.59,1.3199999999999998
07/05/2012,17.53,1.3199999999999998
07/06/2012,17.43,1.3199999999999998
07/06/2012,17.41,1.3199999999999998
07/09/2012,17.43,1.3199999999999998
07/09/2012,17.39,1.3199999999999998
07/10/2012,17.41,1.3199999999999998
07/10/2012,17.16,1.3199999999999998
07/11/2012,17.21,1.3199999999999998
07/11/2012,17.15,1.3199999999999998
07/12/2012,17.04,1.3199999999999998
07/12/2012,17.11,1.3199999999999998
07/13/2012,17.12,1.3199999999999998
07/13/2012,17.2,1.3199999999999998
07/16/2012,17.17,1.3199999999999998
07/16/2012,17.15,1.3199999999999998
07/17/2012,17.27,1.3199999999999998
07/17/2012,17.45,1.3199999999999998
07/18/2012,17.42,1.3199999999999998
07/18/2012,17.62,1.3199999999999998
07/19/2012,17.63,1.3199999999999998
07/19/2012,17.36,1.3199999999999998
07/20/2012,17.2,1.3199999999999998
07/20/2012,17.3,1.3199999999999998
07/23/2012,17.01,1.3199999999999998
07/23/2012,16.98,1.3199999999999998
07/24/2012,20.14,1.3199999999999998
07/24/2012,18.07,1.3199999999999998
07/25/2012,18.27,1.3199999999999998
07/25/2012,18.13,1.3199999999999998
07/26/2012,18.29,1.3199999999999998
07/26/2012,18.39,1.3199999999999998
07/27/2012,18.41,1.3199999999999998
07/27/2012,18.7,1.3199999999999998
07/30/2012,18.7,1.3199999999999998
07/30/2012,18.73,1.3199999999999998
07/31/2012,18.73,1.3199999999999998
07/31/2012,18.6,1.3199999999999998
08/01/2012,18.79,1.3199999999999998
08/01/2012,18.73,1.3199999999999998
08/02/2012,18.62,1.3199999999999998
08/02/2012,18.75,1.3199999999999998
08/03/2012,18.89,1.3199999999999998
08/03/2012,18.97,1.3199999999999998
08/06/2012,18.83,1.3199999999999998
08/06/2012,18.63,1.3199999999999998
08/07/2012,18.68,1.3199999999999998
08/07/2012,18.59,1.3199999999999998
08/08/2012,18.52,1.3199999999999998
08/08/2012,18.52,1.3199999999999998
08/09/2012,18.55,1.3199999999999998
08/09/2012,18.58,1.3199999999999998
08/10/2012,18.59,1.3199999999999998
08/10/2012,18.29,1.3199999999999998
08/13/2012,18.21,1.3199999999999998
08/13/2012,18.3,1.3199999999999998
08/14/2012,18.44,1.3199999999999998
08/14/2012,18.11,1.3199999999999998
08/15/2012,18.14,1.3199999999999998
08/15/2012,18.09,1.3199999999999998
08/16/2012,18.1,1.3199999999999998
08/16/2012,18.22,1.3199999999999998
08/17/2012,18.33,1.3199999999999998
08/17/2012,18.51,1.3199999999999998
08/20/2012,18.45,1.3199999999999998
08/20/2012,18.45,1.3199999999999998
08/21/2012,18.46,1.3199999999999998
08/21/2012,18.13,1.3199999999999998
08/22/2012,18.09,1.3199999999999998
08/22/2012,17.93,1.3199999999999998
08/23/2012,17.85,1.3199999999999998
08/23/2012,17.76,1.3199999999999998
08/24/2012,17.68,1.3199999999999998
08/24/2012,17.93,1.3199999999999998
08/27/2012,17.93,1.3199999999999998
08/27/2012,17.82,1.3199999999999998
08/28/2012,17.77,1.3199999999999998
08/28/2012,17.78,1.3199999999999998
08/29/2012,17.81,1.3199999999999998
08/29/2012,17.74,1.3199999999999998
08/30/2012,17.93,1.8599999999999999
08/30/2012,18.26,1.8599999999999999
08/31/2012,18.32,1.8599999999999999
08/31/2012,18.23,1.8599999999999999
09/04/2012,18.27,1.8599999999999999
09/04/2012,18.99,1.8599999999999999
09/05/2012,18.95,1.8599999999999999
09/05/2012,18.92,1.8599999999999999
09/06/2012,19.02,1.8599999999999999
09/06/2012,19.19,1.8599999999999999
09/07/2012,18.84,1.8599999999999999
09/07/2012,18.99,1.8599999999999999
09/10/2012,18.74,1.8599999999999999
09/10/2012,18.71,1.8599999999999999
09/11/2012,18.76,1.8599999999999999
09/11/2012,18.69,1.8599999999999999
09/12/2012,18.76,1.8599999999999999
09/12/2012,18.86,1.8599999999999999
09/13/2012,18.84,1.8599999999999999
09/13/2012,19.16,1.8599999999999999
09/14/2012,19.28,1.8599999999999999
09/14/2012,19.31,1.8599999999999999
09/17/2012,19.24,1.8599999999999999
09/17/2012,19.16,1.8599999999999999
09/18/2012,19.02,1.8599999999999999
09/18/2012,19.07,1.8599999999999999
09/19/2012,19.06,1.8599999999999999
09/19/2012,19.25,1.8599999999999999
09/20/2012,19.11,1.8599999999999999
09/20/2012,19.14,1.8599999999999999
09/21/2012,19.34,1.8599999999999999
09/21/2012,19.48,1.8599999999999999
09/24/2012,19.4,1.8599999999999999
09/24/2012,19.57,1.8599999999999999
09/25/2012,19.59,1.8599999999999999
09/25/2012,19.54,1.8599999999999999
09/26/2012,19.53,1.8599999999999999
09/26/2012,19.26,1.8599999999999999
09/27/2012,19.27,1.8599999999999999
09/27/2012,19.29,1.8599999999999999
09/28/2012,19.17,1.8599999999999999
09/28/2012,19.41,1.8599999999999999
10/01/2012,19.44,1.8599999999999999
10/01/2012,19.64,1.8599999999999999
10/02/2012,19.65,1.8599999999999999
10/02/2012,19.8,1.8599999999999999
10/03/2012,19.84,1.8599999999999999
10/03/2012,20.05,1.8599999999999999
10/04/2012,20.05,1.8599999999999999
10/04/2012,20.31,1.8599999999999999
10/05/2012,20.41,1.8599999999999999
10/05/2012,20.28,1.8599999999999999
10/08/2012,20.15,1.8599999999999999
10/08/2012,20.29,1.8599999999999999
10/09/2012,20.25,1.8599999999999999
10/09/2012,20.28,1.8599999999999999
10/10/2012,20.3,1.8599999999999999
10/10/2012,20.42,1.8599999999999999
10/11/2012,20.49,1.8599999999999999
10/11/2012,20.37,1.8599999999999999
10/12/2012,20.39,1.8599999999999999
10/12/2012,20.49,1.8599999999999999
10/15/2012,20.51,1.8599999999999999
10/15/2012,20.54,1.8599999999999999
10/16/2012,20.63,1.8599999999999999
10/16/2012,21.12,1.8599999999999999
10/17/2012,21.13,1.8599999999999999
10/17/2012,20.96,1.8599999999999999
10/18/2012,20.99,1.8599999999999999
10/18/2012,21.19,1.8599999999999999
10/19/2012,21.17,1.8599999999999999
10/19/2012,21.36,1.8599999999999999
10/22/2012,21.25,1.8599999999999999
10/22/2012,21.33,1.8599999999999999
10/23/2012,21.25,1.8599999999999999
10/23/2012,20.58,1.8599999999999999
10/24/2012,20.37,1.8599999999999999
10/24/2012,18.54,1.8599999999999999
10/25/2012,18.9,1.8599999999999999
10/25/2012,18.06,1.8599999999999999
10/26/2012,18.09,1.8599999999999999
10/26/2012,18.64,1.8599999999999999
10/31/2012,18.88,1.8599999999999999
10/31/2012,18.85,1.8599999999999999
11/01/2012,18.82,1.8599999999999999
11/01/2012,18.61,1.8599999999999999
11/02/2012,18.72,1.8599999999999999
11/02/2012,18.36,1.8599999999999999
11/05/2012,18.32,1.8599999999999999
11/05/2012,18.48,1.8599999999999999
11/06/2012,18.5,1.8599999999999999
11/06/2012,18.61,1.8599999999999999
11/07/2012,18.42,1.8599999999999999
11/07/2012,18.56,1.8599999999999999
11/08/2012,18.59,1.8599999999999999
11/08/2012,18.64,1.8599999999999999
11/09/2012,18.53,1.8599999999999999
11/09/2012,18.67,1.8599999999999999
11/12/2012,18.66,1.8599999999999999
11/12/2012,18.72,1.8599999999999999
11/13/2012,18.7,1.8599999999999999
11/13/2012,18.67,1.8599999999999999
11/14/2012,18.69,1.8599999999999999
11/14/2012,18.52,1.8599999999999999
11/15/2012,18.48,1.8599999999999999
11/15/2012,18.47,1.8599999999999999
11/16/2012,18.41,1.8599999999999999
11/16/2012,18.78,1.8599999999999999
11/19/2012,18.89,1.8599999999999999
11/19/2012,18.81,1.8599999999999999
11/20/2012,18.72,1.8599999999999999
11/20/2012,18.78,1.8599999999999999
11/21/2012,18.76,1.8599999999999999
11/21/2012,18.89,1.8599999999999999
11/23/2012,19.29,2.76
11/23/2012,19.38,2.76
11/26/2012,19.27,2.76
11/26/2012,19.49,2.76
11/27/2012,19.53,2.76
11/27/2012,20.02,2.76
11/28/2012,20.02,2.76
11/28/2012,20.45,2.76
11/29/2012,20.6,2.76
11/29/2012,20.7,2.76
11/30/2012,20.76,2.76
11/30/2012,20.95,2.76
12/03/2012,21.04,2.76
12/03/2012,21.06,2.76
12/04/2012,21.01,2.76
12/04/2012,21.16,2.76
12/05/2012,21.2,2.76
12/05/2012,21.59,2.76
12/06/2012,21.63,2.6999999999999997
12/06/2012,21.81,2.6999999999999997
12/07/2012,21.92,2.6999999999999997
12/07/2012,22.1,2.6999999999999997
12/10/2012,21.96,2.6999999999999997
12/10/2012,21.49,2.6999999999999997
12/11/2012,21.56,2.6999999999999997
12/11/2012,21.37,2.6999999999999997
12/12/2012,21.33,2.6999999999999997
12/12/2012,21.28,2.6999999999999997
12/13/2012,21.17,2.6999999999999997
12/13/2012,20.52,2.6999999999999997
12/14/2012,21.02,2.6999999999999997
12/14/2012,20.26,2.6999999999999997
12/17/2012,20.38,2.6999999999999997
12/17/2012,20.44,2.6999999999999997
12/18/2012,20.35,2.6999999999999997
12/18/2012,20.52,2.6999999999999997
12/19/2012,20.59,2.6999999999999997
12/19/2012,20.5,2.6999999999999997
12/20/2012,20.5,2.6999999999999997
12/20/2012,20.74,2.6999999999999997
12/21/2012,20.55,2.6999999999999997
12/21/2012,20.88,2.6999999999999997
12/24/2012,20.99,2.6999999999999997
12/24/2012,20.98,2.6999999999999997
12/26/2012,20.94,2.6999999999999997
12/26/2012,20.15,2.6999999999999997
12/27/2012,20.11,2.6999999999999997
12/27/2012,20.53,2.6999999999999997
12/28/2012,20.41,2.6999999999999997
12/28/2012,20.75,2.6999999999999997
12/31/2012,20.83,2.6999999999999997
12/31/2012,20.86,2.6999999999999997
01/02/2013,21.13,2.6999999999999997
01/02/2013,21.15,2.6999999999999997
01/03/2013,21.21,2.6999999999999997
01/03/2013,21.13,2.6999999999999997
01/04/2013,21.25,2.6999999999999997
01/04/2013,21.44,2.6999999999999997
01/07/2013,21.42,2.6999999999999997
01/07/2013,21.41,2.6999999999999997
01/08/2013,21.47,2.6999999999999997
01/08/2013,21.4,2.6999999999999997
01/09/2013,21.46,2.6999999999999997
01/09/2013,21.61,2.6999999999999997
01/10/2013,21.65,2.6999999999999997
01/10/2013,21.57,2.6999999999999997
01/11/2013,21.62,2.6999999999999997
01/11/2013,21.46,2.6999999999999997
01/14/2013,21.43,2.6999999999999997
01/14/2013,21.42,2.6999999999999997
01/15/2013,21.38,2.6999999999999997
01/15/2013,21.39,2.6999999999999997
01/16/2013,21.33,2.6999999999999997
01/16/2013,21.23,2.6999999999999997
01/17/2013,21.31,2.6999999999999997
01/17/2013,21.18,2.6999999999999997
01/18/2013,21.22,2.6999999999999997
01/18/2013,21.38,2.6999999999999997
01/22/2013,21.41,2.6999999999999997
01/22/2013,21.41,2.6999999999999997
01/23/2013,21.4,2.6999999999999997
01/23/2013,21.34,2.6999999999999997
01/24/2013,21.4,2.6999999999999997
01/24/2013,21.35,2.6999999999999997
01/25/2013,21.43,2.6999999999999997
01/25/2013,21.25,2.6999999999999997
01/28/2013,21.25,2.6999999999999997
01/28/2013,21.04,2.6999999999999997
01/29/2013,21.04,2.6999999999999997
01/29/2013,20.82,2.6999999999999997
01/30/2013,20.86,2.6999999999999997
01/30/2013,21.05,2.6999999999999997
01/31/2013,21.07,2.6999999999999997
01/31/2013,21.45,2.6999999999999997
02/01/2013,21.46,2.6999999999999997
02/01/2013,21.38,2.6999999999999997
02/04/2013,21.27,2.6999999999999997
02/04/2013,21.44,2.6999999999999997
02/05/2013,21.46,2.6999999999999997
02/05/2013,21.77,2.6999999999999997
02/06/2013,21.7,2.6999999999999997
02/06/2013,21.78,2.6999999999999997
02/07/2013,21.78,2.6999999999999997
02/07/2013,21.59,2.6999999999999997
02/08/2013,21.65,2.6999999999999997
02/08/2013,21.68,2.6999999999999997
02/11/2013,21.72,2.6999999999999997
02/11/2013,21.83,2.6999999999999997
02/12/2013,21.88,2.6999999999999997
02/12/2013,21.77,2.6999999999999997
02/13/2013,21.75,2.6999999999999997
02/13/2013,22.2,2.6999999999999997
02/14/2013,22.2,2.6999999999999997
02/14/2013,22.15,2.6999999999999997
02/15/2013,22.24,2.6999999999999997
02/15/2013,22.31,2.6999999999999997
02/19/2013,22.28,2.6999999999999997
02/19/2013,21.72,2.6999999999999997
02/20/2013,22.23,2.6999999999999997
02/20/2013,22.8,2.6999999999999997
02/21/2013,22.76,2.6999999999999997
02/21/2013,23.13,2.6999999999999997
02/22/2013,23.24,2.6999999999999997
02/22/2013,23.53,2.6999999999999997
02/25/2013,23.79,3.0
02/25/2013,23.28,3.0
02/26/2013,23.28,3.0
02/26/2013,23.05,3.0
02/27/2013,23.02,3.0
02/27/2013,23.37,3.0
02/28/2013,23.35,3.0
02/28/2013,23.38,3.0
03/01/2013,23.31,3.0
03/01/2013,23.62,3.0
03/04/2013,23.63,3.0
03/04/2013,23.63,3.0
03/05/2013,23.64,3.0
03/05/2013,23.85,3.0
03/06/2013,23.88,3.0
03/06/2013,23.92,3.0
03/07/2013,23.86,3.0
03/07/2013,23.77,3.0
03/08/2013,23.91,3.0
03/08/2013,24.04,3.0
03/11/2013,24.08,3.0
03/11/2013,24.15,3.0
03/12/2013,23.94,3.0
03/12/2013,24.14,3.0
03/13/2013,24.15,3.0
03/13/2013,24.17,3.0
03/14/2013,24.23,3.0
03/14/2013,24.42,3.0
03/15/2013,24.43,3.0
03/15/2013,24.19,3.0
03/18/2013,24.1,3.0
03/18/2013,24.14,3.0
03/19/2013,24.24,3.0
03/19/2013,24.16,3.0
03/20/2013,24.21,3.0
03/20/2013,24.58,3.0
03/21/2013,24.55,3.0
03/21/2013,24.61,3.0
03/22/2013,24.6,3.0
03/22/2013,24.73,3.0
03/25/2013,24.82,3.0
03/25/2013,24.84,3.0
03/26/2013,24.97,3.0
03/26/2013,24.91,3.0
03/27/2013,24.84,3.0
03/27/2013,25.04,3.0
03/28/2013,25.15,3.0
03/28/2013,25.36,3.0
04/01/2013,25.38,3.0
04/01/2013,25.41,3.0
04/02/2013,25.57,3.0
04/02/2013,25.57,3.0
04/03/2013,26.24,3.0
04/03/2013,25.8,3.0
04/04/2013,25.89,3.0
04/04/2013,25.89,3.0
04/05/2013,25.67,3.0
04/05/2013,25.93,3.0
04/08/2013,25.95,3.0
04/08/2013,25.71,3.0
04/09/2013,25.77,3.0
04/09/2013,25.61,3.0
04/10/2013,25.68,3.0
04/10/2013,25.61,3.0
04/11/2013,25.79,3.0
04/11/2013,25.27,3.0
04/12/2013,25.26,3.0
04/12/2013,25.21,3.0
04/15/2013,25.18,3.0
04/15/2013,24.46,3.0
04/16/2013,24.63,3.0
04/16/2013,24.65,3.0
04/17/2013,24.63,3.0
04/17/2013,24.91,3.0
04/18/2013,24.99,3.0
04/18/2013,24.55,3.0
04/19/2013,24.84,3.0
04/19/2013,24.93,3.0
04/22/2013,25.38,3.0
04/22/2013,26.98,3.0
04/23/2013,27.13,3.0
04/23/2013,26.22,3.0
04/24/2013,26.28,3.0
04/24/2013,26.13,3.0
04/25/2013,26.14,3.0
04/25/2013,25.91,3.0
04/26/2013,25.92,3.0
04/26/2013,25.66,3.0
04/29/2013,25.71,3.0
04/29/2013,25.49,3.0
04/30/2013,25.58,3.0
04/30/2013,25.5,3.0
05/01/2013,25.48,3.0
05/01/2013,25.26,3.0
05/02/2013,25.32,3.0
05/02/2013,26.01,3.0
05/03/2013,26.18,3.0
05/03/2013,26.04,3.0
05/06/2013,26.11,3.0
05/06/2013,26.16,3.0
05/07/2013,26.16,3.0
05/07/2013,26.94,3.0
05/08/2013,26.91,3.0
05/08/2013,26.78,3.0
05/09/2013,27.26,3.0
05/09/2013,27.07,3.0
05/10/2013,27.19,3.0
05/10/2013,27.26,3.0
05/13/2013,27.3,3.0
05/13/2013,27.27,3.0
05/14/2013,27.32,3.0
05/14/2013,27.71,3.0
05/15/2013,27.73,3.0
05/15/2013,27.47,3.0
05/16/2013,27.58,3.0
05/16/2013,27.53,3.0
05/17/2013,27.63,3.0
05/17/2013,27.67,3.0
05/20/2013,27.8,3.0
05/20/2013,27.76,3.0
05/21/2013,27.68,3.0
05/21/2013,27.98,3.0
05/22/2013,27.94,3.0
05/22/2013,27.5,3.0
05/23/2013,27.49,3.0
05/23/2013,27.43,3.0
05/24/2013,27.42,3.0
05/24/2013,27.18,3.0
05/28/2013,27.82,3.3
05/28/2013,27.75,3.3
05/29/2013,27.7,3.3
05/29/2013,27.25,3.3
05/30/2013,27.23,3.3
05/30/2013,27.21,3.3
05/31/2013,27.09,3.3
05/31/2013,26.71,3.3
06/03/2013,26.75,3.3
06/03/2013,26.81,3.3
06/04/2013,26.92,3.3
06/04/2013,27.22,3.3
06/05/2013,27.24,3.3
06/05/2013,27.12,3.3
06/06/2013,27.05,3.3
06/06/2013,27.19,3.3
06/07/2013,27.37,3.3
06/07/2013,27.24,3.3
06/10/2013,27.35,3.3
06/10/2013,27.01,3.3
06/11/2013,26.87,3.3
06/11/2013,26.67,3.3
06/12/2013,26.83,3.3
06/12/2013,26.7,3.3
06/13/2013,26.69,3.3
06/13/2013,26.75,3.3
06/14/2013,26.78,3.3
06/14/2013,26.84,3.3
06/17/2013,26.94,3.3
06/17/2013,26.55,3.3
06/18/2013,26.62,3.3
06/18/2013,27.17,3.3
06/19/2013,27.22,3.3
06/19/2013,26.36,3.3
06/20/2013,26.19,3.3
06/20/2013,26.15,3.3
06/21/2013,26.24,3.3
06/21/2013,25.78,3.3
06/24/2013,25.7,3.3
06/24/2013,25.67,3.3
06/25/2013,25.85,3.3
06/25/2013,25.55,3.3
06/26/2013,25.78,3.3
06/26/2013,25.68,3.3
06/27/2013,25.67,3.3
06/27/2013,25.42,3.3
06/28/2013,25.45,3.3
06/28/2013,25.19,3.3
07/01/2013,25.43,3.3
07/01/2013,26.4,3.3
07/02/2013,26.56,3.3
07/02/2013,26.41,3.3
07/03/2013,26.24,3.3
07/03/2013,26.53,3.3
07/05/2013,26.72,3.3
07/05/2013,26.51,3.3
07/08/2013,26.58,3.3
07/08/2013,26.58,3.3
07/09/2013,26.69,3.3
07/09/2013,26.35,3.3
07/10/2013,26.39,3.3
07/10/2013,26.28,3.3
07/11/2013,26.51,3.3
07/11/2013,26.59,3.3
07/12/2013,26.57,3.3
07/12/2013,26.84,3.3
07/15/2013,26.84,3.3
07/15/2013,26.62,3.3
07/16/2013,26.6,3.3
07/16/2013,26.04,3.3
07/17/2013,26.06,3.3
07/17/2013,26.34,3.3
07/18/2013,26.41,3.3
07/18/2013,25.82,3.3
07/19/2013,25.85,3.3
07/19/2013,25.68,3.3
07/22/2013,25.16,3.3
07/22/2013,25.25,3.3
07/23/2013,25.32,3.3
07/23/2013,25.92,3.3
07/24/2013,26.14,3.3
07/24/2013,26.36,3.3
07/25/2013,26.33,3.3
07/25/2013,26.36,3.3
07/26/2013,26.31,3.3
07/26/2013,26.89,3.3
07/29/2013,26.82,3.3
07/29/2013,26.75,3.3
07/30/2013,26.78,3.3
07/30/2013,26.41,3.3
07/31/2013,26.5,3.3
07/31/2013,26.36,3.3
08/01/2013,26.53,3.3
08/01/2013,26.62,3.3
08/02/2013,26.74,3.3
08/02/2013,26.97,3.3
08/05/2013,27.0,3.3
08/05/2013,26.84,3.3
08/06/2013,26.87,3.3
08/06/2013,26.16,3.3
08/07/2013,26.12,3.3
08/07/2013,25.96,3.3
08/08/2013,25.96,3.3
08/08/2013,25.93,3.3
08/09/2013,25.88,3.3
08/09/2013,25.75,3.3
08/12/2013,25.75,3.3
08/12/2013,25.6,3.3
08/13/2013,25.6,3.3
08/13/2013,25.12,3.3
08/14/2013,25.0,3.3
08/14/2013,24.97,3.3
08/15/2013,24.9,3.3
08/15/2013,24.27,3.3
08/16/2013,24.22,3.3
08/16/2013,24.06,3.3
08/19/2013,24.09,3.3
08/19/2013,24.17,3.3
08/20/2013,24.3,3.3
08/20/2013,24.35,3.3
08/21/2013,24.34,3.3
08/21/2013,23.98,3.3
08/22/2013,24.19,3.3
08/22/2013,24.8,3.3
08/23/2013,24.88,3.3
08/23/2013,24.71,3.3
08/26/2013,24.78,3.3
08/26/2013,24.52,3.3
08/27/2013,24.31,3.3
08/27/2013,24.16,3.3
08/28/2013,24.14,3.3
08/28/2013,24.17,3.3
08/29/2013,24.19,3.3
08/29/2013,23.9,3.3
08/30/2013,23.96,3.1500000000000004
08/30/2013,23.97,3.1500000000000004
09/03/2013,24.17,3.1500000000000004
09/03/2013,24.15,3.1500000000000004
09/04/2013,24.18,3.1500000000000004
09/04/2013,24.38,3.1500000000000004
09/05/2013,24.39,3.1500000000000004
09/05/2013,24.47,3.1500000000000004
09/06/2013,24.51,3.1500000000000004
09/06/2013,24.47,3.1500000000000004
09/09/2013,24.59,3.1500000000000004
09/09/2013,24.34,3.1500000000000004
09/10/2013,24.33,3.1500000000000004
09/10/2013,24.17,3.1500000000000004
09/11/2013,24.16,3.1500000000000004
09/11/2013,24.28,3.1500000000000004
09/12/2013,24.37,3.1500000000000004
09/12/2013,24.87,3.1500000000000004
09/13/2013,24.95,3.1500000000000004
09/13/2013,25.41,3.1500000000000004
09/16/2013,25.52,3.1500000000000004
09/16/2013,25.71,3.1500000000000004
09/17/2013,25.8,3.1500000000000004
09/17/2013,25.42,3.1500000000000004
09/18/2013,25.37,3.1500000000000004
09/18/2013,25.87,3.1500000000000004
09/19/2013,25.95,3.1500000000000004
09/19/2013,26.21,3.1500000000000004
09/20/2013,26.16,3.1500000000000004
09/20/2013,25.56,3.1500000000000004
09/23/2013,25.56,3.1500000000000004
09/23/2013,25.45,3.1500000000000004
09/24/2013,25.38,3.1500000000000004
09/24/2013,25.08,3.1500000000000004
09/25/2013,25.06,3.1500000000000004
09/25/2013,24.73,3.1500000000000004
09/26/2013,24.79,3.1500000000000004
09/26/2013,24.89,3.1500000000000004
09/27/2013,24.81,3.1500000000000004
09/27/2013,24.79,3.1500000000000004
09/30/2013,24.62,3.1500000000000004
09/30/2013,24.54,3.1500000000000004
10/01/2013,24.63,3.1500000000000004
10/01/2013,24.63,3.1500000000000004
10/02/2013,24.55,3.1500000000000004
10/02/2013,24.27,3.1500000000000004
10/03/2013,24.26,3.1500000000000004
10/03/2013,23.84,3.1500000000000004
10/04/2013,23.9,3.1500000000000004
10/04/2013,24.05,3.1500000000000004
