TEVA,Teva Pharmaceutical Industries ,
Date,Price,Annualized Dividend
02/01/1988,0.22,0.02402
02/02/1988,0.22,0.02402
02/02/1988,0.22,0.02402
02/03/1988,0.0,0.02402
02/03/1988,0.2,0.02402
02/04/1988,0.0,0.02402
02/04/1988,0.2,0.02402
02/05/1988,0.0,0.02402
02/05/1988,0.21,0.02402
02/08/1988,0.0,0.0259
02/08/1988,0.21,0.0259
02/09/1988,0.0,0.0259
02/09/1988,0.21,0.0259
02/10/1988,0.0,0.0259
02/10/1988,0.21,0.0259
02/11/1988,0.0,0.0259
02/11/1988,0.21,0.0259
02/12/1988,0.0,0.0259
02/12/1988,0.2,0.0259
02/16/1988,0.0,0.0259
02/16/1988,0.21,0.0259
02/17/1988,0.0,0.0259
02/17/1988,0.22,0.0259
02/18/1988,0.0,0.0259
02/18/1988,0.22,0.0259
02/19/1988,0.0,0.0259
02/19/1988,0.22,0.0259
02/22/1988,0.0,0.0259
02/22/1988,0.22,0.0259
02/23/1988,0.0,0.0259
02/23/1988,0.22,0.0259
02/24/1988,0.0,0.0259
02/24/1988,0.22,0.0259
02/25/1988,0.0,0.0259
02/25/1988,0.22,0.0259
02/26/1988,0.0,0.0259
02/26/1988,0.21,0.0259
02/29/1988,0.21,0.02402
02/29/1988,0.21,0.02402
03/01/1988,0.0,0.02402
03/01/1988,0.21,0.02402
03/02/1988,0.0,0.02402
03/02/1988,0.22,0.02402
03/03/1988,0.0,0.02402
03/03/1988,0.22,0.02402
03/04/1988,0.0,0.02402
03/04/1988,0.22,0.02402
03/07/1988,0.0,0.02402
03/07/1988,0.22,0.02402
03/08/1988,0.0,0.02402
03/08/1988,0.22,0.02402
03/09/1988,0.0,0.02402
03/09/1988,0.22,0.02402
03/10/1988,0.0,0.02402
03/10/1988,0.23,0.02402
03/11/1988,0.0,0.02402
03/11/1988,0.23,0.02402
03/14/1988,0.0,0.02402
03/14/1988,0.24,0.02402
03/15/1988,0.0,0.02402
03/15/1988,0.23,0.02402
03/16/1988,0.0,0.02402
03/16/1988,0.24,0.02402
03/17/1988,0.0,0.02402
03/17/1988,0.24,0.02402
03/18/1988,0.0,0.02402
03/18/1988,0.25,0.02402
03/21/1988,0.0,0.02402
03/21/1988,0.25,0.02402
03/22/1988,0.0,0.02402
03/22/1988,0.25,0.02402
03/23/1988,0.0,0.02402
03/23/1988,0.25,0.02402
03/24/1988,0.0,0.02402
03/24/1988,0.25,0.02402
03/25/1988,0.0,0.02402
03/25/1988,0.25,0.02402
03/28/1988,0.0,0.02402
03/28/1988,0.24,0.02402
03/29/1988,0.0,0.02402
03/29/1988,0.25,0.02402
03/30/1988,0.0,0.02402
03/30/1988,0.25,0.02402
03/31/1988,0.0,0.02402
03/31/1988,0.25,0.02402
04/04/1988,0.0,0.02402
04/04/1988,0.25,0.02402
04/05/1988,0.0,0.02402
04/05/1988,0.25,0.02402
04/06/1988,0.0,0.02402
04/06/1988,0.26,0.02402
04/07/1988,0.0,0.02402
04/07/1988,0.25,0.02402
04/08/1988,0.0,0.02402
04/08/1988,0.26,0.02402
04/11/1988,0.0,0.02402
04/11/1988,0.26,0.02402
04/12/1988,0.0,0.0259
04/12/1988,0.28,0.0259
04/13/1988,0.0,0.0259
04/13/1988,0.29,0.0259
04/14/1988,0.0,0.0259
04/14/1988,0.28,0.0259
04/15/1988,0.0,0.0259
04/15/1988,0.28,0.0259
04/18/1988,0.0,0.0259
04/18/1988,0.29,0.0259
04/19/1988,0.0,0.0259
04/19/1988,0.29,0.0259
04/20/1988,0.0,0.0259
04/20/1988,0.29,0.0259
04/21/1988,0.0,0.0259
04/21/1988,0.29,0.0259
04/22/1988,0.0,0.0259
04/22/1988,0.29,0.0259
04/25/1988,0.0,0.0259
04/25/1988,0.29,0.0259
04/26/1988,0.0,0.0259
04/26/1988,0.29,0.0259
04/27/1988,0.0,0.0259
04/27/1988,0.29,0.0259
04/28/1988,0.0,0.0259
04/28/1988,0.28,0.0259
04/29/1988,0.0,0.0259
04/29/1988,0.28,0.0259
05/02/1988,0.0,0.0259
05/02/1988,0.28,0.0259
05/03/1988,0.0,0.0259
05/03/1988,0.28,0.0259
05/04/1988,0.0,0.0259
05/04/1988,0.28,0.0259
05/05/1988,0.0,0.0259
05/05/1988,0.28,0.0259
05/06/1988,0.0,0.0259
05/06/1988,0.28,0.0259
05/09/1988,0.0,0.0259
05/09/1988,0.27,0.0259
05/10/1988,0.0,0.0259
05/10/1988,0.28,0.0259
05/11/1988,0.0,0.0259
05/11/1988,0.27,0.0259
05/12/1988,0.0,0.0259
05/12/1988,0.28,0.0259
05/13/1988,0.0,0.0259
05/13/1988,0.28,0.0259
05/16/1988,0.0,0.0259
05/16/1988,0.28,0.0259
05/17/1988,0.0,0.0259
05/17/1988,0.27,0.0259
05/18/1988,0.0,0.0259
05/18/1988,0.27,0.0259
05/19/1988,0.0,0.0259
05/19/1988,0.27,0.0259
05/20/1988,0.0,0.0259
05/20/1988,0.27,0.0259
05/23/1988,0.27,0.0259
05/23/1988,0.27,0.0259
05/24/1988,0.0,0.0259
05/24/1988,0.27,0.0259
05/25/1988,0.0,0.0259
05/25/1988,0.26,0.0259
05/26/1988,0.0,0.0259
05/26/1988,0.26,0.0259
05/27/1988,0.0,0.0259
05/27/1988,0.25,0.0259
05/31/1988,0.0,0.0259
05/31/1988,0.26,0.0259
06/01/1988,0.0,0.0259
06/01/1988,0.26,0.0259
06/02/1988,0.0,0.0259
06/02/1988,0.26,0.0259
06/03/1988,0.0,0.0259
06/03/1988,0.26,0.0259
06/06/1988,0.0,0.0259
06/06/1988,0.25,0.0259
06/07/1988,0.0,0.0259
06/07/1988,0.25,0.0259
06/08/1988,0.0,0.0259
06/08/1988,0.24,0.0259
06/09/1988,0.0,0.0259
06/09/1988,0.25,0.0259
06/10/1988,0.0,0.02765
06/10/1988,0.25,0.02765
06/13/1988,0.0,0.02765
06/13/1988,0.24,0.02765
06/14/1988,0.0,0.02765
06/14/1988,0.25,0.02765
06/15/1988,0.25,0.02765
06/15/1988,0.25,0.02765
06/16/1988,0.25,0.02765
06/16/1988,0.25,0.02765
06/17/1988,0.0,0.02765
06/17/1988,0.24,0.02765
06/20/1988,0.0,0.02765
06/20/1988,0.24,0.02765
06/21/1988,0.0,0.02765
06/21/1988,0.25,0.02765
06/22/1988,0.0,0.02765
06/22/1988,0.24,0.02765
06/23/1988,0.0,0.02765
06/23/1988,0.22,0.02765
06/24/1988,0.0,0.02765
06/24/1988,0.22,0.02765
06/27/1988,0.0,0.02577
06/27/1988,0.22,0.02577
06/28/1988,0.0,0.02577
06/28/1988,0.22,0.02577
06/29/1988,0.0,0.02577
06/29/1988,0.22,0.02577
06/30/1988,0.0,0.02577
06/30/1988,0.22,0.02577
07/01/1988,0.0,0.02577
07/01/1988,0.22,0.02577
07/05/1988,0.0,0.02577
07/05/1988,0.21,0.02577
07/06/1988,0.21,0.02577
07/06/1988,0.21,0.02577
07/07/1988,0.0,0.02577
07/07/1988,0.21,0.02577
07/08/1988,0.0,0.02577
07/08/1988,0.22,0.02577
07/11/1988,0.0,0.02577
07/11/1988,0.22,0.02577
07/12/1988,0.0,0.02577
07/12/1988,0.23,0.02577
07/13/1988,0.0,0.02577
07/13/1988,0.22,0.02577
07/14/1988,0.0,0.02339
07/14/1988,0.23,0.02339
07/15/1988,0.0,0.02339
07/15/1988,0.23,0.02339
07/18/1988,0.0,0.02339
07/18/1988,0.22,0.02339
07/19/1988,0.0,0.02339
07/19/1988,0.23,0.02339
07/20/1988,0.0,0.02339
07/20/1988,0.23,0.02339
07/21/1988,0.0,0.02339
07/21/1988,0.22,0.02339
07/22/1988,0.0,0.02339
07/22/1988,0.22,0.02339
07/25/1988,0.0,0.02339
07/25/1988,0.22,0.02339
07/26/1988,0.0,0.02339
07/26/1988,0.22,0.02339
07/27/1988,0.0,0.02339
07/27/1988,0.22,0.02339
07/28/1988,0.0,0.02339
07/28/1988,0.21,0.02339
07/29/1988,0.0,0.02339
07/29/1988,0.21,0.02339
08/01/1988,0.0,0.02339
08/01/1988,0.22,0.02339
08/02/1988,0.0,0.02339
08/02/1988,0.22,0.02339
08/03/1988,0.0,0.02339
08/03/1988,0.22,0.02339
08/04/1988,0.0,0.02339
08/04/1988,0.22,0.02339
08/05/1988,0.0,0.02339
08/05/1988,0.22,0.02339
08/08/1988,0.0,0.02339
08/08/1988,0.23,0.02339
08/09/1988,0.0,0.02339
08/09/1988,0.22,0.02339
08/10/1988,0.0,0.02339
08/10/1988,0.22,0.02339
08/11/1988,0.0,0.02339
08/11/1988,0.22,0.02339
08/12/1988,0.22,0.02339
08/12/1988,0.22,0.02339
08/15/1988,0.0,0.02339
08/15/1988,0.23,0.02339
08/16/1988,0.0,0.02339
08/16/1988,0.22,0.02339
08/17/1988,0.0,0.02339
08/17/1988,0.22,0.02339
08/18/1988,0.0,0.02339
08/18/1988,0.23,0.02339
08/19/1988,0.0,0.02339
08/19/1988,0.23,0.02339
08/22/1988,0.0,0.02339
08/22/1988,0.23,0.02339
08/23/1988,0.0,0.02339
08/23/1988,0.23,0.02339
08/24/1988,0.0,0.02339
08/24/1988,0.22,0.02339
08/25/1988,0.0,0.02339
08/25/1988,0.22,0.02339
08/26/1988,0.22,0.02339
08/26/1988,0.22,0.02339
08/29/1988,0.0,0.02339
08/29/1988,0.23,0.02339
08/30/1988,0.0,0.02339
08/30/1988,0.22,0.02339
08/31/1988,0.0,0.02339
08/31/1988,0.22,0.02339
09/01/1988,0.0,0.02339
09/01/1988,0.23,0.02339
09/02/1988,0.0,0.02339
09/02/1988,0.24,0.02339
09/06/1988,0.0,0.02339
09/06/1988,0.27,0.02339
09/07/1988,0.0,0.02339
09/07/1988,0.26,0.02339
09/08/1988,0.0,0.00964
09/08/1988,0.27,0.00964
09/09/1988,0.27,0.00964
09/09/1988,0.27,0.00964
09/12/1988,0.0,0.00964
09/12/1988,0.27,0.00964
09/13/1988,0.27,0.00964
09/13/1988,0.27,0.00964
09/14/1988,0.0,0.00964
09/14/1988,0.28,0.00964
09/15/1988,0.28,0.00964
09/15/1988,0.28,0.00964
09/16/1988,0.0,0.00964
09/16/1988,0.27,0.00964
09/19/1988,0.0,0.00964
09/19/1988,0.27,0.00964
09/20/1988,0.0,0.00964
09/20/1988,0.27,0.00964
09/21/1988,0.0,0.00964
09/21/1988,0.26,0.00964
09/22/1988,0.0,0.00964
09/22/1988,0.28,0.00964
09/23/1988,0.0,0.00964
09/23/1988,0.26,0.00964
09/26/1988,0.0,0.00964
09/26/1988,0.27,0.00964
09/27/1988,0.0,0.00964
09/27/1988,0.27,0.00964
09/28/1988,0.0,0.00964
09/28/1988,0.27,0.00964
09/29/1988,0.27,0.00964
09/29/1988,0.27,0.00964
09/30/1988,0.0,0.00964
09/30/1988,0.26,0.00964
10/03/1988,0.0,0.00964
10/03/1988,0.27,0.00964
10/04/1988,0.0,0.00964
10/04/1988,0.27,0.00964
10/05/1988,0.0,0.00964
10/05/1988,0.27,0.00964
10/06/1988,0.0,0.00964
10/06/1988,0.27,0.00964
10/07/1988,0.0,0.00964
10/07/1988,0.27,0.00964
10/10/1988,0.27,0.00964
10/10/1988,0.27,0.00964
10/11/1988,0.0,0.00964
10/11/1988,0.27,0.00964
10/12/1988,0.0,0.00964
10/12/1988,0.28,0.00964
10/13/1988,0.0,0.00964
10/13/1988,0.28,0.00964
10/14/1988,0.0,0.00964
10/14/1988,0.28,0.00964
10/17/1988,0.0,0.00964
10/17/1988,0.28,0.00964
10/18/1988,0.0,0.00964
10/18/1988,0.29,0.00964
10/19/1988,0.0,0.00964
10/19/1988,0.28,0.00964
10/20/1988,0.0,0.00964
10/20/1988,0.28,0.00964
10/21/1988,0.28,0.00964
10/21/1988,0.28,0.00964
10/24/1988,0.0,0.00964
10/24/1988,0.29,0.00964
10/25/1988,0.0,0.00964
10/25/1988,0.28,0.00964
10/26/1988,0.0,0.00964
10/26/1988,0.29,0.00964
10/27/1988,0.0,0.00964
10/27/1988,0.28,0.00964
10/28/1988,0.0,0.0077599999999999995
10/28/1988,0.28,0.0077599999999999995
10/31/1988,0.0,0.0077599999999999995
10/31/1988,0.29,0.0077599999999999995
11/01/1988,0.0,0.0077599999999999995
11/01/1988,0.29,0.0077599999999999995
11/02/1988,0.0,0.0077599999999999995
11/02/1988,0.29,0.0077599999999999995
11/03/1988,0.0,0.0077599999999999995
11/03/1988,0.29,0.0077599999999999995
11/04/1988,0.0,0.0077599999999999995
11/04/1988,0.3,0.0077599999999999995
11/07/1988,0.0,0.0077599999999999995
11/07/1988,0.29,0.0077599999999999995
11/08/1988,0.0,0.0077599999999999995
11/08/1988,0.28,0.0077599999999999995
11/09/1988,0.0,0.0077599999999999995
11/09/1988,0.29,0.0077599999999999995
11/10/1988,0.0,0.0077599999999999995
11/10/1988,0.28,0.0077599999999999995
11/11/1988,0.0,0.0077599999999999995
11/11/1988,0.28,0.0077599999999999995
11/14/1988,0.0,0.0077599999999999995
11/14/1988,0.3,0.0077599999999999995
11/15/1988,0.0,0.0077599999999999995
11/15/1988,0.29,0.0077599999999999995
11/16/1988,0.0,0.0077599999999999995
11/16/1988,0.3,0.0077599999999999995
11/17/1988,0.0,0.0077599999999999995
11/17/1988,0.3,0.0077599999999999995
11/18/1988,0.0,0.0077599999999999995
11/18/1988,0.29,0.0077599999999999995
11/21/1988,0.0,0.0077599999999999995
11/21/1988,0.29,0.0077599999999999995
11/22/1988,0.0,0.0077599999999999995
11/22/1988,0.28,0.0077599999999999995
11/23/1988,0.0,0.0077599999999999995
11/23/1988,0.28,0.0077599999999999995
11/25/1988,0.0,0.0077599999999999995
11/25/1988,0.28,0.0077599999999999995
11/28/1988,0.0,0.0077599999999999995
11/28/1988,0.28,0.0077599999999999995
11/29/1988,0.0,0.0077599999999999995
11/29/1988,0.28,0.0077599999999999995
11/30/1988,0.0,0.0077599999999999995
11/30/1988,0.27,0.0077599999999999995
12/01/1988,0.0,0.0077599999999999995
12/01/1988,0.28,0.0077599999999999995
12/02/1988,0.0,0.0077599999999999995
12/02/1988,0.27,0.0077599999999999995
12/05/1988,0.0,0.0077599999999999995
12/05/1988,0.27,0.0077599999999999995
12/06/1988,0.0,0.00964
12/06/1988,0.28,0.00964
12/07/1988,0.0,0.00964
12/07/1988,0.29,0.00964
12/08/1988,0.0,0.00964
12/08/1988,0.29,0.00964
12/09/1988,0.0,0.00964
12/09/1988,0.29,0.00964
12/12/1988,0.0,0.00964
12/12/1988,0.29,0.00964
12/13/1988,0.0,0.00964
12/13/1988,0.29,0.00964
12/14/1988,0.0,0.00964
12/14/1988,0.3,0.00964
12/15/1988,0.0,0.00964
12/15/1988,0.29,0.00964
12/16/1988,0.0,0.00964
12/16/1988,0.28,0.00964
12/19/1988,0.0,0.00964
12/19/1988,0.3,0.00964
12/20/1988,0.0,0.00964
12/20/1988,0.3,0.00964
12/21/1988,0.0,0.00964
12/21/1988,0.32,0.00964
12/22/1988,0.0,0.00964
12/22/1988,0.31,0.00964
12/23/1988,0.0,0.00964
12/23/1988,0.31,0.00964
12/27/1988,0.0,0.00964
12/27/1988,0.3,0.00964
12/28/1988,0.0,0.00964
12/28/1988,0.31,0.00964
12/29/1988,0.0,0.00964
12/29/1988,0.3,0.00964
12/30/1988,0.0,0.00964
12/30/1988,0.29,0.00964
01/03/1989,0.0,0.00964
01/03/1989,0.3,0.00964
01/04/1989,0.0,0.00964
01/04/1989,0.31,0.00964
01/05/1989,0.0,0.00964
01/05/1989,0.32,0.00964
01/06/1989,0.0,0.00964
01/06/1989,0.32,0.00964
01/09/1989,0.0,0.00964
01/09/1989,0.31,0.00964
01/10/1989,0.0,0.00964
01/10/1989,0.31,0.00964
01/11/1989,0.0,0.00964
01/11/1989,0.3,0.00964
01/12/1989,0.0,0.00964
01/12/1989,0.3,0.00964
01/13/1989,0.3,0.00964
01/13/1989,0.3,0.00964
01/16/1989,0.0,0.00964
01/16/1989,0.29,0.00964
01/17/1989,0.29,0.00964
01/17/1989,0.29,0.00964
01/18/1989,0.29,0.00964
01/18/1989,0.29,0.00964
01/19/1989,0.0,0.00964
01/19/1989,0.29,0.00964
01/20/1989,0.0,0.00964
01/20/1989,0.29,0.00964
01/23/1989,0.29,0.00964
01/23/1989,0.29,0.00964
01/24/1989,0.0,0.00964
01/24/1989,0.26,0.00964
01/25/1989,0.0,0.00964
01/25/1989,0.26,0.00964
01/26/1989,0.0,0.00964
01/26/1989,0.27,0.00964
01/27/1989,0.0,0.00964
01/27/1989,0.27,0.00964
01/30/1989,0.0,0.00964
01/30/1989,0.27,0.00964
01/31/1989,0.0,0.00964
01/31/1989,0.27,0.00964
02/01/1989,0.0,0.00964
02/01/1989,0.27,0.00964
02/02/1989,0.0,0.00964
02/02/1989,0.27,0.00964
02/03/1989,0.0,0.00964
02/03/1989,0.27,0.00964
02/06/1989,0.0,0.00964
02/06/1989,0.29,0.00964
02/07/1989,0.0,0.00964
02/07/1989,0.27,0.00964
02/08/1989,0.0,0.00964
02/08/1989,0.27,0.00964
02/09/1989,0.0,0.00964
02/09/1989,0.28,0.00964
02/10/1989,0.0,0.00964
02/10/1989,0.28,0.00964
02/13/1989,0.0,0.0077599999999999995
02/13/1989,0.27,0.0077599999999999995
02/14/1989,0.27,0.0077599999999999995
02/14/1989,0.27,0.0077599999999999995
02/15/1989,0.0,0.0077599999999999995
02/15/1989,0.29,0.0077599999999999995
02/16/1989,0.0,0.0077599999999999995
02/16/1989,0.29,0.0077599999999999995
02/17/1989,0.0,0.0077599999999999995
02/17/1989,0.3,0.0077599999999999995
02/21/1989,0.3,0.0077599999999999995
02/21/1989,0.3,0.0077599999999999995
02/22/1989,0.0,0.0077599999999999995
02/22/1989,0.29,0.0077599999999999995
02/23/1989,0.0,0.0077599999999999995
02/23/1989,0.29,0.0077599999999999995
02/24/1989,0.29,0.0077599999999999995
02/24/1989,0.29,0.0077599999999999995
02/27/1989,0.0,0.0077599999999999995
02/27/1989,0.3,0.0077599999999999995
02/28/1989,0.0,0.0077599999999999995
02/28/1989,0.3,0.0077599999999999995
03/01/1989,0.0,0.0077599999999999995
03/01/1989,0.29,0.0077599999999999995
03/02/1989,0.0,0.0077599999999999995
03/02/1989,0.29,0.0077599999999999995
03/03/1989,0.0,0.0077599999999999995
03/03/1989,0.29,0.0077599999999999995
03/06/1989,0.0,0.0077599999999999995
03/06/1989,0.3,0.0077599999999999995
03/07/1989,0.0,0.0077599999999999995
03/07/1989,0.3,0.0077599999999999995
03/08/1989,0.0,0.0077599999999999995
03/08/1989,0.3,0.0077599999999999995
03/09/1989,0.0,0.010069999999999999
03/09/1989,0.29,0.010069999999999999
03/10/1989,0.0,0.010069999999999999
03/10/1989,0.28,0.010069999999999999
03/13/1989,0.28,0.010069999999999999
03/13/1989,0.28,0.010069999999999999
03/14/1989,0.0,0.010069999999999999
03/14/1989,0.3,0.010069999999999999
03/15/1989,0.0,0.010069999999999999
03/15/1989,0.31,0.010069999999999999
03/16/1989,0.0,0.010069999999999999
03/16/1989,0.3,0.010069999999999999
03/17/1989,0.0,0.010069999999999999
03/17/1989,0.29,0.010069999999999999
03/20/1989,0.29,0.010069999999999999
03/20/1989,0.29,0.010069999999999999
03/21/1989,0.0,0.010069999999999999
03/21/1989,0.29,0.010069999999999999
03/22/1989,0.0,0.010069999999999999
03/22/1989,0.29,0.010069999999999999
03/23/1989,0.29,0.010069999999999999
03/23/1989,0.29,0.010069999999999999
03/27/1989,0.0,0.010069999999999999
03/27/1989,0.34,0.010069999999999999
03/28/1989,0.0,0.010069999999999999
03/28/1989,0.32,0.010069999999999999
03/29/1989,0.0,0.010069999999999999
03/29/1989,0.33,0.010069999999999999
03/30/1989,0.0,0.010069999999999999
03/30/1989,0.34,0.010069999999999999
03/31/1989,0.0,0.010069999999999999
03/31/1989,0.34,0.010069999999999999
04/03/1989,0.0,0.010069999999999999
04/03/1989,0.33,0.010069999999999999
04/04/1989,0.0,0.010069999999999999
04/04/1989,0.35,0.010069999999999999
04/05/1989,0.0,0.010069999999999999
04/05/1989,0.35,0.010069999999999999
04/06/1989,0.0,0.010069999999999999
04/06/1989,0.32,0.010069999999999999
04/07/1989,0.0,0.010069999999999999
04/07/1989,0.33,0.010069999999999999
04/10/1989,0.0,0.010069999999999999
04/10/1989,0.33,0.010069999999999999
04/11/1989,0.0,0.010069999999999999
04/11/1989,0.36,0.010069999999999999
04/12/1989,0.0,0.010069999999999999
04/12/1989,0.36,0.010069999999999999
04/13/1989,0.0,0.010069999999999999
04/13/1989,0.36,0.010069999999999999
04/14/1989,0.0,0.010069999999999999
04/14/1989,0.38,0.010069999999999999
04/17/1989,0.0,0.010069999999999999
04/17/1989,0.38,0.010069999999999999
04/18/1989,0.0,0.00819
04/18/1989,0.37,0.00819
04/19/1989,0.0,0.00819
04/19/1989,0.38,0.00819
04/20/1989,0.0,0.00819
04/20/1989,0.37,0.00819
04/21/1989,0.0,0.00819
04/21/1989,0.37,0.00819
04/24/1989,0.0,0.00819
04/24/1989,0.38,0.00819
04/25/1989,0.38,0.00819
04/25/1989,0.38,0.00819
04/26/1989,0.0,0.00819
04/26/1989,0.37,0.00819
04/27/1989,0.0,0.00819
04/27/1989,0.37,0.00819
04/28/1989,0.0,0.00819
04/28/1989,0.37,0.00819
05/01/1989,0.37,0.00819
05/01/1989,0.37,0.00819
05/02/1989,0.37,0.00819
05/02/1989,0.37,0.00819
05/03/1989,0.0,0.00819
05/03/1989,0.37,0.00819
05/04/1989,0.0,0.00819
05/04/1989,0.36,0.00819
05/05/1989,0.0,0.00819
05/05/1989,0.36,0.00819
05/08/1989,0.0,0.00819
05/08/1989,0.36,0.00819
05/09/1989,0.0,0.00819
05/09/1989,0.36,0.00819
05/10/1989,0.0,0.00819
05/10/1989,0.36,0.00819
05/11/1989,0.0,0.00819
05/11/1989,0.37,0.00819
05/12/1989,0.0,0.00819
05/12/1989,0.35,0.00819
05/15/1989,0.0,0.00819
05/15/1989,0.37,0.00819
05/16/1989,0.0,0.00819
05/16/1989,0.37,0.00819
05/17/1989,0.0,0.00819
05/17/1989,0.38,0.00819
05/18/1989,0.0,0.00819
05/18/1989,0.38,0.00819
05/19/1989,0.0,0.00819
05/19/1989,0.36,0.00819
05/22/1989,0.0,0.01013
05/22/1989,0.37,0.01013
05/23/1989,0.0,0.01013
05/23/1989,0.35,0.01013
05/24/1989,0.0,0.01013
05/24/1989,0.37,0.01013
05/25/1989,0.0,0.01013
05/25/1989,0.36,0.01013
05/26/1989,0.0,0.01013
05/26/1989,0.36,0.01013
05/30/1989,0.0,0.01013
05/30/1989,0.36,0.01013
05/31/1989,0.0,0.01013
05/31/1989,0.37,0.01013
06/01/1989,0.0,0.01013
06/01/1989,0.35,0.01013
06/02/1989,0.0,0.01013
06/02/1989,0.37,0.01013
06/05/1989,0.0,0.01013
06/05/1989,0.36,0.01013
06/06/1989,0.0,0.01013
06/06/1989,0.36,0.01013
06/07/1989,0.0,0.01013
06/07/1989,0.37,0.01013
06/08/1989,0.0,0.01013
06/08/1989,0.37,0.01013
06/09/1989,0.0,0.01013
06/09/1989,0.36,0.01013
06/12/1989,0.0,0.01013
06/12/1989,0.36,0.01013
06/13/1989,0.0,0.01013
06/13/1989,0.37,0.01013
06/14/1989,0.0,0.01013
06/14/1989,0.35,0.01013
06/15/1989,0.0,0.01013
06/15/1989,0.35,0.01013
06/16/1989,0.0,0.00838
06/16/1989,0.37,0.00838
06/19/1989,0.0,0.00838
06/19/1989,0.37,0.00838
06/20/1989,0.0,0.00838
06/20/1989,0.39,0.00838
06/21/1989,0.0,0.00838
06/21/1989,0.41,0.00838
06/22/1989,0.0,0.00838
06/22/1989,0.42,0.00838
06/23/1989,0.0,0.00838
06/23/1989,0.42,0.00838
06/26/1989,0.42,0.00838
06/26/1989,0.42,0.00838
06/27/1989,0.0,0.00838
06/27/1989,0.41,0.00838
06/28/1989,0.0,0.00838
06/28/1989,0.42,0.00838
06/29/1989,0.0,0.00838
06/29/1989,0.38,0.00838
06/30/1989,0.0,0.00838
06/30/1989,0.41,0.00838
07/03/1989,0.0,0.00838
07/03/1989,0.41,0.00838
07/05/1989,0.0,0.00838
07/05/1989,0.42,0.00838
07/06/1989,0.0,0.00838
07/06/1989,0.43,0.00838
07/07/1989,0.0,0.00838
07/07/1989,0.43,0.00838
07/10/1989,0.0,0.00838
07/10/1989,0.38,0.00838
07/11/1989,0.0,0.00838
07/11/1989,0.36,0.00838
07/12/1989,0.0,0.00838
07/12/1989,0.37,0.00838
07/13/1989,0.0,0.00838
07/13/1989,0.41,0.00838
07/14/1989,0.0,0.00838
07/14/1989,0.41,0.00838
07/17/1989,0.0,0.00838
07/17/1989,0.39,0.00838
07/18/1989,0.0,0.00838
07/18/1989,0.4,0.00838
07/19/1989,0.4,0.00838
07/19/1989,0.4,0.00838
07/20/1989,0.0,0.00838
07/20/1989,0.39,0.00838
07/21/1989,0.0,0.00838
07/21/1989,0.4,0.00838
07/24/1989,0.0,0.00838
07/24/1989,0.4,0.00838
07/25/1989,0.0,0.00838
07/25/1989,0.41,0.00838
07/26/1989,0.0,0.00838
07/26/1989,0.41,0.00838
07/27/1989,0.41,0.00838
07/27/1989,0.41,0.00838
07/28/1989,0.0,0.00838
07/28/1989,0.39,0.00838
07/31/1989,0.0,0.00838
07/31/1989,0.39,0.00838
08/01/1989,0.0,0.00838
08/01/1989,0.38,0.00838
08/02/1989,0.0,0.00838
08/02/1989,0.38,0.00838
08/03/1989,0.0,0.00838
08/03/1989,0.41,0.00838
08/04/1989,0.0,0.00838
08/04/1989,0.41,0.00838
08/07/1989,0.0,0.00838
08/07/1989,0.38,0.00838
08/08/1989,0.0,0.00838
08/08/1989,0.41,0.00838
08/09/1989,0.0,0.00838
08/09/1989,0.38,0.00838
08/10/1989,0.0,0.00838
08/10/1989,0.38,0.00838
08/11/1989,0.0,0.00838
08/11/1989,0.38,0.00838
08/14/1989,0.0,0.00838
08/14/1989,0.41,0.00838
08/15/1989,0.0,0.00838
08/15/1989,0.4,0.00838
08/16/1989,0.0,0.01026
08/16/1989,0.42,0.01026
08/17/1989,0.0,0.01026
08/17/1989,0.43,0.01026
08/18/1989,0.0,0.01026
08/18/1989,0.43,0.01026
08/21/1989,0.0,0.01026
08/21/1989,0.41,0.01026
08/22/1989,0.0,0.01026
08/22/1989,0.41,0.01026
08/23/1989,0.0,0.01026
08/23/1989,0.4,0.01026
08/24/1989,0.0,0.01026
08/24/1989,0.42,0.01026
08/25/1989,0.0,0.01026
08/25/1989,0.42,0.01026
08/28/1989,0.0,0.01026
08/28/1989,0.4,0.01026
08/29/1989,0.0,0.01026
08/29/1989,0.4,0.01026
08/30/1989,0.0,0.01026
08/30/1989,0.42,0.01026
08/31/1989,0.0,0.01026
08/31/1989,0.4,0.01026
09/01/1989,0.4,0.01026
09/01/1989,0.4,0.01026
09/05/1989,0.4,0.01026
09/05/1989,0.4,0.01026
09/06/1989,0.0,0.01026
09/06/1989,0.4,0.01026
09/07/1989,0.0,0.01026
09/07/1989,0.4,0.01026
09/08/1989,0.0,0.01026
09/08/1989,0.4,0.01026
09/11/1989,0.0,0.01026
09/11/1989,0.43,0.01026
09/12/1989,0.0,0.01026
09/12/1989,0.42,0.01026
09/13/1989,0.0,0.01026
09/13/1989,0.41,0.01026
09/14/1989,0.41,0.00801
09/14/1989,0.41,0.00801
09/15/1989,0.0,0.00801
09/15/1989,0.41,0.00801
09/18/1989,0.0,0.00801
09/18/1989,0.4,0.00801
09/19/1989,0.0,0.00801
09/19/1989,0.43,0.00801
09/20/1989,0.0,0.00801
09/20/1989,0.39,0.00801
09/21/1989,0.0,0.00801
09/21/1989,0.41,0.00801
09/22/1989,0.0,0.00801
