AGNC,AGNC Investment Corp.,
Date,Price,Annualized Dividend
05/15/2008,2.874798995275788,0.0
05/15/2008,2.8526852130889893,0.0
05/16/2008,2.8379425574854755,0.0
05/16/2008,2.9470374584198,0.0
05/19/2008,2.9322949960345053,0.0
05/19/2008,2.8762733936309814,0.0
05/20/2008,2.873324705637735,0.0
05/20/2008,2.8526852130889893,0.0
05/21/2008,2.842366901908959,0.0
05/21/2008,2.8379440307617188,0.0
05/22/2008,2.8114066514794294,0.0
05/22/2008,2.801086902618408,0.0
05/23/2008,2.809933811108132,0.0
05/23/2008,2.808459520339966,0.0
05/27/2008,2.8084587788183555,0.0
05/27/2008,2.8158302307128906,0.0
05/28/2008,2.8173045277922086,0.0
05/28/2008,2.8379440307617188,0.0
05/29/2008,2.806985676108356,0.0
05/29/2008,2.9042866230010986,0.0
05/30/2008,2.921977550876745,0.0
05/30/2008,2.9042866230010986,0.0
06/02/2008,2.9028121072185122,0.0
06/02/2008,2.8895437717437744,0.0
06/03/2008,2.8983877532900486,0.0
06/03/2008,2.8114066123962402,0.0
06/04/2008,2.804036188873772,0.0
06/04/2008,2.8158302307128906,0.0
06/05/2008,2.8187783943957463,0.0
06/05/2008,2.8497376441955566,0.0
06/06/2008,2.83941898962916,0.0
06/06/2008,2.804036855697632,0.0
06/09/2008,2.823200690348035,0.0
06/09/2008,2.801086902618408,0.0
06/10/2008,2.8010868637970785,0.0
06/10/2008,2.6831464767456055,0.0
06/11/2008,2.68314622072369,0.0
06/11/2008,2.5283491611480713,0.0
06/12/2008,2.5445668375513755,0.0
06/12/2008,2.5401439666748047,0.0
06/13/2008,2.541619753065429,0.0
06/13/2008,2.515083074569702,0.0
06/16/2008,2.4649570327157853,0.0
06/16/2008,2.6241767406463623,0.0
06/17/2008,2.63891880107729,0.0
06/17/2008,2.6344962120056152,0.0
06/18/2008,2.6094340245292686,0.0
06/18/2008,2.5121331214904785,0.0
06/19/2008,2.515081362966484,0.0
06/19/2008,2.4885447025299072,0.0
06/20/2008,2.4649568595557234,0.0
06/20/2008,2.451688528060913,0.0
06/23/2008,2.454637271800503,0.0
06/23/2008,2.6389193534851074,0.0
06/24/2008,2.6168046903485047,0.0
06/24/2008,2.618278980255127,0.0
06/25/2008,2.6418679442796007,0.0
06/25/2008,2.6241767406463623,0.0
06/26/2008,2.633022594369167,0.0
06/26/2008,2.5371956825256348,0.0
06/27/2008,2.55046374193014,0.0
06/27/2008,2.5224530696868896,0.0
06/30/2008,2.549479203580693,0.31
06/30/2008,2.498429536819458,0.31
07/01/2008,2.4188522824993,0.31
07/01/2008,2.4623944759368896,0.31
07/02/2008,2.4804115313814177,0.31
07/02/2008,2.4999303817749023,0.31
07/03/2008,2.5164472293941818,0.31
07/03/2008,2.4744062423706055,0.31
07/07/2008,2.4774092420975538,0.31
07/07/2008,2.2491872310638428,0.31
07/08/2008,2.2566944532004527,0.31
07/08/2008,2.327263116836548,0.31
07/09/2008,2.2792156156605574,0.31
07/09/2008,2.232670307159424,0.31
07/10/2008,2.2236623264189865,0.31
07/10/2008,2.0975396633148193,0.31
07/11/2008,2.055498195096589,0.31
07/11/2008,2.2311689853668213,0.31
07/14/2008,2.2672040726513334,0.31
07/14/2008,2.3617959022521973,0.31
07/15/2008,2.3572920224441676,0.31
07/15/2008,2.2116503715515137,0.31
07/16/2008,2.20264213559788,0.31
07/16/2008,2.2687063217163086,0.31
07/17/2008,2.3092455053891547,0.31
07/17/2008,2.3497848510742188,0.31
07/18/2008,2.3693043048358913,0.31
07/18/2008,2.3317677974700928,0.31
07/21/2008,2.3663009420526704,0.31
07/21/2008,2.3212571144104004,0.31
07/22/2008,2.2927284614775267,0.31
07/22/2008,2.3678014278411865,0.31
07/23/2008,2.3828172631321043,0.31
07/23/2008,2.390324592590332,0.31
07/24/2008,2.387321184418911,0.31
07/24/2008,2.3167526721954346,0.31
07/25/2008,2.3272628865245197,0.31
07/25/2008,2.3122482299804688,0.31
07/28/2008,2.327263430955442,0.31
07/28/2008,2.2536919116973877,0.31
07/29/2008,2.29723412878991,0.31
07/29/2008,2.3587939739227295,0.31
07/30/2008,2.4398725769912364,0.31
07/30/2008,2.3512864112854004,0.31
07/31/2008,2.319756179680969,0.31
07/31/2008,2.3482840061187744,0.31
08/01/2008,2.3437792645016393,0.31
08/01/2008,2.390324592590332,0.31
08/04/2008,2.4398727508395828,0.31
08/04/2008,2.357292413711548,0.31
08/05/2008,2.3723062807010176,0.31
08/05/2008,2.370804786682129,0.31
08/06/2008,2.3903248552377128,0.31
08/06/2008,2.3482840061187744,0.31
08/07/2008,2.3377729190598866,0.31
08/07/2008,2.3047409057617188,0.31
08/08/2008,2.3107474912019,0.31
08/08/2008,2.475908041000366,0.31
08/11/2008,2.463896013171241,0.31
08/11/2008,2.513444185256958,0.31
08/12/2008,2.4969287798890045,0.31
08/12/2008,2.5044362545013428,0.31
08/13/2008,2.486417221356061,0.31
08/13/2008,2.4999303817749023,0.31
08/14/2008,2.480412020229523,0.31
08/14/2008,2.520951509475708,0.31
08/15/2008,2.5810102922927127,0.31
08/15/2008,2.5089399814605713,0.31
08/18/2008,2.540470796146037,0.31
08/18/2008,2.5089399814605713,0.31
08/19/2008,2.5359664385313594,0.31
08/19/2008,2.507438898086548,0.31
08/20/2008,2.5074381982246727,0.31
08/20/2008,2.5674965381622314,0.31
08/21/2008,2.5389698643025147,0.31
08/21/2008,2.6215500831604004,0.31
08/22/2008,2.627554955809756,0.31
08/22/2008,2.719144105911255,0.31
08/25/2008,2.716141987027041,0.31
08/25/2008,2.6515791416168213,0.31
08/26/2008,2.639567650755944,0.31
08/26/2008,2.630558967590332,0.31
08/27/2008,2.7026281167070945,0.31
08/27/2008,2.7326574325561523,0.31
08/28/2008,2.7491745347838745,0.31
08/28/2008,2.813737392425537,0.31
08/29/2008,2.813735538480031,0.31
08/29/2008,2.845266342163086,0.31
09/02/2008,2.8888089696299173,0.31
09/02/2008,2.7987213134765625,0.31
09/03/2008,2.8077308290644702,0.31
09/03/2008,2.7807044982910156,0.31
09/04/2008,2.7611857481510325,0.31
09/04/2008,2.753678560256958,0.31
09/05/2008,2.732657803978825,0.31
09/05/2008,2.7957191467285156,0.31
09/08/2008,3.0104280536252643,0.31
09/08/2008,3.0029208660125732,0.31
09/09/2008,3.0029191517283755,0.31
09/09/2008,2.8377585411071777,0.31
09/10/2008,2.8587806580314745,0.31
09/10/2008,2.8737950325012207,0.31
09/11/2008,2.849770538131579,0.31
09/11/2008,2.845266342163086,0.31
09/12/2008,2.830251469906199,0.31
09/12/2008,2.9548726081848145,0.31
09/15/2008,2.852775147822125,0.31
09/15/2008,2.743168592453003,0.31
09/16/2008,2.6350638660269357,0.31
09/16/2008,2.807732105255127,0.31
09/17/2008,2.794217041027157,0.31
09/17/2008,2.5179483890533447,0.31
09/18/2008,2.593022290466301,0.31
09/18/2008,2.6771039962768555,0.31
09/19/2008,2.837760056368318,0.31
09/19/2008,2.8047280311584473,0.31
09/22/2008,2.852774278052764,0.31
09/22/2008,2.7251501083374023,0.31
09/23/2008,2.8092316004322915,0.31
09/23/2008,2.9263455867767334,0.31
09/24/2008,2.9879056937752986,0.31
09/24/2008,2.93235182762146,0.31
09/25/2008,2.9513412632365763,1.31
09/25/2008,2.8848767280578613,1.31
09/26/2008,2.818413257598877,1.31
09/26/2008,2.818413257598877,1.31
09/29/2008,2.7677730877516544,1.31
09/29/2008,2.5098273754119873,1.31
09/30/2008,2.531982228620185,1.31
09/30/2008,2.740870714187622,1.31
10/01/2008,2.717132904379589,1.31
10/01/2008,2.6649107933044434,1.31
10/02/2008,2.649086289300322,1.31
10/02/2008,2.592116594314575,1.31
10/03/2008,2.666494616846582,1.31
10/03/2008,2.5794575214385986,1.31
10/06/2008,2.5335639419712828,1.31
10/06/2008,2.649085521697998,1.31
10/07/2008,2.7329591816631242,1.31
10/07/2008,2.5794575214385986,1.31
10/08/2008,2.5145753658781365,1.31
10/08/2008,2.503497838973999,1.31
10/09/2008,2.5430606285055815,1.31
10/09/2008,2.3800642490386963,1.31
10/10/2008,2.3499957004352945,1.31
10/10/2008,2.327840805053711,1.31
10/13/2008,2.4718482210292616,1.31
10/13/2008,2.4370334148406982,1.31
10/14/2008,2.5303996252158956,1.31
10/14/2008,2.4038004875183105,1.31
10/15/2008,2.3721501919688435,1.31
10/15/2008,2.342082977294922,1.31
10/16/2008,2.4006355890237163,1.31
10/16/2008,2.592116594314575,1.31
10/17/2008,2.573127466955267,1.31
10/17/2008,2.5936996936798096,1.31
10/20/2008,2.6633286278488777,1.31
10/20/2008,2.7313756942749023,1.31
10/21/2008,2.72979249076262,1.31
10/21/2008,2.674405336380005,1.31
10/22/2008,2.634842925959814,1.31
10/22/2008,2.5715434551239014,1.31
10/23/2008,2.5857866637614655,1.31
10/23/2008,2.5240695476531982,1.31
10/24/2008,2.373733373124917,1.31
10/24/2008,2.5082449913024902,1.31
10/27/2008,2.4528569592360365,1.31
10/27/2008,2.5003316402435303,1.31
10/28/2008,2.6047765829936256,1.31
10/28/2008,2.687066078186035,1.31
10/29/2008,2.6902316700964506,1.31
10/29/2008,2.7171339988708496,1.31
10/30/2008,2.7693542467948125,1.31
10/30/2008,2.8500611782073975,1.31
10/31/2008,2.831072369763997,1.31
10/31/2008,2.9434292316436768,1.31
11/03/2008,2.967166417353862,1.31
11/03/2008,2.9276041984558105,1.31
11/04/2008,2.9671660018163024,1.31
11/04/2008,3.003563165664673,1.31
11/05/2008,2.971914615900541,1.31
11/05/2008,3.0051467418670654,1.31
11/06/2008,2.96716570854187,1.31
11/06/2008,2.96716570854187,1.31
11/07/2008,2.990903161211339,1.31
11/07/2008,2.9845733642578125,1.31
11/10/2008,3.036796789965246,1.31
11/10/2008,2.819995641708374,1.31
11/11/2008,2.85164529019934,1.31
11/11/2008,2.755113363265991,1.31
11/12/2008,2.72188224659253,1.31
11/12/2008,2.72029972076416,1.31
11/13/2008,2.7155506645742493,1.31
11/13/2008,2.9956512451171875,1.31
11/14/2008,2.9276051586621428,1.31
11/14/2008,2.88804292678833,1.31
11/17/2008,2.846896608286152,1.31
11/17/2008,2.88171124458313,1.31
11/18/2008,2.907031560342376,1.31
11/18/2008,2.9861559867858887,1.31
11/19/2008,3.006727921985707,1.31
11/19/2008,2.831071615219116,1.31
11/20/2008,2.805751007938672,1.31
11/20/2008,2.6728219985961914,1.31
11/21/2008,2.7424526553165216,1.31
11/21/2008,2.7756850719451904,1.31
11/24/2008,2.78201522083755,1.31
11/24/2008,2.9276041984558105,1.31
11/25/2008,3.003564242942219,1.31
11/25/2008,3.055786371231079,1.31
11/26/2008,3.0526204468976905,1.31
11/26/2008,3.117502450942993,1.31
11/28/2008,3.163392702157413,1.31
11/28/2008,3.15548038482666,1.31
12/01/2008,3.0652806724684303,1.31
12/01/2008,2.918109178543091,1.31
12/02/2008,3.019387628537307,1.31
12/02/2008,3.1538991928100586,1.31
12/03/2008,3.0731923701030412,1.31
12/03/2008,3.158646583557129,1.31
12/04/2008,3.122250083201628,1.31
12/04/2008,3.0684454441070557,1.31
12/05/2008,3.0067264326888408,1.31
12/05/2008,3.1016757488250732,1.31
12/08/2008,3.153900017420619,1.31
12/08/2008,3.141240119934082,1.31
12/09/2008,3.1570657435499716,1.31
12/09/2008,3.025719165802002,1.31
12/10/2008,3.0510367252694692,1.31
12/10/2008,3.027299165725708,1.31
12/11/2008,2.989321368270099,1.31
12/11/2008,2.837402582168579,1.31
12/12/2008,2.755114148176718,1.31
12/12/2008,2.900703191757202,1.31
12/15/2008,2.9117794501346403,1.31
12/15/2008,2.837402582168579,1.31
12/16/2008,2.8643041552167947,1.31
12/16/2008,3.03363037109375,1.31
12/17/2008,3.0589501064482625,1.31
12/17/2008,3.0288827419281006,1.31
12/18/2008,3.07952258780007,1.31
12/18/2008,3.0542027950286865,1.31
12/19/2008,3.0462906628847124,1.31
12/19/2008,3.1649773120880127,1.31
12/22/2008,3.2915762319858306,1.31
12/22/2008,3.361205816268921,1.31
12/23/2008,3.40235095884621,1.31
12/23/2008,3.3849434852600098,1.31
12/24/2008,3.4340000296681676,1.31
12/24/2008,3.473562240600586,1.31
12/26/2008,3.55901635216481,1.31
12/26/2008,3.418174982070923,1.31
12/29/2008,3.4751458273876423,2.51
12/29/2008,3.4583899974823,2.51
12/30/2008,3.101493574347366,2.51
12/30/2008,3.491903066635132,2.51
12/31/2008,3.5555729425145817,2.51
12/31/2008,3.579031229019165,2.51
01/02/2009,3.4751441429470598,2.51
01/02/2009,3.5086557865142822,2.51
01/05/2009,3.518710129295636,2.51
01/05/2009,3.535465955734253,2.51
01/06/2009,3.560599298219037,2.51
01/06/2009,3.5505459308624268,2.51
01/07/2009,3.5438428093180874,2.51
01/07/2009,3.5404915809631348,2.51
01/08/2009,3.543842798098919,2.51
01/08/2009,3.5589230060577393,2.51
01/09/2009,3.5589241588709646,2.51
01/09/2009,3.4902255535125732,2.51
01/12/2009,3.5254130281733014,2.51
01/12/2009,3.4516875743865967,2.51
01/13/2009,3.434932218416792,2.51
01/13/2009,3.5254135131835938,2.51
01/14/2009,3.518709185362258,2.51
01/14/2009,3.501953363418579,2.51
01/15/2009,3.505306758394565,2.51
01/15/2009,3.4986042976379395,2.51
01/16/2009,3.5019537989682368,2.51
01/16/2009,3.446659803390503,2.51
01/20/2009,3.436607543157691,2.51
01/20/2009,3.32769513130188,2.51
01/21/2009,3.4851979320643394,2.51
01/21/2009,3.4232017993927,2.51
01/22/2009,3.4315802546883427,2.51
01/22/2009,3.3494770526885986,2.51
01/23/2009,3.30926275904244,2.51
01/23/2009,3.339423179626465,2.51
01/26/2009,3.414824447432954,2.51
01/26/2009,3.376286268234253,2.51
01/27/2009,3.451686604012057,2.51
01/27/2009,3.4232017993927,2.51
01/28/2009,3.4935772167894887,2.51
01/28/2009,3.4684436321258545,2.51
01/29/2009,3.4969281977371676,2.51
01/29/2009,3.3796377182006836,2.51
01/30/2009,3.434929780834372,2.51
01/30/2009,3.347799777984619,2.51
02/02/2009,3.3008862122996985,2.51
02/02/2009,3.334397554397583,2.51
02/03/2009,3.3963919250739334,2.51
02/03/2009,3.401418447494507,2.51
02/04/2009,3.3846640499334333,2.51
02/04/2009,3.324343204498291,2.51
02/05/2009,3.026091091587746,2.51
02/05/2009,2.9825260639190674,2.51
02/06/2009,2.9825247522952063,2.51
02/06/2009,2.908799648284912,2.51
02/09/2009,2.9087994273950764,2.51
02/09/2009,2.8886923789978027,2.51
02/10/2009,2.890369887154585,2.51
02/10/2009,2.8183200359344482,2.51
02/11/2009,2.825022254440495,2.51
02/11/2009,2.848480224609375,2.51
02/12/2009,2.8401024985363557,2.51
02/12/2009,2.8283731937408447,2.51
02/13/2009,2.843453408887053,2.51
02/13/2009,2.8283731937408447,2.51
02/17/2009,2.7646999377087833,2.51
02/17/2009,2.7479441165924072,2.51
02/18/2009,2.793186203996464,2.51
02/18/2009,2.71610951423645,2.51
02/19/2009,2.7144334402859167,2.51
02/19/2009,2.665841579437256,2.51
02/20/2009,2.6373573486746724,2.51
02/20/2009,2.6758956909179688,2.51
02/23/2009,2.752970621116649,2.51
02/23/2009,2.6675162315368652,2.51
02/24/2009,2.6708685432240094,2.51
02/24/2009,2.82669734954834,2.51
02/25/2009,2.85853277226731,2.51
02/25/2009,2.7278380393981934,2.51
02/26/2009,2.747944385418916,2.51
02/26/2009,2.757997751235962,2.51
02/27/2009,2.7311879773692898,2.51
02/27/2009,2.697676658630371,2.51
03/02/2009,2.689298351852072,2.51
03/02/2009,2.560279130935669,2.51
03/03/2009,2.588765694295345,2.51
03/03/2009,2.515040397644043,2.51
03/04/2009,2.52509448454784,2.51
03/04/2009,2.5720107555389404,2.51
03/05/2009,2.5552535932197835,2.51
03/05/2009,2.506661891937256,2.51
03/06/2009,2.510013322001929,2.51
03/06/2009,2.4681239128112793,2.51
03/09/2009,2.463097230423424,2.51
03/09/2009,2.513364553451538,2.51
03/10/2009,2.538499116802212,2.51
03/10/2009,2.7228126525878906,2.51
03/11/2009,2.7512960400556157,2.51
03/11/2009,2.7831320762634277,2.51
03/12/2009,2.7647018527191403,2.51
03/12/2009,2.763026237487793,2.51
03/13/2009,2.79318557164989,2.51
03/13/2009,2.9289071559906006,2.51
03/16/2009,2.9473395498547816,2.51
03/16/2009,2.91550350189209,2.51
03/17/2009,2.923881089799449,2.51
03/17/2009,2.9322588443756104,2.51
03/18/2009,2.9356094075426205,2.51
03/18/2009,2.95404052734375,2.51
03/19/2009,3.081384742208359,2.51
03/19/2009,2.8199949264526367,2.51
03/20/2009,2.8300501926820383,2.51
03/20/2009,2.7412447929382324,2.51
03/23/2009,2.811617876557128,2.51
03/23/2009,2.8216712474823,2.51
03/24/2009,2.8769633556699774,2.51
03/24/2009,2.814966917037964,2.51
03/25/2009,2.858533884752169,2.51
03/25/2009,2.9121522903442383,2.51
03/26/2009,2.9322595530649487,2.51
03/26/2009,2.9909048080444336,2.51
03/27/2009,2.985875325545261,2.51
03/27/2009,2.9607417583465576,2.51
03/30/2009,2.9590680860043834,2.51
03/30/2009,2.984201669692993,2.51
03/31/2009,3.052824312057945,3.36
03/31/2009,3.0105950832366943,3.36
04/01/2009,3.0088358004413682,3.36
04/01/2009,2.977163791656494,3.36
04/02/2009,3.058102206816095,3.36
04/02/2009,3.0123541355133057,3.36
04/03/2009,3.0281906127929688,3.36
04/03/2009,3.0281906127929688,3.36
04/06/2009,2.9771634845668418,3.36
04/06/2009,3.0105950832366943,3.36
04/07/2009,2.9947586226148717,3.36
04/07/2009,2.987720251083374,3.36
04/08/2009,3.0264293792325794,3.36
04/08/2009,3.0141122341156006,3.36
04/09/2009,3.026430018421161,3.36
04/09/2009,3.0229108333587646,3.36
04/13/2009,3.022911800938793,3.36
04/13/2009,3.0475454330444336,3.36
04/14/2009,3.026428859726789,3.36
04/14/2009,2.973642110824585,3.36
04/15/2009,2.9683652289956473,3.36
04/15/2009,3.017632484436035,3.36
04/16/2009,3.0352285675472754,3.36
04/16/2009,3.0739386081695557,3.36
04/17/2009,3.084496387845755,3.36
04/17/2009,3.080977201461792,3.36
04/20/2009,3.0193927133880925,3.36
04/20/2009,3.0105950832366943,3.36
04/21/2009,3.0176330010224914,3.36
04/21/2009,3.0862557888031006,3.36
04/22/2009,2.9929993895499156,3.36
04/22/2009,3.0475454330444336,3.36
04/23/2009,3.0422660764812575,3.36
04/23/2009,3.0053153038024902,3.36
04/24/2009,3.0053162110096534,3.36
04/24/2009,3.000037431716919,3.36
04/27/2009,3.0176325784131564,3.36
04/27/2009,3.0123541355133057,3.36
04/28/2009,2.9736437191298934,3.36
04/28/2009,3.0387473106384277,3.36
04/29/2009,3.077457601457708,3.36
04/29/2009,3.110889196395874,3.36
04/30/2009,3.339627929758911,3.36
04/30/2009,3.2991583347320557,3.36
05/01/2009,3.3220352329766207,3.36
05/01/2009,3.2358171939849854,3.36
05/04/2009,3.281565491517703,3.36
05/04/2009,3.279805898666382,3.36
05/05/2009,3.255173035397178,3.36
05/05/2009,3.237577438354492,3.36
05/06/2009,3.2727676549597633,3.36
05/06/2009,3.2762868404388428,3.36
05/07/2009,3.2991605993052953,3.36
05/07/2009,3.248133420944214,3.36
05/08/2009,3.2657291749927526,3.36
05/08/2009,3.2886035442352295,3.36
05/11/2009,3.2551716675424514,3.36
05/11/2009,3.267488479614258,3.36
05/12/2009,3.307957397080794,3.36
05/12/2009,3.314995765686035,3.36
05/13/2009,3.2745283476650364,3.36
05/13/2009,3.265730381011963,3.36
05/14/2009,3.2657288344570485,3.36
05/14/2009,3.316756010055542,3.36
05/15/2009,3.334351599420814,3.36
05/15/2009,3.316756010055542,3.36
05/18/2009,3.3413893688943976,3.36
05/18/2009,3.3906569480895996,3.36
05/19/2009,3.40473424568015,3.36
05/19/2009,3.4082534313201904,3.36
05/20/2009,3.4364070554315327,3.36
05/20/2009,3.367784261703491,3.36
05/21/2009,3.357226025532979,3.36
05/21/2009,3.385378837585449,3.36
05/22/2009,3.3924164085821147,3.36
05/22/2009,3.378340005874634,3.36
05/26/2009,3.3554666884806794,3.36
05/26/2009,3.4733567237854004,3.36
05/27/2009,3.4698364905860033,3.36
05/27/2009,3.380099296569824,3.36
05/28/2009,3.4205712317581405,3.36
05/28/2009,3.425849676132202,3.36
05/29/2009,3.431127839667006,3.36
05/29/2009,3.341390609741211,3.36
06/01/2009,3.4311265654956977,3.36
06/01/2009,3.3906569480895996,3.36
06/02/2009,3.3607446607592504,3.36
06/02/2009,3.508547067642212,3.36
06/03/2009,3.5015108585357666,3.36
06/03/2009,3.5015108585357666,3.36
06/04/2009,3.519106327996684,3.36
06/04/2009,3.561335563659668,3.36
06/05/2009,3.573651119104483,3.36
06/05/2009,3.4997498989105225,3.36
06/08/2009,3.5191050842685643,3.36
06/08/2009,3.4997498989105225,3.36
06/09/2009,3.6299561381233887,3.36
06/09/2009,3.5824484825134277,3.36
06/10/2009,3.6352350521627916,3.36
06/10/2009,3.4487226009368896,3.36
06/11/2009,3.4803954844347937,3.36
06/11/2009,3.3625054359436035,3.36
06/12/2009,3.3572245359645683,3.36
06/12/2009,3.3713009357452393,3.36
06/15/2009,3.371303978850281,3.36
06/15/2009,3.3976972103118896,3.36
06/16/2009,3.4117728346064418,3.36
06/16/2009,3.4469640254974365,3.36
06/17/2009,3.47687687091464,3.36
06/17/2009,3.513827323913574,3.36
06/18/2009,3.5630937759112604,3.36
06/18/2009,3.598284959793091,3.36
06/19/2009,3.651071056141736,3.36
06/19/2009,3.658109426498413,3.36
06/22/2009,3.65283053080152,3.36
06/22/2009,3.622918128967285,3.36
06/23/2009,3.871015503429396,3.36
06/23/2009,3.8974087238311768,3.36
06/24/2009,3.9413968289079144,3.36
06/24/2009,3.960752010345459,3.36
06/25/2009,4.00474014241829,3.36
06/25/2009,4.15430212020874,3.36
06/26/2009,4.161341150691398,3.36
06/26/2009,4.203570365905762,3.36
06/29/2009,4.229963656446719,3.36
06/29/2009,4.17893648147583,3.36
06/30/2009,4.137618407002631,4.550000000000001
06/30/2009,4.31416654586792,4.550000000000001
07/01/2009,4.178938058402829,4.550000000000001
07/01/2009,4.190207004547119,4.550000000000001
07/02/2009,4.173303546302412,4.550000000000001
07/02/2009,4.165791034698486,4.550000000000001
07/06/2009,4.086907320115284,4.550000000000001
07/06/2009,4.2052321434021,4.550000000000001
07/07/2009,4.2052334874045405,4.550000000000001
07/07/2009,4.257822513580322,4.550000000000001
07/08/2009,4.272845745439782,4.550000000000001
07/08/2009,4.092541217803955,4.550000000000001
07/09/2009,4.103809783312615,4.550000000000001
07/09/2009,4.041830062866211,4.550000000000001
07/10/2009,4.0437088137903805,4.550000000000001
07/10/2009,4.109444618225098,4.550000000000001
07/13/2009,4.156398471414461,4.550000000000001
07/13/2009,4.308530807495117,4.550000000000001
07/14/2009,4.128226326324333,4.550000000000001
07/14/2009,4.039952278137207,4.550000000000001
07/15/2009,4.083149427166514,4.550000000000001
07/15/2009,4.1376166343688965,4.550000000000001
07/16/2009,4.15639985930763,4.550000000000001
07/16/2009,4.162034511566162,4.550000000000001
07/17/2009,4.148886009100799,4.550000000000001
07/17/2009,4.135738849639893,4.550000000000001
07/20/2009,4.131982334285933,4.550000000000001
07/20/2009,4.222134590148926,4.550000000000001
07/21/2009,4.235284257152578,4.550000000000001
07/21/2009,4.257822513580322,4.550000000000001
07/22/2009,4.255942827291518,4.550000000000001
07/22/2009,4.402440547943115,4.550000000000001
07/23/2009,4.282237227921543,4.550000000000001
07/23/2009,4.466298580169678,4.550000000000001
07/24/2009,4.466297881730851,4.550000000000001
07/24/2009,4.396805286407471,4.550000000000001
07/27/2009,4.500105386174301,4.550000000000001
07/27/2009,4.470054626464844,4.550000000000001
07/28/2009,4.428735090469938,4.550000000000001
07/28/2009,4.507618427276611,4.550000000000001
07/29/2009,4.507618280111748,4.550000000000001
07/29/2009,4.496349334716797,4.550000000000001
07/30/2009,4.695437667271138,4.550000000000001
07/30/2009,4.500107288360596,4.550000000000001
07/31/2009,4.545182267033036,4.550000000000001
07/31/2009,4.278481483459473,4.550000000000001
08/03/2009,4.3817800139289,4.550000000000001
08/03/2009,4.376145362854004,4.550000000000001
08/04/2009,4.389292352105465,4.550000000000001
08/04/2009,4.488835334777832,4.550000000000001
08/05/2009,4.4888357948175,4.550000000000001
08/05/2009,4.5433030128479,4.550000000000001
08/06/2009,4.582744953598366,4.550000000000001
08/06/2009,4.486958026885986,4.550000000000001
08/07/2009,4.550817035087743,4.550000000000001
08/07/2009,4.612796783447266,4.550000000000001
08/10/2009,4.637213254208115,4.550000000000001
08/10/2009,4.612796783447266,4.550000000000001
08/11/2009,4.3705121545139995,4.550000000000001
08/11/2009,4.381781101226807,4.550000000000001
08/12/2009,4.38553644797883,4.550000000000001
08/12/2009,4.376145362854004,4.550000000000001
08/13/2009,4.394927412799436,4.550000000000001
08/13/2009,4.391170978546143,4.550000000000001
08/14/2009,4.391170590919611,4.550000000000001
08/14/2009,4.394927024841309,4.550000000000001
08/17/2009,4.387414665003796,4.550000000000001
08/17/2009,4.376145362854004,4.550000000000001
08/18/2009,4.3761447228907455,4.550000000000001
08/18/2009,4.389292240142822,4.550000000000001
08/19/2009,4.3761479208131355,4.550000000000001
08/19/2009,4.383660793304443,4.550000000000001
08/20/2009,4.406197406018735,4.550000000000001
08/20/2009,4.603405952453613,4.550000000000001
08/21/2009,4.676655526525211,4.550000000000001
08/21/2009,4.655995845794678,4.550000000000001
08/24/2009,4.697312742342747,4.550000000000001
08/24/2009,4.693556308746338,4.550000000000001
08/25/2009,4.714218038811363,4.550000000000001
08/25/2009,4.856959342956543,4.550000000000001
08/26/2009,4.87761859251223,4.550000000000001
08/26/2009,4.894522190093994,4.550000000000001
08/27/2009,4.88513146176338,4.550000000000001
08/27/2009,4.894522190093994,4.550000000000001
08/28/2009,4.778075389509627,4.550000000000001
08/28/2009,4.734877109527588,4.550000000000001
08/31/2009,4.6954361107926665,4.550000000000001
08/31/2009,4.674776077270508,4.550000000000001
09/01/2009,4.627820777435674,4.550000000000001
09/01/2009,4.584622859954834,4.550000000000001
09/02/2009,4.567719114783587,4.550000000000001
09/02/2009,4.633455276489258,4.550000000000001
09/03/2009,4.687921838010326,4.550000000000001
09/03/2009,4.7311201095581055,4.550000000000001
09/04/2009,4.7499021587596815,4.550000000000001
09/04/2009,4.776196479797363,4.550000000000001
09/08/2009,4.845687720644868,4.550000000000001
09/08/2009,4.864469528198242,4.550000000000001
09/09/2009,4.845689186557868,4.550000000000001
09/09/2009,4.896399974822998,4.550000000000001
09/10/2009,4.879497854561223,4.550000000000001
09/10/2009,4.990310192108154,4.550000000000001
09/11/2009,5.009089418603365,4.550000000000001
09/11/2009,5.091729164123535,4.550000000000001
09/14/2009,5.072950952288402,4.550000000000001
09/14/2009,5.108636379241943,4.550000000000001
09/15/2009,5.164978206083957,4.550000000000001
09/15/2009,5.172491073608398,4.550000000000001
09/16/2009,5.226956512145176,4.550000000000001
09/16/2009,5.262641906738281,4.550000000000001
09/17/2009,5.279548911855009,4.550000000000001
09/17/2009,5.326503276824951,4.550000000000001
09/18/2009,5.365940188014932,4.550000000000001
09/18/2009,5.345280170440674,4.550000000000001
09/21/2009,5.409139486973841,4.550000000000001
09/21/2009,5.482388496398926,4.550000000000001
09/22/2009,5.555639882911936,4.550000000000001
09/22/2009,5.596959590911865,4.550000000000001
09/23/2009,5.681476652769512,4.550000000000001
09/23/2009,5.859903335571289,4.550000000000001
09/24/2009,5.765994284204691,4.550000000000001
09/24/2009,5.604471206665039,4.550000000000001
09/25/2009,5.606352301644399,4.550000000000001
09/25/2009,5.574423313140869,4.550000000000001
09/28/2009,5.634522278347194,4.550000000000001
