ORC,"Orchid Island Capital, Inc.",
Date,Price,Annualized Dividend
02/14/2013,4.023816806355788,0.0
02/14/2013,4.078937530517578,0.0
02/15/2013,4.0513770370185105,0.0
02/15/2013,4.078937530517578,0.0
02/19/2013,4.1037406089560395,0.0
02/19/2013,4.065155982971191,0.0
02/20/2013,4.078937530517578,0.0
02/20/2013,4.078937530517578,0.0
02/21/2013,4.051375247396975,0.0
02/21/2013,4.062399387359619,0.0
02/22/2013,4.040351107434331,0.0
02/22/2013,4.062399387359619,0.0
02/25/2013,4.051375549492478,0.0
02/25/2013,4.043107509613037,0.0
02/26/2013,4.026569567005073,0.0
02/26/2013,4.048617839813232,0.0
02/27/2013,4.06239807046116,0.0
02/27/2013,4.023813724517822,0.0
02/28/2013,4.0513753659733664,0.0
02/28/2013,3.9934985637664795,0.0
03/01/2013,4.010035656243778,0.0
03/01/2013,3.9686949253082275,0.0
03/04/2013,3.965938344471347,0.0
03/04/2013,3.9934985637664795,0.0
03/05/2013,3.941134700854147,0.0
03/05/2013,3.9686949253082275,0.0
03/06/2013,3.9576699463367944,0.0
03/06/2013,3.9824743270874023,0.0
03/07/2013,3.9549149444993303,0.0
03/07/2013,3.9686949253082275,0.0
03/08/2013,3.9907410579827793,0.0
03/08/2013,4.048617839813232,0.0
03/11/2013,4.048618917423328,0.0
03/11/2013,4.010034561157227,0.0
03/12/2013,3.982475168953411,0.0
03/12/2013,3.9686949253082275,0.0
03/13/2013,3.996253490447998,0.0
03/13/2013,3.996253490447998,0.0
03/14/2013,3.9962543212752415,0.0
03/14/2013,4.010034561157227,0.0
03/15/2013,3.971450291096421,0.0
03/15/2013,3.8860132694244385,0.0
03/18/2013,3.899791955382968,0.0
03/18/2013,3.9273524284362793,0.0
03/19/2013,3.9549149497403344,0.0
03/19/2013,3.91357421875,0.0
03/20/2013,3.9411355154541856,0.0
03/20/2013,3.954915761947632,0.0
03/21/2013,3.9785629693286966,0.135
03/21/2013,3.947958469390869,0.135
03/22/2013,3.956303634631228,0.135
03/22/2013,3.845015048980713,0.135
03/25/2013,3.959086065334274,0.135
03/25/2013,3.8171935081481934,0.135
03/26/2013,3.934048013258001,0.135
03/26/2013,3.8923146724700928,0.135
03/27/2013,3.895096585515526,0.135
03/27/2013,3.853363513946533,0.135
03/28/2013,3.817195015835159,0.135
03/28/2013,3.8895323276519775,0.135
04/01/2013,3.8811847465480107,0.135
04/01/2013,3.8784024715423584,0.135
04/02/2013,3.867273844501743,0.135
04/02/2013,3.8338873386383057,0.135
04/03/2013,3.8366704029445144,0.135
04/03/2013,3.8283238410949707,0.135
04/04/2013,3.839451383048473,0.135
04/04/2013,3.842233657836914,0.135
04/05/2013,3.839451654164103,0.135
04/05/2013,3.886749267578125,0.135
04/08/2013,3.886750691840888,0.135
04/08/2013,3.797719717025757,0.135
04/09/2013,3.7977184216064104,0.135
04/09/2013,3.8199760913848877,0.135
04/10/2013,3.8199759946021046,0.135
04/10/2013,3.886749267578125,0.135
04/11/2013,3.8700562885472265,0.135
04/11/2013,3.883967399597168,0.135
04/12/2013,3.8477994568203893,0.135
04/12/2013,3.7921552658081055,0.135
04/15/2013,3.808848019770634,0.135
04/15/2013,3.769897222518921,0.135
04/16/2013,3.8116293329535136,0.135
04/16/2013,3.761549711227417,0.135
04/17/2013,3.7587667059405567,0.135
04/17/2013,3.7086868286132812,0.135
04/18/2013,3.7309467104564766,0.135
04/18/2013,3.7281644344329834,0.135
04/19/2013,3.7420733531080526,0.135
04/19/2013,3.675300359725952,0.135
04/22/2013,3.70034071741777,0.135
04/22/2013,3.7253806591033936,0.135
04/23/2013,3.7267865385877785,0.27
04/23/2013,3.7183547019958496,0.27
04/24/2013,3.7380312229581123,0.27
04/24/2013,3.7155468463897705,0.27
04/25/2013,3.709923162955145,0.27
04/25/2013,3.7071125507354736,0.27
04/26/2013,3.709924086330054,0.27
04/26/2013,3.7127346992492676,0.27
04/29/2013,3.7801880836486816,0.27
04/29/2013,3.7801880836486816,0.27
04/30/2013,3.76613450050354,0.27
04/30/2013,3.76613450050354,0.27
05/01/2013,3.7942393688301173,0.27
05/01/2013,3.7605128288269043,0.27
05/02/2013,3.7942393688301173,0.27
05/02/2013,3.7605128288269043,0.27
05/03/2013,3.7914287751919313,0.27
05/03/2013,3.7970499992370605,0.27
05/06/2013,3.8167245603418403,0.27
05/06/2013,3.76332426071167,0.27
05/07/2013,3.802671223651472,0.27
05/07/2013,3.7858080863952637,0.27
05/08/2013,3.752080283544116,0.27
05/08/2013,3.771754026412964,0.27
05/09/2013,3.7942406371949753,0.27
05/09/2013,3.738029718399048,0.27
05/10/2013,3.760513617016615,0.27
05/10/2013,3.774566411972046,0.27
05/13/2013,3.808293674971904,0.27
05/13/2013,3.7436509132385254,0.27
05/14/2013,3.7464609154924067,0.27
05/14/2013,3.740839958190918,0.27
05/15/2013,3.740839979094524,0.27
05/15/2013,3.698681592941284,0.27
05/16/2013,3.723976921691365,0.27
05/16/2013,3.738029718399048,0.27
05/17/2013,3.738027308960871,0.27
05/17/2013,3.749269485473633,0.27
05/20/2013,3.780186861953372,0.27
05/20/2013,3.7858080863952637,0.27
05/21/2013,3.797050116038595,0.27
05/21/2013,3.757702350616455,0.27
05/22/2013,3.7689454402631615,0.27
05/22/2013,3.853261947631836,0.27
05/23/2013,3.837651127249092,0.405
05/23/2013,3.817781448364258,0.405
05/24/2013,3.8177804465687712,0.405
05/24/2013,3.814941883087158,0.405
05/28/2013,3.874549957286851,0.405
05/28/2013,3.650308609008789,0.405
05/29/2013,3.9426742136989454,0.405
05/29/2013,3.6190853118896484,0.405
05/30/2013,3.5907009883381664,0.405
05/30/2013,3.5367696285247803,0.405
05/31/2013,3.5679923948332513,0.405
05/31/2013,3.409036636352539,0.405
06/03/2013,3.4260676251578928,0.405
06/03/2013,3.440260171890259,0.405
06/04/2013,3.420388740203781,0.405
06/04/2013,3.352264881134033,0.405
06/05/2013,3.386328688682239,0.405
06/05/2013,3.349428176879883,0.405
06/06/2013,3.363620662985164,0.405
06/06/2013,3.4913530349731445,0.405
06/07/2013,3.494191611384381,0.405
06/07/2013,3.47999906539917,0.405
06/10/2013,3.4941916073924384,0.405
06/10/2013,3.5282535552978516,0.405
06/11/2013,3.5197368941149976,0.405
06/11/2013,3.5509605407714844,0.405
06/12/2013,3.576508304914373,0.405
06/12/2013,3.516899824142456,0.405
06/13/2013,3.5197385183016037,0.405
06/13/2013,3.5736701488494873,0.405
06/14/2013,3.576507257074008,0.405
06/14/2013,3.488513708114624,0.405
06/17/2013,3.519736747901849,0.405
06/17/2013,3.5424447059631348,0.405
06/18/2013,3.570831873665898,0.405
06/18/2013,3.4289069175720215,0.405
06/19/2013,3.448775291442871,0.405
06/19/2013,3.448775291442871,0.405
06/20/2013,3.4345823313809523,0.405
06/20/2013,3.306849718093872,0.405
06/21/2013,3.3140303213650957,0.54
06/21/2013,3.40018367767334,0.54
06/24/2013,3.3886955042641596,0.54
06/24/2013,3.2106454372406006,0.54
06/25/2013,3.216390553762895,0.54
06/25/2013,3.1934163570404053,0.54
06/26/2013,3.1905435712060486,0.54
06/26/2013,3.2766969203948975,0.54
06/27/2013,3.2680823238794465,0.54
06/27/2013,3.262338638305664,0.54
06/28/2013,3.268079770343402,0.54
06/28/2013,3.2422337532043457,0.54
07/01/2013,3.2565941432494006,0.54
07/01/2013,3.2163891792297363,0.54
07/02/2013,3.2307488934883573,0.54
07/02/2013,3.2393641471862793,0.54
07/03/2013,3.23936325204034,0.54
07/03/2013,3.2451069355010986,0.54
07/05/2013,3.2565935096590573,0.54
07/05/2013,3.2135167121887207,0.54
07/08/2013,3.2163894293526174,0.54
07/08/2013,3.107261896133423,0.54
07/09/2013,3.1043903305727136,0.54
07/09/2013,2.9722886085510254,0.54
07/10/2013,3.0153647436917064,0.54
07/10/2013,3.1302356719970703,0.54
07/11/2013,3.161825446822797,0.54
07/11/2013,3.362849712371826,0.54
07/12/2013,3.3772104854579355,0.54
07/12/2013,3.440389394760132,0.54
07/15/2013,3.4547467469781843,0.54
07/15/2013,3.595463991165161,0.54
07/16/2013,3.6155671796118494,0.54
07/16/2013,3.566746950149536,0.54
07/17/2013,3.5983358225888806,0.54
07/17/2013,3.5121824741363525,0.54
07/18/2013,3.50356591355972,0.54
07/18/2013,3.5753602981567383,0.54
07/19/2013,3.6040801737006043,0.54
07/19/2013,3.555259943008423,0.54
07/22/2013,3.5552588992455574,0.54
07/22/2013,3.5581307411193848,0.54
07/23/2013,3.585711785959063,0.675
07/23/2013,3.565387725830078,0.675
07/24/2013,3.5944225414880724,0.675
07/24/2013,3.3998939990997314,0.675
07/25/2013,3.4202182392183453,0.675
07/25/2013,3.411508083343506,0.675
07/26/2013,3.4115079798309003,0.675
07/26/2013,3.3592464923858643,0.675
07/29/2013,3.3592471239777333,0.675
07/29/2013,3.39408802986145,0.675
07/30/2013,3.4027993889977304,0.675
07/30/2013,3.405702590942383,0.675
07/31/2013,3.408605121887191,0.675
07/31/2013,3.295372247695923,0.675
08/01/2013,3.260531193544112,0.675
08/01/2013,3.246014356613159,0.675
08/02/2013,3.243110160584362,0.675
08/02/2013,3.260530471801758,0.675
08/05/2013,3.2518211930253362,0.675
08/05/2013,3.2866621017456055,0.675
08/06/2013,3.396992948751205,0.675
08/06/2013,3.3098905086517334,0.675
08/07/2013,3.3360185413578534,0.675
08/07/2013,3.237302541732788,0.675
08/08/2013,3.2402069568634033,0.675
08/08/2013,3.2402069568634033,0.675
08/09/2013,3.4202187571091396,0.675
08/09/2013,3.295372247695923,0.675
08/12/2013,3.3331165963150053,0.675
08/12/2013,3.2140767574310303,0.675
08/13/2013,3.2082690445107196,0.675
08/13/2013,3.243109941482544,0.675
08/14/2013,3.2431104346085813,0.675
08/14/2013,3.2402069568634033,0.675
08/15/2013,3.237303215199923,0.675
08/15/2013,3.2518203258514404,0.675
08/16/2013,3.3098884915666553,0.675
08/16/2013,3.2518203258514404,0.675
08/19/2013,3.2518196493642617,0.675
08/19/2013,3.237302541732788,0.675
08/20/2013,3.2895649234219224,0.675
08/20/2013,3.1647181510925293,0.675
08/21/2013,3.164718529022392,0.675
08/21/2013,3.1066503524780273,0.675
08/22/2013,3.1375274542792018,0.81
08/22/2013,3.1198842525482178,0.81
08/23/2013,3.1228238091949945,0.81
08/23/2013,3.175753116607666,0.81
08/26/2013,3.2051555183736378,0.81
08/26/2013,3.23456072807312,0.81
08/27/2013,3.296311444098943,0.81
08/27/2013,3.23456072807312,0.81
08/28/2013,3.213978929446478,0.81
08/28/2013,3.1698710918426514,0.81
08/29/2013,3.1375274542792018,0.81
08/29/2013,3.1198842525482178,0.81
08/30/2013,3.1463471127521516,0.81
08/30/2013,3.1169421672821045,0.81
09/03/2013,3.122823536871991,0.81
09/03/2013,3.0346081256866455,0.81
09/04/2013,3.105179991016906,0.81
09/04/2013,3.014024019241333,0.81
09/05/2013,2.9993220131800853,0.81
09/05/2013,3.002262592315674,0.81
09/06/2013,3.0110835048241724,0.81
09/06/2013,3.114001512527466,0.81
09/09/2013,3.1375257441485487,0.81
09/09/2013,3.1110610961914062,0.81
09/10/2013,3.1081204312549744,0.81
09/10/2013,3.1169421672821045,0.81
09/11/2013,3.146346992642576,0.81
09/11/2013,3.202216863632202,0.81
09/12/2013,3.213979255058753,0.81
09/12/2013,3.205157518386841,0.81
09/13/2013,3.2316218625959934,0.81
09/13/2013,3.187514305114746,0.81
09/16/2013,3.21986013241099,0.81
09/16/2013,3.205157518386841,0.81
09/17/2013,3.308075528146187,0.81
09/17/2013,3.287492036819458,0.81
09/18/2013,3.3757070550683275,0.81
09/18/2013,3.349242687225342,0.81
09/19/2013,3.35218197058389,0.81
09/19/2013,3.322777032852173,0.81
09/20/2013,3.3286597736518537,0.81
09/20/2013,3.2639687061309814,0.81
09/23/2013,3.3339196337508,0.9450000000000001
09/23/2013,3.3190360069274902,0.9450000000000001
09/24/2013,3.3339196337508,0.9450000000000001
09/24/2013,3.3190360069274902,0.9450000000000001
09/25/2013,3.2743860212384295,0.9450000000000001
09/25/2013,3.345827102661133,0.9450000000000001
09/26/2013,3.3190360069274902,0.9450000000000001
09/26/2013,3.3190360069274902,0.9450000000000001
09/27/2013,3.313082726527108,0.9450000000000001
09/27/2013,3.3190360069274902,0.9450000000000001
09/30/2013,3.3368972863765887,0.9450000000000001
09/30/2013,3.265456199645996,0.9450000000000001
10/01/2013,3.2475944782935007,0.9450000000000001
10/01/2013,3.3368959426879883,0.9450000000000001
10/02/2013,3.3368959426879883,0.9450000000000001
10/02/2013,3.3368959426879883,0.9450000000000001
10/03/2013,3.262479596924929,0.9450000000000001
10/03/2013,3.327967405319214,0.9450000000000001
10/04/2013,3.378570308783264,0.9450000000000001
10/04/2013,3.3428494930267334,0.9450000000000001
10/07/2013,3.319036656406271,0.9450000000000001
10/07/2013,3.369640827178955,0.9450000000000001
10/08/2013,3.348803079804107,0.9450000000000001
10/08/2013,3.372616767883301,0.9450000000000001
10/09/2013,3.378572040378789,0.9450000000000001
10/09/2013,3.408339023590088,0.9450000000000001
10/10/2013,3.435129672074502,0.9450000000000001
10/10/2013,3.488710641860962,0.9450000000000001
10/11/2013,3.4857321137234245,0.9450000000000001
10/11/2013,3.5095458030700684,0.9450000000000001
10/14/2013,3.512522053395329,0.9450000000000001
10/14/2013,3.5422890186309814,0.9450000000000001
10/15/2013,3.5720586944890274,0.9450000000000001
10/15/2013,3.6137328147888184,0.9450000000000001
10/16/2013,3.6018261341025513,0.9450000000000001
10/16/2013,3.65838360786438,0.9450000000000001
10/17/2013,3.6583823633781907,0.9450000000000001
10/17/2013,3.703032970428467,0.9450000000000001
10/18/2013,3.720893875989322,0.9450000000000001
10/18/2013,3.714940309524536,0.9450000000000001
10/21/2013,3.7030331915355195,0.9450000000000001
10/21/2013,3.7268471717834473,0.9450000000000001
10/22/2013,3.732798889250234,0.9450000000000001
10/22/2013,3.7119619846343994,0.9450000000000001
10/23/2013,3.7917099088170256,1.08
10/23/2013,3.7676355838775635,1.08
10/24/2013,3.767633520933159,1.08
10/24/2013,3.7616147994995117,1.08
10/25/2013,3.734533171844359,1.08
10/25/2013,3.7676355838775635,1.08
10/28/2013,3.767635469738418,1.08
10/28/2013,3.6683285236358643,1.08
10/29/2013,3.6352247715302184,1.08
10/29/2013,3.520871639251709,1.08
10/30/2013,3.617171911636857,1.08
10/30/2013,3.5840694904327393,1.08
10/31/2013,3.5599938896731578,1.08
10/31/2013,3.5900869369506836,1.08
11/01/2013,3.584070507446255,1.08
11/01/2013,3.5539777278900146,1.08
11/04/2013,3.5539762277728664,1.08
11/04/2013,3.5389297008514404,1.08
11/05/2013,3.532908795965844,1.08
11/05/2013,3.520871639251709,1.08
11/06/2013,3.5058263569701085,1.08
11/06/2013,3.4937891960144043,1.08
11/07/2013,3.5359197522462975,1.08
11/07/2013,3.5299010276794434,1.08
11/08/2013,3.535919427871704,1.08
11/08/2013,3.535919427871704,1.08
11/11/2013,3.4967980744417133,1.08
11/11/2013,3.4907796382904053,1.08
11/12/2013,3.478741687392684,1.08
11/12/2013,3.4757323265075684,1.08
11/13/2013,3.4967976810808152,1.08
11/13/2013,3.5329091548919678,1.08
11/14/2013,3.5118449796568867,1.08
11/14/2013,3.572030782699585,1.08
11/15/2013,3.59610508765123,1.08
11/15/2013,3.6171703338623047,1.08
11/18/2013,3.653282621574304,1.08
11/18/2013,3.7014312744140625,1.08
11/19/2013,3.740550404505257,1.08
11/19/2013,3.7074480056762695,1.08
11/20/2013,3.7586078384677633,1.08
11/20/2013,3.647264003753662,1.08
11/21/2013,3.727908337846877,1.215
11/21/2013,3.758340358734131,1.215
11/22/2013,3.7492098878818316,1.215
11/22/2013,3.6883461475372314,1.215
11/25/2013,3.7218198838392924,1.215
11/25/2013,3.7005176544189453,1.215
11/26/2013,3.7035647098061104,1.215
11/26/2013,3.7400829792022705,1.215
11/27/2013,3.749209824968182,1.215
11/27/2013,3.7218210697174072,1.215
11/29/2013,3.740079144928954,1.215
11/29/2013,3.7005176544189453,1.215
12/02/2013,3.7005177837704246,1.215
12/02/2013,3.6853017807006836,1.215
12/03/2013,3.6822587090879604,1.215
12/03/2013,3.7187769412994385,1.215
12/04/2013,3.694432581783481,1.215
12/04/2013,3.691389322280884,1.215
12/05/2013,3.7005192032916,1.215
12/05/2013,3.6944329738616943,1.215
12/06/2013,3.730953484408582,1.215
12/06/2013,3.7400829792022705,1.215
12/09/2013,3.706604767387604,1.215
12/09/2013,3.6457407474517822,1.215
12/10/2013,3.660957349539463,1.215
12/10/2013,3.639655113220215,1.215
12/11/2013,3.645742193576029,1.215
12/11/2013,3.66400146484375,1.215
12/12/2013,3.6853035666489733,1.215
12/12/2013,3.758340358734131,1.215
12/13/2013,3.794857806983095,1.215
12/13/2013,3.8739805221557617,1.215
12/16/2013,3.8709373837952503,1.215
12/16/2013,3.8800668716430664,1.215
12/17/2013,3.880067946265449,1.215
12/17/2013,3.8344202041625977,1.215
12/18/2013,3.8648510895339623,1.215
12/18/2013,3.901369333267212,1.215
12/19/2013,3.928758156648139,1.215
12/19/2013,4.007881164550781,1.215
12/20/2013,3.9622321832862606,1.215
12/20/2013,4.001793384552002,1.215
12/23/2013,4.01413687072067,1.395
12/23/2013,3.97711181640625,1.395
12/24/2013,3.949342912981723,1.395
12/24/2013,3.9370012283325195,1.395
12/26/2013,3.9493443965911865,1.395
12/26/2013,3.9493443965911865,1.395
12/27/2013,3.9616845187520426,1.395
12/27/2013,3.9740262031555176,1.395
12/30/2013,4.01413630489232,1.395
12/30/2013,4.035734176635742,1.395
12/31/2013,3.9987085430762956,1.395
12/31/2013,4.011050224304199,1.395
01/02/2014,3.9678557969757837,1.395
01/02/2014,4.082016468048096,1.395
01/03/2014,4.078931180169968,1.395
01/03/2014,4.131383419036865,1.395
01/06/2014,4.131383114892893,1.395
01/06/2014,4.140639305114746,1.395
01/07/2014,4.15298138448435,1.395
01/07/2014,4.082016468048096,1.395
01/08/2014,4.075843685306284,1.395
01/08/2014,4.1282958984375,1.395
01/09/2014,4.159152423614968,1.395
01/09/2014,4.112871170043945,1.395
01/10/2014,4.165322345064833,1.395
01/10/2014,4.205432891845703,1.395
01/13/2014,4.230115881125432,1.395
01/13/2014,4.251713752746582,1.395
01/14/2014,4.233201766004607,1.395
01/14/2014,4.183835029602051,1.395
01/15/2014,4.165322780609131,1.395
01/15/2014,4.165322780609131,1.395
01/16/2014,4.168406880646636,1.395
01/16/2014,4.011050224304199,1.395
01/17/2014,3.8320973073519986,1.395
01/17/2014,3.810499429702759,1.395
01/21/2014,3.8320965228233894,1.395
01/21/2014,3.8197548389434814,1.395
01/22/2014,3.8259270191192627,1.395
01/22/2014,3.8259270191192627,1.395
01/23/2014,3.866628019446314,1.575
01/23/2014,3.8165338039398193,1.575
01/24/2014,3.8008801218138752,1.575
01/24/2014,3.8196651935577393,1.575
01/27/2014,3.8415804358832166,1.575
01/27/2014,3.879150867462158,1.575
01/28/2014,3.879151303570077,1.575
01/28/2014,3.841580867767334,1.575
01/29/2014,3.838449923471285,1.575
01/29/2014,3.841580867767334,1.575
01/30/2014,3.8509731944938568,1.575
01/30/2014,3.838449716567993,1.575
01/31/2014,3.8447119234193097,1.575
01/31/2014,3.85410475730896,1.575
02/03/2014,3.8603660744060897,1.575
02/03/2014,3.863497018814087,1.575
02/04/2014,3.876018644884379,1.575
02/04/2014,3.8509716987609863,1.575
02/05/2014,3.8603652798924766,1.575
02/05/2014,3.8353183269500732,1.575
02/06/2014,3.84158127737274,1.575
02/06/2014,3.85410475730896,1.575
02/07/2014,3.8572344469240463,1.575
02/07/2014,3.860365390777588,1.575
02/10/2014,3.8572344469240463,1.575
02/10/2014,3.860365390777588,1.575
02/11/2014,3.869758066742936,1.575
02/11/2014,3.8760199546813965,1.575
02/12/2014,3.9073277150116725,1.575
02/12/2014,3.888542652130127,1.575
02/13/2014,3.894805603323983,1.575
02/13/2014,3.9073290824890137,1.575
02/14/2014,3.913587750449948,1.575
02/14/2014,3.9198496341705322,1.575
02/18/2014,3.919851985647724,1.575
02/18/2014,3.9292445182800293,1.575
02/19/2014,3.9918611049652104,1.575
02/19/2014,3.99186110496521,1.575
02/20/2014,4.007516923820524,1.575
02/20/2014,4.001255035400391,1.575
02/21/2014,4.048888372420253,1.755
02/21/2014,4.00760555267334,1.755
02/24/2014,4.001256080851264,1.755
02/24/2014,4.02348518371582,1.755
02/25/2014,4.0520655832726185,1.755
02/25/2014,4.029836177825928,1.755
02/26/2014,4.026660301310462,1.755
02/26/2014,3.972675085067749,1.755
02/27/2014,4.007606190025143,1.755
02/27/2014,4.033010959625244,1.755
02/28/2014,4.045714286580377,1.755
02/28/2014,4.02348518371582,1.755
03/03/2014,4.023485351336338,1.755
03/03/2014,4.058416843414307,1.755
03/04/2014,4.033011229081664,1.755
03/04/2014,4.055240631103516,1.755
03/05/2014,4.052062812074166,1.755
03/05/2014,4.109223365783691,1.755
03/06/2014,4.13145718374542,1.755
03/06/2014,4.106052398681641,1.755
03/07/2014,4.128277386999649,1.755
03/07/2014,4.140979766845703,1.755
03/10/2014,4.166384836735222,1.755
03/10/2014,4.115575313568115,1.755
03/11/2014,4.125102833282397,1.755
03/11/2014,4.099698066711426,1.755
03/12/2014,4.121927849839535,1.755
03/12/2014,4.194966793060303,1.755
03/13/2014,4.194967154998649,1.755
03/13/2014,4.2394256591796875,1.755
03/14/2014,4.2743571926750885,1.755
03/14/2014,4.268005847930908,1.755
03/17/2014,4.255302682700152,1.755
03/17/2014,4.083820343017578,1.755
03/18/2014,4.160034195804492,1.755
03/18/2014,4.1028733253479,1.755
03/19/2014,3.9536219628703213,1.755
03/19/2014,3.937743902206421,1.755
03/20/2014,3.925040657238925,1.755
03/20/2014,3.8837578296661377,1.755
03/21/2014,3.915514798986251,1.755
03/21/2014,3.937743902206421,1.755
03/24/2014,3.947409510981263,1.7999999999999998
03/24/2014,3.9377424716949463,1.7999999999999998
03/25/2014,3.944186014806694,1.7999999999999998
03/25/2014,3.9022951126098633,1.7999999999999998
03/26/2014,3.8958530831579155,1.7999999999999998
03/26/2014,3.805626630783081,1.7999999999999998
03/27/2014,3.808847578258777,1.7999999999999998
03/27/2014,3.8249595165252686,1.7999999999999998
03/28/2014,3.899072750033321,1.7999999999999998
03/28/2014,3.7701776027679443,1.7999999999999998
03/31/2014,3.7701800661810965,1.7999999999999998
03/31/2014,3.8281829357147217,1.7999999999999998
04/01/2014,3.8281828533826,1.7999999999999998
04/01/2014,3.866851329803467,1.7999999999999998
04/02/2014,3.8668503040545086,1.7999999999999998
04/02/2014,3.9055187702178955,1.7999999999999998
04/03/2014,3.8990736020407275,1.7999999999999998
04/03/2014,3.918407678604126,1.7999999999999998
04/04/2014,3.934521659800756,1.7999999999999998
04/04/2014,3.9312992095947266,1.7999999999999998
04/07/2014,3.9474111533151084,1.7999999999999998
04/07/2014,3.9312992095947266,1.7999999999999998
04/08/2014,3.9570769247864424,1.7999999999999998
04/08/2014,3.950632333755493,1.7999999999999998
04/09/2014,3.9538557529449463,1.7999999999999998
04/09/2014,3.9538557529449463,1.7999999999999998
04/10/2014,3.9538545984179136,1.7999999999999998
04/10/2014,3.9280753135681152,1.7999999999999998
04/11/2014,3.9312994831410957,1.7999999999999998
04/11/2014,3.960300922393799,1.7999999999999998
04/14/2014,3.9538546069035316,1.7999999999999998
04/14/2014,4.002190113067627,1.7999999999999998
04/15/2014,3.9957465127742853,1.7999999999999998
04/15/2014,3.989301919937134,1.7999999999999998
04/16/2014,4.021525506215922,1.7999999999999998
04/16/2014,4.0118584632873535,1.7999999999999998
04/17/2014,4.011857912192863,1.7999999999999998
04/17/2014,4.031192302703857,1.7999999999999998
04/21/2014,4.060193133221191,1.7999999999999998
04/21/2014,4.040858745574951,1.7999999999999998
04/22/2014,4.050526158179883,1.7999999999999998
04/22/2014,4.053748607635498,1.7999999999999998
04/23/2014,4.060287072407759,1.8449999999999998
04/23/2014,4.037403106689453,1.8449999999999998
04/24/2014,4.037403789186327,1.8449999999999998
04/24/2014,4.001442909240723,1.8449999999999998
04/25/2014,4.007980918524987,1.8449999999999998
04/25/2014,3.998173236846924,1.8449999999999998
04/28/2014,4.007979441511841,1.8449999999999998
04/28/2014,3.9949028491973877,1.8449999999999998
04/29/2014,3.998171745435684,1.8449999999999998
04/29/2014,4.0047101974487305,1.8449999999999998
04/30/2014,4.017789363861084,1.8449999999999998
04/30/2014,4.017789363861084,1.8449999999999998
05/01/2014,4.024326283390382,1.8449999999999998
05/01/2014,4.043941020965576,1.8449999999999998
05/02/2014,4.053747276108698,1.8449999999999998
05/02/2014,4.076631546020508,1.8449999999999998
05/05/2014,4.086438591566393,1.8449999999999998
05/05/2014,4.109322547912598,1.8449999999999998
05/06/2014,4.115860325871732,1.8449999999999998
05/06/2014,4.213934898376465,1.8449999999999998
05/07/2014,4.194321796850551,1.8449999999999998
05/07/2014,4.161630153656006,1.8449999999999998
05/08/2014,4.18451443756509,1.8449999999999998
05/08/2014,4.145284652709961,1.8449999999999998
05/09/2014,4.148553558732311,1.8449999999999998
05/09/2014,4.161630153656006,1.8449999999999998
05/12/2014,4.217205625843877,1.8449999999999998
05/12/2014,4.191052436828613,1.8449999999999998
05/13/2014,4.197591889241507,1.8449999999999998
05/13/2014,4.171438694000244,1.8449999999999998
05/14/2014,4.187784518968703,1.8449999999999998
05/14/2014,4.171438694000244,1.8449999999999998
05/15/2014,4.191052664275826,1.8449999999999998
05/15/2014,4.18451452255249,1.8449999999999998
05/16/2014,4.213937638021213,1.8449999999999998
05/16/2014,4.19432258605957,1.8449999999999998
05/19/2014,4.194321819617143,1.8449999999999998
05/19/2014,4.207398414611816,1.8449999999999998
05/20/2014,4.200860116537291,1.8449999999999998
05/20/2014,4.191052436828613,1.8449999999999998
05/21/2014,4.191050440538024,1.8449999999999998
05/21/2014,4.217203617095947,1.8449999999999998
05/22/2014,4.23709889554067,1.8899999999999997
05/22/2014,4.233783721923828,1.8899999999999997
05/23/2014,4.217206458600106,1.8899999999999997
05/23/2014,4.256991386413574,1.8899999999999997
05/27/2014,4.2337836724535585,1.8899999999999997
05/27/2014,4.250360488891602,1.8899999999999997
05/28/2014,4.266937539321316,1.8899999999999997
05/28/2014,4.256991386413574,1.8899999999999997
05/29/2014,4.276882568339,1.8899999999999997
05/29/2014,4.28351354598999,1.8899999999999997
05/30/2014,4.293460288067119,1.8899999999999997
05/30/2014,4.30009126663208,1.8899999999999997
06/02/2014,4.2768833913475035,1.8899999999999997
06/02/2014,4.306722164154053,1.8899999999999997
06/03/2014,4.310035985804577,1.8899999999999997
06/03/2014,4.260304927825928,1.8899999999999997
06/04/2014,4.290144644568986,1.8899999999999997
06/04/2014,4.286829471588135,1.8899999999999997
06/05/2014,4.280198440356343,1.8899999999999997
06/05/2014,4.329929828643799,1.8899999999999997
06/06/2014,4.373031038530572,1.8899999999999997
06/06/2014,4.3431925773620605,1.8899999999999997
06/09/2014,4.392923662158772,1.8899999999999997
06/09/2014,4.3431925773620605,1.8899999999999997
06/10/2014,4.369715271914961,1.8899999999999997
06/10/2014,4.326614856719971,1.8899999999999997
06/11/2014,4.336561162128265,1.8899999999999997
06/11/2014,4.339876651763916,1.8899999999999997
06/12/2014,4.346507089168624,1.8899999999999997
06/12/2014,4.306722164154053,1.8899999999999997
06/13/2014,4.296776666351278,1.8899999999999997
06/13/2014,4.3431925773620605,1.8899999999999997
06/16/2014,4.3829775084359355,1.8899999999999997
06/16/2014,4.3431925773620605,1.8899999999999997
06/17/2014,4.376345934769776,1.8899999999999997
06/17/2014,4.326614856719971,1.8899999999999997
06/18/2014,4.3730303556897505,1.8899999999999997
06/18/2014,4.3465070724487305,1.8899999999999997
