NLY,Annaly Capital Management Inc,
Date,Price,Dividend,Annualized Dividend
10/29/2003,2.2346167042178244,0.0,2.16
10/30/2003,2.2720213471365898,0.0,2.16
10/31/2003,2.258167663882717,0.0,2.16
11/03/2003,2.256781696005961,0.0,2.16
11/04/2003,2.252626696887429,0.0,2.16
11/05/2003,2.244314203005765,0.0,2.16
11/06/2003,2.2540122099617323,0.0,2.16
11/07/2003,2.2650947670793995,0.0,2.16
11/10/2003,2.274792841626616,0.0,2.16
11/11/2003,2.2373872593556965,0.0,2.16
11/12/2003,2.2387732712571085,0.0,2.16
11/13/2003,2.2831050931043735,0.0,2.16
11/14/2003,2.292802908308947,0.0,2.16
11/17/2003,2.290031701825804,0.0,2.16
11/18/2003,2.2553971561470356,0.0,2.16
11/19/2003,2.2886459162792296,0.0,2.16
11/20/2003,2.342674942012752,0.0,2.16
11/21/2003,2.3302081187295287,0.0,2.16
11/24/2003,2.3260513129081106,0.0,2.16
11/25/2003,2.357914910087123,0.0,2.16
11/26/2003,2.403632402420044,0.0,2.16
11/28/2003,2.3828521024060243,0.0,2.16
12/01/2003,2.3911643915876715,0.0,2.16
12/02/2003,2.410558336484254,0.0,2.16
12/03/2003,2.4271849634323566,0.0,2.16
12/04/2003,2.4174863897680736,0.0,2.16
12/05/2003,2.393935684239199,0.0,2.16
12/08/2003,2.4119450569304686,0.0,2.16
12/09/2003,2.438267009854311,0.0,2.16
12/10/2003,2.393935005275138,0.0,2.16
12/11/2003,2.378695801223135,0.0,2.16
12/12/2003,2.413330218777205,0.0,2.16
12/15/2003,2.460432915190035,0.0,2.16
12/16/2003,2.3925497228743717,0.0,2.16
12/17/2003,2.421642245641668,0.0,2.16
12/18/2003,2.576804822713703,0.0,2.16
12/19/2003,2.592045207140449,0.0,2.16
12/22/2003,2.6183663457179143,0.0,2.16
12/23/2003,2.633605679046875,0.0,2.16
12/24/2003,2.632219904574324,0.47,1.95
12/26/2003,2.636481470820281,0.0,1.95
12/29/2003,2.6279585433387673,0.0,1.95
12/30/2003,2.642164336446922,0.0,1.95
12/31/2003,2.6464254123214555,0.0,1.95
01/02/2004,2.635060955144731,0.0,1.95
01/05/2004,2.6634720030314267,0.0,1.95
01/06/2004,2.596707042109878,0.0,1.95
01/07/2004,2.6478457104787037,0.0,1.95
01/08/2004,2.642163708177839,0.0,1.95
01/09/2004,2.656369014346389,0.0,1.95
01/12/2004,2.6634709767128877,0.0,1.95
01/13/2004,2.6933028157336807,0.0,1.95
01/14/2004,2.65778905561006,0.0,1.95
01/15/2004,2.6492669749294127,0.0,1.95
01/16/2004,2.6279583503755126,0.0,1.95
01/20/2004,2.6293798024311696,0.0,1.95
01/21/2004,2.6350611327999114,0.0,1.95
01/22/2004,2.660630137676432,0.0,1.95
01/23/2004,2.656369717351224,0.0,1.95
01/26/2004,2.6833586156185922,0.0,1.95
01/27/2004,2.7401793352227215,0.0,1.95
01/28/2004,2.791318919958581,0.0,1.95
01/29/2004,2.727394468395502,0.0,1.95
01/30/2004,2.7657496422175027,0.0,1.95
02/02/2004,2.801261740585115,0.0,1.95
02/03/2004,2.8524004612334894,0.0,1.95
02/04/2004,2.8481383158434084,0.0,1.95
02/05/2004,2.829672222366133,0.0,1.95
02/06/2004,2.826830916587704,0.0,1.95
02/09/2004,2.7984206315806746,0.0,1.95
02/10/2004,2.8552422743518266,0.0,1.95
02/11/2004,2.845298688080152,0.0,1.95
02/12/2004,2.846718353889219,0.0,1.95
02/13/2004,2.86944652374829,0.0,1.95
02/17/2004,2.890755038453322,0.0,1.95
02/18/2004,2.880810666603803,0.0,1.95
02/19/2004,2.855241589889876,0.0,1.95
02/20/2004,2.8580822663838474,0.0,1.95
02/23/2004,2.863764616082576,0.0,1.95
02/24/2004,2.84955951370964,0.0,1.95
02/25/2004,2.8935957742301968,0.0,1.95
02/26/2004,2.8850724966413965,0.0,1.95
02/27/2004,2.8907539927699606,0.0,1.95
03/01/2004,2.9092220319298505,0.0,1.95
03/02/2004,2.9262668858537366,0.0,1.95
03/03/2004,2.9489958166431745,0.0,1.95
03/04/2004,2.9774062104404244,0.0,1.95
03/05/2004,2.977405100151979,0.0,1.95
03/08/2004,2.973144862413624,0.0,1.95
03/09/2004,2.9191651140388397,0.0,1.95
03/10/2004,2.9291081064992004,0.0,1.95
03/11/2004,2.91206231289936,0.0,1.95
03/12/2004,2.906380165350815,0.0,1.95
03/15/2004,2.841036650184003,0.0,1.95
03/16/2004,2.8595026436527666,0.0,1.95
03/17/2004,2.841036656661634,0.0,1.95
03/18/2004,2.863764726874336,0.0,1.95
03/19/2004,2.95467811744802,0.0,1.95
03/22/2004,2.9816684140420935,0.0,1.95
03/23/2004,2.9901908307237512,0.0,1.95
03/24/2004,2.9546778241362452,0.0,1.95
03/25/2004,2.8268306536992895,0.0,1.95
03/26/2004,2.8666054320945094,0.0,1.95
03/29/2004,2.884376780750518,0.5,1.85
03/30/2004,2.8406736012065963,0.0,1.85
03/31/2004,2.8581546570139347,0.0,1.85
04/01/2004,2.859612190470217,0.0,1.85
04/02/2004,2.850871092117045,0.0,1.85
04/05/2004,2.697912632282722,0.0,1.85
04/06/2004,2.6294441729848623,0.0,1.85
04/07/2004,2.6585790538794827,0.0,1.85
04/08/2004,2.721219183710822,0.0,1.85
04/12/2004,2.667319443810542,0.0,1.85
04/13/2004,2.4793988217534073,0.0,1.85
04/14/2004,2.587198584503315,0.0,1.85
04/15/2004,2.536212638750754,0.0,1.85
04/16/2004,2.6032227315567473,0.0,1.85
04/19/2004,2.6192469082642402,0.0,1.85
04/20/2004,2.614876938307457,0.0,1.85
04/21/2004,2.527471728945081,0.0,1.85
04/22/2004,2.5129045436733564,0.0,1.85
04/23/2004,2.590112077019576,0.0,1.85
04/26/2004,2.531841095310051,0.0,1.85
04/27/2004,2.5857422529227976,0.0,1.85
04/28/2004,2.6119637211359534,0.0,1.85
04/29/2004,2.574087581471663,0.0,1.85
04/30/2004,2.530386098661854,0.0,1.85
05/03/2004,2.5201873257695557,0.0,1.85
05/04/2004,2.520187931610792,0.0,1.85
05/05/2004,2.5536930943188114,0.0,1.85
05/06/2004,2.593025187366579,0.0,1.85
05/07/2004,2.54932245582859,0.0,1.85
05/10/2004,2.4400668481040793,0.0,1.85
05/11/2004,2.3715993560926267,0.0,1.85
05/12/2004,2.4415226265316896,0.0,1.85
05/13/2004,2.3570315534082105,0.0,1.85
05/14/2004,2.3512034436866776,0.0,1.85
05/17/2004,2.3672280512723423,0.0,1.85
05/18/2004,2.421128857364651,0.0,1.85
05/19/2004,2.447349184564622,0.0,1.85
05/20/2004,2.370141500499985,0.0,1.85
05/21/2004,2.4517204293080086,0.0,1.85
05/24/2004,2.44734917695289,0.0,1.85
05/25/2004,2.472114562606448,0.0,1.85
05/26/2004,2.5099899283476,0.0,1.85
05/27/2004,2.5697178000267265,0.0,1.85
05/28/2004,2.556606426593474,0.0,1.85
06/01/2004,2.5886548671335587,0.0,1.85
06/02/2004,2.5493223650553554,0.0,1.85
06/03/2004,2.54204013925249,0.0,1.85
06/04/2004,2.5376695425727336,0.0,1.85
06/07/2004,2.5493226761929453,0.0,1.85
06/08/2004,2.591569364903106,0.0,1.85
06/09/2004,2.556605895278388,0.0,1.85
06/10/2004,2.5405821276250684,0.0,1.85
06/14/2004,2.5201874015110195,0.0,1.85
06/15/2004,2.483769174627979,0.0,1.85
06/16/2004,2.498336366910692,0.0,1.85
06/17/2004,2.50124860462405,0.0,1.85
06/18/2004,2.526015696142265,0.0,1.85
06/21/2004,2.5114480761313134,0.0,1.85
06/22/2004,2.5099906376029257,0.0,1.85
06/23/2004,2.530385466467515,0.0,1.85
06/24/2004,2.52164528038772,0.0,1.85
06/25/2004,2.505619990614049,0.0,1.85
06/28/2004,2.5274718816902397,0.0,1.85
06/29/2004,2.53912609988786,0.0,1.85
06/30/2004,2.5045845011791816,0.48,1.73
07/01/2004,2.5630396061435112,0.0,1.73
07/02/2004,2.506082532192019,0.0,1.73
07/06/2004,2.5975135028850427,0.0,1.73
07/07/2004,2.575031961859518,0.0,1.73
07/08/2004,2.5975132392231552,0.0,1.73
07/09/2004,2.5390577016419993,0.0,1.73
07/12/2004,2.5780278936029335,0.0,1.73
07/13/2004,2.578028420764879,0.0,1.73
07/14/2004,2.525568607874322,0.0,1.73
07/15/2004,2.510580434797763,0.0,1.73
07/16/2004,2.5225702527977383,0.0,1.73
07/19/2004,2.5510490090261664,0.0,1.73
07/20/2004,2.5270661670945684,0.0,1.73
07/21/2004,2.5270673203456213,0.0,1.73
07/22/2004,2.4821023753359195,0.0,1.73
07/23/2004,2.462616688176918,0.0,1.73
07/26/2004,2.435637579540592,0.0,1.73
07/27/2004,2.4731077690415186,0.0,1.73
07/28/2004,2.414652607457961,0.0,1.73
07/29/2004,2.4656151741998955,0.0,1.73
07/30/2004,2.465614376125152,0.0,1.73
08/02/2004,2.4746068819423908,0.0,1.73
08/03/2004,2.482101899148901,0.0,1.73
08/04/2004,2.509079808711035,0.0,1.73
08/05/2004,2.495590348654262,0.0,1.73
08/06/2004,2.4731089385158262,0.0,1.73
08/09/2004,2.5165757232354524,0.0,1.73
08/10/2004,2.495591803068177,0.0,1.73
08/11/2004,2.5135771229062485,0.0,1.73
08/12/2004,2.5030860158655908,0.0,1.73
08/13/2004,2.4910937836594504,0.0,1.73
08/16/2004,2.4940924659411223,0.0,1.73
08/17/2004,2.5375588525700885,0.0,1.73
08/18/2004,2.5450533785041882,0.0,1.73
08/19/2004,2.563039332812347,0.0,1.73
08/20/2004,2.566037523588001,0.0,1.73
08/23/2004,2.584023019628794,0.0,1.73
08/24/2004,2.6125026952505355,0.0,1.73
08/25/2004,2.602008418068435,0.0,1.73
08/26/2004,2.5990114025654822,0.0,1.73
08/27/2004,2.630488100139337,0.0,1.73
08/30/2004,2.6454763601343902,0.0,1.73
08/31/2004,2.6694585871743084,0.0,1.73
09/01/2004,2.6754532541964764,0.0,1.73
09/02/2004,2.6604657666633913,0.0,1.73
09/03/2004,2.6709576147024126,0.0,1.73
09/07/2004,2.6829481784939917,0.0,1.73
09/08/2004,2.700933922247198,0.0,1.73
09/09/2004,2.7114262804517657,0.0,1.73
09/10/2004,2.691940606701876,0.0,1.73
09/13/2004,2.6784519159770546,0.0,1.73
09/14/2004,2.6829474970690956,0.0,1.73
09/15/2004,2.694939528665755,0.0,1.73
09/16/2004,2.7054313158385446,0.0,1.73
09/17/2004,2.748897205775294,0.0,1.73
09/20/2004,2.697936088068417,0.0,1.73
09/21/2004,2.687444371588557,0.0,1.73
09/22/2004,2.6754528096343533,0.0,1.73
09/23/2004,2.681449191845284,0.0,1.73
09/24/2004,2.7114266699680423,0.0,1.73
09/27/2004,2.7054310270020165,0.0,1.73
09/28/2004,2.713267036038299,0.5,1.95
09/29/2004,2.6562270791025755,0.0,1.95
09/30/2004,2.6593104081169545,0.0,1.95
10/01/2004,2.653142780842593,0.0,1.95
10/04/2004,2.6577682992286698,0.0,1.95
10/05/2004,2.6546847393518753,0.0,1.95
10/06/2004,2.6469778210500627,0.0,1.95
10/07/2004,2.63310294394714,0.0,1.95
10/08/2004,2.6438936150262626,0.0,1.95
10/11/2004,2.6808933595731608,0.0,1.95
10/12/2004,2.6361864346337986,0.0,1.95
10/13/2004,2.6747271711224725,0.0,1.95
10/14/2004,2.6747271711224725,0.0,1.95
10/15/2004,2.659309936327523,0.0,1.95
10/18/2004,2.6315606487664533,0.0,1.95
10/19/2004,2.651602815331605,0.0,1.95
10/20/2004,2.6346451993400004,0.0,1.95
10/21/2004,2.58222887117084,0.0,1.95
10/22/2004,2.620770787340076,0.0,1.95
10/25/2004,2.5822285824595514,0.0,1.95
10/26/2004,2.674727570994644,0.0,1.95
10/27/2004,2.737934250211102,0.0,1.95
10/28/2004,2.7641412827528704,0.0,1.95
10/29/2004,2.771848678588867,0.0,1.95
11/01/2004,2.7826406955718994,0.0,1.95
11/02/2004,2.78418231010437,0.0,1.95
11/03/2004,2.805765151977539,0.0,1.95
11/04/2004,2.8242640289296546,0.0,1.95
11/05/2004,2.864346655284185,0.0,1.95
11/08/2004,2.796514942751262,0.0,1.95
11/09/2004,2.808847041158814,0.0,1.95
11/10/2004,2.8365979194641113,0.0,1.95
11/11/2004,2.8365970876174167,0.0,1.95
11/12/2004,2.890554260770078,0.0,1.95
11/15/2004,2.9290956327096147,0.0,1.95
11/16/2004,2.9614698640239756,0.0,1.95
11/17/2004,2.9676352349653046,0.0,1.95
11/18/2004,2.942971123255233,0.0,1.95
11/19/2004,2.929094620453386,0.0,1.95
11/22/2004,2.8920958155625023,0.0,1.95
11/23/2004,2.9830525920792885,0.0,1.95
11/24/2004,2.990760884738978,0.0,1.95
11/26/2004,3.0061772249894285,0.0,1.95
11/29/2004,3.0354678241640327,0.0,1.95
11/30/2004,3.037009329340567,0.0,1.95
12/01/2004,3.058591607641945,0.0,1.95
12/02/2004,3.0354680598778883,0.0,1.95
12/03/2004,2.9799687839864513,0.0,1.95
12/06/2004,3.0508847032300306,0.0,1.95
12/07/2004,3.0678414841471766,0.0,1.95
12/08/2004,3.055509921311288,0.0,1.95
12/09/2004,3.078632781933647,0.0,1.95
12/10/2004,3.069383891675179,0.0,1.95
12/13/2004,3.090966607633217,0.0,1.95
12/14/2004,3.0832576129229503,0.0,1.95
12/15/2004,3.1048425515254228,0.0,1.95
12/16/2004,3.1202569372963453,0.0,1.95
12/17/2004,3.0724668244346005,0.0,1.95
12/20/2004,3.084799573627787,0.0,1.95
12/21/2004,3.104841954713712,0.0,1.95
12/22/2004,3.15263128874305,0.0,1.95
12/23/2004,3.1649651331941064,0.0,1.95
12/27/2004,3.144922929996356,0.0,1.95
12/28/2004,3.135674469024885,0.0,1.95
12/29/2004,3.1291192125452096,0.5,1.98
12/30/2004,3.119638403851944,0.0,1.98
12/31/2004,3.13228052745792,0.0,1.98
01/03/2005,3.081708951475633,0.0,1.98
01/04/2005,3.0801281611581657,0.0,1.98
01/05/2005,3.002690767181875,0.0,1.98
01/06/2005,2.8825843206335184,0.0,1.98
01/07/2005,2.9995311987402262,0.0,1.98
01/10/2005,2.986888297115326,0.0,1.98
01/11/2005,2.9868869158483973,0.0,1.98
01/12/2005,2.96950304490874,0.0,1.98
01/13/2005,2.9426378832365487,0.0,1.98
01/14/2005,2.967922813137282,0.0,1.98
01/18/2005,3.001110448892677,0.0,1.98
01/19/2005,3.070645531422702,0.0,1.98
01/20/2005,3.045359861912893,0.0,1.98
01/21/2005,3.073808087329896,0.0,1.98
01/24/2005,3.1212181157731402,0.0,1.98
01/25/2005,3.0975129129259433,0.0,1.98
01/26/2005,3.0975126349154354,0.0,1.98
01/27/2005,3.080129424626477,0.0,1.98
01/28/2005,3.054842803969831,0.0,1.98
01/31/2005,3.0738073282576215,0.0,1.98
02/01/2005,3.121217498832084,0.0,1.98
02/02/2005,3.1528243758001735,0.0,1.98
02/03/2005,3.1607265991084454,0.0,1.98
02/04/2005,3.065905886706066,0.0,1.98
02/07/2005,3.0216559708007584,0.0,1.98
02/08/2005,2.9552798059533654,0.0,1.98
02/09/2005,2.9647617063114593,0.0,1.98
02/10/2005,3.002691498848224,0.0,1.98
02/11/2005,3.0184950905721974,0.0,1.98
02/14/2005,3.0501009077521792,0.0,1.98
02/15/2005,3.059584587889112,0.0,1.98
02/16/2005,3.04219968171801,0.0,1.98
02/17/2005,3.043780249812533,0.0,1.98
02/18/2005,3.042199554741406,0.0,1.98
02/22/2005,3.0074330185153304,0.0,1.98
02/23/2005,3.0374586024573316,0.0,1.98
02/24/2005,3.048521651004596,0.0,1.98
02/25/2005,3.0627444149227934,0.0,1.98
02/28/2005,3.0105918665465263,0.0,1.98
03/01/2005,3.0421997242349823,0.0,1.98
03/02/2005,3.0406196915489274,0.0,1.98
03/03/2005,3.0817087821279765,0.0,1.98
03/04/2005,3.075388260942045,0.0,1.98
03/07/2005,3.0817080892708604,0.0,1.98
03/08/2005,3.1370212099012074,0.0,1.98
03/09/2005,3.097513833892367,0.0,1.98
03/10/2005,3.073806738205114,0.0,1.98
03/11/2005,3.026395222248005,0.0,1.98
03/14/2005,2.844653782991105,0.0,1.98
03/15/2005,2.8857434889243723,0.0,1.98
03/16/2005,2.843073187543318,0.0,1.98
03/17/2005,2.986887435753496,0.0,1.98
03/18/2005,2.955279124656057,0.0,1.98
03/21/2005,2.895226585577414,0.0,1.98
03/22/2005,2.8999667987229203,0.0,1.98
03/23/2005,2.8857434658781447,0.0,1.98
03/24/2005,2.929992786599987,0.0,1.98
03/28/2005,2.972663620419038,0.0,1.98
03/29/2005,2.9710831994902205,0.0,1.98
03/30/2005,2.9632984443029673,0.45,1.93
03/31/2005,3.0426432684052216,0.0,1.93
04/01/2005,3.0361656871434923,0.0,1.93
04/04/2005,3.0151159464574415,0.0,1.93
04/05/2005,3.0280694234074863,0.0,1.93
04/06/2005,3.0491213502115455,0.0,1.93
04/07/2005,3.023212281813227,0.0,1.93
04/08/2005,3.0118777494977627,0.0,1.93
04/11/2005,3.028070338710194,0.0,1.93
04/12/2005,3.0070193169701014,0.0,1.93
04/13/2005,3.044261797515578,0.0,1.93
04/14/2005,3.0118776273931953,0.0,1.93
04/15/2005,2.987588444955655,0.0,1.93
04/18/2005,2.9697762217055064,0.0,1.93
04/19/2005,3.019972809039497,0.0,1.93
04/20/2005,3.0588354165268905,0.0,1.93
04/21/2005,3.026450110900095,0.0,1.93
04/22/2005,3.0507404032893572,0.0,1.93
04/25/2005,3.0620748864359104,0.0,1.93
04/26/2005,3.0685513054902858,0.0,1.93
04/27/2005,3.0685526035424138,0.0,1.93
04/28/2005,3.076648712158203,0.0,1.93
04/29/2005,3.0734088667407806,0.0,1.93
05/02/2005,3.0928410744626325,0.0,1.93
05/03/2005,3.1041768219965657,0.0,1.93
05/04/2005,3.0928423004518084,0.0,1.93
05/05/2005,3.107415199279785,0.0,1.93
05/06/2005,3.109034611617589,0.0,1.93
05/09/2005,3.0766500986978,0.0,1.93
05/10/2005,3.07988705021438,0.0,1.93
05/11/2005,3.092841661887896,0.0,1.93
05/12/2005,3.0798872901392027,0.0,1.93
05/13/2005,3.071789988505275,0.0,1.93
05/16/2005,3.045881060351781,0.0,1.93
05/17/2005,3.052359368914222,0.0,1.93
05/18/2005,3.076648886905122,0.0,1.93
05/19/2005,3.109034611617589,0.0,1.93
05/20/2005,3.060455659312301,0.0,1.93
05/23/2005,3.0345481073481575,0.0,1.93
05/24/2005,3.050740039855217,0.0,1.93
05/25/2005,3.044263735024442,0.0,1.93
05/26/2005,3.0361665188020788,0.0,1.93
05/27/2005,3.0345465935125393,0.0,1.93
05/31/2005,3.052358865737915,0.0,1.93
06/01/2005,3.0620739291981676,0.0,1.93
06/02/2005,3.0717909205762512,0.0,1.93
06/03/2005,3.076647623061719,0.0,1.93
06/06/2005,3.0442630228437557,0.0,1.93
06/07/2005,3.0847449074465167,0.0,1.93
06/08/2005,3.115511779949868,0.0,1.93
06/09/2005,3.157612875594905,0.0,1.93
06/10/2005,3.1899990406539427,0.0,1.93
06/13/2005,3.2126695201935807,0.0,1.93
06/14/2005,3.2223854192343753,0.0,1.93
06/15/2005,3.2288619448685894,0.0,1.93
06/16/2005,3.238579141006694,0.0,1.93
06/17/2005,3.22238489172787,0.0,1.93
06/20/2005,3.2385765117632634,0.0,1.93
06/21/2005,3.0199729658839236,0.0,1.93
06/22/2005,2.9471063229708427,0.0,1.93
06/23/2005,2.9390086994155276,0.0,1.93
06/24/2005,2.9390094026630873,0.0,1.93
06/27/2005,2.9632989670925847,0.0,1.93
06/28/2005,2.9538124519092346,0.36,1.81
06/29/2005,2.943899026566883,0.0,1.81
06/30/2005,2.9372909494708597,0.0,1.81
07/01/2005,2.950507932914499,0.0,1.81
07/05/2005,2.8084332159978236,0.0,1.81
07/06/2005,2.8084339365709914,0.0,1.81
07/07/2005,2.7836526958576866,0.0,1.81
07/08/2005,2.8563425743425905,0.0,1.81
07/11/2005,2.899294742519921,0.0,1.81
07/12/2005,2.8910348969557345,0.0,1.81
07/13/2005,2.8959908866905053,0.0,1.81
07/14/2005,2.891035416105709,0.0,1.81
07/15/2005,2.8497345447540283,0.0,1.81
07/18/2005,2.8249532944574156,0.0,1.81
07/19/2005,2.785306066759778,0.0,1.81
07/20/2005,2.7985224256996952,0.0,1.81
07/21/2005,2.8315623755524246,0.0,1.81
07/22/2005,2.791913780826413,0.0,1.81
07/25/2005,2.849734435638212,0.0,1.81
07/26/2005,2.8117384165783976,0.0,1.81
07/27/2005,2.7340922475626916,0.0,1.81
07/28/2005,2.6762721909740526,0.0,1.81
07/29/2005,2.6432315102129555,0.0,1.81
08/01/2005,2.6019312140523243,0.0,1.81
08/02/2005,2.5688908491931834,0.0,1.81
08/03/2005,2.5936726526420197,0.0,1.81
08/04/2005,2.6267116065446885,0.0,1.81
08/05/2005,2.6432327163004623,0.0,1.81
08/08/2005,2.605235608062413,0.0,1.81
08/09/2005,2.4532496566306534,0.0,1.81
08/10/2005,2.4962031204276243,0.0,1.81
08/11/2005,2.5110697000432864,0.0,1.81
08/12/2005,2.5325462889121493,0.0,1.81
08/15/2005,2.496201912776628,0.0,1.81
08/16/2005,2.5754985936765653,0.0,1.81
08/17/2005,2.530894118288465,0.0,1.81
08/18/2005,2.4945504598223276,0.0,1.81
08/19/2005,2.4813336535565966,0.0,1.81
08/22/2005,2.48959432672683,0.0,1.81
08/23/2005,2.5275907425477073,0.0,1.81
08/24/2005,2.5292424985465614,0.0,1.81
08/25/2005,2.4780293169355394,0.0,1.81
08/26/2005,2.486289866412526,0.0,1.81
08/29/2005,2.4466409646848835,0.0,1.81
08/30/2005,2.428469798719192,0.0,1.81
08/31/2005,2.4020367336878365,0.0,1.81
09/01/2005,2.5143753668934496,0.0,1.81
09/02/2005,2.605235095708808,0.0,1.81
09/06/2005,2.562283567196467,0.0,1.81
09/07/2005,2.577151004390168,0.0,1.81
09/08/2005,2.544109658019511,0.0,1.81
09/09/2005,2.5275913345085494,0.0,1.81
09/12/2005,2.5325470006295543,0.0,1.81
09/13/2005,2.4978543714840415,0.0,1.81
09/14/2005,2.4796816819257192,0.0,1.81
09/15/2005,2.46150989662809,0.0,1.81
09/16/2005,2.164146544250054,0.0,1.81
09/19/2005,2.114584853801414,0.0,1.81
09/20/2005,2.101369052352176,0.0,1.81
09/21/2005,2.1327573073592387,0.0,1.81
09/22/2005,2.101369011478403,0.0,1.81
09/23/2005,2.1013694095801823,0.0,1.81
09/26/2005,2.1060733358373804,0.13,1.44
09/27/2005,2.144456545758194,0.0,1.44
09/28/2005,2.091053784636276,0.0,1.44
09/29/2005,2.086046781622906,0.0,1.44
09/30/2005,2.10941108791207,0.0,1.44
10/03/2005,2.1494624068720887,0.0,1.44
10/04/2005,2.0943918178159606,0.0,1.44
10/05/2005,2.067690243562658,0.0,1.44
10/06/2005,2.0026056944119763,0.0,1.44
10/07/2005,2.0276382879244768,0.0,1.44
10/10/2005,2.0476642562353726,0.0,1.44
10/11/2005,2.0126183323536546,0.0,1.44
10/12/2005,1.9942611455917358,0.0,1.44
10/13/2005,1.9525396916233695,0.0,1.44
10/14/2005,1.9608834318452946,0.0,1.44
10/17/2005,1.9692286017814287,0.0,1.44
10/18/2005,2.0192938081640155,0.0,1.44
10/19/2005,1.9792417323656604,0.0,1.44
10/20/2005,1.992592263742606,0.0,1.44
10/21/2005,1.9558777527534619,0.0,1.44
10/24/2005,1.9842485355729782,0.0,1.44
10/25/2005,1.9708973925641178,0.0,1.44
10/26/2005,1.9308462240325346,0.0,1.44
10/27/2005,1.910819562596758,0.0,1.44
10/28/2005,1.994261202249764,0.0,1.44
10/31/2005,1.9108190179517488,0.0,1.44
11/01/2005,1.9158255871835408,0.0,1.44
11/02/2005,1.9024748984274213,0.0,1.44
11/03/2005,1.897468862835773,0.0,1.44
11/04/2005,1.8757737396958776,0.0,1.44
11/07/2005,1.8690974918912595,0.0,1.44
11/08/2005,1.882448420326269,0.0,1.44
11/09/2005,1.8407288641786395,0.0,1.44
11/10/2005,1.8190328529073734,0.0,1.44
11/11/2005,1.8524108370571284,0.0,1.44
11/14/2005,1.9091507614965786,0.0,1.44
11/15/2005,1.8674290544334209,0.0,1.44
11/16/2005,1.879111886024475,0.0,1.44
11/17/2005,1.8607538644673998,0.0,1.44
11/18/2005,1.895800367441419,0.0,1.44
11/21/2005,1.8974688043458452,0.0,1.44
11/22/2005,1.935851895779756,0.0,1.44
11/23/2005,2.020962265061253,0.0,1.44
11/25/2005,2.1277690887451173,0.0,1.44
11/28/2005,2.061014992924594,0.0,1.44
11/29/2005,2.0560082698796234,0.0,1.44
11/30/2005,2.019293716865193,0.0,1.44
12/01/2005,1.9558782225904152,0.0,1.44
12/02/2005,1.9742345320530714,0.0,1.44
12/05/2005,1.9275074575934823,0.0,1.44
12/06/2005,1.9124886293489785,0.0,1.44
12/07/2005,1.8907923809157268,0.0,1.44
12/08/2005,1.9024747232121662,0.0,1.44
12/09/2005,1.9058137085022997,0.0,1.44
12/12/2005,1.9041435802159339,0.0,1.44
12/13/2005,1.9525391749606678,0.0,1.44
12/14/2005,1.952540177037122,0.0,1.44
12/15/2005,1.9759036443299631,0.0,1.44
12/16/2005,1.9275076389312744,0.0,1.44
12/19/2005,1.9191637847959964,0.0,1.44
12/20/2005,1.8791105843669598,0.0,1.44
12/21/2005,1.8590856867642427,0.0,1.44
12/22/2005,1.8741048940721354,0.0,1.44
12/23/2005,1.86576103274811,0.0,1.44
12/27/2005,1.859084800102058,0.0,1.44
12/28/2005,1.8523952477078065,0.1,1.04
12/29/2005,1.8523941404207012,0.0,1.04
12/30/2005,1.8523946815307362,0.0,1.04
01/03/2006,1.8456588431498457,0.0,1.04
01/04/2006,1.904598884882047,0.0,1.04
01/05/2006,1.9635379003911897,0.0,1.04
01/06/2006,2.020793914794922,0.0,1.04
01/09/2006,2.0207935447055574,0.0,1.04
01/10/2006,2.0292135499281456,0.0,1.04
01/11/2006,2.0948893685762577,0.0,1.04
01/12/2006,2.17235384680487,0.0,1.04
01/13/2006,2.1184659354758244,0.0,1.04
01/17/2006,2.0814185781503336,0.0,1.04
01/18/2006,2.064578276672576,0.0,1.04
01/19/2006,2.061209692366288,0.0,1.04
01/20/2006,2.0965739775615755,0.0,1.04
01/23/2006,2.0578419110367547,0.0,1.04
01/24/2006,2.096573918834761,0.0,1.04
01/25/2006,2.101626705139352,0.0,1.04
01/26/2006,2.11341410836808,0.0,1.04
01/27/2006,2.1403571146827796,0.0,1.04
01/30/2006,2.1353056925996787,0.0,1.04
01/31/2006,2.0948907562636356,0.0,1.04
02/01/2006,2.0864708776701444,0.0,1.04
02/02/2006,2.104994490820904,0.0,1.04
02/03/2006,2.07805026277479,0.0,1.04
02/06/2006,2.041001495298986,0.0,1.04
02/07/2006,2.0241623697076085,0.0,1.04
02/08/2006,2.0224787744867054,0.0,1.04
02/09/2006,2.003953762586693,0.0,1.04
02/10/2006,1.995534184805551,0.0,1.04
02/13/2006,1.93659451078211,0.0,1.04
02/14/2006,1.995534953625927,0.0,1.04
02/15/2006,2.003953534260381,0.0,1.04
02/16/2006,2.067946625716869,0.0,1.04
02/17/2006,2.086470072691777,0.0,1.04
02/21/2006,2.0662626058268327,0.0,1.04
02/22/2006,2.042685489191298,0.0,1.04
02/23/2006,2.0410020976109196,0.0,1.04
02/24/2006,1.9803782037637532,0.0,1.04
02/27/2006,1.977009912886108,0.0,1.04
02/28/2006,1.97701016690789,0.0,1.04
03/01/2006,1.978694200515747,0.0,1.04
03/02/2006,1.973642356012523,0.0,1.04
03/03/2006,1.9770103576809275,0.0,1.04
03/06/2006,1.9753263355205852,0.0,1.04
03/07/2006,1.9854305045385172,0.0,1.04
