FSK,FS KKR Capital Corp.,
Date,Price,Dividend,Annualized Dividend
10/17/2014,18.867473673489535,0.0,2.176
10/20/2014,18.922324974342487,0.0,2.176
10/21/2014,19.379383087158203,0.0,2.176
10/22/2014,19.379383981455863,0.0,2.176
10/23/2014,19.496822357177734,0.296,2.472
10/24/2014,19.42318344116211,0.0,2.472
10/27/2014,19.42318003996287,0.0,2.472
10/28/2014,19.496815824754545,0.0,2.472
10/29/2014,19.68233457859675,0.4,2.872
10/30/2014,19.459308013046112,0.0,2.872
10/31/2014,19.64516150975146,0.0,2.872
11/03/2014,19.57081518343339,0.0,2.872
11/04/2014,19.38495806023929,0.0,2.872
11/05/2014,19.44071487217115,0.0,2.872
11/06/2014,19.515055240806426,0.0,2.872
11/07/2014,19.366371865436307,0.0,2.872
11/10/2014,19.47788265350398,0.0,2.872
11/11/2014,19.422128399358602,0.0,2.872
11/12/2014,19.515057806598314,0.0,2.872
11/13/2014,19.55223274230957,0.0,2.872
11/14/2014,19.51505114146883,0.0,2.872
11/17/2014,19.47788541713008,0.0,2.872
11/18/2014,19.579092679602223,0.296,3.1679999999999997
11/19/2014,19.541658408624656,0.0,3.1679999999999997
11/20/2014,19.410632860780048,0.0,3.1679999999999997
11/21/2014,19.373195430864193,0.0,3.1679999999999997
11/24/2014,19.56037353619259,0.0,3.1679999999999997
11/25/2014,19.57909416098227,0.0,3.1679999999999997
11/26/2014,19.63524716380101,0.0,3.1679999999999997
11/28/2014,19.579096743016215,0.0,3.1679999999999997
12/01/2014,19.410630249373334,0.0,3.1679999999999997
12/02/2014,19.335758209228516,0.0,3.1679999999999997
12/03/2014,19.373194642799753,0.0,3.1679999999999997
12/04/2014,19.4667895078688,0.0,3.1679999999999997
12/05/2014,19.29832301288463,0.0,3.1679999999999997
12/08/2014,19.33575468901836,0.0,3.1679999999999997
12/09/2014,19.111141449559273,0.0,3.1679999999999997
12/10/2014,19.29832253722035,0.0,3.1679999999999997
12/11/2014,19.20473593077699,0.0,3.1679999999999997
12/12/2014,19.129860353856703,0.0,3.1679999999999997
12/15/2014,19.0175505386408,0.0,3.1679999999999997
12/16/2014,19.09242312795233,0.0,3.1679999999999997
12/17/2014,18.94268494222321,0.0,3.1679999999999997
12/18/2014,19.307924713367637,0.296,3.4639999999999995
12/19/2014,19.4587680942989,0.0,3.4639999999999995
12/22/2014,19.19480099917114,0.0,3.4639999999999995
12/23/2014,19.04395195226332,0.0,3.4639999999999995
12/24/2014,19.025102082959787,0.0,3.4639999999999995
12/26/2014,19.025095124899234,0.0,3.4639999999999995
12/29/2014,18.74226790018243,0.0,3.4639999999999995
12/30/2014,18.591426875065057,0.0,3.4639999999999995
12/31/2014,18.968524230654502,0.0,3.4639999999999995
01/02/2015,18.893108995197885,0.0,3.4639999999999995
01/05/2015,18.59142035461928,0.0,3.4639999999999995
01/06/2015,18.629133980277754,0.0,3.4639999999999995
01/07/2015,18.42172773585275,0.0,3.4639999999999995
01/08/2015,18.572565499539472,0.0,3.4639999999999995
01/09/2015,18.855397188107997,0.0,3.4639999999999995
01/12/2015,18.761121194686073,0.0,3.4639999999999995
01/13/2015,18.327443977223343,0.0,3.4639999999999995
01/14/2015,18.082322742315373,0.0,3.4639999999999995
01/15/2015,17.912623919294454,0.0,3.4639999999999995
01/16/2015,17.309253630929984,0.0,3.4639999999999995
01/20/2015,17.988048921124356,0.0,3.4639999999999995
01/21/2015,17.818347029181542,0.0,3.4639999999999995
01/22/2015,18.006901792434366,0.0,3.4639999999999995
01/23/2015,18.101185238818957,0.0,3.4639999999999995
01/26/2015,17.87491270787493,0.0,3.4639999999999995
01/27/2015,17.85606481600055,0.0,3.4639999999999995
01/28/2015,18.02576013370204,0.0,3.4639999999999995
01/29/2015,17.83720544640797,0.0,3.4639999999999995
01/30/2015,17.780641276768762,0.0,3.4639999999999995
02/02/2015,17.610943003369375,0.0,3.4639999999999995
02/03/2015,17.931480620369456,0.0,3.4639999999999995
02/04/2015,18.42172319488346,0.0,3.4639999999999995
02/05/2015,17.874915817559206,0.0,3.4639999999999995
02/06/2015,18.120035534235328,0.0,3.4639999999999995
02/09/2015,17.98804586345221,0.0,3.4639999999999995
02/10/2015,17.931486129760742,0.0,3.4639999999999995
02/11/2015,17.969193163909875,0.0,3.4639999999999995
02/12/2015,18.08232626709927,0.0,3.4639999999999995
02/13/2015,17.950341526860907,0.0,3.4639999999999995
02/17/2015,17.93148264664006,0.0,3.4639999999999995
02/18/2015,17.931479737435637,0.0,3.4639999999999995
02/19/2015,17.893774682023547,0.0,3.4639999999999995
02/20/2015,17.931483849566327,0.0,3.4639999999999995
02/23/2015,18.082327814860033,0.0,3.4639999999999995
02/24/2015,18.063469348938455,0.0,3.4639999999999995
02/25/2015,18.34629564346902,0.0,3.4639999999999995
02/26/2015,18.459431474144356,0.0,3.4639999999999995
02/27/2015,18.629131731285813,0.0,3.4639999999999995
03/02/2015,18.742261677433067,0.0,3.4639999999999995
03/03/2015,18.59142119774874,0.0,3.4639999999999995
03/04/2015,18.704554302547642,0.0,3.4639999999999995
03/05/2015,18.64798701047586,0.0,3.4639999999999995
03/06/2015,18.798831279543528,0.0,3.4639999999999995
03/09/2015,18.723408433523545,0.0,3.4639999999999995
03/10/2015,18.61027582188706,0.0,3.4639999999999995
03/11/2015,18.666842715456394,0.0,3.4639999999999995
03/12/2015,18.7988317200879,0.0,3.4639999999999995
03/13/2015,18.779974757596573,0.0,3.4639999999999995
03/16/2015,18.85539391720119,0.0,3.4639999999999995
03/17/2015,18.817691497283075,0.0,3.4639999999999995
03/18/2015,18.949680542220445,0.0,3.4639999999999995
03/19/2015,19.00623929706271,0.0,3.4639999999999995
03/20/2015,18.855397440022706,0.0,3.4639999999999995
03/23/2015,19.278536311794294,0.892,4.356
03/24/2015,19.220705973280317,0.0,4.356
03/25/2015,19.413489348925115,0.0,4.356
03/26/2015,19.239982193352443,0.0,4.356
03/27/2015,19.60627117072995,0.0,4.356
03/30/2015,19.509878627767097,0.0,4.356
03/31/2015,19.43275939974626,0.0,4.356
04/01/2015,19.62555351806249,0.0,4.356
04/02/2015,19.529158201810716,0.0,4.356
04/06/2015,19.664112066347766,0.0,4.356
04/07/2015,19.529160974073157,0.0,4.356
04/08/2015,19.625551254520545,0.0,4.356
04/09/2015,19.683382931493238,0.0,4.356
04/10/2015,19.64482645420886,0.0,4.356
04/13/2015,19.625551627012484,0.0,4.356
04/14/2015,19.625547845331802,0.0,4.356
04/15/2015,19.664110203379916,0.0,4.356
04/16/2015,19.741213354481193,0.0,4.356
04/17/2015,19.7604923248291,0.0,4.356
04/20/2015,19.760503269966765,0.0,4.356
04/21/2015,19.779779837633566,0.0,4.356
04/22/2015,19.77977706273564,0.0,4.356
04/23/2015,19.837615546176895,0.0,4.356
04/24/2015,20.068961184706406,0.0,4.356
04/27/2015,20.049678802490234,0.0,4.356
04/28/2015,20.030401661766952,0.0,4.356
04/29/2015,20.030397891908688,0.0,4.356
04/30/2015,20.146071482494804,0.0,4.356
05/01/2015,20.184629872165228,0.0,4.356
05/04/2015,20.18462944030762,0.0,4.356
05/05/2015,20.146070480346683,0.0,4.356
05/06/2015,20.088233324069286,0.0,4.356
05/07/2015,19.837617414120967,0.0,4.356
05/08/2015,20.126794320992982,0.0,4.356
05/11/2015,19.837616512453035,0.0,4.06
05/12/2015,19.95328946207581,0.0,4.06
05/13/2015,19.856892971745104,0.0,4.06
05/14/2015,19.721947688853,0.0,4.06
05/15/2015,19.664109816727578,0.0,4.06
05/18/2015,19.856892170919902,0.0,4.06
05/19/2015,19.93401288027724,0.0,4.06
05/20/2015,20.011123657226562,0.0,4.06
05/21/2015,20.011122682499014,0.0,4.06
05/22/2015,20.04968220216947,0.0,4.06
05/26/2015,20.10751483350105,0.0,4.06
05/27/2015,20.04967502900388,0.0,4.06
05/28/2015,20.12679629377224,0.0,4.06
05/29/2015,20.107517633652378,0.0,4.06
06/01/2015,20.030405958750805,0.0,4.06
06/02/2015,20.011122682499014,0.0,3.764
06/03/2015,20.107511059833104,0.0,3.764
06/04/2015,20.146075276309176,0.0,3.764
06/05/2015,20.107516291232297,0.0,3.764
06/08/2015,20.203907463623878,0.0,3.764
06/09/2015,20.0689574054138,0.0,3.764
06/10/2015,20.203909916070792,0.0,3.764
06/11/2015,20.22318599225834,0.0,3.764
06/12/2015,20.18462944030762,0.0,3.764
06/15/2015,20.16535379043749,0.0,3.764
06/16/2015,20.223186492919922,0.0,3.764
06/17/2015,20.18463032241964,0.0,3.764
06/18/2015,20.126793432483762,0.0,3.764
06/19/2015,20.223187989193566,0.0,3.764
06/22/2015,20.286926414674102,0.892,4.359999999999999
06/23/2015,20.444495699713606,0.0,4.359999999999999
06/24/2015,20.32632064819336,0.0,4.359999999999999
06/25/2015,20.286930876655216,0.0,4.359999999999999
06/26/2015,20.12936825206489,0.0,4.359999999999999
06/29/2015,19.991489821498572,0.0,4.359999999999999
06/30/2015,19.735444210910018,0.0,4.359999999999999
07/01/2015,19.380913328791813,0.0,4.359999999999999
07/02/2015,20.18845245514126,0.0,4.359999999999999
07/06/2015,19.991485907349634,0.0,4.359999999999999
07/07/2015,20.12936253264953,0.0,4.359999999999999
07/08/2015,20.26723098754883,0.0,4.359999999999999
07/09/2015,20.286929510740304,0.0,4.359999999999999
07/10/2015,20.089966275384054,0.0,4.359999999999999
07/13/2015,20.28693634525355,0.0,4.359999999999999
07/14/2015,20.247539245546925,0.0,4.359999999999999
07/15/2015,20.385407013836645,0.0,4.359999999999999
07/16/2015,20.28693280572671,0.0,4.359999999999999
07/17/2015,20.326318598816655,0.0,4.359999999999999
07/20/2015,20.326318598816655,0.0,4.359999999999999
07/21/2015,20.306629587845908,0.0,4.359999999999999
07/22/2015,20.22784011193748,0.0,4.359999999999999
07/23/2015,20.129361796410485,0.0,4.359999999999999
07/24/2015,19.755140203410612,0.0,4.359999999999999
07/27/2015,19.32182555711485,0.0,4.359999999999999
07/28/2015,19.440002438406097,0.0,4.359999999999999
07/29/2015,19.715744453659095,0.0,4.064
07/30/2015,19.893011351021865,0.0,4.064
07/31/2015,20.07026903606876,0.0,4.064
08/03/2015,19.93240056296735,0.0,4.064
08/04/2015,19.735441475498426,0.0,3.6639999999999997
08/05/2015,19.912704467773438,0.0,3.6639999999999997
08/06/2015,19.95209457684925,0.0,3.6639999999999997
08/07/2015,19.715747833251953,0.0,3.6639999999999997
08/10/2015,19.71574659959578,0.0,3.6639999999999997
08/11/2015,19.952096549504244,0.0,3.6639999999999997
08/12/2015,20.129368060807327,0.0,3.6639999999999997
08/13/2015,20.227844367180843,0.0,3.6639999999999997
08/14/2015,20.22784423828125,0.0,3.6639999999999997
08/17/2015,20.24753342366461,0.0,3.6639999999999997
08/18/2015,20.365713645251194,0.0,3.6639999999999997
08/19/2015,20.267234274085517,0.0,3.6639999999999997
08/20/2015,20.26723437681835,0.0,3.6639999999999997
08/21/2015,20.05058044082388,0.0,3.6639999999999997
08/24/2015,19.08546670281794,0.0,3.6639999999999997
08/25/2015,19.203650741741267,0.0,3.6639999999999997
08/26/2015,19.558177927804852,0.0,3.6639999999999997
08/27/2015,19.51878369466653,0.0,3.368
08/28/2015,19.24304144461134,0.0,3.368
08/31/2015,19.79453180729867,0.0,3.368
09/01/2015,19.63696329630364,0.0,3.368
09/02/2015,19.65665534548926,0.0,3.368
09/03/2015,19.79453180729867,0.0,3.368
09/04/2015,19.81422559427169,0.0,3.368
09/08/2015,19.97179396602161,0.0,3.368
09/09/2015,20.030880224354945,0.0,3.368
09/10/2015,19.893013124162678,0.0,3.368
09/11/2015,19.97179996612154,0.0,3.368
09/14/2015,19.971792113870876,0.0,3.368
09/15/2015,20.188448452249933,0.0,3.368
09/16/2015,19.95209455630536,0.0,3.368
09/17/2015,20.208152395036564,0.0,3.368
09/18/2015,19.9914885870761,0.0,3.368
09/21/2015,19.918749541288932,0.892,3.964
09/22/2015,20.05972731055118,0.0,3.964
09/23/2015,20.03958862411011,0.0,3.964
09/24/2015,19.63678254330473,0.0,3.964
09/25/2015,19.77776289523208,0.0,3.964
09/28/2015,19.636782243588897,0.0,3.964
09/29/2015,18.851313361632496,0.0,3.964
09/30/2015,18.7304742702499,0.0,3.964
10/01/2015,18.770752694769126,0.0,3.964
10/02/2015,19.65692151788693,0.0,3.964
10/05/2015,19.61664537871684,0.0,3.964
10/06/2015,19.51594121656494,0.0,3.964
10/07/2015,19.63678254330473,0.0,3.964
10/08/2015,19.677065758055374,0.0,3.964
10/09/2015,19.717344895709378,0.0,3.964
10/12/2015,19.63678254330473,0.0,3.964
10/13/2015,19.556223321432277,0.0,3.964
10/14/2015,19.435377972708775,0.0,3.964
10/15/2015,19.536081968624952,0.0,3.964
10/16/2015,19.636783599853516,0.0,3.964
10/19/2015,19.556223764077323,0.0,3.964
10/20/2015,19.495804693505097,0.0,3.964
10/21/2015,19.59650290606181,0.0,3.964
10/22/2015,19.515942665835517,0.0,3.964
10/23/2015,19.656924351699836,0.0,3.964
10/26/2015,19.59650441072033,0.0,3.964
10/27/2015,19.556224172946877,0.0,3.964
10/28/2015,19.515938911559182,0.0,3.964
10/29/2015,19.536083010942736,0.0,3.6679999999999997
10/30/2015,19.63678254330473,0.0,3.6679999999999997
11/02/2015,19.697206716626948,0.0,3.6679999999999997
11/03/2015,19.777767181396484,0.0,3.6679999999999997
11/04/2015,19.79790430861302,0.0,3.268
11/05/2015,19.81804381000018,0.0,3.268
11/06/2015,19.79790626225542,0.0,3.268
11/09/2015,19.797908765546737,0.0,3.268
11/10/2015,19.636784989727968,0.0,3.268
11/11/2015,19.233977472392706,0.0,3.268
11/12/2015,19.334683741825962,0.0,3.268
11/13/2015,19.254120281202283,0.0,3.268
11/16/2015,19.173560305303038,0.0,3.268
11/17/2015,19.57636407411099,0.0,3.268
11/18/2015,19.49580008260558,0.0,3.268
11/19/2015,19.67706298828125,0.0,3.268
11/20/2015,19.656926887606126,0.0,3.268
11/23/2015,19.51594376586477,0.0,3.268
11/24/2015,19.6972044212639,0.0,2.972
11/25/2015,19.89860515711122,0.0,2.972
11/27/2015,19.938891302719828,0.0,2.972
11/30/2015,19.959030386855243,0.0,2.972
12/01/2015,20.120152579870435,0.0,2.972
12/02/2015,20.100010114245524,0.0,2.972
12/03/2015,20.120149758172545,0.0,2.972
12/04/2015,19.979168387064124,0.0,2.972
12/07/2015,19.979171718105192,0.0,2.972
12/08/2015,19.515943314547723,0.0,2.972
12/09/2015,19.43537836830851,0.0,2.972
12/10/2015,19.374958038330078,0.0,2.972
12/11/2015,19.25412368802257,0.0,2.972
12/14/2015,18.750611678309124,0.0,2.972
12/15/2015,18.367945452802424,0.0,2.972
12/16/2015,18.89159149867305,0.0,2.972
12/17/2015,19.27425761382644,0.0,2.972
12/18/2015,19.057937210821866,0.892,3.568
12/21/2015,18.85167891872569,0.0,3.568
12/22/2015,18.76917583072481,0.0,3.568
12/23/2015,18.604172586896627,0.0,3.568
12/24/2015,19.016680917179507,0.0,3.568
12/28/2015,19.078562711044587,0.0,3.568
12/29/2015,19.01668186069286,0.0,3.568
12/30/2015,18.666048564708436,0.0,3.568
12/31/2015,19.057932161383455,0.0,3.568
01/04/2016,18.006033560227856,0.0,3.568
01/05/2016,18.459796365435515,0.0,3.568
01/06/2016,18.542297146131844,0.0,3.568
01/07/2016,18.439168826665043,0.0,3.568
01/08/2016,18.150411207359454,0.0,3.568
01/11/2016,18.232916505469927,0.0,3.568
01/12/2016,17.01601244458426,0.0,3.568
01/13/2016,17.181016044262808,0.0,3.568
01/14/2016,17.07788605512534,0.0,3.568
01/15/2016,16.417872586779417,0.0,3.568
01/19/2016,16.54162763120894,0.0,3.568
01/20/2016,16.211618493520067,0.0,3.568
01/21/2016,15.881610231536214,0.0,3.568
01/22/2016,16.23224682586635,0.0,3.568
01/25/2016,16.500371213238104,0.0,3.568
01/26/2016,16.438494388449005,0.0,3.568
01/27/2016,16.314748761677162,0.0,3.568
01/28/2016,16.582878796432354,0.0,3.568
01/29/2016,16.727256465656836,0.0,3.568
02/01/2016,16.62413100352966,0.0,3.568
02/02/2016,16.851006627176034,0.0,3.568
02/03/2016,16.7891287136998,0.0,3.568
02/04/2016,16.851005264470228,0.0,3.568
02/05/2016,17.09851061139908,0.0,3.568
02/08/2016,16.954137781190113,0.0,3.568
02/09/2016,16.45912032454496,0.0,3.568
02/10/2016,16.43850080249714,0.0,3.568
02/11/2016,16.06723976135254,0.0,3.568
02/12/2016,16.08786129346712,0.0,3.568
02/16/2016,16.31474126264821,0.0,3.568
02/17/2016,16.603501260231933,0.0,3.568
02/18/2016,16.74788228355834,0.0,3.568
02/19/2016,16.562250233165084,0.0,3.568
02/22/2016,16.50037653277256,0.0,3.568
02/23/2016,16.335374276409315,0.0,3.568
02/24/2016,16.149745013507374,0.0,3.568
02/25/2016,16.603498782907053,0.0,3.568
02/26/2016,16.789134619252184,0.0,3.568
02/29/2016,16.933507585677,0.0,3.568
03/01/2016,17.077886397503086,0.0,3.568
03/02/2016,17.222270288031126,0.0,3.568
03/03/2016,17.119139092477354,0.0,3.568
03/04/2016,17.5110232593354,0.0,3.568
03/07/2016,17.531649972449408,0.0,3.568
03/08/2016,17.861656315450695,0.0,3.568
03/09/2016,17.985409998228942,0.0,3.568
03/10/2016,18.0472856124973,0.0,3.568
03/11/2016,18.7898028025929,0.0,3.568
03/14/2016,18.76917555192093,0.0,3.568
03/15/2016,19.03730795640722,0.0,3.568
03/16/2016,18.58354894154576,0.0,3.568
03/17/2016,19.057930827890374,0.0,3.568
03/18/2016,19.28481222129241,0.0,3.568
03/21/2016,19.018965900189336,0.892,3.568
03/22/2016,19.314819042226706,0.0,3.568
03/23/2016,19.357082081993124,0.0,3.568
03/24/2016,18.934438243646127,0.0,3.568
03/28/2016,18.871039739627207,0.0,3.568
03/29/2016,19.018967819568942,0.0,3.568
03/30/2016,19.589536943807786,0.0,3.568
03/31/2016,19.357081213685838,0.0,3.568
04/01/2016,19.230291870013954,0.0,3.568
04/04/2016,19.54727331873281,0.0,3.568
04/05/2016,19.103494576795253,0.0,3.568
04/06/2016,18.997831706868112,0.0,3.568
04/07/2016,18.955568313598633,0.0,3.568
04/08/2016,18.955572584503088,0.0,3.568
04/11/2016,19.166891558078067,0.0,3.568
04/12/2016,18.913302849835766,0.0,3.568
04/13/2016,19.357083869327106,0.0,3.568
04/14/2016,19.378209570682152,0.0,3.568
04/15/2016,19.674066486762595,0.0,3.568
04/18/2016,19.568403176538787,0.0,3.568
04/19/2016,19.589537643299543,0.0,3.568
04/20/2016,19.800858698822697,0.0,3.568
04/21/2016,19.843120970820927,0.0,3.568
04/22/2016,19.75859682580107,0.0,3.568
04/25/2016,19.631796721283784,0.0,3.568
04/26/2016,19.800854013680393,0.0,3.568
04/27/2016,19.75859806865859,0.0,3.568
04/28/2016,19.779726513293795,0.0,3.568
04/29/2016,19.441605547535318,0.0,3.568
05/02/2016,19.61066620597534,0.0,3.568
05/03/2016,19.335951197667416,0.0,3.568
05/04/2016,19.31481760187859,0.0,3.568
05/05/2016,19.420474743889894,0.0,3.568
05/06/2016,19.12462709085081,0.0,3.568
05/09/2016,19.166892144319373,0.0,3.568
05/10/2016,19.251418670882376,0.0,3.568
05/11/2016,19.230291870013954,0.0,3.568
05/12/2016,19.462744403976256,0.0,3.568
05/13/2016,19.272554641063277,0.0,3.568
05/16/2016,19.103496091459164,0.0,3.568
05/17/2016,19.040096963194486,0.0,3.568
05/18/2016,18.955568313598633,0.0,3.568
05/19/2016,18.892173306638085,0.0,3.568
05/20/2016,18.807642270523292,0.0,3.568
05/23/2016,18.76538149511863,0.0,3.568
05/24/2016,18.701986664593925,0.0,3.568
05/25/2016,18.575188980485102,0.0,3.568
05/26/2016,18.76537887862654,0.0,3.568
05/27/2016,18.65971884484032,0.0,3.568
05/31/2016,18.913308902705865,0.0,3.568
06/01/2016,18.701984181404626,0.0,3.568
06/02/2016,18.78651444727931,0.0,3.568
06/03/2016,18.89217457153043,0.0,3.568
06/06/2016,18.997832785314944,0.0,3.568
06/07/2016,19.018964088148625,0.0,3.568
06/08/2016,19.16689324844467,0.0,3.568
06/09/2016,19.018968986679567,0.0,3.568
06/10/2016,18.955568389561805,0.0,3.568
06/13/2016,18.955568389561805,0.0,3.568
06/14/2016,19.018967772313765,0.0,3.568
06/15/2016,18.87104294652575,0.0,3.568
06/16/2016,18.828774937432776,0.0,3.568
06/17/2016,18.70198236481107,0.0,3.568
06/20/2016,19.027087318194674,0.892,3.568
06/21/2016,19.135438264482968,0.0,3.568
06/22/2016,19.35214847315481,0.0,3.568
06/23/2016,19.417160290549837,0.0,3.568
06/24/2016,18.940399744012165,0.0,3.568
06/27/2016,19.113767864278184,0.0,3.568
06/28/2016,18.89705894171762,0.0,3.568
06/29/2016,19.395489453527976,0.0,3.568
06/30/2016,19.677215847582374,0.0,3.568
07/01/2016,19.633870821039977,0.0,3.568
07/05/2016,19.698883997664478,0.0,3.568
07/06/2016,19.52551667481218,0.0,3.568
07/07/2016,19.89391735185292,0.0,3.568
07/08/2016,19.89392129248074,0.0,3.568
07/11/2016,19.807236458311507,0.0,3.568
07/12/2016,20.045617779286648,0.0,3.568
07/13/2016,20.02394728336411,0.0,3.568
07/14/2016,19.61220116398992,0.0,3.568
07/15/2016,19.828910277291577,0.0,3.568
