T,AT&T Inc.,
Date,Price,Annualized Dividend
03/15/1984,0.3443589348682978,0.0
03/15/1984,0.34363701939582825,0.0
03/16/1984,0.34363732120979595,0.0
03/16/1984,0.3393057584762573,0.0
03/19/1984,0.3393057584762573,0.0
03/19/1984,0.3393057584762573,0.0
03/20/1984,0.33930577538069107,0.0
03/20/1984,0.3371399939060211,0.0
03/21/1984,0.33713996505499433,0.0
03/21/1984,0.3385837972164154,0.0
03/22/1984,0.3385839488636755,0.0
03/22/1984,0.3356962502002716,0.0
03/23/1984,0.33569609984637344,0.0
03/23/1984,0.3385837972164154,0.0
03/26/1984,0.34686755769462163,0.11667
03/26/1984,0.3387320935726166,0.11667
03/27/1984,0.3387320935726166,0.11667
03/27/1984,0.3387320935726166,0.11667
03/28/1984,0.3387319111752226,0.11667
03/28/1984,0.3394714891910553,0.11667
03/29/1984,0.3394715450904571,0.11667
03/29/1984,0.3402111232280731,0.11667
03/30/1984,0.34021125040076494,0.11667
03/30/1984,0.3387320935726166,0.11667
04/02/1984,0.3387318844109498,0.11667
04/02/1984,0.3342943489551544,0.11667
04/03/1984,0.3342943713602973,0.11667
04/03/1984,0.33133599162101746,0.11667
04/04/1984,0.33133599162101746,0.11667
04/04/1984,0.33133599162101746,0.11667
04/05/1984,0.3313360665042755,0.11667
04/05/1984,0.3291172981262207,0.11667
04/06/1984,0.3291172981262207,0.11667
04/06/1984,0.3291172981262207,0.11667
04/09/1984,0.32911730187638694,0.11667
04/09/1984,0.32837772369384766,0.11667
04/10/1984,0.32837772369384766,0.11667
04/10/1984,0.32837772369384766,0.11667
04/11/1984,0.32837772369384766,0.11667
04/11/1984,0.32837772369384766,0.11667
04/12/1984,0.3283775758743286,0.11667
04/12/1984,0.33281511068344116,0.11667
04/13/1984,0.3328151814906574,0.11667
04/13/1984,0.33133599162101746,0.11667
04/16/1984,0.33133599162101746,0.11667
04/16/1984,0.33133599162101746,0.11667
04/17/1984,0.3320755328338237,0.11667
04/17/1984,0.33281511068344116,0.11667
04/18/1984,0.33281511068344116,0.11667
04/18/1984,0.33281511068344116,0.11667
04/19/1984,0.33281515918465304,0.11667
04/19/1984,0.3342943489551544,0.11667
04/23/1984,0.3342942456056789,0.11667
04/23/1984,0.3365130126476288,0.11667
04/24/1984,0.3387318785540273,0.11667
04/24/1984,0.3446485698223114,0.11667
04/25/1984,0.3461277932877753,0.11667
04/25/1984,0.3483465611934662,0.11667
04/26/1984,0.3483465760946274,0.11667
04/26/1984,0.3505653440952301,0.11667
04/27/1984,0.3498259565488703,0.11667
04/27/1984,0.34908634424209595,0.11667
04/30/1984,0.34908608384875944,0.11667
04/30/1984,0.3520444631576538,0.11667
05/01/1984,0.3527841380644662,0.11667
05/01/1984,0.355742484331131,0.11667
05/02/1984,0.34908618049682644,0.11667
05/02/1984,0.3468674123287201,0.11667
05/03/1984,0.3476070904792243,0.11667
05/03/1984,0.3498258590698242,0.11667
05/04/1984,0.3498259565488703,0.11667
05/04/1984,0.34908634424209595,0.11667
05/07/1984,0.349086139210126,0.11667
05/07/1984,0.3483465611934662,0.11667
05/08/1984,0.34834653491964834,0.11667
05/08/1984,0.34760695695877075,0.11667
05/09/1984,0.3476069831768064,0.11667
05/09/1984,0.3483465611934662,0.11667
05/10/1984,0.3483463961344499,0.11667
05/10/1984,0.34612762928009033,0.11667
05/11/1984,0.3453881697960094,0.11667
05/11/1984,0.34169021248817444,0.11667
05/14/1984,0.3409506182229383,0.11667
05/14/1984,0.3350338935852051,0.11667
05/15/1984,0.33503392691255074,0.11667
05/15/1984,0.3342943489551544,0.11667
05/16/1984,0.3342942669451533,0.11667
05/16/1984,0.3335546553134918,0.11667
05/17/1984,0.33355475949762187,0.11667
05/17/1984,0.33133599162101746,0.11667
05/18/1984,0.33133602507259885,0.11667
05/18/1984,0.3305964469909668,0.11667
05/21/1984,0.330596331171837,0.11667
05/21/1984,0.3298567533493042,0.11667
05/22/1984,0.3298569101560514,0.11667
05/22/1984,0.3291172981262207,0.11667
05/23/1984,0.32985673257798626,0.11667
05/23/1984,0.3335546553134918,0.11667
05/24/1984,0.33355475949762187,0.11667
05/24/1984,0.33133599162101746,0.11667
05/25/1984,0.3313360665042755,0.11667
05/25/1984,0.3291172981262207,0.11667
05/29/1984,0.32911734351313554,0.11667
05/29/1984,0.32689857482910156,0.11667
05/30/1984,0.3268983695922456,0.11667
05/30/1984,0.3261587917804718,0.11667
05/31/1984,0.3261589293559725,0.11667
05/31/1984,0.3276381194591522,0.11667
06/01/1984,0.32837752220857985,0.11667
06/01/1984,0.3365130126476288,0.11667
06/04/1984,0.3365130126476288,0.11667
06/04/1984,0.3365130126476288,0.11667
06/05/1984,0.3365131394854446,0.11667
06/05/1984,0.3357735276222229,0.11667
06/06/1984,0.33577342745286987,0.11667
06/06/1984,0.3372526168823242,0.11667
06/07/1984,0.3372526168823242,0.11667
06/07/1984,0.3372526168823242,0.11667
06/08/1984,0.33799228818072713,0.11667
06/08/1984,0.3409506678581238,0.11667
06/11/1984,0.3409506678581238,0.11667
06/11/1984,0.3409506678581238,0.11667
06/12/1984,0.34095063456889024,0.11667
06/12/1984,0.34169021248817444,0.11667
06/13/1984,0.34169024584961777,0.11667
06/13/1984,0.3409506678581238,0.11667
06/14/1984,0.3409505467315285,0.11667
06/14/1984,0.3365130126476288,0.11667
06/15/1984,0.3365130060837257,0.11667
06/15/1984,0.3379921615123749,0.11667
06/18/1984,0.3379922993036785,0.11667
06/18/1984,0.3394714891910553,0.11667
06/19/1984,0.3394714118729762,0.11667
06/19/1984,0.3424297571182251,0.11667
06/20/1984,0.34242980213277785,0.11667
06/20/1984,0.3446485698223114,0.11667
06/21/1984,0.34464860339874426,0.11667
06/21/1984,0.3483465611934662,0.11667
06/22/1984,0.34760697169171095,0.11667
06/22/1984,0.3453882038593292,0.11667
06/25/1984,0.3478131839809607,0.23334
06/25/1984,0.34478214383125305,0.23334
06/26/1984,0.34478214383125305,0.23334
06/26/1984,0.34478214383125305,0.23334
06/27/1984,0.34478211079198917,0.23334
06/27/1984,0.3394777476787567,0.23334
06/28/1984,0.3394778345625963,0.23334
06/28/1984,0.3402356207370758,0.23334
06/29/1984,0.3402355011560654,0.23334
06/29/1984,0.3387199640274048,0.23334
07/02/1984,0.3387199640274048,0.23334
07/02/1984,0.3387199640274048,0.23334
07/03/1984,0.3387200262149175,0.23334
07/03/1984,0.34099331498146057,0.23334
07/05/1984,0.3409933722239158,0.23334
07/05/1984,0.3402356207370758,0.23334
07/06/1984,0.34023553365929315,0.23334
07/06/1984,0.3394777476787567,0.23334
07/09/1984,0.33947774812861853,0.23334
07/09/1984,0.34250882267951965,0.23334
07/10/1984,0.34250888470206814,0.23334
07/10/1984,0.34326663613319397,0.23334
07/11/1984,0.3440244217271909,0.23334
07/11/1984,0.3478132486343384,0.23334
07/12/1984,0.34857115178926595,0.23334
07/12/1984,0.35235998034477234,0.23334
07/13/1984,0.3538754301606292,0.23334
07/13/1984,0.35614871978759766,0.23334
07/16/1984,0.35614871978759766,0.23334
07/16/1984,0.35614871978759766,0.23334
07/17/1984,0.35614881233198764,0.23334
07/17/1984,0.35917985439300537,0.23334
07/18/1984,0.35917976667296214,0.23334
07/18/1984,0.3614530563354492,0.23334
07/19/1984,0.36221065854799894,0.23334
07/19/1984,0.3599373698234558,0.23334
07/20/1984,0.3614529645453032,0.23334
07/20/1984,0.3606952130794525,0.23334
07/23/1984,0.3591796754601126,0.23334
07/23/1984,0.3606952130794525,0.23334
07/24/1984,0.36221072063918885,0.23334
07/24/1984,0.36372625827789307,0.23334
07/25/1984,0.36372620382426696,0.23334
07/25/1984,0.3682727813720703,0.23334
07/26/1984,0.3682729608359758,0.23334
07/26/1984,0.36675742268562317,0.23334
07/27/1984,0.36599966520358296,0.23334
07/27/1984,0.3629686236381531,0.23334
07/30/1984,0.3622108372310579,0.23334
07/30/1984,0.3629686236381531,0.23334
07/31/1984,0.36296845246217774,0.23334
07/31/1984,0.3682727813720703,0.23334
08/01/1984,0.3667571381146587,0.23334
08/01/1984,0.3773658275604248,0.23334
08/02/1984,0.3758503950649,0.23334
08/02/1984,0.38949012756347656,0.23334
08/03/1984,0.38797470949836194,0.23334
08/03/1984,0.3864591717720032,0.23334
08/06/1984,0.38494338147196155,0.23334
08/06/1984,0.37585023045539856,0.23334
08/07/1984,0.37509247943322443,0.23334
08/07/1984,0.37585023045539856,0.23334
08/08/1984,0.3766080704437622,0.23334
08/08/1984,0.37433478236198425,0.23334
08/09/1984,0.375092867324225,0.23334
08/09/1984,0.3781239092350006,0.23334
08/10/1984,0.3788815188663541,0.23334
08/10/1984,0.3803970217704773,0.23334
08/13/1984,0.3803970217704773,0.23334
08/13/1984,0.3803970217704773,0.23334
08/14/1984,0.37888163544552095,0.23334
08/14/1984,0.3796393871307373,0.23334
08/15/1984,0.378123638714159,0.23334
08/15/1984,0.37888142466545105,0.23334
08/16/1984,0.37736598127459287,0.23334
08/16/1984,0.3803970217704773,0.23334
08/17/1984,0.3811548079101769,0.23334
08/17/1984,0.3803970217704773,0.23334
08/20/1984,0.38039702386411167,0.23334
08/20/1984,0.38570138812065125,0.23334
08/21/1984,0.3841859723929515,0.23334
08/21/1984,0.3902480900287628,0.23334
08/22/1984,0.3887323762094335,0.23334
08/22/1984,0.38949012756347656,0.23334
08/23/1984,0.3879747118325918,0.23334
08/23/1984,0.3872169256210327,0.23334
08/24/1984,0.3872168910331155,0.23334
08/24/1984,0.38570138812065125,0.23334
08/27/1984,0.3841858506202698,0.23334
08/27/1984,0.3841858506202698,0.23334
08/28/1984,0.38418591249547535,0.23334
08/28/1984,0.3849436640739441,0.23334
08/29/1984,0.3849436640739441,0.23334
08/29/1984,0.3849436640739441,0.23334
08/30/1984,0.38342809916384096,0.23334
08/30/1984,0.3841858506202698,0.23334
08/31/1984,0.38342816091700654,0.23334
08/31/1984,0.3849436640739441,0.23334
09/04/1984,0.3841859079453794,0.23334
09/04/1984,0.383428156375885,0.23334
09/05/1984,0.38191255936223856,0.23334
09/05/1984,0.3803970217704773,0.23334
09/06/1984,0.382670374650894,0.23334
09/06/1984,0.3849436640739441,0.23334
09/07/1984,0.3857014457720115,0.23334
09/07/1984,0.383428156375885,0.23334
09/10/1984,0.3819126230724252,0.23334
09/10/1984,0.3849436640739441,0.23334
09/11/1984,0.382670134305954,0.23334
09/11/1984,0.382670134305954,0.23334
09/12/1984,0.38267031301977394,0.23334
09/12/1984,0.3841858506202698,0.23334
09/13/1984,0.38570142002799107,0.23334
09/13/1984,0.38797470927238464,0.23334
09/14/1984,0.3910058417253708,0.23334
09/14/1984,0.3902480900287628,0.23334
09/17/1984,0.3887323762094335,0.23334
09/17/1984,0.38949012756347656,0.23334
09/18/1984,0.3902480906115096,0.23334
09/18/1984,0.38873255252838135,0.23334
09/19/1984,0.38873264400256163,0.23334
09/19/1984,0.39327922463417053,0.23334
09/20/1984,0.3932791093202043,0.23334
09/20/1984,0.39631015062332153,0.23334
09/21/1984,0.39631020950778423,0.23334
09/21/1984,0.3978257477283478,0.23334
09/24/1984,0.39875475627024043,0.35001
09/24/1984,0.3979804515838623,0.35001
09/25/1984,0.39720658744598053,0.35001
09/25/1984,0.39875516295433044,0.35001
09/26/1984,0.3979808574782504,0.35001
09/26/1984,0.39875516295433044,0.35001
09/27/1984,0.3995294329866003,0.35001
09/27/1984,0.39875516295433044,0.35001
09/28/1984,0.39952918365793383,0.35001
09/28/1984,0.400303453207016,0.35001
10/01/1984,0.400303453207016,0.35001
10/01/1984,0.400303453207016,0.35001
10/02/1984,0.39952918365793383,0.35001
10/02/1984,0.400303453207016,0.35001
10/03/1984,0.4003037030188702,0.35001
10/03/1984,0.39875516295433044,0.35001
10/04/1984,0.3995294329866003,0.35001
10/04/1984,0.39875516295433044,0.35001
10/05/1984,0.3987551258650319,0.35001
10/05/1984,0.3964322805404663,0.35001
10/08/1984,0.3972067049972791,0.35001
10/08/1984,0.3933352828025818,0.35001
10/09/1984,0.3941092354183283,0.35001
10/09/1984,0.3925606608390808,0.35001
10/10/1984,0.3933352828025818,0.35001
10/10/1984,0.3933352828025818,0.35001
10/11/1984,0.39410942232962043,0.35001
10/11/1984,0.3948836922645569,0.35001
10/12/1984,0.3964320160482578,0.35001
10/12/1984,0.3995291292667389,0.35001
10/15/1984,0.39952933648620964,0.35001
10/15/1984,0.40572360157966614,0.35001
10/16/1984,0.4057235149562902,0.35001
10/16/1984,0.40882062911987305,0.35001
10/17/1984,0.408820586258106,0.35001
10/17/1984,0.41346627473831177,0.35001
10/18/1984,0.41578935012632967,0.35001
10/18/1984,0.4204350411891937,0.35001
10/19/1984,0.42430623310709187,0.35001
10/19/1984,0.42585477232933044,0.35001
10/22/1984,0.4250807322520577,0.35001
10/22/1984,0.4204350411891937,0.35001
10/23/1984,0.4181123971939087,0.35001
10/23/1984,0.40649816393852234,0.35001
10/24/1984,0.40727208453752634,0.35001
10/24/1984,0.4026263952255249,0.35001
10/25/1984,0.40417494015260175,0.35001
10/25/1984,0.40882062911987305,0.35001
10/26/1984,0.4064978714249226,0.35001
10/26/1984,0.40572360157966614,0.35001
10/29/1984,0.40417531728744505,0.35001
10/29/1984,0.40649816393852234,0.35001
10/30/1984,0.40417502644535164,0.35001
10/30/1984,0.40572360157966614,0.35001
10/31/1984,0.40417502644535164,0.35001
10/31/1984,0.40572360157966614,0.35001
11/01/1984,0.40417502644535164,0.35001
11/01/1984,0.40572360157966614,0.35001
11/02/1984,0.40494904827542993,0.35001
11/02/1984,0.4072718918323517,0.35001
11/05/1984,0.4057238935361056,0.35001
11/05/1984,0.40649816393852234,0.35001
11/06/1984,0.40649776320672976,0.35001
11/06/1984,0.4111434519290924,0.35001
11/07/1984,0.41191774328345593,0.35001
11/07/1984,0.40882062911987305,0.35001
11/08/1984,0.4072721412701791,0.35001
11/08/1984,0.40572360157966614,0.35001
11/09/1984,0.40649782823420116,0.35001
11/09/1984,0.4041749835014343,0.35001
11/12/1984,0.40417497014412423,0.35001
11/12/1984,0.4026263952255249,0.35001
11/13/1984,0.4010780084949502,0.35001
11/13/1984,0.39875516295433044,0.35001
11/14/1984,0.39875516295433044,0.35001
11/14/1984,0.39875516295433044,0.35001
11/15/1984,0.40030351003755454,0.35001
11/15/1984,0.4034006595611572,0.35001
11/16/1984,0.4041749835014343,0.35001
11/16/1984,0.4041749835014343,0.35001
11/19/1984,0.40417488565334697,0.35001
11/19/1984,0.4018520414829254,0.35001
11/20/1984,0.40340075660009517,0.35001
11/20/1984,0.40572360157966614,0.35001
11/21/1984,0.40572375733153965,0.35001
11/21/1984,0.4080466032028198,0.35001
11/23/1984,0.4095950018557393,0.35001
11/23/1984,0.41966068744659424,0.35001
11/26/1984,0.42120922719610815,0.35001
11/26/1984,0.41966068744659424,0.35001
11/27/1984,0.42043499453009175,0.35001
11/27/1984,0.4219835698604584,0.35001
11/28/1984,0.4219836166914184,0.35001
11/28/1984,0.4204350411891937,0.35001
11/29/1984,0.4196605599883483,0.35001
11/29/1984,0.41733771562576294,0.35001
11/30/1984,0.4165634540534809,0.35001
11/30/1984,0.4126920700073242,0.35001
12/03/1984,0.4134660910053029,0.35001
12/03/1984,0.41424036026000977,0.35001
12/04/1984,0.4126922004877383,0.35001
12/04/1984,0.41191789507865906,0.35001
12/05/1984,0.4126922004877383,0.35001
12/05/1984,0.41191789507865906,0.35001
12/06/1984,0.41191789507865906,0.35001
12/06/1984,0.41191789507865906,0.35001
12/07/1984,0.4111434519290924,0.35001
12/07/1984,0.4111434519290924,0.35001
12/10/1984,0.411143495122584,0.35001
12/10/1984,0.4126920700073242,0.35001
12/11/1984,0.4134660910053029,0.35001
12/11/1984,0.41424036026000977,0.35001
12/12/1984,0.4142406094482685,0.35001
12/12/1984,0.4126920700073242,0.35001
12/13/1984,0.411143495122584,0.35001
12/13/1984,0.4126920700073242,0.35001
12/14/1984,0.412692152242373,0.35001
12/14/1984,0.41966068744659424,0.35001
12/17/1984,0.41966053381415597,0.35001
12/17/1984,0.42662906646728516,0.35001
12/18/1984,0.4335975176430751,0.35001
12/18/1984,0.43901747465133667,0.35001
12/19/1984,0.43824368715286255,0.35001
12/19/1984,0.43824368715286255,0.35001
12/20/1984,0.4382433542617829,0.35001
12/20/1984,0.4328233599662781,0.35001
12/21/1984,0.4328233489709479,0.35001
12/21/1984,0.4335976541042328,0.35001
12/24/1984,0.435146290816261,0.35001
12/24/1984,0.4359205961227417,0.35001
12/26/1984,0.43592059060549526,0.35001
12/26/1984,0.436694860458374,0.35001
12/27/1984,0.43514639139175415,0.35001
12/27/1984,0.43514639139175415,0.35001
12/28/1984,0.4351462776861478,0.35001
12/28/1984,0.4343720078468323,0.35001
12/31/1984,0.43359799448143227,0.35001
12/31/1984,0.43824368715286255,0.35001
01/02/1985,0.43824368715286255,0.35001
01/02/1985,0.43824368715286255,0.35001
01/03/1985,0.436694860458374,0.35001
01/03/1985,0.436694860458374,0.35001
01/04/1985,0.43606304093473025,0.46668
01/04/1985,0.43764299154281616,0.46668
01/07/1985,0.4392228364091995,0.46668
01/07/1985,0.43448302149772644,0.46668
01/08/1985,0.4344834861180449,0.46668
01/08/1985,0.433693528175354,0.46668
01/09/1985,0.433693528175354,0.46668
01/09/1985,0.433693528175354,0.46668
01/10/1985,0.432903321447768,0.46668
01/10/1985,0.4352732300758362,0.46668
01/11/1985,0.4329031073018474,0.46668
01/11/1985,0.43448302149772644,0.46668
01/14/1985,0.43369321533455163,0.46668
01/14/1985,0.4368530809879303,0.46668
01/15/1985,0.43606304093473025,0.46668
01/15/1985,0.43764299154281616,0.46668
01/16/1985,0.43764315142063337,0.46668
01/16/1985,0.4360632002353668,0.46668
01/17/1985,0.43606297185552345,0.46668
01/17/1985,0.43448302149772644,0.46668
01/18/1985,0.43448302149772644,0.46668
01/18/1985,0.43448302149772644,0.46668
01/21/1985,0.435273242723702,0.46668
01/21/1985,0.4360632002353668,0.46668
01/22/1985,0.43606297185552345,0.46668
01/22/1985,0.43448302149772644,0.46668
01/23/1985,0.432903321447768,0.46668
01/23/1985,0.4352732300758362,0.46668
01/24/1985,0.43606318756454693,0.46668
01/24/1985,0.4352732300758362,0.46668
01/25/1985,0.43606303966878546,0.46668
01/25/1985,0.441592812538147,0.46668
01/28/1985,0.44080288999328987,0.46668
01/28/1985,0.4463326632976532,0.46668
01/29/1985,0.4463328636047235,0.46668
01/29/1985,0.45265263319015503,0.46668
01/30/1985,0.45344239954153087,0.46668
01/30/1985,0.4581822156906128,0.46668
01/31/1985,0.45660220191026973,0.46668
01/31/1985,0.4597620666027069,0.46668
02/01/1985,0.45739230296264094,0.46668
02/01/1985,0.455022394657135,0.46668
02/04/1985,0.45344264037349574,0.46668
02/04/1985,0.456602543592453,0.46668
02/05/1985,0.456602543592453,0.46668
02/05/1985,0.456602543592453,0.46668
02/06/1985,0.45502230787524284,0.46668
02/06/1985,0.45739221572875977,0.46668
02/07/1985,0.45897233035289314,0.46668
02/07/1985,0.46055224537849426,0.46668
02/08/1985,0.4597622878656937,0.46668
02/08/1985,0.46055224537849426,0.46668
02/11/1985,0.4605521028983966,0.46668
02/11/1985,0.46134209632873535,0.46668
02/12/1985,0.4621319728289864,0.46668
02/12/1985,0.46845173835754395,0.46668
02/13/1985,0.4684517470031966,0.46668
02/13/1985,0.4755614697933197,0.46668
02/14/1985,0.4763516449748571,0.46668
02/14/1985,0.4716118276119232,0.46668
02/15/1985,0.4708218701054131,0.46668
02/15/1985,0.4716118276119232,0.46668
02/19/1985,0.4731914332351333,0.46668
02/19/1985,0.4724014401435852,0.46668
02/20/1985,0.4724017851184333,0.46668
02/20/1985,0.4716118276119232,0.46668
02/21/1985,0.4716115262773302,0.46668
02/21/1985,0.4692416191101074,0.46668
02/22/1985,0.46924192266704823,0.46668
02/22/1985,0.46055224537849426,0.46668
02/25/1985,0.4605520237353363,0.46668
02/25/1985,0.4597620666027069,0.46668
02/26/1985,0.4613420156986365,0.46668
02/26/1985,0.46845173835754395,0.46668
02/27/1985,0.4668719977021186,0.46668
02/27/1985,0.4708218574523926,0.46668
02/28/1985,0.47003179568159986,0.46668
02/28/1985,0.46766188740730286,0.46668
03/01/1985,0.46766177099224937,0.46668
03/01/1985,0.4700316786766052,0.46668
03/04/1985,0.4708216459105131,0.46668
03/04/1985,0.46845173835754395,0.46668
03/05/1985,0.4676618894450575,0.46668
03/05/1985,0.46371206641197205,0.46668
03/06/1985,0.46450204950678525,0.46668
03/06/1985,0.4589722752571106,0.46668
03/07/1985,0.4581820599741639,0.46668
03/07/1985,0.46213191747665405,0.46668
03/08/1985,0.4605520237353363,0.46668
03/08/1985,0.4597620666027069,0.46668
03/11/1985,0.45818211617552856,0.46668
03/11/1985,0.4597620666027069,0.46668
03/12/1985,0.46055216040257146,0.46668
03/12/1985,0.46529197692871094,0.46668
03/13/1985,0.465291936686075,0.46668
03/13/1985,0.46687188744544983,0.46668
03/14/1985,0.464502021762217,0.46668
03/14/1985,0.46766188740730286,0.46668
03/15/1985,0.4692416191101074,0.46668
03/15/1985,0.4692416191101074,0.46668
03/18/1985,0.47082156927556046,0.46668
03/18/1985,0.4692416191101074,0.46668
03/19/1985,0.4700315761118772,0.46668
03/19/1985,0.4692416191101074,0.46668
03/20/1985,0.469241838310811,0.46668
03/20/1985,0.46766188740730286,0.46668
