IBM,International Business Machines,
Date,Price,Annualized Dividend
07/02/2010,91.16,2.3000000000000003
07/02/2010,90.1,2.3000000000000003
07/06/2010,91.37,2.3000000000000003
07/06/2010,91.28,2.3000000000000003
07/07/2010,91.29,2.3000000000000003
07/07/2010,93.9,2.3000000000000003
07/08/2010,94.17,2.3000000000000003
07/08/2010,94.62,2.3000000000000003
07/09/2010,94.57,2.3000000000000003
07/09/2010,94.61,2.3000000000000003
07/12/2010,94.17,2.3000000000000003
07/12/2010,95.14,2.3000000000000003
07/13/2010,95.36,2.3000000000000003
07/13/2010,96.47,2.3000000000000003
07/14/2010,95.62,2.3000000000000003
07/14/2010,96.65,2.3000000000000003
07/15/2010,96.02,2.3000000000000003
07/15/2010,96.65,2.3000000000000003
07/16/2010,96.09,2.3000000000000003
07/16/2010,94.66,2.3000000000000003
07/19/2010,95.14,2.3000000000000003
07/19/2010,95.96,2.3000000000000003
07/20/2010,90.92,2.3000000000000003
07/20/2010,93.57,2.3000000000000003
07/21/2010,93.49,2.3000000000000003
07/21/2010,92.62,2.3000000000000003
07/22/2010,93.4,2.3000000000000003
07/22/2010,94.25,2.3000000000000003
07/23/2010,94.12,2.3000000000000003
07/23/2010,94.92,2.3000000000000003
07/26/2010,94.77,2.3000000000000003
07/26/2010,94.94,2.3000000000000003
07/27/2010,95.22,2.3000000000000003
07/27/2010,95.11,2.3000000000000003
07/28/2010,95.14,2.3000000000000003
07/28/2010,94.96,2.3000000000000003
07/29/2010,95.42,2.3000000000000003
07/29/2010,94.66,2.3000000000000003
07/30/2010,94.22,2.3000000000000003
07/30/2010,94.94,2.3000000000000003
08/02/2010,95.56,2.3000000000000003
08/02/2010,96.68,2.3000000000000003
08/03/2010,96.14,2.3000000000000003
08/03/2010,96.39,2.3000000000000003
08/04/2010,96.46,2.3000000000000003
08/04/2010,97.06,2.3000000000000003
08/05/2010,96.66,2.3000000000000003
08/05/2010,97.47,2.3000000000000003
08/06/2010,96.9,2.4
08/06/2010,96.7,2.4
08/09/2010,97.18,2.4
08/09/2010,98.08,2.4
08/10/2010,97.47,2.4
08/10/2010,97.96,2.4
08/11/2010,97.11,2.4
08/11/2010,96.47,2.4
08/12/2010,94.88,2.4
08/12/2010,95.33,2.4
08/13/2010,95.08,2.4
08/13/2010,95.01,2.4
08/16/2010,94.72,2.4
08/16/2010,94.94,2.4
08/17/2010,95.73,2.4
08/17/2010,95.44,2.4
08/18/2010,95.76,2.4
08/18/2010,96.14,2.4
08/19/2010,95.61,2.4
08/19/2010,95.78,2.4
08/20/2010,95.64,2.4
08/20/2010,94.74,2.4
08/23/2010,94.79,2.4
08/23/2010,93.97,2.4
08/24/2010,93.04,2.4
08/24/2010,92.81,2.4
08/25/2010,92.56,2.4
08/25/2010,93.08,2.4
08/26/2010,93.46,2.4
08/26/2010,91.23,2.4
08/27/2010,92.01,2.4
08/27/2010,92.68,2.4
08/30/2010,92.94,2.4
08/30/2010,91.69,2.4
08/31/2010,91.62,2.4
08/31/2010,91.49,2.4
09/01/2010,93.11,2.4
09/01/2010,93.45,2.4
09/02/2010,93.65,2.4
09/02/2010,92.91,2.4
09/03/2010,93.79,2.4
09/03/2010,94.8,2.4
09/07/2010,94.36,2.4
09/07/2010,93.59,2.4
09/08/2010,93.64,2.4
09/08/2010,93.68,2.4
09/09/2010,94.57,2.4
09/09/2010,93.89,2.4
09/10/2010,94.36,2.4
09/10/2010,95.1,2.4
09/13/2010,95.58,2.4
09/13/2010,96.31,2.4
09/14/2010,95.43,2.4
09/14/2010,95.74,2.4
09/15/2010,95.59,2.4
09/15/2010,96.17,2.4
09/16/2010,96.0,2.4
09/16/2010,96.35,2.4
09/17/2010,96.54,2.4
09/17/2010,96.74,2.4
09/20/2010,96.77,2.4
09/20/2010,97.93,2.4
09/21/2010,97.67,2.4
09/21/2010,98.07,2.4
09/22/2010,97.79,2.4
09/22/2010,98.5,2.4
09/23/2010,97.65,2.4
09/23/2010,97.84,2.4
09/24/2010,98.39,2.4
09/24/2010,99.65,2.4
09/27/2010,99.2,2.4
09/27/2010,100.05,2.4
09/28/2010,100.07,2.4
09/28/2010,100.23,2.4
09/29/2010,99.86,2.4
09/29/2010,100.67,2.4
09/30/2010,100.68,2.4
09/30/2010,99.67,2.4
10/01/2010,100.69,2.4
10/01/2010,100.79,2.4
10/04/2010,100.48,2.4
10/04/2010,100.5,2.4
10/05/2010,101.19,2.4
10/05/2010,102.29,2.4
10/06/2010,101.71,2.4
10/06/2010,102.42,2.4
10/07/2010,102.48,2.4
10/07/2010,103.07,2.4
10/08/2010,102.84,2.4
10/08/2010,103.17,2.4
10/11/2010,103.13,2.4
10/11/2010,103.77,2.4
10/12/2010,102.84,2.4
10/12/2010,103.91,2.4
10/13/2010,103.96,2.4
10/13/2010,104.3,2.4
10/14/2010,104.29,2.4
10/14/2010,105.14,2.4
10/15/2010,105.59,2.4
10/15/2010,104.81,2.4
10/18/2010,104.69,2.4
10/18/2010,106.13,2.4
10/19/2010,102.02,2.4
10/19/2010,102.56,2.4
10/20/2010,102.75,2.4
10/20/2010,103.33,2.4
10/21/2010,103.88,2.4
10/21/2010,103.9,2.4
10/22/2010,104.14,2.4
10/22/2010,103.78,2.4
10/25/2010,104.34,2.4
10/25/2010,103.91,2.4
10/26/2010,103.5,2.4
10/26/2010,104.52,2.4
10/27/2010,103.67,2.4
10/27/2010,105.09,2.4
10/28/2010,105.39,2.4
10/28/2010,104.69,2.4
10/29/2010,104.69,2.4
10/29/2010,106.7,2.4
11/01/2010,106.73,2.4
11/01/2010,106.49,2.4
11/02/2010,106.89,2.4
11/02/2010,106.88,2.4
11/03/2010,107.18,2.4
11/03/2010,107.12,2.4
11/04/2010,107.61,2.4
11/04/2010,109.07,2.4
11/05/2010,108.44,2.4
11/05/2010,109.17,2.4
11/08/2010,108.48,2.5
11/08/2010,109.31,2.5
11/09/2010,109.49,2.5
11/09/2010,109.07,2.5
11/10/2010,109.03,2.5
11/10/2010,109.38,2.5
11/11/2010,108.0,2.5
11/11/2010,108.54,2.5
11/12/2010,107.91,2.5
11/12/2010,107.28,2.5
11/15/2010,107.39,2.5
11/15/2010,107.2,2.5
11/16/2010,106.67,2.5
11/16/2010,106.16,2.5
11/17/2010,106.35,2.5
11/17/2010,105.94,2.5
11/18/2010,106.76,2.5
11/18/2010,107.74,2.5
11/19/2010,107.76,2.5
11/19/2010,108.26,2.5
11/22/2010,107.47,2.5
11/22/2010,108.51,2.5
11/23/2010,107.65,2.5
11/23/2010,106.86,2.5
11/24/2010,107.44,2.5
11/24/2010,108.82,2.5
11/26/2010,108.44,2.5
11/26/2010,107.4,2.5
11/29/2010,107.12,2.5
11/29/2010,106.64,2.5
11/30/2010,106.16,2.5
11/30/2010,105.58,2.5
12/01/2010,107.18,2.5
12/01/2010,107.78,2.5
12/02/2010,107.72,2.5
12/02/2010,108.35,2.5
12/03/2010,107.66,2.5
12/03/2010,108.5,2.5
12/06/2010,107.88,2.5
12/06/2010,108.21,2.5
12/07/2010,108.98,2.5
12/07/2010,107.49,2.5
12/08/2010,107.73,2.5
12/08/2010,108.2,2.5
12/09/2010,108.92,2.5
12/09/2010,107.7,2.5
12/10/2010,108.13,2.5
12/10/2010,108.09,2.5
12/13/2010,108.32,2.5
12/13/2010,107.68,2.5
12/14/2010,107.67,2.5
12/14/2010,108.83,2.5
12/15/2010,108.32,2.5
12/15/2010,108.01,2.5
12/16/2010,108.1,2.5
12/16/2010,107.88,2.5
12/17/2010,107.99,2.5
12/17/2010,108.22,2.5
12/20/2010,108.51,2.5
12/20/2010,107.85,2.5
12/21/2010,108.21,2.5
12/21/2010,108.77,2.5
12/22/2010,108.71,2.5
12/22/2010,108.93,2.5
12/23/2010,108.88,2.5
12/23/2010,108.88,2.5
12/27/2010,108.31,2.5
12/27/2010,108.47,2.5
12/28/2010,108.45,2.5
12/28/2010,108.75,2.5
12/29/2010,108.97,2.5
12/29/2010,109.35,2.5
12/30/2010,109.23,2.5
12/30/2010,109.47,2.5
12/31/2010,109.51,2.5
12/31/2010,109.53,2.5
01/03/2011,109.87,2.5
01/03/2011,110.07,2.5
01/04/2011,110.13,2.5
01/04/2011,110.19,2.5
01/05/2011,109.97,2.5
01/05/2011,109.75,2.5
01/06/2011,109.81,2.5
01/06/2011,110.95,2.5
01/07/2011,111.05,2.5
01/07/2011,110.41,2.5
01/10/2011,110.15,2.5
01/10/2011,110.19,2.5
01/11/2011,110.61,2.5
01/11/2011,109.92,2.5
01/12/2011,110.45,2.5
01/12/2011,111.28,2.5
01/13/2011,111.38,2.5
01/13/2011,111.07,2.5
01/14/2011,111.12,2.5
01/14/2011,111.95,2.5
01/18/2011,111.82,2.5
01/18/2011,112.44,2.5
01/19/2011,114.38,2.5
01/19/2011,116.2,2.5
01/20/2011,115.33,2.5
01/20/2011,116.28,2.5
01/21/2011,116.73,2.5
01/21/2011,116.06,2.5
01/24/2011,116.0,2.5
01/24/2011,119.14,2.5
01/25/2011,118.83,2.5
01/25/2011,120.49,2.5
01/26/2011,120.66,2.5
01/26/2011,120.19,2.5
01/27/2011,120.48,2.5
01/27/2011,120.21,2.5
01/28/2011,120.2,2.5
01/28/2011,118.83,2.5
01/31/2011,118.8,2.5
01/31/2011,120.91,2.5
02/01/2011,120.99,2.5
02/01/2011,122.07,2.5
02/02/2011,121.95,2.5
02/02/2011,121.88,2.5
02/03/2011,121.77,2.5
02/03/2011,122.05,2.5
02/04/2011,122.01,2.5
02/04/2011,122.4,2.5
02/07/2011,122.46,2.5
02/07/2011,123.01,2.5
02/08/2011,123.5,2.6
02/08/2011,124.42,2.6
02/09/2011,124.1,2.6
02/09/2011,123.37,2.6
02/10/2011,122.81,2.6
02/10/2011,122.95,2.6
02/11/2011,122.87,2.6
02/11/2011,122.77,2.6
02/14/2011,123.02,2.6
02/14/2011,122.3,2.6
02/15/2011,122.05,2.6
02/15/2011,122.02,2.6
02/16/2011,122.38,2.6
02/16/2011,122.44,2.6
02/17/2011,122.36,2.6
02/17/2011,123.06,2.6
02/18/2011,123.23,2.6
02/18/2011,123.51,2.6
02/22/2011,122.56,2.6
02/22/2011,121.35,2.6
02/23/2011,121.24,2.6
02/23/2011,120.02,2.6
02/24/2011,119.61,2.6
02/24/2011,120.46,2.6
02/25/2011,120.68,2.6
02/25/2011,121.6,2.6
02/28/2011,121.66,2.6
02/28/2011,121.3,2.6
03/01/2011,122.25,2.6
03/01/2011,119.87,2.6
03/02/2011,119.46,2.6
03/02/2011,120.01,2.6
03/03/2011,120.95,2.6
03/03/2011,122.5,2.6
03/04/2011,122.44,2.6
03/04/2011,121.26,2.6
03/07/2011,121.09,2.6
03/07/2011,119.84,2.6
03/08/2011,119.66,2.6
03/08/2011,121.6,2.6
03/09/2011,122.49,2.6
03/09/2011,124.28,2.6
03/10/2011,123.36,2.6
03/10/2011,121.4,2.6
03/11/2011,121.69,2.6
03/11/2011,121.71,2.6
03/14/2011,120.76,2.6
03/14/2011,120.93,2.6
03/15/2011,117.9,2.6
03/15/2011,119.15,2.6
03/16/2011,117.28,2.6
03/16/2011,114.64,2.6
03/17/2011,115.39,2.6
03/17/2011,115.53,2.6
03/18/2011,117.27,2.6
03/18/2011,116.81,2.6
03/21/2011,118.12,2.6
03/21/2011,118.15,2.6
03/22/2011,118.81,2.6
03/22/2011,118.39,2.6
03/23/2011,118.39,2.6
03/23/2011,119.54,2.6
03/24/2011,120.06,2.6
03/24/2011,119.92,2.6
03/25/2011,120.62,2.6
03/25/2011,121.52,2.6
03/28/2011,121.04,2.6
03/28/2011,120.91,2.6
03/29/2011,120.89,2.6
03/29/2011,122.05,2.6
03/30/2011,122.55,2.6
03/30/2011,122.59,2.6
03/31/2011,122.44,2.6
03/31/2011,122.19,2.6
04/01/2011,122.66,2.6
04/01/2011,123.09,2.6
04/04/2011,123.2,2.6
04/04/2011,123.07,2.6
04/05/2011,122.74,2.6
04/05/2011,122.88,2.6
04/06/2011,123.14,2.6
04/06/2011,122.91,2.6
04/07/2011,122.96,2.6
04/07/2011,123.17,2.6
04/08/2011,123.15,2.6
04/08/2011,122.92,2.6
04/11/2011,122.47,2.6
04/11/2011,122.85,2.6
04/12/2011,122.41,2.6
04/12/2011,122.32,2.6
04/13/2011,122.86,2.6
04/13/2011,122.85,2.6
04/14/2011,122.76,2.6
04/14/2011,123.61,2.6
04/15/2011,123.63,2.6
04/15/2011,124.54,2.6
04/18/2011,123.36,2.6
04/18/2011,124.34,2.6
04/19/2011,124.17,2.6
04/19/2011,123.93,2.6
04/20/2011,122.21,2.6
04/20/2011,123.45,2.6
04/21/2011,124.11,2.6
04/21/2011,126.09,2.6
04/25/2011,125.62,2.6
04/25/2011,125.63,2.6
04/26/2011,125.87,2.6
04/26/2011,126.25,2.6
04/27/2011,126.34,2.6
04/27/2011,127.66,2.6
04/28/2011,127.37,2.6
04/28/2011,127.97,2.6
04/29/2011,128.2,2.6
04/29/2011,127.82,2.6
05/02/2011,128.96,2.6
05/02/2011,128.99,2.6
05/03/2011,128.88,2.6
05/03/2011,129.53,2.6
05/04/2011,129.15,2.6
05/04/2011,127.85,2.6
05/05/2011,127.73,2.6
05/05/2011,126.23,2.6
05/06/2011,127.22,2.7
05/06/2011,127.11,2.7
05/09/2011,126.74,2.7
05/09/2011,127.27,2.7
05/10/2011,127.39,2.7
05/10/2011,128.24,2.7
05/11/2011,128.18,2.7
05/11/2011,127.57,2.7
05/12/2011,127.69,2.7
05/12/2011,129.64,2.7
05/13/2011,129.23,2.7
05/13/2011,127.89,2.7
05/16/2011,127.81,2.7
05/16/2011,127.09,2.7
05/17/2011,126.33,2.7
05/17/2011,128.33,2.7
05/18/2011,128.03,2.7
05/18/2011,128.28,2.7
05/19/2011,128.6,2.7
05/19/2011,128.39,2.7
05/20/2011,128.25,2.7
05/20/2011,128.07,2.7
05/23/2011,126.88,2.7
05/23/2011,126.64,2.7
05/24/2011,126.82,2.7
05/24/2011,126.44,2.7
05/25/2011,126.17,2.7
05/25/2011,126.26,2.7
05/26/2011,126.04,2.7
05/26/2011,125.83,2.7
05/27/2011,126.38,2.7
05/27/2011,126.07,2.7
05/31/2011,126.78,2.7
05/31/2011,127.14,2.7
06/01/2011,127.12,2.7
06/01/2011,125.36,2.7
06/02/2011,125.27,2.7
06/02/2011,125.01,2.7
06/03/2011,123.66,2.7
06/03/2011,124.22,2.7
06/06/2011,124.01,2.7
06/06/2011,124.0,2.7
06/07/2011,124.27,2.7
06/07/2011,123.2,2.7
06/08/2011,122.89,2.7
06/08/2011,123.69,2.7
06/09/2011,124.19,2.7
06/09/2011,124.07,2.7
06/10/2011,123.86,2.7
06/10/2011,122.82,2.7
06/13/2011,123.77,2.7
06/13/2011,122.81,2.7
06/14/2011,123.34,2.7
06/14/2011,123.52,2.7
06/15/2011,122.49,2.7
06/15/2011,122.18,2.7
06/16/2011,121.97,2.7
06/16/2011,122.43,2.7
06/17/2011,123.62,2.7
06/17/2011,123.77,2.7
06/20/2011,123.21,2.7
06/20/2011,124.2,2.7
06/21/2011,124.34,2.7
06/21/2011,125.11,2.7
06/22/2011,124.63,2.7
06/22/2011,124.7,2.7
06/23/2011,123.48,2.7
06/23/2011,125.03,2.7
06/24/2011,124.83,2.7
06/24/2011,124.24,2.7
06/27/2011,124.74,2.7
06/27/2011,126.16,2.7
06/28/2011,126.69,2.7
06/28/2011,127.96,2.7
06/29/2011,128.41,2.7
06/29/2011,128.36,2.7
06/30/2011,128.79,2.7
06/30/2011,129.12,2.7
07/01/2011,129.16,2.7
07/01/2011,131.37,2.7
07/05/2011,130.6,2.7
07/05/2011,132.04,2.7
07/06/2011,131.86,2.7
07/06/2011,133.75,2.7
07/07/2011,133.05,2.7
07/07/2011,132.83,2.7
07/08/2011,132.08,2.7
07/08/2011,132.84,2.7
07/11/2011,131.64,2.7
07/11/2011,131.71,2.7
07/12/2011,131.66,2.7
07/12/2011,131.0,2.7
07/13/2011,131.64,2.7
07/13/2011,131.2,2.7
07/14/2011,131.26,2.7
07/14/2011,131.13,2.7
07/15/2011,131.77,2.7
07/15/2011,132.12,2.7
07/18/2011,131.51,2.7
07/18/2011,131.92,2.7
07/19/2011,134.53,2.7
07/19/2011,139.4,2.7
07/20/2011,138.37,2.7
07/20/2011,138.22,2.7
07/21/2011,138.18,2.7
07/21/2011,139.16,2.7
07/22/2011,138.97,2.7
07/22/2011,139.38,2.7
07/25/2011,138.4,2.7
07/25/2011,138.26,2.7
07/26/2011,137.69,2.7
07/26/2011,137.68,2.7
07/27/2011,136.99,2.7
07/27/2011,136.49,2.7
07/28/2011,136.27,2.7
07/28/2011,136.83,2.7
07/29/2011,135.67,2.7
07/29/2011,136.87,2.7
08/01/2011,137.43,2.7
08/01/2011,136.04,2.7
08/02/2011,135.44,2.7
08/02/2011,134.01,2.7
08/03/2011,133.72,2.7
08/03/2011,134.6,2.7
08/04/2011,132.84,2.7
08/04/2011,129.06,2.7
08/05/2011,129.53,2.7
08/05/2011,130.19,2.7
08/08/2011,127.62,2.8
08/08/2011,125.65,2.8
08/09/2011,126.59,2.8
08/09/2011,128.97,2.8
08/10/2011,127.13,2.8
08/10/2011,122.87,2.8
08/11/2011,124.05,2.8
08/11/2011,126.04,2.8
08/12/2011,127.37,2.8
08/12/2011,127.15,2.8
08/15/2011,129.51,2.8
08/15/2011,130.77,2.8
08/16/2011,130.16,2.8
08/16/2011,129.44,2.8
08/17/2011,129.69,2.8
08/17/2011,129.63,2.8
08/18/2011,125.73,2.8
08/18/2011,123.84,2.8
08/19/2011,122.59,2.8
08/19/2011,119.09,2.8
08/22/2011,121.97,2.8
08/22/2011,120.18,2.8
08/23/2011,121.44,2.8
08/23/2011,124.21,2.8
08/24/2011,124.07,2.8
08/24/2011,126.06,2.8
08/25/2011,126.63,2.8
08/25/2011,125.17,2.8
08/26/2011,124.61,2.8
08/26/2011,127.86,2.8
08/29/2011,128.95,2.8
08/29/2011,130.49,2.8
08/30/2011,130.06,2.8
08/30/2011,130.4,2.8
08/31/2011,130.99,2.8
08/31/2011,129.95,2.8
09/01/2011,130.56,2.8
09/01/2011,128.76,2.8
09/02/2011,126.76,2.8
09/02/2011,126.22,2.8
09/06/2011,123.26,2.8
09/06/2011,124.81,2.8
09/07/2011,126.45,2.8
09/07/2011,126.47,2.8
09/08/2011,126.24,2.8
09/08/2011,124.92,2.8
09/09/2011,124.4,2.8
09/09/2011,121.98,2.8
09/12/2011,120.98,2.8
09/12/2011,122.78,2.8
09/13/2011,123.7,2.8
09/13/2011,123.54,2.8
09/14/2011,123.98,2.8
09/14/2011,126.42,2.8
09/15/2011,127.48,2.8
09/15/2011,128.58,2.8
09/16/2011,129.51,2.8
09/16/2011,130.77,2.8
09/19/2011,128.13,2.8
09/19/2011,130.87,2.8
09/20/2011,131.21,2.8
09/20/2011,132.08,2.8
09/21/2011,132.29,2.8
09/21/2011,130.79,2.8
09/22/2011,127.25,2.8
09/22/2011,127.46,2.8
09/23/2011,126.23,2.8
09/23/2011,128.01,2.8
09/26/2011,129.23,2.8
09/26/2011,131.92,2.8
09/27/2011,133.66,2.8
09/27/2011,134.34,2.8
09/28/2011,134.53,2.8
09/28/2011,134.21,2.8
09/29/2011,135.83,2.8
09/29/2011,135.44,2.8
09/30/2011,133.05,2.8
09/30/2011,132.19,2.8
10/03/2011,131.8,2.8
10/03/2011,130.99,2.8
10/04/2011,129.67,2.8
10/04/2011,132.09,2.8
10/05/2011,131.96,2.8
10/05/2011,133.69,2.8
10/06/2011,133.66,2.8
10/06/2011,137.34,2.8
10/07/2011,137.82,2.8
10/07/2011,137.87,2.8
10/10/2011,138.33,2.8
10/10/2011,141.07,2.8
10/11/2011,139.54,2.8
10/11/2011,139.85,2.8
10/12/2011,140.66,2.8
10/12/2011,140.69,2.8
10/13/2011,139.82,2.8
10/13/2011,141.22,2.8
10/14/2011,142.26,2.8
10/14/2011,144.03,2.8
10/17/2011,143.41,2.8
10/17/2011,141.05,2.8
10/18/2011,134.55,2.8
10/18/2011,135.24,2.8
10/19/2011,135.82,2.8
10/19/2011,134.09,2.8
10/20/2011,134.65,2.8
10/20/2011,133.99,2.8
10/21/2011,135.39,2.8
10/21/2011,137.3,2.8
10/24/2011,137.21,2.8
10/24/2011,137.77,2.8
10/25/2011,137.32,2.8
10/25/2011,136.34,2.8
10/26/2011,137.38,2.8
10/26/2011,137.56,2.8
10/27/2011,139.84,2.8
10/27/2011,140.51,2.8
10/28/2011,140.28,2.8
10/28/2011,141.7,2.8
10/31/2011,140.29,2.8
10/31/2011,139.57,2.8
11/01/2011,137.24,2.8
11/01/2011,137.09,2.8
11/02/2011,139.09,2.8
11/02/2011,139.03,2.8
11/03/2011,139.94,2.8
11/03/2011,141.59,2.8
11/04/2011,140.81,2.8
11/04/2011,140.89,2.8
11/07/2011,140.77,2.8
11/07/2011,141.6,2.8
11/08/2011,142.29,2.9
11/08/2011,142.12,2.9
11/09/2011,139.8,2.9
11/09/2011,138.31,2.9
11/10/2011,139.33,2.9
11/10/2011,139.16,2.9
11/11/2011,140.61,2.9
11/11/2011,142.21,2.9
11/14/2011,143.57,2.9
11/14/2011,142.19,2.9
11/15/2011,142.3,2.9
11/15/2011,143.25,2.9
11/16/2011,142.55,2.9
11/16/2011,141.64,2.9
11/17/2011,141.78,2.9
11/17/2011,140.96,2.9
11/18/2011,141.71,2.9
11/18/2011,140.59,2.9
11/21/2011,139.17,2.9
11/21/2011,137.74,2.9
11/22/2011,138.3,2.9
11/22/2011,137.61,2.9
11/23/2011,137.12,2.9
11/23/2011,135.06,2.9
11/25/2011,135.1,2.9
11/25/2011,134.38,2.9
11/28/2011,138.67,2.9
11/28/2011,138.29,2.9
11/29/2011,138.15,2.9
11/29/2011,137.33,2.9
11/30/2011,140.08,2.9
11/30/2011,142.69,2.9
12/01/2011,141.93,2.9
12/01/2011,143.79,2.9
12/02/2011,144.14,2.9
12/02/2011,143.95,2.9
12/05/2011,145.1,2.9
12/05/2011,144.84,2.9
12/06/2011,144.7,2.9
12/06/2011,146.43,2.9
12/07/2011,145.71,2.9
12/07/2011,147.28,2.9
12/08/2011,146.09,2.9
12/08/2011,145.4,2.9
12/09/2011,146.41,2.9
12/09/2011,147.66,2.9
12/12/2011,146.97,2.9
12/12/2011,145.86,2.9
12/13/2011,146.83,2.9
12/13/2011,145.08,2.9
12/14/2011,144.08,2.9
12/14/2011,143.23,2.9
12/15/2011,144.57,2.9
12/15/2011,142.29,2.9
12/16/2011,142.69,2.9
12/16/2011,139.32,2.9
12/19/2011,140.04,2.9
12/19/2011,138.81,2.9
12/20/2011,140.79,2.9
12/20/2011,142.11,2.9
12/21/2011,139.06,2.9
12/21/2011,137.73,2.9
12/22/2011,138.67,2.9
12/22/2011,138.16,2.9
12/23/2011,138.97,2.9
12/23/2011,140.22,2.9
12/27/2011,140.39,2.9
12/27/2011,140.37,2.9
12/28/2011,140.55,2.9
12/28/2011,139.64,2.9
12/29/2011,139.7,2.9
12/29/2011,141.3,2.9
12/30/2011,141.42,2.9
12/30/2011,139.56,2.9
01/03/2012,141.72,2.9
01/03/2012,141.4,2.9
01/04/2012,140.84,2.9
01/04/2012,140.82,2.9
01/05/2012,140.26,2.9
01/05/2012,140.15,2.9
01/06/2012,139.95,2.9
01/06/2012,138.54,2.9
01/09/2012,138.28,2.9
01/09/2012,137.82,2.9
01/10/2012,139.07,2.9
01/10/2012,137.61,2.9
01/11/2012,137.17,2.9
01/11/2012,138.37,2.9
01/12/2012,138.03,2.9
01/12/2012,137.03,2.9
01/13/2012,136.22,2.9
01/13/2012,135.98,2.9
01/17/2012,136.89,2.9
01/17/2012,136.61,2.9
01/18/2012,136.48,2.9
01/18/2012,137.43,2.9
01/19/2012,137.97,2.9
01/19/2012,137.01,2.9
01/20/2012,140.99,2.9
01/20/2012,143.08,2.9
01/23/2012,142.62,2.9
01/23/2012,144.19,2.9
01/24/2012,143.16,2.9
01/24/2012,145.67,2.9
01/25/2012,145.21,2.9
01/25/2012,145.52,2.9
01/26/2012,145.56,2.9
01/26/2012,144.95,2.9
01/27/2012,144.21,2.9
01/27/2012,144.55,2.9
01/30/2012,143.74,2.9
01/30/2012,146.1,2.9
01/31/2012,146.55,2.9
01/31/2012,146.18,2.9
02/01/2012,146.64,2.9
02/01/2012,146.19,2.9
02/02/2012,146.27,2.9
02/02/2012,145.36,2.9
02/03/2012,146.43,2.9
02/03/2012,146.97,2.9
02/06/2012,146.09,2.9
02/06/2012,146.34,2.9
02/07/2012,146.06,2.9
02/07/2012,146.75,2.9
02/08/2012,146.88,3.0
02/08/2012,147.01,3.0
02/09/2012,147.07,3.0
02/09/2012,147.15,3.0
02/10/2012,146.11,3.0
02/10/2012,146.61,3.0
02/13/2012,147.29,3.0
02/13/2012,146.76,3.0
02/14/2012,146.11,3.0
02/14/2012,146.46,3.0
02/15/2012,146.52,3.0
02/15/2012,146.48,3.0
02/16/2012,146.75,3.0
02/16/2012,147.07,3.0
02/17/2012,147.59,3.0
02/17/2012,147.37,3.0
02/21/2012,147.61,3.0
02/21/2012,147.35,3.0
02/22/2012,147.07,3.0
02/22/2012,147.71,3.0
02/23/2012,147.71,3.0
02/23/2012,150.56,3.0
02/24/2012,151.15,3.0
02/24/2012,150.68,3.0
02/27/2012,149.93,3.0
02/27/2012,150.5,3.0
02/28/2012,150.67,3.0
02/28/2012,150.85,3.0
02/29/2012,150.75,3.0
02/29/2012,149.89,3.0
03/01/2012,150.27,3.0
03/01/2012,150.5,3.0
03/02/2012,150.17,3.0
03/02/2012,151.48,3.0
03/05/2012,151.13,3.0
03/05/2012,152.89,3.0
03/06/2012,151.73,3.0
03/06/2012,150.3,3.0
03/07/2012,150.93,3.0
03/07/2012,150.69,3.0
03/08/2012,151.81,3.0
03/08/2012,152.24,3.0
03/09/2012,152.37,3.0
03/09/2012,152.86,3.0
03/12/2012,153.09,3.0
03/12/2012,153.15,3.0
03/13/2012,153.69,3.0
03/13/2012,155.26,3.0
03/14/2012,155.26,3.0
03/14/2012,155.98,3.0
03/15/2012,156.15,3.0
03/15/2012,156.96,3.0
03/16/2012,157.74,3.0
03/16/2012,156.96,3.0
03/19/2012,156.73,3.0
03/19/2012,156.74,3.0
03/20/2012,156.0,3.0
03/20/2012,155.62,3.0
03/21/2012,155.68,3.0
03/21/2012,155.96,3.0
03/22/2012,155.43,3.0
03/22/2012,156.57,3.0
03/23/2012,156.87,3.0
03/23/2012,156.56,3.0
03/26/2012,157.3,3.0
03/26/2012,158.3,3.0
03/27/2012,158.83,3.0
03/27/2012,157.85,3.0
03/28/2012,158.05,3.0
03/28/2012,157.94,3.0
03/29/2012,157.02,3.0
03/29/2012,158.69,3.0
03/30/2012,159.04,3.0
03/30/2012,158.97,3.0
04/02/2012,159.21,3.0
04/02/2012,159.6,3.0
04/03/2012,159.48,3.0
04/03/2012,159.62,3.0
04/04/2012,157.12,3.0
04/04/2012,156.99,3.0
04/05/2012,156.31,3.0
04/05/2012,156.55,3.0
04/09/2012,155.74,3.0
04/09/2012,156.15,3.0
04/10/2012,156.15,3.0
04/10/2012,154.16,3.0
04/11/2012,155.42,3.0
04/11/2012,154.35,3.0
04/12/2012,154.52,3.0
04/12/2012,156.44,3.0
04/13/2012,155.68,3.0
04/13/2012,154.52,3.0
04/16/2012,156.0,3.0
04/16/2012,154.46,3.0
04/17/2012,155.87,3.0
04/17/2012,158.06,3.0
04/18/2012,154.24,3.0
04/18/2012,152.48,3.0
04/19/2012,152.41,3.0
04/19/2012,152.01,3.0
04/20/2012,152.25,3.0
04/20/2012,152.08,3.0
04/23/2012,150.78,3.0
04/23/2012,151.33,3.0
04/24/2012,151.67,3.0
04/24/2012,152.38,3.0
04/25/2012,153.92,3.0
