IBM,International Business Machines,
Date,Price,Annualized Dividend
01/02/1962,0.63,0.0
01/02/1962,0.62,0.0
01/03/1962,0.62,0.0
01/03/1962,0.63,0.0
01/04/1962,0.63,0.0
01/04/1962,0.62,0.0
01/05/1962,0.62,0.0
01/05/1962,0.61,0.0
01/08/1962,0.61,0.0
01/08/1962,0.6,0.0
01/09/1962,0.6,0.0
01/09/1962,0.61,0.0
01/10/1962,0.61,0.0
01/10/1962,0.61,0.0
01/11/1962,0.61,0.0
01/11/1962,0.61,0.0
01/12/1962,0.62,0.0
01/12/1962,0.62,0.0
01/15/1962,0.62,0.0
01/15/1962,0.62,0.0
01/16/1962,0.62,0.0
01/16/1962,0.61,0.0
01/17/1962,0.61,0.0
01/17/1962,0.6,0.0
01/18/1962,0.6,0.0
01/18/1962,0.6,0.0
01/19/1962,0.6,0.0
01/19/1962,0.6,0.0
01/22/1962,0.6,0.0
01/22/1962,0.6,0.0
01/23/1962,0.6,0.0
01/23/1962,0.6,0.0
01/24/1962,0.6,0.0
01/24/1962,0.6,0.0
01/25/1962,0.6,0.0
01/25/1962,0.59,0.0
01/26/1962,0.59,0.0
01/26/1962,0.59,0.0
01/29/1962,0.59,0.0
01/29/1962,0.58,0.0
01/30/1962,0.58,0.0
01/30/1962,0.57,0.0
01/31/1962,0.58,0.0
01/31/1962,0.59,0.0
02/01/1962,0.6,0.0
02/01/1962,0.61,0.0
02/02/1962,0.61,0.0
02/02/1962,0.61,0.0
02/05/1962,0.61,0.0
02/05/1962,0.6,0.0
02/06/1962,0.6,0.001
02/06/1962,0.6,0.001
02/07/1962,0.6,0.001
02/07/1962,0.6,0.001
02/08/1962,0.6,0.001
02/08/1962,0.6,0.001
02/09/1962,0.6,0.001
02/09/1962,0.61,0.001
02/12/1962,0.61,0.001
02/12/1962,0.61,0.001
02/13/1962,0.61,0.001
02/13/1962,0.6,0.001
02/14/1962,0.6,0.001
02/14/1962,0.6,0.001
02/15/1962,0.6,0.001
02/15/1962,0.6,0.001
02/16/1962,0.6,0.001
02/16/1962,0.59,0.001
02/19/1962,0.59,0.001
02/19/1962,0.59,0.001
02/20/1962,0.59,0.001
02/20/1962,0.59,0.001
02/21/1962,0.59,0.001
02/21/1962,0.58,0.001
02/23/1962,0.59,0.001
02/23/1962,0.59,0.001
02/26/1962,0.59,0.001
02/26/1962,0.58,0.001
02/27/1962,0.58,0.001
02/27/1962,0.59,0.001
02/28/1962,0.59,0.001
02/28/1962,0.59,0.001
03/01/1962,0.59,0.001
03/01/1962,0.59,0.001
03/02/1962,0.6,0.001
03/02/1962,0.6,0.001
03/05/1962,0.6,0.001
03/05/1962,0.6,0.001
03/06/1962,0.6,0.001
03/06/1962,0.6,0.001
03/07/1962,0.6,0.001
03/07/1962,0.6,0.001
03/08/1962,0.6,0.001
03/08/1962,0.6,0.001
03/09/1962,0.6,0.001
03/09/1962,0.6,0.001
03/12/1962,0.6,0.001
03/12/1962,0.6,0.001
03/13/1962,0.6,0.001
03/13/1962,0.6,0.001
03/14/1962,0.6,0.001
03/14/1962,0.6,0.001
03/15/1962,0.6,0.001
03/15/1962,0.6,0.001
03/16/1962,0.6,0.001
03/16/1962,0.6,0.001
03/19/1962,0.6,0.001
03/19/1962,0.61,0.001
03/20/1962,0.6,0.001
03/20/1962,0.6,0.001
03/21/1962,0.6,0.001
03/21/1962,0.6,0.001
03/22/1962,0.6,0.001
03/22/1962,0.6,0.001
03/23/1962,0.6,0.001
03/23/1962,0.6,0.001
03/26/1962,0.6,0.001
03/26/1962,0.6,0.001
03/27/1962,0.6,0.001
03/27/1962,0.59,0.001
03/28/1962,0.59,0.001
03/28/1962,0.59,0.001
03/29/1962,0.59,0.001
03/29/1962,0.59,0.001
03/30/1962,0.59,0.001
03/30/1962,0.58,0.001
04/02/1962,0.58,0.001
04/02/1962,0.57,0.001
04/03/1962,0.57,0.001
04/03/1962,0.56,0.001
04/04/1962,0.56,0.001
04/04/1962,0.56,0.001
04/05/1962,0.56,0.001
04/05/1962,0.57,0.001
04/06/1962,0.57,0.001
04/06/1962,0.57,0.001
04/09/1962,0.57,0.001
04/09/1962,0.57,0.001
04/10/1962,0.57,0.001
04/10/1962,0.57,0.001
04/11/1962,0.57,0.001
04/11/1962,0.56,0.001
04/12/1962,0.56,0.001
04/12/1962,0.56,0.001
04/13/1962,0.56,0.001
04/13/1962,0.57,0.001
04/16/1962,0.57,0.001
04/16/1962,0.57,0.001
04/17/1962,0.57,0.001
04/17/1962,0.57,0.001
04/18/1962,0.57,0.001
04/18/1962,0.57,0.001
04/19/1962,0.57,0.001
04/19/1962,0.57,0.001
04/23/1962,0.57,0.001
04/23/1962,0.57,0.001
04/24/1962,0.57,0.001
04/24/1962,0.57,0.001
04/25/1962,0.57,0.001
04/25/1962,0.56,0.001
04/26/1962,0.56,0.001
04/26/1962,0.55,0.001
04/27/1962,0.55,0.001
04/27/1962,0.53,0.001
04/30/1962,0.53,0.001
04/30/1962,0.5,0.001
05/01/1962,0.5,0.001
05/01/1962,0.5,0.001
05/02/1962,0.51,0.001
05/02/1962,0.52,0.001
05/03/1962,0.52,0.001
05/03/1962,0.53,0.001
05/04/1962,0.53,0.001
05/04/1962,0.53,0.001
05/07/1962,0.53,0.001
05/07/1962,0.52,0.001
05/08/1962,0.52,0.002
05/08/1962,0.5,0.002
05/09/1962,0.5,0.002
05/09/1962,0.49,0.002
05/10/1962,0.49,0.002
05/10/1962,0.49,0.002
05/11/1962,0.49,0.002
05/11/1962,0.49,0.002
05/14/1962,0.49,0.002
05/14/1962,0.5,0.002
05/15/1962,0.5,0.002
05/15/1962,0.49,0.002
05/16/1962,0.49,0.002
05/16/1962,0.5,0.002
05/17/1962,0.5,0.002
05/17/1962,0.49,0.002
05/18/1962,0.49,0.002
05/18/1962,0.49,0.002
05/21/1962,0.49,0.002
05/21/1962,0.49,0.002
05/22/1962,0.49,0.002
05/22/1962,0.48,0.002
05/23/1962,0.48,0.002
05/23/1962,0.45,0.002
05/24/1962,0.45,0.002
05/24/1962,0.43,0.002
05/25/1962,0.43,0.002
05/25/1962,0.44,0.002
05/28/1962,0.43,0.002
05/28/1962,0.39,0.002
05/29/1962,0.4,0.002
05/29/1962,0.42,0.002
05/31/1962,0.43,0.002
05/31/1962,0.43,0.002
06/01/1962,0.43,0.002
06/01/1962,0.42,0.002
06/04/1962,0.42,0.002
06/04/1962,0.39,0.002
06/05/1962,0.39,0.002
06/05/1962,0.4,0.002
06/06/1962,0.4,0.002
06/06/1962,0.4,0.002
06/07/1962,0.4,0.002
06/07/1962,0.4,0.002
06/08/1962,0.4,0.002
06/08/1962,0.41,0.002
06/11/1962,0.41,0.002
06/11/1962,0.39,0.002
06/12/1962,0.39,0.002
06/12/1962,0.37,0.002
06/13/1962,0.37,0.002
06/13/1962,0.35,0.002
06/14/1962,0.35,0.002
06/14/1962,0.33,0.002
06/15/1962,0.33,0.002
06/15/1962,0.36,0.002
06/18/1962,0.36,0.002
06/18/1962,0.36,0.002
06/19/1962,0.36,0.002
06/19/1962,0.37,0.002
06/20/1962,0.37,0.002
06/20/1962,0.36,0.002
06/21/1962,0.35,0.002
06/21/1962,0.34,0.002
06/22/1962,0.34,0.002
06/22/1962,0.35,0.002
06/25/1962,0.35,0.002
06/25/1962,0.36,0.002
06/26/1962,0.36,0.002
06/26/1962,0.35,0.002
06/27/1962,0.35,0.002
06/27/1962,0.36,0.002
06/28/1962,0.37,0.002
06/28/1962,0.38,0.002
06/29/1962,0.38,0.002
06/29/1962,0.37,0.002
07/02/1962,0.37,0.002
07/02/1962,0.38,0.002
07/03/1962,0.38,0.002
07/03/1962,0.38,0.002
07/05/1962,0.38,0.002
07/05/1962,0.38,0.002
07/06/1962,0.38,0.002
07/06/1962,0.38,0.002
07/09/1962,0.38,0.002
07/09/1962,0.38,0.002
07/10/1962,0.39,0.002
07/10/1962,0.39,0.002
07/11/1962,0.39,0.002
07/11/1962,0.41,0.002
07/12/1962,0.41,0.002
07/12/1962,0.41,0.002
07/13/1962,0.41,0.002
07/13/1962,0.41,0.002
07/16/1962,0.41,0.002
07/16/1962,0.42,0.002
07/17/1962,0.42,0.002
07/17/1962,0.4,0.002
07/18/1962,0.4,0.002
07/18/1962,0.4,0.002
07/19/1962,0.4,0.002
07/19/1962,0.4,0.002
07/20/1962,0.4,0.002
07/20/1962,0.41,0.002
07/23/1962,0.41,0.002
07/23/1962,0.41,0.002
07/24/1962,0.41,0.002
07/24/1962,0.4,0.002
07/25/1962,0.4,0.002
07/25/1962,0.4,0.002
07/26/1962,0.4,0.002
07/26/1962,0.4,0.002
07/27/1962,0.4,0.002
07/27/1962,0.41,0.002
07/30/1962,0.41,0.002
07/30/1962,0.42,0.002
07/31/1962,0.42,0.002
07/31/1962,0.42,0.002
08/01/1962,0.42,0.002
08/01/1962,0.41,0.002
08/02/1962,0.41,0.002
08/02/1962,0.42,0.002
08/03/1962,0.42,0.002
08/03/1962,0.42,0.002
08/06/1962,0.42,0.002
08/06/1962,0.42,0.002
08/07/1962,0.41,0.003
08/07/1962,0.41,0.003
08/08/1962,0.41,0.003
08/08/1962,0.42,0.003
08/09/1962,0.42,0.003
08/09/1962,0.41,0.003
08/10/1962,0.41,0.003
08/10/1962,0.41,0.003
08/13/1962,0.41,0.003
08/13/1962,0.41,0.003
08/14/1962,0.41,0.003
08/14/1962,0.42,0.003
08/15/1962,0.42,0.003
08/15/1962,0.42,0.003
08/16/1962,0.42,0.003
08/16/1962,0.42,0.003
08/17/1962,0.42,0.003
08/17/1962,0.43,0.003
08/20/1962,0.43,0.003
08/20/1962,0.43,0.003
08/21/1962,0.43,0.003
08/21/1962,0.43,0.003
08/22/1962,0.43,0.003
08/22/1962,0.45,0.003
08/23/1962,0.45,0.003
08/23/1962,0.45,0.003
08/24/1962,0.45,0.003
08/24/1962,0.45,0.003
08/27/1962,0.45,0.003
08/27/1962,0.45,0.003
08/28/1962,0.45,0.003
08/28/1962,0.43,0.003
08/29/1962,0.43,0.003
08/29/1962,0.43,0.003
08/30/1962,0.43,0.003
08/30/1962,0.42,0.003
08/31/1962,0.42,0.003
08/31/1962,0.43,0.003
09/04/1962,0.43,0.003
09/04/1962,0.42,0.003
09/05/1962,0.42,0.003
09/05/1962,0.42,0.003
09/06/1962,0.42,0.003
09/06/1962,0.42,0.003
09/07/1962,0.42,0.003
09/07/1962,0.42,0.003
09/10/1962,0.42,0.003
09/10/1962,0.42,0.003
09/11/1962,0.42,0.003
09/11/1962,0.42,0.003
09/12/1962,0.42,0.003
09/12/1962,0.42,0.003
09/13/1962,0.42,0.003
09/13/1962,0.42,0.003
09/14/1962,0.42,0.003
09/14/1962,0.42,0.003
09/17/1962,0.42,0.003
09/17/1962,0.43,0.003
09/18/1962,0.43,0.003
09/18/1962,0.43,0.003
09/19/1962,0.43,0.003
09/19/1962,0.42,0.003
09/20/1962,0.42,0.003
09/20/1962,0.42,0.003
09/21/1962,0.42,0.003
09/21/1962,0.41,0.003
09/24/1962,0.41,0.003
09/24/1962,0.4,0.003
09/25/1962,0.4,0.003
09/25/1962,0.4,0.003
09/26/1962,0.4,0.003
09/26/1962,0.39,0.003
09/27/1962,0.39,0.003
09/27/1962,0.38,0.003
09/28/1962,0.38,0.003
09/28/1962,0.39,0.003
10/01/1962,0.39,0.003
10/01/1962,0.37,0.003
10/02/1962,0.38,0.003
10/02/1962,0.38,0.003
10/03/1962,0.38,0.003
10/03/1962,0.38,0.003
10/04/1962,0.38,0.003
10/04/1962,0.39,0.003
10/05/1962,0.39,0.003
10/05/1962,0.39,0.003
10/08/1962,0.39,0.003
10/08/1962,0.39,0.003
10/09/1962,0.39,0.003
10/09/1962,0.4,0.003
10/10/1962,0.4,0.003
10/10/1962,0.39,0.003
10/11/1962,0.39,0.003
10/11/1962,0.39,0.003
10/12/1962,0.39,0.003
10/12/1962,0.39,0.003
10/15/1962,0.39,0.003
10/15/1962,0.4,0.003
10/16/1962,0.4,0.003
10/16/1962,0.39,0.003
10/17/1962,0.39,0.003
10/17/1962,0.39,0.003
10/18/1962,0.39,0.003
10/18/1962,0.39,0.003
10/19/1962,0.39,0.003
10/19/1962,0.38,0.003
10/22/1962,0.38,0.003
10/22/1962,0.37,0.003
10/23/1962,0.37,0.003
10/23/1962,0.36,0.003
10/24/1962,0.36,0.003
10/24/1962,0.37,0.003
10/25/1962,0.37,0.003
10/25/1962,0.37,0.003
10/26/1962,0.37,0.003
10/26/1962,0.36,0.003
10/29/1962,0.37,0.003
10/29/1962,0.38,0.003
10/30/1962,0.38,0.003
10/30/1962,0.38,0.003
10/31/1962,0.38,0.003
10/31/1962,0.38,0.003
11/01/1962,0.38,0.003
11/01/1962,0.38,0.003
11/02/1962,0.38,0.003
11/02/1962,0.39,0.003
11/05/1962,0.39,0.004
11/05/1962,0.4,0.004
11/07/1962,0.4,0.004
11/07/1962,0.39,0.004
11/08/1962,0.39,0.004
11/08/1962,0.39,0.004
11/09/1962,0.39,0.004
11/09/1962,0.39,0.004
11/12/1962,0.4,0.004
11/12/1962,0.41,0.004
11/13/1962,0.41,0.004
11/13/1962,0.4,0.004
11/14/1962,0.4,0.004
11/14/1962,0.41,0.004
11/15/1962,0.41,0.004
11/15/1962,0.41,0.004
11/16/1962,0.41,0.004
11/16/1962,0.41,0.004
11/19/1962,0.41,0.004
11/19/1962,0.41,0.004
11/20/1962,0.41,0.004
11/20/1962,0.41,0.004
11/21/1962,0.41,0.004
11/21/1962,0.41,0.004
11/23/1962,0.41,0.004
11/23/1962,0.42,0.004
11/26/1962,0.42,0.004
11/26/1962,0.42,0.004
11/27/1962,0.42,0.004
11/27/1962,0.43,0.004
11/28/1962,0.43,0.004
11/28/1962,0.43,0.004
11/29/1962,0.43,0.004
11/29/1962,0.44,0.004
11/30/1962,0.44,0.004
11/30/1962,0.44,0.004
12/03/1962,0.43,0.004
12/03/1962,0.43,0.004
12/04/1962,0.43,0.004
12/04/1962,0.44,0.004
12/05/1962,0.44,0.004
12/05/1962,0.44,0.004
12/06/1962,0.44,0.004
12/06/1962,0.44,0.004
12/07/1962,0.44,0.004
12/07/1962,0.43,0.004
12/10/1962,0.43,0.004
12/10/1962,0.43,0.004
12/11/1962,0.43,0.004
12/11/1962,0.42,0.004
12/12/1962,0.43,0.004
12/12/1962,0.43,0.004
12/13/1962,0.43,0.004
12/13/1962,0.42,0.004
12/14/1962,0.42,0.004
12/14/1962,0.43,0.004
12/17/1962,0.43,0.004
12/17/1962,0.42,0.004
12/18/1962,0.42,0.004
12/18/1962,0.42,0.004
12/19/1962,0.42,0.004
12/19/1962,0.43,0.004
12/20/1962,0.43,0.004
12/20/1962,0.43,0.004
12/21/1962,0.43,0.004
12/21/1962,0.42,0.004
12/24/1962,0.42,0.004
12/24/1962,0.43,0.004
12/26/1962,0.43,0.004
12/26/1962,0.43,0.004
12/27/1962,0.43,0.004
12/27/1962,0.43,0.004
12/28/1962,0.43,0.004
12/28/1962,0.43,0.004
12/31/1962,0.43,0.004
12/31/1962,0.43,0.004
01/02/1963,0.43,0.004
01/02/1963,0.42,0.004
01/03/1963,0.42,0.004
01/03/1963,0.43,0.004
01/04/1963,0.43,0.004
01/04/1963,0.43,0.004
01/07/1963,0.43,0.004
01/07/1963,0.43,0.004
01/08/1963,0.43,0.004
01/08/1963,0.44,0.004
01/09/1963,0.44,0.004
01/09/1963,0.44,0.004
01/10/1963,0.44,0.004
01/10/1963,0.44,0.004
01/11/1963,0.44,0.004
01/11/1963,0.45,0.004
01/14/1963,0.45,0.004
01/14/1963,0.45,0.004
01/15/1963,0.45,0.004
01/15/1963,0.45,0.004
01/16/1963,0.45,0.004
01/16/1963,0.45,0.004
01/17/1963,0.45,0.004
01/17/1963,0.45,0.004
01/18/1963,0.45,0.004
01/18/1963,0.45,0.004
01/21/1963,0.45,0.004
01/21/1963,0.45,0.004
01/22/1963,0.45,0.004
01/22/1963,0.45,0.004
01/23/1963,0.45,0.004
01/23/1963,0.45,0.004
01/24/1963,0.45,0.004
01/24/1963,0.45,0.004
01/25/1963,0.45,0.004
01/25/1963,0.46,0.004
01/28/1963,0.46,0.004
01/28/1963,0.46,0.004
01/29/1963,0.46,0.004
01/29/1963,0.46,0.004
01/30/1963,0.46,0.004
01/30/1963,0.46,0.004
01/31/1963,0.46,0.004
01/31/1963,0.46,0.004
02/01/1963,0.46,0.004
02/01/1963,0.46,0.004
02/04/1963,0.46,0.004
02/04/1963,0.46,0.004
02/05/1963,0.46,0.0043300000000000005
02/05/1963,0.46,0.0043300000000000005
02/06/1963,0.46,0.0043300000000000005
02/06/1963,0.46,0.0043300000000000005
02/07/1963,0.46,0.0043300000000000005
02/07/1963,0.46,0.0043300000000000005
02/08/1963,0.46,0.0043300000000000005
02/08/1963,0.46,0.0043300000000000005
02/11/1963,0.46,0.0043300000000000005
02/11/1963,0.46,0.0043300000000000005
02/12/1963,0.46,0.0043300000000000005
02/12/1963,0.46,0.0043300000000000005
02/13/1963,0.46,0.0043300000000000005
02/13/1963,0.46,0.0043300000000000005
02/14/1963,0.46,0.0043300000000000005
02/14/1963,0.46,0.0043300000000000005
02/15/1963,0.46,0.0043300000000000005
02/15/1963,0.46,0.0043300000000000005
02/18/1963,0.46,0.0043300000000000005
02/18/1963,0.46,0.0043300000000000005
02/19/1963,0.46,0.0043300000000000005
02/19/1963,0.45,0.0043300000000000005
02/20/1963,0.45,0.0043300000000000005
02/20/1963,0.45,0.0043300000000000005
02/21/1963,0.45,0.0043300000000000005
02/21/1963,0.45,0.0043300000000000005
02/25/1963,0.45,0.0043300000000000005
02/25/1963,0.44,0.0043300000000000005
02/26/1963,0.44,0.0043300000000000005
02/26/1963,0.44,0.0043300000000000005
02/27/1963,0.44,0.0043300000000000005
02/27/1963,0.44,0.0043300000000000005
02/28/1963,0.44,0.0043300000000000005
02/28/1963,0.44,0.0043300000000000005
03/01/1963,0.44,0.0043300000000000005
03/01/1963,0.43,0.0043300000000000005
03/04/1963,0.44,0.0043300000000000005
03/04/1963,0.44,0.0043300000000000005
03/05/1963,0.44,0.0043300000000000005
03/05/1963,0.44,0.0043300000000000005
03/06/1963,0.44,0.0043300000000000005
03/06/1963,0.44,0.0043300000000000005
03/07/1963,0.44,0.0043300000000000005
03/07/1963,0.45,0.0043300000000000005
03/08/1963,0.45,0.0043300000000000005
03/08/1963,0.45,0.0043300000000000005
03/11/1963,0.45,0.0043300000000000005
03/11/1963,0.45,0.0043300000000000005
03/12/1963,0.45,0.0043300000000000005
03/12/1963,0.45,0.0043300000000000005
03/13/1963,0.45,0.0043300000000000005
03/13/1963,0.45,0.0043300000000000005
03/14/1963,0.45,0.0043300000000000005
03/14/1963,0.45,0.0043300000000000005
03/15/1963,0.45,0.0043300000000000005
03/15/1963,0.45,0.0043300000000000005
03/18/1963,0.45,0.0043300000000000005
03/18/1963,0.45,0.0043300000000000005
03/19/1963,0.45,0.0043300000000000005
03/19/1963,0.45,0.0043300000000000005
03/20/1963,0.45,0.0043300000000000005
03/20/1963,0.45,0.0043300000000000005
03/21/1963,0.45,0.0043300000000000005
03/21/1963,0.45,0.0043300000000000005
03/22/1963,0.45,0.0043300000000000005
03/22/1963,0.45,0.0043300000000000005
03/25/1963,0.45,0.0043300000000000005
03/25/1963,0.45,0.0043300000000000005
03/26/1963,0.45,0.0043300000000000005
03/26/1963,0.45,0.0043300000000000005
03/27/1963,0.46,0.0043300000000000005
03/27/1963,0.46,0.0043300000000000005
03/28/1963,0.46,0.0043300000000000005
03/28/1963,0.46,0.0043300000000000005
03/29/1963,0.46,0.0043300000000000005
03/29/1963,0.46,0.0043300000000000005
04/01/1963,0.46,0.0043300000000000005
04/01/1963,0.46,0.0043300000000000005
04/02/1963,0.46,0.0043300000000000005
04/02/1963,0.46,0.0043300000000000005
04/03/1963,0.46,0.0043300000000000005
04/03/1963,0.46,0.0043300000000000005
04/04/1963,0.46,0.0043300000000000005
04/04/1963,0.47,0.0043300000000000005
04/05/1963,0.47,0.0043300000000000005
04/05/1963,0.48,0.0043300000000000005
04/08/1963,0.49,0.0043300000000000005
04/08/1963,0.49,0.0043300000000000005
04/09/1963,0.49,0.0043300000000000005
04/09/1963,0.49,0.0043300000000000005
04/10/1963,0.49,0.0043300000000000005
04/10/1963,0.48,0.0043300000000000005
04/11/1963,0.48,0.0043300000000000005
04/11/1963,0.49,0.0043300000000000005
04/15/1963,0.49,0.0043300000000000005
04/15/1963,0.49,0.0043300000000000005
04/16/1963,0.49,0.0043300000000000005
04/16/1963,0.48,0.0043300000000000005
04/17/1963,0.48,0.0043300000000000005
04/17/1963,0.48,0.0043300000000000005
04/18/1963,0.48,0.0043300000000000005
04/18/1963,0.48,0.0043300000000000005
04/19/1963,0.48,0.0043300000000000005
04/19/1963,0.49,0.0043300000000000005
04/22/1963,0.5,0.0043300000000000005
04/22/1963,0.5,0.0043300000000000005
04/23/1963,0.5,0.0043300000000000005
04/23/1963,0.5,0.0043300000000000005
04/24/1963,0.5,0.0043300000000000005
04/24/1963,0.51,0.0043300000000000005
04/25/1963,0.51,0.0043300000000000005
04/25/1963,0.51,0.0043300000000000005
04/26/1963,0.51,0.0043300000000000005
04/26/1963,0.51,0.0043300000000000005
04/29/1963,0.51,0.0043300000000000005
04/29/1963,0.51,0.0043300000000000005
04/30/1963,0.51,0.0043300000000000005
04/30/1963,0.51,0.0043300000000000005
05/01/1963,0.51,0.0043300000000000005
05/01/1963,0.51,0.0043300000000000005
05/02/1963,0.51,0.0043300000000000005
05/02/1963,0.51,0.0043300000000000005
05/03/1963,0.51,0.0043300000000000005
05/03/1963,0.51,0.0043300000000000005
05/06/1963,0.51,0.0043300000000000005
05/06/1963,0.5,0.0043300000000000005
05/07/1963,0.5,0.00466
05/07/1963,0.5,0.00466
05/08/1963,0.5,0.00466
05/08/1963,0.51,0.00466
05/09/1963,0.51,0.00466
05/09/1963,0.51,0.00466
05/10/1963,0.51,0.00466
05/10/1963,0.52,0.00466
05/13/1963,0.52,0.00466
05/13/1963,0.52,0.00466
05/14/1963,0.52,0.00466
05/14/1963,0.51,0.00466
05/15/1963,0.51,0.00466
05/15/1963,0.52,0.00466
05/16/1963,0.52,0.00466
05/16/1963,0.51,0.00466
05/17/1963,0.51,0.00466
05/17/1963,0.51,0.00466
05/20/1963,0.51,0.00466
05/20/1963,0.51,0.00466
05/21/1963,0.51,0.00466
05/21/1963,0.51,0.00466
05/22/1963,0.51,0.00466
05/22/1963,0.51,0.00466
05/23/1963,0.51,0.00466
05/23/1963,0.51,0.00466
05/24/1963,0.51,0.00466
05/24/1963,0.51,0.00466
05/27/1963,0.51,0.00466
05/27/1963,0.5,0.00466
05/28/1963,0.5,0.00466
05/28/1963,0.5,0.00466
05/29/1963,0.51,0.00466
05/29/1963,0.51,0.00466
05/31/1963,0.52,0.00466
05/31/1963,0.52,0.00466
06/03/1963,0.52,0.00466
06/03/1963,0.52,0.00466
06/04/1963,0.52,0.00466
06/04/1963,0.52,0.00466
06/05/1963,0.52,0.00466
06/05/1963,0.51,0.00466
06/06/1963,0.51,0.00466
06/06/1963,0.51,0.00466
06/07/1963,0.51,0.00466
06/07/1963,0.51,0.00466
06/10/1963,0.51,0.00466
06/10/1963,0.51,0.00466
06/11/1963,0.51,0.00466
06/11/1963,0.51,0.00466
06/12/1963,0.51,0.00466
06/12/1963,0.51,0.00466
06/13/1963,0.51,0.00466
06/13/1963,0.51,0.00466
06/14/1963,0.51,0.00466
06/14/1963,0.51,0.00466
06/17/1963,0.51,0.00466
06/17/1963,0.5,0.00466
06/18/1963,0.5,0.00466
06/18/1963,0.5,0.00466
06/19/1963,0.5,0.00466
06/19/1963,0.5,0.00466
06/20/1963,0.5,0.00466
06/20/1963,0.5,0.00466
06/21/1963,0.5,0.00466
06/21/1963,0.5,0.00466
06/24/1963,0.5,0.00466
06/24/1963,0.49,0.00466
06/25/1963,0.49,0.00466
06/25/1963,0.49,0.00466
06/26/1963,0.49,0.00466
06/26/1963,0.48,0.00466
06/27/1963,0.48,0.00466
06/27/1963,0.47,0.00466
06/28/1963,0.48,0.00466
06/28/1963,0.48,0.00466
07/01/1963,0.48,0.00466
07/01/1963,0.47,0.00466
07/02/1963,0.47,0.00466
07/02/1963,0.48,0.00466
07/03/1963,0.48,0.00466
07/03/1963,0.48,0.00466
07/05/1963,0.48,0.00466
07/05/1963,0.49,0.00466
07/08/1963,0.49,0.00466
07/08/1963,0.48,0.00466
07/09/1963,0.48,0.00466
07/09/1963,0.48,0.00466
07/10/1963,0.48,0.00466
07/10/1963,0.48,0.00466
07/11/1963,0.48,0.00466
07/11/1963,0.47,0.00466
07/12/1963,0.47,0.00466
07/12/1963,0.47,0.00466
07/15/1963,0.47,0.00466
07/15/1963,0.47,0.00466
07/16/1963,0.47,0.00466
07/16/1963,0.48,0.00466
07/17/1963,0.48,0.00466
07/17/1963,0.47,0.00466
07/18/1963,0.47,0.00466
07/18/1963,0.47,0.00466
07/19/1963,0.47,0.00466
07/19/1963,0.47,0.00466
07/22/1963,0.47,0.00466
07/22/1963,0.47,0.00466
07/23/1963,0.47,0.00466
07/23/1963,0.47,0.00466
07/24/1963,0.47,0.00466
07/24/1963,0.47,0.00466
07/25/1963,0.47,0.00466
07/25/1963,0.47,0.00466
07/26/1963,0.47,0.00466
07/26/1963,0.47,0.00466
07/29/1963,0.47,0.00466
07/29/1963,0.47,0.00466
07/30/1963,0.48,0.00466
07/30/1963,0.48,0.00466
07/31/1963,0.48,0.00466
07/31/1963,0.48,0.00466
08/01/1963,0.48,0.00466
08/01/1963,0.48,0.00466
08/02/1963,0.48,0.00466
08/02/1963,0.47,0.00466
08/05/1963,0.47,0.00466
08/05/1963,0.48,0.00466
08/06/1963,0.48,0.00499
08/06/1963,0.48,0.00499
08/07/1963,0.48,0.00499
08/07/1963,0.48,0.00499
08/08/1963,0.48,0.00499
08/08/1963,0.48,0.00499
08/09/1963,0.48,0.00499
08/09/1963,0.48,0.00499
08/12/1963,0.49,0.00499
08/12/1963,0.49,0.00499
08/13/1963,0.49,0.00499
08/13/1963,0.5,0.00499
08/14/1963,0.5,0.00499
08/14/1963,0.5,0.00499
08/15/1963,0.5,0.00499
08/15/1963,0.5,0.00499
08/16/1963,0.5,0.00499
08/16/1963,0.49,0.00499
08/19/1963,0.49,0.00499
08/19/1963,0.49,0.00499
08/20/1963,0.49,0.00499
08/20/1963,0.49,0.00499
08/21/1963,0.49,0.00499
08/21/1963,0.49,0.00499
08/22/1963,0.49,0.00499
08/22/1963,0.49,0.00499
08/23/1963,0.49,0.00499
08/23/1963,0.49,0.00499
08/26/1963,0.49,0.00499
08/26/1963,0.49,0.00499
08/27/1963,0.49,0.00499
08/27/1963,0.48,0.00499
08/28/1963,0.48,0.00499
08/28/1963,0.48,0.00499
08/29/1963,0.48,0.00499
08/29/1963,0.48,0.00499
08/30/1963,0.48,0.00499
08/30/1963,0.49,0.00499
09/03/1963,0.49,0.00499
09/03/1963,0.49,0.00499
09/04/1963,0.49,0.00499
09/04/1963,0.49,0.00499
09/05/1963,0.49,0.00499
09/05/1963,0.49,0.00499
09/06/1963,0.49,0.00499
09/06/1963,0.5,0.00499
09/09/1963,0.5,0.00499
09/09/1963,0.5,0.00499
09/10/1963,0.5,0.00499
09/10/1963,0.5,0.00499
09/11/1963,0.5,0.00499
09/11/1963,0.5,0.00499
09/12/1963,0.5,0.00499
09/12/1963,0.5,0.00499
09/13/1963,0.5,0.00499
09/13/1963,0.5,0.00499
09/16/1963,0.5,0.00499
09/16/1963,0.5,0.00499
09/17/1963,0.5,0.00499
09/17/1963,0.5,0.00499
09/18/1963,0.5,0.00499
09/18/1963,0.49,0.00499
09/19/1963,0.49,0.00499
09/19/1963,0.5,0.00499
