KREF,KKR Real Estate Finance Trust I,
Date,Price,Dividend,Annualized Dividend
09/05/2019,15.734479083812829,0.0,1.72
09/06/2019,15.685334656362999,0.0,1.72
09/09/2019,15.824577507928067,0.0,1.72
09/10/2019,16.00477394680615,0.0,1.72
09/11/2019,15.947437330574417,0.0,1.72
09/12/2019,16.094871520996094,0.0,1.72
09/13/2019,16.11125346690026,0.0,1.72
09/16/2019,16.127637069706662,0.0,1.72
09/17/2019,16.193162130100067,0.0,1.72
09/18/2019,16.291447818893488,0.0,1.72
09/19/2019,16.381546826363625,0.0,1.72
09/20/2019,16.381549561604416,0.0,1.72
09/23/2019,16.422502810601905,0.0,1.72
09/24/2019,16.463457339024593,0.0,1.72
09/25/2019,16.27506745938932,0.0,1.72
09/26/2019,16.356981045103467,0.0,1.72
09/27/2019,16.46489713550508,0.43,1.72
09/30/2019,16.30585398153399,0.0,1.72
10/01/2019,16.464899721207793,0.0,1.72
10/02/2019,16.205408312923264,0.0,1.72
10/03/2019,16.138443881735896,0.0,1.72
10/04/2019,16.163555811979126,0.0,1.72
10/07/2019,16.280743279962046,0.0,1.72
10/08/2019,16.230519508281983,0.0,1.72
10/09/2019,16.121702902748254,0.0,1.72
10/10/2019,16.130075518310704,0.0,1.72
10/11/2019,16.23889011390269,0.0,1.72
10/14/2019,16.222151175021985,0.0,1.72
10/15/2019,16.305854579465862,0.0,1.72
10/16/2019,16.339337703201508,0.0,1.72
10/17/2019,16.3895605904059,0.0,1.72
10/18/2019,16.364449764272734,0.0,1.72
10/21/2019,16.54860442808046,0.0,1.72
10/22/2019,16.59045523328634,0.0,1.72
10/23/2019,16.54860323437621,0.0,1.72
10/24/2019,16.5904559456453,0.0,1.72
10/25/2019,17.377284959030476,0.0,1.72
10/28/2019,16.967131259733236,0.0,1.72
10/29/2019,16.992243289421697,0.0,1.72
10/30/2019,16.891797412736924,0.0,1.72
10/31/2019,16.816461075972814,0.0,1.72
11/01/2019,16.741127005469366,0.0,1.72
11/04/2019,16.665791141891578,0.0,1.72
11/05/2019,16.51512026268083,0.0,1.72
11/06/2019,16.498379239886912,0.0,1.72
11/07/2019,16.57371263367044,0.0,1.72
11/08/2019,16.55697381225796,0.0,1.72
11/11/2019,16.548604376260446,0.0,1.72
11/12/2019,16.682531220226476,0.0,1.72
11/13/2019,16.573714436133187,0.0,1.72
11/14/2019,16.50674928587816,0.0,1.72
11/15/2019,16.573714436133187,0.0,1.72
11/18/2019,16.521815065990292,0.0,1.72
11/19/2019,16.590453992350565,0.0,1.72
11/20/2019,16.58208401381329,0.0,1.72
11/21/2019,16.64067745003679,0.0,1.72
11/22/2019,16.582083238580047,0.0,1.72
11/25/2019,16.62394011647726,0.0,1.72
11/26/2019,16.83320318514221,0.0,1.72
11/27/2019,16.77460737428677,0.0,1.72
11/29/2019,16.774609337135473,0.0,1.72
12/02/2019,16.908538219956025,0.0,1.72
12/03/2019,16.92527629251786,0.0,1.72
12/04/2019,16.958760505306316,0.0,1.72
12/05/2019,16.992239490753953,0.0,1.72
12/06/2019,17.101062235344262,0.0,1.72
12/09/2019,17.159652819675415,0.0,1.72
12/10/2019,17.109434724654932,0.0,1.72
12/11/2019,17.10105650780337,0.0,1.72
12/12/2019,16.916906890431168,0.0,1.72
12/13/2019,16.858311749789817,0.0,1.72
12/16/2019,17.101060137447632,0.0,1.72
12/17/2019,17.050839299179735,0.0,1.72
12/18/2019,17.209874926509432,0.0,1.72
12/19/2019,17.21824452151137,0.0,1.72
12/20/2019,17.360544839067785,0.0,1.72
12/23/2019,17.352174085749564,0.0,1.72
12/24/2019,17.3186919606636,0.0,1.72
12/26/2019,17.352175248643324,0.0,1.72
12/27/2019,17.419139930631573,0.0,1.72
12/30/2019,17.477737363668783,0.43,1.72
12/31/2019,17.477737237305345,0.0,1.72
01/02/2020,17.50337571510613,0.0,1.72
01/03/2020,17.358084142414945,0.0,1.72
01/06/2020,17.42645467229999,0.0,1.72
01/07/2020,17.42645467229999,0.0,1.72
01/08/2020,17.452095095791815,0.0,1.72
01/09/2020,17.46919059753418,0.0,1.72
01/10/2020,17.4862789696738,0.0,1.72
01/13/2020,17.571749146983926,0.0,1.72
01/14/2020,17.657211414167495,0.0,1.72
01/15/2020,17.725583965569783,0.0,1.72
01/16/2020,17.75977316782462,0.0,1.72
01/17/2020,17.793959020203765,0.0,1.72
01/21/2020,17.88797181470345,0.0,1.72
01/22/2020,17.905061817688857,0.0,1.72
01/23/2020,18.093088022115488,0.0,1.72
01/24/2020,18.0759960047804,0.0,1.72
01/27/2020,17.939251009283907,0.0,1.72
01/28/2020,17.930700738907106,0.0,1.72
01/29/2020,18.041806979862123,0.0,1.72
01/30/2020,17.99052849035541,0.0,1.72
01/31/2020,18.03326002029539,0.0,1.72
02/03/2020,17.981983333873888,0.0,1.72
02/04/2020,18.093086224669932,0.0,1.72
02/05/2020,18.17000413723089,0.0,1.72
02/06/2020,18.27256592804945,0.0,1.72
02/07/2020,18.21273971092547,0.0,1.72
02/10/2020,18.135820239846034,0.0,1.72
02/11/2020,18.05890180402246,0.0,1.72
02/12/2020,18.272565736667243,0.0,1.72
02/13/2020,18.229833857127293,0.0,1.72
02/14/2020,18.229833707439596,0.0,1.72
02/18/2020,18.238380663201703,0.0,1.72
02/19/2020,18.34093655106301,0.0,1.72
02/20/2020,18.35803248004306,0.0,1.72
02/21/2020,18.409313632473317,0.0,1.72
02/24/2020,18.546056015551333,0.0,1.72
02/25/2020,18.332391659982726,0.0,1.72
02/26/2020,17.836690210738627,0.0,1.72
02/27/2020,17.571747981270658,0.0,1.72
02/28/2020,17.17005769271767,0.0,1.72
03/02/2020,16.84528955166306,0.0,1.72
03/03/2020,17.426453761654084,0.0,1.72
03/04/2020,17.460641257117793,0.0,1.72
03/05/2020,17.118777987892205,0.0,1.72
03/06/2020,16.794009954905277,0.0,1.72
03/09/2020,16.135921712788868,0.0,1.72
03/10/2020,15.836794700462576,0.0,1.72
03/11/2020,16.110284641369763,0.0,1.72
03/12/2020,14.853936083635931,0.0,1.72
03/13/2020,14.546261614694114,0.0,1.72
03/16/2020,11.794267447613572,0.0,1.72
03/17/2020,10.819956856037297,0.0,1.72
03/18/2020,9.486693435810594,0.0,1.72
03/19/2020,8.973897438975785,0.0,1.72
03/20/2020,9.922566987391223,0.0,1.72
03/23/2020,8.349998289615314,0.0,1.72
03/24/2020,8.666221018380783,0.0,1.72
03/25/2020,8.828606179875118,0.0,1.72
03/26/2020,9.914020878269273,0.0,1.72
03/27/2020,11.546415844008653,0.0,1.72
03/30/2020,13.183957892014023,0.43,1.72
03/31/2020,12.665391223067914,0.0,1.72
04/01/2020,12.498392719719995,0.0,1.72
04/02/2020,12.70054625363941,0.0,1.72
04/03/2020,12.454446125735926,0.0,1.72
04/06/2020,11.575515770804147,0.0,1.72
04/07/2020,13.104854202349658,0.0,1.72
04/08/2020,12.87633254178395,0.0,1.72
04/09/2020,13.87831339144074,0.0,1.72
04/13/2020,14.265042727578475,0.0,1.72
04/14/2020,14.2298871236689,0.0,1.72
04/15/2020,13.641004319572476,0.0,1.72
04/16/2020,13.175167985741245,0.0,1.72
04/17/2020,13.421270233936278,0.0,1.72
04/20/2020,12.999383225936974,0.0,1.72
04/21/2020,12.305028129441533,0.0,1.72
04/22/2020,13.00817319006882,0.0,1.72
04/23/2020,12.50718175551835,0.0,1.72
04/24/2020,12.647811315646177,0.0,1.72
04/27/2020,12.682968519349853,0.0,1.72
04/28/2020,12.849963997746043,0.0,1.72
04/29/2020,13.860735364259815,0.0,1.72
04/30/2020,14.423250355459816,0.0,1.72
05/01/2020,13.403691544975294,0.0,1.72
05/04/2020,13.579477337955451,0.0,1.72
05/05/2020,13.939839144436489,0.0,1.72
05/06/2020,14.159573384467505,0.0,1.72
05/07/2020,13.728895827375565,0.0,1.72
05/08/2020,14.168361691801378,0.0,1.72
05/11/2020,14.08046737393768,0.0,1.72
05/12/2020,13.6234248085625,0.0,1.72
05/13/2020,13.00817310957641,0.0,1.72
05/14/2020,12.138030729591858,0.0,1.72
05/15/2020,12.357765580557647,0.0,1.72
05/18/2020,12.682968742749193,0.0,1.72
05/19/2020,12.841175094382537,0.0,1.72
05/20/2020,13.096065663758896,0.0,1.72
05/21/2020,13.271853308348971,0.0,1.72
05/22/2020,13.052118959987913,0.0,1.72
05/26/2020,13.87831411118878,0.0,1.72
05/27/2020,14.502354962179176,0.0,1.72
05/28/2020,14.484775169614487,0.0,1.72
05/29/2020,14.168360235251765,0.0,1.72
06/01/2020,14.229886080784416,0.0,1.72
06/02/2020,14.335356808036336,0.0,1.72
06/03/2020,14.722086958321354,0.0,1.72
06/04/2020,14.871505930889112,0.0,1.72
06/05/2020,16.16353396245967,0.0,1.72
06/08/2020,16.05806199978734,0.0,1.72
06/09/2020,15.84711992805599,0.0,1.72
06/10/2020,15.214285947539599,0.0,1.72
06/11/2020,14.396881554661395,0.0,1.72
06/12/2020,14.748455485299841,0.0,1.72
06/15/2020,14.221097784551775,0.0,1.72
06/16/2020,15.513125864916974,0.0,1.72
06/17/2020,15.539494366798088,0.0,1.72
06/18/2020,15.17034207477984,0.0,1.72
06/19/2020,15.706489690063528,0.0,1.72
06/22/2020,15.179132531493655,0.0,1.72
06/23/2020,15.618594554590462,0.0,1.72
06/24/2020,15.477967256495196,0.0,1.72
06/25/2020,14.713297324536134,0.0,1.72
06/26/2020,15.214285947539599,0.0,1.72
06/29/2020,15.116035512311242,0.43,1.72
06/30/2020,14.827596812945794,0.0,1.72
07/01/2020,14.881677498402935,0.0,1.72
07/02/2020,14.944774747196915,0.0,1.72
07/06/2020,14.602251617496526,0.0,1.72
07/07/2020,14.476059569710273,0.0,1.72
07/08/2020,14.016359189168488,0.0,1.72
07/09/2020,13.89918190653478,0.0,1.72
07/10/2020,13.484547887434573,0.0,1.72
07/13/2020,13.998331777932416,0.0,1.72
07/14/2020,13.980303325965906,0.0,1.72
07/15/2020,14.737458903742256,0.0,1.72
07/16/2020,14.800555190277146,0.0,1.72
07/17/2020,14.92674683954508,0.0,1.72
07/20/2020,14.575210311022337,0.0,1.72
07/21/2020,14.980829238891602,0.0,1.72
07/22/2020,15.025897477954178,0.0,1.72
07/23/2020,15.30532346856893,0.0,1.72
07/24/2020,15.161104129624244,0.0,1.72
07/27/2020,14.971816552609885,0.0,1.72
07/28/2020,14.755486437280153,0.0,1.72
07/29/2020,15.016883850097656,0.0,1.72
07/30/2020,14.818581139978871,0.0,1.72
07/31/2020,14.93575990303347,0.0,1.72
08/03/2020,15.143076186712175,0.0,1.72
08/04/2020,15.170116626748147,0.0,1.72
08/05/2020,15.296309383499583,0.0,1.72
08/06/2020,15.602776120072205,0.0,1.72
08/07/2020,15.593762178003647,0.0,1.72
08/10/2020,15.683901188644288,0.0,1.72
08/11/2020,16.46809473110952,0.0,1.72
08/12/2020,16.16162932174183,0.0,1.72
08/13/2020,15.999379357402418,0.0,1.72
08/14/2020,15.873190589252799,0.0,1.72
08/17/2020,16.10754738579321,0.0,1.72
08/18/2020,16.098530811474454,0.0,1.72
08/19/2020,15.855161649446982,0.0,1.72
08/20/2020,15.900230989613767,0.0,1.72
08/21/2020,15.855159402250278,0.0,1.72
08/24/2020,15.765022735977809,0.0,1.72
08/25/2020,16.305847005140343,0.0,1.72
08/26/2020,16.242751539130566,0.0,1.72
08/27/2020,16.170644482532417,0.0,1.72
08/28/2020,16.3779586720701,0.0,1.72
08/31/2020,16.368944916360665,0.0,1.72
09/01/2020,16.404999154909117,0.0,1.72
09/02/2020,16.33288934030608,0.0,1.72
09/03/2020,16.459081493009254,0.0,1.72
09/04/2020,16.46809308267035,0.0,1.72
09/08/2020,16.567244569014093,0.0,1.72
09/09/2020,16.45006520134054,0.0,1.72
09/10/2020,16.61231601854646,0.0,1.72
09/11/2020,16.41401336480582,0.0,1.72
09/14/2020,16.22472679172215,0.0,1.72
09/15/2020,16.513165266987727,0.0,1.72
09/16/2020,16.684424386271356,0.0,1.72
09/17/2020,16.269791164417168,0.0,1.72
09/18/2020,16.61231690241611,0.0,1.72
09/21/2020,15.873189848094691,0.0,1.72
09/22/2020,15.584748537485243,0.0,1.72
09/23/2020,15.251241100225164,0.0,1.72
09/24/2020,14.755485693494848,0.0,1.72
09/25/2020,14.728445310405013,0.0,1.72
09/28/2020,15.197159089907217,0.0,1.72
09/29/2020,15.502933610395678,0.43,1.72
09/30/2020,15.225599910022948,0.0,1.72
10/01/2020,15.364268349414662,0.0,1.72
10/02/2020,15.012976661978067,0.0,1.72
10/05/2020,15.752534077782824,0.0,1.72
10/06/2020,15.844977069639507,0.0,1.72
10/07/2020,15.539909779671294,0.0,1.72
10/08/2020,15.53990937720167,0.0,1.72
10/09/2020,16.214757253770486,0.0,1.72
10/12/2020,15.937421000412826,0.0,1.72
10/13/2020,16.048356236245034,0.0,1.72
10/14/2020,15.817245319607613,0.0,1.72
10/15/2020,16.039111615820712,0.0,1.72
10/16/2020,16.05760082704111,0.0,1.72
10/19/2020,15.780266288775694,0.0,1.72
10/20/2020,15.364267199136743,0.0,1.72
10/21/2020,15.170133277512845,0.0,1.72
10/22/2020,15.170133377978464,0.0,1.72
10/23/2020,15.382754054008338,0.0,1.72
10/26/2020,15.502934528192867,0.0,1.72
10/27/2020,15.530666613720305,0.0,1.72
10/28/2020,15.160888867052666,0.0,1.72
10/29/2020,15.308799202189675,0.0,1.72
10/30/2020,15.752533284979952,0.0,1.72
11/02/2020,15.687820384461075,0.0,1.72
11/03/2020,16.06684420000947,0.0,1.72
11/04/2020,15.85421986239853,0.0,1.72
11/05/2020,15.937422460844308,0.0,1.72
11/06/2020,15.660088697723626,0.0,1.72
11/09/2020,15.706311145440639,0.0,1.72
11/10/2020,16.445869139785298,0.0,1.72
11/11/2020,16.96355649836038,0.0,1.72
11/12/2020,16.168532693482025,0.0,1.72
11/13/2020,16.150043317973363,0.0,1.72
11/16/2020,16.630752872736423,0.0,1.72
11/17/2020,16.824888775128453,0.0,1.72
11/18/2020,17.157689824713454,0.0,1.72
11/19/2020,16.861865359194017,0.0,1.72
11/20/2020,16.538311835945933,0.0,1.72
11/23/2020,16.686220803487796,0.0,1.72
11/24/2020,17.102224088193985,0.0,1.72
11/25/2020,17.092977472535875,0.0,1.72
11/27/2020,17.03751018166055,0.0,1.72
11/30/2020,17.10222149099633,0.0,1.72
12/01/2020,17.148442729049492,0.0,1.72
12/02/2020,17.0837347741107,0.0,1.72
12/03/2020,17.194665796569996,0.0,1.72
12/04/2020,17.213158514686548,0.0,1.72
12/07/2020,17.176177928606094,0.0,1.72
12/08/2020,17.092978358324544,0.0,1.72
12/09/2020,17.259378020150454,0.0,1.72
12/10/2020,16.95430873286108,0.0,1.72
12/11/2020,16.95431084482487,0.0,1.72
12/14/2020,16.954310949306286,0.0,1.72
12/15/2020,17.250132659359085,0.0,1.72
12/16/2020,17.34257821286863,0.0,1.72
12/17/2020,17.19466781616211,0.0,1.72
12/18/2020,17.28711357100449,0.0,1.72
12/21/2020,16.73244579086813,0.0,1.72
12/22/2020,16.63999965263168,0.0,1.72
12/23/2020,16.70471047934011,0.0,1.72
12/24/2020,17.019021724931278,0.0,1.72
12/28/2020,17.102221916716157,0.0,1.72
12/29/2020,17.129958583447834,0.0,1.72
12/30/2020,17.234502869399627,0.43,1.72
12/31/2020,16.92217723606925,0.0,1.72
01/04/2021,16.91271584973794,0.0,1.72
01/05/2021,16.44896239027962,0.0,1.72
01/06/2021,16.676108244193454,0.0,1.72
01/07/2021,17.13039504541974,0.0,1.72
01/08/2021,16.922179407830033,0.0,1.72
01/11/2021,16.94110870361328,0.0,1.72
01/12/2021,16.884324205057847,0.0,1.72
01/13/2021,17.149324665425915,0.0,1.72
01/14/2021,17.29128890597363,0.0,1.72
01/15/2021,17.168252099748162,0.0,1.72
01/19/2021,17.064145951603678,0.0,1.72
01/20/2021,17.045217804937664,0.0,1.72
01/21/2021,17.0262873480837,0.0,1.72
01/22/2021,16.79914472096203,0.0,1.72
01/25/2021,16.76128499484647,0.0,1.72
01/26/2021,16.931645828475414,0.0,1.72
01/27/2021,16.41110828853825,0.0,1.72
01/28/2021,16.477357087428413,0.0,1.72
01/29/2021,16.543608031776223,0.0,1.72
02/01/2021,16.4111074812756,0.0,1.72
02/02/2021,16.751822030473857,0.0,1.72
02/03/2021,17.2155724460163,0.0,1.72
02/04/2021,16.600393281704385,0.0,1.72
02/05/2021,16.978966786134457,0.0,1.72
02/08/2021,17.064145760062637,0.0,1.72
02/09/2021,17.69825348170227,0.0,1.72
02/10/2021,17.527895416422446,0.0,1.72
02/11/2021,17.2912880768878,0.0,1.72
02/12/2021,17.603610464695823,0.0,1.72
02/16/2021,17.792895226262257,0.0,1.72
02/17/2021,17.84968205354375,0.0,1.72
02/18/2021,17.43325373575418,0.0,1.72
02/19/2021,17.41432388821692,0.0,1.72
02/22/2021,17.565751777596283,0.0,1.72
02/23/2021,17.49003688876252,0.0,1.72
02/24/2021,17.556286806197335,0.0,1.72
02/25/2021,17.868609825003947,0.0,1.72
02/26/2021,17.45218112132234,0.0,1.72
03/01/2021,17.76450450532963,0.0,1.72
03/02/2021,17.915932488509185,0.0,1.72
03/03/2021,17.82128905329187,0.0,1.72
03/04/2021,17.830754665050854,0.0,1.72
03/05/2021,17.74557444136617,0.0,1.72
03/08/2021,17.75503893953033,0.0,1.72
03/09/2021,17.89700371300802,0.0,1.72
03/10/2021,17.79289606788995,0.0,1.72
03/11/2021,18.180933011896126,0.0,1.72
03/12/2021,18.16200550937527,0.0,1.72
03/15/2021,18.180930843338007,0.0,1.72
03/16/2021,18.057896445786366,0.0,1.72
03/17/2021,17.98218214393733,0.0,1.72
03/18/2021,18.162006058956795,0.0,1.72
03/19/2021,17.9159324978353,0.0,1.72
03/22/2021,17.764502865365866,0.0,1.72
03/23/2021,17.660395807622987,0.0,1.72
03/24/2021,17.72664615269046,0.0,1.72
03/25/2021,17.86860936104475,0.0,1.72
03/26/2021,17.840216810370908,0.0,1.72
03/29/2021,17.840216810370908,0.0,1.72
03/30/2021,17.886440905273275,0.43,1.72
03/31/2021,18.060753115253906,0.0,1.72
04/01/2021,17.818652112288063,0.0,1.72
04/05/2021,18.215698384384233,0.0,1.72
04/06/2021,18.19633124161134,0.0,1.72
04/07/2021,18.30285542682082,0.0,1.72
04/08/2021,18.235067060856522,0.0,1.72
04/09/2021,18.25443595885621,0.0,1.72
04/12/2021,18.496536575383548,0.0,1.72
04/13/2021,18.990423115497904,0.0,1.72
04/14/2021,19.184103460533738,0.0,1.72
04/15/2021,19.22283965763253,0.0,1.72
04/16/2021,19.222840599682012,0.0,1.72
04/19/2021,19.30031259903326,0.0,1.72
04/20/2021,18.893582330234384,0.0,1.72
04/21/2021,19.009790420532223,0.0,1.72
04/22/2021,19.077580682002992,0.0,1.72
04/23/2021,19.00010667105432,0.0,1.72
04/26/2021,19.242209259211972,0.0,1.72
04/27/2021,19.368101250478258,0.0,1.72
04/28/2021,19.910407502511177,0.0,1.72
04/29/2021,20.510819808251263,0.0,1.72
04/30/2021,20.443030066292625,0.0,1.72
05/03/2021,20.588291086839394,0.0,1.72
05/04/2021,20.59797574633438,0.0,1.72
05/05/2021,20.423661603608906,0.0,1.72
05/06/2021,20.36555875723115,0.0,1.72
05/07/2021,20.375242092429435,0.0,1.72
05/10/2021,20.44302992569346,0.0,1.72
05/11/2021,18.738637640385004,0.0,1.72
05/12/2021,19.3681000013378,0.0,1.72
05/13/2021,18.85484564654805,0.0,1.72
05/14/2021,19.290627745698444,0.0,1.72
05/17/2021,19.707043182486657,0.0,1.72
05/18/2021,19.929774796738776,0.0,1.72
05/19/2021,19.774831511489346,0.0,1.72
05/20/2021,20.055667408657,0.0,1.72
05/21/2021,20.30745288640949,0.0,1.72
05/24/2021,19.978195781929895,0.0,1.72
05/25/2021,20.39460970602156,0.0,1.72
05/26/2021,20.142823187488812,0.0,1.72
05/27/2021,20.772692277503555,0.266,1.986
05/28/2021,20.86096202391313,0.0,1.986
06/01/2021,20.96884554798557,0.0,1.986
06/02/2021,21.33172951287606,0.0,1.986
06/03/2021,21.106154842007392,0.0,1.986
06/04/2021,21.34153879626072,0.0,1.986
06/07/2021,21.321922960591785,0.0,1.986
06/08/2021,21.753460635466734,0.0,1.986
06/09/2021,21.9692302499332,0.0,1.986
06/10/2021,22.459615237193354,0.0,1.986
06/11/2021,21.773077123860467,0.0,1.986
06/14/2021,22.11634522474586,0.0,1.986
06/15/2021,22.43999851348013,0.0,1.986
06/16/2021,22.371345268804212,0.0,1.986
06/17/2021,22.940192163014814,0.0,1.986
06/18/2021,22.116345741354948,0.0,1.986
06/21/2021,21.802499658847957,0.0,1.986
06/22/2021,22.253653670249946,0.0,1.986
06/23/2021,22.16538561418029,0.0,1.986
06/24/2021,22.224230290909667,0.0,1.986
06/25/2021,22.430193428125243,0.0,1.986
06/28/2021,22.185000526243968,0.0,1.986
06/29/2021,21.889999389648438,0.43,1.986
06/30/2021,21.559999465942383,0.0,1.986
07/01/2021,21.670000076293945,0.0,1.986
07/02/2021,21.93000030517578,0.0,1.986
07/06/2021,21.690000534057617,0.0,1.986
07/07/2021,21.329999923706055,0.0,1.986
07/08/2021,20.850000381469727,0.0,1.986
07/09/2021,21.149999618530273,0.0,1.986
07/12/2021,21.420000076293945,0.0,1.986
07/13/2021,21.489999771118164,0.0,1.986
07/14/2021,21.200000762939453,0.0,1.986
07/15/2021,21.040000915527344,0.0,1.986
07/16/2021,21.3799991607666,0.0,1.986
07/19/2021,20.959999084472656,0.0,1.986
07/20/2021,20.81999969482422,0.0,1.986
07/21/2021,21.229999542236328,0.0,1.986
07/22/2021,21.450000762939453,0.0,1.986
07/23/2021,21.09000015258789,0.0,1.986
07/26/2021,21.260000228881836,0.0,1.986
07/27/2021,21.0,0.0,1.986
07/28/2021,21.350000381469727,0.0,1.986
07/29/2021,21.549999237060547,0.0,1.986
07/30/2021,21.600000381469727,0.0,1.986
