GPRE,"Green Plains, Inc.",
Date,Price,Annualized Dividend
03/15/2006,51.8,0.0
03/15/2006,28.94,0.0
03/16/2006,29.37,0.0
03/16/2006,25.48,0.0
03/17/2006,27.64,0.0
03/17/2006,23.75,0.0
03/20/2006,22.46,0.0
03/20/2006,19.94,0.0
03/21/2006,20.13,0.0
03/21/2006,20.6,0.0
03/22/2006,20.73,0.0
03/22/2006,22.46,0.0
03/23/2006,23.71,0.0
03/23/2006,24.18,0.0
03/24/2006,24.03,0.0
03/24/2006,24.62,0.0
03/27/2006,24.62,0.0
03/27/2006,27.64,0.0
03/28/2006,27.64,0.0
03/28/2006,26.78,0.0
03/29/2006,27.33,0.0
03/29/2006,28.85,0.0
03/30/2006,29.02,0.0
03/30/2006,28.93,0.0
03/31/2006,29.37,0.0
03/31/2006,29.18,0.0
04/03/2006,29.15,0.0
04/03/2006,29.58,0.0
04/04/2006,30.21,0.0
04/04/2006,29.8,0.0
04/05/2006,30.1,0.0
04/05/2006,31.53,0.0
04/06/2006,32.49,0.0
04/06/2006,31.97,0.0
04/07/2006,32.56,0.0
04/07/2006,33.21,0.0
04/10/2006,34.12,0.0
04/10/2006,39.33,0.0
04/11/2006,40.36,0.0
04/11/2006,42.35,0.0
04/12/2006,43.19,0.0
04/12/2006,40.34,0.0
04/13/2006,40.34,0.0
04/13/2006,39.78,0.0
04/17/2006,38.89,0.0
04/17/2006,40.41,0.0
04/18/2006,40.42,0.0
04/18/2006,41.08,0.0
04/19/2006,41.08,0.0
04/19/2006,41.55,0.0
04/20/2006,42.11,0.0
04/20/2006,40.6,0.0
04/21/2006,41.25,0.0
04/21/2006,39.88,0.0
04/24/2006,41.03,0.0
04/24/2006,38.35,0.0
04/25/2006,38.0,0.0
04/25/2006,34.41,0.0
04/26/2006,34.54,0.0
04/26/2006,36.58,0.0
04/27/2006,36.58,0.0
04/27/2006,36.12,0.0
04/28/2006,34.59,0.0
04/28/2006,35.85,0.0
05/01/2006,35.41,0.0
05/01/2006,35.85,0.0
05/02/2006,36.28,0.0
05/02/2006,38.87,0.0
05/03/2006,38.87,0.0
05/03/2006,40.32,0.0
05/04/2006,40.6,0.0
05/04/2006,36.36,0.0
05/05/2006,39.82,0.0
05/05/2006,37.67,0.0
05/08/2006,38.87,0.0
05/08/2006,40.6,0.0
05/09/2006,40.94,0.0
05/09/2006,43.45,0.0
05/10/2006,43.19,0.0
05/10/2006,43.62,0.0
05/11/2006,43.64,0.0
05/11/2006,42.97,0.0
05/12/2006,42.76,0.0
05/12/2006,43.18,0.0
05/15/2006,43.01,0.0
05/15/2006,38.26,0.0
05/16/2006,38.62,0.0
05/16/2006,37.62,0.0
05/17/2006,36.71,0.0
05/17/2006,35.41,0.0
05/18/2006,35.4,0.0
05/18/2006,33.26,0.0
05/19/2006,33.26,0.0
05/19/2006,29.71,0.0
05/22/2006,29.71,0.0
05/22/2006,29.26,0.0
05/23/2006,29.82,0.0
05/23/2006,30.71,0.0
05/24/2006,31.86,0.0
05/24/2006,31.96,0.0
05/25/2006,32.05,0.0
05/25/2006,32.49,0.0
05/26/2006,32.81,0.0
05/26/2006,32.22,0.0
05/30/2006,32.13,0.0
05/30/2006,31.16,0.0
05/31/2006,31.09,0.0
05/31/2006,30.23,0.0
06/01/2006,30.23,0.0
06/01/2006,30.53,0.0
06/02/2006,30.66,0.0
06/02/2006,32.33,0.0
06/05/2006,33.43,0.0
06/05/2006,32.81,0.0
06/06/2006,34.41,0.0
06/06/2006,32.82,0.0
06/07/2006,32.82,0.0
06/07/2006,32.44,0.0
06/08/2006,32.02,0.0
06/08/2006,32.09,0.0
06/09/2006,31.69,0.0
06/09/2006,31.53,0.0
06/12/2006,32.39,0.0
06/12/2006,30.8,0.0
06/13/2006,29.15,0.0
06/13/2006,27.21,0.0
06/14/2006,26.85,0.0
06/14/2006,28.05,0.0
06/15/2006,27.64,0.0
06/15/2006,27.36,0.0
06/16/2006,27.21,0.0
06/16/2006,24.74,0.0
06/19/2006,25.04,0.0
06/19/2006,23.32,0.0
06/20/2006,23.09,0.0
06/20/2006,22.9,0.0
06/21/2006,22.89,0.0
06/21/2006,23.84,0.0
06/22/2006,24.18,0.0
06/22/2006,26.34,0.0
06/23/2006,28.5,0.0
06/23/2006,29.29,0.0
06/26/2006,30.21,0.0
06/26/2006,29.8,0.0
06/27/2006,29.5,0.0
06/27/2006,31.53,0.0
06/28/2006,31.95,0.0
06/28/2006,30.23,0.0
06/29/2006,30.23,0.0
06/29/2006,28.49,0.0
06/30/2006,28.16,0.0
06/30/2006,28.94,0.0
07/03/2006,30.1,0.0
07/03/2006,29.62,0.0
07/05/2006,29.8,0.0
07/05/2006,28.5,0.0
07/06/2006,29.8,0.0
07/06/2006,28.26,0.0
07/07/2006,27.47,0.0
07/07/2006,28.24,0.0
07/10/2006,27.64,0.0
07/10/2006,28.85,0.0
07/11/2006,28.72,0.0
07/11/2006,29.58,0.0
07/12/2006,27.81,0.0
07/12/2006,28.21,0.0
07/13/2006,29.28,0.0
07/13/2006,28.94,0.0
07/14/2006,28.92,0.0
07/14/2006,28.98,0.0
07/17/2006,28.72,0.0
07/17/2006,29.03,0.0
07/18/2006,30.22,0.0
07/18/2006,25.91,0.0
07/19/2006,25.96,0.0
07/19/2006,27.53,0.0
07/20/2006,27.64,0.0
07/20/2006,27.81,0.0
07/21/2006,27.32,0.0
07/21/2006,27.12,0.0
07/24/2006,29.35,0.0
07/24/2006,26.69,0.0
07/25/2006,26.69,0.0
07/25/2006,25.9,0.0
07/26/2006,29.35,0.0
07/26/2006,26.03,0.0
07/27/2006,25.91,0.0
07/27/2006,28.05,0.0
07/28/2006,27.64,0.0
07/28/2006,26.78,0.0
07/31/2006,26.99,0.0
07/31/2006,28.07,0.0
08/01/2006,27.29,0.0
08/01/2006,28.07,0.0
08/02/2006,27.64,0.0
08/02/2006,26.83,0.0
08/03/2006,27.63,0.0
08/03/2006,27.54,0.0
08/04/2006,27.9,0.0
08/04/2006,26.85,0.0
08/07/2006,27.86,0.0
08/07/2006,27.28,0.0
08/08/2006,27.53,0.0
08/08/2006,27.38,0.0
08/09/2006,26.89,0.0
08/09/2006,24.66,0.0
08/10/2006,26.34,0.0
08/10/2006,23.02,0.0
08/11/2006,22.79,0.0
08/11/2006,22.24,0.0
08/14/2006,24.01,0.0
08/14/2006,23.1,0.0
08/15/2006,24.18,0.0
08/15/2006,24.18,0.0
08/16/2006,23.89,0.0
08/16/2006,23.97,0.0
08/17/2006,25.47,0.0
08/17/2006,24.54,0.0
08/18/2006,24.84,0.0
08/18/2006,24.18,0.0
08/21/2006,24.17,0.0
08/21/2006,23.75,0.0
08/22/2006,23.75,0.0
08/22/2006,23.97,0.0
08/23/2006,24.4,0.0
08/23/2006,24.12,0.0
08/24/2006,23.88,0.0
08/24/2006,24.11,0.0
08/25/2006,23.75,0.0
08/25/2006,23.75,0.0
08/28/2006,24.69,0.0
08/28/2006,23.84,0.0
08/29/2006,24.03,0.0
08/29/2006,23.97,0.0
08/30/2006,24.06,0.0
08/30/2006,23.74,0.0
08/31/2006,23.58,0.0
08/31/2006,24.06,0.0
09/01/2006,24.18,0.0
09/01/2006,23.32,0.0
09/05/2006,23.37,0.0
09/05/2006,23.32,0.0
09/06/2006,23.41,0.0
09/06/2006,21.69,0.0
09/07/2006,23.2,0.0
09/07/2006,20.73,0.0
09/08/2006,22.73,0.0
09/08/2006,20.83,0.0
09/11/2006,20.74,0.0
09/11/2006,17.75,0.0
09/12/2006,18.34,0.0
09/12/2006,19.43,0.0
09/13/2006,19.28,0.0
09/13/2006,19.52,0.0
09/14/2006,19.93,0.0
09/14/2006,20.3,0.0
09/15/2006,20.63,0.0
09/15/2006,19.62,0.0
09/18/2006,19.56,0.0
09/18/2006,18.62,0.0
09/19/2006,18.8,0.0
09/19/2006,18.31,0.0
09/20/2006,17.91,0.0
09/20/2006,17.78,0.0
09/21/2006,17.71,0.0
09/21/2006,17.27,0.0
09/22/2006,17.27,0.0
09/22/2006,16.84,0.0
09/25/2006,16.51,0.0
09/25/2006,15.55,0.0
09/26/2006,15.12,0.0
09/26/2006,15.49,0.0
09/27/2006,15.15,0.0
09/27/2006,15.57,0.0
09/28/2006,16.24,0.0
09/28/2006,15.78,0.0
09/29/2006,15.93,0.0
09/29/2006,16.21,0.0
10/02/2006,16.41,0.0
10/02/2006,18.14,0.0
10/03/2006,17.79,0.0
10/03/2006,18.18,0.0
10/04/2006,18.87,0.0
10/04/2006,18.15,0.0
10/05/2006,18.57,0.0
10/05/2006,18.27,0.0
10/06/2006,18.9,0.0
10/06/2006,18.45,0.0
10/09/2006,18.58,0.0
10/09/2006,19.32,0.0
10/10/2006,19.43,0.0
10/10/2006,20.41,0.0
10/11/2006,20.37,0.0
10/11/2006,23.93,0.0
10/12/2006,24.18,0.0
10/12/2006,23.69,0.0
10/13/2006,24.14,0.0
10/13/2006,22.58,0.0
10/16/2006,22.21,0.0
10/16/2006,22.37,0.0
10/17/2006,22.88,0.0
10/17/2006,22.32,0.0
10/18/2006,22.06,0.0
10/18/2006,22.67,0.0
10/19/2006,23.02,0.0
10/19/2006,23.01,0.0
10/20/2006,23.17,0.0
10/20/2006,22.46,0.0
10/23/2006,21.61,0.0
10/23/2006,21.61,0.0
10/24/2006,22.01,0.0
10/24/2006,22.67,0.0
10/25/2006,23.04,0.0
10/25/2006,23.54,0.0
10/26/2006,23.56,0.0
10/26/2006,23.99,0.0
10/27/2006,24.01,0.0
10/27/2006,24.04,0.0
10/30/2006,24.35,0.0
10/30/2006,24.09,0.0
10/31/2006,23.81,0.0
10/31/2006,23.91,0.0
11/01/2006,23.75,0.0
11/01/2006,23.97,0.0
11/02/2006,24.08,0.0
11/02/2006,23.23,0.0
11/03/2006,23.23,0.0
11/03/2006,23.32,0.0
11/06/2006,22.89,0.0
11/06/2006,22.9,0.0
11/07/2006,22.9,0.0
11/07/2006,23.12,0.0
11/08/2006,23.15,0.0
11/08/2006,22.89,0.0
11/09/2006,22.76,0.0
11/09/2006,22.64,0.0
11/10/2006,22.88,0.0
11/10/2006,23.15,0.0
11/13/2006,22.83,0.0
11/13/2006,22.46,0.0
11/14/2006,22.2,0.0
11/14/2006,21.66,0.0
11/15/2006,22.02,0.0
11/15/2006,22.24,0.0
11/16/2006,22.03,0.0
11/16/2006,22.46,0.0
11/17/2006,22.81,0.0
11/17/2006,23.15,0.0
11/20/2006,23.58,0.0
11/20/2006,23.54,0.0
11/21/2006,22.89,0.0
11/21/2006,21.91,0.0
11/22/2006,22.03,0.0
11/22/2006,22.02,0.0
11/24/2006,22.03,0.0
11/24/2006,22.02,0.0
11/27/2006,22.03,0.0
11/27/2006,21.59,0.0
11/28/2006,21.33,0.0
11/28/2006,20.05,0.0
11/29/2006,20.0,0.0
11/29/2006,22.03,0.0
11/30/2006,22.46,0.0
11/30/2006,23.93,0.0
12/01/2006,23.55,0.0
12/01/2006,22.56,0.0
12/04/2006,22.56,0.0
12/04/2006,22.08,0.0
12/05/2006,22.03,0.0
12/05/2006,21.52,0.0
12/06/2006,21.59,0.0
12/06/2006,22.0,0.0
12/07/2006,21.74,0.0
12/07/2006,22.11,0.0
12/08/2006,21.94,0.0
12/08/2006,21.42,0.0
12/11/2006,21.59,0.0
12/11/2006,21.42,0.0
12/12/2006,21.12,0.0
12/12/2006,21.49,0.0
12/13/2006,21.49,0.0
12/13/2006,21.04,0.0
12/14/2006,21.16,0.0
12/14/2006,21.39,0.0
12/15/2006,21.55,0.0
12/15/2006,21.64,0.0
12/18/2006,21.35,0.0
12/18/2006,20.9,0.0
12/19/2006,21.1,0.0
12/19/2006,20.55,0.0
12/20/2006,21.12,0.0
12/20/2006,20.04,0.0
12/21/2006,19.95,0.0
12/21/2006,19.53,0.0
12/22/2006,19.94,0.0
12/22/2006,19.95,0.0
12/26/2006,19.87,0.0
12/26/2006,20.28,0.0
12/27/2006,20.51,0.0
12/27/2006,20.64,0.0
12/28/2006,20.64,0.0
12/28/2006,21.33,0.0
12/29/2006,21.43,0.0
12/29/2006,21.38,0.0
01/03/2007,21.43,0.0
01/03/2007,21.59,0.0
01/04/2007,21.59,0.0
01/04/2007,20.46,0.0
01/05/2007,20.23,0.0
01/05/2007,19.3,0.0
01/08/2007,19.43,0.0
01/08/2007,20.08,0.0
01/09/2007,20.04,0.0
01/09/2007,20.05,0.0
01/10/2007,20.0,0.0
01/10/2007,20.21,0.0
01/11/2007,20.24,0.0
01/11/2007,20.25,0.0
01/12/2007,20.24,0.0
01/12/2007,20.51,0.0
01/16/2007,20.68,0.0
01/16/2007,20.56,0.0
01/17/2007,20.7,0.0
01/17/2007,20.3,0.0
01/18/2007,20.21,0.0
01/18/2007,20.3,0.0
01/19/2007,20.57,0.0
01/19/2007,20.24,0.0
01/22/2007,20.63,0.0
01/22/2007,20.25,0.0
01/23/2007,20.38,0.0
01/23/2007,20.47,0.0
01/24/2007,20.73,0.0
01/24/2007,20.44,0.0
01/25/2007,20.3,0.0
01/25/2007,19.92,0.0
01/26/2007,19.96,0.0
01/26/2007,19.49,0.0
01/29/2007,19.62,0.0
01/29/2007,18.37,0.0
01/30/2007,17.93,0.0
01/30/2007,16.94,0.0
01/31/2007,16.82,0.0
01/31/2007,17.09,0.0
02/01/2007,17.1,0.0
02/01/2007,17.5,0.0
02/02/2007,17.5,0.0
02/02/2007,19.56,0.0
02/05/2007,19.87,0.0
02/05/2007,19.96,0.0
02/06/2007,19.96,0.0
02/06/2007,19.75,0.0
02/07/2007,20.3,0.0
02/07/2007,19.69,0.0
02/08/2007,19.82,0.0
02/08/2007,19.79,0.0
02/09/2007,19.78,0.0
02/09/2007,19.75,0.0
02/12/2007,19.6,0.0
02/12/2007,19.96,0.0
02/13/2007,18.87,0.0
02/13/2007,19.46,0.0
02/14/2007,19.3,0.0
02/14/2007,19.56,0.0
02/15/2007,18.83,0.0
02/15/2007,19.23,0.0
02/16/2007,19.24,0.0
02/16/2007,18.57,0.0
02/20/2007,19.05,0.0
02/20/2007,19.05,0.0
02/21/2007,18.84,0.0
02/21/2007,19.21,0.0
02/22/2007,19.22,0.0
02/22/2007,19.04,0.0
02/23/2007,18.79,0.0
02/23/2007,18.57,0.0
02/26/2007,18.39,0.0
02/26/2007,17.68,0.0
02/27/2007,17.18,0.0
02/27/2007,17.06,0.0
02/28/2007,17.08,0.0
02/28/2007,17.95,0.0
03/01/2007,18.08,0.0
03/01/2007,17.9,0.0
03/02/2007,17.9,0.0
03/02/2007,18.14,0.0
03/05/2007,17.92,0.0
03/05/2007,18.5,0.0
03/06/2007,18.66,0.0
03/06/2007,18.31,0.0
03/07/2007,18.3,0.0
03/07/2007,18.2,0.0
03/08/2007,18.05,0.0
03/08/2007,18.14,0.0
03/09/2007,18.55,0.0
03/09/2007,18.57,0.0
03/12/2007,18.4,0.0
03/12/2007,18.45,0.0
03/13/2007,18.24,0.0
03/13/2007,18.14,0.0
03/14/2007,17.97,0.0
03/14/2007,17.78,0.0
03/15/2007,17.71,0.0
03/15/2007,18.72,0.0
03/16/2007,19.25,0.0
03/16/2007,19.0,0.0
03/19/2007,19.0,0.0
03/19/2007,18.33,0.0
03/20/2007,18.36,0.0
03/20/2007,18.18,0.0
03/21/2007,18.23,0.0
03/21/2007,18.01,0.0
03/22/2007,18.05,0.0
03/22/2007,18.14,0.0
03/23/2007,18.05,0.0
03/23/2007,18.01,0.0
03/26/2007,18.01,0.0
03/26/2007,17.36,0.0
03/27/2007,17.54,0.0
03/27/2007,17.06,0.0
03/28/2007,17.06,0.0
03/28/2007,16.98,0.0
03/29/2007,17.7,0.0
03/29/2007,17.06,0.0
03/30/2007,17.3,0.0
03/30/2007,18.14,0.0
04/02/2007,18.29,0.0
04/02/2007,18.31,0.0
04/03/2007,18.77,0.0
04/03/2007,17.87,0.0
04/04/2007,17.98,0.0
04/04/2007,17.45,0.0
04/05/2007,17.56,0.0
04/05/2007,17.21,0.0
04/09/2007,17.27,0.0
04/09/2007,17.26,0.0
04/10/2007,17.02,0.0
04/10/2007,17.74,0.0
04/11/2007,17.79,0.0
04/11/2007,18.08,0.0
04/12/2007,18.3,0.0
04/12/2007,19.49,0.0
04/13/2007,19.43,0.0
04/13/2007,19.96,0.0
04/16/2007,19.87,0.0
04/16/2007,20.02,0.0
04/17/2007,20.04,0.0
04/17/2007,19.87,0.0
04/18/2007,19.86,0.0
04/18/2007,19.86,0.0
04/19/2007,19.87,0.0
04/19/2007,19.86,0.0
04/20/2007,19.87,0.0
04/20/2007,19.39,0.0
04/23/2007,19.67,0.0
04/23/2007,19.19,0.0
04/24/2007,19.0,0.0
04/24/2007,19.21,0.0
04/25/2007,19.21,0.0
04/25/2007,19.35,0.0
04/26/2007,19.11,0.0
04/26/2007,19.07,0.0
04/27/2007,18.83,0.0
04/27/2007,18.91,0.0
04/30/2007,18.7,0.0
04/30/2007,18.92,0.0
05/01/2007,18.57,0.0
05/01/2007,18.53,0.0
05/02/2007,18.53,0.0
05/02/2007,18.71,0.0
05/03/2007,18.99,0.0
05/03/2007,18.76,0.0
05/04/2007,18.9,0.0
05/04/2007,18.99,0.0
05/07/2007,18.81,0.0
05/07/2007,18.25,0.0
05/08/2007,18.18,0.0
05/08/2007,17.78,0.0
05/09/2007,17.89,0.0
05/09/2007,17.79,0.0
05/10/2007,18.01,0.0
05/10/2007,18.26,0.0
05/11/2007,18.55,0.0
05/11/2007,18.18,0.0
05/14/2007,18.41,0.0
05/14/2007,17.88,0.0
05/15/2007,18.17,0.0
05/15/2007,17.8,0.0
05/16/2007,17.88,0.0
05/16/2007,17.27,0.0
05/17/2007,17.27,0.0
05/17/2007,17.84,0.0
05/18/2007,17.84,0.0
05/18/2007,17.83,0.0
05/21/2007,17.83,0.0
05/21/2007,17.48,0.0
05/22/2007,17.54,0.0
05/22/2007,17.52,0.0
05/23/2007,17.81,0.0
05/23/2007,17.92,0.0
05/24/2007,18.14,0.0
05/24/2007,17.49,0.0
05/25/2007,17.49,0.0
05/25/2007,17.66,0.0
05/29/2007,17.66,0.0
05/29/2007,17.4,0.0
05/30/2007,17.37,0.0
05/30/2007,17.55,0.0
05/31/2007,17.8,0.0
05/31/2007,16.96,0.0
06/01/2007,17.27,0.0
06/01/2007,17.19,0.0
06/04/2007,17.27,0.0
06/04/2007,17.34,0.0
06/05/2007,17.1,0.0
06/05/2007,17.21,0.0
06/06/2007,17.23,0.0
06/06/2007,17.28,0.0
06/07/2007,17.53,0.0
06/07/2007,17.15,0.0
06/08/2007,17.34,0.0
06/08/2007,17.24,0.0
06/11/2007,17.27,0.0
06/11/2007,16.57,0.0
06/12/2007,17.27,0.0
06/12/2007,16.11,0.0
06/13/2007,16.05,0.0
06/13/2007,16.39,0.0
06/14/2007,16.77,0.0
06/14/2007,16.45,0.0
06/15/2007,15.98,0.0
06/15/2007,16.33,0.0
06/18/2007,16.41,0.0
06/18/2007,16.32,0.0
06/19/2007,16.4,0.0
06/19/2007,16.01,0.0
06/20/2007,16.3,0.0
06/20/2007,15.8,0.0
06/21/2007,16.02,0.0
06/21/2007,15.93,0.0
06/22/2007,15.97,0.0
06/22/2007,15.85,0.0
06/25/2007,15.85,0.0
06/25/2007,15.8,0.0
06/26/2007,15.5,0.0
06/26/2007,15.42,0.0
06/27/2007,15.18,0.0
06/27/2007,14.65,0.0
06/28/2007,14.68,0.0
06/28/2007,14.85,0.0
06/29/2007,14.85,0.0
06/29/2007,15.18,0.0
07/02/2007,15.21,0.0
07/02/2007,15.3,0.0
07/03/2007,15.32,0.0
07/03/2007,15.33,0.0
07/05/2007,15.13,0.0
07/05/2007,15.15,0.0
07/06/2007,15.04,0.0
07/06/2007,15.04,0.0
07/09/2007,15.04,0.0
07/09/2007,15.31,0.0
07/10/2007,15.03,0.0
07/10/2007,15.03,0.0
07/11/2007,15.01,0.0
07/11/2007,15.25,0.0
07/12/2007,15.2,0.0
07/12/2007,14.9,0.0
07/13/2007,15.1,0.0
07/13/2007,14.68,0.0
07/16/2007,14.68,0.0
07/16/2007,14.65,0.0
07/17/2007,14.66,0.0
07/17/2007,14.9,0.0
07/18/2007,15.12,0.0
07/18/2007,15.16,0.0
07/19/2007,15.29,0.0
07/19/2007,16.71,0.0
07/20/2007,16.42,0.0
07/20/2007,16.07,0.0
07/23/2007,15.88,0.0
07/23/2007,16.76,0.0
07/24/2007,16.84,0.0
07/24/2007,16.54,0.0
07/25/2007,16.67,0.0
07/25/2007,17.1,0.0
07/26/2007,17.27,0.0
07/26/2007,16.41,0.0
07/27/2007,16.41,0.0
07/27/2007,16.5,0.0
07/30/2007,16.41,0.0
07/30/2007,16.41,0.0
07/31/2007,16.37,0.0
07/31/2007,16.32,0.0
08/01/2007,16.5,0.0
08/01/2007,15.12,0.0
08/02/2007,15.28,0.0
08/02/2007,15.62,0.0
08/03/2007,15.55,0.0
08/03/2007,15.5,0.0
08/06/2007,15.37,0.0
08/06/2007,14.9,0.0
08/07/2007,14.94,0.0
08/07/2007,15.94,0.0
08/08/2007,15.67,0.0
08/08/2007,15.23,0.0
08/09/2007,15.13,0.0
08/09/2007,15.06,0.0
08/10/2007,15.2,0.0
08/10/2007,15.35,0.0
08/13/2007,15.27,0.0
08/13/2007,15.12,0.0
08/14/2007,14.86,0.0
08/14/2007,14.68,0.0
08/15/2007,15.03,0.0
08/15/2007,14.96,0.0
08/16/2007,14.96,0.0
08/16/2007,12.96,0.0
08/17/2007,12.81,0.0
08/17/2007,12.96,0.0
08/20/2007,12.96,0.0
08/20/2007,13.13,0.0
08/21/2007,13.35,0.0
08/21/2007,13.97,0.0
08/22/2007,14.25,0.0
08/22/2007,15.12,0.0
08/23/2007,15.4,0.0
08/23/2007,15.27,0.0
08/24/2007,15.37,0.0
08/24/2007,15.42,0.0
08/27/2007,15.37,0.0
08/27/2007,14.9,0.0
08/28/2007,15.12,0.0
08/28/2007,14.73,0.0
08/29/2007,15.23,0.0
08/29/2007,14.69,0.0
08/30/2007,14.88,0.0
08/30/2007,14.68,0.0
08/31/2007,15.05,0.0
08/31/2007,15.03,0.0
09/04/2007,15.17,0.0
09/04/2007,14.73,0.0
09/05/2007,14.69,0.0
09/05/2007,13.87,0.0
09/06/2007,13.85,0.0
09/06/2007,14.04,0.0
09/07/2007,14.11,0.0
09/07/2007,13.85,0.0
09/10/2007,14.01,0.0
09/10/2007,14.05,0.0
09/11/2007,13.93,0.0
09/11/2007,14.23,0.0
09/12/2007,14.25,0.0
09/12/2007,12.58,0.0
09/13/2007,12.96,0.0
09/13/2007,13.13,0.0
09/14/2007,13.21,0.0
09/14/2007,12.66,0.0
09/17/2007,12.65,0.0
09/17/2007,12.71,0.0
09/18/2007,12.82,0.0
09/18/2007,12.87,0.0
09/19/2007,13.13,0.0
09/19/2007,12.98,0.0
09/20/2007,12.96,0.0
09/20/2007,11.89,0.0
09/21/2007,12.52,0.0
09/21/2007,12.11,0.0
09/24/2007,12.25,0.0
09/24/2007,11.01,0.0
09/25/2007,11.08,0.0
09/25/2007,8.84,0.0
09/26/2007,9.07,0.0
09/26/2007,9.25,0.0
09/27/2007,9.5,0.0
09/27/2007,9.44,0.0
09/28/2007,9.59,0.0
09/28/2007,9.8,0.0
10/01/2007,9.73,0.0
10/01/2007,9.42,0.0
10/02/2007,9.35,0.0
10/02/2007,8.64,0.0
10/03/2007,9.5,0.0
10/03/2007,8.74,0.0
10/04/2007,8.74,0.0
10/04/2007,9.07,0.0
10/05/2007,9.23,0.0
10/05/2007,8.64,0.0
10/08/2007,8.59,0.0
10/08/2007,8.73,0.0
10/09/2007,8.66,0.0
10/09/2007,8.74,0.0
10/10/2007,8.85,0.0
10/10/2007,8.58,0.0
10/11/2007,8.59,0.0
10/11/2007,8.39,0.0
10/12/2007,8.46,0.0
10/12/2007,8.21,0.0
10/15/2007,8.03,0.0
10/15/2007,7.64,0.0
10/16/2007,7.66,0.0
10/16/2007,7.74,0.0
10/17/2007,7.77,0.0
10/17/2007,8.19,0.0
10/18/2007,8.12,0.0
10/18/2007,8.11,0.0
10/19/2007,8.18,0.0
10/19/2007,7.94,0.0
10/22/2007,7.94,0.0
10/22/2007,7.94,0.0
10/23/2007,7.77,0.0
10/23/2007,7.56,0.0
10/24/2007,7.58,0.0
10/24/2007,7.53,0.0
10/25/2007,7.48,0.0
10/25/2007,7.45,0.0
10/26/2007,7.56,0.0
10/26/2007,7.58,0.0
10/29/2007,7.52,0.0
10/29/2007,7.62,0.0
10/30/2007,7.67,0.0
10/30/2007,7.77,0.0
10/31/2007,8.16,0.0
10/31/2007,7.77,0.0
11/01/2007,7.83,0.0
11/01/2007,7.61,0.0
11/02/2007,7.53,0.0
11/02/2007,7.52,0.0
11/05/2007,7.51,0.0
11/05/2007,7.46,0.0
11/06/2007,7.65,0.0
11/06/2007,7.77,0.0
11/07/2007,7.77,0.0
11/07/2007,7.88,0.0
11/08/2007,7.9,0.0
11/08/2007,8.01,0.0
11/09/2007,8.21,0.0
11/09/2007,8.51,0.0
11/12/2007,8.4,0.0
11/12/2007,8.03,0.0
11/13/2007,8.03,0.0
11/13/2007,8.09,0.0
11/14/2007,8.14,0.0
11/14/2007,8.0,0.0
11/15/2007,7.87,0.0
11/15/2007,8.13,0.0
11/16/2007,8.29,0.0
11/16/2007,8.42,0.0
11/19/2007,8.53,0.0
11/19/2007,8.27,0.0
11/20/2007,8.28,0.0
11/20/2007,8.32,0.0
11/21/2007,8.46,0.0
11/21/2007,8.25,0.0
11/23/2007,8.22,0.0
11/23/2007,8.23,0.0
11/26/2007,8.29,0.0
11/26/2007,8.41,0.0
11/27/2007,8.46,0.0
11/27/2007,8.24,0.0
11/28/2007,8.21,0.0
11/28/2007,8.45,0.0
11/29/2007,8.45,0.0
11/29/2007,8.68,0.0
11/30/2007,8.64,0.0
11/30/2007,8.64,0.0
12/03/2007,8.64,0.0
12/03/2007,8.27,0.0
12/04/2007,8.27,0.0
12/04/2007,8.52,0.0
12/05/2007,8.59,0.0
12/05/2007,8.39,0.0
12/06/2007,8.55,0.0
12/06/2007,8.6,0.0
12/07/2007,8.69,0.0
12/07/2007,8.81,0.0
12/10/2007,8.99,0.0
12/10/2007,8.72,0.0
12/11/2007,8.86,0.0
12/11/2007,8.6,0.0
12/12/2007,8.39,0.0
12/12/2007,8.41,0.0
12/13/2007,8.23,0.0
12/13/2007,8.77,0.0
12/14/2007,8.64,0.0
12/14/2007,8.97,0.0
12/17/2007,8.72,0.0
12/17/2007,8.91,0.0
12/18/2007,8.8,0.0
12/18/2007,8.78,0.0
12/19/2007,8.87,0.0
12/19/2007,9.1,0.0
12/20/2007,9.21,0.0
12/20/2007,10.14,0.0
12/21/2007,10.39,0.0
12/21/2007,11.76,0.0
12/24/2007,12.07,0.0
12/24/2007,13.09,0.0
12/26/2007,12.77,0.0
12/26/2007,12.03,0.0
12/27/2007,11.76,0.0
12/27/2007,11.91,0.0
12/28/2007,11.81,0.0
12/28/2007,11.63,0.0
12/31/2007,11.96,0.0
12/31/2007,11.48,0.0
01/02/2008,10.8,0.0
01/02/2008,11.78,0.0
01/03/2008,11.83,0.0
01/03/2008,12.06,0.0
01/04/2008,12.09,0.0
01/04/2008,11.75,0.0
01/07/2008,11.64,0.0
01/07/2008,11.9,0.0
01/08/2008,11.66,0.0
01/08/2008,11.32,0.0
01/09/2008,11.32,0.0
01/09/2008,11.03,0.0
01/10/2008,11.02,0.0
01/10/2008,11.22,0.0
01/11/2008,11.22,0.0
01/11/2008,11.19,0.0
01/14/2008,11.03,0.0
01/14/2008,10.44,0.0
01/15/2008,10.58,0.0
01/15/2008,9.99,0.0
01/16/2008,10.36,0.0
01/16/2008,9.51,0.0
01/17/2008,9.28,0.0
01/17/2008,9.1,0.0
01/18/2008,9.1,0.0
