GPRE,"Green Plains, Inc.",
Date,Price,Annualized Dividend
06/15/2018,19.65,0.48
06/18/2018,19.6,0.48
06/18/2018,20.13,0.48
06/19/2018,19.99,0.48
06/19/2018,20.08,0.48
06/20/2018,20.13,0.48
06/20/2018,20.18,0.48
06/21/2018,20.23,0.48
06/21/2018,19.65,0.48
06/22/2018,19.99,0.48
06/22/2018,19.89,0.48
06/25/2018,19.74,0.48
06/25/2018,19.55,0.48
06/26/2018,19.5,0.48
06/26/2018,19.45,0.48
06/27/2018,19.45,0.48
06/27/2018,18.73,0.48
06/28/2018,18.24,0.48
06/28/2018,17.46,0.48
06/29/2018,17.42,0.48
06/29/2018,17.76,0.48
07/02/2018,17.8,0.48
07/02/2018,16.54,0.48
07/03/2018,16.64,0.48
07/03/2018,16.59,0.48
07/05/2018,16.64,0.48
07/05/2018,16.54,0.48
07/06/2018,16.49,0.48
07/06/2018,16.4,0.48
07/09/2018,16.49,0.48
07/09/2018,16.4,0.48
07/10/2018,16.64,0.48
07/10/2018,16.74,0.48
07/11/2018,16.74,0.48
07/11/2018,16.4,0.48
07/12/2018,16.49,0.48
07/12/2018,16.15,0.48
07/13/2018,16.15,0.48
07/13/2018,15.67,0.48
07/16/2018,15.57,0.48
07/16/2018,15.52,0.48
07/17/2018,15.43,0.48
07/17/2018,15.33,0.48
07/18/2018,15.38,0.48
07/18/2018,15.62,0.48
07/19/2018,15.67,0.48
07/19/2018,15.72,0.48
07/20/2018,15.62,0.48
07/20/2018,15.43,0.48
07/23/2018,15.48,0.48
07/23/2018,14.94,0.48
07/24/2018,15.09,0.48
07/24/2018,15.28,0.48
07/25/2018,15.23,0.48
07/25/2018,15.23,0.48
07/26/2018,15.23,0.48
07/26/2018,15.52,0.48
07/27/2018,15.72,0.48
07/27/2018,15.81,0.48
07/30/2018,15.86,0.48
07/30/2018,15.67,0.48
07/31/2018,15.72,0.48
07/31/2018,16.11,0.48
08/01/2018,16.79,0.48
08/01/2018,16.57,0.48
08/02/2018,16.64,0.48
08/02/2018,16.88,0.48
08/03/2018,16.88,0.48
08/03/2018,16.79,0.48
08/06/2018,16.74,0.48
08/06/2018,16.79,0.48
08/07/2018,16.93,0.48
08/07/2018,17.27,0.48
08/08/2018,16.93,0.48
08/08/2018,17.37,0.48
08/09/2018,17.46,0.48
08/09/2018,16.83,0.48
08/10/2018,16.74,0.48
08/10/2018,17.27,0.48
08/13/2018,17.32,0.48
08/13/2018,16.93,0.48
08/14/2018,17.03,0.48
08/14/2018,16.98,0.48
08/15/2018,16.93,0.48
08/15/2018,16.45,0.48
08/16/2018,16.45,0.48
08/16/2018,16.4,0.48
08/17/2018,16.4,0.48
08/17/2018,16.86,0.48
08/20/2018,16.83,0.48
08/20/2018,17.42,0.48
08/21/2018,17.46,0.48
08/21/2018,17.61,0.48
08/22/2018,17.71,0.48
08/22/2018,17.66,0.48
08/23/2018,17.61,0.48
08/23/2018,17.42,0.48
08/24/2018,17.53,0.48
08/24/2018,17.58,0.48
08/27/2018,17.58,0.48
08/27/2018,17.58,0.48
08/28/2018,17.58,0.48
08/28/2018,17.58,0.48
08/29/2018,17.53,0.48
08/29/2018,16.9,0.48
08/30/2018,16.85,0.48
08/30/2018,17.14,0.48
08/31/2018,17.04,0.48
08/31/2018,17.34,0.48
09/04/2018,17.39,0.48
09/04/2018,17.48,0.48
09/05/2018,17.39,0.48
09/05/2018,17.29,0.48
09/06/2018,17.34,0.48
09/06/2018,16.8,0.48
09/07/2018,16.7,0.48
09/07/2018,16.61,0.48
09/10/2018,16.65,0.48
09/10/2018,16.7,0.48
09/11/2018,16.61,0.48
09/11/2018,16.51,0.48
09/12/2018,16.51,0.48
09/12/2018,16.85,0.48
09/13/2018,16.9,0.48
09/13/2018,17.19,0.48
09/14/2018,17.14,0.48
09/14/2018,17.24,0.48
09/17/2018,17.29,0.48
09/17/2018,17.04,0.48
09/18/2018,17.0,0.48
09/18/2018,16.8,0.48
09/19/2018,16.85,0.48
09/19/2018,16.51,0.48
09/20/2018,16.61,0.48
09/20/2018,16.95,0.48
09/21/2018,17.04,0.48
09/21/2018,17.0,0.48
09/24/2018,17.0,0.48
09/24/2018,17.34,0.48
09/25/2018,17.44,0.48
09/25/2018,16.85,0.48
09/26/2018,16.8,0.48
09/26/2018,16.95,0.48
09/27/2018,17.0,0.48
09/27/2018,17.09,0.48
09/28/2018,17.09,0.48
09/28/2018,16.8,0.48
10/01/2018,16.78,0.48
10/01/2018,16.85,0.48
10/02/2018,16.8,0.48
10/02/2018,17.02,0.48
10/03/2018,17.17,0.48
10/03/2018,17.67,0.48
10/04/2018,17.55,0.48
10/04/2018,17.1,0.48
10/05/2018,17.15,0.48
10/05/2018,17.2,0.48
10/08/2018,17.22,0.48
10/08/2018,18.04,0.48
10/09/2018,18.09,0.48
10/09/2018,17.16,0.48
10/10/2018,17.19,0.48
10/10/2018,15.73,0.48
10/11/2018,17.03,0.48
10/11/2018,18.47,0.48
10/12/2018,18.53,0.48
10/12/2018,18.61,0.48
10/15/2018,18.66,0.48
10/15/2018,18.08,0.48
10/16/2018,18.07,0.48
10/16/2018,18.1,0.48
10/17/2018,18.03,0.48
10/17/2018,18.36,0.48
10/18/2018,18.02,0.48
10/18/2018,17.92,0.48
10/19/2018,17.91,0.48
10/19/2018,17.39,0.48
10/22/2018,17.04,0.48
10/22/2018,16.84,0.48
10/23/2018,16.61,0.48
10/23/2018,16.96,0.48
10/24/2018,17.06,0.48
10/24/2018,16.25,0.48
10/25/2018,16.41,0.48
10/25/2018,17.11,0.48
10/26/2018,16.9,0.48
10/26/2018,16.55,0.48
10/29/2018,16.61,0.48
10/29/2018,16.29,0.48
10/30/2018,16.26,0.48
10/30/2018,16.62,0.48
10/31/2018,16.87,0.48
10/31/2018,16.64,0.48
11/01/2018,16.7,0.48
11/01/2018,17.4,0.48
11/02/2018,17.47,0.48
11/02/2018,17.58,0.48
11/05/2018,17.75,0.48
11/05/2018,17.51,0.48
11/06/2018,17.45,0.48
11/06/2018,17.31,0.48
11/07/2018,17.48,0.48
11/07/2018,16.94,0.48
11/08/2018,16.45,0.48
11/08/2018,17.25,0.48
11/09/2018,17.04,0.48
11/09/2018,17.75,0.48
11/12/2018,17.76,0.48
11/12/2018,16.61,0.48
11/13/2018,16.65,0.48
11/13/2018,16.54,0.48
11/14/2018,16.77,0.48
11/14/2018,16.76,0.48
11/15/2018,16.72,0.48
11/15/2018,16.62,0.48
11/16/2018,16.66,0.48
11/16/2018,16.79,0.48
11/19/2018,16.67,0.48
11/19/2018,15.96,0.48
11/20/2018,15.68,0.48
11/20/2018,16.06,0.48
11/21/2018,16.1,0.48
11/21/2018,16.49,0.48
11/23/2018,16.09,0.48
11/23/2018,15.19,0.48
11/26/2018,15.31,0.48
11/26/2018,15.52,0.48
11/27/2018,15.42,0.48
11/27/2018,15.58,0.48
11/28/2018,15.8,0.48
11/28/2018,15.29,0.48
11/29/2018,15.34,0.48
11/29/2018,15.07,0.48
11/30/2018,15.16,0.48
11/30/2018,16.0,0.48
12/03/2018,16.31,0.48
12/03/2018,16.71,0.48
12/04/2018,16.54,0.48
12/04/2018,15.92,0.48
12/06/2018,15.57,0.48
12/06/2018,15.72,0.48
12/07/2018,15.84,0.48
12/07/2018,15.43,0.48
12/10/2018,15.37,0.48
12/10/2018,15.49,0.48
12/11/2018,15.82,0.48
12/11/2018,15.39,0.48
12/12/2018,15.6,0.48
12/12/2018,15.56,0.48
12/13/2018,15.58,0.48
12/13/2018,14.6,0.48
12/14/2018,14.44,0.48
12/14/2018,14.16,0.48
12/17/2018,14.06,0.48
12/17/2018,14.06,0.48
12/18/2018,14.06,0.48
12/18/2018,12.85,0.48
12/19/2018,12.91,0.48
12/19/2018,12.86,0.48
12/20/2018,12.76,0.48
12/20/2018,12.68,0.48
12/21/2018,12.36,0.48
12/21/2018,12.29,0.48
12/24/2018,12.11,0.48
12/24/2018,11.91,0.48
12/26/2018,11.98,0.48
12/26/2018,12.65,0.48
12/27/2018,12.41,0.48
12/27/2018,12.67,0.48
12/28/2018,12.68,0.48
12/28/2018,12.69,0.48
12/31/2018,12.74,0.48
12/31/2018,12.91,0.48
01/02/2019,12.7,0.48
01/02/2019,13.08,0.48
01/03/2019,13.04,0.48
01/03/2019,13.11,0.48
01/04/2019,13.34,0.48
01/04/2019,13.54,0.48
01/07/2019,13.78,0.48
01/07/2019,13.58,0.48
01/08/2019,13.74,0.48
01/08/2019,13.48,0.48
01/09/2019,13.61,0.48
01/09/2019,13.2,0.48
01/10/2019,13.09,0.48
01/10/2019,13.25,0.48
01/11/2019,13.16,0.48
01/11/2019,13.27,0.48
01/14/2019,13.16,0.48
01/14/2019,13.24,0.48
01/15/2019,13.24,0.48
01/15/2019,13.35,0.48
01/16/2019,13.4,0.48
01/16/2019,13.37,0.48
01/17/2019,13.27,0.48
01/17/2019,13.44,0.48
01/18/2019,13.54,0.48
01/18/2019,13.83,0.48
01/22/2019,13.7,0.48
01/22/2019,13.71,0.48
01/23/2019,13.74,0.48
01/23/2019,13.51,0.48
01/24/2019,13.46,0.48
01/24/2019,13.63,0.48
01/25/2019,13.74,0.48
01/25/2019,13.89,0.48
01/28/2019,13.71,0.48
01/28/2019,13.65,0.48
01/29/2019,13.68,0.48
01/29/2019,13.75,0.48
01/30/2019,13.84,0.48
01/30/2019,14.02,0.48
01/31/2019,14.04,0.48
01/31/2019,13.99,0.48
02/01/2019,14.04,0.48
02/01/2019,14.36,0.48
02/04/2019,14.22,0.48
02/04/2019,14.24,0.48
02/05/2019,14.17,0.48
02/05/2019,13.9,0.48
02/06/2019,13.87,0.48
02/06/2019,13.83,0.48
02/07/2019,13.81,0.48
02/07/2019,13.52,0.48
02/08/2019,13.52,0.48
02/08/2019,13.17,0.48
02/11/2019,12.86,0.48
02/11/2019,13.37,0.48
02/12/2019,13.38,0.48
02/12/2019,14.21,0.48
02/13/2019,14.27,0.48
02/13/2019,14.78,0.48
02/14/2019,14.7,0.48
02/14/2019,14.94,0.48
02/15/2019,15.02,0.48
02/15/2019,15.11,0.48
02/19/2019,15.06,0.48
02/19/2019,15.1,0.48
02/20/2019,15.06,0.48
02/20/2019,15.19,0.48
02/21/2019,15.3,0.48
02/21/2019,15.41,0.48
02/22/2019,15.52,0.48
02/22/2019,15.72,0.48
02/25/2019,15.84,0.48
02/25/2019,15.93,0.48
02/26/2019,15.92,0.48
02/26/2019,15.58,0.48
02/27/2019,15.6,0.48
02/27/2019,15.57,0.48
02/28/2019,15.6,0.48
02/28/2019,15.48,0.48
03/01/2019,15.54,0.48
03/01/2019,15.52,0.48
03/04/2019,15.55,0.48
03/04/2019,15.58,0.48
03/05/2019,15.63,0.48
03/05/2019,15.95,0.48
03/06/2019,15.92,0.48
03/06/2019,15.76,0.48
03/07/2019,15.74,0.48
03/07/2019,15.39,0.48
03/08/2019,15.22,0.48
03/08/2019,15.11,0.48
03/11/2019,15.21,0.48
03/11/2019,15.57,0.48
03/12/2019,15.59,0.48
03/12/2019,15.67,0.48
03/13/2019,15.79,0.48
03/13/2019,16.05,0.48
03/14/2019,16.07,0.48
03/14/2019,16.12,0.48
03/15/2019,16.09,0.48
03/15/2019,16.31,0.48
03/18/2019,16.32,0.48
03/18/2019,16.4,0.48
03/19/2019,16.44,0.48
03/19/2019,16.84,0.48
03/20/2019,16.82,0.48
03/20/2019,16.9,0.48
03/21/2019,16.84,0.48
03/21/2019,17.25,0.48
03/22/2019,17.05,0.48
03/22/2019,16.95,0.48
03/25/2019,16.9,0.48
03/25/2019,16.81,0.48
03/26/2019,16.96,0.48
03/26/2019,16.7,0.48
03/27/2019,16.71,0.48
03/27/2019,16.63,0.48
03/28/2019,16.56,0.48
03/28/2019,16.52,0.48
03/29/2019,16.68,0.48
03/29/2019,16.55,0.48
04/01/2019,16.71,0.48
04/01/2019,16.76,0.48
04/02/2019,16.76,0.48
04/02/2019,16.81,0.48
04/03/2019,16.92,0.48
04/03/2019,16.46,0.48
04/04/2019,16.44,0.48
04/04/2019,16.97,0.48
04/05/2019,17.0,0.48
04/05/2019,17.33,0.48
04/08/2019,17.32,0.48
04/08/2019,17.37,0.48
04/09/2019,17.31,0.48
04/09/2019,17.09,0.48
04/10/2019,17.17,0.48
04/10/2019,17.34,0.48
04/11/2019,17.3,0.48
04/11/2019,17.24,0.48
04/12/2019,17.5,0.48
04/12/2019,17.29,0.48
04/15/2019,17.26,0.48
04/15/2019,16.76,0.48
04/16/2019,16.83,0.48
04/16/2019,17.28,0.48
04/17/2019,17.39,0.48
04/17/2019,17.29,0.48
04/18/2019,17.28,0.48
04/18/2019,16.76,0.48
04/22/2019,16.88,0.48
04/22/2019,17.1,0.48
04/23/2019,17.15,0.48
04/23/2019,17.07,0.48
04/24/2019,16.99,0.48
04/24/2019,16.96,0.48
04/25/2019,16.97,0.48
04/25/2019,16.62,0.48
04/26/2019,16.58,0.48
04/26/2019,16.97,0.48
04/29/2019,16.99,0.48
04/29/2019,17.35,0.48
04/30/2019,17.38,0.48
04/30/2019,17.23,0.48
05/01/2019,17.24,0.48
05/01/2019,17.02,0.48
05/02/2019,16.92,0.48
05/02/2019,16.57,0.48
05/03/2019,16.69,0.48
05/03/2019,16.9,0.48
05/06/2019,16.84,0.48
05/06/2019,16.54,0.48
05/07/2019,16.52,0.48
05/07/2019,15.9,0.48
05/08/2019,15.89,0.48
05/08/2019,15.24,0.48
05/09/2019,14.68,0.48
05/09/2019,15.53,0.48
05/10/2019,15.55,0.48
05/10/2019,16.04,0.48
05/13/2019,15.89,0.48
05/13/2019,15.43,0.48
05/14/2019,15.55,0.48
05/14/2019,15.82,0.48
05/15/2019,15.65,0.48
05/15/2019,15.73,0.48
05/16/2019,15.73,0.48
05/16/2019,15.66,0.48
05/17/2019,15.54,0.48
05/17/2019,15.57,0.48
05/20/2019,15.49,0.48
05/20/2019,15.35,0.48
05/21/2019,15.4,0.48
05/21/2019,15.47,0.48
05/22/2019,15.37,0.48
05/22/2019,15.03,0.48
05/23/2019,14.79,0.48
05/23/2019,14.36,0.48
05/24/2019,14.48,0.48
05/24/2019,14.3,0.48
05/28/2019,14.32,0.48
05/28/2019,13.89,0.48
05/29/2019,13.77,0.48
05/29/2019,13.76,0.48
05/30/2019,13.77,0.48
05/30/2019,13.18,0.48
05/31/2019,12.96,0.48
05/31/2019,13.05,0.48
06/03/2019,13.11,0.48
06/03/2019,12.98,0.48
06/04/2019,13.09,0.48
06/04/2019,13.32,0.48
06/05/2019,13.32,0.48
06/05/2019,13.02,0.48
06/06/2019,13.05,0.48
06/06/2019,12.9,0.48
06/07/2019,12.89,0.48
06/07/2019,12.46,0.48
06/10/2019,12.5,0.48
06/10/2019,12.16,0.48
06/11/2019,12.26,0.48
06/11/2019,12.09,0.48
06/12/2019,12.01,0.48
06/12/2019,11.36,0.48
06/13/2019,11.52,0.48
06/13/2019,12.17,0.48
06/14/2019,12.12,0.48
06/14/2019,12.02,0.48
06/17/2019,11.98,0.48
06/17/2019,12.2,0.48
06/18/2019,12.33,0.48
06/18/2019,12.47,0.48
06/19/2019,11.44,0.48
06/19/2019,11.38,0.48
06/20/2019,11.59,0.48
06/20/2019,11.73,0.48
06/21/2019,11.73,0.48
06/21/2019,11.18,0.48
06/24/2019,11.11,0.48
06/24/2019,11.22,0.48
06/25/2019,11.02,0.48
06/25/2019,10.62,0.48
06/26/2019,10.75,0.48
06/26/2019,10.64,0.48
06/27/2019,10.68,0.48
06/27/2019,10.3,0.48
06/28/2019,10.3,0.48
06/28/2019,10.78,0.48
07/01/2019,10.92,0.48
07/01/2019,10.61,0.48
07/02/2019,10.56,0.48
07/02/2019,10.43,0.48
07/03/2019,10.5,0.48
07/03/2019,10.3,0.48
07/05/2019,10.31,0.48
07/05/2019,10.51,0.48
07/08/2019,10.44,0.48
07/08/2019,10.6,0.48
07/09/2019,10.56,0.48
07/09/2019,10.84,0.48
07/10/2019,10.93,0.48
07/10/2019,10.83,0.48
07/11/2019,10.79,0.48
07/11/2019,10.72,0.48
07/12/2019,10.75,0.48
07/12/2019,10.73,0.48
07/15/2019,10.73,0.48
07/15/2019,10.46,0.48
07/16/2019,10.42,0.48
07/16/2019,10.41,0.48
07/17/2019,10.38,0.48
07/17/2019,10.2,0.48
07/18/2019,10.15,0.48
07/18/2019,10.21,0.48
07/19/2019,10.17,0.48
07/19/2019,10.46,0.48
07/22/2019,10.51,0.48
07/22/2019,10.34,0.48
07/23/2019,10.37,0.48
07/23/2019,10.47,0.48
07/24/2019,10.44,0.48
07/24/2019,10.62,0.48
07/25/2019,10.7,0.48
07/25/2019,10.2,0.48
07/26/2019,10.2,0.48
07/26/2019,10.45,0.48
07/29/2019,10.42,0.48
07/29/2019,9.88,0.48
07/30/2019,9.83,0.48
07/30/2019,10.31,0.48
07/31/2019,10.28,0.48
07/31/2019,10.09,0.48
08/01/2019,10.05,0.48
08/01/2019,9.54,0.48
08/02/2019,9.58,0.48
08/02/2019,9.18,0.48
08/05/2019,8.98,0.48
08/05/2019,8.67,0.48
08/06/2019,7.68,0.48
08/06/2019,8.88,0.48
08/07/2019,8.61,0.48
08/07/2019,8.68,0.48
08/08/2019,8.8,0.48
08/08/2019,8.78,0.48
08/09/2019,8.82,0.48
08/09/2019,8.41,0.48
08/12/2019,8.37,0.48
08/12/2019,8.05,0.48
08/13/2019,7.98,0.48
08/13/2019,8.43,0.48
08/14/2019,8.23,0.48
08/14/2019,7.6,0.48
08/15/2019,7.59,0.48
08/15/2019,7.15,0.48
08/16/2019,7.2,0.48
08/16/2019,7.5,0.48
08/19/2019,7.66,0.48
08/19/2019,7.69,0.48
08/20/2019,7.6,0.48
08/20/2019,7.55,0.48
08/21/2019,7.65,0.48
08/21/2019,7.87,0.48
08/22/2019,7.91,0.48
08/22/2019,8.01,0.48
08/23/2019,7.9,0.48
08/23/2019,7.34,0.48
08/26/2019,7.43,0.48
08/26/2019,7.45,0.48
08/27/2019,7.57,0.48
08/27/2019,7.25,0.48
08/28/2019,7.27,0.48
08/28/2019,7.61,0.48
08/29/2019,7.64,0.48
08/29/2019,7.91,0.48
08/30/2019,8.0,0.36
08/30/2019,8.21,0.36
09/03/2019,8.06,0.36
09/03/2019,8.17,0.36
09/04/2019,8.28,0.36
09/04/2019,8.54,0.36
09/05/2019,8.62,0.36
09/05/2019,9.05,0.36
09/06/2019,9.02,0.36
09/06/2019,9.27,0.36
09/09/2019,9.41,0.36
09/09/2019,10.07,0.36
09/10/2019,10.13,0.36
09/10/2019,10.59,0.36
09/11/2019,10.77,0.36
09/11/2019,10.9,0.36
09/12/2019,10.8,0.36
09/12/2019,10.89,0.36
09/13/2019,10.98,0.36
09/13/2019,10.79,0.36
09/16/2019,10.94,0.36
09/16/2019,11.1,0.36
09/17/2019,11.08,0.36
09/17/2019,11.08,0.36
09/18/2019,10.95,0.36
09/18/2019,10.95,0.36
09/19/2019,11.06,0.36
09/19/2019,10.46,0.36
09/20/2019,10.46,0.36
09/20/2019,10.1,0.36
09/23/2019,9.99,0.36
09/23/2019,10.31,0.36
09/24/2019,10.35,0.36
09/24/2019,10.1,0.36
09/25/2019,10.03,0.36
09/25/2019,10.6,0.36
09/26/2019,10.6,0.36
09/26/2019,10.33,0.36
09/27/2019,10.25,0.36
09/27/2019,10.63,0.36
09/30/2019,10.62,0.36
09/30/2019,10.6,0.36
10/01/2019,10.64,0.36
10/01/2019,10.74,0.36
10/02/2019,10.62,0.36
10/02/2019,10.47,0.36
10/03/2019,10.42,0.36
10/03/2019,10.91,0.36
10/04/2019,10.96,0.36
10/04/2019,10.96,0.36
10/07/2019,11.06,0.36
10/07/2019,10.91,0.36
10/08/2019,10.48,0.36
10/08/2019,10.35,0.36
10/09/2019,10.55,0.36
10/09/2019,10.13,0.36
10/10/2019,10.21,0.36
10/10/2019,10.48,0.36
10/11/2019,10.69,0.36
10/11/2019,11.1,0.36
10/14/2019,10.97,0.36
10/14/2019,10.84,0.36
10/15/2019,10.84,0.36
10/15/2019,11.01,0.36
10/16/2019,11.01,0.36
10/16/2019,10.64,0.36
10/17/2019,10.74,0.36
10/17/2019,10.91,0.36
10/18/2019,10.88,0.36
10/18/2019,10.47,0.36
10/21/2019,10.55,0.36
10/21/2019,11.14,0.36
10/22/2019,11.25,0.36
10/22/2019,11.46,0.36
10/23/2019,11.42,0.36
10/23/2019,11.68,0.36
10/24/2019,11.73,0.36
10/24/2019,11.56,0.36
10/25/2019,11.53,0.36
10/25/2019,12.14,0.36
10/28/2019,12.24,0.36
10/28/2019,12.12,0.36
10/29/2019,12.01,0.36
10/29/2019,12.45,0.36
10/30/2019,12.43,0.36
10/30/2019,12.34,0.36
10/31/2019,12.3,0.36
10/31/2019,12.33,0.36
11/01/2019,12.45,0.36
11/01/2019,12.7,0.36
11/04/2019,12.92,0.36
11/04/2019,13.05,0.36
11/05/2019,13.13,0.36
11/05/2019,13.13,0.36
11/06/2019,13.57,0.36
11/06/2019,14.65,0.36
11/07/2019,15.04,0.36
11/07/2019,15.25,0.36
11/08/2019,15.17,0.36
11/08/2019,15.33,0.36
11/11/2019,15.15,0.36
11/11/2019,15.24,0.36
11/12/2019,15.27,0.36
11/12/2019,15.02,0.36
11/13/2019,14.82,0.36
11/13/2019,14.73,0.36
11/14/2019,14.73,0.36
11/14/2019,14.73,0.36
11/15/2019,14.9,0.36
11/15/2019,14.99,0.36
11/18/2019,14.98,0.36
11/18/2019,15.15,0.36
11/19/2019,15.14,0.36
11/19/2019,14.91,0.36
11/20/2019,14.86,0.36
11/20/2019,14.88,0.36
11/21/2019,15.09,0.36
11/21/2019,15.38,0.36
11/22/2019,15.48,0.36
11/22/2019,15.45,0.36
11/25/2019,15.4,0.36
11/25/2019,15.22,0.36
11/26/2019,15.29,0.36
11/26/2019,15.2,0.36
11/27/2019,15.23,0.36
11/27/2019,15.51,0.36
11/29/2019,15.33,0.36
11/29/2019,15.25,0.36
12/02/2019,15.39,0.24
12/02/2019,15.09,0.24
12/03/2019,14.8,0.24
12/03/2019,14.77,0.24
12/04/2019,14.96,0.24
12/04/2019,14.78,0.24
12/05/2019,14.84,0.24
12/05/2019,14.05,0.24
12/06/2019,14.2,0.24
12/06/2019,14.75,0.24
12/09/2019,14.71,0.24
12/09/2019,14.22,0.24
12/10/2019,14.22,0.24
12/10/2019,13.96,0.24
12/11/2019,14.05,0.24
12/11/2019,13.89,0.24
12/12/2019,13.93,0.24
12/12/2019,15.12,0.24
12/13/2019,15.05,0.24
12/13/2019,15.17,0.24
12/16/2019,15.42,0.24
12/16/2019,15.49,0.24
12/17/2019,15.62,0.24
12/17/2019,16.2,0.24
12/18/2019,16.18,0.24
12/18/2019,16.08,0.24
12/19/2019,16.17,0.24
12/19/2019,15.92,0.24
12/20/2019,15.95,0.24
12/20/2019,15.52,0.24
12/23/2019,15.5,0.24
12/23/2019,15.44,0.24
12/24/2019,15.47,0.24
12/24/2019,15.63,0.24
12/26/2019,15.81,0.24
12/26/2019,15.57,0.24
12/27/2019,15.5,0.24
12/27/2019,15.28,0.24
12/30/2019,15.38,0.24
12/30/2019,15.32,0.24
12/31/2019,15.14,0.24
12/31/2019,15.43,0.24
01/02/2020,15.77,0.24
01/02/2020,15.25,0.24
01/03/2020,15.14,0.24
01/03/2020,15.25,0.24
