PM,Philip Morris International Inc,
Date,Price,Annualized Dividend
11/18/2008,21.505329132080078,1.0
11/19/2008,21.371442849747186,1.0
11/19/2008,20.439823150634766,1.0
11/20/2008,20.205525410117303,1.0
11/20/2008,20.434246063232422,1.0
11/21/2008,20.90842687189861,1.0
11/21/2008,21.34355354309082,1.0
11/24/2008,21.750786669557165,1.0
11/24/2008,23.33509635925293,1.0
11/25/2008,23.586127252301736,1.0
11/25/2008,22.983644485473633,1.0
11/26/2008,22.554099602347772,1.0
11/26/2008,23.708860397338867,1.0
11/28/2008,23.614016809207186,1.0
11/28/2008,23.519180297851562,1.0
12/01/2008,22.821869909650097,1.0
12/01/2008,22.13570785522461,1.0
12/02/2008,22.50946525410281,1.0
12/02/2008,22.330951690673828,1.0
12/03/2008,21.756361220747113,1.0
12/03/2008,23.212364196777344,1.0
12/04/2008,22.983646783199642,1.0
12/04/2008,22.793975830078125,1.0
12/05/2008,22.470414247494112,1.0
12/05/2008,23.630754470825195,1.0
12/08/2008,24.127249596107973,1.0
12/08/2008,23.798114776611328,1.0
12/09/2008,23.318358120293304,1.0
12/09/2008,23.41319465637207,1.0
12/10/2008,23.402039550426434,1.0
12/10/2008,23.597288131713867,1.0
12/11/2008,23.379716221440013,1.0
12/11/2008,23.40203094482422,1.0
12/12/2008,22.732601104694254,1.0
12/12/2008,23.072893142700195,1.0
12/15/2008,22.899963066617744,1.0
12/15/2008,23.17331314086914,1.0
12/16/2008,22.95017417865513,1.0
12/16/2008,22.88323211669922,1.0
12/17/2008,22.593150294720086,1.0
12/17/2008,23.44666862487793,1.0
12/18/2008,23.558231139211433,1.0
12/18/2008,23.407609939575195,1.0
12/19/2008,23.664227981247524,1.0
12/19/2008,23.346250534057617,1.0
12/22/2008,23.37971025432733,1.0
12/22/2008,23.524751663208008,1.0
12/23/2008,23.3721850566983,1.54
12/23/2008,23.581268310546875,1.54
12/24/2008,23.722549920509806,1.54
12/24/2008,23.971189498901367,1.54
12/26/2008,24.061606044814777,1.54
12/26/2008,23.993793487548828,1.54
12/29/2008,24.016398071969267,1.54
12/29/2008,24.389358520507812,1.54
12/30/2008,24.519323504129364,1.54
12/30/2008,24.81317138671875,1.54
12/31/2008,24.824476840856363,1.54
12/31/2008,24.58713722229004,1.54
01/02/2009,24.564536406901826,1.54
01/02/2009,24.93184471130371,1.54
01/05/2009,24.7453665983256,1.54
01/05/2009,25.129629135131836,1.54
01/06/2009,25.129623157863392,1.54
01/06/2009,24.434560775756836,1.54
01/07/2009,24.338500756966948,1.54
01/07/2009,24.129417419433594,1.54
01/08/2009,24.055954890593377,1.54
01/08/2009,24.129417419433594,1.54
01/09/2009,24.2198343785306,1.54
01/09/2009,23.914684295654297,1.54
01/12/2009,23.90902483507351,1.54
01/12/2009,23.637781143188477,1.54
01/13/2009,23.67168807551325,1.54
01/13/2009,23.841215133666992,1.54
01/14/2009,23.417395964858613,1.54
01/14/2009,23.48520851135254,1.54
01/15/2009,23.355238083020822,1.54
01/15/2009,23.440000534057617,1.54
01/16/2009,23.69429389645097,1.54
01/16/2009,23.801660537719727,1.54
01/20/2009,23.722546348820586,1.54
01/20/2009,23.440000534057617,1.54
01/21/2009,23.750802169472724,1.54
01/21/2009,23.40044593811035,1.54
01/22/2009,23.225257323645412,1.54
01/22/2009,23.14614486694336,1.54
01/23/2009,22.90316099264082,1.54
01/23/2009,23.293075561523438,1.54
01/26/2009,23.349588477427783,1.54
01/26/2009,23.24222183227539,1.54
01/27/2009,23.32698868661549,1.54
01/27/2009,22.68843650817871,1.54
01/28/2009,23.061389787475427,1.54
01/28/2009,22.59801483154297,1.54
01/29/2009,22.43978621448623,1.54
01/29/2009,21.89729881286621,1.54
01/30/2009,22.021617099167567,1.54
01/30/2009,20.99315071105957,1.54
02/02/2009,20.72756283377519,1.54
02/02/2009,21.140079498291016,1.54
02/03/2009,21.46217710324341,1.54
02/03/2009,21.654308319091797,1.54
02/04/2009,21.761681297798628,1.54
02/04/2009,20.784072875976562,1.54
02/05/2009,20.405460880037225,1.54
02/05/2009,21.055315017700195,1.54
02/06/2009,21.027059705451283,1.54
02/06/2009,20.812326431274414,1.54
02/09/2009,20.76711799890878,1.54
02/09/2009,20.750165939331055,1.54
02/10/2009,20.71060623109825,1.54
02/10/2009,20.36590003967285,1.54
02/11/2009,20.518483110693182,1.54
02/11/2009,20.552387237548828,1.54
02/12/2009,20.348949703261063,1.54
02/12/2009,20.428064346313477,1.54
02/13/2009,20.39416051686825,1.54
02/13/2009,20.3376522064209,1.54
02/17/2009,19.959041287365228,1.54
02/17/2009,19.62563705444336,1.54
02/18/2009,19.75560404640019,1.54
02/18/2009,20.00424575805664,1.54
02/19/2009,20.24158017876546,1.54
02/19/2009,20.292438507080078,1.54
02/20/2009,19.94208505931109,1.54
02/20/2009,20.13421630859375,1.54
02/23/2009,20.38285769960073,1.54
02/23/2009,19.840370178222656,1.54
02/24/2009,19.970338302298888,1.54
02/24/2009,19.721698760986328,1.54
02/25/2009,19.65388574467769,1.54
02/25/2009,19.66518783569336,1.54
02/26/2009,19.823424322499328,1.54
02/26/2009,19.3317928314209,1.54
02/27/2009,19.020984724509262,1.54
02/27/2009,18.913618087768555,1.54
03/02/2009,18.52935046906439,1.54
03/02/2009,18.506746292114258,1.54
03/03/2009,18.427639476078383,1.54
03/03/2009,18.27506446838379,1.54
03/04/2009,18.568907064569125,1.54
03/04/2009,18.924915313720703,1.54
03/05/2009,18.529355473482042,1.54
03/05/2009,18.619770050048828,1.54
03/06/2009,18.75539004278712,1.54
03/06/2009,18.84015464782715,1.54
03/09/2009,18.64802245957619,1.54
03/09/2009,19.252670288085938,1.54
03/10/2009,19.546517302274566,1.54
03/10/2009,19.24136734008789,1.54
03/11/2009,19.399597581466267,1.54
03/11/2009,19.015335083007812,1.54
03/12/2009,19.071844439197644,1.54
03/12/2009,19.57477569580078,1.54
03/13/2009,19.693437664805842,1.54
03/13/2009,20.34894371032715,1.54
03/16/2009,20.467626192682634,1.54
03/16/2009,20.998811721801758,1.54
03/17/2009,20.82927982367066,1.54
03/17/2009,21.812538146972656,1.54
03/18/2009,21.597804025018615,1.54
03/18/2009,21.6317081451416,1.54
03/19/2009,21.620405350099595,1.54
03/19/2009,21.02705955505371,1.54
03/20/2009,21.134426794087666,1.54
03/20/2009,21.67691421508789,1.54
03/23/2009,22.152634156566425,2.08
03/23/2009,21.848857879638672,2.08
03/24/2009,21.619597602163346,2.08
03/24/2009,22.238609313964844,2.08
03/25/2009,22.410559646614754,2.08
03/25/2009,22.112518310546875,2.08
03/26/2009,22.244341108416606,2.08
03/26/2009,21.952028274536133,2.08
03/27/2009,21.98642232841246,2.08
03/27/2009,21.539358139038086,2.08
03/30/2009,21.487776585335588,2.08
03/30/2009,21.052173614501953,2.08
03/31/2009,20.977657223070537,2.08
03/31/2009,20.393035888671875,2.08
04/01/2009,20.186698997136443,2.08
04/01/2009,20.759859085083008,2.08
04/02/2009,20.885949823495036,2.08
04/02/2009,20.685344696044922,2.08
04/03/2009,20.65669229078314,2.08
04/03/2009,20.748397827148438,2.08
04/06/2009,20.799981516659024,2.08
04/06/2009,21.396068572998047,2.08
04/07/2009,21.120955546275198,2.08
04/07/2009,21.195466995239258,2.08
04/08/2009,21.31009488811319,2.08
04/08/2009,21.923376083374023,2.08
04/09/2009,22.330314959124006,2.08
04/09/2009,21.61386489868164,2.08
04/13/2009,21.49923392578193,2.08
04/13/2009,21.252777099609375,2.08
04/14/2009,21.057907533767914,2.08
04/14/2009,20.885957717895508,2.08
04/15/2009,20.759859240992732,2.08
04/15/2009,21.665451049804688,2.08
04/16/2009,21.8259422919065,2.08
04/16/2009,21.780088424682617,2.08
04/17/2009,21.83166278899891,2.08
04/17/2009,21.390329360961914,2.08
04/20/2009,21.138144184756477,2.08
04/20/2009,21.155338287353516,2.08
04/21/2009,21.098023452353306,2.08
04/21/2009,21.143875122070312,2.08
04/22/2009,21.012051317824557,2.08
04/22/2009,20.777055740356445,2.08
04/23/2009,20.87449051941292,2.08
04/23/2009,21.206924438476562,2.08
04/24/2009,21.355947936517857,2.08
04/24/2009,21.453386306762695,2.08
04/27/2009,21.189730766479677,2.08
04/27/2009,21.315824508666992,2.08
04/28/2009,21.092291243794513,2.08
04/28/2009,21.109487533569336,2.08
04/29/2009,21.120953571169714,2.08
04/29/2009,21.115222930908203,2.08
04/30/2009,21.241315905024074,2.08
04/30/2009,20.748397827148438,2.08
05/01/2009,20.794247955809663,2.08
05/01/2009,21.31009292602539,2.08
05/04/2009,21.367405923548404,2.08
05/04/2009,21.85459327697754,2.08
05/05/2009,21.745695023264517,2.08
05/05/2009,21.37314224243164,2.08
05/06/2009,21.608145189558513,2.08
05/06/2009,22.51947021484375,2.08
05/07/2009,22.628367824655783,2.08
05/07/2009,23.425060272216797,2.08
05/08/2009,23.602732900693155,2.08
05/08/2009,23.5568790435791,2.08
05/11/2009,23.218709352770514,2.08
05/11/2009,23.241636276245117,2.08
05/12/2009,23.36200412453674,2.08
05/12/2009,23.98101806640625,2.08
05/13/2009,23.717366794366786,2.08
05/13/2009,23.940898895263672,2.08
05/14/2009,23.912239547558535,2.08
05/14/2009,24.31344985961914,2.08
05/15/2009,24.33064105328974,2.08
05/15/2009,24.743314743041992,2.08
05/18/2009,24.903809350971667,2.08
05/18/2009,24.46820640563965,2.08
05/19/2009,24.416617453321255,2.08
05/19/2009,24.19881820678711,2.08
05/20/2009,24.376494300032217,2.08
05/20/2009,24.754779815673828,2.08
05/21/2009,24.720394538269304,2.08
05/21/2009,24.536983489990234,2.08
05/22/2009,24.15297034104096,2.08
05/22/2009,24.479671478271484,2.08
05/26/2009,24.336375646048243,2.08
05/26/2009,24.147233963012695,2.08
05/27/2009,24.101373011670674,2.08
05/27/2009,23.87211036682129,2.08
05/28/2009,23.757489889926788,2.08
05/28/2009,24.382234573364258,2.08
05/29/2009,24.485398532151557,2.08
05/29/2009,24.439544677734375,2.08
06/01/2009,24.462468923119445,2.08
06/01/2009,25.00697135925293,2.08
06/02/2009,24.926738417705902,2.08
06/02/2009,25.562944412231445,2.08
06/03/2009,25.29928813961712,2.08
06/03/2009,25.327945709228516,2.08
06/04/2009,25.305027143867967,2.08
06/04/2009,25.465511322021484,2.08
06/05/2009,25.62025306367527,2.08
06/05/2009,25.276355743408203,2.08
06/08/2009,25.09294942777807,2.08
06/08/2009,25.52281951904297,2.08
06/09/2009,25.545738216965635,2.08
06/09/2009,25.1330623626709,2.08
06/10/2009,25.138804208213113,2.08
06/10/2009,24.94392967224121,2.08
06/11/2009,24.886615105476654,2.08
06/11/2009,25.150270462036133,2.08
06/12/2009,25.029902381785256,2.08
06/12/2009,24.94392967224121,2.08
06/15/2009,24.697466691289804,2.08
06/15/2009,24.582834243774414,2.08
06/16/2009,24.703201047579586,2.08
06/16/2009,24.22174644470215,2.08
06/17/2009,24.198816685952263,2.08
06/17/2009,24.015405654907227,2.08
06/18/2009,24.0956500565755,2.08
06/18/2009,24.376497268676758,2.08
06/19/2009,24.479669224300732,2.08
06/19/2009,24.158700942993164,2.08
06/22/2009,24.11806047275715,2.16
06/22/2009,24.141284942626953,2.16
06/23/2009,23.984517263739306,2.16
06/23/2009,24.071605682373047,2.16
06/24/2009,24.12967307333403,2.16
06/24/2009,24.17031478881836,2.16
06/25/2009,24.04838259781099,2.16
06/25/2009,24.954116821289062,2.16
06/26/2009,24.32707166399925,2.16
06/26/2009,24.739295959472656,2.16
06/29/2009,24.83219309033031,2.16
06/29/2009,25.192163467407227,2.16
06/30/2009,25.238616133198658,2.16
06/30/2009,25.32570457458496,2.16
07/01/2009,25.488272223287932,2.16
07/01/2009,25.59858512878418,2.16
07/02/2009,25.314080029192638,2.16
07/02/2009,24.930885314941406,2.16
07/06/2009,24.733491627852803,2.16
07/06/2009,25.633420944213867,2.16
07/07/2009,25.58116657055881,2.16
07/07/2009,25.401180267333984,2.16
07/08/2009,25.540524263420846,2.16
07/08/2009,25.250225067138672,2.16
07/09/2009,25.34892641920194,2.16
07/09/2009,24.582536697387695,2.16
07/10/2009,25.00056341790774,2.16
07/10/2009,24.588336944580078,2.16
07/13/2009,24.698660881058313,2.16
07/13/2009,24.907676696777344,2.16
07/14/2009,24.890258595955924,2.16
07/14/2009,24.768333435058594,2.16
07/15/2009,24.89605684512902,2.16
07/15/2009,25.563743591308594,2.16
07/16/2009,25.25602794860466,2.16
07/16/2009,25.139907836914062,2.16
07/17/2009,25.256026528098364,2.16
07/17/2009,25.54632568359375,2.16
07/20/2009,25.674069159248404,2.16
07/20/2009,25.51730728149414,2.16
07/21/2009,25.58696472334399,2.16
07/21/2009,25.488264083862305,2.16
07/22/2009,25.4302108371885,2.16
07/22/2009,25.476659774780273,2.16
07/23/2009,25.801787022445787,2.16
07/23/2009,26.719133377075195,2.16
07/24/2009,26.649468602574913,2.16
07/24/2009,27.462305068969727,2.16
07/27/2009,27.386826668597607,2.16
07/27/2009,27.11394691467285,2.16
07/28/2009,26.556577734259925,2.16
07/28/2009,26.98621940612793,2.16
07/29/2009,26.8526776148153,2.16
07/29/2009,27.183618545532227,2.16
07/30/2009,27.23587249326686,2.16
07/30/2009,27.183618545532227,2.16
07/31/2009,27.102328519485685,2.16
07/31/2009,27.055879592895508,2.16
08/03/2009,27.305543685310617,2.16
08/03/2009,27.183618545532227,2.16
08/04/2009,27.160388226366095,2.16
08/04/2009,27.276508331298828,2.16
08/05/2009,27.235872124759965,2.16
08/05/2009,27.15458869934082,2.16
08/06/2009,27.195227474659355,2.16
08/06/2009,27.282318115234375,2.16
08/07/2009,27.468101821470295,2.16
08/07/2009,27.322952270507812,2.16
08/10/2009,27.073304460293386,2.16
08/10/2009,27.404245376586914,2.16
08/11/2009,27.39843098261109,2.16
08/11/2009,27.16619300842285,2.16
08/12/2009,27.05587825588032,2.16
08/12/2009,27.02104377746582,2.16
08/13/2009,27.02105001613824,2.16
08/13/2009,26.957183837890625,2.16
08/14/2009,26.887503690469757,2.16
08/14/2009,27.067487716674805,2.16
08/17/2009,26.753977452933658,2.16
08/17/2009,26.394004821777344,2.16
08/18/2009,26.388188822052584,2.16
08/18/2009,26.893308639526367,2.16
08/19/2009,26.70752310936726,2.16
08/19/2009,26.58559799194336,2.16
08/20/2009,26.57979999220398,2.16
08/20/2009,26.98621940612793,2.16
08/21/2009,27.113940117840382,2.16
08/21/2009,27.2126407623291,2.16
08/24/2009,27.096515377972704,2.16
08/24/2009,27.537771224975586,2.16
08/25/2009,27.485526438165763,2.16
08/25/2009,27.1720027923584,2.16
08/26/2009,27.073299781647986,2.16
08/26/2009,27.10232925415039,2.16
08/27/2009,27.09652443818896,2.16
