BCE,"BCE, Inc.",
Date,Price,Dividend,Annualized Dividend
06/28/1984,0.4173772357484346,0.0,0.0
06/29/1984,0.41963332891464233,0.0,0.0
07/02/1984,0.41963332891464233,0.0,0.0
07/03/1984,0.4218895747623545,0.0,0.0
07/05/1984,0.4241456687450409,0.0,0.0
07/06/1984,0.42414552412535017,0.0,0.0
07/09/1984,0.42865797955328255,0.0,0.0
07/10/1984,0.43316990567236835,0.0,0.0
07/11/1984,0.4376821480691433,0.0,0.0
07/12/1984,0.43317016881173814,0.0,0.0
07/13/1984,0.4309138674288988,0.0,0.0
07/16/1984,0.433170081420266,0.0,0.0
07/17/1984,0.4309138037656483,0.0,0.0
07/18/1984,0.4286577083446361,0.0,0.0
07/19/1984,0.4264017627277273,0.0,0.0
07/20/1984,0.4241456687450409,0.0,0.0
07/23/1984,0.4241457272340907,0.0,0.0
07/24/1984,0.42640188492405473,0.0,0.0
07/25/1984,0.43091398724620206,0.0,0.0
07/26/1984,0.43768245160579683,0.0,0.0
07/27/1984,0.4512184294895153,0.0,0.0
07/30/1984,0.45121860022496696,0.0,0.0
07/31/1984,0.4489627778530121,0.0,0.0
08/01/1984,0.45347455760528305,0.0,0.0
08/02/1984,0.4602430817009746,0.0,0.0
08/03/1984,0.46926763653755194,0.0,0.0
08/06/1984,0.46926775659833636,0.0,0.0
08/07/1984,0.4737796429274739,0.0,0.0
08/08/1984,0.46701154011545826,0.0,0.0
08/09/1984,0.4647552687764744,0.0,0.0
08/10/1984,0.46701136231422424,0.0,0.0
08/13/1984,0.46701136231422424,0.0,0.0
08/14/1984,0.46475535339000174,0.0,0.0
08/15/1984,0.4602430722501018,0.0,0.0
08/16/1984,0.4557306499316775,0.0,0.0
08/17/1984,0.4579869787586797,0.0,0.0
08/20/1984,0.4557306499316775,0.0,0.0
08/21/1984,0.4602431654930115,0.0,0.0
08/22/1984,0.46024325692537915,0.0,0.0
08/23/1984,0.46475544571876526,0.0,0.0
08/24/1984,0.4647552687764744,0.0,0.0
08/27/1984,0.467011418720571,0.0,0.0
08/28/1984,0.46249917523872447,0.0,0.0
08/29/1984,0.46701154011545826,0.0,0.0
08/30/1984,0.4647552687764744,0.0,0.0
08/31/1984,0.46701136231422424,0.0,0.0
09/04/1984,0.46701154011545826,0.0,0.0
09/05/1984,0.46475532491032673,0.0,0.0
09/06/1984,0.4624992311000824,0.0,0.0
09/07/1984,0.4624989269108608,0.0,0.0
09/10/1984,0.4489627778530121,0.0,0.0
09/11/1984,0.44896265191909596,0.0,0.0
09/12/1984,0.4399383639424576,0.0,0.0
09/13/1984,0.43542606185893623,0.0,0.0
09/14/1984,0.4421943426132202,0.0,0.0
09/17/1984,0.44445032122159245,0.0,0.0
09/18/1984,0.44670659152384334,0.0,0.0
09/19/1984,0.4444504976272583,0.0,0.0
