BEP,Brookfield Renewable Partners L,
Date,Price,Dividend,Annualized Dividend
05/13/2008,6.058387279510498,0.0,0.0
05/14/2008,6.041699409484863,0.0,0.0
05/15/2008,6.011655330657959,0.0,0.0
05/16/2008,6.001642227172852,0.0,0.0
05/19/2008,6.001642227172852,0.0,0.0
05/20/2008,6.041699409484863,0.0,0.0
05/21/2008,6.118471622467041,0.0,0.0
05/22/2008,6.118471622467041,0.0,0.0
05/23/2008,6.09844446182251,0.0,0.0
05/27/2008,6.148512363433838,0.0,0.0
05/28/2008,5.918193340301514,0.0,0.0
05/29/2008,6.105118274688721,0.0,0.0
05/30/2008,6.108456134796143,0.0,0.0
06/02/2008,6.065062999725342,0.0,0.0
06/03/2008,6.008319854736328,0.0,0.0
06/04/2008,5.931546211242676,0.0,0.0
06/05/2008,5.914855003356934,0.0,0.0
06/06/2008,5.92153263092041,0.0,0.0
06/09/2008,5.941559791564941,0.0,0.0
06/10/2008,5.951574802398682,0.0,0.0
06/11/2008,5.954909801483154,0.0,0.0
06/12/2008,5.931546211242676,0.0,0.0
06/13/2008,5.951574802398682,0.0,0.0
06/16/2008,5.958249092102051,0.0,0.0
06/17/2008,6.061725616455078,0.0,0.0
06/18/2008,6.128484725952148,0.0,0.0
06/19/2008,6.1651997566223145,0.0,0.0
06/20/2008,6.115133285522461,0.0,0.0
06/23/2008,6.115133285522461,0.0,0.0
06/24/2008,6.161863327026367,0.0,0.0
06/25/2008,6.161863327026367,0.0,0.0
06/27/2008,5.98161506652832,0.0,0.0
06/30/2008,6.181893825531006,0.0,0.0
07/01/2008,6.181893825531006,0.0,0.0
07/02/2008,6.201918601989746,0.0,0.0
07/03/2008,5.928205966949463,0.0,0.0
07/07/2008,5.828067779541016,0.0,0.0
07/08/2008,5.841419696807861,0.0,0.0
07/09/2008,5.918193340301514,0.0,0.0
07/10/2008,5.918193340301514,0.0,0.0
07/11/2008,5.964925765991211,0.0,0.0
07/14/2008,6.001642227172852,0.0,0.0
07/15/2008,6.095106601715088,0.0,0.0
07/16/2008,6.158526420593262,0.0,0.0
07/17/2008,6.205258369445801,0.0,0.0
07/18/2008,6.24197244644165,0.0,0.0
07/21/2008,6.181893825531006,0.0,0.0
07/22/2008,6.215271472930908,0.0,0.0
07/23/2008,6.195244312286377,0.0,0.0
07/24/2008,6.055049419403076,0.0,0.0
07/25/2008,6.115133285522461,0.0,0.0
07/28/2008,6.175218105316162,0.0,0.0
07/29/2008,6.155188083648682,0.0,0.0
07/30/2008,6.1919050216674805,0.0,0.0
07/31/2008,6.211933612823486,0.0,0.0
08/01/2008,6.131824016571045,0.0,0.0
08/05/2008,6.055049419403076,0.0,0.0
08/06/2008,5.938221454620361,0.0,0.0
08/07/2008,6.01499605178833,0.0,0.0
08/08/2008,5.894828796386719,0.0,0.0
08/11/2008,5.717916965484619,0.0,0.0
08/12/2008,5.924869537353516,0.0,0.0
08/13/2008,5.931546211242676,0.0,0.0
08/14/2008,5.954909801483154,0.0,0.0
08/15/2008,5.968262195587158,0.0,0.0
08/18/2008,6.028346061706543,0.0,0.0
08/19/2008,6.028346061706543,0.0,0.0
08/20/2008,6.128484725952148,0.0,0.0
08/21/2008,6.211933612823486,0.0,0.0
08/22/2008,6.305396556854248,0.0,0.0
08/25/2008,6.258665084838867,0.0,0.0
08/26/2008,6.302059650421143,0.0,0.0
08/27/2008,6.465617656707764,0.0,0.0
08/28/2008,6.529041290283203,0.0,0.0
08/29/2008,6.448929309844971,0.0,0.0
09/02/2008,6.265340328216553,0.0,0.0
09/03/2008,5.994966983795166,0.0,0.0
09/04/2008,6.221946716308594,0.0,0.0
09/05/2008,6.225285530090332,0.0,0.0
09/08/2008,6.181893825531006,0.0,0.0
09/10/2008,6.131824016571045,0.0,0.0
09/11/2008,6.085091590881348,0.0,0.0
09/12/2008,6.161863327026367,0.0,0.0
09/15/2008,6.128484725952148,0.0,0.0
09/16/2008,6.035023212432861,0.0,0.0
09/17/2008,5.627790927886963,0.0,0.0
09/18/2008,5.774660110473633,0.0,0.0
09/19/2008,5.951574802398682,0.0,0.0
09/22/2008,6.245314598083496,0.0,0.0
09/23/2008,6.195244312286377,0.0,0.0
09/24/2008,6.215271472930908,0.0,0.0
09/25/2008,6.358804702758789,0.0,0.0
09/26/2008,6.221946716308594,0.0,0.0
09/29/2008,5.841419696807861,0.0,0.0
09/30/2008,5.6878743171691895,0.0,0.0
10/01/2008,5.717916965484619,0.0,0.0
10/02/2008,5.587735652923584,0.0,0.0
10/03/2008,5.4475417137146,0.0,0.0
10/06/2008,4.87675142288208,0.0,0.0
10/07/2008,4.906793594360352,0.0,0.0
10/08/2008,4.7966413497924805,0.0,0.0
10/09/2008,4.9902424812316895,0.0,0.0
10/10/2008,4.813329696655273,0.0,0.0
10/13/2008,4.813329696655273,0.0,0.0
10/14/2008,4.8066534996032715,0.0,0.0
10/15/2008,4.759922981262207,0.0,0.0
10/16/2008,4.583012104034424,0.0,0.0
10/17/2008,4.733219146728516,0.0,0.0
10/20/2008,4.75324821472168,0.0,0.0
10/21/2008,4.743234157562256,0.0,0.0
10/22/2008,4.596362590789795,0.0,0.0
10/23/2008,4.526267051696777,0.0,0.0
10/24/2008,4.24587869644165,0.0,0.0
10/27/2008,4.225851396523758,0.0,0.0
10/28/2008,4.142401351131997,0.0,0.0
10/29/2008,4.179118894117621,0.0,0.0
10/30/2008,4.726543848174377,0.0,0.0
10/31/2008,4.629743183016771,0.0,0.0
11/03/2008,4.786626808684076,0.0,0.0
11/04/2008,5.060340002365631,0.0,0.0
11/05/2008,5.153801277617081,0.0,0.0
11/06/2008,4.996917612390092,0.0,0.0
11/07/2008,4.906793065649153,0.0,0.0
11/10/2008,4.856723587998348,0.0,0.0
11/11/2008,4.7365575785704905,0.0,0.0
11/12/2008,4.583011074472212,0.0,0.0
11/13/2008,4.489549339786543,0.0,0.0
11/14/2008,4.586349615696977,0.0,0.0
11/17/2008,4.576337577211437,0.0,0.0
11/18/2008,4.529605961866156,0.0,0.0
11/19/2008,4.5095766119330385,0.0,0.0
11/20/2008,4.312639138560965,0.0,0.0
11/21/2008,4.239202986496203,0.0,0.0
11/24/2008,4.292609918405171,0.0,0.0
11/25/2008,4.7732746362207354,0.0,0.0
11/26/2008,4.472859717592129,0.0,0.0
11/28/2008,4.496225699741461,0.0,0.0
12/01/2008,4.486210641910324,0.0,0.0
12/02/2008,4.562984891352457,0.0,0.0
12/03/2008,4.633081609053362,0.0,0.0
12/04/2008,4.70651634865973,0.0,0.0
12/05/2008,4.619729542610549,0.0,0.0
12/08/2008,4.736557693902263,0.0,0.0
12/09/2008,4.572998613114434,0.0,0.0
12/10/2008,4.656447772559689,0.0,0.0
12/11/2008,4.836697164172426,0.0,0.0
12/12/2008,4.709854531922019,0.0,0.0
12/15/2008,4.783289368411921,0.0,0.0
12/16/2008,4.616391765282469,0.0,0.0
12/17/2008,4.406100273132324,0.0,0.0
12/18/2008,4.466183153234737,0.0,0.0
12/19/2008,4.3860713041728925,0.0,0.0
12/22/2008,4.482872249508215,0.0,0.0
12/23/2008,4.379396705396247,0.0,0.0
12/24/2008,4.402762546790811,0.0,0.0
12/26/2008,4.3994245529174805,0.0,0.0
12/29/2008,4.382732850396271,0.0,0.0
12/30/2008,4.366044766432857,0.0,0.0
12/31/2008,4.36270727164021,0.0,0.0
01/02/2009,4.3593707052804795,0.0,0.0
01/05/2009,4.4261275342055475,0.0,0.0
01/06/2009,4.4428163364860795,0.0,0.0
01/07/2009,4.446155490741381,0.0,0.0
01/08/2009,4.3760582344254,0.0,0.0
01/09/2009,4.379396624252426,0.0,0.0
01/12/2009,4.3793970073659505,0.0,0.0
01/13/2009,4.269245147705078,0.0,0.0
01/14/2009,4.235865654258772,0.0,0.0
01/15/2009,4.192472115208096,0.0,0.0
01/16/2009,4.215836055931,0.0,0.0
01/20/2009,4.225850906200005,0.0,0.0
01/21/2009,4.205823207396248,0.0,0.0
01/22/2009,4.205824207532159,0.0,0.0
01/23/2009,4.269245147705078,0.0,0.0
01/26/2009,4.342679076265647,0.0,0.0
01/27/2009,4.312639015473588,0.0,0.0
01/28/2009,4.2892731868934035,0.0,0.0
01/29/2009,4.3193135261535645,0.0,0.0
01/30/2009,4.285933595650838,0.0,0.0
02/02/2009,4.252555027583773,0.0,0.0
02/03/2009,4.2659065565308385,0.0,0.0
02/04/2009,4.18579605573283,0.0,0.0
02/05/2009,4.269245014966214,0.0,0.0
02/06/2009,4.2291889685901936,0.0,0.0
02/09/2009,4.349355831850307,0.0,0.0
02/10/2009,4.292609561268772,0.0,0.0
02/11/2009,4.259230373478797,0.0,0.0
02/12/2009,4.24587869644165,0.0,0.0
02/13/2009,4.195807597373416,0.0,0.0
02/17/2009,4.159091677850279,0.0,0.0
02/18/2009,4.179118633270264,0.0,0.0
02/19/2009,4.165768130680367,0.0,0.0
02/20/2009,4.149078488413175,0.0,0.0
02/23/2009,4.1490787290281546,0.0,0.0
02/24/2009,4.0589525735937055,0.0,0.0
02/25/2009,4.005544247647427,0.0,0.0
02/26/2009,4.068966999270213,0.0,0.0
02/27/2009,4.0289114688413115,0.0,0.0
03/02/2009,4.085656584464797,0.0,0.0
03/03/2009,4.0456011577792585,0.0,0.0
03/04/2009,4.08231939700838,0.0,0.0
03/05/2009,4.085655686440364,0.0,0.0
03/06/2009,4.052276445509872,0.0,0.0
03/09/2009,3.9688279556861232,0.0,0.0
03/10/2009,3.938786670445179,0.0,0.0
03/11/2009,3.878702402114868,0.0,0.0
03/12/2009,3.868688712838605,0.0,0.0
03/13/2009,3.9521391233000847,0.0,0.0
03/16/2009,4.008883463618651,0.0,0.0
03/17/2009,4.038925210107117,0.0,0.0
03/18/2009,4.09900798017872,0.0,0.0
03/19/2009,4.259228967728066,0.0,0.0
03/20/2009,4.182457288164232,0.0,0.0
03/23/2009,4.219174802402384,0.0,0.0
03/24/2009,4.242540411635273,0.0,0.0
03/25/2009,4.265907452066157,0.0,0.0
03/26/2009,4.329327583312988,0.0,0.0
03/27/2009,4.282595602290714,0.0,0.0
03/30/2009,4.275919970107571,0.0,0.0
03/31/2009,4.135724684385052,0.0,0.0
04/01/2009,4.165767717788429,0.0,0.0
04/02/2009,4.212498896324443,0.0,0.0
04/03/2009,4.265906425731505,0.0,0.0
04/06/2009,4.17244262287696,0.0,0.0
04/07/2009,4.112359279800373,0.0,0.0
04/08/2009,4.162429786169039,0.0,0.0
04/09/2009,4.145739288980571,0.0,0.0
04/13/2009,4.135727015965089,0.0,0.0
04/14/2009,4.209159818067635,0.0,0.0
04/15/2009,4.219174771849905,0.0,0.0
04/16/2009,4.275919760911726,0.0,0.0
04/17/2009,4.209160557636018,0.0,0.0
04/20/2009,4.225850459655624,0.0,0.0
04/21/2009,4.155753871301477,0.0,0.0
04/22/2009,4.185796126674228,0.0,0.0
04/23/2009,4.169106092841595,0.0,0.0
04/24/2009,4.282595763110472,0.0,0.0
04/27/2009,4.315975535891953,0.0,0.0
04/28/2009,4.209159672013081,0.0,0.0
04/29/2009,4.336002888070768,0.0,0.0
04/30/2009,4.399424703311691,0.0,0.0
05/01/2009,4.39942456034754,0.0,0.0
05/04/2009,4.432804704850252,0.0,0.0
05/05/2009,4.499562848854374,0.0,0.0
05/06/2009,4.439479351043701,0.0,0.0
05/07/2009,4.426127678392631,0.0,0.0
05/08/2009,4.526267662696083,0.0,0.0
05/11/2009,4.539617526890018,0.0,0.0
05/12/2009,4.536280147229872,0.0,0.0
05/13/2009,4.489548652436011,0.0,0.0
05/14/2009,4.426129619097281,0.0,0.0
05/15/2009,4.469521637845341,0.0,0.0
05/18/2009,4.442817687988281,0.0,0.0
05/19/2009,4.526266340785652,0.0,0.0
05/20/2009,4.609715563239169,0.0,0.0
05/21/2009,4.5830119703812935,0.0,0.0
05/22/2009,4.603040561081793,0.0,0.0
05/26/2009,4.546294417260259,0.0,0.0
05/27/2009,4.646432823893889,0.0,0.0
05/28/2009,4.619728840789428,0.0,0.0
05/29/2009,4.783288300604477,0.0,0.0
06/01/2009,4.856724217217957,0.0,0.0
06/02/2009,4.763260730373138,0.0,0.0
06/03/2009,4.729881706659405,0.0,0.0
06/04/2009,4.709854410405517,0.0,0.0
06/05/2009,4.6831505272054725,0.0,0.0
06/08/2009,4.706514632049073,0.0,0.0
06/09/2009,4.746572151308768,0.0,0.0
06/10/2009,4.779951808383519,0.0,0.0
06/11/2009,4.783289566429861,0.0,0.0
06/12/2009,4.693165675108418,0.0,0.0
06/15/2009,4.699841497321858,0.0,0.0
06/16/2009,4.636418375252146,0.0,0.0
06/17/2009,4.629743169709899,0.0,0.0
06/18/2009,4.626405239105225,0.0,0.0
06/19/2009,4.616392402770399,0.0,0.0
06/22/2009,4.653108881413258,0.0,0.0
06/23/2009,4.589688958683405,0.0,0.0
06/24/2009,4.562984605168333,0.0,0.0
06/25/2009,4.606379166686687,0.0,0.0
06/26/2009,4.6097156214799515,0.0,0.0
06/29/2009,4.6664605140686035,0.0,0.0
06/30/2009,4.656447717655603,0.0,0.0
07/01/2009,4.572997570037842,0.0,0.0
07/02/2009,4.703177630055885,0.0,0.0
07/06/2009,4.5930258083508635,0.0,0.0
07/07/2009,4.482873282341901,0.0,0.0
07/08/2009,4.4928869756077585,0.0,0.0
07/09/2009,4.566322357538798,0.0,0.0
07/10/2009,4.462845090887888,0.0,0.0
07/13/2009,4.593025255049226,0.0,0.0
07/14/2009,4.833357557469666,0.0,0.0
07/15/2009,4.886765697402084,0.0,0.0
07/16/2009,4.926820882498431,0.0,0.0
07/17/2009,4.980229617116434,0.0,0.0
07/20/2009,5.067014715430813,0.0,0.0
07/21/2009,5.163814874136889,0.0,0.0
07/22/2009,4.933497562433028,0.0,0.0
07/23/2009,4.9835673749003435,0.0,0.0
07/24/2009,5.006932538262095,0.0,0.0
07/27/2009,5.150464615754754,0.0,0.0
07/28/2009,5.200532355257894,0.0,0.0
07/29/2009,5.253941384507218,0.0,0.0
07/30/2009,5.310686013238835,0.0,0.0
07/31/2009,5.2606162357924555,0.0,0.0
08/03/2009,5.360755443572998,0.0,0.0
08/04/2009,5.414162742292479,0.0,0.0
08/05/2009,5.350739859678006,0.0,0.0
08/06/2009,5.380782992568733,0.0,0.0
08/07/2009,5.273970053527216,0.0,0.0
08/10/2009,5.304009162276108,0.0,0.0
08/11/2009,5.290657598488051,0.0,0.0
08/12/2009,5.247265680194906,0.0,0.0
08/13/2009,5.457556222287799,0.0,0.0
08/14/2009,5.437527672306048,0.0,0.0
08/17/2009,5.31402456406789,0.0,0.0
08/18/2009,5.317362938497825,0.0,0.0
08/19/2009,5.317362371646359,0.0,0.0
08/20/2009,5.350740955152299,0.0,0.0
08/21/2009,5.464232905372977,0.0,0.0
08/24/2009,5.4775824546813965,0.0,0.0
08/25/2009,5.474246290107823,0.0,0.0
08/26/2009,5.460893764201242,0.0,0.0
08/27/2009,5.450879801965287,0.0,0.0
08/28/2009,5.507626018572531,0.0,0.0
08/31/2009,5.414161549467378,0.0,0.0
09/01/2009,5.434190273531066,0.0,0.0
09/02/2009,5.397473332445835,0.0,0.0
09/03/2009,5.2773052108712255,0.0,0.0
09/04/2009,5.397472335115875,0.0,0.0
09/08/2009,5.524314364452416,0.0,0.0
09/09/2009,5.484258379821085,0.0,0.0
09/10/2009,5.460895103524682,0.0,0.0
09/11/2009,5.330713405431176,0.0,0.0
09/14/2009,5.280643507645832,0.0,0.0
09/15/2009,5.287320346861351,0.0,0.0
09/16/2009,5.4241750011919505,0.0,0.0
09/17/2009,5.380783630078379,0.0,0.0
09/18/2009,5.360756282401113,0.0,0.0
09/21/2009,5.397475113634789,0.0,0.0
09/22/2009,5.577722683223583,0.0,0.0
09/23/2009,5.597751140594482,0.0,0.0
09/24/2009,5.594411546430171,0.0,0.0
09/25/2009,5.444205464253367,0.0,0.0
09/28/2009,5.430851482110973,0.0,0.0
09/29/2009,5.43419075012207,0.0,0.0
09/30/2009,5.4809218392747665,0.0,0.0
10/01/2009,5.564370305645056,0.0,0.0
10/02/2009,5.450879109644262,0.0,0.0
10/05/2009,5.524314558186238,0.0,0.0
10/06/2009,5.7713224505593175,0.0,0.0
10/07/2009,5.774660443590626,0.0,0.0
10/08/2009,5.791351539759614,0.0,0.0
10/09/2009,6.018332190490816,0.0,0.0
10/12/2009,5.974938869476318,0.0,0.0
10/13/2009,6.018330440473906,0.0,0.0
10/14/2009,6.051711600527123,0.0,0.0
10/15/2009,5.971602369174949,0.0,0.0
10/16/2009,5.901503163850538,0.0,0.0
10/19/2009,5.898166695561805,0.0,0.0
10/20/2009,6.004979916356566,0.0,0.0
10/21/2009,5.878138479807161,0.0,0.0
10/22/2009,5.85477291095991,0.0,0.0
10/23/2009,5.834743765654952,0.0,0.0
10/26/2009,5.834743481961816,0.0,0.0
10/27/2009,5.764647240592432,0.0,0.0
10/28/2009,5.634467616180156,0.0,0.0
10/29/2009,5.574383563040305,0.0,0.0
10/30/2009,5.664509831331973,0.0,0.0
11/02/2009,5.70122653022022,0.0,0.0
11/03/2009,5.594411567864809,0.0,0.0
11/04/2009,5.744620387240914,0.0,0.0
11/05/2009,5.737942786597523,0.0,0.0
11/06/2009,5.711240432607666,0.0,0.0
11/09/2009,5.831406586458597,0.0,0.0
11/10/2009,5.828067779541016,0.0,0.0
11/11/2009,5.8280691651470065,0.0,0.0
11/12/2009,5.851435100148363,0.0,0.0
11/13/2009,5.788013234979747,0.0,0.0
11/16/2009,5.798025687350118,0.0,0.0
11/17/2009,5.814716264656327,0.0,0.0
11/18/2009,5.938222198757063,0.0,0.0
11/19/2009,5.804702603425949,0.0,0.0
11/20/2009,5.771324305194717,0.0,0.0
11/23/2009,5.848096350115695,0.0,0.0
11/24/2009,5.751296479707793,0.0,0.0
11/25/2009,5.888152088509646,0.0,0.0
11/27/2009,5.891490794983815,0.0,0.0
11/30/2009,5.9882927071785055,0.0,0.0
12/01/2009,6.105118319735942,0.0,0.0
12/02/2009,6.055048360721124,0.0,0.0
12/03/2009,5.964924799600984,0.0,0.0
12/04/2009,6.004980807625364,0.0,0.0
12/07/2009,6.0216693482073795,0.0,0.0
12/08/2009,5.901504841217275,0.0,0.0
12/09/2009,5.89816618504755,0.0,0.0
12/10/2009,5.99830587182843,0.0,0.0
12/11/2009,6.011655052324582,0.0,0.0
12/14/2009,6.091768575848627,0.0,0.0
12/15/2009,6.151851564117439,0.0,0.0
12/16/2009,6.1652023458622285,0.0,0.0
12/17/2009,6.101780966640459,0.0,0.0
12/18/2009,6.188569709987218,0.0,0.0
12/21/2009,6.0250078777564005,0.0,0.0
12/22/2009,6.045035306470627,0.0,0.0
12/23/2009,6.1618655755375835,0.0,0.0
12/24/2009,6.155188961688085,0.0,0.0
12/28/2009,6.145174980163574,0.0,0.0
12/29/2009,6.181893751254911,0.0,0.0
12/30/2009,6.1418356466331385,0.0,0.0
12/31/2009,6.098442155747827,0.0,0.0
01/04/2010,6.188568362557314,0.0,0.0
01/05/2010,6.155187341101068,0.0,0.0
01/06/2010,6.19524261611099,0.0,0.0
01/07/2010,6.201921463802974,0.0,0.0
01/08/2010,6.201918758167976,0.0,0.0
01/11/2010,6.218609277022502,0.0,0.0
01/12/2010,6.181892375454192,0.0,0.0
01/13/2010,6.188567934486757,0.0,0.0
01/14/2010,6.241975136187533,0.0,0.0
01/15/2010,6.275355385304358,0.0,0.0
01/19/2010,6.388845816587742,0.0,0.0
01/20/2010,6.37549321219623,0.0,0.0
01/21/2010,6.3187482572113645,0.0,0.0
01/22/2010,6.251989116956934,0.0,0.0
01/25/2010,6.29538166951549,0.0,0.0
01/26/2010,6.2319590673374625,0.0,0.0
01/27/2010,6.058386958493607,0.0,0.0
01/28/2010,6.078415527140087,0.0,0.0
01/29/2010,6.1284842715297625,0.0,0.0
02/01/2010,6.075076520398083,0.0,0.0
02/02/2010,6.1752157163724375,0.0,0.0
02/03/2010,6.302058404022155,0.0,0.0
02/04/2010,6.098442666304658,0.0,0.0
02/05/2010,6.051710570368389,0.0,0.0
02/08/2010,6.288706429704122,0.0,0.0
02/09/2010,6.258663912959954,0.0,0.0
02/10/2010,6.392182207246591,0.0,0.0
02/11/2010,6.42222541734706,0.0,0.0
02/12/2010,6.445589774269246,0.0,0.0
02/16/2010,6.515688736898445,0.0,0.0
02/17/2010,6.642532244920309,0.0,0.0
02/18/2010,6.786060049094641,0.0,0.0
02/19/2010,6.639192421299907,0.0,0.0
02/22/2010,6.709287616914935,0.0,0.0
02/23/2010,6.5457311760386165,0.0,0.0
02/24/2010,6.362140963076994,0.0,0.0
02/25/2010,6.3053950840467925,0.0,0.0
02/26/2010,6.392185211181641,0.0,0.0
03/01/2010,6.442253222956695,0.0,0.0
03/02/2010,6.6091519760292,0.0,0.0
03/03/2010,6.615827475081491,0.0,0.0
03/04/2010,6.782724050623054,0.0,0.0
03/05/2010,6.912903407812394,0.0,0.0
03/08/2010,7.0197174366937665,0.0,0.0
03/09/2010,6.919579687773712,0.0,0.0
03/10/2010,6.819439912587728,0.0,0.0
03/11/2010,6.842806417109159,0.0,0.0
03/12/2010,6.882863114617112,0.0,0.0
03/15/2010,6.826118321927703,0.0,0.0
03/16/2010,6.892874996008868,0.0,0.0
03/17/2010,6.9329328536987305,0.0,0.0
03/18/2010,6.926255836348672,0.0,0.0
03/19/2010,6.922917960821587,0.0,0.0
03/22/2010,6.842806928400504,0.0,0.0
03/23/2010,6.879525224422983,0.0,0.0
03/24/2010,6.9028894738330635,0.0,0.0
03/25/2010,6.969648562412556,0.0,0.0
03/26/2010,6.952959116053731,0.0,0.0
03/29/2010,7.0230574964519885,0.0,0.0
03/30/2010,7.029733545149519,0.0,0.0
03/31/2010,6.922919349272636,0.0,0.0
04/01/2010,6.92959324136024,0.0,0.0
04/05/2010,6.916243582596915,0.0,0.0
04/06/2010,7.083139552844653,0.0,0.0
04/07/2010,7.086478597489751,0.0,0.0
04/08/2010,7.179940981020607,0.0,0.0
04/09/2010,7.093155098535988,0.0,0.0
04/12/2010,7.049761715195677,0.0,0.0
04/13/2010,7.013044590445988,0.0,0.0
04/14/2010,7.069789603565091,0.0,0.0
04/15/2010,6.9729886650725,0.0,0.0
04/16/2010,6.839469574833837,0.0,0.0
04/19/2010,6.702613531451654,0.0,0.0
04/20/2010,6.709289243557912,0.0,0.0
04/21/2010,6.802751787487523,0.0,0.0
04/22/2010,6.762695962698171,0.0,0.0
04/23/2010,6.746005809999303,0.0,0.0
04/26/2010,6.836129716508753,0.0,0.0
04/27/2010,6.809430334327307,0.0,0.0
04/28/2010,6.692601624717084,0.0,0.0
04/29/2010,6.889536738267847,0.0,0.0
04/30/2010,6.816102270304326,0.0,0.0
05/03/2010,6.802750965241372,0.0,0.0
05/04/2010,6.846145562166612,0.0,0.0
05/05/2010,6.635853953949439,0.0,0.0
05/06/2010,6.572433977220019,0.0,0.0
05/07/2010,6.312071965303538,0.0,0.0
05/10/2010,6.612489259344161,0.0,0.0
05/11/2010,6.715965747833252,0.0,0.0
05/12/2010,6.725976562233883,0.0,0.0
05/13/2010,6.869512318088593,0.0,0.0
05/14/2010,6.7293185449451345,0.0,0.0
05/17/2010,6.725979116394987,0.0,0.0
05/18/2010,6.565757098012088,0.0,0.0
05/19/2010,6.302059153760088,0.0,0.0
05/20/2010,6.108457927905559,0.0,0.0
05/21/2010,5.911519171637302,0.0,0.0
05/24/2010,6.09844446182251,0.0,0.0
05/25/2010,5.844758906432827,0.0,0.0
05/26/2010,6.101780271223635,0.0,0.0
05/27/2010,6.155189870854611,0.0,0.0
05/28/2010,6.121809959411621,0.0,0.0
06/01/2010,6.0884295843416965,0.0,0.0
06/02/2010,6.1184691140480165,0.0,0.0
06/03/2010,6.412210258988743,0.0,0.0
06/04/2010,6.3053969915633585,0.0,0.0
06/07/2010,6.255327376659466,0.0,0.0
06/08/2010,6.298719904212729,0.0,0.0
06/09/2010,6.375493344530322,0.0,0.0
06/10/2010,6.545729135961691,0.0,0.0
06/11/2010,6.3588038581249435,0.0,0.0
06/14/2010,6.38550844568133,0.0,0.0
06/15/2010,6.3654800220266745,0.0,0.0
06/16/2010,6.392183468504342,0.0,0.0
06/17/2010,6.39551994445462,0.0,0.0
06/18/2010,6.4389166831970215,0.0,0.0
06/21/2010,6.488983752637724,0.0,0.0
06/22/2010,6.4756331251474535,0.0,0.0
06/23/2010,6.36547885942283,0.0,0.0
06/24/2010,6.365480825184094,0.0,0.0
06/25/2010,6.405534554925889,0.0,0.0
06/28/2010,6.418887423539294,0.0,0.0
06/29/2010,6.342113515033373,0.0,0.0
06/30/2010,6.285368919372559,0.0,0.0
07/01/2010,6.285368919372559,0.0,0.0
07/02/2010,6.305397012795985,0.0,0.0
07/06/2010,6.295383165806848,0.0,0.0
07/07/2010,6.258664581828208,0.0,0.0
07/08/2010,6.378832431986116,0.0,0.0
07/09/2010,6.492321834510968,0.0,0.0
07/12/2010,6.509012587221502,0.0,0.0
07/13/2010,6.498996691981268,0.0,0.0
07/14/2010,6.482307434082031,0.0,0.0
07/15/2010,6.509013203410156,0.0,0.0
07/16/2010,6.422224773847912,0.0,0.0
07/19/2010,6.362143370841592,0.0,0.0
07/20/2010,6.4889817237854,0.0,0.0
07/21/2010,6.545727729797363,0.0,0.0
07/22/2010,6.559080567686606,0.0,0.0
07/23/2010,6.512349800815651,0.0,0.0
07/26/2010,6.6558822181356865,0.0,0.0
07/27/2010,6.74600733035675,0.0,0.0
07/28/2010,6.729318125997534,0.0,0.0
07/29/2010,6.695937639230171,0.0,0.0
07/30/2010,6.735992751437967,0.0,0.0
08/02/2010,6.832792247458409,0.0,0.0
08/03/2010,6.87952425192477,0.0,0.0
08/04/2010,6.939607937337861,0.0,0.0
08/05/2010,6.922918871759393,0.0,0.0
08/06/2010,6.846144645023646,0.0,0.0
08/09/2010,6.839467901155601,0.0,0.0
08/10/2010,6.929592272308211,0.0,0.0
08/11/2010,6.665895524613223,0.0,0.0
08/12/2010,6.498996252261285,0.0,0.0
08/13/2010,6.562418401425644,0.0,0.0
08/16/2010,6.415548668118041,0.0,0.0
08/17/2010,6.635852505388454,0.0,0.0
08/18/2010,6.609150409698486,0.0,0.0
08/19/2010,6.602472874360471,0.0,0.0
08/20/2010,6.428901400363502,0.0,0.0
08/23/2010,6.4455911790022595,0.0,0.0
08/24/2010,6.3588047869351945,0.0,0.0
08/25/2010,6.485646400268843,0.0,0.0
08/26/2010,6.5957990638709685,0.0,0.0
08/27/2010,6.505673386142529,0.0,0.0
08/30/2010,6.509011646753789,0.0,0.0
08/31/2010,6.345450900542328,0.0,0.0
09/01/2010,6.46895466730948,0.0,0.0
09/02/2010,6.462279475173033,0.0,0.0
09/03/2010,6.5123511840731005,0.0,0.0
09/07/2010,6.515686720184376,0.0,0.0
09/08/2010,6.655882129242715,0.0,0.0
09/09/2010,6.65254431323874,0.0,0.0
09/10/2010,6.705952245960923,0.0,0.0
09/13/2010,6.81610343255641,0.0,0.0
09/14/2010,6.782722541224074,0.0,0.0
09/15/2010,6.83947059522835,0.0,0.0
09/16/2010,6.8661731742774395,0.0,0.0
09/17/2010,6.919580228126472,0.0,0.0
09/20/2010,6.669233506190158,0.0,0.0
09/21/2010,6.625841886230282,0.0,0.0
09/22/2010,6.709289642588389,0.0,0.0
09/23/2010,6.742666524554229,0.0,0.0
09/24/2010,6.799410626670876,0.0,0.0
09/27/2010,6.852822914833148,0.0,0.0
09/28/2010,6.766033405112769,0.0,0.0
09/29/2010,6.812765240379638,0.0,0.0
09/30/2010,6.789402826913508,0.0,0.0
10/01/2010,6.809427259120419,0.0,0.0
10/04/2010,6.856160527727679,0.0,0.0
10/05/2010,6.9896762096372935,0.0,0.0
10/06/2010,7.003030837489516,0.0,0.0
10/07/2010,6.922919630266221,0.0,0.0
